Hybridization REF	TCGA-E2-A1BD-01A-11R-A12P-07
GRSF1	-0.284
PDCD7	-1.021
LRRC43	1.402
CNR1	-0.7215
IL1F7	-2.3415
C12orf64	1.02533333333333
FAM69B	-2.354
NR2E1	-1.72966666666667
MS4A6A	1.386
FTL	-1.0008
C7orf36	0.426
PCLO	1.0505
DYRK2	-0.159583333333333
ARIH2	-0.51075
SAMD7	1.07
SCNN1D	-0.58125
SLC32A1	-0.731666666666667
C22orf25	-0.621666666666667
MRPS18A	-0.2831
GPR112	0.1075
EARS2	-0.031
ERN2	-0.061
ATPBD3	-0.601
PRH2	0.6835
CDKN2D	-0.639666666666667
PGLYRP2	2.08375
TRIM40	0.19225
SEC14L3	-0.352
SLC22A1	0.21375
BTN2A3	-0.09475
RASA4	0.3395
CCNL2	-0.893666666666667
MYBPC3	0.278
GJA4	2.443
CDC42SE1	1.910875
TRPV2	-1.8205
MYPN	-2.8487
SIM1	0.334
CDADC1	1.00225
ZFHX4	1.62725
NIBP	0.808
ADAMTS19	-1.61375
ABTB2	-1.86125
TSPYL2	-0.92575
EIF2S3	0.4107
SOX30	-0.37375
AP2A1	0.238833333333333
DKFZP564O0523	0.543833333333333
LOC285398	-0.7475
CDH18	-4.79866666666667
CHL1	0.734571428571429
GATS	-0.433
TBC1D2B	-0.2008
OR1J1	0.033
GSN	1.24983333333333
DPCR1	0.493857142857143
GARNL4	0.173
SMARCA5	-0.2155
PLEKHG3	0.980333333333333
ZBTB45	0.5705
FRMD6	-0.582833333333333
PLS1	-0.643833333333333
DGKZ	0.5695
EFNA1	3.0747
WDR85	-0.522
ANK2	-0.16775
PAGE4	-1.128
SENP6	-0.0618333333333333
AKR7A2	-0.570666666666667
FKBP10	-1.997
VEGFC	-0.777
LARP1	0.0694375
SRBD1	0.3675
ITGB6	1.04575
SLC1A2	-0.00514285714285712
INVS	-1.27266666666667
MPO	-0.01575
MOBKL3	-0.2903
CUTL2	2.596125
KLK2	-0.0631666666666667
VIM	-1.528
REG1B	0.165333333333333
PCDHGC4	0.74125
C3orf34	0.652
SUMO3	-0.626333333333333
CST9L	0.4345
MLL4	0.26275
SPR	0.889666666666667
SAMD9L	2.1505
ABCE1	-0.56125
SUPT3H	-0.325166666666667
ACTBL1	-0.05025
ADAMTS4	1.01
SLIT3	3.441
RHEBL1	-0.278
NPM2	-1.6935
MAN1C1	-0.252
KIAA1856	0.672833333333333
HSPA6	2.038
LOC388152	-0.9125
C10orf140	-1.00025
ZDHHC12	-0.2535
LIN7A	-0.3342
PHC2	0.169416666666667
SPHK1	-1.72075
TRIM26	0.1718125
FAM83E	-1.749
C18orf24	-1.8815
ZNF578	0.27
ORAI1	-0.79525
RUVBL1	-0.282666666666667
C7orf20	-0.33
APAF1	0.26
SLC36A4	-2.5015
MYH11	5.376
NEK1	0.0462
MPP2	0.234375
C12orf24	-2.6245
TNK2	0.7283125
ZNF289	0.28825
MATN3	0.466285714285714
IFNGR2	1.36966666666667
ITPR1	-0.378375
EBF3	1.3837
TBC1D20	0.0631
OR10P1	0.16025
DDAH2	1.5805
SHPRH	-0.5155
STX7	-0.0405
LOC554248	-1.3105
BCAR1	-0.6795
ATXN3	-0.06225
TRIM27	-0.732
CDC42EP2	0.013
CHP	-0.674428571428571
SOX17	1.725625
ZNF259	-1.112
CHCHD1	0.81675
ZDHHC19	0.157
GBP2	4.4755
GARNL3	1.2525
MRC2	0.535
C1orf52	-0.149
AOF2	-0.151666666666667
LRPPRC	-0.1316
ACVR1C	-1.52116666666667
TM4SF18	2.03016666666667
TMEM169	0.409166666666667
PPP1R16A	-0.207875
EBF1	0.505
RRS1	-0.1855
SNX2	-0.14925
OR2T2	-0.0125
RBX1	-0.224
ANKRD54	-0.472833333333333
TSNAX	0.465833333333333
TMEM83	-0.64925
ZBTB7A	1.76175
ATM	-1.51327272727273
LOC338328	1.94916666666667
TIE1	1.338
HIST1H3G	0.1404
PASD1	-4.56533333333333
TINAG	-0.0643333333333333
PCDHAC2	-2.867
LRRC15	1.064375
WBSCR17	-0.25475
TFF2	0.134
PARP2	-0.95575
NDFIP2	-0.17925
PCDHGB2	0.6215
WDR60	0.5835
MAP7D2	-1.0539
USP45	-1.04975
GSDML	0.10425
TNS1	-0.0112222222222222
PLCD4	2.06925
IQCD	1.6285
SMPX	-2.80825
CD9	0.0695
SRGN	0.518375
CASP7	1.396875
INOC1	0.7365
DKFZp451M2119	-1.48842857142857
VMAC	0.891
USP53	0.9544
CAMK1G	-0.504625
TMEM106A	0.504833333333333
CDC20	-2.0034
ACSL5	-0.802833333333333
CBWD5	1.079875
C1orf87	-0.263833333333333
KIAA1274	0.786
PRUNE2	-0.560307692307692
LYPLA2	0.453
DOK6	-1.2575
GPR149	-0.3325
FAM30A	-0.183
TMEM129	-0.01275
SLC35B3	-0.314
ACPP	-0.459125
LOC200261	0.756
SLC4A7	0.7153
CCDC40	2.8645
GART	-1.449125
THOP1	-2.519
SCARB1	-1.1275
CACNA1F	1.05325
TRIAP1	-0.400833333333333
SYT14L	0.524
SFRS8	0.044
PBOV1	-0.92425
GOLSYN	2.54875
GJB7	-0.9745
CAMK2N1	0.74275
GREM1	2.471
FLJ20433	0.73175
QPCT	-3.96575
PRKAG2	1.098
H2AFX	-1.914375
C6orf154	-0.20075
PLOD3	-1.50175
ZBTB39	-0.743833333333333
WASF3	-0.5605
DRG1	-1.0535
PRR4	-1.0905
SPCS1	-0.36625
KDELR3	-1.24316666666667
SRP19	0.383333333333333
GABRA6	-0.441
MFSD1	-0.0075
MMEL1	1.93
PDXDC2	-0.0703
BUB1	-3.229
RNF138	-1.743625
MYLPF	0.5325
AIF1	-0.440833333333333
DYNLRB1	0.6901
HCN3	0.0938333333333333
HIST1H2AI	-0.17
MAP4K5	-0.52525
LASP1	1.111375
LOC130951	0.46
PLAA	1.07
KRT6A	0.6135
C6orf117	-1.472875
ARHGAP23	0.5515
PTF1A	-0.4035
GPHA2	-0.136
LCE3B	-0.642
MCL1	0.583357142857143
EHBP1	-0.84625
PRNP	-1.7169375
ZSCAN1	0.73775
C1orf113	1.4385
FOXA3	-2.673875
NEB	0.50675
ASGR1	-5.158
CTGF	1.83316666666667
RAB17	0.709833333333333
MST101	-0.404
JARID1B	1.6428
USP37	0.1818
PTBP1	-0.0388333333333333
PTPN7	-0.531166666666667
CDC7	-2.41283333333333
SNX7	-0.442
ZNF335	-0.29225
CPT2	-0.1565
HEATR1	0.09775
HSPC152	0.019875
C5orf40	0.278
PSME1	1.22566666666667
STAG3	-1.86075
TMEM154	0.8375
KLHL32	0.168
TSGA10IP	0.091
SUV420H2	-0.344833333333333
SF1	-1.0576
2'-PDE	-0.494875
PNLIPRP2	-0.201
TRSPAP1	-0.0256666666666667
NUP210	0.166333333333333
ANP32C	-0.390666666666667
RAB11B	0.504333333333333
ASB15	1.0495
ITGB3BP	0.44275
UBASH3A	-1.13625
YWHAB	0.99775
TPRX1	-0.29725
LY6G5C	-0.601125
SLC7A2	0.034125
CLK1	1.3321
HSD3B7	0.128
VDR	2.887
C16orf74	1.25
ACE	0.74275
PSMA2	0.301666666666667
CCDC131	-0.470375
ZNF213	0.941333333333333
EML2	1.55175
ALS2CR13	0.648333333333333
GLYATL1	1.303
DSPP	0.895
DHFRL1	0.25125
C10orf30	-0.557833333333333
SH3RF2	0.320666666666667
LOC197322	-1.121
DLL3	-1.232
TIGD7	1.44625
GFRA3	0.09425
CPA1	-0.0123333333333333
RTN4	-1.62
PPT2	-2.078
FASLG	1.57036363636364
FOXP4	-0.0854285714285714
RPL26	0.3036
GNL3L	-1.55016666666667
FMR1NB	0.0671666666666667
CD163	5.2485
SGPP2	0.66775
GIMAP2	1.8635
CD37	-0.160166666666667
DPT	1.89416666666667
NBLA00301	0.569333333333333
RGS5	2.58591666666667
C9orf4	0.519
ACTL8	-2.7715
PRKAR2B	-0.0525
OPLAH	-1.06966666666667
C20orf134	0.89575
SPACA5	-0.3615
TBL1X	-2.30366666666667
TSPYL3	0.753
CHCHD3	-1.1295
CRKRS	-0.242
GPR65	3.14225
DFFA	-0.67375
FUT1	-0.073
C6orf204	-1.0835
TMEM51	0.6625
ZNF580	-0.5535
CMTM2	-0.736
C20orf200	-0.3195
EZH1	0.418666666666667
FDX1L	-0.356375
MRPL32	-0.31025
PCAF	-1.8969
ALOX15B	1.18516666666667
CD59	0.24375
CDK9	0.512
ERP29	0.568166666666667
TTR	-4.8825
BCMO1	-0.348
DDIT4	0.00169999999999998
PTGDS	1.0355
C3orf63	0.572333333333333
BST2	1.37925
CYP1A2	-0.1425
C5orf25	-0.837
STX1A	-0.9868125
OR2A12	-0.8335
SH3BP5L	1.08075
SERINC5	0.6175
USP6	-0.3894
MRPL3	-0.4635
POMP	-0.142625
INPP4B	1.90675
GMPPB	0.16075
EAPP	0.242
AHSA1	-1.1725
ABCA11	-0.3685
SLC5A6	-0.25725
HIVEP2	-0.235
SUMO2	-0.26625
KIAA1822L	-0.4805
C11orf67	1.11175
TXK	0.484125
PHCA	-2.3722
ICAM4	-1.2935
FPGS	0.308833333333333
SNRPA1	-1.57725
KCNJ4	-1.499
KIF6	0.346444444444444
HIST1H2BG	0.084
SLC5A5	0.66725
ZNF354B	0.210833333333333
IL12RB2	-0.11
C11orf76	0.4148
GAL3ST2	0.3055
AIFM2	-1.23175
SYNC1	0.010375
UBL3	-0.01375
PIK3CG	-1.74633333333333
NLN	-0.541111111111111
BCORL1	0.91525
CD5L	-0.13325
ZNF238	3.1185
KIAA1394	-1.00625
C16orf55	-0.114
CYP3A7	-1.3285
KRTAP3-1	-1.482
TFDP1	-0.841833333333333
MND1	-3.198
NODAL	0.523833333333333
GTPBP4	-0.5975
TUBGCP2	0.88925
SLITRK5	-1.32125
CIC	0.23775
CD79A	0.096
SAMD14	-0.348833333333333
TNPO3	-0.3635
OR10G3	0.282
OR10G8	-0.381
CCDC111	-0.1975
HOXC9	1.31025
DCUN1D1	0.123666666666667
CYB5R1	1.7465
TSR2	1.6625
DAB2IP	-0.0372
SLC6A5	0.032
RAB3D	1.1115
DCUN1D4	-0.853666666666667
ERBB3	1.33058333333333
SDC1	1.21216666666667
ATP6V1H	0.7425
SYK	-0.434
ST20	-0.9985
C13orf30	0.8825
WDR40A	1.3875
ADMR	-0.0695
LOC388335	1.49975
ACSM1	2.1975
TDG	-0.357666666666667
FLJ11235	0.0105
MRPS5	-0.575333333333333
AGPAT2	0.396
SLC12A1	1.35883333333333
CYP27A1	-0.6035
THAP7	-1.1535
XPO1	-0.637583333333333
ALMS1L	1.27016666666667
C1orf2	0.075
ZNF777	0.3695
CAMK2A	0.157333333333333
SMC1B	1.7955
IHPK2	0.552666666666667
LEMD1	-2.66725
NKD2	-0.117
CLU	0.688357142857143
ARMETL1	-1.1805
PABPC4	-0.855
CXCL12	2.04416666666667
TFAP2C	1.9293
TTTY8	0.337
ABCB10	-1.1497
ENDOD1	0.336333333333333
IDI1	-2.1185
KCTD6	1.51966666666667
CCDC105	-0.042
ULBP2	-1.0765
ZDHHC5	1.11125
WNT8A	-0.0846666666666667
COMMD10	0.75975
KLHL12	1.034875
GPR50	-0.0485
NR5A2	0.738285714285714
OXGR1	-0.106333333333333
EHD3	-0.523
CAPRIN2	-0.637625
KLRC3	-3.767
SF3B1	0.139214285714286
IPO7	-1.7235
ALDH1A1	-0.679666666666667
ANKRD5	1.867
TSNARE1	0.576
DDEFL1	1.2375
RNASEL	1.1125
DNAH9	2.2345
HELLS	-2.03275
TNS4	-0.1315
NAV1	-1.1636
KIAA1409	-0.347666666666667
C20orf26	2.27616666666667
TUBG1	-0.63075
IRX2	1.25425
CNGA4	0.381
MGC50559	1.604
OR4K17	0.175
TM2D2	0.2965
FAM32A	0.32475
TXNDC14	-1.2515
CCBL1	-0.8965
ANK1	-2.7542
PRSS23	-1.176375
PPM1L	0.585
SPATA20	-0.68775
APCS	-0.502
C14orf122	-0.8135
PSMB5	-0.176375
C6orf10	-0.1983
SETDB2	0.585333333333333
SPNS3	-1.351
SGMS2	-0.017
MXD3	-0.903
MON2	-0.4923
CARTPT	1.10733333333333
HNF4A	-0.697166666666667
RABEP1	0.97945
TNFRSF10B	-0.6045
USH1G	-0.2385
PPAP2B	-1.636
TMEM16K	0.4025
CTDSP1	0.783833333333333
CDK5R1	-1.03933333333333
GABRR1	0.0745
OPN1LW	-0.3625
FAM98C	0.9475
DBN1	-0.226375
ACAD10	0.0716363636363637
QTRTD1	0.03425
WNK3	-1.411
RPS19	-0.446875
C1QB	2.75625
OTUD5	0.0255
SLC41A2	-0.4975
TMEM22	-1.89933333333333
KHSRP	-0.36575
TNFRSF11A	-1.33616666666667
FBL	-0.489
IBTK	-0.320666666666667
OXER1	0.0025
CBLN4	0.587875
GPR172B	1.53783333333333
CFTR	-0.2985
VSX1	0.9455
CAMK1D	-0.40925
LOXL3	-2.29275
RTP4	0.922
SLFNL1	0.7745
KIAA0828	-0.419
PAR5	0.499
LOC723972	-0.026
GDI2	0.23175
CEBPA	-0.2199
MLF2	-0.117833333333333
AFMID	0.32425
ALOX12B	0.33925
BPHL	0.295875
COX5B	-0.21075
S100A10	0.2684
THOC6	1.45975
NHN1	-1.356
RRP12	0.275666666666667
ARID3B	-2.396
CD3G	-2.94433333333333
KIAA0133	0.26325
NAT11	-1.22733333333333
PPAT	-2.13933333333333
SIRT3	0.2676
TCERG1L	-0.54575
NIPA1	-0.871555555555556
DPP8	-0.4698
IL7R	-1.7195
ZFP64	0.07875
DMAP1	0.2332
TRMT12	-0.08425
TLR4	0.7182
WFIKKN2	0.4955
RAB12	-1.154
DDX51	-0.466333333333333
KIAA1086	-1.95
ZNF295	-0.944833333333333
ACVR2B	-1.16985714285714
LOC494150	-0.5055
ZNF517	-0.9855
DNASE1L2	-1.07483333333333
SUFU	0.917416666666667
LOC283677	-0.339
LMO3	-0.939
PPP2R5D	0.136333333333333
ZNF587	0.0595
HIST4H4	-0.331666666666667
CYP2C8	0.6205
C1orf80	0.603833333333333
DOCK5	-0.662833333333333
C9orf24	0.9355
OR5AR1	-0.736
C11orf24	-0.81825
UNQ1940	-0.00199999999999999
CAP2	0.7875
TIMM44	-0.068
DSEL	-1.545
ROM1	-0.34875
FBXO4	0.602375
MYLC2PL	-0.341
MLH3	-0.0654
NOX1	0.529833333333333
DPEP2	0.38775
DNAJB5	0.0375
RLTPR	-0.092
MBIP	-0.521833333333333
COPB1	0.0203333333333333
SFTPA1B	-0.5695
C10orf4	0.1943
PRELID1	-0.70975
NOLA1	-0.725
C19orf24	-0.4615
TLR9	-0.976
HLA-DMA	3.13133333333333
HCRP1	0.421
GPR137	-0.1198
ITGA11	0.746166666666667
PHF13	0.935666666666667
MARK4	0.620833333333333
METTL4	-0.6345
MBD3	-0.5258
LOC134145	0.00471428571428571
FGF3	0.44025
SLC35A3	0.021875
CLEC16A	0.312
AMOTL1	-1.54718181818182
FLJ31438	0.181
PAICS	-1.276125
TOMM40L	0.770166666666667
MMD	-1.80875
KLK10	0.4379
NIT2	0.350833333333333
SERPINB10	0.23925
KLF15	-0.4431
CCDC5	-0.3775
WSB2	-0.30225
ME3	0.648875
CACYBP	0.053
TCTN2	1.3355
JAK1	0.5155
C2orf25	-0.952
GPD2	0.76825
FBXL11	0.811333333333333
CDV3	0.539416666666667
GALNT11	0.963625
NDUFA12L	-0.9851
FLOT1	0.723214285714286
TOR1AIP2	1.19075
MMP25	0.43075
C1orf164	0.3052
CHST5	-0.18975
LYRM4	-0.9715
GPER	-2.363
HIPK2	1.475
DAP	0.00560000000000001
ZMIZ1	1.01216666666667
DDX58	2.808375
DCC1	-2.95825
AKT1	0.389875
ENPP6	0.765666666666667
ERVWE1	-0.434
CDC34	-0.352
RNF125	-0.60725
CASC1	4.086
SHROOM2	0.62025
RRM2B	-0.380666666666667
COL6A3	2.171
TMEFF1	-2.9155
PLEKHA4	0.5654
LYSMD1	2.42383333333333
SEPT1	-1.9484
AOF1	-0.6975
GNPAT	1.0455
WDR18	-0.2445
HSD17B12	-1.30033333333333
HIST1H2BM	0.417666666666667
INDOL1	-0.589666666666667
SUDS3	1.0955
C1orf192	1.6505
CYP2B6	-0.52725
TBC1D2	1.27716666666667
SLC25A12	-0.020125
ERCC6L	-0.986333333333333
MGC10814	-1.287
POLR2C	-1.409
ZNF77	-0.4415
EIF3K	-0.2332
HPX	3.1655
ANKRD27	-0.40025
MALAT1	-0.8095
PLB1	1.4645
HRNBP3	-0.183166666666667
CPSF4	-0.206
OR52N2	-0.076
PIP5KL1	0.00775
GH1	-0.59925
HPS5	-0.54275
SLFN5	0.256125
POP5	-0.84
OVOS2	-2.64733333333333
C20orf108	0.014375
MARS	-0.6495
CLRN3	2.12283333333333
ARSE	-0.668833333333333
PPIE	0.692166666666667
PHACS	-0.165333333333333
GP5	1.039
IL8RB	-0.0795
FCRLA	-1.722625
ARRDC1	0.8032
KRTAP9-4	0.16025
ZNF613	2.2085
OR11A1	0.238
TMEM132B	-2.86483333333333
PGLS	0.449
BSND	-2.4264
KCNK18	1.9325
FOXD4	-0.027
SV2C	0.05625
LCN2	1.4745
ZNF490	1.0527
C3orf15	2.18544444444444
CACNA2D4	-2.6302
CBX5	-0.971
MAGEB4	5.356
BOLA1	1.435
PPP2R5E	-0.35
COL5A1	1.46991666666667
ASB7	-0.420333333333333
SFT2D1	-0.237375
DERL1	0.0906
RABL2A	0.378166666666667
MOAP1	-0.326
KIAA1545	0.139666666666667
F3	0.72475
PLEKHM2	-0.18825
CCDC89	-0.0685
EFCAB1	2.378125
TMEM48	-1.04175
SEPHS2	0.93575
PYGM	0.22075
PRICKLE1	1.34875
WNT5B	-1.5545
TAS2R38	-1.9395
IMP5	-0.66775
KHDRBS1	-0.0525
LARS2	-0.6885
C3orf28	-0.475
FTCD	-2.15925
C10orf68	1.91233333333333
DGAT2L3	-0.51525
PSEN1	1.06041666666667
MGC33657	1.2415
PLA2G4B	-0.203666666666667
CDKN2A	-1.33125
DLX1	-2.16775
TSHB	-0.00999999999999998
C18orf37	-0.0745
MEX3C	-0.194375
MAMDC2	-0.44825
PDIA4	-0.521666666666667
ATP5E	-0.5125
CASP2	0.176857142857143
SERBP1	0.137115384615385
ZNF341	0.239
TESC	-3.55625
TMEM31	-0.217
OR51I2	-0.039
YTHDC1	0.603785714285714
JUN	-0.128666666666667
AGMAT	-3.772
PCNXL2	0.9755
ATAD5	-2.262125
STK38	-0.23075
AZI1	-0.608875
RBP1	3.633
C4orf26	-1.785
KIAA1026	0.46425
TMEM101	1.31625
HSFX1	-0.249
TREX1	0.242
C18orf10	-1.5348
TRIM15	-2.814
CA6	0.435285714285714
CEP57	-1.14575
AR	4.425
SESN2	-0.302
KIF3C	0.050875
EPB41L5	0.219
ARHGEF10	-0.423666666666667
POLR3D	-0.254625
INDO	-1.64316666666667
GABRA3	-0.617
SCG5	-0.9639
E2F3	-0.4339
TIGD5	0.45675
FGD6	1.36016666666667
KLHL3	-0.402375
SCGB3A2	-1.06
URP2	-0.6455
ATP6V1B1	1.9593
CALML6	0.7215
LOC100049076	1.593
TMF1	-0.3915
LOC388503	0.15775
CDH5	2.107375
RPS6KC1	1.12233333333333
DAAM1	0.9015
TNFRSF10D	-1.1015
GSTT1	-2.2261
INPP5A	-0.1205
TRAF3IP1	1.592
SMARCE1	0.580357142857143
VRK1	-0.87875
TTC16	2.774
AARS	-1.66966666666667
ARHGAP27	0.163333333333333
ZAK	0.347214285714286
ACSM2B	-1.8545
TRAP1	-0.139666666666667
MRPL53	0.1605
RNF44	0.497
NPTXR	-0.38025
DPYSL3	0.894166666666667
APP	-0.2442
GLS2	0.0451666666666667
MNX1	-0.203166666666667
CMTM7	0.2775
OR10A7	-0.0455
NYD-SP21	2.9772
ORC5L	-0.32375
SLC16A10	-1.80971428571429
TMEM178	-0.2435
LOC441601	-2.07766666666667
PTGIS	0.9875
KBTBD7	1.69025
C19orf41	0.889
CEACAM3	-0.00991666666666668
KRT23	2.43825
SERHL	1.0675
PNKD	0.8634375
UBC	0.48375
ATRN	-0.27425
HAPLN1	0.99425
RANGAP1	-0.73125
C10orf26	2.2445
KCNA7	-0.267
SRY	-1.05
LOC376693	-0.9725
HIST1H2BF	0.2065
CDCA8	-2.113
MLC1	-2.3145
TNIP3	-0.98225
OR4D1	0.314
IFT52	0.479
GOLT1A	2.1955
UTP20	-0.318
RP3-402G11.5	-0.54925
PRSS33	-1.12666666666667
PMPCA	-0.0785
APOB48R	3.8715
GLTP	0.57275
MPL	0.24825
C9orf78	0.94675
ADAM12	0.326375
CSPG4	-1.6025
LOC144305	-1.483
KRTAP4-10	0.3276
PAK1	-0.88075
ADCY7	-1.3409
TAS2R43	-1.6605
FRAS1	-1.94035714285714
PPP1R14A	-0.494666666666667
OR2B6	-0.51075
ATP13A1	-0.5245
SIDT1	1.09275
C1RL	0.858833333333333
PRKRA	-0.7785
TLN1	0.5591
RP11-50D16.3	0.398583333333333
MITF	-1.65633333333333
GYS1	-0.72575
LYG1	-0.2445
NSMCE4A	-0.3934
DNAI1	-0.16075
HOXD11	0.312
FNBP1L	1.0385
DHX35	-0.671
LCE3E	0.637285714285714
SLC33A1	0.30975
DCLK3	-0.6222
TRIM33	0.257666666666667
TMCC3	0.654
FBXO42	0.1315
C1orf27	1.5933
C17orf50	0.0725
RNF14	0.8225
SLC4A8	-0.382375
RAB3IP	0.4001
COX6C	1.165
PCSK1	-4.4398
SLC13A1	-0.87
ARF6	1.542
KIAA1009	0.96125
HOXA13	-2.4925
HMGN1	0.5735
CXADR	-1.57608333333333
MGC14436	0.1645
UTF1	0.3365
TSC22D1	1.4281
BZRAP1	1.17816666666667
PUF60	0.532666666666667
SHC1	0.686875
HOOK3	0.245
LIMS2	0.768166666666667
BAHCC1	-1.34683333333333
CLCC1	-0.144166666666667
ENTPD3	1.64133333333333
SMO	-1.50475
PIK3R5	0.692
CDC14A	-0.208333333333333
KRT1	1.605
ENOX2	0.288166666666667
FLJ22655	1.40825
FPRL1	-0.8915
INTS6	0.5825
ZCCHC5	0.0725
SMC3	-0.20075
C6orf123	1.1182
FLJ20160	1.1345
LOC653391	1.39133333333333
GSS	0.204
NT5M	0.316
SIX5	1.07075
TAF5	-1.2495
KCNA1	0.556166666666667
ANLN	-2.289
MGC45491	-0.7616
SSTR2	3.26675
LYPD4	-0.00825000000000001
TH1L	0.129
CHRNA5	-3.871
PNMA6A	0.309
FLJ16369	0.3205
DLX2	-3.01225
C6orf108	-0.786083333333333
ALDH3A2	1.26783333333333
CLEC1B	0.354
LEPREL2	-0.69
FOXJ1	1.436
OR1D4	-0.1105
PPIL4	0.59225
MTRR	0.01225
SLC27A3	1.68733333333333
HTR7	-1.10083333333333
MIB2	-0.353125
BHMT	-1.4894
A2ML1	0.08
MSMB	0.712875
KIAA1383	0.99525
TRUB2	0.92225
PF4	-0.458166666666667
IL1F5	-0.2825
LRRC37B2	-0.54425
IPO4	-0.521
FIGF	-1.599
QDPR	-1.221
ZNF598	-0.4975
BOP1	-1.85325
MAPK12	-0.9725
POLR1E	-0.438625
CEECAM1	-0.7845
INSRR	0.544833333333333
SIPA1	0.27575
ULK4	0.700333333333333
BTN3A1	0.0813
FABP5	-0.9524
KBTBD3	1.2338
SORT1	-0.276916666666667
YWHAQ	-1.347875
LRIT1	-0.385
KIAA1704	0.4046
MEIS2	-1.6503
ENOSF1	-0.797666666666667
PCDH7	-0.187928571428571
FZD9	-1.8215
RPLP1	-0.3745
ZNF75A	1.4
P4HA3	2.8055
NKX6-1	0.31175
CTA-216E10.6	0.3695
IFT140	3.00175
DENND1A	-0.32775
ALCAM	0.3724
ABHD2	0.0295909090909091
QPRT	-0.926666666666667
TRAM1	0.263
ATP1B4	0.456142857142857
NUP37	-1.25825
SAA3P	-0.7375
SLC22A6	0.00825000000000002
KIAA0265	0.05325
ZNF41	0.9015
ADAM19	0.1491
ERAF	-0.07775
DEFB119	0.557416666666667
DNMT3B	-2.84233333333333
SNF1LK2	-0.36625
MGC24039	-1.08883333333333
TAS2R48	-0.805
PNLDC1	0.177
ADAMTS16	0.32225
TMEM92	-1.501
CCT8	-0.267583333333333
POGZ	1.424
N-PAC	0.54625
GUCA1B	-0.835666666666667
ZZEF1	0.350833333333333
OR2C3	0.093
ZNF334	-1.55166666666667
RANBP6	0.2995
LDHB	-2.49925
BAMBI	1.37875
RAB5B	1.5155
FOXB1	0.16125
MRPS12	-0.914
MRGPRF	0.263125
CRIPT	-0.5165
CYP2D7P1	-0.1255
RYR1	-0.391125
NDUFA2	1.438875
TRIP12	-0.127
KCNE3	1.5655
MOBKL2B	-0.9845
MIOX	0.25925
ACOT7	-1.580125
FGF6	-0.301
RASSF5	-1.0958
ATAD3B	-0.816666666666667
IKZF3	0.886
H3F3B	0.0382142857142857
C6orf91	0.506
SEC11C	-1.5755
TMEM14C	-0.679
KIAA1632	0.011375
SLC38A4	-0.323
FGFR3	-2.04709090909091
HES7	-0.283
HINT3	-0.67175
ARIH1	-0.864
FLJ35880	-0.824333333333333
C1orf129	-0.4585
POU6F1	-0.5615
RPL32	0.008
BBS1	1.478
RGPD5	-0.4
SULT1C2	-0.723
KDELC1	-1.4845
PIP5K3	-0.955833333333333
CHI3L1	1.0834
CSDA	-0.260583333333333
VTCN1	5.10825
WDR62	-0.8015
TMEM170	-1.26675
KIF2A	-1.9705
C6orf182	-1.419
ARL6IP6	-1.5005
ZCCHC9	-0.06375
RARB	-0.195666666666667
ZNF320	0.831428571428572
DHX15	-0.31325
PICALM	-0.076
CNOT6	1.14491666666667
HIST1H1A	-1.0615
ZNF702	1.24316666666667
OR1E2	0.4145
HLF	-1.32544444444444
LOC442582	-0.455
KIAA0494	1.139
TCF4	0.3319
APOBEC3B	-2.3835
FAM54B	-0.39075
MYH2	-1.95525
FXN	-1.374
C12orf59	0.626
PAEP	-1.35425
SPG11	0.169125
VN1R4	-0.5245
KCNJ13	-0.64
NOC3L	-1.21025
C5orf36	0.8175
CPAMD8	3.35425
MLN	-0.0218
FLJ11184	0.05725
TIAM1	1.616
OR10J3	-0.0295
OR52E2	1.559
PBX1	2.2491
UBL7	-0.769333333333333
PXMP2	-0.39775
SYTL1	-1.14816666666667
FAM126B	-0.59625
ZNF711	-3.6095
GGA1	-1.5225
VAMP4	1.16566666666667
BCAP29	0.9965
C20orf19	-0.593875
ZNF275	-0.490142857142857
NEK6	0.19475
SETD8	-0.412833333333333
HEXIM1	0.632
SULT1A2	-0.186
KLHL9	1.15375
SLC39A12	-0.48575
ARHGEF16	0.496
SCN1A	-1.13633333333333
HNRPH1	0.116916666666667
C9orf103	2.5305
ECE1	0.7715
MED18	-0.83075
TEX13B	0.0325
SNN	-0.4785
C6orf62	-0.143277777777778
WNT3A	0.4531
IL22RA2	1.179
MGC21881	-0.43825
GABBR1	1.0555
YIPF6	-0.00975
PROX1	-0.082
PPP1R1B	4.17725
LANCL2	-0.1053
SCN3A	-0.2658
SSRP1	-1.1025
ASXL2	-0.71125
RPE65	null
SNAI1	-2.5845
EFNA2	-0.3035
CLDN9	0.2685
TP53I13	0.317875
LOC375748	-0.018
C9orf7	0.85275
C14orf178	-1.392
GC	-0.786
IER3	1.18083333333333
KCTD10	0.20975
FLJ45717	-0.205
ADC	1.0895
LOC285908	-0.249416666666667
MLL3	0.213
KIAA1787	0.174
MGC31957	-1.007
MUC5B	-0.0155833333333334
ZNF193	0.71975
CSRP1	0.24525
MOSPD1	-1.078
C21orf49	0.324
RAD1	-0.22325
ANKRD34	-0.423
NFRKB	-0.0515
FANCA	-3.476
VTI1A	0.0756428571428572
PCBP3	-0.1765
BFSP2	2.51875
ZNF354C	-0.114875
FRMPD4	1.26866666666667
IKBKG	-0.0986666666666667
LOC441046	-1.001
UNQ9438	0.1275
