Hybridization REF	TCGA-E2-A15G-01A-11R-A12D-07
CISD1	-1.1335
ZNF545	-0.0416666666666667
SYT14	-1.2995
NT5C3L	-0.244333333333333
ZNHIT3	-0.263166666666667
SNRPD3	-0.6605
KIAA0701	0.9045
UNC93B1	0.124833333333333
GMNN	-2.33525
SPCS2	-0.0701666666666667
LOC388524	-0.9
NAPRT1	-0.016625
PNLIPRP1	-0.101
OR6V1	0.0865
PRKAB1	0.42325
EYA4	-1.8895
KIF20A	-3.48675
ALG10	0.3335
ITPKC	0.826666666666667
LMX1B	1.79316666666667
RPUSD4	-0.197
C7orf34	0.114666666666667
DLGAP2	-0.231
PFN1	-0.8092
MICALL2	0.20775
ZNF654	1.3215
SS18L1	-1.30625
SLC16A8	0.33125
MKI67IP	-0.489
ITGB3	1.035
TCEA3	2.76108333333333
CEP152	-2.1812
CLIP1	1.46625
ZNF75	1.1860625
ATP5C1	-0.373666666666667
NUDT5	-0.324166666666667
PSCDBP	-0.86275
UBP1	0.3675
RBM27	-0.17825
C13orf15	2.398125
ZNF282	0.538333333333333
ZNF222	-0.1006
COL10A1	5.025
PRDM15	-0.750125
TTTY5	0.4665
FAM9C	-0.697181818181818
C20orf67	-0.43375
GNG13	1.7495
F12	-1.245
C1orf41	-0.36575
CPXCR1	0.185
GSK3A	-0.04075
SUPT6H	-0.239333333333333
PI16	1.504
ELL2	0.353583333333333
C9orf167	-1.87683333333333
PVRL3	-3.4508
FLJ38596	0.925
ADAM20	0.96725
GPR89A	1.1325
GPR87	-3.0865
ZNF30	0.6795
SMR3B	0.616333333333333
ZNF770	0.168875
TRPC4AP	-0.331833333333333
DKFZP686E2158	0.331333333333333
C2orf28	-0.1005
FREM1	-2.7795
LAMA4	-0.347666666666667
ADPRHL2	0.287
EIF4G2	0.511333333333333
GUCA1A	-0.7315
CTNNA2	-1.848375
NUDT15	-0.999
CEPT1	-0.153166666666667
ZNFX1	0.4538
CCDC92	1.28325
TDRD1	-0.3635
KCNK5	-0.0333333333333333
ETNK1	-0.18925
LTA	-0.124
TTPA	0.0485
B3GALNT2	0.393375
SC65	0.3995
PEX5L	-2.21028571428571
EPS15L1	-0.20925
MGEA5	0.8245
HIST1H3A	1.28425
ING1	0.147625
BCAT1	-4.364375
ORC6L	-3.41454545454546
KLK11	-0.0848333333333333
C19orf28	-1.836125
DNER	-5.136
MED22	-0.441142857142857
ETV6	1.37675
CHAC2	-1.91175
CD300E	-0.7315
CEBPB	-0.114083333333333
ZNF398	-0.28025
LRCH3	0.459
HMGA1	-1.75
CAPN7	-0.134833333333333
MGC5566	-3.72025
CCL3	1.707125
NANOS1	0.444375
ZFYVE19	0.226
APITD1	0.0518333333333333
PARD3	-0.287875
IRAK4	0.329
SERPINI2	-0.063
CEP170L	-1.12875
TTC9	2.558375
MYOM3	-1.2125
MLPH	2.58075
LOC222699	1.0925
NRG1	-2.72490909090909
TBC1D9	3.98390909090909
TTK	-3.73216666666667
ZNF557	0.318
DDX41	-0.457333333333333
FANK1	4.242
UBE2D2	-0.184
PSMB10	0.328
MYH7B	1.204
GABARAPL2	-0.0035
MARVELD2	2.5915
DGCR2	0.177166666666667
UNC45A	0.0145
C6orf72	0.6835
ZNF683	3.456
GIT2	-0.05
CASK	-0.276333333333333
C14orf161	4.42816666666667
LRRC44	2.814
TIFA	0.881875
UTP11L	-0.816125
C6orf65	-1.974
FDPS	-0.226
DUSP9	-2.2167
SLC17A8	0.0441999999999999
OR51G1	0.0331666666666667
NANS	0.55
OLFML1	1.0995
ATP10B	-1.931
NPAS3	0.41725
PRKCA	-3.0878
GGA2	0.122
LCE4A	0.244
SPANXN3	0.000249999999999972
CCDC115	1.710875
SDCCAG3	-1.37775
GLIPR1L1	0.0133333333333333
TTC1	0.2415
C17orf76	0.6275
MAD2L2	-1.68325
HIPK1	-0.14
LRRC3B	-0.305833333333333
CLN3	0.459318181818182
C17orf47	0.51
FMN2	-3.832125
TUBB1	-2.040625
WAPAL	0.302166666666667
C3orf21	-0.640625
SCN5A	-0.4063
SMYD1	0.0242499999999999
BEX5	2.08775
ZNF192	0.0465
SEC22A	0.1315
GRIA2	5.17707142857143
KIAA0825	-1.16625
NUSAP1	-3.35790909090909
LANCL1	-0.173125
C15orf40	-0.1166
ZNF645	-0.166
GPR61	-0.167
NLRP14	-0.348
SNX21	0.0589
C1QTNF8	0.0075
C17orf46	-0.005
IFNA8	-0.063
SPRR1B	-2.778
FLRT1	-0.94725
SNX17	0.234833333333333
ASB2	-1.0445
HBG1	-4.168
RPRML	-2.40825
JOSD2	-0.834666666666667
PLSCR3	0.00175
SPOCD1	-1.33466666666667
RAB39	-0.523
GHRH	1.8695
ITIH5L	1.2695
C17orf37	0.468
SMCR8	0.428
DPY19L2P3	-1.77
IL11RA	-0.1845
GDF3	-4.22883333333333
RPS6KB1	-1.53625
DNAJC19	0.4701
TOP1	-0.6755
CRCT1	-0.5485
MPST	-0.1535
DPM2	-0.097375
FAM38B	1.23583333333333
SLC18A1	-3.01983333333333
FARP1	0.675333333333333
PAX7	0.018
TUBD1	-0.9655
GNL3	-0.26475
BTG2	2.218
NDUFS6	-0.37475
C1orf79	-1.07475
ERAL1	-1.16575
ECHS1	0.5785
VPS4A	-0.505833333333333
CYP11A1	-1.43225
ABCC6	0.446071428571429
PBX4	-2.677
MOSC1	-1.041375
NCF4	-0.105
HYMAI	0.043
NAGPA	0.174875
OTOP2	-0.015
ACOT12	-0.32125
MTHFD2L	-0.2175
LOC441376	1.65125
C19orf34	-0.489
RAB1B	0.36625
ALDOAP2	-0.1085
NTRK1	-1.74433333333333
ARTS-1	0.5262
SLC6A11	-1.5445
NAP1L2	-0.46025
CNGB1	-0.473
EPB41L4B	0.666818181818182
FAM134B	3.47175
HS3ST3A1	-2.463
CPXM2	4.23575
SIRPB2	0.3245
CHORDC1	-1.17366666666667
TRIB3	-0.853
SLC2A5	0.38575
C2orf49	-0.492333333333333
DDX5	-0.02625
OR5L1	0.2435
ANAPC4	0.0368333333333333
ZSWIM1	0.083375
LOC93622	0.412
KCNK3	-0.3788
RP11-35N6.1	-2.44628571428571
ZFP161	0.914666666666667
AQP9	0.06325
SLC15A2	-1.40483333333333
MREG	1.27116666666667
OR9I1	-0.047
PDLIM2	-0.501375
ADAM7	0.0045
GSTCD	1.33883333333333
WDR21A	0.571375
SLC12A8	2.09966666666667
TMEM174	-0.20825
IGSF3	1.23433333333333
LRRN1	1.1345
LOC402117	-0.1935
SRPK1	-1.11816666666667
LY6K	-0.50025
NFIA	3.345
PTCD3	-0.51575
LEP	2.4845
PCDH21	-1.41883333333333
MAPKAPK2	1.04014285714286
NMNAT1	0.568333333333333
LHFPL2	-0.34325
C9orf43	0.36225
DIP2A	-0.178333333333333
ACTR8	0.04325
CCDC34	-1.28525
PTPN22	-2.210375
ITGA3	-0.9795
FAM129C	0.50075
RABGGTA	0.299666666666667
UNC45B	0.43525
KIAA1033	0.446125
ZNF510	0.376166666666667
CYP2D6	-0.412333333333333
SLC26A10	-1.573
STX8	0.174
LUZP1	-0.205875
WDR89	0.2095
EIF4G3	0.0015
C5AR1	0.819625
ZNF623	0.4305
A2M	0.35275
TGM7	0.1485
GRPEL1	-0.326833333333333
LMNB2	-1.579
ROCK2	-0.536666666666667
SNX16	-0.353125
CCDC66	0.79125
ANXA3	-0.69675
KIAA1609	-0.328
EED	-1.04875
RNF32	0.956833333333333
HES1	0.7751
CLC	0.522333333333333
ISL1	-1.217
KIAA0528	0.87725
MANEA	0.271125
C1orf61	-2.395
hCG_2001000	-0.341
RAPGEF6	0.0177
KIAA0020	-0.689666666666667
NEIL1	2.16925
C16orf45	1.252875
RBM10	0.137
C10orf125	-2.554125
MRS2L	-0.7275
DNAH17	-1.42425
C19orf10	-0.76975
C1orf160	0.36075
SLFN12	0.47975
EXOC3	0.489666666666667
HIST3H3	1.15025
NCOR2	0.449166666666667
TNFRSF9	-1.2655
MFSD8	0.32525
ALX1	-4.745
NOL1	-1.0815
PODN	2.85225
TIAL1	-0.83325
HIST1H1E	-0.07475
NPY6R	0.1825
TM4SF4	-1.24675
CORO2A	1.2225
ETNK2	2.50316666666667
APOE	-0.258
ANGPT4	0.0175
HDGF2	0.3465
G30	-1.099
ST8SIA4	-0.916
F2RL1	-1.2005
FAM19A4	-0.48425
CCAR1	-0.052
B3GNT7	-0.03825
OPHN1	0.4436
DSCR6	-0.0035
C21orf13	1.667
GAS2L1	0.46175
RFX3	0.403166666666667
COPS4	-0.074125
BCHE	-2.37133333333333
BCL2	2.86925
HBZ	-2.7935
ARL13B	0.99375
MAPBPIP	1.041125
MYO15B	0.739375
SPZ1	-0.236
KIAA1324	3.16033333333333
PLCL2	-1.619625
C4orf29	-0.78375
WDFY2	-0.49925
ZNF284	0.5775
NAALADL1	0.029
DUSP5	0.7635
PXDN	0.5805
SLMO1	-0.80075
TNXB	-0.0452
BIRC7	-1.4875
A4GALT	1.58816666666667
TIMM22	-0.0315
FAM110C	1.64025
TOMM34	-0.690375
ABHD9	-0.1405
ADAM32	-1.393
CRHBP	-0.51
AQP2	0.066
LOC130355	1.075
ZNF187	0.264333333333333
ZNF816A	0.545
F7	1.49325
CNOT1	-1.3109
SLC13A4	-0.83225
ZBTB11	0.0755
B3GALT5	-0.46675
EXOC2	1.15483333333333
IRS1	1.185
TMEM1	-0.133333333333333
MRPL34	-0.234666666666667
SAMM50	-0.82625
CDC42EP3	-1.554875
HSF2	-0.6713
MFN2	-0.03275
TSPAN7	-2.217
NUCB1	0.23475
RHOH	1.44725
ARL16	-0.481
TACR1	0.3475
SFRS5	0.102
SNX25	-0.20925
RHBDF1	1.46133333333333
PCDH18	0.206166666666667
HMG1L1	0.66075
MYO5C	1.507375
MAPK10	2.195
LDHAL6A	0.432
NUDT12	2.0535
NCAM1	-0.430875
GLIS2	0.264
GGTL4	-1.41925
DAPP1	1.04575
ATF7	1.78
KIAA0748	-1.71675
NFIL3	-1.302
TM6SF1	0.657
SEZ6	0.187625
NANOS3	-0.61
DNAJA3	0.0701666666666667
CLDN6	-3.246
CIITA	2.3607
EPHA4	-1.41716666666667
FANCC	-0.67
CMTM3	-0.131375
PSG3	-0.94525
MRPL15	-1.262
C21orf59	-0.113
PLCXD2	-1.00225
C2orf34	-0.288625
UBE2L6	1.0135
MED14	-0.359833333333333
HP1BP3	0.032
C6orf208	-0.258
TPBG	1.86875
OSR2	-0.016375
XPC	1.36816666666667
KLHL7	-1.03575
CCR3	-0.513833333333333
AGTPBP1	-1.14666666666667
PCSK6	0.317733333333333
STAT5A	-1.1993
FAM18B	0.64025
LONRF2	1.2735
PTPN2	-0.581125
SF3A3	0.075
EFCBP2	-0.754
HCFC1	0.1655
AHNAK	1.0282
ACTR5	0.13475
KIF14	-3.57257142857143
TENC1	2.25325
HEATR5B	0.945
YIPF2	0.694833333333333
MYEOV2	0.42
DUSP18	0.8265
KIAA1012	0.212
AHR	0.4385
C17orf53	-1.67316666666667
PTPRH	-4.28575
ATP6V1C1	-0.1414
TAS2R3	0.435
LOC440356	-1.8225
COQ10B	0.15625
PSMF1	0.279666666666667
SORBS2	1.994
NFE2L2	0.03625
TMCO7	-1.17775
SH3PXD2A	-0.2979
SH2D2A	-2.6455
SPINK5	-4.3525
MRPS24	-0.7955
OPA3	-0.0825
TRAF7	0.312166666666667
C4orf35	0.105
MT1G	-0.83275
MGC39545	1.65925
HS1BP3	0.2916
OR2B2	-0.1325
CHRM4	-0.145
SFRP2	2.20766666666667
RIC3	-1.75975
ART1	-0.5335
C6orf1	0.502125
DUS4L	-1.06675
C10orf104	0.5295
TNFAIP6	1.0985
RTEL1	-1.2715
CCT4	-0.7036
ZNF709	0.28575
CHMP6	-0.2105
UPP2	0.2025
CYP19A1	-3.58814285714286
CD151	-0.270833333333333
NDUFA13	-0.641666666666667
ARFRP1	-1.242
FAM26B	0.436
CRYBA1	-2.0655
MRPL41	-0.0711666666666667
NPFFR2	2.018
HRH2	0.181
SCAMP3	0.340666666666667
MTMR6	-0.2167
MTG1	-0.0386666666666667
UBTD1	1.3745
CRABP1	-3.7415
FLJ33790	1.1653
KIAA1908	0.337333333333333
GPR158	-3.5895
PACSIN3	0.809
OMD	3.42633333333333
CATSPER1	-0.889333333333333
HOXB8	-2.04325
FBXO46	0.736
OAS1	1.89383333333333
SVIL	0.13575
PHB2	-0.4975
ADCY3	-1.2585
NDRG2	0.954833333333333
ERMAP	0.7556
APBA2	-2.32566666666667
IGSF9	2.1545
WNT6	-1.05771428571429
MYCBPAP	2.58325
ATP2B2	-0.00590000000000001
CPVL	-1.7917
TRAM2	-1.01791666666667
NOP5/NOP58	0.04325
ZNRF4	-0.14025
TLK1	0.24875
MTMR12	0.412428571428571
ZNF384	-0.0343333333333333
FAM9B	-3.7085
RPN1	-0.2866
PMVK	1.60325
EIF3D	-0.2204
SIX2	-0.2195
HPS1	0.487571428571429
RNF7	0.5965
PSKH2	-0.269
KCTD13	0.126833333333333
CSMD3	-1.087
FBF1	-0.559
IL8	-6.85675
SERPINB13	-0.138727272727273
FBXL20	0.36275
BLR1	-0.013
SH2B1	1.00716666666667
RFNG	0.460625
RAB20	0.790666666666667
RBM7	-1.0315
POLR1A	-0.0426666666666667
TMPRSS4	-1.13
TAF9	-0.747625
TERF2	-0.175333333333333
TNFRSF1A	0.691666666666667
ACADVL	0.231333333333333
GTF2H5	0.651
EDG8	-0.7325
C9orf140	-1.53575
UST6	0.0285
ZBTB8OS	-0.99075
ZNF710	1.321
GPR174	-2.162
ATP6V0A2	-0.705
KIAA0319L	1.83083333333333
XKRX	1.861
DOPEY2	1.9515
SDHD	-0.668916666666667
SUMF1	2.07775
OSM	1.32175
OPN3	-1.25275
DAGLB	0.4305
PPFIBP1	-0.0637
TRIM63	-1.39425
C10orf53	0.331
LYPD3	1.56516666666667
BCL7A	0.521
AGER	-0.9995
TCF19	-1.171375
SAT2	-0.28175
PFTK1	0.555333333333333
GABRE	-3.493125
C15orf38	0.5819
FIS1	0.0215
KCNV2	-0.19175
CLPS	1.0565
PPCDC	-0.20175
FOXN2	-0.846666666666667
NT5E	-4.1531
CD83	-0.225
IL18	-0.3115
VPS16	0.316
IGFBP2	0.574166666666667
NOTCH2	1.04925
SIGLEC1	2.124625
CD93	4.9095
SULF2	0.526
CEP164	-0.3805
P53AIP1	0.0715
TOR2A	0.116833333333333
ZNF136	0.62075
MGP	3.3398
CCDC144A	0.748
TRPC1	-1.94383333333333
SMS	-0.784333333333333
MAPK7	-0.633
RRAGC	0.19625
PARD6A	-0.295
NUB1	0.776833333333333
SYNGR4	-0.6275
OR11H12	0.0655
WIF1	0.31025
GCH1	-0.058
OR11H4	-0.6795
SLC44A5	0.6955
GPRIN2	1.9195
LOC401431	-0.4635
CPA4	-3.317
MELK	-3.46155555555556
IL15RA	-0.24225
CUL3	0.52975
HMBOX1	2.097
PODXL	-1.11525
CCT6B	1.54516666666667
COMTD1	-1.48325
MUC20	1.81483333333333
GPX2	-3.98325
ITK	-2.566
FBXL5	1.695
C13orf27	-1.96275
DEFA5	-0.042
TRHDE	-1.7775
MTP18	-0.5045
UQCRQ	0.2168
ITGB2	1.67158333333333
CSRP2BP	0.3295
TAS2R44	0.0635
PHPT1	-0.17525
FAM44C	0.017
ERH	-0.08725
MPHOSPH1	-2.189
MORC1	-1.289
PARVB	-2.07875
LAMA1	-3.06025
PGBD3	0.53125
GIMAP6	3.70425
AREG	-1.2315
LIPT1	0.15125
MGC99813	-1.45575
C1orf201	0.251
GRIN2A	-0.9987
MAN2C1	-0.377125
NSUN5	-0.465
SF3B5	0.02025
MYC	-2.093125
NRXN1	-1.51708333333333
ZNF18	0.69625
SPDYA	-0.436125
SLC37A1	1.4445
DECR2	0.2385
ANKRD38	0.369625
SPTLC3	-0.496083333333333
SUPT16H	-0.26675
DTWD2	1.6335
ULBP1	-1.6745
ZADH1	1.08816666666667
OIP5	-3.33775
IL10RB	-0.0505
OTUB2	0.65475
VWA3A	1.34883333333333
SPIC	0.7105
OR6C4	-0.0135
PSCD4	1.09533333333333
DPY19L2P2	-0.4885
TRAPPC6A	0.5485
C21orf2	0.519666666666667
CEMP1	0.3745
LIN7B	-0.145
E2F7	-2.9035
VCP	-0.0796875
LAMA3	-0.03325
BGN	0.9805
GPR160	1.734
COCH	-5.765
GPR81	1.70933333333333
APOBEC3F	-1.3285
tcag7.1017	-0.159
C1orf32	0.3195
SCGB1D2	5.751
FLJ43987	-1.093
C6orf170	1.02125
KLK9	0.1365
GPD1L	1.3695
VPS37B	-0.1745
ATG3	-0.223
ADAMTS17	0.324
KLHDC2	0.899
NDUFV2	0.473
BLK	-3.08375
MATN4	-2.7555
GPM6A	3.88875
GBP4	3.35466666666667
TMEM162	0.258666666666667
PKP2	1.29
HRASLS	-2.08677777777778
MMP1	-5.84825
SFXN3	-0.0379
FSD1	-2.3975
ST6GALNAC3	-2.25783333333333
CA12	3.2429
NCOA6	0.2195
C19orf58	-0.5937
PPP4R1	0.705333333333333
MAN1A2	0.831666666666667
IKBKAP	-1.163
UPF1	0.374
KIAA1219	0.44675
WNT16	0.163166666666667
SNW1	0.39875
IL18RAP	1.778
RPP30	-0.24775
CDC40	0.533857142857143
SETD3	0.397833333333333
SLAMF6	0.30775
ELK4	-0.7865
TRIM47	-0.3225
ACOX3	1.359
TRIM6	1.096625
KIAA0372	0.271333333333333
TP53AP1	1.11375
SMURF2	-0.148
ADAD1	0.40375
EBP	-0.9344
KRTAP13-2	-0.2475
FLJ36874	-1.2805
TOR1A	-0.2925
P2RY4	0.4885
GPBP1	0.4765
TRPV1	0.72525
ADAMTS12	-0.896
PES1	-0.4192
ATG4A	0.908833333333333
MAGEA10	-4.84375
WFS1	1.31125
CC2D1B	0.0336666666666667
PABPN1	-0.571875
SLC25A30	-0.4205
SLCO1C1	-0.172166666666667
SLC22A5	1.00275
KIF23	-3.2795
SYN2	-0.5785
ASPN	6.85083333333333
CENTG2	1.03675
QSOX2	-2.3561
FLJ10815	0.1755
STK24	0.14
SPEG	0.4227
STK10	-0.4445
DACT2	-3.327
AAAS	-1.0865
SSX3	-1.77275
ABCD3	0.5185
C4orf12	-0.47725
PARVG	0.869833333333333
FIG4	1.55175
C9orf46	1.10275
TMCO6	-0.6225
IGHMBP2	0.223
DUS2L	-0.599
FAM3C	-1.0525625
TMEM16D	-3.46928571428571
DCTN4	1.01175
KCNH3	-0.6075
EIF2AK2	0.88725
AP1S3	-0.293
CST4	1.592
PAM	0.4324375
NUTF2	-0.59875
CITED2	0.3739
SLC39A4	-0.9425
C2orf52	-0.5135
GRM3	-0.385
C12orf49	0.177
CCDC49	0.0985
GRAMD1B	-2.25875
FNDC4	-0.494
SIAH2	2.26875
GDPD4	0.898
C21orf87	0.787125
ATP5A1	0.0275
C16orf63	0.188
LOC388135	-0.767833333333333
ATP5J2	-0.608125
MMP3	-2.34475
EMID2	-0.347
CRHR1	-0.12575
WDR70	-0.13825
C13orf31	1.41325
ZFAND1	-0.16125
CCL18	1.96366666666667
C3orf49	-0.011
RINT1	-0.204
KIAA0408	-3.23566666666667
F13A1	4.6551
SLC10A1	-0.267833333333333
OGN	1.3335
GIPC2	-2.13416666666667
XPO6	-0.257833333333333
LCE1A	-0.026
FMR1	0.6261
LOC374920	0.17575
DUSP3	-0.36975
ANKMY1	1.56675
C7orf50	0.30225
BBS9	0.1598
UNC119B	0.032
C9orf72	-0.641
MGC35440	-0.44175
ENTPD6	0.165
PPP1R2P9	0.20475
ERCC4	0.97625
FAHD2B	-0.071
HMHA1	-0.4785
HACL1	-0.4235
RAD23A	0.0351666666666667
FAM83B	-0.8325
PPP5C	-0.949166666666667
RNASEH2C	-0.3255
C9orf153	-0.26175
SCAMP4	0.8595
GHITM	0.44
NDUFB7	-0.432625
ADCYAP1	-1.0725
SP110	1.47066666666667
MAP3K7IP2	1.043
DHH	-0.5525
AGRN	0.527285714285714
WDR33	0.0445
CEP290	1.51833333333333
PRPS1L1	-1.8655
KLRA1	-0.3105
GPR97	-0.47
CHD7	-0.565666666666667
TLR10	2.10775
SLC30A8	1.267
HIC1	0.363333333333333
IAPP	-0.465
RXFP4	-0.19525
GP1BB	0.618
SHQ1	0.288
NKX2-3	-0.177166666666667
API5	-0.5065
FTHP1	-0.2525
MOV10L1	0.167333333333333
TRIM6-TRIM34	2.77333333333333
ADHFE1	1.3545
FAM117A	-1.30125
DDI1	-0.0681666666666667
CDON	0.811
TRIM73	-0.342
IGKC	1.464
MMP14	-0.739833333333333
DYNC1LI1	-0.083375
C11orf66	-0.0385
TRBV3-1	-1.4285
FASTKD5	-0.02675
BIVM	-0.92675
LHX4	0.14225
CXCL2	-2.6578
RAB2B	-0.722833333333333
IZUMO1	-1.0645
MAP3K15	-2.847625
FAM19A2	0.32
ZC3H8	-0.374333333333333
ZMAT1	3.617375
SPINK5L3	-2.90825
SLC10A6	1.2415
APPL2	0.46025
CARD10	-0.280833333333333
LOC402176	-0.654125
EEF1D	0.6844
RAB6A	-0.2504
C12orf5	-1.1555
PAPOLG	0.25975
MSRB2	1.0245
BCR	0.754833333333333
PUS3	-0.09575
TIAM2	-0.75175
ZNF317	-0.0971666666666667
CHD2	0.210857142857143
FZD5	-2.35536363636364
NUDT8	-1.152
ZNF763	0.5505
PRC1	-2.76455555555555
ABCB9	0.251666666666667
SPATA3	0.01525
TRAK2	0.057125
STAB1	2.63025
LRRTM2	0.145166666666667
psiTPTE22	0.792
DBI	0.77275
SERPINA11	1.206
NAT5	0.30225
C20orf58	-2.888
RPS6KA4	-0.393833333333333
FLJ90650	-1.1745
TGFBRAP1	0.43325
CHRDL2	-1.037
FAHD2A	-0.6015
CNTN1	-0.26675
BBS4	0.9355
TMEM181	1.32725
MINPP1	-0.77825
MPHOSPH6	-1.59816666666667
HOXC10	2.1798
ITPKB	0.51425
CLPTM1L	0.21175
MEOX2	-0.896333333333333
ATP6V0C	0.379375
PRPF8	-0.367333333333333
TMC5	3.5775
FKBP3	-0.35975
PLEKHB2	0.38475
OR4D6	0.1475
ZNF544	-0.4126
D2HGDH	0.14175
RPL18A	-1.3451
HEL308	-0.31775
MPP6	-5.088
TCERG1	-1.207
KRT16	-2.35533333333333
KLF17	-0.12825
KLF5	-1.491
CDR1	1.82325
VCX3A	-4.754
FBLN2	1.00225
C14orf104	0.7315
HBE1	-4.6706
OR4S2	0.4545
C1orf108	-0.181166666666667
ROBO4	3.26533333333333
CPEB4	0.853625
C11orf80	-0.67
BCKDHA	0.440333333333333
MYOC	2.093
GIF	-0.222
CKMT1A	0.2745
RPL3	0.6022
THBS1	2.620875
APOO	-0.832
ARMCX1	3.28825
HSZFP36	1.471
SNAPC5	-0.39375
EIF4ENIF1	-0.03225
ZNF433	0.318
TNFRSF21	-1.318625
TMPRSS7	0.1565
SPATA18	0.7839
HPDL	-3.6975
MKL2	1.9172
TBX3	1.21184615384615
C21orf93	0.441
DAXX	0.63825
ELMO1	-0.283
RGS13	1.97733333333333
TAF11	-1.002
UNC13A	-2.684
LOC653314	-0.0745
ORC3L	-0.0085
IMAA	-1.631
TARBP2	0.014
CABIN1	0.132
TRIOBP	0.3248125
HIST1H2AC	1.2515
RGS22	1.0165
NCOA1	1.3065
IL25	1.9295
SNCG	-0.244
GPR6	0.174
AMDHD1	-0.8025
CHEK2	-1.820125
C6orf142	-1.05625
DRD4	0.421
C14orf68	-1.98875
GDF11	-2.83725
SEMG2	-0.3655
CD247	-3.06975
CDAN1	0.41225
RBMX2	0.393666666666667
TGS1	-0.61975
OIT3	0.4175
SYF2	0.2935
MCM4	-1.607875
PKHD1L1	-0.212875
CEP192	-0.675666666666667
IFT88	1.74725
RPL9	-0.0285714285714286
RAB32	-0.88425
DDX43	-1.724
P2RX2	0.581
OR5D18	0.4045
UBE1	0.133083333333333
SLC24A1	0.757875
ARHGAP5	0.6285
CETP	-1.40475
KIAA1731	-0.612333333333333
SLC9A4	0.403
PTPN6	1.49075
BAHD1	0.50475
GRIK3	0.729
CACNB2	-0.4636
PDE10A	-0.71025
DGCR14	-0.5665
PCDHB9	0.517666666666667
RHOQ	-0.894833333333333
MAP3K4	-0.42775
KTI12	-0.300333333333333
RPL23AP13	-0.11775
GNG11	-0.586
CLCN3	0.789
GPAM	-0.892875
VSTM2A	1.325
SLAMF7	0.296833333333333
INTS2	-1.323
PPP2CA	0.0398
LRP12	-1.67346666666667
SEC14L2	3.41122222222222
DKFZP586H2123	1.2195
MC3R	-0.3445
CIRH1A	-1.5815
HIST1H2AB	0.221333333333333
POLH	0.467375
MGC16703	-1.87933333333333
SNAPC2	-0.07
FILIP1L	0.29025
RASGRP4	0.699
LRRC1	1.47625
GAS1	-1.83675
PRAC	-0.61275
DGKA	-0.0601666666666667
NT5C3	-0.412
PEG3	-2.25725
NADK	0.053
PRR17	-1.0025
LOC374569	-1.09225
SGSH	0.6435
NLRP8	0.9355
GALT	-0.4657
MCF2	-3.24
ZNF263	1.65725
TACSTD1	1.553
TYR	-6.74033333333333
ATP6AP2	0.73275
RNUXA	0.5005
ABHD10	-0.7691
GDPD2	-1.5405
SLC35C1	-1.40125
UBE2A	1.012375
HERC5	-2.1795
FAM112B	-5.12916666666667
FBXL16	2.09475
DKFZP434A0131	0.2705
ELA3A	-2.81
RBM41	0.22225
HAO2	0.11475
RNH1	0.126875
SHANK2	0.6245
OSBP2	-1.371625
DAK	0.1005
C3orf58	-1.59016666666667
TCL1B	-0.61
KBTBD2	-0.460125
SUGT1L1	1.12675
UBE2E2	-1.7595
MYL9	1.50225
CDC23	-0.575
PBXIP1	1.7399
CXorf40B	0.6385
NBL1	0.0215
RTBDN	-0.223
RAB11FIP5	0.282625
TTTY13	-1.024
SCOTIN	0.34825
SOHLH1	-1.4155
CDKN1A	-1.20585714285714
NCK1	0.159
ZNF550	0.74525
SAPS3	0.0165
SPIN3	0.435166666666667
MAGEE2	-0.02075
MIS12	-0.7855
OR8H2	0.2685
KIAA0774	-2.844
UNC5D	-1.671
CUL7	-0.291166666666667
LIPC	-4.06933333333333
DIO1	1.65975
C20orf11	-0.2411
CTRL	-0.89725
HS3ST2	-0.6255
PAK4	0.802333333333333
CCRL1	2.46725
RNF10	0.348375
ZNF567	0.25525
ZNF660	0.133
TCEAL3	2.9845
MAGOH	-1.91133333333333
CENPB	-0.116333333333333
C19orf7	0.812125
LOC388965	0.402
ZCCHC13	-0.255
JMJD1A	-0.6279
HIST1H4H	0.0655
TBRG1	-0.1749
GPC3	-3.20775
TAF1C	-0.729375
EBNA1BP2	-0.517166666666667
CIAPIN1	-0.67275
PDGFRA	-1.83883333333333
CSTB	-0.85075
CENPI	-2.2245
GTF2E2	-1.14733333333333
RPP21	-0.56025
CCNF	-0.175833333333333
KCNQ3	0.7725
FAM79A	1.3725
SLC22A12	0.0365
NOVA1	0.677333333333333
FZD3	0.9186
AKAP8	-0.3835
SOCS5	0.131875
CFDP1	-0.84
DLG5	1.57
PGM5	0.45575
C1orf144	0.28975
HDAC10	-0.465
RND2	-0.723
C20orf199	-0.828
RNMT	-0.3535
SLURP1	-0.338875
ASTN1	-0.271142857142857
SH3BGR	1.7
MYCL1	-0.28175
ZHX1	0.139333333333333
CENPK	-2.9135
FOSB	0.458
LOC643406	-0.28975
C2orf59	-1.301125
TMEM135	-0.761625
SLC27A2	-2.36
KRT33A	1.9045
OVOL1	1.751875
PAMCI	-3.406
S100A7	2.2035
ZNF789	-0.69
HARS2	0.481
RPL23A	-0.817166666666667
TCF23	0.447
UPF3B	-0.336625
C17orf78	-0.103
HLA-DOB	-0.104333333333333
C14orf142	0.444666666666667
TEKT5	1.5055
DMWD	-0.291
POLD1	-2.02333333333333
GSCL	-0.7575
CALD1	-0.7653
SCRT1	0.328666666666667
AIG1	0.94725
