Hybridization REF	TCGA-BH-A0DG-01A-21R-A12P-07
C21orf93	0.386
DAXX	-0.0235
ELMO1	0.651875
RGS13	3.13133333333333
TAF11	-1.01975
UNC13A	-2.335625
LOC653314	-0.2904
ORC3L	-0.892
IMAA	-2.6015
TARBP2	-0.17
CABIN1	-0.4216
TRIOBP	0.0555
HIST1H2AC	1.036375
RGS22	-0.578333333333333
NCOA1	1.2855
IL25	2.6535
SNCG	0.196
GPR6	0.448
AMDHD1	-1.9745
CHEK2	-1.26175
C6orf142	-0.54275
DRD4	0.52325
C14orf68	-1.2565
GDF11	-0.2885
SEMG2	2.061
CD247	-0.18425
CDAN1	-0.448
RBMX2	-0.0718333333333333
TGS1	-0.92225
OIT3	2.5055
SYF2	-0.2395
MCM4	-2.276625
PKHD1L1	1.608375
CEP192	-1.03533333333333
IFT88	0.40825
RPL9	-0.0772857142857143
RAB32	0.56475
DDX43	-1.73425
P2RX2	0.1165
OR5D18	-0.186
UBE1	0.122166666666667
SLC24A1	0.858375
ARHGAP5	-0.671
CETP	-0.06475
KIAA1731	-1.15916666666667
SLC9A4	0.5055
PTPN6	1.14675
BAHD1	0.013
GRIK3	0.229
CACNB2	-0.5726
PDE10A	0.61925
DGCR14	0.152
PCDHB9	1.11316666666667
RHOQ	0.248166666666667
MAP3K4	-0.47925
KTI12	-0.0935
RPL23AP13	-1.148
GNG11	0.79575
CLCN3	0.945833333333333
GPAM	-0.044
VSTM2A	0.967
SLAMF7	3.13766666666667
INTS2	-0.581
PPP2CA	-0.3535
LRP12	-0.341533333333333
SEC14L2	2.38411111111111
DKFZP586H2123	3.256
MC3R	0.0975
CIRH1A	-1.52766666666667
HIST1H2AB	1.82383333333333
POLH	-0.87225
MGC16703	-2.24366666666667
SNAPC2	0.446
FILIP1L	1.74675
RASGRP4	0.6135
LRRC1	1.54825
GAS1	1.60025
PRAC	-0.65
DGKA	-0.643666666666667
NT5C3	-0.821
PEG3	-3.10266666666667
NADK	1.25775
PRR17	0.0265
LOC374569	-0.046
SGSH	0.477666666666667
NLRP8	1.2455
GALT	-0.0764
MCF2	-0.407
ZNF263	-0.3475
TACSTD1	1.6705
TYR	-6.0884
ATP6AP2	0.3405
RNUXA	-0.04525
ABHD10	-0.1636
GDPD2	0.7045
SLC35C1	0.46775
UBE2A	0.25325
HERC5	0.140666666666667
FAM112B	0.430166666666667
FBXL16	-2.429
DKFZP434A0131	-0.7785
ELA3A	-2.0475
RBM41	-1.00875
HAO2	0.57925
RNH1	0.1575
SHANK2	1.27833333333333
OSBP2	-1.321625
DAK	-0.626666666666667
C3orf58	0.920333333333334
TCL1B	4.005
KBTBD2	-0.490375
SUGT1L1	1.28225
UBE2E2	-0.0186666666666667
MYL9	2.913375
CDC23	-0.585333333333333
PBXIP1	2.0186
CXorf40B	0.2945
NBL1	1.6405
RTBDN	-0.358
RAB11FIP5	0.060625
TTTY13	-0.844
SCOTIN	-0.0645833333333333
SOHLH1	-1.066
CDKN1A	-0.745071428571428
NCK1	0.093
ZNF550	-0.09325
SAPS3	1.07241666666667
SPIN3	0.311
MAGEE2	0.56325
MIS12	-0.399
OR8H2	0.174
KIAA0774	-1.0275
UNC5D	-1.48
CUL7	-0.665333333333333
LIPC	-2.2505
DIO1	0.3505
C20orf11	-0.0435
CTRL	-0.869
HS3ST2	3.04975
PAK4	0.602666666666667
CCRL1	4.29675
RNF10	0.108875
ZNF567	-0.069
ZNF660	-1.2605
TCEAL3	2.2305
MAGOH	0.616833333333333
CENPB	-0.0671666666666667
C19orf7	1.013625
LOC388965	0.10975
ZCCHC13	0.589
JMJD1A	-1.0515
HIST1H4H	1.2795
TBRG1	-0.8093
GPC3	-4.099
TAF1C	-0.6755
EBNA1BP2	-0.748333333333333
CIAPIN1	-0.6
PDGFRA	0.700666666666667
CSTB	-0.074875
CENPI	-1.83233333333333
GTF2E2	-1.06033333333333
RPP21	0.30275
CCNF	-1.0605
KCNQ3	0.3455
FAM79A	0.711
SLC22A12	0.277
NOVA1	-0.0561666666666666
FZD3	0.1865
AKAP8	-0.23525
SOCS5	0.1045
CFDP1	-1.02875
DLG5	0.6265
PGM5	0.6335
C1orf144	-0.138166666666667
HDAC10	-1.491
RND2	-0.8765
C20orf199	-0.59775
RNMT	-0.661375
SLURP1	0.923125
ASTN1	-0.638875
SH3BGR	1.192
MYCL1	0.62475
ZHX1	-0.322666666666667
CENPK	-2.937
FOSB	1.3046
LOC643406	1.381125
C2orf59	-0.655125
TMEM135	2.026375
SLC27A2	-2.42625
KRT33A	1.0425
OVOL1	0.847125
PAMCI	-2.2115
S100A7	0.342
ZNF789	-1.3045
HARS2	0.6635
RPL23A	-0.684666666666667
TCF23	0.207
UPF3B	-1.756375
C17orf78	-0.4865
HLA-DOB	0.863333333333333
C14orf142	0.676833333333333
TEKT5	2.25633333333333
DMWD	0.545
POLD1	-2.11066666666667
GSCL	-0.8775
CALD1	0.8468
SCRT1	0.832666666666667
AIG1	0.175
UNC84B	-0.70625
ZNF404	-0.669
TMED6	-2.1305
KIAA1462	1.138
LRRC27	0.3535
PYGO1	-0.228
PIGU	-0.814833333333333
ALAS2	-3.80883333333333
WRNIP1	-0.073
CNNM3	0.149
ZNF2	0.11775
ST3GAL5	-0.223
MRPL23	0.42025
TSSK6	-0.345
PSMA6	0.13875
C16orf70	0.40975
KIAA1602	-0.0165
ALMS1	0.0355
DCN	4.033625
TMEM132D	-1.4205
SUCLG2	-0.93525
ABHD14A	0.1165
DEXI	0.115166666666667
AMPD2	-1.411
IFNAR2	-0.537
CYB5A	1.9872
TLOC1	0.48595
NXF5	-0.778833333333333
NRBF2	0.0315
KCTD3	1.05975
ITGAE	-0.0575
SLC30A3	-1.99166666666667
ZRF1	-1.0955
IFRD2	-1.3275
XAB1	-0.2455
PYCR2	-0.19
SERPINB3	-4.7665
TMLHE	-0.4007
GEFT	-1.8545
ABCA5	0.503875
EMR4	-0.133166666666667
TSFM	-0.00825
HIST3H2BB	0.90925
ARHGEF19	0.58575
TSPAN17	0.365833333333333
ABCC8	2.541
MAP1S	0.392333333333333
C22orf36	0.8355
BNC2	0.383285714285714
HIST1H4A	-0.64175
NDUFS3	0.048
WDR3	-1.50116666666667
XKR4	-1.09775
TTC33	-0.408
STMN2	4.00975
CPN2	-0.715
HSPC105	2.357
PCOLCE2	-1.4855
C3orf55	1.602
KLHDC9	1.9445
TBC1D23	0.050875
ATXN2L	-1.25041666666667
MAP2K3	-0.26475
SCAP	-0.88325
ZNF486	1.03966666666667
C20orf96	0.94025
NARS	-0.50725
ADAMTSL1	-0.485357142857143
PRCC	0.675166666666667
CCDC126	1.59708333333333
ZNF675	-0.0865
CALCOCO1	0.59425
ANKRD43	0.78975
CWF19L2	-0.47
ZBTB32	1.94883333333333
BRAF	-0.4565
ODF4	0.4455
MGC14376	0.678
HORMAD1	-3.37266666666667
AAK1	-0.130416666666667
PEBP1	0.399416666666667
TNFSF5IP1	-0.317
DKFZp564N2472	0.06025
RMND1	0.0065
IGKV1-5	4.691
COL1A2	3.97966666666667
SERPINA5	-1.930875
AANAT	0.56
C19orf21	0.663333333333333
GEMIN5	-0.67175
UBR4	-0.724666666666667
LTBP3	1.19383333333333
AMHR2	-2.32116666666667
PROCR	-0.6305
MYBBP1A	-0.54225
C20orf39	2.50583333333333
ZNF697	-0.498125
PASK	-0.2405
ZNF776	0.836166666666667
RFXDC2	-0.17775
KIAA0467	-0.2345
C10orf96	-4.043
ZNF503	-0.60825
GULP1	0.074
KCNE4	-0.0763333333333333
DKFZp434K191	-1.639375
LOC196913	-0.0665
BHLHB4	0.805
CH25H	0.88725
LOC81691	-1.92583333333333
ALPL	-0.123071428571429
COL12A1	3.26575
FOLR3	-2.04933333333333
GPR123	0.090625
TRIM62	-0.0702142857142857
ABLIM1	0.639333333333333
MAST3	-0.95275
RHBDD1	0.546666666666667
LOC338809	0.302
RYBP	-0.14325
TTC26	-0.5845
ZNF22	0.489166666666667
ISCA2	0.2145
RDM1	-1.90775
PIGM	1.3735
GNB3	-0.804
ACTR2	0.5819
HMGB1	0.0443
EDG1	3.10483333333333
SOAT2	-2.887
OR10AD1	0.4
RAP1GDS1	0.34475
LCE1F	0.658
ESM1	-1.508625
RCN3	2.63025
CREBL1	-0.788
DBNL	-0.528833333333333
PTGER3	2.435625
USP30	0.701833333333333
BCL2L12	-0.462
KIF26B	2.73725
ZNF416	0.672
ZNF225	-0.0195
C17orf70	0.37575
ZNF554	0.4875
RAE1	-0.969
TNIK	0.137333333333333
ACTN3	0.586
MGC45922	0.5545
CCNA1	-0.6055
RYK	0.4445
IL26	-0.256
LRP3	0.919
QARS	-0.86425
SOX7	1.13292857142857
BID	-0.488875
OR2S2	0.2215
CXCL14	3.77825
C11orf47	-1.361
MGC29891	0.6965
HSPB8	0.1043
PRDM14	-2.731
NUFIP2	0.06425
MNAT1	-0.472125
ZDHHC2	0.0994166666666667
MBNL2	0.80475
ADD3	-0.327
CSNK2A1P	-0.27575
KLK6	0.174333333333333
TMEM111	0.3894
KIAA1279	0.27575
NUBP2	-0.082
RAB42	-0.48
ID3	-0.603
TM9SF1	0.60625
MDP-1	0.76375
POU4F2	0.552666666666667
IQCK	0.421
C16orf14	-0.806
CAPN3	-1.560125
FAM43B	0.1265
RECQL	-0.66925
AP1G1	0.376928571428571
CTNNBL1	-0.573166666666667
ECHDC1	-0.133166666666667
SMARCC1	-1.1521
FOXQ1	-1.15125
GNAI3	0.0336666666666667
POLG2	-1.194
CD4	1.561125
ITLN1	0.36975
EBI2	4.199
IRF1	0.29
PTPRE	1.9371
PTK2B	-0.513
NXNL2	0.7095
SOX4	1.77483333333333
TSPAN3	-0.2515
SH2D1A	-1.87216666666667
C8orf58	-0.555666666666667
USP20	-1.0255
DUSP22	-0.205666666666667
CALB1	-3.343
L3MBTL2	1.11716666666667
MCRS1	-0.26175
TMEM118	1.10416666666667
C18orf8	0.421666666666667
FLJ10241	-0.225625
GJA12	1.03
PKD1	-0.401333333333333
ZFP3	0.4385
JAM3	-0.47725
LAPTM4A	1.7719
DIRC2	1.1855
KIAA2022	2.18733333333333
MYOM1	0.355666666666667
TRPM8	-2.86316666666667
MOP-1	0.62475
PHKG2	-0.114125
ZNF650	0.48175
KIAA1522	0.137
PSG8	-1.56966666666667
DDX19B	-0.14
MOBKL1B	0.241
DIAPH2	-0.4615
PTPN12	0.06475
CLN8	-0.8105
CRYZL1	-0.438333333333333
CRY2	0.39975
FCGR2B	4.46166666666667
PNPLA4	1.586375
ZNF454	-0.0445
DKFZp434B1231	-0.318
CLDN11	0.5132
RFWD2	0.645333333333333
CIB2	-0.2195
MXRA8	3.21875
HRK	-0.0194999999999999
MAML2	-0.3315
C4orf31	0.37075
C6orf192	0.3755
COG6	1.479875
FAM5B	0.87275
NFATC1	0.3097
SEPT10	-0.76925
SCYL1	0.3136
RPP40	-0.9325
SCOC	0.6808
KIAA1450	0.93275
CTDSPL2	-0.14225
TBX5	3.12083333333333
NAPG	0.968375
RHD	-4.5785
C14orf45	0.919666666666667
ZBTB22	0.314
PLCG1	-1.461
ANKRD10	-0.536625
AQP7P2	2.47075
TAGLN2	0.364166666666667
HTR2C	-1.57683333333333
SLC16A7	-0.417333333333333
C17orf83	0.02025
TSGA14	-0.533083333333333
MDH1	-0.21775
PPP3R2	-0.0246666666666667
DCBLD2	-1.14835714285714
RBM33	-0.34225
DPH3	-0.5355
SYT10	-2.22483333333333
FMO4	2.649125
THYN1	-1.158
DRD5	-2.9345
OTOR	1.165375
PGRMC2	-0.0343
KATNAL1	-0.22325
PAQR6	-2.848
UBE2I	-0.65875
C14orf28	0.4455
C8orf70	0.5485
FLYWCH1	-0.415125
ANGPTL3	-1.7845
GLRX2	0.125
ATP11A	-1.00007142857143
ARL5B	0.489375
MUC16	1.66675
SLC25A5	-0.850428571428572
ACRC	-0.74075
MYO1C	-0.04925
FAM89B	1.8375
FAS	0.359875
KIFAP3	1.47025
GLRA2	2.051
BTN3A2	0.5188
CNKSR3	-1.152625
CSTF3	-0.372333333333333
ARPM1	1.28775
KIAA1530	-0.238
C9orf150	2.12916666666667
PRKCI	-0.26725
tcag7.1015	-1.3675
SOD3	0.28125
ZNF574	0.27425
CYP21A2	2.0455
RPL12	0.3335
COMMD2	-0.8385
WIZ	-0.004
LOC344405	-0.9025
ALDH4A1	-0.495941176470588
CRYAB	3.14625
COPA	0.675966666666666
PCDHGA7	0.750333333333333
KIF11	-1.40983333333333
RASD2	-0.199875
SLC26A3	0.6765
ZNF175	-1.0005
JAKMIP2	-0.97875
C8orf4	1.69016666666667
PTHLH	2.014
SLC40A1	3.10708333333333
OR7D4	0.439666666666667
PCDHB17	0.39
CD36	4.97507142857143
C6orf203	0.9366
PRKG2	-0.8765
LOC400566	0.48175
ANAPC13	0.805
SLCO3A1	-0.7455
ZNF692	-1.4695
FANCL	-0.9035
SH3GLB1	0.93675
C12orf61	0.135
KBTBD6	-0.342
SUPT5H	0.223
XRCC6	-0.8617
HUS1B	-0.6485
FAM133B	-0.292785714285714
LOC728276	-0.9085
KCTD18	0.484
SOS2	0.945166666666667
CCDC99	-1.95825
C1QTNF5	4.269
NNAT	2.54183333333333
USP16	-0.2675
LARS	-0.864
ZBTB2	0.042625
ABO	0.0223333333333333
TRAF3	0.26625
GALNT5	-0.52
NAP5	1.516875
ALG14	0.405833333333333
KIAA0515	0.286807692307692
WDR75	-0.7435
TEX261	0.0225833333333333
LY86	1.636
LOC389072	-0.785
FLJ13611	-0.024
MRGPRX2	0.637
SNRPA	-1.052625
OR2G2	0.285
GPRASP2	0.719
C7orf42	0.3442
C9orf163	-0.271
CYP11B2	0.1105
FCRL3	2.85383333333333
PRDX1	-0.4355
FGB	-6.8735
COX17	0.691666666666667
C16orf33	-0.13375
PIWIL1	-0.618666666666667
FOLR1	-2.51
KIAA0082	-0.691
FREQ	-0.742166666666667
TMCC2	-1.38116666666667
TCF12	0.254666666666667
ZNF721	-0.064
FAM130A2	1.72675
POU4F1	-2.9405
SNRPF	-0.460625
SGIP1	3.56683333333333
ZNF641	0.998166666666667
EMG1	-0.2805
PRRG4	0.5825
HIRA	-2.211
MYNN	0.185666666666667
AEBP2	-0.746166666666667
TBXA2R	0.546833333333333
ISL2	-1.82166666666667
PCDHB11	1.6985
RNF144A	0.263875
MARCH5	0.718
DULLARD	-0.222333333333333
DCLRE1B	-1.31766666666667
ITGA8	0.06475
TP73	-0.3375
PRKCD	1.0185
NDUFB4	0.61925
ATP13A4	1.995125
ANTXR2	-0.113
COL4A3	-0.915
MYO10	-2.2226
SLC6A18	0.588
PEX1	-0.27675
TMEM74	-2.01933333333333
RBM19	0.1225
TAPBP	0.61805
RUNX1	1.2655
MID1	-1.19133333333333
GPR64	-0.427666666666667
RASEF	3.2245
GABRG1	-0.159125
MYO16	-1.11325
DBF4	-1.572
TSHZ2	2.9705
RIPK2	-0.089375
PPTC7	-0.119
KIF4B	-0.865
LRRC31	5.705375
ZNF540	0.848
EFNB3	-0.0616666666666666
LOH12CR1	-0.19975
STON2	0.9455
GLP1R	0.2395
CSTF2T	-0.76325
IREB2	-0.73775
GRSF1	-0.3365
PDCD7	-0.482666666666667
LRRC43	-0.2545
CNR1	0.262333333333333
IL1F7	-0.7535
C12orf64	-0.7505
FAM69B	-1.13875
NR2E1	-2.75116666666667
MS4A6A	3.5415
FTL	-0.5552
C7orf36	0.22125
PCLO	1.1268
DYRK2	1.10433333333333
ARIH2	-1.0345
SAMD7	-0.053
SCNN1D	-0.62875
SLC32A1	-0.581125
C22orf25	-0.499666666666667
MRPS18A	0.3134
GPR112	0.022
EARS2	-1.111
ERN2	0.2065
ATPBD3	0.31
PRH2	-0.46
CDKN2D	0.169666666666667
PGLYRP2	0.155
TRIM40	0.167
SEC14L3	0.2295
SLC22A1	-0.4235
BTN2A3	-0.201
RASA4	0.4215
CCNL2	0.597333333333333
MYBPC3	0.515
GJA4	3.8345
CDC42SE1	0.90475
TRPV2	-0.70525
MYPN	-4.7065
SIM1	0.2635
CDADC1	0.0469166666666667
ZFHX4	1.951
NIBP	0.637
ADAMTS19	-1.367
ABTB2	-0.6495
TSPYL2	0.03375
EIF2S3	-0.1053
SOX30	-0.063
AP2A1	-0.181666666666667
DKFZP564O0523	0.0348333333333333
LOC285398	-0.0985
CDH18	-3.9765
CHL1	2.899375
GATS	-0.6649
TBC1D2B	0.347
OR1J1	-0.45
GSN	1.2645
DPCR1	0.467875
GARNL4	-0.921666666666667
SMARCA5	0.0415
PLEKHG3	0.2995
ZBTB45	0.9325
FRMD6	0.113166666666667
PLS1	-0.462666666666667
DGKZ	-0.0136666666666667
EFNA1	1.0676
WDR85	-1.398125
ANK2	0.4845
PAGE4	-0.405666666666667
SENP6	0.642333333333333
AKR7A2	-0.551
FKBP10	-2.4125
VEGFC	-0.300833333333333
LARP1	-0.377125
SRBD1	0.2295
ITGB6	5.764
SLC1A2	-0.370692307692308
INVS	-0.1275
MPO	0.45025
MOBKL3	-0.2167
CUTL2	2.018
KLK2	-0.1325
VIM	-0.32825
REG1B	0.00716666666666666
PCDHGC4	0.463
C3orf34	-0.6685
SUMO3	-0.021
CST9L	-0.612
MLL4	-0.6255
SPR	1.10816666666667
SAMD9L	1.125
ABCE1	-0.851
SUPT3H	-0.335
ACTBL1	1.37925
ADAMTS4	1.73033333333333
SLIT3	3.57125
RHEBL1	-1.53825
NPM2	-1.4875
MAN1C1	0.540875
KIAA1856	0.7745
HSPA6	1.72075
LOC388152	-1.592
C10orf140	-0.91425
ZDHHC12	0.5435
LIN7A	2.3081
PHC2	-0.336666666666667
SPHK1	0.2415
TRIM26	0.2813125
FAM83E	1.5795
C18orf24	-1.69633333333333
ZNF578	0.1485
ORAI1	-0.19075
RUVBL1	-1.18816666666667
C7orf20	-0.5265
APAF1	-0.813
SLC36A4	-1.44683333333333
MYH11	4.53783333333333
NEK1	0.148
MPP2	-1.663
C12orf24	-3.1765
TNK2	0.373875
ZNF289	-0.5535
MATN3	0.391142857142857
IFNGR2	0.854666666666667
ITPR1	0.484375
EBF3	3.8401
TBC1D20	0.4445
OR10P1	0.41225
DDAH2	1.08825
SHPRH	-0.585875
STX7	0.1785
LOC554248	-2.39525
BCAR1	0.17425
ATXN3	0.35375
TRIM27	-0.195
CDC42EP2	0.2805
CHP	0.467428571428571
SOX17	2.343
ZNF259	-1.34816666666667
CHCHD1	0.17025
ZDHHC19	0.254
GBP2	2.18
GARNL3	-0.254625
MRC2	0.41825
C1orf52	-0.7675
AOF2	-1.47983333333333
LRPPRC	-0.3802
ACVR1C	1.34016666666667
TM4SF18	3.62166666666667
TMEM169	0.1405
PPP1R16A	-0.534
EBF1	0.987833333333333
RRS1	-0.350666666666667
SNX2	-0.12775
OR2T2	0.211
RBX1	0.256
ANKRD54	0.555166666666667
TSNAX	0.429333333333333
TMEM83	-2.04475
ZBTB7A	0.70125
ATM	-1.50775
LOC338328	2.49933333333333
TIE1	1.99683333333333
HIST1H3G	2.19316666666667
PASD1	-4.35883333333333
TINAG	0.6265
PCDHAC2	0.3485
LRRC15	2.06175
WBSCR17	-1.25675
TFF2	-0.29
PARP2	-0.7455
NDFIP2	0.101125
PCDHGB2	1.134
WDR60	-0.10375
MAP7D2	-2.6899
USP45	-0.95325
GSDML	-1.282
TNS1	0.0859999999999999
PLCD4	-0.8545
IQCD	1.89783333333333
SMPX	-3.08075
CD9	0.246833333333333
SRGN	1.349
CASP7	1.326875
INOC1	-0.00766666666666666
DKFZp451M2119	-1.527625
VMAC	1.4345
USP53	0.7471
CAMK1G	-0.81
TMEM106A	-0.182
CDC20	-1.8854
ACSL5	-0.343333333333333
CBWD5	-1.360375
C1orf87	-0.673166666666667
KIAA1274	0.48075
PRUNE2	-2.46871428571429
LYPLA2	-0.887666666666667
DOK6	-0.6635
GPR149	-0.295
FAM30A	3.61975
TMEM129	-0.07175
SLC35B3	0.54925
ACPP	1.1092
LOC200261	-2.285
SLC4A7	0.7836
CCDC40	1.325
GART	-1.659375
THOP1	-1.22275
SCARB1	-1.279
CACNA1F	-0.0875
TRIAP1	-0.1465
SYT14L	-0.3515
SFRS8	-0.943166666666667
PBOV1	0.502
GOLSYN	2.5065
GJB7	-0.898
CAMK2N1	0.7155
GREM1	3.65833333333333
FLJ20433	0.8635
QPCT	-2.910875
PRKAG2	0.763333333333333
H2AFX	-0.98325
C6orf154	1.21875
PLOD3	-1.30175
ZBTB39	-0.387333333333333
WASF3	0.0949166666666667
DRG1	-0.4125
PRR4	-0.467
SPCS1	-0.45775
KDELR3	1.46966666666667
SRP19	0.325166666666667
GABRA6	0.7815
MFSD1	0.79825
MMEL1	3.006
PDXDC2	-0.2088
BUB1	-2.61522222222222
RNF138	-1.150125
MYLPF	-0.561333333333333
AIF1	1.01483333333333
DYNLRB1	0.5597
HCN3	-1.04583333333333
HIST1H2AI	1.54925
MAP4K5	0.351083333333333
LASP1	0.172
LOC130951	1.7755
PLAA	0.3425
KRT6A	0.2065
C6orf117	-1.35575
ARHGAP23	-0.3015
PTF1A	0.3075
GPHA2	-0.68625
LCE3B	0.20275
MCL1	0.871357142857143
EHBP1	-0.824416666666667
PRNP	-0.421375
ZSCAN1	0.54125
C1orf113	-0.649833333333333
FOXA3	-0.19025
NEB	-0.6305
ASGR1	-4.07083333333333
CTGF	2.37383333333333
RAB17	0.6115
MST101	-0.42975
JARID1B	1.1182
USP37	-0.0758
PTBP1	-0.5365
PTPN7	-0.6185
CDC7	-1.77183333333333
SNX7	0.726
ZNF335	-0.3
CPT2	0.34575
HEATR1	-0.702875
HSPC152	0.015
C5orf40	0.531
PSME1	0.650666666666667
STAG3	-1.44675
TMEM154	0.401166666666667
KLHL32	-0.205
TSGA10IP	-1.5745
SUV420H2	-0.539666666666667
SF1	-0.5053
2'-PDE	-0.27025
PNLIPRP2	-2.079
TRSPAP1	-0.620416666666667
NUP210	-1.63033333333333
ANP32C	-1.66033333333333
RAB11B	0.5165
ASB15	-0.235
ITGB3BP	-3.02775
UBASH3A	-0.39
YWHAB	-0.151375
TPRX1	0.0325
LY6G5C	-0.18425
SLC7A2	0.195375
CLK1	0.0368
HSD3B7	0.387166666666667
VDR	2.46525
C16orf74	0.6985
ACE	0.37625
PSMA2	-0.9235
CCDC131	-0.802625
ZNF213	0.962833333333333
EML2	-1.292
ALS2CR13	0.926166666666667
GLYATL1	-1.10575
DSPP	0.1275
DHFRL1	-0.087375
C10orf30	1.0135
SH3RF2	-0.802833333333333
LOC197322	-0.125
DLL3	-1.891
TIGD7	0.76675
GFRA3	-0.313
CPA1	0.903833333333333
RTN4	-0.335166666666667
PPT2	-1.91883333333333
FASLG	2.86808333333333
FOXP4	0.76225
RPL26	0.0391
GNL3L	-1.59816666666667
FMR1NB	0.394666666666667
CD163	7.247
SGPP2	1.61475
GIMAP2	1.137
CD37	1.81616666666667
DPT	4.62366666666667
NBLA00301	2.36475
RGS5	2.38125
C9orf4	-0.3175
ACTL8	-3.62733333333333
PRKAR2B	-1.028
OPLAH	-0.403166666666667
C20orf134	2.68675
SPACA5	-0.334
TBL1X	0.498666666666667
TSPYL3	0.5665
CHCHD3	-1.13125
CRKRS	-0.4475
GPR65	5.75425
DFFA	-1.242125
FUT1	-0.0575
C6orf204	-0.787
TMEM51	-0.34725
ZNF580	0.0145
CMTM2	0.48325
C20orf200	-1.051
EZH1	-0.444666666666667
FDX1L	-0.1135
MRPL32	0.5205
PCAF	-0.5739
ALOX15B	1.38533333333333
CD59	0.42475
CDK9	0.09825
ERP29	-0.275333333333333
TTR	-4.83625
BCMO1	0.177
DDIT4	-0.8808
PTGDS	3.37575
C3orf63	-0.4595
BST2	-0.645875
CYP1A2	-0.346333333333333
C5orf25	-0.95275
STX1A	-0.528529411764706
OR2A12	0.2865
SH3BP5L	0.4795
SERINC5	0.262
USP6	1.4772
MRPL3	-0.349666666666667
POMP	0.42675
INPP4B	1.74175
GMPPB	-0.13
EAPP	0.9745
AHSA1	-0.758
ABCA11	-0.438
SLC5A6	-0.15375
HIVEP2	1.239
SUMO2	1.585625
KIAA1822L	0.889833333333333
C11orf67	3.10925
TXK	0.351
PHCA	1.7178125
ICAM4	-2.3005
FPGS	0.149333333333333
SNRPA1	-1.1855
KCNJ4	-0.5855
KIF6	-0.8369
HIST1H2BG	1.3225
SLC5A5	0.62825
ZNF354B	-0.544666666666667
IL12RB2	0.5475
C11orf76	0.679666666666667
GAL3ST2	0.1775
AIFM2	-0.18275
SYNC1	-0.762125
UBL3	0.346
PIK3CG	-0.7895
NLN	-0.9007
BCORL1	0.41325
CD5L	-0.2305
ZNF238	-0.320166666666667
KIAA1394	-0.533
C16orf55	-0.5779
CYP3A7	-1.347
KRTAP3-1	-2.463
TFDP1	-1.00833333333333
MND1	-2.86525
NODAL	-0.646166666666667
GTPBP4	-0.764
TUBGCP2	0.667
SLITRK5	1.3885
CIC	0.162
CD79A	2.1205
SAMD14	1.33366666666667
TNPO3	-1.3045
OR10G3	-0.808
OR10G8	0.7795
CCDC111	-0.686
HOXC9	2.21675
DCUN1D1	0.369916666666667
CYB5R1	1.8155
TSR2	0.2245
DAB2IP	0.5667
SLC6A5	0.2535
RAB3D	1.20675
DCUN1D4	-0.5625
ERBB3	1.11675
SDC1	2.03
ATP6V1H	0.241666666666667
SYK	1.7765
ST20	-0.23975
C13orf30	1.342
WDR40A	0.480833333333333
ADMR	0.1825
LOC388335	3.01125
ACSM1	2.789
TDG	-0.119666666666667
FLJ11235	0.77725
MRPS5	-1.06116666666667
AGPAT2	-0.1995
SLC12A1	1.238625
CYP27A1	0.14775
THAP7	-0.8065
XPO1	-0.657083333333333
ALMS1L	0.0296666666666667
C1orf2	0.2685
ZNF777	0.418333333333333
CAMK2A	0.257833333333333
SMC1B	-1.19
IHPK2	-0.4876
LEMD1	-2.2105
NKD2	0.0983
CLU	0.0728571428571428
ARMETL1	-0.5585
PABPC4	-1.3635
CXCL12	3.33316666666667
TFAP2C	1.0283
TTTY8	0.59
ABCB10	-0.4994
ENDOD1	-0.0288333333333333
IDI1	-0.7845
KCTD6	0.170166666666667
CCDC105	0.067
ULBP2	-1.52883333333333
ZDHHC5	0.4575
WNT8A	-0.15475
COMMD10	0.05525
KLHL12	-0.09775
GPR50	0.1765
NR5A2	0.183125
OXGR1	2.572
EHD3	-0.03
CAPRIN2	-0.9535
KLRC3	-2.948
SF3B1	-0.0296428571428571
IPO7	-0.27725
ALDH1A1	-0.225
ANKRD5	0.36825
TSNARE1	0.7445
DDEFL1	1.0415
RNASEL	1.89
DNAH9	-0.8315
HELLS	-2.036
TNS4	0.1255
NAV1	0.3262
KIAA1409	-0.33675
C20orf26	2.02
TUBG1	-1.595
IRX2	1.31925
CNGA4	-0.143
MGC50559	1.43983333333333
OR4K17	0.520166666666667
TM2D2	1.22841666666667
FAM32A	0.17025
TXNDC14	-0.3385
CCBL1	-1.5655
ANK1	-2.4861
PRSS23	0.0455
PPM1L	0.542
SPATA20	1.598
APCS	0.32575
C14orf122	0.323833333333333
PSMB5	0.65125
C6orf10	-0.2821
SETDB2	0.548166666666667
SPNS3	-0.76275
SGMS2	0.650833333333333
MXD3	-0.916
MON2	-0.00550000000000001
CARTPT	1.27125
HNF4A	-1.2344
RABEP1	0.88585
TNFRSF10B	-1.48625
USH1G	-0.0415
PPAP2B	-0.4415
TMEM16K	-0.2355
CTDSP1	0.976166666666667
CDK5R1	0.0266666666666667
GABRR1	-0.2525
OPN1LW	-0.2385
FAM98C	0.666125
DBN1	-0.1945
ACAD10	-0.9065
QTRTD1	-0.5575
WNK3	-1.4225
RPS19	0.147875
C1QB	4.134
OTUD5	-0.593375
SLC41A2	1.82183333333333
TMEM22	-2.007
KHSRP	-0.745916666666667
