Hybridization REF	TCGA-BH-A1F0-11B-23R-A137-07
TCEA3	1.78733333333333
CEP152	-2.84475
CLIP1	-0.37775
ZNF75	0.4260625
ATP5C1	-0.549833333333333
NUDT5	-1.10466666666667
PSCDBP	0.867
UBP1	0.05
RBM27	-0.7455
C13orf15	4.273375
ZNF282	-0.344
ZNF222	0.7481
COL10A1	0.000750000000000001
PRDM15	-0.592875
TTTY5	-0.594
FAM9C	-0.168333333333333
C20orf67	-0.1625
GNG13	-0.463
F12	-1.48425
C1orf41	-1.0035
CPXCR1	0.4575
GSK3A	-0.16325
SUPT6H	-0.1715
PI16	4.54266666666667
ELL2	0.278666666666667
C9orf167	-1.7235
PVRL3	-0.6671
FLJ38596	0.468666666666667
ADAM20	-0.1025
GPR89A	-1.278
GPR87	2.7025
ZNF30	0.30025
SMR3B	3.52125
ZNF770	-0.047
TRPC4AP	-0.940333333333333
DKFZP686E2158	0.409166666666667
C2orf28	0.173333333333333
FREM1	1.83816666666667
LAMA4	1.72216666666667
ADPRHL2	-0.345
EIF4G2	0.949
GUCA1A	-0.536
CTNNA2	-1.26242857142857
NUDT15	-0.402833333333333
CEPT1	0.253
ZNFX1	0.0585
CCDC92	1.3905
TDRD1	-1.719
KCNK5	-2.109
ETNK1	-0.324083333333333
LTA	0.576
TTPA	1.49216666666667
B3GALNT2	-1.46425
SC65	-1.93283333333333
PEX5L	-1.323125
EPS15L1	-0.8945
MGEA5	0.056875
HIST1H3A	0.122
ING1	0.389
BCAT1	-3.916375
ORC6L	-4.24054545454545
KLK11	-2.17616666666667
C19orf28	-1.98275
DNER	-2.22925
MED22	-0.857214285714286
ETV6	0.917583333333333
CHAC2	-1.24025
CD300E	-0.039
CEBPB	1.31125
ZNF398	0.1685
LRCH3	-0.6295
HMGA1	-2.27666666666667
CAPN7	0.306
MGC5566	-2.92875
CCL3	3.51125
NANOS1	0.115375
ZFYVE19	-0.585
APITD1	-1.038
PARD3	0.5495
IRAK4	-0.715166666666667
SERPINI2	-0.8435
CEP170L	-1.67275
TTC9	1.9825
MYOM3	-0.99725
MLPH	-0.773375
LOC222699	-0.0255
NRG1	0.494666666666667
TBC1D9	2.81318181818182
TTK	-4.49933333333333
ZNF557	0.3055
DDX41	-0.589
FANK1	2.071
UBE2D2	-0.1205
PSMB10	0.749
MYH7B	1.467
GABARAPL2	0.896625
MARVELD2	0.0453333333333333
DGCR2	0.6455
UNC45A	-0.0701666666666667
C6orf72	0.846
ZNF683	5.102
GIT2	0.111375
CASK	0.154666666666667
C14orf161	3.21866666666667
LRRC44	0.4225
TIFA	0.344375
UTP11L	-0.202
C6orf65	-1.703
FDPS	-0.68875
DUSP9	-1.8389
SLC17A8	-0.5744
OR51G1	0.389
NANS	-0.96975
OLFML1	2.2245
ATP10B	-0.94575
NPAS3	0.089
PRKCA	-1.5094
GGA2	0.2146875
LCE4A	0.7815
SPANXN3	-1.36733333333333
CCDC115	1.267875
SDCCAG3	-0.8945
GLIPR1L1	0.69475
TTC1	-0.48425
C17orf76	1.1825
MAD2L2	-1.45075
HIPK1	-0.3958
LRRC3B	2.32433333333333
CLN3	-0.961363636363636
C17orf47	0.3435
FMN2	-2.09725
TUBB1	-0.955125
WAPAL	-0.635833333333333
C3orf21	-1.451625
SCN5A	-0.1504
SMYD1	1.3515
BEX5	2.56525
ZNF192	-0.8895
SEC22A	0.163
GRIA2	1.01878571428571
KIAA0825	-1.07575
NUSAP1	-4.77554545454545
LANCL1	-0.3455
C15orf40	-0.0107
ZNF645	0.06275
GPR61	0.46725
NLRP14	-0.111
SNX21	0.643
C1QTNF8	0.5755
C17orf46	0.10675
IFNA8	0.833
SPRR1B	-2.14266666666667
FLRT1	-0.282
SNX17	-0.941833333333333
ASB2	1.064
HBG1	-5.173
RPRML	-0.4825
JOSD2	0.0315
PLSCR3	0.34225
SPOCD1	-1.93616666666667
RAB39	-0.1265
GHRH	1.7005
ITIH5L	-0.091
C17orf37	0.33625
SMCR8	0.4105
DPY19L2P3	-0.237666666666667
IL11RA	2.01733333333333
GDF3	-3.6905
RPS6KB1	-1.27716666666667
DNAJC19	0.7295
TOP1	-1.447
CRCT1	0.0111428571428571
MPST	0.636625
DPM2	-0.222125
FAM38B	-1.52716666666667
SLC18A1	-2.04616666666667
FARP1	-0.3965
PAX7	0.10925
TUBD1	-0.99225
GNL3	-0.527125
BTG2	3.2966
NDUFS6	-0.9365
C1orf79	-1.06825
ERAL1	-0.65575
ECHS1	0.98375
VPS4A	-0.0696666666666667
CYP11A1	0.593125
ABCC6	-0.363214285714286
PBX4	-0.92
MOSC1	2.39825
NCF4	-0.2275
HYMAI	0.364
NAGPA	-0.54525
OTOP2	0.20375
ACOT12	0.2305
MTHFD2L	-0.096875
LOC441376	3.0055
C19orf34	0.8555
RAB1B	-0.6595
ALDOAP2	-1.6225
NTRK1	-1.3834
ARTS-1	1.962
SLC6A11	-1.0755
NAP1L2	2.4105
CNGB1	-0.0338333333333333
EPB41L4B	2.03033333333333
FAM134B	2.15725
HS3ST3A1	-2.639
CPXM2	6.05025
SIRPB2	0.256
CHORDC1	-1.337
TRIB3	-2.27583333333333
SLC2A5	1.0095
C2orf49	-0.741166666666667
DDX5	0.126
OR5L1	0.5655
ANAPC4	0.0641666666666667
ZSWIM1	0.570375
LOC93622	-0.366875
KCNK3	-0.1108
RP11-35N6.1	-0.203875
ZFP161	0.253833333333333
AQP9	0.75
SLC15A2	-0.104333333333333
MREG	-0.137666666666667
OR9I1	1.0725
PDLIM2	0.353
ADAM7	0.7455
GSTCD	-1.77766666666667
WDR21A	0.04925
SLC12A8	-0.403833333333333
TMEM174	0.0955
IGSF3	-0.886083333333333
LRRN1	1.061
LOC402117	-0.27
SRPK1	-1.64166666666667
LY6K	-1.122625
NFIA	2.743
PTCD3	-0.1385
LEP	4.34683333333333
PCDH21	-0.2275
MAPKAPK2	-0.351285714285714
NMNAT1	-0.836333333333333
LHFPL2	0.321
C9orf43	-0.54225
DIP2A	-1.35083333333333
ACTR8	0.07875
CCDC34	-1.171
PTPN22	-1.655125
ITGA3	-0.45675
FAM129C	0.55675
RABGGTA	0.297
UNC45B	0.34075
KIAA1033	-0.185375
ZNF510	-0.585666666666667
CYP2D6	0.478666666666667
SLC26A10	-0.3045
STX8	0.8565
LUZP1	0.116875
WDR89	-0.175
EIF4G3	-0.8492
C5AR1	0.275375
ZNF623	-1.049
A2M	1.95025
TGM7	0.4545
GRPEL1	-0.742833333333333
LMNB2	-2.548
ROCK2	0.258833333333333
SNX16	0.681875
CCDC66	0.48525
ANXA3	2.6535
KIAA1609	-0.02625
EED	-0.712
RNF32	0.6754
HES1	0.0946
CLC	-0.195333333333333
ISL1	-0.293
KIAA0528	-0.06075
MANEA	0.12025
C1orf61	-0.428
hCG_2001000	1.81
RAPGEF6	-0.6395
KIAA0020	-0.132333333333333
NEIL1	1.15275
C16orf45	0.765875
RBM10	-0.693833333333333
C10orf125	-0.046875
MRS2L	-0.89525
DNAH17	-0.84825
C19orf10	-1.0815
C1orf160	0.6265
SLFN12	1.25775
EXOC3	-0.618333333333334
HIST3H3	-0.12575
NCOR2	-0.0123333333333333
TNFRSF9	-1.301
MFSD8	0.44575
ALX1	-3.88733333333333
NOL1	-2.02725
PODN	3.18525
TIAL1	-0.7155
HIST1H1E	-2.37475
NPY6R	0.3825
TM4SF4	0.791
CORO2A	-0.94975
ETNK2	-0.7235
APOE	0.6686
ANGPT4	-0.0195
HDGF2	-1.07725
G30	-1.0785
ST8SIA4	-0.624875
F2RL1	-0.220375
FAM19A4	-4.666
CCAR1	-1.0055
B3GNT7	-0.3915
OPHN1	-0.5658
DSCR6	-2.3265
C21orf13	1.09516666666667
GAS2L1	0.334916666666667
RFX3	-0.230333333333333
COPS4	0.34375
BCHE	-1.49283333333333
BCL2	3.348
HBZ	-3.27016666666667
ARL13B	0.13425
MAPBPIP	-0.0805
MYO15B	0.921875
SPZ1	0.36875
KIAA1324	2.18177777777778
PLCL2	0.81275
C4orf29	-0.95575
WDFY2	-0.553125
ZNF284	-1.816
NAALADL1	1.1095
DUSP5	0.152833333333333
PXDN	0.61675
SLMO1	-1.20325
TNXB	1.0936
BIRC7	-0.377
A4GALT	1.01283333333333
TIMM22	0.11275
FAM110C	-0.4875
TOMM34	-1.7475
ABHD9	0.2715
ADAM32	3.0885
CRHBP	4.281
AQP2	0.324875
LOC130355	1.71125
ZNF187	0.7785
ZNF816A	0.4765
F7	-0.725375
CNOT1	-0.8851
SLC13A4	-0.84975
ZBTB11	-0.377
B3GALT5	-0.0465
EXOC2	-0.0283333333333333
IRS1	1.0177
TMEM1	0.257666666666667
MRPL34	-0.183833333333333
SAMM50	-0.38475
CDC42EP3	1.734375
HSF2	-0.0631
MFN2	0.0695
TSPAN7	1.20516666666667
NUCB1	1.3915
RHOH	-1.34525
ARL16	-0.752
TACR1	0.6065
SFRS5	-0.414166666666667
SNX25	-0.256375
RHBDF1	-0.198166666666667
PCDH18	3.63683333333333
HMG1L1	-1.05275
MYO5C	1.11625
MAPK10	0.746
LDHAL6A	-0.406833333333333
NUDT12	0.827833333333333
NCAM1	-0.119375
GLIS2	-0.28
GGTL4	-0.2215
DAPP1	-0.557
ATF7	0.689375
KIAA0748	-1.1755
NFIL3	0.776
TM6SF1	0.8427
SEZ6	0.27775
NANOS3	0.370166666666667
DNAJA3	-1.28916666666667
CLDN6	-2.0745
CIITA	2.7721
EPHA4	0.00266666666666668
FANCC	-0.53475
CMTM3	-0.214375
PSG3	-0.12925
MRPL15	-0.5935
C21orf59	-0.62175
PLCXD2	-0.386
C2orf34	-0.948875
UBE2L6	1.4285
MED14	-0.640333333333333
HP1BP3	-0.0147
C6orf208	0.129
TPBG	-0.70325
OSR2	1.483375
XPC	-0.764166666666667
KLHL7	-0.408583333333333
CCR3	-0.656
AGTPBP1	-0.251833333333333
PCSK6	-1.11366666666667
STAT5A	-0.2918
FAM18B	0.57975
LONRF2	0.0423333333333333
PTPN2	-0.081125
SF3A3	-1.03316666666667
EFCBP2	0.12575
HCFC1	-1.44766666666667
AHNAK	0.47375
ACTR5	-0.79475
KIF14	-4.92814285714286
TENC1	2.5295
HEATR5B	0.6735
YIPF2	-0.0795
MYEOV2	1.44133333333333
DUSP18	0.9695
KIAA1012	0.12275
AHR	0.261166666666667
C17orf53	-1.72366666666667
PTPRH	-2.876
ATP6V1C1	-0.1301
TAS2R3	0.519
LOC440356	-1.468
COQ10B	0.75775
PSMF1	0.178
SORBS2	3.2125
NFE2L2	0.3725
TMCO7	-0.153
SH3PXD2A	-0.2695
SH2D2A	-1.8895
SPINK5	-0.13125
MRPS24	-0.6215
OPA3	0.571125
TRAF7	-1.1425
C4orf35	0.2996
MT1G	0.623
MGC39545	-0.44675
HS1BP3	0.2096
OR2B2	-0.184
CHRM4	-0.034
SFRP2	2.537
RIC3	2.206
ART1	0.31
C6orf1	-0.21275
DUS4L	-0.72425
C10orf104	0.89125
TNFAIP6	2.35725
RTEL1	-1.02025
CCT4	-0.3142
ZNF709	-0.541
CHMP6	0.336666666666667
UPP2	0.414
CYP19A1	-1.05775
CD151	-0.816
NDUFA13	-0.115333333333333
ARFRP1	-0.785
FAM26B	2.29625
CRYBA1	-1.004
MRPL41	-0.106
NPFFR2	-1.362125
HRH2	0.496
SCAMP3	-0.6275
MTMR6	0.3758
MTG1	-1.13366666666667
UBTD1	1.22875
CRABP1	-0.865
FLJ33790	-0.00860000000000001
KIAA1908	0.0955
GPR158	-1.6745
PACSIN3	-0.850666666666667
OMD	4.41316666666667
CATSPER1	-1.16333333333333
HOXB8	-0.252875
FBXO46	0.204
OAS1	0.687333333333333
SVIL	1.28875
PHB2	-0.847
ADCY3	0.273
NDRG2	3.29333333333333
ERMAP	0.6424
APBA2	-1.61783333333333
IGSF9	0.57525
WNT6	0.884285714285714
MYCBPAP	0.7165
ATP2B2	0.1085
CPVL	0.453
TRAM2	-0.544916666666667
NOP5/NOP58	-1.16625
ZNRF4	0.08875
TLK1	0.00512499999999999
MTMR12	0.181
ZNF384	-0.0648333333333333
FAM9B	-2.46475
RPN1	-0.0508
PMVK	0.22625
EIF3D	0.8628
SIX2	-1.2225
HPS1	0.430714285714286
RNF7	0.28575
PSKH2	0.426
KCTD13	-0.9415
CSMD3	-0.9397
FBF1	0.5345
IL8	-4.71475
SERPINB13	-0.0933
FBXL20	-0.91875
BLR1	0.42725
SH2B1	-0.451666666666667
RFNG	-0.35
RAB20	0.8715
RBM7	0.61825
POLR1A	-0.556333333333333
TMPRSS4	-3.2885
TAF9	-0.288875
TERF2	-0.391
TNFRSF1A	0.537333333333333
ACADVL	0.132666666666667
GTF2H5	0.53175
EDG8	-0.3555
C9orf140	-2.735125
UST6	0.38175
ZBTB8OS	-0.23875
ZNF710	-0.253
GPR174	-1.4325
ATP6V0A2	-0.97075
KIAA0319L	-1.44891666666667
XKRX	-0.558
DOPEY2	-0.1337
SDHD	0.95925
SUMF1	1.253
OSM	1.8395
OPN3	-2.0645
DAGLB	-0.967166666666667
PPFIBP1	-0.357
TRIM63	-1.5735
C10orf53	-0.042
LYPD3	-0.0915
BCL7A	-0.386125
AGER	-1.1495
TCF19	-1.82125
SAT2	1.153
PFTK1	0.470666666666667
GABRE	0.53975
C15orf38	1.0823
FIS1	0.512
KCNV2	-0.0885
CLPS	0.2545
PPCDC	-0.703375
FOXN2	0.62
NT5E	-1.0844
CD83	0.894
IL18	-0.19725
VPS16	-0.19775
IGFBP2	-1.17866666666667
NOTCH2	0.4035
SIGLEC1	2.951375
CD93	6.2545
SULF2	-0.83425
CEP164	-0.033125
P53AIP1	0.303
TOR2A	-0.268
ZNF136	0.22275
MGP	4.9773
CCDC144A	-0.913166666666667
TRPC1	0.655
SMS	-1.2505
MAPK7	0.274666666666667
RRAGC	1.30025
PARD6A	0.047
NUB1	0.499833333333333
SYNGR4	-0.07325
OR11H12	0.1205
WIF1	4.18
GCH1	-0.1985
OR11H4	0.2025
SLC44A5	0.36
GPRIN2	2.3755
LOC401431	0.54375
CPA4	-2.0569
MELK	-4.68633333333333
IL15RA	1.778
CUL3	0.99125
HMBOX1	0.29525
PODXL	-0.572
CCT6B	1.86
COMTD1	-1.0565
MUC20	1.321
GPX2	-0.89425
ITK	-1.35275
FBXL5	1.881
C13orf27	-1.0335
DEFA5	-0.344
TRHDE	-0.249
MTP18	-1.322
UQCRQ	0.0361
ITGB2	0.499333333333333
CSRP2BP	0.37375
TAS2R44	0.457
PHPT1	-0.30225
FAM44C	0.08025
ERH	-0.019
MPHOSPH1	-3.0245
MORC1	-0.131
PARVB	-0.74725
LAMA1	-2.25616666666667
PGBD3	0.661
GIMAP6	5.41175
AREG	-0.346
LIPT1	1.306
MGC99813	-0.74825
C1orf201	-0.1075
GRIN2A	-0.852
MAN2C1	-0.578
NSUN5	-1.48225
SF3B5	0.42425
MYC	-0.46825
NRXN1	1.95758333333333
ZNF18	0.1235
SPDYA	-0.257857142857143
SLC37A1	0.4085
DECR2	-0.1315
ANKRD38	1.668
SPTLC3	-1.2055
SUPT16H	-1.507625
DTWD2	-0.128
ULBP1	0.124
ZADH1	0.462666666666667
OIP5	-4.93225
IL10RB	-0.138
OTUB2	-1.381
VWA3A	0.358333333333333
SPIC	-0.247333333333333
OR6C4	-0.0135
PSCD4	1.578
DPY19L2P2	-0.367
TRAPPC6A	0.327666666666667
C21orf2	0.0631666666666667
CEMP1	0.04125
LIN7B	0.9655
E2F7	-3.92116666666667
VCP	-0.6278125
LAMA3	2.94441666666667
BGN	0.04975
GPR160	0.566333333333333
COCH	-3.78966666666667
GPR81	2.59116666666667
APOBEC3F	-0.87825
tcag7.1017	-0.7795
C1orf32	0.6
SCGB1D2	6.88825
FLJ43987	-0.5205
C6orf170	-0.77
KLK9	0.4685
GPD1L	1.3125
VPS37B	0.622
ATG3	-0.11
ADAMTS17	-0.188
KLHDC2	1.062
NDUFV2	0.095
BLK	-0.87025
MATN4	0.099
GPM6A	3.06375
GBP4	3.57216666666667
TMEM162	0.7482
PKP2	-0.131
HRASLS	0.686888888888889
MMP1	-5.72275
SFXN3	0.3145
FSD1	-1.85466666666667
ST6GALNAC3	0.5165
CA12	1.6165
NCOA6	0.23975
C19orf58	-0.1537
PPP4R1	-0.813666666666667
MAN1A2	-0.294333333333333
IKBKAP	-1.4495
UPF1	-0.633333333333333
KIAA1219	-0.226
WNT16	0.8482
SNW1	-0.180375
IL18RAP	3.15025
RPP30	-0.0375
CDC40	-0.106714285714286
SETD3	0.0941666666666667
SLAMF6	-0.5555
ELK4	-0.866
TRIM47	0.281166666666667
ACOX3	1.13175
TRIM6	1.37375
KIAA0372	-0.469166666666667
TP53AP1	1.07975
SMURF2	-0.88875
ADAD1	0.178
EBP	-1.4841
KRTAP13-2	-0.9975
FLJ36874	-0.783
TOR1A	-0.328666666666667
P2RY4	0.677
GPBP1	0.22975
TRPV1	0.6205
ADAMTS12	1.74933333333333
PES1	-1.0163
ATG4A	0.689
MAGEA10	-4.252
WFS1	1.34225
CC2D1B	-0.7625
PABPN1	-0.39925
SLC25A30	0.30875
SLCO1C1	0.656
SLC22A5	0.47075
KIF23	-4.89733333333333
SYN2	1.05216666666667
ASPN	7.01316666666667
CENTG2	-0.18675
QSOX2	-1.6595
FLJ10815	-0.768166666666667
STK24	-0.0491875
SPEG	0.8092
STK10	0.128166666666667
DACT2	1.415
AAAS	-1.30725
SSX3	-1.62075
ABCD3	0.3715
C4orf12	1.936
PARVG	-0.102666666666667
FIG4	0.70625
C9orf46	1.3515
TMCO6	-0.3185
IGHMBP2	-1.322
DUS2L	-1.137
FAM3C	0.2913125
TMEM16D	-0.986125
DCTN4	0.56275
KCNH3	0.824
EIF2AK2	-0.66575
AP1S3	-0.970125
CST4	-0.59
PAM	1.4516875
NUTF2	-0.861
CITED2	2.1362
SLC39A4	-1.41675
C2orf52	-0.833
GRM3	0.0295000000000001
C12orf49	0.20625
CCDC49	-0.3829
GRAMD1B	-1.449125
FNDC4	2.0395
SIAH2	-1.168125
GDPD4	-0.488666666666667
C21orf87	0.3935
ATP5A1	-0.0458333333333333
C16orf63	-0.5005
LOC388135	-0.848333333333333
ATP5J2	-0.8065
MMP3	-4.1935
EMID2	-0.82225
CRHR1	0.38875
WDR70	-0.207
C13orf31	1.08075
ZFAND1	0.638
CCL18	4.98366666666667
C3orf49	0.332
RINT1	-1.6075
KIAA0408	-0.309666666666667
F13A1	6.0464
SLC10A1	0.1435
OGN	5.75975
GIPC2	1.30466666666667
XPO6	-1.21633333333333
LCE1A	0.2935
FMR1	-0.0308
LOC374920	0.6505
DUSP3	0.27225
ANKMY1	-0.51575
C7orf50	-0.333
BBS9	0.096
UNC119B	-0.036125
C9orf72	0.62875
MGC35440	-0.924
ENTPD6	-0.194375
PPP1R2P9	0.217
ERCC4	-0.69725
FAHD2B	0.3215
HMHA1	-0.6825
HACL1	0.145
RAD23A	-1.058
FAM83B	-1.4505
PPP5C	-1.20466666666667
RNASEH2C	-0.2635
C9orf153	-0.499
SCAMP4	0.010375
GHITM	0.9232
NDUFB7	0.23725
ADCYAP1	0.2535
SP110	1.39683333333333
MAP3K7IP2	1.12275
DHH	0.313
AGRN	-0.140428571428571
WDR33	0.336666666666667
CEP290	-1.15416666666667
PRPS1L1	-2.42966666666667
KLRA1	-0.7395
GPR97	0.553
CHD7	-1.39891666666667
TLR10	1.89875
SLC30A8	-0.658
HIC1	1.53733333333333
IAPP	-0.455
RXFP4	0.37025
GP1BB	0.879
SHQ1	-0.5025
NKX2-3	0.277333333333333
API5	-0.618
FTHP1	0.829
MOV10L1	1.50366666666667
TRIM6-TRIM34	1.33166666666667
ADHFE1	2.9185
FAM117A	0.326
DDI1	-0.0921666666666667
CDON	0.427666666666667
TRIM73	-0.8335
IGKC	4.834
MMP14	-0.760333333333333
DYNC1LI1	-0.533125
C11orf66	0.2485
TRBV3-1	-1.50866666666667
FASTKD5	-0.11725
BIVM	-1.24675
LHX4	-0.575333333333333
CXCL2	4.1382
RAB2B	-0.411166666666667
IZUMO1	-1.05
MAP3K15	-0.840125
FAM19A2	0.8205
ZC3H8	-0.397666666666667
ZMAT1	2.0385
SPINK5L3	-3.43475
SLC10A6	1.3615
APPL2	0.281125
CARD10	0.0833333333333333
LOC402176	0.59275
EEF1D	0.6707
RAB6A	-0.0515
C12orf5	-0.926
PAPOLG	0.53025
MSRB2	1.0755
BCR	0.357277777777778
PUS3	0.30725
TIAM2	0.4935
ZNF317	-0.231
CHD2	0.0400714285714286
FZD5	-0.181318181818182
NUDT8	-0.6405
ZNF763	-0.268
PRC1	-4.12066666666667
ABCB9	0.085
SPATA3	0.0496666666666667
TRAK2	0.670375
STAB1	3.3485
LRRTM2	1.46283333333333
psiTPTE22	0.6685
DBI	1.19575
SERPINA11	-2.2545
NAT5	0.22325
C20orf58	-1.784
RPS6KA4	0.312333333333333
FLJ90650	3.756
TGFBRAP1	-0.5005
CHRDL2	2.17975
FAHD2A	0.210333333333333
CNTN1	0.495
BBS4	-0.5273
TMEM181	-0.1475
MINPP1	-0.742
MPHOSPH6	0.474166666666667
HOXC10	-0.9008
ITPKB	0.46125
CLPTM1L	0.203625
MEOX2	2.86883333333333
ATP6V0C	-0.40525
PRPF8	-0.166666666666667
TMC5	2.92125
FKBP3	-0.63325
PLEKHB2	-1.573
OR4D6	0.8165
ZNF544	-0.6267
D2HGDH	-0.353125
RPL18A	0.1732
HEL308	0.704875
MPP6	-2.26775
TCERG1	-1.45175
KRT16	1.757
KLF17	-1.13025
KLF5	1.721875
CDR1	5.483875
VCX3A	-2.8255
FBLN2	3.437375
C14orf104	-0.47325
HBE1	-4.83
OR4S2	0.549
C1orf108	-0.608166666666667
ROBO4	4.68333333333333
CPEB4	0.674125
C11orf80	-1.216
BCKDHA	0.349666666666667
MYOC	5.9675
GIF	0.8685
CKMT1A	0.49
RPL3	1.3445
THBS1	1.68225
APOO	-1.6795
ARMCX1	2.3305
HSZFP36	0.25925
SNAPC5	-0.328
EIF4ENIF1	1.323
ZNF433	-0.60625
TNFRSF21	-0.376125
TMPRSS7	0.298
SPATA18	1.3729
HPDL	-2.4545
MKL2	2.1809
TBX3	0.759846153846154
C21orf93	0.298833333333333
DAXX	-0.84425
ELMO1	0.77125
RGS13	2.76766666666667
TAF11	-0.88275
UNC13A	-2.784875
LOC653314	0.2275
ORC3L	-0.093
IMAA	-2.8475
TARBP2	-0.784
CABIN1	-1.1471
TRIOBP	0.31475
HIST1H2AC	-0.740875
RGS22	0.868166666666667
NCOA1	1.44416666666667
IL25	1.753
SNCG	2.6085
GPR6	0.332
AMDHD1	-1.14616666666667
CHEK2	-1.04
C6orf142	1.396
DRD4	0.0165
C14orf68	-1.11925
GDF11	-2.37825
SEMG2	0.9005
CD247	-1.11625
CDAN1	-1.07725
RBMX2	0.108666666666667
TGS1	-0.94025
OIT3	-0.5035
SYF2	1.17425
MCM4	-3.803375
PKHD1L1	2.327625
CEP192	-0.7145
IFT88	0.346
RPL9	1.41471428571429
RAB32	0.875375
DDX43	-0.9815
P2RX2	0.264666666666667
OR5D18	1.151
UBE1	-0.904916666666667
SLC24A1	1.11825
ARHGAP5	-0.747
CETP	2.66
KIAA1731	-2.213
SLC9A4	0.636
PTPN6	0.146
BAHD1	0.0905
GRIK3	-0.9685
CACNB2	0.0662
PDE10A	-0.61525
DGCR14	-0.09775
PCDHB9	-0.433666666666667
RHOQ	1.26833333333333
MAP3K4	0.08875
KTI12	-0.0276666666666667
RPL23AP13	0.81
GNG11	1.6625
CLCN3	-0.136666666666667
GPAM	2.00625
VSTM2A	1.581
SLAMF7	2.707
INTS2	-0.97875
PPP2CA	-0.385
LRP12	-0.648466666666667
SEC14L2	1.83077777777778
DKFZP586H2123	5.06325
MC3R	-0.327
CIRH1A	-1.26716666666667
HIST1H2AB	-0.723666666666667
POLH	-1.62675
MGC16703	-2.3265
SNAPC2	-0.212
FILIP1L	2.26725
RASGRP4	0.0825
LRRC1	1.33275
GAS1	2.2015
PRAC	-0.57025
DGKA	-0.8675
NT5C3	-0.41275
PEG3	-2.17191666666667
NADK	-1.305
PRR17	-0.3215
LOC374569	1.167
SGSH	0.192333333333333
NLRP8	-1.277
GALT	0.4615
MCF2	-0.8585
ZNF263	-0.336
TACSTD1	-0.2695
TYR	-6.2112
ATP6AP2	0.177
RNUXA	0.0685
ABHD10	0.156
GDPD2	-0.87875
SLC35C1	0.463
UBE2A	0.316125
HERC5	0.200333333333333
FAM112B	-4.8555
FBXL16	-0.7205
DKFZP434A0131	-0.70975
ELA3A	-2.449
RBM41	-1.116125
HAO2	-0.66325
RNH1	0.401625
SHANK2	1.3355
OSBP2	-1.99285714285714
DAK	-1.0725
C3orf58	0.993333333333333
TCL1B	-1.996
KBTBD2	-0.093375
SUGT1L1	1.071
UBE2E2	0.746333333333333
MYL9	4.094125
CDC23	-0.769166666666667
PBXIP1	1.5863
CXorf40B	-0.1435
NBL1	1.179
RTBDN	0.2295
RAB11FIP5	0.360375
TTTY13	-0.1545
SCOTIN	-0.362916666666667
SOHLH1	-0.7838
CDKN1A	0.541428571428571
NCK1	0.96725
ZNF550	0.4835
SAPS3	0.25425
SPIN3	0.4225
MAGEE2	0.79725
MIS12	-0.1345
OR8H2	0.1925
KIAA0774	0.0626666666666667
UNC5D	-0.905
CUL7	-0.904333333333333
LIPC	-1.85733333333333
DIO1	-1.84675
C20orf11	-0.3946
CTRL	-0.638
HS3ST2	2.05075
PAK4	0.0903333333333333
CCRL1	5.7135
RNF10	-0.40075
ZNF567	0.72275
ZNF660	-0.8525
TCEAL3	1.02375
MAGOH	1.79466666666667
CENPB	-0.513666666666667
C19orf7	1.013125
LOC388965	0.72775
ZCCHC13	0.5545
JMJD1A	-0.7518
HIST1H4H	-2.148
TBRG1	0.0289
GPC3	-0.70675
TAF1C	-0.723875
EBNA1BP2	-0.903833333333333
CIAPIN1	-0.84825
PDGFRA	0.869722222222222
CSTB	-0.20725
CENPI	-4.03416666666667
GTF2E2	-0.3695
RPP21	-0.21375
CCNF	-2.436
KCNQ3	0.5565
FAM79A	1.41775
SLC22A12	0.2915
NOVA1	1.9315
FZD3	0.186
AKAP8	-0.96425
SOCS5	0.82625
CFDP1	-0.70925
DLG5	0.2715
PGM5	2.06341666666667
C1orf144	-0.156833333333333
HDAC10	-1.672
RND2	-0.329
C20orf199	0.079
RNMT	-0.54175
SLURP1	0.608
ASTN1	0.156
SH3BGR	2.26575
MYCL1	-1.181125
ZHX1	1.37783333333333
CENPK	-4.41225
FOSB	4.6067
LOC643406	0.2905
C2orf59	-0.69375
TMEM135	0.357375
SLC27A2	-1.23825
KRT33A	1.7355
OVOL1	1.048
PAMCI	0.692666666666667
S100A7	-0.781
ZNF789	-1.004
HARS2	-0.05925
RPL23A	-0.511333333333333
TCF23	0.20575
UPF3B	-1.50075
C17orf78	1.152
HLA-DOB	1.20633333333333
C14orf142	0.3335
TEKT5	0.579333333333333
DMWD	-0.021
POLD1	-2.5275
GSCL	0.42
CALD1	0.9206
SCRT1	0.5525
AIG1	1.7345
UNC84B	-0.37375
ZNF404	1.2265
TMED6	-1.4485
KIAA1462	0.343
LRRC27	1.55166666666667
PYGO1	-0.3875
PIGU	-0.902333333333333
ALAS2	-3.0575
WRNIP1	-0.148875
CNNM3	-0.76
ZNF2	0.6505
ST3GAL5	-0.306583333333333
MRPL23	-0.15925
TSSK6	-1.38975
PSMA6	-0.35925
C16orf70	-0.6755
KIAA1602	-0.1815
ALMS1	-0.413666666666667
DCN	5.059
TMEM132D	-1.49866666666667
SUCLG2	-0.07525
ABHD14A	0.96475
DEXI	0.243166666666667
AMPD2	-1.36583333333333
IFNAR2	-0.520333333333333
CYB5A	2.8759
TLOC1	1.20165
