Hybridization REF	TCGA-C8-A1HI-01A-11R-A137-07
ENSA	0.051
LOC219854	-0.1415
CKAP2	-2.0076
DKFZP564J102	0.301666666666667
MGC87315	-0.271
HNRPAB	-1.2935
AMH	-3.2035
ZNF526	0.548
BRUNOL5	0.1524
CACNG3	0.147666666666667
TRPM1	-2.7465
PPP2R1A	0.47925
COL2A1	0.3865
DDN	-0.0621666666666667
FLJ25770	1.83141666666667
HK2	-1.02778571428571
ELOVL6	-0.810375
MDK	-1.006
EPHX1	1.4575
RASSF2	0.16825
DKFZP434B0335	-0.9355
DLX3	0.77175
PRTN3	-0.70225
AVPR1A	0.4185
C21orf125	0.54075
TNFAIP8	-1.8495
GNB2L1	-0.63925
CALCRL	2.6795
SCGB2A2	7.54666666666667
UBXD7	-0.03175
ZNF674	-0.9425
TMEM35	0.493625
BRSK2	-0.6855
HECTD3	-0.066
TMEM188	0.135083333333333
LGALS9	1.7135
SCARB2	1.264
USP34	-0.421916666666667
C17orf28	4.0025
ZDHHC23	-0.5625
AQP12B	0.077
SLC16A3	-2.253
APLP2	1.322875
ITIH2	-5.47475
MICAL3	-0.845
TNNI3K	1.716
HDAC2	0.058
PRR7	-0.5644
THBS2	-0.44
LOC751071	-1.24583333333333
CA2	-1.79066666666667
RANBP17	1.1655
RLN3	0.65075
CRYZ	-0.775666666666667
GBAS	0.2765
TAS1R1	-0.068
MPZL3	1.8255
PCDH8	-1.1175
HSP90B1	-0.208416666666667
KCNK15	1.48
TNIP2	0.9765
GPR146	-0.25525
NOL6	0.1485
SPC25	-2.93611111111111
STEAP2	1.47407142857143
VAMP3	-0.0153333333333333
TCIRG1	-0.34475
ZP4	-0.162
PARL	0.1105
TRIM39	0.573166666666667
KIAA1305	0.90875
CRNN	0.371666666666667
GRN	0.2495
HSH2D	1.03275
SCAMP1	1.287125
KIAA1913	0.946
PTS	-0.58425
BANP	0.0918571428571429
PRKACG	0.15575
ADCY6	1.17133333333333
C16orf46	-0.0355
CYP51A1	-0.527625
DDC	-3.855
ANPEP	-1.2765
PROM1	0.603333333333333
SIGLEC10	2.49475
COPG	2.0295
FAM26E	1.616125
TRIP4	2.09875
SNX3	0.122333333333333
C1orf175	0.514833333333333
PPY2	0.11925
C14orf152	-0.00424999999999998
FTSJ1	-0.6165
DST	1.0868
LOC554235	0.329
GLRX5	0.126
C20orf12	0.9993
CAB39	0.205333333333333
MSH2	-1.5785
PIP4K2C	1.774625
CYLD	1.701
WTAP	0.2896875
MGAT4A	0.664777777777778
TSC22D4	-0.0848
CHRM2	-1.3575
PPYR1	0.2295
CCNH	-0.154
RRM1	-0.645
ECAT8	-3.6675
LOC400120	-0.333
GABRA4	0.832125
C14orf4	2.96033333333333
C1orf59	-0.3
CTDSPL	0.73125
NHEDC2	-1.382
PDE11A	-0.61925
KLHL29	0.68125
CD5	-1.2859
TSPAN9	1.3886875
WDR67	-1.587
THUMPD1	1.0776
C18orf17	-0.538
CLYBL	0.742
FLJ13231	-1.018875
CMBL	1.338125
LECT2	-1.088
NKAPL	3.56016666666667
LOC654780	0.9385
OR4C6	-0.5835
RAB30	0.758666666666667
TSSK4	-0.3635
TMEM163	1.3515
OSBPL11	0.402333333333333
GNB5	0.266166666666667
CCL21	0.826
C1orf121	-0.00383333333333334
FMO2	3.84083333333333
RPTN	0.019
MSTN	0.4705
VCL	-0.558214285714286
FYTTD1	-0.0745
C11orf1	0.0295
CCDC88C	-0.676125
HFE	-0.508111111111111
MOGAT1	-1.6505
FAM125B	1.01166666666667
IRGQ	0.289
RAVER2	-0.0285
AKAP5	0.7965
SSSCA1	-0.994
C11orf63	2.23025
ACTG2	2.7485
PORCN	-0.9605
DTL	-2.02490909090909
TMEM151	0.853
FAM122C	-1.02225
RSAD2	3.8016
BAT4	-0.401
KRTDAP	-0.568666666666667
MYH8	1.042125
CRTC3	1.4425
LRRFIP2	2.363
INTS4	-0.556333333333333
TTN	-2.95033333333333
SLC26A5	0.5715
PLLP	-1.13425
RGS6	-0.949
SRGAP3	1.042625
ZNF525	0.343
NBR2	-1.53116666666667
C13orf1	0.2906
ZNF137	0.8225
CEP27	-1.373
BEST2	0.048
RNF121	-0.09225
DMRTC2	2.353
C8orf76	-0.001
BCCIP	-0.75475
MEST	0.042
HTRA2	-0.4525
ANGPTL2	-0.99925
ILKAP	0.0416666666666667
ERAS	0.507
HBS1L	-0.807625
CPA5	0.295
TMEM30A	0.516166666666667
CD300LF	2.5525
WISP3	4.7565
CRK	0.523571428571429
PDS5A	-0.4284
BRPF3	1.00783333333333
NEDD9	-0.676
SMPDL3B	1.55075
PSG6	0.71225
PSMD13	0.42675
ETV5	-1.359
OR51A4	-0.127
BTBD7	0.572
GSTO1	-1.727375
hCG_16001	0.3305
MAD2L1BP	-0.221
COX6A2	0.519
SCNN1A	2.8775
LSM1	-0.803833333333333
UGT2B11	5.90425
IDUA	1.0395
PPP2R3C	-0.827
COX11	0.230333333333333
PDZK1	-0.843
ZNF443	0.236333333333333
MGC21874	1.79733333333333
ZNF323	3.1852
KRTAP10-10	0.507
CXCL6	0.8155
SLC34A2	4.0095
LOC284402	0.224
NPTN	1.76108333333333
UPP1	-2.29383333333333
SLC6A9	0.072
OR7G3	0.203
CISD1	-1.543
ZNF545	0.0363333333333333
SYT14	-1.4
NT5C3L	0.1745
ZNHIT3	-0.228
SNRPD3	-0.4385
KIAA0701	1.154875
UNC93B1	0.578666666666667
GMNN	-1.69325
SPCS2	0.451166666666667
LOC388524	-0.5415
NAPRT1	0.54275
PNLIPRP1	-0.85425
OR6V1	0.4705
PRKAB1	0.21925
EYA4	-3.78166666666667
KIF20A	-2.09375
ALG10	0.27875
ITPKC	1.0955
LMX1B	1.882
RPUSD4	-0.457333333333333
C7orf34	-0.338166666666667
DLGAP2	0.113375
PFN1	-0.7896
MICALL2	0.826083333333333
ZNF654	-0.502
SS18L1	-1.111875
SLC16A8	0.71725
MKI67IP	-0.417666666666667
ITGB3	0.204
TCEA3	3.37941666666667
CEP152	-2.8829375
CLIP1	0.4685
ZNF75	0.9895
ATP5C1	-0.928
NUDT5	-1.33283333333333
PSCDBP	0.0115
UBP1	0.01225
RBM27	0.49025
C13orf15	2.598
ZNF282	0.511833333333333
ZNF222	0.3167
COL10A1	5.1885
PRDM15	-0.944625
TTTY5	-0.403
FAM9C	-0.837666666666667
C20orf67	0.12
GNG13	1.0705
F12	0.6715
C1orf41	-1.2505
CPXCR1	0.11
GSK3A	0.651125
SUPT6H	0.171666666666667
PI16	0.249833333333333
ELL2	-0.847583333333334
C9orf167	-2.38933333333333
PVRL3	-2.2077
FLJ38596	-0.01
ADAM20	0.188
GPR89A	0.2075
GPR87	1.4825
ZNF30	1.469
SMR3B	6.07775
ZNF770	1.682125
TRPC4AP	-0.354833333333333
DKFZP686E2158	0.8665
C2orf28	-0.1305
FREM1	-0.346666666666667
LAMA4	-0.343666666666667
ADPRHL2	-0.07825
EIF4G2	1.16016666666667
GUCA1A	-0.094
CTNNA2	2.951375
NUDT15	-0.802333333333333
CEPT1	0.196333333333333
ZNFX1	0.8701
CCDC92	1.449
TDRD1	-3.337
KCNK5	-1.15983333333333
ETNK1	-0.244916666666667
LTA	0.311
TTPA	0.0724
B3GALNT2	-0.56975
SC65	-0.449666666666667
PEX5L	-2.069
EPS15L1	-0.22825
MGEA5	-0.68775
HIST1H3A	1.60075
ING1	0.273625
BCAT1	-3.9075
ORC6L	-3.30127272727273
KLK11	-4.79883333333333
C19orf28	-0.782875
DNER	-2.597875
MED22	-1.03328571428571
ETV6	0.482083333333333
CHAC2	-2.016
CD300E	0.523
CEBPB	0.807666666666667
ZNF398	-0.12725
LRCH3	-0.4285
HMGA1	-1.95733333333333
CAPN7	0.37
MGC5566	-3.34125
CCL3	3.20025
NANOS1	-0.998
ZFYVE19	0.4585
APITD1	-0.173666666666667
PARD3	0.86075
IRAK4	0.9335
SERPINI2	0.201
CEP170L	-1.3935
TTC9	2.55675
MYOM3	-0.2515
MLPH	1.90975
LOC222699	0.276
NRG1	-0.330083333333333
TBC1D9	3.92954545454545
TTK	-2.34433333333333
ZNF557	1.2067
DDX41	-0.1705
FANK1	1.613
UBE2D2	0.047625
PSMB10	-0.2555
MYH7B	0.0675
GABARAPL2	0.021875
MARVELD2	2.58166666666667
DGCR2	0.838333333333333
UNC45A	0.572666666666667
C6orf72	0.3895
ZNF683	4.68125
GIT2	0.094625
CASK	1.15816666666667
C14orf161	1.82566666666667
LRRC44	-0.2305
TIFA	0.502625
UTP11L	-0.373625
C6orf65	-0.92925
FDPS	0.04475
DUSP9	-1.7905
SLC17A8	-0.0851999999999999
OR51G1	0.312833333333333
NANS	-0.03325
OLFML1	1.764
ATP10B	-0.22775
NPAS3	0.6275
PRKCA	-2.6938
GGA2	0.3074375
LCE4A	0.509
SPANXN3	0.49875
CCDC115	1.26625
SDCCAG3	-1.3915
GLIPR1L1	0.02025
TTC1	0.506
C17orf76	-0.1965
MAD2L2	-1.3625
HIPK1	0.0507
LRRC3B	1.22666666666667
CLN3	-0.279
C17orf47	0.3945
FMN2	-2.266875
TUBB1	-2.0745
WAPAL	-0.235833333333333
C3orf21	-0.78025
SCN5A	0.2377
SMYD1	1.616
BEX5	2.637
ZNF192	-0.859
SEC22A	0.279833333333333
GRIA2	3.72235714285714
KIAA0825	-1.69675
NUSAP1	-2.09709090909091
LANCL1	-0.055375
C15orf40	-0.0207
ZNF645	0.237625
GPR61	0.34175
NLRP14	0.318
SNX21	0.2286
C1QTNF8	-0.194
C17orf46	0.4535
IFNA8	1.1735
SPRR1B	-2.9145
FLRT1	-1.23225
SNX17	-0.235666666666667
ASB2	-0.278
HBG1	-5.101
RPRML	-1.70525
JOSD2	0.276
PLSCR3	-0.209
SPOCD1	1.385
RAB39	-0.8135
GHRH	-0.106166666666667
ITIH5L	0.868
C17orf37	1.06775
SMCR8	0.68475
DPY19L2P3	-0.1295
IL11RA	0.989166666666667
GDF3	-4.25533333333333
RPS6KB1	1.28341666666667
DNAJC19	0.2017
TOP1	0.0835
CRCT1	-0.42525
MPST	-0.04025
DPM2	0.646125
FAM38B	-2.7605
SLC18A1	-2.29866666666667
FARP1	0.443
PAX7	0.216
TUBD1	0.5725
GNL3	0.002625
BTG2	1.0198
NDUFS6	-0.14375
C1orf79	-1.88375
ERAL1	-0.42725
ECHS1	0.72075
VPS4A	-0.474
CYP11A1	-0.5045
ABCC6	-1.13371428571429
PBX4	-2.3285
MOSC1	-0.066875
NCF4	0.16325
HYMAI	0.247
NAGPA	0.084125
OTOP2	0.469
ACOT12	0.50575
MTHFD2L	-0.274875
LOC441376	5.645
C19orf34	-1.6045
RAB1B	0.99225
ALDOAP2	0.282
NTRK1	-1.7195
ARTS-1	0.7567
SLC6A11	0.5995
NAP1L2	3.0415
CNGB1	-0.0106666666666667
EPB41L4B	-0.140166666666667
FAM134B	4.230875
HS3ST3A1	-2.02566666666667
CPXM2	4.9055
SIRPB2	0.243
CHORDC1	-0.231833333333333
TRIB3	-0.851666666666667
SLC2A5	0.51175
C2orf49	-0.826333333333333
DDX5	1.1755
OR5L1	0.8525
ANAPC4	-0.739166666666667
ZSWIM1	1.208375
LOC93622	1.033
KCNK3	0.0685
RP11-35N6.1	1.12225
ZFP161	0.5465
AQP9	2.0115
SLC15A2	1.48383333333333
MREG	0.5255
OR9I1	0.8295
PDLIM2	-0.205428571428571
ADAM7	0.3655
GSTCD	-0.732333333333333
WDR21A	0.015
SLC12A8	1.64966666666667
TMEM174	-0.04075
IGSF3	0.736416666666667
LRRN1	1.39625
LOC402117	0.08875
SRPK1	-1.72916666666667
LY6K	-1.6573125
NFIA	1.6275
PTCD3	-0.223
LEP	0.402
PCDH21	-0.876
MAPKAPK2	1.15678571428571
NMNAT1	-0.7565
LHFPL2	0.2115
C9orf43	1.5405
DIP2A	-0.502
ACTR8	-0.032625
CCDC34	-1.473
PTPN22	-1.29625
ITGA3	0.7475
FAM129C	-0.163
RABGGTA	0.884666666666667
UNC45B	0.472666666666667
KIAA1033	-0.061125
ZNF510	0.776666666666667
CYP2D6	-0.515
SLC26A10	-1.3695
STX8	0.25975
LUZP1	0.3845
WDR89	0.219166666666667
EIF4G3	-0.5925
C5AR1	0.58525
ZNF623	1.04
A2M	1.882
TGM7	-0.0915
GRPEL1	-0.143
LMNB2	-1.5422
ROCK2	-0.400666666666667
SNX16	0.448375
CCDC66	0.422
ANXA3	1.18
KIAA1609	-0.434375
EED	-1.194
RNF32	0.498833333333333
HES1	1.4098
CLC	0.549166666666667
ISL1	-1.762
KIAA0528	-0.615125
MANEA	0.215125
C1orf61	-2.249
hCG_2001000	0.297
RAPGEF6	-0.3351
KIAA0020	-0.898833333333333
NEIL1	0.8745
C16orf45	-0.845625
RBM10	0.162166666666667
C10orf125	-1.19225
MRS2L	-0.54575
DNAH17	-1.626625
C19orf10	-0.5755
C1orf160	0.332
SLFN12	0.612
EXOC3	-0.299833333333333
HIST3H3	1.06325
NCOR2	0.894666666666667
TNFRSF9	-0.83125
MFSD8	0.71675
ALX1	-4.269
NOL1	-1.026
PODN	3.2215
TIAL1	-1.13625
HIST1H1E	2.769
NPY6R	0.391
TM4SF4	-0.213
CORO2A	-0.70675
ETNK2	-0.549333333333333
APOE	1.1951
ANGPT4	-0.562
HDGF2	0.02875
G30	4.371
ST8SIA4	-0.486
F2RL1	-0.1355
FAM19A4	-1.351
CCAR1	-0.2365
B3GNT7	-0.00399999999999998
OPHN1	-0.1689
DSCR6	-1.3065
C21orf13	2.15283333333333
GAS2L1	0.294833333333333
RFX3	0.0131666666666667
COPS4	-0.1165
BCHE	-4.9365
BCL2	1.43125
HBZ	-3
ARL13B	-0.123875
MAPBPIP	1.719875
MYO15B	0.245875
SPZ1	0.365
KIAA1324	3.18844444444444
PLCL2	-0.940375
C4orf29	-0.64575
WDFY2	-0.91975
ZNF284	0.212
NAALADL1	1.0725
DUSP5	-0.243166666666667
PXDN	-0.089625
SLMO1	-1.2465
TNXB	0.2394
BIRC7	-0.80375
A4GALT	0.565833333333333
TIMM22	-0.0475
FAM110C	2.18575
TOMM34	-1.123875
ABHD9	0.0825
ADAM32	2.761
CRHBP	0.905
AQP2	0.56825
LOC130355	0.73775
ZNF187	0.644166666666667
ZNF816A	1.2885
F7	-0.888
CNOT1	-0.6086
SLC13A4	-0.88525
ZBTB11	0.15
B3GALT5	-0.559
EXOC2	1.35816666666667
IRS1	1.538
TMEM1	0.546833333333333
MRPL34	-0.324166666666667
SAMM50	-0.745
CDC42EP3	0.66675
HSF2	-0.4085
MFN2	0.13975
TSPAN7	-1.6465
NUCB1	0.663916666666667
RHOH	-1.55625
ARL16	-0.7005
TACR1	-0.577
SFRS5	-0.7435
SNX25	0.42
RHBDF1	1.30816666666667
PCDH18	2.18433333333333
HMG1L1	-1.26175
MYO5C	3.15375
MAPK10	0.033
LDHAL6A	-0.612333333333333
NUDT12	1.696
NCAM1	-0.4395
GLIS2	1.231
GGTL4	0.26325
DAPP1	-0.46475
ATF7	1.334875
KIAA0748	-1.83725
NFIL3	-1.3475
TM6SF1	0.4926
SEZ6	0.033875
NANOS3	-0.301
DNAJA3	0.582
CLDN6	-2.69
CIITA	2.6621
EPHA4	-1.23491666666667
FANCC	-0.18075
CMTM3	0.049875
PSG3	-0.113875
MRPL15	-0.30825
C21orf59	-0.71325
PLCXD2	-0.5685
C2orf34	-0.31125
UBE2L6	1.667875
MED14	-0.3855
HP1BP3	-0.8986
C6orf208	0.158
TPBG	0.95025
OSR2	0.890125
XPC	0.365166666666667
KLHL7	-0.939083333333333
CCR3	-0.626166666666667
AGTPBP1	-1.706
PCSK6	0.791333333333333
STAT5A	-1.8753
FAM18B	0.3175
LONRF2	-0.401166666666667
PTPN2	-1.009125
SF3A3	-1.15533333333333
EFCBP2	0.21325
HCFC1	-0.386666666666667
AHNAK	0.106
ACTR5	0.2755
KIF14	-3.14142857142857
TENC1	1.8635
HEATR5B	1.215
YIPF2	0.377166666666667
MYEOV2	1.62816666666667
DUSP18	0.92875
KIAA1012	-0.012
AHR	-0.366833333333333
C17orf53	-1.67966666666667
PTPRH	-3.653
ATP6V1C1	0.5502
TAS2R3	0.0365
LOC440356	-0.4845
COQ10B	1.15325
PSMF1	0.568666666666667
SORBS2	2.95433333333333
NFE2L2	-0.01225
TMCO7	-0.2565
SH3PXD2A	-0.7421
SH2D2A	-1.78975
SPINK5	1.76975
MRPS24	-0.50125
OPA3	0.310375
TRAF7	0.4575
C4orf35	-0.279833333333333
MT1G	-0.39375
MGC39545	0.638333333333333
HS1BP3	0.2283
OR2B2	0.1155
CHRM4	0.288
SFRP2	3.19925
RIC3	2.309
ART1	0.354
C6orf1	0.87275
DUS4L	-0.45925
C10orf104	-0.2205
TNFAIP6	2.18025
RTEL1	-0.59775
CCT4	-0.469
ZNF709	-0.35225
CHMP6	0.1195
UPP2	0.51525
CYP19A1	-1.462875
CD151	-0.925833333333333
NDUFA13	0.005
ARFRP1	-0.839833333333333
FAM26B	1.38025
CRYBA1	-2.514
MRPL41	0.443166666666667
NPFFR2	-0.20625
HRH2	0.343
SCAMP3	0.845333333333333
MTMR6	0.2047
MTG1	-1.737
UBTD1	0.589
CRABP1	-3.073
FLJ33790	-0.1599
KIAA1908	0.548333333333333
GPR158	2.1165
PACSIN3	0.495833333333333
OMD	4.45616666666667
CATSPER1	-0.749166666666667
HOXB8	0.085375
FBXO46	0.6405
OAS1	2.36633333333333
SVIL	0.649
PHB2	-1.3555
ADCY3	-1.086
NDRG2	1.7995
ERMAP	1.0484
APBA2	-1.73383333333333
IGSF9	2.35275
WNT6	-0.0799285714285715
MYCBPAP	3.16125
ATP2B2	-0.6071
CPVL	-1.2084
TRAM2	-0.9935
NOP5/NOP58	-0.6025
ZNRF4	0.46875
TLK1	0.443125
MTMR12	0.695571428571429
ZNF384	-0.321666666666667
FAM9B	-3.61475
RPN1	1.0095
PMVK	2.02575
EIF3D	-0.1519
SIX2	-0.3435
HPS1	0.378928571428571
RNF7	0.86975
PSKH2	0.9785
KCTD13	0.471
CSMD3	-0.7717
FBF1	0.049
IL8	-5.63725
SERPINB13	0.310818181818182
FBXL20	0.35375
BLR1	0.64125
SH2B1	0.0505
RFNG	-0.59575
RAB20	0.133
RBM7	-1.1705
POLR1A	-0.393
TMPRSS4	-1.99225
TAF9	-0.235125
TERF2	-0.187666666666667
TNFRSF1A	0.1655
ACADVL	-1.01816666666667
GTF2H5	0.5295
EDG8	1.1965
C9orf140	-1.039875
UST6	0.4325
ZBTB8OS	-1.0405
ZNF710	2.3155
GPR174	-1.8935
ATP6V0A2	-0.31725
KIAA0319L	-0.641083333333333
XKRX	0.809
DOPEY2	2.1303
SDHD	-0.506333333333333
SUMF1	1.84375
OSM	3.0125
OPN3	-0.27525
DAGLB	0.0958333333333333
PPFIBP1	-0.5869
TRIM63	-3.149
C10orf53	-0.2055
LYPD3	1.64016666666667
BCL7A	0.51675
AGER	-1.68266666666667
TCF19	-1.405125
SAT2	-0.1075
PFTK1	0.425
GABRE	-3.43125
C15orf38	2.302
FIS1	0.6945
KCNV2	-0.6475
CLPS	0.66825
PPCDC	-0.252625
FOXN2	-1.5635
NT5E	-2.7783
CD83	0.26375
IL18	0.876625
VPS16	0.32125
IGFBP2	1.76983333333333
NOTCH2	0.75825
SIGLEC1	3.411625
CD93	4.8225
SULF2	0.3825
CEP164	-0.52325
P53AIP1	1.36183333333333
TOR2A	0.258833333333333
ZNF136	0.13275
MGP	3.6384
CCDC144A	-0.2522
TRPC1	-0.599666666666667
SMS	-0.454833333333333
MAPK7	-0.389333333333333
RRAGC	0.47925
PARD6A	-0.183333333333333
NUB1	1.17516666666667
SYNGR4	-0.281
OR11H12	0.4335
WIF1	3.4405
GCH1	0.66375
OR11H4	0.5975
SLC44A5	-1.541
GPRIN2	1.0535
LOC401431	-0.66375
CPA4	-2.7309
MELK	-2.68333333333333
IL15RA	-0.3675
CUL3	1.026375
HMBOX1	-0.35725
PODXL	-1.91125
CCT6B	0.493166666666667
COMTD1	-1.12225
MUC20	0.420833333333333
GPX2	-2.375875
ITK	-1.949125
FBXL5	1.366
C13orf27	-2.0225
DEFA5	0.194
TRHDE	0.8675
MTP18	-1.5105
UQCRQ	0.6776
ITGB2	1.525
CSRP2BP	0.83525
TAS2R44	-0.3455
PHPT1	0.90475
FAM44C	-0.092
ERH	0.105
MPHOSPH1	-2.29666666666667
MORC1	-0.831
PARVB	-1.4625
LAMA1	-0.842833333333333
PGBD3	0.08175
GIMAP6	4.24625
AREG	1.59466666666667
LIPT1	0.4895
MGC99813	-1.4335
C1orf201	0.472
GRIN2A	-1.43233333333333
MAN2C1	-0.5235
NSUN5	-0.558
SF3B5	0.39525
MYC	-2.1440625
NRXN1	0.72625
ZNF18	0.47025
SPDYA	0.052125
SLC37A1	2.11
DECR2	1.183
ANKRD38	0.23825
SPTLC3	-0.23625
SUPT16H	-0.465625
DTWD2	0.3485
ULBP1	-0.0015
ZADH1	0.237333333333333
OIP5	-2.87075
IL10RB	0.0936666666666667
OTUB2	1.8615
VWA3A	1.2825
SPIC	-0.0466666666666667
OR6C4	0.408
PSCD4	0.467333333333333
DPY19L2P2	-1.211
TRAPPC6A	0.158166666666667
C21orf2	0.191166666666667
CEMP1	-0.57475
LIN7B	0.637
E2F7	-2.396
VCP	0.1065
LAMA3	1.89333333333333
BGN	1.5475
GPR160	1.5145
COCH	-4.70933333333333
GPR81	2.80533333333333
APOBEC3F	-1.4425
tcag7.1017	-0.8655
C1orf32	0.621
SCGB1D2	6.28025
FLJ43987	0.4465
C6orf170	0.87425
KLK9	0.6245
GPD1L	0.635375
VPS37B	0.44425
ATG3	-0.107166666666667
ADAMTS17	0.0845
KLHDC2	0.0761666666666667
NDUFV2	-0.10225
BLK	-3.031
MATN4	-1.9865
GPM6A	3.081125
GBP4	3.12433333333333
TMEM162	0.0215
PKP2	-1.6715
HRASLS	1.52733333333333
MMP1	-5.33675
SFXN3	-0.387
FSD1	-2.27516666666667
ST6GALNAC3	-2.417
CA12	3.2352
NCOA6	0.5795
C19orf58	0.0692
PPP4R1	-0.109
MAN1A2	0.514
IKBKAP	-1.0925
UPF1	0.327833333333333
KIAA1219	0.88525
WNT16	0.379833333333333
SNW1	0.70475
IL18RAP	2.5065
RPP30	-0.8435
CDC40	0.396428571428572
SETD3	0.646333333333333
SLAMF6	0.30275
ELK4	-0.566
TRIM47	0.165333333333333
ACOX3	0.923875
TRIM6	0.34625
KIAA0372	-0.423166666666667
TP53AP1	1.1895
SMURF2	1.13775
ADAD1	0.40325
EBP	-0.8279
KRTAP13-2	-0.683
FLJ36874	-1.20666666666667
TOR1A	0.102
P2RY4	0.4945
GPBP1	0.67775
TRPV1	-0.365125
ADAMTS12	-0.0986666666666667
PES1	-0.4389
ATG4A	1.37983333333333
MAGEA10	-4.62925
WFS1	0.809
CC2D1B	-0.0516666666666667
PABPN1	-0.52625
SLC25A30	-0.0095
SLCO1C1	0.214
SLC22A5	1.957
KIF23	-2.321
SYN2	0.412333333333333
ASPN	7.54433333333333
CENTG2	-0.072
QSOX2	-1.4331
FLJ10815	-0.517
STK24	0.2
SPEG	0.0252
STK10	-0.0851666666666667
DACT2	0.7665
AAAS	-0.51425
SSX3	-1.95925
ABCD3	0.0842
C4orf12	0.89575
PARVG	0.568166666666667
FIG4	0.49675
C9orf46	0.70775
TMCO6	-0.786
IGHMBP2	0.0305
DUS2L	-0.721166666666667
FAM3C	-0.2
TMEM16D	-1.729125
DCTN4	1.226
KCNH3	0.70875
EIF2AK2	0.81725
AP1S3	-0.193
CST4	1.829
PAM	0.347625
NUTF2	-0.695
CITED2	-0.3559
SLC39A4	0.423
C2orf52	-1.9635
GRM3	-0.5085
C12orf49	1.079625
CCDC49	-0.289
GRAMD1B	-1.663375
FNDC4	0.70475
SIAH2	1.082875
GDPD4	0.15125
C21orf87	0.39825
ATP5A1	-0.494
C16orf63	0.07275
LOC388135	0.820833333333333
ATP5J2	-0.233125
MMP3	-1.23575
EMID2	-0.18825
CRHR1	0.46125
WDR70	-0.625
C13orf31	1.25875
ZFAND1	-0.11525
CCL18	4.94916666666667
C3orf49	0.181
RINT1	-0.5055
KIAA0408	-1.9805
F13A1	4.6144
SLC10A1	-0.119
OGN	2.09
GIPC2	-0.872
XPO6	-0.175
LCE1A	0.55
FMR1	0.3388
LOC374920	-0.03475
DUSP3	0.62075
ANKMY1	0.93425
C7orf50	0.2255
BBS9	-0.1083
UNC119B	-0.218375
C9orf72	0.05125
MGC35440	-0.59575
ENTPD6	0.468625
PPP1R2P9	-0.34525
ERCC4	0.41675
FAHD2B	-0.464
HMHA1	-0.349
HACL1	-0.6275
RAD23A	-1.05733333333333
FAM83B	0.35125
PPP5C	-0.187333333333333
RNASEH2C	-1.026125
C9orf153	-1.056
SCAMP4	0.806125
GHITM	0.6704
NDUFB7	0.336375
ADCYAP1	-0.447166666666667
SP110	2.17933333333333
MAP3K7IP2	0.50175
DHH	0.294
AGRN	0.699642857142857
WDR33	0.876666666666667
CEP290	-0.651333333333333
PRPS1L1	-1.62016666666667
KLRA1	-0.975
GPR97	-0.174
CHD7	-1.41916666666667
TLR10	1.44025
SLC30A8	2.3955
HIC1	0.893666666666667
IAPP	-0.222
RXFP4	0.24025
GP1BB	0.50325
SHQ1	1.1575
NKX2-3	0.179666666666667
API5	-0.17975
FTHP1	0.3465
MOV10L1	0.316833333333333
TRIM6-TRIM34	1.39866666666667
ADHFE1	-0.12225
FAM117A	0.62175
DDI1	0.140833333333333
CDON	-0.319333333333333
TRIM73	-1.0385
IGKC	5.2705
MMP14	-0.428416666666667
DYNC1LI1	0.41475
C11orf66	-0.16125
TRBV3-1	-1.73075
FASTKD5	0.5755
BIVM	-1.16
LHX4	-0.6405
CXCL2	-1.2446
RAB2B	-0.723
IZUMO1	-1.13933333333333
MAP3K15	-1.1775
FAM19A2	0.482166666666667
ZC3H8	-0.0295
ZMAT1	1.375625
SPINK5L3	-2.63725
SLC10A6	-0.186
APPL2	-0.206125
CARD10	-0.0958333333333333
LOC402176	-1.558625
EEF1D	0.682
RAB6A	0.2585
C12orf5	-0.56175
PAPOLG	0.4925
MSRB2	0.48775
BCR	0.312944444444444
PUS3	-0.39975
TIAM2	0.79
ZNF317	0.3865
CHD2	-0.214428571428571
FZD5	-1.35263636363636
NUDT8	-1.79875
ZNF763	-0.5335
PRC1	-2.59188888888889
ABCB9	1.3985
SPATA3	0.09575
TRAK2	0.738625
STAB1	2.722
LRRTM2	0.883
psiTPTE22	0.4645
DBI	0.872
SERPINA11	-0.9985
NAT5	0.5745
C20orf58	-2.16875
RPS6KA4	-0.243166666666667
FLJ90650	-0.65975
TGFBRAP1	0.015
CHRDL2	-1.013375
FAHD2A	-1.0635
CNTN1	1.53
BBS4	0.134
TMEM181	0.70925
MINPP1	-0.42925
MPHOSPH6	-0.957916666666667
HOXC10	2.6074
ITPKB	0.294625
CLPTM1L	0.5015
MEOX2	0.574
ATP6V0C	1.341125
PRPF8	-0.344166666666667
TMC5	2.42975
FKBP3	-0.1205
PLEKHB2	-0.29725
OR4D6	0.3685
ZNF544	-0.9688
D2HGDH	-0.67325
RPL18A	-1.3518
HEL308	0.022625
MPP6	-2.36325
TCERG1	-1.367
KRT16	0.119
KLF17	-2.04275
KLF5	-0.174875
CDR1	1.94425
VCX3A	-4.7625
FBLN2	2.256375
C14orf104	-0.0755
HBE1	-5.0981
OR4S2	-0.082
C1orf108	-0.581
ROBO4	3.329
CPEB4	1.10175
C11orf80	-0.427833333333333
BCKDHA	0.412833333333333
MYOC	0.7795
GIF	-0.4625
CKMT1A	2.1315
RPL3	0.1499
THBS1	2.938375
APOO	-0.05525
ARMCX1	1.3945
HSZFP36	0.81525
