Hybridization REF	TCGA-E2-A14Y-01A-21R-A12D-07
MGC29891	1.19383333333333
HSPB8	2.5232
PRDM14	-2.363
NUFIP2	1.93825
MNAT1	-0.02475
ZDHHC2	1.01383333333333
MBNL2	0.003375
ADD3	-0.482625
CSNK2A1P	-0.54875
KLK6	4.48033333333333
TMEM111	0.2227
KIAA1279	-1.1015
NUBP2	-0.0428333333333333
RAB42	-0.47825
ID3	0.777
TM9SF1	-0.12125
MDP-1	-0.79
POU4F2	0.3375
IQCK	0.0995
C16orf14	-0.149
CAPN3	-1.281
FAM43B	-0.0395
RECQL	-1.13125
AP1G1	-1.0095
CTNNBL1	-0.815666666666667
ECHDC1	-2.74166666666667
SMARCC1	-0.0409
FOXQ1	0.351625
GNAI3	-0.0198333333333333
POLG2	-1.51825
CD4	0.938125
ITLN1	0.346
EBI2	2.94725
IRF1	0.62625
PTPRE	1.2217
PTK2B	-0.8245
NXNL2	-1.999
SOX4	1.55311111111111
TSPAN3	-0.000166666666666666
SH2D1A	-3.637
C8orf58	-0.573666666666667
USP20	-0.4135
DUSP22	-0.190583333333333
CALB1	-1.17783333333333
L3MBTL2	0.915666666666667
MCRS1	-0.07425
TMEM118	-1.60583333333333
C18orf8	0.466166666666667
FLJ10241	-0.034125
GJA12	0.75725
PKD1	-0.455
ZFP3	-0.017
JAM3	-2.11275
LAPTM4A	1.606
DIRC2	0.19375
KIAA2022	2.1775
MYOM1	-0.299333333333333
TRPM8	-2.391
MOP-1	2.33025
PHKG2	-0.0145
ZNF650	-0.4985
KIAA1522	1.08225
PSG8	-1.383
DDX19B	-1.213
MOBKL1B	-0.05175
DIAPH2	0.183916666666667
PTPN12	-0.1275
CLN8	-1.2803
CRYZL1	-0.544666666666667
CRY2	-0.222083333333333
FCGR2B	2.277
PNPLA4	-0.724625
ZNF454	-1.9845
DKFZp434B1231	0.23
CLDN11	0.6191
RFWD2	0.4675
CIB2	-0.337833333333333
MXRA8	1.82025
HRK	2.276125
MAML2	-0.303
C4orf31	-2.14575
C6orf192	0.60875
COG6	-0.50275
FAM5B	0.2315
NFATC1	0.1354
SEPT10	0.6975
SCYL1	-0.0179
RPP40	0.024
SCOC	0.4554
KIAA1450	-0.34475
CTDSPL2	0.09875
TBX5	0.878
NAPG	0.377875
RHD	-4.18275
C14orf45	0.479
ZBTB22	0.598
PLCG1	-0.847
ANKRD10	-1.296375
AQP7P2	-0.0905
TAGLN2	1.0515
HTR2C	-0.723833333333333
SLC16A7	-0.918833333333333
C17orf83	0.58525
TSGA14	-0.1035
MDH1	0.0595
PPP3R2	-0.049
DCBLD2	-1.19621428571429
RBM33	-0.27775
DPH3	-0.6085
SYT10	-0.829666666666667
FMO4	1.195
THYN1	-0.951
DRD5	-0.959
OTOR	0.468
PGRMC2	0.8251
KATNAL1	-1.405375
PAQR6	-1.03275
UBE2I	-1.25125
C14orf28	-0.25475
C8orf70	0.277
FLYWCH1	-0.256
ANGPTL3	-1.03233333333333
GLRX2	0.6585
ATP11A	-0.0660714285714286
ARL5B	0.559875
MUC16	-0.1665
SLC25A5	0.414571428571429
ACRC	-1.2575
MYO1C	-0.936375
FAM89B	1.49083333333333
FAS	-0.002
KIFAP3	0.8205
GLRA2	0.4105
BTN3A2	-0.9626
CNKSR3	0.998
CSTF3	0.419833333333333
ARPM1	0.38775
KIAA1530	0.643
C9orf150	2.161
PRKCI	-0.25075
tcag7.1015	-0.38925
SOD3	-1.028
ZNF574	0.8045
CYP21A2	-0.17625
RPL12	0.07
COMMD2	-0.51325
WIZ	0.2955
LOC344405	-2.43825
ALDH4A1	0.0370588235294118
CRYAB	4.211
COPA	-0.000500000000000008
PCDHGA7	0.877
KIF11	-0.01375
RASD2	1.4335
SLC26A3	0.2125
ZNF175	-1.7965
JAKMIP2	-2.43575
C8orf4	-0.1865
PTHLH	3.32125
SLC40A1	-1.30591666666667
OR7D4	0.680666666666667
PCDHB17	-1.5945
CD36	3.33671428571429
C6orf203	1.0872
PRKG2	0.274
LOC400566	-0.73575
ANAPC13	-0.9055
SLCO3A1	0.58775
ZNF692	-1.3415
FANCL	-0.3425
SH3GLB1	0.00775
C12orf61	0.245
KBTBD6	-0.49925
SUPT5H	0.33725
XRCC6	0.2923
HUS1B	0.8522
FAM133B	-0.501071428571429
LOC728276	-0.811
KCTD18	-0.179
SOS2	0.821666666666667
CCDC99	-1.44875
C1QTNF5	3.001
NNAT	0.1135
USP16	0.0775
LARS	-0.5375
ZBTB2	0.090125
ABO	0.311666666666667
TRAF3	0.479
GALNT5	-2.7885
NAP5	0.357375
ALG14	0.196833333333333
KIAA0515	0.316346153846154
WDR75	-0.736
TEX261	0.297833333333333
LY86	0.17125
LOC389072	-1.099
FLJ13611	0.04825
MRGPRX2	0.514
SNRPA	-0.918125
OR2G2	1.461
GPRASP2	-1.68575
C7orf42	0.00540000000000001
C9orf163	0.3925
CYP11B2	0.216
FCRL3	1.098
PRDX1	0.1495
FGB	-3.50866666666667
COX17	0.947166666666667
C16orf33	-0.5565
PIWIL1	-0.100333333333333
FOLR1	-1.18566666666667
KIAA0082	0.06775
FREQ	0.790166666666667
TMCC2	1.26066666666667
TCF12	-0.15075
ZNF721	-0.024
FAM130A2	0.4675
POU4F1	-2.08825
SNRPF	0.288
SGIP1	0.5605
ZNF641	0.924666666666667
EMG1	-0.129625
PRRG4	2.076
HIRA	-1.05125
MYNN	-0.0628333333333333
AEBP2	-0.149166666666667
TBXA2R	0.5375
ISL2	-1.189
PCDHB11	0.6615
RNF144A	-0.3505
MARCH5	0.421125
DULLARD	-0.694833333333333
DCLRE1B	-1.63233333333333
ITGA8	-1.072
TP73	0.41375
PRKCD	1.219
NDUFB4	0.45925
ATP13A4	1.439375
ANTXR2	-1.61716666666667
COL4A3	-1.23333333333333
MYO10	0.8464
SLC6A18	1.1655
PEX1	-0.5155
TMEM74	-1.21666666666667
RBM19	0.76675
TAPBP	0.8313
RUNX1	1.499125
MID1	0.251583333333333
GPR64	-1.41566666666667
RASEF	2.54475
GABRG1	-0.022
MYO16	-2.51225
DBF4	-1.42566666666667
TSHZ2	0.57125
RIPK2	1.088375
PPTC7	0.574166666666667
KIF4B	-0.0555
LRRC31	0.17875
ZNF540	-0.59325
EFNB3	0.1065
LOH12CR1	1.1395
STON2	1.09833333333333
GLP1R	0.65
CSTF2T	0.47775
IREB2	-0.462125
GRSF1	0.037
PDCD7	-1.08916666666667
LRRC43	-0.3265
CNR1	-0.286833333333333
IL1F7	0.1545
C12orf64	-0.804
FAM69B	-1.5165
NR2E1	-1.78183333333333
MS4A6A	1.8295
FTL	-1.2259
C7orf36	-0.452
PCLO	1.5615
DYRK2	0.633083333333333
ARIH2	0.097
SAMD7	0.3555
SCNN1D	-0.55025
SLC32A1	-0.513571428571429
C22orf25	-0.592
MRPS18A	0.8791
GPR112	0.266
EARS2	-0.581
ERN2	1.2235
ATPBD3	1.274
PRH2	0.644
CDKN2D	1.14116666666667
PGLYRP2	-0.252
TRIM40	0.52875
SEC14L3	-0.676333333333333
SLC22A1	0.15425
BTN2A3	-0.4845
RASA4	-0.30025
CCNL2	-0.870916666666667
MYBPC3	0.9145
GJA4	3.10775
CDC42SE1	1.192375
TRPV2	-1.5035
MYPN	-3.1125
SIM1	0.5025
CDADC1	0.205833333333333
ZFHX4	1.78275
NIBP	1.10666666666667
ADAMTS19	-2.488
ABTB2	1.51175
TSPYL2	-1.624
EIF2S3	-0.1571
SOX30	0.946
AP2A1	-0.383666666666667
DKFZP564O0523	-0.437666666666667
LOC285398	-0.046
CDH18	-3.54625
CHL1	5.169375
GATS	-1.0029
TBC1D2B	-0.309333333333333
OR1J1	0.176
GSN	1.35216666666667
DPCR1	0.141375
GARNL4	-1.502
SMARCA5	-0.421
PLEKHG3	1.40183333333333
ZBTB45	0.9325
FRMD6	-0.421666666666667
PLS1	0.0875
DGKZ	0.634666666666667
EFNA1	1.6318
WDR85	-0.381625
ANK2	-0.4135
PAGE4	-1.46533333333333
SENP6	0.0518333333333333
AKR7A2	-0.733333333333333
FKBP10	-2.3705
VEGFC	-1.6935
LARP1	0.052125
SRBD1	-0.46025
ITGB6	4.0385
SLC1A2	-1.60642857142857
INVS	-0.708833333333333
MPO	0.484
MOBKL3	0.1527
CUTL2	-2.11975
KLK2	0.304333333333333
VIM	-2.83625
REG1B	0.123333333333333
PCDHGC4	1.21175
C3orf34	-1.92716666666667
SUMO3	0.0668333333333333
CST9L	-0.995
MLL4	0.0785
SPR	0.507
SAMD9L	1.01825
ABCE1	0.00475
SUPT3H	-0.837666666666667
ACTBL1	-3.1555
ADAMTS4	1.07366666666667
SLIT3	3.26175
RHEBL1	-0.607
NPM2	-1.148
MAN1C1	-1.54375
KIAA1856	1.292
HSPA6	3.144
LOC388152	-0.467
C10orf140	-1.99225
ZDHHC12	1.024
LIN7A	-1.4427
PHC2	-0.09825
SPHK1	0.50325
TRIM26	0.623
FAM83E	1.323
C18orf24	-0.053
ZNF578	-0.133333333333333
ORAI1	0.833
RUVBL1	0.273916666666667
C7orf20	-0.2915
APAF1	-1.0885
SLC36A4	0.123666666666667
MYH11	4.13033333333333
NEK1	0.2119
MPP2	-1.260375
C12orf24	-2.665
TNK2	0.7776875
ZNF289	-0.52625
MATN3	-3.866
IFNGR2	2.0705
ITPR1	-0.105625
EBF3	1.4853
TBC1D20	0.1036
OR10P1	0.81725
DDAH2	1.218
SHPRH	-0.758625
STX7	0.414
LOC554248	-0.94725
BCAR1	-0.47325
ATXN3	0.0599166666666667
TRIM27	-0.72475
CDC42EP2	0.5395
CHP	1.4365
SOX17	2.695125
ZNF259	-0.0795
CHCHD1	1.20975
ZDHHC19	0.851
GBP2	2.0915
GARNL3	-1.39875
MRC2	1.085
C1orf52	-0.67125
AOF2	-0.347166666666667
LRPPRC	0.5164
ACVR1C	0.956166666666666
TM4SF18	1.76916666666667
TMEM169	-1.49066666666667
PPP1R16A	0.8955
EBF1	-0.692833333333333
RRS1	0.380833333333333
SNX2	-1.00625
OR2T2	0.643
RBX1	-0.059
ANKRD54	1.14166666666667
TSNAX	0.362
TMEM83	-1.8285
ZBTB7A	0.1985
ATM	-2.0925
LOC338328	1.083
TIE1	0.975166666666667
HIST1H3G	-0.00766666666666667
PASD1	-3.56483333333333
TINAG	1.18275
PCDHAC2	-0.596
LRRC15	-0.512625
WBSCR17	-0.829
TFF2	0.472
PARP2	-0.4925
NDFIP2	0.421625
PCDHGB2	-0.1445
WDR60	-1.137
MAP7D2	-2.0993
USP45	-0.88425
GSDML	-1.3215
TNS1	-0.00860000000000002
PLCD4	-1.838
IQCD	0.476833333333333
SMPX	-0.35675
CD9	0.609166666666667
SRGN	0.93025
CASP7	0.617875
INOC1	0.2295
DKFZp451M2119	-2.112875
VMAC	-0.3005
USP53	0.599
CAMK1G	-0.294875
TMEM106A	-1.08766666666667
CDC20	0.2986
ACSL5	-0.852166666666667
CBWD5	-1.25725
C1orf87	-1.4315
KIAA1274	-0.33425
PRUNE2	-2.50221428571429
LYPLA2	0.291166666666667
DOK6	-2.47866666666667
GPR149	-0.314
FAM30A	2.3025
TMEM129	0.17075
SLC35B3	-0.00975
ACPP	0.2011
LOC200261	-1.947
SLC4A7	-0.6922
CCDC40	-0.283
GART	-0.399125
THOP1	-1.385
SCARB1	-0.044375
CACNA1F	0.0475
TRIAP1	0.187666666666667
SYT14L	-0.2925
SFRS8	-0.418833333333333
PBOV1	0.302
GOLSYN	1.1715
GJB7	5.1695
CAMK2N1	-0.699333333333333
GREM1	3.56825
FLJ20433	0.016
QPCT	-0.829375
PRKAG2	2.58416666666667
H2AFX	-0.31025
C6orf154	0.4025
PLOD3	-2.3495
ZBTB39	-1.0655
WASF3	-1.13291666666667
DRG1	-0.54775
PRR4	0.3655
SPCS1	-0.6885
KDELR3	-0.0735
SRP19	-0.0353333333333333
GABRA6	0.00624999999999997
MFSD1	-0.593
MMEL1	0.06375
PDXDC2	-0.7537
BUB1	-1.35477777777778
RNF138	-0.514375
MYLPF	-0.300333333333333
AIF1	-0.600833333333333
DYNLRB1	0.5461
HCN3	-0.7615
HIST1H2AI	0.3135
MAP4K5	0.210416666666667
LASP1	2.393875
LOC130951	-0.498
PLAA	0.249875
KRT6A	4.292
C6orf117	-1.758375
ARHGAP23	3.1615
PTF1A	-0.048
GPHA2	-0.37
LCE3B	1.67875
MCL1	0.744928571428571
EHBP1	0.13225
PRNP	0.3469375
ZSCAN1	0.493
C1orf113	1.39233333333333
FOXA3	-2.369875
NEB	0.14075
ASGR1	-4.21366666666667
CTGF	1.35383333333333
RAB17	-1.68316666666667
MST101	-1.0555
JARID1B	1.2622
USP37	-0.000899999999999995
PTBP1	-0.4035
PTPN7	-0.847666666666667
CDC7	-1.17666666666667
SNX7	-0.6635
ZNF335	0.44575
CPT2	-0.243
HEATR1	-0.0335
HSPC152	0.056375
C5orf40	0.41475
PSME1	0.0903333333333333
STAG3	-1.636
TMEM154	2.3755
KLHL32	-0.656833333333333
TSGA10IP	-0.999
SUV420H2	-0.604166666666667
SF1	-1.459
2'-PDE	0.5599375
PNLIPRP2	-1.717
TRSPAP1	-0.114083333333333
NUP210	-0.831333333333333
ANP32C	-0.307166666666667
RAB11B	0.1445
ASB15	0.227
ITGB3BP	-1.0835
UBASH3A	-2.07475
YWHAB	-0.033
TPRX1	-0.00725000000000001
LY6G5C	-0.168125
SLC7A2	-1.8105
CLK1	0.4522
HSD3B7	-0.337666666666667
VDR	2.83775
C16orf74	1.221
ACE	0.37475
PSMA2	-0.253333333333333
CCDC131	-1.162875
ZNF213	0.253666666666667
EML2	0.7985
ALS2CR13	0.370333333333333
GLYATL1	-2.0425
DSPP	0.1025
DHFRL1	-0.268375
C10orf30	-3.20233333333333
SH3RF2	2.45116666666667
LOC197322	-0.813
DLL3	-1.1
TIGD7	-0.131
GFRA3	1.82525
CPA1	0.226666666666667
RTN4	-1.076
PPT2	-0.960333333333333
FASLG	1.6755
FOXP4	0.796125
RPL26	0.0161
GNL3L	-1.2895
FMR1NB	0.295
CD163	7.26675
SGPP2	4.225
GIMAP2	-1.09225
CD37	-0.4405
DPT	2.032
NBLA00301	0.82625
RGS5	-0.346083333333333
C9orf4	0.66
ACTL8	-1.152
PRKAR2B	1.695
OPLAH	2.35383333333333
C20orf134	1.44725
SPACA5	0.1475
TBL1X	-1.43133333333333
TSPYL3	-0.023
CHCHD3	-1.02975
CRKRS	2.85833333333333
GPR65	2.78175
DFFA	-0.109625
FUT1	1.52025
C6orf204	-0.942
TMEM51	0.87825
ZNF580	-0.50475
CMTM2	0.31025
C20orf200	-0.258
EZH1	-1.11733333333333
FDX1L	0.52025
MRPL32	0.329
PCAF	-1.4084
ALOX15B	0.259666666666667
CD59	1.58458333333333
CDK9	0.13725
ERP29	0.265333333333333
TTR	-4.244
BCMO1	0.69
DDIT4	2.8808
PTGDS	2.3825
C3orf63	-0.0858333333333334
BST2	1.02125
CYP1A2	0.141
C5orf25	-0.2485
STX1A	-0.682411764705882
OR2A12	0.075
SH3BP5L	0.48
SERINC5	1.02175
USP6	-0.558
MRPL3	-0.331
POMP	0.40075
INPP4B	-2.150875
GMPPB	-0.08375
EAPP	-0.42325
AHSA1	-0.401
ABCA11	-1.538
SLC5A6	0.86275
HIVEP2	1.37025
SUMO2	-0.3815
KIAA1822L	-0.504833333333333
C11orf67	1.03225
TXK	-0.97775
PHCA	-0.7469375
ICAM4	-1.7895
FPGS	0.2425
SNRPA1	-0.499
KCNJ4	0.08625
KIF6	0.095
HIST1H2BG	0.434833333333333
SLC5A5	0.84
ZNF354B	0.488666666666667
IL12RB2	2.575
C11orf76	0.775333333333333
GAL3ST2	0.266
AIFM2	0.142125
SYNC1	-0.76125
UBL3	-1.075625
PIK3CG	-2.678
NLN	-0.1082
BCORL1	-0.102
CD5L	0.03
ZNF238	-0.5435
KIAA1394	-0.47575
C16orf55	-0.7074
CYP3A7	-2.3685
KRTAP3-1	-1.5025
TFDP1	0.127666666666667
MND1	-1.123
NODAL	0.121333333333333
GTPBP4	-0.212
TUBGCP2	0.66125
SLITRK5	-1.82
CIC	0.384
CD79A	1.04516666666667
SAMD14	0.4495
TNPO3	-0.9465
OR10G3	-0.031
OR10G8	0.633
CCDC111	-1.4675
HOXC9	-0.557
DCUN1D1	0.605833333333333
CYB5R1	0.839
TSR2	0.0745
DAB2IP	0.5869
SLC6A5	0.7685
RAB3D	2.0695
DCUN1D4	-0.217333333333333
ERBB3	-0.172166666666667
SDC1	2.14708333333333
ATP6V1H	0.0693333333333333
SYK	1.4495
ST20	-0.942
C13orf30	1.5665
WDR40A	0.360833333333333
ADMR	0.649
LOC388335	-0.571
ACSM1	-0.95
TDG	0.645916666666667
FLJ11235	0.5825
MRPS5	0.123166666666667
AGPAT2	0.955333333333333
SLC12A1	0.189625
CYP27A1	0.0375
THAP7	-0.474
XPO1	0.644916666666667
ALMS1L	-0.174166666666667
C1orf2	0.619625
ZNF777	-0.186333333333333
CAMK2A	0.1815
SMC1B	2.91375
IHPK2	0.0701333333333333
LEMD1	3.927
NKD2	-0.2965
CLU	-0.9235
ARMETL1	-0.415
PABPC4	-1.31875
CXCL12	0.123
TFAP2C	1.9557
TTTY8	0.575
ABCB10	-1.0374
ENDOD1	1.91533333333333
IDI1	-0.374
KCTD6	-0.781833333333333
CCDC105	0.2235
ULBP2	1.17283333333333
ZDHHC5	1.04675
WNT8A	-0.242
COMMD10	-0.30075
KLHL12	-0.1145
GPR50	0.7165
NR5A2	-0.241625
OXGR1	5.26266666666667
EHD3	-0.70225
CAPRIN2	-2.04625
KLRC3	-3.5475
SF3B1	-0.0493571428571429
IPO7	-0.26025
ALDH1A1	-2.0955
ANKRD5	0.856625
TSNARE1	0.5235
DDEFL1	2.2845
RNASEL	0.539833333333333
DNAH9	-1.015
HELLS	-1.28175
TNS4	3.585
NAV1	1.2694
KIAA1409	-1.10375
C20orf26	1.0025
TUBG1	-0.96275
IRX2	3.28675
CNGA4	-0.7015
MGC50559	0.395
OR4K17	0.330166666666667
TM2D2	-0.385333333333333
FAM32A	-0.02075
TXNDC14	-0.3615
CCBL1	-0.681
ANK1	-2.6491
PRSS23	-1.851125
PPM1L	0.3085
SPATA20	-1.5315
APCS	0.1
C14orf122	0.537166666666667
PSMB5	1.03325
C6orf10	0.0455
SETDB2	-0.195833333333333
SPNS3	-0.94225
SGMS2	1.77233333333333
MXD3	-0.277
MON2	-1.0918
CARTPT	0.4375
HNF4A	-0.752333333333333
RABEP1	-1.2969
TNFRSF10B	-0.726625
USH1G	0.5415
PPAP2B	-2.2455
TMEM16K	-0.441
CTDSP1	0.266166666666667
CDK5R1	2.74533333333333
GABRR1	0.058
OPN1LW	0.25
FAM98C	0.98775
DBN1	0.944625
ACAD10	-0.204833333333333
QTRTD1	-0.338
WNK3	-1.79516666666667
RPS19	0.61875
C1QB	2.9725
OTUD5	-0.83725
SLC41A2	-0.127333333333333
TMEM22	-2.67666666666667
KHSRP	-0.517416666666667
TNFRSF11A	0.799
FBL	-0.688
IBTK	-0.561833333333333
OXER1	0.683
CBLN4	-0.51125
GPR172B	1.731
CFTR	1.69425
VSX1	1.3925
CAMK1D	0.448
LOXL3	-2.9485
RTP4	1.92
SLFNL1	0.058
KIAA0828	0.324375
PAR5	-0.741
LOC723972	-0.1495
GDI2	0.523875
CEBPA	1.3031
MLF2	-0.195333333333333
AFMID	-0.485
ALOX12B	0.00250000000000003
BPHL	0.010375
COX5B	0.61625
S100A10	1.7117
THOC6	0.30275
NHN1	-0.42275
RRP12	0.301166666666667
ARID3B	-2.34925
CD3G	-3.53433333333333
KIAA0133	0.103
NAT11	-0.662666666666667
PPAT	-0.746666666666667
SIRT3	0.0818
TCERG1L	-1.00325
NIPA1	-0.0444
DPP8	-0.4132
IL7R	0.652333333333333
ZFP64	0.179916666666667
DMAP1	-0.144
TRMT12	0.605
TLR4	-0.1427
WFIKKN2	0.6405
RAB12	-0.178166666666667
DDX51	0.272333333333333
KIAA1086	-2.82275
ZNF295	-0.219166666666667
ACVR2B	-0.980857142857143
LOC494150	-0.0745
ZNF517	-0.004
DNASE1L2	-1.322
SUFU	0.379333333333333
LOC283677	0.0235
LMO3	0.659666666666667
PPP2R5D	0.0991666666666667
ZNF587	-0.1074
HIST4H4	0.29175
CYP2C8	-0.574
C1orf80	-0.532833333333333
DOCK5	-0.654666666666667
C9orf24	-1.07175
OR5AR1	0.3405
C11orf24	-0.17175
UNQ1940	-0.1455
CAP2	-0.985833333333333
TIMM44	0.36875
DSEL	-1.0366
ROM1	0.33725
FBXO4	0.83175
MYLC2PL	-1.7475
MLH3	0.6315
NOX1	0.831
DPEP2	0.70925
DNAJB5	0.81
RLTPR	0.544
MBIP	-0.789333333333333
COPB1	-1.19533333333333
SFTPA1B	0.4715
C10orf4	-0.3379
PRELID1	-0.042
NOLA1	-0.07175
C19orf24	0.489
TLR9	-1.499
HLA-DMA	2.40925
HCRP1	-2.022
GPR137	-0.178166666666667
ITGA11	-0.7055
PHF13	0.308333333333333
MARK4	0.747666666666667
METTL4	-0.06875
MBD3	-0.4301
LOC134145	0.835
FGF3	0.14
SLC35A3	-0.372125
CLEC16A	-0.673
AMOTL1	0.267
FLJ31438	-1.85
PAICS	-0.11
TOMM40L	0.5415
MMD	-1.87775
KLK10	4.2994
NIT2	0.570833333333333
SERPINB10	0.6925
KLF15	-1.2024
CCDC5	-0.84975
WSB2	-0.073875
ME3	-0.38475
CACYBP	-0.177416666666667
TCTN2	0.051
JAK1	-0.036625
C2orf25	-0.53
GPD2	0.5965
FBXL11	0.551333333333333
CDV3	-0.04525
GALNT11	0.486375
NDUFA12L	-0.1708
FLOT1	-0.775642857142857
TOR1AIP2	1.03475
MMP25	0.37225
C1orf164	0.0223
CHST5	0.026
LYRM4	-0.4788
GPER	-2.25075
HIPK2	0.905416666666667
DAP	0.3012
ZMIZ1	0.805666666666667
DDX58	2.795625
DCC1	0.049
AKT1	-0.349
ENPP6	0.089
ERVWE1	-0.455833333333333
CDC34	0.021
RNF125	-2.41275
CASC1	-0.163
SHROOM2	0.017
RRM2B	-0.0403333333333333
COL6A3	0.518375
TMEFF1	-1.997
PLEKHA4	-0.121
LYSMD1	0.525666666666667
SEPT1	-1.0975
AOF1	-0.67775
GNPAT	0.45775
WDR18	-0.351
HSD17B12	-0.959666666666667
HIST1H2BM	0.279333333333333
INDOL1	-0.412166666666667
SUDS3	1.1055
C1orf192	0.4335
CYP2B6	-0.266
TBC1D2	2.43316666666667
SLC25A12	0.033
ERCC6L	-0.918333333333333
MGC10814	-2.02216666666667
POLR2C	-1.31516666666667
ZNF77	-1.2385
EIF3K	0.4472
HPX	-0.654
ANKRD27	-0.315125
MALAT1	-2.072125
PLB1	0.722833333333333
HRNBP3	-0.580875
CPSF4	-0.56025
OR52N2	0.543
PIP5KL1	-0.86
GH1	0.5805
HPS5	-1.10625
SLFN5	0.557375
POP5	0.439
OVOS2	-1.37466666666667
C20orf108	-0.088375
MARS	-0.558
CLRN3	0.574333333333333
ARSE	-0.922
PPIE	-0.0301666666666667
PHACS	-1.27716666666667
GP5	-0.6825
IL8RB	1.26966666666667
FCRLA	-2.123375
ARRDC1	0.2125
KRTAP9-4	-0.477
ZNF613	0.418
OR11A1	0.9655
TMEM132B	-3.480875
PGLS	0.46175
BSND	0.789166666666667
KCNK18	0.4165
FOXD4	0.21025
SV2C	0.216
LCN2	5.55166666666667
ZNF490	0.1888
C3orf15	-0.2159
CACNA2D4	-2.162
CBX5	-0.26875
MAGEB4	0.57125
BOLA1	1.1165
PPP2R5E	0.03375
COL5A1	0.62
ASB7	-0.442166666666667
SFT2D1	0.14375
DERL1	1.7277
RABL2A	0.4555
MOAP1	-0.9815
KIAA1545	1.62083333333333
F3	0.42475
PLEKHM2	0.1835
CCDC89	-1.2135
EFCAB1	2.162375
TMEM48	0.58725
SEPHS2	-0.96875
PYGM	-0.60025
PRICKLE1	2.0695
WNT5B	-0.4175
TAS2R38	0.2135
IMP5	-0.02325
KHDRBS1	0.1026
LARS2	-0.332
C3orf28	0.96475
FTCD	-2.53675
C10orf68	0.942166666666667
DGAT2L3	0.495
PSEN1	0.230833333333333
MGC33657	-0.06725
PLA2G4B	1.62783333333333
CDKN2A	2.08591666666667
DLX1	-2.54375
TSHB	0.941
C18orf37	0.99525
MEX3C	0.455125
MAMDC2	-0.16125
PDIA4	-0.132083333333333
ATP5E	0.73
CASP2	0.0402142857142857
SERBP1	0.219884615384615
ZNF341	0.0486666666666667
TESC	-2.71
TMEM31	-0.72475
OR51I2	1.162
YTHDC1	0.207071428571428
JUN	1.06983333333333
AGMAT	-2.856
PCNXL2	-0.301
ATAD5	-2.149375
STK38	0.96575
AZI1	0.20775
RBP1	4.128
C4orf26	1.1925
KIAA1026	1.7225
TMEM101	-2.2315
HSFX1	0.44
TREX1	1.817
C18orf10	0.4396
TRIM15	-2.23875
CA6	0.6205
CEP57	-1.11825
AR	-2.22333333333333
SESN2	-0.612333333333333
KIF3C	-0.518125
EPB41L5	-1.014875
ARHGEF10	-2.51109090909091
POLR3D	-0.47925
INDO	1.77416666666667
GABRA3	-0.473
SCG5	-1.3212
E2F3	0.2779
TIGD5	2.20925
FGD6	1.2125
KLHL3	-1.277
SCGB3A2	-0.765
URP2	-0.644166666666667
ATP6V1B1	2.2878
CALML6	-0.3745
LOC100049076	-1.75
TMF1	-0.228
LOC388503	-0.075
CDH5	2.436375
RPS6KC1	-0.093
DAAM1	0.7756
TNFRSF10D	-1.0885
GSTT1	0.5054
INPP5A	0.01425
TRAF3IP1	0.8693
SMARCE1	-0.959785714285714
VRK1	-0.80925
TTC16	0.34725
AARS	-1.44166666666667
ARHGAP27	0.491333333333333
ZAK	0.255785714285714
ACSM2B	-2.02
TRAP1	-0.233833333333333
MRPL53	0.304625
RNF44	0.0835
NPTXR	-0.4655
DPYSL3	1.08416666666667
APP	0.2231
GLS2	-0.640166666666667
MNX1	-2.00683333333333
CMTM7	1.016
OR10A7	0.7615
NYD-SP21	1.62116666666667
ORC5L	-0.28725
SLC16A10	-0.61525
TMEM178	-0.3465
LOC441601	-3.79175
PTGIS	-2.38875
KBTBD7	0.0665
C19orf41	0.19175
CEACAM3	0.951416666666667
KRT23	1.6905
SERHL	0.7235
PNKD	0.4315
UBC	0.42825
ATRN	-0.871875
HAPLN1	-2.05875
RANGAP1	0.1715
C10orf26	0.491333333333333
KCNA7	0.6075
SRY	0.019
LOC376693	-0.2485
HIST1H2BF	0.196
CDCA8	-0.5275
MLC1	-1.62925
TNIP3	1.19525
OR4D1	1.0695
IFT52	-1.5285
GOLT1A	-0.518166666666667
UTP20	-0.318625
RP3-402G11.5	0.36975
PRSS33	-0.79925
PMPCA	-0.15675
APOB48R	1.6125
GLTP	0.84625
MPL	0.45625
C9orf78	-0.2715
ADAM12	0.205375
CSPG4	-1.2275
LOC144305	-1.072
KRTAP4-10	2.8492
PAK1	0.022
ADCY7	-1.0047
TAS2R43	-0.6855
FRAS1	-2.40242857142857
PPP1R14A	1.01716666666667
OR2B6	-1.25875
ATP13A1	0.115833333333333
SIDT1	-1.06975
C1RL	0.559166666666667
PRKRA	-0.213
TLN1	0.0595
RP11-50D16.3	-1.573
MITF	-1.961
GYS1	0.31025
LYG1	0.238166666666667
NSMCE4A	-0.201
DNAI1	0.07125
HOXD11	-1.458
FNBP1L	0.1788
DHX35	-0.644
LCE3E	1.136875
SLC33A1	-0.21925
DCLK3	-0.374166666666667
TRIM33	-1.79716666666667
TMCC3	0.9605
FBXO42	0.532833333333333
C1orf27	-0.2837
C17orf50	0.6095
RNF14	0.188833333333333
SLC4A8	-1.178
RAB3IP	0.3355
COX6C	1.89807142857143
PCSK1	-0.3904
SLC13A1	0.303
ARF6	0.728
