Hybridization REF	TCGA-E2-A15I-01A-21R-A137-07
TAF9	-0.415125
TERF2	-0.6445
TNFRSF1A	0.107416666666667
ACADVL	-0.791666666666667
GTF2H5	0.763
EDG8	-0.618
C9orf140	-1.522
UST6	0.06225
ZBTB8OS	-0.71775
ZNF710	0.8385
GPR174	-0.7855
ATP6V0A2	-0.38675
KIAA0319L	0.487083333333333
XKRX	-0.211
DOPEY2	2.1101
SDHD	0.134583333333333
SUMF1	0.97
OSM	1.99325
OPN3	-1.447
DAGLB	0.200333333333333
PPFIBP1	-0.3432
TRIM63	-2.679
C10orf53	0.278
LYPD3	1.36133333333333
BCL7A	-0.133625
AGER	-0.7755
TCF19	-2.377125
SAT2	-0.1795
PFTK1	1.269
GABRE	-3.053125
C15orf38	0.2865
FIS1	1.024
KCNV2	0.85925
CLPS	0.43425
PPCDC	-0.531
FOXN2	0.0185
NT5E	-3.5603
CD83	0.8865
IL18	0.860375
VPS16	0.3195
IGFBP2	-0.776
NOTCH2	1.092
SIGLEC1	2.348625
CD93	4.9255
SULF2	-0.6495
CEP164	0.026375
P53AIP1	1.11866666666667
TOR2A	0.291833333333333
ZNF136	0.44575
MGP	3.3352
CCDC144A	0.100833333333333
TRPC1	-0.886333333333333
SMS	-1.33516666666667
MAPK7	-0.701666666666667
RRAGC	0.1795
PARD6A	-0.3755
NUB1	1.28233333333333
SYNGR4	0.13
OR11H12	0.1075
WIF1	1.33475
GCH1	-0.6425
OR11H4	0.088
SLC44A5	4.164
GPRIN2	3.16716666666667
LOC401431	2.099
CPA4	-3.306
MELK	-3.20044444444444
IL15RA	0.14375
CUL3	0.968875
HMBOX1	1.15975
PODXL	-2.4335
CCT6B	1.502
COMTD1	-0.94525
MUC20	0.823666666666667
GPX2	-3.2305
ITK	-0.05725
FBXL5	1.4785
C13orf27	-0.946
DEFA5	-0.817
TRHDE	-1.098
MTP18	-0.693
UQCRQ	0.4363
ITGB2	1.458
CSRP2BP	0.23125
TAS2R44	0.075
PHPT1	0.27625
FAM44C	-0.31575
ERH	1.13875
MPHOSPH1	-1.98116666666667
MORC1	-0.9915
PARVB	-1.73475
LAMA1	-2.34241666666667
PGBD3	0.71325
GIMAP6	4.00525
AREG	-1.37583333333333
LIPT1	0.501
MGC99813	-1.131
C1orf201	0.1835
GRIN2A	-1.0504
MAN2C1	-0.174125
NSUN5	-0.50975
SF3B5	0.05075
MYC	-2.406875
NRXN1	0.3395
ZNF18	-0.32325
SPDYA	-0.278625
SLC37A1	2.183
DECR2	0.466
ANKRD38	0.627375
SPTLC3	-0.881833333333333
SUPT16H	-0.734875
DTWD2	1.3015
ULBP1	-1.197
ZADH1	0.717666666666667
OIP5	-3.547
IL10RB	-0.336333333333333
OTUB2	0.768125
VWA3A	1.546
SPIC	1.23283333333333
OR6C4	0.381
PSCD4	1.2795
DPY19L2P2	-1.227
TRAPPC6A	1.05483333333333
C21orf2	0.171
CEMP1	0.81
LIN7B	0.301
E2F7	-1.6395
VCP	-0.416875
LAMA3	1.77583333333333
BGN	1.6255
GPR160	2.47233333333333
COCH	-4.13333333333333
GPR81	1.81916666666667
APOBEC3F	-1.0465
tcag7.1017	0.07675
C1orf32	0.2455
SCGB1D2	5.7355
FLJ43987	-1.708
C6orf170	0.27525
KLK9	0.6155
GPD1L	0.585625
VPS37B	1.3615
ATG3	-0.2665
ADAMTS17	-0.156
KLHDC2	1.21783333333333
NDUFV2	0.32175
BLK	-0.298
MATN4	-1.752
GPM6A	1.527
GBP4	3.346
TMEM162	-0.446
PKP2	0.2925
HRASLS	-0.538555555555556
MMP1	-4.41875
SFXN3	-0.0925
FSD1	-1.9425
ST6GALNAC3	-2.03766666666667
CA12	2.9486
NCOA6	0.4505
C19orf58	-0.1409
PPP4R1	-0.385166666666667
MAN1A2	0.462
IKBKAP	0.0545
UPF1	0.066
KIAA1219	0.27725
WNT16	0.5235
SNW1	0.242375
IL18RAP	3.824
RPP30	-0.111125
CDC40	0.0602857142857143
SETD3	-0.0218333333333333
SLAMF6	1.118
ELK4	-0.997
TRIM47	-0.143166666666667
ACOX3	2.166
TRIM6	0.192375
KIAA0372	-0.0568333333333333
TP53AP1	2.248875
SMURF2	-0.88075
ADAD1	0.14675
EBP	-1.8552
KRTAP13-2	-0.4465
FLJ36874	-0.763833333333333
TOR1A	-0.474
P2RY4	0.653
GPBP1	0.51975
TRPV1	0.237375
ADAMTS12	-0.461333333333333
PES1	-1.2324
ATG4A	0.390333333333333
MAGEA10	-4.492
WFS1	0.808
CC2D1B	-0.183
PABPN1	-0.166625
SLC25A30	-0.38725
SLCO1C1	0.578166666666667
SLC22A5	0.93075
KIF23	-4.07416666666667
SYN2	-0.537
ASPN	7.369
CENTG2	0.07575
QSOX2	-1.5245
FLJ10815	-0.4605
STK24	0.094
SPEG	0.2985
STK10	0.126166666666667
DACT2	-1.1045
AAAS	-0.5635
SSX3	-1.541875
ABCD3	0.3861
C4orf12	0.2255
PARVG	1.5575
FIG4	1.0435
C9orf46	1.6495
TMCO6	-0.917
IGHMBP2	-0.47825
DUS2L	-1.15766666666667
FAM3C	-0.80225
TMEM16D	-2.627125
DCTN4	1.1365
KCNH3	0.0725
EIF2AK2	-0.1165
AP1S3	-0.821625
CST4	2.8965
PAM	-0.47475
NUTF2	-1.1295
CITED2	2.1667
SLC39A4	-0.77075
C2orf52	-0.627
GRM3	0.6075
C12orf49	0.04625
CCDC49	-0.3599
GRAMD1B	-1.63525
FNDC4	-0.05175
SIAH2	0.963375
GDPD4	-1.11575
C21orf87	-0.051125
ATP5A1	-0.210666666666667
C16orf63	0.3875
LOC388135	0.533333333333333
ATP5J2	0.041625
MMP3	1.23225
EMID2	-0.504
CRHR1	0.14125
WDR70	-0.36075
C13orf31	1.1305
ZFAND1	-0.085
CCL18	4.09333333333333
C3orf49	-0.1665
RINT1	-0.0085
KIAA0408	-1.864
F13A1	4.4491
SLC10A1	-0.238833333333333
OGN	2.89425
GIPC2	-1.28833333333333
XPO6	0.00349999999999999
LCE1A	0.364
FMR1	-0.2794
LOC374920	0.18375
DUSP3	0.215125
ANKMY1	0.83875
C7orf50	0.7635
BBS9	0.3333
UNC119B	0.635375
C9orf72	-0.0435
MGC35440	-0.99975
ENTPD6	0.55925
PPP1R2P9	0.55775
ERCC4	0.10025
FAHD2B	0.9425
HMHA1	0.3025
HACL1	-0.29875
RAD23A	-0.6295
FAM83B	0.74725
PPP5C	-0.742666666666667
RNASEH2C	-0.77125
C9orf153	-1.15625
SCAMP4	0.896875
GHITM	0.4784
NDUFB7	-0.071625
ADCYAP1	0.559166666666667
SP110	1.42266666666667
MAP3K7IP2	1.0555
DHH	0.0925
AGRN	0.676285714285714
WDR33	-0.1805
CEP290	-0.113
PRPS1L1	-1.89833333333333
KLRA1	0.0705
GPR97	-0.368
CHD7	-0.972833333333333
TLR10	2.96825
SLC30A8	-0.5085
HIC1	1.5145
IAPP	0.0845
RXFP4	0.172
GP1BB	1.4985
SHQ1	0.607
NKX2-3	0.3475
API5	-0.47375
FTHP1	0.2405
MOV10L1	-0.198
TRIM6-TRIM34	1.38233333333333
ADHFE1	2.21825
FAM117A	0.84325
DDI1	0.1
CDON	0.951166666666667
TRIM73	-0.173
IGKC	4.1575
MMP14	-1.07958333333333
DYNC1LI1	0.515625
C11orf66	1.34625
TRBV3-1	-0.5805
FASTKD5	-0.21175
BIVM	-1.86575
LHX4	-0.18375
CXCL2	0.0372
RAB2B	0.185166666666667
IZUMO1	-0.39375
MAP3K15	-1.938625
FAM19A2	0.438666666666667
ZC3H8	-0.278166666666667
ZMAT1	3.04825
SPINK5L3	-3.07375
SLC10A6	1.0835
APPL2	0.4975
CARD10	-0.952666666666667
LOC402176	0.595625
EEF1D	0.8419
RAB6A	0.2569
C12orf5	-1.307375
PAPOLG	0.30575
MSRB2	0.9395
BCR	0.0907777777777778
PUS3	-0.4035
TIAM2	0.50975
ZNF317	-0.0653333333333333
CHD2	0.3325
FZD5	-2.57954545454545
NUDT8	0.807
ZNF763	0.1445
PRC1	-4.08155555555556
ABCB9	1.20566666666667
SPATA3	-0.27325
TRAK2	1.884125
STAB1	2.577625
LRRTM2	0.363833333333333
psiTPTE22	1.241
DBI	1.9315
SERPINA11	0.1485
NAT5	0.2635
C20orf58	-2.092
RPS6KA4	0.133166666666667
FLJ90650	-0.97125
TGFBRAP1	-0.23675
CHRDL2	1.4965
FAHD2A	0.432333333333333
CNTN1	0.19975
BBS4	0.6778
TMEM181	0.50875
MINPP1	-0.60375
MPHOSPH6	-0.980833333333333
HOXC10	-1.5121
ITPKB	0.51075
CLPTM1L	-0.184
MEOX2	0.0825
ATP6V0C	1.319125
PRPF8	-0.477333333333333
TMC5	5.163
FKBP3	0.655
PLEKHB2	-0.267125
OR4D6	0.313
ZNF544	0.0587
D2HGDH	0.522625
RPL18A	-0.5521
HEL308	-0.047375
MPP6	-4.31875
TCERG1	-1.472
KRT16	-1.16433333333333
KLF17	-1.96875
KLF5	-0.941125
CDR1	2.0095
VCX3A	-3.7
FBLN2	1.63875
C14orf104	0.5075
HBE1	-4.6097
OR4S2	0.2315
C1orf108	-0.801166666666667
ROBO4	3.28083333333333
CPEB4	0.28875
C11orf80	-0.333
BCKDHA	0.521
MYOC	0.71775
GIF	0.937
CKMT1A	-0.767
RPL3	0.4675
THBS1	2.519375
APOO	-0.63825
ARMCX1	1.67225
HSZFP36	1.24625
SNAPC5	-0.51975
EIF4ENIF1	0.35775
ZNF433	0.98375
TNFRSF21	-2.133125
TMPRSS7	0.9775
SPATA18	2.1476
HPDL	-3.8605
MKL2	2.749
TBX3	0.391153846153846
C21orf93	0.392333333333333
DAXX	0.05775
ELMO1	0.114375
RGS13	3.31
TAF11	-1.11125
UNC13A	-2.545125
LOC653314	0.1893
ORC3L	0.11525
IMAA	-1.792
TARBP2	-0.114
CABIN1	-0.658
TRIOBP	-0.324
HIST1H2AC	1.093375
RGS22	0.630833333333333
NCOA1	1.75
IL25	0.637
SNCG	-0.0115
GPR6	0.0235
AMDHD1	-1.99966666666667
CHEK2	-1.547
C6orf142	-0.05275
DRD4	0.52225
C14orf68	-1.4235
GDF11	-2.411
SEMG2	-0.8625
CD247	-0.1905
CDAN1	-0.179
RBMX2	-0.251333333333333
TGS1	-0.8735
OIT3	0.262
SYF2	0.439
MCM4	-3.4595
PKHD1L1	0.548125
CEP192	0.0443333333333333
IFT88	2.1755
RPL9	0.287071428571429
RAB32	-0.127875
DDX43	-2.8885
P2RX2	0.347
OR5D18	1.019
UBE1	0.0423333333333333
SLC24A1	0.959
ARHGAP5	0.1595
CETP	-0.5865
KIAA1731	-0.780666666666667
SLC9A4	0.2795
PTPN6	1.38575
BAHD1	0.353
GRIK3	-0.345
CACNB2	-0.4016
PDE10A	-1.13675
DGCR14	-0.49125
PCDHB9	0.460666666666667
RHOQ	-0.0856666666666667
MAP3K4	0.11425
KTI12	-0.583
RPL23AP13	0.3305
GNG11	-0.76975
CLCN3	0.6225
GPAM	-1.122625
VSTM2A	-0.031
SLAMF7	2.8215
INTS2	-1.0595
PPP2CA	-0.1585
LRP12	-1.60346666666667
SEC14L2	1.98233333333333
DKFZP586H2123	2.86525
MC3R	-0.2845
CIRH1A	-1.9765
HIST1H2AB	-0.192166666666667
POLH	-0.582625
MGC16703	-1.81883333333333
SNAPC2	0.353
FILIP1L	1.37025
RASGRP4	0.5175
LRRC1	1.72275
GAS1	0.4415
PRAC	-0.86425
DGKA	-0.322666666666667
NT5C3	-0.5805
PEG3	-3.54866666666667
NADK	-0.877
PRR17	-0.13075
LOC374569	-0.45325
SGSH	0.6105
NLRP8	2.765
GALT	-0.2229
MCF2	-0.833
ZNF263	1.1545
TACSTD1	1.26816666666667
TYR	-6.3038
ATP6AP2	-0.087
RNUXA	-0.39175
ABHD10	-0.1335
GDPD2	-1.33725
SLC35C1	-0.5945
UBE2A	0.01175
HERC5	-1.138
FAM112B	-4.37783333333333
FBXL16	2.7845
DKFZP434A0131	-0.4045
ELA3A	-2.1135
RBM41	-1.125
HAO2	4.28875
RNH1	0.218
SHANK2	1.58266666666667
OSBP2	-2.01
DAK	0.0128333333333333
C3orf58	-0.206416666666667
TCL1B	-0.921
KBTBD2	-0.43075
SUGT1L1	1.421
UBE2E2	-1.11766666666667
MYL9	2.15
CDC23	-0.719166666666667
PBXIP1	1.3346
CXorf40B	-0.2055
NBL1	0.1715
RTBDN	0.1015
RAB11FIP5	0.21825
TTTY13	-0.698
SCOTIN	0.0325
SOHLH1	-0.257166666666667
CDKN1A	-0.608214285714286
NCK1	0.13925
ZNF550	0.48675
SAPS3	0.45325
SPIN3	0.227333333333333
MAGEE2	0.85025
MIS12	-1.18983333333333
OR8H2	0.416
KIAA0774	2.47516666666667
UNC5D	-2.3205
CUL7	0.0721666666666667
LIPC	-3.1395
DIO1	-2.266
C20orf11	-0.2705
CTRL	-0.66325
HS3ST2	0.71075
PAK4	0.7915
CCRL1	2.13825
RNF10	0.3125
ZNF567	0.0485
ZNF660	-1.405
TCEAL3	0.86575
MAGOH	0.667166666666667
CENPB	0.123
C19orf7	0.83625
LOC388965	0.29575
ZCCHC13	-1.213
JMJD1A	-0.6208
HIST1H4H	0.403
TBRG1	-0.2198
GPC3	-2.786
TAF1C	-0.628125
EBNA1BP2	-0.5595
CIAPIN1	-1.04675
PDGFRA	-0.101055555555556
CSTB	-0.4845
CENPI	-3.51483333333333
GTF2E2	-1.01283333333333
RPP21	-0.3655
CCNF	-1.095
KCNQ3	0.151
FAM79A	1.151
SLC22A12	0.424
NOVA1	0.35
FZD3	0.6543
AKAP8	-0.66575
SOCS5	0.385
CFDP1	-1.38175
DLG5	0.37025
PGM5	0.599
C1orf144	-0.0733333333333333
HDAC10	-1.1795
RND2	-0.52525
C20orf199	-0.217
RNMT	-0.5115
SLURP1	0.049625
ASTN1	0.232
SH3BGR	1.81525
MYCL1	-0.924125
ZHX1	0.888666666666667
CENPK	-3.51825
FOSB	3.1831
LOC643406	0.900875
C2orf59	-0.6315
TMEM135	0.21925
SLC27A2	-3.64025
KRT33A	1.963
OVOL1	1.647125
PAMCI	-2.37
S100A7	-2.0105
ZNF789	-0.5
HARS2	0.0725
RPL23A	-0.218833333333333
TCF23	0.37525
UPF3B	-1.627125
C17orf78	0.0985
HLA-DOB	1.17666666666667
C14orf142	0.937
TEKT5	1.79133333333333
DMWD	0.2345
POLD1	-2.13433333333333
GSCL	-0.4
CALD1	-0.1962
SCRT1	0.749
AIG1	0.4145
UNC84B	-0.55225
ZNF404	0.23625
TMED6	-2.7245
KIAA1462	0.3605
LRRC27	1.90916666666667
PYGO1	-1.287
PIGU	-0.881666666666667
ALAS2	-3.8825
WRNIP1	0.121875
CNNM3	0.207
ZNF2	0.3785
ST3GAL5	-0.578083333333333
MRPL23	-0.46
TSSK6	0.06225
PSMA6	-0.04575
C16orf70	-0.43575
KIAA1602	-0.173
ALMS1	0.0513333333333333
DCN	2.785875
TMEM132D	-0.858
SUCLG2	-0.527
ABHD14A	0.48275
DEXI	0.749
AMPD2	-1.1605
IFNAR2	-0.941333333333333
CYB5A	2.6993
TLOC1	0.4439
NXF5	-0.787166666666667
NRBF2	-0.24875
KCTD3	0.833
ITGAE	-1.10566666666667
SLC30A3	-1.93433333333333
ZRF1	-0.5375
IFRD2	-0.603125
XAB1	-0.30825
PYCR2	-0.520833333333333
SERPINB3	-4.6835
TMLHE	0.2258
GEFT	-1.550625
ABCA5	-0.578625
EMR4	-0.662666666666667
TSFM	-0.63025
HIST3H2BB	-0.0615
ARHGEF19	0.88275
TSPAN17	0.0275
ABCC8	4.456
MAP1S	0.0783333333333333
C22orf36	0.23175
BNC2	-0.4
HIST1H4A	-1.675
NDUFS3	-0.0455
WDR3	-1.1335
XKR4	-0.73475
TTC33	-0.623857142857143
STMN2	3.6075
CPN2	-0.798
HSPC105	-0.182
PCOLCE2	-5.40025
C3orf55	0.1905
KLHDC9	2.6205
TBC1D23	0.04425
ATXN2L	-0.742083333333333
MAP2K3	-0.310083333333333
SCAP	-0.05075
ZNF486	1.387
C20orf96	0.927
NARS	-0.6455
ADAMTSL1	-1.04271428571429
PRCC	0.150833333333333
CCDC126	4.3505
ZNF675	0.19625
CALCOCO1	0.8805
ANKRD43	0.27775
CWF19L2	0.705666666666667
ZBTB32	2.489
BRAF	0.352
ODF4	0.52875
MGC14376	-0.0523333333333333
HORMAD1	-3.959
AAK1	0.319
PEBP1	0.6435
TNFSF5IP1	-0.0425
DKFZp564N2472	0.5365
RMND1	-0.422
IGKV1-5	3.9965
COL1A2	2.3685
SERPINA5	-0.24525
AANAT	0.2335
C19orf21	-2.01666666666667
GEMIN5	-0.778
UBR4	-0.562166666666667
LTBP3	1.36583333333333
AMHR2	-2.23183333333333
PROCR	-1.09025
MYBBP1A	-1.61275
C20orf39	1.37766666666667
ZNF697	0.290625
PASK	0.00469999999999999
ZNF776	0.738666666666667
RFXDC2	0.194375
KIAA0467	0.599
C10orf96	-2.75975
ZNF503	-0.7085
GULP1	-1.514
KCNE4	0.314833333333333
DKFZp434K191	0.534
LOC196913	0.1105
BHLHB4	1.1635
CH25H	1.571
LOC81691	-0.832
ALPL	-0.494
COL12A1	1.104
FOLR3	-2.2825
GPR123	-0.2575
TRIM62	0.261714285714286
ABLIM1	0.747666666666667
MAST3	-0.011
RHBDD1	0.447666666666667
LOC338809	0.286
RYBP	0.48
TTC26	0.6795
ZNF22	0.463
ISCA2	0.67375
RDM1	-3.06525
PIGM	0.30675
GNB3	-2.0085
ACTR2	-0.2413
HMGB1	0.51115
EDG1	2.8905
SOAT2	-3.451
OR10AD1	0.499
RAP1GDS1	0.362083333333333
LCE1F	0.141
ESM1	-2.4865
RCN3	1.4855
CREBL1	-0.251
DBNL	-0.148666666666667
PTGER3	2.687
USP30	-0.1715
BCL2L12	-0.593666666666667
KIF26B	1.58625
ZNF416	0.835
ZNF225	0.0665
C17orf70	0.014
ZNF554	0.75875
RAE1	-1.2525
TNIK	0.593333333333333
ACTN3	-0.213
MGC45922	0.938
CCNA1	2.4925
RYK	0.506666666666667
IL26	0.097
LRP3	0.8725
QARS	-0.13875
SOX7	0.707357142857143
BID	-1.479
OR2S2	-0.132
CXCL14	3.88375
C11orf47	-0.382
MGC29891	-0.108166666666667
HSPB8	-0.9611
PRDM14	-2.7365
NUFIP2	0.266
MNAT1	0.289375
ZDHHC2	-1.06241666666667
MBNL2	2.1255
ADD3	-0.839
CSNK2A1P	-1.15125
KLK6	-0.1195
TMEM111	-0.119
KIAA1279	0.3625
NUBP2	0.880166666666667
RAB42	-1.45425
ID3	-1.0405
TM9SF1	0.5915
MDP-1	0.1305
POU4F2	-0.0975
IQCK	2.516
C16orf14	0.5985
CAPN3	-1.109625
FAM43B	-0.393125
RECQL	-1.321
AP1G1	-0.742857142857143
CTNNBL1	-0.605166666666667
ECHDC1	-1.11033333333333
SMARCC1	-0.7974
FOXQ1	-1.479375
GNAI3	-0.469833333333333
POLG2	-1.48975
CD4	1.606375
ITLN1	-0.50625
EBI2	4.6515
IRF1	1.27425
PTPRE	1.2547
PTK2B	0.46575
NXNL2	-0.951
SOX4	1.31044444444444
TSPAN3	-0.944666666666667
SH2D1A	-0.9985
C8orf58	-0.505
USP20	-0.44675
DUSP22	-0.763666666666667
CALB1	-2.93933333333333
L3MBTL2	0.490083333333333
MCRS1	-0.10425
TMEM118	-1.931
C18orf8	0.509
FLJ10241	-0.399125
GJA12	0.49225
PKD1	0.949666666666667
ZFP3	0.879
JAM3	-1.312625
LAPTM4A	1.5167
DIRC2	-0.033
KIAA2022	-0.612666666666667
MYOM1	1.3345
TRPM8	-3.0995
MOP-1	1.488
PHKG2	0.695625
ZNF650	0.652125
KIAA1522	1.746375
PSG8	-2.00783333333333
DDX19B	-0.774
MOBKL1B	-0.259
DIAPH2	-1.63391666666667
PTPN12	0.61675
CLN8	0.3388
CRYZL1	-0.0675
CRY2	1.21983333333333
FCGR2B	4.26716666666667
PNPLA4	1.9565
ZNF454	-0.191
DKFZp434B1231	1.04875
CLDN11	0.9949
RFWD2	-0.0873333333333333
CIB2	-1.29966666666667
MXRA8	2.436125
HRK	-0.2145
MAML2	-0.68175
C4orf31	2.38775
C6orf192	-0.616
COG6	1.2375
FAM5B	2.778
NFATC1	0.6465
SEPT10	-0.28375
SCYL1	-0.1033
RPP40	-1.235
SCOC	1.482
KIAA1450	0.6445
CTDSPL2	-0.30875
TBX5	1.9355
NAPG	-0.676625
RHD	-4.7075
C14orf45	3.88466666666667
ZBTB22	0.5565
PLCG1	-1.601
ANKRD10	1.138375
AQP7P2	-0.32425
TAGLN2	-0.650833333333333
HTR2C	0.185
SLC16A7	-1.47633333333333
C17orf83	-0.0885
TSGA14	0.433666666666667
MDH1	-0.21925
PPP3R2	0.115166666666667
DCBLD2	-2.71485714285714
RBM33	-1.029125
DPH3	-1.25
SYT10	-2.35283333333333
FMO4	3.169375
THYN1	-0.613
DRD5	-1.443
OTOR	0.98925
PGRMC2	1.1293
KATNAL1	0.221125
PAQR6	-1.504
UBE2I	-0.07225
C14orf28	0.541
C8orf70	-0.36275
FLYWCH1	0.184625
ANGPTL3	-1.1765
GLRX2	-0.832666666666667
ATP11A	-1.65478571428571
ARL5B	-0.422
MUC16	-2.8965
SLC25A5	-0.851071428571428
ACRC	-0.24525
MYO1C	-0.1065
FAM89B	1.05516666666667
FAS	1.002375
KIFAP3	0.602
GLRA2	-0.407
BTN3A2	0.5619
CNKSR3	-0.698875
CSTF3	-0.4825
ARPM1	0.75125
KIAA1530	-0.4705
C9orf150	2.48633333333333
PRKCI	-0.61025
tcag7.1015	-1.321
SOD3	0.757
ZNF574	0.369
CYP21A2	2.94575
RPL12	0.407
COMMD2	-0.51775
WIZ	-0.00675
LOC344405	-0.5695
ALDH4A1	-0.710058823529412
CRYAB	2.4535
COPA	0.1991
PCDHGA7	0.861333333333333
KIF11	-2.77166666666667
RASD2	0.317375
SLC26A3	2.8305
ZNF175	-0.0145
JAKMIP2	-2.20125
C8orf4	3.87016666666667
PTHLH	4.67125
SLC40A1	3.88083333333333
OR7D4	0.403166666666667
PCDHB17	-0.1085
CD36	4.04478571428571
C6orf203	0.8354
PRKG2	-0.231
LOC400566	1.307
ANAPC13	0.636
SLCO3A1	-1.5085
ZNF692	-0.7505
FANCL	-1.072
SH3GLB1	0.52675
C12orf61	-1.6185
KBTBD6	-0.34175
SUPT5H	0.57625
XRCC6	-0.9798
HUS1B	0.6533
FAM133B	0.0663571428571429
LOC728276	3.075
KCTD18	0.74625
SOS2	1.78316666666667
CCDC99	-2.516
C1QTNF5	3.3485
NNAT	-0.0201666666666667
USP16	0.4135
LARS	-1.063625
ZBTB2	0.138875
ABO	-0.0535
TRAF3	0.468
GALNT5	-2.416
NAP5	0.992375
ALG14	0.812833333333333
KIAA0515	0.614153846153846
WDR75	-0.4175
TEX261	0.127916666666667
LY86	1.519
LOC389072	-1.27
FLJ13611	0.53875
MRGPRX2	0.7915
SNRPA	-1.219875
OR2G2	0.2355
GPRASP2	1.412
C7orf42	0.9059
C9orf163	-0.5035
CYP11B2	-0.848
FCRL3	3.5225
PRDX1	-1.0435
FGB	-6.996
COX17	0.222833333333333
C16orf33	0.62525
PIWIL1	-0.4645
FOLR1	-2.19216666666667
KIAA0082	0.09875
FREQ	-1.57716666666667
TMCC2	-1.31516666666667
TCF12	-0.169333333333333
ZNF721	0.97675
FAM130A2	0.497
POU4F1	-3.2285
SNRPF	-0.766875
SGIP1	2.13816666666667
ZNF641	1.037
EMG1	-0.957
PRRG4	-0.1215
HIRA	-3.7365
MYNN	0.210166666666667
AEBP2	-0.08775
TBXA2R	-0.319333333333333
ISL2	-1.69866666666667
PCDHB11	0.7865
RNF144A	-0.42175
MARCH5	0.652625
DULLARD	-0.610333333333333
DCLRE1B	-0.4305
ITGA8	0.18625
TP73	-0.155875
PRKCD	1.665
NDUFB4	0.613
ATP13A4	4.021625
ANTXR2	-0.5365
COL4A3	-0.518
MYO10	-1.3772
SLC6A18	0.304
PEX1	0.315
TMEM74	-0.3285
RBM19	0.519
TAPBP	1.06785
RUNX1	0.984
MID1	-1.30633333333333
GPR64	-1.9335
RASEF	4.55225
GABRG1	0.121
MYO16	1.43375
DBF4	-1.82
TSHZ2	2.94175
RIPK2	-0.255875
PPTC7	-0.378166666666667
KIF4B	-1.907
LRRC31	5.6185
ZNF540	2.23525
EFNB3	0.0316666666666667
LOH12CR1	0.002375
STON2	1.8875
GLP1R	-0.00749999999999998
CSTF2T	-0.941625
IREB2	-1.124
GRSF1	-0.078
PDCD7	-0.606333333333333
LRRC43	2.6225
CNR1	0.880333333333333
IL1F7	-0.932
C12orf64	-1.06575
FAM69B	-0.48375
NR2E1	-2.80466666666667
MS4A6A	3.0091
FTL	-0.7758
C7orf36	0.699
PCLO	2.3723
DYRK2	0.468083333333333
ARIH2	-0.121125
SAMD7	-0.591
SCNN1D	0.1795
SLC32A1	-1.32725
C22orf25	-0.737
MRPS18A	-0.2992
GPR112	-0.0855
EARS2	-0.24775
ERN2	0.513
ATPBD3	0.0781666666666667
PRH2	0.086
CDKN2D	-0.801166666666667
PGLYRP2	0.18925
TRIM40	-0.2465
SEC14L3	0.3905
SLC22A1	-0.36225
BTN2A3	-0.39125
RASA4	0.4605
CCNL2	0.223166666666667
MYBPC3	0.523
GJA4	3.23925
CDC42SE1	0.982875
TRPV2	-1.31725
MYPN	-4.695
SIM1	0.04
CDADC1	0.817666666666667
ZFHX4	1.61375
NIBP	0.605666666666667
ADAMTS19	-2.39775
ABTB2	-2.11925
TSPYL2	0.598625
EIF2S3	-0.3783
SOX30	-0.23475
AP2A1	-0.328666666666667
DKFZP564O0523	0.344833333333333
LOC285398	-0.33275
CDH18	-4.614
CHL1	1.218625
GATS	-0.5866
TBC1D2B	0.398833333333333
OR1J1	-0.594
GSN	0.607
DPCR1	-0.0449999999999999
GARNL4	-1.28783333333333
SMARCA5	-0.97325
PLEKHG3	1.4825
ZBTB45	0.844
FRMD6	0.591166666666667
PLS1	-0.947666666666667
DGKZ	-0.055
EFNA1	1.7066
WDR85	-0.256875
ANK2	-0.062
PAGE4	-0.0113333333333333
SENP6	1.41683333333333
AKR7A2	-0.0893333333333333
FKBP10	-1.976
VEGFC	-1.00033333333333
LARP1	-0.9191875
SRBD1	0.0745
ITGB6	4.24325
SLC1A2	-0.838214285714286
INVS	-0.997833333333333
MPO	0.5205
MOBKL3	0.0633
CUTL2	1.44925
KLK2	-0.0748333333333334
VIM	-1.42475
REG1B	0.781833333333333
PCDHGC4	0.88825
C3orf34	0.166833333333333
SUMO3	-0.513333333333333
CST9L	-1.099
MLL4	-0.27025
SPR	1.61716666666667
SAMD9L	1.75325
ABCE1	-0.805
SUPT3H	-0.878333333333333
ACTBL1	3.34925
ADAMTS4	0.0653333333333333
SLIT3	2.751
RHEBL1	-1.35425
NPM2	-1.32475
MAN1C1	1.065875
KIAA1856	1.20525
HSPA6	1.56025
LOC388152	-1.5915
C10orf140	-2.35975
ZDHHC12	0.0535
LIN7A	2.3123
PHC2	0.41075
SPHK1	-0.926
TRIM26	0.3461875
FAM83E	1.607
C18orf24	-3.0895
ZNF578	0.2065
ORAI1	-0.0765
RUVBL1	-0.957416666666667
C7orf20	0.460833333333333
APAF1	-1.6495
SLC36A4	-2.74116666666667
MYH11	4.533
NEK1	0.3907
MPP2	-1.793375
C12orf24	-3.4535
TNK2	0.6165625
ZNF289	-0.10025
MATN3	0.149714285714286
IFNGR2	1.13333333333333
ITPR1	3.04775
EBF3	2.9239
TBC1D20	-0.1737
OR10P1	0.44975
DDAH2	1.04675
SHPRH	-0.097625
STX7	-0.735
LOC554248	-0.54125
BCAR1	-0.059
ATXN3	0.295
TRIM27	-0.20025
