Hybridization REF	TCGA-AR-A1AO-01A-11R-A12P-07
L3MBTL2	0.497
MCRS1	-0.5675
TMEM118	-1.53816666666667
C18orf8	0.6455
FLJ10241	-0.198125
GJA12	1.376
PKD1	-0.352833333333333
ZFP3	0.3885
JAM3	-0.67125
LAPTM4A	2.0317
DIRC2	0.49175
KIAA2022	-0.612666666666667
MYOM1	0.702
TRPM8	-2.06583333333333
MOP-1	1.6745
PHKG2	-0.42025
ZNF650	-0.303375
KIAA1522	0.568375
PSG8	-2.1444
DDX19B	0.808
MOBKL1B	1.12975
DIAPH2	-0.158583333333333
PTPN12	0.81275
CLN8	-0.2538
CRYZL1	-0.103
CRY2	-0.100416666666667
FCGR2B	6.10516666666667
PNPLA4	0.781
ZNF454	1.069
DKFZp434B1231	-0.14375
CLDN11	0.9031
RFWD2	0.419
CIB2	-0.00783333333333333
MXRA8	2.56475
HRK	2.363375
MAML2	0.263
C4orf31	-0.4965
C6orf192	1.5945
COG6	1.027375
FAM5B	0.68775
NFATC1	1.3238
SEPT10	0.051
SCYL1	0.2282
RPP40	0.378
SCOC	0.6156
KIAA1450	1.8005
CTDSPL2	-0.0705
TBX5	3.026
NAPG	0.335125
RHD	-4.1315
C14orf45	1.571
ZBTB22	0.5425
PLCG1	-1.538
ANKRD10	-0.868125
AQP7P2	2.15525
TAGLN2	0.3905
HTR2C	1.025
SLC16A7	-0.150666666666667
C17orf83	1.16875
TSGA14	-0.328583333333333
MDH1	0.12125
PPP3R2	0.54875
DCBLD2	-2.09371428571429
RBM33	0.069375
DPH3	-0.228
SYT10	-1.4035
FMO4	2.530875
THYN1	-0.182
DRD5	-1.633
OTOR	0.393
PGRMC2	1.0008
KATNAL1	-0.251625
PAQR6	-3.0295
UBE2I	-0.394
C14orf28	0.596
C8orf70	0.84375
FLYWCH1	-0.678375
ANGPTL3	-1.922
GLRX2	0.985833333333333
ATP11A	-0.656428571428571
ARL5B	0.638
MUC16	-1.0115
SLC25A5	-0.160571428571429
ACRC	-0.822
MYO1C	-0.98875
FAM89B	1.87783333333333
FAS	1.5665
KIFAP3	0.6425
GLRA2	1.193
BTN3A2	0.7511
CNKSR3	0.307375
CSTF3	-0.153666666666667
ARPM1	1.39625
KIAA1530	-0.823
C9orf150	1.38266666666667
PRKCI	-0.6795
tcag7.1015	-1.091
SOD3	0.28
ZNF574	0.1425
CYP21A2	-0.211
RPL12	0.0445
COMMD2	0.258
WIZ	0.10425
LOC344405	-1.4
ALDH4A1	0.486823529411765
CRYAB	2.8815
COPA	0.3112
PCDHGA7	0.533166666666667
KIF11	-1.83991666666667
RASD2	0.58875
SLC26A3	1.527
ZNF175	-0.827
JAKMIP2	-1.741875
C8orf4	3.15466666666667
PTHLH	3.12025
SLC40A1	2.966
OR7D4	-0.187666666666667
PCDHB17	-0.2155
CD36	5.75042857142857
C6orf203	1.0572
PRKG2	-0.2255
LOC400566	0.27525
ANAPC13	0.19925
SLCO3A1	0.24175
ZNF692	-2.6215
FANCL	-0.8865
SH3GLB1	1.513
C12orf61	-0.2365
KBTBD6	-1.32525
SUPT5H	-0.024125
XRCC6	0.1962
HUS1B	-0.4888
FAM133B	-0.435357142857143
LOC728276	-0.723
KCTD18	0.673
SOS2	1.09183333333333
CCDC99	-1.7565
C1QTNF5	3.917
NNAT	2.27283333333333
USP16	0.03725
LARS	-1.06625
ZBTB2	0.136
ABO	0.106833333333333
TRAF3	0.99275
GALNT5	-1.6045
NAP5	-1.039
ALG14	0.5095
KIAA0515	-0.155269230769231
WDR75	-0.702
TEX261	-0.373833333333333
LY86	3.482
LOC389072	-0.6605
FLJ13611	-0.16875
MRGPRX2	-0.389
SNRPA	-1.35475
OR2G2	0.5735
GPRASP2	1.1205
C7orf42	0.4399
C9orf163	-0.459
CYP11B2	0.795
FCRL3	3.0405
PRDX1	0.2795
FGB	-4.52316666666667
COX17	0.528333333333333
C16orf33	-0.4225
PIWIL1	-1.0956
FOLR1	-1.3685
KIAA0082	-0.5595
FREQ	0.500166666666667
TMCC2	-0.739833333333333
TCF12	-0.247166666666667
ZNF721	0.33725
FAM130A2	1.10975
POU4F1	-2.53933333333333
SNRPF	-0.79825
SGIP1	0.9465
ZNF641	0.882666666666667
EMG1	-0.1165
PRRG4	0.7195
HIRA	-2.38
MYNN	0.3585
AEBP2	-0.19175
TBXA2R	0.610333333333333
ISL2	-1.2415
PCDHB11	-0.769
RNF144A	-0.39125
MARCH5	0.228375
DULLARD	-0.245166666666667
DCLRE1B	-0.0455
ITGA8	-1.012
TP73	-0.30375
PRKCD	1.425
NDUFB4	0.18975
ATP13A4	2.5405
ANTXR2	0.411333333333333
COL4A3	-1.31466666666667
MYO10	-1.3228
SLC6A18	-0.0195
PEX1	-0.64375
TMEM74	-1.81283333333333
RBM19	0.60625
TAPBP	0.7706
RUNX1	0.254875
MID1	0.0838333333333333
GPR64	-1.264
RASEF	0.5055
GABRG1	0.273571428571429
MYO16	-2.06233333333333
DBF4	-1.802
TSHZ2	3.82425
RIPK2	0.410875
PPTC7	-0.121333333333333
KIF4B	-1.738
LRRC31	0.208857142857143
ZNF540	0.85575
EFNB3	0.396833333333333
LOH12CR1	0.740125
STON2	-0.119333333333333
GLP1R	0.64525
CSTF2T	-0.66
IREB2	-0.952375
GRSF1	-0.70325
PDCD7	-0.6985
LRRC43	1.145
CNR1	0.127666666666667
IL1F7	-0.34
C12orf64	-0.40225
FAM69B	-0.6175
NR2E1	-1.80083333333333
MS4A6A	4.6812
FTL	2.0751
C7orf36	-0.0485
PCLO	-0.0547
DYRK2	0.994166666666667
ARIH2	-0.2375
SAMD7	-2.265
SCNN1D	-1.12775
SLC32A1	-1.1015
C22orf25	-0.0291666666666667
MRPS18A	-0.0502
GPR112	-0.5065
EARS2	-1.3845
ERN2	-0.2915
ATPBD3	0.312666666666667
PRH2	-0.2765
CDKN2D	0.382833333333333
PGLYRP2	0.70475
TRIM40	-0.526333333333333
SEC14L3	0.126
SLC22A1	0.77275
BTN2A3	-0.14725
RASA4	0.9035
CCNL2	-0.826916666666667
MYBPC3	0.7935
GJA4	4.232
CDC42SE1	0.228875
TRPV2	1.64825
MYPN	-3.8134
SIM1	0.9745
CDADC1	0.57025
ZFHX4	1.334
NIBP	-0.108
ADAMTS19	-2.645
ABTB2	-0.68825
TSPYL2	-0.843875
EIF2S3	-0.27
SOX30	0.0105
AP2A1	-0.831833333333333
DKFZP564O0523	0.344833333333333
LOC285398	0.399
CDH18	-2.29
CHL1	3.139875
GATS	-0.46425
TBC1D2B	0.618333333333333
OR1J1	-1.1255
GSN	2.30833333333333
DPCR1	0.652285714285714
GARNL4	-1.2825
SMARCA5	-0.1915
PLEKHG3	-0.2675
ZBTB45	0.3205
FRMD6	-0.127166666666667
PLS1	-1.44616666666667
DGKZ	0.787666666666667
EFNA1	0.3821
WDR85	-0.387625
ANK2	0.521
PAGE4	-0.285666666666667
SENP6	0.57
AKR7A2	-0.7485
FKBP10	-2.38525
VEGFC	-1.1915
LARP1	-0.7355
SRBD1	0.42
ITGB6	4.76425
SLC1A2	-0.375846153846154
INVS	-0.230333333333333
MPO	1.89625
MOBKL3	0.209
CUTL2	-0.216625
KLK2	0.0678333333333333
VIM	0.3795
REG1B	-0.5095
PCDHGC4	0.22175
C3orf34	-0.0455
SUMO3	-0.128
CST9L	-0.84575
MLL4	-0.575
SPR	0.663333333333333
SAMD9L	2.61975
ABCE1	-0.637
SUPT3H	-0.590666666666667
ACTBL1	-2.604
ADAMTS4	1.53083333333333
SLIT3	3.464
RHEBL1	-0.88975
NPM2	-0.85075
MAN1C1	1.123375
KIAA1856	0.8615
HSPA6	2.8375
LOC388152	-2.395
C10orf140	-0.209
ZDHHC12	0.492
LIN7A	-0.3775
PHC2	0.1515
SPHK1	0.401
TRIM26	-0.0085625
FAM83E	-0.2545
C18orf24	-1.21183333333333
ZNF578	0.083
ORAI1	0.2165
RUVBL1	-0.7175
C7orf20	-0.933833333333333
APAF1	-0.8975
SLC36A4	-0.258666666666667
MYH11	5.048
NEK1	-0.078
MPP2	-1.57971428571429
C12orf24	-2.0415
TNK2	0.6305625
ZNF289	-0.5695
MATN3	-2.39257142857143
IFNGR2	1.40766666666667
ITPR1	0.399375
EBF3	4.436
TBC1D20	0.019
OR10P1	0.21475
DDAH2	0.78575
SHPRH	-0.567375
STX7	1.6155
LOC554248	-1.977
BCAR1	0.166
ATXN3	0.714916666666667
TRIM27	-0.6875
CDC42EP2	0.6575
CHP	0.268642857142857
SOX17	3.120625
ZNF259	-0.261833333333333
CHCHD1	0.750625
ZDHHC19	0.454
GBP2	3.71
GARNL3	0.61075
MRC2	0.27825
C1orf52	0.08875
AOF2	-0.805833333333333
LRPPRC	-0.6486
ACVR1C	1.12833333333333
TM4SF18	4.198
TMEM169	-0.534
PPP1R16A	-0.81425
EBF1	2.21116666666667
RRS1	-0.2005
SNX2	0.65475
OR2T2	-0.137
RBX1	0.3825
ANKRD54	0.406166666666667
TSNAX	0.248833333333333
TMEM83	-2.68225
ZBTB7A	0.45225
ATM	-1.70291666666667
LOC338328	2.916
TIE1	1.96716666666667
HIST1H3G	0.0503333333333333
PASD1	-4.498
TINAG	1.06175
PCDHAC2	-0.611
LRRC15	-0.35075
WBSCR17	-0.931
TFF2	-0.116
PARP2	-1.1095
NDFIP2	-0.353
PCDHGB2	-0.701
WDR60	-0.735
MAP7D2	-0.0548
USP45	-1.42625
GSDML	-1.15475
TNS1	0.9279
PLCD4	-1.60975
IQCD	0.527333333333333
SMPX	-2.05975
CD9	1.76333333333333
SRGN	3.839875
CASP7	0.963875
INOC1	0.0406666666666667
DKFZp451M2119	-0.354375
VMAC	1.057
USP53	0.1079
CAMK1G	0.01375
TMEM106A	0.938
CDC20	-1.5943
ACSL5	1.2175
CBWD5	-1.381125
C1orf87	-1.06275
KIAA1274	1.15075
PRUNE2	-1.5825
LYPLA2	0.0555
DOK6	-1.973
GPR149	-0.469
FAM30A	3.492
TMEM129	0.1495
SLC35B3	1.689
ACPP	0.5528
LOC200261	-1.186
SLC4A7	-0.1396
CCDC40	1.51375
GART	-1.278125
THOP1	-1.1005
SCARB1	-1.095875
CACNA1F	-0.318
TRIAP1	0.0371666666666667
SYT14L	-1.3395
SFRS8	-0.854
PBOV1	-0.326
GOLSYN	0.39025
GJB7	-2.692
CAMK2N1	-0.02575
GREM1	2.84983333333333
FLJ20433	0.55525
QPCT	-1.622875
PRKAG2	1.95366666666667
H2AFX	-1.155
C6orf154	-0.90625
PLOD3	-0.98425
ZBTB39	-1.15666666666667
WASF3	0.878416666666667
DRG1	-0.22875
PRR4	0.688
SPCS1	-0.66975
KDELR3	1.11166666666667
SRP19	0.0533333333333333
GABRA6	-0.272333333333333
MFSD1	2.27825
MMEL1	-0.24925
PDXDC2	-0.2993
BUB1	-3.17255555555556
RNF138	-0.75775
MYLPF	-0.8585
AIF1	2.716
DYNLRB1	0.7408
HCN3	-1.57466666666667
HIST1H2AI	0.049
MAP4K5	-0.196916666666667
LASP1	0.582875
LOC130951	1.839
PLAA	0.49
KRT6A	1.524
C6orf117	-1.78425
ARHGAP23	-0.013
PTF1A	0.5575
GPHA2	-0.525
LCE3B	-0.266
MCL1	0.610214285714286
EHBP1	-0.652583333333333
PRNP	0.783125
ZSCAN1	0.674
C1orf113	-0.580833333333333
FOXA3	-3.058625
NEB	2.22925
ASGR1	-3.39633333333333
CTGF	2.03833333333333
RAB17	-0.848833333333333
MST101	-0.59025
JARID1B	-0.0844
USP37	-0.4603
PTBP1	-0.993833333333333
PTPN7	0.504333333333333
CDC7	-2.00083333333333
SNX7	0.227
ZNF335	-0.34
CPT2	-0.648
HEATR1	-0.81975
HSPC152	0.003625
C5orf40	1.76425
PSME1	0.0261666666666667
STAG3	-1.14975
TMEM154	1.06216666666667
KLHL32	-0.312166666666667
TSGA10IP	-1.709
SUV420H2	-0.944833333333333
SF1	-0.967
2'-PDE	0.02125
PNLIPRP2	-1.5975
TRSPAP1	0.215166666666667
NUP210	-1.07816666666667
ANP32C	-0.819
RAB11B	0.0406666666666667
ASB15	-0.6585
ITGB3BP	-1.97775
UBASH3A	0.4635
YWHAB	0.14375
TPRX1	0.43125
LY6G5C	-0.269125
SLC7A2	-1.643375
CLK1	1.034
HSD3B7	0.180166666666667
VDR	2.05125
C16orf74	-0.149
ACE	0.67975
PSMA2	-0.257833333333333
CCDC131	-0.979125
ZNF213	0.0953333333333333
EML2	-0.8865
ALS2CR13	-0.0688333333333333
GLYATL1	3.59
DSPP	0.292
DHFRL1	0.02525
C10orf30	0.345
SH3RF2	-0.192166666666667
LOC197322	-0.0863333333333333
DLL3	-1.72071428571429
TIGD7	0.503
GFRA3	0.23575
CPA1	0.234
RTN4	-0.743833333333333
PPT2	-2.3715
FASLG	4.66833333333333
FOXP4	-0.1195
RPL26	0.8512
GNL3L	-2.13966666666667
FMR1NB	5.60783333333333
CD163	8.112
SGPP2	1.7185
GIMAP2	2.7635
CD37	3.023
DPT	5.38916666666667
NBLA00301	2.11775
RGS5	1.53733333333333
C9orf4	0.709
ACTL8	0.617166666666667
PRKAR2B	-0.993625
OPLAH	-0.146666666666667
C20orf134	1.71225
SPACA5	0.48675
TBL1X	-1.30683333333333
TSPYL3	0.1455
CHCHD3	-0.77575
CRKRS	-0.00333333333333333
GPR65	6.789
DFFA	-0.210125
FUT1	0.62975
C6orf204	-0.134666666666667
TMEM51	1.6135
ZNF580	-0.92525
CMTM2	1.044
C20orf200	-1.171
EZH1	-0.313
FDX1L	0.030875
MRPL32	-0.11325
PCAF	-0.4769
ALOX15B	3.21416666666667
CD59	1.78170833333333
CDK9	0.767875
ERP29	0.2875
TTR	-5.2365
BCMO1	-0.0725
DDIT4	-1.0258
PTGDS	4.21825
C3orf63	-0.204666666666667
BST2	0.998125
CYP1A2	-1.09583333333333
C5orf25	-1.05925
STX1A	-0.99464705882353
OR2A12	-0.1485
SH3BP5L	-0.3235
SERINC5	0.037
USP6	-0.9909
MRPL3	0.026
POMP	1.4405
INPP4B	0.7435
GMPPB	1.0915
EAPP	0.3855
AHSA1	-0.0835
ABCA11	-0.4225
SLC5A6	0.36925
HIVEP2	1.264
SUMO2	0.042375
KIAA1822L	-1.3095
C11orf67	1.164
TXK	0.777857142857143
PHCA	0.1168125
ICAM4	-1.149
FPGS	0.731166666666667
SNRPA1	-0.93825
KCNJ4	-0.28375
KIF6	-1.86322222222222
HIST1H2BG	-0.565333333333333
SLC5A5	0.56775
ZNF354B	-0.207833333333333
IL12RB2	1.74
C11orf76	0.502333333333333
GAL3ST2	0.419
AIFM2	-0.1635
SYNC1	-0.69125
UBL3	0.499
PIK3CG	0.280666666666667
NLN	-0.0738888888888889
BCORL1	-0.212
CD5L	-0.832
ZNF238	0.479166666666667
KIAA1394	-0.50525
C16orf55	-0.9422
CYP3A7	-2.861
KRTAP3-1	-2.6395
TFDP1	-1.29933333333333
MND1	-2.405
NODAL	-0.57
GTPBP4	-0.51475
TUBGCP2	1.0685
SLITRK5	-2.788
CIC	-0.188
CD79A	1.61866666666667
SAMD14	0.59
TNPO3	-0.75
OR10G3	2.562
OR10G8	0.9025
CCDC111	-0.5855
HOXC9	-0.272
DCUN1D1	1.25966666666667
CYB5R1	0.8365
TSR2	0.509
DAB2IP	1.0008
SLC6A5	0.595
RAB3D	0.8795
DCUN1D4	-0.685666666666667
ERBB3	-1.1215
SDC1	1.46508333333333
ATP6V1H	0.865833333333333
SYK	2.8705
ST20	0.6005
C13orf30	2.453
WDR40A	0.309
ADMR	0.777
LOC388335	3.0105
ACSM1	1.579
TDG	-0.403333333333333
FLJ11235	0.7375
MRPS5	-0.6305
AGPAT2	1.05233333333333
SLC12A1	2.302
CYP27A1	2.005
THAP7	-1.3625
XPO1	0.0548333333333333
ALMS1L	-0.331333333333333
C1orf2	-1.016
ZNF777	-0.1405
CAMK2A	0.0728333333333333
SMC1B	2.54825
IHPK2	-0.296866666666667
LEMD1	-2.08825
NKD2	-0.0804
CLU	1.85578571428571
ARMETL1	0.1485
PABPC4	-1.34975
CXCL12	3.968
TFAP2C	1.7286
TTTY8	0.115
ABCB10	-1.0346
ENDOD1	0.634666666666667
IDI1	-0.095
KCTD6	0.0866666666666667
CCDC105	-1.2565
ULBP2	-0.583
ZDHHC5	0.264
WNT8A	-1.265
COMMD10	-0.267
KLHL12	-0.70775
GPR50	0.2055
NR5A2	0.602625
OXGR1	3.074
EHD3	0.8805
CAPRIN2	-0.8425
KLRC3	-1.99425
SF3B1	0.0102142857142857
IPO7	-0.5175
ALDH1A1	1.6425
ANKRD5	0.2315
TSNARE1	-0.038
DDEFL1	0.85225
RNASEL	1.09966666666667
DNAH9	-1.34075
HELLS	-2.14575
TNS4	1.4745
NAV1	-0.1672
KIAA1409	-0.304333333333333
C20orf26	5.22183333333333
TUBG1	-1.331
IRX2	2.4085
CNGA4	-0.142
MGC50559	1.207
OR4K17	0.0898
TM2D2	1.3345
FAM32A	0.5125
TXNDC14	-0.624
CCBL1	-1.6605
ANK1	-1.2953
PRSS23	-0.96425
PPM1L	0.236
SPATA20	-0.23825
APCS	-0.12075
C14orf122	-0.793666666666667
PSMB5	0.000249999999999959
C6orf10	-0.0963333333333333
SETDB2	0.9085
SPNS3	-0.406
SGMS2	1.73916666666667
MXD3	-1.14316666666667
MON2	-0.5364
CARTPT	0.19075
HNF4A	-1.096
RABEP1	0.3216
TNFRSF10B	-0.7155
USH1G	0.377
PPAP2B	0.363166666666667
TMEM16K	-0.35575
CTDSP1	0.763166666666667
CDK5R1	-0.667166666666667
GABRR1	-0.828
OPN1LW	0.363
FAM98C	0.268875
DBN1	-0.121875
ACAD10	-1.04463636363636
QTRTD1	-0.428
WNK3	0.00383333333333334
RPS19	0.297375
C1QB	4.63925
OTUD5	-0.611125
SLC41A2	2.29733333333333
TMEM22	-0.835833333333333
KHSRP	-0.755333333333333
TNFRSF11A	0.616
FBL	-0.3575
IBTK	-0.177333333333333
OXER1	0.4995
CBLN4	-0.926625
GPR172B	1.33116666666667
CFTR	-1.94625
VSX1	1.1535
CAMK1D	0.358
LOXL3	-1.99875
RTP4	2.43375
SLFNL1	0.13675
KIAA0828	-0.386
PAR5	-0.0815
LOC723972	-0.71875
GDI2	1.248125
CEBPA	2.028
MLF2	-0.196166666666667
AFMID	-1.253
ALOX12B	-0.0665
BPHL	0.26425
COX5B	0.197
S100A10	1.1175
THOC6	-0.000250000000000007
NHN1	-0.57725
RRP12	-0.380666666666667
ARID3B	-2.09425
CD3G	-0.191166666666667
KIAA0133	-0.53225
NAT11	-1.70183333333333
PPAT	-1.15766666666667
SIRT3	-0.1842
TCERG1L	-1.8285
NIPA1	-0.6709
DPP8	-0.337
IL7R	3.18433333333333
ZFP64	0.0529166666666667
DMAP1	-0.1289
TRMT12	-0.03525
TLR4	3.3026
WFIKKN2	0.26325
RAB12	-0.838333333333333
DDX51	-0.156666666666667
KIAA1086	-2.752
ZNF295	0.195333333333333
ACVR2B	-1.93792857142857
LOC494150	-0.029875
ZNF517	-0.0805
DNASE1L2	-2.437
SUFU	0.903166666666667
LOC283677	0.8345
LMO3	-0.184
PPP2R5D	-0.591166666666667
ZNF587	-0.8135
HIST4H4	-0.229
CYP2C8	-0.07775
C1orf80	0.4425
DOCK5	-0.210166666666667
C9orf24	-0.28425
OR5AR1	0.125
C11orf24	0.13175
UNQ1940	-0.80225
CAP2	-1.69016666666667
TIMM44	-0.894
DSEL	-0.5306
ROM1	0.4305
FBXO4	0.54175
MYLC2PL	-2.255
MLH3	0.2398
NOX1	0.127666666666667
DPEP2	4.02575
DNAJB5	0.824
RLTPR	0.3385
MBIP	-0.163833333333333
COPB1	-0.232833333333333
SFTPA1B	0.3465
C10orf4	-0.074
PRELID1	0.036
NOLA1	0.08175
C19orf24	0.35425
TLR9	-1.5065
HLA-DMA	4.24391666666667
HCRP1	-0.5745
GPR137	-0.0716666666666667
ITGA11	-0.902833333333333
PHF13	0.460833333333333
MARK4	0.253166666666667
METTL4	-0.207
MBD3	-0.8278
LOC134145	-0.027
FGF3	0.50475
SLC35A3	-0.4325
CLEC16A	-0.74075
AMOTL1	0.185666666666667
FLJ31438	-1.27425
PAICS	-1.69575
TOMM40L	-0.175833333333333
MMD	0.053
KLK10	3.4303
NIT2	-0.110166666666667
SERPINB10	1.30133333333333
KLF15	-0.4322
CCDC5	-0.64875
WSB2	0.186125
ME3	1.56825
CACYBP	-0.778583333333333
TCTN2	0.073
JAK1	0.612125
C2orf25	0.10475
GPD2	2.033
FBXL11	0.622833333333333
CDV3	0.08225
GALNT11	0.499875
NDUFA12L	-0.6453
FLOT1	-0.680642857142857
TOR1AIP2	0.5375
MMP25	0.84875
C1orf164	-0.0509
CHST5	0.04775
LYRM4	-0.1075
GPER	-0.37575
HIPK2	0.957083333333333
DAP	0.0703
ZMIZ1	0.5605
DDX58	1.94425
DCC1	-1.54075
AKT1	-0.424625
ENPP6	1.70433333333333
ERVWE1	-0.462
CDC34	0.06775
RNF125	-1.06125
CASC1	1.0865
SHROOM2	-0.077
RRM2B	0.305833333333333
COL6A3	1.79675
TMEFF1	-1.85825
PLEKHA4	1.4229
LYSMD1	-0.200166666666667
SEPT1	-0.0475
AOF1	-0.55875
GNPAT	0.0305
WDR18	-0.52875
HSD17B12	-0.9885
HIST1H2BM	-0.375833333333333
INDOL1	1.3695
SUDS3	0.051
C1orf192	-0.497
CYP2B6	-0.84375
TBC1D2	3.03883333333333
SLC25A12	-0.119875
ERCC6L	-1.9065
MGC10814	-1.7075
POLR2C	-0.972
ZNF77	-0.275333333333333
EIF3K	0.1418
HPX	2.709
ANKRD27	0.06275
MALAT1	-1.3495625
PLB1	2.38666666666667
HRNBP3	-0.75075
CPSF4	-0.74875
OR52N2	0.514
PIP5KL1	-0.24075
GH1	0.88225
HPS5	0.133
SLFN5	0.6945
POP5	-0.222166666666667
OVOS2	-2.4065
C20orf108	0.5145
MARS	-0.9805
CLRN3	1.3135
ARSE	-1.52816666666667
PPIE	0.126333333333333
PHACS	-0.513666666666667
GP5	null
IL8RB	2.53016666666667
FCRLA	0.169625
ARRDC1	1.0873
KRTAP9-4	0.282666666666667
ZNF613	1.19
OR11A1	0.5365
TMEM132B	-3.200375
PGLS	0.60925
BSND	-2.354
KCNK18	2.965
FOXD4	0.23975
SV2C	1.0205
LCN2	3.96883333333333
ZNF490	0.464
C3orf15	0.945666666666667
CACNA2D4	-0.048
CBX5	-0.982
MAGEB4	-0.20025
BOLA1	-0.07225
PPP2R5E	-0.39875
COL5A1	1.93733333333333
ASB7	-0.235166666666667
SFT2D1	0.758125
DERL1	0.9328
RABL2A	0.636166666666667
MOAP1	-0.11675
KIAA1545	1.41583333333333
F3	0.76375
PLEKHM2	0.45325
CCDC89	1.52833333333333
EFCAB1	2.46642857142857
TMEM48	-1.03625
SEPHS2	-0.45725
PYGM	0.06525
PRICKLE1	1.1185
WNT5B	-0.12625
TAS2R38	-0.098
IMP5	-0.201
KHDRBS1	0.2164
LARS2	-0.944833333333333
C3orf28	-1.23775
FTCD	-3.3465
C10orf68	0.1695
DGAT2L3	0.321
PSEN1	1.03466666666667
MGC33657	0.583666666666667
PLA2G4B	0.116666666666667
CDKN2A	-1.1885
DLX1	-2.86675
TSHB	0.1535
C18orf37	0.537
MEX3C	-0.0805
MAMDC2	1.72575
PDIA4	0.0755833333333333
ATP5E	-0.02525
CASP2	-0.480142857142857
SERBP1	-0.0288076923076923
ZNF341	-0.268166666666667
TESC	-1.228
TMEM31	-1.3945
OR51I2	1.7695
YTHDC1	0.5635
JUN	1.41916666666667
AGMAT	-3.14766666666667
PCNXL2	-0.47875
ATAD5	-2.834
STK38	0.141375
AZI1	-0.482125
RBP1	3.379
C4orf26	-0.7135
KIAA1026	0.52875
TMEM101	-0.12725
HSFX1	-0.092
TREX1	0.9565
C18orf10	-0.7047
TRIM15	-3.744875
CA6	2.43571428571429
CEP57	-0.774375
AR	2.11933333333333
SESN2	-0.700666666666667
KIF3C	0.0695
EPB41L5	-0.418571428571429
ARHGEF10	-1.63863636363636
POLR3D	-0.193875
INDO	1.49883333333333
GABRA3	-0.0955
SCG5	0.4945
E2F3	-0.2507
TIGD5	0.291
FGD6	1.55008333333333
KLHL3	-0.0542857142857143
SCGB3A2	-1.9585
URP2	2.87116666666667
ATP6V1B1	0.8697
CALML6	-0.2725
LOC100049076	-1.88
TMF1	-0.19575
LOC388503	0.2555
CDH5	3.656875
RPS6KC1	-0.402833333333333
DAAM1	0.0999
TNFRSF10D	-0.1815
GSTT1	0.7896
INPP5A	0.4875
TRAF3IP1	0.6646
SMARCE1	-0.0757142857142857
VRK1	-0.99925
TTC16	1.14675
AARS	-1.2555
ARHGAP27	0.329666666666667
ZAK	0.602214285714286
ACSM2B	-2.985
TRAP1	-1.00466666666667
MRPL53	0.3535
RNF44	-0.41775
NPTXR	-0.58625
DPYSL3	0.7405
APP	0.3124
GLS2	-1.314
MNX1	-3.23366666666667
CMTM7	1.47925
OR10A7	0.2375
NYD-SP21	4.4295
ORC5L	-0.281
SLC16A10	0.339375
TMEM178	1.0055
LOC441601	-3.88375
PTGIS	2.65375
KBTBD7	0.65175
C19orf41	-0.48775
CEACAM3	1.60141666666667
KRT23	0.3925
SERHL	3.9385
PNKD	0.7263125
UBC	0.4485
ATRN	-1.0245
HAPLN1	-2.206
RANGAP1	-1.0745
C10orf26	1.04883333333333
KCNA7	-1.08525
SRY	-0.819
LOC376693	-0.5025
HIST1H2BF	-0.52575
CDCA8	-1.75783333333333
MLC1	-1.0185
TNIP3	3.18475
OR4D1	0.4405
IFT52	-0.32
GOLT1A	-0.856666666666667
UTP20	-1.309
RP3-402G11.5	-0.20025
PRSS33	-0.8565
PMPCA	-0.56325
APOB48R	3.80183333333333
GLTP	0.48825
MPL	-0.15875
C9orf78	0.202
ADAM12	1.82225
CSPG4	-1.369
LOC144305	-0.9925
KRTAP4-10	1.7734
PAK1	-0.1305
ADCY7	1.0235
TAS2R43	-0.932
FRAS1	-1.43364285714286
PPP1R14A	0.4905
OR2B6	-1.6425
ATP13A1	-0.4565
SIDT1	0.6965
C1RL	1.47666666666667
PRKRA	0.338
TLN1	0.3156
RP11-50D16.3	0.80875
MITF	-0.1255
GYS1	-0.45225
LYG1	-1.22383333333333
NSMCE4A	0.1028
DNAI1	0.58075
HOXD11	-0.973
FNBP1L	1.0559
DHX35	-0.39475
LCE3E	0.889714285714286
SLC33A1	0.485
DCLK3	0.00933333333333332
TRIM33	-0.955666666666667
TMCC3	2.16516666666667
FBXO42	0.208833333333333
C1orf27	-0.5785
C17orf50	-0.459
RNF14	0.398583333333333
SLC4A8	-0.279625
RAB3IP	-1.3401
COX6C	-0.679
PCSK1	-1.6713
SLC13A1	0.837714285714286
ARF6	0.573833333333333
KIAA1009	0.05475
HOXA13	-4.285
HMGN1	0.49725
CXADR	0.19625
MGC14436	0.356
UTF1	0.734
TSC22D1	1.6582
BZRAP1	0.256833333333333
PUF60	-0.313916666666667
SHC1	-0.530125
HOOK3	0.5881
LIMS2	1.15383333333333
BAHCC1	-0.1235
CLCC1	0.539166666666667
ENTPD3	2.101
SMO	-0.656
PIK3R5	2.45875
CDC14A	0.371083333333333
KRT1	2.8275
ENOX2	-0.1215
FLJ22655	1.87175
FPRL1	1.8855
INTS6	0.399
ZCCHC5	0.903
SMC3	-0.709
C6orf123	1.66516666666667
FLJ20160	1.37025
LOC653391	-1.032
GSS	-0.56275
NT5M	-0.75325
SIX5	-0.0575
TAF5	-1.153
KCNA1	0.611333333333333
ANLN	-2.47433333333333
MGC45491	-1.605
SSTR2	2.73725
LYPD4	-1.31475
TH1L	-0.589875
CHRNA5	-1.2425
PNMA6A	-0.84625
FLJ16369	-0.0135
DLX2	-3.97411111111111
