Hybridization REF	TCGA-BH-A0C1-01B-11R-A12D-07
CYP11B2	0.5315
FCRL3	1.84516666666667
PRDX1	-1.77975
FGB	-5.84533333333333
COX17	0.380333333333333
C16orf33	-0.93625
PIWIL1	-0.0696666666666667
FOLR1	-1.46783333333333
KIAA0082	-1.44275
FREQ	-0.4695
TMCC2	-1.13333333333333
TCF12	0.520916666666667
ZNF721	0.2045
FAM130A2	0.76775
POU4F1	-2.6455
SNRPF	-1.293125
SGIP1	2.02233333333333
ZNF641	1.43933333333333
EMG1	-0.504
PRRG4	1.142
HIRA	-2.1455
MYNN	0.6575
AEBP2	0.326833333333333
TBXA2R	0.119166666666667
ISL2	-2.2935
PCDHB11	0.937
RNF144A	0.4135
MARCH5	0.67525
DULLARD	-0.372666666666667
DCLRE1B	-0.2125
ITGA8	1.54575
TP73	-0.07
PRKCD	1.149
NDUFB4	-0.23475
ATP13A4	0.0317499999999999
ANTXR2	-0.0885
COL4A3	-1.10166666666667
MYO10	-1.1262
SLC6A18	0.392
PEX1	0.22525
TMEM74	-2.0588
RBM19	-0.25175
TAPBP	1.106
RUNX1	1.558125
MID1	-1.82225
GPR64	-0.486166666666667
RASEF	3.3525
GABRG1	-0.422714285714286
MYO16	-0.88625
DBF4	-0.95
TSHZ2	2.92525
RIPK2	0.724375
PPTC7	-0.441666666666667
KIF4B	-0.8765
LRRC31	4.289375
ZNF540	0.44625
EFNB3	0.0681666666666667
LOH12CR1	0.447375
STON2	0.434833333333333
GLP1R	-0.318666666666667
CSTF2T	0.14425
IREB2	-1.443625
GRSF1	0.2855
PDCD7	-1.07716666666667
LRRC43	0.207
CNR1	0.745333333333333
IL1F7	-0.7615
C12orf64	-1.32975
FAM69B	-1.0185
NR2E1	-2.75
MS4A6A	3.1291
FTL	-0.9934
C7orf36	0.049
PCLO	0.996
DYRK2	1.42641666666667
ARIH2	-0.684125
SAMD7	0.242
SCNN1D	-1.41225
SLC32A1	-1.133875
C22orf25	-0.433666666666667
MRPS18A	0.44
GPR112	0.4755
EARS2	-0.1215
ERN2	0.3895
ATPBD3	0.471
PRH2	-0.0575
CDKN2D	-0.834333333333333
PGLYRP2	4.05625
TRIM40	0.48025
SEC14L3	-0.766666666666667
SLC22A1	-0.63775
BTN2A3	-0.46625
RASA4	-0.25175
CCNL2	-1.97825
MYBPC3	0.524
GJA4	3.55775
CDC42SE1	1.94975
TRPV2	-0.94225
MYPN	-3.8211
SIM1	0.3145
CDADC1	0.2005
ZFHX4	1.6435
NIBP	1.03966666666667
ADAMTS19	0.77125
ABTB2	-0.204
TSPYL2	-0.393125
EIF2S3	0.0023
SOX30	-0.229
AP2A1	0.0726666666666667
DKFZP564O0523	0.454166666666667
LOC285398	-0.0225
CDH18	-4.99725
CHL1	2.47525
GATS	-0.7971
TBC1D2B	-0.0765
OR1J1	0.691
GSN	0.468166666666667
DPCR1	0.283
GARNL4	-0.782666666666667
SMARCA5	-0.45925
PLEKHG3	1.12933333333333
ZBTB45	1.3945
FRMD6	1.089
PLS1	-1.27083333333333
DGKZ	0.225
EFNA1	2.0864
WDR85	-1.105375
ANK2	0.7665
PAGE4	-1.7455
SENP6	1.83866666666667
AKR7A2	-0.21
FKBP10	-2.00975
VEGFC	-1.22166666666667
LARP1	0.248625
SRBD1	0.42525
ITGB6	4.2885
SLC1A2	-0.947769230769231
INVS	-0.999166666666667
MPO	0.47125
MOBKL3	0.702
CUTL2	-0.475
KLK2	-0.15875
VIM	-0.63275
REG1B	0.425
PCDHGC4	0.76575
C3orf34	-0.770666666666667
SUMO3	0.427
CST9L	-1.502
MLL4	0.1325
SPR	0.703833333333333
SAMD9L	1.0015
ABCE1	-0.093
SUPT3H	0.154833333333333
ACTBL1	-0.79325
ADAMTS4	1.508
SLIT3	2.984
RHEBL1	-1.75425
NPM2	-1.43075
MAN1C1	1.38425
KIAA1856	1.19691666666667
HSPA6	0.4565
LOC388152	-0.5095
C10orf140	-2.17
ZDHHC12	-0.057
LIN7A	-1.4805
PHC2	-0.0278333333333333
SPHK1	-0.197
TRIM26	0.6984375
FAM83E	1.789
C18orf24	-2.02966666666667
ZNF578	0.813
ORAI1	-0.46225
RUVBL1	-0.824916666666666
C7orf20	-0.644833333333333
APAF1	-1.233
SLC36A4	-2.34133333333333
MYH11	4.2645
NEK1	0.9619
MPP2	0.46575
C12orf24	-3.46375
TNK2	0.4533125
ZNF289	0.02675
MATN3	-0.115285714285714
IFNGR2	1.55683333333333
ITPR1	0.062125
EBF3	3.0945
TBC1D20	0.0082
OR10P1	0.20275
DDAH2	1.76775
SHPRH	-0.038
STX7	-0.017
LOC554248	-1.51425
BCAR1	-0.3025
ATXN3	-0.0809166666666667
TRIM27	-0.3755
CDC42EP2	0.762
CHP	0.00528571428571428
SOX17	2.439
ZNF259	-0.951666666666667
CHCHD1	-0.1375
ZDHHC19	0.2155
GBP2	2.178
GARNL3	1.456625
MRC2	0.843
C1orf52	-1.292
AOF2	-0.903
LRPPRC	-0.0666
ACVR1C	-1.58666666666667
TM4SF18	3.06516666666667
TMEM169	-0.720833333333333
PPP1R16A	-0.01125
EBF1	-0.0326666666666667
RRS1	-0.000666666666666667
SNX2	-0.00875000000000001
OR2T2	0.7055
RBX1	-0.17725
ANKRD54	-0.3425
TSNAX	1.08533333333333
TMEM83	-2.1535
ZBTB7A	0.7455
ATM	-1.59490909090909
LOC338328	2.2975
TIE1	1.57433333333333
HIST1H3G	-1.31766666666667
PASD1	-4.58633333333333
TINAG	0.4895
PCDHAC2	0.00549999999999995
LRRC15	1.4365
WBSCR17	-0.8815
TFF2	-0.311
PARP2	-1.0035
NDFIP2	0.080625
PCDHGB2	-0.441
WDR60	0.4755
MAP7D2	-1.8309
USP45	-1.19325
GSDML	-1.614
TNS1	-0.1301
PLCD4	0.03225
IQCD	-0.356
SMPX	-3.20975
CD9	1.22583333333333
SRGN	1.170875
CASP7	0.177
INOC1	-0.2835
DKFZp451M2119	-2.023
VMAC	1.8295
USP53	0.683
CAMK1G	-0.388125
TMEM106A	0.200166666666667
CDC20	-2.3471
ACSL5	0.121666666666667
CBWD5	0.174
C1orf87	-1.7982
KIAA1274	0.49225
PRUNE2	-2.27385714285714
LYPLA2	0.1155
DOK6	-1.11633333333333
GPR149	-0.49825
FAM30A	1.807
TMEM129	0.20325
SLC35B3	1.12275
ACPP	-0.5606
LOC200261	-1.921
SLC4A7	0.6108
CCDC40	1.13125
GART	-1.33125
THOP1	-1.38825
SCARB1	-1.316125
CACNA1F	0.19075
TRIAP1	-0.98
SYT14L	-2.106
SFRS8	-0.517
PBOV1	0.133
GOLSYN	1.51
GJB7	-2.0125
CAMK2N1	0.646083333333333
GREM1	4.25641666666667
FLJ20433	0.37175
QPCT	-2.011
PRKAG2	1.26433333333333
H2AFX	-0.983625
C6orf154	2.32625
PLOD3	-0.82125
ZBTB39	-0.287333333333333
WASF3	-0.39775
DRG1	-0.5485
PRR4	0.0925
SPCS1	-0.634
KDELR3	0.795
SRP19	0.117166666666667
GABRA6	0.432
MFSD1	0.949
MMEL1	1.3985
PDXDC2	-0.5033
BUB1	-2.07622222222222
RNF138	-0.152125
MYLPF	-0.7415
AIF1	0.733333333333333
DYNLRB1	0.3799
HCN3	-1.57933333333333
HIST1H2AI	-0.87375
MAP4K5	-0.0998333333333333
LASP1	0.1875
LOC130951	0.6435
PLAA	0.882
KRT6A	-2.896
C6orf117	-1.98075
ARHGAP23	-1.115
PTF1A	0.2115
GPHA2	-0.44
LCE3B	0.023
MCL1	1.47328571428571
EHBP1	-0.66025
PRNP	-0.8223125
ZSCAN1	0.76325
C1orf113	1.07566666666667
FOXA3	-3.3695
NEB	-0.40425
ASGR1	-4.4645
CTGF	2.93283333333333
RAB17	0.843666666666667
MST101	0.59225
JARID1B	1.9652
USP37	0.4551
PTBP1	-0.278166666666667
PTPN7	-0.545833333333333
CDC7	-2.34766666666667
SNX7	0.20425
ZNF335	-0.22425
CPT2	-0.4575
HEATR1	0.09225
HSPC152	-0.33975
C5orf40	0.369
PSME1	-0.103
STAG3	-2.016
TMEM154	0.662166666666667
KLHL32	-0.368166666666667
TSGA10IP	-1.8325
SUV420H2	-0.539833333333333
SF1	-0.8352
2'-PDE	0.601875
PNLIPRP2	-2.078
TRSPAP1	-0.9815
NUP210	-1.04933333333333
ANP32C	-2.02966666666667
RAB11B	1.334
ASB15	1.124
ITGB3BP	-2.02925
UBASH3A	-0.58425
YWHAB	0.592125
TPRX1	0.13575
LY6G5C	-0.22425
SLC7A2	-1.060625
CLK1	-0.1988
HSD3B7	0.667833333333333
VDR	3.16475
C16orf74	-0.72575
ACE	0.152
PSMA2	0.151
CCDC131	-0.74725
ZNF213	1.253
EML2	-1.81275
ALS2CR13	1.11633333333333
GLYATL1	4.16925
DSPP	-0.165
DHFRL1	-0.794375
C10orf30	-0.425833333333333
SH3RF2	0.0178333333333333
LOC197322	-0.329833333333333
DLL3	-1.329
TIGD7	-0.133
GFRA3	-0.1625
CPA1	-0.133
RTN4	-0.0353333333333333
PPT2	-1.358
FASLG	2.68116666666667
FOXP4	1.40475
RPL26	-0.0292
GNL3L	-1.3755
FMR1NB	-0.344166666666667
CD163	6.6495
SGPP2	3.184
GIMAP2	0.983
CD37	1.70716666666667
DPT	3.005
NBLA00301	1.81025
RGS5	2.00416666666667
C9orf4	0.295
ACTL8	-1.7435
PRKAR2B	2.594125
OPLAH	1.384
C20orf134	1.3005
SPACA5	-0.064
TBL1X	-0.405833333333333
TSPYL3	0.526
CHCHD3	-1.039
CRKRS	-0.409166666666667
GPR65	4.8125
DFFA	-1.2035
FUT1	0.80475
C6orf204	-0.618833333333333
TMEM51	-0.345
ZNF580	0.28
CMTM2	0.702
C20orf200	-0.091
EZH1	-0.508166666666667
FDX1L	-0.251625
MRPL32	-0.44275
PCAF	-0.5064
ALOX15B	2.92283333333333
CD59	0.333375
CDK9	0.33525
ERP29	-0.7755
TTR	-5.008
BCMO1	0.1125
DDIT4	-0.8238
PTGDS	3.41625
C3orf63	0.0873333333333333
BST2	-0.50425
CYP1A2	-0.628
C5orf25	0.14075
STX1A	-0.308117647058823
OR2A12	0.405
SH3BP5L	-0.30175
SERINC5	-0.04975
USP6	-1.265
MRPL3	-0.161666666666667
POMP	-0.135375
INPP4B	1.011625
GMPPB	0.15825
EAPP	0.061
AHSA1	-1.02225
ABCA11	0.487
SLC5A6	0.99375
HIVEP2	1.05825
SUMO2	-0.7105
KIAA1822L	-0.799333333333333
C11orf67	0.73075
TXK	-0.282
PHCA	1.3745625
ICAM4	-2.336
FPGS	0.0188333333333333
SNRPA1	-1.88375
KCNJ4	-1.196
KIF6	1.4801
HIST1H2BG	-1.5325
SLC5A5	0.55975
ZNF354B	-0.102333333333333
IL12RB2	1.369
C11orf76	0.7705
GAL3ST2	0.1705
AIFM2	-1.52475
SYNC1	-0.5835
UBL3	0.79775
PIK3CG	-0.707666666666667
NLN	-0.1542
BCORL1	0.49825
CD5L	0.1445
ZNF238	3.7365
KIAA1394	-0.429
C16orf55	-0.8513
CYP3A7	-1.882
KRTAP3-1	-1.2675
TFDP1	-0.701333333333333
MND1	-2.75225
NODAL	-0.930166666666667
GTPBP4	-0.88
TUBGCP2	0.17925
SLITRK5	-3.92175
CIC	0.6545
CD79A	0.962666666666667
SAMD14	0.605666666666667
TNPO3	-0.8365
OR10G3	0.976
OR10G8	0.36
CCDC111	-0.726
HOXC9	1.26625
DCUN1D1	0.401916666666667
CYB5R1	1.96075
TSR2	0.2045
DAB2IP	0.9304
SLC6A5	0.026
RAB3D	1.933
DCUN1D4	-0.984666666666667
ERBB3	1.82616666666667
SDC1	2.06016666666667
ATP6V1H	0.505333333333333
SYK	1.7725
ST20	-0.94275
C13orf30	1.742
WDR40A	0.630333333333333
ADMR	0.48
LOC388335	1.51075
ACSM1	1.1245
TDG	-0.761666666666667
FLJ11235	-0.0185
MRPS5	-0.724166666666667
AGPAT2	-0.367666666666667
SLC12A1	-0.229
CYP27A1	0.30225
THAP7	-0.86
XPO1	-0.562083333333333
ALMS1L	0.510333333333333
C1orf2	0.708
ZNF777	0.591333333333333
CAMK2A	0.367
SMC1B	-0.101857142857143
IHPK2	-0.214866666666667
LEMD1	-3.7785
NKD2	0.2595
CLU	0.597071428571429
ARMETL1	-1.758
PABPC4	-0.6905
CXCL12	2.80916666666667
TFAP2C	0.3033
TTTY8	0.298
ABCB10	-0.0398
ENDOD1	1.00333333333333
IDI1	-2.005
KCTD6	1.169
CCDC105	1.2725
ULBP2	-1.75116666666667
ZDHHC5	0.27825
WNT8A	0.942666666666667
COMMD10	0.32625
KLHL12	0.78425
GPR50	-0.146
NR5A2	0.1525
OXGR1	4.84
EHD3	0.263
CAPRIN2	-1.034
KLRC3	-3.64175
SF3B1	0.183071428571429
IPO7	-0.1575
ALDH1A1	0.329833333333333
ANKRD5	0.938375
TSNARE1	0.0875
DDEFL1	0.69375
RNASEL	1.16466666666667
DNAH9	-0.6235
HELLS	-1.778
TNS4	1.7685
NAV1	0.2932
KIAA1409	-0.01375
C20orf26	1.96566666666667
TUBG1	-1.42075
IRX2	3.2225
CNGA4	-0.4065
MGC50559	1.02716666666667
OR4K17	-0.105666666666667
TM2D2	1.03066666666667
FAM32A	-0.003
TXNDC14	-0.4315
CCBL1	-1.7045
ANK1	-0.7612
PRSS23	-1.2825
PPM1L	-0.4365
SPATA20	-0.97025
APCS	0.3365
C14orf122	-0.715666666666667
PSMB5	-0.4225
C6orf10	0.3411
SETDB2	0.0908333333333333
SPNS3	-0.7525
SGMS2	0.239666666666667
MXD3	-0.682333333333333
MON2	0.031
CARTPT	1.23875
HNF4A	-1.081
RABEP1	1.13595
TNFRSF10B	-0.79475
USH1G	-0.3335
PPAP2B	-1.29383333333333
TMEM16K	0.1895
CTDSP1	0.906666666666667
CDK5R1	-0.257666666666667
GABRR1	-0.6085
OPN1LW	-0.3285
FAM98C	0.6605
DBN1	0.935125
ACAD10	-1.17158333333333
QTRTD1	0.11975
WNK3	-1.372
RPS19	0.20675
C1QB	3.870375
OTUD5	-0.167625
SLC41A2	1.1405
TMEM22	-1.95533333333333
KHSRP	-0.835666666666667
TNFRSF11A	-0.462
FBL	-0.412833333333333
IBTK	0.578833333333333
OXER1	0.1895
CBLN4	1.607625
GPR172B	0.784666666666667
CFTR	0.73425
VSX1	1.2725
CAMK1D	-0.44
LOXL3	-2.02025
RTP4	1.07525
SLFNL1	-0.654
KIAA0828	0.077625
PAR5	0.8475
LOC723972	-1.847
GDI2	0.531875
CEBPA	0.6641
MLF2	0.329333333333333
AFMID	-1.1605
ALOX12B	-0.44825
BPHL	0.239
COX5B	-0.07325
S100A10	-0.6443
THOC6	0.49675
NHN1	-0.527
RRP12	-0.3485
ARID3B	-1.95475
CD3G	0.0156666666666667
KIAA0133	0.556
NAT11	-1.29216666666667
PPAT	-1.165
SIRT3	0.4669
TCERG1L	-1.513
NIPA1	-0.8267
DPP8	-0.4382
IL7R	2.5725
ZFP64	0.6065
DMAP1	-0.8824
TRMT12	0.708
TLR4	1.2752
WFIKKN2	-1.063
RAB12	0.439
DDX51	-0.697
KIAA1086	-3.403
ZNF295	-0.099
ACVR2B	-1.49071428571429
LOC494150	-1.38575
ZNF517	0.2335
DNASE1L2	-1.83983333333333
SUFU	0.793333333333333
LOC283677	0.132
LMO3	0.502166666666667
PPP2R5D	-0.3395
ZNF587	0.2888
HIST4H4	-0.1965
CYP2C8	0.27325
C1orf80	1.46266666666667
DOCK5	-0.752
C9orf24	-0.9395
OR5AR1	0.648
C11orf24	-0.416
UNQ1940	-0.5075
CAP2	1.856
TIMM44	-0.95025
DSEL	-0.7028
ROM1	-0.202
FBXO4	0.05525
MYLC2PL	-2.07175
MLH3	1.1675
NOX1	0.414833333333333
DPEP2	1.972
DNAJB5	0.16425
RLTPR	0.2295
MBIP	-0.293833333333333
COPB1	0.0635
SFTPA1B	0.1015
C10orf4	0.3338
PRELID1	-0.6085
NOLA1	-0.49025
C19orf24	0.11025
TLR9	-2.1065
HLA-DMA	3.1325
HCRP1	-0.443
GPR137	0.531666666666667
ITGA11	-0.270666666666667
PHF13	0.210333333333333
MARK4	1.047
METTL4	-0.3205
MBD3	-0.4088
LOC134145	1.16425
FGF3	-0.2585
SLC35A3	1.022625
CLEC16A	0.593
AMOTL1	-0.922333333333333
FLJ31438	-0.2165
PAICS	-1.293125
TOMM40L	0.743166666666667
MMD	-1.2185
KLK10	3.0632
NIT2	-0.0695
SERPINB10	0.4625
KLF15	-0.5042
CCDC5	-0.83
WSB2	-0.876625
ME3	1.2575
CACYBP	-0.1695
TCTN2	0.145
JAK1	0.39375
C2orf25	0.07275
GPD2	0.95275
FBXL11	-0.1
CDV3	-0.429833333333333
GALNT11	0.71725
NDUFA12L	-0.8305
FLOT1	0.237285714285714
TOR1AIP2	0.662
MMP25	0.17
C1orf164	-0.6014
CHST5	-0.5335
LYRM4	0.2337
GPER	-2.13175
HIPK2	0.854083333333333
DAP	-0.222
ZMIZ1	0.668
DDX58	2.31575
DCC1	-2.10625
AKT1	0.109375
ENPP6	0.547
ERVWE1	-1.0195
CDC34	-0.41225
RNF125	-0.11075
CASC1	2.97325
SHROOM2	0.95
RRM2B	0.586333333333333
COL6A3	2.2125
TMEFF1	-1.66425
PLEKHA4	1.8506
LYSMD1	2.1945
SEPT1	0.186333333333333
AOF1	0.47375
GNPAT	0.46275
WDR18	-0.325
HSD17B12	-1.00883333333333
HIST1H2BM	-0.866166666666667
INDOL1	0.432
SUDS3	0.04375
C1orf192	2.004
CYP2B6	-0.49475
TBC1D2	1.92516666666667
SLC25A12	0.04375
ERCC6L	-1.14566666666667
MGC10814	-1.12233333333333
POLR2C	-1.45233333333333
ZNF77	-0.0478333333333333
EIF3K	0.1666
HPX	4.205
ANKRD27	-0.314875
MALAT1	-0.2635625
PLB1	1.63333333333333
HRNBP3	-1.313
CPSF4	-0.84425
OR52N2	0.127
PIP5KL1	-1.18925
GH1	-0.587
HPS5	-0.51575
SLFN5	1.060125
POP5	-1.1425
OVOS2	-3.56533333333333
C20orf108	0.19625
MARS	-0.9935
CLRN3	1.96616666666667
ARSE	-1.343
PPIE	-0.736166666666667
PHACS	0.1315
GP5	-1.2475
IL8RB	1.78483333333333
FCRLA	-2.5545
ARRDC1	0.6021
KRTAP9-4	0.3285
ZNF613	1.611
OR11A1	0.091
TMEM132B	-2.383125
PGLS	-0.03425
BSND	-1.68383333333333
KCNK18	-0.9665
FOXD4	2.09725
SV2C	-0.4135
LCN2	-0.5035
ZNF490	0.7618
C3orf15	0.534
CACNA2D4	-1.90116666666667
CBX5	-0.5725
MAGEB4	0.34475
BOLA1	1.01725
PPP2R5E	0.0755
COL5A1	1.39441666666667
ASB7	-0.554833333333333
SFT2D1	0.319
DERL1	-0.4076
RABL2A	1.00216666666667
MOAP1	-0.061
KIAA1545	0.855666666666667
F3	0.26675
PLEKHM2	-0.8085
CCDC89	0.733333333333333
EFCAB1	1.477125
TMEM48	-1.5185
SEPHS2	-0.29225
PYGM	-0.24875
PRICKLE1	2.15425
WNT5B	-1.56525
TAS2R38	0.5965
IMP5	-0.19525
KHDRBS1	-0.0613
LARS2	-0.470833333333333
C3orf28	-0.5635
FTCD	-3.5095
C10orf68	1.41066666666667
DGAT2L3	-0.19775
PSEN1	0.195083333333333
MGC33657	0.356
PLA2G4B	-0.240833333333333
CDKN2A	-1.59608333333333
DLX1	-2.42225
TSHB	0.03
C18orf37	0.18675
MEX3C	1.000625
MAMDC2	0.03075
PDIA4	-0.0538333333333333
ATP5E	-0.224
CASP2	0.498285714285714
SERBP1	-0.267115384615385
ZNF341	0.405
TESC	-2.51775
TMEM31	0.19575
OR51I2	1.1345
YTHDC1	0.678214285714286
JUN	2.74416666666667
AGMAT	-3.73066666666667
PCNXL2	1.11025
ATAD5	-2.235375
STK38	-0.75025
AZI1	-0.76575
RBP1	2.904
C4orf26	-0.89025
KIAA1026	-0.1355
TMEM101	-0.44125
HSFX1	0.5955
TREX1	0.36775
C18orf10	-0.6054
TRIM15	-3.252375
CA6	-0.419
CEP57	-1.156
AR	4.2405
SESN2	-1.38933333333333
KIF3C	0.72375
EPB41L5	0.76575
ARHGEF10	-0.987090909090909
POLR3D	-0.45275
INDO	1.38416666666667
GABRA3	-0.4695
SCG5	-0.931
E2F3	0.4963
TIGD5	0.48775
FGD6	1.26891666666667
KLHL3	-0.148375
SCGB3A2	-1.673
URP2	0.165166666666667
ATP6V1B1	1.5703
CALML6	-1.039
LOC100049076	-0.2125
TMF1	0.295
LOC388503	-0.59175
CDH5	2.798875
RPS6KC1	0.939666666666667
DAAM1	1.0672
TNFRSF10D	-0.9945
GSTT1	-0.1417
INPP5A	-0.13325
TRAF3IP1	1.2887
SMARCE1	0.480846153846154
VRK1	-1.30475
TTC16	0.43025
AARS	-1.73283333333333
ARHGAP27	0.327666666666667
ZAK	0.397071428571429
ACSM2B	-2.732
TRAP1	-0.777666666666667
MRPL53	0.21725
RNF44	0.47625
NPTXR	0.56025
DPYSL3	0.760333333333333
APP	1.7847
GLS2	0.130166666666667
MNX1	-1.59233333333333
CMTM7	-0.31575
OR10A7	0.337
NYD-SP21	4.293
ORC5L	0.04875
SLC16A10	-1.752125
TMEM178	-0.4905
LOC441601	-4.541
PTGIS	1.91875
KBTBD7	1.3965
C19orf41	-0.3225
CEACAM3	1.55425
KRT23	0.1435
SERHL	1.617
PNKD	1.5603125
UBC	0.3885
ATRN	-0.534
HAPLN1	-2.34675
RANGAP1	-0.33125
C10orf26	1.49583333333333
KCNA7	-0.73
SRY	0.386
LOC376693	-0.31525
HIST1H2BF	-0.88525
CDCA8	-2.23433333333333
MLC1	-1.782
TNIP3	2.273
OR4D1	0.2145
IFT52	0.407333333333333
GOLT1A	1.9
UTP20	-0.724875
RP3-402G11.5	-0.423125
PRSS33	-0.896
PMPCA	-1.06075
APOB48R	1.58883333333333
GLTP	-0.55875
MPL	0.3645
C9orf78	-0.6105
ADAM12	2.0045
CSPG4	-2.049
LOC144305	-2.1
KRTAP4-10	-0.1997
PAK1	-0.4745
ADCY7	-0.7618
TAS2R43	0.3075
FRAS1	-1.15757142857143
PPP1R14A	0.0376666666666667
OR2B6	-2.07275
ATP13A1	0.190333333333333
SIDT1	1.3505
C1RL	1.7175
PRKRA	0.5015
TLN1	0.7544
RP11-50D16.3	0.155166666666667
MITF	-1.68833333333333
GYS1	-0.2125
LYG1	-1.243
NSMCE4A	-0.5951
DNAI1	-0.14825
HOXD11	-0.911
FNBP1L	1.6977
DHX35	0.0615
LCE3E	0.615875
SLC33A1	0.41725
DCLK3	-0.292666666666667
TRIM33	-1.55116666666667
TMCC3	2.08716666666667
FBXO42	0.007
C1orf27	0.9427
C17orf50	0.127
RNF14	0.77375
SLC4A8	1.17675
RAB3IP	1.7467
COX6C	-0.264928571428571
PCSK1	-3.9861
SLC13A1	0.052875
ARF6	0.438333333333333
KIAA1009	0.71975
HOXA13	-3.1855
HMGN1	0.14275
CXADR	0.917083333333333
MGC14436	0.638
UTF1	1.0795
TSC22D1	0.6447
BZRAP1	0.088
PUF60	0.00566666666666667
SHC1	0.291875
HOOK3	1.183
LIMS2	0.743
BAHCC1	-0.780666666666667
CLCC1	-0.00966666666666666
ENTPD3	3.8585
SMO	-0.33375
PIK3R5	0.2755
CDC14A	-0.735666666666667
KRT1	3.2185
ENOX2	0.859666666666667
FLJ22655	-0.02625
FPRL1	0.4
INTS6	0.4634
ZCCHC5	0.77
SMC3	-0.61025
C6orf123	1.06166666666667
FLJ20160	2.98225
LOC653391	-0.109333333333333
GSS	-0.84675
NT5M	-1.1015
SIX5	0.862
TAF5	-1.199
KCNA1	2.498
ANLN	-1.96583333333333
MGC45491	-1.2395
SSTR2	2.62325
LYPD4	1.08975
TH1L	-1.05
CHRNA5	-2.331
PNMA6A	-0.15825
FLJ16369	-0.143
DLX2	-2.2656
C6orf108	0.08325
ALDH3A2	-0.221333333333333
CLEC1B	1.599
LEPREL2	-0.7145
FOXJ1	-0.8958
OR1D4	0.2435
PPIL4	0.32575
MTRR	-0.81975
SLC27A3	1.81583333333333
HTR7	-0.158833333333333
MIB2	-0.7865
BHMT	-2.30366666666667
A2ML1	-1.61
MSMB	0.35675
KIAA1383	1.74171428571429
TRUB2	-0.6105
PF4	1.31633333333333
IL1F5	1.87983333333333
LRRC37B2	-0.516
IPO4	-0.32675
FIGF	-0.80975
QDPR	0.3975
ZNF598	-1.286
BOP1	-0.8805
MAPK12	-1.5385
POLR1E	-0.415125
CEECAM1	0.930833333333333
INSRR	0.388166666666667
SIPA1	0.53025
ULK4	1.11416666666667
BTN3A1	0.1342
FABP5	-1.4179
KBTBD3	2.4505
SORT1	-0.0318333333333334
YWHAQ	0.22875
LRIT1	-0.27
KIAA1704	-0.1552
MEIS2	-1.4799
ENOSF1	-0.725333333333333
PCDH7	1.17107142857143
FZD9	-1.69683333333333
RPLP1	0.067
ZNF75A	0.1655
P4HA3	3.451875
NKX6-1	0.5335
CTA-216E10.6	-0.9835
IFT140	0.84675
DENND1A	-0.326666666666667
ALCAM	1.3196
ABHD2	0.0658181818181819
QPRT	-1.716
TRAM1	0.749428571428571
ATP1B4	0.486625
NUP37	-2.205
SAA3P	0.081
SLC22A6	0.36325
KIAA0265	-0.07275
ZNF41	0.5945
ADAM19	0.3195
ERAF	-0.533
DEFB119	0.428583333333333
DNMT3B	-3.388
SNF1LK2	0.118
MGC24039	-2.04341666666667
TAS2R48	-0.688
PNLDC1	-0.415
ADAMTS16	0.9725
TMEM92	-1.19066666666667
CCT8	-0.781083333333333
POGZ	1.7355
N-PAC	0.64475
GUCA1B	0.38
ZZEF1	-0.371
OR2C3	0.169
ZNF334	-1.85066666666667
RANBP6	0.409
LDHB	-2.72658333333333
BAMBI	0.611
RAB5B	1.11025
FOXB1	1.10775
MRPS12	0.13025
MRGPRF	0.836625
CRIPT	-0.366
CYP2D7P1	-0.273
RYR1	0.63625
NDUFA2	0.466875
TRIP12	0.531083333333333
KCNE3	2.25333333333333
MOBKL2B	-0.5637
MIOX	-0.11425
ACOT7	-1.407375
FGF6	0.1165
RASSF5	0.152
ATAD3B	-1.5415
IKZF3	1.3835
H3F3B	-0.653357142857143
C6orf91	1.3275
SEC11C	0.1245
TMEM14C	-0.4535
KIAA1632	-0.1885
SLC38A4	0.14525
FGFR3	-1.9205
HES7	1.16225
HINT3	0.2655
ARIH1	-0.753
FLJ35880	-2.0595
C1orf129	1.094
POU6F1	-0.382
RPL32	-0.335125
BBS1	0.8275
RGPD5	0.104
SULT1C2	-1.84966666666667
KDELC1	-1.1175
PIP5K3	-0.623666666666667
CHI3L1	1.5675
CSDA	-1.06158333333333
VTCN1	2.926
WDR62	-1.1265
TMEM170	-1.09925
KIF2A	-0.64475
C6orf182	-1.29033333333333
ARL6IP6	-1.112
ZCCHC9	-0.87425
RARB	0.685166666666667
ZNF320	1.216125
DHX15	-0.247875
PICALM	-0.333333333333333
CNOT6	0.95025
HIST1H1A	-0.27
ZNF702	1.414
OR1E2	0.2175
HLF	-1.1459
LOC442582	-1.5075
KIAA0494	0.947375
TCF4	1.0708
APOBEC3B	-1.9235
FAM54B	-0.8245
MYH2	-2.99
FXN	-0.596166666666667
C12orf59	0.631
PAEP	-1.95375
SPG11	-0.06225
VN1R4	-0.02
KCNJ13	-0.8535
NOC3L	-0.2985
C5orf36	2.104
CPAMD8	2.53825
MLN	-0.547
FLJ11184	-0.013
TIAM1	1.2035
OR10J3	0.0025
OR52E2	-0.47
PBX1	2.6473
UBL7	-0.480333333333333
PXMP2	-0.9675
SYTL1	0.0148333333333333
FAM126B	1.05975
ZNF711	-2.18275
GGA1	-0.805333333333333
VAMP4	0.9115
BCAP29	0.543
