Hybridization REF	TCGA-C8-A1HN-01A-11R-A137-07
VWA3A	1.61033333333333
SPIC	0.135166666666667
OR6C4	0.328
PSCD4	0.855
DPY19L2P2	-0.9005
TRAPPC6A	1.24733333333333
C21orf2	-0.573666666666667
CEMP1	0.294
LIN7B	1.5185
E2F7	-1.06416666666667
VCP	-0.2513125
LAMA3	0.08
BGN	1.67075
GPR160	1.72533333333333
COCH	-1.35716666666667
GPR81	1.86616666666667
APOBEC3F	-2.357
tcag7.1017	-0.168
C1orf32	0.488
SCGB1D2	4.45925
FLJ43987	-0.9995
C6orf170	1.41775
KLK9	0.449
GPD1L	0.284875
VPS37B	0.45275
ATG3	-0.0793333333333333
ADAMTS17	0.2075
KLHDC2	0.349333333333333
NDUFV2	-0.056
BLK	-3.0915
MATN4	-1.627
GPM6A	-0.7885
GBP4	2.637
TMEM162	0.351666666666667
PKP2	-1.1215
HRASLS	2.53066666666667
MMP1	-2.66475
SFXN3	-0.3155
FSD1	-1.679
ST6GALNAC3	-2.2725
CA12	3.3279
NCOA6	1.1785
C19orf58	0.3184
PPP4R1	-0.7725
MAN1A2	0.85
IKBKAP	-0.823
UPF1	-0.284833333333333
KIAA1219	1.37975
WNT16	0.584833333333333
SNW1	-0.85675
IL18RAP	1.67625
RPP30	-0.59425
CDC40	0.358857142857143
SETD3	-0.6035
SLAMF6	-0.3565
ELK4	-0.3675
TRIM47	0.0965
ACOX3	3.21275
TRIM6	-0.542
KIAA0372	-0.400166666666667
TP53AP1	1.298125
SMURF2	-0.7535
ADAD1	0.6935
EBP	-0.5342
KRTAP13-2	-0.4395
FLJ36874	-0.935833333333333
TOR1A	-0.229666666666667
P2RY4	0.6745
GPBP1	0.03925
TRPV1	0.063625
ADAMTS12	0.518166666666667
PES1	-0.5701
ATG4A	1.36816666666667
MAGEA10	-4.50125
WFS1	1.4945
CC2D1B	-0.0178333333333333
PABPN1	-0.507375
SLC25A30	-0.51675
SLCO1C1	-0.445833333333333
SLC22A5	1.43175
KIF23	-1.46766666666667
SYN2	-0.9165
ASPN	7.4295
CENTG2	-0.39225
QSOX2	-0.6615
FLJ10815	-0.236166666666667
STK24	-0.478125
SPEG	0.0281
STK10	0.053
DACT2	-2.55
AAAS	-0.6285
SSX3	-1.47725
ABCD3	0.3586
C4orf12	0.773625
PARVG	0.989666666666667
FIG4	0.3065
C9orf46	1.1015
TMCO6	-0.142
IGHMBP2	-0.92175
DUS2L	-0.786333333333333
FAM3C	0.0635625
TMEM16D	-3.329375
DCTN4	0.81875
KCNH3	-0.11675
EIF2AK2	0.1755
AP1S3	-0.432375
CST4	2.12
PAM	-1.0469375
NUTF2	-0.4235
CITED2	-0.2323
SLC39A4	1.128
C2orf52	-1
GRM3	-0.21475
C12orf49	0.373125
CCDC49	0.0414
GRAMD1B	-1.405125
FNDC4	-0.603
SIAH2	-0.34025
GDPD4	0.35475
C21orf87	0.973625
ATP5A1	-0.321333333333333
C16orf63	0.760375
LOC388135	1.5755
ATP5J2	0.34475
MMP3	-3.2795
EMID2	-0.438
CRHR1	0.279
WDR70	-0.77975
C13orf31	1.8905
ZFAND1	-0.095
CCL18	3.80066666666667
C3orf49	0.003
RINT1	-0.142
KIAA0408	-2.67616666666667
F13A1	4.201
SLC10A1	0.470833333333333
OGN	-0.756
GIPC2	-2.46166666666667
XPO6	0.264333333333333
LCE1A	0.5245
FMR1	0.4936
LOC374920	-0.5445
DUSP3	0.017125
ANKMY1	1.08025
C7orf50	0.24875
BBS9	-0.3331
UNC119B	-0.112625
C9orf72	0.869625
MGC35440	1.826
ENTPD6	0.152
PPP1R2P9	0.077
ERCC4	0.30175
FAHD2B	-0.0085
HMHA1	0.634
HACL1	-0.318
RAD23A	-0.368333333333333
FAM83B	-3.121
PPP5C	-0.132166666666667
RNASEH2C	-0.15175
C9orf153	-1.1485
SCAMP4	0.55025
GHITM	1.0401
NDUFB7	0.231
ADCYAP1	-0.967166666666667
SP110	1.399
MAP3K7IP2	0.7545
DHH	-0.021
AGRN	-0.0630714285714286
WDR33	0.107666666666667
CEP290	-0.754333333333333
PRPS1L1	-1.13733333333333
KLRA1	-0.5195
GPR97	0.23
CHD7	-0.07775
TLR10	0.65325
SLC30A8	1.2955
HIC1	0.5215
IAPP	-0.1805
RXFP4	0.3135
GP1BB	0.98675
SHQ1	0.7245
NKX2-3	0.291833333333333
API5	-0.488
FTHP1	0.5955
MOV10L1	0.118333333333333
TRIM6-TRIM34	0.978
ADHFE1	-1.704
FAM117A	0.16
DDI1	-0.475666666666667
CDON	0.0105
TRIM73	-2.5525
IGKC	1.9065
MMP14	-0.325916666666667
DYNC1LI1	-0.10625
C11orf66	0.6275
TRBV3-1	-0.77325
FASTKD5	-1.0115
BIVM	-1.5795
LHX4	-0.89225
CXCL2	-1.9336
RAB2B	-0.346833333333333
IZUMO1	-0.44925
MAP3K15	-1.747625
FAM19A2	0.193
ZC3H8	-0.308833333333333
ZMAT1	1.732125
SPINK5L3	-2.89675
SLC10A6	0.428
APPL2	-0.523625
CARD10	-0.377166666666667
LOC402176	-1.410625
EEF1D	1.1344
RAB6A	0.9578
C12orf5	-0.649625
PAPOLG	0.83075
MSRB2	0.63525
BCR	0.119611111111111
PUS3	-0.836
TIAM2	0.439
ZNF317	-0.274166666666667
CHD2	-0.471642857142857
FZD5	-1.73372727272727
NUDT8	-1.9745
ZNF763	-0.4285
PRC1	-0.865777777777778
ABCB9	0.6605
SPATA3	0.30825
TRAK2	-0.238
STAB1	2.967875
LRRTM2	-0.106666666666667
psiTPTE22	0.73475
DBI	0.8415
SERPINA11	-2.8435
NAT5	-0.07625
C20orf58	-2.2885
RPS6KA4	0.236666666666667
FLJ90650	-0.91825
TGFBRAP1	-0.0795
CHRDL2	-0.2575
FAHD2A	-0.483
CNTN1	-0.474
BBS4	0.3265
TMEM181	0.43425
MINPP1	-0.6475
MPHOSPH6	-0.93375
HOXC10	2.1697
ITPKB	0.31525
CLPTM1L	0.388
MEOX2	-0.843333333333333
ATP6V0C	1.379875
PRPF8	-0.0555
TMC5	2.34225
FKBP3	-1.7765
PLEKHB2	-0.234375
OR4D6	0.4
ZNF544	-0.3378
D2HGDH	0.104875
RPL18A	-0.7967
HEL308	-0.274125
MPP6	-3.30475
TCERG1	-1.503
KRT16	-2.16133333333333
KLF17	-1.2145
KLF5	-1.444125
CDR1	1.486125
VCX3A	0.011
FBLN2	1.203875
C14orf104	-0.21575
HBE1	-4.715
OR4S2	0.4935
C1orf108	-0.8605
ROBO4	3.23883333333333
CPEB4	1.39075
C11orf80	0.0206666666666667
BCKDHA	0.165166666666667
MYOC	-0.15125
GIF	-0.235
CKMT1A	0.861
RPL3	-0.3833
THBS1	3.307625
APOO	0.484
ARMCX1	-0.41025
HSZFP36	0.285
SNAPC5	-0.0555
EIF4ENIF1	0.55825
ZNF433	-0.611
TNFRSF21	-1.23575
TMPRSS7	-0.4895
SPATA18	2.1001
HPDL	-3.354
MKL2	2.1909
TBX3	0.792923076923077
C21orf93	0.413
DAXX	0.35275
ELMO1	0.36725
RGS13	0.729666666666667
TAF11	-0.6685
UNC13A	-2.068
LOC653314	0.0887
ORC3L	0.49775
IMAA	-3.0145
TARBP2	-0.52475
CABIN1	-0.948
TRIOBP	-0.1795
HIST1H2AC	1.2495
RGS22	0.974666666666667
NCOA1	0.8555
IL25	0.3485
SNCG	3.0125
GPR6	0.625
AMDHD1	-1.81583333333333
CHEK2	-0.532125
C6orf142	-1.178
DRD4	0.6135
C14orf68	-1.30725
GDF11	-1.5175
SEMG2	-0.7
CD247	-2.05325
CDAN1	-0.26125
RBMX2	0.155833333333333
TGS1	-1.6065
OIT3	1.5015
SYF2	0.20725
MCM4	-2.466375
PKHD1L1	-0.30525
CEP192	-1.08433333333333
IFT88	1.03875
RPL9	-0.00171428571428572
RAB32	-0.219875
DDX43	-2.4495
P2RX2	0.434833333333333
OR5D18	0.116
UBE1	0.0501666666666667
SLC24A1	1.250375
ARHGAP5	0.8505
CETP	-0.486
KIAA1731	-0.937166666666667
SLC9A4	0.354
PTPN6	1.78325
BAHD1	0.45625
GRIK3	0.395
CACNB2	-1.0299
PDE10A	-1.0185
DGCR14	-0.24925
PCDHB9	-0.936666666666667
RHOQ	-0.4395
MAP3K4	-0.359
KTI12	-0.162666666666667
RPL23AP13	-1.95225
GNG11	-1.1655
CLCN3	1.35083333333333
GPAM	-1.4965
VSTM2A	-0.536
SLAMF7	1.8345
INTS2	-0.0685
PPP2CA	-0.1605
LRP12	0.0761333333333333
SEC14L2	-0.900444444444444
DKFZP586H2123	0.4185
MC3R	-0.3215
CIRH1A	-1.43183333333333
HIST1H2AB	1.371
POLH	-0.935125
MGC16703	-1.50833333333333
SNAPC2	0.0785
FILIP1L	0.66475
RASGRP4	0.614
LRRC1	1.92825
GAS1	-0.5685
PRAC	-1.129
DGKA	-1.5575
NT5C3	-0.43675
PEG3	-3.107
NADK	-0.779
PRR17	0.96825
LOC374569	-0.386
SGSH	0.354666666666667
NLRP8	-0.037
GALT	-0.5417
MCF2	-1.1705
ZNF263	1.169
TACSTD1	1.89983333333333
TYR	-5.9894
ATP6AP2	0.325
RNUXA	-0.17
ABHD10	0.0638
GDPD2	0.13475
SLC35C1	-0.4505
UBE2A	0.982625
HERC5	-1.0085
FAM112B	-3.99716666666667
FBXL16	1.836
DKFZP434A0131	-0.79425
ELA3A	-1.49
RBM41	-0.653125
HAO2	0.20575
RNH1	-0.22425
SHANK2	1.61066666666667
OSBP2	-1.528375
DAK	-0.193
C3orf58	0.2155
TCL1B	-1.644
KBTBD2	-0.096875
SUGT1L1	0.87075
UBE2E2	0.843833333333333
MYL9	2.5245
CDC23	0.04
PBXIP1	1.2288
CXorf40B	0.949
NBL1	0.07275
RTBDN	0.5135
RAB11FIP5	0.14375
TTTY13	-0.223
SCOTIN	0.0134166666666667
SOHLH1	1.33833333333333
CDKN1A	-1.28878571428571
NCK1	0.20625
ZNF550	0.33525
SAPS3	1.03033333333333
SPIN3	0.684666666666667
MAGEE2	-0.303
MIS12	-0.701833333333333
OR8H2	0.459
KIAA0774	-2.648
UNC5D	-2.1205
CUL7	0.0681666666666667
LIPC	-3.44333333333333
DIO1	3.561
C20orf11	0.4983
CTRL	-0.52975
HS3ST2	1.85525
PAK4	0.985333333333333
CCRL1	2.80175
RNF10	0.556875
ZNF567	0.095
ZNF660	-2.142
TCEAL3	1.34425
MAGOH	0.904333333333333
CENPB	-0.485333333333333
C19orf7	0.757875
LOC388965	0.466
ZCCHC13	0.7405
JMJD1A	-0.9905
HIST1H4H	1.605
TBRG1	-0.8921
GPC3	-4.750625
TAF1C	-1.66575
EBNA1BP2	0.1295
CIAPIN1	-0.5475
PDGFRA	-1.45233333333333
CSTB	-0.534125
CENPI	-1.0145
GTF2E2	-0.673666666666667
RPP21	0.6315
CCNF	-0.628333333333333
KCNQ3	0.9015
FAM79A	0.82875
SLC22A12	0.596
NOVA1	-1.742
FZD3	0.3751
AKAP8	-0.8305
SOCS5	-0.32675
CFDP1	-2.063
DLG5	0.88775
PGM5	-0.319333333333333
C1orf144	0.26775
HDAC10	-0.899
RND2	-0.2205
C20orf199	-1.395
RNMT	-1.1035
SLURP1	2.595
ASTN1	-0.812375
SH3BGR	1.065
MYCL1	-0.514125
ZHX1	1.24833333333333
CENPK	-1.128
FOSB	1.3246
LOC643406	-0.029875
C2orf59	-0.707375
TMEM135	-0.45475
SLC27A2	-0.1255
KRT33A	2.205
OVOL1	2.9055
PAMCI	-3.7925
S100A7	-1.887
ZNF789	-0.4425
HARS2	0.25875
RPL23A	0.0238333333333333
TCF23	-0.03625
UPF3B	-1.132
C17orf78	0.027
HLA-DOB	-0.159166666666667
C14orf142	-0.183833333333333
TEKT5	1.73383333333333
DMWD	0.7
POLD1	-1.40433333333333
GSCL	-0.4335
CALD1	-1.024
SCRT1	0.564833333333333
AIG1	0.79075
UNC84B	-0.6705
ZNF404	-2.22575
TMED6	-2.97275
KIAA1462	0.475
LRRC27	1.17833333333333
PYGO1	0.4085
PIGU	0.340333333333333
ALAS2	-3.82866666666667
WRNIP1	0.414125
CNNM3	0.0995
ZNF2	0.543
ST3GAL5	0.0409166666666667
MRPL23	-0.17475
TSSK6	-0.10175
PSMA6	2.3115
C16orf70	-0.05175
KIAA1602	-0.2445
ALMS1	0.5275
DCN	1.78825
TMEM132D	-1.399
SUCLG2	0.0975
ABHD14A	0.36875
DEXI	0.5975
AMPD2	-0.833833333333333
IFNAR2	-1.029
CYB5A	3.2373
TLOC1	1.12075
NXF5	-0.268833333333333
NRBF2	-0.3175
KCTD3	2.58175
ITGAE	-0.666333333333333
SLC30A3	-2.15933333333333
ZRF1	-0.258
IFRD2	-0.059625
XAB1	0.062
PYCR2	0.2235
SERPINB3	-3.8535
TMLHE	-0.1456
GEFT	-0.905
ABCA5	0.5115
EMR4	0.310166666666667
TSFM	-0.15225
HIST3H2BB	0.154
ARHGEF19	1.418
TSPAN17	0.15
ABCC8	2.3945
MAP1S	0.114666666666667
C22orf36	1.2385
BNC2	-1.01807142857143
HIST1H4A	-0.34125
NDUFS3	-0.524833333333333
WDR3	0.240166666666667
XKR4	-1.73825
TTC33	-0.205357142857143
STMN2	4.32
CPN2	-0.969666666666667
HSPC105	-1.624375
PCOLCE2	-5.75575
C3orf55	0.6475
KLHDC9	2.46816666666667
TBC1D23	0.751875
ATXN2L	-0.353833333333333
MAP2K3	-0.164166666666667
SCAP	0.17325
ZNF486	-0.212333333333333
C20orf96	-1.072
NARS	0.36725
ADAMTSL1	-0.969071428571429
PRCC	0.333
CCDC126	1.25066666666667
ZNF675	-1.282
CALCOCO1	0.133
ANKRD43	2.8925
CWF19L2	-0.13
ZBTB32	1.0855
BRAF	0.0335
ODF4	0.19425
MGC14376	-0.142666666666667
HORMAD1	-2.541
AAK1	-0.333833333333333
PEBP1	1.61008333333333
TNFSF5IP1	-0.578333333333333
DKFZp564N2472	0.591
RMND1	1.895375
IGKV1-5	1.95825
COL1A2	2.55141666666667
SERPINA5	-3.225875
AANAT	0.582
C19orf21	-0.58
GEMIN5	-0.1655
UBR4	-0.735666666666667
LTBP3	0.989833333333333
AMHR2	-2.54466666666667
PROCR	-0.639
MYBBP1A	-0.6245
C20orf39	0.945666666666667
ZNF697	0.087375
PASK	0.0305999999999999
ZNF776	0.607333333333333
RFXDC2	-0.58125
KIAA0467	0.1995
C10orf96	-2.55425
ZNF503	-1.72425
GULP1	-1.93325
KCNE4	0.183333333333333
DKFZp434K191	-1.066875
LOC196913	0.5055
BHLHB4	0.8615
CH25H	-1.0295
LOC81691	0.376833333333333
ALPL	-0.145
COL12A1	1.759875
FOLR3	-2.54016666666667
GPR123	0.22975
TRIM62	0.342214285714286
ABLIM1	0.555666666666667
MAST3	-0.379
RHBDD1	0.902333333333333
LOC338809	0.2385
RYBP	0.48275
TTC26	0.388625
ZNF22	-0.489333333333333
ISCA2	-0.34025
RDM1	0.602
PIGM	0.70125
GNB3	-1.079
ACTR2	-0.0983
HMGB1	0.19635
EDG1	2.23383333333333
SOAT2	-3.44675
OR10AD1	0.26
RAP1GDS1	0.734333333333333
LCE1F	0.278
ESM1	-0.0715
RCN3	1.948
CREBL1	-0.2055
DBNL	-0.636666666666667
PTGER3	0.687
USP30	0.0546666666666667
BCL2L12	-0.301833333333333
KIF26B	1.97325
ZNF416	0.3165
ZNF225	-0.222
C17orf70	0.62925
ZNF554	0.17375
RAE1	-0.508833333333333
TNIK	-1.47566666666667
ACTN3	-0.0965
MGC45922	0.6115
CCNA1	-1.65183333333333
RYK	0.634833333333333
IL26	0.5865
LRP3	0.391166666666667
QARS	-0.82675
SOX7	0.990071428571428
BID	-1.053375
OR2S2	0.5025
CXCL14	3.761
C11orf47	-0.5525
MGC29891	0.249166666666667
HSPB8	4.2201
PRDM14	-2.1055
NUFIP2	1.33675
MNAT1	-0.405125
ZDHHC2	-1.04758333333333
MBNL2	-0.04075
ADD3	-0.935375
CSNK2A1P	-2.1175
KLK6	-2.41633333333333
TMEM111	0.861
KIAA1279	-0.000250000000000004
NUBP2	0.977833333333333
RAB42	-0.89475
ID3	-0.5227
TM9SF1	0.60475
MDP-1	0.88225
POU4F2	0.4165
IQCK	1.37125
C16orf14	0.8795
CAPN3	-2.0885
FAM43B	-0.483875
RECQL	-0.072
AP1G1	-0.368642857142857
CTNNBL1	0.553833333333333
ECHDC1	-0.490833333333333
SMARCC1	-0.4399
FOXQ1	-2.083375
GNAI3	0.846
POLG2	-0.88475
CD4	1.323625
ITLN1	-0.73125
EBI2	3.23825
IRF1	-0.16675
PTPRE	1.3268
PTK2B	-0.549
NXNL2	-1.5635
SOX4	0.5515
TSPAN3	-0.450666666666667
SH2D1A	-3.40866666666667
C8orf58	-0.782666666666667
USP20	-1.1525
DUSP22	-1.04591666666667
CALB1	-2.39516666666667
L3MBTL2	0.95175
MCRS1	-0.23325
TMEM118	-0.593666666666667
C18orf8	1.1365
FLJ10241	0.151875
GJA12	0.474
PKD1	0.378833333333333
ZFP3	0.318
JAM3	-1.831875
LAPTM4A	1.7598
DIRC2	1.10575
KIAA2022	1.0535
MYOM1	0.0936666666666667
TRPM8	-3.11533333333333
MOP-1	1.0665
PHKG2	0.574625
ZNF650	1.002875
KIAA1522	1.296375
PSG8	-1.33733333333333
DDX19B	-1.3885
MOBKL1B	-0.05375
DIAPH2	-1.21175
PTPN12	0.3175
CLN8	-1.2441
CRYZL1	-0.2775
CRY2	-0.386083333333333
FCGR2B	4.3785
PNPLA4	2.84775
ZNF454	-1.2825
DKFZp434B1231	-0.16325
CLDN11	0.306
RFWD2	0.420333333333333
CIB2	-1.02466666666667
MXRA8	2.20625
HRK	-0.853
MAML2	-1.16125
C4orf31	-1.58075
C6orf192	-2.1125
COG6	0.87325
FAM5B	-0.7585
NFATC1	-0.9242
SEPT10	0.25725
SCYL1	-0.1607
RPP40	-0.49475
SCOC	2.1596
KIAA1450	0.2095
CTDSPL2	-0.53375
TBX5	1.777
NAPG	-0.564625
RHD	-4.75975
C14orf45	2.02583333333333
ZBTB22	0.7565
PLCG1	-1.3935
ANKRD10	-1.598875
AQP7P2	-0.31
TAGLN2	0.862666666666667
HTR2C	-0.814166666666667
SLC16A7	-2.03283333333333
C17orf83	0.655666666666667
TSGA14	-0.14325
MDH1	-0.3915
PPP3R2	0.3692
DCBLD2	-2.05035714285714
RBM33	-0.470125
DPH3	-1.50625
SYT10	-1.45116666666667
FMO4	2.23225
THYN1	-0.863
DRD5	-2.191
OTOR	1.001875
PGRMC2	0.8825
KATNAL1	0.362625
PAQR6	-2.25125
UBE2I	0.12625
C14orf28	-0.65225
C8orf70	-1.179
FLYWCH1	0.382625
ANGPTL3	-1.8355
GLRX2	0.0243333333333333
ATP11A	-1.62285714285714
ARL5B	0.07525
MUC16	-2.056
SLC25A5	-1.05542857142857
ACRC	-1.09225
MYO1C	-0.786125
FAM89B	1.38283333333333
FAS	-0.90525
KIFAP3	1.18875
GLRA2	-0.1525
BTN3A2	-1.3559
CNKSR3	-0.622875
CSTF3	-0.466666666666667
ARPM1	0.04725
KIAA1530	-0.3855
C9orf150	3.70166666666667
PRKCI	-0.15375
tcag7.1015	-0.8515
SOD3	-1.3685
ZNF574	0.73725
CYP21A2	1.1145
RPL12	-0.12525
COMMD2	-0.397
WIZ	-0.20325
LOC344405	-0.311
ALDH4A1	-0.0417647058823529
CRYAB	0.71575
COPA	0.751566666666667
PCDHGA7	0.377833333333333
KIF11	-1.20991666666667
RASD2	1.01275
SLC26A3	0.086
ZNF175	0.3865
JAKMIP2	-2.508875
C8orf4	-0.0583333333333333
PTHLH	0.16025
SLC40A1	1.475
OR7D4	0.5355
PCDHB17	1.2025
CD36	0.949142857142857
C6orf203	0.8526
PRKG2	0.256
LOC400566	1.37825
ANAPC13	0.839
SLCO3A1	-1.48225
ZNF692	-1.283
FANCL	-0.868
SH3GLB1	0.25025
C12orf61	0.1315
KBTBD6	-0.0245
SUPT5H	-0.0355
XRCC6	-0.2559
HUS1B	-0.805
FAM133B	-0.104571428571429
LOC728276	-0.4885
KCTD18	0.934
SOS2	1.02966666666667
CCDC99	-1.17825
C1QTNF5	3.2355
NNAT	0.051
USP16	0.158
LARS	-0.513125
ZBTB2	0.647875
ABO	0.0843333333333333
TRAF3	-0.9815
GALNT5	-1.692
NAP5	-0.453375
ALG14	1.354
KIAA0515	0.334076923076923
WDR75	-0.719166666666667
TEX261	-0.04525
LY86	1.3865
LOC389072	-1.5615
FLJ13611	0.142
MRGPRX2	0.8435
SNRPA	-0.78725
OR2G2	0.463
GPRASP2	0.78125
C7orf42	0.6098
C9orf163	-0.266
CYP11B2	0.6075
FCRL3	1.58833333333333
PRDX1	1.26725
FGB	-5.22133333333333
COX17	2.25766666666667
C16orf33	0.599
PIWIL1	-0.376666666666667
FOLR1	-3.03683333333333
KIAA0082	-0.1975
FREQ	-0.49
TMCC2	-1.501
TCF12	-0.54475
ZNF721	0.77225
FAM130A2	0.255
POU4F1	-2.33575
SNRPF	-0.404375
SGIP1	2.00483333333333
ZNF641	0.614166666666667
EMG1	0.772625
PRRG4	0.2145
HIRA	-3.57325
MYNN	0.605166666666667
AEBP2	-0.498
TBXA2R	0.855
ISL2	-1.62966666666667
PCDHB11	-0.574
RNF144A	-1.19025
MARCH5	0.620375
DULLARD	-0.742833333333333
DCLRE1B	0.628333333333333
ITGA8	-0.429
TP73	0.5245
PRKCD	2.2805
NDUFB4	1.13325
ATP13A4	0.825375
ANTXR2	-1.94883333333333
COL4A3	0.1235
MYO10	-1.4068
SLC6A18	0.63325
PEX1	1.19275
TMEM74	-0.525
RBM19	-0.10675
TAPBP	0.38345
RUNX1	-0.612375
MID1	-2.59333333333333
GPR64	-1.035
RASEF	2.97025
GABRG1	0.0345
MYO16	-1.5695
DBF4	-1.435
TSHZ2	2.61275
RIPK2	-0.474875
PPTC7	0.0846666666666667
KIF4B	-0.385
LRRC31	0.08275
ZNF540	0.25825
EFNB3	-0.0235
LOH12CR1	-0.077875
STON2	-0.293333333333333
GLP1R	0.372
CSTF2T	-1.406625
IREB2	-0.927
GRSF1	0.301
PDCD7	-1.02366666666667
LRRC43	-0.026
CNR1	2.14033333333333
IL1F7	-0.2295
C12orf64	-0.88175
FAM69B	-0.37325
NR2E1	-2.46683333333333
MS4A6A	2.9018
FTL	-0.5257
C7orf36	0.54375
PCLO	1.1143
DYRK2	2.37241666666667
ARIH2	-0.241125
SAMD7	0.318
SCNN1D	-0.83825
SLC32A1	-1.06875
C22orf25	-0.177
MRPS18A	0.0261
GPR112	0.6115
EARS2	0.59275
ERN2	0.5265
ATPBD3	0.782333333333333
PRH2	-0.404
CDKN2D	0.835
PGLYRP2	1.8965
TRIM40	0.0575
SEC14L3	-0.260166666666667
SLC22A1	-0.4885
BTN2A3	-0.28525
RASA4	0.23425
CCNL2	-0.808833333333333
MYBPC3	0.506
GJA4	3.4815
CDC42SE1	0.7825
TRPV2	-0.96625
MYPN	-4.1181
SIM1	0.4475
CDADC1	0.3045
ZFHX4	-0.11425
NIBP	1.782
ADAMTS19	-2.77325
ABTB2	-1.90575
TSPYL2	-0.556
EIF2S3	-0.2788
SOX30	-0.43875
AP2A1	0.336333333333333
DKFZP564O0523	0.201833333333333
LOC285398	0.41325
CDH18	-4.6845
CHL1	-0.324625
GATS	-0.9275
TBC1D2B	-0.339
OR1J1	-0.488
GSN	-0.2845
DPCR1	0.259375
GARNL4	-0.399333333333333
SMARCA5	-0.4465
PLEKHG3	0.150166666666667
ZBTB45	1.1185
FRMD6	-0.3745
PLS1	0.481166666666667
DGKZ	-0.560833333333333
EFNA1	1.4123
WDR85	-1.29275
ANK2	-0.925
PAGE4	-0.931
SENP6	1.55966666666667
AKR7A2	-0.214833333333333
FKBP10	-1.58975
VEGFC	-2.14816666666667
LARP1	-0.3595625
SRBD1	0.31575
ITGB6	2.3725
SLC1A2	2.83321428571429
INVS	-0.7635
MPO	0.13925
MOBKL3	0.4907
CUTL2	-1.88925
KLK2	0.102416666666667
VIM	-1.769
REG1B	-0.00233333333333334
PCDHGC4	0.45125
C3orf34	0.9605
SUMO3	-1.20916666666667
CST9L	2.57625
MLL4	-0.2975
SPR	1.67833333333333
SAMD9L	0.44125
ABCE1	1.05875
SUPT3H	-1.57583333333333
ACTBL1	-1.47
ADAMTS4	0.771833333333333
SLIT3	2.7885
RHEBL1	0.10925
NPM2	-1.88175
MAN1C1	-0.584
KIAA1856	0.860083333333333
HSPA6	0.849
LOC388152	-1.92
C10orf140	-1.43275
ZDHHC12	0.331
LIN7A	-1.6192
PHC2	-0.386833333333333
SPHK1	-0.7145
TRIM26	0.217875
FAM83E	0.3515
C18orf24	-0.506
ZNF578	0.979333333333333
ORAI1	-0.41875
RUVBL1	-0.222333333333333
C7orf20	-0.6405
APAF1	-1.0115
SLC36A4	-1.34216666666667
MYH11	4.2635
NEK1	0.1006
MPP2	0.86325
C12orf24	-1.28175
TNK2	0.5885
ZNF289	-1.00425
MATN3	0.113
IFNGR2	0.5205
ITPR1	0.925375
EBF3	2.8793
TBC1D20	-0.8305
OR10P1	0.54925
DDAH2	1.321
SHPRH	-0.10725
STX7	-0.267
LOC554248	-0.9875
BCAR1	-0.59575
ATXN3	-0.542666666666667
TRIM27	-0.80325
CDC42EP2	-0.215
CHP	0.591071428571429
SOX17	2.01875
ZNF259	-0.460833333333333
CHCHD1	0.883375
ZDHHC19	0.3775
GBP2	1.2105
GARNL3	0.8495
MRC2	-0.09975
C1orf52	-0.50925
AOF2	-1.35483333333333
LRPPRC	0.3573
ACVR1C	-1.14883333333333
TM4SF18	2.719
TMEM169	0.122833333333333
PPP1R16A	1.26875
EBF1	0.619833333333333
RRS1	1.01166666666667
SNX2	-1.031
OR2T2	0.385
RBX1	-0.037
ANKRD54	0.781666666666667
TSNAX	0.795
TMEM83	-2.0845
ZBTB7A	0.574
ATM	-1.69008333333333
LOC338328	1.70983333333333
TIE1	1.28033333333333
HIST1H3G	0.613833333333333
PASD1	-4.33333333333333
TINAG	0.62775
PCDHAC2	0.3375
LRRC15	0.623375
WBSCR17	-1.064
TFF2	0.166
PARP2	-1.50075
NDFIP2	-0.233
PCDHGB2	-0.3885
WDR60	0.17525
MAP7D2	-2.1754
USP45	-1.1155
GSDML	-0.81575
TNS1	-0.1918
PLCD4	2.21925
IQCD	1.336
SMPX	-3.16425
CD9	1.98233333333333
SRGN	1.146375
CASP7	0.45175
INOC1	0.214833333333333
DKFZp451M2119	-0.99525
VMAC	1.2645
USP53	-0.1193
CAMK1G	-0.4685
TMEM106A	-0.317666666666667
CDC20	-1.5902
ACSL5	2.1525
CBWD5	-1.03225
C1orf87	-2.07566666666667
KIAA1274	1.38725
PRUNE2	-2.34557142857143
LYPLA2	-0.387166666666667
DOK6	-2.5715
GPR149	-0.365
FAM30A	0.3325
TMEM129	1.13575
SLC35B3	0.78975
ACPP	0.0481
LOC200261	-1.6505
SLC4A7	1.7482
CCDC40	1.192
GART	-1.61425
THOP1	-0.99825
SCARB1	-0.05125
CACNA1F	-0.10225
TRIAP1	0.58
SYT14L	0.4155
SFRS8	-0.29
PBOV1	-0.1585
GOLSYN	1.0935
GJB7	-1.4645
CAMK2N1	1.77466666666667
GREM1	2.85183333333333
FLJ20433	0.40575
QPCT	-3.841125
PRKAG2	1.34683333333333
H2AFX	-0.060875
C6orf154	2.03425
PLOD3	-0.75475
ZBTB39	-0.721666666666667
WASF3	0.793416666666667
DRG1	-1.0475
PRR4	-1.0265
SPCS1	0.4575
KDELR3	-0.893666666666667
SRP19	0.00800000000000001
GABRA6	0.1875
MFSD1	1.0015
MMEL1	3.1025
PDXDC2	-0.8937
BUB1	-2.25766666666667
RNF138	-0.813875
MYLPF	-0.240833333333333
