Hybridization REF	TCGA-BH-A0BO-01A-23R-A12D-07
C21orf2	-0.2445
CEMP1	-0.856
LIN7B	-0.832
E2F7	-3.7075
VCP	-0.130625
LAMA3	2.39708333333333
BGN	2.145
GPR160	1.25516666666667
COCH	-3.82033333333333
GPR81	1.22416666666667
APOBEC3F	-1.87325
tcag7.1017	-1.2065
C1orf32	-0.1605
SCGB1D2	6.60025
FLJ43987	-1.1875
C6orf170	-0.02575
KLK9	0.002
GPD1L	1.263625
VPS37B	1.03875
ATG3	-0.0231666666666667
ADAMTS17	0.7455
KLHDC2	-0.182
NDUFV2	0.18
BLK	-2.437
MATN4	-1.6325
GPM6A	0.365
GBP4	3.01733333333333
TMEM162	0.128333333333333
PKP2	1.3495
HRASLS	-0.526111111111111
MMP1	-3.34175
SFXN3	0.0199
FSD1	-2.2055
ST6GALNAC3	-0.633166666666667
CA12	2.4081
NCOA6	-0.2415
C19orf58	0.0236
PPP4R1	0.938666666666667
MAN1A2	0.775166666666667
IKBKAP	-1.07875
UPF1	0.0745
KIAA1219	0.406
WNT16	0.70925
SNW1	0.07775
IL18RAP	6.18725
RPP30	-0.444625
CDC40	-0.493142857142857
SETD3	0.473
SLAMF6	-0.64325
ELK4	-0.0205
TRIM47	1.66133333333333
ACOX3	1.952125
TRIM6	0.535625
KIAA0372	-0.306
TP53AP1	0.652625
SMURF2	0.0185
ADAD1	0.3135
EBP	-1.6519
KRTAP13-2	0.018
FLJ36874	-0.523666666666667
TOR1A	0.0973333333333333
P2RY4	-0.0115
GPBP1	0.6005
TRPV1	-0.52075
ADAMTS12	0.409833333333333
PES1	-0.342
ATG4A	0.813833333333333
MAGEA10	-5.04325
WFS1	1.1525
CC2D1B	-0.486333333333333
PABPN1	-0.309625
SLC25A30	0.35775
SLCO1C1	1.27216666666667
SLC22A5	0.829
KIF23	-3.65283333333333
SYN2	0.109833333333333
ASPN	8.30816666666667
CENTG2	0.1525
QSOX2	-1.4687
FLJ10815	-0.923666666666667
STK24	6.25000000000087e-05
SPEG	-0.0329
STK10	0.535166666666667
DACT2	-1.0925
AAAS	-1.22
SSX3	-2.61725
ABCD3	0.5953
C4orf12	0.337875
PARVG	1.13016666666667
FIG4	0.2125
C9orf46	1.38875
TMCO6	-1.2355
IGHMBP2	-0.72875
DUS2L	-1.33466666666667
FAM3C	0.505875
TMEM16D	-1.73271428571429
DCTN4	0.6545
KCNH3	-0.08725
EIF2AK2	0.361
AP1S3	1.324625
CST4	-0.0465
PAM	1.811375
NUTF2	-0.90625
CITED2	-0.444
SLC39A4	-1.08225
C2orf52	-2.0135
GRM3	-0.31375
C12orf49	0.7555
CCDC49	0.4102
GRAMD1B	-1.067625
FNDC4	2.66675
SIAH2	0.59025
GDPD4	0.1825
C21orf87	0.064
ATP5A1	-0.321333333333333
C16orf63	-0.7425
LOC388135	-0.0746666666666667
ATP5J2	-1.02975
MMP3	2.4335
EMID2	-0.69775
CRHR1	0.22325
WDR70	-0.35475
C13orf31	1.902
ZFAND1	0.22875
CCL18	4.34383333333333
C3orf49	0.2515
RINT1	-0.124
KIAA0408	-1.01566666666667
F13A1	5.4143
SLC10A1	-0.269333333333333
OGN	4.4555
GIPC2	0.339833333333333
XPO6	-0.819
LCE1A	0.8
FMR1	0.0206
LOC374920	-1.07075
DUSP3	0.782125
ANKMY1	0.31
C7orf50	-0.4245
BBS9	-0.026
UNC119B	-0.54775
C9orf72	1.122875
MGC35440	0.0255
ENTPD6	-0.05275
PPP1R2P9	0.663
ERCC4	-0.113
FAHD2B	-0.189
HMHA1	-0.513
HACL1	-0.0465
RAD23A	-0.581833333333333
FAM83B	-0.6855
PPP5C	-0.999333333333333
RNASEH2C	-0.6505
C9orf153	-0.4095
SCAMP4	0.445375
GHITM	0.3341
NDUFB7	-0.232
ADCYAP1	3.07016666666667
SP110	1.55716666666667
MAP3K7IP2	0.184
DHH	-0.4045
AGRN	0.225428571428571
WDR33	-0.266333333333333
CEP290	-0.0055
PRPS1L1	-1.46116666666667
KLRA1	-0.492
GPR97	1.088
CHD7	-0.486166666666667
TLR10	0.84825
SLC30A8	-0.385
HIC1	2.03483333333333
IAPP	0.07
RXFP4	0.3035
GP1BB	0.256
SHQ1	0.4585
NKX2-3	0.0663333333333333
API5	-0.1115
FTHP1	0.6045
MOV10L1	0.589666666666667
TRIM6-TRIM34	1.97833333333333
ADHFE1	1.54775
FAM117A	-0.61225
DDI1	0.3814
CDON	1.07533333333333
TRIM73	-0.749
IGKC	5.806
MMP14	0.138833333333333
DYNC1LI1	0.455375
C11orf66	-0.06425
TRBV3-1	-1.3315
FASTKD5	0.446
BIVM	-1.904
LHX4	-0.45575
CXCL2	3.828
RAB2B	-0.142166666666667
IZUMO1	-0.49675
MAP3K15	-1.97575
FAM19A2	0.173
ZC3H8	-0.969833333333333
ZMAT1	1.673
SPINK5L3	-4.90833333333333
SLC10A6	2.0975
APPL2	0.638375
CARD10	0.130333333333333
LOC402176	-0.198875
EEF1D	0.4566
RAB6A	0.3807
C12orf5	0.346125
PAPOLG	0.91475
MSRB2	0.47325
BCR	1.00938888888889
PUS3	0.70125
TIAM2	0.2975
ZNF317	0.0055
CHD2	0.635928571428572
FZD5	-0.378681818181818
NUDT8	-1.4625
ZNF763	-0.188
PRC1	-3.15022222222222
ABCB9	-0.134833333333333
SPATA3	-0.5845
TRAK2	0.7645
STAB1	3.36475
LRRTM2	0.136333333333333
psiTPTE22	0.45975
DBI	0.59375
SERPINA11	-0.065
NAT5	0.32175
C20orf58	-2.20925
RPS6KA4	-0.0593333333333333
FLJ90650	1.274
TGFBRAP1	-0.3805
CHRDL2	2.44725
FAHD2A	-0.591
CNTN1	0.032
BBS4	-0.0301
TMEM181	-0.5555
MINPP1	0.02775
MPHOSPH6	0.357666666666667
HOXC10	-1.0701
ITPKB	0.461375
CLPTM1L	-0.49225
MEOX2	0.325833333333333
ATP6V0C	0.288375
PRPF8	-0.413
TMC5	4.66425
FKBP3	-0.36
PLEKHB2	0.0535
OR4D6	0.454
ZNF544	-1.1839
D2HGDH	-0.25275
RPL18A	-0.8716
HEL308	-0.06625
MPP6	-2.82525
TCERG1	-0.9955
KRT16	0.442666666666667
KLF17	-0.598
KLF5	1.83575
CDR1	3.998
VCX3A	-5.3245
FBLN2	3.05675
C14orf104	-0.0665
HBE1	-5.0419
OR4S2	-0.569
C1orf108	0.833
ROBO4	4.3585
CPEB4	1.62875
C11orf80	-1.11316666666667
BCKDHA	0.1865
MYOC	2.62925
GIF	-0.4775
CKMT1A	-2.11
RPL3	0.5118
THBS1	3.808625
APOO	-0.978
ARMCX1	1.729
HSZFP36	0.3225
SNAPC5	-0.38
EIF4ENIF1	0.668
ZNF433	0.023
TNFRSF21	-0.57925
TMPRSS7	0.541
SPATA18	1.4193
HPDL	-3.27
MKL2	0.8647
TBX3	2.46538461538462
C21orf93	0.112333333333333
DAXX	0.1525
ELMO1	0.7405
RGS13	3.77466666666667
TAF11	-0.683
UNC13A	-3.616
LOC653314	-0.4841
ORC3L	-0.50925
IMAA	-2.3965
TARBP2	-1.2635
CABIN1	-0.6595
TRIOBP	0.2788125
HIST1H2AC	1.47275
RGS22	-0.8295
NCOA1	1.729
IL25	1.8775
SNCG	1.215
GPR6	0.098
AMDHD1	-2.77716666666667
CHEK2	-1.64275
C6orf142	0.232
DRD4	0.236
C14orf68	-0.913
GDF11	-2.2455
SEMG2	0.3185
CD247	-1.52175
CDAN1	-1.1615
RBMX2	-0.2315
TGS1	0.15225
OIT3	0.66775
SYF2	0.37325
MCM4	-3.276375
PKHD1L1	0.104625
CEP192	-1.13016666666667
IFT88	0.602
RPL9	0.190714285714286
RAB32	-0.28475
DDX43	-0.5105
P2RX2	0.171
OR5D18	0.8805
UBE1	-0.170583333333333
SLC24A1	0.52125
ARHGAP5	0.49225
CETP	-1.05025
KIAA1731	-1.3385
SLC9A4	0.1545
PTPN6	0.71
BAHD1	0.85525
GRIK3	-0.266
CACNB2	-0.5162
PDE10A	-0.113
DGCR14	-0.1265
PCDHB9	-0.157666666666667
RHOQ	1.53883333333333
MAP3K4	0.03625
KTI12	0.322333333333333
RPL23AP13	-0.844
GNG11	0.53725
CLCN3	0.751
GPAM	0.969375
VSTM2A	-0.8295
SLAMF7	2.36
INTS2	-1.56725
PPP2CA	0.8189
LRP12	0.874533333333333
SEC14L2	3.72711111111111
DKFZP586H2123	4.37875
MC3R	-0.1595
CIRH1A	-0.8115
HIST1H2AB	0.0468333333333333
POLH	-0.84775
MGC16703	-2.49483333333333
SNAPC2	0.1925
FILIP1L	1.99975
RASGRP4	0.211
LRRC1	1.412
GAS1	1.70425
PRAC	-1.37425
DGKA	-0.17
NT5C3	-0.79375
PEG3	-2.861
NADK	-0.50625
PRR17	-0.222
LOC374569	0.20075
SGSH	0.273666666666667
NLRP8	-0.2695
GALT	-0.9239
MCF2	-1.1135
ZNF263	0.7045
TACSTD1	0.7745
TYR	-6.7429
ATP6AP2	0.51125
RNUXA	0.34075
ABHD10	-0.149666666666667
GDPD2	-1.416
SLC35C1	-0.10025
UBE2A	-0.016125
HERC5	-1.08616666666667
FAM112B	-4.87033333333333
FBXL16	0.648
DKFZP434A0131	-0.991
ELA3A	-2.7635
RBM41	-0.9335
HAO2	-0.403
RNH1	0.37575
SHANK2	1.15116666666667
OSBP2	-1.478
DAK	-0.411166666666667
C3orf58	-0.236333333333333
TCL1B	-1.2
KBTBD2	0.274125
SUGT1L1	0.935
UBE2E2	0.278666666666667
MYL9	2.733625
CDC23	-0.881166666666667
PBXIP1	1.5911
CXorf40B	0.953
NBL1	1.36375
RTBDN	-0.291
RAB11FIP5	0.9485
TTTY13	-0.6795
SCOTIN	-0.101333333333333
SOHLH1	-0.898666666666667
CDKN1A	2.88264285714286
NCK1	0.129
ZNF550	0.31475
SAPS3	0.3835
SPIN3	0.114833333333333
MAGEE2	-0.854666666666667
MIS12	-0.363166666666667
OR8H2	0.491
KIAA0774	-0.771166666666667
UNC5D	-1.677
CUL7	-1.287
LIPC	-3.56633333333333
DIO1	2.93175
C20orf11	-0.397
CTRL	-0.91025
HS3ST2	3.55175
PAK4	0.326166666666667
CCRL1	3.36825
RNF10	0.092
ZNF567	0.84775
ZNF660	0.1085
TCEAL3	1.81775
MAGOH	0.944166666666667
CENPB	-0.320166666666667
C19orf7	0.150875
LOC388965	0.5395
ZCCHC13	0.2595
JMJD1A	-1.3608
HIST1H4H	-0.491
TBRG1	-0.1906
GPC3	-2.392875
TAF1C	-0.922125
EBNA1BP2	-0.402166666666667
CIAPIN1	-0.81375
PDGFRA	0.309944444444444
CSTB	-0.5215
CENPI	-3.29566666666667
GTF2E2	-0.503166666666667
RPP21	-0.81425
CCNF	-1.9305
KCNQ3	0.509
FAM79A	1.45575
SLC22A12	0.2305
NOVA1	1.12183333333333
FZD3	-0.2416
AKAP8	0.08525
SOCS5	1.356625
CFDP1	-0.8965
DLG5	1.92625
PGM5	1.16666666666667
C1orf144	0.296916666666667
HDAC10	-1.61
RND2	-0.64675
C20orf199	-1.46825
RNMT	-0.3735
SLURP1	-0.0925
ASTN1	0.494714285714286
SH3BGR	0.93
MYCL1	-0.340285714285714
ZHX1	0.429666666666667
CENPK	-3.8395
FOSB	3.9984
LOC643406	0.345875
C2orf59	0.288375
TMEM135	0.218
SLC27A2	-0.9645
KRT33A	2.61
OVOL1	0.266625
PAMCI	-2.42783333333333
S100A7	-1.0075
ZNF789	-1.2375
HARS2	-0.508
RPL23A	-1.01766666666667
TCF23	0.043
UPF3B	-1.3565
C17orf78	0.173
HLA-DOB	0.564166666666667
C14orf142	0.235833333333333
TEKT5	0.677
DMWD	0.26
POLD1	-2.57133333333333
GSCL	-0.488
CALD1	0.7224
SCRT1	-0.29
AIG1	0.35525
UNC84B	0.793
ZNF404	0.03575
TMED6	-3.0915
KIAA1462	-0.3615
LRRC27	1.5335
PYGO1	0.3535
PIGU	-0.914666666666667
ALAS2	-3.93766666666667
WRNIP1	-0.160375
CNNM3	-0.346
ZNF2	0.4185
ST3GAL5	-1.11383333333333
MRPL23	-0.59375
TSSK6	0.0656666666666667
PSMA6	-0.50625
C16orf70	-0.598
KIAA1602	-0.09925
ALMS1	-0.197833333333333
DCN	3.961
TMEM132D	-0.4605
SUCLG2	0.4955
ABHD14A	0.074
DEXI	-0.3625
AMPD2	-0.6825
IFNAR2	0.146
CYB5A	2.2748
TLOC1	1.0402
NXF5	-0.625833333333333
NRBF2	0.671625
KCTD3	0.82275
ITGAE	-0.510166666666667
SLC30A3	-1.832
ZRF1	-0.093
IFRD2	-0.362
XAB1	-0.13125
PYCR2	-0.7115
SERPINB3	-4.577
TMLHE	0.2419
GEFT	-1.064375
ABCA5	-0.4245
EMR4	-0.6534
TSFM	0.05175
HIST3H2BB	-0.715
ARHGEF19	-0.27225
TSPAN17	-0.339
ABCC8	3.625
MAP1S	0.648666666666667
C22orf36	0.27225
BNC2	0.463928571428571
HIST1H4A	-1.24575
NDUFS3	-0.624166666666667
WDR3	-0.178666666666667
XKR4	-0.37025
TTC33	0.034
STMN2	3.88175
CPN2	-0.872
HSPC105	0.432625
PCOLCE2	-0.253
C3orf55	2.4325
KLHDC9	2.02283333333333
TBC1D23	0.252125
ATXN2L	-1.23225
MAP2K3	2.07416666666667
SCAP	-0.375
ZNF486	0.317166666666667
C20orf96	-0.191
NARS	-0.3045
ADAMTSL1	-0.731357142857143
PRCC	0.289166666666667
CCDC126	2.59366666666667
ZNF675	-0.21
CALCOCO1	1.11075
ANKRD43	4.26325
CWF19L2	0.247833333333333
ZBTB32	1.9445
BRAF	0.08975
ODF4	0.24525
MGC14376	3.30283333333333
HORMAD1	-2.15166666666667
AAK1	0.014
PEBP1	0.451833333333333
TNFSF5IP1	-0.276833333333333
DKFZp564N2472	0.1015
RMND1	-0.948875
IGKV1-5	5.50975
COL1A2	3.13216666666667
SERPINA5	-1.491875
AANAT	0.186
C19orf21	0.834
GEMIN5	-0.429
UBR4	0.0808333333333333
LTBP3	1.10933333333333
AMHR2	-2.312
PROCR	-1.2635
MYBBP1A	-0.9315
C20orf39	1.33066666666667
ZNF697	0.018625
PASK	-0.7362
ZNF776	-0.0678333333333333
RFXDC2	-0.40525
KIAA0467	-0.108
C10orf96	-1.06633333333333
ZNF503	-0.9405
GULP1	0.00858333333333333
KCNE4	2.21933333333333
DKFZp434K191	-0.682125
LOC196913	-0.137
BHLHB4	0.532
CH25H	5.12975
LOC81691	-1.706
ALPL	1.37357142857143
COL12A1	1.7025
FOLR3	-1.442
GPR123	0.194714285714286
TRIM62	0.210071428571429
ABLIM1	0.976166666666667
MAST3	-0.17875
RHBDD1	0.575833333333333
LOC338809	0.3165
RYBP	1.593
TTC26	-0.422
ZNF22	0.771166666666667
ISCA2	-0.5315
RDM1	-3.69375
PIGM	0.132
GNB3	-1.447
ACTR2	0.8364
HMGB1	0.15865
EDG1	5.57283333333333
SOAT2	-3.66525
OR10AD1	0.6355
RAP1GDS1	0.0895833333333333
LCE1F	0.414
ESM1	-2.02025
RCN3	2.0045
CREBL1	-0.75
DBNL	-0.371833333333333
PTGER3	3.287625
USP30	0.096
BCL2L12	-1.256
KIF26B	2.101
ZNF416	0.63275
ZNF225	0.015
C17orf70	-0.396
ZNF554	0.09
RAE1	-1.40783333333333
TNIK	0.7825
ACTN3	1.204
MGC45922	-0.1315
CCNA1	2.5765
RYK	0.724833333333333
IL26	0.492
LRP3	0.255333333333333
QARS	-0.4955
SOX7	2.95142857142857
BID	-0.07175
OR2S2	-0.3255
CXCL14	4.89825
C11orf47	-1.063
MGC29891	0.529833333333333
HSPB8	0.8169
PRDM14	-2.927
NUFIP2	1.05575
MNAT1	-0.559375
ZDHHC2	-0.3085
MBNL2	1.374375
ADD3	0.972375
CSNK2A1P	-0.452
KLK6	-0.0893333333333333
TMEM111	0.2259
KIAA1279	1.005
NUBP2	-0.698833333333333
RAB42	-1.527
ID3	0.021
TM9SF1	0.19475
MDP-1	-0.52075
POU4F2	0.00550000000000001
IQCK	1.25175
C16orf14	-1.68925
CAPN3	-1.3645
FAM43B	0.3515
RECQL	-0.45025
AP1G1	-0.162285714285714
CTNNBL1	-0.644333333333333
ECHDC1	-0.2615
SMARCC1	-0.5896
FOXQ1	-2.121625
GNAI3	0.512
POLG2	-2.42375
CD4	0.962125
ITLN1	-0.532
EBI2	6.0675
IRF1	2.48975
PTPRE	3.2202
PTK2B	0.224
NXNL2	-0.536
SOX4	0.857444444444444
TSPAN3	-0.221166666666667
SH2D1A	-2.4575
C8orf58	-0.278333333333333
USP20	-1.052
DUSP22	-0.223833333333333
CALB1	-2.2995
L3MBTL2	0.983833333333333
MCRS1	-0.724
TMEM118	-2.13683333333333
C18orf8	0.596833333333333
FLJ10241	-0.595375
GJA12	1.1545
PKD1	-0.254166666666667
ZFP3	0.92
JAM3	0.177375
LAPTM4A	1.2784
DIRC2	0.36075
KIAA2022	0.347166666666667
MYOM1	1.39283333333333
TRPM8	-2.58883333333333
MOP-1	0.22125
PHKG2	-0.421125
ZNF650	0.597
KIAA1522	1.60625
PSG8	-1.0815
DDX19B	-0.263
MOBKL1B	0.28625
DIAPH2	-0.0486666666666667
PTPN12	0.77325
CLN8	-0.0764
CRYZL1	-0.0465
CRY2	1.40575
FCGR2B	4.51133333333333
PNPLA4	1.2675
ZNF454	-0.1425
DKFZp434B1231	1.64175
CLDN11	0.5324
RFWD2	0.230166666666667
CIB2	-0.600833333333333
MXRA8	3.256
HRK	-0.346625
MAML2	0.25825
C4orf31	1.0545
C6orf192	-0.3545
COG6	0.530125
FAM5B	0.3715
NFATC1	3.1342
SEPT10	0.91025
SCYL1	-0.3403
RPP40	-0.88475
SCOC	0.8523
KIAA1450	1.49475
CTDSPL2	-0.409
TBX5	1.17166666666667
NAPG	-0.041
RHD	-4.162
C14orf45	2.76766666666667
ZBTB22	0.971
PLCG1	-1.396
ANKRD10	-0.599125
AQP7P2	2.883
TAGLN2	0.824
HTR2C	-0.4408
SLC16A7	1.459
C17orf83	-0.10425
TSGA14	-1.0575
MDH1	-0.446
PPP3R2	0.4902
DCBLD2	-1.81878571428571
RBM33	-0.82625
DPH3	-0.31925
SYT10	-0.733166666666667
FMO4	2.1665
THYN1	-0.73175
DRD5	-1.343
OTOR	0.545375
PGRMC2	0.752
KATNAL1	-0.286125
PAQR6	-2.11425
UBE2I	-0.78275
C14orf28	0.36
C8orf70	0.358
FLYWCH1	-0.86475
ANGPTL3	-0.491666666666667
GLRX2	-0.507666666666667
ATP11A	-0.442857142857143
ARL5B	0.49475
MUC16	-1.962
SLC25A5	-0.995071428571428
ACRC	-0.28075
MYO1C	0.0438749999999999
FAM89B	0.911
FAS	1.4075
KIFAP3	0.97675
GLRA2	0.5945
BTN3A2	-0.2702
CNKSR3	1.228125
CSTF3	-0.875666666666667
ARPM1	1.2565
KIAA1530	-0.0265
C9orf150	1.36516666666667
PRKCI	0.3115
tcag7.1015	-1.4575
SOD3	1.245
ZNF574	0.318
CYP21A2	2.47275
RPL12	-0.43275
COMMD2	-0.41525
WIZ	0.06675
LOC344405	-1.4725
ALDH4A1	-1.12405882352941
CRYAB	3.62675
COPA	0.446266666666667
PCDHGA7	0.314666666666667
KIF11	-2.68058333333333
RASD2	0.6165
SLC26A3	3.1735
ZNF175	-0.279
JAKMIP2	-2.718
C8orf4	4.90283333333333
PTHLH	2.11075
SLC40A1	5.50125
OR7D4	0.355333333333333
PCDHB17	0.199
CD36	5.17642857142857
C6orf203	-0.0066
PRKG2	-1.323
LOC400566	1.29875
ANAPC13	0.16975
SLCO3A1	0.04675
ZNF692	-1.759
FANCL	-1.8525
SH3GLB1	1.2905
C12orf61	-0.788
KBTBD6	-0.53625
SUPT5H	0.22625
XRCC6	-0.2474
HUS1B	0.1642
FAM133B	-0.0664285714285714
LOC728276	0.417
KCTD18	0.72675
SOS2	0.959666666666667
CCDC99	-2.336
C1QTNF5	3.6065
NNAT	1.8845
USP16	0.4675
LARS	-0.7635
ZBTB2	0.290125
ABO	-0.0945
TRAF3	0.14175
GALNT5	-2.7915
NAP5	0.47175
ALG14	0.773
KIAA0515	-0.0879230769230769
WDR75	-0.0681666666666667
TEX261	-0.1575
LY86	1.186
LOC389072	-0.5695
FLJ13611	0.051
MRGPRX2	0.176
SNRPA	-1.28275
OR2G2	0.0265
GPRASP2	1.5155
C7orf42	0.6167
C9orf163	-1.0915
CYP11B2	-0.2265
FCRL3	0.804333333333333
PRDX1	-0.78725
FGB	-6.27433333333333
COX17	-0.0595
C16orf33	-0.83825
PIWIL1	-0.159666666666667
FOLR1	-1.86466666666667
KIAA0082	-1.50025
FREQ	-0.407166666666667
TMCC2	-1.742
TCF12	0.186416666666667
ZNF721	0.41775
FAM130A2	0.76525
POU4F1	-2.0215
SNRPF	-1.208375
SGIP1	1.87533333333333
ZNF641	1.268
EMG1	-0.65325
PRRG4	0.729
HIRA	-2.24425
MYNN	0.580166666666667
AEBP2	0.33825
TBXA2R	0.253166666666667
ISL2	-1.61933333333333
PCDHB11	0.407
RNF144A	0.438
MARCH5	0.757625
DULLARD	-0.0611666666666667
DCLRE1B	-1.23683333333333
ITGA8	1.56675
TP73	-0.596375
PRKCD	1.61
NDUFB4	-0.2995
ATP13A4	1.652375
ANTXR2	0.238
COL4A3	-0.7652
MYO10	-0.7791
SLC6A18	0.43
PEX1	-0.0525
TMEM74	-1.1845
RBM19	0.16725
TAPBP	0.4855
RUNX1	2.81825
MID1	-0.19725
GPR64	-0.448
RASEF	4.848
GABRG1	1.032375
MYO16	-0.64675
DBF4	-1.91983333333333
TSHZ2	4.061
RIPK2	0.305375
PPTC7	1.30833333333333
KIF4B	-1.6585
LRRC31	2.0165
ZNF540	1.337
EFNB3	0.0308333333333333
LOH12CR1	0.000124999999999999
STON2	0.530833333333333
GLP1R	0.662
CSTF2T	1.00725
IREB2	-1.359625
GRSF1	0.04025
PDCD7	-0.649166666666667
LRRC43	0.875
CNR1	1.2435
IL1F7	-0.07
C12orf64	0.16825
FAM69B	-1.554
NR2E1	-1.875
MS4A6A	3.0409
FTL	-0.6061
C7orf36	-0.40875
PCLO	0.6653
DYRK2	0.653583333333333
ARIH2	-0.32
SAMD7	0.5735
SCNN1D	-0.91525
SLC32A1	-0.4135
C22orf25	-0.086
MRPS18A	-0.8462
GPR112	0.3515
EARS2	-1.38525
ERN2	0.179
ATPBD3	-0.0241666666666667
PRH2	-0.6295
CDKN2D	-0.4235
PGLYRP2	1.55075
TRIM40	0.00025
SEC14L3	0.4042
SLC22A1	0.04225
BTN2A3	-0.40775
RASA4	-0.37
CCNL2	-0.804083333333333
MYBPC3	0.5755
GJA4	4.088
CDC42SE1	1.197
TRPV2	-1.103
MYPN	-4.1885
SIM1	0.024
CDADC1	0.43225
ZFHX4	1.158
NIBP	0.0658333333333333
ADAMTS19	-1.27325
ABTB2	-1.12175
TSPYL2	0.5045
EIF2S3	-0.6917
SOX30	0.1675
AP2A1	-0.145166666666667
DKFZP564O0523	0.221333333333333
LOC285398	-0.404
CDH18	-4.27525
CHL1	2.633
GATS	-0.6422
TBC1D2B	0.1925
OR1J1	-0.124
GSN	3.013
DPCR1	0.11225
GARNL4	-0.1066
SMARCA5	-0.2285
PLEKHG3	1.29166666666667
ZBTB45	0.6695
FRMD6	2.464
PLS1	-0.184
DGKZ	0.0976666666666667
EFNA1	2.6031
WDR85	-0.943375
ANK2	2.834
PAGE4	-0.987166666666667
SENP6	1.22416666666667
AKR7A2	-0.129
FKBP10	-2.63475
VEGFC	-0.399333333333333
LARP1	-0.536625
SRBD1	-0.17525
ITGB6	5.55925
SLC1A2	-1.04871428571429
INVS	-1.147
MPO	0.6765
MOBKL3	0.4598
CUTL2	-1.581625
KLK2	1.20425
VIM	0.53925
REG1B	0.508166666666667
PCDHGC4	0.2955
C3orf34	-1.1475
SUMO3	0.00866666666666667
CST9L	3.87325
MLL4	-0.434
SPR	0.403666666666667
SAMD9L	1.081
ABCE1	0.10525
SUPT3H	-0.981666666666667
ACTBL1	-2.1515
ADAMTS4	3.69433333333333
SLIT3	3.8575
RHEBL1	-2.08725
NPM2	-1.3065
MAN1C1	1.3835
KIAA1856	0.113166666666667
HSPA6	1.86775
LOC388152	-1.88
C10orf140	-0.1875
ZDHHC12	-0.6955
LIN7A	0.6474
PHC2	1.05525
SPHK1	1.57175
TRIM26	0.335125
FAM83E	0.1405
C18orf24	-2.7155
ZNF578	-0.00466666666666667
ORAI1	-0.7425
RUVBL1	-1.02575
C7orf20	-0.600666666666667
APAF1	-0.5555
SLC36A4	-1.01616666666667
MYH11	5.27716666666667
NEK1	0.5927
MPP2	-0.886
C12orf24	-3.02575
TNK2	0.0170625
ZNF289	-0.56575
MATN3	-0.0921428571428572
IFNGR2	1.94266666666667
ITPR1	1.45925
EBF3	3.5789
TBC1D20	-0.0787
OR10P1	0.05275
DDAH2	1.33125
SHPRH	-0.5905
STX7	-0.213
LOC554248	-2.61875
BCAR1	1.17425
ATXN3	0.1135
TRIM27	-0.35
CDC42EP2	1.9225
CHP	0.363214285714286
SOX17	3.445375
ZNF259	-0.158
CHCHD1	0.225125
ZDHHC19	-0.045
GBP2	2.5475
GARNL3	1.770125
MRC2	0.514
C1orf52	-0.15025
AOF2	-0.691
LRPPRC	-0.5916
ACVR1C	3.0515
TM4SF18	5.011
TMEM169	-0.541833333333333
PPP1R16A	-0.4735
EBF1	2.65633333333333
RRS1	0.593666666666667
SNX2	-0.13125
OR2T2	0.5255
RBX1	-0.26825
ANKRD54	0.108833333333333
TSNAX	0.443833333333333
TMEM83	-2.43825
ZBTB7A	0.91425
ATM	-1.33416666666667
LOC338328	3.05083333333333
TIE1	2.20416666666667
HIST1H3G	-0.00783333333333336
PASD1	-5.12933333333333
TINAG	-0.05625
PCDHAC2	-1.259
LRRC15	0.395875
WBSCR17	-1.091
TFF2	-0.38
PARP2	-1.3275
NDFIP2	0.455
PCDHGB2	0.1885
WDR60	-0.39325
MAP7D2	-2.16377777777778
USP45	-1.253
GSDML	-1.9085
TNS1	1.1963
PLCD4	-0.83
IQCD	-0.0813333333333333
SMPX	-1.6485
CD9	1.78683333333333
SRGN	3.614875
CASP7	0.749125
INOC1	0.377
DKFZp451M2119	-1.508
VMAC	0.914
USP53	1.727
CAMK1G	-0.294375
TMEM106A	0.0128333333333333
CDC20	-3.7873
ACSL5	0.446833333333333
CBWD5	-0.30975
C1orf87	-1.55116666666667
KIAA1274	0.94575
PRUNE2	-0.907285714285714
LYPLA2	-0.0726666666666667
DOK6	-0.045
GPR149	-0.66875
FAM30A	2.3885
TMEM129	-0.25475
SLC35B3	1.4115
ACPP	1.3333
LOC200261	-0.8985
SLC4A7	1.4968
CCDC40	2.2645
GART	-1.30675
THOP1	-1.47325
SCARB1	-1.04525
CACNA1F	0.34575
TRIAP1	-0.0906666666666667
SYT14L	0.8295
SFRS8	-0.270166666666667
PBOV1	0.07675
GOLSYN	2.5535
GJB7	-1.554
CAMK2N1	0.696583333333333
GREM1	4.73608333333333
FLJ20433	0.75925
QPCT	-1.939375
PRKAG2	1.88066666666667
H2AFX	-1.722625
C6orf154	0.43975
PLOD3	-1.51825
ZBTB39	-0.608
WASF3	0.328583333333333
DRG1	0.04275
PRR4	-0.8595
SPCS1	-0.272
KDELR3	0.256666666666667
SRP19	0.643833333333333
GABRA6	0.9725
MFSD1	0.87925
MMEL1	1.58625
PDXDC2	-0.00320000000000001
BUB1	-5.51044444444444
RNF138	0.018
MYLPF	-0.385833333333333
AIF1	1.3915
DYNLRB1	-0.0287
HCN3	-1.69883333333333
HIST1H2AI	-0.607
MAP4K5	0.622333333333333
LASP1	0.578125
LOC130951	0.17
PLAA	0.84
KRT6A	1.559
C6orf117	-1.73875
ARHGAP23	0.117
