Hybridization REF	TCGA-AR-A1AU-01A-11R-A12P-07
PRKCSH	-0.969333333333333
DPH5	-0.573833333333333
HLA-F	1.878125
TBC1D4	-0.82625
RIG	0.2896
GLUD1	-0.611666666666667
HNRPCL1	1.00275
HBXIP	-0.2445
RNF207	0.0165
APIP	0.34125
PLA2G3	-2.89833333333333
CCDC84	-1.624
MYLIP	0.527076923076923
PHIP	-0.46475
AARS2	-0.956666666666667
DHX32	-0.039
SCAPER	0.0903333333333333
MEN1	-0.944857142857143
NIP7	-0.761
FLJ25404	-0.26
FASTKD3	-0.50075
TMEM158	-1.80625
RARA	1.03975
BDH1	0.0145
ANKRD16	0.3405
CARM1	-0.166
SS18	0.577166666666667
IKZF2	-0.864090909090909
MYD88	0.425
PML	0.3021
TAF1A	-1.482
CBFB	-0.25975
HIST1H3H	-0.00350000000000001
C7orf29	-0.965
COMMD4	-0.3865
DPP3	-0.201
DAB2	1.249625
LOC388882	0.3765
YPEL4	0.112875
AGBL3	0.74225
LRP6	-0.6587
SERPINH1	0.447
TLE1	-1.47725
CD244	0.572166666666667
ZDHHC15	0.7935
MGLL	1.698
PLDN	-0.388416666666667
LOC654346	1.789
FAP	3.43725
GPR37	-1.391
SCARA5	1.57
EBF4	2.177
LSM6	-0.121
MLLT1	-0.358375
SLC5A12	-1.12775
A2BP1	-1.8765
COPS5	0.580166666666667
TPM4	-0.721571428571428
TNFSF4	2.72366666666667
ACADSB	0.693944444444444
HERPUD1	0.57775
BCL2L11	-0.673833333333333
CEP78	-1.471125
CDCA3	-1.221375
WBSCR19	-0.0131
MYO1A	-2.3365
PPEF1	1.64116666666667
LOC440348	-0.661
CPEB2	1.6505
BPTF	-0.387833333333333
RPL21	0.517
GSX2	1.2225
ADPRH	1.1655
C17orf68	-0.5565
KCNS1	-1.01033333333333
MLLT6	0.1648
PIWIL4	0.39925
RNF26	-1.31175
RAP1B	1.11825
ADAMTS1	-0.8599
ZNF571	0.3635
P2RY6	-1.23575
TRIM21	0.88
CADM3	1.0175
NLRC5	0.424333333333333
ADRA2B	0.297333333333333
LOC90835	-0.639125
PCF11	-0.47375
LOC400451	1.85725
GLTSCR1	0.6762
C17orf88	-0.986
CDH16	-1.93425
FGF7	2.441
PCSK4	1.68716666666667
NPC1L1	2.37516666666667
TAT	2.904625
TBCA	-0.749
MGC33407	-0.72475
GPR115	-2.00214285714286
CYGB	0.962
FNBP4	-0.518
C12orf43	-0.3005
CBL	-1.6481
CLECL1	2.202
PPAPDC1A	2.18525
WDR25	-0.205833333333333
SGCA	-0.633
C22orf29	0.0298333333333333
YIPF1	1.22275
GALK2	-0.15575
RAB3B	-3.85841666666667
LOC440087	0.87325
UCP1	-1.35
REEP5	2.110125
FADD	-0.0873
FOXA1	2.51225
CACNA1A	-0.984833333333333
ABI1	0.652333333333333
GRIN2D	1.27175
SLC1A4	0.188833333333333
LOC401127	-1.31025
HINT2	0.09275
PLD4	-0.914833333333333
ZNF286A	-1.2795
ENY2	0.208
IL1F6	-0.038
PXDNL	1.9055
C20orf79	0.6625
TNFSF13B	2.34416666666667
DENND3	0.00450000000000001
JARID1D	-3.865
HIST1H2AK	1.052
LOC93349	-1.0626
SSH1	-0.9626
ENSA	-0.211
LOC219854	0.0516666666666667
CKAP2	-0.6423
DKFZP564J102	-0.0701666666666667
MGC87315	-0.779
HNRPAB	-0.63875
AMH	-1.7585
ZNF526	0.1965
BRUNOL5	-0.3189
CACNG3	-0.859166666666667
TRPM1	-3.769
PPP2R1A	0.6485
COL2A1	-0.64575
DDN	-0.444166666666667
FLJ25770	2.45545454545455
HK2	-1.13664285714286
ELOVL6	-1.08325
MDK	-1.314
EPHX1	1.04625
RASSF2	0.188375
DKFZP434B0335	-0.75025
DLX3	0.052
PRTN3	-0.84025
AVPR1A	1.67475
C21orf125	-1.26375
TNFAIP8	0.0343333333333333
GNB2L1	0.19925
CALCRL	2.41875
SCGB2A2	7.49316666666667
UBXD7	0.06725
ZNF674	-0.8745
TMEM35	1.685625
BRSK2	0.4095
HECTD3	-0.0271666666666667
TMEM188	-0.0103333333333333
LGALS9	1.651125
SCARB2	1.0485
USP34	-0.74475
C17orf28	2.26966666666667
ZDHHC23	-0.24825
AQP12B	-1.2505
SLC16A3	-2.44225
APLP2	-0.390375
ITIH2	-5.2135
MICAL3	-0.776
TNNI3K	2.8086
HDAC2	-0.10375
PRR7	0.4132
THBS2	0.66
LOC751071	-1.66766666666667
CA2	-0.123
RANBP17	0.197
RLN3	1.20375
CRYZ	0.865333333333333
GBAS	0.185833333333333
TAS1R1	-0.13175
MPZL3	0.775
PCDH8	-0.17075
HSP90B1	-0.0664166666666666
KCNK15	1.135
TNIP2	0.978666666666667
GPR146	0.94725
NOL6	-0.741125
SPC25	-2.628
STEAP2	3.22571428571429
VAMP3	0.366666666666667
TCIRG1	0.1195
ZP4	-0.541
PARL	0.41775
TRIM39	-0.306166666666667
KIAA1305	1.91375
CRNN	-0.3365
GRN	-0.1435
HSH2D	-0.19475
SCAMP1	0.3406875
KIAA1913	2.63325
PTS	-0.58775
BANP	-0.126357142857143
PRKACG	0.29025
ADCY6	0.623833333333333
C16orf46	1.009
CYP51A1	0.141625
DDC	-2.97875
ANPEP	-0.0216666666666667
PROM1	2.05916666666667
SIGLEC10	2.567
COPG	0.631
FAM26E	1.312625
TRIP4	0.141
SNX3	0.202
C1orf175	0.760666666666667
PPY2	0.899
C14orf152	0.795666666666667
FTSJ1	-0.829166666666667
DST	0.39055
LOC554235	-0.08975
GLRX5	-0.6205
C20orf12	1.6435
CAB39	-0.0251666666666667
MSH2	-1.04266666666667
PIP4K2C	1.205125
CYLD	0.575375
WTAP	0.623
MGAT4A	1.21133333333333
TSC22D4	-0.1649
CHRM2	-1.941
PPYR1	0.197666666666667
CCNH	0.126333333333333
RRM1	-0.24875
ECAT8	-2.91825
LOC400120	-1.686
GABRA4	0.502714285714286
C14orf4	1.86233333333333
C1orf59	-1.1315
CTDSPL	0.597166666666667
NHEDC2	-1.268
PDE11A	-0.4178125
KLHL29	0.08425
CD5	-1.1935
TSPAN9	1.95475
WDR67	-0.4155
THUMPD1	0.2485
C18orf17	-0.5025
CLYBL	0.597833333333333
FLJ13231	-0.69025
CMBL	0.287625
LECT2	0.8715
NKAPL	3.9138
LOC654780	0.779
OR4C6	-1.0775
RAB30	-1.43533333333333
TSSK4	-0.2965
TMEM163	1.068
OSBPL11	-0.255166666666667
GNB5	-0.960833333333333
CCL21	2.112
C1orf121	-0.5275
FMO2	3.83433333333333
RPTN	null
MSTN	0.983
VCL	-0.478285714285714
FYTTD1	0.04975
C11orf1	-0.19125
CCDC88C	0.03325
HFE	-0.494833333333333
MOGAT1	-0.6015
FAM125B	0.875833333333333
IRGQ	-0.679
RAVER2	0.49775
AKAP5	-2.404
SSSCA1	-0.64425
C11orf63	0.446142857142857
ACTG2	0.8144
PORCN	-1.494
DTL	-2.48909090909091
TMEM151	0.8935
FAM122C	-1.336
RSAD2	2.6248
BAT4	-0.896
KRTDAP	1.46616666666667
MYH8	1.91528571428571
CRTC3	0.419
LRRFIP2	-0.2283
INTS4	0.256833333333333
TTN	-2.18133333333333
SLC26A5	0.8235
PLLP	-0.7255
RGS6	-0.03975
SRGAP3	0.880625
ZNF525	-0.395666666666667
NBR2	0.0835
C13orf1	0.6831
ZNF137	-0.5245
CEP27	-1.749
BEST2	0.5755
RNF121	0.25525
DMRTC2	2.7105
C8orf76	0.293
BCCIP	-0.313
MEST	-0.4925
HTRA2	-0.2145
ANGPTL2	1.288
ILKAP	-0.457333333333333
ERAS	-0.164
HBS1L	-1.243625
CPA5	-0.1675
TMEM30A	0.533666666666667
CD300LF	2.36083333333333
WISP3	4.755
CRK	0.0319285714285714
PDS5A	-0.2237
BRPF3	0.144333333333333
NEDD9	0.729375
SMPDL3B	1.94775
PSG6	-1.87025
PSMD13	0.39375
ETV5	-1.692625
OR51A4	0.038
BTBD7	-0.288916666666667
GSTO1	-0.8545
hCG_16001	1.163
MAD2L1BP	-0.614833333333333
COX6A2	1.4265
SCNN1A	2.86466666666667
LSM1	0.71
UGT2B11	-3.63325
IDUA	0.89475
PPP2R3C	-0.575666666666667
COX11	-0.78
PDZK1	0.7195
ZNF443	-0.386833333333333
MGC21874	1.09966666666667
ZNF323	3.6066
KRTAP10-10	0.7215
CXCL6	0.98825
SLC34A2	2.67011111111111
LOC284402	0.6035
NPTN	1.16791666666667
UPP1	-1.883
SLC6A9	-0.853
OR7G3	-0.585
CISD1	-0.985333333333334
ZNF545	-0.448666666666667
SYT14	-1.1225
NT5C3L	0.6205
ZNHIT3	0.2795
SNRPD3	0.6095
KIAA0701	0.0495
UNC93B1	0.586833333333333
GMNN	-2.424125
SPCS2	1.55816666666667
LOC388524	1.055
NAPRT1	0.814875
PNLIPRP1	-1.6095
OR6V1	0.505
PRKAB1	-0.32675
EYA4	-3.53366666666667
KIF20A	-1.96025
ALG10	-0.26025
ITPKC	1.22116666666667
LMX1B	0.671166666666667
RPUSD4	-0.835
C7orf34	-0.261333333333333
DLGAP2	0.329571428571429
PFN1	-1.0068
MICALL2	-0.325083333333333
ZNF654	-1.1475
SS18L1	-0.57975
SLC16A8	0.44825
MKI67IP	-0.0245
ITGB3	-1.728125
TCEA3	2.9935
CEP152	-2.5726875
CLIP1	-0.176625
ZNF75	0.0467333333333333
ATP5C1	-0.295833333333333
NUDT5	-0.813666666666667
PSCDBP	0.82325
UBP1	-0.221
RBM27	-0.10125
C13orf15	3.553
ZNF282	0.576
ZNF222	-0.1061
COL10A1	5.36975
PRDM15	-1.6765
TTTY5	1.865
FAM9C	-0.821777777777778
C20orf67	-0.136
GNG13	-0.313
F12	1.41025
C1orf41	-0.40725
CPXCR1	-2.382
GSK3A	0.171375
SUPT6H	-0.200166666666667
PI16	1.154
ELL2	-0.170583333333333
C9orf167	-2.09033333333333
PVRL3	-1.7691
FLJ38596	-1.00875
ADAM20	-1.11466666666667
GPR89A	0.399
GPR87	0.488
ZNF30	-0.1185
SMR3B	0.881
ZNF770	-0.3295
TRPC4AP	-0.659666666666667
DKFZP686E2158	-0.0351666666666667
C2orf28	-0.221666666666667
FREM1	0.5465
LAMA4	0.469
ADPRHL2	0.34475
EIF4G2	0.856333333333333
GUCA1A	-4.171
CTNNA2	-0.948375
NUDT15	-0.987666666666667
CEPT1	-0.104333333333333
ZNFX1	-0.1797
CCDC92	1.117
TDRD1	-1.6475
KCNK5	-1.49766666666667
ETNK1	0.0856666666666667
LTA	0.309
TTPA	0.792
B3GALNT2	-0.427125
SC65	0.366666666666667
PEX5L	-2.4735
EPS15L1	-0.34425
MGEA5	0.105
HIST1H3A	0.761
ING1	0.058125
BCAT1	-3.2115
ORC6L	-2.45945454545455
KLK11	-3.96916666666667
C19orf28	-2.21225
DNER	-1.9495
MED22	-0.657642857142857
ETV6	0.528833333333333
CHAC2	-2.26275
CD300E	0.3415
CEBPB	1.26708333333333
ZNF398	0.063
LRCH3	-0.766
HMGA1	-2.04383333333333
CAPN7	0.107833333333333
MGC5566	-3.3505
CCL3	3.141375
NANOS1	-0.339285714285714
ZFYVE19	0.17975
APITD1	-0.0395
PARD3	-0.366375
IRAK4	-0.482833333333333
SERPINI2	-0.7825
CEP170L	-1.38075
TTC9	2.226125
MYOM3	-2.02725
MLPH	1.527875
LOC222699	0.1065
NRG1	-1.33566666666667
TBC1D9	4.80663636363636
TTK	-3.15483333333333
ZNF557	0.1413
DDX41	-0.117
FANK1	3.052
UBE2D2	0.145375
PSMB10	0.12275
MYH7B	0.4685
GABARAPL2	0.877625
MARVELD2	0.507166666666667
DGCR2	0.927333333333333
UNC45A	0.843166666666667
C6orf72	-0.325
ZNF683	4.0645
GIT2	-0.22175
CASK	0.451
C14orf161	3.26833333333333
LRRC44	1.39225
TIFA	0.256
UTP11L	-0.5685
C6orf65	-1.06425
FDPS	-0.05375
DUSP9	-1.7371
SLC17A8	1.5766
OR51G1	-0.106
NANS	0.14525
OLFML1	1.77975
ATP10B	-2.0005
NPAS3	-0.902
PRKCA	-2.7743
GGA2	0.0614375
LCE4A	0.565
SPANXN3	0.13025
CCDC115	1.836625
SDCCAG3	-0.905
GLIPR1L1	-1.1955
TTC1	-0.11975
C17orf76	1.26
MAD2L2	-0.6205
HIPK1	-0.83
LRRC3B	-0.23
CLN3	-0.349272727272727
C17orf47	0.941
FMN2	-1.031375
TUBB1	-1.592
WAPAL	-0.604833333333333
C3orf21	-0.879625
SCN5A	-0.4025
SMYD1	0.6125
BEX5	0.3995
ZNF192	0.388
SEC22A	0.117
GRIA2	0.790230769230769
KIAA0825	-1.454
NUSAP1	-1.73281818181818
LANCL1	-0.170125
C15orf40	-1.0005
ZNF645	0.352
GPR61	-0.27475
NLRP14	0.64
SNX21	-0.2252
C1QTNF8	0.8465
C17orf46	-0.15125
IFNA8	0.5305
SPRR1B	-2.35166666666667
FLRT1	-0.48475
SNX17	-0.0443333333333333
ASB2	-0.9575
HBG1	-5.4555
RPRML	-2.42025
JOSD2	0.2055
PLSCR3	-0.0255
SPOCD1	0.899166666666667
RAB39	-2.395
GHRH	-0.3694
ITIH5L	-0.48425
C17orf37	0.7425
SMCR8	0.48325
DPY19L2P3	-0.434333333333333
IL11RA	0.833833333333333
GDF3	-3.9305
RPS6KB1	-1.30641666666667
DNAJC19	0.7153
TOP1	-0.561
CRCT1	-0.348857142857143
MPST	0.36875
DPM2	0.36825
FAM38B	-0.626666666666667
SLC18A1	-2.8216
FARP1	0.145666666666667
PAX7	-0.05075
TUBD1	-1.7255
GNL3	-0.27625
BTG2	3.3834
NDUFS6	-0.27975
C1orf79	-1.0105
ERAL1	-0.5905
ECHS1	0.7775
VPS4A	-0.219833333333333
CYP11A1	-0.600375
ABCC6	-1.89621428571429
PBX4	-1.669
MOSC1	-0.051375
NCF4	0.3355
HYMAI	-0.883
NAGPA	-0.701
OTOP2	0.49275
ACOT12	-0.35775
MTHFD2L	0.260625
LOC441376	4.52425
C19orf34	-0.4075
RAB1B	0.765
ALDOAP2	0.65
NTRK1	-1.59166666666667
ARTS-1	-0.3005
SLC6A11	-2.0515
NAP1L2	0.58025
CNGB1	-0.29
EPB41L4B	0.5715
FAM134B	3.853625
HS3ST3A1	-0.693166666666667
CPXM2	4.92825
SIRPB2	-0.1485
CHORDC1	-1.37716666666667
TRIB3	-1.01583333333333
SLC2A5	0.39275
C2orf49	-0.8365
DDX5	0.0445
OR5L1	0.631
ANAPC4	-0.3635
ZSWIM1	-0.171125
LOC93622	0.57975
KCNK3	0.7019
RP11-35N6.1	-1.23225
ZFP161	0.0816666666666667
AQP9	3.779
SLC15A2	-1.6605
MREG	0.551
OR9I1	1.2345
PDLIM2	0.773125
ADAM7	0.4735
GSTCD	-1.26966666666667
WDR21A	-0.681625
SLC12A8	0.285166666666667
TMEM174	-0.10625
IGSF3	0.20425
LRRN1	-0.145
LOC402117	0.01925
SRPK1	-1.4355
LY6K	0.08575
NFIA	1.5915
PTCD3	-0.191125
LEP	3.63116666666667
PCDH21	0.348666666666667
MAPKAPK2	0.587214285714286
NMNAT1	-0.512833333333333
LHFPL2	0.34075
C9orf43	-0.19525
DIP2A	0.384666666666667
ACTR8	-0.237625
CCDC34	0.63725
PTPN22	-1.20875
ITGA3	-0.91875
FAM129C	-1.3455
RABGGTA	0.9295
UNC45B	0.9335
KIAA1033	-0.40775
ZNF510	-0.916
CYP2D6	-0.104333333333333
SLC26A10	-0.467
STX8	0.1055
LUZP1	-0.141125
WDR89	-0.997833333333333
EIF4G3	-0.2793
C5AR1	1.230875
ZNF623	0.235
A2M	0.68825
TGM7	-0.3635
GRPEL1	-0.365833333333333
LMNB2	-1.7906
ROCK2	-0.093
SNX16	0.0155
CCDC66	2.297
ANXA3	0.553
KIAA1609	-0.128625
EED	-1.21225
RNF32	0.464
HES1	1.0301
CLC	-0.825833333333334
ISL1	-0.2752
KIAA0528	-0.089875
MANEA	0.5375
C1orf61	-2.1945
hCG_2001000	1.45275
RAPGEF6	-0.5624
KIAA0020	-0.0393333333333334
NEIL1	1.036
C16orf45	-0.5375
RBM10	-0.498
C10orf125	-1.147
MRS2L	-1.1455
DNAH17	-1.22185714285714
C19orf10	-0.30075
C1orf160	0.84725
SLFN12	1.02175
EXOC3	-0.570333333333333
HIST3H3	0.491
NCOR2	-0.0556666666666667
TNFRSF9	-1.8315
MFSD8	0.31425
ALX1	-4.1852
NOL1	-1.43875
PODN	3.416
TIAL1	-0.67625
HIST1H1E	-0.6355
NPY6R	0.10125
TM4SF4	0.16
CORO2A	-0.45125
ETNK2	1.52866666666667
APOE	0.5577
ANGPT4	0.15
HDGF2	0.261
G30	-0.309
ST8SIA4	-0.815571428571429
F2RL1	-0.73775
FAM19A4	-3.75575
CCAR1	-0.4085
B3GNT7	0.2205
OPHN1	-0.235
DSCR6	-0.195
C21orf13	1.39416666666667
GAS2L1	0.0778333333333333
RFX3	-0.245166666666667
COPS4	0.4295
BCHE	-4.62883333333333
BCL2	4.17025
HBZ	-3.1305
ARL13B	-0.066625
MAPBPIP	0.428
MYO15B	0.5835
SPZ1	5.03066666666667
KIAA1324	2.39722222222222
PLCL2	-0.36075
C4orf29	-1.1255
WDFY2	-0.35175
ZNF284	-1.1015
NAALADL1	0.633
DUSP5	1.79366666666667
PXDN	1.609125
SLMO1	0.05975
TNXB	0.7044
BIRC7	-0.6425
A4GALT	1.06566666666667
TIMM22	-0.2085
FAM110C	-0.26275
TOMM34	-0.85125
ABHD9	0.2085
ADAM32	2.7165
CRHBP	0.36825
AQP2	1.481875
LOC130355	1.65025
ZNF187	0.258666666666667
ZNF816A	-0.0725
F7	-0.601125
CNOT1	-0.5499
SLC13A4	-1.48375
ZBTB11	-0.68375
B3GALT5	-0.325
EXOC2	-0.1835
IRS1	1.8485
TMEM1	-0.359
MRPL34	-0.109
SAMM50	-0.53225
CDC42EP3	0.009125
HSF2	-1.707
MFN2	-0.3665
TSPAN7	-0.7605
NUCB1	0.969833333333333
RHOH	1.5395
ARL16	-0.602
TACR1	-0.66875
SFRS5	-0.563333333333333
SNX25	-0.283125
RHBDF1	0.248333333333333
PCDH18	2.1225
HMG1L1	-0.7195
MYO5C	0.8975
MAPK10	3.8545
LDHAL6A	-0.2745
NUDT12	0.952
NCAM1	0.106
GLIS2	0.5585
GGTL4	0.90725
DAPP1	-0.01825
ATF7	0.427125
KIAA0748	-1.6625
NFIL3	0.18875
TM6SF1	1.01533333333333
SEZ6	0.005
NANOS3	0.662666666666667
DNAJA3	-1.02166666666667
CLDN6	-2.7295
CIITA	2.2175
EPHA4	-1.08958333333333
FANCC	-0.45225
CMTM3	0.396
PSG3	-2.08025
MRPL15	-0.2385
C21orf59	0.1645
PLCXD2	-0.16075
C2orf34	-0.18225
UBE2L6	0.917125
MED14	-0.499333333333333
HP1BP3	-0.322
C6orf208	-1.409
TPBG	0.22275
OSR2	1.40675
XPC	-0.188833333333333
KLHL7	-0.639083333333333
CCR3	0.2326
AGTPBP1	-0.373833333333333
PCSK6	-0.376133333333333
STAT5A	-0.00359999999999997
FAM18B	0.8775
LONRF2	0.227
PTPN2	-0.6595
SF3A3	-0.948333333333333
EFCBP2	-0.03625
HCFC1	-1.15116666666667
AHNAK	0.3633
ACTR5	-0.52125
KIF14	-2.468
TENC1	1.79325
HEATR5B	0.8865
YIPF2	0.619666666666667
MYEOV2	1.79566666666667
DUSP18	0.97575
KIAA1012	-0.25625
AHR	-0.519333333333333
C17orf53	-1.69533333333333
PTPRH	-2.9585
ATP6V1C1	0.7701
TAS2R3	0.56
LOC440356	-1.75025
COQ10B	0.764
PSMF1	0.16825
SORBS2	2.37183333333333
NFE2L2	-0.403
TMCO7	0.80425
SH3PXD2A	-0.1387
SH2D2A	-2.09325
SPINK5	-3.25275
MRPS24	-1.192
OPA3	0.325125
TRAF7	-0.413833333333333
C4orf35	0.00775000000000003
MT1G	1.6005
MGC39545	0.811
HS1BP3	0.531777777777778
OR2B2	0.95
CHRM4	0.122
SFRP2	2.27666666666667
RIC3	0.52425
ART1	0.6145
C6orf1	0.445375
DUS4L	-0.67425
C10orf104	0.88525
TNFAIP6	3.497
RTEL1	-0.83125
CCT4	-0.5086
ZNF709	-0.61775
CHMP6	0.121
UPP2	0.292
CYP19A1	-2.347875
CD151	1.29066666666667
NDUFA13	0.118333333333333
ARFRP1	-0.402
FAM26B	1.70275
CRYBA1	-2.312
MRPL41	-0.237166666666667
NPFFR2	0.09525
HRH2	0.6735
SCAMP3	0.0133333333333333
MTMR6	0.6894
MTG1	-1.06
UBTD1	1.2225
CRABP1	-2.7865
FLJ33790	0.2925
KIAA1908	-0.970666666666667
GPR158	-1.51625
PACSIN3	0.271
OMD	2.9855
CATSPER1	0.246166666666667
HOXB8	-1.892875
FBXO46	0.406
OAS1	1.6395
SVIL	0.31
PHB2	-1.2485
ADCY3	0.0225
NDRG2	1.91116666666667
ERMAP	0.4476
APBA2	-1.76383333333333
IGSF9	2.26075
WNT6	0.527357142857143
MYCBPAP	2.03325
ATP2B2	-0.866125
CPVL	-0.3333
TRAM2	-1.07433333333333
NOP5/NOP58	-0.74225
ZNRF4	0.3495
TLK1	0.272
MTMR12	-0.214142857142857
ZNF384	-0.247833333333333
FAM9B	-3.859
RPN1	0.4729
PMVK	0.6835
EIF3D	0.2325
SIX2	0.22175
HPS1	0.835214285714286
RNF7	0.26225
PSKH2	1.0605
KCTD13	-0.386
CSMD3	-1.16185714285714
FBF1	-0.133
IL8	-3.458375
SERPINB13	0.5585
FBXL20	-1.033
BLR1	-0.44125
SH2B1	-0.2875
RFNG	0.1495
RAB20	1.2205
RBM7	-0.2805
POLR1A	-0.3755
TMPRSS4	-2.28325
TAF9	-0.75175
TERF2	-0.0481666666666667
TNFRSF1A	-0.0995
ACADVL	-0.310166666666667
GTF2H5	-0.476
EDG8	-0.614333333333333
C9orf140	-0.54725
UST6	0.76275
ZBTB8OS	0.04975
ZNF710	1.2805
GPR174	-1.4965
ATP6V0A2	-1.2025
KIAA0319L	-0.79725
XKRX	0.3205
DOPEY2	1.0761
SDHD	-0.33525
SUMF1	1.47275
OSM	1.94675
OPN3	-1.8145
DAGLB	-0.275666666666667
PPFIBP1	-0.0991
TRIM63	-0.76475
C10orf53	0.906
LYPD3	0.891166666666667
BCL7A	-0.963625
AGER	-1.55416666666667
TCF19	-1.494125
SAT2	-0.08675
PFTK1	-0.0113333333333333
GABRE	-1.78825
C15orf38	0.2568
FIS1	0.5405
KCNV2	-0.284
CLPS	-0.072
PPCDC	-0.64425
FOXN2	-0.682833333333333
NT5E	-2.8674
CD83	0.6125
IL18	-0.115625
VPS16	0.1385
IGFBP2	-1.07533333333333
NOTCH2	0.4615
SIGLEC1	3.7935
CD93	5.3915
SULF2	-0.5285
CEP164	-0.56275
P53AIP1	0.8082
TOR2A	-0.389333333333333
ZNF136	-0.0545
MGP	3.6718
CCDC144A	0.37175
TRPC1	0.128166666666667
SMS	-0.235666666666667
MAPK7	-0.555666666666667
RRAGC	0.83775
PARD6A	1.3095
NUB1	0.6035
SYNGR4	0.3385
OR11H12	0.128
WIF1	2.90114285714286
GCH1	0.24525
OR11H4	0.156
SLC44A5	-0.4165
GPRIN2	0.625333333333333
LOC401431	-0.44425
CPA4	-2.8291
MELK	-2.141
IL15RA	0.12
CUL3	1.316
HMBOX1	-0.119
PODXL	-1.844
CCT6B	1.37616666666667
COMTD1	-0.54875
MUC20	1.07733333333333
GPX2	-2.666125
ITK	-1.433125
FBXL5	1.465
C13orf27	-1.07675
DEFA5	-2.5405
TRHDE	-0.235
MTP18	-0.0908333333333333
UQCRQ	-0.1066
ITGB2	0.97575
CSRP2BP	0.65475
TAS2R44	0.367
PHPT1	0.3905
FAM44C	0.105
ERH	-0.616
MPHOSPH1	-2.102
MORC1	-1.2535
PARVB	-0.199
LAMA1	-1.68216666666667
PGBD3	0.000750000000000001
GIMAP6	4.15625
AREG	-0.872833333333333
LIPT1	-0.07075
MGC99813	-0.0115
C1orf201	0.23
GRIN2A	-1.5323
MAN2C1	-0.56475
NSUN5	-0.5155
SF3B5	0.208
MYC	-0.3251875
NRXN1	-1.30354545454545
ZNF18	-0.8105
SPDYA	-2.03566666666667
SLC37A1	0.8395
DECR2	-0.311
ANKRD38	0.97975
SPTLC3	-1.85441666666667
SUPT16H	-0.973375
DTWD2	-0.19825
ULBP1	-0.477
ZADH1	0.277333333333333
OIP5	-2.3615
IL10RB	-0.438333333333333
OTUB2	-1.677625
VWA3A	-0.368666666666667
SPIC	-0.3178
OR6C4	0.4355
PSCD4	0.422833333333333
DPY19L2P2	-0.1335
TRAPPC6A	1.54633333333333
C21orf2	-0.697
CEMP1	0.16425
LIN7B	0.502
E2F7	-2.42733333333333
VCP	-0.0470625
LAMA3	1.99316666666667
BGN	1.5865
GPR160	1.87866666666667
COCH	-3.04616666666667
GPR81	2.02183333333333
APOBEC3F	-1.7195
tcag7.1017	-0.53725
C1orf32	0.6225
SCGB1D2	5.9045
FLJ43987	0.5315
C6orf170	-1.85025
KLK9	0.2905
GPD1L	-0.294125
VPS37B	0.0105
ATG3	-0.262166666666667
ADAMTS17	-1.4885
KLHDC2	0.0348333333333333
NDUFV2	0.014
BLK	-3.30175
MATN4	-1.3865
GPM6A	0.498333333333333
GBP4	2.31666666666667
TMEM162	-0.467666666666667
PKP2	-0.424
HRASLS	0.695555555555556
MMP1	-3.89675
SFXN3	0.4449
FSD1	-1.63016666666667
ST6GALNAC3	-1.2465
CA12	3.2161
NCOA6	0.2405
C19orf58	0.4359
PPP4R1	-0.474
MAN1A2	-0.306
IKBKAP	-1.36525
UPF1	-0.217166666666667
KIAA1219	0.44225
WNT16	0.0816666666666667
SNW1	-0.880875
IL18RAP	3.22525
RPP30	0.01675
CDC40	-0.799214285714286
SETD3	-0.588666666666667
SLAMF6	-0.924
ELK4	-0.528
TRIM47	0.753166666666667
ACOX3	2.121625
TRIM6	1.629
KIAA0372	-0.183833333333333
TP53AP1	1.22275
SMURF2	-1.66275
ADAD1	0.27475
EBP	-0.9482
KRTAP13-2	-0.3695
FLJ36874	-1.62166666666667
TOR1A	-0.260833333333333
P2RY4	1.0405
GPBP1	-0.5295
TRPV1	-0.401125
ADAMTS12	1.52583333333333
PES1	-0.3842
ATG4A	0.4445
MAGEA10	-4.40275
WFS1	2.17025
CC2D1B	-0.9388
PABPN1	-0.463
SLC25A30	0.3845
SLCO1C1	-0.1535
SLC22A5	1.12825
KIF23	-2.24033333333333
SYN2	0.873166666666667
ASPN	7.63633333333333
CENTG2	-0.81275
QSOX2	-1.4199
FLJ10815	0.016
STK24	0.2454375
SPEG	0.1468
STK10	-0.0516666666666667
DACT2	0.213
AAAS	-0.9925
SSX3	-2.579875
ABCD3	0.8592
C4orf12	1.0615
PARVG	0.355166666666667
FIG4	0.32175
C9orf46	0.884
TMCO6	-0.8535
IGHMBP2	-0.49575
DUS2L	-0.386166666666667
FAM3C	0.4638125
TMEM16D	-2.6975
DCTN4	0.43725
KCNH3	0.02975
EIF2AK2	-0.64175
AP1S3	0.01125
CST4	1.7665
PAM	0.7031875
NUTF2	-0.5235
CITED2	0.4701
SLC39A4	-2.617
C2orf52	-0.9645
GRM3	0.05475
C12orf49	0.376125
CCDC49	-0.7299
GRAMD1B	-1.701875
FNDC4	1.42275
SIAH2	1.57825
GDPD4	-0.0515
C21orf87	0.6335
ATP5A1	0.284
C16orf63	-0.44425
LOC388135	-1.146
ATP5J2	-0.87775
MMP3	0.34925
EMID2	0.148
CRHR1	0.24725
WDR70	-0.678
C13orf31	1.3045
ZFAND1	1.642
CCL18	5.0245
C3orf49	0.394
RINT1	-1.796
KIAA0408	-0.9614
F13A1	5.8012
SLC10A1	3.474
OGN	2.762
GIPC2	-0.213
