Hybridization REF	TCGA-A7-A13E-01A-11R-A12P-07
SMARCC1	-0.00680000000000003
FOXQ1	-1.791375
GNAI3	0.356
POLG2	-1.197
CD4	0.8985
ITLN1	-1.40975
EBI2	2.302
IRF1	-0.8305
PTPRE	0.14
PTK2B	-1.12525
NXNL2	-1.2465
SOX4	2.28172222222222
TSPAN3	-0.481833333333333
SH2D1A	-3.8805
C8orf58	-0.6975
USP20	-1.1055
DUSP22	-0.16225
CALB1	-2.9275
L3MBTL2	0.164583333333333
MCRS1	-0.5295
TMEM118	-0.2445
C18orf8	1.234
FLJ10241	-0.283125
GJA12	0.6265
PKD1	-0.236333333333333
ZFP3	0.6595
JAM3	-2.243
LAPTM4A	1.9631
DIRC2	0.276
KIAA2022	1.0975
MYOM1	0.9195
TRPM8	-2.26116666666667
MOP-1	1.0145
PHKG2	0.24475
ZNF650	-0.20175
KIAA1522	1.16375
PSG8	-1.79033333333333
DDX19B	0.389
MOBKL1B	0.9185
DIAPH2	-0.0863333333333333
PTPN12	0.9475
CLN8	-1.1955
CRYZL1	-0.308833333333333
CRY2	-0.504666666666667
FCGR2B	3.843
PNPLA4	-2.400125
ZNF454	2.23
DKFZp434B1231	0.17225
CLDN11	0.2136
RFWD2	1.13966666666667
CIB2	0.133166666666667
MXRA8	1.840375
HRK	1.07375
MAML2	0.96725
C4orf31	-1.32975
C6orf192	1.321
COG6	0.70275
FAM5B	-0.676
NFATC1	2.8287
SEPT10	0.6605
SCYL1	-0.3066
RPP40	-0.62125
SCOC	0.2803
KIAA1450	0.58275
CTDSPL2	-0.3975
TBX5	0.762666666666667
NAPG	0.83925
RHD	-4.317
C14orf45	1.7245
ZBTB22	0.992
PLCG1	-1.166
ANKRD10	-0.607125
AQP7P2	0.29
TAGLN2	0.395333333333333
HTR2C	-1.34666666666667
SLC16A7	-2.09683333333333
C17orf83	0.1115
TSGA14	-1.14033333333333
MDH1	0.7305
PPP3R2	0.0228333333333333
DCBLD2	-2.6315
RBM33	-0.08875
DPH3	-0.328
SYT10	-1.9365
FMO4	2.233625
THYN1	-0.30825
DRD5	-1.251
OTOR	-0.14475
PGRMC2	0.4328
KATNAL1	-0.217625
PAQR6	2.2545
UBE2I	-0.4615
C14orf28	0.77125
C8orf70	0.07625
FLYWCH1	-0.622625
ANGPTL3	-1.0285
GLRX2	0.758666666666667
ATP11A	0.316928571428571
ARL5B	2.476875
MUC16	2.73175
SLC25A5	-1.20742857142857
ACRC	-1.5205
MYO1C	-0.382375
FAM89B	0.647666666666667
FAS	-1.090375
KIFAP3	1.82925
GLRA2	0.0525
BTN3A2	-1.0796
CNKSR3	1.540875
CSTF3	-0.766333333333333
ARPM1	2.31675
KIAA1530	-0.239
C9orf150	2.34716666666667
PRKCI	-0.2735
tcag7.1015	0.1575
SOD3	1.87525
ZNF574	0.05925
CYP21A2	-0.79175
RPL12	-0.40775
COMMD2	0.251
WIZ	0.58375
LOC344405	-0.496
ALDH4A1	-1.464
CRYAB	4.03525
COPA	0.563433333333333
PCDHGA7	0.479666666666667
KIF11	-1.32225
RASD2	1.430625
SLC26A3	-0.6255
ZNF175	-2.673
JAKMIP2	-1.959
C8orf4	-1.57016666666667
PTHLH	0.118
SLC40A1	-0.11275
OR7D4	0.211666666666667
PCDHB17	1.2605
CD36	3.3375
C6orf203	0.7929
PRKG2	-1.3945
LOC400566	1.0465
ANAPC13	-0.2665
SLCO3A1	-1.75775
ZNF692	-1.0505
FANCL	0.7205
SH3GLB1	0.52175
C12orf61	0.023
KBTBD6	0.75275
SUPT5H	2.78025
XRCC6	-0.4781
HUS1B	-0.0297
FAM133B	-0.5125
LOC728276	0.2785
KCTD18	0.40475
SOS2	0.845666666666667
CCDC99	-1.79725
C1QTNF5	3.185
NNAT	1.04516666666667
USP16	0.647
LARS	-0.0825
ZBTB2	0.093375
ABO	0.286333333333333
TRAF3	-0.3385
GALNT5	-2.351
NAP5	-0.756
ALG14	0.1475
KIAA0515	-0.653653846153846
WDR75	-0.787166666666667
TEX261	0.602
LY86	0.02275
LOC389072	-0.6805
FLJ13611	-0.257
MRGPRX2	0.3655
SNRPA	-1.058375
OR2G2	0.0195
GPRASP2	-0.33725
C7orf42	0.8181
C9orf163	-0.0825
CYP11B2	0.472
FCRL3	0.573166666666667
PRDX1	0.6685
FGB	-6.69
COX17	0.254166666666667
C16orf33	-1.5565
PIWIL1	-0.492666666666667
FOLR1	-0.830666666666667
KIAA0082	-0.55025
FREQ	0.132833333333333
TMCC2	-0.917
TCF12	-0.318083333333333
ZNF721	-0.772
FAM130A2	0.205
POU4F1	0.78375
SNRPF	-1.110875
SGIP1	1.67816666666667
ZNF641	1.55816666666667
EMG1	0.93925
PRRG4	1.07
HIRA	-1.21075
MYNN	0.2565
AEBP2	0.85
TBXA2R	0.648666666666667
ISL2	-1.9175
PCDHB11	3.5455
RNF144A	0.052
MARCH5	0.0425000000000001
DULLARD	0.568166666666667
DCLRE1B	-1.11233333333333
ITGA8	-1.72325
TP73	-0.249375
PRKCD	0.40375
NDUFB4	0.08175
ATP13A4	0.87225
ANTXR2	-1.67616666666667
COL4A3	-1.02666666666667
MYO10	0.7068
SLC6A18	0.50875
PEX1	0.39575
TMEM74	-1.67783333333333
RBM19	-0.52925
TAPBP	0.23775
RUNX1	-0.14025
MID1	-0.627083333333333
GPR64	-2.538
RASEF	0.80775
GABRG1	-0.271
MYO16	-1.7885
DBF4	-0.987166666666667
TSHZ2	1.28925
RIPK2	1.033375
PPTC7	-0.258833333333333
KIF4B	-1.1545
LRRC31	0.076875
ZNF540	0.79675
EFNB3	0.318833333333333
LOH12CR1	2.1155
STON2	-0.370833333333333
GLP1R	0.09975
CSTF2T	-0.537375
IREB2	-1.177375
GRSF1	0.22375
PDCD7	-1.226
LRRC43	1.492
CNR1	-0.711666666666667
IL1F7	-0.786
C12orf64	-0.329666666666667
FAM69B	1.5385
NR2E1	-1.92516666666667
MS4A6A	1.8702
FTL	-1.0568
C7orf36	-0.186
PCLO	-1.7635
DYRK2	0.526583333333333
ARIH2	-0.607125
SAMD7	0.103
SCNN1D	-0.53425
SLC32A1	-1.321875
C22orf25	-0.788833333333333
MRPS18A	0.5339
GPR112	0.6555
EARS2	-0.41775
ERN2	0.5125
ATPBD3	0.174666666666667
PRH2	1.3735
CDKN2D	2.09866666666667
PGLYRP2	-0.35425
TRIM40	0.281
SEC14L3	-0.792666666666667
SLC22A1	0.0825
BTN2A3	-0.43025
RASA4	0.82825
CCNL2	-0.764333333333333
MYBPC3	0.6545
GJA4	2.80225
CDC42SE1	0.927875
TRPV2	-1.69675
MYPN	-4.4691
SIM1	1.5865
CDADC1	-0.100416666666667
ZFHX4	-0.42675
NIBP	1.07466666666667
ADAMTS19	-1.84875
ABTB2	-0.38775
TSPYL2	-0.400125
EIF2S3	-1.3093
SOX30	1.0845
AP2A1	-0.358
DKFZP564O0523	0.647333333333333
LOC285398	-0.60975
CDH18	-4.7355
CHL1	0.25425
GATS	0.0089
TBC1D2B	-0.847166666666667
OR1J1	-0.016
GSN	1.34433333333333
DPCR1	0.19475
GARNL4	-0.130333333333333
SMARCA5	0.307
PLEKHG3	0.440666666666667
ZBTB45	0.776
FRMD6	-1.5695
PLS1	0.2275
DGKZ	-0.0733333333333333
EFNA1	2.2973
WDR85	0.365
ANK2	0.4325
PAGE4	-1.19316666666667
SENP6	0.3
AKR7A2	-0.246166666666667
FKBP10	-2.0435
VEGFC	-2.23116666666667
LARP1	-0.5174375
SRBD1	0.2295
ITGB6	0.047
SLC1A2	-1.48546153846154
INVS	-0.390833333333333
MPO	1.89425
MOBKL3	-0.2277
CUTL2	-2.2605
KLK2	0.0486666666666667
VIM	-0.2715
REG1B	-0.091
PCDHGC4	0.631
C3orf34	-0.872166666666666
SUMO3	0.1355
CST9L	-1.089
MLL4	1.616
SPR	0.057
SAMD9L	0.191
ABCE1	-0.216
SUPT3H	-0.450833333333333
ACTBL1	-3.24875
ADAMTS4	0.722666666666667
SLIT3	2.3625
RHEBL1	-0.52375
NPM2	-0.941
MAN1C1	-1.31475
KIAA1856	0.788333333333333
HSPA6	2.3915
LOC388152	-1.3435
C10orf140	1.127
ZDHHC12	0.046
LIN7A	-1.9544
PHC2	-0.11525
SPHK1	-0.21175
TRIM26	0.283625
FAM83E	0.4895
C18orf24	-0.176166666666667
ZNF578	-0.354833333333333
ORAI1	0.29175
RUVBL1	-0.0933333333333333
C7orf20	0.403
APAF1	-1.3515
SLC36A4	1.558
MYH11	4.2995
NEK1	0.3313
MPP2	-1.5075
C12orf24	-0.9395
TNK2	0.4619375
ZNF289	-0.556
MATN3	-2.94528571428571
IFNGR2	0.584333333333333
ITPR1	-2.42725
EBF3	1.7852
TBC1D20	0.2364
OR10P1	0.40175
DDAH2	1.56175
SHPRH	-0.206375
STX7	0.352
LOC554248	-0.78275
BCAR1	-0.636
ATXN3	0.362583333333333
TRIM27	-0.08625
CDC42EP2	0.303
CHP	0.897714285714286
SOX17	1.525375
ZNF259	-1.01316666666667
CHCHD1	-0.126375
ZDHHC19	0.503
GBP2	0.384
GARNL3	1.290625
MRC2	1.14375
C1orf52	-1.08025
AOF2	0.158333333333333
LRPPRC	0.6129
ACVR1C	-0.7875
TM4SF18	3.874
TMEM169	-0.383166666666667
PPP1R16A	1.18525
EBF1	0.351
RRS1	-0.187333333333333
SNX2	-0.405
OR2T2	-0.748
RBX1	-0.01025
ANKRD54	0.179833333333333
TSNAX	0.211
TMEM83	-2.591
ZBTB7A	-0.15575
ATM	-2.08645454545455
LOC338328	1.58333333333333
TIE1	0.551
HIST1H3G	0.0953333333333333
PASD1	-4.23233333333333
TINAG	0.71025
PCDHAC2	0.148
LRRC15	-0.0115
WBSCR17	-1.209
TFF2	0.9505
PARP2	-0.76725
NDFIP2	0.68975
PCDHGB2	0.7605
WDR60	0.25925
MAP7D2	-2.45166666666667
USP45	-0.323
GSDML	0.1885
TNS1	-0.4389
PLCD4	-1.7375
IQCD	0.327
SMPX	-1.0735
CD9	1.5725
SRGN	0.357875
CASP7	-1.0525
INOC1	0.135166666666667
DKFZp451M2119	-1.026125
VMAC	0.7785
USP53	0.5853
CAMK1G	-0.406
TMEM106A	-0.375833333333333
CDC20	-0.683
ACSL5	-2.2005
CBWD5	-0.820125
C1orf87	-1.2225
KIAA1274	0.78225
PRUNE2	-2.64321428571429
LYPLA2	0.561833333333333
DOK6	-3.00066666666667
GPR149	-0.1965
FAM30A	1.23675
TMEM129	0.444
SLC35B3	0.73675
ACPP	-2.0909
LOC200261	-1.324
SLC4A7	-1.3979
CCDC40	2.3535
GART	-0.363625
THOP1	-1.06625
SCARB1	-0.300125
CACNA1F	0.33075
TRIAP1	-0.383
SYT14L	0.276
SFRS8	-0.931333333333333
PBOV1	0.39225
GOLSYN	0.2935
GJB7	-1.4985
CAMK2N1	-1.80641666666667
GREM1	3.6955
FLJ20433	2.08575
QPCT	-1.881375
PRKAG2	2.64966666666667
H2AFX	-1.234625
C6orf154	1.98075
PLOD3	-0.9015
ZBTB39	-0.271833333333333
WASF3	-1.51591666666667
DRG1	-0.49875
PRR4	2.156
SPCS1	-0.1615
KDELR3	1.49683333333333
SRP19	-0.5415
GABRA6	0.17725
MFSD1	0.536
MMEL1	-0.3215
PDXDC2	0.0874
BUB1	-2.30411111111111
RNF138	0.47675
MYLPF	-0.773
AIF1	-0.232333333333333
DYNLRB1	0.7553
HCN3	-1.11133333333333
HIST1H2AI	0.5815
MAP4K5	0.0843333333333333
LASP1	-0.296375
LOC130951	-0.6275
PLAA	1.03475
KRT6A	3.8055
C6orf117	-2.7325
ARHGAP23	-0.6565
PTF1A	0.217
GPHA2	-0.462
LCE3B	0.3565
MCL1	0.962785714285714
EHBP1	0.587083333333333
PRNP	0.410875
ZSCAN1	0.35
C1orf113	-0.220333333333333
FOXA3	-1.8735
NEB	-2.1175
ASGR1	-4.181
CTGF	1.405
RAB17	-2.941
MST101	-1.3295
JARID1B	1.3417
USP37	-0.4319
PTBP1	-0.322
PTPN7	-1.32366666666667
CDC7	-2.17666666666667
SNX7	-0.479
ZNF335	0.00274999999999999
CPT2	-0.178
HEATR1	0.00912499999999999
HSPC152	-0.339875
C5orf40	0.139
PSME1	-0.888166666666667
STAG3	-1.6005
TMEM154	2.41633333333333
KLHL32	-0.0713333333333333
TSGA10IP	-0.729
SUV420H2	-0.421833333333333
SF1	-1.43255555555556
2'-PDE	0.1076875
PNLIPRP2	-2.2285
TRSPAP1	-0.00983333333333333
NUP210	-1.976
ANP32C	-1.757
RAB11B	0.265666666666667
ASB15	-0.3935
ITGB3BP	-1.36
UBASH3A	-1.90225
YWHAB	0.00937499999999999
TPRX1	0.331
LY6G5C	0.1515
SLC7A2	-2.160625
CLK1	-0.0325
HSD3B7	-0.0393333333333333
VDR	1.65
C16orf74	-1.344
ACE	0.4275
PSMA2	-0.500333333333333
CCDC131	-1.34225
ZNF213	1.10433333333333
EML2	-0.24425
ALS2CR13	0.803666666666667
GLYATL1	-0.9325
DSPP	-0.498
DHFRL1	-0.9095
C10orf30	2.84866666666667
SH3RF2	-2.16633333333333
LOC197322	-0.240833333333333
DLL3	2.00275
TIGD7	1.0495
GFRA3	1.787
CPA1	-0.0215
RTN4	0.4025
PPT2	-1.11483333333333
FASLG	0.975833333333334
FOXP4	0.40175
RPL26	0.4742
GNL3L	-2.25416666666667
FMR1NB	-0.273666666666667
CD163	7.0835
SGPP2	1.859
GIMAP2	-0.80675
CD37	0.058
DPT	3.14258333333333
NBLA00301	2.571
RGS5	0.216666666666667
C9orf4	0.065
ACTL8	-3.81966666666667
PRKAR2B	-2.75425
OPLAH	1.23616666666667
C20orf134	2.902
SPACA5	-0.345
TBL1X	-1.27783333333333
TSPYL3	-0.593
CHCHD3	-0.38125
CRKRS	-0.0985
GPR65	3.81275
DFFA	-0.2545
FUT1	0.975
C6orf204	-1.8145
TMEM51	0.54375
ZNF580	-0.135
CMTM2	0.24175
C20orf200	-0.163
EZH1	-0.406833333333333
FDX1L	1.348125
MRPL32	0.0675
PCAF	-1.8644
ALOX15B	0.551833333333333
CD59	0.340333333333333
CDK9	-0.512125
ERP29	-0.335666666666667
TTR	-5.12875
BCMO1	0.3395
DDIT4	-0.7128
PTGDS	2.3845
C3orf63	-0.0455
BST2	-1.635875
CYP1A2	-0.297166666666667
C5orf25	-0.134
STX1A	-0.504875
OR2A12	0.0985
SH3BP5L	0.92
SERINC5	-0.081
USP6	-0.3226
MRPL3	-0.0756666666666667
POMP	-0.366375
INPP4B	-3.08
GMPPB	1.391
EAPP	-0.1305
AHSA1	-0.7925
ABCA11	-0.869
SLC5A6	0.235166666666667
HIVEP2	1.163
SUMO2	-0.322625
KIAA1822L	-0.499
C11orf67	2.23825
TXK	-0.998875
PHCA	-2.2291875
ICAM4	-2.37416666666667
FPGS	-0.231
SNRPA1	-1.25475
KCNJ4	0.413
KIF6	-2.1588
HIST1H2BG	-1.42233333333333
SLC5A5	0.3265
ZNF354B	-0.6735
IL12RB2	3.0045
C11orf76	0.292
GAL3ST2	0.113
AIFM2	-0.631875
SYNC1	-0.723375
UBL3	-0.49675
PIK3CG	-2.4355
NLN	-0.3021
BCORL1	0.1545
CD5L	0.357
ZNF238	1.71916666666667
KIAA1394	-0.543
C16orf55	-0.5986
CYP3A7	-2.699
KRTAP3-1	-2.7285
TFDP1	-0.458166666666667
MND1	-1.51075
NODAL	-0.197333333333333
GTPBP4	1.14575
TUBGCP2	-0.0765
SLITRK5	2.35
CIC	-0.0245
CD79A	0.0325
SAMD14	0.462666666666667
TNPO3	-0.3805
OR10G3	0.573
OR10G8	0.4165
CCDC111	0.504
HOXC9	-0.29775
DCUN1D1	0.766583333333333
CYB5R1	1.1905
TSR2	-0.3395
DAB2IP	0.4996
SLC6A5	0.2565
RAB3D	2.23575
DCUN1D4	-0.0375
ERBB3	0.943666666666667
SDC1	2.14616666666667
ATP6V1H	0.641666666666667
SYK	-0.428
ST20	-1.256
C13orf30	0.0425
WDR40A	1.3555
ADMR	0.492
LOC388335	3.49675
ACSM1	0.6655
TDG	-0.524833333333333
FLJ11235	0.28575
MRPS5	-0.819
AGPAT2	0.8965
SLC12A1	0.527125
CYP27A1	-0.2985
THAP7	-0.82175
XPO1	0.183083333333333
ALMS1L	0.583
C1orf2	0.954875
ZNF777	0.6675
CAMK2A	0.277833333333333
SMC1B	0.36225
IHPK2	0.462733333333333
LEMD1	4.32925
NKD2	-0.8441
CLU	-2.25023076923077
ARMETL1	2.522
PABPC4	-1.03725
CXCL12	1.62183333333333
TFAP2C	1.7037
TTTY8	0.636
ABCB10	0.2681
ENDOD1	0.73
IDI1	-0.4755
KCTD6	0.0566666666666667
CCDC105	0.05
ULBP2	0.7705
ZDHHC5	-0.18525
WNT8A	-0.327666666666667
COMMD10	-1.16825
KLHL12	0.589375
GPR50	-0.2895
NR5A2	-0.203125
OXGR1	4.52466666666667
EHD3	-1.296
CAPRIN2	-0.7095
KLRC3	-4.699
SF3B1	-0.504357142857143
IPO7	-0.5775
ALDH1A1	-1.49933333333333
ANKRD5	1.143125
TSNARE1	0.6625
DDEFL1	2.2705
RNASEL	-0.3545
DNAH9	-1.04175
HELLS	-2.2565
TNS4	-0.3085
NAV1	-1.5006
KIAA1409	-0.50525
C20orf26	1.29333333333333
TUBG1	-1.16075
IRX2	1.777
CNGA4	-0.133
MGC50559	1.63116666666667
OR4K17	0.108333333333333
TM2D2	0.981833333333333
FAM32A	0.115
TXNDC14	-0.4185
CCBL1	-0.845
ANK1	-2.7897
PRSS23	-1.940875
PPM1L	1.0245
SPATA20	-0.078
APCS	0.24425
C14orf122	-0.706166666666667
PSMB5	-0.247
C6orf10	0.2788
SETDB2	0.460666666666667
SPNS3	-1.66875
SGMS2	1.35333333333333
MXD3	-0.597333333333333
MON2	-0.5587
CARTPT	0.5295
HNF4A	-1.08916666666667
RABEP1	0.41245
TNFRSF10B	-1.3975
USH1G	0.072
PPAP2B	-2.4595
TMEM16K	0.35325
CTDSP1	0.443333333333333
CDK5R1	-0.110833333333333
GABRR1	-0.158
OPN1LW	0.1455
FAM98C	1.614375
DBN1	0.575875
ACAD10	-0.4985
QTRTD1	-0.44625
WNK3	0.5035
RPS19	-0.060875
C1QB	3.101625
OTUD5	-0.594375
SLC41A2	0.608166666666667
TMEM22	-2.80933333333333
KHSRP	-1.03508333333333
TNFRSF11A	-0.456333333333333
FBL	1.96883333333333
IBTK	-0.399666666666667
OXER1	0.018
CBLN4	0.482
GPR172B	2.9985
CFTR	-0.259
VSX1	1.67
CAMK1D	2.94375
LOXL3	-1.53625
RTP4	0.20175
SLFNL1	0.68225
KIAA0828	0.334
PAR5	-0.698
LOC723972	-1.25525
GDI2	1.878625
CEBPA	0.8785
MLF2	0.469833333333333
AFMID	-0.67225
ALOX12B	-0.23375
BPHL	0.75625
COX5B	-0.25175
S100A10	0.7548
THOC6	-0.0555
NHN1	-0.4455
RRP12	-0.079
ARID3B	-2.3125
CD3G	-4.22866666666667
KIAA0133	0.3995
NAT11	-1.59066666666667
PPAT	-0.822166666666667
SIRT3	-0.0999
TCERG1L	-1.3145
NIPA1	-0.7078
DPP8	-0.54
IL7R	-0.565833333333333
ZFP64	1.11633333333333
DMAP1	-0.1396
TRMT12	0.89575
TLR4	0.5437
WFIKKN2	0.57675
RAB12	0.5205
DDX51	-0.404
KIAA1086	-2.955
ZNF295	0.196833333333333
ACVR2B	-1.03257142857143
LOC494150	-0.308875
ZNF517	0.527
DNASE1L2	-1.2765
SUFU	0.352666666666667
LOC283677	0.168
LMO3	4.7015
PPP2R5D	-0.0581666666666667
ZNF587	-0.4869
HIST4H4	0.307
CYP2C8	-0.565
C1orf80	-0.344666666666667
DOCK5	-0.813
C9orf24	2.37975
OR5AR1	0.4875
C11orf24	-0.41225
UNQ1940	-0.49525
CAP2	-0.397166666666667
TIMM44	-0.7785
DSEL	-2.6018
ROM1	0.60475
FBXO4	0.27525
MYLC2PL	-1.7375
MLH3	0.6609
NOX1	0.248
DPEP2	0.90975
DNAJB5	-1.125
RLTPR	0.202
MBIP	-0.577666666666667
COPB1	-0.287333333333333
SFTPA1B	-0.453
C10orf4	-0.6882
PRELID1	-0.967
NOLA1	0.1365
C19orf24	-0.31
TLR9	0.1055
HLA-DMA	1.82166666666667
HCRP1	-1.0545
GPR137	0.119666666666667
ITGA11	0.470333333333333
PHF13	0.5545
MARK4	0.298666666666667
METTL4	1.6575
MBD3	-0.4836
LOC134145	0.346
FGF3	-0.281
SLC35A3	0.138
CLEC16A	-0.49
AMOTL1	-0.801916666666667
FLJ31438	0.16075
PAICS	-1.033625
TOMM40L	0.446333333333333
MMD	-2.16575
KLK10	2.7209
NIT2	0.469333333333333
SERPINB10	0.45425
KLF15	0.0426
CCDC5	-0.0835
WSB2	-0.167125
ME3	-0.6495
CACYBP	-0.277416666666667
TCTN2	0.3405
JAK1	-0.13775
C2orf25	-0.55575
GPD2	0.063
FBXL11	-0.0921666666666667
CDV3	-0.440416666666667
GALNT11	0.579375
NDUFA12L	-0.6004
FLOT1	-0.894
TOR1AIP2	0.9815
MMP25	2.177
C1orf164	0.071
CHST5	0.778
LYRM4	0.0216
GPER	-0.23175
HIPK2	0.819083333333333
DAP	0.6072
ZMIZ1	0.0676666666666667
DDX58	2.68475
DCC1	-0.133
AKT1	-1.153375
ENPP6	1.68016666666667
ERVWE1	-0.345333333333333
CDC34	-0.1575
RNF125	-0.3795
CASC1	1.48475
SHROOM2	-2.271
RRM2B	0.3985
COL6A3	0.860125
TMEFF1	-0.725
PLEKHA4	-1.0929
LYSMD1	1.1645
SEPT1	-1.15616666666667
AOF1	0.8995
GNPAT	0.39425
WDR18	0.06825
HSD17B12	-0.720833333333333
HIST1H2BM	-1.28183333333333
INDOL1	-0.8458
SUDS3	0.7295
C1orf192	0.614
CYP2B6	-0.873
TBC1D2	0.692833333333333
SLC25A12	-0.41175
ERCC6L	-2.31516666666667
MGC10814	-1.23816666666667
POLR2C	-0.617
ZNF77	0.388
EIF3K	1.0029
HPX	-0.935
ANKRD27	1.03725
MALAT1	-1.2084375
PLB1	1.32766666666667
HRNBP3	-1.19975
CPSF4	-0.69725
OR52N2	-0.484
PIP5KL1	0.667
GH1	0.19675
HPS5	-0.28975
SLFN5	-0.32025
POP5	-0.210166666666667
OVOS2	-2.09916666666667
C20orf108	0.597125
MARS	-0.80875
CLRN3	0.483666666666667
ARSE	-0.366333333333333
PPIE	-0.937666666666667
PHACS	0.1085
GP5	-0.694
IL8RB	0.928
FCRLA	-2.09825
ARRDC1	1.0355
KRTAP9-4	-0.03025
ZNF613	0.399
OR11A1	0.0005
TMEM132B	-2.687875
PGLS	1.47025
BSND	-0.0308333333333333
KCNK18	0.3335
FOXD4	-0.08025
SV2C	-0.10725
LCN2	4.85566666666667
ZNF490	2.3058
C3orf15	2.7382
CACNA2D4	-1.22766666666667
CBX5	-1.7005
MAGEB4	0.987666666666667
BOLA1	1.865
PPP2R5E	-0.40125
COL5A1	0.27125
ASB7	-0.707333333333333
SFT2D1	0.52875
DERL1	0.7685
RABL2A	0.422
MOAP1	-0.96575
KIAA1545	0.518
F3	-0.77425
PLEKHM2	-0.03275
CCDC89	0.678166666666667
EFCAB1	0.820571428571429
TMEM48	0.4365
SEPHS2	-1.0295
PYGM	-0.7075
PRICKLE1	2.7035
WNT5B	0.979
TAS2R38	-0.282
IMP5	-0.4335
KHDRBS1	-0.4341
LARS2	-0.904166666666667
C3orf28	-0.51075
FTCD	-1.3275
C10orf68	2.62966666666667
DGAT2L3	0.1615
PSEN1	0.246916666666667
MGC33657	0.78
PLA2G4B	0.299333333333333
CDKN2A	-1.94358333333333
DLX1	-2.66125
TSHB	0.9105
C18orf37	1.4285
MEX3C	1.345875
MAMDC2	-1.52975
PDIA4	0.140583333333333
ATP5E	-0.051
CASP2	0.340142857142857
SERBP1	-0.248038461538462
ZNF341	0.603833333333333
TESC	-3.07725
TMEM31	0.1875
OR51I2	0.668
YTHDC1	0.314642857142857
JUN	-0.269333333333333
AGMAT	-1.79783333333333
PCNXL2	0.455
ATAD5	-1.715125
STK38	0.821625
AZI1	-0.518625
RBP1	2.9445
C4orf26	0.516
KIAA1026	1.326375
TMEM101	0.7575
HSFX1	-0.266
TREX1	1.666
C18orf10	0.5297
TRIM15	-3.201625
CA6	0.0454285714285714
CEP57	-0.268375
AR	-2.23233333333333
SESN2	-0.747
KIF3C	1.99325
EPB41L5	0.288
ARHGEF10	-1.29159090909091
POLR3D	-0.868375
INDO	-1.344
GABRA3	-0.4805
SCG5	-1.4226
E2F3	0.2336
TIGD5	1.243
FGD6	1.23825
KLHL3	-0.416125
SCGB3A2	3.5935
URP2	-0.431166666666667
ATP6V1B1	1.2946
CALML6	1.0855
LOC100049076	-1.731
TMF1	0.51075
LOC388503	-0.1995
CDH5	1.8045
RPS6KC1	0.451166666666667
DAAM1	0.1657
TNFRSF10D	-0.81825
GSTT1	0.8348
INPP5A	-0.64825
TRAF3IP1	0.1932
SMARCE1	-0.125384615384615
VRK1	-1.14175
TTC16	0.1685
AARS	-0.263
ARHGAP27	0.834666666666667
ZAK	-0.352428571428571
ACSM2B	-3.107
TRAP1	-0.275
MRPL53	0.779125
RNF44	0.0875
NPTXR	-1.3925
DPYSL3	-0.0525
APP	0.7075
GLS2	-1.64483333333333
MNX1	-0.775333333333333
CMTM7	0.95375
OR10A7	0.2885
NYD-SP21	2.149
ORC5L	-0.1135
SLC16A10	-0.656125
TMEM178	-1.7925
LOC441601	-4.3575
PTGIS	1.7565
KBTBD7	1.449
C19orf41	0.16275
CEACAM3	-0.26175
KRT23	3.327
SERHL	0.1645
PNKD	0.0265625
UBC	-0.15825
ATRN	-0.040375
HAPLN1	-1.62825
RANGAP1	-0.85775
C10orf26	0.378666666666667
KCNA7	-0.9315
SRY	0.0485
LOC376693	-0.16375
HIST1H2BF	-1.45325
CDCA8	-1.08916666666667
MLC1	-2.563
TNIP3	0.03975
OR4D1	0.3985
IFT52	-0.04
GOLT1A	0.524166666666667
UTP20	-1.34275
RP3-402G11.5	0.00925
PRSS33	1.96625
PMPCA	0.17375
APOB48R	1.3675
GLTP	0.08875
MPL	1.76075
C9orf78	-0.77425
ADAM12	0.183
CSPG4	-1.423
LOC144305	-0.0325
KRTAP4-10	-0.1132
PAK1	1.75175
ADCY7	0.8014
TAS2R43	-0.136
FRAS1	0.474142857142857
PPP1R14A	1.965
OR2B6	-1.1835
ATP13A1	-0.0128333333333333
SIDT1	-2.86975
C1RL	1.4855
PRKRA	-0.1575
TLN1	1.105
RP11-50D16.3	-0.0424166666666667
MITF	-2.26775
GYS1	-1.37675
LYG1	-0.362166666666667
NSMCE4A	-0.6243
DNAI1	-0.29575
HOXD11	-0.896
FNBP1L	1.1736
DHX35	-0.439
LCE3E	0.4255
SLC33A1	0.77625
DCLK3	-0.208
TRIM33	-1.4645
TMCC3	1.519
FBXO42	0.461333333333333
C1orf27	0.4766
C17orf50	0.27
RNF14	-0.151666666666667
SLC4A8	-1.710875
RAB3IP	-0.2063
COX6C	0.018
PCSK1	-3.5752
SLC13A1	-0.48825
ARF6	-0.000666666666666667
KIAA1009	0.329625
HOXA13	-4.23475
HMGN1	-0.437125
CXADR	1.07233333333333
MGC14436	0.312
UTF1	0.8855
TSC22D1	-0.2233
BZRAP1	1.66283333333333
PUF60	0.911666666666667
SHC1	-0.207625
HOOK3	0.8787
LIMS2	0.680166666666667
BAHCC1	0.139
CLCC1	0.356
ENTPD3	3.8965
SMO	0.33475
PIK3R5	-0.1745
CDC14A	-0.4675
KRT1	-0.64525
ENOX2	-0.796833333333333
FLJ22655	-1.40225
FPRL1	0.6265
INTS6	-0.0699
ZCCHC5	0.9135
SMC3	-1.06925
