Hybridization REF	TCGA-E2-A14S-01A-11R-A12D-07
DBNL	-0.352333333333333
PTGER3	2.518375
USP30	0.170666666666667
BCL2L12	-0.8805
KIF26B	1.044
ZNF416	0.5475
ZNF225	0.3855
C17orf70	0.3495
ZNF554	0.97725
RAE1	-0.576166666666667
TNIK	-1.65183333333333
ACTN3	-0.598
MGC45922	0.8555
CCNA1	-1.75616666666667
RYK	0.5145
IL26	-0.0455
LRP3	0.816
QARS	-0.30675
SOX7	1.089
BID	0.522
OR2S2	0.2565
CXCL14	5.713
C11orf47	0.0235
MGC29891	-0.476
HSPB8	3.0416
PRDM14	-1.1315
NUFIP2	-0.1565
MNAT1	-0.003
ZDHHC2	-0.200333333333333
MBNL2	-1.1345
ADD3	-0.26375
CSNK2A1P	-0.92425
KLK6	-2.25883333333333
TMEM111	0.7659
KIAA1279	0.713
NUBP2	0.243666666666667
RAB42	-1.0915
ID3	-1.1714
TM9SF1	0.73775
MDP-1	0.18875
POU4F2	0.2865
IQCK	1.30875
C16orf14	-0.13675
CAPN3	-1.634375
FAM43B	0.09525
RECQL	-1.12025
AP1G1	-0.694571428571429
CTNNBL1	0.609333333333333
ECHDC1	-1.72516666666667
SMARCC1	-0.3576
FOXQ1	-2.192125
GNAI3	0.146
POLG2	-1.6905
CD4	1.175375
ITLN1	-0.18725
EBI2	4.0545
IRF1	0.384
PTPRE	1.4627
PTK2B	-0.3265
NXNL2	0.762
SOX4	0.394944444444444
TSPAN3	0.445666666666667
SH2D1A	-2.951
C8orf58	-0.8445
USP20	-0.6125
DUSP22	-0.458583333333333
CALB1	-2.29166666666667
L3MBTL2	0.579583333333333
MCRS1	-0.193
TMEM118	-0.500166666666667
C18orf8	0.327166666666667
FLJ10241	0.284125
GJA12	0.63675
PKD1	-0.115333333333333
ZFP3	0.474
JAM3	-1.621375
LAPTM4A	1.7413
DIRC2	0.69825
KIAA2022	-0.766333333333333
MYOM1	0.2505
TRPM8	-2.25866666666667
MOP-1	1.2915
PHKG2	-0.372875
ZNF650	0.341625
KIAA1522	1.98125
PSG8	-1.48566666666667
DDX19B	-0.83
MOBKL1B	-0.706
DIAPH2	0.100416666666667
PTPN12	-0.40275
CLN8	-0.2059
CRYZL1	-0.221
CRY2	0.16525
FCGR2B	3.79166666666667
PNPLA4	2.349875
ZNF454	-0.136
DKFZp434B1231	-0.1285
CLDN11	0.1928
RFWD2	0.0543333333333333
CIB2	-1.53116666666667
MXRA8	1.07575
HRK	-0.886
MAML2	-0.68425
C4orf31	-1.37675
C6orf192	-0.077
COG6	0.74225
FAM5B	3.67725
NFATC1	0.9791
SEPT10	-0.39875
SCYL1	-0.3139
RPP40	-1.03975
SCOC	0.9563
KIAA1450	0.71925
CTDSPL2	-0.56875
TBX5	0.510833333333333
NAPG	-0.47275
RHD	-3.753
C14orf45	1.85
ZBTB22	0.904
PLCG1	-0.6595
ANKRD10	-0.632125
AQP7P2	0.177
TAGLN2	-0.745166666666667
HTR2C	-0.835666666666667
SLC16A7	-1.14116666666667
C17orf83	-0.615
TSGA14	-0.3645
MDH1	-0.5535
PPP3R2	0.054
DCBLD2	-3.38707142857143
RBM33	-0.619
DPH3	-2.455
SYT10	-0.743833333333333
FMO4	0.290625
THYN1	-0.13275
DRD5	-1.4875
OTOR	-0.069875
PGRMC2	1.203
KATNAL1	-0.421125
PAQR6	-2.85575
UBE2I	-0.91
C14orf28	0.14475
C8orf70	2.59925
FLYWCH1	-0.58975
ANGPTL3	-0.83625
GLRX2	-0.5185
ATP11A	-0.377285714285714
ARL5B	-0.777875
MUC16	-3.40925
SLC25A5	-1.51378571428571
ACRC	-0.50775
MYO1C	-0.34775
FAM89B	0.864166666666667
FAS	-1.07675
KIFAP3	0.42575
GLRA2	0.7405
BTN3A2	-0.4414
CNKSR3	-1.211875
CSTF3	-0.151666666666667
ARPM1	0.15425
KIAA1530	0.2235
C9orf150	-0.3645
PRKCI	0.38525
tcag7.1015	-1.47875
SOD3	-1.0245
ZNF574	0.47675
CYP21A2	1.85725
RPL12	0.164
COMMD2	-0.88425
WIZ	0.34325
LOC344405	-2.026
ALDH4A1	0.413529411764706
CRYAB	0.84675
COPA	0.0528333333333333
PCDHGA7	0.659333333333333
KIF11	-0.9475
RASD2	0.611875
SLC26A3	0.04
ZNF175	-1.0145
JAKMIP2	-2.669
C8orf4	0.419666666666667
PTHLH	-0.504
SLC40A1	0.8615
OR7D4	0.2955
PCDHB17	0.1645
CD36	1.49314285714286
C6orf203	0.0183
PRKG2	-0.275
LOC400566	0.58875
ANAPC13	0.2205
SLCO3A1	-0.84225
ZNF692	-1.0795
FANCL	-0.385
SH3GLB1	-0.247
C12orf61	-0.307
KBTBD6	0.4915
SUPT5H	-0.030125
XRCC6	0.219
HUS1B	-0.9446
FAM133B	-0.317071428571429
LOC728276	-0.4135
KCTD18	0.7935
SOS2	0.9055
CCDC99	-0.99375
C1QTNF5	2.564
NNAT	0.291333333333333
USP16	-0.22525
LARS	-0.08975
ZBTB2	0.654375
ABO	0.0563333333333333
TRAF3	0.0995
GALNT5	-4.0245
NAP5	1.4055
ALG14	1.18416666666667
KIAA0515	0.286153846153846
WDR75	-0.681833333333333
TEX261	-0.00108333333333333
LY86	1.4535
LOC389072	-0.92
FLJ13611	0.41125
MRGPRX2	-0.1345
SNRPA	-0.70825
OR2G2	0.0915
GPRASP2	-0.135
C7orf42	0.0854
C9orf163	-0.7055
CYP11B2	0.441
FCRL3	0.2748
PRDX1	-0.02625
FGB	-5.9355
COX17	0.3672
C16orf33	-0.087
PIWIL1	-0.258
FOLR1	-3.04116666666667
KIAA0082	-0.12475
FREQ	-1.19816666666667
TMCC2	-0.984166666666667
TCF12	-0.114083333333333
ZNF721	1.3615
FAM130A2	0.114
POU4F1	-2.227
SNRPF	-0.789875
SGIP1	0.675166666666667
ZNF641	0.851833333333333
EMG1	-0.42
PRRG4	1.613
HIRA	-3.106
MYNN	0.333
AEBP2	-0.639083333333333
TBXA2R	-0.155333333333333
ISL2	-1.27966666666667
PCDHB11	-0.8265
RNF144A	-1.62
MARCH5	0.560375
DULLARD	-0.724333333333333
DCLRE1B	-0.7215
ITGA8	0.29125
TP73	0.412125
PRKCD	2.21425
NDUFB4	0.08975
ATP13A4	0.072875
ANTXR2	-1.1115
COL4A3	-0.404666666666667
MYO10	-2.6774
SLC6A18	0.53125
PEX1	0.2405
TMEM74	-0.853666666666667
RBM19	0.1205
TAPBP	0.2084
RUNX1	0.275875
MID1	-1.7925
GPR64	-1.8825
RASEF	3.27125
GABRG1	-0.051625
MYO16	-1.23575
DBF4	-1.8875
TSHZ2	2.739
RIPK2	0.46425
PPTC7	-0.181833333333333
KIF4B	-0.9585
LRRC31	0.54675
ZNF540	1.723
EFNB3	-0.1075
LOH12CR1	-0.0045
STON2	0.696
GLP1R	0.29425
CSTF2T	-0.142125
IREB2	-1.02775
GRSF1	0.63375
PDCD7	-0.854333333333333
LRRC43	0.1405
CNR1	1.25316666666667
IL1F7	-0.6135
C12orf64	-0.5485
FAM69B	-0.0715
NR2E1	-2.30033333333333
MS4A6A	2.8554
FTL	-1.1783
C7orf36	-0.31725
PCLO	2.3416
DYRK2	-0.2385
ARIH2	-0.091
SAMD7	0.018
SCNN1D	-0.57225
SLC32A1	-0.8395
C22orf25	-0.198833333333333
MRPS18A	-0.1051
GPR112	-0.8805
EARS2	-0.414
ERN2	0.7435
ATPBD3	-0.162833333333333
PRH2	-0.172
CDKN2D	1.32716666666667
PGLYRP2	1.5135
TRIM40	0.08375
SEC14L3	0.495833333333333
SLC22A1	0.39875
BTN2A3	-0.37225
RASA4	1.26375
CCNL2	-0.412416666666667
MYBPC3	0.476
GJA4	3.43775
CDC42SE1	0.442875
TRPV2	-1.0015
MYPN	-3.635
SIM1	-0.1425
CDADC1	0.7955
ZFHX4	-0.258
NIBP	2.01266666666667
ADAMTS19	2.85425
ABTB2	-1.25525
TSPYL2	0.047375
EIF2S3	-0.553
SOX30	-0.00500000000000001
AP2A1	-0.767833333333333
DKFZP564O0523	-0.416666666666667
LOC285398	-0.0405
CDH18	-4.565
CHL1	0.033
GATS	-0.0714
TBC1D2B	0.127833333333333
OR1J1	-0.2265
GSN	0.617833333333333
DPCR1	-0.133875
GARNL4	-1.25816666666667
SMARCA5	-0.17525
PLEKHG3	0.6305
ZBTB45	0.456
FRMD6	0.186
PLS1	0.0755
DGKZ	-0.386666666666667
EFNA1	1.9301
WDR85	-0.335625
ANK2	-0.27775
PAGE4	-0.9775
SENP6	0.6475
AKR7A2	-0.073
FKBP10	-2.171
VEGFC	-1.08333333333333
LARP1	0.51125
SRBD1	0.33375
ITGB6	0.6205
SLC1A2	1.41142857142857
INVS	-0.681833333333333
MPO	-0.18375
MOBKL3	-0.2696
CUTL2	-1.352
KLK2	-0.104333333333333
VIM	-1.5495
REG1B	-0.109166666666667
PCDHGC4	0.54025
C3orf34	-0.513833333333333
SUMO3	0.0801666666666667
CST9L	1.15375
MLL4	0.06675
SPR	1.232
SAMD9L	0.83875
ABCE1	-0.01125
SUPT3H	-0.663833333333333
ACTBL1	2.9405
ADAMTS4	-0.000999999999999996
SLIT3	2.68025
RHEBL1	-0.99175
NPM2	-1.451
MAN1C1	2.412
KIAA1856	0.93525
HSPA6	1.7915
LOC388152	-0.815
C10orf140	-2.071
ZDHHC12	-0.1615
LIN7A	-2.1139
PHC2	0.0643333333333333
SPHK1	-1.83475
TRIM26	0.0144375
FAM83E	0.372
C18orf24	-1.0955
ZNF578	0.165833333333333
ORAI1	-0.2725
RUVBL1	-0.573833333333333
C7orf20	-0.491666666666667
APAF1	-0.1715
SLC36A4	-3.36233333333333
MYH11	4.53183333333333
NEK1	1.066
MPP2	-0.321625
C12orf24	-2.0785
TNK2	0.9865
ZNF289	-0.20425
MATN3	0.405857142857143
IFNGR2	0.598333333333333
ITPR1	2.17375
EBF3	1.8349
TBC1D20	-0.00909999999999999
OR10P1	0.45325
DDAH2	1.53325
SHPRH	-0.1315
STX7	-0.21
LOC554248	-1.3125
BCAR1	-1.01125
ATXN3	0.338333333333333
TRIM27	-0.678
CDC42EP2	0.137
CHP	-0.139
SOX17	2.20325
ZNF259	-1.46516666666667
CHCHD1	0.59225
ZDHHC19	-0.526
GBP2	1.886
GARNL3	1.7115
MRC2	-0.7045
C1orf52	-0.48375
AOF2	-0.7185
LRPPRC	-0.2107
ACVR1C	-0.670333333333333
TM4SF18	2.08916666666667
TMEM169	0.284166666666667
PPP1R16A	1.75425
EBF1	-0.110333333333333
RRS1	1.4195
SNX2	0.2785
OR2T2	-0.195
RBX1	0.52
ANKRD54	1.55916666666667
TSNAX	-0.206833333333333
TMEM83	-2.61825
ZBTB7A	1.22075
ATM	-2.50991666666667
LOC338328	2.0295
TIE1	1.65433333333333
HIST1H3G	-0.975666666666667
PASD1	-4.68716666666667
TINAG	0.2335
PCDHAC2	-0.094
LRRC15	-1.0085
WBSCR17	-1.47325
TFF2	-0.688
PARP2	-0.5675
NDFIP2	-0.2395
PCDHGB2	-1.0335
WDR60	0.0995
MAP7D2	-1.3692
USP45	-1.97325
GSDML	-1.2455
TNS1	-0.2385
PLCD4	2.50425
IQCD	0.7035
SMPX	-2.432
CD9	1.3605
SRGN	1.535625
CASP7	1.8505
INOC1	0.166666666666667
DKFZp451M2119	0.07025
VMAC	0.639
USP53	0.5171
CAMK1G	-0.5605
TMEM106A	-0.00416666666666666
CDC20	-1.8323
ACSL5	-0.573666666666667
CBWD5	-0.33225
C1orf87	-0.711
KIAA1274	1.22025
PRUNE2	-1.74007142857143
LYPLA2	-0.165666666666667
DOK6	-1.14266666666667
GPR149	0.0235
FAM30A	2.21
TMEM129	1.30975
SLC35B3	0.611
ACPP	-0.0784
LOC200261	-0.112
SLC4A7	1.6316
CCDC40	1.1795
GART	-1.44
THOP1	-0.7245
SCARB1	-0.330625
CACNA1F	-0.319
TRIAP1	-0.280333333333333
SYT14L	-0.829
SFRS8	-0.190666666666667
PBOV1	0.30375
GOLSYN	3.40325
GJB7	-1.074
CAMK2N1	1.20283333333333
GREM1	1.68458333333333
FLJ20433	1.01375
QPCT	-3.759
PRKAG2	0.968166666666667
H2AFX	-1.326375
C6orf154	-0.247
PLOD3	-1.08125
ZBTB39	-0.599666666666667
WASF3	-1.7705
DRG1	0.10825
PRR4	-0.102
SPCS1	0.201
KDELR3	-0.568333333333333
SRP19	0.287833333333333
GABRA6	0.24175
MFSD1	0.81025
MMEL1	1.48825
PDXDC2	-0.2222
BUB1	-2.66477777777778
RNF138	-1.253625
MYLPF	-0.343833333333333
AIF1	1.22566666666667
DYNLRB1	1.9556
HCN3	-0.948666666666667
HIST1H2AI	-0.712
MAP4K5	-0.284083333333333
LASP1	0.82175
LOC130951	1.1145
PLAA	0.59875
KRT6A	-3.389
C6orf117	-2.872875
ARHGAP23	-1.3945
PTF1A	0.527
GPHA2	-0.66475
LCE3B	0.33475
MCL1	-0.216642857142857
EHBP1	-0.86175
PRNP	-0.55
ZSCAN1	0.36075
C1orf113	1.658
FOXA3	-3.857125
NEB	1.47425
ASGR1	-5.469
CTGF	0.172333333333333
RAB17	1.3365
MST101	0.5915
JARID1B	0.0588
USP37	0.2702
PTBP1	0.083
PTPN7	-0.1
CDC7	-1.39166666666667
SNX7	0.3125
ZNF335	0.33375
CPT2	-0.0575
HEATR1	-0.897125
HSPC152	0.315375
C5orf40	0.4955
PSME1	0.318
STAG3	-1.8675
TMEM154	1.31783333333333
KLHL32	-0.00866666666666667
TSGA10IP	-0.927
SUV420H2	-0.193333333333333
SF1	-0.1685
2'-PDE	0.0199375
PNLIPRP2	0.298
TRSPAP1	-0.00625
NUP210	-0.32
ANP32C	-1.85766666666667
RAB11B	0.324166666666667
ASB15	0.5335
ITGB3BP	-1.2825
UBASH3A	-0.94975
YWHAB	1.067125
TPRX1	-0.317
LY6G5C	0.452
SLC7A2	0.361625
CLK1	0.6992
HSD3B7	-0.812833333333333
VDR	0.94175
C16orf74	0.85825
ACE	-0.38425
PSMA2	-0.350833333333333
CCDC131	-0.341125
ZNF213	0.6615
EML2	0.1335
ALS2CR13	0.679
GLYATL1	2.88075
DSPP	0.1725
DHFRL1	-0.364875
C10orf30	-0.048
SH3RF2	-0.338166666666667
LOC197322	-1.0345
DLL3	-1.365
TIGD7	0.84325
GFRA3	-0.02725
CPA1	-0.185
RTN4	0.0596666666666667
PPT2	-1.28233333333333
FASLG	2.36041666666667
FOXP4	0.248625
RPL26	-0.3886
GNL3L	-1.74583333333333
FMR1NB	0.561
CD163	6.688
SGPP2	1.18025
GIMAP2	0.8245
CD37	1.3395
DPT	0.754583333333333
NBLA00301	0.6835
RGS5	2.51483333333333
C9orf4	-0.3625
ACTL8	-4.03616666666667
PRKAR2B	-0.0495
OPLAH	2.67783333333333
C20orf134	0.10025
SPACA5	0.26075
TBL1X	-0.134333333333333
TSPYL3	0.0855
CHCHD3	-0.85775
CRKRS	-0.244833333333333
GPR65	5.0965
DFFA	-0.92675
FUT1	0.85875
C6orf204	-1.10133333333333
TMEM51	-0.18175
ZNF580	-0.147
CMTM2	0.46375
C20orf200	-0.127
EZH1	0.362
FDX1L	0.23425
MRPL32	0.1175
PCAF	-0.6177
ALOX15B	-0.0908333333333333
CD59	-0.262416666666667
CDK9	-0.185875
ERP29	-0.4185
TTR	-6.24575
BCMO1	-0.846
DDIT4	-1.7039
PTGDS	0.805
C3orf63	0.143166666666667
BST2	0.110875
CYP1A2	-0.2595
C5orf25	-0.45025
STX1A	-1.19323529411765
OR2A12	0.0985
SH3BP5L	-0.1065
SERINC5	0.325625
USP6	-0.2821
MRPL3	-0.241333333333333
POMP	0.113875
INPP4B	1.41975
GMPPB	0.483
EAPP	0.44725
AHSA1	-0.82775
ABCA11	0.8755
SLC5A6	-0.321916666666667
HIVEP2	1.24025
SUMO2	-0.312375
KIAA1822L	-1.48783333333333
C11orf67	2.5705
TXK	-0.699375
PHCA	1.253875
ICAM4	-2.73266666666667
FPGS	-0.0446666666666667
SNRPA1	-0.85475
KCNJ4	-0.761
KIF6	0.8737
HIST1H2BG	-2.27816666666667
SLC5A5	0.2705
ZNF354B	0.535
IL12RB2	-0.3965
C11orf76	0.264166666666667
GAL3ST2	-0.067
AIFM2	-0.562625
SYNC1	-0.275375
UBL3	0.4745
PIK3CG	-0.524333333333333
NLN	-0.2493
BCORL1	-0.104
CD5L	0.21775
ZNF238	2.45016666666667
KIAA1394	-1.34725
C16orf55	-0.1498
CYP3A7	-2.121
KRTAP3-1	-2.5185
TFDP1	-0.569833333333333
MND1	-1.667
NODAL	-0.135666666666667
GTPBP4	-0.7445
TUBGCP2	0.5645
SLITRK5	-3.66733333333333
CIC	0.60925
CD79A	0.338
SAMD14	0.141666666666667
TNPO3	-0.506
OR10G3	0.3585
OR10G8	-0.2735
CCDC111	0.277
HOXC9	-1.772
DCUN1D1	0.233083333333333
CYB5R1	1.82675
TSR2	0.33025
DAB2IP	0.3011
SLC6A5	-0.086
RAB3D	1.117
DCUN1D4	-0.0851666666666667
ERBB3	1.39333333333333
SDC1	-0.224166666666667
ATP6V1H	1.90033333333333
SYK	2.514
ST20	-0.6605
C13orf30	-0.834
WDR40A	0.737833333333333
ADMR	0.426
LOC388335	0.59175
ACSM1	1.081
TDG	-0.586166666666667
FLJ11235	0.557
MRPS5	-0.668333333333333
AGPAT2	-0.117333333333333
SLC12A1	0.179
CYP27A1	-1.925
THAP7	0.133
XPO1	-0.212666666666667
ALMS1L	0.703
C1orf2	-0.103375
ZNF777	-0.116833333333333
CAMK2A	0.1915
SMC1B	-0.052625
IHPK2	0.401333333333333
LEMD1	-4.1785
NKD2	-1.0022
CLU	0.716285714285714
ARMETL1	-0.475
PABPC4	-1.17375
CXCL12	0.7815
TFAP2C	1.3245
TTTY8	0.46
ABCB10	-1.1006
ENDOD1	0.0515
IDI1	-2.1885
KCTD6	2.7005
CCDC105	0.6635
ULBP2	-1.5815
ZDHHC5	0.744
WNT8A	0.0365
COMMD10	0.5815
KLHL12	0.064625
GPR50	-0.1545
NR5A2	-0.182875
OXGR1	1.41783333333333
EHD3	-0.47725
CAPRIN2	-0.499875
KLRC3	-3.98675
SF3B1	-0.193428571428571
IPO7	-0.147
ALDH1A1	-1.54283333333333
ANKRD5	0.720875
TSNARE1	0.6125
DDEFL1	1.5935
RNASEL	0.94
DNAH9	-0.829
HELLS	-1.9805
TNS4	-2.311
NAV1	-1.1242
KIAA1409	-0.492
C20orf26	3.7525
TUBG1	-0.94875
IRX2	4.25925
CNGA4	0.0485
MGC50559	1.389
OR4K17	-0.054
TM2D2	0.9895
FAM32A	-0.048
TXNDC14	-0.27775
CCBL1	-0.877
ANK1	-2.6339
PRSS23	-1.655625
PPM1L	0.644
SPATA20	-0.5565
APCS	-0.41075
C14orf122	-0.435333333333333
PSMB5	-0.48975
C6orf10	0.3147
SETDB2	0.448666666666667
SPNS3	-1.2105
SGMS2	1.90616666666667
MXD3	0.0753333333333333
MON2	-0.2697
CARTPT	0.255
HNF4A	-0.536166666666667
RABEP1	0.5607
TNFRSF10B	-1.847875
USH1G	0.185
PPAP2B	-1.48433333333333
TMEM16K	0.2765
CTDSP1	0.8865
CDK5R1	0.0895
GABRR1	0.192
OPN1LW	-0.00599999999999999
FAM98C	1.368875
DBN1	0.166375
ACAD10	-0.455916666666667
QTRTD1	-0.18125
WNK3	-0.6435
RPS19	-0.68525
C1QB	3.251
OTUD5	-0.37225
SLC41A2	-0.5545
TMEM22	-2.52566666666667
KHSRP	-0.73225
TNFRSF11A	0.255666666666667
FBL	-1.0255
IBTK	-0.204666666666667
OXER1	-0.2945
CBLN4	0.70725
GPR172B	1.23133333333333
CFTR	-1.30175
VSX1	1.3245
CAMK1D	0.4885
LOXL3	-2.33675
RTP4	0.5775
SLFNL1	0.18675
KIAA0828	-0.302625
PAR5	0.506
LOC723972	-1.82425
GDI2	0.398375
CEBPA	1.2648
MLF2	0.322166666666667
AFMID	-0.80375
ALOX12B	-0.32675
BPHL	0.3705
COX5B	-0.2435
S100A10	-1.4411
THOC6	-0.45875
NHN1	-0.41725
RRP12	-0.338
ARID3B	-2.0515
CD3G	-1.882
KIAA0133	-0.7775
NAT11	-0.898
PPAT	-0.474666666666667
SIRT3	0.2505
TCERG1L	-1.8655
NIPA1	-0.2534
DPP8	-0.3277
IL7R	-0.523333333333333
ZFP64	0.519583333333333
DMAP1	0.3611
TRMT12	1.28425
TLR4	1.9707
WFIKKN2	0.0115
RAB12	-0.717833333333333
DDX51	-0.151333333333333
KIAA1086	-2.5215
ZNF295	-0.304666666666667
ACVR2B	-0.760714285714286
LOC494150	-0.864875
ZNF517	-0.1965
DNASE1L2	-1.4545
SUFU	0.87975
LOC283677	0.4385
LMO3	1.60033333333333
PPP2R5D	-0.1305
ZNF587	0.741
HIST4H4	0.15625
CYP2C8	0.70775
C1orf80	-0.312833333333333
DOCK5	-1.44166666666667
C9orf24	-0.08575
OR5AR1	0.9905
C11orf24	-0.8985
UNQ1940	-0.33275
CAP2	1.55783333333333
TIMM44	-0.52625
DSEL	-1.5253
ROM1	0.52475
FBXO4	1.001375
MYLC2PL	-1.47375
MLH3	0.0518
NOX1	1.01383333333333
DPEP2	1.64925
DNAJB5	0.05225
RLTPR	0.465
MBIP	-0.3295
COPB1	-0.144833333333333
SFTPA1B	0.094
C10orf4	0.757
PRELID1	-0.23925
NOLA1	0.21125
C19orf24	0.05825
TLR9	-2.031
HLA-DMA	3.346
HCRP1	0.386
GPR137	0.0801666666666667
ITGA11	-1.5355
PHF13	1.0925
MARK4	0.511833333333333
METTL4	-0.4375
MBD3	-0.54
LOC134145	1.358375
FGF3	0.335
SLC35A3	0.682625
CLEC16A	-0.51475
AMOTL1	-1.20916666666667
FLJ31438	-0.45075
PAICS	-0.647875
TOMM40L	-0.182166666666667
MMD	-0.721
KLK10	-1.9291
NIT2	0.0428333333333333
SERPINB10	0.213
KLF15	-1.3868
CCDC5	0.32925
WSB2	0.19175
ME3	0.449375
CACYBP	-0.965333333333333
TCTN2	0.235
JAK1	0.6685
C2orf25	-0.38475
GPD2	1.46475
FBXL11	0.319666666666667
CDV3	-0.468916666666667
GALNT11	0.699
NDUFA12L	-0.4599
FLOT1	0.508428571428571
TOR1AIP2	-0.11325
MMP25	-1.41425
C1orf164	0.0424
CHST5	0.00575
LYRM4	-0.2855
GPER	-2.88025
HIPK2	1.19058333333333
DAP	0.1675
ZMIZ1	1.19466666666667
DDX58	0.727625
DCC1	-0.44125
AKT1	-0.033
ENPP6	0.300833333333333
ERVWE1	-0.0436666666666667
CDC34	-0.45525
RNF125	-1.54575
CASC1	3.22925
SHROOM2	0.943
RRM2B	1.43
COL6A3	0.230125
TMEFF1	-2.93825
PLEKHA4	-1.0658
LYSMD1	0.139333333333333
SEPT1	-1.12533333333333
AOF1	-0.26425
GNPAT	-0.21825
WDR18	0.16225
HSD17B12	-1.05533333333333
HIST1H2BM	-0.802833333333333
INDOL1	-0.114333333333333
SUDS3	1.42875
C1orf192	-0.3815
CYP2B6	-0.2275
TBC1D2	1.26783333333333
SLC25A12	-0.459375
ERCC6L	-1.35766666666667
MGC10814	-1.07566666666667
POLR2C	-1.78516666666667
ZNF77	0.00733333333333334
EIF3K	-0.3112
HPX	2.78075
ANKRD27	-0.353125
MALAT1	1.0019375
PLB1	1.26616666666667
HRNBP3	-0.858375
CPSF4	-0.77475
OR52N2	-0.082
PIP5KL1	1.174
GH1	0.1605
HPS5	-0.339
SLFN5	-0.591125
POP5	-0.5095
OVOS2	-3.236
C20orf108	-0.31825
MARS	-1.0265
CLRN3	0.6585
ARSE	-1.83083333333333
PPIE	0.0253333333333333
PHACS	-0.379
GP5	-1.1185
IL8RB	1.11866666666667
FCRLA	-1.524375
ARRDC1	0.0307
KRTAP9-4	-0.06275
ZNF613	1.2365
OR11A1	0.0855
TMEM132B	-2.061625
PGLS	0.367
BSND	-2.1745
KCNK18	-0.4555
FOXD4	0.868
SV2C	0.7285
LCN2	-0.737
ZNF490	0.749
C3orf15	2.9754
CACNA2D4	-0.439333333333333
CBX5	-1.3535
MAGEB4	0.2815
BOLA1	0.016
PPP2R5E	-0.209
COL5A1	-0.585666666666667
ASB7	-0.00566666666666667
SFT2D1	0.184125
DERL1	1.1506
RABL2A	1.3505
MOAP1	0.45325
KIAA1545	0.932833333333333
F3	-1.1805
PLEKHM2	-0.37625
CCDC89	-0.191666666666667
EFCAB1	0.69075
TMEM48	-0.798
SEPHS2	-0.4255
PYGM	-0.2575
PRICKLE1	0.52375
WNT5B	-1.32325
TAS2R38	-0.5045
IMP5	0.45825
KHDRBS1	0.0716
LARS2	-0.334
C3orf28	0.20925
FTCD	-3.69525
C10orf68	2.13666666666667
DGAT2L3	0.343
PSEN1	1.11025
MGC33657	-0.295666666666667
PLA2G4B	1.012
CDKN2A	-1.759
DLX1	-2.5635
TSHB	0.583
C18orf37	0.5335
MEX3C	-0.266875
MAMDC2	-0.267
PDIA4	-0.220666666666667
ATP5E	0.35125
CASP2	-0.255357142857143
SERBP1	-0.198346153846154
ZNF341	0.390666666666667
TESC	-3.4295
TMEM31	-0.449
OR51I2	0.4525
YTHDC1	0.9
JUN	1.0945
AGMAT	-3.1785
PCNXL2	0.23275
ATAD5	-2.044625
STK38	-0.407125
AZI1	-0.27025
RBP1	3.7625
C4orf26	-0.4765
KIAA1026	1.316625
TMEM101	-0.55025
HSFX1	0.7
TREX1	0.808
C18orf10	-0.8173
TRIM15	-3.27075
CA6	-0.026125
CEP57	-1.701125
AR	2.7925
SESN2	-1.15316666666667
KIF3C	-0.504125
EPB41L5	1.02625
ARHGEF10	-1.29527272727273
POLR3D	-1.494375
INDO	-1.468
GABRA3	-0.436
SCG5	-2.6611
E2F3	-0.434
TIGD5	1.901
FGD6	0.5885
KLHL3	-0.015
SCGB3A2	-1.4685
URP2	0.766
ATP6V1B1	1.645
CALML6	-0.122
LOC100049076	0.786
TMF1	-0.1905
LOC388503	0.23
CDH5	2.929
RPS6KC1	0.143
DAAM1	0.8398
TNFRSF10D	-0.68325
GSTT1	-3.1773
INPP5A	0.05125
TRAF3IP1	1.4026
SMARCE1	-0.0836428571428571
VRK1	-1.651
TTC16	0.93875
AARS	-1.36116666666667
ARHGAP27	-0.1725
ZAK	-0.628357142857143
ACSM2B	-2.74725
TRAP1	-0.943833333333333
MRPL53	0.2485
RNF44	0.23125
NPTXR	1.24075
DPYSL3	-0.642166666666667
APP	1.1695
GLS2	0.156833333333333
MNX1	-3.23283333333333
CMTM7	0.19725
OR10A7	-0.1275
NYD-SP21	3.149
ORC5L	-0.37225
SLC16A10	-1.55175
TMEM178	0.7145
LOC441601	-3.57925
PTGIS	0.231
KBTBD7	1.75025
C19orf41	-0.32375
CEACAM3	-0.53625
KRT23	-2.21975
SERHL	1.731
PNKD	-0.1301875
UBC	0.92
ATRN	-0.30875
HAPLN1	-2.274
RANGAP1	-0.922
C10orf26	1.31816666666667
KCNA7	-0.331
SRY	-0.2295
LOC376693	-0.90625
HIST1H2BF	-0.83525
CDCA8	-1.60733333333333
MLC1	-2.87725
TNIP3	0.451
OR4D1	0.239
IFT52	0.315333333333333
GOLT1A	0.151666666666667
UTP20	0.033
RP3-402G11.5	0.61875
PRSS33	-1.50375
PMPCA	-0.587
APOB48R	2.72966666666667
GLTP	0.873
MPL	0.2605
C9orf78	-0.3065
ADAM12	-1.564875
CSPG4	-1.8465
LOC144305	0.1895
KRTAP4-10	0.0995
PAK1	0.815
ADCY7	-0.4209
TAS2R43	-0.391
FRAS1	0.7045
PPP1R14A	-0.619166666666667
OR2B6	-0.979
ATP13A1	0.0455
SIDT1	3.18075
C1RL	0.190833333333333
PRKRA	0.083
TLN1	0.0855
RP11-50D16.3	0.4235
