Hybridization REF	TCGA-BH-A0DV-11A-22R-A12P-07
CLK1	2.1702
HSD3B7	0.252666666666667
VDR	2.4035
C16orf74	-0.3555
ACE	0.36125
PSMA2	0.074
CCDC131	-0.485125
ZNF213	0.952166666666667
EML2	0.0735
ALS2CR13	0.0408333333333333
GLYATL1	-1.13775
DSPP	0.253
DHFRL1	-0.574
C10orf30	0.894833333333333
SH3RF2	0.648
LOC197322	0.094
DLL3	-1.0875
TIGD7	0.25575
GFRA3	0.33125
CPA1	1.71966666666667
RTN4	0.2255
PPT2	-1.46916666666667
FASLG	1.828
FOXP4	0.129125
RPL26	1.1825
GNL3L	-1.9775
FMR1NB	-0.156
CD163	4.33975
SGPP2	0.9485
GIMAP2	1.69675
CD37	0.747666666666667
DPT	2.60266666666667
NBLA00301	2.281
RGS5	1.914
C9orf4	0.3545
ACTL8	-3.83166666666667
PRKAR2B	-0.681625
OPLAH	0.1415
C20orf134	0.9615
SPACA5	-0.25625
TBL1X	-0.822666666666667
TSPYL3	-0.0505
CHCHD3	-1.4595
CRKRS	-0.472
GPR65	3.21325
DFFA	-0.204125
FUT1	0.23575
C6orf204	0.2265
TMEM51	-0.50525
ZNF580	-0.16025
CMTM2	0.34275
C20orf200	-0.548
EZH1	1.201
FDX1L	-0.61125
MRPL32	-0.18525
PCAF	-0.2113
ALOX15B	1.593
CD59	1.43120833333333
CDK9	-0.165125
ERP29	0.12
TTR	-5.562
BCMO1	-0.596
DDIT4	1.7404
PTGDS	3.106
C3orf63	-0.137333333333333
BST2	-0.507375
CYP1A2	-0.1745
C5orf25	-1.09675
STX1A	-1.10047058823529
OR2A12	0.1725
SH3BP5L	0.37625
SERINC5	0.054
USP6	-0.8794
MRPL3	-0.176833333333333
POMP	-0.7525
INPP4B	-0.0255
GMPPB	1.15575
EAPP	0.89125
AHSA1	-0.2625
ABCA11	0.668
SLC5A6	0.596
HIVEP2	0.66675
SUMO2	-0.00975
KIAA1822L	-1.97133333333333
C11orf67	1.28925
TXK	-0.189875
PHCA	-1.7026875
ICAM4	-1.73733333333333
FPGS	0.0128333333333333
SNRPA1	-1.39775
KCNJ4	0.25425
KIF6	0.2922
HIST1H2BG	-1.844
SLC5A5	0.14725
ZNF354B	0.263
IL12RB2	-0.30275
C11orf76	0.2505
GAL3ST2	-0.6205
AIFM2	-0.932625
SYNC1	-1.422
UBL3	0.191125
PIK3CG	-2.2275
NLN	-1.0323
BCORL1	-0.21175
CD5L	-0.2745
ZNF238	-0.513833333333333
KIAA1394	-0.08725
C16orf55	-0.9613
CYP3A7	-2.3275
KRTAP3-1	-3.3085
TFDP1	-1.21366666666667
MND1	-3.5765
NODAL	0.387333333333333
GTPBP4	-0.651
TUBGCP2	1.30525
SLITRK5	-1.78075
CIC	0.62575
CD79A	1.303
SAMD14	-0.372166666666667
TNPO3	-0.488
OR10G3	-0.4725
OR10G8	0.2455
CCDC111	0.0585
HOXC9	-0.53475
DCUN1D1	-0.145333333333333
CYB5R1	0.7605
TSR2	0.76975
DAB2IP	1.734
SLC6A5	-0.5585
RAB3D	1.08275
DCUN1D4	-0.631
ERBB3	0.593833333333333
SDC1	1.10041666666667
ATP6V1H	0.1735
SYK	-0.321
ST20	-1.4405
C13orf30	1.0175
WDR40A	0.325166666666667
ADMR	0.265
LOC388335	3.7375
ACSM1	1.7395
TDG	-0.540916666666667
FLJ11235	-0.5485
MRPS5	-0.753333333333333
AGPAT2	-1.16066666666667
SLC12A1	0.693
CYP27A1	0.38775
THAP7	-0.144
XPO1	-0.965166666666667
ALMS1L	-0.148166666666667
C1orf2	-0.767625
ZNF777	-0.287833333333333
CAMK2A	0.041
SMC1B	1.075375
IHPK2	1.0948
LEMD1	-1.47
NKD2	0.0341
CLU	2.46285714285714
ARMETL1	1.3115
PABPC4	-0.87525
CXCL12	2.2735
TFAP2C	3.0563
TTTY8	0.862
ABCB10	-1.3986
ENDOD1	1.53383333333333
IDI1	-1.25
KCTD6	0.471166666666667
CCDC105	-0.613
ULBP2	-1.29483333333333
ZDHHC5	-0.0845
WNT8A	-0.24325
COMMD10	-0.05875
KLHL12	-0.866875
GPR50	0.343
NR5A2	-0.086625
OXGR1	5.50866666666667
EHD3	1.249
CAPRIN2	-0.626875
KLRC3	-1.4895
SF3B1	0.201071428571429
IPO7	-0.866
ALDH1A1	-0.644833333333333
ANKRD5	-0.08
TSNARE1	0.7335
DDEFL1	0.8875
RNASEL	0.721
DNAH9	-1.136
HELLS	-2.492
TNS4	3.6285
NAV1	-0.2773
KIAA1409	-0.391
C20orf26	0.181333333333333
TUBG1	-0.96525
IRX2	4.18425
CNGA4	-0.9615
MGC50559	0.821833333333333
OR4K17	0.389
TM2D2	0.520583333333333
FAM32A	0.4495
TXNDC14	-0.7655
CCBL1	-0.874
ANK1	-3.0018
PRSS23	-2.375
PPM1L	0.941
SPATA20	0.0185
APCS	0.0795
C14orf122	-1.63216666666667
PSMB5	-1.225
C6orf10	0.548555555555556
SETDB2	0.941166666666667
SPNS3	-0.94525
SGMS2	0.0408333333333333
MXD3	-1.606
MON2	0.0603
CARTPT	0.01725
HNF4A	-0.969333333333333
RABEP1	0.75025
TNFRSF10B	-1.619875
USH1G	-0.3215
PPAP2B	0.659333333333333
TMEM16K	0.02225
CTDSP1	0.782666666666667
CDK5R1	-0.421666666666667
GABRR1	0.3075
OPN1LW	0.355
FAM98C	1.061
DBN1	-1.126875
ACAD10	0.303
QTRTD1	-0.2335
WNK3	-0.526333333333333
RPS19	1.10775
C1QB	2.7215
OTUD5	-0.187625
SLC41A2	-1.4265
TMEM22	-1.99133333333333
KHSRP	-0.716916666666667
TNFRSF11A	-0.279666666666667
FBL	0.742166666666667
IBTK	-0.314833333333333
OXER1	0.194
CBLN4	-0.41175
GPR172B	1.43816666666667
CFTR	-1.6955
VSX1	2.927
CAMK1D	-1.58825
LOXL3	-3.363
RTP4	1.6685
SLFNL1	0.13825
KIAA0828	-1.213125
PAR5	0.4695
LOC723972	-0.666
GDI2	0.7035
CEBPA	0.6305
MLF2	-0.284666666666667
AFMID	-0.12075
ALOX12B	0.19375
BPHL	0.027875
COX5B	-1.06975
S100A10	-1.5874
THOC6	-0.4075
NHN1	0.61775
RRP12	-0.294
ARID3B	-1.64475
CD3G	-1.04766666666667
KIAA0133	-1.23225
NAT11	-0.778833333333333
PPAT	-1.20066666666667
SIRT3	0.8411
TCERG1L	-1.653
NIPA1	-0.8676
DPP8	0.0444
IL7R	2.53883333333333
ZFP64	-0.428416666666667
DMAP1	0.7811
TRMT12	-0.03375
TLR4	0.7702
WFIKKN2	0.7835
RAB12	-1.5705
DDX51	0.3415
KIAA1086	-2.881
ZNF295	0.310666666666667
ACVR2B	-1.17985714285714
LOC494150	-0.218625
ZNF517	-0.2295
DNASE1L2	-2.94366666666667
SUFU	0.728333333333333
LOC283677	-0.663
LMO3	1.75533333333333
PPP2R5D	-0.527
ZNF587	-0.6278
HIST4H4	-0.49325
CYP2C8	0.2715
C1orf80	-0.9
DOCK5	-1.75666666666667
C9orf24	0.4395
OR5AR1	-0.1275
C11orf24	-1.59575
UNQ1940	-0.403
CAP2	-0.742
TIMM44	-0.064
DSEL	-0.9307
ROM1	-0.155
FBXO4	0.3625
MYLC2PL	-2.25325
MLH3	1.1584
NOX1	0.116833333333333
DPEP2	0.81125
DNAJB5	-0.64675
RLTPR	-0.0335
MBIP	0.575333333333333
COPB1	-0.357333333333333
SFTPA1B	0.1685
C10orf4	0.839
PRELID1	-0.2735
NOLA1	-0.189
C19orf24	-0.444
TLR9	-1.952
HLA-DMA	2.80075
HCRP1	-0.9525
GPR137	-0.250666666666667
ITGA11	-0.823666666666667
PHF13	0.482
MARK4	0.3525
METTL4	-1.20525
MBD3	-0.4562
LOC134145	-0.348875
FGF3	0.1965
SLC35A3	0.14875
CLEC16A	-0.40725
AMOTL1	-0.0894166666666667
FLJ31438	-0.25425
PAICS	-1.652125
TOMM40L	-0.811166666666666
MMD	-2.613
KLK10	2.2899
NIT2	-0.248833333333333
SERPINB10	0.88825
KLF15	1.2926
CCDC5	-1.07325
WSB2	-1.6
ME3	1.489625
CACYBP	-1.14758333333333
TCTN2	1.6025
JAK1	0.56575
C2orf25	-0.094
GPD2	-0.2975
FBXL11	0.542833333333333
CDV3	-0.480416666666667
GALNT11	0.996625
NDUFA12L	-0.5509
FLOT1	0.280714285714286
TOR1AIP2	-1.121
MMP25	-0.98725
C1orf164	0.2347
CHST5	-0.000500000000000014
LYRM4	-0.31875
GPER	-1.38825
HIPK2	-0.12025
DAP	-0.1034
ZMIZ1	0.278333333333333
DDX58	1.00875
DCC1	-1.80625
AKT1	0.361875
ENPP6	1.35883333333333
ERVWE1	-0.147666666666667
CDC34	0.19225
RNF125	-0.749
CASC1	3.76175
SHROOM2	-0.747
RRM2B	-0.949166666666667
COL6A3	-1.079375
TMEFF1	-3.04775
PLEKHA4	1.3695
LYSMD1	0.299666666666667
SEPT1	-0.0776666666666666
AOF1	-0.21325
GNPAT	-0.732
WDR18	-0.14025
HSD17B12	0.257
HIST1H2BM	-1.09766666666667
INDOL1	-0.769333333333333
SUDS3	0.39975
C1orf192	0.057
CYP2B6	-0.764
TBC1D2	0.998666666666667
SLC25A12	0.19
ERCC6L	-3.55583333333333
MGC10814	-0.835166666666667
POLR2C	-0.587
ZNF77	0.5075
EIF3K	0.4149
HPX	1.24325
ANKRD27	-0.2365
MALAT1	0.2948125
PLB1	1.4375
HRNBP3	-0.729
CPSF4	-0.7755
OR52N2	0.00600000000000001
PIP5KL1	1.1115
GH1	0.104
HPS5	0.96175
SLFN5	0.218125
POP5	-0.100333333333333
OVOS2	-2.40583333333333
C20orf108	0.637375
MARS	-0.72875
CLRN3	0.503333333333333
ARSE	-0.692666666666667
PPIE	0.382
PHACS	1.64483333333333
GP5	0.311
IL8RB	0.592166666666667
FCRLA	-2.086625
ARRDC1	0.6664
KRTAP9-4	0.22
ZNF613	0.3125
OR11A1	0.02
TMEM132B	-3.247125
PGLS	0.29625
BSND	-3.16716666666667
KCNK18	0.0365
FOXD4	-0.585
SV2C	0.99
LCN2	1.54566666666667
ZNF490	0.4173
C3orf15	2.53
CACNA2D4	-1.66983333333333
CBX5	-1.7025
MAGEB4	1.18725
BOLA1	0.000250000000000007
PPP2R5E	-0.871
COL5A1	-1.68216666666667
ASB7	-0.670833333333333
SFT2D1	0.083375
DERL1	-0.8333
RABL2A	0.734166666666667
MOAP1	0.85125
KIAA1545	1.44533333333333
F3	2.73725
PLEKHM2	0.2495
CCDC89	1.8055
EFCAB1	4.226125
TMEM48	-2.3255
SEPHS2	-0.96075
PYGM	0.1895
PRICKLE1	0.968
WNT5B	1.45275
TAS2R38	0.0435
IMP5	0.21725
KHDRBS1	-0.3537
LARS2	-1.0545
C3orf28	-1.86025
FTCD	-2.611
C10orf68	0.9775
DGAT2L3	0.6105
PSEN1	-0.101416666666667
MGC33657	0.41125
PLA2G4B	0.666166666666667
CDKN2A	-2.4955
DLX1	-3.062
TSHB	-0.1615
C18orf37	0.42775
MEX3C	0.774
MAMDC2	2.95475
PDIA4	-1.389
ATP5E	-1.0225
CASP2	0.00114285714285715
SERBP1	0.0580384615384615
ZNF341	0.5475
TESC	-0.78325
TMEM31	-0.366
OR51I2	0.0975
YTHDC1	0.798428571428571
JUN	2.91883333333333
AGMAT	-3.85066666666667
PCNXL2	0.65275
ATAD5	-2.635875
STK38	0.01825
AZI1	-0.06475
RBP1	2.6195
C4orf26	-0.416
KIAA1026	1.22775
TMEM101	0.74275
HSFX1	0.6575
TREX1	0.537
C18orf10	-1.1784
TRIM15	-3.280125
CA6	3.44525
CEP57	-0.674375
AR	2.0985
SESN2	-1.1045
KIF3C	-0.573625
EPB41L5	-0.318625
ARHGEF10	-0.203136363636364
POLR3D	-0.633625
INDO	-2.64666666666667
GABRA3	-0.172
SCG5	0.4002
E2F3	-1.1723
TIGD5	0.05725
FGD6	0.697666666666667
KLHL3	-0.06075
SCGB3A2	-2.342
URP2	-0.263333333333333
ATP6V1B1	2.0634
CALML6	-0.8595
LOC100049076	-0.049
TMF1	0.2625
LOC388503	-0.221
CDH5	2.397875
RPS6KC1	-0.539333333333333
DAAM1	0.1162
TNFRSF10D	-0.515
GSTT1	0.5084
INPP5A	0.2755
TRAF3IP1	0.5371
SMARCE1	-0.404
VRK1	-1.29425
TTC16	-0.0315
AARS	-1.11016666666667
ARHGAP27	0.998166666666667
ZAK	0.636642857142857
ACSM2B	-3.7285
TRAP1	-0.292666666666667
MRPL53	0.21225
RNF44	-0.78
NPTXR	-0.35275
DPYSL3	-0.905333333333333
APP	1.0826
GLS2	0.509666666666667
MNX1	-2.20216666666667
CMTM7	1.685
OR10A7	0.2165
NYD-SP21	1.70016666666667
ORC5L	-0.00525
SLC16A10	-1.293875
TMEM178	2.444
LOC441601	-5.0755
PTGIS	-1.18975
KBTBD7	1.2105
C19orf41	0.04175
CEACAM3	0.329833333333333
KRT23	2.18425
SERHL	2.47
PNKD	-0.3329375
UBC	0.27175
ATRN	-0.449875
HAPLN1	-3.76575
RANGAP1	-0.34925
C10orf26	1.19683333333333
KCNA7	-0.49225
SRY	-0.1855
LOC376693	0.2865
HIST1H2BF	-1.10275
CDCA8	-3.69516666666667
MLC1	-2.0695
TNIP3	0.32075
OR4D1	0.1445
IFT52	0.203666666666667
GOLT1A	-0.154166666666667
UTP20	-0.597125
RP3-402G11.5	0.625625
PRSS33	-1.53325
PMPCA	-0.64575
APOB48R	1.6585
GLTP	0.55425
MPL	1.46175
C9orf78	0.15925
ADAM12	-2.131375
CSPG4	-2.9055
LOC144305	-1.885
KRTAP4-10	-0.2095
PAK1	-0.784
ADCY7	-1.2034
TAS2R43	-0.2635
FRAS1	-1.88992857142857
PPP1R14A	2.12866666666667
OR2B6	-1.7555
ATP13A1	-0.321166666666667
SIDT1	0.07275
C1RL	1.25033333333333
PRKRA	-0.0905
TLN1	0.5604
RP11-50D16.3	0.45175
MITF	-2.39125
GYS1	-0.2515
LYG1	0.234166666666667
NSMCE4A	0.4425
DNAI1	-0.19775
HOXD11	-1.8135
FNBP1L	1.3184
DHX35	-0.699
LCE3E	0.234375
SLC33A1	0.334
DCLK3	-0.3225
TRIM33	-0.486
TMCC3	1.90966666666667
FBXO42	0.1235
C1orf27	-0.2993
C17orf50	0.578
RNF14	0.318416666666667
SLC4A8	-1.120125
RAB3IP	-0.2538
COX6C	-1.26607142857143
PCSK1	-4.7206
SLC13A1	-0.813
ARF6	0.3405
KIAA1009	0.395875
HOXA13	-2.863
HMGN1	-0.21825
CXADR	-0.0319166666666667
MGC14436	-0.287
UTF1	0.6955
TSC22D1	2.1169
BZRAP1	2.4605
PUF60	0.211
SHC1	-0.33125
HOOK3	0.0676
LIMS2	2.25716666666667
BAHCC1	-0.395166666666667
CLCC1	0.0598333333333333
ENTPD3	2.33633333333333
SMO	-0.08175
PIK3R5	0.56025
CDC14A	0.559583333333333
KRT1	-0.17725
ENOX2	0.0835
FLJ22655	3.50675
FPRL1	0.1315
INTS6	-0.3596
ZCCHC5	0.119
SMC3	-0.4325
C6orf123	2.84983333333333
FLJ20160	1.628
LOC653391	-0.231333333333333
GSS	-0.831
NT5M	-0.1875
SIX5	0.92225
TAF5	-1.188
KCNA1	0.846666666666667
ANLN	-5.33466666666667
MGC45491	-1.4688
SSTR2	0.90825
LYPD4	-0.041
TH1L	-0.001625
CHRNA5	-1.421
PNMA6A	-0.00525000000000001
FLJ16369	0.057
DLX2	-4.3221
C6orf108	-0.431166666666667
ALDH3A2	0.577833333333333
CLEC1B	0.178333333333333
LEPREL2	-1.0895
FOXJ1	-0.9155
OR1D4	-0.3505
PPIL4	0.72625
MTRR	-0.213
SLC27A3	1.141
HTR7	-0.4315
MIB2	0.362
BHMT	-2.35783333333333
A2ML1	-0.3815
MSMB	-2.727625
KIAA1383	0.785125
TRUB2	-0.606
PF4	0.804833333333333
IL1F5	-0.683833333333333
LRRC37B2	0.09075
IPO4	0.135
FIGF	4.7705
QDPR	-0.5955
ZNF598	-0.18425
BOP1	-0.454
MAPK12	-1.0385
POLR1E	1.145
CEECAM1	-0.407833333333333
INSRR	-0.142333333333333
SIPA1	0.45025
ULK4	0.233666666666667
BTN3A1	0.8285
FABP5	-0.7652
KBTBD3	2.03533333333333
SORT1	-1.19141666666667
YWHAQ	-0.1450625
LRIT1	-0.2815
KIAA1704	0.0535
MEIS2	-0.2749
ENOSF1	-0.482166666666667
PCDH7	-0.872714285714286
FZD9	-1.31083333333333
RPLP1	0.335833333333333
ZNF75A	0.49025
P4HA3	-1.1085
NKX6-1	-0.03525
CTA-216E10.6	0.449166666666667
IFT140	0.9015
DENND1A	-0.7605
ALCAM	0.5297
ABHD2	-0.346090909090909
QPRT	-2.9525
TRAM1	0.490571428571429
ATP1B4	-0.151625
NUP37	-1.105
SAA3P	-0.8465
SLC22A6	0.03325
KIAA0265	-0.214
ZNF41	0.11025
ADAM19	-1.2032
ERAF	-1.3935
DEFB119	0.43675
DNMT3B	-4.45966666666667
SNF1LK2	0.632
MGC24039	-1.30558333333333
TAS2R48	-0.660666666666667
PNLDC1	-0.26925
ADAMTS16	0.8125
TMEM92	-2.68816666666667
CCT8	-0.727666666666667
POGZ	0.281583333333333
N-PAC	0.16325
GUCA1B	-0.0328333333333334
ZZEF1	0.369
OR2C3	0.03275
ZNF334	1.144
RANBP6	0.865
LDHB	-0.546083333333333
BAMBI	-0.72575
RAB5B	0.68825
FOXB1	0.74775
MRPS12	-1.43525
MRGPRF	0.497875
CRIPT	0.283
CYP2D7P1	-0.5715
RYR1	1.481625
NDUFA2	-0.215875
TRIP12	-0.437833333333333
KCNE3	1.17116666666667
MOBKL2B	0.8148
MIOX	-0.1205
ACOT7	-2.361875
FGF6	0.5365
RASSF5	-0.9332
ATAD3B	-0.383666666666667
IKZF3	0.564
H3F3B	1.0735
C6orf91	0.015
SEC11C	-0.05575
TMEM14C	-0.26325
KIAA1632	-0.599375
SLC38A4	-0.599
FGFR3	-1.97525
HES7	1.99025
HINT3	-0.811
ARIH1	0.184
FLJ35880	-2.25975
C1orf129	0.214
POU6F1	0.550125
RPL32	0.8695
BBS1	0.965333333333333
RGPD5	-0.052
SULT1C2	-1.8165
KDELC1	-2.17925
PIP5K3	-0.765166666666667
CHI3L1	1.7128
CSDA	0.221833333333333
VTCN1	4.75025
WDR62	-1.755
TMEM170	-0.425
KIF2A	-1.7095
C6orf182	-1.72833333333333
ARL6IP6	-1.4135
ZCCHC9	0.0295
RARB	2.41666666666667
ZNF320	0.887
DHX15	-0.469375
PICALM	-0.236
CNOT6	-0.590333333333333
HIST1H1A	-0.23375
ZNF702	0.2845
OR1E2	0.417
HLF	1.0627
LOC442582	-0.6455
KIAA0494	0.758375
TCF4	0.7091
APOBEC3B	-2.76525
FAM54B	-0.0415
MYH2	-2.76275
FXN	-1.02466666666667
C12orf59	0.829
PAEP	-1.5615
SPG11	0.422125
VN1R4	-0.0575
KCNJ13	-0.27775
NOC3L	-0.38225
C5orf36	0.9665
CPAMD8	3.7465
MLN	-0.9659
FLJ11184	0.28425
TIAM1	-0.104666666666667
OR10J3	-0.056
OR52E2	0.1805
PBX1	0.8635
UBL7	-0.682
PXMP2	-0.65675
SYTL1	1.00966666666667
FAM126B	0.26675
ZNF711	0.419125
GGA1	-0.717
VAMP4	-0.355666666666667
BCAP29	-0.7865
C20orf19	-0.5805
ZNF275	-0.679875
NEK6	-0.781
SETD8	-0.750916666666667
HEXIM1	0.364583333333333
SULT1A2	-0.575125
KLHL9	1.33625
SLC39A12	2.16175
ARHGEF16	-0.204833333333333
SCN1A	-0.173666666666667
HNRPH1	-0.400083333333333
C9orf103	0.39775
ECE1	0.611833333333333
MED18	-3.28125
TEX13B	-0.5845
SNN	-0.48575
C6orf62	-0.489555555555556
WNT3A	0.6479
IL22RA2	4.9425
MGC21881	1.1745
GABBR1	0.972
YIPF6	-0.1495
PROX1	-1.0645
PPP1R1B	3.589
LANCL2	0.7416
SCN3A	-1.31066666666667
SSRP1	-0.7795
ASXL2	-0.5465
RPE65	0.2415
SNAI1	-2.75175
EFNA2	0.17325
CLDN9	-0.23125
TP53I13	0.623
LOC375748	0.12775
C9orf7	0.575
C14orf178	-0.245
GC	-1.8295
IER3	-0.990166666666667
KCTD10	0.431375
FLJ45717	0.70575
ADC	1.596
LOC285908	-0.701
MLL3	-0.311125
KIAA1787	0.103
MGC31957	-1.333
MUC5B	-0.507272727272727
ZNF193	0.458
CSRP1	3.32475
MOSPD1	-1.1705
C21orf49	1.3495
RAD1	-1.526
ANKRD34	-1.18675
NFRKB	0.635
FANCA	-3.6415
VTI1A	-0.939642857142857
PCBP3	-0.489166666666667
BFSP2	-1.875
ZNF354C	-0.216875
FRMPD4	-0.24425
IKBKG	-0.228333333333333
LOC441046	0.1565
UNQ9438	0.317166666666667
TM4SF20	-0.575
MAGEC1	-5.40425
AMMECR1	-1.580375
GLDN	0.0595
TTC30B	0.66775
SEC13	-0.5316
EGF	4.473875
HAGH	-0.329875
VSIG1	0.399666666666667
NHLH2	-0.1105
NCAPD3	-2.013375
MGC16121	-2.4265
HIATL2	-0.444
BRCC3	-0.0191666666666667
LCE2D	1.107
TMEM79	0.47075
GTF3C5	-0.13725
AKR1C4	-0.8245
C3orf59	0.77075
RBM26	-0.151875
DUSP14	0.147333333333333
AP4M1	0.0565
RIMBP2	0.32
ABCC2	-5.10716666666667
DNAJC16	0.2345
TTC12	1.52983333333333
SNX13	-1.01883333333333
C6orf168	1.5595
C1orf100	-1.33425
CSPP1	-0.0369166666666667
LRRC56	-0.0415
OR1J2	0.0655
THY1	-1.3981
KIT	5.88116666666667
TBC1D8	-0.064
EPHA7	0.876
SOLH	-0.56
SVIP	0.2215
ZNF294	-0.68475
HAND2	2.01
CENTB2	0.150333333333333
MARVELD3	1.950375
CREB3	0.355
KRTAP1-5	-3.9135
OR8K1	0.5335
MED25	0.305
FDX1	-0.578666666666667
FAM19A1	-0.0825
IL13RA1	-0.4794
ZNF627	0.699666666666667
NHP2L1	0.31225
EIF2B2	-0.613125
ZNF593	0.04325
WIPI2	-0.201166666666667
RANBP1	-2.13025
TAS2R7	0.567
LOC283514	1.3835
CSNK2B	-0.7199
CFHR1	-0.2
DKFZP434O047	-0.3945
WBP11	-1.14025
TEX2	0.66925
GALNT2	-1.58683333333333
FLJ33360	0.42625
WNT9A	0.11075
IL29	-0.3265
STK3	0.254333333333333
REPS2	0.66475
FAM78A	-1.73475
MGC3207	-0.309
FCGR3A	6.071
H2AFY2	0.527
RNF150	1.15325
CCNK	-0.927375
VEZT	0.394
FSHR	-0.8105
C1orf66	0.597666666666667
LCE2B	0.3407
CD200	1.18
ORMDL1	-0.097875
OR51S1	0.03
KRT83	-0.09125
COL19A1	0.3545
POL3S	-0.27225
ZNF468	0.599333333333333
BAG3	0.566
C1GALT1	-2.17325
CA5A	-4.60675
DKK4	2.2575
SGK2	-1.122625
PIK3C2G	5.354
USP11	0.169375
IMPA2	-1.25525
PRKDC	-1.43135714285714
MSR1	1.458125
PDCD6IP	-0.463583333333333
FAM122A	0.365
ZNF740	-0.261
ATXN2	-0.184333333333333
SLC17A4	0.108666666666667
RAXL1	-0.434
RS1	-0.21625
NET1	0.0783333333333333
NPY1R	-1.80216666666667
MVD	-0.41525
C11orf61	-0.70425
CHDH	1.343
GCNT2	0.322071428571429
LGALS12	-1.15625
IK	-0.0743333333333333
C7orf41	1.03827777777778
SURF4	-1.67816666666667
C1orf91	0.376
BCS1L	-0.3155
C20orf141	0.2435
BCAS2	-0.2505
ACE2	1.066
ICT1	-0.8415
CD79B	1.86775
MRPS9	-0.1885
AADACL1	-2.2395
IRS2	1.173625
LUZP2	-1.379
TMEM148	0.01425
ZNF514	0.584666666666667
ADCK2	0.6217
ZKSCAN1	-0.290285714285714
FASTKD2	-0.2945
KCNMB3	0.2585
POFUT2	-0.3504
GNG2	-0.9638
OR6Y1	0.5055
FAM26A	-2.95525
CAND2	-0.558
FLYWCH2	-0.206875
BCL6	2.7045
MDH2	-0.986285714285714
DRP2	-0.0885
TPD52L1	1.213375
TXNL4A	-0.862625
OR3A1	0.2615
C22orf9	0.144071428571429
RAB25	2.1405
PCTK3	0.49275
POR	-0.8605
ARPP-19	-0.0790833333333334
SREBF2	-0.556625
ZWINT	-2.7575
TRUB1	0.197
ENPP2	2.287
UXT	0.368333333333333
ALG11	0.5665
SMCR7	1.38175
SLC31A2	2.0415
USMG5	-0.78525
ZNF780B	-0.05725
APEX1	0.332125
THSD3	-2.87425
CEP68	2.0367
NY-SAR-48	-0.8365
ZIC3	-4.78483333333333
LPAL2	-0.2109
MRPL11	-0.392166666666667
VPS53	-0.694333333333333
MPDU1	-0.564375
UBL4B	-0.1655
LASS3	0.541
GAST	-0.579333333333333
SPERT	-0.276166666666667
UBE2L3	-0.787625
MLSTD2	-0.68525
ADRA1D	0.027
FZD10	-0.439666666666667
ATP6V1E1	0.583375
SAR1A	-0.357375
MCTP2	-0.158
TMEM5	-0.17825
BIRC2	-0.232833333333333
TMEFF2	-3.159
NLGN3	0.098
LMX1A	-0.1505
C19orf51	-1.80425
LOH3CR2A	1.24066666666667
SLC9A3R2	0.0596666666666666
TIMP1	-1.80483333333333
PFN4	-0.385
UCK1	-0.22425
TPST2	-1.153
AQP6	1.20633333333333
OR1N2	0.1115
KCNIP1	0.1015
SFTPG	0.314333333333333
KIAA0087	0.3615
UBXD3	0.83
ABT1	0.75675
RIPK5	0.255714285714286
SMG1	-0.5703
BTBD8	-0.2165
PIP5K1C	0.8043
POU2F2	0.557
C17orf57	0.75125
TSPAN14	-0.1329
NUDT16	0.696333333333333
GPT	1.0755
PDK4	2.269
ELL3	2.263875
NNMT	0.355333333333333
NUFIP1	-0.07675
RHBDL1	1.4515
FILIP1	0.1811
C17orf56	-0.357
C8orf73	-0.27375
FLJ21438	0.49575
TBC1D10A	1.00825
ERGIC3	0.608333333333333
CREB3L4	1.99575
TARBP1	-0.724
C1orf9	0.423
COLEC12	-2.44383333333333
FBXO30	-0.11725
TNFRSF25	-0.4785
UBE2T	-3.5755
SLC2A1	-2.1573
RPH3A	-0.115
LSAMP	-3.55525
CER1	-0.15375
ATP2A3	-0.4436
SGK	1.64875
CCR7	0.94775
ZIK1	0.21525
RECQL5	-0.0845
HSD17B7P2	0.2595
MTERFD1	-0.782625
ANGPTL1	0.651666666666667
NLRX1	0.341833333333333
FHOD3	2.817
PSG7	-0.4995
ARHGEF5	2.29375
C14orf21	-0.587666666666667
FGD2	0.467375
OR5T2	0.4435
P2RY14	1.786
PPP1CA	-0.0361666666666667
ZNF33B	0.56025
MOCS1	1.70783333333333
NAP1L1	-0.2618125
IGSF21	0.254
PTDSS1	-0.434307692307692
SLC38A6	-0.63825
GLCCI1	-0.9445
CCR4	0.4025
OLFM2	0.9565
COX6A1	-1.03933333333333
B3GALT2	0.336666666666667
BEST3	-1.37
CD14	4.377875
ABCC9	0.275625
SNAP29	-0.498375
HMGCR	-0.968125
IFT74	0.434166666666667
CNTROB	0.471166666666667
ZNF548	0.767375
INSL6	-0.408
HERC1	-0.21225
HOXB1	-2.0635
EMCN	5.117
BLNK	0.152
SKP1A	0.296214285714286
IL19	-0.4655
DOC2A	0.14075
COPB2	-0.606166666666667
CDC27	-1.679
LECT1	-0.3025
UBR1	-0.13375
COPS6	-0.52775
MCCC1	0.223444444444444
C12orf33	2.0985
POM121L1	0.27525
GPC4	-1.05666666666667
ZNF664	0.529166666666667
VAC14	-0.308666666666667
PPY	-0.2905
SRCAP	0.14025
PPP1R13L	1.326
BPGM	-0.197
HMOX1	-1.69766666666667
MC4R	-0.6785
FAM126A	-0.86525
PRR13	-0.7015
INS	-0.46475
FLT1	0.211
