Hybridization REF	TCGA-E2-A14Q-01A-11R-A12D-07
ZCCHC13	0.875
JMJD1A	-0.8518
HIST1H4H	0.484
TBRG1	0.1239
GPC3	-3.934125
TAF1C	-1.053125
EBNA1BP2	-0.439333333333333
CIAPIN1	-0.84875
PDGFRA	-0.220611111111111
CSTB	0.0955
CENPI	-1.73133333333333
GTF2E2	-0.236666666666667
RPP21	-0.18875
CCNF	-0.788333333333333
KCNQ3	0.164
FAM79A	1.245
SLC22A12	0.3255
NOVA1	0.714666666666667
FZD3	1.0307
AKAP8	-0.2365
SOCS5	0.458375
CFDP1	-1.03425
DLG5	1.20775
PGM5	0.354666666666667
C1orf144	0.13975
HDAC10	-1.623
RND2	-0.51975
C20orf199	-1.67475
RNMT	-1.156
SLURP1	0.237625
ASTN1	0.008625
SH3BGR	0.809
MYCL1	-0.428625
ZHX1	0.2405
CENPK	-3.66525
FOSB	2.4689
LOC643406	1.056125
C2orf59	-1.379125
TMEM135	0.337
SLC27A2	0.63425
KRT33A	1.161
OVOL1	2.27325
PAMCI	-2.40033333333333
S100A7	-0.3665
ZNF789	-1.391
HARS2	-0.02475
RPL23A	-1.45
TCF23	0.09875
UPF3B	-1.286875
C17orf78	-0.3765
HLA-DOB	0.685
C14orf142	0.96
TEKT5	1.993
DMWD	0.15
POLD1	-0.830666666666667
GSCL	-0.2305
CALD1	-0.0527
SCRT1	0.234
AIG1	0.14175
UNC84B	-0.15525
ZNF404	0.45675
TMED6	-1.8825
KIAA1462	-0.102
LRRC27	1.45183333333333
PYGO1	-0.03
PIGU	-0.532
ALAS2	-4.11116666666667
WRNIP1	0.3025
CNNM3	0.6325
ZNF2	0.001
ST3GAL5	-0.951083333333333
MRPL23	0.37275
TSSK6	0.167
PSMA6	-0.4895
C16orf70	-0.7035
KIAA1602	0.22725
ALMS1	0.570166666666667
DCN	1.965125
TMEM132D	-0.1285
SUCLG2	0.622
ABHD14A	1.1015
DEXI	0.410833333333333
AMPD2	-2.16383333333333
IFNAR2	-0.441333333333333
CYB5A	1.8444
TLOC1	0.5438
NXF5	-0.0306666666666667
NRBF2	-0.01525
KCTD3	1.27675
ITGAE	-1.08533333333333
SLC30A3	-1.7135
ZRF1	-0.971
IFRD2	-0.54775
XAB1	-0.58225
PYCR2	-0.106
SERPINB3	-4.412
TMLHE	-0.3446
GEFT	-1.09225
ABCA5	-0.576875
EMR4	0.255
TSFM	-0.69425
HIST3H2BB	0.27575
ARHGEF19	0.94275
TSPAN17	-0.00599999999999997
ABCC8	3.632
MAP1S	0.395666666666667
C22orf36	0.03875
BNC2	-0.219071428571429
HIST1H4A	-0.7545
NDUFS3	-0.0773333333333333
WDR3	-1.2625
XKR4	-0.1225
TTC33	-0.438285714285714
STMN2	3.02225
CPN2	-0.9495
HSPC105	0.7075
PCOLCE2	-4.181
C3orf55	0.5795
KLHDC9	2.89216666666667
TBC1D23	0.16925
ATXN2L	-0.9965
MAP2K3	-0.237916666666667
SCAP	0.10525
ZNF486	1.20833333333333
C20orf96	0.79675
NARS	-0.4635
ADAMTSL1	-0.797214285714286
PRCC	0.864666666666667
CCDC126	2.53875
ZNF675	0.507
CALCOCO1	0.455
ANKRD43	3.93975
CWF19L2	-0.0668333333333333
ZBTB32	0.564
BRAF	0.99525
ODF4	0.01
MGC14376	0.662166666666667
HORMAD1	-1.4225
AAK1	0.258166666666667
PEBP1	0.963916666666667
TNFSF5IP1	-0.113
DKFZp564N2472	0.204
RMND1	0.151875
IGKV1-5	3.71325
COL1A2	2.24633333333333
SERPINA5	1.0875
AANAT	0.124
C19orf21	-0.592666666666667
GEMIN5	-0.614
UBR4	-0.2365
LTBP3	1.31466666666667
AMHR2	-2.03266666666667
PROCR	-0.79175
MYBBP1A	-1.52625
C20orf39	0.102166666666667
ZNF697	-0.243
PASK	0.1985
ZNF776	1.83483333333333
RFXDC2	-0.050375
KIAA0467	-0.049
C10orf96	-1.78
ZNF503	-1.769
GULP1	-1.17466666666667
KCNE4	2.523
DKFZp434K191	-0.990125
LOC196913	-0.0205
BHLHB4	0.581
CH25H	-0.28075
LOC81691	-0.865833333333333
ALPL	0.1295
COL12A1	2.27675
FOLR3	-1.60683333333333
GPR123	-0.01425
TRIM62	0.230642857142857
ABLIM1	0.117833333333333
MAST3	-0.17325
RHBDD1	0.709
LOC338809	0.5415
RYBP	1.20275
TTC26	-0.11025
ZNF22	0.496833333333333
ISCA2	0.3215
RDM1	-1.9795
PIGM	1.0045
GNB3	-1.205
ACTR2	0.5179
HMGB1	0.46365
EDG1	3.35316666666667
SOAT2	-3.37275
OR10AD1	0.321
RAP1GDS1	0.74875
LCE1F	0.265
ESM1	-1.55975
RCN3	1.40575
CREBL1	-0.67675
DBNL	-0.594
PTGER3	3.150125
USP30	0.144166666666667
BCL2L12	0.462166666666667
KIF26B	1.40425
ZNF416	1.985
ZNF225	0.125
C17orf70	-0.2415
ZNF554	0.554
RAE1	-1.11666666666667
TNIK	1.27666666666667
ACTN3	1.053
MGC45922	0.135
CCNA1	0.3365
RYK	0.827833333333333
IL26	-0.219
LRP3	0.272833333333333
QARS	-0.00750000000000001
SOX7	0.497428571428571
BID	-1.361625
OR2S2	0.2885
CXCL14	4.39325
C11orf47	-0.5585
MGC29891	0.5805
HSPB8	1.3678
PRDM14	-0.1775
NUFIP2	-0.311
MNAT1	-0.8765
ZDHHC2	0.3115
MBNL2	0.053
ADD3	-1.04725
CSNK2A1P	-0.772
KLK6	0.371166666666667
TMEM111	0.9843
KIAA1279	1.019
NUBP2	0.779166666666667
RAB42	-1.355
ID3	-1.0813
TM9SF1	0.70125
MDP-1	-0.1815
POU4F2	0.045
IQCK	2.542
C16orf14	0.4735
CAPN3	-1.480875
FAM43B	0.045
RECQL	-1.45
AP1G1	-0.137785714285714
CTNNBL1	-0.737333333333333
ECHDC1	-1.689
SMARCC1	0.2166
FOXQ1	-1.776875
GNAI3	-0.578833333333333
POLG2	-1.92625
CD4	0.566125
ITLN1	0.29375
EBI2	3.0445
IRF1	0.7095
PTPRE	1.3522
PTK2B	0.197
NXNL2	1.462
SOX4	0.757
TSPAN3	-1.26783333333333
SH2D1A	-2.23133333333333
C8orf58	-0.372333333333333
USP20	-0.875
DUSP22	-0.680166666666667
CALB1	-1.79166666666667
L3MBTL2	0.51275
MCRS1	-0.18475
TMEM118	-0.833666666666667
C18orf8	0.5155
FLJ10241	-0.015375
GJA12	0.59675
PKD1	-0.316
ZFP3	0.7075
JAM3	-0.717
LAPTM4A	1.2366
DIRC2	0.2665
KIAA2022	-0.450833333333333
MYOM1	0.619333333333333
TRPM8	-1.18116666666667
MOP-1	0.38075
PHKG2	0.87
ZNF650	0.6865
KIAA1522	1.865875
PSG8	-0.878166666666667
DDX19B	-0.428
MOBKL1B	-0.01425
DIAPH2	-1.23125
PTPN12	-0.2075
CLN8	-0.6605
CRYZL1	-0.132
CRY2	0.55675
FCGR2B	2.39533333333333
PNPLA4	2.090875
ZNF454	0.069
DKFZp434B1231	0.05425
CLDN11	0.1902
RFWD2	0.726833333333333
CIB2	0.460833333333333
MXRA8	2.328625
HRK	-0.89275
MAML2	-0.025
C4orf31	-0.792
C6orf192	-1.48025
COG6	0.339
FAM5B	1.03575
NFATC1	0.1597
SEPT10	0.52625
SCYL1	-0.1694
RPP40	-1.62875
SCOC	-0.3492
KIAA1450	-0.70375
CTDSPL2	-0.472
TBX5	0.998833333333333
NAPG	0.1275
RHD	-3.7245
C14orf45	3.6845
ZBTB22	0.785
PLCG1	-1.422
ANKRD10	-1.085
AQP7P2	0.61025
TAGLN2	0.520666666666667
HTR2C	-0.728
SLC16A7	-0.415333333333333
C17orf83	-0.13775
TSGA14	-0.579416666666667
MDH1	-0.32025
PPP3R2	0.263
DCBLD2	-2.01192857142857
RBM33	-0.23125
DPH3	-1.3565
SYT10	-0.533
FMO4	1.97025
THYN1	-0.0315
DRD5	-1.322
OTOR	0.934
PGRMC2	-0.2535
KATNAL1	-0.426
PAQR6	-1.44
UBE2I	0.313
C14orf28	0.6455
C8orf70	0.6335
FLYWCH1	-0.315375
ANGPTL3	-0.23675
GLRX2	-0.0668333333333333
ATP11A	-0.462142857142857
ARL5B	-0.105125
MUC16	-1.5635
SLC25A5	-0.769428571428571
ACRC	-1.0185
MYO1C	-0.2185
FAM89B	1.73433333333333
FAS	0.36775
KIFAP3	0.55375
GLRA2	0.787
BTN3A2	0.1009
CNKSR3	0.135125
CSTF3	-0.7855
ARPM1	0.484
KIAA1530	-0.649
C9orf150	2.50366666666667
PRKCI	0.79275
tcag7.1015	-1.889
SOD3	-0.15325
ZNF574	0.66425
CYP21A2	0.73025
RPL12	-0.194
COMMD2	-0.79975
WIZ	0.254
LOC344405	-1.15275
ALDH4A1	-0.334352941176471
CRYAB	3.1375
COPA	0.377266666666667
PCDHGA7	0.519833333333333
KIF11	-0.985166666666667
RASD2	0.037625
SLC26A3	1.308
ZNF175	-0.0655
JAKMIP2	-1.964625
C8orf4	1.179
PTHLH	1.61625
SLC40A1	3.06941666666667
OR7D4	0.421
PCDHB17	0.4415
CD36	2.60921428571429
C6orf203	0.5517
PRKG2	-0.087
LOC400566	1.5135
ANAPC13	0.5185
SLCO3A1	-0.54575
ZNF692	-1.526
FANCL	-1.825
SH3GLB1	-0.06075
C12orf61	0.5055
KBTBD6	0.37575
SUPT5H	1.2145
XRCC6	-0.8292
HUS1B	3.4131
FAM133B	-0.171428571428571
LOC728276	-0.4185
KCTD18	1.085
SOS2	0.769333333333333
CCDC99	-2.02125
C1QTNF5	2.6225
NNAT	0.724333333333333
USP16	0.195
LARS	-0.983375
ZBTB2	0.632
ABO	0.00333333333333334
TRAF3	0.24525
GALNT5	-2.308
NAP5	2.142375
ALG14	0.0965
KIAA0515	-0.115653846153846
WDR75	-0.604833333333333
TEX261	0.12325
LY86	-0.12975
LOC389072	-0.986
FLJ13611	0.21975
MRGPRX2	0.727
SNRPA	-0.961875
OR2G2	-0.205
GPRASP2	0.87625
C7orf42	0.8008
C9orf163	-0.6395
CYP11B2	0.449
FCRL3	0.831
PRDX1	-0.34375
FGB	-5.28483333333333
COX17	0.666833333333333
C16orf33	0.448
PIWIL1	-0.0793333333333333
FOLR1	-1.477
KIAA0082	-1.19
FREQ	-1.15816666666667
TMCC2	-1.2055
TCF12	0.15775
ZNF721	0.65925
FAM130A2	0.1595
POU4F1	-1.8495
SNRPF	-0.802
SGIP1	0.958833333333333
ZNF641	0.3675
EMG1	-1.26375
PRRG4	1.1635
HIRA	-3.7315
MYNN	0.484833333333333
AEBP2	-0.832666666666667
TBXA2R	-0.0976666666666667
ISL2	-1.006
PCDHB11	1.3465
RNF144A	-0.36475
MARCH5	0.64575
DULLARD	-0.3545
DCLRE1B	-1.049
ITGA8	0.566
TP73	0.391
PRKCD	1.922
NDUFB4	0.60925
ATP13A4	1.12725
ANTXR2	-0.489166666666667
COL4A3	-0.354333333333333
MYO10	-1.2365
SLC6A18	0.426
PEX1	-0.4355
TMEM74	-0.730166666666667
RBM19	-0.24525
TAPBP	0.6466
RUNX1	1.2715
MID1	-1.16016666666667
GPR64	-0.777333333333333
RASEF	4.5035
GABRG1	-0.166875
MYO16	-0.3575
DBF4	-1.83116666666667
TSHZ2	3.419
RIPK2	-0.321125
PPTC7	0.428666666666667
KIF4B	-0.9425
LRRC31	1.26875
ZNF540	1.4565
EFNB3	0.191166666666667
LOH12CR1	-0.2295
STON2	0.607166666666667
GLP1R	0.228
CSTF2T	0.262375
IREB2	-0.5235
GRSF1	-0.987
PDCD7	-0.4895
LRRC43	0.9765
CNR1	0.403
IL1F7	-0.202
C12orf64	-0.3025
FAM69B	-1.757
NR2E1	-1.40933333333333
MS4A6A	1.5326
FTL	-1.4157
C7orf36	-0.3045
PCLO	2.0887
DYRK2	-0.000833333333333373
ARIH2	-0.38425
SAMD7	0.625
SCNN1D	-0.83775
SLC32A1	-0.57525
C22orf25	-0.450666666666667
MRPS18A	-0.1869
GPR112	0.1985
EARS2	-0.74575
ERN2	0.181
ATPBD3	0.854833333333333
PRH2	-0.794
CDKN2D	0.122166666666667
PGLYRP2	3.6505
TRIM40	0.44475
SEC14L3	0.439166666666667
SLC22A1	-0.08475
BTN2A3	-0.204
RASA4	0.20525
CCNL2	-0.524
MYBPC3	0.269
GJA4	2.78175
CDC42SE1	0.906125
TRPV2	-2.34375
MYPN	-2.704
SIM1	0.0525
CDADC1	0.249166666666667
ZFHX4	0.73025
NIBP	0.733666666666667
ADAMTS19	-0.924
ABTB2	-1.93575
TSPYL2	-0.287375
EIF2S3	-0.2984
SOX30	0.048
AP2A1	0.739333333333333
DKFZP564O0523	0.1015
LOC285398	0.06425
CDH18	-3.657
CHL1	2.800625
GATS	-0.0429
TBC1D2B	-0.229833333333333
OR1J1	0.1905
GSN	1.86966666666667
DPCR1	0.79725
GARNL4	-0.618833333333333
SMARCA5	-0.8805
PLEKHG3	0.846333333333333
ZBTB45	2.643
FRMD6	0.498
PLS1	0.6425
DGKZ	0.2235
EFNA1	2.0251
WDR85	-0.978
ANK2	0.10525
PAGE4	0.0456666666666667
SENP6	0.5285
AKR7A2	0.3695
FKBP10	-2.79075
VEGFC	-1.83933333333333
LARP1	0.031
SRBD1	0.36
ITGB6	2.14175
SLC1A2	-0.692785714285714
INVS	-1.42533333333333
MPO	-0.138
MOBKL3	-0.001
CUTL2	-1.04625
KLK2	0.0764166666666666
VIM	-1.097
REG1B	0.100166666666667
PCDHGC4	0.16175
C3orf34	0.137
SUMO3	0.596166666666667
CST9L	0.0375
MLL4	-0.33275
SPR	1.09283333333333
SAMD9L	0.6445
ABCE1	-1.28525
SUPT3H	-0.964666666666667
ACTBL1	0.8975
ADAMTS4	0.655166666666667
SLIT3	3.0295
RHEBL1	-1.5845
NPM2	-0.47475
MAN1C1	2.513125
KIAA1856	0.680583333333333
HSPA6	0.68325
LOC388152	0.0255
C10orf140	-1.263
ZDHHC12	0.155
LIN7A	2.0016
PHC2	0.438916666666667
SPHK1	-1.152
TRIM26	0.634625
FAM83E	1.0195
C18orf24	-1.182
ZNF578	0.527666666666667
ORAI1	0.0965
RUVBL1	-0.67975
C7orf20	-0.612166666666667
APAF1	-0.6645
SLC36A4	-2.07616666666667
MYH11	5.0165
NEK1	0.0351
MPP2	-0.773125
C12orf24	-3.48575
TNK2	0.3388125
ZNF289	-0.16625
MATN3	-0.458714285714286
IFNGR2	1.10016666666667
ITPR1	-0.1755
EBF3	2.248
TBC1D20	0.2536
OR10P1	0.0475
DDAH2	2.03625
SHPRH	-0.40825
STX7	-0.433
LOC554248	-2.3685
BCAR1	-0.04725
ATXN3	0.09825
TRIM27	-0.59925
CDC42EP2	0.9045
CHP	0.800928571428571
SOX17	1.949375
ZNF259	-0.6825
CHCHD1	0.783125
ZDHHC19	0.175
GBP2	2.5385
GARNL3	0.9805
MRC2	-0.20625
C1orf52	-0.8535
AOF2	-0.229333333333333
LRPPRC	-0.2979
ACVR1C	-0.235666666666667
TM4SF18	2.71216666666667
TMEM169	-0.4315
PPP1R16A	0.443375
EBF1	0.913833333333333
RRS1	-0.933
SNX2	-0.39975
OR2T2	-0.0035
RBX1	-0.46925
ANKRD54	0.0686666666666667
TSNAX	0.228833333333333
TMEM83	-2.20925
ZBTB7A	1.294
ATM	-1.172
LOC338328	2.62816666666667
TIE1	1.078
HIST1H3G	0.0798333333333333
PASD1	-4.21416666666667
TINAG	0.351
PCDHAC2	0.175
LRRC15	0.517875
WBSCR17	-0.505
TFF2	-0.1845
PARP2	-0.968
NDFIP2	-0.265
PCDHGB2	1.0505
WDR60	0.04275
MAP7D2	-1.3097
USP45	-1.0515
GSDML	-2.01075
TNS1	0.1236
PLCD4	0.278
IQCD	2.12033333333333
SMPX	-1.132
CD9	0.805
SRGN	0.293375
CASP7	0.8385
INOC1	0.0735
DKFZp451M2119	-1.186125
VMAC	0.9045
USP53	0.00699999999999999
CAMK1G	-0.401375
TMEM106A	-0.612666666666667
CDC20	-1.9154
ACSL5	-0.779833333333333
CBWD5	-0.6625
C1orf87	-0.0863333333333333
KIAA1274	0.4425
PRUNE2	-1.63535714285714
LYPLA2	0.034
DOK6	-1.44383333333333
GPR149	-0.01625
FAM30A	1.301
TMEM129	0.43575
SLC35B3	0.75475
ACPP	0.0043
LOC200261	0.0535
SLC4A7	0.7161
CCDC40	2.81225
GART	-1.533625
THOP1	-1.28275
SCARB1	-1.073
CACNA1F	-0.039
TRIAP1	-0.423166666666667
SYT14L	0.163
SFRS8	-0.2365
PBOV1	0.16675
GOLSYN	2.38425
GJB7	-0.8885
CAMK2N1	-0.408666666666667
GREM1	1.80625
FLJ20433	0.569
QPCT	-3.5335
PRKAG2	1.51
H2AFX	-0.80325
C6orf154	2.31
PLOD3	-1.2755
ZBTB39	-0.4015
WASF3	-0.482083333333333
DRG1	-0.79925
PRR4	0.48
SPCS1	-0.07225
KDELR3	0.339
SRP19	-0.0585
GABRA6	0.328
MFSD1	0.02
MMEL1	2.744
PDXDC2	0.087
BUB1	-2.53244444444445
RNF138	-1.1445
MYLPF	0.00799999999999999
AIF1	-0.291166666666667
DYNLRB1	0.781
HCN3	-1.37333333333333
HIST1H2AI	0.0487499999999999
MAP4K5	0.173166666666667
LASP1	1.136125
LOC130951	1.534
PLAA	0.72675
KRT6A	0.3525
C6orf117	-0.977375
ARHGAP23	-0.201
PTF1A	-0.1395
GPHA2	-0.036
LCE3B	0.00275
MCL1	0.747571428571429
EHBP1	-0.187916666666667
PRNP	-0.5145625
ZSCAN1	1.116
C1orf113	0.109166666666667
FOXA3	-2.70025
NEB	-0.12525
ASGR1	-5.48583333333333
CTGF	2.339
RAB17	0.846666666666667
MST101	0.453
JARID1B	1.1867
USP37	0.3458
PTBP1	-0.47
PTPN7	-0.678666666666667
CDC7	-2.47716666666667
SNX7	-0.5355
ZNF335	-0.017
CPT2	0.0445
HEATR1	-1.066875
HSPC152	0.53125
C5orf40	0.1305
PSME1	0.803333333333333
STAG3	-2.46025
TMEM154	-0.229333333333333
KLHL32	-0.515333333333333
TSGA10IP	-0.757
SUV420H2	1.26533333333333
SF1	-0.6864
2'-PDE	0.596125
PNLIPRP2	-0.8265
TRSPAP1	-0.0255833333333333
NUP210	-1.21516666666667
ANP32C	-1.357
RAB11B	0.633
ASB15	0.361
ITGB3BP	-1.5335
UBASH3A	-0.656
YWHAB	0.71125
TPRX1	-0.08325
LY6G5C	0.331875
SLC7A2	0.119375
CLK1	0.1027
HSD3B7	0.567166666666667
VDR	1.8055
C16orf74	0.2125
ACE	-0.07925
PSMA2	-0.2815
CCDC131	-0.36375
ZNF213	1.367
EML2	-0.511
ALS2CR13	0.299166666666667
GLYATL1	0.3425
DSPP	-0.0985
DHFRL1	-0.96025
C10orf30	-0.528833333333333
SH3RF2	1.8315
LOC197322	-0.6625
DLL3	-1.272625
TIGD7	0.7925
GFRA3	0.0145
CPA1	0.00483333333333334
RTN4	0.5145
PPT2	-2.03183333333333
FASLG	0.990583333333333
FOXP4	0.6485
RPL26	-0.2958
GNL3L	-1.58566666666667
FMR1NB	0.077
CD163	5.07625
SGPP2	1.52775
GIMAP2	1.03125
CD37	0.769666666666667
DPT	3.25175
NBLA00301	1.234
RGS5	2.0395
C9orf4	-0.0935
ACTL8	-3.2675
PRKAR2B	0.4035
OPLAH	0.115666666666667
C20orf134	1.159
SPACA5	0.373
TBL1X	-0.293166666666667
TSPYL3	0.3665
CHCHD3	-0.70775
CRKRS	-0.5295
GPR65	1.80225
DFFA	-0.696
FUT1	0.91825
C6orf204	-0.356166666666667
TMEM51	0.25975
ZNF580	1.8805
CMTM2	-0.036
C20orf200	0.057
EZH1	-0.218833333333333
FDX1L	-0.615125
MRPL32	-0.13375
PCAF	-1.0574
ALOX15B	1.87516666666667
CD59	0.783666666666667
CDK9	0.39875
ERP29	0.1395
TTR	-5.98425
BCMO1	-0.2435
DDIT4	-0.7811
PTGDS	2.845
C3orf63	0.649666666666667
BST2	1.115
CYP1A2	-0.326
C5orf25	-0.399
STX1A	-0.824411764705883
OR2A12	0.0765
SH3BP5L	-0.337
SERINC5	-0.259625
USP6	-0.2107
MRPL3	-0.658333333333333
POMP	-0.06725
INPP4B	0.230625
GMPPB	0.50625
EAPP	0.8385
AHSA1	-0.667
ABCA11	0.5825
SLC5A6	-0.452833333333333
HIVEP2	-0.13325
SUMO2	0.402375
KIAA1822L	-0.868833333333333
C11orf67	1.885
TXK	0.153125
PHCA	-1.16825
ICAM4	-1.9265
FPGS	0.388166666666667
SNRPA1	-0.9135
KCNJ4	-0.4395
KIF6	-0.0175
HIST1H2BG	-0.7625
SLC5A5	0.41925
ZNF354B	-0.404666666666667
IL12RB2	0.04275
C11orf76	0.488666666666667
GAL3ST2	-0.1025
AIFM2	-0.91125
SYNC1	0.3885
UBL3	0.655375
PIK3CG	-1.60716666666667
NLN	-0.8704
BCORL1	0.68025
CD5L	-0.2655
ZNF238	2.10683333333333
KIAA1394	-0.214
C16orf55	-0.2349
CYP3A7	-1.1255
KRTAP3-1	-0.9345
TFDP1	-0.606833333333333
MND1	-4.12025
NODAL	-0.031
GTPBP4	-0.88025
TUBGCP2	0.48775
SLITRK5	-1.4155
CIC	1.01775
CD79A	0.563166666666667
SAMD14	0.2275
TNPO3	-0.7555
OR10G3	1.3535
OR10G8	-0.017
CCDC111	-0.7995
HOXC9	1.441
DCUN1D1	0.470333333333333
CYB5R1	1.44725
TSR2	0.2865
DAB2IP	0.4144
SLC6A5	0.0385
RAB3D	1.15725
DCUN1D4	-0.509833333333333
ERBB3	1.20016666666667
SDC1	0.82925
ATP6V1H	0.3135
SYK	1.054
ST20	0.366
C13orf30	0.00899999999999998
WDR40A	0.727833333333333
ADMR	0.8255
LOC388335	2.13575
ACSM1	2.879
TDG	-0.418416666666667
FLJ11235	0.27225
MRPS5	-0.621833333333333
AGPAT2	0.417333333333333
SLC12A1	0.11375
CYP27A1	-0.8825
THAP7	-1.22925
XPO1	-0.402833333333333
ALMS1L	0.615
C1orf2	-0.481875
ZNF777	0.201166666666667
CAMK2A	-0.067
SMC1B	-0.090875
IHPK2	0.3476
LEMD1	-1.62575
NKD2	-0.5151
CLU	0.996214285714286
ARMETL1	-0.3765
PABPC4	-0.92325
CXCL12	2.008
TFAP2C	2.3371
TTTY8	0.3325
ABCB10	-0.9116
ENDOD1	0.878333333333333
IDI1	-2.0095
KCTD6	0.758166666666667
CCDC105	-0.1355
ULBP2	-0.546
ZDHHC5	1.42075
WNT8A	-0.2925
COMMD10	-0.10275
KLHL12	0.23175
GPR50	0.058
NR5A2	-0.293
OXGR1	0.767666666666667
EHD3	-0.08675
CAPRIN2	-0.97025
KLRC3	-3.10375
SF3B1	0.614357142857143
IPO7	-0.2405
ALDH1A1	-1.09966666666667
ANKRD5	0.506375
TSNARE1	0.00649999999999999
DDEFL1	1.528
RNASEL	1.58266666666667
DNAH9	-0.1775
HELLS	-2.4145
TNS4	2.514
NAV1	0.3057
KIAA1409	0.11425
C20orf26	1.00866666666667
TUBG1	-1.43225
IRX2	1.62825
CNGA4	-0.294
MGC50559	0.721333333333333
OR4K17	-0.0691666666666667
TM2D2	0.317583333333333
FAM32A	0.0915
TXNDC14	0.0125
CCBL1	-1.258
ANK1	-2.5646
PRSS23	0.778625
PPM1L	0.2325
SPATA20	0.54575
APCS	0.12925
C14orf122	0.161333333333333
PSMB5	-0.222375
C6orf10	0.2224
SETDB2	0.1985
SPNS3	-1.02875
SGMS2	0.7095
MXD3	-1.08516666666667
MON2	-0.1793
CARTPT	0.03525
HNF4A	-0.6145
RABEP1	1.8401
TNFRSF10B	-0.900625
USH1G	0.5505
PPAP2B	-1.0545
TMEM16K	-0.00375
CTDSP1	1.09
CDK5R1	-0.216833333333333
GABRR1	-0.082
OPN1LW	-0.048
FAM98C	1.049125
DBN1	-0.2725
ACAD10	-0.500166666666667
QTRTD1	-0.40825
WNK3	-0.867666666666667
RPS19	-0.506875
C1QB	2.2165
OTUD5	0.02275
SLC41A2	-0.155333333333333
TMEM22	-2.03866666666667
KHSRP	-0.739166666666667
TNFRSF11A	-0.856166666666667
FBL	-0.387166666666667
IBTK	0.326166666666667
OXER1	-0.156
CBLN4	0.533875
GPR172B	1.23116666666667
CFTR	0.21875
VSX1	1.033
CAMK1D	-0.8895
LOXL3	0.32175
RTP4	2.1055
SLFNL1	0.244
KIAA0828	0.1835
PAR5	-0.672
LOC723972	-1.3105
GDI2	0.10475
CEBPA	-0.7195
MLF2	-0.453166666666667
AFMID	-0.12025
ALOX12B	-0.09025
BPHL	0.461375
COX5B	0.50525
S100A10	0.3089
THOC6	0.74575
NHN1	-0.353
RRP12	-0.814166666666667
ARID3B	-2.24675
CD3G	-1.4025
KIAA0133	-0.51625
NAT11	-1.006
PPAT	-2.10466666666667
SIRT3	0.5819
TCERG1L	-0.43175
NIPA1	-0.0344
DPP8	0.00300000000000001
IL7R	2.20266666666667
ZFP64	-0.0119166666666667
DMAP1	-0.0446
TRMT12	0.47075
TLR4	0.4753
WFIKKN2	0.15175
RAB12	-0.691166666666667
DDX51	-0.774
KIAA1086	-1.94525
ZNF295	0.103833333333333
ACVR2B	-1.09821428571429
LOC494150	-0.764125
ZNF517	0.143
DNASE1L2	-1.577
SUFU	0.571333333333333
LOC283677	0.2195
LMO3	0.301333333333333
PPP2R5D	-0.106333333333333
ZNF587	1.988
HIST4H4	-0.05975
CYP2C8	-0.293
C1orf80	0.772833333333333
DOCK5	-0.885666666666667
C9orf24	0.19275
OR5AR1	0.014
C11orf24	-0.348
UNQ1940	-0.396
CAP2	1.15833333333333
TIMM44	-0.8935
DSEL	-0.933
ROM1	0.844
FBXO4	0.507125
MYLC2PL	-0.81525
MLH3	0.6693
NOX1	0.584333333333333
DPEP2	0.797
DNAJB5	0.559
RLTPR	0.2895
MBIP	-1.017
COPB1	-0.152
SFTPA1B	-0.1085
C10orf4	0.3075
PRELID1	-0.46225
NOLA1	-1.026
C19orf24	0.7335
TLR9	-1.4695
HLA-DMA	2.23308333333333
HCRP1	-1.424
GPR137	0.7845
ITGA11	-0.363333333333333
PHF13	0.8595
MARK4	0.564333333333333
METTL4	-0.727
MBD3	-0.6124
LOC134145	0.447625
FGF3	0.61625
SLC35A3	0.383
CLEC16A	0.4905
AMOTL1	-1.13075
FLJ31438	-1.02475
PAICS	-1.840375
TOMM40L	-0.1545
MMD	-1.175
KLK10	1.187
NIT2	-0.233166666666667
SERPINB10	0.31625
KLF15	0.3596
CCDC5	-0.8865
WSB2	0.700375
ME3	2.160375
CACYBP	-0.620666666666667
TCTN2	1.0185
JAK1	1.501375
C2orf25	-0.27325
GPD2	2.9695
FBXL11	0.539333333333333
CDV3	0.867083333333333
GALNT11	0.148375
NDUFA12L	-1.5848
FLOT1	0.496642857142857
TOR1AIP2	0.70725
MMP25	1.054
C1orf164	0.0285
CHST5	-0.10825
LYRM4	-0.8754
GPER	0.8035
HIPK2	2.40975
DAP	0.5355
ZMIZ1	1.03233333333333
DDX58	3.077
DCC1	-2.139
AKT1	0.61325
ENPP6	0.705666666666667
ERVWE1	-0.177166666666667
CDC34	-0.15125
RNF125	-1.58375
CASC1	2.81775
SHROOM2	-0.42875
RRM2B	-0.109166666666667
COL6A3	1.6755
TMEFF1	-2.371
PLEKHA4	1.3723
LYSMD1	1.16333333333333
SEPT1	-0.4355
AOF1	-0.01475
GNPAT	0.63625
WDR18	-0.29225
HSD17B12	-1.33283333333333
HIST1H2BM	0.264166666666667
INDOL1	0.271333333333333
SUDS3	1.217
C1orf192	-0.018
CYP2B6	-0.77025
TBC1D2	1.74883333333333
SLC25A12	0.7375
ERCC6L	-1.18283333333333
MGC10814	-0.927
POLR2C	-1.55133333333333
ZNF77	-0.376333333333333
EIF3K	0.2621
HPX	0.952
