Hybridization REF	TCGA-BH-A0H3-01A-11R-A12P-07
ASB15	0.7625
ITGB3BP	-1.83575
UBASH3A	-0.3175
YWHAB	0.355375
TPRX1	-0.127
LY6G5C	0.439875
SLC7A2	1.3625
CLK1	-0.2773
HSD3B7	0.243166666666667
VDR	2.68375
C16orf74	2.19075
ACE	0.44025
PSMA2	-1.094
CCDC131	-0.987375
ZNF213	1.46066666666667
EML2	0.10775
ALS2CR13	0.4715
GLYATL1	-1.18525
DSPP	0.749
DHFRL1	-0.141375
C10orf30	-0.983166666666667
SH3RF2	0.34
LOC197322	0.530666666666667
DLL3	-1.16525
TIGD7	0.58875
GFRA3	0.32775
CPA1	0.645833333333333
RTN4	-0.3965
PPT2	-1.322
FASLG	2.31508333333333
FOXP4	1.15275
RPL26	-0.7724
GNL3L	-1.88
FMR1NB	0.474166666666667
CD163	6.2725
SGPP2	1.01225
GIMAP2	2.0535
CD37	2.205
DPT	4.0195
NBLA00301	1.664
RGS5	3.28941666666667
C9orf4	0.641
ACTL8	-3.39633333333333
PRKAR2B	-2.537625
OPLAH	0.868166666666667
C20orf134	2.73175
SPACA5	-0.113
TBL1X	-0.5775
TSPYL3	0.605
CHCHD3	-1.405
CRKRS	-0.336833333333333
GPR65	4.854
DFFA	-0.73625
FUT1	1.29675
C6orf204	-0.964
TMEM51	0.607
ZNF580	1.27875
CMTM2	0.57975
C20orf200	0.485
EZH1	-0.122333333333333
FDX1L	-0.088
MRPL32	-0.405
PCAF	-1.365
ALOX15B	0.942666666666667
CD59	0.131083333333333
CDK9	0.237625
ERP29	0.0735
TTR	-4.975
BCMO1	0.0675
DDIT4	-1.0609
PTGDS	3.51025
C3orf63	-0.645666666666667
BST2	0.94075
CYP1A2	-0.463333333333333
C5orf25	-0.81675
STX1A	-0.767823529411765
OR2A12	0.3275
SH3BP5L	0.78925
SERINC5	0.30675
USP6	-0.1604
MRPL3	-1.039
POMP	0.088375
INPP4B	0.8435
GMPPB	-0.24375
EAPP	0.4085
AHSA1	-1.48725
ABCA11	0.0505
SLC5A6	-0.38475
HIVEP2	0.65
SUMO2	-0.0725
KIAA1822L	-1.71583333333333
C11orf67	1.29175
TXK	-0.06975
PHCA	-0.5374375
ICAM4	-1.91233333333333
FPGS	0.969333333333333
SNRPA1	-1.65975
KCNJ4	-0.30275
KIF6	-0.3799
HIST1H2BG	1.1635
SLC5A5	0.55575
ZNF354B	-0.411
IL12RB2	0.65675
C11orf76	0.435333333333333
GAL3ST2	0.3775
AIFM2	0.434125
SYNC1	0.065375
UBL3	0.057125
PIK3CG	-1.25266666666667
NLN	-1.3047
BCORL1	0.8875
CD5L	-0.3035
ZNF238	2.6485
KIAA1394	-0.0865
C16orf55	0.5456
CYP3A7	-1.7145
KRTAP3-1	-1.4745
TFDP1	-1.00916666666667
MND1	-3.35075
NODAL	0.200833333333333
GTPBP4	-1.37175
TUBGCP2	-0.17375
SLITRK5	-2.85375
CIC	1.33775
CD79A	1.6185
SAMD14	1.11633333333333
TNPO3	-1.8195
OR10G3	2.116
OR10G8	0.586
CCDC111	-1.014
HOXC9	1.976
DCUN1D1	0.241333333333333
CYB5R1	1.73275
TSR2	0.5595
DAB2IP	0.5075
SLC6A5	0.201
RAB3D	1.7775
DCUN1D4	-1.04483333333333
ERBB3	1.09991666666667
SDC1	2.07733333333333
ATP6V1H	0.142666666666667
SYK	0.9125
ST20	-1.09175
C13orf30	1.4135
WDR40A	0.7925
ADMR	0.226
LOC388335	1.442
ACSM1	1.595
TDG	-0.134666666666667
FLJ11235	0.46575
MRPS5	-1.81
AGPAT2	0.9545
SLC12A1	0.328125
CYP27A1	-1.69325
THAP7	-0.95075
XPO1	-0.87225
ALMS1L	1.05116666666667
C1orf2	-0.178875
ZNF777	0.775166666666667
CAMK2A	0.1995
SMC1B	-0.174875
IHPK2	-0.126666666666667
LEMD1	-3.4355
NKD2	1.0139
CLU	0.3625
ARMETL1	-0.334
PABPC4	-1.681
CXCL12	2.71766666666667
TFAP2C	1.604
TTTY8	-0.7615
ABCB10	-1.4636
ENDOD1	0.359333333333333
IDI1	-2.5205
KCTD6	0.0378333333333333
CCDC105	0.2995
ULBP2	-1.38616666666667
ZDHHC5	1.2565
WNT8A	-0.61675
COMMD10	-0.72525
KLHL12	-0.309875
GPR50	0.448
NR5A2	0.273571428571429
OXGR1	0.658333333333333
EHD3	0.61725
CAPRIN2	-1.479375
KLRC3	-3.10425
SF3B1	-0.158642857142857
IPO7	-1.12125
ALDH1A1	-0.110833333333333
ANKRD5	1.484125
TSNARE1	0.2125
DDEFL1	2.1445
RNASEL	1.20916666666667
DNAH9	-0.278
HELLS	-2.75275
TNS4	1.1375
NAV1	0.2611
KIAA1409	-0.273
C20orf26	2.11416666666667
TUBG1	-1.32575
IRX2	0.6055
CNGA4	-0.4755
MGC50559	1.26233333333333
OR4K17	0.311
TM2D2	0.14725
FAM32A	-0.56975
TXNDC14	-1.0095
CCBL1	-1.6235
ANK1	-2.2211
PRSS23	-0.615875
PPM1L	-0.017
SPATA20	1.4605
APCS	0.1385
C14orf122	-0.167333333333333
PSMB5	-0.174375
C6orf10	-0.0574
SETDB2	-0.0123333333333333
SPNS3	-0.46275
SGMS2	-0.0255
MXD3	-0.544166666666667
MON2	-0.5338
CARTPT	5.94075
HNF4A	-0.677333333333333
RABEP1	1.5782
TNFRSF10B	-0.75625
USH1G	-0.2005
PPAP2B	-0.969333333333333
TMEM16K	-0.7045
CTDSP1	1.527
CDK5R1	0.265166666666667
GABRR1	0.1205
OPN1LW	-0.0505
FAM98C	1.573375
DBN1	0.193375
ACAD10	-0.382666666666667
QTRTD1	-0.4305
WNK3	-0.748333333333333
RPS19	0.246125
C1QB	3.59125
OTUD5	-0.08625
SLC41A2	1.12916666666667
TMEM22	-1.92766666666667
KHSRP	0.369666666666667
TNFRSF11A	-0.506
FBL	-1.28916666666667
IBTK	0.114333333333333
OXER1	0.197
CBLN4	2.642125
GPR172B	1.914
CFTR	-1.75425
VSX1	1.7465
CAMK1D	0.18675
LOXL3	-3.3745
RTP4	3.97375
SLFNL1	0.322
KIAA0828	0.1345
PAR5	0.53
LOC723972	-1.13975
GDI2	-0.477
CEBPA	1.4665
MLF2	0.470833333333333
AFMID	-0.97275
ALOX12B	-0.01525
BPHL	-0.577
COX5B	-0.14925
S100A10	-0.5128
THOC6	0.71375
NHN1	-0.19075
RRP12	-0.397833333333333
ARID3B	-1.71325
CD3G	-1.157
KIAA0133	-0.8375
NAT11	-1.01566666666667
PPAT	-1.32883333333333
SIRT3	0.2767
TCERG1L	-0.4435
NIPA1	-0.4959
DPP8	-0.3367
IL7R	1.70383333333333
ZFP64	-0.0611666666666667
DMAP1	0.287
TRMT12	0.02775
TLR4	1.4776
WFIKKN2	0.13
RAB12	-0.965333333333333
DDX51	-0.225666666666667
KIAA1086	-2.49325
ZNF295	-0.180833333333333
ACVR2B	-1.56292857142857
LOC494150	-1.178125
ZNF517	0.0765
DNASE1L2	-1.48416666666667
SUFU	1.197
LOC283677	-0.3575
LMO3	3.0495
PPP2R5D	-0.0243333333333333
ZNF587	0.7684
HIST4H4	0.63025
CYP2C8	0.0975
C1orf80	-0.898666666666667
DOCK5	0.0531666666666667
C9orf24	-0.28825
OR5AR1	-0.284
C11orf24	0.4035
UNQ1940	-0.304
CAP2	2.12533333333333
TIMM44	-0.668
DSEL	-1.2266
ROM1	1.0495
FBXO4	-0.15125
MYLC2PL	-1.31925
MLH3	0.4344
NOX1	0.293833333333333
DPEP2	1.8805
DNAJB5	0.717
RLTPR	0.67
MBIP	-0.772
COPB1	-0.491
SFTPA1B	0.4245
C10orf4	-0.2081
PRELID1	-0.31975
NOLA1	-0.601
C19orf24	0.85125
TLR9	-0.94
HLA-DMA	3.47608333333333
HCRP1	-1.986
GPR137	0.547
ITGA11	1.38666666666667
PHF13	0.63
MARK4	1.27066666666667
METTL4	-1.25225
MBD3	0.1598
LOC134145	-0.60975
FGF3	0.5685
SLC35A3	0.24825
CLEC16A	0.161
AMOTL1	-0.747833333333333
FLJ31438	-1.35925
PAICS	-1.572625
TOMM40L	0.163166666666667
MMD	-1.343
KLK10	0.9168
NIT2	-0.0496666666666667
SERPINB10	0.50325
KLF15	0.2294
CCDC5	-0.42175
WSB2	-0.488625
ME3	0.33475
CACYBP	-1.38491666666667
TCTN2	0.2575
JAK1	0.86875
C2orf25	-1.183
GPD2	0.27275
FBXL11	0.524
CDV3	-0.27925
GALNT11	0.16775
NDUFA12L	-1.0823
FLOT1	0.3325
TOR1AIP2	0.216
MMP25	1.85975
C1orf164	0.0113
CHST5	-0.374
LYRM4	-0.57285
GPER	2.65975
HIPK2	2.31791666666667
DAP	0.4089
ZMIZ1	1.13866666666667
DDX58	3.3625
DCC1	-2.85975
AKT1	0.138375
ENPP6	0.958
ERVWE1	-0.597666666666667
CDC34	0.1715
RNF125	-2.67025
CASC1	3.497
SHROOM2	0.69775
RRM2B	0.2245
COL6A3	2.684625
TMEFF1	-2.224
PLEKHA4	1.3271
LYSMD1	1.07716666666667
SEPT1	-0.0473333333333333
AOF1	-0.625
GNPAT	-0.436
WDR18	0.51925
HSD17B12	-0.85
HIST1H2BM	0.921333333333333
INDOL1	-0.173833333333333
SUDS3	0.998
C1orf192	1.5195
CYP2B6	-0.8955
TBC1D2	1.70116666666667
SLC25A12	-0.9325
ERCC6L	-2.1505
MGC10814	-1.68366666666667
POLR2C	-0.725833333333333
ZNF77	-0.554833333333333
EIF3K	-0.3371
HPX	0.57725
ANKRD27	-0.04125
MALAT1	-1.317125
PLB1	1.097
HRNBP3	-0.537
CPSF4	-1.07175
OR52N2	0.0375
PIP5KL1	-0.5285
GH1	0.4015
HPS5	-0.7845
SLFN5	1.732
POP5	-0.493333333333333
OVOS2	-3.71966666666667
C20orf108	-0.352625
MARS	-2.127
CLRN3	1.10516666666667
ARSE	0.1145
PPIE	-0.457666666666667
PHACS	0.8335
GP5	0.1405
IL8RB	1.325
FCRLA	-1.2945
ARRDC1	0.8739
KRTAP9-4	0.147
ZNF613	2.159
OR11A1	0.414
TMEM132B	-3.28925
PGLS	1.19325
BSND	-2.10066666666667
KCNK18	-0.6375
FOXD4	0.578
SV2C	0.64675
LCN2	3.35433333333333
ZNF490	1.166
C3orf15	1.0115
CACNA2D4	-1.529
CBX5	0.532
MAGEB4	0.413
BOLA1	0.7895
PPP2R5E	-0.2535
COL5A1	2.37458333333333
ASB7	-0.131666666666667
SFT2D1	-1.008
DERL1	0.3707
RABL2A	0.781666666666667
MOAP1	-0.62525
KIAA1545	1.53916666666667
F3	0.2155
PLEKHM2	-0.03275
CCDC89	1.09966666666667
EFCAB1	1.948875
TMEM48	-2.0195
SEPHS2	-0.14525
PYGM	0.045
PRICKLE1	2.5765
WNT5B	-0.357
TAS2R38	0.779
IMP5	0.3315
KHDRBS1	0.0383
LARS2	-1.6385
C3orf28	-0.7115
FTCD	-2.709
C10orf68	1.61183333333333
DGAT2L3	0.2955
PSEN1	0.341666666666667
MGC33657	0.11125
PLA2G4B	1.57216666666667
CDKN2A	-0.193
DLX1	-2.84775
TSHB	0.654
C18orf37	0.386
MEX3C	-0.3365
MAMDC2	0.59025
PDIA4	0.26475
ATP5E	0.50425
CASP2	-0.0273571428571428
SERBP1	-0.289692307692308
ZNF341	-0.0165
TESC	-2.11825
TMEM31	-0.3165
OR51I2	0.4955
YTHDC1	0.353785714285714
JUN	1.02516666666667
AGMAT	-3.40583333333333
PCNXL2	0.00924999999999998
ATAD5	-2.4325
STK38	-0.445375
AZI1	0.660125
RBP1	2.3585
C4orf26	0.99725
KIAA1026	2.14775
TMEM101	1.076
HSFX1	0.203
TREX1	1.758
C18orf10	-0.846
TRIM15	-2.933625
CA6	0.3395
CEP57	-1.5465
AR	4.59733333333333
SESN2	-0.673166666666667
KIF3C	0.17275
EPB41L5	0.30475
ARHGEF10	-1.36736363636364
POLR3D	-0.38375
INDO	0.350833333333333
GABRA3	-0.1865
SCG5	-0.5721
E2F3	-0.9493
TIGD5	1.457
FGD6	2.85525
KLHL3	-0.788625
SCGB3A2	-0.966
URP2	0.3505
ATP6V1B1	1.9508
CALML6	-0.2435
LOC100049076	-0.98
TMF1	-0.585
LOC388503	0.13875
CDH5	2.78625
RPS6KC1	0.209
DAAM1	1.4783
TNFRSF10D	-0.92275
GSTT1	1.6282
INPP5A	0.393
TRAF3IP1	1.7396
SMARCE1	0.346214285714286
VRK1	-1.80175
TTC16	0.367
AARS	-0.881833333333333
ARHGAP27	0.0178333333333333
ZAK	-0.412857142857143
ACSM2B	-1.9675
TRAP1	-1.64733333333333
MRPL53	0.587375
RNF44	-0.03925
NPTXR	1.17025
DPYSL3	1.77883333333333
APP	-0.3257
GLS2	-0.7335
MNX1	-1.64616666666667
CMTM7	-0.39
OR10A7	0.04
NYD-SP21	4.13016666666667
ORC5L	-1.354
SLC16A10	-2.22075
TMEM178	1.0415
LOC441601	-4.00125
PTGIS	-0.334
KBTBD7	1.22175
C19orf41	-0.2535
CEACAM3	-0.268416666666667
KRT23	-1.59425
SERHL	3.33
PNKD	0.519375
UBC	1.0165
ATRN	-0.61275
HAPLN1	-0.6795
RANGAP1	-1.4035
C10orf26	1.54816666666667
KCNA7	-0.453
SRY	0.2635
LOC376693	-0.8645
HIST1H2BF	1.23475
CDCA8	-2.24283333333333
MLC1	-0.50975
TNIP3	0.84075
OR4D1	0.565
IFT52	-0.714833333333333
GOLT1A	1.27866666666667
UTP20	-0.751375
RP3-402G11.5	0.15775
PRSS33	-0.54175
PMPCA	-0.70975
APOB48R	2.50183333333333
GLTP	0.502
MPL	0.3205
C9orf78	-0.26275
ADAM12	1.787
CSPG4	-0.897
LOC144305	-0.275
KRTAP4-10	0.7659
PAK1	-0.23475
ADCY7	-0.3834
TAS2R43	0.1975
FRAS1	-0.968
PPP1R14A	0.99
OR2B6	-0.86625
ATP13A1	0.6125
SIDT1	2.2285
C1RL	1.63166666666667
PRKRA	-0.53
TLN1	0.7389
RP11-50D16.3	0.158416666666667
MITF	-1.955
GYS1	0.479
LYG1	-0.222833333333333
NSMCE4A	-0.468
DNAI1	0.30025
HOXD11	-0.6205
FNBP1L	2.2147
DHX35	-0.72775
LCE3E	0.49675
SLC33A1	0.449
DCLK3	1.045
TRIM33	-0.211166666666667
TMCC3	1.22483333333333
FBXO42	0.498333333333333
C1orf27	-0.4304
C17orf50	0.4225
RNF14	0.463916666666667
SLC4A8	-0.904125
RAB3IP	-0.8195
COX6C	2.39535714285714
PCSK1	-3.2868
SLC13A1	0.03875
ARF6	0.697
KIAA1009	-0.035125
HOXA13	-3.41225
HMGN1	-0.35225
CXADR	-2.50558333333333
MGC14436	0.263
UTF1	1.1285
TSC22D1	0.1461
BZRAP1	1.9245
PUF60	0.434333333333333
SHC1	0.07925
HOOK3	0.6214
LIMS2	1.90516666666667
BAHCC1	0.473
CLCC1	0.728166666666667
ENTPD3	2.161
SMO	-0.8665
PIK3R5	0.6785
CDC14A	-0.912916666666666
KRT1	2.57925
ENOX2	0.248833333333333
FLJ22655	1.96925
FPRL1	0.152
INTS6	0.4012
ZCCHC5	0.9705
SMC3	-0.91325
C6orf123	1.03883333333333
FLJ20160	1.66625
LOC653391	0.0108333333333333
GSS	0.33275
NT5M	0.07475
SIX5	0.76475
TAF5	-1.2095
KCNA1	0.937833333333333
ANLN	-3.688
MGC45491	-0.8698
SSTR2	4.1645
LYPD4	0.3375
TH1L	-1.020625
CHRNA5	-3.0585
PNMA6A	0.101
FLJ16369	0.5345
DLX2	-2.5096
C6orf108	0.719166666666667
ALDH3A2	-1.8
CLEC1B	0.915
LEPREL2	0.50975
FOXJ1	2.0555
OR1D4	0.4105
PPIL4	-0.49675
MTRR	-0.92175
SLC27A3	1.20833333333333
HTR7	0.267833333333333
MIB2	0.499
BHMT	-1.523
A2ML1	0.371
MSMB	4.24925
KIAA1383	1.60914285714286
TRUB2	0.124
PF4	0.653833333333333
IL1F5	-0.0388333333333333
LRRC37B2	-0.595
IPO4	-0.862
FIGF	0.68225
QDPR	0.843
ZNF598	-0.9935
BOP1	-1.20925
MAPK12	-1.64383333333333
POLR1E	-1.41075
CEECAM1	0.520333333333333
INSRR	-0.025
SIPA1	1.24575
ULK4	-0.597666666666667
BTN3A1	0.32
FABP5	-0.3685
KBTBD3	0.645666666666667
SORT1	0.257666666666667
YWHAQ	-0.8574375
LRIT1	-0.263
KIAA1704	-0.329
MEIS2	-1.5715
ENOSF1	-1.3155
PCDH7	0.992428571428571
FZD9	-1.32133333333333
RPLP1	1.6035
ZNF75A	0.68375
P4HA3	3.629875
NKX6-1	1.4645
CTA-216E10.6	0.1305
IFT140	1.2625
DENND1A	0.107083333333333
ALCAM	1.971
ABHD2	-0.236954545454545
QPRT	-2.14033333333333
TRAM1	0.1095
ATP1B4	0.3905
NUP37	-1.7785
SAA3P	-0.3185
SLC22A6	0.3995
KIAA0265	0.18925
ZNF41	-0.29175
ADAM19	0.6513
ERAF	0.20725
DEFB119	0.451416666666667
DNMT3B	-4.065
SNF1LK2	-0.69525
MGC24039	-0.0585833333333334
TAS2R48	-0.7095
PNLDC1	0.903
ADAMTS16	1.761125
TMEM92	-0.846666666666667
CCT8	-0.7595
POGZ	0.508916666666667
N-PAC	0.67825
GUCA1B	-0.841666666666667
ZZEF1	0.268833333333333
OR2C3	0.44475
ZNF334	1.0515
RANBP6	-0.41875
LDHB	-2.8575
BAMBI	-1.780875
RAB5B	1.5845
FOXB1	1.50175
MRPS12	0.211
MRGPRF	1.209125
CRIPT	-0.655
CYP2D7P1	-0.0685
RYR1	0.680625
NDUFA2	1.2265
TRIP12	-0.373583333333333
KCNE3	1.99616666666667
MOBKL2B	-0.3278
MIOX	0.257
ACOT7	-1.74875
FGF6	0.2805
RASSF5	-0.5357
ATAD3B	-1.3415
IKZF3	0.0345
H3F3B	-0.344857142857143
C6orf91	-0.177
SEC11C	0.0135
TMEM14C	-0.83575
KIAA1632	-0.089375
SLC38A4	0.21875
FGFR3	0.46625
HES7	2.00775
HINT3	-1.5285
ARIH1	-0.91
FLJ35880	-1.46375
C1orf129	1.069
POU6F1	-0.299875
RPL32	-0.691
BBS1	1.556
RGPD5	-0.5785
SULT1C2	-1.6535
KDELC1	-1.0225
PIP5K3	-1.18983333333333
CHI3L1	0.6754
CSDA	-0.56225
VTCN1	2.2665
WDR62	-1.1065
TMEM170	-1.11525
KIF2A	-2.285
C6orf182	-1.90616666666667
ARL6IP6	-1.76
ZCCHC9	-1.268
RARB	0.285
ZNF320	0.15225
DHX15	-1.240625
PICALM	-0.630333333333333
CNOT6	0.318
HIST1H1A	-0.46525
ZNF702	0.478
OR1E2	0.6415
HLF	-0.7105
LOC442582	-2.064
KIAA0494	0.839375
TCF4	1.7926
APOBEC3B	-1.2795
FAM54B	0.01025
MYH2	-1.74425
FXN	-0.469833333333333
C12orf59	0.5815
PAEP	0.3875
SPG11	-0.00475000000000002
VN1R4	0.11625
KCNJ13	0.13475
NOC3L	-0.6095
C5orf36	0.4575
CPAMD8	1.49625
MLN	-0.1596
FLJ11184	-0.76675
TIAM1	1.05683333333333
OR10J3	0.397
OR52E2	0.4695
PBX1	2.1688
UBL7	-0.155333333333333
PXMP2	-0.5175
SYTL1	0.938166666666667
FAM126B	-0.5515
ZNF711	-1.894625
GGA1	-1.26416666666667
VAMP4	-0.270333333333333
BCAP29	0.2116
C20orf19	-1.61375
ZNF275	0.0785
NEK6	0.33825
SETD8	0.0529166666666666
HEXIM1	1.859
SULT1A2	-0.095125
KLHL9	1.30375
SLC39A12	0.36275
ARHGEF16	1.269
SCN1A	-1.14633333333333
HNRPH1	-1.03833333333333
C9orf103	1.367
ECE1	0.9415
MED18	-3.6895
TEX13B	0.4565
SNN	1.1005
C6orf62	-0.251166666666667
WNT3A	0.3826
IL22RA2	0.175
MGC21881	0.038625
GABBR1	-0.1435
YIPF6	-0.39175
PROX1	-2.298
PPP1R1B	0.551
LANCL2	0.3687
SCN3A	-0.940166666666667
SSRP1	-1.20016666666667
ASXL2	-0.64575
RPE65	0.586
SNAI1	-0.10125
EFNA2	0.23725
CLDN9	0.370625
TP53I13	0.944375
LOC375748	-0.626
C9orf7	1.5785
C14orf178	-0.9075
GC	-0.73525
IER3	0.0556666666666667
KCTD10	0.845375
FLJ45717	1.29625
ADC	1.69916666666667
LOC285908	-0.58725
MLL3	-0.41775
KIAA1787	-0.3615
MGC31957	-0.99875
MUC5B	1.04491666666667
ZNF193	0.48225
CSRP1	0.8055
MOSPD1	-0.851833333333333
C21orf49	0.0865
RAD1	-1.2685
ANKRD34	-1.38725
NFRKB	-0.7225
FANCA	-2.88575
VTI1A	0.311357142857143
PCBP3	-0.487666666666667
BFSP2	-0.56725
ZNF354C	0.416375
FRMPD4	-0.28275
IKBKG	-0.254666666666667
LOC441046	0.00800000000000001
UNQ9438	0.565166666666667
TM4SF20	-1.3275
MAGEC1	-6.113
AMMECR1	-1.24625
GLDN	-0.62675
TTC30B	1.147
SEC13	-0.5493
EGF	0.095375
HAGH	0.532375
VSIG1	0.264166666666667
NHLH2	0.55
NCAPD3	-1.47875
MGC16121	-3.16025
HIATL2	-0.6215
BRCC3	-0.3295
LCE2D	1.355
TMEM79	0.9035
GTF3C5	-0.03275
AKR1C4	-0.3495
C3orf59	0.068625
RBM26	-0.3215
DUSP14	0.0426666666666667
AP4M1	0.295
RIMBP2	-0.241833333333333
ABCC2	-4.54983333333333
DNAJC16	0.735666666666667
TTC12	2.57333333333333
SNX13	-0.8595
C6orf168	-0.285
C1orf100	-1.9675
CSPP1	-1.08741666666667
LRRC56	2.872
OR1J2	0.5345
THY1	1.8115
KIT	0.907166666666667
TBC1D8	-0.0335
EPHA7	-0.3115
SOLH	0.300375
SVIP	0.17825
ZNF294	-0.9015
HAND2	1.73366666666667
CENTB2	-0.0208333333333333
MARVELD3	2.709375
CREB3	1.35916666666667
KRTAP1-5	-2.877
OR8K1	0.6335
MED25	1.00333333333333
FDX1	-0.468
FAM19A1	0.749
IL13RA1	0.1171
ZNF627	0.505833333333333
NHP2L1	-0.9775
EIF2B2	-0.679
ZNF593	0.804
WIPI2	0.41925
RANBP1	-2.1895
TAS2R7	0.691
LOC283514	0.105
CSNK2B	-0.1753
CFHR1	0.0565
DKFZP434O047	0.1115
WBP11	-0.302
TEX2	0.066
GALNT2	-0.261166666666667
FLJ33360	0.5495
WNT9A	-0.304
IL29	1.37475
STK3	0.254
REPS2	2.507875
FAM78A	0.11
MGC3207	-0.185
FCGR3A	6.82625
H2AFY2	2.34375
RNF150	-1.0945
CCNK	0.1965
VEZT	1.53916666666667
FSHR	0.2275
C1orf66	0.108166666666667
LCE2B	0.4216
CD200	-0.02725
ORMDL1	-1.0335
OR51S1	0.2195
KRT83	-0.25725
COL19A1	-1.02525
POL3S	0.09525
ZNF468	-0.254166666666667
BAG3	0.8255
C1GALT1	-1.78125
CA5A	-4.46475
DKK4	-1.608
SGK2	-1.762125
PIK3C2G	0.422
USP11	1.10275
IMPA2	-2.43275
PRKDC	-1.63642857142857
MSR1	3.3005
PDCD6IP	-0.940083333333333
FAM122A	-0.27325
ZNF740	-0.1225
ATXN2	-0.0755
SLC17A4	0.192833333333333
RAXL1	-1.054
RS1	0.79775
NET1	-0.62
NPY1R	4.71333333333333
MVD	-1.0545
C11orf61	-1.31225
CHDH	0.4405
GCNT2	-2.09114285714286
LGALS12	-0.74625
IK	0.0908333333333333
C7orf41	0.0385555555555556
SURF4	-0.1735
C1orf91	0.385666666666667
BCS1L	-0.339
C20orf141	0.673
BCAS2	-0.91025
ACE2	-0.8195
ICT1	0.28125
CD79B	2.13625
MRPS9	-0.61475
AADACL1	-0.52675
IRS2	-0.835
LUZP2	-0.1445
TMEM148	0.38675
ZNF514	-1.2275
ADCK2	0.4063
ZKSCAN1	-0.498428571428571
FASTKD2	-0.1
KCNMB3	0.914833333333333
POFUT2	0.1615
GNG2	-0.4741
OR6Y1	0.124
FAM26A	-1.276
CAND2	-1.377
FLYWCH2	1.25625
BCL6	1.87875
MDH2	-0.595428571428571
DRP2	0.5995
TPD52L1	-0.82075
TXNL4A	-0.023625
OR3A1	0.3655
C22orf9	0.877785714285714
RAB25	2.42216666666667
PCTK3	0.48675
POR	0.3005
ARPP-19	0.00375000000000002
SREBF2	-0.733625
ZWINT	-1.6625
TRUB1	0.485875
ENPP2	0.948333333333333
UXT	-0.312833333333333
ALG11	-0.611
SMCR7	0.79525
SLC31A2	1.79575
USMG5	0.16575
ZNF780B	0.7725
APEX1	-0.295625
THSD3	-2.44675
CEP68	0.7146
NY-SAR-48	-0.86975
ZIC3	-4.08016666666667
LPAL2	-0.1029
MRPL11	-1.38116666666667
VPS53	-1.3665
MPDU1	0.19325
UBL4B	0.0565
LASS3	0.84275
GAST	0.277
SPERT	-0.255833333333333
UBE2L3	0.333875
MLSTD2	-1.04125
ADRA1D	0.5395
FZD10	-0.782666666666667
ATP6V1E1	-0.595625
SAR1A	0.964625
MCTP2	-1.7845
TMEM5	-0.559
BIRC2	-0.937166666666667
TMEFF2	-2.61616666666667
NLGN3	-0.184666666666667
LMX1A	0.59075
C19orf51	-0.458
LOH3CR2A	-0.0311666666666667
SLC9A3R2	2.11016666666667
TIMP1	1.29766666666667
PFN4	1.08025
UCK1	-0.06675
TPST2	0.12525
AQP6	-0.204
OR1N2	0.318
KCNIP1	-0.76875
SFTPG	0.486
KIAA0087	0.2445
UBXD3	2.3733
ABT1	0.313
RIPK5	-0.1985
SMG1	-1.1222
BTBD8	-0.59
PIP5K1C	1.8674
POU2F2	0.8591
C17orf57	0.6095
TSPAN14	0.3579
NUDT16	0.7385
GPT	2.54475
PDK4	-1.2443
ELL3	0.686125
NNMT	1.25283333333333
NUFIP1	-0.6745
RHBDL1	1.9025
FILIP1	1.924
C17orf56	-0.8525
C8orf73	0.32375
FLJ21438	1.18125
TBC1D10A	0.64
ERGIC3	0.00916666666666668
CREB3L4	2.50625
TARBP1	-1.74575
C1orf9	0.91575
COLEC12	-1.46783333333333
FBXO30	-0.50475
TNFRSF25	-0.2175
UBE2T	-2.42
SLC2A1	-0.7497
RPH3A	-0.10125
LSAMP	-2.413
CER1	0.4725
ATP2A3	0.3757
SGK	-1.6315
CCR7	4.27175
ZIK1	0.16325
RECQL5	-0.669
HSD17B7P2	-0.77
MTERFD1	-1.256875
ANGPTL1	1.33383333333333
NLRX1	0.634166666666667
FHOD3	1.5215
PSG7	-0.18925
ARHGEF5	1.408
C14orf21	0.3385
FGD2	1.044375
OR5T2	0.47075
P2RY14	2.4235
PPP1CA	-0.251166666666667
ZNF33B	0.512
MOCS1	0.164833333333333
NAP1L1	-1.1404375
IGSF21	2.98
PTDSS1	-0.744923076923077
SLC38A6	-0.41825
GLCCI1	-1.278
CCR4	1.188
OLFM2	1.448
COX6A1	1.015
B3GALT2	0.23
BEST3	-0.9552
CD14	3.5395
ABCC9	1.087875
SNAP29	0.12175
HMGCR	-0.823875
IFT74	0.655
CNTROB	0.206666666666667
ZNF548	0.783875
INSL6	0.99775
HERC1	-0.375
HOXB1	0.006
EMCN	4.8515
BLNK	1.48
SKP1A	-0.240142857142857
IL19	1.8625
DOC2A	-0.32625
COPB2	0.637666666666667
CDC27	-0.4735
LECT1	-0.702
UBR1	0.0699166666666667
COPS6	-0.51475
MCCC1	-1.128
C12orf33	0.6645
POM121L1	0.0175
GPC4	-0.482
ZNF664	0.554555555555556
VAC14	0.468833333333333
PPY	0.3235
SRCAP	1.09125
PPP1R13L	1.75825
BPGM	0.86575
HMOX1	0.0806666666666667
MC4R	-0.03625
FAM126A	-2.32425
PRR13	0.77875
INS	0.34275
FLT1	1.379
FEM1C	-0.736
SLC25A2	0.88425
TMED3	0.32275
