Hybridization REF	TCGA-BH-A1EW-01A-11R-A137-07
SHFM3P1	0.202166666666667
CPA6	-1.439
JAG2	0.38025
DEFA3	0.39325
PPBPL2	0.311833333333333
CD34	3.9555
SLCO4A1	-2.145
AFG3L1	-1.68133333333333
SHD	-0.0885
RP13-122B23.3	-0.8545
PRKCSH	-1.30116666666667
DPH5	-0.476833333333333
HLA-F	2.464875
TBC1D4	-1.50175
RIG	0.194666666666667
GLUD1	-0.444
HNRPCL1	0.2065
HBXIP	-0.1495
RNF207	-0.88
APIP	0.04225
PLA2G3	1.47033333333333
CCDC84	-1.31475
MYLIP	-0.999307692307692
PHIP	0.1545
AARS2	-0.590833333333333
DHX32	0.627
SCAPER	-0.350833333333333
MEN1	-0.332875
NIP7	-0.48375
FLJ25404	0.4475
FASTKD3	1.33
TMEM158	-2.50991666666667
RARA	2.102
BDH1	1.713
ANKRD16	0.972
CARM1	0.1345
SS18	0.617833333333333
IKZF2	-0.406416666666667
MYD88	0.758
PML	0.43805
TAF1A	-0.0955
CBFB	-0.49325
HIST1H3H	-1.60316666666667
C7orf29	-2.403
COMMD4	-0.3035
DPP3	-0.6805
DAB2	0.91425
LOC388882	0.2855
YPEL4	-0.114625
AGBL3	0.503
LRP6	-0.4474
SERPINH1	-0.186916666666667
TLE1	-0.44625
CD244	0.347833333333333
ZDHHC15	-0.84825
MGLL	-0.4009
PLDN	-0.489833333333333
LOC654346	1.8685
FAP	2.54425
GPR37	0.109166666666667
SCARA5	1.831
EBF4	1.58681818181818
LSM6	-0.3075
MLLT1	-0.27125
SLC5A12	-0.2045
A2BP1	-1.52866666666667
COPS5	0.653666666666667
TPM4	-0.634928571428571
TNFSF4	0.158166666666667
ACADSB	1.54794444444444
HERPUD1	0.657
BCL2L11	-0.650722222222222
CEP78	-1.545125
CDCA3	-1.121375
WBSCR19	-0.1475
MYO1A	-1.3155
PPEF1	0.653166666666667
LOC440348	-0.656
CPEB2	0.724875
BPTF	-0.141166666666667
RPL21	-0.08625
GSX2	0.1825
ADPRH	0.884666666666667
C17orf68	0.451833333333333
KCNS1	-0.363333333333333
MLLT6	0.5038
PIWIL4	0.17025
RNF26	-0.96675
RAP1B	2.80425
ADAMTS1	-0.283
ZNF571	0.919
P2RY6	0.47375
TRIM21	1.16083333333333
CADM3	0.2065
NLRC5	0.808833333333333
ADRA2B	-0.0441666666666667
LOC90835	0.291125
PCF11	-0.332
LOC400451	1.5065
GLTSCR1	0.3575
C17orf88	-0.385666666666667
CDH16	-1.36325
FGF7	3.867125
PCSK4	-0.356166666666667
NPC1L1	-0.830166666666667
TAT	0.856
TBCA	0.16675
MGC33407	0.2435
GPR115	-0.6545
CYGB	0.412
FNBP4	-0.681166666666667
C12orf43	-0.422
CBL	-0.9297
CLECL1	2.14975
PPAPDC1A	-0.45425
WDR25	-0.184666666666667
SGCA	1.704
C22orf29	-0.0301666666666667
YIPF1	1.23325
GALK2	-0.31525
RAB3B	-3.03716666666667
LOC440087	0.20825
UCP1	-0.7455
REEP5	2.027875
FADD	1.5983
FOXA1	2.995
CACNA1A	-0.000999999999999992
ABI1	0.907166666666667
GRIN2D	0.57125
SLC1A4	0.334333333333333
LOC401127	-0.49675
HINT2	0.673
PLD4	0.426166666666667
ZNF286A	-0.8275
ENY2	0.7555
IL1F6	0.119
PXDNL	2.043
C20orf79	-0.08025
TNFSF13B	3.35883333333333
DENND3	0.147875
JARID1D	-1.898
HIST1H2AK	-0.41425
LOC93349	-0.832
SSH1	-1.0883
ENSA	-0.02125
LOC219854	0.533166666666667
CKAP2	-2.3637
DKFZP564J102	-0.0763333333333334
MGC87315	-0.731333333333334
HNRPAB	-0.65475
AMH	-1.6565
ZNF526	0.615
BRUNOL5	-0.1795
CACNG3	0.102166666666667
TRPM1	-1.302
PPP2R1A	0.467
COL2A1	-1.18525
DDN	0.1255
FLJ25770	0.581
HK2	-1.44421428571429
ELOVL6	-1.539125
MDK	1.82075
EPHX1	1.84375
RASSF2	0.62225
DKFZP434B0335	-0.62125
DLX3	-0.36625
PRTN3	0.46025
AVPR1A	0.714
C21orf125	-1.39575
TNFAIP8	0.294666666666667
GNB2L1	-0.70975
CALCRL	3.24375
SCGB2A2	7.109
UBXD7	1.062
ZNF674	0.063
TMEM35	0.027625
BRSK2	-0.233125
HECTD3	-0.339833333333333
TMEM188	0.01675
LGALS9	2.26275
SCARB2	1.17983333333333
USP34	-0.325833333333333
C17orf28	1.46366666666667
ZDHHC23	-1.61625
AQP12B	-0.154
SLC16A3	-1.101875
APLP2	-0.15875
ITIH2	-4.335
MICAL3	-0.662625
TNNI3K	0.9939
HDAC2	0.460375
PRR7	-0.2948
THBS2	-0.101875
LOC751071	-1.00333333333333
CA2	1.78033333333333
RANBP17	-1.61525
RLN3	0.377
CRYZ	-0.637666666666667
GBAS	0.700666666666667
TAS1R1	-0.33325
MPZL3	0.6405
PCDH8	-2.44325
HSP90B1	-0.317583333333333
KCNK15	1.423
TNIP2	0.647166666666667
GPR146	0.14025
NOL6	-0.299375
SPC25	-2.51855555555556
STEAP2	2.55464285714286
VAMP3	0.785666666666667
TCIRG1	-0.42975
ZP4	-0.0973333333333333
PARL	1.994625
TRIM39	0.353666666666667
KIAA1305	0.6415
CRNN	0.196833333333333
GRN	0.198
HSH2D	-0.64875
SCAMP1	0.9593125
KIAA1913	0.62075
PTS	-0.06425
BANP	-0.274214285714286
PRKACG	0.2605
ADCY6	0.325166666666667
C16orf46	0.788
CYP51A1	0.061625
DDC	-4.4675
ANPEP	0.400166666666667
PROM1	3.13266666666667
SIGLEC10	0.97675
COPG	-0.471
FAM26E	0.46375
TRIP4	0.08325
SNX3	0.397833333333333
C1orf175	0.218
PPY2	0.0315
C14orf152	0.5515
FTSJ1	-0.419333333333333
DST	-0.748
LOC554235	0.17525
GLRX5	-0.14075
C20orf12	1.183
CAB39	0.127
MSH2	-1.1645
PIP4K2C	1.242125
CYLD	0.923875
WTAP	1.648625
MGAT4A	1.78533333333333
TSC22D4	-0.5876
CHRM2	-1.251
PPYR1	0.255166666666667
CCNH	0.091
RRM1	-0.38175
ECAT8	-3.6355
LOC400120	0.60125
GABRA4	-0.123375
C14orf4	0.917666666666667
C1orf59	-0.65975
CTDSPL	-0.162
NHEDC2	-0.284
PDE11A	-1.4120625
KLHL29	-0.9735
CD5	0.8003
TSPAN9	1.1584375
WDR67	-1.06975
THUMPD1	0.3226
C18orf17	-0.334
CLYBL	0.744666666666667
FLJ13231	0.385125
CMBL	0.429625
LECT2	-0.00925000000000001
NKAPL	1.90133333333333
LOC654780	0.6445
OR4C6	0.268
RAB30	0.192
TSSK4	-0.1905
TMEM163	0.283
OSBPL11	0.0506666666666667
GNB5	-0.518
CCL21	0.904
C1orf121	0.559
FMO2	1.911
RPTN	0.301
MSTN	1.726
VCL	-0.521857142857143
FYTTD1	1.9025
C11orf1	0.437
CCDC88C	0.1315
HFE	-0.197555555555556
MOGAT1	-1.3075
FAM125B	0.925666666666667
IRGQ	0.418
RAVER2	0.1855
AKAP5	-1.152
SSSCA1	-0.62375
C11orf63	0.685375
ACTG2	0.4818
PORCN	-0.7765
DTL	-1.11281818181818
TMEM151	0.2805
FAM122C	-0.127
RSAD2	4.3869
BAT4	-0.831
KRTDAP	0.048
MYH8	0.03775
CRTC3	1.1775
LRRFIP2	0.4075
INTS4	-0.965333333333333
TTN	-0.867666666666667
SLC26A5	0.15
PLLP	-1.0025
RGS6	-0.243875
SRGAP3	0.743
ZNF525	-0.154
NBR2	-0.857666666666667
C13orf1	-0.5692
ZNF137	-0.4045
CEP27	-1.369
BEST2	0.263
RNF121	-0.232
DMRTC2	2.396
C8orf76	0.8715
BCCIP	0.474875
MEST	-0.0625
HTRA2	-0.295
ANGPTL2	0.58675
ILKAP	-0.0338333333333333
ERAS	0.1265
HBS1L	-0.33075
CPA5	0.1465
TMEM30A	0.696
CD300LF	1.88333333333333
WISP3	1.8485
CRK	0.182928571428571
PDS5A	0.5969
BRPF3	0.362833333333333
NEDD9	-0.491875
SMPDL3B	1.58025
PSG6	-1.08675
PSMD13	-0.005
ETV5	-2.035
OR51A4	0.0805
BTBD7	-0.1965
GSTO1	-0.796625
hCG_16001	1.2055
MAD2L1BP	0.265833333333333
COX6A2	0.661
SCNN1A	2.89566666666667
LSM1	0.547166666666667
UGT2B11	-0.054
IDUA	1.231
PPP2R3C	-0.4615
COX11	-0.701333333333333
PDZK1	3.837
ZNF443	-0.0323333333333334
MGC21874	1.08616666666667
ZNF323	0.5946
KRTAP10-10	0.3105
CXCL6	1.9475
SLC34A2	2.351
LOC284402	0.04
NPTN	1.08558333333333
UPP1	-0.693083333333333
SLC6A9	0.707
OR7G3	0.208
CISD1	-0.5005
ZNF545	0.17
SYT14	-0.464
NT5C3L	0.758666666666667
ZNHIT3	0.965333333333333
SNRPD3	0.56825
KIAA0701	-0.015625
UNC93B1	0.117833333333333
GMNN	-1.050875
SPCS2	1.0995
LOC388524	-0.3895
NAPRT1	0.171125
PNLIPRP1	0.17275
OR6V1	0.4575
PRKAB1	-0.655
EYA4	-3.7585
KIF20A	-1.828
ALG10	-0.5975
ITPKC	1.54416666666667
LMX1B	0.274333333333333
RPUSD4	-0.4805
C7orf34	0.0498333333333333
DLGAP2	0.264125
PFN1	-0.7095
MICALL2	-0.739583333333333
ZNF654	-0.481
SS18L1	-0.631
SLC16A8	0.0255
MKI67IP	0.544166666666667
ITGB3	0.0655
TCEA3	1.54183333333333
CEP152	-2.571
CLIP1	0.04875
ZNF75	0.5920625
ATP5C1	0.146833333333333
NUDT5	-0.354833333333333
PSCDBP	1.726
UBP1	-0.354
RBM27	-0.1165
C13orf15	2.253625
ZNF282	-0.0915
ZNF222	-0.1904
COL10A1	4.25675
PRDM15	-0.601375
TTTY5	0.0255
FAM9C	-0.658583333333333
C20orf67	-0.21975
GNG13	-0.5135
F12	0.3335
C1orf41	-0.40425
CPXCR1	-0.359
GSK3A	0.50475
SUPT6H	0.304
PI16	3.29183333333333
ELL2	0.314
C9orf167	-1.84666666666667
PVRL3	-2.3826
FLJ38596	0.615
ADAM20	-0.26025
GPR89A	0.6535
GPR87	-1.648
ZNF30	1.41075
SMR3B	0.0475
ZNF770	-0.420125
TRPC4AP	-0.590666666666667
DKFZP686E2158	1.39333333333333
C2orf28	0.0373333333333333
FREM1	0.6245
LAMA4	0.1115
ADPRHL2	0.439
EIF4G2	0.843
GUCA1A	-0.3575
CTNNA2	-0.942
NUDT15	-1.52533333333333
CEPT1	0.260833333333333
ZNFX1	1.169
CCDC92	0.87925
TDRD1	-0.299
KCNK5	-0.804
ETNK1	-0.00483333333333333
LTA	0.3605
TTPA	0.431833333333333
B3GALNT2	0.09475
SC65	0.246833333333333
PEX5L	-1.26375
EPS15L1	-0.242
MGEA5	-0.552875
HIST1H3A	0.97425
ING1	0.12025
BCAT1	-3.102875
ORC6L	-0.326363636363636
KLK11	-2.7695
C19orf28	-1.691
DNER	-3.15575
MED22	-0.764214285714286
ETV6	1.24016666666667
CHAC2	-1.5115
CD300E	0.557
CEBPB	1.94433333333333
ZNF398	0.18625
LRCH3	0.3725
HMGA1	-1.409
CAPN7	1.101
MGC5566	-2.07675
CCL3	2.168125
NANOS1	0.59175
ZFYVE19	-0.31
APITD1	0.335833333333333
PARD3	-0.485125
IRAK4	-0.392166666666667
SERPINI2	0.2345
CEP170L	-0.9015
TTC9	2.0745
MYOM3	-1.57225
MLPH	0.81575
LOC222699	0.179
NRG1	-1.56808333333333
TBC1D9	4.00354545454545
TTK	-2.06416666666667
ZNF557	0.716
DDX41	-0.345833333333333
FANK1	2.1785
UBE2D2	0.39375
PSMB10	0.16525
MYH7B	-0.039
GABARAPL2	0.289875
MARVELD2	1.4435
DGCR2	0.863333333333333
UNC45A	0.195833333333333
C6orf72	0.407
ZNF683	2.66125
GIT2	-0.246125
CASK	0.4325
C14orf161	3.07166666666667
LRRC44	-1.6855
TIFA	0.542875
UTP11L	-0.101375
C6orf65	-0.78375
FDPS	-0.0095
DUSP9	-1.5472
SLC17A8	0.399166666666667
OR51G1	0.093
NANS	0.1615
OLFML1	0.9905
ATP10B	-1.321375
NPAS3	-1.20175
PRKCA	-2.188
GGA2	-0.3335625
LCE4A	0.606
SPANXN3	-0.21175
CCDC115	1.0225
SDCCAG3	-0.678
GLIPR1L1	-0.15575
TTC1	-0.21625
C17orf76	0.18775
MAD2L2	-0.16975
HIPK1	-0.375
LRRC3B	-0.0681666666666667
CLN3	-0.0751818181818181
C17orf47	0.0775
FMN2	0.338375
TUBB1	-1.043875
WAPAL	-0.024
C3orf21	0.7465
SCN5A	-0.293
SMYD1	-0.11175
BEX5	1.41975
ZNF192	0.132
SEC22A	-0.266
GRIA2	0.806357142857143
KIAA0825	-0.5535
NUSAP1	-1.925
LANCL1	-0.426875
C15orf40	-0.698
ZNF645	0.162625
GPR61	0.10725
NLRP14	0.1765
SNX21	0.1702
C1QTNF8	0.1475
C17orf46	0.3755
IFNA8	0.58
SPRR1B	-1.22633333333333
FLRT1	-0.9185
SNX17	-0.577333333333333
ASB2	-0.0151666666666667
HBG1	-4.782
RPRML	-0.42775
JOSD2	0.5205
PLSCR3	-0.213
SPOCD1	-0.6415
RAB39	-0.4935
GHRH	0.704
ITIH5L	0.083
C17orf37	0.77025
SMCR8	0.873
DPY19L2P3	-0.7225
IL11RA	1.13716666666667
GDF3	-3.45733333333333
RPS6KB1	-0.662416666666667
DNAJC19	1.3592
TOP1	-0.42
CRCT1	-0.072875
MPST	0.467125
DPM2	0.109375
FAM38B	-1.545
SLC18A1	-1.57433333333333
FARP1	-0.275
PAX7	0.2485
TUBD1	-0.3835
GNL3	-0.06275
BTG2	1.97386666666667
NDUFS6	0.753
C1orf79	-0.45825
ERAL1	0.1455
ECHS1	0.532
VPS4A	-0.595833333333333
CYP11A1	-0.456375
ABCC6	-0.892785714285714
PBX4	-1.9785
MOSC1	-0.472625
NCF4	0.73025
HYMAI	-0.163
NAGPA	-0.2915
OTOP2	0.226
ACOT12	0.24875
MTHFD2L	0.296125
LOC441376	4.2775
C19orf34	-0.213
RAB1B	-0.5725
ALDOAP2	-0.1725
NTRK1	2.57583333333333
ARTS-1	0.2864
SLC6A11	-0.611
NAP1L2	1.26
CNGB1	0.00283333333333333
EPB41L4B	-0.650583333333333
FAM134B	1.863375
HS3ST3A1	-1.03033333333333
CPXM2	5.12775
SIRPB2	-0.1605
CHORDC1	-0.946833333333334
TRIB3	-1.134
SLC2A5	0.26525
C2orf49	-0.6835
DDX5	0.65275
OR5L1	0.1215
ANAPC4	-0.207166666666667
ZSWIM1	0.79925
LOC93622	-0.023375
KCNK3	-0.5202
RP11-35N6.1	-1.714125
ZFP161	-0.4505
AQP9	3.91475
SLC15A2	-0.264666666666667
MREG	1.4495
OR9I1	0.338
PDLIM2	-0.270875
ADAM7	0.411
GSTCD	-0.061
WDR21A	0.035125
SLC12A8	-0.0163333333333333
TMEM174	0.041
IGSF3	-0.0110833333333333
LRRN1	2.45775
LOC402117	0.3835
SRPK1	-0.603166666666667
LY6K	-0.628125
NFIA	2.1965
PTCD3	-0.1235
LEP	3.16433333333333
PCDH21	-0.262666666666667
MAPKAPK2	1.29242857142857
NMNAT1	-0.495666666666667
LHFPL2	0.63225
C9orf43	1.07125
DIP2A	-0.741333333333333
ACTR8	-0.295375
CCDC34	-0.908
PTPN22	-0.16525
ITGA3	-0.34475
FAM129C	1.191
RABGGTA	-0.285666666666667
UNC45B	0.544
KIAA1033	-0.405
ZNF510	-0.471833333333333
CYP2D6	-0.225
SLC26A10	-1.3385
STX8	0.03075
LUZP1	0.1515
WDR89	-0.0505
EIF4G3	-0.5273
C5AR1	1.591125
ZNF623	0.3425
A2M	0.908
TGM7	0.075
GRPEL1	0.160166666666667
LMNB2	-1.8797
ROCK2	-0.286833333333333
SNX16	0.553125
CCDC66	-0.1325
ANXA3	-0.56275
KIAA1609	0.27325
EED	-0.8545
RNF32	0.695666666666667
HES1	0.3824
CLC	1.81583333333333
ISL1	-0.8425
KIAA0528	-0.343
MANEA	0.160375
C1orf61	-1.441
hCG_2001000	1.365
RAPGEF6	-0.2673
KIAA0020	-0.259333333333333
NEIL1	0.37425
C16orf45	0.271125
RBM10	-0.650333333333333
C10orf125	-1.083
MRS2L	-0.40825
DNAH17	-0.871625
C19orf10	0.7805
C1orf160	0.516
SLFN12	0.71725
EXOC3	-0.0938333333333333
HIST3H3	1.001
NCOR2	-0.1305
TNFRSF9	-0.05775
MFSD8	0.9075
ALX1	-4.03566666666667
NOL1	-0.47025
PODN	2.696
TIAL1	-0.467
HIST1H1E	-1.299
NPY6R	0.292
TM4SF4	0.1295
CORO2A	0.192
ETNK2	1.08333333333333
APOE	0.1601
ANGPT4	0.1215
HDGF2	-0.196
G30	-2.3175
ST8SIA4	0.023875
F2RL1	-0.49
FAM19A4	-4.04375
CCAR1	-0.4535
B3GNT7	0.38025
OPHN1	-0.0585999999999999
DSCR6	0.1925
C21orf13	1.6005
GAS2L1	0.593
RFX3	-0.16
COPS4	0.527125
BCHE	-2.65433333333333
BCL2	2.544125
HBZ	-3.05033333333333
ARL13B	0.116625
MAPBPIP	1.571375
MYO15B	-0.00875
SPZ1	-0.0425
KIAA1324	2.71922222222222
PLCL2	0.083
C4orf29	-0.221
WDFY2	-1.248
ZNF284	-1.4245
NAALADL1	-0.018
DUSP5	0.697833333333333
PXDN	0.957875
SLMO1	-0.714
TNXB	0.573
BIRC7	-0.922
A4GALT	2.38533333333333
TIMM22	0.64125
FAM110C	0.283
TOMM34	-1.078
ABHD9	-0.3295
ADAM32	2.2505
CRHBP	0.38
AQP2	0.348625
LOC130355	1.2355
ZNF187	0.0813333333333333
ZNF816A	0.299
F7	0.820375
CNOT1	-0.6182
SLC13A4	-0.5835
ZBTB11	-0.25975
B3GALT5	0.952
EXOC2	0.252166666666667
IRS1	1.2953
TMEM1	-0.1145
MRPL34	-0.732333333333333
SAMM50	-0.2415
CDC42EP3	0.474875
HSF2	-0.4333
MFN2	-0.1335
TSPAN7	-0.184333333333333
NUCB1	1.01875
RHOH	-0.9615
ARL16	-0.3765
TACR1	0.199
SFRS5	-1.4085
SNX25	-0.000749999999999997
RHBDF1	0.184333333333333
PCDH18	1.95783333333333
HMG1L1	-0.83175
MYO5C	0.71775
MAPK10	0.7885
LDHAL6A	0.206166666666667
NUDT12	0.763
NCAM1	-0.164375
GLIS2	0.133
GGTL4	0.76425
DAPP1	-0.39025
ATF7	0.987875
KIAA0748	-0.35175
NFIL3	0.688
TM6SF1	0.7223
SEZ6	-0.02925
NANOS3	0.0198333333333333
DNAJA3	-0.5325
CLDN6	-1.127
CIITA	2.3667
EPHA4	-0.817083333333333
FANCC	-0.237
CMTM3	-0.43125
PSG3	-0.612875
MRPL15	0.399
C21orf59	-0.38025
PLCXD2	-0.03425
C2orf34	-0.5045
UBE2L6	2.4165
MED14	-0.217833333333333
HP1BP3	-0.3977
C6orf208	0.0425
TPBG	0.96
OSR2	-0.05025
XPC	-0.0405
KLHL7	-0.2745
CCR3	-0.2576
AGTPBP1	-0.8535
PCSK6	-0.8626
STAT5A	-1.3344
FAM18B	1.16525
LONRF2	0.711166666666667
PTPN2	0.2755
SF3A3	-1.09883333333333
EFCBP2	-0.129
HCFC1	-0.835166666666667
AHNAK	-0.44075
ACTR5	-0.21125
KIF14	-2.45028571428571
TENC1	0.93825
HEATR5B	0.6655
YIPF2	0.100833333333333
MYEOV2	1.25783333333333
DUSP18	1.21275
KIAA1012	-0.10875
AHR	0.607
C17orf53	-0.731333333333333
PTPRH	-1.16925
ATP6V1C1	1.0121
TAS2R3	0.279
LOC440356	0.229
COQ10B	1.22725
PSMF1	0.352083333333333
SORBS2	2.47483333333333
NFE2L2	0.49475
TMCO7	-0.22825
SH3PXD2A	-0.5278
SH2D2A	0.805
SPINK5	-2.128
MRPS24	-0.58175
OPA3	0.1965
TRAF7	-0.138166666666667
C4orf35	0.331666666666667
MT1G	-0.273875
MGC39545	0.643666666666667
HS1BP3	-0.0365
OR2B2	0.1875
CHRM4	0.102
SFRP2	3.20866666666667
RIC3	-0.4885
ART1	-0.0265
C6orf1	0.5555
DUS4L	-0.36025
C10orf104	0.185
TNFAIP6	3.5985
RTEL1	-0.91425
CCT4	-0.4385
ZNF709	-0.5115
CHMP6	0.256166666666667
UPP2	0.1755
CYP19A1	-1.502375
CD151	0.2095
NDUFA13	0.109833333333333
ARFRP1	-0.460666666666667
FAM26B	1.8985
CRYBA1	-1.195
MRPL41	-0.0731666666666667
NPFFR2	-0.55425
HRH2	0.176
SCAMP3	0.8065
MTMR6	0.3771
MTG1	-0.963833333333333
UBTD1	0.9695
CRABP1	-1.8055
FLJ33790	1.0129
KIAA1908	-0.9585
GPR158	-1.9645
PACSIN3	-0.0495
OMD	3.61066666666667
CATSPER1	-0.463
HOXB8	-1.529875
FBXO46	0.9255
OAS1	2.6335
SVIL	0.3945
PHB2	-0.7885
ADCY3	0.075
NDRG2	0.899333333333333
ERMAP	-0.3964
APBA2	-0.914833333333333
IGSF9	2.45025
WNT6	-0.195785714285714
MYCBPAP	1.05175
ATP2B2	-0.2758
CPVL	0.4158
TRAM2	-1.12966666666667
NOP5/NOP58	-0.2205
ZNRF4	0.037
TLK1	0.025875
MTMR12	0.778
ZNF384	-0.0136666666666667
FAM9B	-2.498
RPN1	-0.4755
PMVK	1.18
EIF3D	0.0885
SIX2	-0.34
HPS1	-0.106
RNF7	0.10375
PSKH2	0.326
KCTD13	-0.224166666666667
CSMD3	-0.4885
FBF1	-0.281
IL8	-3.3815
SERPINB13	0.177166666666667
FBXL20	-0.3215
BLR1	0.28325
SH2B1	-0.682833333333333
RFNG	-0.27
RAB20	1.345
RBM7	0.17
POLR1A	-0.341833333333333
TMPRSS4	-0.2645
TAF9	0.01075
TERF2	-0.460166666666667
TNFRSF1A	1.15575
ACADVL	-0.175166666666667
GTF2H5	0.61425
EDG8	1.381
C9orf140	-1.68625
UST6	-0.466
ZBTB8OS	0.09425
ZNF710	0.474
GPR174	-0.8585
ATP6V0A2	-0.76375
KIAA0319L	-0.58575
XKRX	-0.425
DOPEY2	0.8803
SDHD	-0.13925
SUMF1	2.39225
OSM	2.47025
OPN3	-0.35825
DAGLB	-0.535833333333333
PPFIBP1	-0.8019
TRIM63	-1.53825
C10orf53	0.1415
LYPD3	-0.204666666666667
BCL7A	-0.6875
AGER	-0.724833333333333
TCF19	-0.918125
SAT2	0.60825
PFTK1	0.814166666666667
GABRE	-0.270625
C15orf38	0.7818
FIS1	0.3545
KCNV2	-0.0125
CLPS	0.2375
PPCDC	-0.45525
FOXN2	-0.3905
NT5E	-2.2642
CD83	0.56325
IL18	-0.074
VPS16	0.38
IGFBP2	0.247333333333333
NOTCH2	1.23925
SIGLEC1	2.87225
CD93	5.967
SULF2	0.94125
CEP164	-0.1265
P53AIP1	0.133666666666667
TOR2A	0.0396666666666666
ZNF136	-0.9545
MGP	4.0185
CCDC144A	-0.9765
TRPC1	-1.03066666666667
SMS	0.237666666666667
MAPK7	0.185333333333333
RRAGC	0.95175
PARD6A	1.43416666666667
NUB1	0.627166666666667
SYNGR4	0.4805
OR11H12	0.184
WIF1	1.3545
GCH1	0.624
OR11H4	0.2695
SLC44A5	0.3145
GPRIN2	0.117166666666667
LOC401431	0.715
CPA4	-2.2019
MELK	-1.49866666666667
IL15RA	1.16125
CUL3	1.533625
HMBOX1	-0.54775
PODXL	-1.69275
CCT6B	1.1985
COMTD1	-0.769
MUC20	0.681666666666667
GPX2	-2.94975
ITK	0.612875
FBXL5	1.65725
C13orf27	-0.8405
DEFA5	0.3465
TRHDE	1.089
MTP18	0.391166666666667
UQCRQ	1.6112
ITGB2	1.3925
CSRP2BP	0.41775
TAS2R44	0.1775
PHPT1	-0.011625
FAM44C	0.08525
ERH	0.52725
MPHOSPH1	-1.7495
MORC1	-0.2485
PARVB	-0.4775
LAMA1	-2.1415
PGBD3	0.47675
GIMAP6	4.45125
AREG	0.9395
LIPT1	0.6385
MGC99813	0.007
C1orf201	0.281833333333333
GRIN2A	-0.7172
MAN2C1	-1.497625
NSUN5	-1.044
SF3B5	0.385
MYC	-0.9139375
NRXN1	-1.52441666666667
ZNF18	0.24625
SPDYA	-0.64175
SLC37A1	1.4635
DECR2	0.012
ANKRD38	-0.41575
SPTLC3	-1.13825
SUPT16H	-1.519625
DTWD2	-0.5665
ULBP1	-0.436
ZADH1	-0.673833333333333
OIP5	-2.337
IL10RB	-0.0573333333333333
OTUB2	0.222625
VWA3A	0.122333333333333
SPIC	0.167666666666667
OR6C4	0.2235
PSCD4	1.48983333333333
DPY19L2P2	-1.0665
TRAPPC6A	0.958166666666667
C21orf2	-0.675666666666667
CEMP1	-0.5625
LIN7B	0.751
E2F7	-2.3045
VCP	-0.2150625
LAMA3	0.45925
BGN	0.84025
GPR160	2.2325
COCH	-4.58766666666667
GPR81	0.411
APOBEC3F	-1.6985
tcag7.1017	-0.47875
C1orf32	0.4605
SCGB1D2	5.655
FLJ43987	-0.396
C6orf170	-0.434
KLK9	0.2845
GPD1L	-0.22275
VPS37B	-0.23025
ATG3	-0.2685
ADAMTS17	-0.0615
KLHDC2	-0.1695
NDUFV2	-0.36275
BLK	-1.89675
MATN4	-1.4465
GPM6A	0.455
GBP4	3.42116666666667
TMEM162	0.364833333333333
PKP2	0.2605
HRASLS	2.811
MMP1	-3.38875
SFXN3	-0.0748
FSD1	-1.43066666666667
ST6GALNAC3	-1.18733333333333
CA12	3.4019
NCOA6	0.791
C19orf58	0.174
PPP4R1	-0.3125
MAN1A2	-0.0896666666666667
IKBKAP	-0.74225
UPF1	-0.0458333333333333
KIAA1219	0.85975
WNT16	-0.0938
SNW1	-0.36525
IL18RAP	4.096
RPP30	0.052125
CDC40	-0.334428571428571
SETD3	-0.429333333333333
SLAMF6	0.34525
ELK4	-0.4125
TRIM47	1.19116666666667
ACOX3	1.87975
TRIM6	0.218875
KIAA0372	-0.399666666666667
TP53AP1	1.4065
SMURF2	-0.11875
ADAD1	0.191
EBP	-0.5635
KRTAP13-2	-0.7665
FLJ36874	0.8275
TOR1A	0.509833333333333
P2RY4	0.435
GPBP1	0.7445
TRPV1	0.272875
ADAMTS12	0.122
PES1	-0.1903
ATG4A	0.796833333333333
MAGEA10	-4.23675
WFS1	2.17125
CC2D1B	-0.2955
PABPN1	-0.986
SLC25A30	-0.069
SLCO1C1	0.658
SLC22A5	1.4815
KIF23	-2.01466666666667
SYN2	-0.2805
ASPN	6.73816666666667
CENTG2	-0.66325
QSOX2	-1.2941
FLJ10815	-0.317
STK24	-0.004
SPEG	0.1481
STK10	0.242
DACT2	-2.9675
AAAS	-0.93925
SSX3	-1.0445
ABCD3	0.7435
C4orf12	0.411
PARVG	0.367166666666667
FIG4	0.56975
C9orf46	1.931
TMCO6	-0.4405
IGHMBP2	-1.0165
DUS2L	-0.680666666666667
FAM3C	0.8626875
TMEM16D	-2.129125
DCTN4	0.292
KCNH3	0.11375
EIF2AK2	0.6215
AP1S3	0.632625
CST4	1.1475
PAM	-0.11975
NUTF2	-0.4965
CITED2	0.2636
SLC39A4	-2.1445
C2orf52	-1.464
GRM3	-0.232
C12orf49	0.79075
CCDC49	-0.1862
GRAMD1B	-1.113875
FNDC4	1.164
SIAH2	0.70025
GDPD4	-0.02725
C21orf87	0.021875
ATP5A1	-0.145833333333333
C16orf63	-0.127875
LOC388135	-0.0998333333333333
ATP5J2	-0.71
MMP3	-0.308
EMID2	0.11725
CRHR1	0.24925
WDR70	-0.53975
C13orf31	0.43975
ZFAND1	0.40675
CCL18	4.50366666666667
C3orf49	0.195
RINT1	-0.886
KIAA0408	-1.94266666666667
F13A1	5.3033
SLC10A1	0.0045
OGN	4.06375
