Hybridization REF	TCGA-AR-A1AY-01A-21R-A12P-07
LOC222699	-0.295
NRG1	-0.00283333333333332
TBC1D9	-0.645363636363636
TTK	0.883833333333333
ZNF557	0.432
DDX41	0.0223333333333333
FANK1	1.7455
UBE2D2	-0.769125
PSMB10	-1.076125
MYH7B	0.5095
GABARAPL2	0.0875
MARVELD2	0.163666666666667
DGCR2	0.232833333333333
UNC45A	0.279
C6orf72	0.316
ZNF683	2.321
GIT2	-0.086
CASK	1.6815
C14orf161	1.374
LRRC44	-0.1355
TIFA	1.46925
UTP11L	0.970625
C6orf65	-0.94725
FDPS	1.2205
DUSP9	-1.068
SLC17A8	1.3686
OR51G1	0.1004
NANS	-0.529
OLFML1	1.0915
ATP10B	-1.10275
NPAS3	-1.42925
PRKCA	-1.471
GGA2	-0.052375
LCE4A	0.133
SPANXN3	0.349333333333333
CCDC115	1.322
SDCCAG3	-1.7295
GLIPR1L1	-0.759
TTC1	-0.58125
C17orf76	-1.2315
MAD2L2	-0.5045
HIPK1	-1.6645
LRRC3B	-0.106
CLN3	-0.122772727272727
C17orf47	0.249
FMN2	-2.583
TUBB1	-1.174
WAPAL	-0.106333333333333
C3orf21	-0.07825
SCN5A	-0.1094
SMYD1	-0.562333333333333
BEX5	2.1525
ZNF192	0.8745
SEC22A	1.0075
GRIA2	0.583307692307692
KIAA0825	-0.93075
NUSAP1	-0.425363636363636
LANCL1	-0.87325
C15orf40	-0.8539
ZNF645	1.2165
GPR61	0.496
NLRP14	0.236
SNX21	0.0743
C1QTNF8	-0.078
C17orf46	-0.184
IFNA8	-0.859
SPRR1B	-2.3464
FLRT1	0.3215
SNX17	0.156666666666667
ASB2	-1.46583333333333
HBG1	-5.7565
RPRML	-1.4895
JOSD2	-0.1725
PLSCR3	0.02275
SPOCD1	-0.420166666666667
RAB39	-1.727
GHRH	-0.3506
ITIH5L	-0.136
C17orf37	-0.8165
SMCR8	0.328
DPY19L2P3	-0.468833333333333
IL11RA	-1.088
GDF3	-4.302
RPS6KB1	-1.51775
DNAJC19	0.5371
TOP1	-0.0435
CRCT1	-0.566714285714286
MPST	0.301375
DPM2	0.1065
FAM38B	-3.55033333333333
SLC18A1	-2.5426
FARP1	0.885166666666667
PAX7	-0.47
TUBD1	-0.896
GNL3	0.74425
BTG2	-0.756785714285714
NDUFS6	0.315
C1orf79	-0.12175
ERAL1	-0.8575
ECHS1	-0.76125
VPS4A	-0.121833333333333
CYP11A1	-0.992125
ABCC6	-2.04671428571429
PBX4	-0.3075
MOSC1	-1.046125
NCF4	0.2215
HYMAI	3.281
NAGPA	-1.235875
OTOP2	0.239
ACOT12	0.357
MTHFD2L	-0.44975
LOC441376	4.34725
C19orf34	0.7675
RAB1B	-0.54175
ALDOAP2	-1.0565
NTRK1	-1.57366666666667
ARTS-1	-1.062
SLC6A11	1.154
NAP1L2	-2.134
CNGB1	-0.6295
EPB41L4B	-0.0177272727272727
FAM134B	1.060875
HS3ST3A1	-1.63783333333333
CPXM2	4.834
SIRPB2	0.07
CHORDC1	0.608666666666667
TRIB3	-2.74116666666667
SLC2A5	-0.15775
C2orf49	-0.738666666666667
DDX5	-0.22275
OR5L1	0.7485
ANAPC4	-0.281166666666667
ZSWIM1	-0.164875
LOC93622	-0.6725
KCNK3	-0.9959
RP11-35N6.1	-1.48716666666667
ZFP161	0.581333333333333
AQP9	4.962
SLC15A2	-0.546666666666667
MREG	-0.157
OR9I1	0.9205
PDLIM2	0.7925
ADAM7	0.2735
GSTCD	-2.019
WDR21A	-0.521125
SLC12A8	1.94183333333333
TMEM174	0.04225
IGSF3	-0.247083333333333
LRRN1	3.109
LOC402117	-0.19825
SRPK1	1.7045
LY6K	1.1131875
NFIA	-0.9935
PTCD3	0.845
LEP	2.19983333333333
PCDH21	-0.805
MAPKAPK2	1.15314285714286
NMNAT1	-1.23766666666667
LHFPL2	0.149
C9orf43	-0.86125
DIP2A	-0.428666666666667
ACTR8	0.79325
CCDC34	1.4085
PTPN22	-0.619
ITGA3	-2.591875
FAM129C	-0.52875
RABGGTA	-0.543666666666667
UNC45B	-1.1495
KIAA1033	0.735875
ZNF510	-0.545
CYP2D6	-0.442833333333333
SLC26A10	-1.2615
STX8	0.4175
LUZP1	0.040875
WDR89	0.2485
EIF4G3	-1.7292
C5AR1	1.110375
ZNF623	1.642
A2M	3.055
TGM7	1.3135
GRPEL1	0.190166666666667
LMNB2	0.3628
ROCK2	0.458833333333333
SNX16	2.058125
CCDC66	0.46425
ANXA3	0.9745
KIAA1609	1.677875
EED	0.547
RNF32	1.10166666666667
HES1	-0.4237
CLC	0.627
ISL1	0.7155
KIAA0528	-0.32
MANEA	1.610625
C1orf61	-1.7025
hCG_2001000	0.24425
RAPGEF6	-1.6511
KIAA0020	2.6885
NEIL1	-1.43925
C16orf45	-2.69375
RBM10	-0.614166666666667
C10orf125	-2.142625
MRS2L	0.92875
DNAH17	-1.04528571428571
C19orf10	-0.19375
C1orf160	-0.5345
SLFN12	2.49325
EXOC3	-0.388666666666667
HIST3H3	1.298
NCOR2	0.517
TNFRSF9	-0.511
MFSD8	1.07775
ALX1	0.641333333333333
NOL1	-0.10525
PODN	0.97025
TIAL1	-0.86975
HIST1H1E	-1.0025
NPY6R	0.9895
TM4SF4	0.655
CORO2A	-1.11475
ETNK2	-1.2332
APOE	0.4144
ANGPT4	-1.086
HDGF2	0.06825
G30	1.4845
ST8SIA4	-0.7835
F2RL1	-2.597625
FAM19A4	1.2895
CCAR1	0.185
B3GNT7	-0.03875
OPHN1	-0.1381
DSCR6	-2.276
C21orf13	-0.709166666666667
GAS2L1	0.933
RFX3	0.6625
COPS4	-0.272875
BCHE	-4.425
BCL2	2.255125
HBZ	-4.369
ARL13B	2.429625
MAPBPIP	0.870875
MYO15B	-1.047875
SPZ1	-0.53
KIAA1324	-1.32188888888889
PLCL2	-0.618375
C4orf29	-0.83425
WDFY2	-0.054625
ZNF284	-0.419
NAALADL1	-0.153
DUSP5	-2.507
PXDN	0.59575
SLMO1	0.9515
TNXB	0.0383
BIRC7	-0.1275
A4GALT	-0.590666666666667
TIMM22	-0.29475
FAM110C	-2.747
TOMM34	0.654875
ABHD9	0.7475
ADAM32	4.2035
CRHBP	-0.125
AQP2	-0.095125
LOC130355	0.475
ZNF187	0.1275
ZNF816A	1.1445
F7	0.0324285714285714
CNOT1	-0.5257
SLC13A4	-1.6215
ZBTB11	1.1365
B3GALT5	0.31075
EXOC2	0.812166666666667
IRS1	-0.8285
TMEM1	0.512833333333333
MRPL34	-1.115
SAMM50	0.108
CDC42EP3	0.797125
HSF2	1.0813
MFN2	-0.14
TSPAN7	-2.28716666666667
NUCB1	1.59266666666667
RHOH	-3.9475
ARL16	0.3335
TACR1	0.51775
SFRS5	-0.554
SNX25	-1.367875
RHBDF1	0.294833333333333
PCDH18	1.6255
HMG1L1	0.18525
MYO5C	-0.310875
MAPK10	0.904
LDHAL6A	-0.5222
NUDT12	-0.0354
NCAM1	-0.0705
GLIS2	0.1435
GGTL4	0.7575
DAPP1	1.948
ATF7	0.615125
KIAA0748	-1.79025
NFIL3	0.7395
TM6SF1	1.3767
SEZ6	0.0495
NANOS3	-0.2965
DNAJA3	-0.546833333333333
CLDN6	-1.453
CIITA	1.1784
EPHA4	-1.81366666666667
FANCC	-0.5445
CMTM3	-0.7915
PSG3	-0.5062
MRPL15	1.376
C21orf59	-1.188
PLCXD2	-0.3445
C2orf34	1.17
UBE2L6	-0.208125
MED14	0.3335
HP1BP3	-1.0664
C6orf208	0.7635
TPBG	-0.74125
OSR2	-2.119875
XPC	-1.04383333333333
KLHL7	1.09516666666667
CCR3	-0.265333333333333
AGTPBP1	0.582833333333333
PCSK6	-1.03746666666667
STAT5A	-1.9712
FAM18B	1.24025
LONRF2	-3.06483333333333
PTPN2	1.17975
SF3A3	-0.144166666666667
EFCBP2	0.0835
HCFC1	-0.244333333333333
AHNAK	-0.7045
ACTR5	1.281
KIF14	0.752285714285714
TENC1	1.57875
HEATR5B	0.9125
YIPF2	1.03133333333333
MYEOV2	1.11516666666667
DUSP18	0.3745
KIAA1012	-0.20675
AHR	1.1035
C17orf53	-0.265833333333333
PTPRH	-3.4895
ATP6V1C1	0.6923
TAS2R3	2.2155
LOC440356	-2.014
COQ10B	0.5605
PSMF1	-0.832583333333333
SORBS2	2.72241666666667
NFE2L2	-0.72925
TMCO7	-0.3375
SH3PXD2A	-0.1505
SH2D2A	-0.90625
SPINK5	-2.25275
MRPS24	-0.7015
OPA3	0.3265
TRAF7	-0.127666666666667
C4orf35	-0.310833333333333
MT1G	-2.386375
MGC39545	0.6775
HS1BP3	-0.618333333333333
OR2B2	0.425
CHRM4	0.0395
SFRP2	1.90366666666667
RIC3	-0.8615
ART1	0.5905
C6orf1	0.466125
DUS4L	0.3675
C10orf104	-0.57475
TNFAIP6	3.1145
RTEL1	-3.11575
CCT4	1.1479
ZNF709	0.38725
CHMP6	-1.424
UPP2	1.135
CYP19A1	-1.736125
CD151	-1.21466666666667
NDUFA13	-1.15116666666667
ARFRP1	-1.03216666666667
FAM26B	-0.75675
CRYBA1	-0.754
MRPL41	-2.046
NPFFR2	-2.2285
HRH2	0.0345
SCAMP3	0.504
MTMR6	0.6295
MTG1	-1.17083333333333
UBTD1	0.75925
CRABP1	2.756
FLJ33790	0.6564
KIAA1908	-1.42533333333333
GPR158	2.08525
PACSIN3	0.846
OMD	2.28716666666667
CATSPER1	-0.459666666666667
HOXB8	-1.34085714285714
FBXO46	0.851
OAS1	0.726
SVIL	1.32175
PHB2	-1.25425
ADCY3	-2.008
NDRG2	0.709833333333333
ERMAP	0.5808
APBA2	-0.141333333333333
IGSF9	2.69175
WNT6	1.11057142857143
MYCBPAP	-0.88275
ATP2B2	-0.513333333333333
CPVL	-0.8819
TRAM2	-0.0546666666666667
NOP5/NOP58	0.4785
ZNRF4	0.722666666666667
TLK1	0.14775
MTMR12	0.781642857142857
ZNF384	0.613333333333333
FAM9B	-2.83675
RPN1	0.8841
PMVK	1.0905
EIF3D	1.102
SIX2	0.52
HPS1	-0.00321428571428571
RNF7	0.99325
PSKH2	-0.415
KCTD13	0.555166666666667
CSMD3	-0.551555555555555
FBF1	0.1335
IL8	0.1825
SERPINB13	0.298
FBXL20	-0.46175
BLR1	-0.2975
SH2B1	0.087
RFNG	-0.33875
RAB20	0.200333333333333
RBM7	1.10075
POLR1A	0.0613333333333334
TMPRSS4	-3.48475
TAF9	-0.804125
TERF2	0.0683333333333333
TNFRSF1A	-0.290916666666667
ACADVL	-1.09633333333333
GTF2H5	0.30575
EDG8	-0.658
C9orf140	-0.724875
UST6	0.94975
ZBTB8OS	-0.00799999999999999
ZNF710	0.0935
GPR174	-4.5425
ATP6V0A2	0.06075
KIAA0319L	-1.1
XKRX	0.2745
DOPEY2	0.5217
SDHD	0.196583333333333
SUMF1	0.62975
OSM	2.67775
OPN3	0.50525
DAGLB	0.0748333333333333
PPFIBP1	0.0541
TRIM63	-3.71925
C10orf53	0.149
LYPD3	1.4935
BCL7A	0.3405
AGER	-1.63816666666667
TCF19	0.823375
SAT2	-0.90125
PFTK1	0.169166666666667
GABRE	-3.428375
C15orf38	-0.2388
FIS1	-0.3015
KCNV2	-0.66575
CLPS	1.5315
PPCDC	-1.18525
FOXN2	-0.717833333333333
NT5E	-2.5347
CD83	1.19475
IL18	2.331625
VPS16	-1.20825
IGFBP2	-3.72316666666667
NOTCH2	1.50425
SIGLEC1	0.991625
CD93	3.924
SULF2	-0.167
CEP164	-0.47575
P53AIP1	0.861666666666667
TOR2A	-0.6785
ZNF136	-0.1425
MGP	4.4501
CCDC144A	-1.6058
TRPC1	-0.487166666666667
SMS	-0.0401666666666667
MAPK7	-0.657
RRAGC	1.24325
PARD6A	-1.281
NUB1	0.243666666666667
SYNGR4	-0.7535
OR11H12	1.669
WIF1	3.982875
GCH1	0.015
OR11H4	0.32
SLC44A5	-0.3375
GPRIN2	2.216
LOC401431	0.11575
CPA4	-1.1145
MELK	-0.415222222222222
IL15RA	-0.42375
CUL3	-0.413625
HMBOX1	0.3155
PODXL	-0.11225
CCT6B	1.49883333333333
COMTD1	-3.03725
MUC20	0.2195
GPX2	-3.85975
ITK	-1.88875
FBXL5	0.4655
C13orf27	1.58375
DEFA5	2.6695
TRHDE	0.2895
MTP18	-1.089
UQCRQ	-2.1959
ITGB2	1.31341666666667
CSRP2BP	0.4385
TAS2R44	0.1005
PHPT1	-1.871875
FAM44C	0.29
ERH	-1.063
MPHOSPH1	-0.6545
MORC1	-1.4085
PARVB	-1.04525
LAMA1	-1.869
PGBD3	0.67025
GIMAP6	2.84725
AREG	-3.41333333333333
LIPT1	-0.48575
MGC99813	-1.43775
C1orf201	0.219
GRIN2A	0.357875
MAN2C1	-1.697125
NSUN5	-0.2225
SF3B5	0.65225
MYC	0.00950000000000002
NRXN1	-0.791583333333333
ZNF18	-0.94025
SPDYA	2.469125
SLC37A1	0.6175
DECR2	-0.1285
ANKRD38	1.698
SPTLC3	-0.783333333333333
SUPT16H	-0.592125
DTWD2	0.68025
ULBP1	-0.693
ZADH1	-0.6075
OIP5	-1.03875
IL10RB	0.695666666666667
OTUB2	-0.808625
VWA3A	0.1515
SPIC	0.346
OR6C4	0.3215
PSCD4	0.0286666666666667
DPY19L2P2	-0.9035
TRAPPC6A	0.0176666666666666
C21orf2	-0.442166666666667
CEMP1	-0.88775
LIN7B	-1.146
E2F7	-0.989833333333333
VCP	0.3246
LAMA3	-0.778083333333333
BGN	2.563
GPR160	-0.451666666666667
COCH	-4.70083333333333
GPR81	-0.155166666666667
APOBEC3F	-1.88475
tcag7.1017	-0.86275
C1orf32	0.7095
SCGB1D2	3.494
FLJ43987	0.0645
C6orf170	0.58975
KLK9	0.4575
GPD1L	-1.241
VPS37B	-0.785
ATG3	0.906166666666667
ADAMTS17	-0.7615
KLHDC2	-0.771833333333333
NDUFV2	0.67675
BLK	-2.382
MATN4	1.0785
GPM6A	0.518
GBP4	2.241
TMEM162	0.0563333333333333
PKP2	1.008
HRASLS	2.45422222222222
MMP1	3.26475
SFXN3	-0.9417
FSD1	-1.59783333333333
ST6GALNAC3	-1.35433333333333
CA12	-0.9478
NCOA6	0.56975
C19orf58	1.3025
PPP4R1	0.506166666666667
MAN1A2	0.5945
IKBKAP	-1.39425
UPF1	0.645166666666667
KIAA1219	0.782
WNT16	-0.614333333333333
SNW1	0.00837499999999999
IL18RAP	1.695
RPP30	0.4895
CDC40	1.64864285714286
SETD3	-0.396666666666667
SLAMF6	0.794
ELK4	-1.943
TRIM47	0.672333333333333
ACOX3	1.36625
TRIM6	-0.084
KIAA0372	-0.0418333333333333
TP53AP1	-1.224375
SMURF2	0.78625
ADAD1	1.0855
EBP	-1.3235
KRTAP13-2	0.28
FLJ36874	0.486333333333333
TOR1A	-0.123666666666667
P2RY4	-1.1265
GPBP1	0.3105
TRPV1	-0.372
ADAMTS12	-0.239
PES1	0.722
ATG4A	0.522166666666667
MAGEA10	-5.711
WFS1	-1.46075
CC2D1B	-0.135166666666667
PABPN1	-0.825375
SLC25A30	-0.81875
SLCO1C1	-0.2316
SLC22A5	-1.43525
KIF23	-0.488
SYN2	0.1878
ASPN	7.6445
CENTG2	-0.13075
QSOX2	-2.0642
FLJ10815	-0.399833333333333
STK24	1.0084375
SPEG	0.5536
STK10	-0.3445
DACT2	-3.162
AAAS	-1.47225
SSX3	-0.988333333333333
ABCD3	1.5488
C4orf12	-1.723125
PARVG	-0.256166666666667
FIG4	1.4835
C9orf46	2.664
TMCO6	-1.5275
IGHMBP2	0.361
DUS2L	-0.0341666666666667
FAM3C	0.957375
TMEM16D	-0.074375
DCTN4	-0.80925
KCNH3	0.16
EIF2AK2	0.00900000000000001
AP1S3	0.331375
CST4	0.196
PAM	1.8305625
NUTF2	0.47675
CITED2	1.0156
SLC39A4	-1.902
C2orf52	-0.341
GRM3	0.327
C12orf49	0.099375
CCDC49	-0.6337
GRAMD1B	-1.46366666666667
FNDC4	-0.29
SIAH2	-0.2535
GDPD4	-0.158333333333333
C21orf87	0.40375
ATP5A1	-0.014
C16orf63	0.84325
LOC388135	-1.0515
ATP5J2	-0.097625
MMP3	2.04225
EMID2	0.2045
CRHR1	-0.04125
WDR70	0.47575
C13orf31	2.2295
ZFAND1	1.5185
CCL18	5.091
C3orf49	0.1335
RINT1	0.1675
KIAA0408	-1.95133333333333
F13A1	3.8867
SLC10A1	0.5128
OGN	1.90175
GIPC2	-2.0925
XPO6	0.0945
LCE1A	0.4065
FMR1	0.8326
LOC374920	0.064
DUSP3	-1.16625
ANKMY1	-0.1475
C7orf50	-0.498
BBS9	-0.0069
UNC119B	0.159
C9orf72	1.67425
MGC35440	1.12125
ENTPD6	-1.00025
PPP1R2P9	0.756
ERCC4	0.0495
FAHD2B	-1.5795
HMHA1	-1.608
HACL1	-0.037
RAD23A	-1.37283333333333
FAM83B	-0.25225
PPP5C	0.414666666666667
RNASEH2C	-1.472
C9orf153	-0.67375
SCAMP4	0.555
GHITM	-0.1127
NDUFB7	-0.616375
ADCYAP1	1.823
SP110	-0.553333333333333
MAP3K7IP2	1.265
DHH	-0.396
AGRN	0.0746428571428571
WDR33	-0.436666666666667
CEP290	0.173333333333333
PRPS1L1	-0.622833333333333
KLRA1	-1.372
GPR97	0.506
CHD7	-0.02475
TLR10	0.909
SLC30A8	-1.397
HIC1	0.268833333333333
IAPP	0.115
RXFP4	0.3265
GP1BB	-0.24875
SHQ1	0.2165
NKX2-3	0.581666666666667
API5	0.31375
FTHP1	0.223
MOV10L1	0.659
TRIM6-TRIM34	0.34
ADHFE1	0.396
FAM117A	-1.1045
DDI1	0.7196
CDON	-0.325
TRIM73	-1.628
IGKC	1.528
MMP14	0.51875
DYNC1LI1	0.682375
C11orf66	0.07
TRBV3-1	-2.02575
FASTKD5	-1.109
BIVM	-0.8795
LHX4	1.10625
CXCL2	0.112
RAB2B	-0.469
IZUMO1	-1.232
MAP3K15	-0.904125
FAM19A2	1.04083333333333
ZC3H8	-0.122833333333333
ZMAT1	0.38
SPINK5L3	-2.4765
SLC10A6	0.147
APPL2	-0.59375
CARD10	-1.088
LOC402176	-1.070125
EEF1D	-0.2517
RAB6A	0.9402
C12orf5	0.475
PAPOLG	1.3105
MSRB2	0.06525
BCR	1.58366666666667
PUS3	0.0135
TIAM2	0.08425
ZNF317	-0.0035
CHD2	0.382785714285714
FZD5	-2.22786363636364
NUDT8	-1.66375
ZNF763	-0.8175
PRC1	0.363
ABCB9	0.0796666666666667
SPATA3	0.65775
TRAK2	-0.656125
STAB1	1.747
LRRTM2	-0.2395
psiTPTE22	-0.79775
DBI	1.0595
SERPINA11	-3.4695
NAT5	1.104
C20orf58	-2.78875
RPS6KA4	-1.25366666666667
FLJ90650	-0.432
TGFBRAP1	-0.5795
CHRDL2	1.4605
FAHD2A	-1.6525
CNTN1	1.3775
BBS4	-1.6523
TMEM181	0.172
MINPP1	-1.3155
MPHOSPH6	1.08191666666667
HOXC10	0.1051
ITPKB	-0.894875
CLPTM1L	1.323875
MEOX2	-1.48833333333333
ATP6V0C	-1.42
PRPF8	-1.07666666666667
TMC5	-4.2395
FKBP3	-0.702
PLEKHB2	-0.62825
OR4D6	0.7545
ZNF544	-0.0157999999999999
D2HGDH	-1.785625
RPL18A	-0.7333
HEL308	-0.641625
MPP6	-0.65375
TCERG1	-1.11875
KRT16	4.9125
KLF17	-1.144
KLF5	2.25075
CDR1	2.45425
VCX3A	-5.378
FBLN2	1.66775
C14orf104	0.57075
HBE1	-5.5605
OR4S2	-0.1505
C1orf108	0.677333333333333
ROBO4	2.11233333333333
CPEB4	0.620875
C11orf80	0.541833333333333
BCKDHA	-0.191
MYOC	0.2515
GIF	1.0435
CKMT1A	-0.048
RPL3	0.1755
THBS1	2.164
APOO	-0.8505
ARMCX1	0.97175
HSZFP36	-0.085
SNAPC5	-0.731
EIF4ENIF1	0.5165
ZNF433	-1.0985
TNFRSF21	0.861625
TMPRSS7	-0.191
SPATA18	0.4422
HPDL	-0.0225
MKL2	1.5506
TBX3	0.550076923076923
C21orf93	0.583
DAXX	0.61625
ELMO1	-0.733875
RGS13	2.86066666666667
TAF11	1.29775
UNC13A	-1.8492
LOC653314	-1.0717
ORC3L	0.689
IMAA	-3.0885
TARBP2	-0.62125
CABIN1	-0.4053
TRIOBP	-0.01475
HIST1H2AC	-0.337875
RGS22	-2.8495
NCOA1	-0.666166666666667
IL25	0.358
SNCG	-0.609
GPR6	-0.301
AMDHD1	-3.081
CHEK2	0.56
C6orf142	-1.68275
DRD4	-0.9305
C14orf68	-1.52225
GDF11	-2.1485
SEMG2	1.879
CD247	-3.2675
CDAN1	-1.46625
RBMX2	-0.165166666666667
TGS1	1.50925
OIT3	-0.930666666666667
SYF2	0.91425
MCM4	-0.71675
PKHD1L1	0.269125
CEP192	0.0785
IFT88	0.268
RPL9	-0.417285714285714
RAB32	0.834875
DDX43	-3.533
P2RX2	0.0398333333333333
OR5D18	0.737
UBE1	-0.08675
SLC24A1	0.108875
ARHGAP5	0.63925
CETP	-2.55525
KIAA1731	-0.228333333333333
SLC9A4	0.4555
PTPN6	-0.17775
BAHD1	-0.51675
GRIK3	-0.4405
CACNB2	0.7661
PDE10A	0.37
DGCR14	-0.42425
PCDHB9	0.658666666666667
RHOQ	0.633
MAP3K4	-0.29725
KTI12	0.560666666666667
RPL23AP13	-2.241
GNG11	-1.35925
CLCN3	-1.0125
GPAM	-0.706125
VSTM2A	0.917
SLAMF7	0.9285
INTS2	-1.1425
PPP2CA	-0.3023
LRP12	2.07706666666667
SEC14L2	0.921777777777778
DKFZP586H2123	1.2805
MC3R	-0.1385
CIRH1A	0.188333333333333
HIST1H2AB	-0.167833333333333
POLH	0.165125
MGC16703	-0.531833333333333
SNAPC2	-0.728
FILIP1L	0.33375
RASGRP4	1.8255
LRRC1	1.72375
GAS1	1.0835
PRAC	-1.00875
DGKA	-0.986333333333333
NT5C3	0.898
PEG3	-4.21491666666667
NADK	-0.31875
PRR17	-1.994
LOC374569	-0.59375
SGSH	-0.954833333333333
NLRP8	2.098
GALT	-0.7854
MCF2	0.82
ZNF263	0.73075
TACSTD1	3.66066666666667
TYR	-7.71711111111111
ATP6AP2	0.86325
RNUXA	0.23525
ABHD10	0.706
GDPD2	-1.15125
SLC35C1	-0.17425
UBE2A	1.17725
HERC5	-0.418333333333333
FAM112B	-5.24083333333333
FBXL16	-1.44275
DKFZP434A0131	-0.889
ELA3A	-3.267
RBM41	-0.314375
HAO2	0.0883333333333333
RNH1	-0.036125
SHANK2	1.21216666666667
OSBP2	-2.01928571428571
DAK	-1.30033333333333
C3orf58	2.27991666666667
TCL1B	-3.436
KBTBD2	0.173625
SUGT1L1	-0.7395
UBE2E2	2.36266666666667
MYL9	3.133625
CDC23	-0.802833333333334
PBXIP1	0.6734
CXorf40B	-0.1495
NBL1	-1.369
RTBDN	1.3345
RAB11FIP5	-0.397
TTTY13	-0.725
SCOTIN	0.08675
SOHLH1	1.31
CDKN1A	-1.098
NCK1	1.6905
ZNF550	1.4485
SAPS3	0.572
SPIN3	-0.0295
MAGEE2	1.093
MIS12	-0.6585
OR8H2	-0.3045
KIAA0774	-2.8096
UNC5D	-0.674
CUL7	-1.38183333333333
LIPC	-4.478
DIO1	-3.335
C20orf11	0.6516
CTRL	-0.559333333333333
HS3ST2	0.24325
PAK4	0.438333333333333
CCRL1	2.998
RNF10	-0.945625
ZNF567	1.67125
ZNF660	0.087
TCEAL3	0.53325
MAGOH	1.368
CENPB	-0.319833333333333
C19orf7	1.322125
LOC388965	0.05325
ZCCHC13	0.4305
JMJD1A	-0.1544
HIST1H4H	-1.353
TBRG1	-0.9704
GPC3	-4.405875
TAF1C	-0.557
EBNA1BP2	0.368
CIAPIN1	-0.591
PDGFRA	-0.730411764705882
CSTB	0.656625
CENPI	1.01183333333333
GTF2E2	0.9085
RPP21	-0.7965
CCNF	-0.6545
KCNQ3	1.441
FAM79A	0.6045
SLC22A12	-0.134
NOVA1	-1.30383333333333
FZD3	0.4712
AKAP8	0.6505
SOCS5	0.884875
CFDP1	0.52975
DLG5	-0.47
PGM5	-0.435
C1orf144	-0.132909090909091
HDAC10	-1.5105
RND2	-1.5355
C20orf199	-0.869
RNMT	0.495625
SLURP1	-0.446625
ASTN1	-1.133625
SH3BGR	2.6875
MYCL1	-0.996625
ZHX1	0.925166666666667
CENPK	-0.30775
FOSB	0.3438
LOC643406	-0.899428571428572
C2orf59	-1.942875
TMEM135	-1.11242857142857
SLC27A2	-4.66475
KRT33A	0.814
OVOL1	0.705142857142857
PAMCI	1.09633333333333
S100A7	-0.628
ZNF789	0.7965
HARS2	-0.77775
RPL23A	-1.40866666666667
TCF23	0.10375
UPF3B	-0.486875
C17orf78	0.419
HLA-DOB	0.822333333333333
C14orf142	-0.0526666666666667
TEKT5	-0.378
DMWD	-0.1135
POLD1	-1.768
GSCL	-0.00700000000000001
CALD1	1.18
SCRT1	-0.977666666666667
AIG1	0.33925
UNC84B	1.9465
ZNF404	1.2225
TMED6	-3.062
KIAA1462	-0.2355
LRRC27	0.439666666666667
PYGO1	-0.296
PIGU	-0.202
ALAS2	-4.38133333333333
WRNIP1	0.2905
CNNM3	-1.3695
ZNF2	-0.393
ST3GAL5	-2.83736363636364
MRPL23	-0.95575
TSSK6	-0.73175
PSMA6	0.015
C16orf70	-1.38275
KIAA1602	0.132
ALMS1	0.258
DCN	3.093625
TMEM132D	-0.43
SUCLG2	1.086
ABHD14A	-0.97425
DEXI	0.3015
AMPD2	-0.596833333333333
IFNAR2	1.075
CYB5A	1.1178
TLOC1	0.06775
NXF5	-1.0135
NRBF2	-0.090375
KCTD3	0.543
ITGAE	-1.11366666666667
SLC30A3	-2.754
ZRF1	0.772
IFRD2	0.510625
XAB1	-0.49325
PYCR2	-0.319666666666667
SERPINB3	1.4815
TMLHE	-0.4131
GEFT	-0.722875
ABCA5	-1.704125
EMR4	0.397666666666667
TSFM	-0.132
HIST3H2BB	-0.0195
ARHGEF19	1.93975
TSPAN17	-0.0293333333333333
ABCC8	-1.21475
MAP1S	0.160333333333333
C22orf36	-0.06275
BNC2	-1.13907142857143
HIST1H4A	-2.11875
NDUFS3	-0.378833333333333
WDR3	-0.556833333333333
XKR4	-0.958
TTC33	1.19715384615385
STMN2	4.14225
CPN2	-0.9895
HSPC105	2.57125
PCOLCE2	0.22
C3orf55	1.413
KLHDC9	1.584
TBC1D23	0.889
ATXN2L	-0.7425
MAP2K3	-0.019
SCAP	0.064
ZNF486	-1.015
C20orf96	-1.519
NARS	1.42875
ADAMTSL1	-1.17814285714286
PRCC	0.773666666666667
CCDC126	2.165
ZNF675	-0.53725
CALCOCO1	-0.51175
ANKRD43	0.5445
CWF19L2	0.647666666666667
ZBTB32	0.605
BRAF	1.01175
ODF4	-0.68125
MGC14376	0.926
HORMAD1	-2.14066666666667
AAK1	0.0563333333333333
PEBP1	1.28275
TNFSF5IP1	2.10866666666667
DKFZp564N2472	0.32075
RMND1	-0.62725
IGKV1-5	3.24075
COL1A2	1.97558333333333
SERPINA5	-4.704625
AANAT	0.389
C19orf21	-0.687333333333333
GEMIN5	-0.713
UBR4	-0.960333333333333
LTBP3	0.867333333333333
AMHR2	-1.91166666666667
PROCR	-2.42375
MYBBP1A	-1.57475
C20orf39	1.27816666666667
ZNF697	0.15925
PASK	-0.894
ZNF776	-0.412166666666667
RFXDC2	-0.291375
KIAA0467	-1.40975
C10orf96	-1.40525
ZNF503	-0.927
GULP1	-0.311666666666667
KCNE4	-2.46133333333333
DKFZp434K191	-1.027875
LOC196913	-0.0155
BHLHB4	-0.279
CH25H	0.1035
LOC81691	-0.283666666666667
ALPL	-0.509846153846154
COL12A1	1.645375
