Hybridization REF	TCGA-E2-A15C-01A-31R-A12D-07
C1orf121	-0.410833333333333
FMO2	1.949
RPTN	0.045
MSTN	0.8955
VCL	-0.391428571428571
FYTTD1	-0.10225
C11orf1	0.43
CCDC88C	0.207875
HFE	-0.2465
MOGAT1	-1.9605
FAM125B	0.5625
IRGQ	0.4155
RAVER2	-1.66675
AKAP5	-1.796
SSSCA1	-0.658
C11orf63	-0.448625
ACTG2	2.4767
PORCN	-0.644
DTL	-2.68327272727273
TMEM151	0.767
FAM122C	-2.067
RSAD2	3.1509
BAT4	0.48
KRTDAP	-0.937833333333333
MYH8	0.563142857142857
CRTC3	-0.1335
LRRFIP2	0.2262
INTS4	-0.348666666666667
TTN	-1.72133333333333
SLC26A5	1.2605
PLLP	-1.36525
RGS6	-0.626125
SRGAP3	0.730375
ZNF525	0.178666666666667
NBR2	0.2815
C13orf1	0.3382
ZNF137	0.1895
CEP27	-1.8225
BEST2	0.0115
RNF121	-0.31
DMRTC2	0.10825
C8orf76	0.00925
BCCIP	0.351375
MEST	-1.881
HTRA2	-0.0515
ANGPTL2	0.9455
ILKAP	-0.25
ERAS	0.3075
HBS1L	-1.032625
CPA5	0.216
TMEM30A	0.958666666666667
CD300LF	1.59316666666667
WISP3	0.5405
CRK	0.4565
PDS5A	-0.4245
BRPF3	0.249166666666667
NEDD9	1.45475
SMPDL3B	0.63
PSG6	-0.59725
PSMD13	-0.2195
ETV5	-1.410875
OR51A4	0.248
BTBD7	0.741416666666667
GSTO1	-1.084625
hCG_16001	0.863
MAD2L1BP	0.272666666666667
COX6A2	1.3585
SCNN1A	2.185
LSM1	0.849833333333333
UGT2B11	-3.60475
IDUA	0.7175
PPP2R3C	-0.848333333333333
COX11	-1.05633333333333
PDZK1	-3.5325
ZNF443	0.109166666666667
MGC21874	1.3325
ZNF323	0.2904
KRTAP10-10	0.6955
CXCL6	-1.1475
SLC34A2	1.4389
LOC284402	0.1655
NPTN	1.33241666666667
UPP1	-2.35466666666667
SLC6A9	-0.0855
OR7G3	0.47325
CISD1	-0.547666666666667
ZNF545	-0.559166666666667
SYT14	-0.657
NT5C3L	-0.162333333333333
ZNHIT3	-0.296333333333333
SNRPD3	-0.215
KIAA0701	0.56225
UNC93B1	-0.545166666666667
GMNN	-2.18125
SPCS2	0.777
LOC388524	-0.1205
NAPRT1	1.592875
PNLIPRP1	0.0206666666666667
OR6V1	0.57
PRKAB1	-0.0435
EYA4	-2.77066666666667
KIF20A	-3.04225
ALG10	-0.5015
ITPKC	1.10966666666667
LMX1B	1.213
RPUSD4	-0.731666666666667
C7orf34	-0.255666666666667
DLGAP2	0.28925
PFN1	-1.0076
MICALL2	0.18075
ZNF654	-0.48
SS18L1	-0.497
SLC16A8	0.36375
MKI67IP	-0.268
ITGB3	-0.960625
TCEA3	2.826
CEP152	-2.132875
CLIP1	-0.180625
ZNF75	0.2650625
ATP5C1	-1.08016666666667
NUDT5	-0.936
PSCDBP	1.0615
UBP1	-0.3735
RBM27	0.16
C13orf15	2.908125
ZNF282	0.105
ZNF222	-0.6818
COL10A1	5.078
PRDM15	-0.63925
TTTY5	0.152
FAM9C	-0.996166666666667
C20orf67	-0.05925
GNG13	-0.502
F12	-0.7265
C1orf41	-0.687
CPXCR1	-0.17
GSK3A	-0.13175
SUPT6H	-0.068
PI16	2.23733333333333
ELL2	-0.738166666666667
C9orf167	-1.70133333333333
PVRL3	-2.0327
FLJ38596	0.19425
ADAM20	0.54
GPR89A	-0.24
GPR87	0.7055
ZNF30	0.72225
SMR3B	1.55575
ZNF770	0.38125
TRPC4AP	-0.249666666666667
DKFZP686E2158	0.534
C2orf28	0.543166666666667
FREM1	-0.934166666666667
LAMA4	0.6185
ADPRHL2	0.53925
EIF4G2	0.49
GUCA1A	-1.3375
CTNNA2	-1.797375
NUDT15	-0.7405
CEPT1	0.213833333333333
ZNFX1	0.8615
CCDC92	0.872
TDRD1	-1.431
KCNK5	-1.795
ETNK1	0.57925
LTA	0.1105
TTPA	-0.7242
B3GALNT2	-1.062
SC65	-0.281166666666667
PEX5L	-2.177875
EPS15L1	-0.0865
MGEA5	0.688375
HIST1H3A	0.79625
ING1	1.07975
BCAT1	-3.2385
ORC6L	-3.64981818181818
KLK11	-4.62283333333333
C19orf28	-0.850875
DNER	-4.755625
MED22	-0.311
ETV6	1.20141666666667
CHAC2	-2.11725
CD300E	0.042
CEBPB	1.1205
ZNF398	0.2985
LRCH3	-0.1125
HMGA1	-1.61516666666667
CAPN7	0.246666666666667
MGC5566	-2.96025
CCL3	3.148
NANOS1	0.552
ZFYVE19	0.69875
APITD1	0.0065
PARD3	-1.103375
IRAK4	-0.833333333333333
SERPINI2	0.093
CEP170L	-1.20025
TTC9	2.5025
MYOM3	-1.241
MLPH	1.879375
LOC222699	0.226
NRG1	-1.16533333333333
TBC1D9	4.41254545454545
TTK	-3.22266666666667
ZNF557	0.7216
DDX41	-0.341166666666667
FANK1	3.3275
UBE2D2	-0.577625
PSMB10	0.61625
MYH7B	1.874
GABARAPL2	-0.276875
MARVELD2	1.8335
DGCR2	0.449666666666667
UNC45A	0.170166666666667
C6orf72	0.3575
ZNF683	4.16625
GIT2	0.0725000000000001
CASK	0.4325
C14orf161	4.4215
LRRC44	2.15675
TIFA	0.473
UTP11L	-0.79925
C6orf65	-1.46475
FDPS	-0.677
DUSP9	-1.6922
SLC17A8	0.550833333333333
OR51G1	0.0863333333333333
NANS	0.4235
OLFML1	1.87725
ATP10B	-2.0105
NPAS3	-1.08025
PRKCA	-2.3085
GGA2	0.4629375
LCE4A	0.637
SPANXN3	0.427666666666667
CCDC115	1.775625
SDCCAG3	-0.812
GLIPR1L1	0.11625
TTC1	-0.44075
C17orf76	0.578
MAD2L2	-1.4635
HIPK1	-0.1514
LRRC3B	-0.580333333333333
CLN3	0.593181818181818
C17orf47	-0.0255
FMN2	-4.040375
TUBB1	-2.494
WAPAL	-0.0165
C3orf21	-0.7225
SCN5A	-0.6209
SMYD1	0.90275
BEX5	0.66425
ZNF192	-0.1355
SEC22A	0.276833333333333
GRIA2	0.176615384615385
KIAA0825	-1.256
NUSAP1	-2.87309090909091
LANCL1	0.244
C15orf40	-0.6
ZNF645	-0.326375
GPR61	-0.14075
NLRP14	-0.878
SNX21	0.0404
C1QTNF8	0.19
C17orf46	0.106
IFNA8	-0.318
SPRR1B	-2.30666666666667
FLRT1	-1.09
SNX17	-0.435333333333333
ASB2	0.129666666666667
HBG1	-4.6955
RPRML	-1.729
JOSD2	-0.1975
PLSCR3	0.5735
SPOCD1	-0.421
RAB39	-1.219
GHRH	-0.422666666666667
ITIH5L	0.49025
C17orf37	0.7155
SMCR8	0.73925
DPY19L2P3	-0.971833333333333
IL11RA	1.15366666666667
GDF3	-3.5365
RPS6KB1	-1.38991666666667
DNAJC19	0.157
TOP1	-0.223
CRCT1	-0.19675
MPST	-0.084
DPM2	0.149125
FAM38B	-2.11533333333333
SLC18A1	-2.42033333333333
FARP1	0.786333333333333
PAX7	0.056
TUBD1	-1.23225
GNL3	-0.624875
BTG2	2.3618
NDUFS6	-0.545
C1orf79	-1.3925
ERAL1	-0.60325
ECHS1	0.3755
VPS4A	-0.708166666666667
CYP11A1	-0.542
ABCC6	-1.00114285714286
PBX4	-1.1555
MOSC1	-1.142625
NCF4	0.2465
HYMAI	0.3245
NAGPA	0.617625
OTOP2	0.21675
ACOT12	-0.00400000000000002
MTHFD2L	-0.343
LOC441376	5.3655
C19orf34	1.231
RAB1B	-0.50175
ALDOAP2	0.232
NTRK1	-1.44316666666667
ARTS-1	0.9098
SLC6A11	-0.5945
NAP1L2	-0.44675
CNGB1	-0.348166666666667
EPB41L4B	-0.814916666666667
FAM134B	1.4785
HS3ST3A1	-1.36133333333333
CPXM2	5.49275
SIRPB2	-0.0705
CHORDC1	-1.24216666666667
TRIB3	0.4955
SLC2A5	0.35025
C2orf49	-0.484
DDX5	-0.3095
OR5L1	1.227
ANAPC4	0.094
ZSWIM1	0.729
LOC93622	0.36875
KCNK3	-0.6925
RP11-35N6.1	-1.722375
ZFP161	0.851333333333333
AQP9	0.842
SLC15A2	-0.876833333333333
MREG	0.805
OR9I1	-0.366
PDLIM2	0.057625
ADAM7	0.34
GSTCD	-0.251
WDR21A	0.583375
SLC12A8	0.769
TMEM174	-0.21475
IGSF3	0.947583333333333
LRRN1	-0.25125
LOC402117	-0.066
SRPK1	-1.46516666666667
LY6K	1.581875
NFIA	2.978
PTCD3	0.0122500000000001
LEP	0.804666666666667
PCDH21	-0.724833333333333
MAPKAPK2	0.211142857142857
NMNAT1	-0.345166666666667
LHFPL2	0.06975
C9orf43	1.99875
DIP2A	-0.7615
ACTR8	0.117125
CCDC34	-0.506
PTPN22	-1.123875
ITGA3	-0.322875
FAM129C	1.30325
RABGGTA	0.232833333333333
UNC45B	0.10225
KIAA1033	-0.75825
ZNF510	-0.5395
CYP2D6	-0.190166666666667
SLC26A10	-1.5395
STX8	0.69775
LUZP1	-0.269
WDR89	-0.037
EIF4G3	-0.449
C5AR1	0.199375
ZNF623	0.782
A2M	0.549
TGM7	0.452
GRPEL1	-0.352333333333333
LMNB2	-1.7576
ROCK2	-0.580666666666667
SNX16	1.181875
CCDC66	0.25775
ANXA3	1.8155
KIAA1609	-0.6215
EED	-0.8365
RNF32	1.127
HES1	-0.0757
CLC	-0.103833333333333
ISL1	-0.0333333333333333
KIAA0528	-0.142125
MANEA	0.4225
C1orf61	-3.025
hCG_2001000	1.018
RAPGEF6	0.1867
KIAA0020	-0.2655
NEIL1	1.399
C16orf45	-1.20825
RBM10	-0.378833333333333
C10orf125	-1.24775
MRS2L	-1.15875
DNAH17	-1.492
C19orf10	-0.68
C1orf160	0.789
SLFN12	1.20525
EXOC3	-0.3945
HIST3H3	0.6795
NCOR2	0.74
TNFRSF9	-0.3585
MFSD8	0.47225
ALX1	-4.26366666666667
NOL1	-1.82375
PODN	2.8335
TIAL1	-1.1915
HIST1H1E	0.00624999999999998
NPY6R	0.2765
TM4SF4	-0.5885
CORO2A	0.9525
ETNK2	-0.528333333333333
APOE	-0.0364
ANGPT4	-0.1325
HDGF2	-0.37275
G30	0.576
ST8SIA4	-0.516142857142857
F2RL1	0.015
FAM19A4	-4.0765
CCAR1	-1.03525
B3GNT7	0.12325
OPHN1	0.1491
DSCR6	-0.298
C21orf13	1.55333333333333
GAS2L1	0.0434166666666667
RFX3	0.321333333333333
COPS4	0.174
BCHE	-4.08483333333333
BCL2	3.6775
HBZ	-2.88483333333333
ARL13B	-0.240875
MAPBPIP	0.729625
MYO15B	0.452375
SPZ1	0.175666666666667
KIAA1324	3.25466666666667
PLCL2	-0.712625
C4orf29	-0.771
WDFY2	-0.5275
ZNF284	-0.315
NAALADL1	0.109
DUSP5	1.533
PXDN	1.059375
SLMO1	-0.0665
TNXB	0.496
BIRC7	-0.86575
A4GALT	1.30233333333333
TIMM22	0.34025
FAM110C	1.705
TOMM34	-0.746125
ABHD9	0.5735
ADAM32	-0.7595
CRHBP	-1.246
AQP2	0.43325
LOC130355	1.31175
ZNF187	0.223333333333333
ZNF816A	0.918
F7	0.0395
CNOT1	-1.1198
SLC13A4	-1.55525
ZBTB11	-0.32575
B3GALT5	0.016
EXOC2	1.313
IRS1	0.588
TMEM1	-0.117166666666667
MRPL34	-0.1425
SAMM50	-0.88775
CDC42EP3	-0.420875
HSF2	-0.6049
MFN2	0.425
TSPAN7	-1.97583333333333
NUCB1	0.676666666666667
RHOH	-0.73575
ARL16	-0.3385
TACR1	0.29325
SFRS5	-0.255833333333333
SNX25	0.4015
RHBDF1	1.63883333333333
PCDH18	1.57983333333333
HMG1L1	-0.5785
MYO5C	2.23275
MAPK10	1.057
LDHAL6A	0.243666666666667
NUDT12	1.28283333333333
NCAM1	-0.54725
GLIS2	0.656
GGTL4	-0.8175
DAPP1	0.038
ATF7	0.3415
KIAA0748	-1.05
NFIL3	0.51775
TM6SF1	0.0316
SEZ6	0.30825
NANOS3	0.778166666666667
DNAJA3	0.468833333333333
CLDN6	-2.579
CIITA	2.6662
EPHA4	-0.581666666666667
FANCC	-0.23875
CMTM3	0.225875
PSG3	-0.18325
MRPL15	0.155
C21orf59	0.0545
PLCXD2	-0.32375
C2orf34	-0.493625
UBE2L6	1.7645
MED14	-0.8095
HP1BP3	0.8771
C6orf208	-0.467
TPBG	1.28225
OSR2	2.034125
XPC	-0.0463333333333333
KLHL7	-1.09925
CCR3	-0.223
AGTPBP1	-1.02933333333333
PCSK6	-0.3392
STAT5A	-1.4144
FAM18B	0.80475
LONRF2	2.31316666666667
PTPN2	0.00624999999999998
SF3A3	-1.20666666666667
EFCBP2	-0.58725
HCFC1	-0.6155
AHNAK	0.80235
ACTR5	0.476
KIF14	-4.06442857142857
TENC1	1.076
HEATR5B	1.222
YIPF2	0.473
MYEOV2	1.4575
DUSP18	1.02925
KIAA1012	0.74175
AHR	-0.554166666666667
C17orf53	-1.9675
PTPRH	-2.699
ATP6V1C1	0.975
TAS2R3	-0.061
LOC440356	0.73075
COQ10B	0.74975
PSMF1	0.51025
SORBS2	2.05025
NFE2L2	-0.545
TMCO7	-0.77875
SH3PXD2A	0.2708
SH2D2A	-1.83375
SPINK5	-2.7705
MRPS24	-0.80725
OPA3	0.671125
TRAF7	-0.462166666666667
C4orf35	0.335833333333333
MT1G	0.00749999999999999
MGC39545	0.76075
HS1BP3	0.2949
OR2B2	0.3495
CHRM4	0.229
SFRP2	3.44033333333333
RIC3	1.75825
ART1	0.491
C6orf1	0.761375
DUS4L	-0.76675
C10orf104	0.666
TNFAIP6	2.9605
RTEL1	-0.438
CCT4	-0.4293
ZNF709	-0.247
CHMP6	0.552166666666667
UPP2	0.0155
CYP19A1	-2.84242857142857
CD151	0.4345
NDUFA13	0.1605
ARFRP1	-0.0203333333333333
FAM26B	1.957
CRYBA1	-1.7475
MRPL41	0.306166666666667
NPFFR2	-2.09925
HRH2	0.231
SCAMP3	-0.312166666666667
MTMR6	0.4858
MTG1	-0.895166666666667
UBTD1	1.3325
CRABP1	-2.914
FLJ33790	1.9387
KIAA1908	0.532833333333333
GPR158	1.0365
PACSIN3	0.612166666666667
OMD	3.76233333333333
CATSPER1	-0.367666666666667
HOXB8	-1.764875
FBXO46	0.864
OAS1	1.5185
SVIL	-0.1265
PHB2	-0.841
ADCY3	-1.47
NDRG2	1.29
ERMAP	0.0529
APBA2	-1.39033333333333
IGSF9	1.41775
WNT6	-0.242357142857143
MYCBPAP	-0.56675
ATP2B2	-0.5063
CPVL	-0.6951
TRAM2	-0.439416666666667
NOP5/NOP58	-0.927
ZNRF4	0.35525
TLK1	0.3155
MTMR12	0.122714285714286
ZNF384	-0.226833333333333
FAM9B	-3.07475
RPN1	-0.1119
PMVK	0.8185
EIF3D	-0.2271
SIX2	-0.5385
HPS1	0.963928571428571
RNF7	0.26775
PSKH2	0.1155
KCTD13	-0.356166666666667
CSMD3	-0.5578
FBF1	-0.5045
IL8	-4.105625
SERPINB13	0.230181818181818
FBXL20	-0.35825
BLR1	0.6265
SH2B1	0.1165
RFNG	-0.347625
RAB20	1.897
RBM7	-0.13925
POLR1A	-0.7835
TMPRSS4	-2.92525
TAF9	-0.779375
TERF2	-1.081
TNFRSF1A	0.423666666666667
ACADVL	-0.00783333333333333
GTF2H5	0.1765
EDG8	0.555166666666667
C9orf140	-1.278125
UST6	0.0645
ZBTB8OS	-0.7515
ZNF710	0.582
GPR174	-1.077
ATP6V0A2	-0.71175
KIAA0319L	-0.0589166666666667
XKRX	-0.474
DOPEY2	0.621
SDHD	0.29275
SUMF1	1.8935
OSM	2.09025
OPN3	-1.52675
DAGLB	-0.3135
PPFIBP1	0.0355
TRIM63	-2.96475
C10orf53	1.29
LYPD3	0.7185
BCL7A	-0.29425
AGER	-1.18516666666667
TCF19	-1.67125
SAT2	0.00724999999999999
PFTK1	1.22833333333333
GABRE	-2.857875
C15orf38	1.8196
FIS1	0.245
KCNV2	-0.03925
CLPS	0.3165
PPCDC	0.10675
FOXN2	-0.6445
NT5E	-2.6812
CD83	0.76975
IL18	0.573625
VPS16	0.24175
IGFBP2	0.513166666666667
NOTCH2	0.87825
SIGLEC1	1.947875
CD93	5.1805
SULF2	1.92475
CEP164	0.004875
P53AIP1	-0.1755
TOR2A	-0.011
ZNF136	0.22775
MGP	3.8829
CCDC144A	-0.347
TRPC1	-0.575333333333333
SMS	0.358166666666667
MAPK7	-0.195666666666667
RRAGC	0.50675
PARD6A	-0.0325
NUB1	0.465166666666667
SYNGR4	0.729
OR11H12	-0.6635
WIF1	1.519625
GCH1	-1.061
OR11H4	0.3545
SLC44A5	-0.7085
GPRIN2	1.519
LOC401431	0.896
CPA4	-2.3969
MELK	-3.473
IL15RA	0.28375
CUL3	1.143375
HMBOX1	0.19
PODXL	-2.01325
CCT6B	2.01183333333333
COMTD1	-0.477
MUC20	1.852
GPX2	-3.021
ITK	-1.464625
FBXL5	1.38125
C13orf27	-1.4735
DEFA5	-0.193
TRHDE	-0.353
MTP18	-0.700833333333333
UQCRQ	0.3264
ITGB2	1.34458333333333
CSRP2BP	1.04925
TAS2R44	0.7685
PHPT1	0.52125
FAM44C	0.3725
ERH	0.126
MPHOSPH1	-2.77266666666667
MORC1	-0.7125
PARVB	-2.545
LAMA1	-2.17291666666667
PGBD3	0.75425
GIMAP6	4.004
AREG	0.427166666666667
LIPT1	0.3305
MGC99813	-1.43725
C1orf201	0.645666666666667
GRIN2A	-0.9588
MAN2C1	-0.512375
NSUN5	-0.68475
SF3B5	0.51825
MYC	-2.095375
NRXN1	-1.177
ZNF18	0.66675
SPDYA	-0.5515
SLC37A1	1.274
DECR2	0.335
ANKRD38	1.175125
SPTLC3	-0.511416666666667
SUPT16H	-1.063875
DTWD2	0.53125
ULBP1	-1.774
ZADH1	0.767166666666667
OIP5	-3.2625
IL10RB	-0.3315
OTUB2	-0.227875
VWA3A	0.411833333333333
SPIC	0.599166666666667
OR6C4	0.2445
PSCD4	1.149
DPY19L2P2	-1.519
TRAPPC6A	1.39616666666667
C21orf2	0.490166666666667
CEMP1	1.46675
LIN7B	0.5495
E2F7	-2.56183333333333
VCP	-0.3383125
LAMA3	0.609
BGN	1.73425
GPR160	1.99483333333333
COCH	-4.47383333333333
GPR81	2.39233333333333
APOBEC3F	-1.88225
tcag7.1017	-0.00750000000000001
C1orf32	0.4945
SCGB1D2	6.1335
FLJ43987	-0.1565
C6orf170	0.48425
KLK9	0.407
GPD1L	0.686375
VPS37B	0.18025
ATG3	-0.592333333333333
ADAMTS17	0.1265
KLHDC2	0.5505
NDUFV2	0.663
BLK	-1.35675
MATN4	-1.353
GPM6A	-0.342142857142857
GBP4	2.7795
TMEM162	0.4552
PKP2	-0.4465
HRASLS	-0.919111111111111
MMP1	-1.002
SFXN3	-0.366
FSD1	-1.66833333333333
ST6GALNAC3	-2.395
CA12	2.9958
NCOA6	0.531
C19orf58	0.0684
PPP4R1	0.2975
MAN1A2	0.168333333333333
IKBKAP	-0.93675
UPF1	0.358333333333333
KIAA1219	1.40025
WNT16	0.547166666666667
SNW1	-0.24475
IL18RAP	2.6835
RPP30	-0.7105
CDC40	0.187142857142857
SETD3	0.0296666666666667
SLAMF6	0.65125
ELK4	-1.237
TRIM47	0.368333333333333
ACOX3	2.075625
TRIM6	0.200625
KIAA0372	-0.198666666666667
TP53AP1	1.24225
SMURF2	-1.43225
ADAD1	0.693
EBP	-1.4901
KRTAP13-2	-0.2495
FLJ36874	-1.4815
TOR1A	-0.523333333333333
P2RY4	1.143
GPBP1	0.1915
TRPV1	1.226875
ADAMTS12	0.0785
PES1	-1.3337
ATG4A	0.640833333333333
MAGEA10	-4.46475
WFS1	2.23
CC2D1B	-0.576833333333333
PABPN1	-0.012625
SLC25A30	0.62825
SLCO1C1	0.0678333333333333
SLC22A5	0.85325
KIF23	-3.283
SYN2	-0.632833333333333
ASPN	8.59
CENTG2	0.32475
QSOX2	-1.367
FLJ10815	-0.5235
STK24	-0.0490625
SPEG	-0.3494
STK10	0.204666666666667
DACT2	-0.585
AAAS	-0.7735
SSX3	-1.590875
ABCD3	0.9408
C4orf12	-0.104875
PARVG	0.493333333333333
FIG4	0.9785
C9orf46	1.946
TMCO6	-0.61
IGHMBP2	-0.8575
DUS2L	-0.715
FAM3C	-0.2391875
TMEM16D	-3.020375
DCTN4	0.25
KCNH3	-0.12275
EIF2AK2	-0.6385
AP1S3	0.72475
CST4	0.4
PAM	0.3765
NUTF2	-1.43675
CITED2	1.2796
SLC39A4	0.8
C2orf52	-0.41
GRM3	-0.6715
C12orf49	0.634
CCDC49	-0.2698
GRAMD1B	-1.615875
FNDC4	0.4395
SIAH2	1.294125
GDPD4	0.41275
C21orf87	0.974875
ATP5A1	0.224166666666667
C16orf63	0.20125
LOC388135	-0.653333333333333
ATP5J2	-0.739875
MMP3	1.05875
EMID2	-0.144
CRHR1	0.34875
WDR70	-0.11425
C13orf31	1.315
ZFAND1	0.40275
CCL18	3.32133333333333
C3orf49	-0.164
RINT1	-1.1815
KIAA0408	-2.3332
F13A1	5.5847
SLC10A1	-0.0555
OGN	2.64175
GIPC2	-1.4995
XPO6	-0.211
LCE1A	0.4075
FMR1	0.1169
LOC374920	0.601
DUSP3	-0.0415
ANKMY1	0.158
C7orf50	-0.284
BBS9	0.2235
UNC119B	-0.05175
C9orf72	0.119625
MGC35440	-0.139
ENTPD6	0.257375
PPP1R2P9	0.026
ERCC4	0.3495
FAHD2B	-0.022
HMHA1	1.0295
HACL1	0.18075
RAD23A	-0.910333333333333
FAM83B	-1.579
PPP5C	-0.979833333333333
RNASEH2C	-0.61625
C9orf153	-0.5275
SCAMP4	0.825875
GHITM	1.0351
NDUFB7	0.363125
ADCYAP1	0.383833333333333
SP110	1.76383333333333
MAP3K7IP2	1.3665
DHH	0.2125
AGRN	0.191142857142857
WDR33	-0.4085
CEP290	0.129666666666667
PRPS1L1	-2.04083333333333
KLRA1	-0.537
GPR97	0.083
CHD7	-2.0855
TLR10	2.00425
SLC30A8	0.1365
HIC1	0.838333333333333
IAPP	-0.502
RXFP4	0.1185
GP1BB	1.5645
SHQ1	0.118
NKX2-3	0.42
API5	-0.45775
FTHP1	0.303
MOV10L1	0.015
TRIM6-TRIM34	2.32866666666667
ADHFE1	1.99425
FAM117A	0.07975
DDI1	0.0313333333333333
CDON	0.303166666666667
TRIM73	-0.588
IGKC	5.033
MMP14	-0.772333333333333
DYNC1LI1	-0.215625
C11orf66	0.43725
TRBV3-1	-0.81275
FASTKD5	0.6255
BIVM	-3.155
LHX4	-0.005
CXCL2	-0.2871
RAB2B	-0.123166666666667
IZUMO1	-1.08375
MAP3K15	-2.83425
FAM19A2	0.706666666666667
ZC3H8	-0.720833333333333
ZMAT1	2.630875
SPINK5L3	-4.36175
SLC10A6	0.4425
APPL2	-0.263875
CARD10	0.0535
LOC402176	-0.2415
EEF1D	1.3013
RAB6A	0.376
C12orf5	-0.783375
PAPOLG	0.30525
MSRB2	0.7395
BCR	-0.0422222222222222
PUS3	-0.10625
TIAM2	0.773
ZNF317	-0.1725
CHD2	0.0421428571428571
FZD5	-1.59736363636364
NUDT8	-2.1815
ZNF763	-0.6485
PRC1	-2.44466666666667
ABCB9	-0.0511666666666667
SPATA3	-0.03975
TRAK2	1.030625
STAB1	2.404875
LRRTM2	0.4715
psiTPTE22	1.0195
DBI	0.0765
SERPINA11	-0.95125
NAT5	0.8515
C20orf58	-1.918
RPS6KA4	-0.03
FLJ90650	-0.75275
TGFBRAP1	-0.213
CHRDL2	0.089125
FAHD2A	-0.565
CNTN1	0.4495
BBS4	0.1239
TMEM181	-0.4135
MINPP1	-0.4875
MPHOSPH6	-0.447583333333333
HOXC10	1.231
ITPKB	-0.426625
CLPTM1L	0.2825
MEOX2	-0.2845
ATP6V0C	0.9955
PRPF8	-0.0476666666666667
TMC5	3.91375
FKBP3	-0.17725
PLEKHB2	-0.144125
OR4D6	0.475
ZNF544	0.047
D2HGDH	0.400375
RPL18A	-0.5224
HEL308	0.321
MPP6	-3.956
TCERG1	-1.50225
KRT16	0.161666666666667
KLF17	-1.699
KLF5	0.924625
CDR1	2.118875
VCX3A	-3.0495
FBLN2	1.928625
C14orf104	-0.64975
HBE1	-4.5545
OR4S2	0.847
C1orf108	-0.9695
ROBO4	3.27233333333333
CPEB4	0.322375
C11orf80	0.311166666666667
BCKDHA	0.8565
MYOC	0.70825
GIF	0.00850000000000001
CKMT1A	-1.486
RPL3	0.5143
THBS1	3.263375
APOO	-0.9115
ARMCX1	-0.12575
HSZFP36	0.57975
SNAPC5	-0.07225
EIF4ENIF1	0.706
ZNF433	-0.29825
TNFRSF21	-1.864
TMPRSS7	0.538
SPATA18	1.3241
HPDL	-2.2595
MKL2	3.0761
TBX3	1.31338461538462
C21orf93	0.193166666666667
DAXX	-0.1355
ELMO1	-0.349875
RGS13	2.4235
TAF11	-0.96725
UNC13A	-2.70375
LOC653314	-0.0778
ORC3L	-0.50025
IMAA	-2.571
TARBP2	-0.605
CABIN1	-0.6509
TRIOBP	-0.066875
HIST1H2AC	1.52825
RGS22	-0.996166666666667
NCOA1	1.05733333333333
IL25	1.408
SNCG	0.1045
GPR6	0.1715
AMDHD1	-1.045
CHEK2	-1.527
C6orf142	-0.84225
DRD4	0.82075
C14orf68	-1.37075
GDF11	-2.2735
SEMG2	-0.112
CD247	-1.194
CDAN1	-0.155
RBMX2	-0.119333333333333
TGS1	-0.1205
OIT3	0.81175
SYF2	0.7875
MCM4	-2.424125
PKHD1L1	0.96375
CEP192	-0.178333333333333
IFT88	1.4715
RPL9	0.127857142857143
RAB32	-0.0765
DDX43	-2.11375
P2RX2	0.447166666666667
OR5D18	0.262
UBE1	-0.80825
SLC24A1	0.817125
ARHGAP5	-0.47475
CETP	-0.72125
KIAA1731	-1.523
SLC9A4	0.643
PTPN6	1.0125
BAHD1	0.562
GRIK3	-0.0555
CACNB2	-0.3767
PDE10A	-0.54675
DGCR14	-0.34025
PCDHB9	-0.954
RHOQ	0.0045
MAP3K4	-0.06625
KTI12	-0.3035
RPL23AP13	-1.762
GNG11	-0.26325
CLCN3	1.04433333333333
GPAM	-0.998125
VSTM2A	0.5355
SLAMF7	3.37266666666667
INTS2	-0.72925
PPP2CA	0.2924
LRP12	-1.25346666666667
SEC14L2	0.423222222222222
DKFZP586H2123	2.58425
MC3R	0.07
CIRH1A	-2.43416666666667
HIST1H2AB	0.819
POLH	-1.127
MGC16703	-2.5495
SNAPC2	1.3785
FILIP1L	0.83425
RASGRP4	0.7505
LRRC1	1.596
GAS1	1.2565
PRAC	-0.6255
DGKA	-0.727333333333333
NT5C3	-0.69375
PEG3	-1.98325
NADK	-1.17125
PRR17	-0.078
LOC374569	-0.41975
SGSH	-0.257666666666667
NLRP8	0.598
GALT	-0.2861
MCF2	-2.4835
ZNF263	1.18775
TACSTD1	0.8625
TYR	-5.8116
ATP6AP2	-0.08925
RNUXA	-0.622
ABHD10	-0.462111111111111
GDPD2	-1.18225
SLC35C1	-0.102
UBE2A	-0.21275
HERC5	-1.56216666666667
FAM112B	-4.01333333333333
FBXL16	3.31675
DKFZP434A0131	-0.64075
ELA3A	-2.2595
RBM41	-1.11175
HAO2	0.213
RNH1	0.472875
SHANK2	2.56733333333333
OSBP2	-2.248875
DAK	-0.0246666666666667
C3orf58	-0.45025
TCL1B	0.0385
KBTBD2	-0.253125
SUGT1L1	2.16175
UBE2E2	-0.827666666666667
MYL9	2.936125
CDC23	-0.474
PBXIP1	1.4234
CXorf40B	0.8405
NBL1	0.96275
RTBDN	0.214
RAB11FIP5	0.11325
TTTY13	-0.3175
SCOTIN	-0.0175
SOHLH1	-1.4815
CDKN1A	0.540642857142857
NCK1	-0.1015
ZNF550	0.79425
