Hybridization REF	TCGA-AR-A1AK-01A-21R-A12P-07
TCEA3	2.35133333333333
CEP152	-2.3281875
CLIP1	0.275875
ZNF75	0.0056875
ATP5C1	0.130833333333333
NUDT5	-0.0993333333333333
PSCDBP	1.4815
UBP1	0.06675
RBM27	-0.17375
C13orf15	2.808
ZNF282	0.0305
ZNF222	0.4383
COL10A1	5.018
PRDM15	-0.75825
TTTY5	-0.2575
FAM9C	-0.0772499999999999
C20orf67	0.6315
GNG13	-0.4505
F12	-1.06025
C1orf41	0.07175
CPXCR1	0.9165
GSK3A	-0.092875
SUPT6H	0.605666666666667
PI16	3.46583333333333
ELL2	-0.328333333333333
C9orf167	-1.1545
PVRL3	-2.1821
FLJ38596	1.5285
ADAM20	-0.0285
GPR89A	0.699
GPR87	1.0635
ZNF30	0.46275
SMR3B	5.5505
ZNF770	-0.33825
TRPC4AP	-0.1755
DKFZP686E2158	0.6985
C2orf28	0.147166666666667
FREM1	0.413833333333333
LAMA4	0.344
ADPRHL2	0.427
EIF4G2	0.0671666666666667
GUCA1A	-0.1395
CTNNA2	-2.04557142857143
NUDT15	-1.8395
CEPT1	-0.417
ZNFX1	1.5336
CCDC92	1.11975
TDRD1	-1.4995
KCNK5	-0.967333333333333
ETNK1	0.10375
LTA	0.2705
TTPA	-0.035
B3GALNT2	-0.616125
SC65	0.119333333333333
PEX5L	-2.21075
EPS15L1	0.41875
MGEA5	-0.00899999999999997
HIST1H3A	0.582
ING1	-0.143875
BCAT1	-3.565875
ORC6L	-3.32090909090909
KLK11	-4.70666666666667
C19orf28	-1.35025
DNER	-3.72825
MED22	-0.661571428571429
ETV6	1.53925
CHAC2	-1.28
CD300E	0.567
CEBPB	1.27791666666667
ZNF398	-0.25975
LRCH3	-0.6145
HMGA1	-1.56883333333333
CAPN7	0.0231666666666667
MGC5566	-2.02325
CCL3	3.56925
NANOS1	-0.226285714285714
ZFYVE19	0.166
APITD1	-0.208833333333333
PARD3	0.79875
IRAK4	-0.241333333333333
SERPINI2	-0.086
CEP170L	-0.8535
TTC9	1.211
MYOM3	-1.7475
MLPH	1.306625
LOC222699	0.0945
NRG1	-1.16125
TBC1D9	3.76372727272727
TTK	-2.49
ZNF557	0.3004
DDX41	-0.262666666666667
FANK1	2.1065
UBE2D2	0.469
PSMB10	0.917
MYH7B	1.222
GABARAPL2	0.19525
MARVELD2	1.50016666666667
DGCR2	0.6995
UNC45A	-0.1275
C6orf72	0.5495
ZNF683	4.78825
GIT2	0.418875
CASK	-0.223166666666667
C14orf161	1.63016666666667
LRRC44	0.73075
TIFA	0.51225
UTP11L	-1.16625
C6orf65	-1.40875
FDPS	-0.20475
DUSP9	-1.9402
SLC17A8	0.5214
OR51G1	0.09
NANS	0.318
OLFML1	1.75525
ATP10B	-1.624625
NPAS3	-0.87275
PRKCA	-2.3251
GGA2	-0.00343749999999999
LCE4A	0.745
SPANXN3	0.78925
CCDC115	1.262125
SDCCAG3	-1.003
GLIPR1L1	-0.399
TTC1	-0.32175
C17orf76	0.43025
MAD2L2	-1.15475
HIPK1	-0.4263
LRRC3B	0.350833333333333
CLN3	0.417272727272727
C17orf47	-0.21
FMN2	-2.480625
TUBB1	-1.879125
WAPAL	-0.269666666666667
C3orf21	-0.74975
SCN5A	-0.2691
SMYD1	-0.46725
BEX5	1.9445
ZNF192	-0.2255
SEC22A	0.319666666666667
GRIA2	0.437785714285714
KIAA0825	-0.70325
NUSAP1	-2.13809090909091
LANCL1	-0.163875
C15orf40	-0.679
ZNF645	-0.232
GPR61	0.03775
NLRP14	-0.053
SNX21	0.1708
C1QTNF8	0.5465
C17orf46	0.10325
IFNA8	-0.595
SPRR1B	-2.3215
FLRT1	-1.10475
SNX17	-0.1445
ASB2	1.57516666666667
HBG1	-5.0795
RPRML	0.385
JOSD2	0.4235
PLSCR3	0.20325
SPOCD1	-2.1205
RAB39	0.507
GHRH	0.7025
ITIH5L	0.16475
C17orf37	1.55075
SMCR8	0.83775
DPY19L2P3	0.252333333333333
IL11RA	1.49216666666667
GDF3	-3.93333333333333
RPS6KB1	-0.732166666666667
DNAJC19	0.6331
TOP1	-0.48475
CRCT1	-0.7065
MPST	0.61525
DPM2	0.194625
FAM38B	-2.17416666666667
SLC18A1	-2.13483333333333
FARP1	-1.074
PAX7	0.38225
TUBD1	-0.83275
GNL3	-0.567875
BTG2	3.38546666666667
NDUFS6	0.128
C1orf79	-0.61225
ERAL1	0.50925
ECHS1	-0.1755
VPS4A	-0.561833333333333
CYP11A1	0.28875
ABCC6	0.778714285714286
PBX4	-0.649
MOSC1	0.54975
NCF4	1.29425
HYMAI	0.088
NAGPA	0.121625
OTOP2	0.293
ACOT12	-0.1985
MTHFD2L	0.39375
LOC441376	4.42575
C19orf34	-0.088
RAB1B	0.3515
ALDOAP2	0.1025
NTRK1	-1.38333333333333
ARTS-1	0.5582
SLC6A11	-1.9605
NAP1L2	1.01575
CNGB1	-0.131166666666667
EPB41L4B	-0.91225
FAM134B	2.960625
HS3ST3A1	-1.4425
CPXM2	5.029
SIRPB2	0.1045
CHORDC1	-1.52633333333333
TRIB3	-1.00766666666667
SLC2A5	0.94225
C2orf49	-0.938166666666667
DDX5	0.67925
OR5L1	0.741
ANAPC4	-0.192
ZSWIM1	0.971625
LOC93622	0.0795
KCNK3	-0.5269
RP11-35N6.1	-1.094125
ZFP161	-0.0291666666666667
AQP9	1.81575
SLC15A2	-0.926166666666667
MREG	-0.4115
OR9I1	0.387
PDLIM2	0.247875
ADAM7	0.447
GSTCD	-0.850333333333333
WDR21A	0.36225
SLC12A8	0.4175
TMEM174	0.082
IGSF3	-0.0991666666666666
LRRN1	1.612
LOC402117	-0.5785
SRPK1	-1.2875
LY6K	-1.8734375
NFIA	2.3015
PTCD3	-0.481
LEP	2.87133333333333
PCDH21	-0.509666666666667
MAPKAPK2	1.00371428571429
NMNAT1	-0.656166666666667
LHFPL2	0.786625
C9orf43	1.39475
DIP2A	-1.12966666666667
ACTR8	-0.172375
CCDC34	-1.08525
PTPN22	-0.049375
ITGA3	0.25425
FAM129C	0.7905
RABGGTA	0.6225
UNC45B	0.8095
KIAA1033	0.123875
ZNF510	0.1855
CYP2D6	0.0986666666666666
SLC26A10	-0.713
STX8	-0.04825
LUZP1	-0.27075
WDR89	-0.1365
EIF4G3	-0.5893
C5AR1	1.094
ZNF623	0.147
A2M	1.83175
TGM7	0.3285
GRPEL1	-0.593333333333333
LMNB2	-2.2893
ROCK2	-0.686
SNX16	-0.060125
CCDC66	1.3935
ANXA3	0.08025
KIAA1609	-0.708
EED	-1.04675
RNF32	-0.0456666666666667
HES1	0.3337
CLC	1.42466666666667
ISL1	-1.16083333333333
KIAA0528	0.294
MANEA	0.43775
C1orf61	-1.695
hCG_2001000	1.47
RAPGEF6	0.2114
KIAA0020	-0.695333333333333
NEIL1	1.46275
C16orf45	1.269875
RBM10	-0.593166666666667
C10orf125	-0.686625
MRS2L	-0.55925
DNAH17	-0.65125
C19orf10	-0.78625
C1orf160	1.2515
SLFN12	2.0265
EXOC3	-0.25
HIST3H3	0.46775
NCOR2	0.5205
TNFRSF9	-0.2375
MFSD8	0.69725
ALX1	-4.49616666666667
NOL1	-0.88775
PODN	3.00725
TIAL1	-0.56625
HIST1H1E	-0.92975
NPY6R	0.3495
TM4SF4	-0.448
CORO2A	0.30425
ETNK2	1.61516666666667
APOE	1.6446
ANGPT4	0.122
HDGF2	-1.01375
G30	-0.059
ST8SIA4	0.702375
F2RL1	0.264875
FAM19A4	-3.1965
CCAR1	-0.56025
B3GNT7	0.23675
OPHN1	-0.4957
DSCR6	1.395
C21orf13	1.79483333333333
GAS2L1	0.61675
RFX3	-0.312
COPS4	0.149
BCHE	-3.84233333333333
BCL2	2.44825
HBZ	-3.10766666666667
ARL13B	-0.087125
MAPBPIP	1.09175
MYO15B	0.356625
SPZ1	1.867
KIAA1324	2.21488888888889
PLCL2	0.32925
C4orf29	-0.77425
WDFY2	-1.05175
ZNF284	-1.063
NAALADL1	0.7575
DUSP5	0.851666666666667
PXDN	-0.444375
SLMO1	0.055
TNXB	0.523
BIRC7	-0.834
A4GALT	1.72683333333333
TIMM22	0.29925
FAM110C	0.60075
TOMM34	-0.61925
ABHD9	0.2215
ADAM32	0.7005
CRHBP	2.52075
AQP2	0.785375
LOC130355	0.933
ZNF187	0.293666666666667
ZNF816A	0.0725
F7	0.427125
CNOT1	-0.9492
SLC13A4	-0.855
ZBTB11	-0.39675
B3GALT5	0.06425
EXOC2	-0.239333333333333
IRS1	1.5877
TMEM1	0.0385
MRPL34	0.956
SAMM50	-0.30175
CDC42EP3	0.416
HSF2	-0.4447
MFN2	0.069
TSPAN7	0.219166666666667
NUCB1	0.645666666666667
RHOH	-0.4745
ARL16	-0.1275
TACR1	0.282
SFRS5	-0.769333333333333
SNX25	-0.916375
RHBDF1	0.557
PCDH18	2.70666666666667
HMG1L1	-1.37475
MYO5C	0.998625
MAPK10	1.8085
LDHAL6A	0.216166666666667
NUDT12	1.44433333333333
NCAM1	-0.036
GLIS2	0.1705
GGTL4	-0.05925
DAPP1	0.819
ATF7	0.787125
KIAA0748	0.11125
NFIL3	-0.50325
TM6SF1	1.1351
SEZ6	0.052625
NANOS3	0.478833333333333
DNAJA3	-0.36
CLDN6	-2.5085
CIITA	3.2729
EPHA4	-0.860416666666667
FANCC	-0.6395
CMTM3	0.26325
PSG3	-0.29375
MRPL15	-0.053
C21orf59	-0.09175
PLCXD2	-0.2975
C2orf34	-0.667
UBE2L6	2.582125
MED14	-0.281166666666667
HP1BP3	0.2057
C6orf208	0.271
TPBG	0.52125
OSR2	1.905
XPC	-0.173666666666667
KLHL7	-1.344
CCR3	-0.711333333333333
AGTPBP1	-0.497833333333333
PCSK6	-0.6082
STAT5A	-0.9805
FAM18B	0.64975
LONRF2	1.1805
PTPN2	-0.279375
SF3A3	-1.01883333333333
EFCBP2	-0.3965
HCFC1	-0.846333333333333
AHNAK	0.51145
ACTR5	0.21775
KIF14	-2.69271428571429
TENC1	1.58925
HEATR5B	0.7155
YIPF2	0.736166666666667
MYEOV2	0.971
DUSP18	1.149
KIAA1012	0.0355
AHR	0.0283333333333333
C17orf53	-0.834
PTPRH	-3.365
ATP6V1C1	0.6065
TAS2R3	-0.429
LOC440356	1.5075
COQ10B	0.315
PSMF1	0.3705
SORBS2	2.04341666666667
NFE2L2	0.04425
TMCO7	-0.4465
SH3PXD2A	0.4049
SH2D2A	-0.845
SPINK5	-2.56125
MRPS24	-0.43725
OPA3	0.17775
TRAF7	-0.515
C4orf35	0.283666666666667
MT1G	0.377
MGC39545	0.03075
HS1BP3	0.1956
OR2B2	0.277
CHRM4	-0.2335
SFRP2	2.11891666666667
RIC3	0.755
ART1	-0.2485
C6orf1	0.803875
DUS4L	-0.501
C10orf104	0.4535
TNFAIP6	2.382
RTEL1	-0.7375
CCT4	-1.1617
ZNF709	0.27025
CHMP6	0.640166666666667
UPP2	0.599
CYP19A1	-2.168125
CD151	-0.456333333333333
NDUFA13	0.784166666666667
ARFRP1	-0.626166666666667
FAM26B	2.34075
CRYBA1	-1.843
MRPL41	0.234666666666667
NPFFR2	-1.586125
HRH2	0.2585
SCAMP3	0.8895
MTMR6	0.0804
MTG1	-1.41566666666667
UBTD1	1.39575
CRABP1	-2.155
FLJ33790	0.1692
KIAA1908	0.406166666666667
GPR158	-4.10125
PACSIN3	-0.0771666666666667
OMD	3.17433333333333
CATSPER1	0.1055
HOXB8	-1.87825
FBXO46	0.413
OAS1	3.23166666666667
SVIL	1.44025
PHB2	-0.48025
ADCY3	0.3525
NDRG2	1.946
ERMAP	0.4133
APBA2	-1.86033333333333
IGSF9	1.581
WNT6	0.623714285714286
MYCBPAP	3.09525
ATP2B2	-0.4534
CPVL	0.352
TRAM2	-0.67925
NOP5/NOP58	-0.84275
ZNRF4	-0.31875
TLK1	-0.48825
MTMR12	0.272071428571429
ZNF384	0.00200000000000001
FAM9B	-3.15175
RPN1	0.1209
PMVK	1.29425
EIF3D	-0.152
SIX2	-1.18225
HPS1	0.909357142857143
RNF7	0.236
PSKH2	-0.4485
KCTD13	-0.260833333333333
CSMD3	-0.691
FBF1	-0.3945
IL8	-4.426375
SERPINB13	0.415636363636364
FBXL20	0.05175
BLR1	0.423
SH2B1	-0.416
RFNG	0.218875
RAB20	0.8405
RBM7	-0.474
POLR1A	-0.751833333333333
TMPRSS4	2.04125
TAF9	0.187875
TERF2	-0.321333333333333
TNFRSF1A	0.635
ACADVL	-0.219
GTF2H5	0.641
EDG8	0.867333333333333
C9orf140	-1.80475
UST6	0.0575
ZBTB8OS	-0.17725
ZNF710	0.7945
GPR174	-0.6445
ATP6V0A2	-0.62775
KIAA0319L	-0.735166666666667
XKRX	-0.235
DOPEY2	0.8935
SDHD	-0.360416666666667
SUMF1	1.3865
OSM	3.6325
OPN3	-0.9245
DAGLB	-0.0258333333333333
PPFIBP1	-0.6714
TRIM63	-2.37525
C10orf53	0.029
LYPD3	0.469833333333333
BCL7A	-0.4835
AGER	-0.737666666666667
TCF19	-1.452125
SAT2	0.39
PFTK1	0.675666666666667
GABRE	-2.425875
C15orf38	1.4204
FIS1	0.783
KCNV2	-0.3665
CLPS	0.48425
PPCDC	-0.402
FOXN2	-0.0268333333333333
NT5E	-2.4439
CD83	1.848
IL18	1.836
VPS16	0.3
IGFBP2	-0.411833333333333
NOTCH2	-0.1945
SIGLEC1	3.9045
CD93	5.951
SULF2	1.15025
CEP164	-0.414875
P53AIP1	0.159
TOR2A	0.164666666666667
ZNF136	0.27325
MGP	3.6309
CCDC144A	-0.909166666666667
TRPC1	-0.451
SMS	-0.794833333333333
MAPK7	-0.0796666666666667
RRAGC	0.666
PARD6A	1.11233333333333
NUB1	0.755
SYNGR4	0.4335
OR11H12	0.4005
WIF1	1.4635
GCH1	0.7985
OR11H4	-0.4625
SLC44A5	-0.1675
GPRIN2	0.899333333333333
LOC401431	0.899
CPA4	-2.4851
MELK	-2.40088888888889
IL15RA	1.503
CUL3	0.733375
HMBOX1	-0.5275
PODXL	-1.22375
CCT6B	2.224
COMTD1	-0.501
MUC20	0.239
GPX2	-2.7195
ITK	0.23775
FBXL5	1.1775
C13orf27	-1.38625
DEFA5	0.2885
TRHDE	-0.939
MTP18	0.2025
UQCRQ	0.841
ITGB2	2.01766666666667
CSRP2BP	-0.367
TAS2R44	0.3055
PHPT1	0.55175
FAM44C	0.7025
ERH	0.38575
MPHOSPH1	-1.29283333333333
MORC1	-1.083
PARVB	-0.275
LAMA1	-2.427
PGBD3	-0.153
GIMAP6	4.61
AREG	-1.30683333333333
LIPT1	0.23
MGC99813	-0.92375
C1orf201	0.2495
GRIN2A	-0.946555555555556
MAN2C1	-0.714625
NSUN5	-0.7265
SF3B5	0.431
MYC	-0.9253125
NRXN1	-0.568083333333333
ZNF18	0.32175
SPDYA	-0.325625
SLC37A1	0.818
DECR2	0.527
ANKRD38	-0.278625
SPTLC3	-1.95608333333333
SUPT16H	-0.888625
DTWD2	0.002
ULBP1	-0.4915
ZADH1	0.1875
OIP5	-2.172
IL10RB	0.194
OTUB2	-0.269875
VWA3A	0.333833333333333
SPIC	0.768666666666667
OR6C4	-0.0895
PSCD4	1.90033333333333
DPY19L2P2	-1.281
TRAPPC6A	0.7025
C21orf2	-0.205333333333333
CEMP1	0.29125
LIN7B	0.6765
E2F7	-2.02833333333333
VCP	-0.5824375
LAMA3	1.852
BGN	1.65775
GPR160	0.660166666666667
COCH	-3.35666666666667
GPR81	0.6925
APOBEC3F	-0.1695
tcag7.1017	-0.2385
C1orf32	0.326
SCGB1D2	5.8275
FLJ43987	-0.5175
C6orf170	0.06175
KLK9	0.4215
GPD1L	0.262875
VPS37B	0.119
ATG3	-0.131666666666667
ADAMTS17	-0.2845
KLHDC2	0.484166666666667
NDUFV2	0.00325
BLK	-2.6345
MATN4	-0.9395
GPM6A	1.65157142857143
GBP4	4.09983333333333
TMEM162	0.286166666666667
PKP2	-1.225
HRASLS	-0.870222222222222
MMP1	-5.58475
SFXN3	0.0576
FSD1	-2.0335
ST6GALNAC3	-0.527166666666667
CA12	2.9638
NCOA6	0.593
C19orf58	0.6501
PPP4R1	-0.185333333333333
MAN1A2	-0.166166666666667
IKBKAP	-1.44975
UPF1	0.283333333333333
KIAA1219	1.024
WNT16	0.0198333333333333
SNW1	0.011875
IL18RAP	3.98975
RPP30	0.049375
CDC40	-0.0655714285714286
SETD3	-0.107333333333333
SLAMF6	0.84425
ELK4	-0.0705
TRIM47	1.43316666666667
ACOX3	0.812375
TRIM6	1.700125
KIAA0372	-0.3735
TP53AP1	1.21525
SMURF2	-0.91825
ADAD1	0.59675
EBP	-0.8092
KRTAP13-2	0.449
FLJ36874	-1.19466666666667
TOR1A	0.0606666666666667
P2RY4	0.42
GPBP1	0.4245
TRPV1	0.417875
ADAMTS12	0.260166666666667
PES1	-0.5296
ATG4A	0.447333333333333
MAGEA10	-4.907
WFS1	1.372
CC2D1B	-0.393166666666667
PABPN1	-0.254375
SLC25A30	-0.0625
SLCO1C1	1.09016666666667
SLC22A5	1.817
KIF23	-2.10916666666667
SYN2	-0.171
ASPN	7.15333333333333
CENTG2	-0.09325
QSOX2	-1.5676
FLJ10815	-0.15
STK24	-0.590125
SPEG	-0.0427
STK10	0.662
DACT2	0.1525
AAAS	-0.611
SSX3	-1.70375
ABCD3	0.7472
C4orf12	0.4215
PARVG	2.33566666666667
FIG4	0.71725
C9orf46	1.61025
TMCO6	-0.1185
IGHMBP2	0.7085
DUS2L	-0.949666666666667
FAM3C	-0.12625
TMEM16D	-2.30725
DCTN4	0.46825
KCNH3	0.33625
EIF2AK2	0.71425
AP1S3	-0.204625
CST4	2.151
PAM	-0.1460625
NUTF2	-1.12475
CITED2	0.8753
SLC39A4	0.013
C2orf52	-0.655
GRM3	-0.048
C12orf49	0.526375
CCDC49	0.1197
GRAMD1B	-1.38628571428571
FNDC4	0.219
SIAH2	1.779125
GDPD4	-1.056
C21orf87	0.594375
ATP5A1	-0.1675
C16orf63	-0.562
LOC388135	-0.371833333333333
ATP5J2	-0.61825
MMP3	0.45425
EMID2	0.1785
CRHR1	0.0915
WDR70	-0.26275
C13orf31	1.46
ZFAND1	0.62625
CCL18	4.41616666666667
C3orf49	0.071
RINT1	-0.383
KIAA0408	-1.1295
F13A1	4.8755
SLC10A1	1.57416666666667
OGN	2.99475
GIPC2	-0.2665
XPO6	-0.160666666666667
LCE1A	0.339
FMR1	0.3783
LOC374920	0.06925
DUSP3	0.377375
ANKMY1	0.8545
C7orf50	0.59975
BBS9	-0.1888
UNC119B	-0.568875
C9orf72	0.3625
MGC35440	-0.99275
ENTPD6	-0.3225
PPP1R2P9	1.1205
ERCC4	-0.54375
FAHD2B	0.0695
HMHA1	0.5665
HACL1	-0.4435
RAD23A	-0.2145
FAM83B	-1.08275
PPP5C	-0.467666666666667
RNASEH2C	-1.122125
C9orf153	-1.23825
SCAMP4	0.174875
GHITM	0.4792
NDUFB7	0.850125
ADCYAP1	2.22483333333333
SP110	2.74483333333333
MAP3K7IP2	0.634
DHH	0.425
AGRN	0.265928571428571
WDR33	0.804666666666667
CEP290	-0.465166666666667
PRPS1L1	-1.80033333333333
KLRA1	0.0445
GPR97	0.015
CHD7	-1.48025
TLR10	2.2765
SLC30A8	-1.612
HIC1	1.79316666666667
IAPP	-0.0805
RXFP4	0.2685
GP1BB	1.45625
SHQ1	0.141
NKX2-3	0.3695
API5	-0.40425
FTHP1	0.278
MOV10L1	2.38966666666667
TRIM6-TRIM34	2.11983333333333
ADHFE1	1.76175
FAM117A	0.066
DDI1	-0.0375
CDON	-0.782666666666667
TRIM73	-1.2995
IGKC	3.671
MMP14	-1.255
DYNC1LI1	-0.706
C11orf66	0.15325
TRBV3-1	-0.658
FASTKD5	-0.072
BIVM	-2.44825
LHX4	-0.11275
CXCL2	2.2065
RAB2B	-0.489666666666667
IZUMO1	-0.648
MAP3K15	-2.091
FAM19A2	0.443166666666667
ZC3H8	0.142666666666667
ZMAT1	1.830125
SPINK5L3	-2.73075
SLC10A6	0.5135
APPL2	0.319125
CARD10	0.3675
LOC402176	-0.225875
EEF1D	1.0296
RAB6A	-0.3241
C12orf5	0.228625
PAPOLG	0.62275
MSRB2	1.942
BCR	0.310611111111111
PUS3	-0.73025
TIAM2	-0.03425
ZNF317	-0.0371666666666667
CHD2	-0.291428571428571
FZD5	-1.76209090909091
NUDT8	-1.853
ZNF763	0.139
PRC1	-1.89766666666667
ABCB9	0.980666666666667
SPATA3	0.14625
TRAK2	0.2985
STAB1	2.9925
LRRTM2	0.0341666666666666
psiTPTE22	1.18325
DBI	1.1805
SERPINA11	0.0135
NAT5	0.06775
C20orf58	-2.235
RPS6KA4	0.185833333333333
FLJ90650	-0.81025
TGFBRAP1	-0.334
CHRDL2	0.10675
FAHD2A	-0.399166666666667
CNTN1	-0.69225
BBS4	0.2793
TMEM181	-0.9545
MINPP1	-0.21525
MPHOSPH6	-0.586
HOXC10	-0.9686
ITPKB	0.079875
CLPTM1L	0.218875
MEOX2	1.5435
ATP6V0C	0.93
PRPF8	-0.172
TMC5	2.247
FKBP3	0.1935
PLEKHB2	-0.808
OR4D6	0.2535
ZNF544	-0.5827
D2HGDH	-0.22825
RPL18A	0.3628
HEL308	0.17925
MPP6	-3.8935
TCERG1	-1.15825
KRT16	0.192666666666667
KLF17	-1.305
KLF5	-0.74825
CDR1	1.50575
VCX3A	-3.622
FBLN2	1.96725
C14orf104	-0.41775
HBE1	-4.9776
OR4S2	0.1455
C1orf108	-0.892333333333333
ROBO4	3.877
CPEB4	1.37375
C11orf80	0.418833333333333
BCKDHA	0.608
MYOC	2.35125
GIF	0.656
CKMT1A	0.264
RPL3	0.3467
THBS1	2.75975
APOO	-1.02625
ARMCX1	1.44325
HSZFP36	0.43575
SNAPC5	-0.247
EIF4ENIF1	1.0575
ZNF433	0.95525
TNFRSF21	0.359
TMPRSS7	0.308
SPATA18	0.9036
HPDL	-1.536
MKL2	1.409
TBX3	0.804307692307692
C21orf93	-0.331333333333333
DAXX	0.22675
ELMO1	0.602625
RGS13	2.9625
TAF11	-0.713
UNC13A	-2.14775
LOC653314	0.6046
ORC3L	-0.25275
IMAA	-2.611
TARBP2	-0.1375
CABIN1	-0.7605
TRIOBP	-0.1490625
HIST1H2AC	0.099625
RGS22	1.96766666666667
NCOA1	0.705666666666667
IL25	1.5105
SNCG	2.9865
GPR6	0.3215
AMDHD1	0.8405
CHEK2	-0.76725
C6orf142	-0.75225
DRD4	0.59175
C14orf68	-1.12125
GDF11	-2.46925
SEMG2	-0.1175
CD247	0.21725
CDAN1	-0.5785
RBMX2	-0.103166666666667
TGS1	-0.3745
OIT3	1.4365
SYF2	0.5355
MCM4	-2.394625
PKHD1L1	0.524125
CEP192	-0.813
IFT88	0.12275
RPL9	0.379928571428571
RAB32	1.112
DDX43	-0.9865
P2RX2	-0.0273333333333333
OR5D18	-0.308
UBE1	-0.175583333333333
SLC24A1	0.5885
ARHGAP5	-0.97975
CETP	-0.338
KIAA1731	-1.35466666666667
SLC9A4	0.6
PTPN6	1.43975
BAHD1	-0.22575
GRIK3	1.414
CACNB2	0.2217
PDE10A	-1.50225
DGCR14	0.0005
PCDHB9	-0.699166666666667
RHOQ	0.129
MAP3K4	-0.46575
KTI12	-0.302166666666667
RPL23AP13	-0.63675
GNG11	1.13675
CLCN3	-0.0993333333333333
GPAM	-1.24325
VSTM2A	-0.5145
SLAMF7	3.30266666666667
INTS2	-0.01775
PPP2CA	0.2898
LRP12	-0.839933333333333
SEC14L2	3.26344444444445
DKFZP586H2123	3.6025
MC3R	-0.055
CIRH1A	-1.606
HIST1H2AB	0.412833333333333
POLH	-1.21225
MGC16703	-1.60583333333333
SNAPC2	0.5015
FILIP1L	1.03
RASGRP4	0.561
LRRC1	1.0925
GAS1	1.1225
PRAC	-1.09875
DGKA	0.1665
NT5C3	-0.12975
PEG3	-2.91983333333333
NADK	-0.50225
PRR17	1.15
LOC374569	-0.40175
SGSH	0.4045
NLRP8	0.285
GALT	0.2821
MCF2	-1.541
ZNF263	0.55025
TACSTD1	0.625166666666667
TYR	-6.3953
ATP6AP2	1.6015
RNUXA	-0.05225
ABHD10	-0.0515
GDPD2	-0.807
SLC35C1	-0.60025
UBE2A	0.07925
HERC5	1.3245
FAM112B	-3.361
FBXL16	1.633
DKFZP434A0131	-0.7275
ELA3A	-2.1265
RBM41	-1.034625
HAO2	-0.216
RNH1	0.303
SHANK2	2.01516666666667
OSBP2	-1.65
DAK	-0.604666666666667
C3orf58	0.3575
TCL1B	0.062
KBTBD2	-0.106625
SUGT1L1	0.8085
UBE2E2	-0.1645
MYL9	2.702125
CDC23	-0.283166666666667
PBXIP1	1.7352
CXorf40B	0.2685
NBL1	-0.01475
RTBDN	1.3975
RAB11FIP5	0.737125
TTTY13	-1.1945
SCOTIN	0.747
SOHLH1	-1.26516666666667
CDKN1A	0.502214285714286
NCK1	0.727
ZNF550	0.60225
SAPS3	1.123
SPIN3	-0.0726666666666667
MAGEE2	-0.0965
MIS12	-0.631
OR8H2	0.3715
KIAA0774	-1.96
UNC5D	-1.866
CUL7	-0.433333333333333
LIPC	-2.70066666666667
DIO1	3.6125
C20orf11	-0.2502
CTRL	-0.42875
HS3ST2	2.066
PAK4	0.422166666666667
CCRL1	2.65125
RNF10	-0.115375
ZNF567	0.1965
ZNF660	-0.669
TCEAL3	1.0865
MAGOH	0.513333333333333
CENPB	-0.1695
C19orf7	0.515625
LOC388965	0.41075
ZCCHC13	2.476
JMJD1A	-0.991
HIST1H4H	0.1035
TBRG1	-0.6943
GPC3	-3.2665
TAF1C	-0.674375
EBNA1BP2	-0.273833333333333
CIAPIN1	-0.69325
PDGFRA	0.696166666666667
CSTB	-0.4235
CENPI	-2.5525
GTF2E2	-1.16066666666667
RPP21	0.23425
CCNF	-1.59816666666667
KCNQ3	0.55
FAM79A	1.02275
SLC22A12	-0.066
NOVA1	-0.513666666666667
FZD3	-0.4976
AKAP8	-0.0045
SOCS5	0.31275
CFDP1	-1.35525
DLG5	0.89575
PGM5	1.25316666666667
C1orf144	-0.131416666666667
HDAC10	-1.341
RND2	1.47725
C20orf199	-0.08175
RNMT	-0.5315
SLURP1	-0.606375
ASTN1	0.12025
SH3BGR	1.8675
MYCL1	0.276875
ZHX1	0.328666666666667
CENPK	-1.952
FOSB	3.0551
LOC643406	0.160875
C2orf59	-0.3275
TMEM135	-0.522625
SLC27A2	0.42375
KRT33A	3.482
OVOL1	0.82275
PAMCI	-0.906833333333333
S100A7	-1.774
ZNF789	-0.952
HARS2	0.575
RPL23A	-0.0666666666666667
TCF23	-0.13925
UPF3B	-1.604625
C17orf78	0.1915
HLA-DOB	1.23883333333333
C14orf142	0.482
TEKT5	2.11116666666667
DMWD	0.3055
POLD1	-2.171
GSCL	-0.036
CALD1	0.2677
SCRT1	0.592166666666667
AIG1	1.19475
UNC84B	-0.59475
ZNF404	0.09475
TMED6	-2.5165
KIAA1462	0.5595
LRRC27	1.2435
PYGO1	-0.417
PIGU	-0.000833333333333334
ALAS2	-4.01283333333333
WRNIP1	0.240875
CNNM3	-0.0555
ZNF2	0.39125
ST3GAL5	0.0238333333333333
MRPL23	0.26625
TSSK6	-0.166
PSMA6	0.23575
C16orf70	-0.4985
KIAA1602	0.01075
ALMS1	-0.328666666666667
DCN	3.240625
TMEM132D	-0.932
SUCLG2	-0.27575
ABHD14A	0.79425
DEXI	0.288666666666667
AMPD2	-0.912833333333333
IFNAR2	-0.540666666666667
CYB5A	2.4694
TLOC1	0.53775
NXF5	-0.854833333333333
NRBF2	0.230875
KCTD3	1.77225
ITGAE	-0.205166666666667
SLC30A3	-2.22066666666667
ZRF1	-0.5545
