Hybridization REF	TCGA-E2-A14N-01A-31R-A137-07
DAK	-1.35533333333333
C3orf58	2.687
TCL1B	-1.307
KBTBD2	-0.063625
SUGT1L1	-1.932
UBE2E2	0.516833333333333
MYL9	1.302875
CDC23	-0.928
PBXIP1	0.3116
CXorf40B	-0.0525
NBL1	-0.5805
RTBDN	0.0335
RAB11FIP5	-0.136125
TTTY13	-0.3865
SCOTIN	-0.286333333333333
SOHLH1	-0.6974
CDKN1A	-1.56128571428571
NCK1	1.16875
ZNF550	-0.9185
SAPS3	0.125666666666667
SPIN3	0.492166666666667
MAGEE2	1.45525
MIS12	-1.35116666666667
OR8H2	0.069
KIAA0774	-1.87866666666667
UNC5D	-0.664
CUL7	-0.916833333333333
LIPC	-3.57733333333333
DIO1	-2.7365
C20orf11	-0.1328
CTRL	0.3055
HS3ST2	-0.27775
PAK4	1.4585
CCRL1	2.1675
RNF10	-0.105875
ZNF567	0.3325
ZNF660	-0.7045
TCEAL3	-0.47375
MAGOH	1.15783333333333
CENPB	-0.1075
C19orf7	0.620375
LOC388965	0.0965
ZCCHC13	0.9525
JMJD1A	-1.7766
HIST1H4H	-0.3465
TBRG1	-1.2094
GPC3	-4.96675
TAF1C	-0.82025
EBNA1BP2	0.551166666666667
CIAPIN1	-0.213
PDGFRA	-1.32866666666667
CSTB	0.222625
CENPI	-0.276166666666667
GTF2E2	-1.19916666666667
RPP21	-0.565
CCNF	-0.531
KCNQ3	2.078
FAM79A	1.56475
SLC22A12	0.43
NOVA1	-1.63466666666667
FZD3	-3.2275
AKAP8	0.913
SOCS5	-0.05325
CFDP1	-1.428
DLG5	-0.59675
PGM5	-0.403916666666667
C1orf144	-0.124666666666667
HDAC10	-1.6095
RND2	-0.4475
C20orf199	-1.264
RNMT	-0.44325
SLURP1	0.67225
ASTN1	-0.194375
SH3BGR	1.65625
MYCL1	-0.924875
ZHX1	0.3115
CENPK	-3.162
FOSB	1.9387
LOC643406	-0.490375
C2orf59	-0.462125
TMEM135	-0.198875
SLC27A2	-3.792
KRT33A	1.2305
OVOL1	-0.148857142857143
PAMCI	0.0786666666666667
S100A7	0.595
ZNF789	0.3765
HARS2	0.78
RPL23A	-0.0805
TCF23	-0.136
UPF3B	0.340625
C17orf78	0.246
HLA-DOB	1.79683333333333
C14orf142	-0.826833333333333
TEKT5	-0.430166666666667
DMWD	0.583
POLD1	-1.36766666666667
GSCL	0.0705
CALD1	0.0138
SCRT1	0.436833333333333
AIG1	-0.30125
UNC84B	-0.41675
ZNF404	-2.78825
TMED6	-3.885
KIAA1462	-0.799
LRRC27	1.46216666666667
PYGO1	-0.5855
PIGU	-1.07533333333333
ALAS2	-3.8265
WRNIP1	1.2485
CNNM3	-0.399
ZNF2	0.023
ST3GAL5	-1.78983333333333
MRPL23	-0.05125
TSSK6	-0.6225
PSMA6	-0.4135
C16orf70	-0.3825
KIAA1602	-0.193
ALMS1	0.283666666666667
DCN	-0.67625
TMEM132D	-1.0155
SUCLG2	-0.57175
ABHD14A	-0.585
DEXI	-0.367166666666667
AMPD2	-0.570833333333333
IFNAR2	0.527833333333333
CYB5A	1.0882
TLOC1	-0.47715
NXF5	-0.843666666666667
NRBF2	0.683625
KCTD3	0.11525
ITGAE	-1.251
SLC30A3	-1.96166666666667
ZRF1	0.657
IFRD2	0.1285
XAB1	1.14325
PYCR2	-0.970333333333333
SERPINB3	-3.7335
TMLHE	0.5663
GEFT	-2.0715
ABCA5	0.30625
EMR4	-0.6732
TSFM	0.237
HIST3H2BB	-0.82075
ARHGEF19	1.0535
TSPAN17	0.898666666666667
ABCC8	-0.4275
MAP1S	0.0691666666666667
C22orf36	1.129
BNC2	-1.25264285714286
HIST1H4A	-0.1695
NDUFS3	-0.272666666666667
WDR3	0.746833333333333
XKR4	-2.296
TTC33	-1.05814285714286
STMN2	2.4565
CPN2	-1.17316666666667
HSPC105	1.7655
PCOLCE2	-0.07475
C3orf55	4.1175
KLHDC9	-1.90316666666667
TBC1D23	0.9345
ATXN2L	-0.87475
MAP2K3	0.866583333333333
SCAP	0.005
ZNF486	0.270666666666667
C20orf96	1.16925
NARS	-0.34525
ADAMTSL1	-1.01564285714286
PRCC	0.773
CCDC126	0.812833333333333
ZNF675	-0.87225
CALCOCO1	-0.782
ANKRD43	-2.47175
CWF19L2	-0.0258333333333333
ZBTB32	2.75883333333333
BRAF	1.35425
ODF4	-0.207
MGC14376	-0.488333333333333
HORMAD1	2.6925
AAK1	-0.0570833333333333
PEBP1	1.08091666666667
TNFSF5IP1	-0.281833333333333
DKFZp564N2472	-0.3055
RMND1	-0.5805
IGKV1-5	4.33925
COL1A2	1.09516666666667
SERPINA5	-4.336875
AANAT	0.7385
C19orf21	-1.83216666666667
GEMIN5	0.287
UBR4	-0.725333333333333
LTBP3	-0.013
AMHR2	-2.20266666666667
PROCR	-1.67275
MYBBP1A	0.0555
C20orf39	-2.28466666666667
ZNF697	-0.997625
PASK	-0.5468
ZNF776	0.315333333333333
RFXDC2	-0.53925
KIAA0467	0.265
C10orf96	-2.9285
ZNF503	-1.55325
GULP1	-1.41616666666667
KCNE4	-1.01883333333333
DKFZp434K191	-0.315125
LOC196913	0.3935
BHLHB4	1.1625
CH25H	0.77075
LOC81691	-1.34683333333333
ALPL	-0.295571428571429
COL12A1	1.09525
FOLR3	-2.555
GPR123	0.087
TRIM62	0.207214285714286
ABLIM1	1.1505
MAST3	-0.654
RHBDD1	0.0473333333333333
LOC338809	0.7245
RYBP	-0.38775
TTC26	0.77
ZNF22	-0.691333333333333
ISCA2	-0.6945
RDM1	-1.4645
PIGM	0.51
GNB3	-1.591
ACTR2	1.0599
HMGB1	1.2087
EDG1	1.73083333333333
SOAT2	-3.07025
OR10AD1	-0.2485
RAP1GDS1	0.22575
LCE1F	0.789
ESM1	-2.358125
RCN3	0.78925
CREBL1	-0.71375
DBNL	-0.665166666666667
PTGER3	1.804875
USP30	-0.2345
BCL2L12	0.244833333333333
KIF26B	1.323
ZNF416	0.0135
ZNF225	-0.4795
C17orf70	-0.2295
ZNF554	0.43625
RAE1	-0.9665
TNIK	0.7235
ACTN3	0.6655
MGC45922	0.5585
CCNA1	1.41316666666667
RYK	1.21816666666667
IL26	0.66
LRP3	1.05466666666667
QARS	-1.411
SOX7	0.741
BID	1.386375
OR2S2	0.6045
CXCL14	2.719
C11orf47	-1.1335
MGC29891	0.177166666666667
HSPB8	-1.4701
PRDM14	-2.0185
NUFIP2	0.54025
MNAT1	-0.2435
ZDHHC2	-2.49325
MBNL2	-0.831375
ADD3	-0.446875
CSNK2A1P	-0.042
KLK6	-2.427
TMEM111	0.3411
KIAA1279	-1.03425
NUBP2	-0.411166666666667
RAB42	0.16475
ID3	-1.4634
TM9SF1	-0.791
MDP-1	-2.0505
POU4F2	-0.2655
IQCK	0.1375
C16orf14	0.54575
CAPN3	-1.681375
FAM43B	-0.66575
RECQL	-0.45525
AP1G1	-0.00307142857142857
CTNNBL1	-0.994333333333333
ECHDC1	-0.205
SMARCC1	0.6986
FOXQ1	-1.82175
GNAI3	0.112166666666667
POLG2	-1.9545
CD4	1.246
ITLN1	-1.968
EBI2	3.892
IRF1	0.53525
PTPRE	1.0997
PTK2B	-0.92275
NXNL2	-0.876
SOX4	0.967444444444444
TSPAN3	-0.876666666666667
SH2D1A	-1.59066666666667
C8orf58	-1.41666666666667
USP20	-1.13125
DUSP22	-0.434416666666667
CALB1	-2.822
L3MBTL2	0.411833333333333
MCRS1	-0.43775
TMEM118	0.956
C18orf8	0.686333333333333
FLJ10241	-1.0395
GJA12	0.7265
PKD1	-0.727
ZFP3	0.609
JAM3	-2.947125
LAPTM4A	1.3918
DIRC2	-0.37725
KIAA2022	-0.395333333333333
MYOM1	-0.401833333333333
TRPM8	-0.991166666666667
MOP-1	0.8685
PHKG2	-0.71075
ZNF650	0.31325
KIAA1522	1.001
PSG8	-1.80683333333333
DDX19B	-0.491
MOBKL1B	0.343
DIAPH2	0.0581666666666667
PTPN12	-0.19175
CLN8	-1.3648
CRYZL1	-1.345
CRY2	-0.439333333333333
FCGR2B	3.01916666666667
PNPLA4	-0.76725
ZNF454	3.455
DKFZp434B1231	-1.1015
CLDN11	0.5773
RFWD2	0.591666666666667
CIB2	0.439
MXRA8	0.807875
HRK	1.598875
MAML2	0.73
C4orf31	-1.872
C6orf192	1.01425
COG6	-0.183625
FAM5B	2.561
NFATC1	2.3676
SEPT10	-0.77425
SCYL1	-0.6656
RPP40	1.17025
SCOC	-0.4826
KIAA1450	0.2185
CTDSPL2	-0.48225
TBX5	0.692333333333333
NAPG	-0.17075
RHD	-4.49675
C14orf45	0.183
ZBTB22	-0.0475
PLCG1	-1.1905
ANKRD10	-0.5375
AQP7P2	0.642
TAGLN2	1.08533333333333
HTR2C	-3.15325
SLC16A7	0.467333333333333
C17orf83	0.301333333333333
TSGA14	0.163333333333333
MDH1	-0.05775
PPP3R2	0.592166666666667
DCBLD2	-0.6845
RBM33	0.1445
DPH3	-0.62275
SYT10	-1.72
FMO4	2.0105
THYN1	-1.23425
DRD5	-2.2965
OTOR	-0.153714285714286
PGRMC2	-0.2794
KATNAL1	0.497125
PAQR6	-2.19875
UBE2I	-0.4175
C14orf28	-1.261
C8orf70	0.84675
FLYWCH1	-0.767125
ANGPTL3	-1.03175
GLRX2	0.330833333333333
ATP11A	-0.7265
ARL5B	1.961375
MUC16	-1.198
SLC25A5	-0.751857142857143
ACRC	-0.82225
MYO1C	-0.422625
FAM89B	0.880833333333333
FAS	1.107375
KIFAP3	-0.5885
GLRA2	-0.2495
BTN3A2	-0.419
CNKSR3	1.1215
CSTF3	0.378166666666667
ARPM1	3.0475
KIAA1530	-0.427
C9orf150	2.58333333333333
PRKCI	1.57975
tcag7.1015	-0.137
SOD3	-0.8595
ZNF574	0.406
CYP21A2	0.39275
RPL12	1.15325
COMMD2	0.796
WIZ	0.1245
LOC344405	-0.76
ALDH4A1	-0.997882352941176
CRYAB	4.21325
COPA	0.292533333333333
PCDHGA7	0.308
KIF11	-0.347333333333333
RASD2	1.0035
SLC26A3	-0.343
ZNF175	-2.965
JAKMIP2	-2.57025
C8orf4	3.07933333333333
PTHLH	0.78675
SLC40A1	-0.214666666666667
OR7D4	0.597666666666667
PCDHB17	3.7555
CD36	3.27585714285714
C6orf203	1.1333
PRKG2	-0.44
LOC400566	0.29225
ANAPC13	-0.21325
SLCO3A1	-1.86925
ZNF692	-0.779
FANCL	-0.0345
SH3GLB1	1.0095
C12orf61	0.231
KBTBD6	1.23225
SUPT5H	1.425
XRCC6	-0.0573
HUS1B	0.5501
FAM133B	0.623785714285714
LOC728276	-0.138
KCTD18	1.149
SOS2	0.413
CCDC99	-0.35125
C1QTNF5	1.969
NNAT	0.813166666666667
USP16	0.2825
LARS	0.295
ZBTB2	0.32475
ABO	-0.106333333333333
TRAF3	0.4025
GALNT5	-2.5035
NAP5	1.937125
ALG14	0.364
KIAA0515	-0.0502692307692308
WDR75	1.19916666666667
TEX261	0.348583333333333
LY86	-0.08325
LOC389072	-0.4925
FLJ13611	-0.9935
MRGPRX2	0.435
SNRPA	-0.304875
OR2G2	0.6295
GPRASP2	-1.1215
C7orf42	0.3114
C9orf163	0.2395
CYP11B2	-0.22
FCRL3	2.16933333333333
PRDX1	0.4865
FGB	-6.4516
COX17	0.114
C16orf33	-0.7075
PIWIL1	-0.482833333333333
FOLR1	-2.40066666666667
KIAA0082	-0.0695
FREQ	0.518166666666667
TMCC2	-0.718666666666667
TCF12	-0.643083333333333
ZNF721	-0.37225
FAM130A2	1.44
POU4F1	-2.978
SNRPF	0.542375
SGIP1	2.29966666666667
ZNF641	0.970166666666667
EMG1	0.508875
PRRG4	1.6085
HIRA	0.14425
MYNN	1.10766666666667
AEBP2	-0.0575
TBXA2R	-0.499
ISL2	-1.0995
PCDHB11	2.0925
RNF144A	0.21475
MARCH5	0.454125
DULLARD	-0.0475
DCLRE1B	0.00666666666666667
ITGA8	-0.988
TP73	-0.533875
PRKCD	1.38225
NDUFB4	-0.1715
ATP13A4	3.89225
ANTXR2	-0.695
COL4A3	-1.081
MYO10	0.2484
SLC6A18	0.47925
PEX1	-0.2945
TMEM74	1.86866666666667
RBM19	0.3565
TAPBP	0.61905
RUNX1	0.24525
MID1	-0.0025
GPR64	-2.233
RASEF	1.8985
GABRG1	0.977125
MYO16	-0.9775
DBF4	-0.353
TSHZ2	2.10875
RIPK2	1.53725
PPTC7	0.0951666666666667
KIF4B	0.0185
LRRC31	0.83425
ZNF540	0.12325
EFNB3	0.242333333333333
LOH12CR1	1.242875
STON2	0.356666666666667
GLP1R	0.16225
CSTF2T	-1.801625
IREB2	-0.702125
GRSF1	0.335
PDCD7	-0.784666666666666
LRRC43	0.4625
CNR1	0.652166666666667
IL1F7	0.318
C12orf64	0.318666666666667
FAM69B	-1.1775
NR2E1	-0.981666666666667
MS4A6A	2.1783
FTL	-1.6135
C7orf36	0.79275
PCLO	0.6403
DYRK2	0.913833333333333
ARIH2	-0.20325
SAMD7	1.2425
SCNN1D	-0.352
SLC32A1	-0.652875
C22orf25	-0.404833333333333
MRPS18A	-0.1537
GPR112	0.0135
EARS2	-0.96075
ERN2	0.671
ATPBD3	0.229833333333333
PRH2	0.206
CDKN2D	0.263666666666667
PGLYRP2	-1.286
TRIM40	1.19325
SEC14L3	0.731666666666667
SLC22A1	-0.04475
BTN2A3	-0.2805
RASA4	0.227
CCNL2	-0.237166666666667
MYBPC3	0.073
GJA4	2.76925
CDC42SE1	1.621
TRPV2	-1.616
MYPN	-4.705
SIM1	2.3505
CDADC1	0.0564166666666667
ZFHX4	0.72375
NIBP	1.45183333333333
ADAMTS19	-0.38675
ABTB2	0.95275
TSPYL2	-0.867625
EIF2S3	-0.3887
SOX30	-0.13325
AP2A1	-1.088
DKFZP564O0523	-0.297666666666667
LOC285398	-0.1285
CDH18	-4.87175
CHL1	0.527625
GATS	-0.2573
TBC1D2B	-0.387333333333333
OR1J1	-3.759
GSN	1.09433333333333
DPCR1	-0.39625
GARNL4	-1.19066666666667
SMARCA5	0.492
PLEKHG3	0.897333333333333
ZBTB45	-0.297
FRMD6	-1.52933333333333
PLS1	-0.139166666666667
DGKZ	1.8
EFNA1	1.3108
WDR85	-0.451375
ANK2	0.6005
PAGE4	-1.86433333333333
SENP6	-0.366666666666667
AKR7A2	-2.29416666666667
FKBP10	-1.98475
VEGFC	-2.49216666666667
LARP1	0.0755
SRBD1	0.6295
ITGB6	6.201
SLC1A2	-0.945
INVS	-0.260833333333333
MPO	0.52425
MOBKL3	-0.1436
CUTL2	-1.343875
KLK2	-0.6545
VIM	-1.24825
REG1B	0.206
PCDHGC4	0.251
C3orf34	-0.076
SUMO3	-0.5445
CST9L	-1.31375
MLL4	-0.2075
SPR	0.949833333333333
SAMD9L	2.3915
ABCE1	0.416
SUPT3H	-0.743
ACTBL1	-2.709
ADAMTS4	1.16433333333333
SLIT3	2.239
RHEBL1	-1.3425
NPM2	-1.43075
MAN1C1	-1.276
KIAA1856	0.599333333333333
HSPA6	1.342
LOC388152	1.081
C10orf140	0.26275
ZDHHC12	0.053
LIN7A	-2.3203
PHC2	0.630583333333333
SPHK1	-0.17675
TRIM26	0.3260625
FAM83E	-1.1195
C18orf24	0.128
ZNF578	-0.423
ORAI1	1.41825
RUVBL1	0.60725
C7orf20	-0.3805
APAF1	-0.765
SLC36A4	0.354
MYH11	4.98683333333333
NEK1	0.1434
MPP2	-1.48475
C12orf24	-1.3395
TNK2	0.59775
ZNF289	-0.2625
MATN3	-4.71071428571429
IFNGR2	0.704333333333333
ITPR1	-1.32475
EBF3	1.6928
TBC1D20	-0.31
OR10P1	0.1165
DDAH2	0.265
SHPRH	-0.588875
STX7	-0.497
LOC554248	-1.2845
BCAR1	-0.65625
ATXN3	-0.82025
TRIM27	-0.656
CDC42EP2	0.0535
CHP	0.187
SOX17	1.198875
ZNF259	0.2665
CHCHD1	0.0865
ZDHHC19	0.8335
GBP2	3.0185
GARNL3	1.3885
MRC2	-1.9965
C1orf52	0
AOF2	-0.141333333333333
LRPPRC	0.8939
ACVR1C	-0.494833333333333
TM4SF18	2.49916666666667
TMEM169	-1.54416666666667
PPP1R16A	0.295625
EBF1	-1.05233333333333
RRS1	1.994
SNX2	-1.508
OR2T2	0.4995
RBX1	0.22375
ANKRD54	0.362666666666667
TSNAX	0.0873333333333334
TMEM83	-2.1115
ZBTB7A	0.77475
ATM	-1.432
LOC338328	2.23333333333333
TIE1	-0.0928333333333333
HIST1H3G	0.734333333333333
PASD1	-4.45416666666667
TINAG	0.7785
PCDHAC2	0.033
LRRC15	-1.097125
WBSCR17	-1.79625
TFF2	-1.3825
PARP2	-1.06325
NDFIP2	-0.534
PCDHGB2	-0.272
WDR60	-0.319
MAP7D2	-1.5121
USP45	-0.15275
GSDML	0.15575
TNS1	0.0222
PLCD4	-1.1405
IQCD	-0.895166666666667
SMPX	0.73225
CD9	0.0968333333333333
SRGN	1.2685
CASP7	0.595125
INOC1	0.2775
DKFZp451M2119	-0.56225
VMAC	0.6975
USP53	-0.3924
CAMK1G	-1.162
TMEM106A	-0.0438333333333333
CDC20	0.5096
ACSL5	0.58
CBWD5	-0.646125
C1orf87	-1.89983333333333
KIAA1274	-0.11825
PRUNE2	-2.47028571428571
LYPLA2	-0.0868333333333333
DOK6	-1.83466666666667
GPR149	-0.113
FAM30A	2.51475
TMEM129	-0.546
SLC35B3	0.00375
ACPP	-1.4515
LOC200261	-3.0815
SLC4A7	0.1064
CCDC40	-0.15775
GART	-0.755875
THOP1	-0.49875
SCARB1	0.1495
CACNA1F	-0.4665
TRIAP1	0.332833333333333
SYT14L	0.29
SFRS8	0.363833333333333
PBOV1	0.29875
GOLSYN	-0.317
GJB7	1.2625
CAMK2N1	-1.56075
GREM1	2.44408333333333
FLJ20433	0.05325
QPCT	-4.025125
PRKAG2	1.67833333333333
H2AFX	-0.2405
C6orf154	-0.7075
PLOD3	-0.086
ZBTB39	0.131
WASF3	1.38716666666667
DRG1	-0.89825
PRR4	1.291
SPCS1	-1.11875
KDELR3	0.534166666666667
SRP19	-0.416333333333333
GABRA6	-0.968333333333333
MFSD1	0.7185
MMEL1	-0.6475
PDXDC2	-0.1308
BUB1	-1.158
RNF138	-0.860125
MYLPF	-0.803666666666667
AIF1	-0.211166666666667
DYNLRB1	-0.4222
HCN3	-0.773833333333333
HIST1H2AI	-0.04425
MAP4K5	0.446916666666667
LASP1	-0.0725
LOC130951	-0.176
PLAA	1.881875
KRT6A	-0.0695
C6orf117	-1.4775
ARHGAP23	-0.327
PTF1A	0.0425
GPHA2	-0.63475
LCE3B	0.346
MCL1	1.03371428571429
EHBP1	-0.1355
PRNP	-0.501
ZSCAN1	0.73175
C1orf113	-0.984166666666667
FOXA3	-3.122
NEB	0.72375
ASGR1	-4.5075
CTGF	1.28816666666667
RAB17	-0.980666666666667
MST101	-0.8685
JARID1B	0.7422
USP37	-0.4661
PTBP1	-0.3125
PTPN7	-0.4762
CDC7	0.607833333333333
SNX7	0.33
ZNF335	-0.20625
CPT2	0.6815
HEATR1	0.407
HSPC152	-0.925125
C5orf40	1.00525
PSME1	-0.622666666666667
STAG3	-1.75625
TMEM154	0.0153333333333333
KLHL32	-0.195333333333333
TSGA10IP	-1.2615
SUV420H2	-0.713666666666667
SF1	-0.6381
2'-PDE	0.91525
PNLIPRP2	-1.447
TRSPAP1	0.183416666666667
NUP210	-0.5715
ANP32C	-1.54216666666667
RAB11B	-0.078
ASB15	1.1195
ITGB3BP	-1.447
UBASH3A	-0.752
YWHAB	-0.828
TPRX1	0.23975
LY6G5C	-0.382875
SLC7A2	-3.201875
CLK1	-0.1127
HSD3B7	-0.329333333333333
VDR	2.42775
C16orf74	-0.5565
ACE	-0.52425
PSMA2	0.625166666666667
CCDC131	-0.8225
ZNF213	0.115166666666667
EML2	-1.1765
ALS2CR13	0.601333333333333
GLYATL1	-1.27675
DSPP	0.357
DHFRL1	-0.17875
C10orf30	-2.37066666666667
SH3RF2	0.552333333333333
LOC197322	-0.329166666666667
DLL3	-2.453375
TIGD7	1.4505
GFRA3	2.63125
CPA1	-0.421166666666667
RTN4	-0.909
PPT2	-2.10633333333333
FASLG	2.21775
FOXP4	0.4315
RPL26	0.2111
GNL3L	-1.12733333333333
FMR1NB	0.498833333333333
CD163	7.737
SGPP2	4.51575
GIMAP2	0.51175
CD37	0.9095
DPT	2.23141666666667
NBLA00301	0.49325
RGS5	-1.6815
C9orf4	-0.1055
ACTL8	0.935333333333333
PRKAR2B	0.214875
OPLAH	-0.26
C20orf134	2.206
SPACA5	-0.11675
TBL1X	-0.0826666666666667
TSPYL3	-0.758
CHCHD3	-1.12675
CRKRS	1.12316666666667
GPR65	4.60325
DFFA	0.347875
FUT1	0.6505
C6orf204	0.402666666666667
TMEM51	-0.6005
ZNF580	-1.06725
CMTM2	-0.4725
C20orf200	-0.0025
EZH1	-0.4605
FDX1L	-0.36125
MRPL32	1.1315
PCAF	-1.3202
ALOX15B	0.332666666666667
CD59	1.92445833333333
CDK9	0.37325
ERP29	-0.284666666666667
TTR	-5.2045
BCMO1	-0.682
DDIT4	1.3219
PTGDS	3.19925
C3orf63	-0.697833333333333
BST2	1.268375
CYP1A2	0.157333333333333
C5orf25	-1.4115
STX1A	-0.741176470588235
OR2A12	-0.2075
SH3BP5L	1.07625
SERINC5	-0.8675
USP6	-0.7159
MRPL3	0.6165
POMP	1.01975
INPP4B	-1.7545
GMPPB	-0.33175
EAPP	-0.66475
AHSA1	-0.11025
ABCA11	-0.817
SLC5A6	2.06675
HIVEP2	0.76975
SUMO2	0.12325
KIAA1822L	0.614833333333333
C11orf67	0.56225
TXK	0.5825
PHCA	-0.51875
ICAM4	-2.86716666666667
FPGS	1.23416666666667
SNRPA1	0.41975
KCNJ4	-0.25425
KIF6	-0.8684
HIST1H2BG	-1.14666666666667
SLC5A5	0.70675
ZNF354B	0.405166666666667
IL12RB2	4.9775
C11orf76	0.287
GAL3ST2	0.4985
AIFM2	-0.60325
SYNC1	-1.08625
UBL3	-0.380875
PIK3CG	-1.5545
NLN	-0.1812
BCORL1	0.43
CD5L	-0.56375
ZNF238	0.477666666666667
KIAA1394	-0.95725
C16orf55	0.4022
CYP3A7	-3.17125
KRTAP3-1	-3.735
TFDP1	0.0726666666666667
MND1	-1.02525
NODAL	-0.3548
GTPBP4	1.7695
TUBGCP2	0.9815
SLITRK5	-2.113
CIC	0.43525
CD79A	1.27333333333333
SAMD14	0.0506666666666667
TNPO3	-0.4415
OR10G3	2.6455
OR10G8	-0.066
CCDC111	-1.093
HOXC9	-0.0795
DCUN1D1	0.910416666666667
CYB5R1	0.26025
TSR2	0.2785
DAB2IP	1.8777
SLC6A5	0.657
RAB3D	0.28225
DCUN1D4	-0.619333333333334
ERBB3	0.0305833333333333
SDC1	1.3175
ATP6V1H	0.289166666666667
SYK	1.7185
ST20	0.90075
C13orf30	-1.3765
WDR40A	1.19683333333333
ADMR	0.8495
LOC388335	3.171
ACSM1	-0.0515
TDG	0.77575
FLJ11235	1.09275
MRPS5	0.0755
AGPAT2	-1.23733333333333
SLC12A1	2.784875
CYP27A1	-0.85325
THAP7	-0.08475
XPO1	0.343666666666667
ALMS1L	0.875666666666667
C1orf2	1.58675
ZNF777	0.318666666666667
CAMK2A	0.0938333333333334
SMC1B	0.15675
IHPK2	-0.531266666666667
LEMD1	1.88475
NKD2	0.0679
CLU	0.157357142857143
ARMETL1	-0.3435
PABPC4	0.104
CXCL12	-0.104
TFAP2C	1.6084
TTTY8	0.0635
ABCB10	-0.9129
ENDOD1	-0.0343333333333333
IDI1	-0.2435
KCTD6	-0.0415
CCDC105	-1.081
ULBP2	-0.941166666666667
ZDHHC5	0.68525
WNT8A	-0.21975
COMMD10	-1.7565
KLHL12	-0.76125
GPR50	0.249
NR5A2	-0.456
OXGR1	4.7035
EHD3	0.55975
CAPRIN2	-1.2525
KLRC3	-4.2615
SF3B1	0.364285714285714
IPO7	0.0275000000000001
ALDH1A1	-1.7815
ANKRD5	1.935625
TSNARE1	-0.1855
DDEFL1	0.95775
RNASEL	0.134166666666667
DNAH9	-1.37275
HELLS	-0.9095
TNS4	0.3915
NAV1	-1.2773
KIAA1409	-0.078
C20orf26	0.032
TUBG1	-1.2
IRX2	2.728
CNGA4	0.4085
MGC50559	0.2635
OR4K17	0.7435
TM2D2	0.424583333333333
FAM32A	0.15775
TXNDC14	0.1315
CCBL1	-1.0585
ANK1	-2.5492
PRSS23	-3.437375
PPM1L	0.162
SPATA20	-2.546
APCS	0.24175
C14orf122	-0.177333333333333
PSMB5	0.79725
C6orf10	-0.091875
SETDB2	-0.388833333333333
SPNS3	-1.25875
SGMS2	1.47866666666667
MXD3	-0.801833333333334
MON2	-1.0208
CARTPT	0.54675
HNF4A	-1.19533333333333
RABEP1	-0.6373
TNFRSF10B	-0.622375
USH1G	-0.5415
PPAP2B	-1.8945
TMEM16K	-0.02775
CTDSP1	-0.321166666666667
CDK5R1	1.108
GABRR1	0.196
OPN1LW	0.0995
FAM98C	0.276875
DBN1	1.202875
ACAD10	-0.622545454545455
QTRTD1	-0.34475
WNK3	0.586166666666667
RPS19	0.22975
C1QB	3.779
OTUD5	-0.45475
SLC41A2	2.1865
TMEM22	-3.29466666666667
KHSRP	0.902416666666667
TNFRSF11A	1.132
FBL	0.958333333333333
IBTK	-0.541333333333333
OXER1	0.332
CBLN4	-0.837
GPR172B	1.047
CFTR	-0.85275
VSX1	2.341
CAMK1D	1.93525
LOXL3	-3.2975
RTP4	3.50275
SLFNL1	-0.0435
KIAA0828	0.037875
PAR5	1.2785
LOC723972	-1.60825
GDI2	1.989
CEBPA	-0.1279
MLF2	0.697833333333333
AFMID	-2.2895
ALOX12B	-0.15725
BPHL	0.679625
COX5B	-0.27975
S100A10	0.7064
THOC6	-0.3245
NHN1	-0.24825
RRP12	0.1715
ARID3B	-2.45375
CD3G	-0.748166666666667
KIAA0133	0.793
NAT11	-0.957333333333333
PPAT	0.5175
SIRT3	-0.7252
TCERG1L	-2.1645
NIPA1	-1.9509
DPP8	-0.8036
IL7R	2.69
ZFP64	-0.188666666666667
DMAP1	0.0152
TRMT12	1.7055
TLR4	0.3661
WFIKKN2	0.08375
RAB12	0.300666666666667
DDX51	0.317833333333333
KIAA1086	-3.12325
ZNF295	-0.759166666666667
ACVR2B	-1.17142857142857
LOC494150	-0.378625
ZNF517	-1.427
DNASE1L2	-2.03183333333333
SUFU	0.3135
LOC283677	-1.15
LMO3	2.60883333333333
PPP2R5D	-0.281166666666667
ZNF587	0.0271
HIST4H4	0.285
CYP2C8	0.29375
C1orf80	0.0865
DOCK5	-0.786333333333333
C9orf24	-0.5495
OR5AR1	0.869
C11orf24	0.03525
UNQ1940	-0.654
CAP2	-1.66966666666667
TIMM44	0.0795
DSEL	-1.83
ROM1	0.88875
FBXO4	-1.432625
MYLC2PL	-2.697
MLH3	0.7152
NOX1	0.382833333333333
DPEP2	0.3385
DNAJB5	0.91475
RLTPR	0.1775
MBIP	-0.995666666666667
COPB1	-0.583
SFTPA1B	0.065
C10orf4	-0.5645
PRELID1	1.0495
NOLA1	1.75325
C19orf24	1.03
TLR9	-1.707
HLA-DMA	2.63625
HCRP1	-1.3465
GPR137	-0.546
ITGA11	-2.541
PHF13	0.0468333333333333
MARK4	0.235666666666667
METTL4	0.729
MBD3	-0.1244
LOC134145	-0.755
FGF3	-0.524
SLC35A3	-0.611375
CLEC16A	-0.51275
AMOTL1	0.646833333333333
FLJ31438	-0.57225
PAICS	0.260375
TOMM40L	1.2995
MMD	-2.04375
KLK10	-1.434
NIT2	1.17566666666667
SERPINB10	0.43125
KLF15	0.6667
CCDC5	-1.012
WSB2	-0.092
ME3	0.986875
