Hybridization REF	TCGA-E2-A1AZ-01A-11R-A12P-07
PLCD4	-1.70325
IQCD	0.233166666666667
SMPX	0.4195
CD9	1.37766666666667
SRGN	2.073875
CASP7	1.272125
INOC1	-0.536833333333333
DKFZp451M2119	-0.48275
VMAC	0.8655
USP53	0.0278
CAMK1G	-0.151875
TMEM106A	0.212
CDC20	0.0091
ACSL5	1.501
CBWD5	-0.68825
C1orf87	-1.20116666666667
KIAA1274	0.259
PRUNE2	-1.36864285714286
LYPLA2	-0.0903333333333333
DOK6	-0.9785
GPR149	-0.11375
FAM30A	4.16825
TMEM129	-0.57425
SLC35B3	0.07875
ACPP	0.8069
LOC200261	-1.3805
SLC4A7	-0.3016
CCDC40	2.2385
GART	-0.251625
THOP1	-1.79375
SCARB1	-1.17725
CACNA1F	-0.50525
TRIAP1	-0.326833333333333
SYT14L	0.3345
SFRS8	-0.632666666666667
PBOV1	-0.02425
GOLSYN	0.202
GJB7	-1.888
CAMK2N1	1.17075
GREM1	4.48575
FLJ20433	-0.12675
QPCT	-1.437
PRKAG2	1.99016666666667
H2AFX	-0.264
C6orf154	0.052
PLOD3	-0.59875
ZBTB39	0.549
WASF3	0.9735
DRG1	-0.876
PRR4	0.736
SPCS1	-0.68375
KDELR3	-0.129666666666667
SRP19	-0.0981666666666667
GABRA6	0.698333333333333
MFSD1	0.26525
MMEL1	-0.6215
PDXDC2	0.1204
BUB1	-1.19388888888889
RNF138	-0.863875
MYLPF	-0.745166666666667
AIF1	1.20983333333333
DYNLRB1	0.5352
HCN3	-1.227
HIST1H2AI	-0.2025
MAP4K5	0.33425
LASP1	-0.053
LOC130951	2.188
PLAA	1.176375
KRT6A	0.2205
C6orf117	-2.429875
ARHGAP23	0.075
PTF1A	0.0535
GPHA2	-0.69275
LCE3B	0.29625
MCL1	0.970785714285714
EHBP1	-0.966333333333333
PRNP	0.4251875
ZSCAN1	0.309
C1orf113	-0.118666666666667
FOXA3	-2.8145
NEB	1.02675
ASGR1	-3.59683333333333
CTGF	2.00866666666667
RAB17	-2.57116666666667
MST101	0.0205
JARID1B	0.5952
USP37	-0.9147
PTBP1	-0.732166666666667
PTPN7	0.474666666666667
CDC7	-0.0823333333333333
SNX7	0.2525
ZNF335	0.2115
CPT2	-0.1255
HEATR1	-0.6675
HSPC152	0.193875
C5orf40	0.69925
PSME1	0.397833333333333
STAG3	0.634
TMEM154	0.210333333333333
KLHL32	-0.159166666666667
TSGA10IP	-1.5855
SUV420H2	-0.513666666666667
SF1	-0.5949
2'-PDE	-0.3695625
PNLIPRP2	2.8175
TRSPAP1	-0.495916666666667
NUP210	-0.0156666666666667
ANP32C	-1.8895
RAB11B	0.906666666666667
ASB15	0.6095
ITGB3BP	-1.58725
UBASH3A	0.6625
YWHAB	-0.21525
TPRX1	0.408
LY6G5C	0.077375
SLC7A2	-2.81025
CLK1	0.3471
HSD3B7	0.440333333333333
VDR	2.627
C16orf74	0.62
ACE	-0.1585
PSMA2	-0.6995
CCDC131	-0.7585
ZNF213	0.772333333333333
EML2	-0.776
ALS2CR13	-0.968
GLYATL1	-2.643
DSPP	0.4465
DHFRL1	-0.7085
C10orf30	0.338166666666667
SH3RF2	-0.0533333333333333
LOC197322	-1.55916666666667
DLL3	-1.977125
TIGD7	0.557
GFRA3	2.30325
CPA1	-0.045
RTN4	-0.645166666666667
PPT2	-1.55233333333333
FASLG	4.38
FOXP4	1.710125
RPL26	0.5905
GNL3L	-1.55416666666667
FMR1NB	0.0831666666666667
CD163	7.11725
SGPP2	3.56825
GIMAP2	2.396
CD37	2.34133333333333
DPT	3.24133333333333
NBLA00301	1.83375
RGS5	1.79916666666667
C9orf4	0.0445
ACTL8	3.73566666666667
PRKAR2B	-0.9925
OPLAH	-1.34216666666667
C20orf134	1.80775
SPACA5	0.026
TBL1X	-0.421333333333333
TSPYL3	-1.2625
CHCHD3	0.09425
CRKRS	0.235333333333333
GPR65	5.981
DFFA	0.98025
FUT1	0.5915
C6orf204	-0.509
TMEM51	0.4675
ZNF580	0.87275
CMTM2	0.506
C20orf200	-0.3785
EZH1	-0.512333333333333
FDX1L	-0.380125
MRPL32	-0.122
PCAF	-0.6574
ALOX15B	1.523
CD59	0.625166666666667
CDK9	-0.165
ERP29	-0.534
TTR	-5.3885
BCMO1	0.534
DDIT4	0.0663
PTGDS	3.346
C3orf63	-0.516166666666667
BST2	1.663375
CYP1A2	-0.939333333333333
C5orf25	0.342
STX1A	-0.439764705882353
OR2A12	-0.3185
SH3BP5L	-0.06125
SERINC5	1.506
USP6	-0.2786
MRPL3	0.524
POMP	0.3785
INPP4B	-1.804
GMPPB	-0.3
EAPP	-0.3475
AHSA1	-0.0685
ABCA11	-0.003
SLC5A6	1.52408333333333
HIVEP2	0.923
SUMO2	-0.07575
KIAA1822L	-1.8345
C11orf67	0.367
TXK	0.961125
PHCA	0.9128125
ICAM4	-2.625
FPGS	0.4435
SNRPA1	-1.20775
KCNJ4	-0.6235
KIF6	-0.531
HIST1H2BG	-0.264666666666667
SLC5A5	0.67225
ZNF354B	-0.0816666666666667
IL12RB2	3.51075
C11orf76	0.208666666666667
GAL3ST2	0.471
AIFM2	0.250375
SYNC1	-0.931625
UBL3	-0.546125
PIK3CG	-0.202333333333333
NLN	0.3744
BCORL1	0.55725
CD5L	-0.15425
ZNF238	-0.1335
KIAA1394	0.17825
C16orf55	-0.6481
CYP3A7	-3.5185
KRTAP3-1	-3.212
TFDP1	-0.576
MND1	-0.257
NODAL	0.0615
GTPBP4	0.335
TUBGCP2	0.72925
SLITRK5	-1.77575
CIC	0.2945
CD79A	2.56516666666667
SAMD14	1.05116666666667
TNPO3	-0.468
OR10G3	2.4305
OR10G8	0.5575
CCDC111	-0.28
HOXC9	-0.10675
DCUN1D1	-0.0890833333333333
CYB5R1	0.4235
TSR2	0.963
DAB2IP	0.2355
SLC6A5	-0.371
RAB3D	0.6195
DCUN1D4	-0.123166666666667
ERBB3	-0.410166666666667
SDC1	1.32258333333333
ATP6V1H	0.583333333333333
SYK	1.7015
ST20	-1.1465
C13orf30	0.6145
WDR40A	1.785
ADMR	0.4545
LOC388335	2.6365
ACSM1	-0.609
TDG	-0.134166666666667
FLJ11235	-0.152
MRPS5	-1.28733333333333
AGPAT2	-1.691
SLC12A1	0.0806666666666667
CYP27A1	-0.57275
THAP7	-1.4875
XPO1	-0.113583333333333
ALMS1L	0.146333333333333
C1orf2	0.230625
ZNF777	0.606
CAMK2A	0.289
SMC1B	1.362375
IHPK2	0.554733333333333
LEMD1	0.8055
NKD2	-0.5581
CLU	3.15985714285714
ARMETL1	0.453
PABPC4	-0.3055
CXCL12	2.57933333333333
TFAP2C	1.5732
TTTY8	0.247
ABCB10	-0.0748
ENDOD1	1.167
IDI1	-1.7595
KCTD6	-0.865833333333333
CCDC105	0.566
ULBP2	-0.939666666666667
ZDHHC5	0.537
WNT8A	-0.61375
COMMD10	-0.3065
KLHL12	-0.53575
GPR50	-0.1635
NR5A2	0.4165
OXGR1	2.1385
EHD3	0.5085
CAPRIN2	0.786875
KLRC3	-2.89225
SF3B1	-0.574142857142857
IPO7	-0.2415
ALDH1A1	0.0921666666666667
ANKRD5	-0.4915
TSNARE1	0.0525
DDEFL1	1.233
RNASEL	-0.208166666666667
DNAH9	-1.49625
HELLS	-0.7885
TNS4	-0.0175
NAV1	-1.1639
KIAA1409	0.796
C20orf26	1.13833333333333
TUBG1	-0.99925
IRX2	2.71025
CNGA4	0.007
MGC50559	0.7685
OR4K17	0.137
TM2D2	0.9945
FAM32A	-0.4575
TXNDC14	-0.30925
CCBL1	-1.9945
ANK1	-2.4767
PRSS23	-1.771625
PPM1L	0.7175
SPATA20	-1.28525
APCS	-0.0273333333333333
C14orf122	-0.428
PSMB5	-0.023125
C6orf10	0.0612222222222222
SETDB2	-0.608833333333333
SPNS3	-0.97
SGMS2	1.201
MXD3	-0.837166666666667
MON2	-0.1481
CARTPT	0.384
HNF4A	-1.3872
RABEP1	0.1994
TNFRSF10B	0.1685
USH1G	-0.076
PPAP2B	-1.08783333333333
TMEM16K	0.35875
CTDSP1	-0.382333333333333
CDK5R1	0.438666666666667
GABRR1	-0.775
OPN1LW	0.2105
FAM98C	-0.271875
DBN1	0.331375
ACAD10	-0.68575
QTRTD1	0.184
WNK3	1.75783333333333
RPS19	0.47375
C1QB	4.12375
OTUD5	0.299375
SLC41A2	1.72766666666667
TMEM22	-0.5415
KHSRP	-0.117583333333333
TNFRSF11A	0.123166666666667
FBL	-0.417166666666667
IBTK	-0.592333333333333
OXER1	-0.041
CBLN4	1.117625
GPR172B	1.442
CFTR	-0.91875
VSX1	0.262
CAMK1D	1.0245
LOXL3	-1.642
RTP4	2.60225
SLFNL1	0.75875
KIAA0828	-0.0215
PAR5	0.873
LOC723972	-1.645
GDI2	0.9725
CEBPA	0.5678
MLF2	1.34366666666667
AFMID	-1.50875
ALOX12B	-0.50875
BPHL	0.2485
COX5B	-0.52675
S100A10	1.0476
THOC6	0.264
NHN1	0.131
RRP12	0.842
ARID3B	-1.93425
CD3G	-0.992333333333333
KIAA0133	0.2435
NAT11	-0.139333333333333
PPAT	0.0343333333333333
SIRT3	-0.7489
TCERG1L	-2.29375
NIPA1	-0.6219
DPP8	-1.0146
IL7R	2.60616666666667
ZFP64	0.0304166666666667
DMAP1	-0.051
TRMT12	0.3045
TLR4	1.6822
WFIKKN2	0.54525
RAB12	-0.7545
DDX51	-0.572666666666667
KIAA1086	-3.47625
ZNF295	0.349166666666667
ACVR2B	-1.281
LOC494150	-0.306625
ZNF517	-0.8675
DNASE1L2	-2.39416666666667
SUFU	1.06708333333333
LOC283677	-0.685
LMO3	-0.560666666666667
PPP2R5D	-0.4635
ZNF587	0.2176
HIST4H4	0.4125
CYP2C8	1.8365
C1orf80	0.565166666666667
DOCK5	-1.20783333333333
C9orf24	2.077
OR5AR1	0.524
C11orf24	0.50075
UNQ1940	-1.304
CAP2	-0.140666666666667
TIMM44	-0.3875
DSEL	-1.1429
ROM1	1.667
FBXO4	-0.225875
MYLC2PL	-0.47075
MLH3	0.3469
NOX1	0.373
DPEP2	2.371
DNAJB5	0.6905
RLTPR	0.4255
MBIP	-0.513
COPB1	0.029
SFTPA1B	0
C10orf4	0.6786
PRELID1	-0.0415
NOLA1	0.204
C19orf24	-0.45725
TLR9	-0.5235
HLA-DMA	3.20425
HCRP1	-0.355
GPR137	-0.0421666666666667
ITGA11	-0.5655
PHF13	0.403833333333333
MARK4	0.8415
METTL4	-0.5565
MBD3	-1.0859
LOC134145	0.34675
FGF3	0.13125
SLC35A3	-0.359375
CLEC16A	-0.166
AMOTL1	0.24625
FLJ31438	-1.65375
PAICS	-0.629375
TOMM40L	0.117666666666667
MMD	-0.743
KLK10	3.231
NIT2	0.641333333333333
SERPINB10	0.05925
KLF15	-0.0601
CCDC5	-1.06475
WSB2	-0.65175
ME3	0.7185
CACYBP	-0.286
TCTN2	0.2805
JAK1	1.191625
C2orf25	-0.23975
GPD2	1.2745
FBXL11	0.4375
CDV3	-0.0135833333333333
GALNT11	0.66525
NDUFA12L	-0.4038
FLOT1	-0.919285714285714
TOR1AIP2	0.8055
MMP25	0.1995
C1orf164	0.1572
CHST5	0.23375
LYRM4	-0.54745
GPER	-1.65025
HIPK2	0.630166666666667
DAP	-0.1603
ZMIZ1	1.36383333333333
DDX58	2.6235
DCC1	-0.51075
AKT1	-0.55875
ENPP6	2.78483333333333
ERVWE1	-0.4805
CDC34	-0.2445
RNF125	-2.30725
CASC1	3.71575
SHROOM2	-0.16625
RRM2B	0.198
COL6A3	1.652625
TMEFF1	0.20925
PLEKHA4	1.4205
LYSMD1	1.18233333333333
SEPT1	0.473333333333333
AOF1	0.9245
GNPAT	-0.304
WDR18	-0.64975
HSD17B12	0.5095
HIST1H2BM	-0.940666666666667
INDOL1	1.2525
SUDS3	0.42425
C1orf192	-0.1375
CYP2B6	-0.97525
TBC1D2	0.5925
SLC25A12	0.104875
ERCC6L	0.3335
MGC10814	-1.51333333333333
POLR2C	-0.2015
ZNF77	-0.404333333333333
EIF3K	-0.1881
HPX	-0.87075
ANKRD27	0.246875
MALAT1	-0.72725
PLB1	1.45333333333333
HRNBP3	-1.4645
CPSF4	0.17
OR52N2	0.303
PIP5KL1	-0.29475
GH1	0.33275
HPS5	-0.103
SLFN5	-0.41875
POP5	0.0881666666666667
OVOS2	0.353833333333333
C20orf108	0.34075
MARS	-1.27275
CLRN3	2.07016666666667
ARSE	0.0466666666666667
PPIE	-0.0638333333333334
PHACS	-0.0693333333333333
GP5	-0.818
IL8RB	2.163
FCRLA	-0.648375
ARRDC1	0.2433
KRTAP9-4	0.286
ZNF613	1.114
OR11A1	0.0795
TMEM132B	-4.08975
PGLS	0.319
BSND	-1.6045
KCNK18	-0.888
FOXD4	0.16375
SV2C	2.808
LCN2	2.6855
ZNF490	0.6577
C3orf15	3.2171
CACNA2D4	-1.72983333333333
CBX5	-0.89175
MAGEB4	0.92975
BOLA1	1.66825
PPP2R5E	-0.3645
COL5A1	1.16016666666667
ASB7	-0.766333333333333
SFT2D1	0.163125
DERL1	0.3283
RABL2A	0.370666666666667
MOAP1	-0.72275
KIAA1545	-0.21
F3	-0.54675
PLEKHM2	0.19675
CCDC89	2.76066666666667
EFCAB1	1.972375
TMEM48	-0.107
SEPHS2	-0.66825
PYGM	0.11125
PRICKLE1	2.76475
WNT5B	-1.49825
TAS2R38	-0.148
IMP5	-0.909333333333333
KHDRBS1	0.1077
LARS2	-0.4285
C3orf28	-0.5645
FTCD	-2.949
C10orf68	1.851
DGAT2L3	0.208
PSEN1	0.295416666666667
MGC33657	1.613
PLA2G4B	-0.08
CDKN2A	3.05791666666667
DLX1	-3.136
TSHB	-0.0075
C18orf37	-1.047
MEX3C	1.048125
MAMDC2	1.856
PDIA4	1.09583333333333
ATP5E	0.2405
CASP2	0.7525
SERBP1	0.338538461538462
ZNF341	-0.199166666666667
TESC	-2.3445
TMEM31	0.66525
OR51I2	0.893
YTHDC1	0.326714285714286
JUN	0.921166666666667
AGMAT	-2.02666666666667
PCNXL2	0.54325
ATAD5	-0.58025
STK38	0.0105
AZI1	0.00725
RBP1	3.2425
C4orf26	-0.482
KIAA1026	0.790125
TMEM101	-0.236
HSFX1	0.1455
TREX1	0.75675
C18orf10	-0.6689
TRIM15	-2.592375
CA6	0.348625
CEP57	-0.412375
AR	0.8435
SESN2	-1.02683333333333
KIF3C	0.6315
EPB41L5	0.29275
ARHGEF10	-0.264363636363636
POLR3D	0.958125
INDO	1.43683333333333
GABRA3	-0.728
SCG5	-0.3586
E2F3	-0.2541
TIGD5	0.92475
FGD6	1.83258333333333
KLHL3	-0.4035
SCGB3A2	-1.945
URP2	1.017
ATP6V1B1	0.0686
CALML6	-0.4435
LOC100049076	-1.381
TMF1	1.15
LOC388503	-0.3045
CDH5	3.072125
RPS6KC1	0.378333333333333
DAAM1	0.3126
TNFRSF10D	-0.2445
GSTT1	-1.1125
INPP5A	0.6135
TRAF3IP1	-0.0174
SMARCE1	-0.0934285714285714
VRK1	-0.49125
TTC16	0.74725
AARS	-1.05433333333333
ARHGAP27	0.581
ZAK	0.527714285714286
ACSM2B	-3.902
TRAP1	-0.758833333333333
MRPL53	-0.262875
RNF44	0.13975
NPTXR	-0.909
DPYSL3	0.656166666666667
APP	0.8915
GLS2	-1.508
MNX1	-3.9575
CMTM7	1.63
OR10A7	0.263
NYD-SP21	3.97216666666667
ORC5L	0.09225
SLC16A10	-1.316375
TMEM178	-0.657
LOC441601	-5.782
PTGIS	1.4525
KBTBD7	0.1955
C19orf41	1.72325
CEACAM3	-0.98725
KRT23	-1.84775
SERHL	0.2505
PNKD	0.173125
UBC	-0.0455
ATRN	0.174625
HAPLN1	1.3485
RANGAP1	-1.4965
C10orf26	0.986166666666667
KCNA7	0.13925
SRY	-0.769
LOC376693	-0.02325
HIST1H2BF	-0.83825
CDCA8	-0.4625
MLC1	-1.91175
TNIP3	2.97475
OR4D1	0.406
IFT52	0.610666666666667
GOLT1A	-0.074
UTP20	-0.794625
RP3-402G11.5	-0.689625
PRSS33	-1.96475
PMPCA	-0.28125
APOB48R	2.17533333333333
GLTP	-0.59675
MPL	0.66675
C9orf78	-0.612
ADAM12	1.4675
CSPG4	-0.7905
LOC144305	-0.2465
KRTAP4-10	-1.0373
PAK1	-0.18275
ADCY7	0.9927
TAS2R43	0.551
FRAS1	-0.120857142857143
PPP1R14A	0.049
OR2B6	-1.9015
ATP13A1	0.239
SIDT1	-0.24025
C1RL	1.50316666666667
PRKRA	0.197
TLN1	1.2498
RP11-50D16.3	0.37625
MITF	-2.08058333333333
GYS1	0.144
LYG1	-0.556666666666667
NSMCE4A	0.4247
DNAI1	0.37175
HOXD11	-1.312
FNBP1L	1.3215
DHX35	-0.2915
LCE3E	0.23475
SLC33A1	0.4945
DCLK3	1.4115
TRIM33	-0.599666666666667
TMCC3	1.35516666666667
FBXO42	0.754333333333333
C1orf27	-0.5573
C17orf50	-0.108
RNF14	0.0776666666666667
SLC4A8	-0.984375
RAB3IP	-0.6599
COX6C	0.059
PCSK1	-3.3047
SLC13A1	0.549125
ARF6	0.218833333333333
KIAA1009	0.535
HOXA13	-5.48
HMGN1	0.454375
CXADR	0.54
MGC14436	-0.3165
UTF1	0.188
TSC22D1	0.2675
BZRAP1	-0.302333333333333
PUF60	0.946583333333333
SHC1	-0.12975
HOOK3	0.8185
LIMS2	0.684
BAHCC1	1.5115
CLCC1	-0.056
ENTPD3	2.15816666666667
SMO	1.16125
PIK3R5	1.051
CDC14A	0.0675833333333333
KRT1	0.55075
ENOX2	-0.063
FLJ22655	3.90525
FPRL1	2.194
INTS6	0.095
ZCCHC5	1.242
SMC3	0.2395
C6orf123	3.7805
FLJ20160	0.919
LOC653391	-1.16216666666667
GSS	-0.6905
NT5M	-1.73275
SIX5	-0.31275
TAF5	0.9
KCNA1	1.099
ANLN	-0.982666666666667
MGC45491	-1.9321
SSTR2	2.56175
LYPD4	-0.23375
TH1L	-0.643
CHRNA5	-0.5715
PNMA6A	-0.61925
FLJ16369	-0.351
DLX2	-3.7658
C6orf108	0.354666666666667
ALDH3A2	-1.08933333333333
CLEC1B	0.487666666666667
LEPREL2	-0.99125
FOXJ1	-0.9486
OR1D4	0.1485
PPIL4	-0.08025
MTRR	0.541
SLC27A3	0.260166666666667
HTR7	-1.12683333333333
MIB2	-0.067375
BHMT	-2.27983333333333
A2ML1	0.4265
MSMB	-2.8575
KIAA1383	1.799
TRUB2	-0.228
PF4	1.04016666666667
IL1F5	1.3065
LRRC37B2	-0.46025
IPO4	0.1275
FIGF	2.3755
QDPR	-0.52025
ZNF598	-0.55025
BOP1	0.697625
MAPK12	-2.80666666666667
POLR1E	1.698
CEECAM1	0.957833333333333
INSRR	0.0134
SIPA1	1.93675
ULK4	-0.253833333333333
BTN3A1	1.115
FABP5	2.1583
KBTBD3	1.89616666666667
SORT1	0.305833333333333
YWHAQ	0.666125
LRIT1	0.1405
KIAA1704	0.0435
MEIS2	-1.6203
ENOSF1	-1.399
PCDH7	-0.086
FZD9	-1.51216666666667
RPLP1	-0.361333333333333
ZNF75A	0.75175
P4HA3	2.848
NKX6-1	1.05075
CTA-216E10.6	-0.952333333333333
IFT140	-0.23575
DENND1A	0.177833333333333
ALCAM	0.0734
ABHD2	-1.00418181818182
QPRT	-1.22666666666667
TRAM1	1.023
ATP1B4	0.026
NUP37	-0.93425
SAA3P	-0.0465
SLC22A6	-0.34425
KIAA0265	0.245375
ZNF41	0.523
ADAM19	1.2204
ERAF	-1.39325
DEFB119	0.837333333333333
DNMT3B	-1.89133333333333
SNF1LK2	0.6475
MGC24039	-1.25975
TAS2R48	0.281166666666667
PNLDC1	3.40625
ADAMTS16	-0.039
TMEM92	-0.209
CCT8	-0.00833333333333333
POGZ	0.616833333333333
N-PAC	-0.17
GUCA1B	-0.9415
ZZEF1	-0.0835
OR2C3	-0.1415
ZNF334	0.498166666666667
RANBP6	0.68775
LDHB	1.24583333333333
BAMBI	-3.921375
RAB5B	1.142
FOXB1	0.12175
MRPS12	-0.0705
MRGPRF	0.465375
CRIPT	-0.1475
CYP2D7P1	-0.51
RYR1	0.92825
NDUFA2	0.391125
TRIP12	-0.0915833333333333
KCNE3	3.4195
MOBKL2B	2.0639
MIOX	-0.2295
ACOT7	-0.444875
FGF6	-0.4015
RASSF5	0.7003
ATAD3B	-0.421666666666667
IKZF3	1.876
H3F3B	-0.379071428571429
C6orf91	0.3595
SEC11C	0.226
TMEM14C	-0.24
KIAA1632	-0.5145
SLC38A4	-1.1705
FGFR3	-2.31725
HES7	-0.337
HINT3	0.3715
ARIH1	-0.457
FLJ35880	-1.398
C1orf129	0.43
POU6F1	0.310875
RPL32	0.46675
BBS1	0.302833333333333
RGPD5	-0.0795
SULT1C2	-1.38925
KDELC1	-0.73225
PIP5K3	-0.6425
CHI3L1	2.9778
CSDA	1.7225
VTCN1	3.32925
WDR62	-1.1215
TMEM170	0.78575
KIF2A	-0.03175
C6orf182	-1.03766666666667
ARL6IP6	-0.305
ZCCHC9	-0.59825
RARB	1.01683333333333
ZNF320	0.848375
DHX15	-0.432875
PICALM	0.379833333333333
CNOT6	-0.0368333333333333
HIST1H1A	2.439
ZNF702	1.93683333333333
OR1E2	0.4195
HLF	-2.4862
LOC442582	-0.8045
KIAA0494	0.162875
TCF4	1.0945
APOBEC3B	-1.7645
FAM54B	0.11525
MYH2	-0.63
FXN	-0.169333333333333
C12orf59	1.4595
PAEP	-1.9815
SPG11	-0.605
VN1R4	0.31675
KCNJ13	-1.74666666666667
NOC3L	1.111
C5orf36	0.994
CPAMD8	1.29175
MLN	-0.6414
FLJ11184	0.177
TIAM1	1.07783333333333
OR10J3	0.146
OR52E2	0.6135
PBX1	0.7988
UBL7	-1.00166666666667
PXMP2	-0.75525
SYTL1	0.3305
FAM126B	-0.1515
ZNF711	1.87875
GGA1	-1.4925
VAMP4	0.437666666666667
BCAP29	-0.388
C20orf19	-1.1605
ZNF275	0.4355
NEK6	0.6485
SETD8	0.0769166666666667
HEXIM1	-0.238083333333333
SULT1A2	-1.03425
KLHL9	1.4925
SLC39A12	2.736
ARHGEF16	0.206166666666667
SCN1A	-1.24166666666667
HNRPH1	-0.478583333333333
C9orf103	-0.298
ECE1	0.201
MED18	-3.17025
TEX13B	0.0135
SNN	0.561
C6orf62	-0.248722222222222
WNT3A	-0.00139999999999997
IL22RA2	3.061
MGC21881	-0.03425
GABBR1	0.474
YIPF6	0.186
PROX1	-2.47816666666667
PPP1R1B	1.1405
LANCL2	-0.0392
SCN3A	-1.0805
SSRP1	0.0556666666666667
ASXL2	-0.375
RPE65	-1.0975
SNAI1	1.4865
EFNA2	-0.15775
CLDN9	0.10275
TP53I13	0.003625
LOC375748	-1.38925
C9orf7	0.1115
C14orf178	-0.7565
GC	-1.42525
IER3	-0.908666666666667
KCTD10	0.586
FLJ45717	-0.41475
ADC	1.30433333333333
LOC285908	-0.394833333333333
MLL3	0.1565
KIAA1787	-0.11325
MGC31957	-1.3875
MUC5B	-0.567666666666667
ZNF193	-0.01425
CSRP1	0.27375
MOSPD1	-0.133333333333333
C21orf49	-0.196
RAD1	-0.35075
ANKRD34	-1.90575
NFRKB	0.3165
FANCA	-0.09875
VTI1A	0.0862142857142857
PCBP3	-1.055
BFSP2	-0.27
ZNF354C	-0.074
FRMPD4	-0.666666666666667
IKBKG	-0.111333333333333
LOC441046	0.0885
UNQ9438	0.256333333333333
TM4SF20	0.2245
MAGEC1	-7.4
AMMECR1	0.357625
GLDN	-0.37475
TTC30B	0.564
SEC13	0.3323
EGF	-1.708
HAGH	-0.95925
VSIG1	0.809
NHLH2	0.00575000000000005
NCAPD3	0.099625
MGC16121	-1.0975
HIATL2	-1.164
BRCC3	0.221333333333333
LCE2D	0.448
TMEM79	2.3915
GTF3C5	-0.46675
AKR1C4	-0.801333333333333
C3orf59	0.20175
RBM26	-0.083
DUSP14	0.586666666666667
AP4M1	0.463833333333333
RIMBP2	-0.641333333333333
ABCC2	-4.919
DNAJC16	1.25233333333333
TTC12	1.81083333333333
SNX13	-0.495
C6orf168	0.68775
C1orf100	-2.30325
CSPP1	0.0574166666666667
LRRC56	-1.88475
OR1J2	0.741
THY1	0.8495
KIT	2.29466666666667
TBC1D8	-1.38825
EPHA7	0.053
SOLH	-0.676125
SVIP	0.6235
ZNF294	0.12625
HAND2	2.24283333333333
CENTB2	-0.1425
MARVELD3	2.310375
CREB3	1.65933333333333
KRTAP1-5	-4.333
OR8K1	0.572
MED25	0.500833333333333
FDX1	0.5385
FAM19A1	0.892666666666667
IL13RA1	0.4324
ZNF627	0.813333333333333
NHP2L1	-0.460625
EIF2B2	-0.524625
ZNF593	1.09925
WIPI2	-0.0370833333333333
RANBP1	-1.66425
TAS2R7	0.245
LOC283514	1.425
CSNK2B	-0.2535
CFHR1	0.5325
DKFZP434O047	0.546333333333333
WBP11	0.702
TEX2	1.07825
GALNT2	0.336166666666667
FLJ33360	0.50975
WNT9A	-0.206
IL29	0.159
STK3	1.52522222222222
REPS2	0.31725
FAM78A	0.0695
MGC3207	-1.1565
FCGR3A	6.62475
H2AFY2	2.966
RNF150	0.26125
CCNK	0.03225
VEZT	0.617
FSHR	0.2455
C1orf66	-0.4655
LCE2B	0.3214
CD200	-0.27975
ORMDL1	0.983625
OR51S1	-0.267
KRT83	-1.27675
COL19A1	-0.7955
POL3S	-0.302
ZNF468	0.931333333333333
BAG3	0.860875
C1GALT1	-0.2175
CA5A	-4.545
DKK4	-1.535
SGK2	-1.061375
PIK3C2G	4.5305
USP11	0.676
IMPA2	0.05125
PRKDC	0.414928571428571
MSR1	3.816
PDCD6IP	0.462666666666667
FAM122A	0.21775
ZNF740	-0.23725
ATXN2	-0.3395
SLC17A4	-0.0553333333333333
RAXL1	-0.829166666666667
RS1	-0.60025
NET1	0.6065
NPY1R	-2.25283333333333
MVD	-1.55575
C11orf61	-0.750375
CHDH	-1.3175
GCNT2	-1.30885714285714
LGALS12	-2.29275
IK	-0.314666666666667
C7orf41	-1.09188888888889
SURF4	-0.2595
C1orf91	0.7065
BCS1L	-0.749833333333333
C20orf141	0.423166666666667
BCAS2	-0.58875
ACE2	0.71675
ICT1	0.79225
CD79B	2.7015
MRPS9	0.55125
AADACL1	-1.322
IRS2	-2.05975
LUZP2	-3.3045
TMEM148	0.447
ZNF514	-0.261833333333333
ADCK2	0.1431
ZKSCAN1	-0.357
FASTKD2	-0.46175
KCNMB3	0.0515
POFUT2	-0.1986
GNG2	-0.3069
OR6Y1	-0.8265
FAM26A	-2.1355
CAND2	0.667
FLYWCH2	-0.357
BCL6	1.133
MDH2	0.778714285714286
DRP2	0.4225
TPD52L1	1.5385
TXNL4A	0.44125
OR3A1	3.574
C22orf9	-0.0308571428571429
RAB25	1.97816666666667
PCTK3	0.656
POR	0.997833333333333
ARPP-19	-0.257166666666667
SREBF2	-1.455125
ZWINT	-0.188833333333333
TRUB1	0.77075
ENPP2	2.10233333333333
UXT	0.0738333333333333
ALG11	-0.542
SMCR7	0.8215
SLC31A2	2.04575
USMG5	1.0515
ZNF780B	-0.16225
APEX1	0.33125
THSD3	-3.3185
CEP68	0.3891
NY-SAR-48	-0.2845
ZIC3	-6.37166666666667
LPAL2	-0.0372222222222222
MRPL11	0.352
VPS53	-0.266833333333333
MPDU1	-0.325875
UBL4B	0.0665
LASS3	0.36925
GAST	-0.672333333333333
SPERT	1.04433333333333
UBE2L3	-0.501125
MLSTD2	0.121666666666667
ADRA1D	0.37
FZD10	-1.185
ATP6V1E1	-0.700125
SAR1A	1.016375
MCTP2	-0.419
TMEM5	-0.784
BIRC2	0.102666666666667
TMEFF2	-3.36333333333333
NLGN3	-0.663
