Hybridization REF	TCGA-BH-A0DI-01A-21R-A12P-07
MYO16	-0.78675
DBF4	-2.5625
TSHZ2	3.849
RIPK2	-0.5235
PPTC7	-0.223333333333333
KIF4B	-1.5115
LRRC31	1.631
ZNF540	1.01025
EFNB3	0.425
LOH12CR1	0.268625
STON2	0.611
GLP1R	0.1145
CSTF2T	-0.441
IREB2	-1.254375
GRSF1	-0.632
PDCD7	-0.867333333333333
LRRC43	-0.556
CNR1	0.526333333333333
IL1F7	0.291
C12orf64	-0.21525
FAM69B	-0.966
NR2E1	-2.16766666666667
MS4A6A	2.6017
FTL	0.5719
C7orf36	-0.51975
PCLO	0.7621
DYRK2	1.24875
ARIH2	-0.838125
SAMD7	0.1455
SCNN1D	-1.2315
SLC32A1	-1.05
C22orf25	0.3485
MRPS18A	-0.0962
GPR112	-0.072
EARS2	-1.1285
ERN2	0.4625
ATPBD3	0.133
PRH2	0.064
CDKN2D	-0.478166666666667
PGLYRP2	0.91475
TRIM40	0.093
SEC14L3	-0.496666666666667
SLC22A1	-0.069
BTN2A3	0.035
RASA4	0.719
CCNL2	-0.65975
MYBPC3	0.3805
GJA4	3.008
CDC42SE1	0.619375
TRPV2	-0.5715
MYPN	-3.7069
SIM1	0.191
CDADC1	0.4485
ZFHX4	2.8445
NIBP	0.690666666666667
ADAMTS19	-0.95325
ABTB2	-1.16475
TSPYL2	0.08425
EIF2S3	-0.3922
SOX30	-0.48175
AP2A1	-0.201
DKFZP564O0523	0.145666666666667
LOC285398	-0.00525
CDH18	-2.649
CHL1	2.8755
GATS	-0.6406
TBC1D2B	0.4885
OR1J1	-0.75
GSN	2.35133333333333
DPCR1	-0.0945
GARNL4	-0.907666666666667
SMARCA5	0.658
PLEKHG3	0.3665
ZBTB45	0.5705
FRMD6	0.804
PLS1	-1.58
DGKZ	0.453833333333333
EFNA1	1.1616
WDR85	-0.506625
ANK2	1.30475
PAGE4	-1.05166666666667
SENP6	0.075
AKR7A2	0.1
FKBP10	-1.64725
VEGFC	-0.5735
LARP1	-0.4214375
SRBD1	0.36375
ITGB6	4.72275
SLC1A2	-1.21857142857143
INVS	-0.884
MPO	0.2535
MOBKL3	-0.2349
CUTL2	-0.87
KLK2	0.0598333333333333
VIM	0.1415
REG1B	0.223
PCDHGC4	-0.08175
C3orf34	-0.520166666666667
SUMO3	-0.3335
CST9L	0.9595
MLL4	0.05975
SPR	0.943833333333333
SAMD9L	0.99625
ABCE1	0.91675
SUPT3H	-1.337
ACTBL1	-0.96975
ADAMTS4	1.13133333333333
SLIT3	3.4975
RHEBL1	-0.7695
NPM2	-0.941
MAN1C1	2.253625
KIAA1856	1.12033333333333
HSPA6	1.19975
LOC388152	-2.369
C10orf140	-0.491
ZDHHC12	0.0835
LIN7A	-0.6093
PHC2	0.533583333333333
SPHK1	0.7595
TRIM26	0.6320625
FAM83E	0.166
C18orf24	-2.36016666666667
ZNF578	0.0131666666666667
ORAI1	-0.2365
RUVBL1	-0.737416666666667
C7orf20	-1.073
APAF1	-1.1115
SLC36A4	-1.377
MYH11	4.76233333333333
NEK1	0.0045
MPP2	-0.3565
C12orf24	-2.92675
TNK2	0.2679375
ZNF289	-0.03675
MATN3	0.864142857142857
IFNGR2	1.26783333333333
ITPR1	0.909875
EBF3	3.4834
TBC1D20	0.2695
OR10P1	0.156
DDAH2	1.35025
SHPRH	-1.082
STX7	-0.425
LOC554248	-1.90725
BCAR1	0.66425
ATXN3	0.0534166666666667
TRIM27	-0.042
CDC42EP2	0.232
CHP	0.4125
SOX17	2.841625
ZNF259	-1.06983333333333
CHCHD1	0.067125
ZDHHC19	0.244
GBP2	3.272
GARNL3	1.74875
MRC2	1.75
C1orf52	-0.86975
AOF2	-0.711
LRPPRC	-0.6704
ACVR1C	0.350666666666667
TM4SF18	2.4655
TMEM169	0.036
PPP1R16A	-0.181
EBF1	2.09033333333333
RRS1	-0.493666666666667
SNX2	0.5185
OR2T2	0.619
RBX1	-0.25375
ANKRD54	0.449
TSNAX	-0.0243333333333333
TMEM83	-1.1925
ZBTB7A	0.691
ATM	-2.29716666666667
LOC338328	2.0985
TIE1	1.94166666666667
HIST1H3G	0.516666666666667
PASD1	-4.28083333333333
TINAG	0.86175
PCDHAC2	0.455
LRRC15	1.871125
WBSCR17	-0.11125
TFF2	0.08
PARP2	-0.943
NDFIP2	-0.5985
PCDHGB2	0.122
WDR60	0.04375
MAP7D2	-1.1568
USP45	-1.65925
GSDML	-0.941
TNS1	0.5146
PLCD4	0.61475
IQCD	0.111666666666667
SMPX	-2.1815
CD9	1.04616666666667
SRGN	1.479625
CASP7	0.997875
INOC1	0.1835
DKFZp451M2119	-2.357625
VMAC	1.4255
USP53	2.4334
CAMK1G	-0.4625
TMEM106A	0.264833333333333
CDC20	-2.4972
ACSL5	-0.408333333333333
CBWD5	-0.4805
C1orf87	-2.0612
KIAA1274	0.77225
PRUNE2	-1.74121428571429
LYPLA2	0.185666666666667
DOK6	-0.2695
GPR149	-0.479
FAM30A	2.692
TMEM129	0.12775
SLC35B3	0.62175
ACPP	0.2563
LOC200261	-1.138
SLC4A7	-0.2086
CCDC40	1.97325
GART	-1.75225
THOP1	-1.457
SCARB1	-0.99125
CACNA1F	-0.000749999999999987
TRIAP1	-0.0645
SYT14L	-0.6355
SFRS8	-0.43
PBOV1	0.104
GOLSYN	1.41475
GJB7	-0.636
CAMK2N1	1.35066666666667
GREM1	3.34641666666667
FLJ20433	0.93
QPCT	-2.90725
PRKAG2	0.924666666666667
H2AFX	-2.14475
C6orf154	-0.42275
PLOD3	-0.7575
ZBTB39	-0.958666666666667
WASF3	-0.412583333333333
DRG1	-0.53925
PRR4	-0.0355
SPCS1	-0.95325
KDELR3	0.703666666666667
SRP19	0.213833333333333
GABRA6	0.4005
MFSD1	1.07025
MMEL1	2.463
PDXDC2	-0.6883
BUB1	-4.03111111111111
RNF138	-1.565625
MYLPF	-0.269666666666667
AIF1	1.53016666666667
DYNLRB1	0.4799
HCN3	-1.32366666666667
HIST1H2AI	0.65975
MAP4K5	0.143416666666667
LASP1	0.702375
LOC130951	0.174
PLAA	0.14575
KRT6A	0.92
C6orf117	-0.683125
ARHGAP23	-0.258
PTF1A	0.0225
GPHA2	-0.39825
LCE3B	0.05925
MCL1	0.771
EHBP1	-1.03125
PRNP	0.00625000000000001
ZSCAN1	0.6905
C1orf113	-0.710333333333333
FOXA3	-2.609375
NEB	0.436
ASGR1	-4.1215
CTGF	3.19533333333333
RAB17	1.25733333333333
MST101	-0.06
JARID1B	0.5552
USP37	-0.3517
PTBP1	-0.315
PTPN7	0.0718333333333333
CDC7	-1.95483333333333
SNX7	0.429
ZNF335	0.26125
CPT2	-0.438
HEATR1	-0.796375
HSPC152	-0.0915
C5orf40	0.09525
PSME1	0.256166666666667
STAG3	-2.1415
TMEM154	0.3435
KLHL32	-0.239
TSGA10IP	-0.1585
SUV420H2	-0.430166666666667
SF1	-1.4976
2'-PDE	-0.611
PNLIPRP2	3.25
TRSPAP1	-0.2845
NUP210	-1.40083333333333
ANP32C	-1.4895
RAB11B	0.772333333333333
ASB15	0.4215
ITGB3BP	-1.649
UBASH3A	-0.4415
YWHAB	0.469875
TPRX1	-0.0955
LY6G5C	0.26775
SLC7A2	-1.516875
CLK1	0.504
HSD3B7	0.602833333333333
VDR	2.8765
C16orf74	-0.42875
ACE	0.52725
PSMA2	-0.379333333333333
CCDC131	-1.4015
ZNF213	0.446666666666667
EML2	0.29875
ALS2CR13	-0.231666666666667
GLYATL1	0.4655
DSPP	-0.134
DHFRL1	-0.682125
C10orf30	-1.04233333333333
SH3RF2	0.038
LOC197322	0.306833333333333
DLL3	-1.017
TIGD7	0.1675
GFRA3	0.09825
CPA1	0.236333333333333
RTN4	0.282166666666667
PPT2	-1.64216666666667
FASLG	2.29033333333333
FOXP4	0.571125
RPL26	-0.0581
GNL3L	-1.8705
FMR1NB	0.0505
CD163	6.36725
SGPP2	1.21675
GIMAP2	2.1225
CD37	1.4425
DPT	4.44566666666667
NBLA00301	2.02675
RGS5	2.40216666666667
C9orf4	0.755
ACTL8	-3.24683333333333
PRKAR2B	0.540375
OPLAH	0.391
C20orf134	1.262
SPACA5	-0.30275
TBL1X	-0.8105
TSPYL3	-0.228
CHCHD3	-0.749
CRKRS	-0.3825
GPR65	5.01875
DFFA	-0.427375
FUT1	0.44825
C6orf204	-0.504
TMEM51	0.808
ZNF580	-0.0355
CMTM2	0.956
C20orf200	-0.256
EZH1	0.144833333333333
FDX1L	-0.03775
MRPL32	-0.54625
PCAF	-0.8585
ALOX15B	1.47816666666667
CD59	1.19075
CDK9	-0.053625
ERP29	0.074
TTR	-4.83625
BCMO1	0.3195
DDIT4	0.0393
PTGDS	3.10425
C3orf63	-0.437333333333333
BST2	0.90725
CYP1A2	-0.364833333333333
C5orf25	-0.893
STX1A	-0.859352941176471
OR2A12	0.14
SH3BP5L	0.39275
SERINC5	0.99075
USP6	-0.9384
MRPL3	-0.646333333333333
POMP	0.36375
INPP4B	0.771875
GMPPB	0.59475
EAPP	0.70725
AHSA1	-0.73625
ABCA11	-0.8155
SLC5A6	-0.497333333333333
HIVEP2	1.21775
SUMO2	-0.00437500000000002
KIAA1822L	-0.074
C11orf67	1.24
TXK	-0.427
PHCA	-0.3678125
ICAM4	-1.68566666666667
FPGS	0.198833333333333
SNRPA1	-1.36925
KCNJ4	-0.5995
KIF6	-0.3818
HIST1H2BG	1.035
SLC5A5	0.45675
ZNF354B	0.0626666666666667
IL12RB2	0.31075
C11orf76	-0.023
GAL3ST2	0.168
AIFM2	-0.45675
SYNC1	-0.474875
UBL3	0.485375
PIK3CG	-1.18066666666667
NLN	-1.0141
BCORL1	0.293
CD5L	-0.4395
ZNF238	-0.539166666666667
KIAA1394	-0.29075
C16orf55	-0.0002
CYP3A7	-1.38825
KRTAP3-1	-1.566
TFDP1	-1.26783333333333
MND1	-4.13475
NODAL	0.189333333333333
GTPBP4	-0.9675
TUBGCP2	1.49925
SLITRK5	-1.95875
CIC	0.773
CD79A	1.5905
SAMD14	0.857333333333333
TNPO3	-0.5585
OR10G3	-1.731
OR10G8	0.1195
CCDC111	-0.805
HOXC9	1.20075
DCUN1D1	0.285
CYB5R1	1.9865
TSR2	0.7525
DAB2IP	0.4248
SLC6A5	-0.013
RAB3D	0.4925
DCUN1D4	-1.0175
ERBB3	0.849166666666667
SDC1	3.03375
ATP6V1H	0.178166666666667
SYK	1.658
ST20	-0.774
C13orf30	1.6785
WDR40A	-0.1795
ADMR	-0.0955
LOC388335	1.93675
ACSM1	-0.059
TDG	-0.435083333333333
FLJ11235	0.5015
MRPS5	-0.895833333333333
AGPAT2	0.269
SLC12A1	0.112
CYP27A1	1.277
THAP7	-0.6485
XPO1	-0.83
ALMS1L	0.160166666666667
C1orf2	-0.973875
ZNF777	0.2425
CAMK2A	-0.0673333333333333
SMC1B	-0.200625
IHPK2	-0.409333333333333
LEMD1	-2.29525
NKD2	1.1928
CLU	2.0635
ARMETL1	-0.9155
PABPC4	-1.05125
CXCL12	3.50916666666667
TFAP2C	0.6367
TTTY8	-2.591
ABCB10	-1.3212
ENDOD1	0.625
IDI1	-1.4495
KCTD6	-0.635166666666667
CCDC105	-0.518
ULBP2	-0.9085
ZDHHC5	0.59325
WNT8A	0.310333333333333
COMMD10	0.6505
KLHL12	-0.302875
GPR50	0.153
NR5A2	0.16425
OXGR1	1.40466666666667
EHD3	0.71775
CAPRIN2	-0.76275
KLRC3	-3.4815
SF3B1	-0.127285714285714
IPO7	-1.137
ALDH1A1	0.8905
ANKRD5	0.07
TSNARE1	0.091
DDEFL1	1.82575
RNASEL	1.45566666666667
DNAH9	-0.5045
HELLS	-2.41425
TNS4	1.6165
NAV1	-0.0385
KIAA1409	-2.70533333333333
C20orf26	3.60266666666667
TUBG1	-1.1135
IRX2	2.0755
CNGA4	-0.6155
MGC50559	0.828333333333333
OR4K17	0.360833333333333
TM2D2	0.426083333333333
FAM32A	0.33775
TXNDC14	-0.32525
CCBL1	-0.841
ANK1	-2.6969
PRSS23	0.062625
PPM1L	-0.5965
SPATA20	0.8325
APCS	-0.205
C14orf122	-0.560666666666667
PSMB5	-0.053
C6orf10	-0.6629
SETDB2	0.108
SPNS3	-0.748
SGMS2	0.337833333333333
MXD3	-1.06483333333333
MON2	-0.3453
CARTPT	0.07525
HNF4A	-0.493166666666667
RABEP1	0.96735
TNFRSF10B	-1.276375
USH1G	0.2285
PPAP2B	-0.224666666666667
TMEM16K	-0.158
CTDSP1	1.01
CDK5R1	-0.173
GABRR1	0.144
OPN1LW	-0.3615
FAM98C	0.520875
DBN1	0.99575
ACAD10	0.00875000000000001
QTRTD1	-0.74225
WNK3	-1.114
RPS19	-0.291125
C1QB	3.320375
OTUD5	-0.090875
SLC41A2	1.1425
TMEM22	-1.05533333333333
KHSRP	-0.377
TNFRSF11A	-0.236833333333333
FBL	-0.491833333333333
IBTK	-0.484833333333333
OXER1	0.25
CBLN4	0.988
GPR172B	1.32666666666667
CFTR	-0.63325
VSX1	0.448
CAMK1D	0.616
LOXL3	-1.7095
RTP4	1.78525
SLFNL1	0.0965
KIAA0828	-0.057
PAR5	1.4275
LOC723972	-1.63
GDI2	0.624875
CEBPA	2.0332
MLF2	0.063
AFMID	0.12825
ALOX12B	-0.02125
BPHL	-0.188375
COX5B	-0.53325
S100A10	0.6994
THOC6	-0.06375
NHN1	-0.128
RRP12	-0.181833333333333
ARID3B	-2.21925
CD3G	-1.779
KIAA0133	-0.8505
NAT11	-1.1205
PPAT	-1.8
SIRT3	0.124
TCERG1L	-0.618
NIPA1	-0.6205
DPP8	-0.1434
IL7R	0.8995
ZFP64	0.12325
DMAP1	0.2395
TRMT12	0.649
TLR4	2.004
WFIKKN2	0.252
RAB12	0.0798333333333333
DDX51	-0.0123333333333333
KIAA1086	-2.17425
ZNF295	0.227666666666667
ACVR2B	-1.99235714285714
LOC494150	-0.2235
ZNF517	0.329
DNASE1L2	-1.97233333333333
SUFU	1.09
LOC283677	-0.7425
LMO3	3.11166666666667
PPP2R5D	0.0758333333333333
ZNF587	-0.9876
HIST4H4	0.18425
CYP2C8	0.115
C1orf80	-0.192333333333333
DOCK5	-1.19633333333333
C9orf24	-0.37
OR5AR1	0.411
C11orf24	0.298
UNQ1940	-0.401
CAP2	-0.575
TIMM44	-0.0425
DSEL	-0.0613
ROM1	0.25175
FBXO4	0.211625
MYLC2PL	-1.45625
MLH3	0.8886
NOX1	0.267666666666667
DPEP2	2.059
DNAJB5	1.16625
RLTPR	0.4065
MBIP	-0.557
COPB1	-0.476166666666667
SFTPA1B	0.376
C10orf4	0.2188
PRELID1	0.225
NOLA1	-0.4975
C19orf24	0.268
TLR9	-1.3315
HLA-DMA	3.13525
HCRP1	-0.273
GPR137	0.253166666666667
ITGA11	1.64316666666667
PHF13	0.5
MARK4	0.664166666666667
METTL4	-0.75525
MBD3	-0.3726
LOC134145	0.125625
FGF3	-0.082
SLC35A3	0.57425
CLEC16A	-0.37775
AMOTL1	-0.540416666666667
FLJ31438	-0.57875
PAICS	-2.421375
TOMM40L	-0.337166666666667
MMD	-0.014
KLK10	0.5659
NIT2	-0.109666666666667
SERPINB10	0.29
KLF15	-0.3371
CCDC5	-1.09575
WSB2	-0.3035
ME3	1.601
CACYBP	-1.02991666666667
TCTN2	0.7505
JAK1	0.854625
C2orf25	-0.3175
GPD2	0.424
FBXL11	1.65316666666667
CDV3	-0.628916666666667
GALNT11	0.7055
NDUFA12L	-0.9005
FLOT1	0.192714285714286
TOR1AIP2	0.291
MMP25	0.208
C1orf164	-0.2161
CHST5	0.017
LYRM4	0.00735
GPER	-1.44475
HIPK2	0.5475
DAP	0.7905
ZMIZ1	0.639
DDX58	1.034375
DCC1	-2.23675
AKT1	0.604625
ENPP6	2.12716666666667
ERVWE1	-0.642166666666667
CDC34	0.2695
RNF125	-1.9395
CASC1	1.955
SHROOM2	0.28325
RRM2B	0.439333333333333
COL6A3	3.049875
TMEFF1	-1.6845
PLEKHA4	1.5171
LYSMD1	0.721333333333333
SEPT1	-0.263833333333333
AOF1	-0.74125
GNPAT	0.02225
WDR18	0.18375
HSD17B12	-0.610666666666667
HIST1H2BM	-0.00716666666666667
INDOL1	-0.3745
SUDS3	0.269
C1orf192	0.9745
CYP2B6	-0.63825
TBC1D2	1.85133333333333
SLC25A12	-0.572875
ERCC6L	-2.858
MGC10814	-1.44116666666667
POLR2C	-0.850333333333333
ZNF77	-0.245
EIF3K	-0.0186
HPX	0.50025
ANKRD27	-0.378625
MALAT1	-1.4898125
PLB1	1.5155
HRNBP3	-0.859875
CPSF4	-0.4445
OR52N2	-0.0105
PIP5KL1	-0.42775
GH1	0.11125
HPS5	-0.4875
SLFN5	0.118625
POP5	0.0333333333333333
OVOS2	-3.71966666666667
C20orf108	0.136625
MARS	-0.73225
CLRN3	1.2515
ARSE	-0.650333333333333
PPIE	0.0908333333333333
PHACS	0.311
GP5	-0.858
IL8RB	0.771333333333333
FCRLA	-0.795
ARRDC1	0.8688
KRTAP9-4	0.024
ZNF613	1.458
OR11A1	0.208
TMEM132B	-3.30657142857143
PGLS	0.7665
BSND	-2.36583333333333
KCNK18	1.636
FOXD4	0.58675
SV2C	1.6095
LCN2	1.14083333333333
ZNF490	0.8965
C3orf15	1.3239
CACNA2D4	-1.402
CBX5	-1.0515
MAGEB4	-0.957
BOLA1	0.13075
PPP2R5E	-0.4355
COL5A1	2.71141666666667
ASB7	-0.5085
SFT2D1	-0.46925
DERL1	0.3904
RABL2A	0.4985
MOAP1	0.35625
KIAA1545	1.66883333333333
F3	0.90425
PLEKHM2	0.36525
CCDC89	1.34283333333333
EFCAB1	2.10342857142857
TMEM48	-1.48425
SEPHS2	-0.28175
PYGM	-0.21825
PRICKLE1	3.28425
WNT5B	0.06675
TAS2R38	0.667
IMP5	0.256666666666667
KHDRBS1	-0.1237
LARS2	-1.12183333333333
C3orf28	-0.8035
FTCD	-2.71725
C10orf68	0.909
DGAT2L3	-0.15375
PSEN1	0.549166666666667
MGC33657	-0.62575
PLA2G4B	0.604833333333333
CDKN2A	-0.105583333333333
DLX1	-2.7435
TSHB	0.0595
C18orf37	0.011
MEX3C	-0.3515
MAMDC2	1.79
PDIA4	1.49725
ATP5E	0.24775
CASP2	-0.342071428571429
SERBP1	-0.0262307692307692
ZNF341	0.244
TESC	-1.815
TMEM31	-0.65975
OR51I2	0.7225
YTHDC1	-0.0599285714285714
JUN	1.47866666666667
AGMAT	-3.966
PCNXL2	0.6435
ATAD5	-2.817375
STK38	0.286625
AZI1	0.02025
RBP1	3.115
C4orf26	0.5415
KIAA1026	0.42325
TMEM101	0.44225
HSFX1	0.378
TREX1	0.33325
C18orf10	-0.317
TRIM15	-3.648
CA6	0.474285714285714
CEP57	-1.424125
AR	3.6235
SESN2	-0.8005
KIF3C	0.10625
EPB41L5	0.344125
ARHGEF10	-1.26
POLR3D	-0.42
INDO	0.3815
GABRA3	-0.298
SCG5	-0.2243
E2F3	-0.7827
TIGD5	0.35425
FGD6	1.0425
KLHL3	-1.229
SCGB3A2	-0.823
URP2	1.12266666666667
ATP6V1B1	2.5669
CALML6	-0.1935
LOC100049076	-0.81
TMF1	-0.61425
LOC388503	-0.37175
CDH5	2.885875
RPS6KC1	0.637333333333333
DAAM1	0.7253
TNFRSF10D	-0.2045
GSTT1	-2.1975
INPP5A	0.20925
TRAF3IP1	1.1449
SMARCE1	0.0910769230769231
VRK1	-1.6955
TTC16	0.737
AARS	-0.572666666666667
ARHGAP27	0.573
ZAK	0.150642857142857
ACSM2B	-1.90225
TRAP1	-1.00666666666667
MRPL53	0.406375
RNF44	-0.88325
NPTXR	0.87125
DPYSL3	2.337
APP	-0.1052
GLS2	-0.750333333333333
MNX1	-0.995333333333333
CMTM7	0.04575
OR10A7	-0.132
NYD-SP21	3.24666666666667
ORC5L	-0.48325
SLC16A10	-0.939625
TMEM178	0.647
LOC441601	-3.78625
PTGIS	3.29025
KBTBD7	0.72475
C19orf41	0.41275
CEACAM3	-0.117666666666667
KRT23	-0.451
SERHL	3.4215
PNKD	0.1846875
UBC	0.98025
ATRN	-0.21175
HAPLN1	-0.381
RANGAP1	-0.772
C10orf26	2.06616666666667
KCNA7	-0.01175
SRY	-0.251
LOC376693	-0.40375
HIST1H2BF	0.29225
CDCA8	-2.64883333333333
MLC1	-1.486
TNIP3	0.3695
OR4D1	0.3725
IFT52	-0.522666666666667
GOLT1A	0.914
UTP20	-0.907875
RP3-402G11.5	0.3195
PRSS33	-0.67925
PMPCA	-0.47775
APOB48R	2.3795
GLTP	0.6795
MPL	0.31375
C9orf78	0.02225
ADAM12	2.904
CSPG4	-0.5195
LOC144305	-1.43
KRTAP4-10	0.5438
PAK1	-0.00575000000000001
ADCY7	-0.4428
TAS2R43	-0.182
FRAS1	-1.19892857142857
PPP1R14A	0.983166666666667
OR2B6	-1.0685
ATP13A1	0.1115
SIDT1	1.89425
C1RL	1.2255
PRKRA	-0.143
TLN1	0.5723
RP11-50D16.3	0.401333333333333
MITF	-1.22525
GYS1	-0.21075
LYG1	-0.663166666666667
NSMCE4A	-0.1745
DNAI1	-0.08325
HOXD11	-1.213
FNBP1L	1.4565
DHX35	-0.7015
LCE3E	0.38175
SLC33A1	0.45075
DCLK3	0.697
TRIM33	-0.7305
TMCC3	1.34366666666667
FBXO42	0.056
C1orf27	-0.1375
C17orf50	0.1695
RNF14	0.724333333333333
SLC4A8	0.805
RAB3IP	-0.4582
COX6C	0.143785714285714
PCSK1	-2.6804
SLC13A1	0.265375
ARF6	0.814833333333333
KIAA1009	0.305125
HOXA13	-2.29875
HMGN1	-0.447125
CXADR	-0.265333333333333
MGC14436	0.266
UTF1	0.725
TSC22D1	1.6666
BZRAP1	0.691666666666667
PUF60	0.409083333333333
SHC1	0.204875
HOOK3	0.7014
LIMS2	1.945
BAHCC1	-0.323166666666667
CLCC1	0.7145
ENTPD3	2.62966666666667
SMO	-0.0335
PIK3R5	0.5615
CDC14A	-0.697666666666667
KRT1	0.67525
ENOX2	-0.250666666666667
FLJ22655	0.79575
FPRL1	0.3175
INTS6	0.2698
ZCCHC5	0.6835
SMC3	-0.833
C6orf123	0.801833333333333
FLJ20160	1.06925
LOC653391	-0.817166666666667
GSS	-0.0495
NT5M	-0.69575
SIX5	0.8385
TAF5	-1.038
KCNA1	2.72866666666667
ANLN	-3.89133333333333
MGC45491	-0.6601
SSTR2	4.02675
LYPD4	-0.0365
TH1L	-0.801375
CHRNA5	-2.7985
PNMA6A	0.15175
FLJ16369	-0.018
DLX2	-2.8364
C6orf108	-0.237083333333333
ALDH3A2	-0.634333333333333
CLEC1B	1.14333333333333
LEPREL2	0.902
FOXJ1	0.4237
OR1D4	0.429
PPIL4	-0.33025
MTRR	-1.1245
SLC27A3	1.64566666666667
HTR7	-0.317833333333333
MIB2	0.10925
BHMT	-1.68016666666667
A2ML1	0.487
MSMB	-2.066
KIAA1383	0.454714285714286
TRUB2	-0.48475
PF4	1.00566666666667
IL1F5	0.587
LRRC37B2	-0.55925
IPO4	-0.56375
FIGF	1.35175
QDPR	-0.3425
ZNF598	-0.52075
BOP1	-0.32375
MAPK12	-0.736833333333333
POLR1E	-1.051125
CEECAM1	1.166
INSRR	-0.119833333333333
SIPA1	0.99075
ULK4	-0.1865
BTN3A1	0.7721
FABP5	0.3346
KBTBD3	0.974833333333333
SORT1	-0.114333333333333
YWHAQ	-0.158375
LRIT1	-0.203
KIAA1704	-0.1257
MEIS2	-0.3264
ENOSF1	-0.363833333333333
PCDH7	1.157
FZD9	-1.32983333333333
RPLP1	0.505833333333333
ZNF75A	-0.33775
P4HA3	3.8715
NKX6-1	1.39275
CTA-216E10.6	0.264833333333333
IFT140	0.53275
DENND1A	-0.218
ALCAM	3.2932
ABHD2	0.384136363636364
QPRT	-1.1605
TRAM1	0.500928571428572
ATP1B4	0.60125
NUP37	-1.54625
SAA3P	-0.2915
SLC22A6	0.2335
KIAA0265	-0.04925
ZNF41	0.014
ADAM19	0.7887
ERAF	0.11325
DEFB119	0.230333333333333
DNMT3B	-4.3925
SNF1LK2	0.1885
MGC24039	-1.08308333333333
TAS2R48	-0.8434
PNLDC1	0.39075
ADAMTS16	1.85525
TMEM92	-0.633166666666667
CCT8	-0.966833333333333
POGZ	0.0925
N-PAC	-0.0615
GUCA1B	-0.824833333333333
ZZEF1	0.0605
OR2C3	0.049
ZNF334	0.430666666666667
RANBP6	0.17075
LDHB	-1.8055
BAMBI	-0.377125
RAB5B	1.03025
FOXB1	1.03725
MRPS12	-0.6165
MRGPRF	1.336875
CRIPT	-0.118
CYP2D7P1	-0.3325
RYR1	0.595375
NDUFA2	0.504125
TRIP12	0.107
KCNE3	2.66483333333333
MOBKL2B	0.518
MIOX	0.11125
ACOT7	-0.878125
FGF6	0.4165
RASSF5	-0.8057
ATAD3B	-0.982833333333333
IKZF3	-1.0725
H3F3B	0.500928571428572
C6orf91	-0.152
SEC11C	0.26975
TMEM14C	-0.55825
KIAA1632	-0.141
SLC38A4	0.446
FGFR3	-2.323
HES7	2.35675
HINT3	-0.02625
ARIH1	-0.1715
FLJ35880	-1.811
C1orf129	0.3805
POU6F1	0.172125
RPL32	-0.454375
BBS1	1.07566666666667
RGPD5	-0.239
SULT1C2	-2.298
KDELC1	-0.5255
PIP5K3	-0.578666666666667
CHI3L1	3.0264
CSDA	-0.55125
VTCN1	4.56075
WDR62	-1.15175
TMEM170	-0.88825
KIF2A	-1.46525
C6orf182	-1.1425
ARL6IP6	-1.614
ZCCHC9	-0.426
RARB	1.39466666666667
ZNF320	0.307375
DHX15	-0.8605
PICALM	0.1515
CNOT6	0.296583333333333
HIST1H1A	-0.84675
ZNF702	0.726
OR1E2	0.3505
HLF	-0.2682
LOC442582	-1.9195
KIAA0494	0.805875
TCF4	2.1618
APOBEC3B	-2.142
FAM54B	0.0745
MYH2	-0.74075
FXN	-0.972666666666667
C12orf59	0.396
PAEP	-0.948
SPG11	0.309875
VN1R4	-0.2885
KCNJ13	1.64425
NOC3L	-0.4475
C5orf36	1.792
CPAMD8	0.69375
MLN	-0.2835
FLJ11184	-0.81525
TIAM1	0.081
OR10J3	0.3435
OR52E2	0.168
PBX1	1.7509
UBL7	-0.358833333333333
PXMP2	-0.295
SYTL1	-0.0915
FAM126B	-0.19275
ZNF711	-0.8335
GGA1	-1.14516666666667
VAMP4	0.226333333333333
BCAP29	-0.0645
C20orf19	-1.25675
ZNF275	-0.151875
NEK6	1.13375
SETD8	-0.724666666666666
HEXIM1	1.03183333333333
SULT1A2	-0.125875
KLHL9	1.03325
SLC39A12	0.47075
ARHGEF16	0.927833333333334
SCN1A	-0.0466666666666667
HNRPH1	-0.589916666666667
C9orf103	0.99425
ECE1	0.6665
MED18	-2.3725
TEX13B	0.388
SNN	0.1075
C6orf62	0.273055555555556
WNT3A	0.5126
IL22RA2	0.752
MGC21881	0.577375
GABBR1	0.30825
YIPF6	0.02575
PROX1	-1.58733333333333
PPP1R1B	2.166
LANCL2	0.3895
SCN3A	-0.992666666666667
SSRP1	-0.7235
ASXL2	-0.50675
RPE65	-0.3165
SNAI1	-0.7385
EFNA2	0.0805
CLDN9	0.11775
TP53I13	1.098125
LOC375748	-0.41575
C9orf7	1.175
C14orf178	-1.861
GC	-0.556
IER3	-0.942666666666667
KCTD10	1.2485
FLJ45717	1.03325
ADC	1.68383333333333
LOC285908	-0.896916666666667
MLL3	-1.053875
KIAA1787	-0.122
MGC31957	-0.7155
MUC5B	-0.388
ZNF193	0.166
CSRP1	1.64575
MOSPD1	-0.514833333333333
C21orf49	0.217
RAD1	-0.6835
ANKRD34	-1.30275
NFRKB	-0.6805
FANCA	-3.874
VTI1A	-0.216428571428571
PCBP3	0.2375
