Hybridization REF	TCGA-E2-A15H-01A-11R-A12D-07
PDCD7	-0.585
LRRC43	-0.028
CNR1	-0.4295
IL1F7	-0.4075
C12orf64	-0.30075
FAM69B	-2.14775
NR2E1	-2.40783333333333
MS4A6A	1.6245
FTL	-0.8397
C7orf36	-0.3215
PCLO	1.3405
DYRK2	0.92175
ARIH2	-0.599125
SAMD7	0.359
SCNN1D	-0.53075
SLC32A1	-1.10133333333333
C22orf25	0.0593333333333333
MRPS18A	0.1232
GPR112	0.681
EARS2	-0.53325
ERN2	0.148
ATPBD3	0.205
PRH2	-0.708
CDKN2D	-1.09
PGLYRP2	2.27125
TRIM40	0.11125
SEC14L3	0.5715
SLC22A1	-0.36675
BTN2A3	-0.26825
RASA4	0.0325
CCNL2	-0.9415
MYBPC3	0.4885
GJA4	2.9055
CDC42SE1	1.09075
TRPV2	-1.93675
MYPN	-4.4307
SIM1	0.318
CDADC1	0.544583333333333
ZFHX4	1.6565
NIBP	-0.203833333333333
ADAMTS19	-2.79325
ABTB2	-2.36375
TSPYL2	-0.6725
EIF2S3	-0.0161
SOX30	-0.244
AP2A1	-0.534
DKFZP564O0523	0.108
LOC285398	0.00725000000000001
CDH18	-5.6775
CHL1	1.295625
GATS	-0.4107
TBC1D2B	-0.169166666666667
OR1J1	0.1895
GSN	0.828166666666667
DPCR1	0.297375
GARNL4	-0.991166666666667
SMARCA5	-0.51975
PLEKHG3	1.25666666666667
ZBTB45	-0.037
FRMD6	-0.432166666666667
PLS1	0.618
DGKZ	0.635333333333333
EFNA1	2.4305
WDR85	-0.28725
ANK2	-0.1775
PAGE4	-1.8015
SENP6	-0.515333333333333
AKR7A2	-0.348333333333333
FKBP10	-2.753
VEGFC	-1.64183333333333
LARP1	0.58325
SRBD1	-0.168
ITGB6	4.36625
SLC1A2	0.405857142857143
INVS	-0.586
MPO	-0.347
MOBKL3	-0.2603
CUTL2	-0.759
KLK2	-0.0655
VIM	-1.169
REG1B	0.102666666666667
PCDHGC4	0.65875
C3orf34	-1.2825
SUMO3	-0.779166666666667
CST9L	2.9815
MLL4	-0.1975
SPR	1.43233333333333
SAMD9L	0.0475
ABCE1	-0.942
SUPT3H	-0.747
ACTBL1	1.32175
ADAMTS4	0.55
SLIT3	3.042
RHEBL1	-1.13025
NPM2	-2.5325
MAN1C1	-0.48425
KIAA1856	1.1965
HSPA6	1.72425
LOC388152	-0.2215
C10orf140	-2.36475
ZDHHC12	1.8515
LIN7A	-1.306
PHC2	0.270083333333333
SPHK1	0.534
TRIM26	0.6899375
FAM83E	2.311
C18orf24	-0.614666666666667
ZNF578	-0.472666666666667
ORAI1	0.38675
RUVBL1	0.055
C7orf20	0.0481666666666667
APAF1	-0.551
SLC36A4	-1.90166666666667
MYH11	5.174
NEK1	0.0967
MPP2	0.654125
C12orf24	-2.8675
TNK2	0.9029375
ZNF289	1.20425
MATN3	-1.52671428571429
IFNGR2	0.967833333333333
ITPR1	-0.1715
EBF3	2.0216
TBC1D20	0.9254
OR10P1	0.20725
DDAH2	0.97975
SHPRH	-1.1705
STX7	-0.2765
LOC554248	-2.0985
BCAR1	0.6545
ATXN3	0.458916666666667
TRIM27	0.24875
CDC42EP2	0.7545
CHP	0.392785714285714
SOX17	2.0655
ZNF259	-0.462166666666667
CHCHD1	0.8435
ZDHHC19	0.15
GBP2	2.7255
GARNL3	-0.2215
MRC2	1.0835
C1orf52	0.29075
AOF2	-1.4965
LRPPRC	0.0785
ACVR1C	-1.89816666666667
TM4SF18	2.20533333333333
TMEM169	-0.366833333333333
PPP1R16A	1.019875
EBF1	-0.957666666666667
RRS1	-0.562166666666667
SNX2	-0.644
OR2T2	-0.127
RBX1	-0.3275
ANKRD54	0.318833333333333
TSNAX	0.2605
TMEM83	0.48075
ZBTB7A	1.91875
ATM	-1.13091666666667
LOC338328	1.8065
TIE1	1.15116666666667
HIST1H3G	1.37683333333333
PASD1	-5.00416666666667
TINAG	0.4505
PCDHAC2	0.037
LRRC15	1.18675
WBSCR17	-1.209
TFF2	-0.6165
PARP2	-1.22775
NDFIP2	0.264625
PCDHGB2	1.238
WDR60	-0.1875
MAP7D2	-1.63555555555556
USP45	-1.9245
GSDML	2.02325
TNS1	-0.1132
PLCD4	1.22325
IQCD	1.20416666666667
SMPX	-2.661
CD9	1.64
SRGN	0.173125
CASP7	0.932125
INOC1	0.364333333333333
DKFZp451M2119	-1.3695
VMAC	1.372
USP53	0.2955
CAMK1G	-1.126
TMEM106A	-0.362833333333333
CDC20	-0.8935
ACSL5	-1.42933333333333
CBWD5	1.663875
C1orf87	-1.07266666666667
KIAA1274	-0.41975
PRUNE2	-2.85278571428571
LYPLA2	0.889666666666667
DOK6	-2.04916666666667
GPR149	-0.56775
FAM30A	2.487
TMEM129	-0.4245
SLC35B3	0.88625
ACPP	-0.4295
LOC200261	-0.712
SLC4A7	0.8696
CCDC40	3.61975
GART	-1.573875
THOP1	-1.2455
SCARB1	-0.316375
CACNA1F	0.495
TRIAP1	-0.073
SYT14L	0.85
SFRS8	-0.0163333333333333
PBOV1	0.45175
GOLSYN	1.66425
GJB7	-1.613
CAMK2N1	0.908166666666666
GREM1	3.10575
FLJ20433	1.69525
QPCT	-3.676
PRKAG2	0.279
H2AFX	-0.1545
C6orf154	2.2555
PLOD3	-1.11775
ZBTB39	-0.773333333333333
WASF3	-1.09858333333333
DRG1	-0.9325
PRR4	-0.9055
SPCS1	0.01875
KDELR3	-0.194666666666667
SRP19	0.0573333333333333
GABRA6	0.342333333333333
MFSD1	0.051
MMEL1	3.1585
PDXDC2	0.2305
BUB1	-3.20355555555556
RNF138	-1.187875
MYLPF	-0.351833333333333
AIF1	-0.782166666666667
DYNLRB1	1.1345
HCN3	-0.803333333333333
HIST1H2AI	1.87525
MAP4K5	0.0236666666666667
LASP1	1.167
LOC130951	0.1565
PLAA	-0.253625
KRT6A	1.752
C6orf117	-1.909375
ARHGAP23	-0.4575
PTF1A	-0.897
GPHA2	-0.33675
LCE3B	0.047
MCL1	0.726571428571429
EHBP1	-0.920083333333333
PRNP	-0.8183125
ZSCAN1	0.4915
C1orf113	-1.09216666666667
FOXA3	-2.825125
NEB	-0.00475
ASGR1	-5.28616666666667
CTGF	2.232
RAB17	1.21966666666667
MST101	-0.773
JARID1B	1.412
USP37	-0.0684
PTBP1	-0.391
PTPN7	-0.6745
CDC7	-1.43166666666667
SNX7	0.506
ZNF335	0.27725
CPT2	1.0635
HEATR1	-0.40475
HSPC152	0.45725
C5orf40	0.043
PSME1	0.7465
STAG3	-2.82225
TMEM154	-0.160666666666667
KLHL32	-0.258
TSGA10IP	-0.978
SUV420H2	-0.489333333333333
SF1	-0.0337
2'-PDE	0.58275
PNLIPRP2	0.9095
TRSPAP1	-0.112666666666667
NUP210	0.421
ANP32C	-1.1195
RAB11B	-0.264166666666667
ASB15	0.849
ITGB3BP	-0.6615
UBASH3A	-1.36275
YWHAB	0.439375
TPRX1	0.0415
LY6G5C	-0.017125
SLC7A2	1.923375
CLK1	0.5371
HSD3B7	0.661
VDR	2.73525
C16orf74	0.80775
ACE	0.8515
PSMA2	-0.650833333333333
CCDC131	0.296375
ZNF213	1.233
EML2	-0.3995
ALS2CR13	-0.162333333333333
GLYATL1	3.588
DSPP	-0.436
DHFRL1	0.17425
C10orf30	-2.41266666666667
SH3RF2	0.276
LOC197322	-0.530166666666667
DLL3	-1.7285
TIGD7	0.7395
GFRA3	-0.04375
CPA1	-0.0415
RTN4	-0.420333333333333
PPT2	-2.05233333333333
FASLG	1.4135
FOXP4	0.454
RPL26	-0.3643
GNL3L	-0.6375
FMR1NB	-0.642333333333333
CD163	6.4545
SGPP2	0.281
GIMAP2	1.7545
CD37	0.154833333333333
DPT	3.44483333333333
NBLA00301	1.4165
RGS5	0.470333333333333
C9orf4	0.2535
ACTL8	0.321
PRKAR2B	-2.152125
OPLAH	0.478666666666667
C20orf134	2.995
SPACA5	0.0635
TBL1X	-0.414166666666667
TSPYL3	0.9325
CHCHD3	-1.22
CRKRS	1.94366666666667
GPR65	2.8845
DFFA	-0.613625
FUT1	0.17325
C6orf204	-1.171
TMEM51	0.0485
ZNF580	-0.925
CMTM2	0.4045
C20orf200	-0.2335
EZH1	0.0715
FDX1L	-0.274125
MRPL32	-0.234
PCAF	-0.8322
ALOX15B	0.8885
CD59	0.437458333333333
CDK9	0.7235
ERP29	-0.276666666666667
TTR	-5.96975
BCMO1	-0.4325
DDIT4	-1.0278
PTGDS	2.39175
C3orf63	-0.0908333333333333
BST2	0.12575
CYP1A2	-0.164
C5orf25	-1.72525
STX1A	-0.489470588235294
OR2A12	-0.295
SH3BP5L	0.83225
SERINC5	0.711125
USP6	0.3079
MRPL3	-0.0396666666666667
POMP	0.762625
INPP4B	2.363375
GMPPB	1.66725
EAPP	0.264
AHSA1	-0.2715
ABCA11	-0.75
SLC5A6	1.07025
HIVEP2	0.38675
SUMO2	1.41275
KIAA1822L	-1.11266666666667
C11orf67	0.52125
TXK	-0.802125
PHCA	-0.8476875
ICAM4	-2.41866666666667
FPGS	0.892
SNRPA1	-1.01425
KCNJ4	-0.4145
KIF6	-0.0196
HIST1H2BG	1.888
SLC5A5	0.318
ZNF354B	-0.527333333333333
IL12RB2	-0.17225
C11orf76	0.362333333333333
GAL3ST2	-0.0465
AIFM2	-0.497625
SYNC1	-1.103
UBL3	0.498625
PIK3CG	-2.0885
NLN	-0.1015
BCORL1	-0.19725
CD5L	-0.4815
ZNF238	0.997166666666667
KIAA1394	-0.24775
C16orf55	-0.3179
CYP3A7	-2.69775
KRTAP3-1	-2.3805
TFDP1	-0.568166666666667
MND1	-2.59825
NODAL	-0.109166666666667
GTPBP4	-0.138
TUBGCP2	1.45325
SLITRK5	-4.574
CIC	0.019
CD79A	1.1915
SAMD14	0.773
TNPO3	-0.145
OR10G3	1.1275
OR10G8	0.074
CCDC111	-0.6325
HOXC9	2.20375
DCUN1D1	-0.05475
CYB5R1	1.294
TSR2	1.318
DAB2IP	0.8001
SLC6A5	-0.053
RAB3D	1.36275
DCUN1D4	-0.3885
ERBB3	2.00058333333333
SDC1	2.06866666666667
ATP6V1H	0.347
SYK	1.611
ST20	-1.62675
C13orf30	0.5895
WDR40A	1.36366666666667
ADMR	0.6265
LOC388335	0.466
ACSM1	3.5065
TDG	0.0715833333333333
FLJ11235	-0.115
MRPS5	-0.690166666666667
AGPAT2	1.03
SLC12A1	0.675875
CYP27A1	-0.2895
THAP7	-0.51325
XPO1	-0.09775
ALMS1L	0.0903333333333333
C1orf2	0.5015
ZNF777	-0.276166666666667
CAMK2A	-0.1274
SMC1B	-0.2075
IHPK2	0.452133333333333
LEMD1	-3.54175
NKD2	0.3313
CLU	-0.0622857142857143
ARMETL1	-0.128
PABPC4	-0.569
CXCL12	1.813
TFAP2C	0.3268
TTTY8	-0.379
ABCB10	-0.7747
ENDOD1	0.416166666666667
IDI1	-0.465
KCTD6	1.49
CCDC105	0.2715
ULBP2	-1.6
ZDHHC5	0.719
WNT8A	0.348
COMMD10	0.60375
KLHL12	0.08375
GPR50	0.167
NR5A2	-0.068625
OXGR1	0.0135
EHD3	0.35725
CAPRIN2	-1.413125
KLRC3	0.25075
SF3B1	0.136142857142857
IPO7	0.243
ALDH1A1	-2.23966666666667
ANKRD5	1.06725
TSNARE1	0.194
DDEFL1	0.4805
RNASEL	1.20883333333333
DNAH9	-1.601
HELLS	-1.51825
TNS4	1.2765
NAV1	0.4569
KIAA1409	-0.83525
C20orf26	2.248
TUBG1	-0.46675
IRX2	0.081
CNGA4	0.136
MGC50559	1.181
OR4K17	0.004
TM2D2	0.0769166666666667
FAM32A	-0.48475
TXNDC14	-0.46625
CCBL1	-1.609
ANK1	-1.0342
PRSS23	0.143875
PPM1L	-0.043
SPATA20	-0.308
APCS	0.4145
C14orf122	-0.2865
PSMB5	0.32675
C6orf10	-0.0107
SETDB2	-0.2545
SPNS3	-1.6125
SGMS2	-0.607
MXD3	-0.291
MON2	-0.3232
CARTPT	0.532
HNF4A	-0.817333333333333
RABEP1	0.34965
TNFRSF10B	-1.305
USH1G	0.0915
PPAP2B	-1.90916666666667
TMEM16K	0.5265
CTDSP1	0.816166666666667
CDK5R1	-0.886666666666667
GABRR1	-0.378
OPN1LW	-0.1035
FAM98C	0.602
DBN1	-0.028625
ACAD10	1.22283333333333
QTRTD1	-0.28375
WNK3	-1.92216666666667
RPS19	-0.735
C1QB	3.2845
OTUD5	0.616875
SLC41A2	-0.160833333333333
TMEM22	-2.852
KHSRP	-0.946083333333333
TNFRSF11A	-1.43783333333333
FBL	-1.33033333333333
IBTK	-0.1225
OXER1	-0.149
CBLN4	-0.485625
GPR172B	1.7715
CFTR	-0.50775
VSX1	0.5675
CAMK1D	-0.569
LOXL3	-3.2005
RTP4	0.82425
SLFNL1	0.1985
KIAA0828	-0.690625
PAR5	0.639
LOC723972	-0.9945
GDI2	0.4705
CEBPA	0.9471
MLF2	0.391166666666667
AFMID	-0.13325
ALOX12B	-0.38225
BPHL	0.855625
COX5B	-0.4205
S100A10	0.1911
THOC6	0.9145
NHN1	0.686
RRP12	0.846333333333333
ARID3B	-2.03
CD3G	-2.76416666666667
KIAA0133	-0.3995
NAT11	-0.152
PPAT	-1.77933333333333
SIRT3	0.7496
TCERG1L	-1.4175
NIPA1	-0.1056
DPP8	-0.3698
IL7R	0.0595
ZFP64	-0.26125
DMAP1	0.2743
TRMT12	0.544
TLR4	0.6391
WFIKKN2	-0.15125
RAB12	-0.585333333333333
DDX51	0.529
KIAA1086	-3.5085
ZNF295	-1.05383333333333
ACVR2B	-0.386142857142857
LOC494150	-0.197375
ZNF517	-0.087
DNASE1L2	-1.22733333333333
SUFU	0.716333333333333
LOC283677	0.0965
LMO3	0.689166666666667
PPP2R5D	-0.446
ZNF587	0.2495
HIST4H4	0.617
CYP2C8	0.3705
C1orf80	-0.167166666666667
DOCK5	-0.9415
C9orf24	-1.06125
OR5AR1	0.438
C11orf24	-0.1805
UNQ1940	-0.31
CAP2	-0.281333333333333
TIMM44	-0.4095
DSEL	-1.6761
ROM1	-0.924
FBXO4	-0.089
MYLC2PL	-2.1755
MLH3	0.8173
NOX1	0.838
DPEP2	1.268
DNAJB5	-0.10525
RLTPR	0.0265
MBIP	-0.321666666666667
COPB1	-0.0623333333333333
SFTPA1B	0.269
C10orf4	-0.6164
PRELID1	0.56275
NOLA1	-0.26525
C19orf24	0.654
TLR9	-1.885
HLA-DMA	3.34733333333333
HCRP1	0.31
GPR137	0.752166666666667
ITGA11	0.928
PHF13	0.265666666666667
MARK4	0.192333333333333
METTL4	-0.68
MBD3	-0.6188
LOC134145	-0.25575
FGF3	0.431
SLC35A3	1.696125
CLEC16A	-0.50125
AMOTL1	-1.12483333333333
FLJ31438	-1.351
PAICS	-1.284
TOMM40L	0.317166666666667
MMD	-1.90875
KLK10	0.2695
NIT2	0.226
SERPINB10	0.0974999999999999
KLF15	-1.0007
CCDC5	-0.82275
WSB2	-0.773875
ME3	1.613125
CACYBP	-0.0376666666666667
TCTN2	1.3175
JAK1	0.664375
C2orf25	-0.47425
GPD2	-0.2165
FBXL11	0.818166666666667
CDV3	0.174666666666667
GALNT11	0.18675
NDUFA12L	-0.7643
FLOT1	1.32335714285714
TOR1AIP2	0.2155
MMP25	-0.753
C1orf164	0.0284
CHST5	-0.02825
LYRM4	-1.3129
GPER	-3.54475
HIPK2	0.0398333333333333
DAP	0.0927
ZMIZ1	0.789833333333333
DDX58	1.054375
DCC1	-2.51925
AKT1	1.838375
ENPP6	0.0854
ERVWE1	0.015
CDC34	0.3005
RNF125	0.18025
CASC1	2.82825
SHROOM2	-0.32125
RRM2B	-0.6695
COL6A3	2.408625
TMEFF1	-2.93475
PLEKHA4	0.502
LYSMD1	-0.0401666666666667
SEPT1	-0.694833333333333
AOF1	-0.73275
GNPAT	0.34625
WDR18	-0.43375
HSD17B12	0.204166666666667
HIST1H2BM	1.85966666666667
INDOL1	-1.02725
SUDS3	0.38025
C1orf192	0.013
CYP2B6	-0.4635
TBC1D2	2.2515
SLC25A12	-0.42125
ERCC6L	-1.12433333333333
MGC10814	-0.722666666666667
POLR2C	-1.48783333333333
ZNF77	-0.637
EIF3K	-1.0896
HPX	3.872
ANKRD27	-1.045625
MALAT1	0.9975
PLB1	0.852166666666667
HRNBP3	-1.312875
CPSF4	-0.47225
OR52N2	-0.0005
PIP5KL1	-0.20875
GH1	3.92425
HPS5	-0.421
SLFN5	0.20275
POP5	-0.18
OVOS2	-2.741
C20orf108	0.0565
MARS	0.18125
CLRN3	1.349
ARSE	0.235833333333333
PPIE	0.159333333333333
PHACS	0.204666666666667
GP5	-1.095
IL8RB	0.370333333333333
FCRLA	-2.14375
ARRDC1	1.8016
KRTAP9-4	0.71525
ZNF613	0.814
OR11A1	0.097
TMEM132B	-3.000125
PGLS	0.62625
BSND	-3.12816666666667
KCNK18	-0.999
FOXD4	0.7
SV2C	-0.42975
LCN2	2.07133333333333
ZNF490	0.0756
C3orf15	2.236
CACNA2D4	-0.839666666666667
CBX5	-0.4185
MAGEB4	0.398
BOLA1	0.82575
PPP2R5E	-0.123
COL5A1	1.90925
ASB7	-0.474
SFT2D1	0.23525
DERL1	0.394
RABL2A	0.618333333333333
MOAP1	0.974
KIAA1545	0.968166666666667
F3	-0.3585
PLEKHM2	0.08325
CCDC89	1.11383333333333
EFCAB1	1.323125
TMEM48	-0.2875
SEPHS2	0.37025
PYGM	-0.734
PRICKLE1	2.07975
WNT5B	0.00825
TAS2R38	1.952
IMP5	0.78975
KHDRBS1	-0.153
LARS2	-0.896833333333333
C3orf28	-1.628
FTCD	-3.2915
C10orf68	1.5065
DGAT2L3	0.65975
PSEN1	1.39216666666667
MGC33657	-0.29725
PLA2G4B	0.632166666666667
CDKN2A	-1.6985
DLX1	-3.06125
TSHB	0.245
C18orf37	0.39825
MEX3C	0.253625
MAMDC2	0.8895
PDIA4	-0.340666666666667
ATP5E	0.35175
CASP2	-0.372642857142857
SERBP1	-0.450038461538462
ZNF341	0.952
TESC	-3.336
TMEM31	-0.86875
OR51I2	0.686
YTHDC1	0.298642857142857
JUN	1.74
AGMAT	-4.026
PCNXL2	0.509
ATAD5	-2.55075
STK38	-0.404
AZI1	-0.812375
RBP1	1.7445
C4orf26	0.14675
KIAA1026	0.42925
TMEM101	1.78975
HSFX1	0.2965
TREX1	0.6555
C18orf10	-0.1146
TRIM15	-3.54375
CA6	0.873
CEP57	-1.4475
AR	4.26216666666667
SESN2	-0.705666666666667
KIF3C	-0.28325
EPB41L5	0.916625
ARHGEF10	-1.25868181818182
POLR3D	-0.64175
INDO	-2.15783333333333
GABRA3	-0.4325
SCG5	-0.8391
E2F3	-0.9231
TIGD5	1.60275
FGD6	3.18358333333333
KLHL3	-0.395375
SCGB3A2	-2.0765
URP2	0.087
ATP6V1B1	1.6259
CALML6	-0.5085
LOC100049076	0.965
TMF1	0.55975
LOC388503	-0.243
CDH5	2.265375
RPS6KC1	0.301666666666667
DAAM1	1.2559
TNFRSF10D	-0.359
GSTT1	-1.3186
INPP5A	0.40175
TRAF3IP1	1.2588
SMARCE1	1.063
VRK1	-1.2195
TTC16	1.16775
AARS	-0.712166666666667
ARHGAP27	0.9055
ZAK	0.384214285714286
ACSM2B	-3.5385
TRAP1	0.552833333333333
MRPL53	0.84775
RNF44	-0.41175
NPTXR	-0.8625
DPYSL3	0.8165
APP	-0.518
GLS2	-1.422
MNX1	-3.62016666666667
CMTM7	-0.6765
OR10A7	-0.0865
NYD-SP21	2.35733333333333
ORC5L	0.087
SLC16A10	-1.963125
TMEM178	-0.01
LOC441601	-5.2405
PTGIS	-0.5025
KBTBD7	0.789
C19orf41	0.0833333333333333
CEACAM3	0.7075
KRT23	0.589
SERHL	0.4245
PNKD	-0.3295
UBC	0.66175
ATRN	-0.36075
HAPLN1	-2.657
RANGAP1	0.4395
C10orf26	2.05766666666667
KCNA7	-0.87825
SRY	-0.248
LOC376693	-0.6985
HIST1H2BF	1.9255
CDCA8	-2.39583333333333
MLC1	-3.39425
TNIP3	-0.111
OR4D1	0.1965
IFT52	-0.0985
GOLT1A	0.148833333333333
UTP20	-0.066375
RP3-402G11.5	0.0215
PRSS33	-1.50175
PMPCA	0.5345
APOB48R	2.47066666666667
GLTP	0.28425
MPL	-0.0585
C9orf78	0.005
ADAM12	1.29775
CSPG4	-1.5195
LOC144305	-0.233
KRTAP4-10	0.396
PAK1	0.3185
ADCY7	-0.7689
TAS2R43	-0.1565
FRAS1	-2.71164285714286
PPP1R14A	-0.343666666666667
OR2B6	0.96075
ATP13A1	0.197
SIDT1	1.9455
C1RL	0.197333333333333
PRKRA	-0.61
TLN1	0.5878
RP11-50D16.3	0.51975
MITF	-1.8425
GYS1	-0.3525
LYG1	-0.031
NSMCE4A	-0.36
DNAI1	0.70825
HOXD11	-0.672
FNBP1L	1.9384
DHX35	-1.12625
LCE3E	0.524625
SLC33A1	0.45125
DCLK3	0.0965
TRIM33	-0.412833333333333
TMCC3	-0.403
FBXO42	-0.495833333333333
C1orf27	0.4339
C17orf50	-0.0315
RNF14	0.15075
SLC4A8	1.26525
RAB3IP	0.9896
COX6C	3.45428571428571
PCSK1	-4.4363
SLC13A1	-0.00799999999999999
ARF6	0.622833333333333
KIAA1009	0.0605
HOXA13	-3.39075
HMGN1	0.014875
CXADR	-2.10891666666667
MGC14436	0.1345
UTF1	0.727
TSC22D1	0.9573
BZRAP1	-0.622666666666667
PUF60	0.887416666666667
SHC1	0.459375
HOOK3	-0.1602
LIMS2	0.8055
BAHCC1	-0.318
CLCC1	0.524833333333333
ENTPD3	2.03933333333333
SMO	-1.97325
PIK3R5	0.3965
CDC14A	-0.8995
KRT1	1.284
ENOX2	0.467833333333333
FLJ22655	-0.38025
FPRL1	0.266
INTS6	0.4349
ZCCHC5	0.424
SMC3	-0.514
C6orf123	0.318666666666667
FLJ20160	1.82925
LOC653391	0.118833333333333
GSS	-0.11175
NT5M	-0.72275
SIX5	1.05625
TAF5	-1.192
KCNA1	0.242333333333333
ANLN	-2.48183333333333
MGC45491	-1.2526
SSTR2	4.1945
LYPD4	1.19975
TH1L	-0.0265
CHRNA5	-2.1415
PNMA6A	-0.43275
FLJ16369	0.197
DLX2	-4.6976
C6orf108	-0.405166666666667
ALDH3A2	-1.40933333333333
CLEC1B	0.5788
LEPREL2	-0.289
FOXJ1	0.5279
OR1D4	0.5285
PPIL4	-0.59425
MTRR	-0.21725
SLC27A3	1.12133333333333
HTR7	0.0321666666666667
MIB2	-0.157625
BHMT	-1.38683333333333
A2ML1	0.5945
MSMB	4.8725
KIAA1383	1.82628571428571
TRUB2	0.8535
PF4	-0.341833333333333
IL1F5	-0.331
LRRC37B2	-0.997
IPO4	0.994
FIGF	0.81675
QDPR	0.511
ZNF598	0.8235
BOP1	0.60325
MAPK12	-1.88083333333333
POLR1E	-0.933375
CEECAM1	0.657833333333333
INSRR	0.322833333333333
SIPA1	0.8675
ULK4	0.210333333333333
BTN3A1	-0.184
FABP5	-0.9705
KBTBD3	1.76566666666667
SORT1	0.514916666666667
YWHAQ	-0.4328125
LRIT1	0.1685
KIAA1704	-0.186
MEIS2	-1.8144
ENOSF1	0.0746666666666667
PCDH7	0.133357142857143
FZD9	-2.049
RPLP1	0.616833333333333
ZNF75A	0.883
P4HA3	3.611375
NKX6-1	-0.50675
CTA-216E10.6	0.273333333333333
IFT140	1.7415
DENND1A	-0.417
ALCAM	1.3298
ABHD2	1.69881818181818
QPRT	-2.8435
TRAM1	0.701214285714286
ATP1B4	0.491571428571428
NUP37	-0.7225
SAA3P	0.356
SLC22A6	0.543
KIAA0265	0.46375
ZNF41	0.2635
ADAM19	0.7425
ERAF	-0.90675
DEFB119	0.63275
DNMT3B	-3.09016666666667
SNF1LK2	-0.17975
MGC24039	-0.349833333333333
TAS2R48	-0.609666666666667
PNLDC1	2.36775
ADAMTS16	1.252
TMEM92	-1.7365
CCT8	-0.769833333333333
POGZ	0.795083333333333
N-PAC	1.2125
GUCA1B	-2.40333333333333
ZZEF1	0.158
OR2C3	0.51425
ZNF334	1.17983333333333
RANBP6	-0.4405
LDHB	-2.65558333333333
BAMBI	-1.345125
RAB5B	1.01025
FOXB1	1.0175
MRPS12	-0.9125
MRGPRF	0.204
CRIPT	-0.6585
CYP2D7P1	-0.81
RYR1	0.10875
NDUFA2	0.490625
TRIP12	0.20925
KCNE3	1.1915
MOBKL2B	-1.2745
MIOX	-0.215
ACOT7	-1.536375
FGF6	-0.256
RASSF5	-1.8639
ATAD3B	-0.0536666666666667
IKZF3	0.717
H3F3B	-0.0900714285714286
C6orf91	1.2055
SEC11C	-0.37925
TMEM14C	-0.059
KIAA1632	-0.27675
SLC38A4	-0.338
FGFR3	-1.65633333333333
HES7	1.909
HINT3	-0.24325
ARIH1	0.1225
FLJ35880	-2.26425
C1orf129	0.504
POU6F1	-0.896125
RPL32	-0.17125
BBS1	0.5525
RGPD5	-1.274
SULT1C2	-2.41275
KDELC1	-1.88875
PIP5K3	-0.994666666666667
CHI3L1	1.0084
CSDA	-0.688916666666667
VTCN1	2.77325
WDR62	-1.4925
TMEM170	-0.4375
KIF2A	-1.603
C6orf182	-1.752
ARL6IP6	-1.636
ZCCHC9	-0.53475
RARB	1.47583333333333
ZNF320	0.076125
DHX15	-0.421375
PICALM	0.0515
CNOT6	0.351
HIST1H1A	-0.11125
ZNF702	-0.318333333333333
OR1E2	0.522
HLF	-1.3478
LOC442582	-1.021
KIAA0494	1.059125
TCF4	1.4366
APOBEC3B	-4.621
FAM54B	-1.1365
MYH2	-3.4875
FXN	-0.789
C12orf59	-0.275
PAEP	-0.897
SPG11	0.05925
VN1R4	0.11475
KCNJ13	-0.829
NOC3L	-1.0435
C5orf36	1.1145
CPAMD8	-0.163
MLN	-0.7436
FLJ11184	-0.65625
TIAM1	-0.895666666666667
OR10J3	-0.069
OR52E2	0.777
PBX1	2.9725
UBL7	-0.498333333333333
PXMP2	0.35325
SYTL1	-0.143
FAM126B	0.3505
ZNF711	-3.132375
GGA1	-0.909333333333333
VAMP4	0.330666666666667
BCAP29	0.5992
C20orf19	-1.4105
ZNF275	-0.178125
NEK6	0.29775
SETD8	0.19375
HEXIM1	-0.319166666666667
SULT1A2	-0.661875
KLHL9	-0.0625
SLC39A12	0.23875
ARHGEF16	1.14266666666667
SCN1A	-0.451666666666667
HNRPH1	-1.091
C9orf103	0.371
ECE1	1.03766666666667
MED18	-0.6385
TEX13B	0.3875
SNN	-1.24525
C6orf62	0.146777777777778
WNT3A	-0.1136
IL22RA2	0.7775
MGC21881	0.434
GABBR1	0.9065
YIPF6	0.37575
PROX1	-2.13383333333333
PPP1R1B	0.52025
LANCL2	0.7321
SCN3A	-1.44983333333333
SSRP1	-0.477
ASXL2	-0.5835
RPE65	0.6405
SNAI1	-1.03675
EFNA2	-0.12675
CLDN9	-0.14425
TP53I13	0.846625
LOC375748	0.79075
C9orf7	1.882
C14orf178	-0.143
GC	0.0186666666666667
IER3	1.7305
KCTD10	0.711375
FLJ45717	0.90175
ADC	1.12966666666667
LOC285908	-0.314833333333333
MLL3	-0.00649999999999998
KIAA1787	-0.12125
MGC31957	-0.59175
MUC5B	0.0554166666666666
ZNF193	-0.01975
CSRP1	1.403625
MOSPD1	-1.3525
C21orf49	0.241
RAD1	-0.77775
ANKRD34	-1.651
NFRKB	-0.1235
FANCA	-1.942
VTI1A	0.349357142857143
PCBP3	-0.909666666666667
BFSP2	-1.16075
ZNF354C	0.22
FRMPD4	-0.296
IKBKG	0.509666666666667
LOC441046	-1.4255
UNQ9438	0.2485
TM4SF20	0.0805
MAGEC1	-7.389
AMMECR1	-0.37325
GLDN	-0.089
TTC30B	1.2935
SEC13	-0.0973
EGF	1.833375
