Hybridization REF	TCGA-BH-A0BT-01A-11R-A12P-07
SLC26A3	1.148
ZNF175	-0.74
JAKMIP2	-3.448125
C8orf4	1.3675
PTHLH	-0.63725
SLC40A1	0.710083333333333
OR7D4	0.879
PCDHB17	-0.005
CD36	3.16271428571429
C6orf203	1.0338
PRKG2	0.7755
LOC400566	1.6875
ANAPC13	0.7555
SLCO3A1	-1.04625
ZNF692	-2.2095
FANCL	-1.4825
SH3GLB1	1.18875
C12orf61	-0.696
KBTBD6	-0.2625
SUPT5H	0.06075
XRCC6	0.1507
HUS1B	-0.7036
FAM133B	-0.912214285714286
LOC728276	-0.349
KCTD18	0.59025
SOS2	1.1215
CCDC99	-2.65775
C1QTNF5	2.674
NNAT	1.218
USP16	-0.16025
LARS	-1.101875
ZBTB2	-0.2835
ABO	0.4815
TRAF3	-0.2105
GALNT5	3.517
NAP5	0.501375
ALG14	1.48366666666667
KIAA0515	0.422384615384615
WDR75	-1.55233333333333
TEX261	0.738916666666667
LY86	0.537
LOC389072	-2.0585
FLJ13611	0.37525
MRGPRX2	0.497
SNRPA	-0.87625
OR2G2	0.528
GPRASP2	0.7425
C7orf42	0.5539
C9orf163	-0.183
CYP11B2	0.1275
FCRL3	-0.0148333333333334
PRDX1	0.2275
FGB	-5.96283333333333
COX17	0.710666666666667
C16orf33	-0.15425
PIWIL1	-0.4245
FOLR1	-2.38516666666667
KIAA0082	-1.36975
FREQ	-0.878666666666667
TMCC2	-1.84483333333333
TCF12	-0.267083333333333
ZNF721	-0.037
FAM130A2	0.334
POU4F1	-1.59475
SNRPF	-0.737375
SGIP1	-0.168166666666667
ZNF641	1.10716666666667
EMG1	-0.33125
PRRG4	1.3785
HIRA	-3.3505
MYNN	0.742666666666667
AEBP2	-0.35875
TBXA2R	0.5915
ISL2	-1.50483333333333
PCDHB11	0.557
RNF144A	-1.895375
MARCH5	0.609125
DULLARD	-0.159833333333333
DCLRE1B	-0.564833333333333
ITGA8	0.08125
TP73	0.170625
PRKCD	2.11225
NDUFB4	0.75975
ATP13A4	3.917
ANTXR2	-1.45266666666667
COL4A3	-0.462166666666667
MYO10	-1.6126
SLC6A18	0.816
PEX1	-0.355
TMEM74	-1.63366666666667
RBM19	0.446
TAPBP	1.08665
RUNX1	0.38
MID1	-2.52175
GPR64	-1.917
RASEF	2.52125
GABRG1	0.563875
MYO16	-1.4355
DBF4	-2.626
TSHZ2	1.57975
RIPK2	-0.53725
PPTC7	-0.2885
KIF4B	-1.3645
LRRC31	5.72175
ZNF540	0.67625
EFNB3	-0.0671666666666667
LOH12CR1	0.699125
STON2	2.0305
GLP1R	0.40025
CSTF2T	-0.88275
IREB2	-1.209875
GRSF1	0.3595
PDCD7	-1.15866666666667
LRRC43	-0.425
CNR1	0.500333333333333
IL1F7	0.216
C12orf64	-0.79425
FAM69B	-1.20475
NR2E1	-1.98933333333333
MS4A6A	1.8866
FTL	-1.7391
C7orf36	-0.0255
PCLO	1.1332
DYRK2	-1.23891666666667
ARIH2	-1.2095
SAMD7	0.526
SCNN1D	-1.33725
SLC32A1	-0.97775
C22orf25	0.383
MRPS18A	0.5788
GPR112	0.4395
EARS2	-1.061
ERN2	0.781
ATPBD3	0.4165
PRH2	0.1505
CDKN2D	-0.242333333333333
PGLYRP2	1.778
TRIM40	-0.3005
SEC14L3	0.0566666666666666
SLC22A1	-1.01125
BTN2A3	-0.34075
RASA4	1.10875
CCNL2	-0.95
MYBPC3	0.3725
GJA4	3.663
CDC42SE1	0.958125
TRPV2	-1.59575
MYPN	-4.17011111111111
SIM1	0.344
CDADC1	0.269333333333333
ZFHX4	-1.06175
NIBP	1.01566666666667
ADAMTS19	-1.29425
ABTB2	-1.74075
TSPYL2	-1.1355
EIF2S3	0.3709
SOX30	0.179333333333333
AP2A1	0.123833333333333
DKFZP564O0523	-0.196666666666667
LOC285398	0.05425
CDH18	-3.62025
CHL1	1.0165
GATS	-1.4422
TBC1D2B	-0.390333333333333
OR1J1	-0.9075
GSN	1.16816666666667
DPCR1	-0.071375
GARNL4	0.389833333333333
SMARCA5	-0.484
PLEKHG3	0.818333333333333
ZBTB45	1.0185
FRMD6	-0.071
PLS1	0.968166666666667
DGKZ	-0.0526666666666667
EFNA1	1.6115
WDR85	-1.1835
ANK2	-0.1725
PAGE4	-1.09366666666667
SENP6	0.491166666666667
AKR7A2	0.797166666666667
FKBP10	-2.922
VEGFC	-2.50166666666667
LARP1	-0.5070625
SRBD1	0.81525
ITGB6	3.02025
SLC1A2	0.535153846153846
INVS	-0.4765
MPO	0.0605
MOBKL3	0.618
CUTL2	-1.833625
KLK2	0.240166666666667
VIM	-2.23625
REG1B	0.722833333333333
PCDHGC4	0.6985
C3orf34	-0.605333333333333
SUMO3	-0.454666666666667
CST9L	2.16175
MLL4	-0.27
SPR	1.89783333333333
SAMD9L	1.509
ABCE1	-0.7095
SUPT3H	0.0596666666666667
ACTBL1	-2.61825
ADAMTS4	0.210833333333333
SLIT3	3.07625
RHEBL1	-1.21
NPM2	-1.53975
MAN1C1	1.559625
KIAA1856	1.2115
HSPA6	1.553
LOC388152	-2.744
C10orf140	1.98275
ZDHHC12	1.3405
LIN7A	-1.3452
PHC2	-0.183666666666667
SPHK1	-1.42225
TRIM26	0.3695625
FAM83E	1.284
C18orf24	-1.62216666666667
ZNF578	0.315666666666667
ORAI1	0.36825
RUVBL1	-0.606333333333333
C7orf20	-0.437833333333333
APAF1	-1.6845
SLC36A4	-2.66466666666667
MYH11	4.8785
NEK1	0.1294
MPP2	1.44725
C12orf24	-4.06375
TNK2	0.7275
ZNF289	0.67425
MATN3	-0.153285714285714
IFNGR2	1.25216666666667
ITPR1	1.14225
EBF3	2.8951
TBC1D20	0.4358
OR10P1	0.52825
DDAH2	1.319
SHPRH	-0.9225
STX7	0.0735
LOC554248	-3.1535
BCAR1	0.29825
ATXN3	0.095
TRIM27	-0.0555
CDC42EP2	1.0485
CHP	1.18428571428571
SOX17	2.53525
ZNF259	-0.908833333333333
CHCHD1	1.095875
ZDHHC19	0.549
GBP2	1.7115
GARNL3	1.88875
MRC2	-0.55875
C1orf52	-1.172
AOF2	-0.409666666666667
LRPPRC	0.0327
ACVR1C	0.3415
TM4SF18	3.1345
TMEM169	-0.239
PPP1R16A	0.35125
EBF1	0.150833333333333
RRS1	-1.53983333333333
SNX2	-0.64675
OR2T2	0.486
RBX1	0.64875
ANKRD54	0.537
TSNAX	0.624
TMEM83	-2.26975
ZBTB7A	0.93925
ATM	-1.90745454545455
LOC338328	1.54366666666667
TIE1	1.2085
HIST1H3G	-0.1275
PASD1	-4.50733333333333
TINAG	1.146
PCDHAC2	-0.096
LRRC15	-1.324
WBSCR17	-0.59025
TFF2	0.15
PARP2	-1.4085
NDFIP2	0.47825
PCDHGB2	0.755
WDR60	0.00875
MAP7D2	-2.2428
USP45	-1.19
GSDML	-1.912
TNS1	-0.0899
PLCD4	2.71575
IQCD	0.974333333333333
SMPX	-3.3855
CD9	1.85383333333333
SRGN	0.376375
CASP7	0.769875
INOC1	-0.406166666666667
DKFZp451M2119	-0.614875
VMAC	1.697
USP53	1.6618
CAMK1G	-0.237875
TMEM106A	-0.436333333333333
CDC20	-1.9474
ACSL5	-0.484333333333333
CBWD5	-1.161
C1orf87	-1.96616666666667
KIAA1274	0.75875
PRUNE2	-2.77885714285714
LYPLA2	1.22183333333333
DOK6	-2.5395
GPR149	-0.47975
FAM30A	0.278
TMEM129	0.7565
SLC35B3	1.11975
ACPP	-0.1864
LOC200261	-4.2
SLC4A7	1.256
CCDC40	1.9185
GART	-1.459375
THOP1	-1.51325
SCARB1	-0.595375
CACNA1F	0.2775
TRIAP1	-0.110333333333333
SYT14L	-0.1285
SFRS8	-1.24683333333333
PBOV1	0.2645
GOLSYN	2.317
GJB7	-1.6715
CAMK2N1	-0.507333333333333
GREM1	2.10375
FLJ20433	1.83025
QPCT	-3.895375
PRKAG2	1.78383333333333
H2AFX	-1.078625
C6orf154	1.05475
PLOD3	-0.4605
ZBTB39	-0.8965
WASF3	-1.66991666666667
DRG1	0.09875
PRR4	-0.765
SPCS1	0.04275
KDELR3	1.0985
SRP19	0.1035
GABRA6	-0.106
MFSD1	0.72825
MMEL1	3.4385
PDXDC2	-0.9201
BUB1	-3.31933333333333
RNF138	-0.7195
MYLPF	-0.135166666666667
AIF1	-0.04
DYNLRB1	1.1356
HCN3	-1.17833333333333
HIST1H2AI	-0.1875
MAP4K5	-0.436666666666667
LASP1	0.989625
LOC130951	2.188
PLAA	0.5385
KRT6A	-1.894
C6orf117	-2.462
ARHGAP23	-0.8855
PTF1A	-0.323
GPHA2	-0.2145
LCE3B	0.5615
MCL1	0.546285714285714
EHBP1	-1.86541666666667
PRNP	-1.5139375
ZSCAN1	0.90725
C1orf113	0.554
FOXA3	-2.922125
NEB	-0.758
ASGR1	-4.66583333333333
CTGF	0.662666666666667
RAB17	0.96
MST101	-0.4595
JARID1B	0.6147
USP37	-0.2483
PTBP1	-0.284333333333333
PTPN7	-0.7745
CDC7	-1.85883333333333
SNX7	0.9705
ZNF335	0.1895
CPT2	0.39475
HEATR1	-0.742
HSPC152	0.1155
C5orf40	-0.04675
PSME1	0.608666666666667
STAG3	-2.5645
TMEM154	1.98933333333333
KLHL32	-0.286166666666667
TSGA10IP	-0.403
SUV420H2	-0.6335
SF1	-1.49
2'-PDE	0.470375
PNLIPRP2	2.975
TRSPAP1	0.417833333333333
NUP210	-0.330333333333333
ANP32C	-0.548833333333333
RAB11B	0.9305
ASB15	0.7875
ITGB3BP	-1.207
UBASH3A	-2.4345
YWHAB	0.146875
TPRX1	0.05
LY6G5C	0.30575
SLC7A2	1.52
CLK1	-0.9411
HSD3B7	1.00366666666667
VDR	0.6405
C16orf74	1.52975
ACE	0.657
PSMA2	-0.0616666666666667
CCDC131	-2.156
ZNF213	0.857666666666667
EML2	-0.25025
ALS2CR13	-0.074
GLYATL1	3.4495
DSPP	-0.387
DHFRL1	-0.305875
C10orf30	-2.5655
SH3RF2	1.0355
LOC197322	-0.265833333333333
DLL3	-0.841125
TIGD7	-0.799
GFRA3	0.28025
CPA1	0.272
RTN4	1.50616666666667
PPT2	-2.1445
FASLG	0.657333333333333
FOXP4	0.832
RPL26	0.4571
GNL3L	-2.17633333333333
FMR1NB	-0.109833333333333
CD163	5.997
SGPP2	0.91825
GIMAP2	1.19675
CD37	0.524833333333333
DPT	2.99716666666667
NBLA00301	0.62825
RGS5	3.00758333333333
C9orf4	1.0375
ACTL8	-3.45466666666667
PRKAR2B	1.093625
OPLAH	1.7095
C20orf134	2.3075
SPACA5	0.51175
TBL1X	-0.6225
TSPYL3	0.5445
CHCHD3	-1.57825
CRKRS	-0.3285
GPR65	3.81025
DFFA	-0.63225
FUT1	0.94
C6orf204	-2.45133333333333
TMEM51	-0.0245
ZNF580	0.7745
CMTM2	-0.22075
C20orf200	-0.125
EZH1	-0.229166666666667
FDX1L	0.130125
MRPL32	-0.17025
PCAF	-0.4147
ALOX15B	0.356833333333333
CD59	1.116625
CDK9	0.575625
ERP29	0.638833333333333
TTR	-4.842
BCMO1	0.238
DDIT4	-0.5782
PTGDS	2.315
C3orf63	0.122166666666667
BST2	1.027
CYP1A2	-0.703833333333333
C5orf25	-1.4465
STX1A	-0.944176470588235
OR2A12	0.359
SH3BP5L	-0.1715
SERINC5	0.959375
USP6	-0.9239
MRPL3	-0.400833333333333
POMP	0.798125
INPP4B	1.24825
GMPPB	2.19675
EAPP	0.868
AHSA1	-0.87375
ABCA11	-0.361
SLC5A6	-0.3785
HIVEP2	0.193
SUMO2	-0.351125
KIAA1822L	0.172666666666667
C11orf67	1.46525
TXK	-0.578375
PHCA	1.6885
ICAM4	-1.8675
FPGS	0.7185
SNRPA1	-1.742
KCNJ4	-0.17825
KIF6	0.3972
HIST1H2BG	-1.31883333333333
SLC5A5	0.3975
ZNF354B	-0.927333333333333
IL12RB2	-0.73675
C11orf76	0.539166666666667
GAL3ST2	0.5515
AIFM2	-0.000750000000000001
SYNC1	0.630125
UBL3	0.4665
PIK3CG	-1.517
NLN	-0.279666666666667
BCORL1	-0.219
CD5L	0.072
ZNF238	-1.497
KIAA1394	0.33075
C16orf55	-0.3715
CYP3A7	-2.0635
KRTAP3-1	-1.6925
TFDP1	-0.858333333333333
MND1	-3.55875
NODAL	0.269333333333333
GTPBP4	-1.766
TUBGCP2	0.7945
SLITRK5	-3.33975
CIC	0.74
CD79A	0.370833333333333
SAMD14	0.586
TNPO3	-0.5675
OR10G3	0.4305
OR10G8	0.7625
CCDC111	0.0755
HOXC9	1.4725
DCUN1D1	0.63475
CYB5R1	2.50025
TSR2	0.4535
DAB2IP	0.3998
SLC6A5	0.284
RAB3D	2.307
DCUN1D4	-0.598
ERBB3	0.680833333333333
SDC1	1.63341666666667
ATP6V1H	0.0888333333333333
SYK	-0.4935
ST20	-1.101
C13orf30	0.4015
WDR40A	0.743833333333333
ADMR	0.951
LOC388335	1.21975
ACSM1	1.4955
TDG	-0.814583333333333
FLJ11235	0.313
MRPS5	-0.960333333333333
AGPAT2	0.954
SLC12A1	2.54075
CYP27A1	0.51225
THAP7	-0.37125
XPO1	-0.161083333333333
ALMS1L	0.240333333333333
C1orf2	0.208375
ZNF777	-0.0375
CAMK2A	0.0995
SMC1B	-0.27925
IHPK2	-0.1426
LEMD1	-3.317
NKD2	-0.5084
CLU	0.309357142857143
ARMETL1	-0.229
PABPC4	-1.4125
CXCL12	1.87283333333333
TFAP2C	0.3976
TTTY8	0.0125
ABCB10	0.1422
ENDOD1	1.781
IDI1	-1.0905
KCTD6	1.19116666666667
CCDC105	0.3125
ULBP2	-1.6605
ZDHHC5	0.33525
WNT8A	-0.354
COMMD10	0.6485
KLHL12	0.386625
GPR50	0.2655
NR5A2	-0.17375
OXGR1	0.5085
EHD3	-0.29025
CAPRIN2	-2.098875
KLRC3	-4.927
SF3B1	0.00285714285714289
IPO7	-0.84775
ALDH1A1	-1.77716666666667
ANKRD5	1.387375
TSNARE1	0.244
DDEFL1	1.922
RNASEL	1.02566666666667
DNAH9	-0.31675
HELLS	-2.03325
TNS4	1.1215
NAV1	-0.1941
KIAA1409	-0.465333333333333
C20orf26	1.60783333333333
TUBG1	-0.47825
IRX2	5.0825
CNGA4	-0.919
MGC50559	2.01533333333333
OR4K17	0.563333333333333
TM2D2	0.46125
FAM32A	-0.05425
TXNDC14	-0.48625
CCBL1	-0.842
ANK1	-3.0635
PRSS23	-1.374875
PPM1L	-0.1725
SPATA20	0.68375
APCS	0.486
C14orf122	0.0601666666666667
PSMB5	0.32275
C6orf10	0.0528888888888889
SETDB2	0.215333333333333
SPNS3	-0.77475
SGMS2	0.485666666666667
MXD3	-0.882333333333333
MON2	-0.3305
CARTPT	0.73675
HNF4A	-0.361333333333333
RABEP1	1.97595
TNFRSF10B	-1.512125
USH1G	0.2635
PPAP2B	-1.35916666666667
TMEM16K	1.02125
CTDSP1	1.07433333333333
CDK5R1	-0.46
GABRR1	1.0285
OPN1LW	-0.0545
FAM98C	1.127125
DBN1	0.56025
ACAD10	-0.08875
QTRTD1	-0.85275
WNK3	-1.44333333333333
RPS19	-0.771
C1QB	2.770375
OTUD5	-0.417375
SLC41A2	1.5565
TMEM22	-2.14066666666667
KHSRP	-1.66675
TNFRSF11A	-1.09016666666667
FBL	-0.9865
IBTK	0.6195
OXER1	0.525
CBLN4	0.898
GPR172B	1.40733333333333
CFTR	-2.28025
VSX1	1.4615
CAMK1D	-0.59575
LOXL3	-3.0655
RTP4	1.0275
SLFNL1	-0.14175
KIAA0828	-0.61525
PAR5	-0.4085
LOC723972	-0.599
GDI2	1.124125
CEBPA	1.3693
MLF2	-0.336
AFMID	0.63825
ALOX12B	-0.212
BPHL	1.00175
COX5B	-0.2215
S100A10	0.939
THOC6	0.44025
NHN1	-0.962
RRP12	-0.301
ARID3B	-2.67
CD3G	-4.1255
KIAA0133	-0.39925
NAT11	-0.581666666666667
PPAT	-1.81566666666667
SIRT3	0.8637
TCERG1L	-1.24275
NIPA1	0.472
DPP8	-0.1217
IL7R	-2.074
ZFP64	-0.10075
DMAP1	0.1676
TRMT12	0.42225
TLR4	0.2392
WFIKKN2	0.366
RAB12	0.948666666666667
DDX51	-0.296666666666667
KIAA1086	-2.911
ZNF295	0.0843333333333333
ACVR2B	-1.261
LOC494150	-0.600875
ZNF517	0.417
DNASE1L2	-2.11533333333333
SUFU	0.678916666666667
LOC283677	-0.3995
LMO3	-0.869166666666667
PPP2R5D	-0.207833333333333
ZNF587	-0.8844
HIST4H4	0.03525
CYP2C8	5.65
C1orf80	0.801333333333333
DOCK5	-0.7775
C9orf24	0.47825
OR5AR1	-1.075
C11orf24	-0.26725
UNQ1940	-0.268
CAP2	-1.415
TIMM44	-0.37
DSEL	-2.5694
ROM1	0.147
FBXO4	1.14975
MYLC2PL	-1.4415
MLH3	1.0361
NOX1	1.09983333333333
DPEP2	0.94475
DNAJB5	-0.93675
RLTPR	0.8505
MBIP	-0.561
COPB1	0.3365
SFTPA1B	0.504
C10orf4	0.3003
PRELID1	-0.28925
NOLA1	-1.1765
C19orf24	0.50525
TLR9	-1.6145
HLA-DMA	2.24991666666667
HCRP1	-1.0585
GPR137	1.03133333333333
ITGA11	-2.08133333333333
PHF13	0.471
MARK4	0.539
METTL4	-0.469
MBD3	-0.2099
LOC134145	1.0235
FGF3	0.47375
SLC35A3	1.51675
CLEC16A	-0.623
AMOTL1	-2.21008333333333
FLJ31438	-0.99775
PAICS	-2.01125
TOMM40L	0.333333333333333
MMD	-2.48025
KLK10	-1.1362
NIT2	0.507333333333333
SERPINB10	0.50525
KLF15	-0.5654
CCDC5	-0.124
WSB2	0.0775
ME3	0.43725
CACYBP	-0.6475
TCTN2	1.652
JAK1	0.322625
C2orf25	0.20525
GPD2	3.12625
FBXL11	0.0813333333333333
CDV3	-1.23675
GALNT11	0.244125
NDUFA12L	-1.5732
FLOT1	0.396357142857143
TOR1AIP2	0.65425
MMP25	0.4975
C1orf164	-0.5792
CHST5	-0.04025
LYRM4	-0.32975
GPER	-1.55525
HIPK2	0.40625
DAP	-0.1595
ZMIZ1	0.692166666666667
DDX58	2.197375
DCC1	-1.9655
AKT1	0.594125
ENPP6	0.150666666666667
ERVWE1	-0.447333333333333
CDC34	0.30725
RNF125	-1.166
CASC1	3.65375
SHROOM2	1.0495
RRM2B	0.6265
COL6A3	-0.284875
TMEFF1	-2.94925
PLEKHA4	0.5962
LYSMD1	0.219833333333333
SEPT1	-0.891333333333333
AOF1	0.3015
GNPAT	0.5235
WDR18	0.126
HSD17B12	-1.06216666666667
HIST1H2BM	-0.597833333333333
INDOL1	-1.183
SUDS3	0.8185
C1orf192	1.2805
CYP2B6	-1.1215
TBC1D2	1.928
SLC25A12	-0.426375
ERCC6L	-2.00233333333333
MGC10814	-2.06683333333333
POLR2C	-1.53366666666667
ZNF77	-0.893666666666667
EIF3K	-0.3466
HPX	1.363
ANKRD27	-0.55425
MALAT1	-2.91775
PLB1	0.697333333333333
HRNBP3	-0.743875
CPSF4	-1.00875
OR52N2	0.358
PIP5KL1	0.6275
GH1	0.593
HPS5	-0.68775
SLFN5	-1.367
POP5	0.0855
OVOS2	-4.1705
C20orf108	-0.00187499999999999
MARS	-0.69575
CLRN3	1.88133333333333
ARSE	-0.207666666666667
PPIE	0.0863333333333333
PHACS	-0.0115
GP5	-0.067
IL8RB	1.0605
FCRLA	-2.260875
ARRDC1	1.1675
KRTAP9-4	0.627
ZNF613	1.1125
OR11A1	0.613
TMEM132B	-4.1935
PGLS	1.4075
BSND	-1.76
KCNK18	1.017
FOXD4	0.0385
SV2C	0.44375
LCN2	0.601666666666667
ZNF490	0.545
C3orf15	2.1145
CACNA2D4	-0.7865
CBX5	-1.24425
MAGEB4	-0.0630000000000001
BOLA1	1.0335
PPP2R5E	-0.51025
COL5A1	-0.69175
ASB7	-0.230333333333333
SFT2D1	0.494375
DERL1	0.716
RABL2A	1.24183333333333
MOAP1	0.4815
KIAA1545	1.66266666666667
F3	2.70925
PLEKHM2	-0.33425
CCDC89	-0.269833333333333
EFCAB1	1.11125
TMEM48	-0.72725
SEPHS2	-0.62475
PYGM	-0.015
PRICKLE1	-0.151
WNT5B	1.33825
TAS2R38	0.4615
IMP5	0.45825
KHDRBS1	0.0410999999999999
LARS2	-0.595
C3orf28	0.278
FTCD	-2.8285
C10orf68	0.1805
DGAT2L3	0.20975
PSEN1	1.23325
MGC33657	1.61925
PLA2G4B	0.790333333333333
CDKN2A	-2.06883333333333
DLX1	-2.81675
TSHB	0.8045
C18orf37	0.478
MEX3C	-0.593
MAMDC2	-0.26725
PDIA4	0.473
ATP5E	0.242
CASP2	-0.1075
SERBP1	-0.494923076923077
ZNF341	0.54
TESC	-2.59625
TMEM31	-0.25875
OR51I2	0.6965
YTHDC1	0.279714285714286
JUN	-0.0273333333333333
AGMAT	-2.60433333333333
PCNXL2	-0.4105
ATAD5	-3.384125
STK38	-0.289
AZI1	-0.471375
RBP1	1.764
C4orf26	-0.6275
KIAA1026	0.089
TMEM101	0.63875
HSFX1	0.54
TREX1	1.0725
C18orf10	-0.3131
TRIM15	-3.171625
CA6	0.616875
CEP57	-1.13025
AR	3.4085
SESN2	-1.39166666666667
KIF3C	-0.07525
EPB41L5	0.650625
ARHGEF10	-2.17590909090909
POLR3D	-0.81625
INDO	-3.044
GABRA3	-0.0045
SCG5	-2.2489
E2F3	-1.1994
TIGD5	0.83375
FGD6	1.63975
KLHL3	-0.481625
SCGB3A2	-1.488
URP2	-0.684666666666667
ATP6V1B1	2.2433
CALML6	-0.1135
LOC100049076	-0.856
TMF1	-0.04625
LOC388503	-0.07075
CDH5	2.28325
RPS6KC1	0.339
DAAM1	0.4533
TNFRSF10D	-0.6045
GSTT1	2.4383
INPP5A	0.4315
TRAF3IP1	0.8613
SMARCE1	-0.298285714285714
VRK1	-2.05425
TTC16	1.50675
AARS	-1.902
ARHGAP27	0.579833333333333
ZAK	0.688357142857143
ACSM2B	-2.14375
TRAP1	-1.19683333333333
MRPL53	0.4745
RNF44	-1.1755
NPTXR	1.309
DPYSL3	-1.30983333333333
APP	-0.164
GLS2	-0.424666666666667
MNX1	-2.846
CMTM7	-1.35775
OR10A7	0.8005
NYD-SP21	2.034
ORC5L	0.0425
SLC16A10	-2.2795
TMEM178	-0.607
LOC441601	-3.64825
PTGIS	-0.907
KBTBD7	1.603
C19orf41	0.3285
CEACAM3	2.18875
KRT23	0.9365
SERHL	3.76
PNKD	0.214
UBC	0.54325
ATRN	-0.837125
HAPLN1	-1.48375
RANGAP1	-0.48375
C10orf26	1.63116666666667
KCNA7	-0.45875
SRY	0.585
LOC376693	-0.287
HIST1H2BF	-0.707
CDCA8	-2.40633333333333
MLC1	-2.73625
TNIP3	-0.4235
OR4D1	0.5115
IFT52	0.0291666666666667
GOLT1A	1.64083333333333
UTP20	-1.818875
RP3-402G11.5	0.652375
PRSS33	-0.34475
PMPCA	-0.565
APOB48R	1.65966666666667
GLTP	0.88075
MPL	0.81875
C9orf78	-0.55075
ADAM12	-0.95325
CSPG4	-0.7475
LOC144305	-0.1165
KRTAP4-10	0.5486
PAK1	0.87925
ADCY7	-1.9093
TAS2R43	0.101
FRAS1	-1.51478571428571
PPP1R14A	0.966666666666667
OR2B6	-1.7655
ATP13A1	0.363666666666667
SIDT1	2.2105
C1RL	1.2855
PRKRA	0.297
TLN1	0.7369
RP11-50D16.3	0.888833333333333
MITF	-1.91191666666667
GYS1	0.08125
LYG1	-2.3005
NSMCE4A	0.0475
DNAI1	0.09725
HOXD11	-1.4265
FNBP1L	1.6921
DHX35	-1.0495
LCE3E	0.67475
SLC33A1	1.6535
DCLK3	0.0695
TRIM33	-1.2715
TMCC3	1.86833333333333
FBXO42	-0.0355
C1orf27	-0.0151
C17orf50	0.421
RNF14	1.18941666666667
SLC4A8	-0.8665
RAB3IP	0.3463
COX6C	2.45428571428571
PCSK1	-3.7341
SLC13A1	0.527571428571429
ARF6	0.936
KIAA1009	-0.1735
HOXA13	-3.54675
HMGN1	0.130125
CXADR	0.674333333333333
MGC14436	0.279
UTF1	1.141
TSC22D1	0.8471
BZRAP1	0.692833333333333
PUF60	0.115083333333333
SHC1	0.080375
HOOK3	0.1145
LIMS2	0.631666666666667
BAHCC1	-1.02133333333333
CLCC1	1.06233333333333
ENTPD3	5.671
SMO	-2.91625
PIK3R5	-0.2955
CDC14A	-1.43616666666667
KRT1	-0.52925
ENOX2	-0.912833333333333
FLJ22655	1.54
FPRL1	0.054
INTS6	0.2987
ZCCHC5	0.4065
SMC3	-0.88275
C6orf123	0.548
FLJ20160	2.21325
LOC653391	-0.6455
GSS	0.487
NT5M	0.779
SIX5	0.917
TAF5	-1.1805
KCNA1	0.0475
ANLN	-3.37266666666667
MGC45491	-0.4531
SSTR2	1.482
LYPD4	0.761
TH1L	-0.46275
CHRNA5	-3.428
PNMA6A	-0.27175
FLJ16369	0.0815
DLX2	-2.9992
C6orf108	-0.163083333333333
ALDH3A2	-0.145
CLEC1B	0.656333333333333
LEPREL2	-2.3385
FOXJ1	-0.2225
OR1D4	0.5585
PPIL4	-0.13675
MTRR	-1.43225
SLC27A3	2.43733333333333
HTR7	-0.940333333333333
MIB2	0.233375
BHMT	-1.8105
A2ML1	0.4855
MSMB	0.740875
KIAA1383	0.48225
TRUB2	-0.42375
PF4	0.627666666666667
IL1F5	-0.6295
LRRC37B2	-0.1575
IPO4	-0.14875
FIGF	1.44575
QDPR	2.75975
ZNF598	-0.9235
BOP1	-0.6045
MAPK12	-0.797833333333333
POLR1E	-1.447375
CEECAM1	1.929
INSRR	0.3815
SIPA1	1.2085
ULK4	1.6005
BTN3A1	-0.2633
FABP5	-2.3255
KBTBD3	2.856
SORT1	1.22925
YWHAQ	0.0986875
LRIT1	0.11
KIAA1704	-0.692
MEIS2	-3.0099
ENOSF1	0.186833333333333
PCDH7	1.83292857142857
FZD9	-1.68116666666667
RPLP1	1.23233333333333
ZNF75A	-0.27475
P4HA3	1.51425
NKX6-1	0.4975
CTA-216E10.6	-0.213666666666667
IFT140	1.05225
DENND1A	-0.174916666666667
ALCAM	0.6683
ABHD2	0.283636363636364
QPRT	-3.24416666666667
TRAM1	1.60321428571429
ATP1B4	0.426571428571429
NUP37	-1.26775
SAA3P	0.1
SLC22A6	0.5625
KIAA0265	0.273125
ZNF41	-0.3165
ADAM19	-0.2514
ERAF	-0.00399999999999998
DEFB119	0.449454545454546
DNMT3B	-4.71683333333333
SNF1LK2	-0.96425
MGC24039	-1.83258333333333
TAS2R48	-0.962666666666667
PNLDC1	0.4235
ADAMTS16	0.283
TMEM92	-1.64116666666667
CCT8	-0.78
POGZ	0.399916666666667
N-PAC	0.163
GUCA1B	-2.32366666666667
ZZEF1	0.1445
OR2C3	0.6015
ZNF334	-2.90116666666667
RANBP6	0.73725
LDHB	-3.08366666666667
BAMBI	-1.275
RAB5B	1.17325
FOXB1	1.532
MRPS12	-0.092
MRGPRF	-0.021625
CRIPT	-0.1345
CYP2D7P1	-0.197
RYR1	-0.254875
NDUFA2	0.9205
TRIP12	0.880666666666667
KCNE3	2.75066666666667
MOBKL2B	-1.5023
MIOX	0.24425
ACOT7	-1.55875
FGF6	0.0795
RASSF5	-1.7257
ATAD3B	-1.32683333333333
IKZF3	-0.015
H3F3B	-0.264642857142857
C6orf91	0.934
SEC11C	1.021
TMEM14C	0.06725
KIAA1632	-0.21125
SLC38A4	-0.648
FGFR3	-1.20258333333333
HES7	2.406
HINT3	0.503
ARIH1	0.4785
FLJ35880	-1.74325
C1orf129	-0.522
POU6F1	-0.51625
RPL32	-0.483375
BBS1	1.48266666666667
RGPD5	0.4305
SULT1C2	-1.8515
KDELC1	-3.31
