Hybridization REF	TCGA-AR-A1AS-01A-11R-A12P-07
HP1BP3	-0.1831
C6orf208	0.6165
TPBG	1.44025
OSR2	-1.66775
XPC	1.255
KLHL7	-2.01133333333333
CCR3	-0.3165
AGTPBP1	-1.62266666666667
PCSK6	-0.6064
STAT5A	-0.6913
FAM18B	-0.22475
LONRF2	-0.128333333333333
PTPN2	-0.85875
SF3A3	-0.461833333333333
EFCBP2	-0.16475
HCFC1	0.0466666666666666
AHNAK	1.4418
ACTR5	0.13775
KIF14	-2.10971428571429
TENC1	1.91225
HEATR5B	0.091
YIPF2	1.23616666666667
MYEOV2	0.731
DUSP18	1.22975
KIAA1012	-0.17725
AHR	-0.354666666666667
C17orf53	0.0316666666666667
PTPRH	-3.124
ATP6V1C1	0.0149
TAS2R3	0.3105
LOC440356	1.6215
COQ10B	0.45175
PSMF1	0.25225
SORBS2	2.95033333333333
NFE2L2	-0.75625
TMCO7	-0.268
SH3PXD2A	-0.0142
SH2D2A	-1.908
SPINK5	-3.6405
MRPS24	-1.2665
OPA3	1.02625
TRAF7	1.80233333333333
C4orf35	0.3455
MT1G	-1.310375
MGC39545	-0.750333333333333
HS1BP3	0.7279
OR2B2	-0.159
CHRM4	-0.514
SFRP2	1.78733333333333
RIC3	-3.49975
ART1	0.82
C6orf1	0.462375
DUS4L	-1.08425
C10orf104	0.1375
TNFAIP6	2.504
RTEL1	-0.97
CCT4	-0.5726
ZNF709	0.00399999999999999
CHMP6	0.577166666666667
UPP2	-0.278
CYP19A1	-2.9875
CD151	1.1755
NDUFA13	0.278333333333333
ARFRP1	0.148
FAM26B	1.13275
CRYBA1	-3.656
MRPL41	-0.174666666666667
NPFFR2	-2.159875
HRH2	0.275
SCAMP3	0.983166666666667
MTMR6	0.1333
MTG1	-0.0641666666666667
UBTD1	2.26
CRABP1	-3.739
FLJ33790	0.3528
KIAA1908	0.104833333333333
GPR158	-3.35725
PACSIN3	-1.1865
OMD	2.87916666666667
CATSPER1	-0.680333333333333
HOXB8	-0.961375
FBXO46	0.8425
OAS1	0.5425
SVIL	-0.9125
PHB2	-1.14125
ADCY3	-1.5815
NDRG2	0.295666666666667
ERMAP	0.5017
APBA2	-0.430333333333333
IGSF9	2.53825
WNT6	-0.634428571428572
MYCBPAP	0.95225
ATP2B2	-0.136111111111111
CPVL	-1.455
TRAM2	-0.778583333333333
NOP5/NOP58	-0.448
ZNRF4	0.29275
TLK1	-0.045375
MTMR12	-0.217142857142857
ZNF384	0.0578333333333333
FAM9B	-3.751
RPN1	0.0251
PMVK	2.0465
EIF3D	0.4102
SIX2	0.371
HPS1	0.829714285714286
RNF7	0.6905
PSKH2	-0.1995
KCTD13	0.952333333333333
CSMD3	-0.8353
FBF1	-2.3765
IL8	-1.561125
SERPINB13	0.295
FBXL20	-0.22925
BLR1	0.476
SH2B1	1.0145
RFNG	0.95025
RAB20	1.66216666666667
RBM7	-0.141
POLR1A	0.365333333333333
TMPRSS4	-3.72475
TAF9	-0.519125
TERF2	-0.208166666666667
TNFRSF1A	0.693916666666667
ACADVL	-0.283166666666667
GTF2H5	0.6135
EDG8	-0.4396
C9orf140	-0.68225
UST6	0.0935
ZBTB8OS	-0.82475
ZNF710	2.466
GPR174	-3.1375
ATP6V0A2	-0.745
KIAA0319L	0.113666666666667
XKRX	-2.6305
DOPEY2	1.5953
SDHD	-0.376666666666667
SUMF1	2.3675
OSM	2.58075
OPN3	-1.41075
DAGLB	0.917
PPFIBP1	-0.556
TRIM63	-4.5695
C10orf53	0.455
LYPD3	2.25533333333333
BCL7A	-0.411375
AGER	-1.27766666666667
TCF19	-0.40925
SAT2	-1.582
PFTK1	0.390666666666667
GABRE	-3.49775
C15orf38	2.0452
FIS1	0.5325
KCNV2	-0.04625
CLPS	0.577
PPCDC	0.102875
FOXN2	-0.540666666666667
NT5E	-3.0454
CD83	-0.38025
IL18	1.624625
VPS16	0.46875
IGFBP2	0.4455
NOTCH2	0.82275
SIGLEC1	2.64075
CD93	3.9385
SULF2	0.371
CEP164	-0.315375
P53AIP1	-0.155333333333333
TOR2A	-0.223833333333333
ZNF136	-0.039
MGP	3.8747
CCDC144A	-0.3124
TRPC1	-1.8145
SMS	-1.46783333333333
MAPK7	-0.862666666666667
RRAGC	0.588
PARD6A	0.972833333333333
NUB1	0.8105
SYNGR4	0.841
OR11H12	0.0045
WIF1	-0.0602857142857142
GCH1	0.11
OR11H4	0.1845
SLC44A5	-1.259
GPRIN2	0.218
LOC401431	-1.396
CPA4	-1.8632
MELK	-2.31944444444444
IL15RA	-1.42025
CUL3	-0.153125
HMBOX1	-1.32525
PODXL	-3.53975
CCT6B	0.709
COMTD1	-0.32275
MUC20	-0.913166666666667
GPX2	-4.204125
ITK	-3.235875
FBXL5	0.8545
C13orf27	-1.5135
DEFA5	0.99
TRHDE	0.3505
MTP18	-0.6015
UQCRQ	0.7541
ITGB2	2.0795
CSRP2BP	-0.14225
TAS2R44	0.4955
PHPT1	0.162125
FAM44C	0.338
ERH	-0.59
MPHOSPH1	-1.8235
MORC1	-1.025
PARVB	-0.95875
LAMA1	-1.97116666666667
PGBD3	0.5005
GIMAP6	2.744
AREG	0.3435
LIPT1	-0.593
MGC99813	-2.01775
C1orf201	0.559833333333333
GRIN2A	-0.7207
MAN2C1	0.3015
NSUN5	-0.00800000000000001
SF3B5	0.48875
MYC	-2.1285
NRXN1	-1.093
ZNF18	-0.6295
SPDYA	-0.60975
SLC37A1	0.5875
DECR2	0.52975
ANKRD38	0.350571428571429
SPTLC3	-1.21
SUPT16H	-0.659625
DTWD2	1.23925
ULBP1	0.368
ZADH1	-0.105833333333333
OIP5	-2.706
IL10RB	0.5805
OTUB2	1.716
VWA3A	0.814333333333333
SPIC	0.582333333333333
OR6C4	0.29
PSCD4	1.18333333333333
DPY19L2P2	-1.2985
TRAPPC6A	1.61483333333333
C21orf2	0.624333333333333
CEMP1	0.7745
LIN7B	-0.395
E2F7	-1.95333333333333
VCP	0.391375
LAMA3	0.5015
BGN	2.42275
GPR160	1.21766666666667
COCH	-5.57916666666667
GPR81	1.014
APOBEC3F	-0.23425
tcag7.1017	-0.532
C1orf32	0.394
SCGB1D2	6.0975
FLJ43987	-1.612
C6orf170	0.7425
KLK9	0.4065
GPD1L	1.5045
VPS37B	0.3885
ATG3	-0.119
ADAMTS17	-0.091
KLHDC2	-0.657
NDUFV2	0.33375
BLK	-3.68375
MATN4	-1.9705
GPM6A	1.708125
GBP4	0.7445
TMEM162	0.9085
PKP2	2.116
HRASLS	-3.86533333333333
MMP1	-1.68525
SFXN3	0.6731
FSD1	-2.107
ST6GALNAC3	-3.30133333333333
CA12	2.7653
NCOA6	0.152
C19orf58	0.3556
PPP4R1	0.660166666666667
MAN1A2	0.824666666666667
IKBKAP	-1.7735
UPF1	0.133166666666667
KIAA1219	0.38975
WNT16	0.678666666666667
SNW1	-0.480125
IL18RAP	-0.51475
RPP30	0.292625
CDC40	0.134642857142857
SETD3	0.281
SLAMF6	-0.797
ELK4	0.6215
TRIM47	0.9365
ACOX3	2.03575
TRIM6	0.98275
KIAA0372	-0.455833333333333
TP53AP1	1.365375
SMURF2	-0.14975
ADAD1	0.288
EBP	-0.9798
KRTAP13-2	0.1095
FLJ36874	-0.706666666666667
TOR1A	-0.158666666666667
P2RY4	0.93
GPBP1	0.08225
TRPV1	0.00375000000000001
ADAMTS12	0.510833333333333
PES1	1.2334
ATG4A	0.799833333333333
MAGEA10	-5.1535
WFS1	1.1465
CC2D1B	0.00416666666666663
PABPN1	-0.279375
SLC25A30	-0.24175
SLCO1C1	-0.808666666666667
SLC22A5	-0.72075
KIF23	-2.6165
SYN2	-0.8572
ASPN	6.62516666666667
CENTG2	0.8465
QSOX2	-2.2147
FLJ10815	0.394166666666667
STK24	0.284375
SPEG	-0.25
STK10	0.505666666666667
DACT2	-3.6825
AAAS	-0.70475
SSX3	-0.8405
ABCD3	0.5304
C4orf12	-0.77275
PARVG	1.1955
FIG4	1.45325
C9orf46	1.20825
TMCO6	-1.1575
IGHMBP2	0.23875
DUS2L	1.54816666666667
FAM3C	-0.633625
TMEM16D	-3.85242857142857
DCTN4	0.267
KCNH3	0.511
EIF2AK2	-0.62475
AP1S3	2.003125
CST4	0.789
PAM	0.06375
NUTF2	0.52675
CITED2	0.4346
SLC39A4	-1.47525
C2orf52	-1.378
GRM3	0.036
C12orf49	1.260875
CCDC49	-0.0317
GRAMD1B	-1.333625
FNDC4	0.671
SIAH2	1.808125
GDPD4	-0.92875
C21orf87	0.893125
ATP5A1	-0.333333333333333
C16orf63	1.133125
LOC388135	0.138333333333333
ATP5J2	-0.79725
MMP3	-2.138
EMID2	-0.15175
CRHR1	0.19025
WDR70	-0.67325
C13orf31	1.8755
ZFAND1	-0.67225
CCL18	2.45433333333333
C3orf49	0.3145
RINT1	-1.806
KIAA0408	-2.26166666666667
F13A1	5.0709
SLC10A1	1.047
OGN	-1.097
GIPC2	-3.573
XPO6	1.45583333333333
LCE1A	0.885
FMR1	-0.00840000000000001
LOC374920	-0.62175
DUSP3	0.214875
ANKMY1	2.50025
C7orf50	0.16525
BBS9	-0.7155
UNC119B	-0.218
C9orf72	-1.017625
MGC35440	-0.63575
ENTPD6	0.22925
PPP1R2P9	-0.443
ERCC4	1.2095
FAHD2B	-1.4955
HMHA1	-1.0465
HACL1	0.11325
RAD23A	0.434333333333333
FAM83B	0.58125
PPP5C	0.7335
RNASEH2C	-0.697875
C9orf153	-0.57125
SCAMP4	0.790875
GHITM	-0.0838
NDUFB7	-0.083625
ADCYAP1	0.945666666666667
SP110	-0.0758333333333333
MAP3K7IP2	0.80225
DHH	0.361
AGRN	1.50057142857143
WDR33	0.435166666666667
CEP290	0.121
PRPS1L1	-0.1915
KLRA1	-0.251
GPR97	0.5955
CHD7	-1.36
TLR10	0.463666666666667
SLC30A8	-0.9515
HIC1	1.49883333333333
IAPP	-0.236
RXFP4	-0.2045
GP1BB	2.4915
SHQ1	0.707
NKX2-3	-0.0509999999999999
API5	-0.46
FTHP1	0.453
MOV10L1	0.698833333333333
TRIM6-TRIM34	2.71083333333333
ADHFE1	0.5585
FAM117A	-0.71125
DDI1	0.208666666666667
CDON	-0.306833333333333
TRIM73	-0.8475
IGKC	1.329
MMP14	1.68925
DYNC1LI1	0.3345
C11orf66	0.24675
TRBV3-1	-1.7395
FASTKD5	0.10325
BIVM	-2.17
LHX4	-0.13925
CXCL2	-2.3932
RAB2B	-0.540333333333333
IZUMO1	-0.90925
MAP3K15	-2.91028571428571
FAM19A2	-0.0281666666666667
ZC3H8	-0.599833333333333
ZMAT1	1.966625
SPINK5L3	-3.78966666666667
SLC10A6	1.8045
APPL2	-0.0705
CARD10	-0.1275
LOC402176	-0.059125
EEF1D	0.3451
RAB6A	0.0168
C12orf5	-0.54075
PAPOLG	0.196
MSRB2	0.29025
BCR	1.71705555555556
PUS3	-0.2475
TIAM2	-0.67575
ZNF317	-0.0681666666666666
CHD2	-0.223916666666667
FZD5	-0.889318181818182
NUDT8	-0.72075
ZNF763	-0.314
PRC1	-2.25266666666667
ABCB9	1.6905
SPATA3	0.6845
TRAK2	0.2775
STAB1	2.883625
LRRTM2	-0.6615
psiTPTE22	2.84975
DBI	0.17275
SERPINA11	-1.514
NAT5	1.05975
C20orf58	-2.02
RPS6KA4	-0.0271666666666667
FLJ90650	-1.4335
TGFBRAP1	0.34075
CHRDL2	1.63175
FAHD2A	-1.62283333333333
CNTN1	0.3055
BBS4	0.5608
TMEM181	0.18775
MINPP1	-1.36975
MPHOSPH6	-0.578583333333333
HOXC10	1.4486
ITPKB	0.89075
CLPTM1L	-0.28925
MEOX2	-1.45366666666667
ATP6V0C	1.419625
PRPF8	-0.812333333333333
TMC5	3.604
FKBP3	-0.00875
PLEKHB2	0.574125
OR4D6	0.583
ZNF544	-0.3961
D2HGDH	0.076625
RPL18A	-0.4024
HEL308	-0.364625
MPP6	-3.67775
TCERG1	-1.795
KRT16	3.42933333333333
KLF17	-0.59475
KLF5	-0.446875
CDR1	2.211
VCX3A	-5.2255
FBLN2	2.03025
C14orf104	-0.7305
HBE1	-5.0345
OR4S2	-1.483
C1orf108	0.1165
ROBO4	2.83
CPEB4	0.59825
C11orf80	0.9085
BCKDHA	0.8155
MYOC	-0.105333333333333
GIF	0.713
CKMT1A	0.9505
RPL3	0.8011
THBS1	2.587375
APOO	-1.21675
ARMCX1	0.92425
HSZFP36	0.09125
SNAPC5	0.527
EIF4ENIF1	-0.00700000000000001
ZNF433	-0.4825
TNFRSF21	-1.040875
TMPRSS7	-1.2565
SPATA18	2.1963
HPDL	-2.736
MKL2	2.2947
TBX3	0.769538461538462
C21orf93	1.25083333333333
DAXX	1.03175
ELMO1	-1.036625
RGS13	1.18766666666667
TAF11	-0.79275
UNC13A	-2.260625
LOC653314	0.0113
ORC3L	-0.53325
IMAA	-1.942
TARBP2	-0.04425
CABIN1	0.1099
TRIOBP	0.29525
HIST1H2AC	1.43125
RGS22	-3.584
NCOA1	0.482166666666667
IL25	2.0775
SNCG	3.312
GPR6	0.071
AMDHD1	-1.80366666666667
CHEK2	-1.229875
C6orf142	-1.9565
DRD4	1.51725
C14orf68	-1.87175
GDF11	-2.139
SEMG2	1.9355
CD247	-4.9015
CDAN1	-0.78925
RBMX2	-0.0826666666666667
TGS1	-0.426
OIT3	0.30025
SYF2	0.553
MCM4	-1.264375
PKHD1L1	-0.472125
CEP192	-1.43366666666667
IFT88	1.03475
RPL9	0.0893571428571429
RAB32	-0.364625
DDX43	-4.519
P2RX2	0.332
OR5D18	0.5655
UBE1	0.976583333333333
SLC24A1	0.570125
ARHGAP5	0.55925
CETP	-1.0945
KIAA1731	-0.983666666666667
SLC9A4	-0.169
PTPN6	1.79725
BAHD1	0.032
GRIK3	-0.375
CACNB2	-1.4686
PDE10A	-2.194
DGCR14	0.1935
PCDHB9	-1.65466666666667
RHOQ	-0.658833333333333
MAP3K4	-0.1285
KTI12	-0.0403333333333333
RPL23AP13	-2.62175
GNG11	-1.95775
CLCN3	0.575333333333333
GPAM	-1.039
VSTM2A	0.359
SLAMF7	-0.942
INTS2	-1.69925
PPP2CA	0.3946
LRP12	-0.464666666666667
SEC14L2	3.85211111111111
DKFZP586H2123	-0.14475
MC3R	0.1665
CIRH1A	-0.951
HIST1H2AB	1.36566666666667
POLH	-0.14275
MGC16703	-1.49833333333333
SNAPC2	0.289
FILIP1L	0.72825
RASGRP4	0.584
LRRC1	1.122
GAS1	-0.22325
PRAC	-0.68825
DGKA	0.627666666666667
NT5C3	-1.3525
PEG3	-4.628
NADK	1.18975
PRR17	0.86025
LOC374569	-0.805
SGSH	0.926333333333333
NLRP8	0.847
GALT	-1.4824
MCF2	-1.8925
ZNF263	2.1335
TACSTD1	0.666666666666667
TYR	-6.5564
ATP6AP2	-0.0045
RNUXA	0.196
ABHD10	0.1163
GDPD2	-1.61125
SLC35C1	0.8355
UBE2A	0.013375
HERC5	-2.67
FAM112B	-5.42033333333333
FBXL16	2.4325
DKFZP434A0131	-0.9815
ELA3A	-2.844
RBM41	-1.089125
HAO2	0.28725
RNH1	0.786375
SHANK2	0.971333333333333
OSBP2	-1.1625
DAK	1.04583333333333
C3orf58	-0.882916666666667
TCL1B	-2.2135
KBTBD2	-0.629625
SUGT1L1	0.29125
UBE2E2	-0.753166666666667
MYL9	2.67775
CDC23	-0.759833333333333
PBXIP1	1.9714
CXorf40B	0.8025
NBL1	0.76125
RTBDN	-0.216
RAB11FIP5	0.27675
TTTY13	-0.1585
SCOTIN	0.938583333333333
SOHLH1	0.1708
CDKN1A	-0.0069285714285714
NCK1	-0.435
ZNF550	-1.1475
SAPS3	-0.190666666666667
SPIN3	-0.0363333333333333
MAGEE2	-0.5825
MIS12	-1.82083333333333
OR8H2	-0.299
KIAA0774	-1.03533333333333
UNC5D	-2.47
CUL7	0.551666666666667
LIPC	-4.2055
DIO1	0.70275
C20orf11	-0.1911
CTRL	-1.28775
HS3ST2	3.18425
PAK4	1.363
CCRL1	2.721
RNF10	0.210125
ZNF567	-0.69125
ZNF660	-0.7135
TCEAL3	0.9985
MAGOH	-1.17516666666667
CENPB	0.854666666666667
C19orf7	0.5585
LOC388965	0.33325
ZCCHC13	1.236
JMJD1A	-0.5777
HIST1H4H	2.291
TBRG1	-0.3009
GPC3	-4.35275
TAF1C	-0.50325
EBNA1BP2	-0.287
CIAPIN1	0.04825
PDGFRA	-0.708111111111111
CSTB	0.31375
CENPI	-2.02616666666667
GTF2E2	-1.47
RPP21	-0.28575
CCNF	1.029
KCNQ3	0.809
FAM79A	0.95725
SLC22A12	0.79
NOVA1	-2.9895
FZD3	-0.5713
AKAP8	-0.532
SOCS5	-0.154375
CFDP1	-0.588
DLG5	1.5865
PGM5	-0.144545454545455
C1orf144	0.801916666666667
HDAC10	0.047
RND2	-0.25175
C20orf199	-1.4765
RNMT	-0.419375
SLURP1	0.710125
ASTN1	-0.57525
SH3BGR	0.0165
MYCL1	0.26925
ZHX1	-0.027
CENPK	-1.8085
FOSB	0.5411
LOC643406	0.62125
C2orf59	-1.181125
TMEM135	0.409375
SLC27A2	0.50275
KRT33A	3.087
OVOL1	1.667375
PAMCI	-5.21166666666667
S100A7	4.577
ZNF789	-1.168
HARS2	0.2305
RPL23A	-0.622833333333333
TCF23	0.04075
UPF3B	-1.44575
C17orf78	0.3455
HLA-DOB	-0.406166666666667
C14orf142	0.2225
TEKT5	1.3385
DMWD	0.0885
POLD1	-1.43583333333333
GSCL	-0.2285
CALD1	-0.6426
SCRT1	0.750666666666667
AIG1	1.32
UNC84B	2.75225
ZNF404	-0.394
TMED6	-4.172
KIAA1462	2.2475
LRRC27	1.85166666666667
PYGO1	-0.49
PIGU	0.147
ALAS2	-4.23716666666667
WRNIP1	-0.210375
CNNM3	0.7805
ZNF2	0.50375
ST3GAL5	-0.292
MRPL23	-0.17725
TSSK6	0.8265
PSMA6	-0.6805
C16orf70	-0.13775
KIAA1602	-0.383
ALMS1	0.216833333333333
DCN	2.140625
TMEM132D	-0.245
SUCLG2	0.82525
ABHD14A	0.31275
DEXI	0.747833333333333
AMPD2	0.252833333333333
IFNAR2	0.255
CYB5A	2.8103
TLOC1	0.32365
NXF5	-0.795
NRBF2	-0.38
KCTD3	2.0215
ITGAE	-1.0145
SLC30A3	-2.2365
ZRF1	-1.0255
IFRD2	-0.24775
XAB1	-0.6745
PYCR2	0.770833333333333
SERPINB3	-1.3665
TMLHE	-0.7487
GEFT	-0.997375
ABCA5	-3.625
EMR4	0.153166666666667
TSFM	0.93775
HIST3H2BB	1.158
ARHGEF19	2.46
TSPAN17	1.2395
ABCC8	3.26525
MAP1S	1.2815
C22orf36	1.0225
BNC2	-0.550857142857143
HIST1H4A	-1.10925
NDUFS3	-0.0416666666666667
WDR3	-0.418166666666667
XKR4	-0.4765
TTC33	-0.894357142857143
STMN2	4.28575
CPN2	-1.23866666666667
HSPC105	1.144
PCOLCE2	-4.94475
C3orf55	2.4325
KLHDC9	2.927
TBC1D23	0.587375
ATXN2L	-0.00825000000000003
MAP2K3	-0.604416666666667
SCAP	0.69175
ZNF486	0.401333333333333
C20orf96	0.33075
NARS	-0.606
ADAMTSL1	-1.69985714285714
PRCC	0.8755
CCDC126	0.202083333333333
ZNF675	-0.60575
CALCOCO1	0.02925
ANKRD43	4.62275
CWF19L2	-0.3875
ZBTB32	-0.3145
BRAF	-0.034
ODF4	0.26875
MGC14376	-0.4995
HORMAD1	-2.773
AAK1	-0.229666666666667
PEBP1	-0.886666666666667
TNFSF5IP1	0.504833333333333
DKFZp564N2472	0.683666666666667
RMND1	1.156375
IGKV1-5	2.85825
COL1A2	2.59158333333333
SERPINA5	-1.0695
AANAT	0.618
C19orf21	1.11633333333333
GEMIN5	-0.24975
UBR4	-0.062
LTBP3	1.14766666666667
AMHR2	-1.26483333333333
PROCR	-2.1055
MYBBP1A	-1.143
C20orf39	2.29566666666667
ZNF697	0.580875
PASK	-0.6096
ZNF776	0.589833333333333
RFXDC2	0.103125
KIAA0467	-0.208
C10orf96	-4.08933333333333
ZNF503	-0.2485
GULP1	-1.35991666666667
KCNE4	2.901
DKFZp434K191	-1.245375
LOC196913	-0.127
BHLHB4	2.6105
CH25H	-2.5035
LOC81691	-0.306833333333333
ALPL	-0.343214285714286
COL12A1	2.18025
FOLR3	-2.88933333333333
GPR123	0.567
TRIM62	1.05007142857143
ABLIM1	0.0266666666666667
MAST3	0.46675
RHBDD1	0.162833333333333
LOC338809	1.304
RYBP	1.331
TTC26	0.28625
ZNF22	0.0835
ISCA2	0.07875
RDM1	-1.57
PIGM	1.1665
GNB3	-0.779
ACTR2	0.7454
HMGB1	0.04115
EDG1	0.508833333333333
SOAT2	-3.61425
OR10AD1	-1.042
RAP1GDS1	-0.0896666666666667
LCE1F	0.9075
ESM1	-0.073125
RCN3	2.6485
CREBL1	-0.088
DBNL	1.66533333333333
PTGER3	2.682375
USP30	0.5235
BCL2L12	-1.72716666666667
KIF26B	2.44675
ZNF416	-0.164
ZNF225	-0.2555
C17orf70	0.998
ZNF554	0.20675
RAE1	-0.834833333333333
TNIK	2.12266666666667
ACTN3	2.0135
MGC45922	2.191
CCNA1	-1.31633333333333
RYK	0.733833333333333
IL26	1.0125
LRP3	1.34633333333333
QARS	1.11725
SOX7	-0.239928571428571
BID	-1.1485
OR2S2	-0.00649999999999998
CXCL14	1.50375
C11orf47	-0.312
MGC29891	1.60466666666667
HSPB8	-1.1359
PRDM14	-1.5925
NUFIP2	0.031
MNAT1	-1.163
ZDHHC2	-2.04983333333333
MBNL2	0.699375
ADD3	-3.14975
CSNK2A1P	-0.3955
KLK6	-0.281833333333333
TMEM111	0.5729
KIAA1279	0.04125
NUBP2	1.7245
RAB42	-0.29925
ID3	-1.2332
TM9SF1	-0.3365
MDP-1	-1.2015
POU4F2	1.1005
IQCK	2.08125
C16orf14	0.7615
CAPN3	-1.795
FAM43B	-0.67325
RECQL	-0.98425
AP1G1	0.00771428571428572
CTNNBL1	-0.0796666666666667
ECHDC1	-2.55166666666667
SMARCC1	0.9073
FOXQ1	-1.0395
GNAI3	-0.1465
POLG2	-2.06075
CD4	1.4585
ITLN1	-0.35175
EBI2	1.3275
IRF1	0.887
PTPRE	1.8419
PTK2B	0.07275
NXNL2	2.541
SOX4	1.12205555555556
TSPAN3	-2.05016666666667
SH2D1A	-5.7898
C8orf58	-0.757666666666667
USP20	0.32675
DUSP22	-0.915916666666667
CALB1	-3.72316666666667
L3MBTL2	0.777
MCRS1	0.1595
TMEM118	-1.29666666666667
C18orf8	0.512166666666667
FLJ10241	0.054125
GJA12	-0.41675
PKD1	0.996
ZFP3	-0.366
JAM3	-1.65875
LAPTM4A	0.7959
DIRC2	0.1555
KIAA2022	-0.873833333333333
MYOM1	-0.180666666666667
TRPM8	-2.08066666666667
MOP-1	2.3855
PHKG2	0.7965
ZNF650	-0.38225
KIAA1522	1.57075
PSG8	-1.37883333333333
DDX19B	0.6055
MOBKL1B	0.32425
DIAPH2	-1.23625
PTPN12	0.146
CLN8	-0.5118
CRYZL1	0.038
CRY2	1.03491666666667
FCGR2B	4.82733333333333
PNPLA4	1.39675
ZNF454	-0.2105
DKFZp434B1231	0.12025
CLDN11	-0.289888888888889
RFWD2	0.67
CIB2	0.0395
MXRA8	2.870875
HRK	0.074125
MAML2	-1.044
C4orf31	-0.70625
C6orf192	-1.7415
COG6	0.692
FAM5B	-1.10866666666667
NFATC1	1.0108
SEPT10	0.18775
SCYL1	0.7452
RPP40	-0.95575
SCOC	1.3113
KIAA1450	0.561
CTDSPL2	-0.53425
TBX5	2.074
NAPG	0.157625
RHD	-6.01675
C14orf45	2.43483333333333
ZBTB22	1.4635
PLCG1	-0.114
ANKRD10	-1.12175
AQP7P2	-0.6445
TAGLN2	1.583
HTR2C	-1.70375
SLC16A7	-2.442
C17orf83	0.143
TSGA14	-0.337583333333333
MDH1	-0.43125
PPP3R2	0.1345
DCBLD2	-2.19171428571429
RBM33	-0.590375
DPH3	-1.39925
SYT10	-1.8428
FMO4	2.812875
THYN1	-0.364
DRD5	-2.5605
OTOR	1.739
PGRMC2	0.504
KATNAL1	-0.703625
PAQR6	-1.8505
UBE2I	0.6715
C14orf28	0.42425
C8orf70	-1.4325
FLYWCH1	0.674375
ANGPTL3	-1.28725
GLRX2	0.759166666666667
ATP11A	-1.11364285714286
ARL5B	0.331625
MUC16	-2.351
SLC25A5	-0.5065
ACRC	-1.7495
MYO1C	0.083625
FAM89B	1.00233333333333
FAS	-0.56075
KIFAP3	1.4025
GLRA2	-0.102
BTN3A2	-1.9435
CNKSR3	-3.095375
CSTF3	-0.476166666666667
ARPM1	0.633
KIAA1530	-0.9365
C9orf150	2.97233333333333
PRKCI	0.5405
tcag7.1015	-0.5935
SOD3	-0.8255
ZNF574	0.5175
CYP21A2	2.97225
RPL12	-0.35525
COMMD2	0.7955
WIZ	0.184
LOC344405	-2.011
ALDH4A1	0.341588235294118
CRYAB	0.571
COPA	1.09056666666667
PCDHGA7	0.866166666666667
KIF11	-1.69975
RASD2	1.301375
SLC26A3	0.921
ZNF175	-0.8845
JAKMIP2	-1.754625
C8orf4	2.32833333333333
PTHLH	0.09475
SLC40A1	5.60166666666667
OR7D4	0.301333333333333
PCDHB17	-0.7995
CD36	2.12842857142857
C6orf203	1.041
PRKG2	-0.1045
LOC400566	0.304
ANAPC13	0.44925
SLCO3A1	-1.547
ZNF692	-1.3925
FANCL	-1.2445
SH3GLB1	0.842
C12orf61	0.6785
KBTBD6	-0.4435
SUPT5H	0.23925
XRCC6	0.2319
HUS1B	-1.3649
FAM133B	-0.540928571428571
LOC728276	-1.135
KCTD18	0.0635
SOS2	0.5005
CCDC99	-2.2415
C1QTNF5	3.704
NNAT	-0.277
USP16	0.0735
LARS	-0.966625
ZBTB2	0.87375
ABO	0.0336
TRAF3	-0.662
GALNT5	-2.544
NAP5	0.994
ALG14	0.588
KIAA0515	0.401923076923077
WDR75	-0.428
TEX261	-0.230083333333333
LY86	0.61475
LOC389072	-1.1045
FLJ13611	-0.42725
MRGPRX2	0.1075
SNRPA	-1.1395
OR2G2	0.302
GPRASP2	0.51675
C7orf42	-0.1985
C9orf163	-0.4795
CYP11B2	0.797
FCRL3	0.343166666666667
PRDX1	-0.064
FGB	-7.46533333333333
COX17	0.289833333333333
C16orf33	0.804
PIWIL1	-0.0716666666666666
FOLR1	-3.27316666666667
KIAA0082	0.10375
FREQ	-1.01316666666667
TMCC2	-1.81533333333333
TCF12	0.0248333333333333
ZNF721	0.587
FAM130A2	0.801
POU4F1	-3.75466666666667
SNRPF	-0.81275
SGIP1	2.2515
ZNF641	1.0105
EMG1	-0.877625
PRRG4	1.1605
HIRA	-1.61625
MYNN	0.493833333333333
AEBP2	-0.04775
TBXA2R	0.0696666666666667
ISL2	-1.4948
PCDHB11	-1.7845
RNF144A	-1.212
MARCH5	0.477875
DULLARD	-0.188333333333333
DCLRE1B	-1.722
ITGA8	-0.1845
TP73	0.778125
PRKCD	2.111
NDUFB4	0.259
ATP13A4	-0.735571428571429
ANTXR2	-0.323
COL4A3	-1.276
MYO10	-1.0552
SLC6A18	0.41
PEX1	-0.36225
TMEM74	-3.2468
RBM19	1.42675
TAPBP	0.46535
RUNX1	0.8995
MID1	-3.70383333333333
GPR64	-2.11416666666667
RASEF	2.2825
GABRG1	0.332
MYO16	-1.5065
DBF4	-3.02433333333333
TSHZ2	1.1845
RIPK2	0.067375
PPTC7	0.0586666666666667
KIF4B	-0.572
LRRC31	2.760875
ZNF540	0.20075
EFNB3	-0.2805
LOH12CR1	-0.487625
STON2	0.684
GLP1R	0.554333333333333
CSTF2T	0.243625
IREB2	-0.925875
GRSF1	0.0335
PDCD7	-0.514166666666667
