Hybridization REF	TCGA-BH-A0DO-11A-22R-A12D-07
UBXD7	-0.39075
ZNF674	-0.1005
TMEM35	0.931
BRSK2	-1.14375
HECTD3	0.0756666666666667
TMEM188	0.150083333333333
LGALS9	1.334
SCARB2	0.731916666666667
USP34	-0.276166666666667
C17orf28	0.793166666666667
ZDHHC23	-0.375
AQP12B	-0.6705
SLC16A3	-3.146375
APLP2	0.30125
ITIH2	-4.29725
MICAL3	0.23825
TNNI3K	1.888
HDAC2	-0.35825
PRR7	-0.8849
THBS2	-1.28675
LOC751071	-0.752666666666667
CA2	2.056
RANBP17	-0.3685
RLN3	0.23625
CRYZ	0.298333333333333
GBAS	0.154166666666667
TAS1R1	0.45725
MPZL3	0.4905
PCDH8	-0.44625
HSP90B1	-0.513833333333333
KCNK15	-0.935
TNIP2	-0.612333333333333
GPR146	1.5305
NOL6	-0.62725
SPC25	-5.20255555555556
STEAP2	2.75171428571429
VAMP3	0.359166666666667
TCIRG1	-0.613
ZP4	-0.197
PARL	0.25625
TRIM39	0.1705
KIAA1305	1.972
CRNN	0.17
GRN	-0.43075
HSH2D	-1.4685
SCAMP1	0.7401875
KIAA1913	0.78125
PTS	-0.91575
BANP	-0.325785714285714
PRKACG	0.03025
ADCY6	0.275666666666667
C16orf46	-0.2
CYP51A1	-0.280375
DDC	-2.6195
ANPEP	1.2015
PROM1	3.98733333333333
SIGLEC10	1.81825
COPG	0.1095
FAM26E	1.0475
TRIP4	0.1195
SNX3	0.447333333333333
C1orf175	0.896166666666667
PPY2	0.303
C14orf152	1.14325
FTSJ1	-1.43083333333333
DST	1.8121
LOC554235	-0.0175
GLRX5	-0.4355
C20orf12	1.3655
CAB39	0.338166666666667
MSH2	-1.41
PIP4K2C	0.20325
CYLD	1.00425
WTAP	0.9409375
MGAT4A	0.291666666666667
TSC22D4	-0.0537
CHRM2	-0.6845
PPYR1	0.0831666666666667
CCNH	-0.460833333333333
RRM1	-1.0595
ECAT8	-2.21625
LOC400120	0.1835
GABRA4	0.556875
C14orf4	1.504
C1orf59	-0.6025
CTDSPL	1.4495
NHEDC2	-0.677
PDE11A	0.3050625
KLHL29	2.3825
CD5	-0.3359
TSPAN9	0.72525
WDR67	-1.797
THUMPD1	0.7189
C18orf17	-0.48575
CLYBL	0.613666666666667
FLJ13231	-0.498875
CMBL	-0.318625
LECT2	-0.35425
NKAPL	3.80466666666667
LOC654780	0.3215
OR4C6	0.663
RAB30	-0.02
TSSK4	-0.198
TMEM163	1.8565
OSBPL11	0.135916666666667
GNB5	-1.00266666666667
CCL21	2.5755
C1orf121	-0.622166666666667
FMO2	4.36016666666667
RPTN	0.451
MSTN	1.2565
VCL	-0.119571428571429
FYTTD1	0.04125
C11orf1	0.52775
CCDC88C	-0.184125
HFE	-0.772777777777777
MOGAT1	0.9245
FAM125B	0.695166666666667
IRGQ	0.2755
RAVER2	1.32325
AKAP5	-2.3
SSSCA1	-0.30225
C11orf63	1.15525
ACTG2	2.9395
PORCN	-0.885
DTL	-3.53936363636364
TMEM151	-0.101
FAM122C	-0.89325
RSAD2	1.0238
BAT4	-0.2535
KRTDAP	-0.357666666666667
MYH8	0.323
CRTC3	0.33725
LRRFIP2	0.1893
INTS4	-0.407166666666667
TTN	-0.554
SLC26A5	0.8735
PLLP	0.64225
RGS6	0.757
SRGAP3	1.28425
ZNF525	0.3065
NBR2	-0.444666666666667
C13orf1	0.0403
ZNF137	0.405
CEP27	-1.9245
BEST2	-0.171
RNF121	-0.36275
DMRTC2	0.4095
C8orf76	-0.901
BCCIP	-0.437875
MEST	0.46525
HTRA2	-0.6355
ANGPTL2	1.26225
ILKAP	-0.0938333333333333
ERAS	-0.5665
HBS1L	-0.19925
CPA5	0.0415
TMEM30A	0.799833333333333
CD300LF	0.677166666666667
WISP3	3.788
CRK	-0.168142857142857
PDS5A	-0.4272
BRPF3	0.260166666666667
NEDD9	1.067625
SMPDL3B	0.658
PSG6	-0.98375
PSMD13	-0.1795
ETV5	0.4293125
OR51A4	0.075
BTBD7	0.80375
GSTO1	-1.17575
hCG_16001	0.933
MAD2L1BP	-0.638166666666667
COX6A2	0.764
SCNN1A	1.5705
LSM1	-0.371
UGT2B11	1.07225
IDUA	0.40975
PPP2R3C	-0.844166666666667
COX11	-0.194666666666667
PDZK1	-0.098
ZNF443	0.229833333333333
MGC21874	0.646
ZNF323	1.8581
KRTAP10-10	0.2165
CXCL6	0.78225
SLC34A2	3.4208
LOC284402	0.3005
NPTN	1.18266666666667
UPP1	-2.60025
SLC6A9	-0.7525
OR7G3	0.1515
CISD1	-0.8425
ZNF545	0.401833333333333
SYT14	-1.2255
NT5C3L	-0.165833333333333
ZNHIT3	-0.166666666666667
SNRPD3	-0.838
KIAA0701	0.00712499999999999
UNC93B1	-0.2615
GMNN	-1.58825
SPCS2	0.230166666666667
LOC388524	0.431
NAPRT1	-0.21175
PNLIPRP1	0.296
OR6V1	0.7825
PRKAB1	-0.56325
EYA4	-4.14133333333333
KIF20A	-4.02925
ALG10	-1.0395
ITPKC	0.852166666666667
LMX1B	0.724833333333333
RPUSD4	0.0763333333333333
C7orf34	0.13
DLGAP2	0.862
PFN1	-0.9309
MICALL2	-0.515
ZNF654	0.199
SS18L1	-1.025
SLC16A8	0.87475
MKI67IP	-0.0818333333333333
ITGB3	-1.57325
TCEA3	1.80458333333333
CEP152	-2.270375
CLIP1	0.504125
ZNF75	0.223875
ATP5C1	-0.525833333333333
NUDT5	-1.603
PSCDBP	0.73075
UBP1	-0.117
RBM27	-0.75075
C13orf15	3.16575
ZNF282	-0.535333333333333
ZNF222	0.241
COL10A1	0.279
PRDM15	-0.567
TTTY5	0.036
FAM9C	-0.496454545454545
C20orf67	0.69075
GNG13	-0.0255
F12	-1.06225
C1orf41	-1.34075
CPXCR1	0.0415
GSK3A	-0.11275
SUPT6H	-0.143333333333333
PI16	3.15666666666667
ELL2	0.271
C9orf167	-2.47183333333333
PVRL3	-0.9641
FLJ38596	0.6875
ADAM20	0.20425
GPR89A	-0.2645
GPR87	0.7775
ZNF30	0.2475
SMR3B	3.4715
ZNF770	0.12525
TRPC4AP	-0.974
DKFZP686E2158	0.364
C2orf28	-0.012
FREM1	1.28183333333333
LAMA4	0.648833333333333
ADPRHL2	-0.3075
EIF4G2	-0.3695
GUCA1A	-0.363
CTNNA2	-1.27975
NUDT15	-0.4395
CEPT1	-0.135166666666667
ZNFX1	-0.1401
CCDC92	0.81975
TDRD1	-1.481
KCNK5	-0.332
ETNK1	0.0533333333333333
LTA	0.0595
TTPA	0.912833333333333
B3GALNT2	-1.20425
SC65	-1.58583333333333
PEX5L	-1.163375
EPS15L1	-0.536
MGEA5	0.290125
HIST1H3A	-0.35975
ING1	-0.09625
BCAT1	-3.860375
ORC6L	-3.92254545454546
KLK11	0.0415
C19orf28	-1.883125
DNER	-2.16075
MED22	-0.696071428571429
ETV6	2.06808333333333
CHAC2	-2.7615
CD300E	0.0185
CEBPB	0.746416666666667
ZNF398	-0.203
LRCH3	-0.1255
HMGA1	-1.94666666666667
CAPN7	0.233333333333333
MGC5566	-2.8145
CCL3	3.033875
NANOS1	0.4105
ZFYVE19	-0.311
APITD1	-0.991833333333333
PARD3	1.627375
IRAK4	-0.487
SERPINI2	0.2655
CEP170L	-0.534
TTC9	2.41125
MYOM3	-0.8295
MLPH	-0.550375
LOC222699	-0.079
NRG1	0.66275
TBC1D9	2.50454545454545
TTK	-3.92466666666667
ZNF557	0.3433
DDX41	-0.663
FANK1	1.4595
UBE2D2	-0.230375
PSMB10	0.491875
MYH7B	1.261
GABARAPL2	0.1455
MARVELD2	0.835666666666667
DGCR2	0.617333333333333
UNC45A	-0.088
C6orf72	0.6695
ZNF683	4.71625
GIT2	0.2045
CASK	0.558833333333333
C14orf161	2.20066666666667
LRRC44	-0.025
TIFA	1.34
UTP11L	-0.748875
C6orf65	-1.559
FDPS	-0.6395
DUSP9	-1.8932
SLC17A8	-0.414833333333333
OR51G1	-0.004
NANS	-0.8505
OLFML1	1.907
ATP10B	-0.373375
NPAS3	1.665
PRKCA	-2.2725
GGA2	0.1866875
LCE4A	0.7845
SPANXN3	-1.07575
CCDC115	1.618875
SDCCAG3	-1.14425
GLIPR1L1	0.013
TTC1	-0.147
C17orf76	-0.01725
MAD2L2	-1.52325
HIPK1	-0.4173
LRRC3B	3.0485
CLN3	-0.803454545454546
C17orf47	-0.069
FMN2	-0.615125
TUBB1	-1.483375
WAPAL	-0.393166666666667
C3orf21	-1.017625
SCN5A	0.1074
SMYD1	2.20425
BEX5	2.25225
ZNF192	0.271
SEC22A	-0.342333333333333
GRIA2	1.86528571428571
KIAA0825	-0.95575
NUSAP1	-3.75527272727273
LANCL1	-0.0839999999999999
C15orf40	0.249
ZNF645	0.343625
GPR61	0.16225
NLRP14	0.402
SNX21	0.1143
C1QTNF8	0.109
C17orf46	0.395
IFNA8	0.7175
SPRR1B	-1.7614
FLRT1	-0.98725
SNX17	-0.522333333333333
ASB2	0.5305
HBG1	-4.475
RPRML	-0.69925
JOSD2	0.00666666666666666
PLSCR3	0.376
SPOCD1	-1.15283333333333
RAB39	-0.293
GHRH	0.514833333333333
ITIH5L	0.39675
C17orf37	-0.0565
SMCR8	0.07375
DPY19L2P3	-0.375
IL11RA	1.97016666666667
GDF3	-3.6885
RPS6KB1	-1.08566666666667
DNAJC19	-0.0023
TOP1	-0.5305
CRCT1	-0.33275
MPST	-0.08825
DPM2	-0.43475
FAM38B	-2.0305
SLC18A1	-2.40366666666667
FARP1	-0.0141666666666667
PAX7	-0.1225
TUBD1	-0.86725
GNL3	-0.5645
BTG2	2.3846
NDUFS6	-1.02425
C1orf79	-1.163
ERAL1	-0.278
ECHS1	0.41775
VPS4A	-0.291833333333333
CYP11A1	0.712625
ABCC6	-0.00821428571428571
PBX4	-0.6935
MOSC1	0.447875
NCF4	-0.40625
HYMAI	-0.14
NAGPA	-0.822
OTOP2	0.07225
ACOT12	0.1525
MTHFD2L	0.278375
LOC441376	3.6345
C19orf34	-0.6725
RAB1B	-0.47325
ALDOAP2	-1.6015
NTRK1	-0.580666666666667
ARTS-1	1.5759
SLC6A11	-0.6755
NAP1L2	2.51375
CNGB1	-0.138166666666667
EPB41L4B	1.29183333333333
FAM134B	1.61025
HS3ST3A1	-1.78666666666667
CPXM2	5.01
SIRPB2	-1.0275
CHORDC1	-1.6205
TRIB3	-2.14333333333333
SLC2A5	0.58675
C2orf49	-1.11866666666667
DDX5	-0.39975
OR5L1	0.464
ANAPC4	-0.0288333333333333
ZSWIM1	0.02625
LOC93622	-0.231125
KCNK3	0.1164
RP11-35N6.1	1.143
ZFP161	0.799833333333333
AQP9	2.2955
SLC15A2	0.759166666666667
MREG	-0.332333333333333
OR9I1	0.385
PDLIM2	0.67775
ADAM7	0.373
GSTCD	-0.6325
WDR21A	0.12675
SLC12A8	0.3995
TMEM174	-0.12725
IGSF3	-0.482166666666667
LRRN1	0.7745
LOC402117	-0.16
SRPK1	-1.489
LY6K	-0.25425
NFIA	2.95
PTCD3	-1.0155
LEP	3.5305
PCDH21	-0.553
MAPKAPK2	-0.342857142857143
NMNAT1	-0.7155
LHFPL2	1.03275
C9orf43	0.52
DIP2A	-0.989333333333333
ACTR8	-0.094125
CCDC34	0.1185
PTPN22	-0.30525
ITGA3	0.0135
FAM129C	0.131
RABGGTA	0.117666666666667
UNC45B	0.67225
KIAA1033	0.101
ZNF510	0.3435
CYP2D6	-0.3495
SLC26A10	-0.388
STX8	0.31375
LUZP1	-0.098625
WDR89	-0.03
EIF4G3	-0.8277
C5AR1	0.586625
ZNF623	-0.6305
A2M	1.607
TGM7	-0.016
GRPEL1	-0.642666666666667
LMNB2	-2.196
ROCK2	0.3775
SNX16	0.57
CCDC66	-0.13825
ANXA3	2.2585
KIAA1609	-0.436875
EED	-1.05275
RNF32	0.406
HES1	1.4002
CLC	-0.00933333333333334
ISL1	0.204666666666667
KIAA0528	0.200875
MANEA	0.50825
C1orf61	-0.518
hCG_2001000	1.06025
RAPGEF6	0.1578
KIAA0020	-0.132333333333333
NEIL1	1.43375
C16orf45	-0.314
RBM10	-0.557333333333333
C10orf125	-0.505125
MRS2L	-0.936
DNAH17	-0.9425
C19orf10	-1.096
C1orf160	0.73375
SLFN12	1.048
EXOC3	-0.0586666666666667
HIST3H3	-0.08775
NCOR2	0.321166666666667
TNFRSF9	-1.53175
MFSD8	-0.124
ALX1	-3.24183333333333
NOL1	-1.5725
PODN	2.4845
TIAL1	-0.81175
HIST1H1E	-2.57925
NPY6R	0.1725
TM4SF4	0.84275
CORO2A	-0.517
ETNK2	-0.673833333333333
APOE	-0.1482
ANGPT4	0.227
HDGF2	-0.8945
G30	-0.0745
ST8SIA4	-1.026
F2RL1	0.800375
FAM19A4	-3.42475
CCAR1	-1.25925
B3GNT7	0.06025
OPHN1	-0.0283
DSCR6	-1.3865
C21orf13	1.0885
GAS2L1	0.459083333333333
RFX3	0.2415
COPS4	0.152875
BCHE	-2.73466666666667
BCL2	2.627875
HBZ	-2.704
ARL13B	0.174875
MAPBPIP	-0.226375
MYO15B	0.432
SPZ1	0.001
KIAA1324	3.62577777777778
PLCL2	-0.16625
C4orf29	-1.105
WDFY2	-0.569
ZNF284	-1.077
NAALADL1	1.141
DUSP5	0.321833333333333
PXDN	-0.978875
SLMO1	-0.91275
TNXB	0.618
BIRC7	-1.07
A4GALT	0.268666666666667
TIMM22	0.26475
FAM110C	-0.15025
TOMM34	-1.191375
ABHD9	0.237
ADAM32	2.924
CRHBP	2.203
AQP2	0.2195
LOC130355	0.76925
ZNF187	0.896166666666667
ZNF816A	0.484
F7	-0.566
CNOT1	-0.316
SLC13A4	-0.77025
ZBTB11	-0.35425
B3GALT5	1.1915
EXOC2	-0.0521666666666667
IRS1	1.3176
TMEM1	-0.2025
MRPL34	-0.602666666666667
SAMM50	-0.09875
CDC42EP3	0.601875
HSF2	0.000800000000000004
MFN2	-0.10775
TSPAN7	0.4265
NUCB1	0.438583333333333
RHOH	-0.92775
ARL16	-0.0215
TACR1	0.625
SFRS5	0.5135
SNX25	-0.577625
RHBDF1	0.235666666666667
PCDH18	3.37483333333333
HMG1L1	-0.04325
MYO5C	1.02025
MAPK10	2.2635
LDHAL6A	-0.453333333333333
NUDT12	1.08833333333333
NCAM1	-0.33225
GLIS2	-0.3525
GGTL4	0.13825
DAPP1	-0.13375
ATF7	0.588875
KIAA0748	-1.0795
NFIL3	-0.41525
TM6SF1	0.7228
SEZ6	0.10325
NANOS3	0.327166666666667
DNAJA3	-1.062
CLDN6	-1.655
CIITA	2.1573
EPHA4	0.442
FANCC	-0.417
CMTM3	-0.334
PSG3	0.127714285714286
MRPL15	-0.9425
C21orf59	-0.61225
PLCXD2	-0.391
C2orf34	0.03925
UBE2L6	0.727375
MED14	-0.860166666666667
HP1BP3	0.096
C6orf208	-0.388
TPBG	-0.45625
OSR2	0.1505
XPC	-0.142166666666667
KLHL7	-0.3015
CCR3	-0.198166666666667
AGTPBP1	-0.445333333333333
PCSK6	-0.665533333333334
STAT5A	-0.0882
FAM18B	0.49725
LONRF2	-0.463
PTPN2	-0.566
SF3A3	-0.7265
EFCBP2	-0.43
HCFC1	-0.921833333333333
AHNAK	0.8558
ACTR5	-0.5655
KIF14	-4.99042857142857
TENC1	1.61225
HEATR5B	0.9065
YIPF2	0.139333333333333
MYEOV2	0.279
DUSP18	1.0165
KIAA1012	0.494
AHR	0.441666666666667
C17orf53	-1.8345
PTPRH	-2.77575
ATP6V1C1	-0.2723
TAS2R3	-0.27
LOC440356	-1.77625
COQ10B	0.15425
PSMF1	0.386333333333333
SORBS2	3.29333333333333
NFE2L2	0.2235
TMCO7	-0.3365
SH3PXD2A	-0.1247
SH2D2A	-0.917
SPINK5	-1.15975
MRPS24	-0.77325
OPA3	0.0945
TRAF7	-0.6625
C4orf35	0.289666666666667
MT1G	0.49225
MGC39545	-0.279
HS1BP3	-0.4203
OR2B2	0.289
CHRM4	0.074
SFRP2	1.7295
RIC3	2.37325
ART1	-0.4145
C6orf1	-0.279
DUS4L	-0.58775
C10orf104	0.963
TNFAIP6	0.792
RTEL1	-1.051
CCT4	-0.4946
ZNF709	0.56625
CHMP6	0.351833333333333
UPP2	0.61375
CYP19A1	-2.8675
CD151	0.0716666666666667
NDUFA13	-0.211833333333333
ARFRP1	-1.00983333333333
FAM26B	1.6505
CRYBA1	-1.415
MRPL41	-0.529333333333333
NPFFR2	-2.32625
HRH2	0.226
SCAMP3	-0.631166666666667
MTMR6	1.0402
MTG1	-1.064
UBTD1	0.11425
CRABP1	1.316
FLJ33790	-0.4032
KIAA1908	-0.2725
GPR158	-2.97675
PACSIN3	-0.275166666666667
OMD	3.28633333333333
CATSPER1	-1.607
HOXB8	-1.339
FBXO46	0.4605
OAS1	-0.424333333333333
SVIL	1.42025
PHB2	-0.1825
ADCY3	0.037
NDRG2	3.68883333333333
ERMAP	1.0451
APBA2	-0.812333333333333
IGSF9	1.12325
WNT6	0.886428571428571
MYCBPAP	1.24925
ATP2B2	-0.00449999999999999
CPVL	-0.4667
TRAM2	-0.623333333333333
NOP5/NOP58	-0.82875
ZNRF4	0.2555
TLK1	0.264375
MTMR12	0.729071428571428
ZNF384	-0.266833333333333
FAM9B	-2.8915
RPN1	0.0911
PMVK	0.4325
EIF3D	0.7918
SIX2	-0.89275
HPS1	0.622642857142857
RNF7	-0.00524999999999998
PSKH2	-0.002
KCTD13	-0.866333333333333
CSMD3	-0.6603
FBF1	-0.2115
IL8	-5.06925
SERPINB13	0.6125
FBXL20	-1.055
BLR1	0.3215
SH2B1	-0.370666666666667
RFNG	-0.385125
RAB20	0.499333333333333
RBM7	0.66275
POLR1A	-0.8685
TMPRSS4	-3.10175
TAF9	-0.886
TERF2	0.189166666666667
TNFRSF1A	0.172333333333333
ACADVL	-0.0123333333333333
GTF2H5	0.079
EDG8	-0.205666666666667
C9orf140	-1.9725
UST6	0.02975
ZBTB8OS	-1.0955
ZNF710	-0.246
GPR174	-1.1015
ATP6V0A2	-1.051
KIAA0319L	-0.0915833333333333
XKRX	-0.3205
DOPEY2	-0.0756
SDHD	0.1575
SUMF1	1.1295
OSM	1.05125
OPN3	-0.98225
DAGLB	-1.077
PPFIBP1	0.3204
TRIM63	-2.4425
C10orf53	0.4725
LYPD3	0.779833333333333
BCL7A	0.330125
AGER	-1.034
TCF19	-1.71775
SAT2	0.6835
PFTK1	0.175
GABRE	-0.957625
C15orf38	0.4969
FIS1	0.536
KCNV2	-0.238
CLPS	0.06525
PPCDC	-0.608375
FOXN2	-0.1035
NT5E	-2.366
CD83	0.7345
IL18	0.122125
VPS16	-0.27725
IGFBP2	-1.80183333333333
NOTCH2	0.88225
SIGLEC1	1.55475
CD93	5.157
SULF2	-1.365
CEP164	-0.122
P53AIP1	2.40833333333333
TOR2A	-0.176166666666667
ZNF136	0.526
MGP	3.9736
CCDC144A	1.0706
TRPC1	0.317833333333333
SMS	-1.31983333333333
MAPK7	-0.0258333333333333
RRAGC	0.59875
PARD6A	-0.303666666666667
NUB1	0.109833333333333
SYNGR4	-0.366
OR11H12	0.037
WIF1	4.02025
GCH1	-0.1245
OR11H4	-0.2995
SLC44A5	0.0905
GPRIN2	2.4775
LOC401431	-0.18425
CPA4	-1.9728
MELK	-4.21644444444444
IL15RA	1.02025
CUL3	1.474875
HMBOX1	-2.70175
PODXL	-0.477
CCT6B	2.01883333333333
COMTD1	-1.05125
MUC20	1.76533333333333
GPX2	-2.286125
ITK	-0.92025
FBXL5	1.97575
C13orf27	-1.76225
DEFA5	-0.0935
TRHDE	-0.3575
MTP18	-1.207
UQCRQ	-0.5823
ITGB2	0.709916666666667
CSRP2BP	0.40725
TAS2R44	0.222
PHPT1	-0.231125
FAM44C	-0.2365
ERH	-0.9065
MPHOSPH1	-1.61283333333333
MORC1	-0.467
PARVB	-0.94975
LAMA1	-1.66825
PGBD3	0.41875
GIMAP6	4.528
AREG	-0.942833333333333
LIPT1	1.02275
MGC99813	-0.752
C1orf201	-0.131166666666667
GRIN2A	-0.8525
MAN2C1	-0.774875
NSUN5	-0.9995
SF3B5	0.2265
MYC	0.2665
NRXN1	3.16308333333333
ZNF18	0.15775
SPDYA	-0.538625
SLC37A1	0.4575
DECR2	-0.42625
ANKRD38	1.435375
SPTLC3	-0.639583333333333
SUPT16H	-0.634875
DTWD2	0.34625
ULBP1	-0.281
ZADH1	0.231
OIP5	-4.43875
IL10RB	-0.294666666666667
OTUB2	-0.816875
VWA3A	0.300833333333333
SPIC	-0.0873333333333333
OR6C4	-0.038
PSCD4	1.19783333333333
DPY19L2P2	-0.467
TRAPPC6A	0.6295
C21orf2	-0.1
CEMP1	-0.1335
LIN7B	0.3385
E2F7	-3.388
VCP	-0.6766875
LAMA3	2.96958333333333
BGN	-0.46825
GPR160	0.277666666666667
COCH	-4.49533333333333
GPR81	1.96383333333333
APOBEC3F	-0.143
tcag7.1017	-0.68375
C1orf32	0.2815
SCGB1D2	5.85125
FLJ43987	-0.0825
C6orf170	-0.3895
KLK9	-0.0455
GPD1L	1.428
VPS37B	0.77675
ATG3	-0.379166666666667
ADAMTS17	-0.1715
KLHDC2	0.589333333333333
NDUFV2	-0.7675
BLK	-2.06225
MATN4	0.905
GPM6A	1.3405
GBP4	2.86166666666667
TMEM162	0.3175
PKP2	0.39
HRASLS	0.349333333333333
MMP1	-5.3315
SFXN3	-0.5149
FSD1	-2.30766666666667
ST6GALNAC3	-1.14
CA12	1.4269
NCOA6	-0.05425
C19orf58	-0.6844
PPP4R1	-0.637
MAN1A2	-0.320833333333333
IKBKAP	-1.43925
UPF1	-0.229333333333333
KIAA1219	0.2865
WNT16	-0.155833333333333
SNW1	-0.0305
IL18RAP	3.8085
RPP30	-0.60975
CDC40	0.125785714285714
SETD3	0.169666666666667
SLAMF6	-0.21675
ELK4	-0.856
TRIM47	0.307333333333333
ACOX3	0.8565
TRIM6	0.898375
KIAA0372	-0.094
TP53AP1	0.571125
SMURF2	-0.7975
ADAD1	0.53325
EBP	-1.5949
KRTAP13-2	-0.3465
FLJ36874	-0.794833333333333
TOR1A	-0.4205
P2RY4	0.2275
GPBP1	0.12075
TRPV1	-0.133875
ADAMTS12	0.144833333333333
PES1	-0.4382
ATG4A	0.126833333333333
MAGEA10	-4.44675
WFS1	0.719
CC2D1B	-0.7346
PABPN1	-0.17225
SLC25A30	0.91175
SLCO1C1	0.475333333333333
SLC22A5	0.5035
KIF23	-4.18983333333333
SYN2	0.751333333333333
ASPN	4.82816666666667
CENTG2	0.4975
QSOX2	-1.2769
FLJ10815	-0.237
STK24	-0.1788125
SPEG	0.6455
STK10	-0.525833333333333
DACT2	2.9475
AAAS	-0.68075
SSX3	-1.856
ABCD3	0.2179
C4orf12	1.035125
PARVG	0.0551666666666667
FIG4	0.3295
C9orf46	0.64925
TMCO6	-0.319
IGHMBP2	-1.18175
DUS2L	-1.02733333333333
FAM3C	0.614375
TMEM16D	-1.671
DCTN4	0.662
KCNH3	0.75
EIF2AK2	0.011
AP1S3	-0.781
CST4	0.1955
PAM	0.353125
NUTF2	-1.0165
CITED2	1.1695
SLC39A4	-0.81075
C2orf52	-1.266
GRM3	0.023
C12orf49	0.181625
CCDC49	-0.2841
GRAMD1B	-1.53425
FNDC4	1.0775
SIAH2	-1.031375
GDPD4	0.2715
C21orf87	0.22575
ATP5A1	0.0998333333333333
C16orf63	-0.829
LOC388135	-0.824333333333333
ATP5J2	-0.968
MMP3	-4.151
EMID2	-0.23875
CRHR1	0.21125
WDR70	0.2115
C13orf31	1.118
ZFAND1	0.85875
CCL18	4.0425
C3orf49	0.628
RINT1	-0.8615
KIAA0408	-0.19
F13A1	3.8608
SLC10A1	0.049
OGN	3.633
GIPC2	0.698333333333333
XPO6	-1.2155
LCE1A	0.1975
FMR1	0.2331
LOC374920	0.49725
DUSP3	-0.15025
ANKMY1	-0.4605
C7orf50	-0.35325
BBS9	-0.1913
UNC119B	0.42525
C9orf72	0.94475
MGC35440	-1.2965
ENTPD6	0.266875
PPP1R2P9	0.6085
ERCC4	-0.3485
FAHD2B	0.217
HMHA1	-0.7265
HACL1	-0.00725
RAD23A	-0.520333333333333
FAM83B	-0.467
PPP5C	-0.961333333333333
RNASEH2C	-0.440375
C9orf153	-0.69425
SCAMP4	0.262625
GHITM	0.1785
NDUFB7	0.333875
ADCYAP1	0.053
SP110	1.15633333333333
MAP3K7IP2	0.9025
DHH	0.26
AGRN	0.161428571428571
WDR33	0.0506666666666667
CEP290	0.0416666666666667
PRPS1L1	-2.20883333333333
KLRA1	0.3265
GPR97	0.0605
CHD7	-0.864
TLR10	2.19275
SLC30A8	-1.126
HIC1	1.936
IAPP	-0.2195
RXFP4	0.257
GP1BB	0.50175
SHQ1	-0.184
NKX2-3	0.267
API5	-0.03475
FTHP1	0.377
MOV10L1	0.0963333333333333
TRIM6-TRIM34	2.22966666666667
ADHFE1	1.487
FAM117A	0.38175
DDI1	-0.283
CDON	0.346666666666667
TRIM73	-0.99
IGKC	4.9585
MMP14	-1.24433333333333
DYNC1LI1	-0.53075
C11orf66	0.54275
TRBV3-1	-0.8965
FASTKD5	-0.16525
BIVM	-0.7385
LHX4	-0.84325
CXCL2	3.5738
RAB2B	0.128333333333333
IZUMO1	-0.47325
MAP3K15	-0.851375
FAM19A2	0.6135
ZC3H8	-0.824833333333333
ZMAT1	2.24725
SPINK5L3	-4.088
SLC10A6	0.8775
APPL2	0.65025
CARD10	-0.186166666666667
LOC402176	0.952375
EEF1D	0.8309
RAB6A	0.0268
C12orf5	-1.14525
PAPOLG	-0.08575
MSRB2	0.3045
BCR	0.204333333333333
PUS3	-0.066
TIAM2	1.318
ZNF317	0.1195
CHD2	0.180428571428571
FZD5	-1.52472727272727
NUDT8	-0.2985
ZNF763	0.3925
PRC1	-3.42288888888889
ABCB9	0.00516666666666667
SPATA3	0.111
TRAK2	0.251375
STAB1	2.46825
LRRTM2	0.965666666666667
psiTPTE22	0.5305
DBI	1.31025
SERPINA11	-1.61625
NAT5	-0.244
C20orf58	-2.222
RPS6KA4	-0.124
FLJ90650	1.567
TGFBRAP1	0.16975
CHRDL2	0.3385
FAHD2A	0.0195
CNTN1	1.19475
BBS4	-0.1053
TMEM181	-0.0005
MINPP1	-0.41325
MPHOSPH6	0.426083333333333
HOXC10	-0.5176
ITPKB	0.126125
CLPTM1L	-0.59925
MEOX2	2.21266666666667
ATP6V0C	-0.25225
PRPF8	-0.0213333333333333
TMC5	2.067
FKBP3	-1.0615
PLEKHB2	-1.30625
OR4D6	0.4905
ZNF544	-0.5446
D2HGDH	-0.467625
RPL18A	0.7884
HEL308	0.150375
MPP6	-2.10525
TCERG1	-0.79675
KRT16	1.008
KLF17	-1.14775
KLF5	2.745375
CDR1	3.19025
VCX3A	-2.483
FBLN2	1.371
C14orf104	-0.22325
HBE1	-4.3466
OR4S2	1.669
C1orf108	-1.0335
ROBO4	3.70783333333333
CPEB4	0.374375
C11orf80	0.065
BCKDHA	0.4265
MYOC	3.674
GIF	-0.0755
CKMT1A	1.1335
RPL3	1.5547
THBS1	1.2835
APOO	-1.817
ARMCX1	2.40125
HSZFP36	0.71275
SNAPC5	-0.47425
EIF4ENIF1	1.00825
ZNF433	0.36375
TNFRSF21	0.187875
TMPRSS7	-0.954
SPATA18	1.802
HPDL	-1.604
MKL2	1.3023
TBX3	1.29069230769231
C21orf93	-0.214833333333333
DAXX	-0.56675
ELMO1	0.491125
RGS13	1.54316666666667
TAF11	-0.77975
UNC13A	-2.357625
LOC653314	0.3929
ORC3L	-0.38075
IMAA	-2.22
TARBP2	-0.806
CABIN1	-0.4558
TRIOBP	0.187
HIST1H2AC	-0.79225
RGS22	-1.87233333333333
NCOA1	1.75516666666667
