Hybridization REF	TCGA-BH-A1ET-11B-23R-A137-07
TRIM6-TRIM34	1.108
ADHFE1	2.09725
FAM117A	0.744
DDI1	0.11
CDON	0.554166666666667
TRIM73	-0.621
IGKC	5.4245
MMP14	-1.11558333333333
DYNC1LI1	-0.355375
C11orf66	0.475
TRBV3-1	-1.4735
FASTKD5	0.01525
BIVM	-1.51675
LHX4	-0.2595
CXCL2	3.6642
RAB2B	-0.1845
IZUMO1	-0.05825
MAP3K15	-1.132875
FAM19A2	0.462
ZC3H8	-0.223833333333333
ZMAT1	2.53575
SPINK5L3	-3.67
SLC10A6	1.398
APPL2	0.228125
CARD10	0.551333333333333
LOC402176	0.52575
EEF1D	0.8214
RAB6A	0.089
C12orf5	-0.22175
PAPOLG	0.86225
MSRB2	0.58625
BCR	0.587833333333334
PUS3	-0.09225
TIAM2	0.63775
ZNF317	-0.208333333333333
CHD2	0.0638571428571429
FZD5	-0.562227272727273
NUDT8	-1.01075
ZNF763	-0.3625
PRC1	-3.90811111111111
ABCB9	-0.1755
SPATA3	0.5455
TRAK2	0.9545
STAB1	3.583
LRRTM2	1.8665
psiTPTE22	0.92575
DBI	1.202
SERPINA11	-1.31
NAT5	0.24
C20orf58	-2.44975
RPS6KA4	-0.0286666666666667
FLJ90650	3.267
TGFBRAP1	-0.26125
CHRDL2	0.62075
FAHD2A	-0.130166666666667
CNTN1	0.829
BBS4	-0.4498
TMEM181	0.10825
MINPP1	-0.7925
MPHOSPH6	0.340333333333333
HOXC10	-1.0715
ITPKB	0.819375
CLPTM1L	-0.289125
MEOX2	3.33866666666667
ATP6V0C	-0.18725
PRPF8	-0.0638333333333333
TMC5	2.80725
FKBP3	-0.56475
PLEKHB2	-1.40025
OR4D6	0.4675
ZNF544	-0.5734
D2HGDH	-0.327125
RPL18A	-0.0466
HEL308	0.615125
MPP6	-2.20525
TCERG1	-1.519
KRT16	0.451666666666667
KLF17	-1.92775
KLF5	1.33125
CDR1	4.368
VCX3A	-3.1725
FBLN2	3.21625
C14orf104	-0.078
HBE1	-4.9042
OR4S2	0.3295
C1orf108	-0.7875
ROBO4	4.79216666666667
CPEB4	0.373875
C11orf80	-1.54816666666667
BCKDHA	0.243
MYOC	6.038
GIF	-0.371
CKMT1A	0.048
RPL3	1.3535
THBS1	1.643375
APOO	-1.853
ARMCX1	2.54975
HSZFP36	0.918
SNAPC5	-0.42375
EIF4ENIF1	1.42675
ZNF433	-0.3335
TNFRSF21	-0.350125
TMPRSS7	-0.0725
SPATA18	1.4449
HPDL	-2.7005
MKL2	2.3112
TBX3	0.886
C21orf93	0.753166666666667
DAXX	-0.58075
ELMO1	0.791
RGS13	2.75733333333333
TAF11	-0.71325
UNC13A	-3.211125
LOC653314	0.2172
ORC3L	-0.2185
IMAA	-2.9275
TARBP2	-0.7385
CABIN1	-0.737
TRIOBP	0.5660625
HIST1H2AC	-0.13825
RGS22	-0.6235
NCOA1	1.44666666666667
IL25	2.5555
SNCG	2.9705
GPR6	-0.0835
AMDHD1	-0.852333333333333
CHEK2	-1.373625
C6orf142	2.652
DRD4	0.272
C14orf68	-1.3965
GDF11	-2.788
SEMG2	0.418
CD247	-0.75575
CDAN1	-1.107
RBMX2	0.0225
TGS1	-0.8805
OIT3	-0.36125
SYF2	1.077
MCM4	-4.143875
PKHD1L1	3.22575
CEP192	-0.584333333333333
IFT88	0.5055
RPL9	1.107
RAB32	0.606625
DDX43	1.56
P2RX2	0.0841666666666667
OR5D18	0.715
UBE1	-0.8435
SLC24A1	1.218375
ARHGAP5	-0.51325
CETP	0.578
KIAA1731	-0.986333333333333
SLC9A4	0.2115
PTPN6	0.31475
BAHD1	0.3025
GRIK3	0.8665
CACNB2	0.3322
PDE10A	-0.64875
DGCR14	-0.1495
PCDHB9	0.354833333333333
RHOQ	0.720666666666667
MAP3K4	0.1395
KTI12	-0.2125
RPL23AP13	1.5485
GNG11	2.3015
CLCN3	0.109666666666667
GPAM	1.509875
VSTM2A	0.1425
SLAMF7	1.79683333333333
INTS2	-0.96625
PPP2CA	-0.3062
LRP12	-0.304333333333333
SEC14L2	2.48711111111111
DKFZP586H2123	4.82825
MC3R	0.051
CIRH1A	-1.32433333333333
HIST1H2AB	-0.876666666666667
POLH	-1.56725
MGC16703	-2.11216666666667
SNAPC2	-0.1095
FILIP1L	2.0435
RASGRP4	0.733
LRRC1	1.33125
GAS1	2.77475
PRAC	-0.67025
DGKA	-0.945
NT5C3	-0.7755
PEG3	-2.01716666666667
NADK	-1.53925
PRR17	-0.7795
LOC374569	0.71425
SGSH	0.412166666666667
NLRP8	1.973
GALT	0.5174
MCF2	-1.1705
ZNF263	0.0725
TACSTD1	0.362166666666667
TYR	-6.6188
ATP6AP2	0.15725
RNUXA	0.17625
ABHD10	0.219
GDPD2	-1.51525
SLC35C1	0.322
UBE2A	0.073
HERC5	-0.2355
FAM112B	-4.89733333333333
FBXL16	0.07675
DKFZP434A0131	-0.63475
ELA3A	-2.5185
RBM41	-1.325875
HAO2	-0.10375
RNH1	0.477375
SHANK2	2.24233333333333
OSBP2	-1.864625
DAK	-1.07416666666667
C3orf58	1.528
TCL1B	-1.2945
KBTBD2	0.021375
SUGT1L1	1.147
UBE2E2	0.642333333333333
MYL9	3.7445
CDC23	-0.616166666666667
PBXIP1	1.6198
CXorf40B	-0.1555
NBL1	1.28875
RTBDN	-0.0605
RAB11FIP5	0.694625
TTTY13	-0.2385
SCOTIN	-0.0828333333333334
SOHLH1	-1.0945
CDKN1A	0.180785714285714
NCK1	0.9155
ZNF550	0.88175
SAPS3	0.106083333333333
SPIN3	0.487166666666667
MAGEE2	1.303
MIS12	-0.279666666666667
OR8H2	0.0385
KIAA0774	-1.1155
UNC5D	-2.1555
CUL7	-0.831
LIPC	-2.45433333333333
DIO1	-2.925
C20orf11	-0.3054
CTRL	-0.4855
HS3ST2	3.1505
PAK4	0.0705
CCRL1	5.213
RNF10	-0.405
ZNF567	0.8805
ZNF660	-1.5125
TCEAL3	1.3605
MAGOH	0.913666666666667
CENPB	-0.428666666666667
C19orf7	0.85825
LOC388965	0.626
ZCCHC13	-0.705
JMJD1A	-0.5398
HIST1H4H	-1.5595
TBRG1	0.1153
GPC3	-0.91125
TAF1C	-0.111625
EBNA1BP2	-0.929666666666667
CIAPIN1	-0.8785
PDGFRA	1.06033333333333
CSTB	-0.531875
CENPI	-3.9595
GTF2E2	-0.5815
RPP21	-0.267
CCNF	-2.48983333333333
KCNQ3	0.0295
FAM79A	1.69125
SLC22A12	0.2515
NOVA1	2.32133333333333
FZD3	0.2495
AKAP8	-0.8405
SOCS5	0.80425
CFDP1	-0.486
DLG5	0.059
PGM5	2.91466666666667
C1orf144	-0.23
HDAC10	-1.293
RND2	-0.7
C20orf199	-0.45575
RNMT	-0.857375
SLURP1	0.0925
ASTN1	0.467714285714286
SH3BGR	1.85275
MYCL1	-0.874
ZHX1	1.21016666666667
CENPK	-4.355
FOSB	4.6455
LOC643406	0.535875
C2orf59	-1.295875
TMEM135	-0.096
SLC27A2	-3.61425
KRT33A	1.4215
OVOL1	1.79525
PAMCI	1.32083333333333
S100A7	-1.626
ZNF789	-0.3825
HARS2	0.02775
RPL23A	-0.376333333333333
TCF23	1.49625
UPF3B	-1.089625
C17orf78	-0.3395
HLA-DOB	1.37533333333333
C14orf142	0.282166666666667
TEKT5	0.353666666666667
DMWD	0.0465
POLD1	-2.47016666666667
GSCL	-0.871
CALD1	1.1302
SCRT1	0.990333333333333
AIG1	1.5405
UNC84B	0.4075
ZNF404	1.582
TMED6	-1.2195
KIAA1462	0.5355
LRRC27	1.42
PYGO1	-1.853
PIGU	-0.887666666666667
ALAS2	-3.68383333333333
WRNIP1	0.10725
CNNM3	-0.356
ZNF2	0.61575
ST3GAL5	0.158583333333333
MRPL23	-0.52875
TSSK6	-0.764
PSMA6	-0.68
C16orf70	-0.65175
KIAA1602	-0.09525
ALMS1	-0.322
DCN	4.80725
TMEM132D	-1.36975
SUCLG2	-0.15025
ABHD14A	0.66125
DEXI	0.341666666666667
AMPD2	-0.991
IFNAR2	-0.9955
CYB5A	1.9778
TLOC1	1.24135
NXF5	-0.903666666666667
NRBF2	0.722625
KCTD3	0.52875
ITGAE	-0.2415
SLC30A3	-1.6465
ZRF1	-0.975
IFRD2	-0.5155
XAB1	-0.25775
PYCR2	-0.8695
SERPINB3	-4.3425
TMLHE	0.301
GEFT	0.18525
ABCA5	1.382625
EMR4	0.065
TSFM	-0.62675
HIST3H2BB	-1.377
ARHGEF19	0.044
TSPAN17	-0.441666666666667
ABCC8	3.76675
MAP1S	-0.140666666666667
C22orf36	1.11425
BNC2	-0.140857142857143
HIST1H4A	-1.55
NDUFS3	-0.307333333333333
WDR3	-1.13283333333333
XKR4	-0.43925
TTC33	0.508785714285714
STMN2	4.1595
CPN2	0.191833333333333
HSPC105	0.934
PCOLCE2	1.70525
C3orf55	3.7835
KLHDC9	1.5345
TBC1D23	0.148625
ATXN2L	-1.32416666666667
MAP2K3	-0.254083333333333
SCAP	-0.177
ZNF486	0.0426666666666667
C20orf96	-0.8645
NARS	-0.8035
ADAMTSL1	-1.04478571428571
PRCC	-0.558
CCDC126	1.758
ZNF675	-0.371
CALCOCO1	1.2545
ANKRD43	1.5145
CWF19L2	0.595833333333333
ZBTB32	0.915166666666667
BRAF	-0.753
ODF4	0.345
MGC14376	1.506
HORMAD1	-3.86816666666667
AAK1	-0.0695833333333333
PEBP1	0.917416666666667
TNFSF5IP1	0.129833333333333
DKFZp564N2472	0.27025
RMND1	0.1515
IGKV1-5	5.2555
COL1A2	1.62466666666667
SERPINA5	-0.701125
AANAT	0.32
C19orf21	-2.5755
GEMIN5	-0.781
UBR4	-0.331166666666667
LTBP3	1.17733333333333
AMHR2	-2.38383333333333
PROCR	0.663
MYBBP1A	-1.1195
C20orf39	-2.42133333333333
ZNF697	-0.07625
PASK	-1.616
ZNF776	0.2045
RFXDC2	-0.47725
KIAA0467	0.455
C10orf96	-2.39175
ZNF503	-0.02625
GULP1	0.90425
KCNE4	-2.14333333333333
DKFZp434K191	0.27
LOC196913	-0.0395
BHLHB4	0.975
CH25H	2.658
LOC81691	-1.74766666666667
ALPL	0.976285714285714
COL12A1	0.692875
FOLR3	-1.687
GPR123	0.643
TRIM62	-0.252357142857143
ABLIM1	2.15716666666667
MAST3	-0.6285
RHBDD1	0.00833333333333332
LOC338809	-0.7255
RYBP	-0.51875
TTC26	-1.089375
ZNF22	0.551833333333333
ISCA2	-0.1605
RDM1	-4.3495
PIGM	-0.0915
GNB3	-1.813
ACTR2	-0.7345
HMGB1	0.0463
EDG1	5.21733333333333
SOAT2	-2.97675
OR10AD1	0.5995
RAP1GDS1	0.800166666666667
LCE1F	0.2045
ESM1	-2.05825
RCN3	1.59825
CREBL1	-0.282
DBNL	-0.873166666666667
PTGER3	3.449625
USP30	-0.242666666666667
BCL2L12	-1.14316666666667
KIF26B	0.309
ZNF416	0.545
ZNF225	0.2595
C17orf70	-0.185
ZNF554	1.06675
RAE1	-1.46633333333333
TNIK	-0.256
ACTN3	0.2075
MGC45922	0.857
CCNA1	0.591833333333333
RYK	0.837833333333333
IL26	0.426
LRP3	0.8465
QARS	-0.383
SOX7	2.416
BID	-0.71225
OR2S2	-1.1835
CXCL14	5.217
C11orf47	-0.9525
MGC29891	-0.450166666666667
HSPB8	2.0231
PRDM14	-2.334
NUFIP2	0.6265
MNAT1	-0.0455
ZDHHC2	0.870666666666667
MBNL2	1.44875
ADD3	0.9505
CSNK2A1P	-1.135
KLK6	0.9975
TMEM111	0.0695
KIAA1279	-0.0955
NUBP2	-0.5275
RAB42	-1.13675
ID3	0.5219
TM9SF1	-0.6705
MDP-1	-0.174
POU4F2	1.18925
IQCK	0.96925
C16orf14	-1.5475
CAPN3	-0.891375
FAM43B	0.205875
RECQL	-0.63825
AP1G1	-0.571
CTNNBL1	-0.364666666666667
ECHDC1	-0.0333333333333333
SMARCC1	-1.613
FOXQ1	-1.316625
GNAI3	-0.128
POLG2	-1.1995
CD4	1.1925
ITLN1	2.838
EBI2	4.5015
IRF1	0.28975
PTPRE	1.8875
PTK2B	-0.829
NXNL2	-0.7405
SOX4	0.377166666666667
TSPAN3	0.4635
SH2D1A	-2.62916666666667
C8orf58	0.167166666666667
USP20	-0.72875
DUSP22	0.115916666666667
CALB1	-3.60316666666667
L3MBTL2	0.727166666666667
MCRS1	-0.66225
TMEM118	-2.369
C18orf8	0.5295
FLJ10241	-0.435375
GJA12	2.846
PKD1	0.372833333333333
ZFP3	1.2135
JAM3	-0.0875
LAPTM4A	1.8039
DIRC2	0.258
KIAA2022	0.681
MYOM1	2.441
TRPM8	-2.88466666666667
MOP-1	1.23625
PHKG2	-0.859
ZNF650	0.491875
KIAA1522	0.661125
PSG8	-1.85116666666667
DDX19B	-0.434
MOBKL1B	-0.56975
DIAPH2	0.531
PTPN12	0.8625
CLN8	0.0668
CRYZL1	0.675833333333333
CRY2	1.38008333333333
FCGR2B	4.74516666666667
PNPLA4	1.344375
ZNF454	1.1395
DKFZp434B1231	0.77775
CLDN11	2.7412
RFWD2	0.0233333333333333
CIB2	-0.164166666666667
MXRA8	2.973625
HRK	0.0731250000000001
MAML2	0.7055
C4orf31	2.23975
C6orf192	0.518
COG6	0.46175
FAM5B	-0.15025
NFATC1	1.234
SEPT10	0.72025
SCYL1	-0.2494
RPP40	-1.2315
SCOC	0.9632
KIAA1450	1.32
CTDSPL2	-0.29475
TBX5	1.7555
NAPG	-1.408875
RHD	-5.1595
C14orf45	1.95316666666667
ZBTB22	0.822
PLCG1	-0.8415
ANKRD10	-0.075875
AQP7P2	4.67175
TAGLN2	-0.1115
HTR2C	-1.94683333333333
SLC16A7	0.3425
C17orf83	-0.49475
TSGA14	-0.678083333333333
MDH1	0.01675
PPP3R2	0.0598
DCBLD2	-1.52207142857143
RBM33	-1.004375
DPH3	-1.4245
SYT10	-2.20416666666667
FMO4	2.407875
THYN1	0.0295
DRD5	-1.4875
OTOR	0.72225
PGRMC2	0.7862
KATNAL1	0.66175
PAQR6	-2.39275
UBE2I	-0.8185
C14orf28	0.91
C8orf70	1.34325
FLYWCH1	-0.110875
ANGPTL3	-1.04975
GLRX2	-0.421666666666667
ATP11A	-1.01521428571429
ARL5B	-0.71125
MUC16	-1.97975
SLC25A5	-1.27185714285714
ACRC	0.4535
MYO1C	0.02275
FAM89B	0.830833333333333
FAS	1.266625
KIFAP3	1.025
GLRA2	0.2015
BTN3A2	0.2345
CNKSR3	0.278875
CSTF3	-1.01516666666667
ARPM1	1.03275
KIAA1530	-0.96
C9orf150	1.23666666666667
PRKCI	-1.5885
tcag7.1015	-1.97975
SOD3	2.491
ZNF574	0.36275
CYP21A2	1.54875
RPL12	0.681
COMMD2	-0.5335
WIZ	-0.13325
LOC344405	0.13175
ALDH4A1	0.330705882352941
CRYAB	4.75175
COPA	0.287833333333333
PCDHGA7	0.333333333333333
KIF11	-3.39008333333333
RASD2	0.15525
SLC26A3	3.2
ZNF175	0.224
JAKMIP2	-2.859625
C8orf4	2.3955
PTHLH	2.2625
SLC40A1	3.36775
OR7D4	0.328166666666667
PCDHB17	-0.6865
CD36	6.87907142857143
C6orf203	1.0207
PRKG2	0.531
LOC400566	0.264
ANAPC13	0.43075
SLCO3A1	0.055
ZNF692	-1.6505
FANCL	-0.5605
SH3GLB1	0.77575
C12orf61	-0.538
KBTBD6	-0.3455
SUPT5H	0.27075
XRCC6	-0.1388
HUS1B	-0.00349999999999999
FAM133B	0.0111428571428571
LOC728276	-1.1435
KCTD18	0.82825
SOS2	1.451
CCDC99	-1.9815
C1QTNF5	4.118
NNAT	0.914166666666667
USP16	0.54975
LARS	-1.61625
ZBTB2	0.375125
ABO	0.2615
TRAF3	-1.0295
GALNT5	-3.8295
NAP5	-0.131
ALG14	0.7975
KIAA0515	-0.0813461538461539
WDR75	-0.537
TEX261	0.11525
LY86	0.53
LOC389072	-0.2025
FLJ13611	0.11375
MRGPRX2	-0.1385
SNRPA	-1.264125
OR2G2	0.342
GPRASP2	2.261
C7orf42	0.1808
C9orf163	-0.428
CYP11B2	0.4305
FCRL3	0.709
PRDX1	-0.7755
FGB	-6.96533333333333
COX17	0.0795
C16orf33	-1.14575
PIWIL1	-0.2365
FOLR1	-1.0815
KIAA0082	-0.247
FREQ	-1.5735
TMCC2	-1.00116666666667
TCF12	-0.812333333333333
ZNF721	0.781
FAM130A2	1.835
POU4F1	-3.11525
SNRPF	-1.254875
SGIP1	1.53833333333333
ZNF641	0.918333333333333
EMG1	-0.57975
PRRG4	0.462
HIRA	-3.27375
MYNN	0.501166666666667
AEBP2	0.0813333333333333
TBXA2R	0.278166666666667
ISL2	-1.85933333333333
PCDHB11	0.3475
RNF144A	-0.65625
MARCH5	0.47975
DULLARD	-0.245
DCLRE1B	-1.11
ITGA8	0.636
TP73	-0.03975
PRKCD	0.6945
NDUFB4	-0.11075
ATP13A4	2.189
ANTXR2	0.0925
COL4A3	-0.561333333333333
MYO10	-1.8143
SLC6A18	0.29475
PEX1	-0.02325
TMEM74	-0.712833333333333
RBM19	-0.1045
TAPBP	0.25935
RUNX1	0.677
MID1	0.47225
GPR64	0.925666666666667
RASEF	2.5795
GABRG1	0.083625
MYO16	-1.022
DBF4	-2.46683333333333
TSHZ2	4.68225
RIPK2	-0.431875
PPTC7	-0.474833333333333
KIF4B	-2.588
LRRC31	0.106
ZNF540	2.94125
EFNB3	0.174833333333333
LOH12CR1	0.096125
STON2	0.0755
GLP1R	0.576666666666667
CSTF2T	-1.4
IREB2	-1.0635
GRSF1	-0.2875
PDCD7	-0.576166666666667
LRRC43	0.3325
CNR1	2.472
IL1F7	-0.133
C12orf64	-0.07375
FAM69B	0.43375
NR2E1	-2.7755
MS4A6A	3.7799
FTL	-0.3115
C7orf36	0.6175
PCLO	0.1901
DYRK2	0.39375
ARIH2	0.217625
SAMD7	0.164
SCNN1D	-0.517
SLC32A1	-1.76728571428571
C22orf25	-0.5085
MRPS18A	-0.2217
GPR112	0.235
EARS2	-1.517
ERN2	0.619
ATPBD3	-0.0618333333333333
PRH2	0.318
CDKN2D	-0.4795
PGLYRP2	0.32675
TRIM40	0.38275
SEC14L3	0.449166666666667
SLC22A1	-0.3585
BTN2A3	0.318
RASA4	1.59725
CCNL2	-0.404666666666667
MYBPC3	0.468
GJA4	4.5395
CDC42SE1	0.403625
TRPV2	-0.61325
MYPN	-4.3778
SIM1	0.485
CDADC1	1.12433333333333
ZFHX4	1.81675
NIBP	0.206
ADAMTS19	-1.828
ABTB2	-1.43275
TSPYL2	0.06625
EIF2S3	-0.4802
SOX30	0.00799999999999999
AP2A1	-1.03166666666667
DKFZP564O0523	1.04066666666667
LOC285398	-0.811
CDH18	-5.358
CHL1	4.468875
GATS	-0.2144
TBC1D2B	1.056
OR1J1	-1.2045
GSN	3.271
DPCR1	0.00199999999999999
GARNL4	-0.242833333333333
SMARCA5	-0.97925
PLEKHG3	0.784
ZBTB45	0.509
FRMD6	0.167166666666667
PLS1	-0.582166666666667
DGKZ	-0.221166666666667
EFNA1	1.3524
WDR85	-0.549
ANK2	1.74475
PAGE4	-0.3265
SENP6	1.5265
AKR7A2	-0.328166666666667
FKBP10	-2.43
VEGFC	0.0143333333333333
LARP1	-1.198125
SRBD1	-0.04925
ITGB6	3.139
SLC1A2	-0.428071428571429
INVS	-1.03316666666667
MPO	0.88775
MOBKL3	0.3192
CUTL2	1.726875
KLK2	-0.229166666666667
VIM	0.01225
REG1B	0.130833333333333
PCDHGC4	0.09925
C3orf34	-0.086
SUMO3	-0.383333333333333
CST9L	0.577
MLL4	-0.51775
SPR	0.393166666666667
SAMD9L	0.93925
ABCE1	-0.61475
SUPT3H	-0.521333333333333
ACTBL1	-2.6435
ADAMTS4	-0.1085
SLIT3	4.31025
RHEBL1	-1.00325
NPM2	0.42375
MAN1C1	1.228625
KIAA1856	0.76475
HSPA6	1.1905
LOC388152	-2.4825
C10orf140	1.31225
ZDHHC12	-0.8165
LIN7A	0.239
PHC2	0.18475
SPHK1	-0.36825
TRIM26	-0.2385
FAM83E	-0.486
C18orf24	-3.71916666666667
ZNF578	0.422166666666667
ORAI1	-0.39325
RUVBL1	-1.72558333333333
C7orf20	-0.773166666666667
APAF1	-1.1585
SLC36A4	-1.16783333333333
MYH11	5.28116666666667
NEK1	0.0443
MPP2	-0.78875
C12orf24	-2.634
TNK2	0.5595
ZNF289	-0.54675
MATN3	-2.69885714285714
IFNGR2	0.8675
ITPR1	2.00225
EBF3	5.1198
TBC1D20	-0.4335
OR10P1	0.5915
DDAH2	1.4495
SHPRH	0.136625
STX7	0.6695
LOC554248	-1.29225
BCAR1	0.052
ATXN3	0.121333333333333
TRIM27	-1.11975
CDC42EP2	1.6215
CHP	-0.127
SOX17	3.283375
ZNF259	-1.00666666666667
CHCHD1	-0.056125
ZDHHC19	0.1535
GBP2	3.272
GARNL3	1.145875
MRC2	-0.12275
C1orf52	-0.37775
AOF2	-1.24433333333333
LRPPRC	-0.5863
ACVR1C	4.13
TM4SF18	5.2195
TMEM169	-0.108833333333333
PPP1R16A	-0.362625
EBF1	3.981
RRS1	-0.787833333333333
SNX2	0.25275
OR2T2	0.376
RBX1	0.01525
ANKRD54	0.2015
TSNAX	0.0703333333333333
TMEM83	-2.08075
ZBTB7A	0.089
ATM	-1.86745454545455
LOC338328	4.28583333333333
TIE1	2.52133333333333
HIST1H3G	-0.573166666666667
PASD1	-4.43566666666667
TINAG	0.508
PCDHAC2	-0.373
LRRC15	-0.450125
WBSCR17	-0.51225
TFF2	-0.3425
PARP2	-0.43875
NDFIP2	-0.4195
PCDHGB2	0.0195
WDR60	0.28775
MAP7D2	-1.806
USP45	-1.5185
GSDML	-0.20075
TNS1	0.9738
PLCD4	0.597
IQCD	0.141166666666667
SMPX	-1.94325
CD9	0.7455
SRGN	2.469375
CASP7	1.37225
INOC1	0.291666666666667
DKFZp451M2119	-0.4915
VMAC	1.089
USP53	1.4563
CAMK1G	-0.86525
TMEM106A	-0.290333333333333
CDC20	-3.8029
ACSL5	1.075
CBWD5	-0.299
C1orf87	-0.984166666666667
KIAA1274	1.9965
PRUNE2	-0.836071428571429
LYPLA2	-1.08116666666667
DOK6	-1.41783333333333
GPR149	0.1095
FAM30A	3.39425
TMEM129	0.577
SLC35B3	0.73425
ACPP	0.0103
LOC200261	-1.9895
SLC4A7	-0.6309
CCDC40	1.82175
GART	-2.1605
THOP1	-1.81475
SCARB1	-0.474875
CACNA1F	0.46075
TRIAP1	-0.31
SYT14L	0.00550000000000006
SFRS8	-0.397666666666667
PBOV1	-0.1045
GOLSYN	2.202
GJB7	-0.172
CAMK2N1	0.723666666666667
GREM1	3.34108333333333
FLJ20433	1.1405
QPCT	-3.386125
PRKAG2	1.35416666666667
H2AFX	-2.63225
C6orf154	-0.24375
PLOD3	-1.43725
ZBTB39	-0.255
WASF3	2.05675
DRG1	-0.48225
PRR4	2.707
SPCS1	-0.399
KDELR3	-0.915666666666667
SRP19	-0.224166666666667
GABRA6	-0.989
MFSD1	1.1485
MMEL1	1.35025
PDXDC2	-0.679
BUB1	-6.88655555555556
RNF138	-0.72575
MYLPF	-0.4025
AIF1	1.41516666666667
DYNLRB1	0.4853
HCN3	-0.872833333333333
HIST1H2AI	-1.49625
MAP4K5	0.348583333333333
LASP1	-0.024
LOC130951	0.1735
PLAA	-0.048125
KRT6A	-1.6615
C6orf117	-0.15025
ARHGAP23	-0.2415
PTF1A	-0.1785
GPHA2	-0.1265
LCE3B	0.2045
MCL1	0.6735
EHBP1	-0.335666666666667
PRNP	0.94675
ZSCAN1	0.45775
C1orf113	-0.238166666666667
FOXA3	-2.724375
NEB	0.63975
ASGR1	-3.8905
CTGF	2.83916666666667
RAB17	0.357
MST101	-0.572
JARID1B	-0.4477
USP37	-0.6657
PTBP1	-1.11033333333333
PTPN7	-1.13983333333333
CDC7	-3.299
SNX7	0.62325
ZNF335	0.14925
CPT2	-0.795
HEATR1	-1.4025
HSPC152	-0.053125
C5orf40	0.005
PSME1	-0.0131666666666667
STAG3	-2.1575
TMEM154	0.569833333333333
KLHL32	-0.1265
TSGA10IP	-1.179
SUV420H2	-1.20133333333333
SF1	-0.637
2'-PDE	-0.283625
PNLIPRP2	-1.8675
TRSPAP1	0.26525
NUP210	-2.14366666666667
ANP32C	-1.18066666666667
RAB11B	0.691
ASB15	-0.17
ITGB3BP	-1.778
UBASH3A	-0.7605
YWHAB	-0.177625
TPRX1	-0.51075
LY6G5C	-0.0975
SLC7A2	-1.008375
CLK1	2.5675
HSD3B7	-0.521166666666667
VDR	1.9615
C16orf74	0.27125
ACE	0.60325
PSMA2	-0.053
CCDC131	-1.084875
ZNF213	0.686833333333333
EML2	-0.52975
ALS2CR13	0.226666666666667
GLYATL1	-1.077
DSPP	-1.3285
DHFRL1	-0.34825
C10orf30	1.4315
SH3RF2	0.644
LOC197322	-0.4595
DLL3	-1.82875
TIGD7	0.304
GFRA3	-0.01025
CPA1	1.94883333333333
RTN4	0.179166666666667
PPT2	-1.0535
FASLG	3.50625
FOXP4	-0.00425
RPL26	0.8174
GNL3L	-2.55783333333333
FMR1NB	0.341833333333333
CD163	7.57525
SGPP2	1.06475
GIMAP2	2.57125
CD37	0.509666666666667
DPT	5.93391666666667
NBLA00301	3.28975
RGS5	3.50975
C9orf4	0.062
ACTL8	-4.02633333333333
PRKAR2B	1.207625
OPLAH	-0.0616666666666667
C20orf134	1.23775
SPACA5	-0.20125
TBL1X	-0.964333333333333
TSPYL3	0.76
CHCHD3	-1.179
CRKRS	-1.19283333333333
GPR65	5.21125
DFFA	-1.097625
FUT1	1.38675
C6orf204	0.0445
TMEM51	0.08975
ZNF580	-0.30575
CMTM2	0.38775
C20orf200	-0.728
EZH1	0.885666666666667
FDX1L	-0.387125
MRPL32	-0.05575
PCAF	0.183
ALOX15B	2.585
CD59	2.03033333333333
CDK9	-0.242375
ERP29	0.0413333333333333
TTR	-5.203
BCMO1	0.021
DDIT4	-1.564
PTGDS	4.18575
C3orf63	-0.0736666666666667
BST2	-0.183875
CYP1A2	-0.1905
C5orf25	-0.941
STX1A	-1.26894117647059
OR2A12	-0.217
SH3BP5L	0.12025
SERINC5	-0.648
USP6	-0.2539
MRPL3	-0.732
POMP	-0.18975
INPP4B	1.023875
GMPPB	-0.29175
EAPP	1.06
AHSA1	-1.1135
ABCA11	0.407
SLC5A6	-0.755
HIVEP2	1.4825
SUMO2	-0.139
KIAA1822L	-2.33316666666667
C11orf67	1.83325
TXK	0.373125
PHCA	-1.0611875
ICAM4	-2.4255
FPGS	-0.276
SNRPA1	-1.5625
KCNJ4	-0.720333333333333
KIF6	-0.5509
HIST1H2BG	-1.64183333333333
SLC5A5	0.32275
ZNF354B	0.735833333333333
IL12RB2	1.74825
C11orf76	0.1825
GAL3ST2	0.0155
AIFM2	1.137625
SYNC1	-0.61875
UBL3	0.645625
PIK3CG	-1.524
NLN	-1.6713
BCORL1	0.39125
CD5L	0.1015
ZNF238	0.970833333333333
KIAA1394	-0.24775
C16orf55	-0.5554
CYP3A7	-1.71575
KRTAP3-1	-2.508
TFDP1	-1.69083333333333
MND1	-5.226
NODAL	0.596833333333333
GTPBP4	-1.47925
TUBGCP2	0.537
SLITRK5	-1.611
CIC	0.397
CD79A	1.1725
SAMD14	-0.254666666666667
TNPO3	-1.4515
OR10G3	0.283
OR10G8	-0.3075
CCDC111	0.3965
HOXC9	0.7265
DCUN1D1	0.0479166666666667
CYB5R1	1.44925
TSR2	0.231
DAB2IP	1.3549
SLC6A5	-0.081
RAB3D	0.777
DCUN1D4	-0.244166666666667
ERBB3	0.166583333333333
SDC1	-0.775416666666667
ATP6V1H	0.253333333333333
SYK	0.6375
ST20	-1.381
