Hybridization REF	TCGA-AR-A1AW-01A-21R-A12P-07
RASEF	3.73
GABRG1	0.0987142857142857
MYO16	-0.7545
DBF4	-1.72533333333333
TSHZ2	1.8855
RIPK2	0.255
PPTC7	0.141333333333333
KIF4B	-0.881
LRRC31	5.163375
ZNF540	0.438
EFNB3	-0.0223333333333333
LOH12CR1	-0.538625
STON2	0.121166666666667
GLP1R	0.50825
CSTF2T	-0.828125
IREB2	-1.11925
GRSF1	0.3145
PDCD7	-0.815333333333333
LRRC43	1.5105
CNR1	-0.206166666666667
IL1F7	-0.2475
C12orf64	-0.6475
FAM69B	-1.41425
NR2E1	-2.321
MS4A6A	2.3237
FTL	-0.0939
C7orf36	-0.13275
PCLO	0.9123
DYRK2	0.158166666666667
ARIH2	-0.967
SAMD7	0.591
SCNN1D	-0.609
SLC32A1	-1.436
C22orf25	-0.172166666666667
MRPS18A	0.2426
GPR112	0.1285
EARS2	0.54725
ERN2	0.8585
ATPBD3	0.537166666666667
PRH2	-0.2455
CDKN2D	-1.08833333333333
PGLYRP2	0.43375
TRIM40	-0.14525
SEC14L3	0.0348333333333333
SLC22A1	-0.3825
BTN2A3	-0.06225
RASA4	0.42975
CCNL2	-0.566666666666667
MYBPC3	0.629
GJA4	3.306
CDC42SE1	0.91925
TRPV2	-1.535
MYPN	-4.3378
SIM1	0.269
CDADC1	0.1695
ZFHX4	0.925
NIBP	1.08866666666667
ADAMTS19	-2.319
ABTB2	-1.716
TSPYL2	-0.695125
EIF2S3	-0.3364
SOX30	-0.11025
AP2A1	0.695
DKFZP564O0523	0.3625
LOC285398	0.1495
CDH18	-5.128
CHL1	1.12275
GATS	-0.6427
TBC1D2B	-0.292
OR1J1	-1.844
GSN	0.991
DPCR1	0.108625
GARNL4	-0.629
SMARCA5	-0.625
PLEKHG3	0.598333333333333
ZBTB45	1.0455
FRMD6	-0.315833333333333
PLS1	0.746666666666667
DGKZ	0.365166666666667
EFNA1	2.8265
WDR85	-1.01975
ANK2	-0.166
PAGE4	1.59133333333333
SENP6	1.261
AKR7A2	0.284833333333333
FKBP10	-1.63125
VEGFC	-1.84466666666667
LARP1	-0.2245
SRBD1	0.12725
ITGB6	2.79775
SLC1A2	1.11014285714286
INVS	-1.79633333333333
MPO	0.25375
MOBKL3	0.5115
CUTL2	1.39075
KLK2	-0.0188333333333333
VIM	-0.922
REG1B	0.554
PCDHGC4	0.56725
C3orf34	-0.669666666666667
SUMO3	-0.2795
CST9L	1.59625
MLL4	0.53325
SPR	1.61733333333333
SAMD9L	0.37025
ABCE1	-0.664
SUPT3H	-0.802
ACTBL1	0.772
ADAMTS4	0.965
SLIT3	2.78375
RHEBL1	-1.455
NPM2	-2.077
MAN1C1	0.22025
KIAA1856	1.20608333333333
HSPA6	0.9955
LOC388152	-1.6255
C10orf140	2.4375
ZDHHC12	0.7375
LIN7A	-1.4677
PHC2	0.200833333333333
SPHK1	-0.2995
TRIM26	0.5941875
FAM83E	2.3875
C18orf24	-2.4635
ZNF578	0.595166666666667
ORAI1	0.425
RUVBL1	-0.80125
C7orf20	-0.179666666666667
APAF1	-0.1645
SLC36A4	-2.36466666666667
MYH11	4.23966666666667
NEK1	0.5737
MPP2	0.29325
C12orf24	-3.7675
TNK2	0.4415625
ZNF289	0.23225
MATN3	-0.244428571428571
IFNGR2	1.4845
ITPR1	1.00975
EBF3	2.7258
TBC1D20	-0.0888
OR10P1	0.30375
DDAH2	1.17275
SHPRH	-0.486875
STX7	0.327
LOC554248	-1.2865
BCAR1	1.493
ATXN3	-0.422666666666667
TRIM27	0.01275
CDC42EP2	-0.959
CHP	0.633928571428571
SOX17	2.31625
ZNF259	-1.169
CHCHD1	0.709375
ZDHHC19	0.0385
GBP2	1.857
GARNL3	0.451625
MRC2	0.57
C1orf52	-1.0065
AOF2	-0.788666666666667
LRPPRC	0.6105
ACVR1C	-1.11266666666667
TM4SF18	4.567
TMEM169	-0.3445
PPP1R16A	-0.53775
EBF1	-0.1105
RRS1	-0.459
SNX2	0.15925
OR2T2	0.323
RBX1	-0.43675
ANKRD54	0.226833333333333
TSNAX	1.14083333333333
TMEM83	-2.01575
ZBTB7A	0.803
ATM	-1.65991666666667
LOC338328	2.134
TIE1	1.7695
HIST1H3G	-0.0453333333333334
PASD1	-4.421
TINAG	0.587
PCDHAC2	-0.2225
LRRC15	1.270125
WBSCR17	-0.873
TFF2	0.996
PARP2	-1.1895
NDFIP2	0.523875
PCDHGB2	0.651
WDR60	0.141
MAP7D2	-2.4567
USP45	-0.9525
GSDML	-0.839
TNS1	-0.2413
PLCD4	0.924
IQCD	1.52583333333333
SMPX	-3.6925
CD9	1.50766666666667
SRGN	0.59725
CASP7	0.55375
INOC1	0.218166666666667
DKFZp451M2119	-1.460875
VMAC	1.628
USP53	0.4348
CAMK1G	-0.411
TMEM106A	-0.0345
CDC20	-2.6253
ACSL5	-0.929
CBWD5	-0.392875
C1orf87	-1.2058
KIAA1274	0.201
PRUNE2	-2.44135714285714
LYPLA2	0.822166666666667
DOK6	-1.64783333333333
GPR149	-0.38375
FAM30A	-0.1565
TMEM129	-0.10575
SLC35B3	1.454
ACPP	0.8767
LOC200261	-1.3605
SLC4A7	0.9717
CCDC40	3.2225
GART	-1.4825
THOP1	-1.57525
SCARB1	-0.113
CACNA1F	0.728
TRIAP1	0.0938333333333333
SYT14L	0.909
SFRS8	-0.1445
PBOV1	0.12025
GOLSYN	3.6025
GJB7	-1.785
CAMK2N1	-0.495
GREM1	3.16875
FLJ20433	1.13525
QPCT	-1.21475
PRKAG2	1.324
H2AFX	-1.81225
C6orf154	2.027
PLOD3	-0.386
ZBTB39	-0.302666666666667
WASF3	-1.58825
DRG1	-0.79725
PRR4	-0.27
SPCS1	-0.03475
KDELR3	0.667
SRP19	-0.0235
GABRA6	0.258333333333333
MFSD1	0.989
MMEL1	2.383
PDXDC2	0.6437
BUB1	-3.67711111111111
RNF138	-1.369375
MYLPF	-0.486833333333333
AIF1	0.0966666666666666
DYNLRB1	0.7785
HCN3	-0.653666666666667
HIST1H2AI	-0.8105
MAP4K5	-0.3975
LASP1	1.118875
LOC130951	2.227
PLAA	0.091125
KRT6A	-3.285
C6orf117	-2.568875
ARHGAP23	-0.4355
PTF1A	-0.0835
GPHA2	-0.43075
LCE3B	0.29975
MCL1	0.633642857142857
EHBP1	-1.68008333333333
PRNP	-1.258375
ZSCAN1	0.5625
C1orf113	1.56716666666667
FOXA3	-3.194375
NEB	0.142
ASGR1	-4.55016666666667
CTGF	2.15466666666667
RAB17	0.645833333333333
MST101	0.29175
JARID1B	1.1563
USP37	-0.0836
PTBP1	-0.0111666666666667
PTPN7	-1.063
CDC7	-2.06583333333333
SNX7	0.4665
ZNF335	0.5075
CPT2	0.70125
HEATR1	-0.42725
HSPC152	-0.18025
C5orf40	0.371
PSME1	0.431666666666667
STAG3	-2.14475
TMEM154	1.40233333333333
KLHL32	-0.0291666666666667
TSGA10IP	-0.8
SUV420H2	-0.2765
SF1	-1.3831
2'-PDE	0.374375
PNLIPRP2	-2.8485
TRSPAP1	-0.353416666666667
NUP210	-0.286166666666667
ANP32C	-0.811666666666667
RAB11B	0.8695
ASB15	0.6555
ITGB3BP	-1.064
UBASH3A	-2.05325
YWHAB	0.548875
TPRX1	0.0345
LY6G5C	0.628625
SLC7A2	2.52925
CLK1	1.3637
HSD3B7	1.01633333333333
VDR	1.86525
C16orf74	1.4145
ACE	0.81425
PSMA2	-0.0525
CCDC131	-0.675375
ZNF213	1.92966666666667
EML2	0.29775
ALS2CR13	0.141
GLYATL1	3.087
DSPP	-0.444
DHFRL1	-0.249
C10orf30	-2.20816666666667
SH3RF2	-0.881666666666667
LOC197322	0.883666666666667
DLL3	-1.406375
TIGD7	0.53925
GFRA3	0.13475
CPA1	0.0842
RTN4	0.0663333333333333
PPT2	-1.4965
FASLG	1.14208333333333
FOXP4	1.02125
RPL26	0.2377
GNL3L	-1.35833333333333
FMR1NB	-0.248
CD163	6.3155
SGPP2	3.03375
GIMAP2	0.98975
CD37	1.04433333333333
DPT	2.6585
NBLA00301	1.32575
RGS5	1.99308333333333
C9orf4	0.048
ACTL8	0.614166666666667
PRKAR2B	-1.485
OPLAH	-0.383666666666667
C20orf134	1.769
SPACA5	0.092
TBL1X	-1.31533333333333
TSPYL3	0.2265
CHCHD3	-0.9815
CRKRS	-0.2455
GPR65	5.08525
DFFA	-0.940625
FUT1	0.34
C6orf204	-1.75016666666667
TMEM51	-0.5605
ZNF580	0.56025
CMTM2	0.9835
C20orf200	-0.1345
EZH1	-0.00433333333333333
FDX1L	-0.142375
MRPL32	-0.26775
PCAF	-0.7227
ALOX15B	0.842333333333333
CD59	1.40970833333333
CDK9	0.169625
ERP29	0.273666666666667
TTR	-5.165
BCMO1	0.0455
DDIT4	-1.7774
PTGDS	0.31525
C3orf63	-0.019
BST2	-1.35325
CYP1A2	-0.572166666666667
C5orf25	-0.079
STX1A	-0.361823529411765
OR2A12	0.318
SH3BP5L	0.72075
SERINC5	0.302375
USP6	-0.4579
MRPL3	-0.296666666666667
POMP	0.76125
INPP4B	-0.21275
GMPPB	0.69175
EAPP	0.485
AHSA1	-0.3535
ABCA11	-0.2905
SLC5A6	-0.391166666666667
HIVEP2	0.67975
SUMO2	-0.402125
KIAA1822L	2.73183333333333
C11orf67	-0.102
TXK	-0.65325
PHCA	-1.2068125
ICAM4	-2.08933333333333
FPGS	0.3985
SNRPA1	-0.86075
KCNJ4	-0.6275
KIF6	-0.9292
HIST1H2BG	-0.817666666666667
SLC5A5	0.35775
ZNF354B	0.0186666666666667
IL12RB2	-0.6555
C11orf76	0.237333333333333
GAL3ST2	0.0605
AIFM2	-0.81675
SYNC1	-0.6725
UBL3	0.745875
PIK3CG	-1.90316666666667
NLN	-0.567333333333333
BCORL1	-0.75775
CD5L	0.08975
ZNF238	1.6775
KIAA1394	0.174
C16orf55	-0.1719
CYP3A7	-1.52875
KRTAP3-1	-0.7765
TFDP1	-0.926666666666667
MND1	-2.923
NODAL	-0.0351666666666667
GTPBP4	-1.0985
TUBGCP2	1.095
SLITRK5	-3.624
CIC	0.9025
CD79A	0.073
SAMD14	0.613166666666667
TNPO3	-0.696
OR10G3	0.981
OR10G8	0.332
CCDC111	0.0765
HOXC9	0.1525
DCUN1D1	-0.0831666666666667
CYB5R1	1.477
TSR2	0.28625
DAB2IP	0.4882
SLC6A5	0.1615
RAB3D	2.00775
DCUN1D4	-0.433833333333333
ERBB3	1.86633333333333
SDC1	1.10175
ATP6V1H	0.386666666666667
SYK	1.148
ST20	-1.2565
C13orf30	0.2205
WDR40A	0.444
ADMR	0.285
LOC388335	0.9085
ACSM1	2.8065
TDG	-0.01375
FLJ11235	0.2415
MRPS5	-1.3315
AGPAT2	0.455166666666667
SLC12A1	0.180125
CYP27A1	0.51
THAP7	-0.76125
XPO1	-0.401416666666667
ALMS1L	-0.219
C1orf2	0.1625
ZNF777	0.3325
CAMK2A	-0.126833333333333
SMC1B	-0.560125
IHPK2	-0.102333333333333
LEMD1	-3.792
NKD2	-0.0994000000000001
CLU	0.747928571428572
ARMETL1	-0.1695
PABPC4	-1.0235
CXCL12	1.358
TFAP2C	-0.2471
TTTY8	-1.485
ABCB10	0.2176
ENDOD1	0.3225
IDI1	-1.401
KCTD6	0.8035
CCDC105	-0.167
ULBP2	-0.51
ZDHHC5	0.68675
WNT8A	0.06425
COMMD10	0.728
KLHL12	0.47
GPR50	0.506
NR5A2	0.105875
OXGR1	-0.280666666666667
EHD3	-0.1655
CAPRIN2	-1.174875
KLRC3	-2.142
SF3B1	0.152714285714286
IPO7	-0.9915
ALDH1A1	-1.289
ANKRD5	0.994875
TSNARE1	0.2855
DDEFL1	0.681
RNASEL	1.67766666666667
DNAH9	-0.75725
HELLS	-2.318
TNS4	0.9735
NAV1	0.6953
KIAA1409	-0.1545
C20orf26	3.16716666666667
TUBG1	-0.4745
IRX2	0.341
CNGA4	-0.644
MGC50559	1.189
OR4K17	0.231666666666667
TM2D2	0.618083333333333
FAM32A	0.3045
TXNDC14	-0.4165
CCBL1	-1.0405
ANK1	-2.7619
PRSS23	-0.7955
PPM1L	0.2615
SPATA20	0.5515
APCS	0.04725
C14orf122	-0.834166666666667
PSMB5	-0.2375
C6orf10	-0.231
SETDB2	-0.3315
SPNS3	-1.41425
SGMS2	0.321
MXD3	-0.87
MON2	0.608
CARTPT	5.8135
HNF4A	-0.5505
RABEP1	2.29105
TNFRSF10B	-0.999
USH1G	-0.2575
PPAP2B	-1.921
TMEM16K	0.54375
CTDSP1	0.6815
CDK5R1	0.0821666666666667
GABRR1	-0.396
OPN1LW	-0.2665
FAM98C	1.2385
DBN1	-0.179375
ACAD10	0.877166666666667
QTRTD1	-0.3745
WNK3	-1.21783333333333
RPS19	-0.4655
C1QB	3.030625
OTUD5	0.066625
SLC41A2	0.205833333333333
TMEM22	-2.04566666666667
KHSRP	-0.589583333333333
TNFRSF11A	-0.661666666666667
FBL	-0.835833333333333
IBTK	0.4695
OXER1	0.136
CBLN4	0.901375
GPR172B	0.747
CFTR	-2.323
VSX1	1.069
CAMK1D	-0.4975
LOXL3	-1.149
RTP4	0.21775
SLFNL1	0.208
KIAA0828	0.1925
PAR5	-1.722
LOC723972	-0.82375
GDI2	0.21975
CEBPA	1.061
MLF2	0.027
AFMID	-0.10075
ALOX12B	0.026
BPHL	0.203875
COX5B	-0.0435
S100A10	0.0955
THOC6	0.15825
NHN1	0.37025
RRP12	-0.00733333333333333
ARID3B	-1.4765
CD3G	-3.98566666666667
KIAA0133	0.4805
NAT11	-2.03133333333333
PPAT	-1.233
SIRT3	0.4508
TCERG1L	-1.49975
NIPA1	0.443
DPP8	0.5119
IL7R	-2.103
ZFP64	0.107666666666667
DMAP1	0.249
TRMT12	0.44
TLR4	1.0067
WFIKKN2	0.53
RAB12	-1.78316666666667
DDX51	-0.0461666666666667
KIAA1086	-3.36
ZNF295	-0.570166666666667
ACVR2B	-1.92042857142857
LOC494150	-0.412875
ZNF517	0.136
DNASE1L2	-0.430166666666667
SUFU	0.580333333333333
LOC283677	-0.3145
LMO3	0.799166666666667
PPP2R5D	0.0551666666666667
ZNF587	0.6766
HIST4H4	-0.265
CYP2C8	-0.22075
C1orf80	0.589666666666667
DOCK5	-1.27466666666667
C9orf24	0.00374999999999999
OR5AR1	0.3995
C11orf24	0.9125
UNQ1940	-0.304
CAP2	-1.265
TIMM44	-0.29975
DSEL	-1.8587
ROM1	-1.0075
FBXO4	0.920625
MYLC2PL	-1.654
MLH3	0.7305
NOX1	1.36433333333333
DPEP2	1.8375
DNAJB5	-0.08825
RLTPR	0.2765
MBIP	-0.686833333333333
COPB1	0.523333333333333
SFTPA1B	0.3
C10orf4	0.0676999999999999
PRELID1	0.47875
NOLA1	-0.70175
C19orf24	0.5625
TLR9	-1.729
HLA-DMA	2.90291666666667
HCRP1	-0.7905
GPR137	0.439166666666667
ITGA11	0.900833333333333
PHF13	-0.00583333333333333
MARK4	0.4135
METTL4	-1.186
MBD3	-0.2517
LOC134145	1.03425
FGF3	0.23375
SLC35A3	1.17025
CLEC16A	0.606
AMOTL1	-1.76675
FLJ31438	-0.2435
PAICS	-1.27125
TOMM40L	-0.0161666666666667
MMD	-1.876
KLK10	-2.196
NIT2	0.239833333333333
SERPINB10	0.5875
KLF15	-0.6108
CCDC5	-0.6985
WSB2	-0.064625
ME3	0.69475
CACYBP	0.207
TCTN2	1.8275
JAK1	0.454125
C2orf25	-0.09325
GPD2	1.122
FBXL11	0.5115
CDV3	-0.752916666666667
GALNT11	0.62
NDUFA12L	-1.3036
FLOT1	0.552428571428571
TOR1AIP2	0.45875
MMP25	-1.12675
C1orf164	-0.066
CHST5	-0.05125
LYRM4	-0.70365
GPER	1.16725
HIPK2	0.0175833333333333
DAP	0.2692
ZMIZ1	0.284
DDX58	1.713375
DCC1	-2.56575
AKT1	0.29325
ENPP6	0.440666666666667
ERVWE1	-0.468833333333333
CDC34	0.374
RNF125	-1.46875
CASC1	3.6485
SHROOM2	1.69275
RRM2B	0.555166666666667
COL6A3	1.63425
TMEFF1	-2.328
PLEKHA4	0.694
LYSMD1	0.819
SEPT1	-1.10233333333333
AOF1	0.11175
GNPAT	0.6175
WDR18	0.26675
HSD17B12	-1.00466666666667
HIST1H2BM	-0.2295
INDOL1	-1.3658
SUDS3	1.0765
C1orf192	0.954
CYP2B6	-0.884
TBC1D2	1.95683333333333
SLC25A12	-0.243625
ERCC6L	-2.08666666666667
MGC10814	-1.316
POLR2C	-0.445333333333333
ZNF77	-0.237333333333333
EIF3K	-0.1366
HPX	2.969
ANKRD27	-0.68025
MALAT1	-1.2940625
PLB1	1.4055
HRNBP3	-0.81575
CPSF4	-0.8615
OR52N2	0.3065
PIP5KL1	-0.6305
GH1	0.11775
HPS5	-0.60025
SLFN5	-1.73025
POP5	-0.357833333333333
OVOS2	-3.79983333333333
C20orf108	-0.13
MARS	-0.2025
CLRN3	1.81483333333333
ARSE	-0.718
PPIE	-0.0288333333333333
PHACS	0.2175
GP5	-1.378
IL8RB	0.576833333333333
FCRLA	-2.456
ARRDC1	0.8395
KRTAP9-4	0.000750000000000001
ZNF613	1.263
OR11A1	0.4415
TMEM132B	-3.45275
PGLS	1.15775
BSND	-2.13416666666667
KCNK18	-0.01
FOXD4	0.70875
SV2C	-0.507
LCN2	-0.653333333333333
ZNF490	0.9441
C3orf15	1.856
CACNA2D4	-0.772
CBX5	-1.06875
MAGEB4	-0.17725
BOLA1	0.88175
PPP2R5E	-0.68775
COL5A1	1.35741666666667
ASB7	-0.0888333333333333
SFT2D1	0.80325
DERL1	-0.0956
RABL2A	0.562333333333333
MOAP1	0.19475
KIAA1545	1.46033333333333
F3	0.71775
PLEKHM2	-0.1145
CCDC89	0.00216666666666667
EFCAB1	0.890375
TMEM48	-1.56375
SEPHS2	0.8465
PYGM	-0.5725
PRICKLE1	0.76075
WNT5B	-0.88225
TAS2R38	-0.1675
IMP5	0.19875
KHDRBS1	0.128
LARS2	-1.03
C3orf28	-1.0345
FTCD	-2.987
C10orf68	1.26966666666667
DGAT2L3	0.651
PSEN1	0.665583333333333
MGC33657	-0.9565
PLA2G4B	0.360333333333333
CDKN2A	-0.192
DLX1	-3.092
TSHB	0.466
C18orf37	-0.3275
MEX3C	-0.904125
MAMDC2	-0.3505
PDIA4	-0.148333333333333
ATP5E	0.17075
CASP2	-0.0125714285714286
SERBP1	-0.361576923076923
ZNF341	0.5255
TESC	-3.089
TMEM31	0.1125
OR51I2	0.494
YTHDC1	0.334357142857143
JUN	1.15916666666667
AGMAT	-2.9115
PCNXL2	-0.11075
ATAD5	-2.481875
STK38	-0.23975
AZI1	-0.28775
RBP1	1.8445
C4orf26	-0.6135
KIAA1026	-0.3575
TMEM101	0.75425
HSFX1	0.302
TREX1	0.9475
C18orf10	-0.7389
TRIM15	-3.23875
CA6	0.24525
CEP57	-1.86475
AR	3.31683333333333
SESN2	-1.15783333333333
KIF3C	0.214875
EPB41L5	0.122
ARHGEF10	-1.43872727272727
POLR3D	-0.77375
INDO	-1.47683333333333
GABRA3	-0.3195
SCG5	-1.198
E2F3	-0.8315
TIGD5	0.28025
FGD6	2.99466666666667
KLHL3	0.1215
SCGB3A2	-1.202
URP2	0.0515
ATP6V1B1	0.8741
CALML6	0.2885
LOC100049076	1.8955
TMF1	0.204
LOC388503	-0.30775
CDH5	2.561375
RPS6KC1	0.843166666666667
DAAM1	0.2902
TNFRSF10D	-0.8665
GSTT1	0.7085
INPP5A	0.193
TRAF3IP1	0.6736
SMARCE1	0.0301428571428572
VRK1	-1.938
TTC16	0.66675
AARS	-0.628666666666667
ARHGAP27	0.515166666666667
ZAK	0.237285714285714
ACSM2B	-2.38125
TRAP1	-0.063
MRPL53	0.06625
RNF44	-0.052
NPTXR	-0.5875
DPYSL3	0.509666666666667
APP	-0.5617
GLS2	0.3675
MNX1	0.717833333333333
CMTM7	-0.6025
OR10A7	0.1225
NYD-SP21	2.48
ORC5L	0.29125
SLC16A10	-1.5945
TMEM178	-0.1475
LOC441601	-4.13
PTGIS	-0.737
KBTBD7	1.30275
C19orf41	-0.22375
CEACAM3	2.79533333333333
KRT23	-1.56825
SERHL	2.9455
PNKD	0.383875
UBC	1.00375
ATRN	-0.141375
HAPLN1	-0.12975
RANGAP1	-0.91025
C10orf26	1.68316666666667
KCNA7	-0.799
SRY	0.8125
LOC376693	-0.76025
HIST1H2BF	-0.25475
CDCA8	-2.66683333333333
MLC1	-2.828
TNIP3	-0.017
OR4D1	0.216
IFT52	0.221
GOLT1A	0.8025
UTP20	-0.867875
RP3-402G11.5	-0.602125
PRSS33	-0.5475
PMPCA	-0.34375
APOB48R	2.37466666666667
GLTP	0.4545
MPL	0.684
C9orf78	-0.422
ADAM12	1.149125
CSPG4	-1.4345
LOC144305	0.3415
KRTAP4-10	0.4019
PAK1	-1.40325
ADCY7	-0.6736
TAS2R43	-0.0475
FRAS1	-2.88957142857143
PPP1R14A	-0.0660000000000001
OR2B6	-1.011
ATP13A1	0.620166666666667
SIDT1	0.91575
C1RL	0.337666666666667
PRKRA	-0.2215
TLN1	0.7709
RP11-50D16.3	1.18225
MITF	-1.52316666666667
GYS1	0.29525
LYG1	-1.076
NSMCE4A	0.2149
DNAI1	0.495
HOXD11	-1.5515
FNBP1L	1.3828
DHX35	-0.0895
LCE3E	0.664625
SLC33A1	0.22725
DCLK3	0.982666666666667
TRIM33	-0.981833333333333
TMCC3	0.3965
FBXO42	-0.222166666666667
C1orf27	0.9505
C17orf50	0.1125
RNF14	1.30666666666667
SLC4A8	0.902375
RAB3IP	1.1183
COX6C	3.40178571428571
PCSK1	-3.5169
SLC13A1	0.152375
ARF6	0.00683333333333333
KIAA1009	0.93675
HOXA13	-4.4805
HMGN1	0.36225
CXADR	-2.47975
MGC14436	0.257
UTF1	0.6935
TSC22D1	0.8735
BZRAP1	1.1015
PUF60	-0.0396666666666667
SHC1	0.5585
HOOK3	-0.3465
LIMS2	0.6365
BAHCC1	-0.645666666666667
CLCC1	-0.093
ENTPD3	4.00733333333333
SMO	-2.218
PIK3R5	0.37525
CDC14A	-1.42583333333333
KRT1	-0.531
ENOX2	0.111666666666667
FLJ22655	-0.96025
FPRL1	0.478
INTS6	0.3203
ZCCHC5	0.0755
SMC3	-0.76625
C6orf123	1.321
FLJ20160	1.1215
LOC653391	1.4715
GSS	-0.2815
NT5M	-0.5805
SIX5	1.09075
TAF5	-1.0625
KCNA1	-0.255166666666667
ANLN	-3.20866666666667
MGC45491	-1.1153
SSTR2	3.85525
LYPD4	1.50225
TH1L	-0.34025
CHRNA5	-2.665
PNMA6A	-0.24325
FLJ16369	-0.0765
DLX2	-3.1039
C6orf108	-0.150916666666667
ALDH3A2	0.0551666666666667
CLEC1B	0.676666666666667
LEPREL2	-0.1275
FOXJ1	0.7967
OR1D4	0.6055
PPIL4	0.00475
MTRR	-0.508
SLC27A3	1.57533333333333
HTR7	-1.07783333333333
MIB2	0.20275
BHMT	-1.65683333333333
A2ML1	0.379
MSMB	4.82525
KIAA1383	2.111
TRUB2	-0.50075
PF4	0.143666666666667
IL1F5	0.635666666666667
LRRC37B2	-1.257
IPO4	-0.24925
FIGF	-0.35925
QDPR	0.785
ZNF598	0.2625
BOP1	-0.937375
MAPK12	-1.964
POLR1E	-1.263375
CEECAM1	0.729666666666667
INSRR	0.1745
SIPA1	0.584
ULK4	0.3125
BTN3A1	0.03
FABP5	-0.8711
KBTBD3	1.41933333333333
SORT1	0.435416666666667
YWHAQ	-0.4001875
LRIT1	-0.4545
KIAA1704	-0.1757
MEIS2	-2.6037
ENOSF1	-0.485666666666667
PCDH7	0.4055
FZD9	-2.01933333333333
RPLP1	1.0205
ZNF75A	0.76825
P4HA3	3.169875
NKX6-1	0.227
CTA-216E10.6	-0.467166666666667
IFT140	1.8045
DENND1A	-0.391833333333333
ALCAM	0.5736
ABHD2	0.572
QPRT	-2.75783333333333
TRAM1	0.923928571428571
ATP1B4	0.015875
NUP37	-0.7835
SAA3P	-0.7965
SLC22A6	0.6635
KIAA0265	-0.218875
ZNF41	0.61125
ADAM19	0.5043
ERAF	-0.5225
DEFB119	0.35075
DNMT3B	-4.767
SNF1LK2	0.37775
MGC24039	-1.61591666666667
TAS2R48	-1.77933333333333
PNLDC1	0.3615
ADAMTS16	1.37175
TMEM92	-1.19566666666667
CCT8	-0.397333333333333
POGZ	0.690666666666667
N-PAC	1.08075
GUCA1B	-1.18333333333333
ZZEF1	0.187666666666667
OR2C3	0.84325
ZNF334	-2.56133333333333
RANBP6	0.5435
LDHB	-2.85808333333333
BAMBI	-2.07
RAB5B	1.256
FOXB1	1.11825
MRPS12	-0.0005
MRGPRF	0.22775
CRIPT	-0.4725
CYP2D7P1	-0.4055
RYR1	-0.914125
NDUFA2	1.254625
TRIP12	0.285416666666667
KCNE3	2.2185
MOBKL2B	-1.3703
MIOX	0.0475
ACOT7	-1.416875
FGF6	0.6915
RASSF5	-0.2199
ATAD3B	-0.3905
IKZF3	-0.5425
H3F3B	0.633642857142857
C6orf91	1.733
SEC11C	-0.93125
TMEM14C	-0.049
KIAA1632	-0.6775
SLC38A4	-0.6365
FGFR3	-0.53025
HES7	1.66525
HINT3	0.2895
ARIH1	0.0585
FLJ35880	-2.07566666666667
C1orf129	0.2175
POU6F1	-0.353
RPL32	-0.59125
BBS1	0.903333333333333
RGPD5	-0.964
SULT1C2	-1.48825
KDELC1	-1.4165
PIP5K3	-0.58
CHI3L1	2.0957
CSDA	-2.20608333333333
VTCN1	-0.21225
WDR62	-1.0975
TMEM170	-1.1415
KIF2A	-0.916
C6orf182	-1.27116666666667
ARL6IP6	-1.2525
ZCCHC9	-0.7675
RARB	0.8985
ZNF320	1.01175
DHX15	0.228625
PICALM	-0.379
CNOT6	0.60175
HIST1H1A	-0.60375
ZNF702	0.289666666666667
OR1E2	0.708
HLF	-1.9048
LOC442582	-1.6895
KIAA0494	0.769
TCF4	0.7048
APOBEC3B	-2.33975
FAM54B	-0.2
MYH2	-2.467
FXN	-0.712833333333333
C12orf59	1.036
PAEP	-0.81025
SPG11	1.048875
VN1R4	0.49625
KCNJ13	-1.167
NOC3L	-0.914
C5orf36	1.7925
CPAMD8	-0.28375
MLN	-0.2858
FLJ11184	-0.498
TIAM1	-0.475833333333333
OR10J3	0.447
OR52E2	1.0175
PBX1	2.4535
UBL7	0.316666666666667
PXMP2	0.7025
SYTL1	0.727333333333333
FAM126B	-0.052
ZNF711	-2.5475
GGA1	-1.21966666666667
VAMP4	1.06883333333333
BCAP29	0.3221
C20orf19	-1.6805
ZNF275	0.0305
NEK6	0.391
SETD8	-0.366666666666667
HEXIM1	0.710833333333333
SULT1A2	0.08925
KLHL9	1.49925
SLC39A12	0.05375
ARHGEF16	1.39783333333333
SCN1A	-1.2825
HNRPH1	-0.883333333333333
C9orf103	0.648
ECE1	0.226166666666667
MED18	-2.40275
TEX13B	0.417
SNN	0.32475
C6orf62	-0.177666666666667
WNT3A	-0.0561
IL22RA2	0.2125
MGC21881	-0.896625
GABBR1	0.39725
YIPF6	0.63075
PROX1	-3.0965
PPP1R1B	3.183
LANCL2	0.466
SCN3A	-1.72633333333333
SSRP1	-0.661166666666667
ASXL2	-0.337
RPE65	0.239
SNAI1	-0.90525
EFNA2	0.07575
CLDN9	0.15425
TP53I13	1.015875
LOC375748	-1.45175
C9orf7	1.263
C14orf178	-1.28
GC	-0.467
IER3	2.05733333333333
KCTD10	0.576125
FLJ45717	0.9475
ADC	1.3875
LOC285908	-0.478333333333333
MLL3	-0.024375
KIAA1787	-0.0925
MGC31957	-0.8855
MUC5B	-0.156166666666667
ZNF193	0.619
CSRP1	0.9215
MOSPD1	-0.329666666666667
C21orf49	0.9085
