Hybridization REF	TCGA-AR-A1AH-01A-11R-A12D-07
TMCC2	0.0271666666666667
TCF12	-1.15616666666667
ZNF721	0.9955
FAM130A2	0.3545
POU4F1	-1.76125
SNRPF	0.35075
SGIP1	0.669166666666667
ZNF641	0.381666666666667
EMG1	0.5765
PRRG4	1.081
HIRA	-2.989
MYNN	0.512666666666667
AEBP2	1.15208333333333
TBXA2R	-0.0331666666666666
ISL2	-1.65866666666667
PCDHB11	1.3135
RNF144A	1.607375
MARCH5	0.550875
DULLARD	-0.413333333333333
DCLRE1B	0.500166666666667
ITGA8	0.20125
TP73	0.019
PRKCD	0.93925
NDUFB4	-0.73675
ATP13A4	0.258625
ANTXR2	-1.06516666666667
COL4A3	1.15866666666667
MYO10	-0.5021
SLC6A18	0.4005
PEX1	0.6925
TMEM74	-0.167833333333333
RBM19	0.5545
TAPBP	0.20525
RUNX1	-0.331125
MID1	0.851166666666667
GPR64	-2.3565
RASEF	0.33125
GABRG1	-0.352857142857143
MYO16	-1.6075
DBF4	-0.593333333333333
TSHZ2	2.548
RIPK2	1.77825
PPTC7	0.339
KIF4B	0.031
LRRC31	0.268666666666667
ZNF540	0.57825
EFNB3	-0.3725
LOH12CR1	-0.444125
STON2	-0.591833333333333
GLP1R	0.34075
CSTF2T	0.932375
IREB2	-0.61425
GRSF1	-0.012
PDCD7	-0.321833333333333
LRRC43	-0.0215
CNR1	0.310333333333333
IL1F7	-0.3805
C12orf64	-0.456
FAM69B	-0.87525
NR2E1	-2.036
MS4A6A	1.3756
FTL	-1.3637
C7orf36	1.50225
PCLO	0.5625
DYRK2	1.54133333333333
ARIH2	-0.20175
SAMD7	0.6885
SCNN1D	-0.85825
SLC32A1	-0.364625
C22orf25	-1.27766666666667
MRPS18A	0.4969
GPR112	0.395
EARS2	-0.33175
ERN2	0.9075
ATPBD3	1.17266666666667
PRH2	-0.9905
CDKN2D	-0.920833333333333
PGLYRP2	-1.089
TRIM40	-0.24725
SEC14L3	0.686833333333333
SLC22A1	0.57575
BTN2A3	0.12975
RASA4	-0.17
CCNL2	0.33475
MYBPC3	0.465
GJA4	2.71575
CDC42SE1	2.226125
TRPV2	-2.28825
MYPN	-2.9754
SIM1	0.1835
CDADC1	-0.1135
ZFHX4	-0.53875
NIBP	0.0653333333333333
ADAMTS19	-2.013
ABTB2	0.00475
TSPYL2	-1.026125
EIF2S3	0.6051
SOX30	0.10575
AP2A1	-0.342166666666667
DKFZP564O0523	0.132
LOC285398	0.134
CDH18	-4.5755
CHL1	0.092125
GATS	-0.0454
TBC1D2B	-0.842
OR1J1	0.2655
GSN	-0.0445
DPCR1	0.453571428571429
GARNL4	-0.5215
SMARCA5	-0.01625
PLEKHG3	0.207166666666667
ZBTB45	0.1325
FRMD6	-1.53016666666667
PLS1	-2.731
DGKZ	1.08883333333333
EFNA1	1.4655
WDR85	-0.24425
ANK2	-0.01175
PAGE4	-0.846
SENP6	1.18066666666667
AKR7A2	-1.52666666666667
FKBP10	-1.04725
VEGFC	-2.6725
LARP1	-0.2125625
SRBD1	0.71075
ITGB6	0.9115
SLC1A2	-1.39292857142857
INVS	-0.800333333333333
MPO	0.4135
MOBKL3	0.3669
CUTL2	-1.762625
KLK2	-0.0715
VIM	-1.708
REG1B	-0.395833333333333
PCDHGC4	0.36825
C3orf34	-0.782333333333333
SUMO3	0.037
CST9L	-0.76025
MLL4	0.2325
SPR	-0.0591666666666667
SAMD9L	-0.84125
ABCE1	0.3145
SUPT3H	-1.47516666666667
ACTBL1	0.713
ADAMTS4	1.03766666666667
SLIT3	3.8665
RHEBL1	-1.29025
NPM2	1.05475
MAN1C1	-1.13425
KIAA1856	1.085
HSPA6	2.21475
LOC388152	0.358
C10orf140	-1.64175
ZDHHC12	-1.0105
LIN7A	-2.0101
PHC2	0.363333333333333
SPHK1	1.1195
TRIM26	1.0874375
FAM83E	0.893
C18orf24	0.0845
ZNF578	0.9355
ORAI1	-0.444
RUVBL1	-0.836083333333333
C7orf20	-0.216666666666667
APAF1	-0.3715
SLC36A4	-0.469333333333333
MYH11	3.83766666666667
NEK1	0.0451
MPP2	-0.64475
C12orf24	-3.48425
TNK2	0.1325
ZNF289	-0.464
MATN3	-2.29042857142857
IFNGR2	0.867
ITPR1	-2.703
EBF3	2.0697
TBC1D20	0.0168
OR10P1	0.25925
DDAH2	2.34275
SHPRH	0.81975
STX7	0.628
LOC554248	-0.14925
BCAR1	-0.679
ATXN3	-0.5945
TRIM27	0.4265
CDC42EP2	0.701
CHP	-0.194785714285714
SOX17	2.1705
ZNF259	0.422833333333333
CHCHD1	0.71675
ZDHHC19	0.0405
GBP2	1.3725
GARNL3	0.93975
MRC2	-0.5985
C1orf52	1.392
AOF2	-0.0718333333333333
LRPPRC	0.6587
ACVR1C	-0.883833333333333
TM4SF18	2.48433333333333
TMEM169	-0.073
PPP1R16A	-0.16875
EBF1	0.146666666666667
RRS1	0.7125
SNX2	-1.22825
OR2T2	0.1085
RBX1	-0.54275
ANKRD54	-0.000166666666666667
TSNAX	0.374166666666667
TMEM83	-2.41225
ZBTB7A	0.4365
ATM	-1.30433333333333
LOC338328	1.72066666666667
TIE1	1.135
HIST1H3G	0.646166666666667
PASD1	-4.8805
TINAG	0.57125
PCDHAC2	-1.372
LRRC15	-0.477625
WBSCR17	-1.6105
TFF2	1.024
PARP2	-0.759
NDFIP2	-0.668
PCDHGB2	0.1275
WDR60	0.128
MAP7D2	-1.518375
USP45	-0.56125
GSDML	-0.12125
TNS1	0.1204
PLCD4	-1.717
IQCD	0.222833333333333
SMPX	-0.79875
CD9	0.184
SRGN	-0.075875
CASP7	-0.271875
INOC1	-0.156666666666667
DKFZp451M2119	-1.814
VMAC	0.6505
USP53	0.1637
CAMK1G	-0.515375
TMEM106A	-0.962
CDC20	0.0369
ACSL5	-1.97633333333333
CBWD5	-1.15975
C1orf87	-0.729666666666667
KIAA1274	-0.31625
PRUNE2	-0.895214285714286
LYPLA2	-0.0148333333333333
DOK6	-2.98016666666667
GPR149	-0.114
FAM30A	0.5235
TMEM129	-0.65225
SLC35B3	0.963
ACPP	1.0171
LOC200261	-2.7465
SLC4A7	0.0918
CCDC40	2.022
GART	-0.3065
THOP1	-1.3655
SCARB1	-1.060125
CACNA1F	-0.09375
TRIAP1	0.669166666666667
SYT14L	1.553
SFRS8	0.240833333333333
PBOV1	0.30975
GOLSYN	-2.88075
GJB7	-1.6555
CAMK2N1	1.72916666666667
GREM1	2.235
FLJ20433	0.2015
QPCT	-3.189125
PRKAG2	1.94383333333333
H2AFX	0.2205
C6orf154	0.637
PLOD3	-1.00025
ZBTB39	0.120166666666667
WASF3	1.18766666666667
DRG1	-0.41
PRR4	2.6125
SPCS1	-0.79275
KDELR3	1.2805
SRP19	0.0673333333333333
GABRA6	1.31725
MFSD1	-0.07775
MMEL1	0.552
PDXDC2	0.4083
BUB1	-0.849333333333333
RNF138	0.767875
MYLPF	-0.340333333333333
AIF1	-0.795833333333333
DYNLRB1	0.3171
HCN3	-1.67183333333333
HIST1H2AI	-0.091
MAP4K5	-0.155833333333333
LASP1	-0.803
LOC130951	-0.4895
PLAA	0.413625
KRT6A	1.217
C6orf117	-2.60375
ARHGAP23	-0.467
PTF1A	-0.466
GPHA2	-0.34025
LCE3B	0.4215
MCL1	0.540214285714286
EHBP1	-0.0649166666666667
PRNP	0.3166875
ZSCAN1	0.50975
C1orf113	0.179
FOXA3	-3.622
NEB	-0.08725
ASGR1	-4.32966666666667
CTGF	2.05966666666667
RAB17	-0.6465
MST101	-0.645
JARID1B	1.0905
USP37	0.6705
PTBP1	-0.4335
PTPN7	-1.429
CDC7	-0.126833333333333
SNX7	-0.65
ZNF335	0.51925
CPT2	1.254
HEATR1	0.77975
HSPC152	0.358625
C5orf40	-0.149
PSME1	-1.3125
STAG3	-0.60425
TMEM154	0.427166666666667
KLHL32	0.320166666666667
TSGA10IP	-1.1005
SUV420H2	0.552833333333333
SF1	-0.2966
2'-PDE	0.2563125
PNLIPRP2	-2.1455
TRSPAP1	-0.929583333333333
NUP210	-0.698333333333333
ANP32C	-1.46833333333333
RAB11B	0.631
ASB15	-1.2745
ITGB3BP	-0.02375
UBASH3A	-2.069
YWHAB	0.447
TPRX1	-0.071
LY6G5C	-0.55325
SLC7A2	-3.10425
CLK1	0.0566
HSD3B7	-0.301833333333333
VDR	2.282
C16orf74	-1.6365
ACE	0.90925
PSMA2	-0.550333333333333
CCDC131	0.37525
ZNF213	0.559333333333333
EML2	-1.0415
ALS2CR13	1.12983333333333
GLYATL1	-1.5005
DSPP	-0.975
DHFRL1	-0.547
C10orf30	2.1685
SH3RF2	-0.213666666666667
LOC197322	-2.29116666666667
DLL3	-1.828625
TIGD7	0.323
GFRA3	1.805
CPA1	-0.380333333333333
RTN4	-1.13316666666667
PPT2	-1.62733333333333
FASLG	0.190916666666667
FOXP4	3.18875
RPL26	-0.4042
GNL3L	-1.61883333333333
FMR1NB	-0.4475
CD163	6.69475
SGPP2	5.3905
GIMAP2	-0.77525
CD37	-0.17
DPT	2.72833333333333
NBLA00301	0.48625
RGS5	0.813666666666667
C9orf4	0.5925
ACTL8	-2.97916666666667
PRKAR2B	-0.756125
OPLAH	-1.65616666666667
C20orf134	2.03625
SPACA5	0.515
TBL1X	-0.576833333333333
TSPYL3	0.3575
CHCHD3	-0.5255
CRKRS	-0.00883333333333333
GPR65	2.45325
DFFA	-1.235
FUT1	0.661
C6orf204	0.188833333333333
TMEM51	-0.8225
ZNF580	-1.10425
CMTM2	-0.035
C20orf200	-0.5065
EZH1	-0.970333333333333
FDX1L	-0.244375
MRPL32	0.065
PCAF	-2.3621
ALOX15B	0.830333333333333
CD59	0.634125
CDK9	-0.114625
ERP29	-0.231166666666667
TTR	-6.10125
BCMO1	-0.4105
DDIT4	-0.4271
PTGDS	0.71175
C3orf63	-0.374
BST2	-3.051125
CYP1A2	-0.428666666666667
C5orf25	0.18025
STX1A	-1.02088235294118
OR2A12	0.3245
SH3BP5L	1.16275
SERINC5	-0.4255
USP6	-0.5866
MRPL3	-0.2285
POMP	-0.146625
INPP4B	-2.773125
GMPPB	-1.22325
EAPP	-0.5425
AHSA1	-0.862
ABCA11	0.892
SLC5A6	1.83141666666667
HIVEP2	2.18575
SUMO2	-0.129125
KIAA1822L	2.5175
C11orf67	0.418
TXK	-1.09342857142857
PHCA	1.8081875
ICAM4	-2.7085
FPGS	0.0798333333333333
SNRPA1	-1.02575
KCNJ4	-0.81325
KIF6	-0.3686
HIST1H2BG	-0.7995
SLC5A5	0.13825
ZNF354B	0.409
IL12RB2	0.425
C11orf76	-0.3675
GAL3ST2	-0.338
AIFM2	-1.677625
SYNC1	-1.601125
UBL3	-0.486125
PIK3CG	-2.5586
NLN	-0.6568
BCORL1	-0.15125
CD5L	-0.48375
ZNF238	-1.058
KIAA1394	0.429
C16orf55	-0.5902
CYP3A7	-2.365
KRTAP3-1	-1.285
TFDP1	-1.0475
MND1	-1.22275
NODAL	0.26
GTPBP4	0.51525
TUBGCP2	-0.37975
SLITRK5	-0.54075
CIC	0.3735
CD79A	0.538833333333333
SAMD14	0.742833333333333
TNPO3	-0.056
OR10G3	1.259
OR10G8	0.719
CCDC111	-0.7035
HOXC9	1.09875
DCUN1D1	-0.0381666666666667
CYB5R1	0.372
TSR2	0.231
DAB2IP	0.3988
SLC6A5	-0.004
RAB3D	1.124
DCUN1D4	-0.552333333333333
ERBB3	-0.06
SDC1	0.9375
ATP6V1H	0.0158333333333333
SYK	1.5955
ST20	-0.47075
C13orf30	-0.369
WDR40A	0.219
ADMR	0.3225
LOC388335	0.63225
ACSM1	-0.237
TDG	1.09208333333333
FLJ11235	0.03175
MRPS5	-0.414833333333333
AGPAT2	-1.34133333333333
SLC12A1	0.66725
CYP27A1	-0.71225
THAP7	-1.11575
XPO1	0.2735
ALMS1L	0.853666666666667
C1orf2	0.891125
ZNF777	1.387
CAMK2A	-0.369666666666667
SMC1B	-0.374375
IHPK2	0.0147333333333333
LEMD1	-1.5375
NKD2	-0.8384
CLU	0.924428571428572
ARMETL1	0.2245
PABPC4	-0.605
CXCL12	0.5305
TFAP2C	1.3068
TTTY8	0.6125
ABCB10	-0.5446
ENDOD1	0.392
IDI1	-2.503
KCTD6	0.133
CCDC105	-0.81
ULBP2	-0.733166666666667
ZDHHC5	0.89425
WNT8A	0.0195
COMMD10	-1.78025
KLHL12	-0.536625
GPR50	0.452
NR5A2	0.503125
OXGR1	3.398
EHD3	-0.6005
CAPRIN2	0.810125
KLRC3	-5.005
SF3B1	0.687214285714286
IPO7	0.36225
ALDH1A1	-3.5205
ANKRD5	-2.626375
TSNARE1	0.2745
DDEFL1	0.14
RNASEL	0.570333333333333
DNAH9	-0.851333333333333
HELLS	-1.82975
TNS4	-3.13
NAV1	-1.4123
KIAA1409	0.008
C20orf26	-0.194
TUBG1	-1.771
IRX2	-3.14275
CNGA4	-0.4115
MGC50559	-0.622333333333333
OR4K17	0.762166666666667
TM2D2	0.467
FAM32A	0.02325
TXNDC14	0.167
CCBL1	-2.3245
ANK1	-2.5917
PRSS23	-2.872
PPM1L	-0.614
SPATA20	-2.59325
APCS	0.03675
C14orf122	-1.17183333333333
PSMB5	-0.093625
C6orf10	0.4021
SETDB2	-1.24433333333333
SPNS3	-1.5945
SGMS2	1.46083333333333
MXD3	-1.19333333333333
MON2	0.7308
CARTPT	0.45025
HNF4A	-1.36566666666667
RABEP1	-0.93125
TNFRSF10B	0.120375
USH1G	-0.00849999999999999
PPAP2B	-0.9895
TMEM16K	-0.824
CTDSP1	0.330333333333333
CDK5R1	0.9025
GABRR1	-0.3355
OPN1LW	0.15
FAM98C	0.50225
DBN1	0.03125
ACAD10	-0.087
QTRTD1	0.139
WNK3	-0.4695
RPS19	1.11825
C1QB	3.06775
OTUD5	0.112875
SLC41A2	-0.407333333333333
TMEM22	-2.69183333333333
KHSRP	0.796083333333333
TNFRSF11A	0.809
FBL	0.277333333333333
IBTK	-0.181666666666667
OXER1	0.0325
CBLN4	-0.243875
GPR172B	0.1255
CFTR	0.98875
VSX1	2.114
CAMK1D	-1.84975
LOXL3	-2.49375
RTP4	-1.441
SLFNL1	1.115
KIAA0828	-0.301125
PAR5	2.0805
LOC723972	-1.55175
GDI2	0.457
CEBPA	0.025
MLF2	1.00433333333333
AFMID	-1.2615
ALOX12B	-0.00225
BPHL	0.38525
COX5B	-0.066
S100A10	-0.0976
THOC6	-0.34575
NHN1	0.44075
RRP12	0.508666666666667
ARID3B	-2.90875
CD3G	-3.48016666666667
KIAA0133	0.875
NAT11	-0.608666666666667
PPAT	-0.7015
SIRT3	0.3783
TCERG1L	-1.88275
NIPA1	-2.668
DPP8	-0.9779
IL7R	-0.257166666666667
ZFP64	0.568166666666667
DMAP1	0.7375
TRMT12	-0.2055
TLR4	0.2867
WFIKKN2	0.10675
RAB12	0.358333333333333
DDX51	0.501666666666667
KIAA1086	-2.22075
ZNF295	-0.290166666666667
ACVR2B	-2.03285714285714
LOC494150	-0.802875
ZNF517	-0.084
DNASE1L2	-1.82016666666667
SUFU	0.3115
LOC283677	0.4885
LMO3	2.35566666666667
PPP2R5D	-0.123666666666667
ZNF587	0.9878
HIST4H4	-0.312
CYP2C8	-0.587
C1orf80	0.5555
DOCK5	-0.362166666666667
C9orf24	0.70375
OR5AR1	0.1455
C11orf24	0.9665
UNQ1940	-0.338
CAP2	0.361166666666667
TIMM44	0.1925
DSEL	-1.621
ROM1	0.503
FBXO4	-0.011
MYLC2PL	-1.66625
MLH3	0.3113
NOX1	0.405833333333333
DPEP2	1.0675
DNAJB5	0.04625
RLTPR	0.075
MBIP	-0.4925
COPB1	0.933
SFTPA1B	0.078
C10orf4	-0.0459
PRELID1	-0.51025
NOLA1	0.1965
C19orf24	0.0345
TLR9	-1.0735
HLA-DMA	1.69783333333333
HCRP1	-2.2885
GPR137	-0.178666666666667
ITGA11	-0.787833333333333
PHF13	0.0488333333333333
MARK4	0.750833333333333
METTL4	0.169
MBD3	-0.8304
LOC134145	-0.277
FGF3	0.08425
SLC35A3	0.45325
CLEC16A	0.09725
AMOTL1	1.13458333333333
FLJ31438	-0.52375
PAICS	-0.975625
TOMM40L	1.015
MMD	-1.382
KLK10	2.6113
NIT2	-0.0513333333333333
SERPINB10	-0.50875
KLF15	-0.4399
CCDC5	-0.12325
WSB2	0.556625
ME3	0.2505
CACYBP	-0.42425
TCTN2	0.6875
JAK1	1.5
C2orf25	0.03975
GPD2	2.145
FBXL11	0.988833333333333
CDV3	-1.0885
GALNT11	-0.151
NDUFA12L	-0.5597
FLOT1	-1.62114285714286
TOR1AIP2	0.90225
MMP25	-0.3725
C1orf164	1.0076
CHST5	0.4265
LYRM4	-0.1318
GPER	-1.70675
HIPK2	0.818833333333333
DAP	-0.2523
ZMIZ1	1.14333333333333
DDX58	0.63425
DCC1	-1.435
AKT1	-0.839125
ENPP6	0.566166666666667
ERVWE1	-0.0683333333333333
CDC34	-0.0695
RNF125	-2.10525
CASC1	3.857
SHROOM2	-0.087
RRM2B	-0.131666666666667
COL6A3	0.747
TMEFF1	-0.06825
PLEKHA4	1.4227
LYSMD1	1.41933333333333
SEPT1	-1.29766666666667
AOF1	0.423
GNPAT	0.084
WDR18	-0.71675
HSD17B12	0.159333333333333
HIST1H2BM	-0.557666666666667
INDOL1	-0.512
SUDS3	1.298
C1orf192	-0.185
CYP2B6	-0.467
TBC1D2	-0.3505
SLC25A12	-0.475875
ERCC6L	-0.587333333333333
MGC10814	-1.40783333333333
POLR2C	-1.02083333333333
ZNF77	0.217666666666667
EIF3K	0.1701
HPX	0.02025
ANKRD27	0.37925
MALAT1	-1.0890625
PLB1	0.4355
HRNBP3	-0.7015
CPSF4	-0.21525
OR52N2	0.173
PIP5KL1	0.72175
GH1	0.62125
HPS5	-0.89
SLFN5	-0.65525
POP5	0.027
OVOS2	-1.9655
C20orf108	0.52875
MARS	-1.4065
CLRN3	0.531
ARSE	-0.6875
PPIE	0.259
PHACS	-0.986666666666667
GP5	-1.086
IL8RB	0.7626
FCRLA	-2.482875
ARRDC1	0.22
KRTAP9-4	-0.000249999999999917
ZNF613	1.846
OR11A1	0.049
TMEM132B	-2.05742857142857
PGLS	0.579
BSND	-1.84816666666667
KCNK18	0.5545
FOXD4	0.47075
SV2C	1.7015
LCN2	1.81866666666667
ZNF490	0.107
C3orf15	2.5097
CACNA2D4	-1.619
CBX5	-0.36175
MAGEB4	1.298
BOLA1	-1.552
PPP2R5E	0.00149999999999999
COL5A1	-0.1035
ASB7	0.144833333333333
SFT2D1	0.449125
DERL1	-0.7899
RABL2A	1.33266666666667
MOAP1	-0.62975
KIAA1545	0.983666666666667
F3	0.90925
PLEKHM2	-0.6265
CCDC89	2.39566666666667
EFCAB1	0.65175
TMEM48	1.37825
SEPHS2	0.6885
PYGM	-0.92975
PRICKLE1	3.667
WNT5B	-2.70175
TAS2R38	0.1685
IMP5	0.248
KHDRBS1	0.3005
LARS2	-1.271
C3orf28	-1.614
FTCD	-3.34025
C10orf68	1.00183333333333
DGAT2L3	0.31425
PSEN1	-0.211333333333333
MGC33657	0.79575
PLA2G4B	-0.939666666666667
CDKN2A	1.34308333333333
DLX1	-3.045
TSHB	0.1365
C18orf37	0.1465
MEX3C	1.4885
MAMDC2	-0.41275
PDIA4	0.0153333333333333
ATP5E	-0.04425
CASP2	0.697857142857143
SERBP1	1.53180769230769
ZNF341	0.771166666666667
TESC	-3.268
TMEM31	0.7145
OR51I2	0.0675
YTHDC1	0.345071428571429
JUN	1.91233333333333
AGMAT	-4.10266666666667
PCNXL2	1.1015
ATAD5	-0.8895
STK38	0.437625
AZI1	0.16525
RBP1	3.208
C4orf26	-0.4635
KIAA1026	0.879625
TMEM101	-0.60225
HSFX1	-0.2535
TREX1	-1.6965
C18orf10	0.304
TRIM15	-2.035
CA6	0.234
CEP57	0.026
AR	1.71533333333333
SESN2	-2.56983333333333
KIF3C	0.47975
EPB41L5	-0.9715
ARHGEF10	-0.690333333333333
POLR3D	0.849625
INDO	-3.45816666666667
GABRA3	0.0305
SCG5	-2.8464
E2F3	0.957
TIGD5	0.82125
FGD6	1.26658333333333
KLHL3	-0.349
SCGB3A2	-1.345
URP2	-0.802333333333333
ATP6V1B1	0.949
CALML6	0.0125
LOC100049076	-2.052
TMF1	0.3225
LOC388503	-0.4925
CDH5	2.75925
RPS6KC1	0.919666666666667
DAAM1	0.7028
TNFRSF10D	-1.021
GSTT1	0.1419
INPP5A	-0.22325
TRAF3IP1	2.1087
SMARCE1	-0.186642857142857
VRK1	-0.559
TTC16	-0.1555
AARS	-0.927166666666667
ARHGAP27	0.0916666666666667
ZAK	0.591357142857143
ACSM2B	-2.4355
TRAP1	-1.28716666666667
MRPL53	0.055875
RNF44	-0.3495
NPTXR	-1.0945
DPYSL3	0.942
APP	1.6198
GLS2	-0.34
MNX1	-0.938333333333333
CMTM7	0.739
OR10A7	0.264
NYD-SP21	2.47133333333333
ORC5L	0.387
SLC16A10	-0.078375
TMEM178	-1.6665
LOC441601	-4.1695
PTGIS	-0.30575
KBTBD7	0.45125
C19orf41	0.02
CEACAM3	-1.06733333333333
KRT23	-2.059
SERHL	-0.4125
PNKD	0.854125
UBC	1.4255
ATRN	0.379125
HAPLN1	2.7775
RANGAP1	-0.92625
C10orf26	0.507666666666667
KCNA7	-1.1295
SRY	-0.7805
LOC376693	0.0215
HIST1H2BF	-0.608
CDCA8	0.746666666666667
MLC1	-2.7705
TNIP3	3.1205
OR4D1	0.2255
IFT52	0.524333333333333
GOLT1A	-0.857166666666667
UTP20	1.341875
RP3-402G11.5	-0.733875
PRSS33	-1.01475
PMPCA	-0.79075
APOB48R	0.922166666666667
GLTP	0.68925
MPL	0.769
C9orf78	-0.65775
ADAM12	-0.110375
CSPG4	-2.711
LOC144305	0.0355
KRTAP4-10	-0.00800000000000005
PAK1	0.3245
ADCY7	-2.1009
TAS2R43	0.2155
FRAS1	-0.983142857142857
PPP1R14A	-0.807666666666667
OR2B6	-0.479
ATP13A1	0.343
SIDT1	-3.15875
C1RL	1.51966666666667
PRKRA	0.621
TLN1	-0.3068
RP11-50D16.3	-0.942
MITF	-3.0275
GYS1	-0.64725
LYG1	1.05416666666667
NSMCE4A	-0.9782
DNAI1	0.06875
HOXD11	-1.816
FNBP1L	3.9172
DHX35	0.57125
LCE3E	0.32875
SLC33A1	-0.1275
DCLK3	0.757666666666667
TRIM33	-0.027
TMCC3	0.0661666666666667
FBXO42	0.195666666666667
C1orf27	-0.0599
C17orf50	0.464
RNF14	0.1665
SLC4A8	-1.102
RAB3IP	0.6785
COX6C	-0.317
PCSK1	-2.5055
SLC13A1	0.4805
ARF6	0.920166666666666
KIAA1009	0.541375
HOXA13	-3.04475
HMGN1	-0.039875
CXADR	-0.844166666666667
MGC14436	0.3415
UTF1	1.0185
TSC22D1	-0.4542
BZRAP1	-0.079
PUF60	-0.0576666666666667
SHC1	-0.098875
HOOK3	0.9919
LIMS2	0.079
BAHCC1	1.35066666666667
CLCC1	0.6065
ENTPD3	1.66166666666667
SMO	1.7595
PIK3R5	-0.08325
CDC14A	0.558583333333333
KRT1	0.036
ENOX2	0.677833333333333
FLJ22655	0.759
FPRL1	0.457
INTS6	-0.0576
ZCCHC5	-0.0525
SMC3	-1.60725
C6orf123	0.574333333333333
FLJ20160	2.5895
LOC653391	-1.39133333333333
GSS	-0.448
NT5M	-1.0505
SIX5	1.1615
TAF5	-0.849
KCNA1	-0.113
ANLN	-0.811833333333333
MGC45491	-1.342
SSTR2	1.39625
LYPD4	-0.04075
TH1L	-0.451125
CHRNA5	-0.1695
PNMA6A	-1.114
FLJ16369	-0.4165
DLX2	-1.8375
C6orf108	-0.527916666666667
ALDH3A2	-2.79983333333333
CLEC1B	-0.163333333333333
LEPREL2	-0.5095
FOXJ1	-1.0628
OR1D4	0.14
PPIL4	0.98875
MTRR	-1.061
SLC27A3	-0.342333333333333
HTR7	-1.77566666666667
MIB2	0.707125
BHMT	-1.31416666666667
A2ML1	1.2325
MSMB	-0.416
KIAA1383	1.357
TRUB2	-0.6725
PF4	1.00583333333333
IL1F5	3.61533333333333
LRRC37B2	-0.33425
IPO4	-0.5265
FIGF	-0.3715
QDPR	-1.23175
ZNF598	0.338
BOP1	-0.84925
MAPK12	-2.7725
POLR1E	-0.082375
CEECAM1	-0.291
INSRR	0.234333333333333
SIPA1	0.7765
ULK4	-0.0676
BTN3A1	-0.4134
FABP5	1.2638
KBTBD3	1.2975
SORT1	0.986083333333334
YWHAQ	1.4999375
LRIT1	0.0185
KIAA1704	-0.0625
MEIS2	-1.7464
ENOSF1	-0.188833333333333
PCDH7	-2.12676923076923
FZD9	0.0241666666666667
RPLP1	0.000166666666666658
ZNF75A	0.5375
P4HA3	2.489625
NKX6-1	1.47625
CTA-216E10.6	-0.307666666666667
IFT140	0.95
DENND1A	-0.21425
ALCAM	0.4316
ABHD2	-0.493272727272727
QPRT	-3.93733333333333
TRAM1	0.8065
ATP1B4	0.509125
NUP37	-0.349
SAA3P	0.061
SLC22A6	-0.075
KIAA0265	0.7505
ZNF41	0.38075
ADAM19	0.1458
ERAF	-0.5065
DEFB119	0.304583333333333
DNMT3B	-2.4165
SNF1LK2	0.2435
MGC24039	-1.94016666666667
TAS2R48	1.17083333333333
PNLDC1	3.57125
ADAMTS16	-0.370875
TMEM92	-0.614666666666667
CCT8	-0.12675
POGZ	1.32358333333333
N-PAC	0.7965
GUCA1B	0.102666666666667
ZZEF1	0.146333333333333
OR2C3	-0.144
ZNF334	-2.93583333333333
RANBP6	0.007
LDHB	1.96991666666667
BAMBI	-5.00475
RAB5B	0.6645
FOXB1	1.1515
MRPS12	0.5605
MRGPRF	-0.2165
CRIPT	0.4125
CYP2D7P1	-0.2375
RYR1	-0.5
NDUFA2	-0.302625
TRIP12	0.953166666666667
KCNE3	2.4735
MOBKL2B	1.0659
MIOX	-0.0415
ACOT7	-1.91375
FGF6	0.162
RASSF5	-0.8585
ATAD3B	1.452
IKZF3	-0.137
H3F3B	-0.181357142857143
C6orf91	3.9935
SEC11C	-0.3925
TMEM14C	-0.28325
KIAA1632	-0.062625
SLC38A4	-0.237
FGFR3	-2.22116666666667
HES7	1.3505
HINT3	2.229
ARIH1	-0.1195
FLJ35880	-2.67975
C1orf129	2.4365
POU6F1	-0.595125
RPL32	0.28225
BBS1	0.6155
RGPD5	0.7545
SULT1C2	-1.4925
KDELC1	-1.49375
PIP5K3	0.502833333333333
CHI3L1	2.8942
CSDA	0.758333333333333
VTCN1	5.13475
WDR62	-1.405
TMEM170	-1.078
KIF2A	-0.43675
C6orf182	-0.506
ARL6IP6	-0.491
ZCCHC9	-0.75275
RARB	0.802333333333333
ZNF320	1.5635
DHX15	-0.012875
PICALM	0.349833333333333
CNOT6	0.0759166666666667
HIST1H1A	4.98575
ZNF702	1.1695
OR1E2	0.102
HLF	-1.8367
LOC442582	-0.2925
KIAA0494	2.0485
TCF4	0.2152
APOBEC3B	-2.731
FAM54B	-0.29025
MYH2	-2.652
FXN	-0.0618333333333333
C12orf59	-0.326
PAEP	-1.2725
SPG11	-0.645125
VN1R4	0.341
KCNJ13	-0.76425
NOC3L	-0.45725
C5orf36	0.477
CPAMD8	4.11475
MLN	-0.3647
FLJ11184	-0.429
TIAM1	-1.21316666666667
OR10J3	0.638
OR52E2	-0.279
PBX1	1.4854
UBL7	-1.51983333333333
PXMP2	0.1785
SYTL1	-0.298666666666667
FAM126B	0.9965
ZNF711	0.91525
GGA1	-0.987166666666667
VAMP4	0.0858333333333333
BCAP29	-0.7954
C20orf19	-1.415875
ZNF275	0.89425
NEK6	-0.25725
SETD8	1.20308333333333
HEXIM1	-0.149166666666667
SULT1A2	-1.224375
KLHL9	0.93575
