Hybridization REF	TCGA-BH-A18G-01A-11R-A12D-07
HERPUD1	0.14275
BCL2L11	-0.933055555555555
CEP78	-1.02325
CDCA3	-0.587
WBSCR19	0.4255
MYO1A	-2.1665
PPEF1	2.11183333333333
LOC440348	-0.923
CPEB2	-0.168625
BPTF	0.3145
RPL21	0.69775
GSX2	-0.822
ADPRH	2.00666666666667
C17orf68	0.123333333333333
KCNS1	0.345
MLLT6	0.2268
PIWIL4	2.45725
RNF26	-0.536
RAP1B	1.175875
ADAMTS1	0.9565
ZNF571	0.045
P2RY6	0.82475
TRIM21	1.13683333333333
CADM3	0.7355
NLRC5	0.359833333333333
ADRA2B	0.5535
LOC90835	-1.30825
PCF11	-0.13325
LOC400451	1.461
GLTSCR1	1.9343
C17orf88	0.415166666666667
CDH16	-1.46125
FGF7	1.285625
PCSK4	-0.112833333333333
NPC1L1	-1.09366666666667
TAT	0.622857142857143
TBCA	-0.036
MGC33407	0.1435
GPR115	-1.1395
CYGB	-1.045
FNBP4	-0.618166666666667
C12orf43	-0.73875
CBL	-0.5159
CLECL1	-0.64225
PPAPDC1A	1.66475
WDR25	-0.493333333333333
SGCA	0.791
C22orf29	0.186333333333333
YIPF1	0.40875
GALK2	-0.123
RAB3B	-2.55516666666667
LOC440087	-1.6615
UCP1	-0.377
REEP5	1.39925
FADD	-0.3711
FOXA1	-1.481125
CACNA1A	1.03466666666667
ABI1	0.493833333333333
GRIN2D	3.56475
SLC1A4	-0.722333333333333
LOC401127	-0.6975
HINT2	0.21775
PLD4	0.310166666666667
ZNF286A	0.64125
ENY2	-0.33525
IL1F6	-0.5025
PXDNL	1.45925
C20orf79	0.38775
TNFSF13B	3.46233333333333
DENND3	-0.0185
JARID1D	-3.692
HIST1H2AK	1.1895
LOC93349	0.2424
SSH1	-0.1006
ENSA	0.87825
LOC219854	-0.84
CKAP2	-0.3626
DKFZP564J102	0.0708333333333333
MGC87315	-0.607833333333333
HNRPAB	-0.926
AMH	0.1375
ZNF526	1.3785
BRUNOL5	-0.4784
CACNG3	-0.502833333333333
TRPM1	-1.6365
PPP2R1A	0.897375
COL2A1	-0.9855
DDN	0.419
FLJ25770	0.291416666666667
HK2	0.0496428571428572
ELOVL6	-0.857125
MDK	-1.099
EPHX1	0.52
RASSF2	0.037
DKFZP434B0335	1.08375
DLX3	-0.519375
PRTN3	-0.19775
AVPR1A	-0.39
C21orf125	-2.23175
TNFAIP8	-1.95066666666667
GNB2L1	-0.44475
CALCRL	1.04775
SCGB2A2	8.29166666666667
UBXD7	-0.0335
ZNF674	-0.4045
TMEM35	-0.096875
BRSK2	-0.4765
HECTD3	0.142
TMEM188	-0.724166666666667
LGALS9	2.9835
SCARB2	0.390916666666667
USP34	-0.556
C17orf28	2.27741666666667
ZDHHC23	-0.778
AQP12B	0.2385
SLC16A3	-0.992
APLP2	0.775875
ITIH2	-4.48525
MICAL3	-0.275625
TNNI3K	1.0254
HDAC2	0.505875
PRR7	1.6332
THBS2	0.220625
LOC751071	1.07416666666667
CA2	-1.583
RANBP17	1.464
RLN3	0.6585
CRYZ	-1.17783333333333
GBAS	-0.764166666666667
TAS1R1	0.1395
MPZL3	1.8555
PCDH8	-0.00150000000000006
HSP90B1	0.358833333333333
KCNK15	-0.382
TNIP2	0.751166666666667
GPR146	-0.30325
NOL6	0.4235
SPC25	-2.20888888888889
STEAP2	0.6675
VAMP3	-0.500833333333333
TCIRG1	1.42225
ZP4	-1.237
PARL	-1.273625
TRIM39	-0.402833333333333
KIAA1305	-0.272
CRNN	0.477666666666667
GRN	-0.11925
HSH2D	-2.49675
SCAMP1	0.299
KIAA1913	0.14075
PTS	0.00325
BANP	0.259357142857143
PRKACG	0.23525
ADCY6	-0.5735
C16orf46	0.5165
CYP51A1	1.002
DDC	-5.7355
ANPEP	1.0415
PROM1	6.0245
SIGLEC10	1.277
COPG	1.086
FAM26E	-0.176875
TRIP4	0.025
SNX3	-0.194333333333333
C1orf175	0.898333333333333
PPY2	0.41475
C14orf152	0.44325
FTSJ1	-1.11333333333333
DST	0.15755
LOC554235	-0.0294999999999999
GLRX5	-1.21925
C20orf12	-0.1232
CAB39	-0.712833333333333
MSH2	-1.83083333333333
PIP4K2C	0.616875
CYLD	-0.328375
WTAP	-0.1559375
MGAT4A	1.10622222222222
TSC22D4	0.3785
CHRM2	-0.802
PPYR1	1.18566666666667
CCNH	-0.925666666666667
RRM1	-1.3945
ECAT8	-3.11775
LOC400120	0.47775
GABRA4	0.564
C14orf4	2.74683333333333
C1orf59	-0.312
CTDSPL	-0.340583333333333
NHEDC2	-0.2315
PDE11A	-0.1734375
KLHL29	-2.53525
CD5	-1.0603
TSPAN9	1.313
WDR67	-1.61
THUMPD1	0.0343
C18orf17	-0.45175
CLYBL	0.936333333333333
FLJ13231	-0.061625
CMBL	0.630375
LECT2	0.06375
NKAPL	0.812666666666667
LOC654780	1.2725
OR4C6	0.0695
RAB30	-1.41433333333333
TSSK4	0.5855
TMEM163	-0.8415
OSBPL11	0.653333333333333
GNB5	-1.64083333333333
CCL21	0.71825
C1orf121	1.29016666666667
FMO2	2.4462
RPTN	0.2465
MSTN	0.1655
VCL	-0.329142857142857
FYTTD1	-0.5845
C11orf1	-0.29075
CCDC88C	0.4635625
HFE	0.0658333333333333
MOGAT1	0.679
FAM125B	-0.390666666666667
IRGQ	0.708
RAVER2	0.6215
AKAP5	-0.962
SSSCA1	-0.3765
C11orf63	0.793625
ACTG2	-1.2885
PORCN	-0.7435
DTL	-1.26145454545455
TMEM151	1.30775
FAM122C	-1.35333333333333
RSAD2	2.6857
BAT4	-0.172
KRTDAP	-1.40733333333333
MYH8	0.260625
CRTC3	0.32825
LRRFIP2	-1.9033
INTS4	-0.9075
TTN	-1.592
SLC26A5	0.0565
PLLP	-1.06575
RGS6	1.02425
SRGAP3	0.930375
ZNF525	-0.3545
NBR2	-1.72066666666667
C13orf1	0.2641
ZNF137	-1.0945
CEP27	-1.29075
BEST2	0.5735
RNF121	-1.1165
DMRTC2	0.28875
C8orf76	-0.911
BCCIP	-0.444375
MEST	-0.22875
HTRA2	-0.403
ANGPTL2	0.7875
ILKAP	-0.749833333333333
ERAS	-1.2275
HBS1L	-1.2645
CPA5	0.584
TMEM30A	0.16
CD300LF	1.3235
WISP3	-0.274
CRK	0.403642857142857
PDS5A	-0.0295
BRPF3	-0.2975
NEDD9	-1.028
SMPDL3B	1.6365
PSG6	-0.99725
PSMD13	-0.4455
ETV5	1.0625625
OR51A4	-0.545
BTBD7	0.7725
GSTO1	-1.274625
hCG_16001	2.2205
MAD2L1BP	-0.350166666666667
COX6A2	3.6725
SCNN1A	1.43716666666667
LSM1	0.1635
UGT2B11	-2.8235
IDUA	0.92875
PPP2R3C	-0.9445
COX11	-0.385333333333333
PDZK1	-3.8415
ZNF443	-0.455833333333333
MGC21874	1.153
ZNF323	-0.7128
KRTAP10-10	0.63
CXCL6	0.03475
SLC34A2	5.1883
LOC284402	0.3985
NPTN	0.179666666666667
UPP1	-1.12716666666667
SLC6A9	0.5775
OR7G3	-0.223
CISD1	-0.477833333333333
ZNF545	-0.397166666666667
SYT14	-0.4895
NT5C3L	-0.743833333333333
ZNHIT3	-1.00583333333333
SNRPD3	-0.217
KIAA0701	0.265875
UNC93B1	1.39833333333333
GMNN	-1.814125
SPCS2	0.463333333333333
LOC388524	-0.1315
NAPRT1	-0.21225
PNLIPRP1	0.110666666666667
OR6V1	1.2795
PRKAB1	-1.26925
EYA4	-0.587833333333333
KIF20A	-0.61825
ALG10	-0.68325
ITPKC	1.68166666666667
LMX1B	1.598
RPUSD4	-0.635833333333333
C7orf34	-0.037
DLGAP2	0.639
PFN1	-0.4751
MICALL2	-0.49675
ZNF654	1.4915
SS18L1	-1.522125
SLC16A8	0.61675
MKI67IP	-0.198333333333333
ITGB3	-0.604
TCEA3	0.860666666666667
CEP152	-1.9130625
CLIP1	1.615875
ZNF75	-0.4413125
ATP5C1	-0.892833333333333
NUDT5	-0.635166666666667
PSCDBP	-0.764
UBP1	-0.4285
RBM27	-0.46775
C13orf15	3.945875
ZNF282	0.258833333333333
ZNF222	0.049
COL10A1	6.526
PRDM15	-0.606
TTTY5	-0.036
FAM9C	0.190181818181818
C20orf67	0.50025
GNG13	-0.407
F12	1.136
C1orf41	-0.73725
CPXCR1	-0.0725
GSK3A	0.256125
SUPT6H	0.0853333333333333
PI16	-1.35066666666667
ELL2	-1.23675
C9orf167	-1.678
PVRL3	-1.7395
FLJ38596	0.3495
ADAM20	-0.75375
GPR89A	0.76
GPR87	-1.9465
ZNF30	-0.25425
SMR3B	8.795
ZNF770	0.026375
TRPC4AP	-0.66
DKFZP686E2158	0.062
C2orf28	-0.814166666666667
FREM1	-3.73283333333333
LAMA4	0.182
ADPRHL2	-0.11925
EIF4G2	1.41933333333333
GUCA1A	-0.9225
CTNNA2	-2.085
NUDT15	-0.447
CEPT1	-1.057
ZNFX1	0.203
CCDC92	1.6115
TDRD1	-1.0535
KCNK5	-0.0195
ETNK1	-0.5555
LTA	1.57
TTPA	0.7225
B3GALNT2	1.633
SC65	-0.520666666666667
PEX5L	-0.985
EPS15L1	-0.62
MGEA5	-0.5685
HIST1H3A	2.07275
ING1	0.19875
BCAT1	-2.656375
ORC6L	-2.84563636363636
KLK11	-4.33483333333333
C19orf28	-0.635875
DNER	-3.2
MED22	-0.642714285714286
ETV6	3.498
CHAC2	-2.77375
CD300E	0.618
CEBPB	2.425
ZNF398	0.15925
LRCH3	-0.6185
HMGA1	-0.336
CAPN7	-0.137333333333333
MGC5566	-2.38375
CCL3	2.976
NANOS1	0.67875
ZFYVE19	-0.2035
APITD1	-0.447666666666667
PARD3	0.453625
IRAK4	-0.124833333333333
SERPINI2	0.1925
CEP170L	-0.3565
TTC9	3.87975
MYOM3	-1.5735
MLPH	-1.355375
LOC222699	0.2955
NRG1	1.81308333333333
TBC1D9	0.452181818181818
TTK	-1.75533333333333
ZNF557	0.4543
DDX41	-0.328666666666667
FANK1	2.9555
UBE2D2	-0.44475
PSMB10	1.311875
MYH7B	0.222
GABARAPL2	-1.116375
MARVELD2	2.489
DGCR2	0.874166666666667
UNC45A	0.349333333333333
C6orf72	0.402
ZNF683	4.89525
GIT2	0.0235
CASK	1.217
C14orf161	4.82733333333333
LRRC44	-0.26525
TIFA	0.412625
UTP11L	-0.73075
C6orf65	-1.34525
FDPS	0.3385
DUSP9	-0.933
SLC17A8	0.8274
OR51G1	0.3815
NANS	-0.50075
OLFML1	1.79925
ATP10B	-0.964875
NPAS3	0.53175
PRKCA	0.6871
GGA2	0.2828125
LCE4A	0.5175
SPANXN3	0.2415
CCDC115	0.72575
SDCCAG3	-0.66675
GLIPR1L1	0.349666666666667
TTC1	-0.49975
C17orf76	-1.01925
MAD2L2	-1.2345
HIPK1	-0.2192
LRRC3B	-0.5678
CLN3	-0.822454545454546
C17orf47	0.973
FMN2	-2.51914285714286
TUBB1	-2.137875
WAPAL	-0.0426666666666667
C3orf21	-0.0175
SCN5A	0.3506
SMYD1	0.796
BEX5	0.55675
ZNF192	0.565
SEC22A	0.193666666666667
GRIA2	0.7745
KIAA0825	-1.32625
NUSAP1	-1.41727272727273
LANCL1	-0.6215
C15orf40	-0.7035
ZNF645	-0.11625
GPR61	-0.21625
NLRP14	0.188
SNX21	0.044
C1QTNF8	0.5815
C17orf46	0.466
IFNA8	-0.171
SPRR1B	-1.6875
FLRT1	-0.049
SNX17	-1.64766666666667
ASB2	-0.956333333333333
HBG1	-4.7695
RPRML	-1.75175
JOSD2	0.905666666666667
PLSCR3	0.887
SPOCD1	-0.031
RAB39	-1.358
GHRH	-0.1445
ITIH5L	0.241
C17orf37	0.239
SMCR8	1.77425
DPY19L2P3	0.789833333333333
IL11RA	-0.463666666666667
GDF3	-3.02083333333333
RPS6KB1	-0.36975
DNAJC19	-0.1436
TOP1	-0.70425
CRCT1	0.409625
MPST	1.50475
DPM2	0.877625
FAM38B	-2.936
SLC18A1	-2.17616666666667
FARP1	0.739666666666667
PAX7	1.404
TUBD1	-0.39875
GNL3	-0.711875
BTG2	2.31113333333333
NDUFS6	-0.47575
C1orf79	-0.68525
ERAL1	-0.0855
ECHS1	0.22825
VPS4A	0.404166666666667
CYP11A1	-0.961375
ABCC6	-1.52764285714286
PBX4	-2.492
MOSC1	-0.206125
NCF4	-0.77575
HYMAI	1.145
NAGPA	-0.72025
OTOP2	0.7495
ACOT12	-0.29675
MTHFD2L	-0.675875
LOC441376	1.59575
C19orf34	0.842
RAB1B	-0.40425
ALDOAP2	-0.3495
NTRK1	-1.9635
ARTS-1	-0.7059
SLC6A11	0.46
NAP1L2	0.05225
CNGB1	0.280833333333333
EPB41L4B	-0.486416666666667
FAM134B	0.06575
HS3ST3A1	-1.45916666666667
CPXM2	1.80525
SIRPB2	0.538
CHORDC1	-1.0355
TRIB3	-1.31433333333333
SLC2A5	0.64725
C2orf49	0.306833333333333
DDX5	-0.11075
OR5L1	2.7005
ANAPC4	0.00466666666666667
ZSWIM1	0.136125
LOC93622	-0.4135
KCNK3	-0.6622
RP11-35N6.1	-1.464625
ZFP161	-0.293666666666667
AQP9	2.22875
SLC15A2	1.27166666666667
MREG	0.612166666666667
OR9I1	0.9975
PDLIM2	0.142625
ADAM7	0.5805
GSTCD	-0.876
WDR21A	0.013125
SLC12A8	1.08616666666667
TMEM174	-0.255
IGSF3	1.25891666666667
LRRN1	2.97825
LOC402117	0.0915
SRPK1	-0.431333333333333
LY6K	0.53925
NFIA	2.963
PTCD3	-0.311875
LEP	0.241
PCDH21	-0.0251666666666667
MAPKAPK2	2.23857142857143
NMNAT1	-0.287166666666667
LHFPL2	0.85675
C9orf43	-1.0405
DIP2A	-0.288333333333333
ACTR8	-0.532125
CCDC34	-2.21775
PTPN22	-0.420875
ITGA3	-1.742375
FAM129C	-0.5915
RABGGTA	0.3785
UNC45B	1.9215
KIAA1033	0.321125
ZNF510	-0.671
CYP2D6	-0.106666666666667
SLC26A10	-1.512
STX8	-0.12725
LUZP1	-0.03425
WDR89	0.138333333333333
EIF4G3	0.2744
C5AR1	1.44125
ZNF623	-0.799
A2M	-1.00075
TGM7	0.985
GRPEL1	0.217666666666667
LMNB2	-0.2473
ROCK2	0.494833333333333
SNX16	-0.19675
CCDC66	-1.968
ANXA3	2.16025
KIAA1609	0.583375
EED	-0.90425
RNF32	-0.249833333333333
HES1	0.0775
CLC	-0.140166666666667
ISL1	-0.438
KIAA0528	0.26725
MANEA	0.00912499999999998
C1orf61	-2.217
hCG_2001000	2.77075
RAPGEF6	-0.4685
KIAA0020	0.117333333333333
NEIL1	2.11125
C16orf45	-1.65125
RBM10	-0.0201666666666667
C10orf125	-0.182
MRS2L	-0.097
DNAH17	-0.818125
C19orf10	-0.4885
C1orf160	1.07775
SLFN12	-0.4845
EXOC3	-0.134
HIST3H3	1.41575
NCOR2	0.520666666666667
TNFRSF9	-1.01375
MFSD8	-0.727
ALX1	-3.16216666666667
NOL1	-0.676
PODN	2.22025
TIAL1	-0.92375
HIST1H1E	0.65675
NPY6R	0.7295
TM4SF4	-0.339
CORO2A	-0.995
ETNK2	-0.5645
APOE	1.407
ANGPT4	0.224
HDGF2	-0.0215
G30	0.576
ST8SIA4	-1.114875
F2RL1	0.7455
FAM19A4	-2.243
CCAR1	-0.642
B3GNT7	1.71075
OPHN1	-0.6607
DSCR6	-0.2615
C21orf13	-0.276666666666667
GAS2L1	0.638166666666667
RFX3	-1.23666666666667
COPS4	-1.419125
BCHE	-4.08516666666667
BCL2	-0.36275
HBZ	-2.02266666666667
ARL13B	0.048625
MAPBPIP	0.857875
MYO15B	0.198875
SPZ1	0.60925
KIAA1324	2.33288888888889
PLCL2	-2.442375
C4orf29	-1.53875
WDFY2	-0.707625
ZNF284	0.0415
NAALADL1	-1.3065
DUSP5	-1.74883333333333
PXDN	1.110875
SLMO1	0.087
TNXB	1.4626
BIRC7	1.85175
A4GALT	0.290666666666667
TIMM22	-0.133
FAM110C	2.36425
TOMM34	-0.668375
ABHD9	1.2535
ADAM32	3.436
CRHBP	-0.6255
AQP2	1.16825
LOC130355	0.49075
ZNF187	-0.416166666666667
ZNF816A	-0.2825
F7	-0.1405
CNOT1	-0.7779
SLC13A4	1.29325
ZBTB11	-0.51425
B3GALT5	0.14975
EXOC2	-0.906
IRS1	1.2081
TMEM1	-0.515166666666667
MRPL34	-0.220833333333333
SAMM50	-0.86425
CDC42EP3	-0.653625
HSF2	-1.1214
MFN2	-0.4
TSPAN7	-3.09933333333333
NUCB1	1.64808333333333
RHOH	-2.4805
ARL16	-0.389
TACR1	0.619
SFRS5	-1.05483333333333
SNX25	-0.01175
RHBDF1	0.960333333333333
PCDH18	0.516666666666667
HMG1L1	0.82325
MYO5C	0.5065
MAPK10	1.1585
LDHAL6A	-0.163166666666667
NUDT12	-1.6585
NCAM1	-0.167375
GLIS2	2.3925
GGTL4	0.25275
DAPP1	2.07425
ATF7	1.2525
KIAA0748	-1.3375
NFIL3	0.44625
TM6SF1	0.0363
SEZ6	0.09925
NANOS3	1.61066666666667
DNAJA3	-1.136
CLDN6	-1.5075
CIITA	2.7304
EPHA4	-0.593416666666667
FANCC	0.867
CMTM3	0.5965
PSG3	-0.3525
MRPL15	-0.641
C21orf59	-0.178
PLCXD2	-0.243
C2orf34	-1.04775
UBE2L6	1.358375
MED14	0.2325
HP1BP3	-0.2665
C6orf208	0.3045
TPBG	-0.09225
OSR2	1.487
XPC	0.231666666666667
KLHL7	-0.615583333333333
CCR3	-0.501
AGTPBP1	-3.05933333333333
PCSK6	-1.45273333333333
STAT5A	0.3046
FAM18B	0.0105
LONRF2	-3.026
PTPN2	-0.22275
SF3A3	-0.471166666666667
EFCBP2	-0.75175
HCFC1	-1.2945
AHNAK	0.4162
ACTR5	-0.49175
KIF14	-0.639857142857143
TENC1	2.434
HEATR5B	0.373
YIPF2	1.29566666666667
MYEOV2	1.09433333333333
DUSP18	0.76075
KIAA1012	-0.93975
AHR	0.362833333333333
C17orf53	-1.8695
PTPRH	-2.634
ATP6V1C1	-1.3325
TAS2R3	-0.1995
LOC440356	-1.02175
COQ10B	-0.2595
PSMF1	0.166833333333333
SORBS2	4.56966666666667
NFE2L2	-0.29725
TMCO7	-0.5605
SH3PXD2A	0.2225
SH2D2A	-0.86
SPINK5	-3.37
MRPS24	-0.27275
OPA3	1.96425
TRAF7	-0.431166666666667
C4orf35	0.946666666666666
MT1G	-1.034625
MGC39545	0.220333333333333
HS1BP3	0.514888888888889
OR2B2	0.794
CHRM4	0.4705
SFRP2	1.42416666666667
RIC3	-2.07933333333333
ART1	0.1255
C6orf1	0.67425
DUS4L	-1.75225
C10orf104	-0.13725
TNFAIP6	2.28025
RTEL1	-0.45375
CCT4	-1.058
ZNF709	-1.07825
CHMP6	1.53716666666667
UPP2	1.04125
CYP19A1	-2.017375
CD151	0.0808333333333333
NDUFA13	-0.3005
ARFRP1	-1.17883333333333
FAM26B	0.477
CRYBA1	-0.5825
MRPL41	0.761
NPFFR2	-2.76775
HRH2	0.9625
SCAMP3	0.342
MTMR6	0.6862
MTG1	-1.1085
UBTD1	3.1445
CRABP1	0.214
FLJ33790	0.738
KIAA1908	-1.0345
GPR158	-2.8455
PACSIN3	0.611666666666667
OMD	1.29133333333333
CATSPER1	-0.377666666666667
HOXB8	-1.05925
FBXO46	0.904
OAS1	2.61916666666667
SVIL	2.376
PHB2	-0.965
ADCY3	0.6065
NDRG2	4.16383333333333
ERMAP	-0.8755
APBA2	0.3335
IGSF9	1.74575
WNT6	2.498
MYCBPAP	-2.6325
ATP2B2	2.5767
CPVL	-2.4902
TRAM2	-0.253833333333333
NOP5/NOP58	0.50725
ZNRF4	0.75575
TLK1	0.166125
MTMR12	0.561714285714286
ZNF384	-0.230666666666667
FAM9B	-1.62175
RPN1	0.5319
PMVK	0.53475
EIF3D	0.9583
SIX2	0.16575
HPS1	1.18778571428571
RNF7	0.227
PSKH2	1.0855
KCTD13	-0.3435
CSMD3	-0.789666666666667
FBF1	-0.4245
IL8	-2.739375
SERPINB13	0.465083333333333
FBXL20	-0.906
BLR1	1.4595
SH2B1	-0.386666666666667
RFNG	1.346125
RAB20	-0.522833333333333
RBM7	-1.87975
POLR1A	0.0485
TMPRSS4	-2.4875
TAF9	-1.06375
TERF2	-0.877833333333333
TNFRSF1A	1.39425
ACADVL	0.5335
GTF2H5	0.603
EDG8	-0.607166666666667
C9orf140	-0.188125
UST6	0.490666666666667
ZBTB8OS	0.244
ZNF710	0.7445
GPR174	-2.5545
ATP6V0A2	-0.75425
KIAA0319L	-0.03075
XKRX	-2.5635
DOPEY2	-0.0269
SDHD	-0.985916666666667
SUMF1	0.48325
OSM	2.52925
OPN3	-0.336
DAGLB	-0.425666666666667
PPFIBP1	1.228
TRIM63	-3.656
C10orf53	0.321
LYPD3	-0.971
BCL7A	-0.0165
AGER	-0.697166666666667
TCF19	-1.318125
SAT2	0.52375
PFTK1	1.6315
GABRE	-0.744125
C15orf38	-0.2304
FIS1	-0.909
KCNV2	-0.76275
CLPS	0.202
PPCDC	-0.26025
FOXN2	1.55616666666667
NT5E	-2.0119
CD83	-0.14525
IL18	-0.234875
VPS16	-0.041
IGFBP2	-1.91266666666667
NOTCH2	0.23375
SIGLEC1	1.591375
CD93	2.875
SULF2	1.22625
CEP164	-0.25675
P53AIP1	0.333166666666667
TOR2A	0.0995
ZNF136	-0.60225
MGP	6.4021
CCDC144A	-0.529666666666667
TRPC1	-1.3995
SMS	-0.962833333333333
MAPK7	0.291166666666667
RRAGC	0.65375
PARD6A	-0.920833333333333
NUB1	-0.307333333333333
SYNGR4	1.57975
OR11H12	-0.7105
WIF1	1.40725
GCH1	-0.18625
OR11H4	0.3465
SLC44A5	-0.783
GPRIN2	-0.595333333333333
LOC401431	-0.6675
CPA4	-1.2819
MELK	-1.68
IL15RA	1.2485
CUL3	-1.52775
HMBOX1	-1.562
PODXL	-1.31625
CCT6B	0.5375
COMTD1	0.74475
MUC20	4.4125
GPX2	-3.022875
ITK	-2.39642857142857
FBXL5	0.9345
C13orf27	-1.253
DEFA5	0.388
TRHDE	-0.145
MTP18	-0.0183333333333333
UQCRQ	0.8257
ITGB2	1.47233333333333
CSRP2BP	-0.47525
TAS2R44	1.402
PHPT1	0.33575
FAM44C	-0.40325
ERH	0.2215
MPHOSPH1	-2.5575
MORC1	-0.4735
PARVB	-0.65125
LAMA1	-2.18183333333333
PGBD3	0.35825
GIMAP6	3.20425
AREG	-4.19583333333333
LIPT1	-0.197
MGC99813	-0.831
C1orf201	0.791
GRIN2A	-0.6752
MAN2C1	-0.80875
NSUN5	-0.97
SF3B5	0.5395
MYC	0.515375
NRXN1	-0.898083333333333
ZNF18	0.4835
SPDYA	-0.292
SLC37A1	1.563
DECR2	-0.35175
ANKRD38	-0.63
SPTLC3	-0.711333333333333
SUPT16H	-0.364125
DTWD2	0.339
ULBP1	0.8605
ZADH1	-0.786333333333333
OIP5	-2.169
IL10RB	0.195
OTUB2	-0.912375
VWA3A	-0.0921666666666666
SPIC	0.0626
OR6C4	0.145
PSCD4	1.2775
DPY19L2P2	-0.74
TRAPPC6A	-0.524333333333333
C21orf2	-0.6275
CEMP1	0.16175
LIN7B	0.4725
E2F7	-1.13666666666667
VCP	-0.697
LAMA3	-1.20181818181818
BGN	1.752
GPR160	-0.959
COCH	-3.70266666666667
GPR81	0.972
APOBEC3F	-1.86925
tcag7.1017	-0.48625
C1orf32	1.1435
SCGB1D2	5.23725
FLJ43987	-1.0815
C6orf170	-0.39525
KLK9	0.9135
GPD1L	1.09175
VPS37B	0.939
ATG3	-1.148
ADAMTS17	-0.695
KLHDC2	-0.737166666666667
NDUFV2	-0.14725
BLK	-2.2195
MATN4	1.044
GPM6A	-0.193375
GBP4	3.457
TMEM162	0.577333333333333
PKP2	-0.29
HRASLS	2.15955555555556
MMP1	-0.284
SFXN3	0.3581
FSD1	-0.999166666666667
ST6GALNAC3	-1.751
CA12	-1.3743
NCOA6	-0.1555
C19orf58	-0.2581
PPP4R1	-0.707333333333333
MAN1A2	2.351
IKBKAP	-1.624
UPF1	0.2705
KIAA1219	-0.7
WNT16	0.07325
SNW1	-0.372625
IL18RAP	2.79575
RPP30	-0.53575
CDC40	-0.0854285714285714
SETD3	0.593166666666667
SLAMF6	0.05025
ELK4	-0.2135
TRIM47	2.9445
ACOX3	1.796625
TRIM6	-0.24625
KIAA0372	-1.27483333333333
TP53AP1	1.09375
SMURF2	1.485
ADAD1	-0.8725
EBP	-0.9689
KRTAP13-2	0.00449999999999999
FLJ36874	-1.33216666666667
TOR1A	-0.322
P2RY4	2.7405
GPBP1	-0.23875
TRPV1	0.018
ADAMTS12	0.224333333333333
PES1	-0.0599
ATG4A	0.331833333333333
MAGEA10	-3.38425
WFS1	0.0825
CC2D1B	-0.196666666666667
PABPN1	0.256125
SLC25A30	1.38875
SLCO1C1	-0.355666666666667
SLC22A5	-0.062
KIF23	-2.1265
SYN2	-0.446833333333333
ASPN	5.38566666666667
CENTG2	0.2815
QSOX2	-1.0415
FLJ10815	0.340166666666667
STK24	0.5466875
SPEG	0.6501
STK10	-0.356
DACT2	-2.8195
AAAS	-0.979
SSX3	-0.892
ABCD3	-1.4698
C4orf12	-0.790875
PARVG	0.206833333333333
FIG4	-0.64475
C9orf46	-0.7385
TMCO6	-0.239
IGHMBP2	-0.77575
DUS2L	-0.473833333333333
FAM3C	-0.264125
TMEM16D	-2.36425
DCTN4	0.47825
KCNH3	-0.141
EIF2AK2	1.05675
AP1S3	0.392375
CST4	-0.054
PAM	2.4415
NUTF2	0.51425
CITED2	0.45
SLC39A4	0.01125
C2orf52	-0.8885
GRM3	-1.19775
C12orf49	0.80725
CCDC49	-1.515
GRAMD1B	-0.852
FNDC4	0.52925
SIAH2	-0.832125
GDPD4	0.304
C21orf87	1.715875
ATP5A1	-1.57566666666667
C16orf63	-1.091125
LOC388135	-0.618166666666667
ATP5J2	-0.333875
MMP3	-4.1885
EMID2	0.1785
CRHR1	0.56025
WDR70	-0.2025
C13orf31	2.69225
ZFAND1	-1.277
CCL18	2.41166666666667
C3orf49	-0.086
RINT1	-0.959
KIAA0408	-1.734
F13A1	4.176
SLC10A1	0.1555
OGN	-3.49725
GIPC2	-3.17883333333333
XPO6	-0.3325
LCE1A	1.6425
FMR1	0.5382
LOC374920	0.3825
DUSP3	-0.173625
ANKMY1	0.1675
C7orf50	-0.19625
BBS9	-0.3843
UNC119B	-0.516
C9orf72	-0.866
MGC35440	0.5665
ENTPD6	0.2845
PPP1R2P9	0.367666666666667
ERCC4	0.3745
FAHD2B	-1.4105
HMHA1	-0.026
HACL1	-1.06675
RAD23A	0.719333333333333
FAM83B	1.872
PPP5C	-1.22033333333333
RNASEH2C	-0.088625
C9orf153	-0.0925
SCAMP4	0.8585
GHITM	0.1403
NDUFB7	0.702125
ADCYAP1	-0.310833333333333
SP110	0.765666666666667
MAP3K7IP2	0.48225
DHH	0.7515
AGRN	0.554928571428571
WDR33	0.1275
CEP290	0.198
PRPS1L1	-2.62483333333333
KLRA1	-1.2085
GPR97	0.462
CHD7	-0.28675
TLR10	0.34925
SLC30A8	-0.6895
HIC1	2.0175
IAPP	0.52
RXFP4	1.22925
GP1BB	3.87
SHQ1	-0.5115
NKX2-3	0.571833333333333
API5	-1.19325
FTHP1	-1.1385
MOV10L1	-0.0701666666666667
TRIM6-TRIM34	2.2125
ADHFE1	-0.267
FAM117A	-2.138
DDI1	0.1888
CDON	-1.07383333333333
TRIM73	-2.717
IGKC	0.203
MMP14	1.52
DYNC1LI1	-0.68275
C11orf66	-0.0835
TRBV3-1	-1.15475
FASTKD5	-0.49425
BIVM	-0.34325
LHX4	-0.14725
CXCL2	0.0965
