Hybridization REF	TCGA-BH-A1ES-01A-11R-A137-07
TRIOBP	-0.1120625
HIST1H2AC	0.82425
RGS22	-2.4215
NCOA1	0.774666666666667
IL25	1.671
SNCG	0.0575
GPR6	0.1945
AMDHD1	-1.31583333333333
CHEK2	-1.627375
C6orf142	-1.6755
DRD4	0.27675
C14orf68	-1.06425
GDF11	-1.3835
SEMG2	0.642
CD247	-2.205
CDAN1	-0.853
RBMX2	0.192333333333333
TGS1	-0.427
OIT3	-0.15625
SYF2	0.487
MCM4	-0.993625
PKHD1L1	-0.463375
CEP192	-0.536333333333333
IFT88	0.5405
RPL9	-0.167285714285714
RAB32	-0.00474999999999999
DDX43	-2.7105
P2RX2	0.500166666666667
OR5D18	0.369
UBE1	0.135
SLC24A1	0.76275
ARHGAP5	-0.85375
CETP	-0.83475
KIAA1731	-1.73033333333333
SLC9A4	1.3855
PTPN6	1.44175
BAHD1	0.8325
GRIK3	1.4525
CACNB2	-0.6984
PDE10A	-0.36325
DGCR14	-0.38825
PCDHB9	0.673
RHOQ	-0.214333333333333
MAP3K4	0.41775
KTI12	-0.284166666666667
RPL23AP13	-1.835
GNG11	-1.0655
CLCN3	0.482333333333333
GPAM	-1.063
VSTM2A	5.073
SLAMF7	-0.484833333333333
INTS2	-1.19575
PPP2CA	0.4309
LRP12	-0.0218
SEC14L2	2.82888888888889
DKFZP586H2123	3.55925
MC3R	0.2525
CIRH1A	-1.05766666666667
HIST1H2AB	2.09266666666667
POLH	-1.366125
MGC16703	-1.86633333333333
SNAPC2	1.309
FILIP1L	1.10525
RASGRP4	0.3145
LRRC1	1.75825
GAS1	1.701
PRAC	-0.9335
DGKA	0.619333333333333
NT5C3	-1.19125
PEG3	0.2605
NADK	-0.341
PRR17	-0.264
LOC374569	-0.26125
SGSH	0.891333333333333
NLRP8	1.691
GALT	-0.6086
MCF2	-0.2825
ZNF263	0.9555
TACSTD1	1.68833333333333
TYR	-6.2309
ATP6AP2	0.17175
RNUXA	-0.157
ABHD10	-0.258666666666667
GDPD2	-0.956
SLC35C1	-0.11675
UBE2A	0.2775
HERC5	0.0723333333333333
FAM112B	-4.55716666666667
FBXL16	0.904
DKFZP434A0131	-0.7915
ELA3A	-2.0745
RBM41	-1.791875
HAO2	0.64775
RNH1	-0.027375
SHANK2	1.57133333333333
OSBP2	-1.435375
DAK	-0.365833333333333
C3orf58	0.753666666666667
TCL1B	-0.6765
KBTBD2	-0.11375
SUGT1L1	0.96075
UBE2E2	-0.148833333333333
MYL9	2.707625
CDC23	-0.512333333333333
PBXIP1	0.8274
CXorf40B	0.9495
NBL1	1.58225
RTBDN	0.2195
RAB11FIP5	0.04925
TTTY13	-0.139
SCOTIN	0.617416666666667
SOHLH1	-0.115166666666667
CDKN1A	1.17292857142857
NCK1	-0.09575
ZNF550	0.4625
SAPS3	0.00224999999999999
SPIN3	1.29433333333333
MAGEE2	0.502
MIS12	-0.936833333333333
OR8H2	0.706
KIAA0774	0.846166666666667
UNC5D	-2.106
CUL7	-0.313833333333333
LIPC	-3.0695
DIO1	-2.48075
C20orf11	0.2764
CTRL	-0.63625
HS3ST2	0.6005
PAK4	0.81
CCRL1	3.62275
RNF10	0.431375
ZNF567	0.19025
ZNF660	-1.702
TCEAL3	1.1785
MAGOH	0.212333333333333
CENPB	0.243
C19orf7	0.405
LOC388965	0.29075
ZCCHC13	-0.6365
JMJD1A	-0.5056
HIST1H4H	0.9895
TBRG1	-0.5039
GPC3	-4.5115
TAF1C	0.03825
EBNA1BP2	-0.410166666666667
CIAPIN1	-0.04675
PDGFRA	-0.277388888888889
CSTB	-0.1835
CENPI	-1.45816666666667
GTF2E2	-0.962166666666667
RPP21	-0.461
CCNF	-0.4365
KCNQ3	1.4035
FAM79A	1.167
SLC22A12	0.416
NOVA1	3.4075
FZD3	-0.0233
AKAP8	-0.12375
SOCS5	0.038375
CFDP1	-0.14775
DLG5	0.85025
PGM5	-0.179083333333333
C1orf144	0.128083333333333
HDAC10	-1.11
RND2	-1.28875
C20orf199	0.194
RNMT	-0.489
SLURP1	0.874125
ASTN1	0.004
SH3BGR	1.42025
MYCL1	-1.209375
ZHX1	0.275833333333333
CENPK	-2.6385
FOSB	2.0742
LOC643406	0.276875
C2orf59	-0.14975
TMEM135	-1.062
SLC27A2	-2.89175
KRT33A	1.712
OVOL1	2.178625
PAMCI	-2.30566666666667
S100A7	-0.2635
ZNF789	-0.591
HARS2	0.539
RPL23A	0.0296666666666667
TCF23	0.51225
UPF3B	-1.044125
C17orf78	-0.26
HLA-DOB	-0.033
C14orf142	0.154833333333333
TEKT5	0.434666666666667
DMWD	0.9495
POLD1	-0.248166666666667
GSCL	0.0365
CALD1	0.3244
SCRT1	0.272666666666667
AIG1	1.12825
UNC84B	-0.04275
ZNF404	1.9345
TMED6	-3.155
KIAA1462	0.659
LRRC27	2.00166666666667
PYGO1	-0.832
PIGU	-0.0916666666666667
ALAS2	-3.74366666666667
WRNIP1	-0.03525
CNNM3	-0.026
ZNF2	0.444
ST3GAL5	0.42625
MRPL23	0.00975
TSSK6	-0.0505
PSMA6	-0.38475
C16orf70	0.81025
KIAA1602	0.079
ALMS1	-0.00716666666666668
DCN	3.2315
TMEM132D	-0.92325
SUCLG2	-0.3145
ABHD14A	0.55025
DEXI	-0.0136666666666667
AMPD2	-0.777666666666667
IFNAR2	-0.597666666666667
CYB5A	0.8258
TLOC1	0.5281
NXF5	-0.785333333333333
NRBF2	-0.20325
KCTD3	0.5135
ITGAE	-0.448333333333333
SLC30A3	-1.53083333333333
ZRF1	-0.937
IFRD2	-0.503375
XAB1	-0.39725
PYCR2	-0.0581666666666667
SERPINB3	-4.2855
TMLHE	-0.4761
GEFT	-1.473625
ABCA5	-0.403875
EMR4	-0.2925
TSFM	-0.43875
HIST3H2BB	0.7805
ARHGEF19	0.03225
TSPAN17	0.622
ABCC8	4.311
MAP1S	0.471
C22orf36	0.39875
BNC2	0.0434285714285714
HIST1H4A	-0.9365
NDUFS3	-0.263333333333333
WDR3	-0.782
XKR4	-1.25325
TTC33	-0.545571428571429
STMN2	3.94175
CPN2	-0.963333333333333
HSPC105	1.73275
PCOLCE2	-5.26325
C3orf55	0.945
KLHDC9	2.25883333333333
TBC1D23	-0.010375
ATXN2L	-0.8235
MAP2K3	-0.628583333333333
SCAP	0.27975
ZNF486	0.833166666666667
C20orf96	-0.2195
NARS	-0.06375
ADAMTSL1	-0.233571428571429
PRCC	0.280333333333333
CCDC126	1.6985
ZNF675	0.504
CALCOCO1	0.8245
ANKRD43	0.96325
CWF19L2	-0.334
ZBTB32	0.969166666666667
BRAF	0.5725
ODF4	0.5035
MGC14376	1.097
HORMAD1	-3.43766666666667
AAK1	-0.2505
PEBP1	0.9885
TNFSF5IP1	0.026
DKFZp564N2472	0.34825
RMND1	1.465875
IGKV1-5	2.7985
COL1A2	2.76741666666667
SERPINA5	-0.545
AANAT	0.51
C19orf21	1.72816666666667
GEMIN5	-0.9775
UBR4	-0.250333333333333
LTBP3	0.813
AMHR2	-2.16666666666667
PROCR	-0.424
MYBBP1A	-1.277
C20orf39	2.34166666666667
ZNF697	0.225625
PASK	0.00169999999999999
ZNF776	1.32083333333333
RFXDC2	-0.35025
KIAA0467	0.33275
C10orf96	-2.97575
ZNF503	-1.43125
GULP1	-0.898583333333333
KCNE4	-3.04783333333333
DKFZp434K191	-1.5475
LOC196913	0.459
BHLHB4	0.381
CH25H	-0.94825
LOC81691	-1.45016666666667
ALPL	-0.243714285714286
COL12A1	3.557375
FOLR3	-2.402
GPR123	0.50675
TRIM62	0.720785714285714
ABLIM1	0.343666666666667
MAST3	-0.034
RHBDD1	0.9665
LOC338809	0.552
RYBP	-0.1195
TTC26	-0.240875
ZNF22	-0.126333333333333
ISCA2	-0.1675
RDM1	-1.25375
PIGM	0.1975
GNB3	-1.257
ACTR2	-0.7122
HMGB1	0.25095
EDG1	1.55033333333333
SOAT2	-2.39625
OR10AD1	0.3705
RAP1GDS1	1.85216666666667
LCE1F	0.6965
ESM1	-1.188625
RCN3	2.169
CREBL1	-0.50175
DBNL	-0.182333333333333
PTGER3	2.972875
USP30	0.2555
BCL2L12	0.327
KIF26B	2.62875
ZNF416	0.7405
ZNF225	0.8435
C17orf70	0.876
ZNF554	1.151
RAE1	-0.610333333333333
TNIK	0.513833333333333
ACTN3	0.5635
MGC45922	0.513
CCNA1	1.016
RYK	0.418333333333333
IL26	-0.043
LRP3	0.507833333333333
QARS	0.15675
SOX7	0.542642857142857
BID	-1.24175
OR2S2	0.1735
CXCL14	4.374
C11orf47	-1.1875
MGC29891	0.0961666666666667
HSPB8	1.6096
PRDM14	-2.4195
NUFIP2	1.3
MNAT1	-0.103875
ZDHHC2	-0.545333333333333
MBNL2	0.542625
ADD3	-0.85225
CSNK2A1P	-1.053
KLK6	1.51883333333333
TMEM111	0.5708
KIAA1279	0.53
NUBP2	0.212666666666667
RAB42	-2.244
ID3	-0.9902
TM9SF1	-0.15025
MDP-1	0.3665
POU4F2	0.0545
IQCK	1.0605
C16orf14	-0.519
CAPN3	-1.232375
FAM43B	0.022375
RECQL	-1.171
AP1G1	0.863785714285714
CTNNBL1	-0.2145
ECHDC1	-0.820166666666667
SMARCC1	-0.6356
FOXQ1	-1.2445
GNAI3	0.503666666666667
POLG2	-1.1315
CD4	0.789125
ITLN1	-1.33225
EBI2	1.74125
IRF1	-0.556
PTPRE	1.8349
PTK2B	-0.79975
NXNL2	0.453
SOX4	1.3515
TSPAN3	-0.469833333333333
SH2D1A	-4.99816666666667
C8orf58	-0.435
USP20	-0.8795
DUSP22	-0.875583333333333
CALB1	-2.842
L3MBTL2	0.331666666666667
MCRS1	0.04125
TMEM118	-0.467333333333333
C18orf8	0.758666666666667
FLJ10241	0.944625
GJA12	0.2745
PKD1	0.362333333333333
ZFP3	0.4775
JAM3	-0.894875
LAPTM4A	1.3719
DIRC2	0.20925
KIAA2022	0.990833333333333
MYOM1	0.658166666666667
TRPM8	-3.20933333333333
MOP-1	0.6195
PHKG2	0.490125
ZNF650	0.280375
KIAA1522	1.4625
PSG8	0.780666666666667
DDX19B	-0.097
MOBKL1B	-0.65175
DIAPH2	-1.23158333333333
PTPN12	0.52
CLN8	0.4363
CRYZL1	-0.247833333333333
CRY2	0.624083333333333
FCGR2B	1.98783333333333
PNPLA4	1.607625
ZNF454	0.828
DKFZp434B1231	-0.05525
CLDN11	0.704
RFWD2	0.277666666666667
CIB2	-0.222
MXRA8	3.3105
HRK	-1.148375
MAML2	-1.093
C4orf31	-0.22725
C6orf192	-1.12375
COG6	0.474875
FAM5B	4.90925
NFATC1	1.0941
SEPT10	0.077
SCYL1	-0.2327
RPP40	-1.374
SCOC	0.901
KIAA1450	1.2445
CTDSPL2	-0.2195
TBX5	3.28466666666667
NAPG	-0.647
RHD	-4.96625
C14orf45	2.398
ZBTB22	1.169
PLCG1	-0.948
ANKRD10	-0.35275
AQP7P2	-0.6785
TAGLN2	0.0165
HTR2C	-1.61666666666667
SLC16A7	-1.57433333333333
C17orf83	-1.018
TSGA14	0.419583333333333
MDH1	-0.7215
PPP3R2	0.362333333333333
DCBLD2	-1.865
RBM33	-0.65125
DPH3	-1.7975
SYT10	0.0591666666666667
FMO4	2.95275
THYN1	-0.53125
DRD5	-1.5165
OTOR	0.64175
PGRMC2	-0.2275
KATNAL1	-0.42475
PAQR6	-1.1645
UBE2I	0.11575
C14orf28	0.18275
C8orf70	1.67875
FLYWCH1	-0.26125
ANGPTL3	-2.21
GLRX2	-0.255666666666667
ATP11A	-1.15428571428571
ARL5B	-0.402375
MUC16	-2.44225
SLC25A5	-0.694357142857143
ACRC	-0.67825
MYO1C	-0.737125
FAM89B	0.941833333333333
FAS	0.577
KIFAP3	1.2315
GLRA2	0.7785
BTN3A2	-0.9056
CNKSR3	-1.4305
CSTF3	-0.027
ARPM1	0.74825
KIAA1530	0.0845
C9orf150	1.98933333333333
PRKCI	-1.362
tcag7.1015	-1.0745
SOD3	-1.506
ZNF574	1.69275
CYP21A2	0.22525
RPL12	0.0615
COMMD2	-1.03075
WIZ	0.47275
LOC344405	-1.222
ALDH4A1	1.20576470588235
CRYAB	2.6165
COPA	-0.0518666666666667
PCDHGA7	0.428833333333333
KIF11	-1.21791666666667
RASD2	-0.17975
SLC26A3	2.448
ZNF175	1.251
JAKMIP2	-1.188875
C8orf4	3.77366666666667
PTHLH	3.92
SLC40A1	1.24191666666667
OR7D4	0.578166666666667
PCDHB17	0.3145
CD36	0.3525
C6orf203	0.1025
PRKG2	1.539
LOC400566	1.8705
ANAPC13	0.03975
SLCO3A1	-0.42
ZNF692	-1.223
FANCL	-0.7155
SH3GLB1	0.771
C12orf61	-1.0995
KBTBD6	0.57
SUPT5H	0.62775
XRCC6	-0.797
HUS1B	-0.1507
FAM133B	-0.437642857142857
LOC728276	0.116
KCTD18	0.6975
SOS2	0.9125
CCDC99	-1.12025
C1QTNF5	3.6425
NNAT	0.417666666666667
USP16	0.19625
LARS	-1.1115
ZBTB2	0.679375
ABO	0.154666666666667
TRAF3	-0.63025
GALNT5	-1.0755
NAP5	0.579375
ALG14	0.143833333333333
KIAA0515	-0.256230769230769
WDR75	-0.945
TEX261	-0.162916666666667
LY86	0.2575
LOC389072	-0.789
FLJ13611	-0.0215
MRGPRX2	0.3675
SNRPA	-0.709375
OR2G2	0.484
GPRASP2	0.79025
C7orf42	0.3528
C9orf163	-0.2235
CYP11B2	0.3365
FCRL3	1.197
PRDX1	0.32175
FGB	-6.9045
COX17	0.4585
C16orf33	-0.822
PIWIL1	-0.619666666666667
FOLR1	-2.537
KIAA0082	-0.825
FREQ	-0.386666666666667
TMCC2	0.467833333333333
TCF12	-0.1185
ZNF721	1.11325
FAM130A2	1.067
POU4F1	-2.729
SNRPF	-0.7435
SGIP1	3.26016666666667
ZNF641	0.4575
EMG1	-0.439625
PRRG4	0.21
HIRA	-2.10475
MYNN	0.530666666666667
AEBP2	-0.391583333333333
TBXA2R	-0.133666666666667
ISL2	-1.61266666666667
PCDHB11	0.64
RNF144A	0.396
MARCH5	0.890125
DULLARD	-0.4605
DCLRE1B	-0.0923333333333333
ITGA8	-0.14275
TP73	0.33325
PRKCD	1.28225
NDUFB4	0.17475
ATP13A4	0.404875
ANTXR2	-1.33183333333333
COL4A3	-1.289
MYO10	-1.1338
SLC6A18	0.72825
PEX1	0.1455
TMEM74	-1.81716666666667
RBM19	0.46925
TAPBP	-0.09815
RUNX1	1.758375
MID1	-1.74908333333333
GPR64	0.3955
RASEF	3.61075
GABRG1	-0.129285714285714
MYO16	-1.904
DBF4	-1.26116666666667
TSHZ2	2.43225
RIPK2	-0.291625
PPTC7	-0.306666666666667
KIF4B	-1.0165
LRRC31	-0.00774999999999999
ZNF540	0.5015
EFNB3	0.499
LOH12CR1	0.289125
STON2	0.121333333333333
GLP1R	0.18825
CSTF2T	-0.362875
IREB2	-0.614625
GRSF1	-0.03025
PDCD7	-0.897
LRRC43	-0.1645
CNR1	1.82383333333333
IL1F7	-0.6915
C12orf64	-0.491
FAM69B	-1.03525
NR2E1	-2.59416666666667
MS4A6A	1.7613
FTL	-1.6127
C7orf36	0.10325
PCLO	1.4086
DYRK2	0.588333333333333
ARIH2	-0.053
SAMD7	0.1275
SCNN1D	-0.06
SLC32A1	-1.52075
C22orf25	-0.487833333333333
MRPS18A	-0.2044
GPR112	0.725
EARS2	-0.558
ERN2	0.4875
ATPBD3	1.02666666666667
PRH2	0.142
CDKN2D	0.912833333333333
PGLYRP2	2.344
TRIM40	0.38025
SEC14L3	0.161333333333333
SLC22A1	-0.47075
BTN2A3	-0.40975
RASA4	0.11275
CCNL2	-0.157583333333333
MYBPC3	0.555
GJA4	2.998
CDC42SE1	1.212375
TRPV2	-1.81275
MYPN	-4.4755
SIM1	0.5825
CDADC1	0.427833333333333
ZFHX4	0.55325
NIBP	1.90366666666667
ADAMTS19	-1.406
ABTB2	-1.42825
TSPYL2	-0.695125
EIF2S3	-0.58
SOX30	0.3805
AP2A1	1.00166666666667
DKFZP564O0523	0.0651666666666667
LOC285398	0.32975
CDH18	-4.9175
CHL1	3.51125
GATS	0.8773
TBC1D2B	0.656333333333333
OR1J1	0.44
GSN	1.40816666666667
DPCR1	-0.09125
GARNL4	-0.865
SMARCA5	-0.26875
PLEKHG3	1.3615
ZBTB45	1.584
FRMD6	0.894666666666667
PLS1	0.348166666666667
DGKZ	0.596333333333333
EFNA1	0.9823
WDR85	-0.64625
ANK2	-0.1225
PAGE4	-2.24833333333333
SENP6	0.981
AKR7A2	1.06083333333333
FKBP10	-1.998
VEGFC	-1.086
LARP1	-0.5218125
SRBD1	-0.204
ITGB6	5.10425
SLC1A2	-1.27007692307692
INVS	-1.6435
MPO	0.4235
MOBKL3	0.4959
CUTL2	3.83475
KLK2	-0.00983333333333334
VIM	-0.48575
REG1B	-0.161833333333333
PCDHGC4	0.27375
C3orf34	-0.302833333333333
SUMO3	0.0506666666666667
CST9L	-1.12075
MLL4	0.4325
SPR	0.658666666666667
SAMD9L	-0.16625
ABCE1	-0.6
SUPT3H	-0.381333333333333
ACTBL1	-1.86
ADAMTS4	0.957666666666667
SLIT3	2.97825
RHEBL1	0.00724999999999999
NPM2	-1.106
MAN1C1	3.262125
KIAA1856	0.693
HSPA6	0.584
LOC388152	-2.236
C10orf140	-1.534
ZDHHC12	-0.4
LIN7A	1.2534
PHC2	0.416083333333333
SPHK1	0.4825
TRIM26	0.184375
FAM83E	1.0685
C18orf24	-1.2115
ZNF578	1.15816666666667
ORAI1	-0.202
RUVBL1	-0.648583333333333
C7orf20	0.3385
APAF1	-0.5985
SLC36A4	-1.85633333333333
MYH11	4.049
NEK1	-0.1127
MPP2	-0.165375
C12orf24	-2.236
TNK2	0.8375625
ZNF289	0.35225
MATN3	-0.0707142857142857
IFNGR2	0.624166666666667
ITPR1	-0.479875
EBF3	2.0437
TBC1D20	0.00230000000000001
OR10P1	0.5315
DDAH2	0.91125
SHPRH	-0.63925
STX7	-0.326
LOC554248	-1.3405
BCAR1	0.35575
ATXN3	-0.195083333333333
TRIM27	-0.16075
CDC42EP2	0.474
CHP	0.197142857142857
SOX17	1.193375
ZNF259	-0.823833333333333
CHCHD1	0.28175
ZDHHC19	0.575
GBP2	2.3275
GARNL3	0.37325
MRC2	0.81225
C1orf52	-0.5535
AOF2	-0.126833333333333
LRPPRC	-0.5928
ACVR1C	-1.82633333333333
TM4SF18	4.08483333333333
TMEM169	-0.68
PPP1R16A	0.4905
EBF1	0.015
RRS1	0.164166666666667
SNX2	-0.785
OR2T2	0.3525
RBX1	0.0085
ANKRD54	0.281666666666667
TSNAX	0.140833333333333
TMEM83	0.715
ZBTB7A	0.45125
ATM	-2.59091666666667
LOC338328	1.741
TIE1	0.593333333333333
HIST1H3G	0.438166666666667
PASD1	-4.36533333333333
TINAG	0.3485
PCDHAC2	0.515
LRRC15	1.6155
WBSCR17	-1.14425
TFF2	-0.183
PARP2	-0.51675
NDFIP2	0.19825
PCDHGB2	-0.0285
WDR60	0.36175
MAP7D2	-1.9284
USP45	-1.32775
GSDML	-1.14375
TNS1	-0.2816
PLCD4	1.2245
IQCD	0.8525
SMPX	-3.0635
CD9	1.368
SRGN	-0.95475
CASP7	0.4935
INOC1	0.235666666666667
DKFZp451M2119	-1.99625
VMAC	1.308
USP53	0.2163
CAMK1G	-0.780375
TMEM106A	-0.733333333333333
CDC20	-1.489
ACSL5	-2.2785
CBWD5	-0.693875
C1orf87	-1.76316666666667
KIAA1274	0.07775
PRUNE2	-1.75228571428571
LYPLA2	0.106833333333333
DOK6	-1.55433333333333
GPR149	0.10725
FAM30A	2.7775
TMEM129	0.71575
SLC35B3	0.2695
ACPP	0.6009
LOC200261	-0.8855
SLC4A7	-2.2386
CCDC40	3.11525
GART	-1.428875
THOP1	-0.57775
SCARB1	-2.085375
CACNA1F	-0.08075
TRIAP1	-0.157
SYT14L	0.873
SFRS8	-0.0443333333333333
PBOV1	0.1435
GOLSYN	1.8825
GJB7	-2.128
CAMK2N1	1.26333333333333
GREM1	3.37091666666667
FLJ20433	1.17625
QPCT	-2.15975
PRKAG2	1.3515
H2AFX	-1.489125
C6orf154	0.796
PLOD3	-0.9065
ZBTB39	0.0151666666666667
WASF3	-0.69125
DRG1	-0.52925
PRR4	0.4845
SPCS1	-0.31225
KDELR3	-0.556166666666667
SRP19	0.249833333333333
GABRA6	0.32075
MFSD1	0.8935
MMEL1	1.53225
PDXDC2	-0.5105
BUB1	-2.62444444444444
RNF138	-1.04
MYLPF	0.3975
AIF1	-0.5955
DYNLRB1	0.5783
HCN3	-0.851166666666667
HIST1H2AI	1.61975
MAP4K5	0.0448333333333333
LASP1	0.81325
LOC130951	0.0605
PLAA	-0.276625
KRT6A	0.9895
C6orf117	-1.369625
ARHGAP23	-0.515
PTF1A	0.1325
GPHA2	-0.07325
LCE3B	0.23975
MCL1	0.261857142857143
EHBP1	-1.33091666666667
PRNP	-0.7029375
ZSCAN1	0.79025
C1orf113	1.18533333333333
FOXA3	-3.026875
NEB	0.21125
ASGR1	-4.41483333333333
CTGF	2.35283333333333
RAB17	0.3885
MST101	-0.69625
JARID1B	0.4769
USP37	-0.5732
PTBP1	-0.0365
PTPN7	-1.5285
CDC7	-1.219
SNX7	0.88125
ZNF335	0.39475
CPT2	-1.02425
HEATR1	-1.301875
HSPC152	-0.312125
C5orf40	0.2455
PSME1	-0.0178333333333333
STAG3	-1.83275
TMEM154	2.0225
KLHL32	-0.673
TSGA10IP	-1.1145
SUV420H2	1.00716666666667
SF1	-1.1648
2'-PDE	-0.2476875
PNLIPRP2	-1.4295
TRSPAP1	-0.1235
NUP210	-0.641
ANP32C	-1.129
RAB11B	0.8475
ASB15	0.373
ITGB3BP	-0.93875
UBASH3A	-2.51125
YWHAB	0.3045
TPRX1	-0.016
LY6G5C	0.146
SLC7A2	-1.46525
CLK1	0.818
HSD3B7	0.559833333333333
VDR	2.44925
C16orf74	0.98275
ACE	0.0625
PSMA2	-0.1785
CCDC131	-1.606625
ZNF213	0.648
EML2	1.58275
ALS2CR13	0.241833333333333
GLYATL1	-1.8805
DSPP	4.3295
DHFRL1	-0.686125
C10orf30	0.786333333333333
SH3RF2	0.205666666666667
LOC197322	0.244833333333333
DLL3	-0.43475
TIGD7	0.6555
GFRA3	0.165
CPA1	-0.0675
RTN4	-0.904833333333333
PPT2	-1.54116666666667
FASLG	1.025
FOXP4	1.016375
RPL26	-0.3254
GNL3L	-1.70466666666667
FMR1NB	0.00849999999999999
CD163	6.12325
SGPP2	0.2115
GIMAP2	-0.55025
CD37	0.182833333333333
DPT	3.78025
NBLA00301	1.92475
RGS5	4.75891666666667
C9orf4	-0.55
ACTL8	-2.78366666666667
PRKAR2B	-0.012625
OPLAH	-2.41466666666667
C20orf134	0.6305
SPACA5	0.143
TBL1X	-1.91833333333333
TSPYL3	0.94
CHCHD3	-0.848
CRKRS	-0.412666666666667
GPR65	4.15175
DFFA	-0.67725
FUT1	1.33525
C6orf204	-1.404
TMEM51	0.1945
ZNF580	1.757
CMTM2	1.92525
C20orf200	-0.516
EZH1	-0.614
FDX1L	0.03975
MRPL32	-0.51525
PCAF	-1.6914
ALOX15B	2.65166666666667
CD59	0.392666666666667
CDK9	-0.797625
ERP29	-0.240166666666667
TTR	-5.0975
BCMO1	0.47
DDIT4	-1.9751
PTGDS	1.8785
C3orf63	0.461833333333333
BST2	0.2075
CYP1A2	-0.331666666666667
C5orf25	-1.01375
STX1A	0.303411764705882
OR2A12	0.427
SH3BP5L	0.19625
SERINC5	0.539875
USP6	-1.1681
MRPL3	-0.345
POMP	-0.180375
INPP4B	2.227625
GMPPB	0.3595
EAPP	0.8185
AHSA1	-0.10525
ABCA11	-0.626
SLC5A6	0.14
HIVEP2	-0.12025
SUMO2	1.337875
KIAA1822L	-1.902
C11orf67	0.48075
TXK	-1.236375
PHCA	-0.5955625
ICAM4	-2.002
FPGS	0.047
SNRPA1	-0.97225
KCNJ4	-0.84775
KIF6	-0.4213
HIST1H2BG	0.237833333333333
SLC5A5	0.42775
ZNF354B	0.4015
IL12RB2	-0.19025
C11orf76	0.382666666666667
GAL3ST2	0.524
AIFM2	0.144375
SYNC1	-0.53775
UBL3	0.018375
PIK3CG	-2.70466666666667
NLN	-1.5357
BCORL1	-0.09075
CD5L	0.24025
ZNF238	1.536
KIAA1394	-0.42175
C16orf55	0.2719
CYP3A7	-2.693
KRTAP3-1	-2.142
TFDP1	-0.540166666666667
MND1	-1.7545
NODAL	0.3285
GTPBP4	-0.90125
TUBGCP2	0.6675
SLITRK5	-0.2325
CIC	1.4115
CD79A	0.504333333333333
SAMD14	0.753333333333333
TNPO3	-1.2045
OR10G3	0.41
OR10G8	0.5305
CCDC111	0.3685
HOXC9	1.81425
DCUN1D1	0.351333333333333
CYB5R1	1.52
TSR2	0.63975
DAB2IP	0.6864
SLC6A5	0.2065
RAB3D	0.26825
DCUN1D4	-1.17016666666667
ERBB3	1.35941666666667
SDC1	1.70883333333333
ATP6V1H	0.932666666666667
SYK	0.6185
ST20	-0.56
C13orf30	-0.73
WDR40A	0.350333333333333
ADMR	0.4695
LOC388335	1.45525
ACSM1	1.619
TDG	-0.17975
FLJ11235	-0.15125
MRPS5	-1.36333333333333
AGPAT2	-0.523666666666667
SLC12A1	0.231375
CYP27A1	-1.8855
THAP7	-0.7825
XPO1	-0.85675
ALMS1L	0.157
C1orf2	-0.6065
ZNF777	0.385333333333333
CAMK2A	0.866666666666667
SMC1B	0.362625
IHPK2	0.987933333333333
LEMD1	-2.49925
NKD2	0.2002
CLU	1.01685714285714
ARMETL1	-0.3405
PABPC4	-0.618
CXCL12	3.215
TFAP2C	3.6412
TTTY8	-0.138
ABCB10	-1.2695
ENDOD1	0.317166666666667
IDI1	-0.8705
KCTD6	-0.2515
CCDC105	-0.4885
ULBP2	-0.892333333333333
ZDHHC5	0.33775
WNT8A	-1.0795
COMMD10	0.40575
KLHL12	-0.229125
GPR50	0.2305
NR5A2	-0.5255
OXGR1	0.475666666666667
EHD3	0.74325
CAPRIN2	-1.0705
KLRC3	-3.39925
SF3B1	0.0992857142857143
IPO7	-1.357
ALDH1A1	-2.082
ANKRD5	1.017125
TSNARE1	1.013
DDEFL1	-0.1295
RNASEL	1.18233333333333
DNAH9	-1.1745
HELLS	-1.42625
TNS4	2.4595
NAV1	0.4405
KIAA1409	0.1125
C20orf26	2.28883333333333
TUBG1	-1.25975
IRX2	0.54375
CNGA4	-0.094
MGC50559	1.87316666666667
OR4K17	0.377666666666667
TM2D2	3.16325
FAM32A	0.26025
TXNDC14	-0.651
CCBL1	-1.3255
ANK1	-1.8353
PRSS23	1.2475
PPM1L	0.7945
SPATA20	0.1515
APCS	-0.21025
C14orf122	-0.2525
PSMB5	-0.371375
C6orf10	-0.091375
SETDB2	0.8985
SPNS3	-1.42325
SGMS2	0.117833333333333
MXD3	-0.716166666666667
MON2	-0.2575
CARTPT	0.96475
HNF4A	-1.01783333333333
RABEP1	1.0282
TNFRSF10B	-1.454125
USH1G	0.761
PPAP2B	-0.248166666666667
TMEM16K	-0.3085
CTDSP1	1.12
CDK5R1	-0.176
GABRR1	-0.2395
OPN1LW	0.5805
FAM98C	1.306375
DBN1	0.567
ACAD10	-0.41775
QTRTD1	0.0015
WNK3	0.1545
RPS19	1.538875
C1QB	2.7115
OTUD5	0.380875
SLC41A2	0.365166666666667
TMEM22	-1.9675
KHSRP	-0.415166666666667
TNFRSF11A	-1.20966666666667
FBL	-0.559833333333333
IBTK	-0.311166666666667
OXER1	0.5545
CBLN4	0.823125
GPR172B	1.15433333333333
CFTR	-1.50175
VSX1	0.752
CAMK1D	0.4275
LOXL3	-2.591
RTP4	1.71875
SLFNL1	0.61625
