Hybridization REF	TCGA-BH-A0C3-01A-21R-A12P-07
CSNK2A1P	-0.064
KLK6	-2.106
TMEM111	1.2941
KIAA1279	0.1935
NUBP2	0.690666666666667
RAB42	-0.96025
ID3	-0.582
TM9SF1	0.152
MDP-1	-0.431
POU4F2	-0.04725
IQCK	0.9205
C16orf14	0.351
CAPN3	-1.420625
FAM43B	0.2705
RECQL	-0.3315
AP1G1	-0.642928571428572
CTNNBL1	0.455166666666667
ECHDC1	0.0921666666666667
SMARCC1	-0.6527
FOXQ1	-1.553
GNAI3	-0.141166666666667
POLG2	-1.4565
CD4	1.297625
ITLN1	4.14875
EBI2	4.45
IRF1	1.22525
PTPRE	1.8793
PTK2B	0.0915
NXNL2	-0.8935
SOX4	0.603888888888889
TSPAN3	0.5955
SH2D1A	-1.47166666666667
C8orf58	-0.653
USP20	-0.81825
DUSP22	-0.377083333333333
CALB1	-2.78466666666667
L3MBTL2	-0.22725
MCRS1	-0.5215
TMEM118	0.117333333333333
C18orf8	0.681333333333333
FLJ10241	-0.109875
GJA12	1.64075
PKD1	0.347666666666667
ZFP3	0.157
JAM3	0.047125
LAPTM4A	1.0039
DIRC2	1.15025
KIAA2022	1.13116666666667
MYOM1	1.2295
TRPM8	-2.57683333333333
MOP-1	0.45625
PHKG2	0.054125
ZNF650	0.31225
KIAA1522	0.63775
PSG8	-0.284
DDX19B	0.345
MOBKL1B	0.69025
DIAPH2	0.320833333333333
PTPN12	0.243
CLN8	0.1322
CRYZL1	0.202666666666667
CRY2	0.944166666666667
FCGR2B	4.3185
PNPLA4	1.2855
ZNF454	0.9975
DKFZp434B1231	-0.01525
CLDN11	1.1071
RFWD2	0.379333333333333
CIB2	-0.671
MXRA8	3.244125
HRK	-0.675
MAML2	0.1005
C4orf31	0.789
C6orf192	-0.08775
COG6	0.528625
FAM5B	-0.867
NFATC1	1.3991
SEPT10	-0.0345
SCYL1	0.1399
RPP40	-0.67325
SCOC	1.2793
KIAA1450	0.8015
CTDSPL2	-0.01125
TBX5	2.02866666666667
NAPG	0.843875
RHD	-4.782
C14orf45	1.333
ZBTB22	1.1975
PLCG1	-0.7285
ANKRD10	-0.833125
AQP7P2	4.032
TAGLN2	-0.345666666666667
HTR2C	-1.04783333333333
SLC16A7	1.595
C17orf83	0.428333333333333
TSGA14	-0.318166666666667
MDH1	-0.486
PPP3R2	-0.2915
DCBLD2	-1.40728571428571
RBM33	-0.180125
DPH3	-0.964
SYT10	-1.19916666666667
FMO4	2.4105
THYN1	-0.0225
DRD5	-2.2345
OTOR	0.7475
PGRMC2	0.7583
KATNAL1	0.0955
PAQR6	-1.8835
UBE2I	0.0375
C14orf28	1.31275
C8orf70	-0.07475
FLYWCH1	0.289
ANGPTL3	-1.57966666666667
GLRX2	0.159
ATP11A	-0.762571428571429
ARL5B	0.9955
MUC16	-2.907
SLC25A5	-0.854857142857143
ACRC	-0.711
MYO1C	-0.069125
FAM89B	1.03483333333333
FAS	0.947625
KIFAP3	1.45675
GLRA2	null
BTN3A2	-0.5292
CNKSR3	-0.23375
CSTF3	-1.365
ARPM1	0.99475
KIAA1530	0.1145
C9orf150	0.9915
PRKCI	-0.74675
tcag7.1015	-1.19575
SOD3	1.59375
ZNF574	0.043
CYP21A2	1.6405
RPL12	-1.0465
COMMD2	-0.428
WIZ	0.22
LOC344405	-1.504
ALDH4A1	-0.165470588235294
CRYAB	2.9095
COPA	0.861033333333333
PCDHGA7	0.132833333333333
KIF11	-1.44091666666667
RASD2	0.3595
SLC26A3	0.4635
ZNF175	-0.937
JAKMIP2	-2.038625
C8orf4	1.45716666666667
PTHLH	0.754
SLC40A1	2.34366666666667
OR7D4	0.243833333333333
PCDHB17	-0.7805
CD36	5.81921428571429
C6orf203	0.3323
PRKG2	0.411
LOC400566	-0.61825
ANAPC13	0.34375
SLCO3A1	-0.26875
ZNF692	-1.7085
FANCL	-1.818
SH3GLB1	1.19975
C12orf61	0.1665
KBTBD6	-0.62675
SUPT5H	0.147125
XRCC6	-0.2979
HUS1B	-0.7823
FAM133B	-0.597142857142857
LOC728276	0.02
KCTD18	0.67025
SOS2	0.624
CCDC99	-1.82475
C1QTNF5	3.7835
NNAT	2.566
USP16	0.483
LARS	-1.031625
ZBTB2	-0.10675
ABO	0.0946666666666667
TRAF3	0.4965
GALNT5	-2.345
NAP5	-0.41025
ALG14	1.55533333333333
KIAA0515	-0.709769230769231
WDR75	-0.8275
TEX261	-0.137666666666667
LY86	1.013
LOC389072	-0.682
FLJ13611	0.12825
MRGPRX2	0.3405
SNRPA	-1.29875
OR2G2	0.377
GPRASP2	0.931
C7orf42	0.2881
C9orf163	-0.867
CYP11B2	0.679
FCRL3	1.54266666666667
PRDX1	0.79675
FGB	-6.4825
COX17	-0.105333333333333
C16orf33	0.8285
PIWIL1	-0.6545
FOLR1	-2.81616666666667
KIAA0082	-0.584
FREQ	-0.960666666666667
TMCC2	-1.09483333333333
TCF12	-0.227833333333333
ZNF721	0.2285
FAM130A2	-0.00274999999999997
POU4F1	-2.416
SNRPF	-0.98725
SGIP1	0.977666666666667
ZNF641	1.42383333333333
EMG1	0.2385
PRRG4	-0.00599999999999999
HIRA	-2.25125
MYNN	0.259166666666667
AEBP2	-0.321416666666667
TBXA2R	0.212666666666667
ISL2	-1.53833333333333
PCDHB11	-0.1035
RNF144A	-0.388125
MARCH5	0.01275
DULLARD	-0.1935
DCLRE1B	-0.913
ITGA8	0.8465
TP73	0.402875
PRKCD	1.78075
NDUFB4	-0.059
ATP13A4	0.485875
ANTXR2	0.745333333333333
COL4A3	0.0508333333333333
MYO10	-1.5056
SLC6A18	0.34
PEX1	-0.1225
TMEM74	-1.37733333333333
RBM19	0.75675
TAPBP	0.6406
RUNX1	0.856625
MID1	-0.89675
GPR64	0.101333333333333
RASEF	0.51725
GABRG1	0.11375
MYO16	0.680333333333333
DBF4	-1.8895
TSHZ2	3.6435
RIPK2	0.471125
PPTC7	0.0145
KIF4B	-0.301
LRRC31	0.82625
ZNF540	0.638
EFNB3	-0.238666666666667
LOH12CR1	0.283875
STON2	-0.418
GLP1R	1.30775
CSTF2T	-0.061625
IREB2	-0.5775
GRSF1	-0.66475
PDCD7	-0.535333333333333
LRRC43	-0.323
CNR1	1.18716666666667
IL1F7	-0.7215
C12orf64	0.3075
FAM69B	-1.48225
NR2E1	-2.32566666666667
MS4A6A	3.5146
FTL	0.351
C7orf36	-0.21875
PCLO	0.1492
DYRK2	0.591916666666667
ARIH2	-0.28575
SAMD7	-0.294
SCNN1D	-0.551
SLC32A1	0.03475
C22orf25	0.1255
MRPS18A	-0.2409
GPR112	0.848
EARS2	-0.35325
ERN2	-0.088
ATPBD3	-0.113166666666667
PRH2	-0.214
CDKN2D	0.2935
PGLYRP2	0.65925
TRIM40	-0.174
SEC14L3	1.04833333333333
SLC22A1	-0.2455
BTN2A3	-0.3755
RASA4	0.516
CCNL2	-0.539833333333333
MYBPC3	0.1235
GJA4	3.6225
CDC42SE1	1.731875
TRPV2	-0.76925
MYPN	-3.6157
SIM1	0.324
CDADC1	0.375166666666667
ZFHX4	2.0835
NIBP	0.217333333333333
ADAMTS19	-3.082
ABTB2	-2.109
TSPYL2	-0.2875
EIF2S3	-0.3835
SOX30	-0.489
AP2A1	-0.00850000000000001
DKFZP564O0523	0.416833333333333
LOC285398	-0.3425
CDH18	-4.392
CHL1	3.535
GATS	-0.371
TBC1D2B	0.887833333333333
OR1J1	0.931
GSN	2.51866666666667
DPCR1	-0.168571428571429
GARNL4	-1.153
SMARCA5	-0.52225
PLEKHG3	0.372333333333333
ZBTB45	0.2095
FRMD6	0.1715
PLS1	-0.1365
DGKZ	0.225166666666667
EFNA1	1.5449
WDR85	-0.870125
ANK2	2.45475
PAGE4	3.3515
SENP6	0.120666666666667
AKR7A2	0.157833333333333
FKBP10	-2.374
VEGFC	-1.0355
LARP1	-0.2145625
SRBD1	0.15625
ITGB6	2.601
SLC1A2	-0.981615384615385
INVS	-0.945
MPO	0.58575
MOBKL3	0.0291
CUTL2	-0.989125
KLK2	0.0405
VIM	0.1775
REG1B	-0.106166666666667
PCDHGC4	0.00649999999999997
C3orf34	0.26
SUMO3	-0.158666666666667
CST9L	-1.213
MLL4	-0.28925
SPR	0.944833333333333
SAMD9L	1.1895
ABCE1	-0.8665
SUPT3H	-0.721166666666667
ACTBL1	0.61775
ADAMTS4	1.27016666666667
SLIT3	3.3185
RHEBL1	-1.1445
NPM2	-2.231
MAN1C1	2.58175
KIAA1856	0.243416666666667
HSPA6	0.70425
LOC388152	-1.846
C10orf140	0.09975
ZDHHC12	-0.4445
LIN7A	0.3196
PHC2	-0.0405833333333333
SPHK1	0.02
TRIM26	0.5504375
FAM83E	-0.242
C18orf24	-1.03316666666667
ZNF578	0.172666666666667
ORAI1	-0.046
RUVBL1	0.0289166666666666
C7orf20	-0.684833333333333
APAF1	-1.111
SLC36A4	-0.864833333333333
MYH11	4.156
NEK1	0.2676
MPP2	-0.627875
C12orf24	-2.957
TNK2	0.4220625
ZNF289	0.1665
MATN3	-1.85585714285714
IFNGR2	0.866666666666667
ITPR1	0.016875
EBF3	4.5183
TBC1D20	1.1355
OR10P1	0.398
DDAH2	0.6485
SHPRH	-0.9795
STX7	0.416
LOC554248	-1.466
BCAR1	-0.50875
ATXN3	0.31575
TRIM27	-0.07525
CDC42EP2	0.4665
CHP	1.02635714285714
SOX17	2.30425
ZNF259	-0.842333333333333
CHCHD1	0.714375
ZDHHC19	-0.159
GBP2	3.2505
GARNL3	0.108625
MRC2	1.1785
C1orf52	0.164
AOF2	-0.691
LRPPRC	-0.6716
ACVR1C	4.991
TM4SF18	3.4755
TMEM169	-0.739333333333333
PPP1R16A	-0.281875
EBF1	3.58716666666667
RRS1	-0.198
SNX2	0.4125
OR2T2	0.399
RBX1	0.02575
ANKRD54	-0.247166666666667
TSNAX	1.01666666666667
TMEM83	-1.969
ZBTB7A	0.63275
ATM	-1.48416666666667
LOC338328	3.2065
TIE1	2.32266666666667
HIST1H3G	1.0455
PASD1	-4.63083333333333
TINAG	0.7075
PCDHAC2	-0.2925
LRRC15	0.1885
WBSCR17	-0.30675
TFF2	-0.2745
PARP2	-0.76125
NDFIP2	0.596875
PCDHGB2	-0.272
WDR60	-0.048
MAP7D2	-1.386
USP45	-1.35875
GSDML	-0.089
TNS1	0.8326
PLCD4	0.1515
IQCD	0.906166666666667
SMPX	-2.48225
CD9	1.271
SRGN	1.506375
CASP7	1.1125
INOC1	0.387333333333333
DKFZp451M2119	-1.27975
VMAC	1.3605
USP53	0.819
CAMK1G	-0.85525
TMEM106A	0.249166666666667
CDC20	-1.6889
ACSL5	0.0401666666666667
CBWD5	-0.390375
C1orf87	-1.467
KIAA1274	1.158
PRUNE2	-1.55957142857143
LYPLA2	0.776166666666667
DOK6	-0.6275
GPR149	-0.34575
FAM30A	2.78125
TMEM129	0.516
SLC35B3	1.41925
ACPP	0.5036
LOC200261	-0.7245
SLC4A7	-1.343
CCDC40	2.3115
GART	-1.13225
THOP1	-1.175
SCARB1	-0.46225
CACNA1F	-0.39775
TRIAP1	-0.290333333333333
SYT14L	1.2385
SFRS8	-0.825
PBOV1	-0.11325
GOLSYN	2.62175
GJB7	0.1245
CAMK2N1	-0.693
GREM1	3.23816666666667
FLJ20433	0.64575
QPCT	-2.81625
PRKAG2	1.66933333333333
H2AFX	-1.53475
C6orf154	0.2645
PLOD3	-1.5525
ZBTB39	-0.828
WASF3	0.840166666666667
DRG1	-0.12125
PRR4	-0.404
SPCS1	0.12025
KDELR3	-0.213333333333333
SRP19	0.014
GABRA6	-0.08175
MFSD1	0.76975
MMEL1	0.44625
PDXDC2	0.5053
BUB1	-2.48744444444444
RNF138	-0.588
MYLPF	-0.626166666666667
AIF1	1.24116666666667
DYNLRB1	0.1633
HCN3	-0.756166666666667
HIST1H2AI	0.98375
MAP4K5	-0.0123333333333333
LASP1	1.386875
LOC130951	0.256
PLAA	0.392375
KRT6A	-2.818
C6orf117	-2.72575
ARHGAP23	-0.656
PTF1A	0.3205
GPHA2	-0.31
LCE3B	-0.32175
MCL1	1.76435714285714
EHBP1	-0.609166666666667
PRNP	-0.30475
ZSCAN1	0.56925
C1orf113	-0.0886666666666666
FOXA3	-2.847125
NEB	1.03475
ASGR1	-4.2425
CTGF	1.74833333333333
RAB17	1.27533333333333
MST101	-0.22775
JARID1B	-0.2693
USP37	-0.1166
PTBP1	-0.425666666666667
PTPN7	0.203166666666667
CDC7	-2.759
SNX7	0.0765
ZNF335	-0.09125
CPT2	0.1355
HEATR1	-1.17875
HSPC152	-0.2635
C5orf40	0.26375
PSME1	1.02316666666667
STAG3	-1.10075
TMEM154	0.768833333333333
KLHL32	0.00566666666666671
TSGA10IP	-1.041
SUV420H2	-0.870666666666667
SF1	-1.1118
2'-PDE	0.6208125
PNLIPRP2	-0.4375
TRSPAP1	-0.09275
NUP210	-0.6775
ANP32C	-0.720833333333333
RAB11B	0.408
ASB15	-1.078
ITGB3BP	-1.58775
UBASH3A	-0.0405
YWHAB	0.23125
TPRX1	-0.062
LY6G5C	-0.387875
SLC7A2	1.986875
CLK1	0.671
HSD3B7	0.7335
VDR	2.681
C16orf74	-1.0715
ACE	0.74475
PSMA2	-0.398
CCDC131	-0.729
ZNF213	0.6905
EML2	-0.405
ALS2CR13	-0.0798333333333333
GLYATL1	-2.98225
DSPP	-0.4375
DHFRL1	0.02725
C10orf30	-0.636166666666667
SH3RF2	-0.2725
LOC197322	-1.14
DLL3	-1.567375
TIGD7	-0.04775
GFRA3	0.0935
CPA1	1.34516666666667
RTN4	0.153333333333333
PPT2	-1.9225
FASLG	3.72941666666667
FOXP4	-0.41175
RPL26	0.0271
GNL3L	-1.9885
FMR1NB	3.4155
CD163	7.01625
SGPP2	-0.34925
GIMAP2	1.87275
CD37	1.36466666666667
DPT	5.0525
NBLA00301	1.95075
RGS5	3.47441666666667
C9orf4	0.0235
ACTL8	-3.53833333333333
PRKAR2B	1.33625
OPLAH	0.149166666666667
C20orf134	1.78375
SPACA5	0.45525
TBL1X	-0.54
TSPYL3	-0.022
CHCHD3	-0.249
CRKRS	0.262333333333333
GPR65	5.30525
DFFA	-0.372375
FUT1	0.14325
C6orf204	-0.467666666666667
TMEM51	0.02925
ZNF580	-0.02325
CMTM2	-0.2475
C20orf200	-0.6245
EZH1	0.7515
FDX1L	0.025
MRPL32	0.0515
PCAF	-0.176
ALOX15B	0.703833333333333
CD59	0.33825
CDK9	-0.109625
ERP29	0.284666666666667
TTR	-5.24825
BCMO1	-0.521
DDIT4	0.0747
PTGDS	2.0835
C3orf63	-0.449
BST2	1.76
CYP1A2	-0.165666666666667
C5orf25	-0.37525
STX1A	-0.742764705882353
OR2A12	0.055
SH3BP5L	-0.581
SERINC5	0.43375
USP6	-0.0212
MRPL3	0.112333333333333
POMP	0.00837499999999999
INPP4B	1.129125
GMPPB	0.6935
EAPP	0.5455
AHSA1	-0.0955
ABCA11	0.068
SLC5A6	0.19075
HIVEP2	0.51925
SUMO2	0.724625
KIAA1822L	0.457833333333333
C11orf67	0.62725
TXK	0.024875
PHCA	0.71475
ICAM4	-2.20116666666667
FPGS	0.0318333333333333
SNRPA1	-1.367
KCNJ4	-0.43075
KIF6	0.7303
HIST1H2BG	2.1525
SLC5A5	0.4825
ZNF354B	-0.0423333333333333
IL12RB2	0.61325
C11orf76	0.842
GAL3ST2	1.488
AIFM2	0.57875
SYNC1	-0.646375
UBL3	0.875875
PIK3CG	-1.08433333333333
NLN	-0.40075
BCORL1	-0.169
CD5L	0.1615
ZNF238	-0.208166666666667
KIAA1394	-0.49125
C16orf55	-0.6967
CYP3A7	-1.14825
KRTAP3-1	-2.8635
TFDP1	-0.4185
MND1	-3.35
NODAL	-0.608833333333333
GTPBP4	-0.75475
TUBGCP2	1.04
SLITRK5	-3.46175
CIC	-0.02175
CD79A	1.25383333333333
SAMD14	0.406166666666667
TNPO3	-0.607
OR10G3	-2.5915
OR10G8	-0.0855
CCDC111	-0.052
HOXC9	0.85475
DCUN1D1	0.6885
CYB5R1	1.915
TSR2	0.741
DAB2IP	-0.0392
SLC6A5	-0.033
RAB3D	1.842
DCUN1D4	-0.624
ERBB3	0.658833333333333
SDC1	0.894
ATP6V1H	0.3645
SYK	0.8775
ST20	-1.95425
C13orf30	1.428
WDR40A	0.0451666666666667
ADMR	0.122
LOC388335	3.264
ACSM1	2.5405
TDG	-0.460416666666667
FLJ11235	0.17675
MRPS5	-0.7765
AGPAT2	1.94133333333333
SLC12A1	0.329125
CYP27A1	-0.05575
THAP7	-1.015
XPO1	-0.765916666666667
ALMS1L	0.223666666666667
C1orf2	-0.066125
ZNF777	-0.440666666666667
CAMK2A	-0.0143333333333333
SMC1B	-0.632625
IHPK2	-0.2586
LEMD1	-4.07975
NKD2	0.1973
CLU	1.02778571428571
ARMETL1	-0.0055
PABPC4	-0.91925
CXCL12	3.506
TFAP2C	0.8925
TTTY8	-1.023
ABCB10	0.1005
ENDOD1	0.208666666666667
IDI1	-0.596
KCTD6	1.72216666666667
CCDC105	0.7585
ULBP2	-1.60433333333333
ZDHHC5	-0.2815
WNT8A	-0.949666666666667
COMMD10	0.76525
KLHL12	-0.292125
GPR50	1.2665
NR5A2	0.370125
OXGR1	0.822166666666667
EHD3	0.025
CAPRIN2	-0.879375
KLRC3	-1.07575
SF3B1	0.120428571428571
IPO7	-1.279
ALDH1A1	1.5015
ANKRD5	1.1485
TSNARE1	0.224
DDEFL1	0.22375
RNASEL	1.3335
DNAH9	-0.15625
HELLS	-1.83975
TNS4	-0.175
NAV1	0.2345
KIAA1409	0.9865
C20orf26	1.78616666666667
TUBG1	0.51475
IRX2	-0.311
CNGA4	0.0845
MGC50559	1.035
OR4K17	0.386333333333333
TM2D2	0.737916666666667
FAM32A	0.866
TXNDC14	-0.72075
CCBL1	-1.9125
ANK1	-2.0718
PRSS23	-1.423125
PPM1L	-0.392
SPATA20	-0.58175
APCS	0.317
C14orf122	-1.02183333333333
PSMB5	-0.01575
C6orf10	-0.3416
SETDB2	1.00916666666667
SPNS3	-0.8815
SGMS2	0.2005
MXD3	-1.5625
MON2	-0.2588
CARTPT	4.2775
HNF4A	-0.556833333333333
RABEP1	0.42555
TNFRSF10B	-0.479
USH1G	0.34
PPAP2B	0.149666666666667
TMEM16K	0.1805
CTDSP1	0.8375
CDK5R1	-0.109333333333333
GABRR1	0.772
OPN1LW	-0.343
FAM98C	0.724
DBN1	-0.192875
ACAD10	-0.202666666666667
QTRTD1	-0.72275
WNK3	-1.41566666666667
RPS19	-0.733375
C1QB	3.300625
OTUD5	-0.489625
SLC41A2	1.4255
TMEM22	-0.0853333333333333
KHSRP	-1.29483333333333
TNFRSF11A	-0.523666666666667
FBL	-0.727666666666667
IBTK	-0.0215
OXER1	-0.017
CBLN4	1.52125
GPR172B	0.627833333333333
CFTR	-1.64275
VSX1	0.605
CAMK1D	-0.40225
LOXL3	-2.21225
RTP4	1.6095
SLFNL1	-0.50325
KIAA0828	0.356375
PAR5	-0.003
LOC723972	-0.879
GDI2	0.44525
CEBPA	1.5261
MLF2	0.291833333333333
AFMID	-0.4345
ALOX12B	0.1065
BPHL	0.372
COX5B	-0.20175
S100A10	1.4599
THOC6	0.58175
NHN1	-0.862
RRP12	-0.350166666666667
ARID3B	-2.0355
CD3G	-0.876666666666667
KIAA0133	-0.31825
NAT11	-1.76683333333333
PPAT	-1.30816666666667
SIRT3	0.0522
TCERG1L	-1.497
NIPA1	0.8642
DPP8	-0.014
IL7R	2.1925
ZFP64	0.07375
DMAP1	-0.1877
TRMT12	0.157
TLR4	2.7351
WFIKKN2	-0.0295
RAB12	-0.199166666666667
DDX51	-0.679
KIAA1086	-2.611
ZNF295	-0.563
ACVR2B	-1.85035714285714
LOC494150	1.0065
ZNF517	0.6405
DNASE1L2	-2.04983333333333
SUFU	0.779416666666667
LOC283677	0.4385
LMO3	2.40933333333333
PPP2R5D	0.167666666666667
ZNF587	-0.00529999999999999
HIST4H4	0.07525
CYP2C8	-0.15625
C1orf80	0.814
DOCK5	-0.684666666666667
C9orf24	0.871
OR5AR1	0.1715
C11orf24	0.2805
UNQ1940	-0.46175
CAP2	1.382
TIMM44	-0.52375
DSEL	-0.3531
ROM1	1.24175
FBXO4	0.495875
MYLC2PL	-1.7985
MLH3	0.5311
NOX1	-0.300333333333333
DPEP2	1.853
DNAJB5	0.06275
RLTPR	0.1125
MBIP	-0.063
COPB1	-0.575666666666667
SFTPA1B	-0.139
C10orf4	0.1483
PRELID1	-0.016
NOLA1	-0.8795
C19orf24	0.6275
TLR9	-1.8405
HLA-DMA	3.34283333333333
HCRP1	-0.3745
GPR137	0.4
ITGA11	-0.629
PHF13	0.368
MARK4	0.174666666666667
METTL4	0.18325
MBD3	-0.1327
LOC134145	0.927125
FGF3	0.39275
SLC35A3	-0.437
CLEC16A	0.0895
AMOTL1	-0.95525
FLJ31438	-0.95325
PAICS	-1.38275
TOMM40L	0.18
MMD	0.246
KLK10	-1.292
NIT2	-0.1585
SERPINB10	0.97725
KLF15	0.7058
CCDC5	-0.329
WSB2	0.75025
ME3	1.3195
CACYBP	-0.0326666666666667
TCTN2	0.5845
JAK1	1.263
C2orf25	-0.22325
GPD2	2.392
FBXL11	0.553333333333333
CDV3	-0.0606666666666667
GALNT11	0.468875
NDUFA12L	-0.6369
FLOT1	0.217571428571429
TOR1AIP2	1.447
MMP25	0.334
C1orf164	-0.2674
CHST5	-0.232
LYRM4	-0.6195
GPER	-0.6285
HIPK2	0.647583333333333
DAP	0.381
ZMIZ1	0.478833333333333
DDX58	2.466125
DCC1	-2.61125
AKT1	0.387875
ENPP6	1.69566666666667
ERVWE1	-1.04516666666667
CDC34	0.237
RNF125	-0.05925
CASC1	2.64325
SHROOM2	-1.1515
RRM2B	-0.07
COL6A3	2.671375
TMEFF1	-1.9345
PLEKHA4	0.999
LYSMD1	2.61233333333333
SEPT1	0.0915
AOF1	0.06675
GNPAT	0.2265
WDR18	-0.88675
HSD17B12	-0.544833333333333
HIST1H2BM	0.5015
INDOL1	0.1165
SUDS3	0.535
C1orf192	1.034
CYP2B6	-0.82225
TBC1D2	0.805
SLC25A12	0.297625
ERCC6L	-1.7725
MGC10814	-1.33383333333333
POLR2C	-0.871
ZNF77	0.1205
EIF3K	-0.0036
HPX	0.22675
ANKRD27	-0.273125
MALAT1	0.0225
PLB1	1.331
HRNBP3	-1.22675
CPSF4	-0.873
OR52N2	0.396
PIP5KL1	0.7685
GH1	0.157333333333333
HPS5	-0.793
SLFN5	1.590125
POP5	-0.314166666666667
OVOS2	-4.04633333333333
C20orf108	0.953375
MARS	-0.2195
CLRN3	0.934833333333333
ARSE	-1.10516666666667
PPIE	0.0106666666666667
PHACS	-0.479
GP5	-1.326
IL8RB	0.844833333333333
FCRLA	-1.420625
ARRDC1	0.5254
KRTAP9-4	-0.198
ZNF613	1.636
OR11A1	0.322
TMEM132B	-2.166875
PGLS	-0.261
BSND	-2.718
KCNK18	0.466
FOXD4	-0.57725
SV2C	-0.30375
LCN2	0.331
ZNF490	0.3332
C3orf15	1.4364
CACNA2D4	-0.732
CBX5	-1.606
MAGEB4	0.0337499999999999
BOLA1	0.0345
PPP2R5E	-0.4965
COL5A1	1.49891666666667
ASB7	-0.5125
SFT2D1	-0.08075
DERL1	0.2905
RABL2A	0.172833333333333
MOAP1	0.2085
KIAA1545	0.180333333333333
F3	0.94625
PLEKHM2	0.2605
CCDC89	1.23
EFCAB1	1.17425
TMEM48	-0.11975
SEPHS2	1.05575
PYGM	1.32075
PRICKLE1	2.285
WNT5B	-1.5185
TAS2R38	1.167
IMP5	-0.70875
KHDRBS1	-0.3633
LARS2	-1.021
C3orf28	-1.12825
FTCD	-2.8045
C10orf68	1.84566666666667
DGAT2L3	3.1855
PSEN1	1.15141666666667
MGC33657	0.5345
PLA2G4B	0.2035
CDKN2A	-1.80725
DLX1	-2.98375
TSHB	-0.0625
C18orf37	0.36025
MEX3C	0.120875
MAMDC2	1.8105
PDIA4	-0.125416666666667
ATP5E	-0.33875
CASP2	-0.409285714285714
SERBP1	-0.500576923076923
ZNF341	0.018
TESC	-2.047
TMEM31	-1.85925
OR51I2	0.8445
YTHDC1	0.422428571428571
JUN	0.4255
AGMAT	-4.4475
PCNXL2	0.5105
ATAD5	-2.648
STK38	0.321375
AZI1	0.13075
RBP1	0.685
C4orf26	-1.0925
KIAA1026	0.71675
TMEM101	0.02175
HSFX1	0.00949999999999999
TREX1	0.83
C18orf10	-0.8118
TRIM15	-3.2735
CA6	0.690625
CEP57	-1.18975
AR	3.83183333333333
SESN2	-0.545166666666667
KIF3C	0.86425
EPB41L5	0.50875
ARHGEF10	-0.697545454545455
POLR3D	-0.4095
INDO	0.148666666666667
GABRA3	0.183
SCG5	-0.7782
E2F3	-0.6654
TIGD5	-0.05175
FGD6	2.02891666666667
KLHL3	0.618125
SCGB3A2	-2.4325
URP2	1.03616666666667
ATP6V1B1	0.2007
CALML6	1.4195
LOC100049076	0.9255
TMF1	0.0415
LOC388503	-0.39125
CDH5	3.3135
RPS6KC1	0.1045
DAAM1	0.4111
TNFRSF10D	-0.25275
GSTT1	-0.6478
INPP5A	0.691
TRAF3IP1	1.1691
SMARCE1	0.278285714285714
VRK1	-1.06125
TTC16	0.2725
AARS	-1.4395
ARHGAP27	0.7295
ZAK	0.544642857142857
ACSM2B	-2.05325
TRAP1	-0.496
MRPL53	0.909
RNF44	-0.0735
NPTXR	-0.2375
DPYSL3	1.06
APP	-0.1855
GLS2	-0.375
MNX1	-3.301
CMTM7	-0.811
OR10A7	0.015
NYD-SP21	2.602
ORC5L	-0.2825
SLC16A10	-1.89375
TMEM178	0.563
LOC441601	-3.17675
PTGIS	2.79475
KBTBD7	0.63975
C19orf41	-0.42625
CEACAM3	1.91366666666667
KRT23	-4.31975
SERHL	2.267
PNKD	0.0366875
UBC	0.666
ATRN	-1.12125
HAPLN1	-2.92525
RANGAP1	-0.3195
C10orf26	1.82666666666667
KCNA7	-0.04
SRY	0.519
LOC376693	-0.4645
HIST1H2BF	0.64825
CDCA8	-1.858
MLC1	-2.00375
TNIP3	0.36075
OR4D1	0.2665
IFT52	0.576333333333333
GOLT1A	-0.0535
UTP20	-0.789875
RP3-402G11.5	-0.546875
PRSS33	-0.6175
PMPCA	-0.08825
APOB48R	2.075
GLTP	0.421
MPL	0.342
C9orf78	-0.10425
ADAM12	1.51325
CSPG4	-0.974
LOC144305	0.2335
KRTAP4-10	-0.258
PAK1	-0.0915
ADCY7	-0.4723
TAS2R43	0.342
FRAS1	-2.20335714285714
PPP1R14A	1.10616666666667
OR2B6	-1.02175
ATP13A1	-0.0375
SIDT1	-0.96875
C1RL	0.980666666666667
PRKRA	-0.027
TLN1	0.6444
RP11-50D16.3	0.676
MITF	-1.211
GYS1	-0.66075
LYG1	-0.94
NSMCE4A	-0.1336
DNAI1	-0.16925
HOXD11	-1.204
FNBP1L	0.777
DHX35	-0.48525
LCE3E	0.410285714285714
SLC33A1	0.85125
DCLK3	0.952833333333333
TRIM33	-1.03266666666667
TMCC3	1.71933333333333
FBXO42	-0.227
C1orf27	0.8269
C17orf50	-0.1565
RNF14	0.864333333333333
SLC4A8	-0.7165
RAB3IP	0.0296
COX6C	1.62921428571429
PCSK1	-4.0333
SLC13A1	0.156
ARF6	0.3125
KIAA1009	0.127625
HOXA13	-2.53525
HMGN1	-0.272
CXADR	-3.06175
MGC14436	0.5755
UTF1	-0.0165
TSC22D1	1.2203
BZRAP1	-0.922
PUF60	-0.328916666666667
SHC1	1.19725
HOOK3	0.538
LIMS2	1.55
BAHCC1	0.178666666666667
CLCC1	0.878166666666667
ENTPD3	3.24216666666667
SMO	-0.78025
PIK3R5	1.58525
