Hybridization REF	TCGA-AR-A1AT-01A-11R-A12P-07
EBF3	2.2171
TBC1D20	-0.0257
OR10P1	0.4955
DDAH2	1.1285
SHPRH	-1.101875
STX7	0.3035
LOC554248	-1.188
BCAR1	-0.432
ATXN3	0.0745833333333333
TRIM27	0.0955
CDC42EP2	1.264
CHP	0.566857142857143
SOX17	2.530875
ZNF259	-0.601833333333333
CHCHD1	0.395
ZDHHC19	0.356
GBP2	3.8715
GARNL3	0.299
MRC2	0.22425
C1orf52	-0.66525
AOF2	-1.02583333333333
LRPPRC	-0.1901
ACVR1C	-0.777
TM4SF18	2.8475
TMEM169	-0.563
PPP1R16A	0.81375
EBF1	0.261166666666667
RRS1	-0.0158333333333333
SNX2	-0.237
OR2T2	0.5715
RBX1	-0.326
ANKRD54	0.611166666666667
TSNAX	-0.227
TMEM83	-1.17825
ZBTB7A	0.61325
ATM	-1.58208333333333
LOC338328	1.7905
TIE1	1.623
HIST1H3G	-0.6225
PASD1	-4.24216666666667
TINAG	1.1475
PCDHAC2	0.4545
LRRC15	-0.00725
WBSCR17	-0.2285
TFF2	0.196
PARP2	-0.74275
NDFIP2	0.014625
PCDHGB2	-0.141
WDR60	0.12425
MAP7D2	-1.6252
USP45	-1.6375
GSDML	0.213
TNS1	0.1533
PLCD4	-0.74475
IQCD	1.221
SMPX	-2.54975
CD9	1.01866666666667
SRGN	1.79825
CASP7	1.2685
INOC1	0.138
DKFZp451M2119	-1.336125
VMAC	1.575
USP53	0.951
CAMK1G	0.123125
TMEM106A	0.957833333333333
CDC20	-0.6646
ACSL5	1.216
CBWD5	-0.452
C1orf87	-1.21583333333333
KIAA1274	0.18325
PRUNE2	-2.25392857142857
LYPLA2	0.445
DOK6	-1.31633333333333
GPR149	-0.50225
FAM30A	3.35925
TMEM129	0.30375
SLC35B3	0.8975
ACPP	-0.3071
LOC200261	-0.789
SLC4A7	-0.3598
CCDC40	2.191
GART	-1.18625
THOP1	-1.31625
SCARB1	-0.5165
CACNA1F	0.35125
TRIAP1	-0.187833333333333
SYT14L	-0.209
SFRS8	-0.810666666666667
PBOV1	0.29575
GOLSYN	1.062
GJB7	-0.196
CAMK2N1	0.559272727272727
GREM1	1.63075
FLJ20433	0.8335
QPCT	-1.551375
PRKAG2	1.08566666666667
H2AFX	-1.028125
C6orf154	1.50475
PLOD3	-1.22375
ZBTB39	-0.4845
WASF3	-0.707166666666667
DRG1	-0.3235
PRR4	-1.7805
SPCS1	-0.306
KDELR3	1.46983333333333
SRP19	0.0948333333333333
GABRA6	0.26775
MFSD1	1.0525
MMEL1	1.94875
PDXDC2	-0.6154
BUB1	-2.45522222222222
RNF138	-0.883375
MYLPF	-0.0921666666666666
AIF1	1.6445
DYNLRB1	0.2698
HCN3	-0.730666666666667
HIST1H2AI	-1.15125
MAP4K5	-0.738416666666667
LASP1	2.238125
LOC130951	0.219
PLAA	0.4
KRT6A	-2.881
C6orf117	-1.976
ARHGAP23	0.357
PTF1A	0.0115
GPHA2	-0.15325
LCE3B	0.56075
MCL1	0.840214285714286
EHBP1	-1.48816666666667
PRNP	-0.8386875
ZSCAN1	0.83225
C1orf113	0.595166666666667
FOXA3	-2.18175
NEB	0.23825
ASGR1	-4.06566666666667
CTGF	0.640333333333333
RAB17	0.912833333333333
MST101	-1.326
JARID1B	1.6998
USP37	-0.5031
PTBP1	-0.0611666666666667
PTPN7	0.523166666666667
CDC7	-1.37883333333333
SNX7	0.658
ZNF335	0.53075
CPT2	-0.18475
HEATR1	-0.894375
HSPC152	-0.17925
C5orf40	0.46325
PSME1	0.736166666666667
STAG3	-1.81875
TMEM154	1.12666666666667
KLHL32	0.130166666666667
TSGA10IP	-0.165
SUV420H2	-0.313
SF1	-1.2745
2'-PDE	-0.120625
PNLIPRP2	-0.653
TRSPAP1	0.189916666666667
NUP210	-0.0573333333333333
ANP32C	0.0055
RAB11B	0.3605
ASB15	0.535
ITGB3BP	-0.9795
UBASH3A	0.11325
YWHAB	0.40525
TPRX1	-0.0915
LY6G5C	0.166375
SLC7A2	-1.938
CLK1	-0.6969
HSD3B7	0.199666666666667
VDR	2.4155
C16orf74	-1.24375
ACE	0.5415
PSMA2	-0.411833333333333
CCDC131	-1.59975
ZNF213	0.885833333333333
EML2	-0.05275
ALS2CR13	0.016
GLYATL1	2.4065
DSPP	-0.7225
DHFRL1	-0.3895
C10orf30	-1.49283333333333
SH3RF2	0.4095
LOC197322	-0.409666666666667
DLL3	-0.629875
TIGD7	-1.9275
GFRA3	0.37775
CPA1	0.0916666666666667
RTN4	-0.456833333333333
PPT2	-2.333
FASLG	2.855
FOXP4	0.741375
RPL26	0.075
GNL3L	-1.7795
FMR1NB	-0.431666666666667
CD163	6.4755
SGPP2	3.58
GIMAP2	1.626
CD37	1.98133333333333
DPT	2.94083333333333
NBLA00301	0.999
RGS5	2.40066666666667
C9orf4	0.1975
ACTL8	-2.65983333333333
PRKAR2B	-0.162875
OPLAH	0.882833333333333
C20orf134	2.33375
SPACA5	-0.25725
TBL1X	-0.778833333333333
TSPYL3	-0.1395
CHCHD3	-1.039
CRKRS	1.08816666666667
GPR65	5.336
DFFA	-1.02125
FUT1	0.16275
C6orf204	-1.35966666666667
TMEM51	-0.2495
ZNF580	-0.5445
CMTM2	0.44175
C20orf200	-0.169
EZH1	-0.181333333333333
FDX1L	-0.321
MRPL32	-0.483
PCAF	-0.6587
ALOX15B	1.48233333333333
CD59	0.573916666666667
CDK9	-0.040875
ERP29	-0.189833333333333
TTR	-4.95325
BCMO1	0.3415
DDIT4	1.6282
PTGDS	3.04125
C3orf63	-0.115833333333333
BST2	2.056
CYP1A2	-0.5625
C5orf25	-0.99625
STX1A	-0.946235294117647
OR2A12	0.149
SH3BP5L	0.30875
SERINC5	-0.025375
USP6	-0.231
MRPL3	0.0541666666666667
POMP	0.719875
INPP4B	0.640125
GMPPB	1.74275
EAPP	0.34075
AHSA1	-0.44025
ABCA11	0.4565
SLC5A6	0.835833333333333
HIVEP2	1.09525
SUMO2	-0.00300000000000001
KIAA1822L	-0.884833333333333
C11orf67	0.7385
TXK	0.319375
PHCA	1.4748125
ICAM4	-1.46466666666667
FPGS	0.344
SNRPA1	-0.92825
KCNJ4	-0.44275
KIF6	1.1091
HIST1H2BG	-1.83083333333333
SLC5A5	0.577
ZNF354B	-0.624
IL12RB2	1.573
C11orf76	0.647
GAL3ST2	1.087
AIFM2	-2.05175
SYNC1	-0.195125
UBL3	0.636
PIK3CG	-0.884166666666667
NLN	-0.1128
BCORL1	-0.84375
CD5L	0.05925
ZNF238	2.9065
KIAA1394	-0.137
C16orf55	-0.4847
CYP3A7	-1.82125
KRTAP3-1	-1.558
TFDP1	-0.601833333333333
MND1	-2.258
NODAL	0.134833333333333
GTPBP4	-0.66725
TUBGCP2	1.36175
SLITRK5	-1.38475
CIC	0.56075
CD79A	1.62266666666667
SAMD14	0.872666666666667
TNPO3	-1.062
OR10G3	0.9775
OR10G8	0.543
CCDC111	-0.264
HOXC9	1.59
DCUN1D1	0.325
CYB5R1	1.416
TSR2	0.31475
DAB2IP	0.5503
SLC6A5	0.3905
RAB3D	2.2255
DCUN1D4	-0.3575
ERBB3	1.00308333333333
SDC1	1.82766666666667
ATP6V1H	-0.142
SYK	1.0975
ST20	-0.9745
C13orf30	0.961
WDR40A	0.2745
ADMR	0.318
LOC388335	0.78025
ACSM1	1.368
TDG	-0.397666666666667
FLJ11235	0.216
MRPS5	-0.6005
AGPAT2	0.523166666666667
SLC12A1	0.852625
CYP27A1	-0.15875
THAP7	-0.36425
XPO1	-0.464416666666667
ALMS1L	-0.334166666666667
C1orf2	0.94775
ZNF777	-0.25
CAMK2A	0.127333333333333
SMC1B	0.579125
IHPK2	-0.4008
LEMD1	-3.184
NKD2	0.1753
CLU	-0.0962142857142857
ARMETL1	-0.13
PABPC4	-0.0515
CXCL12	3.0505
TFAP2C	0.4075
TTTY8	0.292
ABCB10	-1.3479
ENDOD1	0.459833333333333
IDI1	-1.1605
KCTD6	1.13083333333333
CCDC105	0.1935
ULBP2	-0.4795
ZDHHC5	0.5715
WNT8A	-0.13025
COMMD10	0.49225
KLHL12	0.838375
GPR50	0.339
NR5A2	0.11075
OXGR1	1.89983333333333
EHD3	0.499
CAPRIN2	-0.95925
KLRC3	-2.2285
SF3B1	-0.173428571428571
IPO7	-0.758
ALDH1A1	0.453333333333333
ANKRD5	0.555375
TSNARE1	0.268
DDEFL1	0.11225
RNASEL	0.704166666666667
DNAH9	-0.7635
HELLS	-0.673
TNS4	-1.8185
NAV1	-0.6047
KIAA1409	0.05375
C20orf26	1.04416666666667
TUBG1	-0.45075
IRX2	2.89125
CNGA4	-1.1375
MGC50559	0.6395
OR4K17	0.246333333333333
TM2D2	0.47875
FAM32A	0.21675
TXNDC14	-0.4275
CCBL1	-1.2365
ANK1	-2.4074
PRSS23	-1.44475
PPM1L	-0.209
SPATA20	0.54125
APCS	0.151
C14orf122	-0.209333333333333
PSMB5	-0.14725
C6orf10	-0.401777777777778
SETDB2	-0.432666666666667
SPNS3	-0.6375
SGMS2	0.581333333333333
MXD3	-0.276
MON2	-1.1776
CARTPT	0.56325
HNF4A	-0.443
RABEP1	-0.27565
TNFRSF10B	-1.33025
USH1G	0.487
PPAP2B	-0.7085
TMEM16K	-0.0735
CTDSP1	0.608666666666667
CDK5R1	0.0765
GABRR1	0.3305
OPN1LW	-0.0085
FAM98C	0.672375
DBN1	0.970375
ACAD10	-0.0579166666666667
QTRTD1	-0.5075
WNK3	-1.48366666666667
RPS19	0.429375
C1QB	3.537625
OTUD5	-0.106625
SLC41A2	1.64516666666667
TMEM22	-1.66
KHSRP	-0.385
TNFRSF11A	0.541833333333333
FBL	-0.634666666666667
IBTK	0.243
OXER1	0.3845
CBLN4	0.9845
GPR172B	0.646
CFTR	-1.3055
VSX1	0.9275
CAMK1D	0.0655
LOXL3	-2.37625
RTP4	2.73775
SLFNL1	0.1785
KIAA0828	-0.557375
PAR5	2.0575
LOC723972	-0.14475
GDI2	0.6895
CEBPA	1.7363
MLF2	0.325833333333333
AFMID	-0.00175
ALOX12B	-0.0205
BPHL	-0.426125
COX5B	-0.44125
S100A10	-0.831
THOC6	-0.17575
NHN1	-0.61125
RRP12	-0.0438333333333333
ARID3B	-2.167
CD3G	-0.696666666666667
KIAA0133	-0.26275
NAT11	-0.864833333333333
PPAT	-1.20583333333333
SIRT3	-0.0374
TCERG1L	-1.042
NIPA1	-0.1497
DPP8	-0.424
IL7R	2.206
ZFP64	-0.192333333333333
DMAP1	0.2831
TRMT12	0.62025
TLR4	1.9667
WFIKKN2	0.0905
RAB12	-1.68416666666667
DDX51	0.184833333333333
KIAA1086	-2.14875
ZNF295	-0.33
ACVR2B	-1.33178571428571
LOC494150	-0.51075
ZNF517	-0.2725
DNASE1L2	-1.50633333333333
SUFU	0.97875
LOC283677	0.4535
LMO3	-1.1702
PPP2R5D	-0.063
ZNF587	-0.3421
HIST4H4	0.1915
CYP2C8	0.3895
C1orf80	-0.120333333333333
DOCK5	-1.177
C9orf24	-0.62575
OR5AR1	-0.092
C11orf24	-0.3725
UNQ1940	-0.035
CAP2	0.354333333333333
TIMM44	-0.2735
DSEL	-1.7507
ROM1	0.43125
FBXO4	-0.280875
MYLC2PL	-1.4725
MLH3	0.7075
NOX1	0.520333333333333
DPEP2	2.0795
DNAJB5	0.4265
RLTPR	0.5655
MBIP	-1.25783333333333
COPB1	-0.148166666666667
SFTPA1B	0.4545
C10orf4	0.2246
PRELID1	0.4505
NOLA1	-0.49325
C19orf24	0.52175
TLR9	-1.073
HLA-DMA	3.70058333333333
HCRP1	-0.997
GPR137	0.4525
ITGA11	-1.01116666666667
PHF13	-0.336833333333333
MARK4	0.760333333333333
METTL4	-0.51575
MBD3	-0.4179
LOC134145	0.056875
FGF3	0.50425
SLC35A3	-0.456625
CLEC16A	-0.584
AMOTL1	-0.675333333333333
FLJ31438	-0.304
PAICS	-1.10575
TOMM40L	0.699
MMD	-1.35775
KLK10	-1.7013
NIT2	-0.2115
SERPINB10	0.40825
KLF15	-0.6255
CCDC5	-0.54525
WSB2	0.333125
ME3	1.095125
CACYBP	-0.909916666666667
TCTN2	0.709
JAK1	0.456
C2orf25	-0.04975
GPD2	1.67975
FBXL11	0.510666666666667
CDV3	-0.758166666666667
GALNT11	0.192
NDUFA12L	-0.8593
FLOT1	0.133214285714286
TOR1AIP2	0.85625
MMP25	0.3045
C1orf164	0.1516
CHST5	-0.1005
LYRM4	-0.39565
GPER	-2.4785
HIPK2	0.455333333333333
DAP	0.2833
ZMIZ1	0.594166666666667
DDX58	3.182625
DCC1	-1.81875
AKT1	0.754875
ENPP6	0.584
ERVWE1	-0.577333333333333
CDC34	0.49875
RNF125	-1.47925
CASC1	1.0255
SHROOM2	-0.0405
RRM2B	-0.1615
COL6A3	1.083125
TMEFF1	-2.5
PLEKHA4	1.8546
LYSMD1	0.8295
SEPT1	0.188333333333333
AOF1	-0.306
GNPAT	-0.45025
WDR18	-0.22325
HSD17B12	-0.942833333333334
HIST1H2BM	-1.29
INDOL1	0.894
SUDS3	0.43
C1orf192	-0.108
CYP2B6	-1.23
TBC1D2	1.62733333333333
SLC25A12	-0.533625
ERCC6L	-1.33616666666667
MGC10814	-1.9245
POLR2C	-1.45583333333333
ZNF77	-0.0248333333333333
EIF3K	-0.3299
HPX	4.18825
ANKRD27	-0.54675
MALAT1	-1.777625
PLB1	1.5045
HRNBP3	-0.646
CPSF4	-0.373
OR52N2	0.256
PIP5KL1	0.63375
GH1	0.40475
HPS5	-0.68525
SLFN5	2.71875
POP5	-0.349333333333333
OVOS2	-3.57483333333333
C20orf108	0.176
MARS	-0.341
CLRN3	1.24116666666667
ARSE	-1.42566666666667
PPIE	0.350333333333333
PHACS	-0.451
GP5	0.76
IL8RB	0.863666666666667
FCRLA	-0.14175
ARRDC1	1.0262
KRTAP9-4	0.27575
ZNF613	1.277
OR11A1	0.307
TMEM132B	-3.6745
PGLS	0.69475
BSND	-1.96966666666667
KCNK18	-0.3895
FOXD4	1.01125
SV2C	1.19375
LCN2	1.20666666666667
ZNF490	0.6808
C3orf15	0.581
CACNA2D4	-0.945
CBX5	-1.0605
MAGEB4	-0.81625
BOLA1	0.422
PPP2R5E	-0.301
COL5A1	0.600583333333333
ASB7	0.7155
SFT2D1	0.796
DERL1	0.8078
RABL2A	1.10233333333333
MOAP1	0.33025
KIAA1545	1.68466666666667
F3	0.32925
PLEKHM2	-0.39275
CCDC89	0.2435
EFCAB1	0.827125
TMEM48	0.08675
SEPHS2	-0.66675
PYGM	-0.105
PRICKLE1	0.905
WNT5B	-1.63
TAS2R38	0.151
IMP5	-0.04875
KHDRBS1	0.2612
LARS2	-0.5095
C3orf28	-1.09775
FTCD	-2.22675
C10orf68	0.944
DGAT2L3	0.10675
PSEN1	0.57625
MGC33657	1.25425
PLA2G4B	0.400833333333333
CDKN2A	-1.537
DLX1	-2.3545
TSHB	0.292
C18orf37	0.59375
MEX3C	-0.357625
MAMDC2	-1.145
PDIA4	0.361166666666667
ATP5E	-0.2895
CASP2	-0.108857142857143
SERBP1	-0.379807692307692
ZNF341	0.506833333333333
TESC	-2.164
TMEM31	-0.31025
OR51I2	0.659
YTHDC1	0.450071428571429
JUN	0.195833333333333
AGMAT	-2.63766666666667
PCNXL2	0.4
ATAD5	-1.980625
STK38	-0.52925
AZI1	0.525625
RBP1	1.1035
C4orf26	-0.508
KIAA1026	0.323
TMEM101	-0.13525
HSFX1	0.473
TREX1	0.792
C18orf10	-0.2715
TRIM15	-2.283125
CA6	0.29275
CEP57	-0.822375
AR	3.8145
SESN2	-0.7265
KIF3C	-0.547625
EPB41L5	-0.2125
ARHGEF10	-1.81722727272727
POLR3D	-0.800375
INDO	1.82116666666667
GABRA3	-0.1935
SCG5	-1.5887
E2F3	0.03
TIGD5	1.07375
FGD6	1.02841666666667
KLHL3	-0.51625
SCGB3A2	-1.1645
URP2	1.15
ATP6V1B1	-0.426
CALML6	-0.255
LOC100049076	-1.1505
TMF1	-0.177
LOC388503	0.069
CDH5	2.585875
RPS6KC1	-0.106
DAAM1	0.5677
TNFRSF10D	-0.746
GSTT1	1.4875
INPP5A	0.30675
TRAF3IP1	1.0581
SMARCE1	1.47728571428571
VRK1	-1.174
TTC16	1.0675
AARS	-1.59366666666667
ARHGAP27	0.892
ZAK	0.585
ACSM2B	-2.0765
TRAP1	-0.539166666666667
MRPL53	0.417875
RNF44	-0.66575
NPTXR	-0.45325
DPYSL3	0.394
APP	0.2171
GLS2	-0.647833333333333
MNX1	1.07083333333333
CMTM7	0.02325
OR10A7	0.6215
NYD-SP21	3.30866666666667
ORC5L	0.03925
SLC16A10	-1.48675
TMEM178	-0.917
LOC441601	-3.428
PTGIS	1.3135
KBTBD7	0.978
C19orf41	0.3355
CEACAM3	1.03066666666667
KRT23	4.40275
SERHL	2.98
PNKD	1.015
UBC	0.3275
ATRN	-0.783625
HAPLN1	-0.47975
RANGAP1	-0.031
C10orf26	1.5845
KCNA7	0.2925
SRY	-0.2165
LOC376693	-0.082
HIST1H2BF	-1.579
CDCA8	-1.224
MLC1	0.062
TNIP3	3.002
OR4D1	0.4405
IFT52	-0.133166666666667
GOLT1A	1.98783333333333
UTP20	-0.157375
RP3-402G11.5	0.307625
PRSS33	-0.34725
PMPCA	-0.0785
APOB48R	2.20883333333333
GLTP	0.47575
MPL	0.2375
C9orf78	-0.42
ADAM12	0.609375
CSPG4	-1.2655
LOC144305	-1.213
KRTAP4-10	0.6982
PAK1	-0.1305
ADCY7	-0.209
TAS2R43	0.059
FRAS1	-1.75935714285714
PPP1R14A	0.221333333333333
OR2B6	-0.94725
ATP13A1	0.4585
SIDT1	1.095
C1RL	1.59633333333333
PRKRA	0.024
TLN1	0.7151
RP11-50D16.3	-0.0535
MITF	-1.35316666666667
GYS1	-0.139
LYG1	-1.40066666666667
NSMCE4A	-0.4138
DNAI1	0.3855
HOXD11	-0.554
FNBP1L	1.4397
DHX35	-0.57675
LCE3E	0.609375
SLC33A1	0.61975
DCLK3	-0.190333333333333
TRIM33	-0.9305
TMCC3	0.881166666666667
FBXO42	-0.836166666666667
C1orf27	0.4153
C17orf50	0.3525
RNF14	0.462916666666667
SLC4A8	0.319125
RAB3IP	-0.2299
COX6C	-0.200285714285714
PCSK1	-3.3619
SLC13A1	0.264375
ARF6	0.855
KIAA1009	-0.3465
HOXA13	-3.95275
HMGN1	-0.066125
CXADR	-0.24775
MGC14436	0.2175
UTF1	0.9285
TSC22D1	0.957
BZRAP1	-0.593333333333333
PUF60	0.607
SHC1	0.234875
HOOK3	0.0417
LIMS2	0.445
BAHCC1	-0.789166666666667
CLCC1	0.0895
ENTPD3	3.0465
SMO	-0.30575
PIK3R5	0.59375
CDC14A	-1.15
KRT1	0.18525
ENOX2	-0.468333333333333
FLJ22655	-0.382
FPRL1	0.5695
INTS6	0.339
ZCCHC5	0.574
SMC3	-0.64075
C6orf123	0.948333333333333
FLJ20160	0.7945
LOC653391	-0.861833333333333
GSS	-0.34325
NT5M	-1.129
SIX5	0.9835
TAF5	-1.1325
KCNA1	0.189
ANLN	-2.49866666666667
MGC45491	-0.5639
SSTR2	1.63475
LYPD4	0.43075
TH1L	-0.854125
CHRNA5	-2.888
PNMA6A	-0.3085
FLJ16369	0.2285
DLX2	-2.853
C6orf108	-0.144583333333333
ALDH3A2	-0.5815
CLEC1B	0.108
LEPREL2	-0.9075
FOXJ1	-0.0997
OR1D4	0.5685
PPIL4	-0.09325
MTRR	-0.8835
SLC27A3	0.775833333333333
HTR7	-1.11566666666667
MIB2	-0.36775
BHMT	-1.442
A2ML1	0.63
MSMB	0.08525
KIAA1383	0.432125
TRUB2	-0.299
PF4	0.754833333333333
IL1F5	0.126
LRRC37B2	-1.26575
IPO4	0.4085
FIGF	-0.28675
QDPR	-0.29875
ZNF598	-0.331
BOP1	0.369375
MAPK12	-0.782166666666667
POLR1E	-0.48425
CEECAM1	-0.234333333333333
INSRR	0.0595
SIPA1	1.01675
ULK4	-0.239333333333333
BTN3A1	0.893
FABP5	-1.2834
KBTBD3	1.26633333333333
SORT1	0.43725
YWHAQ	-0.2446875
LRIT1	0.1055
KIAA1704	-0.1135
MEIS2	-2.3346
ENOSF1	-0.189333333333333
PCDH7	1.09542857142857
FZD9	-0.754
RPLP1	0.533333333333333
ZNF75A	-1.058
P4HA3	2.060625
NKX6-1	0.2425
CTA-216E10.6	0.276166666666667
IFT140	0.919
DENND1A	0.0721666666666667
ALCAM	0.9781
ABHD2	-0.132545454545454
QPRT	-2.6425
TRAM1	0.515285714285714
ATP1B4	0.644125
NUP37	-0.96625
SAA3P	0.9195
SLC22A6	0.60625
KIAA0265	-0.040125
ZNF41	-0.43425
ADAM19	0.9126
ERAF	0.067
DEFB119	0.435166666666667
DNMT3B	-3.81016666666667
SNF1LK2	-0.175
MGC24039	-2.65816666666667
TAS2R48	-0.7466
PNLDC1	0.63875
ADAMTS16	0.454375
TMEM92	-1.003
CCT8	-0.713416666666667
POGZ	0.596666666666667
N-PAC	0.094
GUCA1B	-0.308333333333333
ZZEF1	-0.0726666666666667
OR2C3	0.27975
ZNF334	-2.4225
RANBP6	0.1285
LDHB	-0.993083333333333
BAMBI	-0.31325
RAB5B	0.75
FOXB1	1.40025
MRPS12	-0.431
MRGPRF	0.386125
CRIPT	-0.6795
CYP2D7P1	-0.258
RYR1	0.70475
NDUFA2	0.4445
TRIP12	-0.0165
KCNE3	2.74116666666667
MOBKL2B	-1.3339
MIOX	0.3545
ACOT7	-1.42625
FGF6	0.1455
RASSF5	0.4122
ATAD3B	-0.492666666666667
IKZF3	0.4215
H3F3B	-0.774714285714286
C6orf91	0.4765
SEC11C	0.4605
TMEM14C	-1.13275
KIAA1632	-0.476375
SLC38A4	-0.66075
FGFR3	-2.65383333333333
HES7	2.18075
HINT3	0.27125
ARIH1	-0.04
FLJ35880	1.73275
C1orf129	1.089
POU6F1	-0.80275
RPL32	-0.123
BBS1	1.12216666666667
RGPD5	0.028
SULT1C2	-0.9625
KDELC1	-1.857
PIP5K3	-0.709833333333333
CHI3L1	2.5774
CSDA	-1.12408333333333
VTCN1	4.41625
WDR62	-0.606
TMEM170	-1.219
KIF2A	-0.83825
C6orf182	-1.08633333333333
ARL6IP6	-1.459
ZCCHC9	-0.8155
RARB	0.495
ZNF320	0.335375
DHX15	-0.055
PICALM	0.184833333333333
CNOT6	0.9215
HIST1H1A	0.726
ZNF702	1.5635
OR1E2	0.632
HLF	-0.7248
LOC442582	-1.8555
KIAA0494	0.481
TCF4	0.4905
APOBEC3B	-0.6875
FAM54B	-0.70425
MYH2	-2.51175
FXN	-0.301833333333333
C12orf59	0.653
PAEP	-0.57275
SPG11	0.163
VN1R4	-0.30825
KCNJ13	-0.3305
NOC3L	-0.7585
C5orf36	0.3425
CPAMD8	3.7715
MLN	0.0902
FLJ11184	-0.37225
TIAM1	-0.004
OR10J3	0.452
OR52E2	0.2135
PBX1	2.8148
UBL7	-0.239333333333333
PXMP2	-0.05025
SYTL1	1.10416666666667
FAM126B	-0.0055
ZNF711	-0.316875
GGA1	-0.629333333333333
VAMP4	0.474166666666667
BCAP29	0.1601
C20orf19	-1.774125
ZNF275	-0.69725
NEK6	1.56225
SETD8	-0.829
HEXIM1	1.154
SULT1A2	-0.1695
KLHL9	1.1665
SLC39A12	0.21975
ARHGEF16	0.713833333333333
SCN1A	-0.847
HNRPH1	-0.386166666666667
C9orf103	0.44325
ECE1	1.29033333333333
MED18	-1.72925
TEX13B	0.469
SNN	0.2735
C6orf62	0.772444444444444
WNT3A	0.4344
IL22RA2	0.9245
MGC21881	-0.8045
GABBR1	0.4165
YIPF6	0.003
PROX1	-1.72283333333333
PPP1R1B	3.628
LANCL2	0.0745
SCN3A	-1.14383333333333
SSRP1	-0.7495
ASXL2	-1.086
RPE65	-0.4175
SNAI1	-0.89225
EFNA2	0.18775
CLDN9	0.268375
TP53I13	1.938375
LOC375748	-1.6015
C9orf7	1.23875
C14orf178	-0.9205
GC	-0.34625
IER3	0.701833333333333
KCTD10	0.82125
FLJ45717	1.218
ADC	1.04883333333333
LOC285908	-1.3435
MLL3	-0.75475
KIAA1787	-0.255
MGC31957	-1.04725
MUC5B	0.6465
ZNF193	-0.2835
CSRP1	1.737375
MOSPD1	-0.779166666666667
C21orf49	-0.1265
RAD1	-0.85675
ANKRD34	-0.8595
NFRKB	0.1095
FANCA	-1.8455
VTI1A	-0.151857142857143
PCBP3	-0.272833333333333
BFSP2	-0.32075
ZNF354C	0.29575
FRMPD4	-0.3655
IKBKG	0.0605
LOC441046	-0.2835
UNQ9438	0.362166666666667
TM4SF20	0.353
MAGEC1	-5.39625
AMMECR1	-0.69425
GLDN	-0.857
TTC30B	1.37575
SEC13	-0.2257
EGF	2.493125
HAGH	-0.069875
VSIG1	0.1228
NHLH2	0.528
NCAPD3	-1.060125
MGC16121	-2.47175
HIATL2	-0.322
BRCC3	0.527666666666667
LCE2D	1.728
TMEM79	3.00525
GTF3C5	-0.31075
AKR1C4	0.0226666666666667
C3orf59	0.480125
RBM26	-0.362125
DUSP14	1.387
AP4M1	0.324833333333333
RIMBP2	0.143666666666667
ABCC2	-4.56416666666667
DNAJC16	0.202166666666667
TTC12	2.25166666666667
SNX13	-0.145666666666667
C6orf168	1.054
C1orf100	-1.1435
CSPP1	-1.62366666666667
LRRC56	1.21875
OR1J2	0.573
THY1	0.8598
KIT	0.963833333333333
TBC1D8	0.14475
EPHA7	-0.13575
SOLH	0.177375
SVIP	0.46925
ZNF294	-0.72025
HAND2	1.27333333333333
CENTB2	-0.138333333333333
MARVELD3	3.090375
CREB3	1.1365
KRTAP1-5	-2.37325
OR8K1	1.0645
MED25	0.571833333333333
FDX1	-0.526
FAM19A1	0.143
IL13RA1	1.4863
ZNF627	0.7465
NHP2L1	-0.0845
EIF2B2	-0.692375
ZNF593	-0.5505
WIPI2	-0.190583333333333
RANBP1	-1.1175
TAS2R7	0.377
LOC283514	0.25
CSNK2B	-0.5999
CFHR1	0.4835
DKFZP434O047	-0.119833333333333
WBP11	-0.97075
TEX2	0.2545
GALNT2	-0.420166666666667
FLJ33360	0.5215
WNT9A	-0.0615
IL29	0.44
STK3	0.554777777777778
REPS2	0.39425
FAM78A	-0.1485
MGC3207	-0.824
FCGR3A	6.33075
H2AFY2	0.7475
RNF150	-1.76275
CCNK	-0.762375
VEZT	1.09833333333333
FSHR	0.5495
C1orf66	0.915666666666667
LCE2B	0.4308
CD200	-0.0435
ORMDL1	0.012625
OR51S1	0.311
KRT83	0.23675
COL19A1	-0.23225
POL3S	-0.065
ZNF468	0.346666666666667
BAG3	0.356875
C1GALT1	-0.707
CA5A	-4.177
DKK4	-0.92
SGK2	-1.68125
PIK3C2G	3.33575
USP11	-0.72075
IMPA2	-1.11825
PRKDC	-1.07814285714286
MSR1	3.257
PDCD6IP	0.181333333333333
FAM122A	-0.25375
ZNF740	-0.14375
ATXN2	-0.173666666666667
SLC17A4	0.198833333333333
RAXL1	-1.45216666666667
RS1	0.027
NET1	-1.15866666666667
NPY1R	-2.97883333333333
MVD	-1.01625
C11orf61	-1.181125
CHDH	1.337
GCNT2	0.28
LGALS12	-0.85975
IK	0.0845
C7orf41	0.199
SURF4	0.247333333333333
C1orf91	1.11233333333333
BCS1L	-0.907666666666667
C20orf141	0.554666666666667
BCAS2	-0.08225
ACE2	2.1255
ICT1	0.46875
CD79B	2.523
MRPS9	-0.25175
AADACL1	-0.39975
IRS2	-0.989625
LUZP2	-3.1765
TMEM148	0.30625
ZNF514	0.0758333333333333
ADCK2	0.5559
ZKSCAN1	-0.6355
FASTKD2	-0.0785
KCNMB3	-0.2265
POFUT2	-0.2333
GNG2	-0.4372
