Hybridization REF	TCGA-BH-A18F-01A-11R-A12D-07
FAM129C	1.028
RABGGTA	-0.137
UNC45B	0.94975
KIAA1033	0.074875
ZNF510	0.151833333333333
CYP2D6	-0.716666666666667
SLC26A10	-1.904
STX8	0.0185
LUZP1	-0.097375
WDR89	-0.476333333333333
EIF4G3	-0.292
C5AR1	0.56875
ZNF623	-0.211
A2M	1.11475
TGM7	0.003
GRPEL1	-0.3065
LMNB2	-1.1307
ROCK2	-0.458666666666667
SNX16	0.21625
CCDC66	0.2715
ANXA3	0.7255
KIAA1609	0.08525
EED	-0.26325
RNF32	0.339833333333333
HES1	0.2248
CLC	0.179166666666667
ISL1	-1.12983333333333
KIAA0528	-0.055125
MANEA	0.368
C1orf61	-1.662
hCG_2001000	0.225
RAPGEF6	-0.0886
KIAA0020	0.736
NEIL1	0.14
C16orf45	-0.202875
RBM10	-0.265833333333333
C10orf125	-0.991375
MRS2L	-0.29475
DNAH17	-0.885875
C19orf10	-0.73325
C1orf160	0.014
SLFN12	1.24475
EXOC3	-0.233
HIST3H3	0.8545
NCOR2	0.120333333333333
TNFRSF9	0.60425
MFSD8	0.72325
ALX1	-3.86316666666667
NOL1	-1.48775
PODN	2.68725
TIAL1	-0.8325
HIST1H1E	1.3485
NPY6R	0.0435
TM4SF4	-0.3735
CORO2A	1.85925
ETNK2	2.0075
APOE	0.1945
ANGPT4	0.0665
HDGF2	-0.39325
G30	0.2345
ST8SIA4	-0.362875
F2RL1	0.023375
FAM19A4	-3.0705
CCAR1	-0.4815
B3GNT7	0.04675
OPHN1	-0.0534
DSCR6	1.8675
C21orf13	0.204833333333333
GAS2L1	0.387083333333333
RFX3	0.456166666666667
COPS4	0.34325
BCHE	-3.8555
BCL2	1.940375
HBZ	-2.7995
ARL13B	0.133125
MAPBPIP	1.496
MYO15B	-0.6265
SPZ1	0.357
KIAA1324	2.93711111111111
PLCL2	0.00237500000000001
C4orf29	-0.69225
WDFY2	0.2255
ZNF284	-0.8195
NAALADL1	0.406
DUSP5	0.562666666666667
PXDN	1.04325
SLMO1	-0.6815
TNXB	0.4927
BIRC7	-1.052
A4GALT	0.646666666666667
TIMM22	-0.25925
FAM110C	1.634
TOMM34	-0.311375
ABHD9	0.1555
ADAM32	0.5995
CRHBP	1.185
AQP2	0.227125
LOC130355	1.789
ZNF187	0.178166666666667
ZNF816A	0.57
F7	0.7305
CNOT1	-1.0348
SLC13A4	-0.44725
ZBTB11	-0.354
B3GALT5	1.5325
EXOC2	1.32266666666667
IRS1	-0.00480000000000001
TMEM1	0.241166666666667
MRPL34	-0.547166666666667
SAMM50	-0.39025
CDC42EP3	-0.2945
HSF2	-0.8836
MFN2	-0.06875
TSPAN7	-0.231333333333333
NUCB1	0.267833333333333
RHOH	-0.9395
ARL16	-0.813
TACR1	0.21575
SFRS5	0.0303333333333333
SNX25	0.1495
RHBDF1	1.25466666666667
PCDH18	2.65516666666667
HMG1L1	0.16175
MYO5C	0.81025
MAPK10	0.874
LDHAL6A	0.11
NUDT12	1.271
NCAM1	-0.553125
GLIS2	0.0925
GGTL4	-0.21625
DAPP1	1.02175
ATF7	0.800625
KIAA0748	-0.29875
NFIL3	0.038
TM6SF1	0.5837
SEZ6	0.141
NANOS3	0.2795
DNAJA3	0.251666666666667
CLDN6	-2.685
CIITA	2.5588
EPHA4	-0.72
FANCC	0.61425
CMTM3	0.539375
PSG3	-0.65975
MRPL15	-0.0645
C21orf59	-0.22925
PLCXD2	-0.13825
C2orf34	-0.289625
UBE2L6	1.4035
MED14	-0.350333333333333
HP1BP3	0.0393
C6orf208	-0.0525
TPBG	0.388
OSR2	-0.06625
XPC	-0.0468333333333333
KLHL7	-1.26941666666667
CCR3	-0.7405
AGTPBP1	-0.242833333333333
PCSK6	-1.7678
STAT5A	-0.929
FAM18B	0.1255
LONRF2	-1.80566666666667
PTPN2	-0.433875
SF3A3	-0.728333333333333
EFCBP2	-0.26575
HCFC1	-0.342666666666667
AHNAK	0.2144
ACTR5	-0.17325
KIF14	-0.790428571428571
TENC1	1.509
HEATR5B	1.025
YIPF2	0.320333333333333
MYEOV2	0.452333333333333
DUSP18	0.68075
KIAA1012	-0.1425
AHR	0.660166666666667
C17orf53	-1.27616666666667
PTPRH	-2.985
ATP6V1C1	0.1252
TAS2R3	-0.043
LOC440356	0.4435
COQ10B	0.848
PSMF1	0.180666666666667
SORBS2	1.71508333333333
NFE2L2	0.29025
TMCO7	-0.604
SH3PXD2A	0.2211
SH2D2A	-0.564
SPINK5	-2.6415
MRPS24	-0.9935
OPA3	0.229
TRAF7	-0.00516666666666667
C4orf35	0.336
MT1G	0.2985
MGC39545	0.344
HS1BP3	0.3409
OR2B2	0.0665
CHRM4	0.409
SFRP2	3.73341666666667
RIC3	0.421
ART1	0.515
C6orf1	0.85125
DUS4L	-0.51525
C10orf104	0.9765
TNFAIP6	2.92625
RTEL1	-1.08275
CCT4	-0.1196
ZNF709	-0.2355
CHMP6	-0.164666666666667
UPP2	0.18125
CYP19A1	-1.82325
CD151	0.592833333333333
NDUFA13	0.128
ARFRP1	-0.167
FAM26B	1.841
CRYBA1	-1.1415
MRPL41	1.06716666666667
NPFFR2	-1.358875
HRH2	-0.0035
SCAMP3	0.318166666666667
MTMR6	0.5056
MTG1	-0.539333333333333
UBTD1	0.906
CRABP1	-1.612
FLJ33790	0.591
KIAA1908	-0.983166666666667
GPR158	-0.50025
PACSIN3	-0.124666666666667
OMD	3.79583333333333
CATSPER1	-0.294
HOXB8	-1.30725
FBXO46	0.7435
OAS1	1.366
SVIL	0.403
PHB2	-0.55625
ADCY3	-0.0135
NDRG2	1.8465
ERMAP	0.6412
APBA2	-1.78966666666667
IGSF9	2.55425
WNT6	-0.2175
MYCBPAP	1.453
ATP2B2	-0.4377
CPVL	-0.2253
TRAM2	-0.467083333333333
NOP5/NOP58	-0.19675
ZNRF4	0.1235
TLK1	0.493875
MTMR12	0.257857142857143
ZNF384	-0.241666666666667
FAM9B	-2.2295
RPN1	0.0518
PMVK	1.30425
EIF3D	-0.0994
SIX2	-0.5815
HPS1	0.163642857142857
RNF7	-0.1525
PSKH2	0.244
KCTD13	-0.3745
CSMD3	-0.4401
FBF1	-0.527
IL8	-4.0995
SERPINB13	0.0160833333333333
FBXL20	-0.30475
BLR1	0.4355
SH2B1	-0.376833333333333
RFNG	-0.396625
RAB20	1.69916666666667
RBM7	0.1865
POLR1A	-0.215833333333333
TMPRSS4	-1.43375
TAF9	-0.8315
TERF2	-0.852833333333333
TNFRSF1A	0.392333333333333
ACADVL	-0.688
GTF2H5	-0.22325
EDG8	-0.0118333333333333
C9orf140	-0.06625
UST6	-0.2885
ZBTB8OS	-0.23025
ZNF710	0.2385
GPR174	-0.7465
ATP6V0A2	-0.51425
KIAA0319L	-0.498
XKRX	-0.891
DOPEY2	1.454
SDHD	0.553666666666667
SUMF1	1.564
OSM	1.92475
OPN3	-1.033
DAGLB	-0.660333333333333
PPFIBP1	0.3547
TRIM63	-1.6115
C10orf53	0.0565
LYPD3	0.2655
BCL7A	-0.203625
AGER	-1.25
TCF19	-0.38425
SAT2	-0.207
PFTK1	0.771166666666667
GABRE	-2.044
C15orf38	1.316
FIS1	0.211
KCNV2	-0.137
CLPS	0.3875
PPCDC	-0.523375
FOXN2	-0.00133333333333334
NT5E	-2.5758
CD83	1.05425
IL18	0.52525
VPS16	0.265
IGFBP2	-0.374166666666667
NOTCH2	0.6
SIGLEC1	2.170125
CD93	4.834
SULF2	0.35175
CEP164	-0.17175
P53AIP1	0.0343333333333333
TOR2A	0.107833333333333
ZNF136	0.0145
MGP	2.6419
CCDC144A	-0.487333333333333
TRPC1	-0.713166666666667
SMS	-0.427166666666667
MAPK7	-0.497
RRAGC	0.56725
PARD6A	0.273666666666667
NUB1	0.153666666666667
SYNGR4	0.86625
OR11H12	-0.0685
WIF1	1.516375
GCH1	-0.1945
OR11H4	-0.1195
SLC44A5	1.6555
GPRIN2	1.273
LOC401431	1.448
CPA4	-2.6106
MELK	-0.212444444444444
IL15RA	0.742
CUL3	0.782
HMBOX1	-1.32775
PODXL	-1.809
CCT6B	0.407
COMTD1	0.117
MUC20	0.539666666666667
GPX2	-2.925625
ITK	-0.301625
FBXL5	1.6445
C13orf27	-0.9715
DEFA5	0.1045
TRHDE	0.1875
MTP18	-0.998833333333333
UQCRQ	1.5247
ITGB2	1.79783333333333
CSRP2BP	0.54775
TAS2R44	0.1885
PHPT1	0.866375
FAM44C	-0.294
ERH	-0.22225
MPHOSPH1	-1.001
MORC1	-0.571
PARVB	-1.61025
LAMA1	-1.64391666666667
PGBD3	0.6695
GIMAP6	4.02375
AREG	-0.5085
LIPT1	0.26075
MGC99813	-0.64125
C1orf201	0.191
GRIN2A	-0.8878
MAN2C1	-1.32375
NSUN5	-0.626
SF3B5	-0.306
MYC	-0.689
NRXN1	0.0320833333333333
ZNF18	0.1415
SPDYA	-0.32875
SLC37A1	1.4935
DECR2	0.54175
ANKRD38	1.006875
SPTLC3	-0.4075
SUPT16H	-0.668
DTWD2	1.30775
ULBP1	-0.867
ZADH1	-0.253666666666667
OIP5	-1.82725
IL10RB	0.239666666666667
OTUB2	-0.425375
VWA3A	-0.0218333333333334
SPIC	0.457333333333333
OR6C4	0.131
PSCD4	1.035
DPY19L2P2	-1.1385
TRAPPC6A	0.2205
C21orf2	-0.420833333333333
CEMP1	-0.002
LIN7B	0.422
E2F7	-1.67833333333333
VCP	0.177125
LAMA3	1.42475
BGN	1.297
GPR160	1.80266666666667
COCH	-3.52316666666667
GPR81	1.487
APOBEC3F	-1.28375
tcag7.1017	-0.599
C1orf32	0.328
SCGB1D2	5.06025
FLJ43987	-0.036
C6orf170	-0.21825
KLK9	0.3415
GPD1L	0.39275
VPS37B	0.0565
ATG3	-0.101833333333333
ADAMTS17	-0.079
KLHDC2	-0.0306666666666667
NDUFV2	-0.201
BLK	-1.43
MATN4	-1.4575
GPM6A	0.161625
GBP4	3.4705
TMEM162	0.2235
PKP2	-0.8485
HRASLS	0.132222222222222
MMP1	-3.45825
SFXN3	0.0804
FSD1	-1.69133333333333
ST6GALNAC3	-1.2025
CA12	1.7818
NCOA6	0.04825
C19orf58	0.0845
PPP4R1	-0.2805
MAN1A2	0.335
IKBKAP	-0.2915
UPF1	-0.096
KIAA1219	0.56325
WNT16	0.059
SNW1	-0.166625
IL18RAP	2.14875
RPP30	0.12225
CDC40	-0.146
SETD3	0.0113333333333333
SLAMF6	0.11925
ELK4	-0.1635
TRIM47	0.374333333333333
ACOX3	1.22425
TRIM6	1.379625
KIAA0372	-0.0166666666666667
TP53AP1	0.5325
SMURF2	-1.57375
ADAD1	0.41625
EBP	-0.7071
KRTAP13-2	-0.5695
FLJ36874	-0.9765
TOR1A	0.376666666666667
P2RY4	0.423
GPBP1	0.472
TRPV1	0.09975
ADAMTS12	0.869666666666667
PES1	-0.8421
ATG4A	0.7605
MAGEA10	-4.05275
WFS1	1.756
CC2D1B	-0.600333333333333
PABPN1	-0.110375
SLC25A30	0.456
SLCO1C1	0.275166666666667
SLC22A5	1.267
KIF23	-1.73116666666667
SYN2	0.212
ASPN	8.18366666666667
CENTG2	0.01825
QSOX2	-1.3136
FLJ10815	-0.331
STK24	-0.1696875
SPEG	0.1019
STK10	0.241833333333333
DACT2	0.325
AAAS	-0.792
SSX3	-1.53125
ABCD3	0.8245
C4orf12	0.142375
PARVG	1.017
FIG4	0.601
C9orf46	1.65225
TMCO6	-0.603
IGHMBP2	-0.732
DUS2L	-0.55
FAM3C	0.0574375
TMEM16D	-0.6795
DCTN4	0.6395
KCNH3	0.40075
EIF2AK2	0.49075
AP1S3	0.905625
CST4	2.3315
PAM	1.023
NUTF2	-0.43475
CITED2	0.1766
SLC39A4	-0.02175
C2orf52	-0.9285
GRM3	-0.07675
C12orf49	0.9565
CCDC49	-0.5189
GRAMD1B	-1.344
FNDC4	0.864
SIAH2	0.046625
GDPD4	-0.00850000000000001
C21orf87	0.2335
ATP5A1	-0.274166666666667
C16orf63	0.225125
LOC388135	1.36333333333333
ATP5J2	-0.413125
MMP3	0.78825
EMID2	0.25725
CRHR1	0.278
WDR70	0.19775
C13orf31	2.0905
ZFAND1	0.073
CCL18	4.02683333333333
C3orf49	0.0815
RINT1	-0.6645
KIAA0408	-0.776166666666667
F13A1	4.6087
SLC10A1	-0.0376666666666667
OGN	4.2345
GIPC2	-0.269666666666667
XPO6	-0.505333333333333
LCE1A	0.396
FMR1	0.1967
LOC374920	-0.32025
DUSP3	0.08575
ANKMY1	0.2555
C7orf50	-0.6465
BBS9	-0.1708
UNC119B	-0.262875
C9orf72	0.835625
MGC35440	-0.60625
ENTPD6	-0.144
PPP1R2P9	0.3995
ERCC4	0.42075
FAHD2B	0.2635
HMHA1	0.068
HACL1	-0.24225
RAD23A	-0.9775
FAM83B	-1.3385
PPP5C	-0.6325
RNASEH2C	0.57475
C9orf153	-0.40375
SCAMP4	0.403
GHITM	1.0594
NDUFB7	0.2565
ADCYAP1	1.27633333333333
SP110	1.65033333333333
MAP3K7IP2	0.6385
DHH	0.0985
AGRN	0.200071428571429
WDR33	-0.1625
CEP290	-0.26
PRPS1L1	-1.58216666666667
KLRA1	-0.256
GPR97	-0.0625
CHD7	-1.16391666666667
TLR10	1.6615
SLC30A8	-0.9295
HIC1	1.44916666666667
IAPP	-0.2395
RXFP4	0.196
GP1BB	0.566
SHQ1	-0.142
NKX2-3	0.0948333333333333
API5	-0.1545
FTHP1	0.5405
MOV10L1	0.3385
TRIM6-TRIM34	2.4455
ADHFE1	0.85775
FAM117A	-0.382
DDI1	0.141833333333333
CDON	-0.0923333333333333
TRIM73	-2.191
IGKC	4.002
MMP14	-0.26275
DYNC1LI1	-0.1075
C11orf66	0.653
TRBV3-1	-0.20225
FASTKD5	0.33975
BIVM	-1.47575
LHX4	-0.21375
CXCL2	0.65
RAB2B	-0.535833333333333
IZUMO1	-0.8685
MAP3K15	-1.94
FAM19A2	0.401333333333333
ZC3H8	-0.166333333333333
ZMAT1	1.320375
SPINK5L3	-2.68325
SLC10A6	0.3965
APPL2	0.02725
CARD10	0.314166666666667
LOC402176	-0.229125
EEF1D	0.3375
RAB6A	0.3182
C12orf5	-0.0595
PAPOLG	0.588
MSRB2	1.32425
BCR	0.2315
PUS3	-0.1065
TIAM2	0.36725
ZNF317	-0.375833333333333
CHD2	-0.295071428571429
FZD5	-1.47445454545455
NUDT8	-0.72475
ZNF763	-0.671
PRC1	-1.23955555555556
ABCB9	0.1665
SPATA3	0.07075
TRAK2	0.325125
STAB1	2.361875
LRRTM2	0.097
psiTPTE22	0.495
DBI	0.8915
SERPINA11	-2.36525
NAT5	0.23425
C20orf58	-1.4405
RPS6KA4	0.2645
FLJ90650	1.6555
TGFBRAP1	-0.15225
CHRDL2	-0.0005
FAHD2A	-0.107333333333333
CNTN1	0.7395
BBS4	-0.5902
TMEM181	0.0395
MINPP1	-1.2775
MPHOSPH6	-0.69425
HOXC10	1.7277
ITPKB	0.45275
CLPTM1L	-0.158125
MEOX2	1.438
ATP6V0C	0.671375
PRPF8	-1.024
TMC5	3.52175
FKBP3	-0.39525
PLEKHB2	0.845625
OR4D6	0.2285
ZNF544	-0.6642
D2HGDH	-0.50775
RPL18A	-0.3894
HEL308	-0.131875
MPP6	-2.92525
TCERG1	-0.85725
KRT16	-0.7495
KLF17	-1.865
KLF5	0.327625
CDR1	2.73375
VCX3A	-4.2215
FBLN2	2.2665
C14orf104	-0.38025
HBE1	-4.3236
OR4S2	0.21
C1orf108	-0.289166666666667
ROBO4	3.386
CPEB4	0.605625
C11orf80	-0.0681666666666667
BCKDHA	0.286666666666667
MYOC	3.211
GIF	-0.3395
CKMT1A	0.843
RPL3	0.5128
THBS1	2.220375
APOO	-0.86025
ARMCX1	2.12075
HSZFP36	0.662
SNAPC5	-0.377
EIF4ENIF1	0.33675
ZNF433	0.09625
TNFRSF21	-0.27025
TMPRSS7	0.068
SPATA18	1.282
HPDL	-1.332
MKL2	1.771
TBX3	1.70015384615385
C21orf93	0.130666666666667
DAXX	0.20975
ELMO1	-0.111625
RGS13	2.75533333333333
TAF11	0.322
UNC13A	-1.66175
LOC653314	-0.4357
ORC3L	-0.7915
IMAA	-2.7495
TARBP2	-0.5325
CABIN1	-0.6574
TRIOBP	0.3445625
HIST1H2AC	2.55575
RGS22	-1.0285
NCOA1	1.42383333333333
IL25	0.817
SNCG	2.425
GPR6	0.2425
AMDHD1	-1.83916666666667
CHEK2	-0.8475
C6orf142	-0.24775
DRD4	0.264
C14orf68	-1.27475
GDF11	-1.899
SEMG2	-0.066
CD247	0.28175
CDAN1	-1.10475
RBMX2	0.0466666666666667
TGS1	-0.16275
OIT3	1.31575
SYF2	0.43525
MCM4	-1.37725
PKHD1L1	0.553625
CEP192	-0.417166666666667
IFT88	1.148
RPL9	0.161428571428571
RAB32	-0.050875
DDX43	-1.8035
P2RX2	0.223833333333333
OR5D18	0.382
UBE1	-0.748666666666667
SLC24A1	0.18275
ARHGAP5	-0.3705
CETP	0.10375
KIAA1731	-0.552166666666667
SLC9A4	0.1485
PTPN6	0.869
BAHD1	0.256
GRIK3	-0.1145
CACNB2	-0.9785
PDE10A	-0.24975
DGCR14	-0.52475
PCDHB9	0.343833333333333
RHOQ	0.619833333333333
MAP3K4	-0.07025
KTI12	-0.401
RPL23AP13	-1.50875
GNG11	0.7015
CLCN3	0.466
GPAM	1.372625
VSTM2A	0.4025
SLAMF7	2.8955
INTS2	-1.387
PPP2CA	0.3901
LRP12	-0.316666666666667
SEC14L2	2.42744444444444
DKFZP586H2123	3.4005
MC3R	-0.164
CIRH1A	-1.68
HIST1H2AB	1.0985
POLH	-0.60475
MGC16703	-1.41233333333333
SNAPC2	0.4365
FILIP1L	1.556
RASGRP4	0.426
LRRC1	2.13875
GAS1	1.816
PRAC	-1.084
DGKA	-0.442166666666667
NT5C3	-0.31825
PEG3	-3.156
NADK	-0.9655
PRR17	0.415
LOC374569	0.15575
SGSH	-0.637
NLRP8	0.2235
GALT	0.0988
MCF2	-1.044
ZNF263	0.561
TACSTD1	1.35483333333333
TYR	-5.6997
ATP6AP2	0.8965
RNUXA	0.108
ABHD10	-0.0691
GDPD2	-1.26625
SLC35C1	0.344
UBE2A	0.319125
HERC5	-0.734
FAM112B	-4.27916666666667
FBXL16	1.3175
DKFZP434A0131	-0.7975
ELA3A	-1.9235
RBM41	-0.813125
HAO2	-0.1405
RNH1	0.249875
SHANK2	1.3575
OSBP2	-1.992375
DAK	-0.4915
C3orf58	-0.38475
TCL1B	-0.594
KBTBD2	-0.211875
SUGT1L1	0.73775
UBE2E2	0.168666666666667
MYL9	2.176125
CDC23	-0.3255
PBXIP1	1.1752
CXorf40B	0.4615
NBL1	1.3635
RTBDN	-0.08
RAB11FIP5	0.208
TTTY13	-0.2665
SCOTIN	0.294666666666667
SOHLH1	-0.555833333333333
CDKN1A	-0.0183571428571429
NCK1	0.17475
ZNF550	0.22375
SAPS3	0.229833333333333
SPIN3	0.323
MAGEE2	-0.10575
MIS12	-0.580166666666667
OR8H2	0.1695
KIAA0774	-0.8855
UNC5D	-1.294
CUL7	-0.513666666666667
LIPC	-2.7785
DIO1	-1.51275
C20orf11	0.1959
CTRL	-0.721
HS3ST2	1.51425
PAK4	0.409
CCRL1	3.4695
RNF10	0.32375
ZNF567	0.63625
ZNF660	-0.9595
TCEAL3	1.02375
MAGOH	0.354833333333333
CENPB	-0.0443333333333333
C19orf7	0.401
LOC388965	0.18475
ZCCHC13	-0.105
JMJD1A	-0.7414
HIST1H4H	2.79
TBRG1	-0.5161
GPC3	-2.383625
TAF1C	-1.090875
EBNA1BP2	-0.805166666666667
CIAPIN1	-0.81925
PDGFRA	0.516944444444444
CSTB	-0.264125
CENPI	-0.962333333333333
GTF2E2	-0.8225
RPP21	-0.28975
CCNF	-0.274166666666667
KCNQ3	0.4165
FAM79A	0.903
SLC22A12	0.311
NOVA1	-0.243
FZD3	-0.2766
AKAP8	-0.32225
SOCS5	0.512375
CFDP1	-0.70525
DLG5	0.7935
PGM5	0.587416666666667
C1orf144	0.307666666666667
HDAC10	-1.6665
RND2	-0.78125
C20orf199	-0.73075
RNMT	-0.833125
SLURP1	0.884125
ASTN1	0.00250000000000001
SH3BGR	0.73275
MYCL1	-0.43025
ZHX1	0.491
CENPK	-1.6205
FOSB	2.4073
LOC643406	0.352375
C2orf59	-1.04825
TMEM135	0.33875
SLC27A2	-3.1385
KRT33A	1.44
OVOL1	1.039875
PAMCI	-1.41533333333333
S100A7	-1.4135
ZNF789	-1.262
HARS2	0.5815
RPL23A	-0.743333333333333
TCF23	-0.315
UPF3B	-1.36675
C17orf78	-0.3205
HLA-DOB	1.015
C14orf142	0.3635
TEKT5	1.23933333333333
DMWD	0.259
POLD1	-1.45216666666667
GSCL	-0.015
CALD1	0.299
SCRT1	0.159166666666667
AIG1	0.5905
UNC84B	0.48725
ZNF404	0.2905
TMED6	-1.79825
KIAA1462	0.472
LRRC27	1.6245
PYGO1	-0.2325
PIGU	0.0273333333333333
ALAS2	-3.42183333333333
WRNIP1	0.23125
CNNM3	-0.425
ZNF2	0.302
ST3GAL5	-0.590083333333333
MRPL23	0.49775
TSSK6	-0.3665
PSMA6	-0.3745
C16orf70	-0.3565
KIAA1602	-0.0365
ALMS1	0.7835
DCN	3.550625
TMEM132D	-1.039
SUCLG2	0.93275
ABHD14A	0.03625
DEXI	0.424666666666667
AMPD2	-1.20266666666667
IFNAR2	-0.603833333333333
CYB5A	2.6669
TLOC1	0.7892
NXF5	-0.311
NRBF2	0.549375
KCTD3	1.2885
ITGAE	-0.432166666666667
SLC30A3	-1.33216666666667
ZRF1	-1.109
IFRD2	-0.324125
XAB1	0.11675
PYCR2	0.1275
SERPINB3	-4.218
TMLHE	0.0945
GEFT	-1.479375
ABCA5	-1.19775
EMR4	0.256333333333333
TSFM	0.17125
HIST3H2BB	1.273
ARHGEF19	1.142
TSPAN17	0.391
ABCC8	3.0715
MAP1S	-0.284333333333333
C22orf36	1.0415
BNC2	0.345642857142857
HIST1H4A	-0.87075
NDUFS3	-0.161666666666667
WDR3	-0.646333333333333
XKR4	-0.3585
TTC33	-0.369
STMN2	3.22375
CPN2	-0.976
HSPC105	1.4555
PCOLCE2	0.929
C3orf55	2.398
KLHDC9	2.8035
TBC1D23	0.003875
ATXN2L	-0.951333333333333
MAP2K3	-0.122083333333333
SCAP	-0.44775
ZNF486	0.388
C20orf96	0.238
NARS	-0.2855
ADAMTSL1	-0.593357142857143
PRCC	0.549166666666667
CCDC126	1.20833333333333
ZNF675	-0.24125
CALCOCO1	0.40025
ANKRD43	4.455
CWF19L2	0.660833333333333
ZBTB32	1.83616666666667
BRAF	0.24225
ODF4	0.256
MGC14376	0.859
HORMAD1	-2.947
AAK1	-0.241166666666667
PEBP1	0.77375
TNFSF5IP1	0.0201666666666667
DKFZp564N2472	0.395
RMND1	-0.275125
IGKV1-5	3.677
COL1A2	2.98683333333333
SERPINA5	0.832375
AANAT	0.3835
C19orf21	0.929666666666667
GEMIN5	-0.5495
UBR4	-0.515833333333333
LTBP3	0.792666666666667
AMHR2	-1.71566666666667
PROCR	-1.33025
MYBBP1A	-1.1475
C20orf39	1.362
ZNF697	-0.669875
PASK	-0.3946
ZNF776	-0.0253333333333333
RFXDC2	-0.536625
KIAA0467	-0.14425
C10orf96	-2.311
ZNF503	1.32275
GULP1	-0.64775
KCNE4	0.00383333333333334
DKFZp434K191	-1.09125
LOC196913	-0.082
BHLHB4	0.351
CH25H	2.5845
LOC81691	0.07
ALPL	-0.0174285714285714
COL12A1	2.446625
FOLR3	-2.10183333333333
GPR123	-0.001
TRIM62	0.274357142857143
ABLIM1	1.29033333333333
MAST3	-0.388
RHBDD1	1.39066666666667
LOC338809	-0.1605
RYBP	0.33775
TTC26	-0.265
ZNF22	0.202666666666667
ISCA2	0.0455
RDM1	-0.8315
PIGM	1.37025
GNB3	-1.37
ACTR2	0.8047
HMGB1	0.69
EDG1	4.07283333333333
SOAT2	-1.681
OR10AD1	-0.055
RAP1GDS1	0.61675
LCE1F	0.381
ESM1	-0.494375
RCN3	2.04875
CREBL1	-0.65225
DBNL	-0.0265
PTGER3	3.37075
USP30	0.2655
BCL2L12	-0.971333333333333
KIF26B	2.2585
ZNF416	0.31425
ZNF225	-0.0445
C17orf70	-0.51825
ZNF554	0.25375
RAE1	-0.711833333333333
TNIK	0.4375
ACTN3	0.3865
MGC45922	0.4325
CCNA1	0.409166666666667
RYK	0.679166666666667
IL26	-0.1055
LRP3	0.586666666666667
QARS	-0.26875
SOX7	0.835071428571428
BID	-0.656625
OR2S2	0.439
CXCL14	3.969
C11orf47	-0.6045
MGC29891	1.45916666666667
HSPB8	2.0724
PRDM14	-2.0785
NUFIP2	-0.0455
MNAT1	-0.290625
ZDHHC2	-0.717166666666667
MBNL2	0.749125
ADD3	-0.127375
CSNK2A1P	-0.6605
KLK6	-0.536666666666667
TMEM111	0.2179
KIAA1279	0.6895
NUBP2	0.264666666666667
RAB42	-0.959
ID3	-0.8751
TM9SF1	-0.2635
MDP-1	-0.29875
POU4F2	0.22425
IQCK	1.21725
C16orf14	-0.29175
CAPN3	-1.656
FAM43B	0.146875
RECQL	-0.21575
AP1G1	-0.3305
CTNNBL1	-0.333666666666667
ECHDC1	-0.386
SMARCC1	-0.3935
FOXQ1	-1.44675
GNAI3	0.330833333333333
POLG2	-2.24625
CD4	1.17575
ITLN1	-0.621
EBI2	4.69
IRF1	0.541
PTPRE	1.7692
PTK2B	-0.91375
NXNL2	0.504
SOX4	1.55877777777778
TSPAN3	-0.195833333333333
SH2D1A	-1.26233333333333
C8orf58	-0.6355
USP20	-0.349
DUSP22	0.039
CALB1	-2.21633333333333
L3MBTL2	0.529833333333333
MCRS1	-0.61975
TMEM118	-0.168833333333333
C18orf8	0.2315
FLJ10241	-0.04925
GJA12	0.7255
PKD1	-0.166166666666667
ZFP3	0.218
JAM3	-0.292625
LAPTM4A	1.6748
DIRC2	0.24725
KIAA2022	1.61516666666667
MYOM1	1.48266666666667
TRPM8	-1.55833333333333
MOP-1	0.82875
PHKG2	0.2295
ZNF650	-0.0775
KIAA1522	1.14125
PSG8	-1.76033333333333
DDX19B	-0.6375
MOBKL1B	0.76325
DIAPH2	-0.2745
PTPN12	0.2095
CLN8	-0.7878
CRYZL1	0.407166666666667
CRY2	1.11925
FCGR2B	3.9275
PNPLA4	1.109625
ZNF454	0.0465
DKFZp434B1231	-0.0595
CLDN11	0.9986
RFWD2	0.675833333333333
CIB2	-0.7585
MXRA8	4.21375
HRK	-0.254125
MAML2	-0.00675
C4orf31	2.45425
C6orf192	-0.6775
COG6	1.035125
FAM5B	0.3635
NFATC1	0.7116
SEPT10	0.95025
SCYL1	-0.1129
RPP40	-0.30475
SCOC	0.6333
KIAA1450	0.251
CTDSPL2	-0.4345
TBX5	1.90616666666667
NAPG	-0.260375
RHD	-4.58
C14orf45	2.21783333333333
ZBTB22	0.741
PLCG1	-1.232
ANKRD10	-0.760375
AQP7P2	3.4055
TAGLN2	0.4265
HTR2C	-0.966166666666667
SLC16A7	0.604333333333333
C17orf83	0.35825
TSGA14	-0.373
MDH1	-0.1115
PPP3R2	0.259666666666667
DCBLD2	-2.25242857142857
RBM33	-0.62425
DPH3	-0.9445
SYT10	-1.40566666666667
FMO4	1.949375
THYN1	-0.391
DRD5	-2.2685
OTOR	2.890125
PGRMC2	0.7989
KATNAL1	0.608375
PAQR6	-0.2655
UBE2I	0.02475
C14orf28	0.389
C8orf70	1.3395
FLYWCH1	-0.414125
ANGPTL3	-1.251
GLRX2	0.118333333333333
ATP11A	-1.14221428571429
ARL5B	0.6835
MUC16	-2.33125
SLC25A5	-0.123071428571429
