Hybridization REF	TCGA-C8-A1HF-01A-11R-A137-07
SPC25	-1.68611111111111
STEAP2	1.40242857142857
VAMP3	-0.334
TCIRG1	-0.06125
ZP4	-0.075
PARL	-0.305125
TRIM39	0.191666666666667
KIAA1305	-0.178
CRNN	0.2505
GRN	-0.6455
HSH2D	-1.237
SCAMP1	0.167125
KIAA1913	0.883
PTS	0.12625
BANP	0.0171428571428571
PRKACG	0.653
ADCY6	-0.054
C16orf46	0.1845
CYP51A1	-0.560375
DDC	-3.6705
ANPEP	-0.733
PROM1	-0.8625
SIGLEC10	2.0075
COPG	0.9455
FAM26E	1.6855
TRIP4	-0.03675
SNX3	0.4655
C1orf175	0.490166666666667
PPY2	0.36475
C14orf152	0.22825
FTSJ1	-0.598333333333333
DST	-0.7033
LOC554235	0.33025
GLRX5	-0.19825
C20orf12	0.9388
CAB39	-0.108333333333333
MSH2	0.1025
PIP4K2C	0.936875
CYLD	0.815
WTAP	1.0228125
MGAT4A	2.94611111111111
TSC22D4	-0.2918
CHRM2	-1.904
PPYR1	0.335333333333333
CCNH	-0.632833333333333
RRM1	0.332
ECAT8	-3.36625
LOC400120	0.08275
GABRA4	0.360625
C14orf4	1.369
C1orf59	1.27475
CTDSPL	0.235916666666667
NHEDC2	-1.562
PDE11A	-1.20573333333333
KLHL29	-1.94675
CD5	0.7722
TSPAN9	1.7654375
WDR67	-0.092
THUMPD1	0.4243
C18orf17	0.0595
CLYBL	1.08416666666667
FLJ13231	-0.784875
CMBL	0.90775
LECT2	-0.7755
NKAPL	2.08
LOC654780	0.89
OR4C6	0.0455
RAB30	-0.444666666666667
TSSK4	-0.2355
TMEM163	0.635
OSBPL11	0.0204166666666666
GNB5	-1.05966666666667
CCL21	1.3215
C1orf121	0.422833333333333
FMO2	0.7895
RPTN	0.5605
MSTN	0.39
VCL	-0.245
FYTTD1	1.08575
C11orf1	0.906
CCDC88C	0.134125
HFE	-0.281388888888889
MOGAT1	-1.3765
FAM125B	-0.188833333333333
IRGQ	0.1015
RAVER2	0.935
AKAP5	-0.309
SSSCA1	-0.694
C11orf63	1.0975
ACTG2	-0.2892
PORCN	-1.157
DTL	-0.896636363636364
TMEM151	0.38325
FAM122C	-0.4395
RSAD2	4.5605
BAT4	-0.2755
KRTDAP	-2.25816666666667
MYH8	0.353625
CRTC3	0.13775
LRRFIP2	-0.3637
INTS4	-0.218833333333333
TTN	-1.12816666666667
SLC26A5	0.3855
PLLP	-1.4275
RGS6	-0.815875
SRGAP3	-0.005
ZNF525	-0.019
NBR2	-0.743833333333333
C13orf1	-0.2806
ZNF137	-0.1135
CEP27	-1.1335
BEST2	0.824
RNF121	-0.5355
DMRTC2	0.24325
C8orf76	-0.26475
BCCIP	0.73625
MEST	-2.82625
HTRA2	0.085
ANGPTL2	1.1895
ILKAP	-0.046
ERAS	0.3605
HBS1L	-0.254125
CPA5	0.268
TMEM30A	0.189
CD300LF	2.7405
WISP3	1.8565
CRK	-0.215428571428571
PDS5A	0.2537
BRPF3	0.918166666666667
NEDD9	-1.337375
SMPDL3B	1.83675
PSG6	-1.954
PSMD13	-0.244
ETV5	-0.8398125
OR51A4	0.242
BTBD7	0.156
GSTO1	-0.51
hCG_16001	2.007
MAD2L1BP	-0.163
COX6A2	0.244
SCNN1A	0.335333333333333
LSM1	0.512833333333333
UGT2B11	-3.60675
IDUA	-0.397
PPP2R3C	-0.5965
COX11	-0.483333333333333
PDZK1	-2.76575
ZNF443	0.0303333333333333
MGC21874	0.4945
ZNF323	0.9643
KRTAP10-10	0.617
CXCL6	-0.7485
SLC34A2	0.8247
LOC284402	0.453
NPTN	0.412833333333333
UPP1	-1.26941666666667
SLC6A9	-0.1625
OR7G3	0.39
CISD1	-0.0735
ZNF545	-0.510666666666667
SYT14	-0.715
NT5C3L	-1.05683333333333
ZNHIT3	-0.502666666666667
SNRPD3	0.96075
KIAA0701	1.3745
UNC93B1	-0.281
GMNN	-0.000875000000000001
SPCS2	0.826166666666667
LOC388524	0.1855
NAPRT1	-1.861875
PNLIPRP1	0.12125
OR6V1	1.1615
PRKAB1	-0.8785
EYA4	-3.36133333333333
KIF20A	-0.119
ALG10	-0.2545
ITPKC	0.708833333333333
LMX1B	0.949166666666667
RPUSD4	-0.440166666666667
C7orf34	0.416833333333333
DLGAP2	0.71075
PFN1	-0.3072
MICALL2	-0.233166666666667
ZNF654	-1.9965
SS18L1	-0.360125
SLC16A8	0.24575
MKI67IP	-0.447833333333333
ITGB3	-1.796875
TCEA3	2.59208333333333
CEP152	-2.4044375
CLIP1	-0.312625
ZNF75	0.3996875
ATP5C1	-0.151166666666667
NUDT5	0.240666666666667
PSCDBP	1.70525
UBP1	-0.30975
RBM27	0.49875
C13orf15	2.65
ZNF282	-0.635
ZNF222	0.012
COL10A1	5.13225
PRDM15	-0.46125
TTTY5	0.132
FAM9C	-0.290416666666667
C20orf67	-0.051
GNG13	0.352
F12	0.77025
C1orf41	0.182
CPXCR1	-0.1715
GSK3A	0.315875
SUPT6H	-0.0638333333333333
PI16	-1.61033333333333
ELL2	-0.504
C9orf167	-2.16716666666667
PVRL3	-1.1695
FLJ38596	0.16225
ADAM20	0.11125
GPR89A	-0.6665
GPR87	-3.435
ZNF30	0.201
SMR3B	0.626666666666667
ZNF770	-0.4165
TRPC4AP	-0.895833333333333
DKFZP686E2158	0.691166666666667
C2orf28	-0.115833333333333
FREM1	-1.90083333333333
LAMA4	0.4775
ADPRHL2	0.1615
EIF4G2	1.06133333333333
GUCA1A	-0.438
CTNNA2	-1.458625
NUDT15	-1.38383333333333
CEPT1	-0.0618333333333333
ZNFX1	0.0412
CCDC92	0.80925
TDRD1	-1.205
KCNK5	-1.35216666666667
ETNK1	0.136833333333333
LTA	0.628
TTPA	1.409
B3GALNT2	-0.2115
SC65	-1.50466666666667
PEX5L	-1.27275
EPS15L1	-0.38825
MGEA5	-0.618875
HIST1H3A	1.69975
ING1	0.5615
BCAT1	-1.8885
ORC6L	-1.86536363636364
KLK11	-4.865
C19orf28	-1.092
DNER	-3.9035
MED22	-0.410071428571429
ETV6	1.19041666666667
CHAC2	0.0635
CD300E	0.1775
CEBPB	1.33533333333333
ZNF398	-0.38775
LRCH3	-0.086
HMGA1	-1.664
CAPN7	-0.717
MGC5566	-2.293
CCL3	3.49425
NANOS1	0.314625
ZFYVE19	-0.063
APITD1	0.910666666666667
PARD3	0.18975
IRAK4	-0.0165
SERPINI2	0.162
CEP170L	-0.47125
TTC9	2.3765
MYOM3	-1.71625
MLPH	-0.497625
LOC222699	0.8055
NRG1	-0.0274166666666667
TBC1D9	0.453636363636364
TTK	-0.1755
ZNF557	0.2713
DDX41	-0.3335
FANK1	1.7915
UBE2D2	0.003
PSMB10	1.131875
MYH7B	-0.334
GABARAPL2	-0.704625
MARVELD2	1.727
DGCR2	0.8195
UNC45A	-0.547333333333333
C6orf72	0.2915
ZNF683	5.30675
GIT2	-0.0695
CASK	2.29983333333333
C14orf161	5.0005
LRRC44	-1.529
TIFA	0.58175
UTP11L	0.22075
C6orf65	-0.15075
FDPS	-0.594
DUSP9	-1.4921
SLC17A8	0.159
OR51G1	0.396666666666667
NANS	0.335
OLFML1	1.39225
ATP10B	-1.739875
NPAS3	-1.74325
PRKCA	-2.5002
GGA2	-0.245625
LCE4A	0.5775
SPANXN3	0.30025
CCDC115	0.0495
SDCCAG3	-0.41925
GLIPR1L1	0.39425
TTC1	-0.3845
C17orf76	1.4835
MAD2L2	0.11875
HIPK1	-0.1626
LRRC3B	-0.931833333333333
CLN3	-0.775681818181818
C17orf47	0.2565
FMN2	-2.277375
TUBB1	-1.453
WAPAL	0.120666666666667
C3orf21	-0.69975
SCN5A	-0.2528
SMYD1	0.27625
BEX5	2.9365
ZNF192	0.056
SEC22A	-0.347
GRIA2	0.810142857142857
KIAA0825	-1.0415
NUSAP1	-1.04127272727273
LANCL1	-0.9095
C15orf40	-0.9181
ZNF645	-0.17975
GPR61	0.608
NLRP14	0.6495
SNX21	0.00740000000000001
C1QTNF8	0.459
C17orf46	0.386
IFNA8	0.5055
SPRR1B	-2.12816666666667
FLRT1	-0.724
SNX17	-1.1035
ASB2	1.15133333333333
HBG1	-5.035
RPRML	1.837
JOSD2	0.586
PLSCR3	0.49
SPOCD1	0.657833333333333
RAB39	-0.06
GHRH	-0.147333333333333
ITIH5L	0.17625
C17orf37	3.80225
SMCR8	0.27875
DPY19L2P3	-1.30983333333333
IL11RA	0.784166666666667
GDF3	-3.7075
RPS6KB1	-0.726333333333333
DNAJC19	-0.04
TOP1	0.13
CRCT1	-0.64375
MPST	0.539125
DPM2	0.4575
FAM38B	-1.651
SLC18A1	-2.12483333333333
FARP1	0.904666666666667
PAX7	1.48875
TUBD1	-0.39575
GNL3	-0.7225
BTG2	1.57506666666667
NDUFS6	-0.20225
C1orf79	-0.096
ERAL1	0.019
ECHS1	0.93
VPS4A	-0.802833333333333
CYP11A1	-0.9795
ABCC6	-0.719642857142857
PBX4	-1.617
MOSC1	-0.8775
NCF4	0.70975
HYMAI	0.0435
NAGPA	-0.871625
OTOP2	0.738
ACOT12	0.2815
MTHFD2L	-0.031375
LOC441376	3.22725
C19orf34	-0.1595
RAB1B	-0.0105
ALDOAP2	-0.719
NTRK1	-1.3565
ARTS-1	-0.0422
SLC6A11	-0.4195
NAP1L2	0.48575
CNGB1	0.1215
EPB41L4B	0.199833333333333
FAM134B	-1.432625
HS3ST3A1	-0.902
CPXM2	4.79075
SIRPB2	0.027
CHORDC1	-0.083
TRIB3	-0.513833333333333
SLC2A5	1.66025
C2orf49	0.621333333333333
DDX5	0.2845
OR5L1	1.4555
ANAPC4	-0.797
ZSWIM1	0.659375
LOC93622	-0.618125
KCNK3	-0.882
RP11-35N6.1	1.355625
ZFP161	0.0738333333333333
AQP9	3.966
SLC15A2	1.88766666666667
MREG	0.0268333333333333
OR9I1	0.228
PDLIM2	0.299125
ADAM7	0.5255
GSTCD	-1.42916666666667
WDR21A	-0.747
SLC12A8	0.121
TMEM174	0.521
IGSF3	0.385416666666667
LRRN1	2.17625
LOC402117	0.612
SRPK1	-0.528166666666667
LY6K	-0.210625
NFIA	3.102
PTCD3	0.589875
LEP	0.0413333333333333
PCDH21	-0.303833333333333
MAPKAPK2	-0.0414285714285714
NMNAT1	-0.156333333333333
LHFPL2	0.746125
C9orf43	1.825
DIP2A	-1.102
ACTR8	-0.180875
CCDC34	-0.27275
PTPN22	0.207875
ITGA3	-1.621375
FAM129C	0.224
RABGGTA	0.368
UNC45B	0.41325
KIAA1033	-0.42125
ZNF510	0.3585
CYP2D6	0.0658333333333333
SLC26A10	-0.9505
STX8	0.32575
LUZP1	0.3675
WDR89	0.016
EIF4G3	0.1733
C5AR1	0.983625
ZNF623	-0.1685
A2M	0.90275
TGM7	0.4525
GRPEL1	-1.08733333333333
LMNB2	-0.246
ROCK2	-0.263333333333333
SNX16	0.404625
CCDC66	-0.64375
ANXA3	-1.80225
KIAA1609	-0.5815
EED	-0.44175
RNF32	-0.0861666666666667
HES1	0.707
CLC	0.955333333333333
ISL1	0.49
KIAA0528	0.472625
MANEA	0.264375
C1orf61	-1.689
hCG_2001000	2.04025
RAPGEF6	-0.587
KIAA0020	-0.186166666666667
NEIL1	-1.674
C16orf45	1.04575
RBM10	0.191833333333333
C10orf125	0.77325
MRS2L	-0.24275
DNAH17	-0.756625
C19orf10	-0.369
C1orf160	0.91875
SLFN12	1.61825
EXOC3	-1.15166666666667
HIST3H3	0.8065
NCOR2	0.133333333333333
TNFRSF9	1.4095
MFSD8	0.01825
ALX1	-3.2345
NOL1	-0.90825
PODN	2.8545
TIAL1	-0.3215
HIST1H1E	-0.305
NPY6R	0.8865
TM4SF4	-0.60925
CORO2A	0.875
ETNK2	1.42233333333333
APOE	2.1016
ANGPT4	0.244
HDGF2	-0.49125
G30	-0.0425
ST8SIA4	0.3315
F2RL1	-1.56275
FAM19A4	-1.31925
CCAR1	0.13075
B3GNT7	0.47825
OPHN1	-0.7796
DSCR6	1.1545
C21orf13	0.6945
GAS2L1	0.649083333333333
RFX3	0.247666666666667
COPS4	0.130375
BCHE	-5.10366666666667
BCL2	0.65275
HBZ	-2.96766666666667
ARL13B	-0.378875
MAPBPIP	0.74775
MYO15B	0.575625
SPZ1	0.0325
KIAA1324	3.20133333333333
PLCL2	-0.30025
C4orf29	-0.20325
WDFY2	-0.488375
ZNF284	-0.4235
NAALADL1	-0.18
DUSP5	0.242166666666667
PXDN	0.41475
SLMO1	0.192
TNXB	0.5035
BIRC7	-0.466
A4GALT	-0.223666666666667
TIMM22	0.096
FAM110C	0.802
TOMM34	-1.22975
ABHD9	0.231
ADAM32	1.008
CRHBP	-0.01175
AQP2	0.84325
LOC130355	0.94975
ZNF187	-0.0263333333333333
ZNF816A	0.4065
F7	-0.335625
CNOT1	-0.5096
SLC13A4	-0.904
ZBTB11	-0.31975
B3GALT5	-0.53075
EXOC2	0.264
IRS1	-1.0272
TMEM1	-0.399333333333333
MRPL34	-0.0411666666666667
SAMM50	0.28575
CDC42EP3	0.9065
HSF2	-0.2402
MFN2	0.1595
TSPAN7	-2.761
NUCB1	0.43775
RHOH	-0.44975
ARL16	0.1205
TACR1	0.08625
SFRS5	-1.16983333333333
SNX25	0.28825
RHBDF1	-0.160333333333333
PCDH18	1.63583333333333
HMG1L1	-0.532
MYO5C	0.994625
MAPK10	0.413
LDHAL6A	-0.131333333333333
NUDT12	0.510166666666667
NCAM1	-0.46
GLIS2	0.092
GGTL4	1.4935
DAPP1	-0.326
ATF7	1.047625
KIAA0748	-0.80625
NFIL3	-0.49525
TM6SF1	0.3565
SEZ6	0.435625
NANOS3	0.408666666666667
DNAJA3	-0.4535
CLDN6	-1.9585
CIITA	3.4373
EPHA4	-0.931583333333333
FANCC	1.72825
CMTM3	0.08625
PSG3	-0.5355
MRPL15	-0.0865
C21orf59	-0.54775
PLCXD2	-0.149
C2orf34	0.00687500000000001
UBE2L6	2.248625
MED14	0.208333333333333
HP1BP3	-0.1242
C6orf208	-0.185
TPBG	0.22
OSR2	-1.121125
XPC	-1.52266666666667
KLHL7	-0.4425
CCR3	-0.286
AGTPBP1	-0.331333333333333
PCSK6	-2.79546666666667
STAT5A	-1.7694
FAM18B	-0.08225
LONRF2	1.9775
PTPN2	0.538875
SF3A3	-0.6725
EFCBP2	-0.36825
HCFC1	-1.1035
AHNAK	-1.35195
ACTR5	-0.0375
KIF14	-1.35585714285714
TENC1	0.19725
HEATR5B	0.979
YIPF2	-0.0301666666666667
MYEOV2	0.927833333333333
DUSP18	0.92975
KIAA1012	0.1965
AHR	-0.466
C17orf53	-1.31466666666667
PTPRH	-3.29875
ATP6V1C1	-0.6646
TAS2R3	-0.487
LOC440356	-0.1135
COQ10B	-0.237
PSMF1	0.443833333333333
SORBS2	0.5225
NFE2L2	-0.641
TMCO7	-0.463
SH3PXD2A	-0.2364
SH2D2A	0.38775
SPINK5	-2.382
MRPS24	-0.5015
OPA3	0.44375
TRAF7	-0.4745
C4orf35	0.4105
MT1G	0.7325
MGC39545	0.29475
HS1BP3	0.4424
OR2B2	0.529
CHRM4	-0.1615
SFRP2	2.86666666666667
RIC3	-1.7695
ART1	0.362
C6orf1	0.363
DUS4L	-1.11925
C10orf104	0.76075
TNFAIP6	3.01
RTEL1	-0.04975
CCT4	-0.1619
ZNF709	-0.61975
CHMP6	0.736166666666667
UPP2	0.157
CYP19A1	-2.429
CD151	-0.408333333333333
NDUFA13	0.0393333333333333
ARFRP1	-0.229
FAM26B	1.696
CRYBA1	-1.599
MRPL41	0.599833333333333
NPFFR2	-1.524125
HRH2	0.337
SCAMP3	-0.488333333333333
MTMR6	-0.1969
MTG1	-0.790666666666667
UBTD1	1.48725
CRABP1	2.2095
FLJ33790	-0.9143
KIAA1908	-0.798
GPR158	-2.638
PACSIN3	-0.796166666666667
OMD	3.3355
CATSPER1	0.128666666666667
HOXB8	-1.478625
FBXO46	1.054
OAS1	2.42666666666667
SVIL	0.75925
PHB2	-0.629
ADCY3	-0.1805
NDRG2	-0.828333333333333
ERMAP	0.1636
APBA2	-0.663
IGSF9	1.758
WNT6	-0.139
MYCBPAP	0.9035
ATP2B2	-0.2405
CPVL	-0.3328
TRAM2	-0.527916666666667
NOP5/NOP58	-0.54025
ZNRF4	0.44
TLK1	-0.422625
MTMR12	0.110142857142857
ZNF384	-0.0376666666666666
FAM9B	-1.94625
RPN1	0.7421
PMVK	0.945
EIF3D	0.4494
SIX2	2.0175
HPS1	0.746785714285714
RNF7	-0.16975
PSKH2	-0.0695
KCTD13	0.08
CSMD3	-0.322
FBF1	0.3725
IL8	-3.635125
SERPINB13	0.175909090909091
FBXL20	-0.34075
BLR1	0.595
SH2B1	-0.381166666666667
RFNG	-0.691
RAB20	0.575166666666667
RBM7	-0.8205
POLR1A	-0.228666666666667
TMPRSS4	-1.73275
TAF9	-0.2655
TERF2	-0.570666666666667
TNFRSF1A	0.542
ACADVL	-0.9355
GTF2H5	0.38875
EDG8	0.832166666666667
C9orf140	-0.00537500000000001
UST6	0.91175
ZBTB8OS	0.4945
ZNF710	0.687
GPR174	-0.265
ATP6V0A2	-0.11975
KIAA0319L	-1.04825
XKRX	1.028
DOPEY2	1.1591
SDHD	0.15275
SUMF1	1.3795
OSM	3.895
OPN3	-0.594
DAGLB	-0.512
PPFIBP1	-0.0132
TRIM63	-4.21
C10orf53	0.79
LYPD3	-1.05583333333333
BCL7A	0.162375
AGER	-0.873
TCF19	0.32775
SAT2	0.0975
PFTK1	1.59116666666667
GABRE	-1.431125
C15orf38	1.2194
FIS1	-0.009
KCNV2	-0.213
CLPS	0.57775
PPCDC	-0.196625
FOXN2	-0.0598333333333333
NT5E	-2.4238
CD83	1.32925
IL18	1.632625
VPS16	0.52725
IGFBP2	-2.16533333333333
NOTCH2	0.293
SIGLEC1	3.281125
CD93	5.1895
SULF2	-0.128
CEP164	0.372
P53AIP1	0.595333333333333
TOR2A	0.268166666666667
ZNF136	-0.1845
MGP	3.129
CCDC144A	-0.737
TRPC1	-0.660333333333333
SMS	-0.145333333333333
MAPK7	-0.0115
RRAGC	0.574
PARD6A	0.805333333333333
NUB1	0.1605
SYNGR4	1.631
OR11H12	0.3265
WIF1	0.42525
GCH1	1.3145
OR11H4	0.2585
SLC44A5	-0.24
GPRIN2	-0.498666666666667
LOC401431	1.1095
CPA4	-2.1337
MELK	0.191222222222222
IL15RA	1.67825
CUL3	0.0255
HMBOX1	-0.985
PODXL	-2.032
CCT6B	-0.102333333333333
COMTD1	0.44575
MUC20	-1.24133333333333
GPX2	-3.202375
ITK	0.270125
FBXL5	0.5445
C13orf27	0.42275
DEFA5	1.479
TRHDE	0.3025
MTP18	-0.0965
UQCRQ	0.8811
ITGB2	1.98083333333333
CSRP2BP	0.15675
TAS2R44	0.626
PHPT1	0.8015
FAM44C	-0.00325
ERH	0.6695
MPHOSPH1	-1.32716666666667
MORC1	0.0645
PARVB	-1.6095
LAMA1	-2.21441666666667
PGBD3	-0.046
GIMAP6	4.518
AREG	-2.8005
LIPT1	1.6815
MGC99813	-1.355
C1orf201	0.384166666666667
GRIN2A	-0.8685
MAN2C1	-1.414625
NSUN5	-0.5025
SF3B5	0.6985
MYC	-2.2586875
NRXN1	-1.07075
ZNF18	-1.267
SPDYA	0.146375
SLC37A1	0.931
DECR2	0.53625
ANKRD38	1.60375
SPTLC3	-0.313416666666667
SUPT16H	-0.56825
DTWD2	-0.08425
ULBP1	-1.166
ZADH1	0.556
OIP5	-1.682
IL10RB	-0.447666666666667
OTUB2	0.047625
VWA3A	0.204
SPIC	0.5685
OR6C4	0.5895
PSCD4	1.383
DPY19L2P2	-1.021
TRAPPC6A	-0.222
C21orf2	-1.18916666666667
CEMP1	-0.388
LIN7B	0.9105
E2F7	-0.0421666666666667
VCP	0.0849375
LAMA3	0.726416666666667
BGN	2.11775
GPR160	1.24966666666667
COCH	-2.48933333333333
GPR81	1.34016666666667
APOBEC3F	-1.10675
tcag7.1017	-0.398
C1orf32	0.879
SCGB1D2	6.20425
FLJ43987	-1.191
C6orf170	0.55475
KLK9	0.0555
GPD1L	0.39325
VPS37B	1.2705
ATG3	0.0985
ADAMTS17	0.6195
KLHDC2	-0.859333333333333
NDUFV2	-0.68125
BLK	-2.83575
MATN4	-0.268
GPM6A	-0.352
GBP4	4.25283333333333
TMEM162	0.514166666666667
PKP2	0.1955
HRASLS	2.82033333333333
MMP1	1.8025
SFXN3	0.622
FSD1	-1.43033333333333
ST6GALNAC3	-1.893
CA12	0.6711
NCOA6	0.69275
C19orf58	0.1335
PPP4R1	-0.260666666666667
MAN1A2	0.691166666666667
IKBKAP	-0.97575
UPF1	0.0223333333333333
KIAA1219	0.33175
WNT16	-0.153666666666667
SNW1	-0.090375
IL18RAP	4.749
RPP30	0.3085
CDC40	0.224928571428571
SETD3	0.639333333333333
SLAMF6	0.6895
ELK4	-0.5155
TRIM47	1.12533333333333
ACOX3	0.36525
TRIM6	-0.979875
KIAA0372	-0.691
TP53AP1	1.79025
SMURF2	0.1025
ADAD1	0.61475
EBP	-0.132
KRTAP13-2	-0.1335
FLJ36874	-0.627166666666667
TOR1A	0.1835
P2RY4	0.2305
GPBP1	-0.0015
TRPV1	0.74325
ADAMTS12	1.10216666666667
PES1	-0.6665
ATG4A	1.11216666666667
MAGEA10	-3.933
WFS1	-0.15025
CC2D1B	0.309666666666667
PABPN1	0.14725
SLC25A30	0.06425
SLCO1C1	-0.169166666666667
SLC22A5	0.60225
KIF23	-1.52366666666667
SYN2	-0.563333333333333
ASPN	7.76716666666667
CENTG2	-1.01225
QSOX2	-1.195
FLJ10815	-0.206666666666667
STK24	0.2185625
SPEG	-0.7311
STK10	0.292833333333333
DACT2	-3.0035
AAAS	-0.53475
SSX3	-1.2375
ABCD3	0.364
C4orf12	-0.114375
PARVG	1.3335
FIG4	0.80025
C9orf46	1.963
TMCO6	-0.456
IGHMBP2	-1.27425
DUS2L	-0.874666666666667
FAM3C	-0.6185
TMEM16D	-2.23425
DCTN4	0.8195
KCNH3	0.54975
EIF2AK2	0.86275
AP1S3	-0.496375
CST4	1.284
PAM	0.550625
NUTF2	-0.2245
CITED2	-0.1104
SLC39A4	0.59025
C2orf52	-1.459
GRM3	-0.01425
C12orf49	1.139375
CCDC49	-1.106
GRAMD1B	-1.001625
FNDC4	-0.20125
SIAH2	-0.942
GDPD4	0.25725
C21orf87	1.033
ATP5A1	0.105
C16orf63	-1.152875
LOC388135	1.01816666666667
ATP5J2	0.148875
MMP3	0.45925
EMID2	-0.2535
CRHR1	0.558
WDR70	-0.2815
C13orf31	1.75325
ZFAND1	-0.5415
CCL18	4.975
C3orf49	0.8165
RINT1	-2.28
KIAA0408	-1.98633333333333
F13A1	5.213
SLC10A1	0.0361666666666667
OGN	-0.4185
GIPC2	-1.64466666666667
XPO6	-0.6425
LCE1A	0.984
FMR1	0.5686
LOC374920	0.22375
DUSP3	-0.2155
ANKMY1	0.25025
C7orf50	-0.52875
BBS9	-0.0284
UNC119B	-0.8905
C9orf72	0.652875
MGC35440	-0.56175
ENTPD6	0.2255
PPP1R2P9	0.83375
ERCC4	-0.21075
FAHD2B	0.213
HMHA1	-0.421
HACL1	-1.85925
RAD23A	-1.23066666666667
FAM83B	-0.7995
PPP5C	-0.4635
RNASEH2C	-0.5285
C9orf153	-0.47625
SCAMP4	0.371625
GHITM	0.5229
NDUFB7	0.296
ADCYAP1	-0.355333333333333
SP110	1.62883333333333
MAP3K7IP2	0.53625
DHH	0.398
AGRN	-0.47
WDR33	0.0755
CEP290	-1.16466666666667
PRPS1L1	-1.48683333333333
KLRA1	-0.2
GPR97	0.5125
CHD7	-0.193333333333333
TLR10	0.3845
SLC30A8	0.955
HIC1	0.8275
IAPP	0.3365
RXFP4	0.74875
GP1BB	0.20575
SHQ1	0.2115
NKX2-3	0.274833333333333
API5	-0.1565
FTHP1	0.19
MOV10L1	-0.00683333333333333
TRIM6-TRIM34	1.3
ADHFE1	-0.82475
FAM117A	-1.61825
DDI1	0.6462
CDON	-1.52916666666667
TRIM73	-2.0745
IGKC	4.8995
MMP14	0.365083333333333
DYNC1LI1	-0.381625
C11orf66	-0.04775
TRBV3-1	-0.624
FASTKD5	-0.0935
BIVM	-0.62125
LHX4	0.17775
CXCL2	-1.3229
RAB2B	-0.330833333333333
IZUMO1	-0.58075
MAP3K15	-1.108375
FAM19A2	0.746666666666667
ZC3H8	-0.501333333333333
ZMAT1	0.593875
SPINK5L3	-3.1885
SLC10A6	0.5175
APPL2	-1.065125
CARD10	0.00649999999999999
LOC402176	-0.86225
EEF1D	0.579
RAB6A	0.3664
C12orf5	-0.392625
PAPOLG	0.344
MSRB2	1.1105
BCR	0.0199444444444445
PUS3	-0.45825
TIAM2	0.55125
ZNF317	0.112
CHD2	-0.422071428571429
FZD5	-2.02268181818182
NUDT8	0.067
ZNF763	-0.446
PRC1	-1.22288888888889
ABCB9	0.558333333333333
SPATA3	0.50375
TRAK2	-0.070125
STAB1	2.906875
LRRTM2	-0.0385
psiTPTE22	-0.0855
DBI	0.61225
SERPINA11	-0.97775
NAT5	0.3705
C20orf58	-1.65625
RPS6KA4	-0.0688333333333333
FLJ90650	-0.65025
TGFBRAP1	0.285
CHRDL2	1.240875
FAHD2A	0.424833333333333
CNTN1	0.1775
BBS4	-1.0861
TMEM181	0.0675
MINPP1	-0.50325
MPHOSPH6	0.96875
HOXC10	1.6252
ITPKB	-0.21075
CLPTM1L	-0.024875
MEOX2	-1.34683333333333
ATP6V0C	0.515375
PRPF8	-0.6255
TMC5	3.313
FKBP3	0.08325
PLEKHB2	-1.239875
OR4D6	0.779
ZNF544	0.0516
D2HGDH	-0.500875
RPL18A	0.5116
HEL308	0.41975
MPP6	-3.42475
TCERG1	-1.09875
KRT16	-1.54216666666667
KLF17	-1.052
KLF5	-1.36525
CDR1	2.01125
VCX3A	-4.3295
FBLN2	2.62625
C14orf104	-0.52325
HBE1	-4.5446
OR4S2	0.2585
C1orf108	-0.845333333333333
ROBO4	3.0525
CPEB4	0.20925
C11orf80	-0.882666666666667
BCKDHA	-0.108
MYOC	0.19675
GIF	0.112
CKMT1A	2.5485
RPL3	0.3975
THBS1	2.707875
APOO	0.0645
ARMCX1	-0.18225
HSZFP36	-0.42875
SNAPC5	-0.6015
EIF4ENIF1	1.1025
ZNF433	-0.63725
TNFRSF21	0.57475
TMPRSS7	0.387
SPATA18	1.3496
HPDL	-1.2035
MKL2	0.9422
TBX3	0.588
C21orf93	0.472
DAXX	-0.1905
ELMO1	0.059875
RGS13	1.89733333333333
TAF11	-0.50775
UNC13A	-2.369
LOC653314	0.0534
ORC3L	0.105
IMAA	-3.1245
TARBP2	-0.14225
CABIN1	-0.0309
TRIOBP	0.4160625
HIST1H2AC	0.3495
RGS22	-3.1105
NCOA1	1.01716666666667
IL25	0.49
SNCG	0.0845
GPR6	0.4475
AMDHD1	-1.4545
CHEK2	0.15225
C6orf142	-1.6085
DRD4	-0.04725
C14orf68	-1.03875
GDF11	-0.49975
SEMG2	1.144
CD247	0.4065
CDAN1	-1.54725
RBMX2	0.387333333333333
TGS1	-0.97125
OIT3	1.57275
SYF2	0.36825
MCM4	-1.151125
PKHD1L1	1.3425
CEP192	0.0281666666666667
IFT88	0.38075
RPL9	0.765928571428571
RAB32	-0.023375
DDX43	-1.553
P2RX2	0.5065
OR5D18	0.003
UBE1	0.0680833333333333
SLC24A1	-0.341625
ARHGAP5	-1.35525
CETP	-0.63225
KIAA1731	-0.707166666666667
SLC9A4	0.711
PTPN6	1.275
BAHD1	-0.0865
GRIK3	0.549
CACNB2	-1.0762
PDE10A	3.521
DGCR14	0.306
PCDHB9	-0.4555
RHOQ	0.2635
MAP3K4	0.64975
