Hybridization REF	TCGA-AR-A1AP-01A-11R-A12P-07
RASGRP4	-0.273
LRRC1	1.92125
GAS1	0.52625
PRAC	-0.87625
DGKA	-0.0708333333333333
NT5C3	-0.36875
PEG3	-3.617
NADK	-0.04375
PRR17	0.68475
LOC374569	-0.48975
SGSH	0.0368333333333333
NLRP8	0.113
GALT	-1.5054
MCF2	-0.9205
ZNF263	1.34675
TACSTD1	1.52366666666667
TYR	-6.338
ATP6AP2	0.412
RNUXA	0.2195
ABHD10	-0.0214
GDPD2	-0.7775
SLC35C1	1.02225
UBE2A	0.547625
HERC5	-1.09416666666667
FAM112B	-4.76066666666667
FBXL16	0.5215
DKFZP434A0131	-0.841
ELA3A	-2.147
RBM41	-0.91175
HAO2	0.17775
RNH1	0.434375
SHANK2	1.73216666666667
OSBP2	-1.531625
DAK	-0.184
C3orf58	0.595083333333333
TCL1B	0.394
KBTBD2	0.04275
SUGT1L1	0.26675
UBE2E2	1.37516666666667
MYL9	2.35725
CDC23	-0.480833333333333
PBXIP1	1.2273
CXorf40B	0.514
NBL1	0.43075
RTBDN	-0.074
RAB11FIP5	0.45175
TTTY13	-0.254
SCOTIN	0.704583333333333
SOHLH1	-0.8538
CDKN1A	0.264428571428571
NCK1	0.283
ZNF550	-0.036
SAPS3	0.927916666666667
SPIN3	0.0966666666666666
MAGEE2	0.40475
MIS12	-0.212833333333333
OR8H2	0.3605
KIAA0774	-1.138
UNC5D	-1.3525
CUL7	-0.446
LIPC	-3.1765
DIO1	-2.7275
C20orf11	1.0035
CTRL	-0.67825
HS3ST2	3.31825
PAK4	0.817333333333333
CCRL1	3.702
RNF10	0.28425
ZNF567	0.23
ZNF660	-1.7915
TCEAL3	1.64
MAGOH	-0.606333333333333
CENPB	-0.0248333333333333
C19orf7	0.556
LOC388965	0.2275
ZCCHC13	0.703
JMJD1A	-0.1957
HIST1H4H	-0.9005
TBRG1	-0.6166
GPC3	-3.63825
TAF1C	-1.063125
EBNA1BP2	-0.4
CIAPIN1	-0.68875
PDGFRA	-0.367055555555556
CSTB	0.332125
CENPI	-1.81566666666667
GTF2E2	-0.601833333333333
RPP21	-1.328
CCNF	-1.2005
KCNQ3	1.761
FAM79A	1.3575
SLC22A12	0.5345
NOVA1	0.280666666666667
FZD3	0.3662
AKAP8	-0.5385
SOCS5	0.257375
CFDP1	-0.58
DLG5	1.65125
PGM5	-0.064
C1orf144	0.27875
HDAC10	-1.0285
RND2	0.22425
C20orf199	0.24475
RNMT	-0.7265
SLURP1	1.546875
ASTN1	-0.3355
SH3BGR	1.74625
MYCL1	-0.2055
ZHX1	0.941166666666667
CENPK	-2.0395
FOSB	1.1661
LOC643406	0.106
C2orf59	-0.491
TMEM135	-0.568125
SLC27A2	0.15175
KRT33A	2.267
OVOL1	1.246
PAMCI	-2.19066666666667
S100A7	5.3215
ZNF789	-1.2485
HARS2	0.86225
RPL23A	-1.04983333333333
TCF23	0.28225
UPF3B	-1.289625
C17orf78	-0.2995
HLA-DOB	0.817666666666667
C14orf142	0.0311666666666667
TEKT5	1.743
DMWD	0.55
POLD1	-2.135
GSCL	-0.808
CALD1	-0.2548
SCRT1	-0.4825
AIG1	1.5955
UNC84B	0.3375
ZNF404	-0.56175
TMED6	-3.854
KIAA1462	-0.567
LRRC27	1.53233333333333
PYGO1	-1.269
PIGU	0.309666666666667
ALAS2	-3.95083333333333
WRNIP1	0.13875
CNNM3	-0.3225
ZNF2	0.191
ST3GAL5	-0.707916666666667
MRPL23	0.1445
TSSK6	-0.59475
PSMA6	0.58225
C16orf70	-0.7005
KIAA1602	-0.1945
ALMS1	0.190333333333333
DCN	3.1985
TMEM132D	-1.336
SUCLG2	0.9105
ABHD14A	-0.1635
DEXI	-0.0898333333333333
AMPD2	-1.23633333333333
IFNAR2	-0.6775
CYB5A	2.2816
TLOC1	0.21155
NXF5	-0.242666666666667
NRBF2	0.61775
KCTD3	0.8855
ITGAE	-0.226166666666667
SLC30A3	-2.38316666666667
ZRF1	-1.0315
IFRD2	-0.07675
XAB1	-0.2055
PYCR2	0.156
SERPINB3	-5.3865
TMLHE	-0.6199
GEFT	-0.354875
ABCA5	0.273625
EMR4	-0.069
TSFM	-0.1325
HIST3H2BB	-2.54175
ARHGEF19	1.21875
TSPAN17	0.702666666666667
ABCC8	3.07125
MAP1S	0.457333333333333
C22orf36	-0.4055
BNC2	-0.344928571428571
HIST1H4A	-1.21325
NDUFS3	0.151833333333333
WDR3	-1.12716666666667
XKR4	-0.26325
TTC33	-0.251785714285714
STMN2	3.62975
CPN2	-0.926166666666667
HSPC105	1.64725
PCOLCE2	-2.02425
C3orf55	2.037
KLHDC9	1.9455
TBC1D23	0.456625
ATXN2L	-1.03233333333333
MAP2K3	0.32
SCAP	-0.0935
ZNF486	-0.0243333333333333
C20orf96	-0.16275
NARS	-0.4145
ADAMTSL1	-0.546142857142857
PRCC	0.903333333333333
CCDC126	1.3395
ZNF675	0.216
CALCOCO1	0.81925
ANKRD43	0.634
CWF19L2	-0.654666666666667
ZBTB32	1.55983333333333
BRAF	-0.35675
ODF4	0.26
MGC14376	1.8795
HORMAD1	-2.307
AAK1	-0.6095
PEBP1	1.02791666666667
TNFSF5IP1	-0.0596666666666667
DKFZp564N2472	0.0455
RMND1	1.815875
IGKV1-5	4.1675
COL1A2	2.37966666666667
SERPINA5	-2.462875
AANAT	0.427
C19orf21	1.61083333333333
GEMIN5	-0.7935
UBR4	-0.509166666666667
LTBP3	1.14433333333333
AMHR2	-2.65783333333333
PROCR	0.06475
MYBBP1A	-1.20375
C20orf39	1.98266666666667
ZNF697	-1.148375
PASK	-0.0967
ZNF776	0.420833333333333
RFXDC2	-0.29175
KIAA0467	-0.477
C10orf96	-2.53225
ZNF503	-1.13225
GULP1	0.4
KCNE4	1.07816666666667
DKFZp434K191	0.09925
LOC196913	0.614
BHLHB4	-0.2125
CH25H	0.35025
LOC81691	-1.038
ALPL	0.324071428571429
COL12A1	2.383125
FOLR3	-2.26966666666667
GPR123	-0.154375
TRIM62	0.6695
ABLIM1	0.4815
MAST3	0.1555
RHBDD1	0.5315
LOC338809	1.24
RYBP	-0.28225
TTC26	0.22625
ZNF22	0.0766666666666666
ISCA2	-0.569
RDM1	-2.399
PIGM	0.27175
GNB3	-1.172
ACTR2	0.3434
HMGB1	0.0389
EDG1	2.34133333333333
SOAT2	-3.61625
OR10AD1	-0.4975
RAP1GDS1	0.165083333333333
LCE1F	0.584
ESM1	-0.885375
RCN3	1.79775
CREBL1	-0.5655
DBNL	0.52
PTGER3	2.130625
USP30	0.0201666666666667
BCL2L12	-0.642
KIF26B	1.8635
ZNF416	0.27925
ZNF225	0.4155
C17orf70	-0.126
ZNF554	0.50525
RAE1	-0.457166666666667
TNIK	1.22783333333333
ACTN3	0.6025
MGC45922	0.0445
CCNA1	-0.421
RYK	0.363833333333333
IL26	0.7735
LRP3	0.317333333333333
QARS	0.4185
SOX7	0.401642857142857
BID	-0.84275
OR2S2	0.192
CXCL14	3.255
C11orf47	-0.6105
MGC29891	0.517833333333333
HSPB8	2.545
PRDM14	-2.991
NUFIP2	-0.25975
MNAT1	-0.347875
ZDHHC2	-0.690916666666667
MBNL2	0.54975
ADD3	-1.072625
CSNK2A1P	0.164
KLK6	0.00683333333333332
TMEM111	1.0344
KIAA1279	1.13175
NUBP2	-0.0421666666666667
RAB42	-0.897
ID3	-1.0395
TM9SF1	-0.03075
MDP-1	0.2205
POU4F2	-0.1915
IQCK	1.167
C16orf14	-0.761
CAPN3	-1.98125
FAM43B	-0.42975
RECQL	-0.839
AP1G1	-0.3145
CTNNBL1	0.235166666666667
ECHDC1	-1.7185
SMARCC1	-0.4936
FOXQ1	-2.409625
GNAI3	0.507166666666667
POLG2	-1.85225
CD4	1.349
ITLN1	1.4545
EBI2	3.75575
IRF1	1.6145
PTPRE	1.5456
PTK2B	-0.39325
NXNL2	-0.343
SOX4	1.10238888888889
TSPAN3	0.849833333333333
SH2D1A	-2.27366666666667
C8orf58	-0.884
USP20	-1.19225
DUSP22	-0.7155
CALB1	-2.55016666666667
L3MBTL2	0.325416666666667
MCRS1	-0.1125
TMEM118	0.087
C18orf8	-1.08933333333333
FLJ10241	0.099
GJA12	0.65275
PKD1	-0.304333333333333
ZFP3	0.6805
JAM3	-1.3035
LAPTM4A	1.5889
DIRC2	0.481
KIAA2022	-1.04683333333333
MYOM1	-0.0976666666666666
TRPM8	-2.3805
MOP-1	0.58975
PHKG2	0.075875
ZNF650	0.311625
KIAA1522	1.202
PSG8	3.42333333333333
DDX19B	-0.0785
MOBKL1B	0.516
DIAPH2	-0.303333333333333
PTPN12	0.36975
CLN8	-0.336
CRYZL1	-0.194833333333333
CRY2	0.594416666666667
FCGR2B	3.82266666666667
PNPLA4	0.956
ZNF454	-1.0995
DKFZp434B1231	-0.029
CLDN11	0.5819
RFWD2	0.738333333333333
CIB2	-0.825
MXRA8	2.572625
HRK	0.145875
MAML2	-0.64775
C4orf31	-0.41225
C6orf192	0.61375
COG6	0.450875
FAM5B	-0.682
NFATC1	0.813
SEPT10	-0.09425
SCYL1	0.2934
RPP40	-1.4295
SCOC	1.4511
KIAA1450	0.9535
CTDSPL2	0.25475
TBX5	2.236
NAPG	-0.70775
RHD	-4.9275
C14orf45	1.51583333333333
ZBTB22	0.6225
PLCG1	-0.9595
ANKRD10	-0.0951249999999999
AQP7P2	1.13125
TAGLN2	0.7215
HTR2C	-1.1755
SLC16A7	-1.31516666666667
C17orf83	-0.544
TSGA14	-0.0688333333333333
MDH1	-0.3805
PPP3R2	0.448
DCBLD2	-2.16621428571429
RBM33	-0.236
DPH3	-1.01525
SYT10	-1.47133333333333
FMO4	1.752
THYN1	-0.55475
DRD5	-2.105
OTOR	0.683125
PGRMC2	1.0273
KATNAL1	-0.0722500000000001
PAQR6	-1.092
UBE2I	0.08725
C14orf28	0.6345
C8orf70	0.52
FLYWCH1	-0.41975
ANGPTL3	-1.417
GLRX2	0.051
ATP11A	-0.453857142857143
ARL5B	0.719875
MUC16	-2.0525
SLC25A5	-0.931714285714286
ACRC	-0.37825
MYO1C	0.2115
FAM89B	1.31516666666667
FAS	1.218125
KIFAP3	1.689
GLRA2	1.5615
BTN3A2	-0.0757
CNKSR3	-0.440875
CSTF3	-0.764333333333333
ARPM1	0.6825
KIAA1530	-0.8305
C9orf150	2.95216666666667
PRKCI	-0.93375
tcag7.1015	-0.456
SOD3	0.048
ZNF574	0.16625
CYP21A2	2.18575
RPL12	-0.55375
COMMD2	-0.8065
WIZ	-0.66125
LOC344405	-2.29575
ALDH4A1	-0.723823529411765
CRYAB	2.37275
COPA	0.5324
PCDHGA7	0.767166666666667
KIF11	-1.22158333333333
RASD2	0.44525
SLC26A3	-0.5235
ZNF175	-0.4575
JAKMIP2	-2.07575
C8orf4	2.96983333333333
PTHLH	1.16925
SLC40A1	5.78041666666667
OR7D4	0.746333333333333
PCDHB17	2.6015
CD36	3.68178571428571
C6orf203	0.1965
PRKG2	1.062
LOC400566	1.6875
ANAPC13	0.28175
SLCO3A1	-0.94
ZNF692	-1.897
FANCL	-0.8145
SH3GLB1	1.02025
C12orf61	0.7925
KBTBD6	-0.371
SUPT5H	0.366125
XRCC6	-0.3388
HUS1B	-1.3341
FAM133B	-0.348642857142857
LOC728276	0.4655
KCTD18	0.98825
SOS2	1.00516666666667
CCDC99	-1.77925
C1QTNF5	3.4105
NNAT	0.630833333333333
USP16	0.24675
LARS	-0.9405
ZBTB2	1.215625
ABO	0.283
TRAF3	-0.088
GALNT5	-1.792
NAP5	0.144125
ALG14	0.824166666666667
KIAA0515	-0.853961538461538
WDR75	-0.327666666666667
TEX261	0.0953333333333333
LY86	1.28875
LOC389072	-0.981
FLJ13611	0.43725
MRGPRX2	0.2785
SNRPA	-0.984375
OR2G2	0.1885
GPRASP2	0.756
C7orf42	0.5672
C9orf163	-0.4065
CYP11B2	0.671
FCRL3	1.21833333333333
PRDX1	0.709
FGB	-5.0525
COX17	0.3895
C16orf33	-0.074
PIWIL1	-0.321666666666667
FOLR1	-2.82083333333333
KIAA0082	-0.95625
FREQ	-1.15633333333333
TMCC2	-1.004
TCF12	-0.2475
ZNF721	0.4935
FAM130A2	1.139
POU4F1	-2.80025
SNRPF	-1.326375
SGIP1	1.43383333333333
ZNF641	1.3325
EMG1	0.2965
PRRG4	1.3635
HIRA	-2.06225
MYNN	0.600833333333333
AEBP2	-0.0220833333333333
TBXA2R	0.0741666666666667
ISL2	-2.09766666666667
PCDHB11	1.226
RNF144A	-0.4915
MARCH5	0.727625
DULLARD	0.260833333333333
DCLRE1B	-0.513
ITGA8	-0.4835
TP73	0.2855
PRKCD	1.841
NDUFB4	0.155
ATP13A4	0.898875
ANTXR2	-0.818333333333333
COL4A3	-0.837166666666667
MYO10	-1.6158
SLC6A18	0.224
PEX1	0.3255
TMEM74	-1.34616666666667
RBM19	0.33175
TAPBP	0.0961
RUNX1	2.234875
MID1	0.390916666666667
GPR64	-2.051
RASEF	2.1925
GABRG1	-0.76875
MYO16	-0.54
DBF4	-1.755
TSHZ2	3.148
RIPK2	1.372125
PPTC7	-0.766333333333333
KIF4B	-0.925
LRRC31	0.778625
ZNF540	0.74725
EFNB3	0.909833333333333
LOH12CR1	1.286375
STON2	0.1885
GLP1R	-0.13475
CSTF2T	-0.00887500000000001
IREB2	-1.04325
GRSF1	0.5275
PDCD7	-0.370666666666667
LRRC43	1.5155
CNR1	0.622833333333333
IL1F7	-0.971
C12orf64	-0.78275
FAM69B	-1.02125
NR2E1	-2.79416666666667
MS4A6A	2.8571
FTL	1.0866
C7orf36	0.11725
PCLO	1.0348
DYRK2	0.21325
ARIH2	-0.240875
SAMD7	0.4115
SCNN1D	-1.088
SLC32A1	-1.58628571428571
C22orf25	0.464833333333333
MRPS18A	-0.6981
GPR112	1.336
EARS2	-0.7165
ERN2	0.118
ATPBD3	-0.5825
PRH2	-0.1435
CDKN2D	0.660166666666667
PGLYRP2	3.14175
TRIM40	0.1575
SEC14L3	-0.0045
SLC22A1	0.50875
BTN2A3	-0.56725
RASA4	1.04025
CCNL2	-0.735916666666667
MYBPC3	0.4095
GJA4	2.90575
CDC42SE1	1.286875
TRPV2	-1.09725
MYPN	-4.605
SIM1	0.067
CDADC1	-0.0823333333333333
ZFHX4	1.28725
NIBP	1.46966666666667
ADAMTS19	-2.68233333333333
ABTB2	0.16925
TSPYL2	-0.380625
EIF2S3	0.181
SOX30	-0.34025
AP2A1	0.200833333333333
DKFZP564O0523	0.271666666666667
LOC285398	0.22775
CDH18	-5.215
CHL1	2.9505
GATS	0.3086
TBC1D2B	0.435833333333333
OR1J1	0.586
GSN	1.509
DPCR1	0.212125
GARNL4	0.594
SMARCA5	0.076
PLEKHG3	0.756666666666667
ZBTB45	0.4115
FRMD6	-0.292666666666667
PLS1	1.46933333333333
DGKZ	0.376
EFNA1	1.3365
WDR85	-1.0265
ANK2	0.97425
PAGE4	-1.73033333333333
SENP6	1.22533333333333
AKR7A2	0.0186666666666667
FKBP10	-2.56525
VEGFC	-1.3015
LARP1	-0.1275
SRBD1	-0.16875
ITGB6	2.91975
SLC1A2	0.0303333333333333
INVS	-1.4965
MPO	0.302
MOBKL3	0.448
CUTL2	-2.192625
KLK2	-0.195916666666667
VIM	-1.15925
REG1B	0.308833333333333
PCDHGC4	-0.04525
C3orf34	-0.241166666666667
SUMO3	0.293166666666667
CST9L	0.93425
MLL4	-0.33925
SPR	0.409666666666667
SAMD9L	2.31625
ABCE1	-0.664
SUPT3H	-1.28016666666667
ACTBL1	0.024
ADAMTS4	0.579666666666667
SLIT3	3.14275
RHEBL1	-0.305
NPM2	-1.77025
MAN1C1	3.004
KIAA1856	0.0109166666666667
HSPA6	1.18375
LOC388152	-0.879
C10orf140	-0.74875
ZDHHC12	-0.615
LIN7A	-1.4242
PHC2	0.2045
SPHK1	-0.36
TRIM26	-0.03
FAM83E	-0.305
C18orf24	-1.99416666666667
ZNF578	0.6665
ORAI1	-0.5485
RUVBL1	-0.31275
C7orf20	-0.224
APAF1	-1.4035
SLC36A4	-1.86666666666667
MYH11	4.40483333333333
NEK1	0.1474
MPP2	-0.932625
C12orf24	-2.8355
TNK2	0.451625
ZNF289	0.0245
MATN3	-1.69914285714286
IFNGR2	1.13766666666667
ITPR1	0.155875
EBF3	2.8782
TBC1D20	1.4482
OR10P1	0.445
DDAH2	0.5135
SHPRH	-0.518375
STX7	0.5955
LOC554248	-1.5585
BCAR1	-0.66925
ATXN3	-0.30425
TRIM27	-0.91
CDC42EP2	-0.1775
CHP	0.6505
SOX17	1.101625
ZNF259	-0.944666666666667
CHCHD1	0.530625
ZDHHC19	-0.168
GBP2	3.184
GARNL3	0.701125
MRC2	0.45125
C1orf52	-0.1445
AOF2	-0.5695
LRPPRC	0.092
ACVR1C	0.139333333333333
TM4SF18	2.8185
TMEM169	-0.292833333333333
PPP1R16A	0.822625
EBF1	0.400166666666667
RRS1	0.243833333333333
SNX2	0.694
OR2T2	0.0125
RBX1	-0.087
ANKRD54	0.1725
TSNAX	0.776333333333333
TMEM83	-1.9675
ZBTB7A	0.9145
ATM	-2.27783333333333
LOC338328	2.14066666666667
TIE1	1.03033333333333
HIST1H3G	0.0186666666666667
PASD1	-4.50016666666667
TINAG	-0.096
PCDHAC2	-0.013
LRRC15	0.378875
WBSCR17	-0.6545
TFF2	-0.273
PARP2	-0.49875
NDFIP2	0.642375
PCDHGB2	1.956
WDR60	0.30925
MAP7D2	-2.1269
USP45	-0.44375
GSDML	-1.00075
TNS1	0.051
PLCD4	0.98275
IQCD	0.991833333333333
SMPX	0.43675
CD9	1.1935
SRGN	1.33625
CASP7	2.275625
INOC1	0.461333333333333
DKFZp451M2119	-2.052125
VMAC	1.813
USP53	1.6678
CAMK1G	-0.664375
TMEM106A	-0.0716666666666667
CDC20	-1.8447
ACSL5	0.2525
CBWD5	-0.750625
C1orf87	-1.67883333333333
KIAA1274	0.4895
PRUNE2	-2.59107142857143
LYPLA2	0.429833333333333
DOK6	-1.97666666666667
GPR149	-0.7545
FAM30A	1.32475
TMEM129	-0.43225
SLC35B3	0.2425
ACPP	-0.5513
LOC200261	-1.4955
SLC4A7	1.2512
CCDC40	1.79425
GART	-1.457875
THOP1	-1.34225
SCARB1	-0.75775
CACNA1F	0.1065
TRIAP1	-0.302666666666667
SYT14L	0.537
SFRS8	-0.812
PBOV1	-0.276
GOLSYN	2.905
GJB7	-1.6095
CAMK2N1	-0.846666666666667
GREM1	2.99425
FLJ20433	0.4165
QPCT	-2.248125
PRKAG2	1.5995
H2AFX	-1.790375
C6orf154	0.031
PLOD3	-1.265
ZBTB39	-0.5145
WASF3	0.166916666666667
DRG1	-0.3715
PRR4	0.283
SPCS1	-0.05675
KDELR3	-0.0928333333333333
SRP19	0.307333333333333
GABRA6	0.17075
MFSD1	1.2435
MMEL1	2.2655
PDXDC2	-0.3439
BUB1	-2.70166666666667
RNF138	-1.733
MYLPF	-0.640166666666667
AIF1	0.819333333333333
DYNLRB1	0.6646
HCN3	-1.26216666666667
HIST1H2AI	-0.972
MAP4K5	0.0485833333333333
LASP1	0.207125
LOC130951	1.1355
PLAA	0.412125
KRT6A	-0.2245
C6orf117	-2.508875
ARHGAP23	-0.9715
PTF1A	-0.42
GPHA2	-0.47625
LCE3B	0.11675
MCL1	1.55321428571429
EHBP1	-1.10691666666667
PRNP	-0.3023125
ZSCAN1	0.42
C1orf113	1.14233333333333
FOXA3	-3.1395
NEB	-0.0795
ASGR1	-4.18833333333333
CTGF	1.76166666666667
RAB17	1.5465
MST101	-0.71325
JARID1B	0.5336
USP37	0.1604
PTBP1	-0.114333333333333
PTPN7	-0.1675
CDC7	-1.738
SNX7	1.22225
ZNF335	0.26625
CPT2	-0.45475
HEATR1	-1.128375
HSPC152	0.696625
C5orf40	0.13925
PSME1	1.20183333333333
STAG3	-1.75275
TMEM154	2.13916666666667
KLHL32	-0.073
TSGA10IP	-1.3005
SUV420H2	-0.178
SF1	-0.9238
2'-PDE	0.296625
PNLIPRP2	1.5455
TRSPAP1	0.24025
NUP210	-0.775333333333333
ANP32C	-0.810666666666667
RAB11B	0.8795
ASB15	-0.185
ITGB3BP	-1.81
UBASH3A	-0.605
YWHAB	1.36025
TPRX1	0.60475
LY6G5C	-0.783875
SLC7A2	0.781625
CLK1	1.2084
HSD3B7	0.330833333333333
VDR	2.108
C16orf74	-0.1145
ACE	0.03125
PSMA2	0.398166666666667
CCDC131	-1.141375
ZNF213	0.729833333333333
EML2	0.10525
ALS2CR13	0.218833333333333
GLYATL1	3.01975
DSPP	0.2805
DHFRL1	-0.298625
C10orf30	-1.2225
SH3RF2	0.415166666666667
LOC197322	-0.9
DLL3	-1.644
TIGD7	0.54575
GFRA3	0.1415
CPA1	-0.145
RTN4	-0.0468333333333333
PPT2	-2.30916666666667
FASLG	3.12458333333333
FOXP4	-0.0255
RPL26	0.2713
GNL3L	-1.68266666666667
FMR1NB	0.320833333333333
CD163	6.973
SGPP2	2.86525
GIMAP2	1.46925
CD37	1.137
DPT	4.47041666666667
NBLA00301	1.3895
RGS5	1.21858333333333
C9orf4	-0.8275
ACTL8	-3.736
PRKAR2B	-0.30025
OPLAH	0.800333333333333
C20orf134	1.4255
SPACA5	-0.17
TBL1X	-0.933333333333333
TSPYL3	0.6035
CHCHD3	-0.846
CRKRS	-0.317333333333333
GPR65	5.825
DFFA	-0.701
FUT1	1.04525
C6orf204	-1.24566666666667
TMEM51	-0.671
ZNF580	-0.471
CMTM2	0.31275
C20orf200	-0.6395
EZH1	-0.298833333333333
FDX1L	0.13175
MRPL32	-0.09475
PCAF	-0.2795
ALOX15B	1.72316666666667
CD59	0.94775
CDK9	-0.532125
ERP29	0.211833333333333
TTR	-5.1605
BCMO1	-0.4885
DDIT4	0.4397
PTGDS	2.30225
C3orf63	0.372833333333333
BST2	2.33975
CYP1A2	-1.12516666666667
C5orf25	-0.276
STX1A	-0.270058823529412
OR2A12	0.212
SH3BP5L	-0.05
SERINC5	0.038375
USP6	-1.0676
MRPL3	-0.0703333333333333
POMP	0.247375
INPP4B	2.08325
GMPPB	1.49625
EAPP	1.00275
AHSA1	-1.05825
ABCA11	0.7425
SLC5A6	1.16641666666667
HIVEP2	1.2945
SUMO2	0.099125
KIAA1822L	1.789
C11orf67	2.8505
TXK	-0.4655
PHCA	1.8553125
ICAM4	-2.3055
FPGS	-0.0858333333333333
SNRPA1	-1.015
KCNJ4	-0.188
KIF6	-0.4419
HIST1H2BG	-2.961
SLC5A5	0.27775
ZNF354B	-0.0773333333333333
IL12RB2	0.27125
C11orf76	0.272
GAL3ST2	0.6325
AIFM2	0.048625
SYNC1	-0.55675
UBL3	0.8815
PIK3CG	-1.088
NLN	-0.6255
BCORL1	-0.6005
CD5L	-0.48975
ZNF238	2.77666666666667
KIAA1394	-0.33925
C16orf55	-0.4874
CYP3A7	-2.373
KRTAP3-1	-1.99
TFDP1	-0.0521666666666667
MND1	-2.91225
NODAL	0.316166666666667
GTPBP4	-0.51025
TUBGCP2	0.99425
SLITRK5	-0.428
CIC	0.5275
CD79A	0.5745
SAMD14	1.126
TNPO3	-0.917
OR10G3	0.639
OR10G8	0.8885
CCDC111	-0.297
HOXC9	1.6335
DCUN1D1	0.42825
CYB5R1	1.7685
TSR2	0.62
DAB2IP	0.0405
SLC6A5	0.679
RAB3D	1.67325
DCUN1D4	-0.368833333333333
ERBB3	1.67983333333333
SDC1	2.33233333333333
ATP6V1H	1.2955
SYK	1.0445
ST20	-0.76925
C13orf30	0.1745
WDR40A	0.236833333333333
ADMR	0.6505
LOC388335	1.261
ACSM1	1.2305
TDG	-1.1555
FLJ11235	0.05325
MRPS5	-0.821833333333334
AGPAT2	-0.192333333333333
SLC12A1	-0.222375
CYP27A1	-0.00974999999999999
THAP7	-0.842
XPO1	-0.616916666666667
ALMS1L	0.414833333333333
C1orf2	-0.1125
ZNF777	-0.0393333333333333
CAMK2A	0.012
SMC1B	-0.365375
IHPK2	0.0708
LEMD1	-1.66925
NKD2	-0.9837
CLU	0.471214285714286
ARMETL1	-0.5245
PABPC4	-0.69125
CXCL12	3.02
TFAP2C	2.1281
TTTY8	0.499
ABCB10	-0.6593
ENDOD1	0.494833333333333
IDI1	-0.614
KCTD6	1.58466666666667
CCDC105	-0.0055
ULBP2	-0.0225
ZDHHC5	0.78175
WNT8A	-0.47275
COMMD10	0.40775
KLHL12	0.01275
GPR50	-0.1025
NR5A2	-0.192375
OXGR1	0.778333333333333
EHD3	0.565
CAPRIN2	-0.531125
KLRC3	-3.7355
SF3B1	0.255642857142857
IPO7	-1.167
ALDH1A1	0
ANKRD5	0.973375
TSNARE1	0.4495
DDEFL1	1.4065
RNASEL	1.233
DNAH9	1.576
HELLS	-1.28675
TNS4	0.094
NAV1	-0.9573
KIAA1409	0.22675
C20orf26	2.70733333333333
TUBG1	-1.214
IRX2	3.875
CNGA4	0.183
MGC50559	1.5395
OR4K17	0.166166666666667
TM2D2	0.204833333333333
FAM32A	0.6585
TXNDC14	0.3185
CCBL1	-2.101
ANK1	-2.7629
PRSS23	-1.224875
PPM1L	-0.211
SPATA20	-1.36825
APCS	-0.15
C14orf122	0.0566666666666666
PSMB5	0.194
C6orf10	0.0362222222222222
SETDB2	0.425333333333333
SPNS3	-1.56525
SGMS2	1.27833333333333
MXD3	-1.2055
MON2	-0.406
CARTPT	1.2075
HNF4A	-0.860333333333333
RABEP1	1.95775
TNFRSF10B	-1.054375
USH1G	-0.1455
PPAP2B	-1.4395
TMEM16K	0.419
CTDSP1	0.987666666666667
CDK5R1	-0.993333333333333
GABRR1	0.519
OPN1LW	-0.3055
FAM98C	0.655375
DBN1	-0.35775
ACAD10	-0.645333333333333
QTRTD1	-0.1745
WNK3	-2.02983333333333
RPS19	-0.416625
C1QB	3.291375
OTUD5	0.13775
SLC41A2	1.11966666666667
TMEM22	-1.59466666666667
KHSRP	-0.844166666666667
TNFRSF11A	-0.946333333333333
FBL	-0.756166666666667
IBTK	0.211166666666667
OXER1	0.0025
CBLN4	1.331625
GPR172B	1.1455
CFTR	-1.85625
VSX1	1.219
CAMK1D	0.433
LOXL3	-1.29175
RTP4	2.3745
SLFNL1	0.13725
KIAA0828	-0.5205
PAR5	0.067
LOC723972	-0.6935
GDI2	0.838
CEBPA	0.3765
MLF2	0.3085
AFMID	-0.397
ALOX12B	-0.376
BPHL	-0.63525
COX5B	-0.1375
S100A10	0.4322
THOC6	0.0525
NHN1	-1.272
RRP12	0.1715
ARID3B	-2.26225
CD3G	-2.34566666666667
KIAA0133	-0.477
NAT11	-0.565333333333333
PPAT	-1.0625
SIRT3	0.528
TCERG1L	-0.8255
NIPA1	0.1862
DPP8	0.1203
IL7R	-0.0711666666666667
ZFP64	0.253916666666667
DMAP1	-0.3114
TRMT12	1.30325
TLR4	1.6076
WFIKKN2	0.06125
RAB12	-0.847666666666667
DDX51	-0.408166666666667
KIAA1086	-3.19025
ZNF295	-0.331
ACVR2B	-1.89157142857143
LOC494150	-0.76725
ZNF517	0.044
DNASE1L2	-2.262
SUFU	0.8705
LOC283677	1.353
LMO3	1.18083333333333
PPP2R5D	-0.724
ZNF587	-0.1431
HIST4H4	-0.62375
CYP2C8	1.48875
C1orf80	0.7335
DOCK5	-0.816666666666667
C9orf24	1.42225
OR5AR1	1.398
C11orf24	-0.37525
UNQ1940	-0.65325
CAP2	-0.307166666666667
TIMM44	-0.406
DSEL	-1.9494
ROM1	1.4595
FBXO4	0.163375
MYLC2PL	-2.738
MLH3	0.6516
NOX1	0.444666666666667
DPEP2	1.87725
DNAJB5	-0.297
RLTPR	0.406
MBIP	0.096
COPB1	0.395333333333333
SFTPA1B	0.076
C10orf4	0.1164
PRELID1	-0.0645
