Hybridization REF	TCGA-BH-A18T-01A-11R-A12D-07
ATM	-1.89083333333333
LOC338328	2.344
TIE1	1.322
HIST1H3G	-0.195333333333333
PASD1	-4.43966666666667
TINAG	1.26625
PCDHAC2	0.05
LRRC15	1.553
WBSCR17	-1.213
TFF2	0.0815
PARP2	-0.12975
NDFIP2	-0.489625
PCDHGB2	1.107
WDR60	-0.002
MAP7D2	-2.3208
USP45	-0.39325
GSDML	-1.187
TNS1	0.1233
PLCD4	-0.6105
IQCD	1.38766666666667
SMPX	-3.2915
CD9	1.6575
SRGN	0.439125
CASP7	1.903125
INOC1	-0.136833333333333
DKFZp451M2119	-1.42175
VMAC	0.649
USP53	0.6671
CAMK1G	-0.63475
TMEM106A	-0.337666666666667
CDC20	-1.1455
ACSL5	-0.903666666666667
CBWD5	-0.343875
C1orf87	0.651333333333333
KIAA1274	0.01825
PRUNE2	-1.03578571428571
LYPLA2	-0.601833333333333
DOK6	-1.30816666666667
GPR149	-0.04475
FAM30A	1.30175
TMEM129	0.78625
SLC35B3	0.81675
ACPP	-0.622111111111111
LOC200261	-2.397
SLC4A7	0.2508
CCDC40	2.98375
GART	-1.804375
THOP1	-1.40675
SCARB1	-0.908875
CACNA1F	0.049
TRIAP1	0.118166666666667
SYT14L	0.3695
SFRS8	-0.068
PBOV1	0.20425
GOLSYN	1.9345
GJB7	-0.9205
CAMK2N1	0.640916666666667
GREM1	3.59775
FLJ20433	0.434
QPCT	-3.473875
PRKAG2	1.08866666666667
H2AFX	-0.666625
C6orf154	2.69325
PLOD3	-1.16325
ZBTB39	-0.340833333333333
WASF3	-0.00933333333333335
DRG1	-1.37175
PRR4	-0.2995
SPCS1	-0.16275
KDELR3	0.645833333333333
SRP19	0.609333333333333
GABRA6	0.028
MFSD1	0.38875
MMEL1	2.05575
PDXDC2	-0.5078
BUB1	-2.287
RNF138	-1.1975
MYLPF	-0.635333333333333
AIF1	0.298666666666667
DYNLRB1	0.6301
HCN3	-0.8935
HIST1H2AI	0.7745
MAP4K5	0.10875
LASP1	1.059125
LOC130951	2.0605
PLAA	0.515
KRT6A	-1.2965
C6orf117	-3.32175
ARHGAP23	-0.6565
PTF1A	-0.285
GPHA2	-0.4365
LCE3B	0.6845
MCL1	1.05164285714286
EHBP1	-1.04225
PRNP	-0.8389375
ZSCAN1	1.0375
C1orf113	0.359333333333333
FOXA3	-0.40975
NEB	-0.42
ASGR1	-4.18983333333333
CTGF	1.85966666666667
RAB17	-0.00100000000000002
MST101	-0.82325
JARID1B	1.3571
USP37	-0.7834
PTBP1	-0.819333333333333
PTPN7	-1.46033333333333
CDC7	-2.45283333333333
SNX7	-0.037
ZNF335	-0.38025
CPT2	-0.7235
HEATR1	0.117125
HSPC152	0.184875
C5orf40	1.47175
PSME1	0.447166666666667
STAG3	-1.605
TMEM154	0.2785
KLHL32	-0.241166666666667
TSGA10IP	-0.361
SUV420H2	0.1335
SF1	-0.997222222222222
2'-PDE	0.32575
PNLIPRP2	2.114
TRSPAP1	-0.57975
NUP210	-1.18733333333333
ANP32C	-1.28866666666667
RAB11B	-0.4515
ASB15	-1.753
ITGB3BP	-1.94475
UBASH3A	-2.26675
YWHAB	0.639375
TPRX1	0.39325
LY6G5C	0.125875
SLC7A2	-1.044
CLK1	-0.699
HSD3B7	-0.267333333333333
VDR	3.007
C16orf74	-0.521
ACE	0.2995
PSMA2	-0.604666666666667
CCDC131	-0.59425
ZNF213	0.882
EML2	-0.14425
ALS2CR13	-0.3905
GLYATL1	3.236
DSPP	0.6435
DHFRL1	-0.213125
C10orf30	-0.249666666666667
SH3RF2	1.16
LOC197322	-0.4025
DLL3	-2.014625
TIGD7	1.00775
GFRA3	0.16825
CPA1	-0.266
RTN4	-0.858833333333333
PPT2	-1.17933333333333
FASLG	2.39425
FOXP4	0.74675
RPL26	0.1087
GNL3L	-1.79266666666667
FMR1NB	0.1396
CD163	6.92525
SGPP2	0.8155
GIMAP2	1.16
CD37	0.430166666666667
DPT	3.73833333333333
NBLA00301	1.76025
RGS5	1.964
C9orf4	0.164
ACTL8	-0.6575
PRKAR2B	0.0191249999999999
OPLAH	0.82
C20orf134	2.59075
SPACA5	0.159
TBL1X	-0.0893333333333333
TSPYL3	-0.0485
CHCHD3	-1.11725
CRKRS	-0.1935
GPR65	4.51425
DFFA	-0.961
FUT1	0.39875
C6orf204	-1.30683333333333
TMEM51	0.585
ZNF580	0.50875
CMTM2	0.36675
C20orf200	-0.1295
EZH1	-0.788833333333333
FDX1L	-0.430625
MRPL32	0.1375
PCAF	-1.4169
ALOX15B	4.04866666666667
CD59	0.844583333333333
CDK9	0.204375
ERP29	-0.332
TTR	-5.0695
BCMO1	0.2185
DDIT4	-0.766
PTGDS	1.7025
C3orf63	0.0405
BST2	-0.626625
CYP1A2	-0.2996
C5orf25	-0.78125
STX1A	-0.728823529411765
OR2A12	0.4705
SH3BP5L	0.53425
SERINC5	0.184125
USP6	0.000799999999999967
MRPL3	-0.417166666666667
POMP	0.657375
INPP4B	0.758375
GMPPB	0.19475
EAPP	0.903
AHSA1	-0.83225
ABCA11	-0.2735
SLC5A6	0.28675
HIVEP2	0.84825
SUMO2	-0.5335
KIAA1822L	-2.35533333333333
C11orf67	0.8745
TXK	-1.02875
PHCA	-0.6433125
ICAM4	-2.438
FPGS	0.137166666666667
SNRPA1	-0.97875
KCNJ4	-0.75575
KIF6	-0.4301
HIST1H2BG	0.718666666666667
SLC5A5	0.528
ZNF354B	0.266
IL12RB2	-1.25433333333333
C11orf76	0.7436
GAL3ST2	0.392
AIFM2	-0.605875
SYNC1	-0.6775
UBL3	0.452125
PIK3CG	-1.89083333333333
NLN	-0.7235
BCORL1	0.18075
CD5L	0.03225
ZNF238	3.52783333333333
KIAA1394	-1.061
C16orf55	-0.4267
CYP3A7	-1.08875
KRTAP3-1	-1.485
TFDP1	-1.40516666666667
MND1	-2.6255
NODAL	-0.455666666666667
GTPBP4	-0.92325
TUBGCP2	0.2865
SLITRK5	-3.45275
CIC	0.2655
CD79A	0.204833333333333
SAMD14	0.8535
TNPO3	-1.5715
OR10G3	1.308
OR10G8	0.294
CCDC111	-0.1725
HOXC9	1.67775
DCUN1D1	0.126583333333333
CYB5R1	1.6495
TSR2	0.4165
DAB2IP	0.4799
SLC6A5	0.155
RAB3D	1.40725
DCUN1D4	-0.701833333333333
ERBB3	0.924583333333333
SDC1	1.71983333333333
ATP6V1H	-0.147
SYK	0.5595
ST20	-0.663
C13orf30	3.674
WDR40A	0.0546666666666667
ADMR	0.6995
LOC388335	2.8385
ACSM1	0.233
TDG	0.12225
FLJ11235	0.81
MRPS5	-0.799
AGPAT2	-0.0406666666666667
SLC12A1	0.2415
CYP27A1	-1.562
THAP7	-0.6935
XPO1	-0.0699166666666667
ALMS1L	0.464666666666667
C1orf2	0.289875
ZNF777	0.724666666666667
CAMK2A	0.0351666666666667
SMC1B	2.139375
IHPK2	0.0132
LEMD1	-3.9545
NKD2	0.2809
CLU	-1.17864285714286
ARMETL1	-1.1755
PABPC4	-1.394
CXCL12	3.08333333333333
TFAP2C	1.0765
TTTY8	-1.388
ABCB10	-0.1821
ENDOD1	-0.511166666666667
IDI1	-2.133
KCTD6	0.330333333333333
CCDC105	0.7285
ULBP2	-1.57466666666667
ZDHHC5	1.15925
WNT8A	-0.539
COMMD10	0.565
KLHL12	0.70275
GPR50	0.0315
NR5A2	-0.372125
OXGR1	0.4065
EHD3	-0.37575
CAPRIN2	-0.994125
KLRC3	-3.9175
SF3B1	-0.0764285714285714
IPO7	-0.48525
ALDH1A1	-1.34416666666667
ANKRD5	1.5555
TSNARE1	0.929
DDEFL1	0.97825
RNASEL	1.46616666666667
DNAH9	1.44075
HELLS	-1.653
TNS4	0.831
NAV1	-0.3383
KIAA1409	0.304
C20orf26	1.8345
TUBG1	-1.32
IRX2	2.08175
CNGA4	0.149
MGC50559	1.82266666666667
OR4K17	0.319333333333333
TM2D2	-0.1155
FAM32A	-0.8775
TXNDC14	-0.38675
CCBL1	-2.3125
ANK1	-2.9549
PRSS23	-0.674
PPM1L	-0.179
SPATA20	0.13575
APCS	0.46025
C14orf122	0.233
PSMB5	0.3255
C6orf10	0.7354
SETDB2	-0.322666666666667
SPNS3	-1.70475
SGMS2	0.345166666666667
MXD3	-0.6815
MON2	0.0973
CARTPT	1.84925
HNF4A	-1.28766666666667
RABEP1	1.8327
TNFRSF10B	-1.624
USH1G	-0.726
PPAP2B	-1.53783333333333
TMEM16K	-0.35025
CTDSP1	0.670666666666667
CDK5R1	0.0113333333333333
GABRR1	-0.835
OPN1LW	0.2495
FAM98C	0.793875
DBN1	0.553375
ACAD10	-0.318333333333333
QTRTD1	0.062
WNK3	-0.847833333333333
RPS19	0.2215
C1QB	3.21125
OTUD5	-0.375375
SLC41A2	2.80616666666667
TMEM22	-1.957
KHSRP	-0.778166666666667
TNFRSF11A	-0.591
FBL	-1.46933333333333
IBTK	-0.156833333333333
OXER1	0.1005
CBLN4	0.301375
GPR172B	2.11716666666667
CFTR	-1.989
VSX1	1.7935
CAMK1D	-0.3725
LOXL3	-2.842
RTP4	1.96925
SLFNL1	0.53825
KIAA0828	0.46625
PAR5	null
LOC723972	-1.1055
GDI2	0.066375
CEBPA	1.1493
MLF2	-0.227166666666667
AFMID	-1.42
ALOX12B	-1.039
BPHL	0.743625
COX5B	0.372
S100A10	0.4457
THOC6	-0.2235
NHN1	-0.75975
RRP12	-0.061
ARID3B	-2.43075
CD3G	-2.88266666666667
KIAA0133	0.56975
NAT11	-1.6025
PPAT	-1.0745
SIRT3	0.6646
TCERG1L	-1.119
NIPA1	-1.3506
DPP8	-0.718
IL7R	-0.535166666666667
ZFP64	0.187333333333333
DMAP1	0.4413
TRMT12	-0.0855
TLR4	1.0228
WFIKKN2	0.266
RAB12	-0.855666666666667
DDX51	-0.220333333333333
KIAA1086	-3.50675
ZNF295	0.055
ACVR2B	-1.41614285714286
LOC494150	-0.84925
ZNF517	-0.0735
DNASE1L2	-0.716833333333333
SUFU	0.81325
LOC283677	-0.007
LMO3	0.560666666666667
PPP2R5D	-0.236833333333333
ZNF587	1.6437
HIST4H4	0.57075
CYP2C8	0.22725
C1orf80	0.181666666666667
DOCK5	-1.31033333333333
C9orf24	1.1105
OR5AR1	1.322
C11orf24	0.01575
UNQ1940	-0.589
CAP2	1.71066666666667
TIMM44	-1.3875
DSEL	-0.8833
ROM1	0.235
FBXO4	-0.016125
MYLC2PL	-1.90225
MLH3	0.9457
NOX1	0.784
DPEP2	1.8985
DNAJB5	0.52175
RLTPR	0.443
MBIP	-0.3485
COPB1	-0.2115
SFTPA1B	0.937
C10orf4	0.2627
PRELID1	-0.6015
NOLA1	-0.07075
C19orf24	-0.2395
TLR9	-1.839
HLA-DMA	2.60666666666667
HCRP1	0.2215
GPR137	-0.0276666666666667
ITGA11	1.85283333333333
PHF13	-0.213833333333333
MARK4	0.277666666666667
METTL4	-0.66
MBD3	-0.8519
LOC134145	0.715142857142857
FGF3	0.22025
SLC35A3	-0.090875
CLEC16A	-0.013
AMOTL1	-0.778083333333333
FLJ31438	-0.3115
PAICS	-1.17925
TOMM40L	1.163
MMD	-0.946
KLK10	4.2269
NIT2	0.405166666666667
SERPINB10	0.25
KLF15	-0.678333333333333
CCDC5	-1.354
WSB2	0.190875
ME3	1.379625
CACYBP	-0.306416666666667
TCTN2	0.883
JAK1	0.209625
C2orf25	-0.823
GPD2	0.789
FBXL11	-0.0475
CDV3	-0.586666666666667
GALNT11	0.385
NDUFA12L	-0.3064
FLOT1	0.278642857142857
TOR1AIP2	1.38175
MMP25	-0.1835
C1orf164	-0.1351
CHST5	-0.25225
LYRM4	-0.1661
GPER	-1.51025
HIPK2	2.20908333333333
DAP	0.0107
ZMIZ1	0.776
DDX58	1.98525
DCC1	-2.40675
AKT1	-0.08725
ENPP6	1.12616666666667
ERVWE1	0.354
CDC34	-0.80525
RNF125	-1.88475
CASC1	4.34575
SHROOM2	1.10875
RRM2B	-0.0681666666666667
COL6A3	2.338
TMEFF1	-1.57375
PLEKHA4	-0.0983
LYSMD1	1.58616666666667
SEPT1	-1.26233333333333
AOF1	-0.54075
GNPAT	0.4485
WDR18	-0.47125
HSD17B12	-1.153
HIST1H2BM	0.629166666666667
INDOL1	-0.503666666666667
SUDS3	1.2655
C1orf192	2.6085
CYP2B6	0.06225
TBC1D2	1.6945
SLC25A12	-0.365375
ERCC6L	-0.9615
MGC10814	-1.2605
POLR2C	-1.3535
ZNF77	0.347166666666667
EIF3K	-0.2881
HPX	4.45075
ANKRD27	1.334625
MALAT1	-0.022625
PLB1	0.505
HRNBP3	-1.189375
CPSF4	-0.64125
OR52N2	0.2385
PIP5KL1	0.43125
GH1	0.0045
HPS5	-0.77175
SLFN5	0.521625
POP5	-0.0421666666666667
OVOS2	-3.52316666666667
C20orf108	0.15775
MARS	-1.6445
CLRN3	1.36466666666667
ARSE	-0.235833333333333
PPIE	0.182333333333333
PHACS	-0.763666666666667
GP5	-2.36
IL8RB	0.635333333333333
FCRLA	-2.312
ARRDC1	0.55
KRTAP9-4	0.668333333333333
ZNF613	3.529
OR11A1	0.6535
TMEM132B	-2.595
PGLS	0.13275
BSND	-2.19166666666667
KCNK18	-0.148
FOXD4	0.03475
SV2C	0.579
LCN2	3.69
ZNF490	0.5995
C3orf15	1.4849
CACNA2D4	-0.458333333333333
CBX5	-0.3455
MAGEB4	0.43
BOLA1	1.19825
PPP2R5E	0.55825
COL5A1	2.11666666666667
ASB7	-0.422
SFT2D1	0.26975
DERL1	0.4559
RABL2A	0.755
MOAP1	-0.222
KIAA1545	1.14833333333333
F3	0.40275
PLEKHM2	-0.70425
CCDC89	1.184
EFCAB1	3.81325
TMEM48	-1.21225
SEPHS2	0.4705
PYGM	-1.0765
PRICKLE1	2.1395
WNT5B	-0.83825
TAS2R38	-0.00749999999999995
IMP5	0.97225
KHDRBS1	-0.2135
LARS2	-0.1815
C3orf28	-0.42025
FTCD	-3.34675
C10orf68	1.36483333333333
DGAT2L3	0.819
PSEN1	0.382083333333333
MGC33657	4.95933333333333
PLA2G4B	0.464166666666667
CDKN2A	-2.56525
DLX1	-3.377
TSHB	1.163
C18orf37	-0.53475
MEX3C	-0.525875
MAMDC2	0.55025
PDIA4	0.56375
ATP5E	0.32225
CASP2	-0.563857142857143
SERBP1	-0.4505
ZNF341	0.1125
TESC	-3.26975
TMEM31	0.92125
OR51I2	0.501
YTHDC1	0.466785714285714
JUN	0.913
AGMAT	-3.16916666666667
PCNXL2	0.2625
ATAD5	-2.068375
STK38	-0.545125
AZI1	-0.328375
RBP1	1.307
C4orf26	0.71
KIAA1026	0.901125
TMEM101	0.97175
HSFX1	-0.342
TREX1	0.49975
C18orf10	-1.1186
TRIM15	-2.925875
CA6	1.11042857142857
CEP57	-1.181
AR	4.04533333333333
SESN2	-0.916333333333333
KIF3C	-0.472875
EPB41L5	0.58375
ARHGEF10	-1.78381818181818
POLR3D	-1.255625
INDO	-1.064
GABRA3	-0.647
SCG5	-0.3432
E2F3	-0.2278
TIGD5	0.7255
FGD6	2.19341666666667
KLHL3	-0.098375
SCGB3A2	-1.2095
URP2	-0.230333333333333
ATP6V1B1	1.0032
CALML6	-0.3555
LOC100049076	0.081
TMF1	-0.1255
LOC388503	0.2225
CDH5	2.633
RPS6KC1	1.0075
DAAM1	1.3381
TNFRSF10D	-1.1685
GSTT1	0.8192
INPP5A	0.246
TRAF3IP1	1.2535
SMARCE1	0.149142857142857
VRK1	-1.085
TTC16	1.16175
AARS	-1.71616666666667
ARHGAP27	0.193666666666667
ZAK	0.622714285714286
ACSM2B	-2.98175
TRAP1	-0.823166666666666
MRPL53	0.718875
RNF44	-0.287
NPTXR	-0.883
DPYSL3	1.537
APP	-0.142
GLS2	-0.474666666666667
MNX1	-1.44533333333333
CMTM7	0.3015
OR10A7	0.303
NYD-SP21	3.62533333333333
ORC5L	-0.30925
SLC16A10	-1.77125
TMEM178	-1.108
LOC441601	-4.79775
PTGIS	1.596
KBTBD7	0.70325
C19orf41	-0.30925
CEACAM3	0.622583333333333
KRT23	1.326
SERHL	3.0295
PNKD	0.380125
UBC	0.534
ATRN	-0.310875
HAPLN1	-0.372
RANGAP1	-1.631
C10orf26	1.27266666666667
KCNA7	-0.131
SRY	-0.9295
LOC376693	-0.349
HIST1H2BF	0.83575
CDCA8	-1.715
MLC1	-1.124
TNIP3	0.16875
OR4D1	0.379
IFT52	-0.464
GOLT1A	1.586
UTP20	-0.08175
RP3-402G11.5	-0.754375
PRSS33	-1.1165
PMPCA	-0.97875
APOB48R	3.2345
GLTP	-0.051
MPL	0.21975
C9orf78	-0.7895
ADAM12	2.19575
CSPG4	-1.3685
LOC144305	0.459
KRTAP4-10	2.7088
PAK1	-1.0045
ADCY7	-0.474
TAS2R43	-0.3325
FRAS1	-2.09107142857143
PPP1R14A	0.0135
OR2B6	-1.13675
ATP13A1	-0.234
SIDT1	1.71275
C1RL	0.9005
PRKRA	0.0465
TLN1	-0.187
RP11-50D16.3	-0.257916666666667
MITF	-1.12158333333333
GYS1	-0.66625
LYG1	-0.625833333333333
NSMCE4A	-0.1814
DNAI1	0.4725
HOXD11	-2.346
FNBP1L	1.7572
DHX35	-0.72925
LCE3E	0.64675
SLC33A1	0.47675
DCLK3	0.9665
TRIM33	-1.34666666666667
TMCC3	0.763833333333333
FBXO42	0.2445
C1orf27	0.6156
C17orf50	0.547
RNF14	0.39725
SLC4A8	1.875125
RAB3IP	0.367
COX6C	1.12428571428571
PCSK1	-3.5799
SLC13A1	0.763285714285714
ARF6	0.7735
KIAA1009	-0.016375
HOXA13	-3.69475
HMGN1	0.135375
CXADR	-1.01358333333333
MGC14436	0.543
UTF1	1.134
TSC22D1	-0.0795
BZRAP1	0.6225
PUF60	-0.0329166666666667
SHC1	-0.299375
HOOK3	0.3001
LIMS2	1.47533333333333
BAHCC1	-0.835333333333333
CLCC1	-0.0398333333333333
ENTPD3	4.63466666666667
SMO	-0.46725
PIK3R5	0.11625
CDC14A	-1.08908333333333
KRT1	3.1785
ENOX2	0.202666666666667
FLJ22655	1.89375
FPRL1	0.344
INTS6	0.3652
ZCCHC5	0.4595
SMC3	-0.96225
C6orf123	1.317
FLJ20160	0.89
LOC653391	0.451833333333333
GSS	-0.3995
NT5M	-0.444
SIX5	-0.0075
TAF5	-1.2665
KCNA1	0.645166666666667
ANLN	-2.14366666666667
MGC45491	-1.1649
SSTR2	4.10525
LYPD4	2.28975
TH1L	-1.329875
CHRNA5	-3.9765
PNMA6A	-1.1155
FLJ16369	1.0395
DLX2	-3.1389
C6orf108	0.45575
ALDH3A2	-0.8295
CLEC1B	0.4422
LEPREL2	-0.313
FOXJ1	1.6957
OR1D4	0.654
PPIL4	0.00525
MTRR	-0.577
SLC27A3	0.3925
HTR7	-0.572833333333333
MIB2	-0.458125
BHMT	-1.98766666666667
A2ML1	0.9045
MSMB	0.099625
KIAA1383	2.085625
TRUB2	-0.264
PF4	0.427166666666667
IL1F5	0.136
LRRC37B2	-0.54575
IPO4	-0.0115
FIGF	1.58425
QDPR	1.03575
ZNF598	-1.1445
BOP1	-0.82875
MAPK12	-2.58366666666667
POLR1E	-1.218375
CEECAM1	-0.172833333333333
INSRR	-0.0745
SIPA1	0.57125
ULK4	-0.168666666666667
BTN3A1	-0.7708
FABP5	-0.2031
KBTBD3	1.27233333333333
SORT1	0.0454166666666667
YWHAQ	-0.56125
LRIT1	0.076
KIAA1704	-0.298
MEIS2	-1.3137
ENOSF1	-0.263333333333333
PCDH7	1.08021428571429
FZD9	-1.72466666666667
RPLP1	0.381166666666667
ZNF75A	0.495
P4HA3	4.0045
NKX6-1	0.2215
CTA-216E10.6	-0.908833333333333
IFT140	0.89775
DENND1A	-0.339166666666667
ALCAM	1.8747
ABHD2	0.142772727272727
QPRT	-1.2085
TRAM1	0.0171428571428571
ATP1B4	1.295125
NUP37	-0.8865
SAA3P	-0.193
SLC22A6	-0.132666666666667
KIAA0265	0.675375
ZNF41	-0.438
ADAM19	1.0696
ERAF	-1.029
DEFB119	0.790818181818182
DNMT3B	-3.32933333333333
SNF1LK2	-0.5685
MGC24039	-0.275833333333333
TAS2R48	-1.0312
PNLDC1	-0.60525
ADAMTS16	1.115875
TMEM92	0.640666666666667
CCT8	-0.710083333333333
POGZ	1.04016666666667
N-PAC	0.43775
GUCA1B	-0.616666666666667
ZZEF1	0.780833333333333
OR2C3	0.48125
ZNF334	-0.0655
RANBP6	-0.555
LDHB	-2.90258333333333
BAMBI	1.7025
RAB5B	0.58225
FOXB1	1.329
MRPS12	-0.39675
MRGPRF	0.72625
CRIPT	0.04
CYP2D7P1	-0.0545
RYR1	-0.316375
NDUFA2	1.357375
TRIP12	-0.491583333333333
KCNE3	2.84266666666667
MOBKL2B	-0.6981
MIOX	0.084
ACOT7	-1.82025
FGF6	-0.1595
RASSF5	-1.2624
ATAD3B	-1.67216666666667
IKZF3	-0.121
H3F3B	-0.923642857142857
C6orf91	0.8285
SEC11C	-0.70525
TMEM14C	-0.181
KIAA1632	-0.809625
SLC38A4	0.35525
FGFR3	-1.20941666666667
HES7	1.35575
HINT3	0.856
ARIH1	-1.3335
FLJ35880	-0.6885
C1orf129	0.458
POU6F1	-1.046875
RPL32	-0.436625
BBS1	0.867833333333333
RGPD5	0.583
SULT1C2	-1.19325
KDELC1	-0.65
PIP5K3	-0.989333333333333
CHI3L1	0.2223
CSDA	-0.388416666666667
VTCN1	2.88425
WDR62	-1.0605
TMEM170	-0.90625
KIF2A	-0.903
C6orf182	-1.01033333333333
ARL6IP6	-1.467
ZCCHC9	-0.65775
RARB	0.34
ZNF320	1.767375
DHX15	-0.227375
PICALM	-0.328333333333333
CNOT6	0.5785
HIST1H1A	0.2645
ZNF702	2.44716666666667
OR1E2	0.7655
HLF	-1.6201
LOC442582	-1.624
KIAA0494	1.5545
TCF4	1.0531
APOBEC3B	-1.6195
FAM54B	-0.3615
MYH2	-2.88775
FXN	-0.402
C12orf59	0.376
PAEP	-1.1925
SPG11	-0.236875
VN1R4	0.56025
KCNJ13	0.28125
NOC3L	-0.36975
C5orf36	1.802
CPAMD8	1.65025
MLN	-0.544555555555556
FLJ11184	-0.665
TIAM1	0.614666666666667
OR10J3	0.467
OR52E2	0.862
PBX1	2.5682
UBL7	-1.42133333333333
PXMP2	0.42875
SYTL1	-0.2025
FAM126B	-0.5115
ZNF711	-2.24075
GGA1	-1.303
VAMP4	1.103
BCAP29	0.6171
C20orf19	-1.206875
ZNF275	-0.216875
NEK6	0.269
SETD8	-0.746583333333333
HEXIM1	1.01108333333333
SULT1A2	-0.716125
KLHL9	1.523
SLC39A12	0.43675
ARHGEF16	0.2225
SCN1A	-1.0486
HNRPH1	-0.533166666666667
C9orf103	1.06575
ECE1	0.133833333333333
MED18	-3.361
TEX13B	0.3955
SNN	-0.36725
C6orf62	0.512222222222222
WNT3A	0.3126
IL22RA2	1.198
MGC21881	-0.747625
GABBR1	0.19925
YIPF6	0.05
PROX1	-3.31916666666667
PPP1R1B	2.379
LANCL2	0.2248
SCN3A	-1.692
SSRP1	-1.09683333333333
ASXL2	-0.8775
RPE65	-0.862
SNAI1	0.31525
EFNA2	0.02975
CLDN9	0.39825
TP53I13	0.24075
LOC375748	-1.18125
C9orf7	1.3745
C14orf178	-1.1905
GC	-0.63225
IER3	0.7115
KCTD10	0.91925
FLJ45717	1.57975
ADC	1.00333333333333
LOC285908	-0.05725
MLL3	-0.23475
KIAA1787	-0.051
MGC31957	-2.22525
MUC5B	1.8095
ZNF193	0.32
CSRP1	-0.26425
MOSPD1	-0.345
C21orf49	-0.4075
RAD1	-0.5465
ANKRD34	-1.188
NFRKB	-1.065
FANCA	-2.88175
VTI1A	0.687142857142857
PCBP3	-1.18733333333333
BFSP2	-0.63975
ZNF354C	0.180375
FRMPD4	-0.22375
IKBKG	-0.4185
LOC441046	-1.0695
UNQ9438	0.405666666666667
TM4SF20	1.246
MAGEC1	-4.17525
AMMECR1	-0.242375
GLDN	0.084
TTC30B	1.753
SEC13	-0.2298
EGF	2.568625
HAGH	0.08
VSIG1	2.27466666666667
NHLH2	0.2405
NCAPD3	-1.375625
MGC16121	-1.47125
HIATL2	-0.44675
BRCC3	0.591666666666667
LCE2D	1.588
TMEM79	0.95325
GTF3C5	-0.66925
AKR1C4	-0.568
C3orf59	0.442875
RBM26	-0.335375
DUSP14	-0.109833333333333
AP4M1	0.182166666666667
RIMBP2	-0.738
ABCC2	-4.97066666666667
DNAJC16	0.735333333333333
TTC12	1.90633333333333
SNX13	0.139333333333333
C6orf168	0.26775
C1orf100	-0.874
CSPP1	-0.648666666666667
LRRC56	2.34
OR1J2	0.1595
THY1	1.3135
KIT	1.3855
TBC1D8	1.7605
EPHA7	-0.2095
SOLH	-0.377375
SVIP	0.316
ZNF294	-0.80225
HAND2	2.43583333333333
CENTB2	-0.125833333333333
MARVELD3	2.502375
CREB3	0.651833333333333
KRTAP1-5	-3.06375
OR8K1	0.7865
MED25	1.27433333333333
FDX1	-0.445
FAM19A1	0.0726666666666666
IL13RA1	1.4195
ZNF627	0.712666666666667
NHP2L1	-1.219
EIF2B2	-0.083625
ZNF593	0.58275
WIPI2	0.174
RANBP1	-0.79075
TAS2R7	0.0505
LOC283514	-1.0045
CSNK2B	-0.7713
CFHR1	0.6315
DKFZP434O047	0.226333333333333
WBP11	-0.71
TEX2	0.4985
GALNT2	0.257166666666667
FLJ33360	0.23075
WNT9A	0.549
IL29	-0.131
STK3	0.734444444444444
REPS2	2.74875
FAM78A	-0.57925
MGC3207	-0.826
FCGR3A	6.48325
H2AFY2	1.10725
RNF150	-1.465
CCNK	0.20375
VEZT	1.29
FSHR	-0.672
C1orf66	0.274333333333333
LCE2B	0.834888888888889
CD200	-0.11475
ORMDL1	-0.509625
OR51S1	0.271
KRT83	0.8865
COL19A1	-0.59875
POL3S	-0.45925
ZNF468	1.687
BAG3	0.5455
C1GALT1	-2.604
CA5A	-4.61475
DKK4	-2.0485
SGK2	-1.57371428571429
PIK3C2G	2.27875
USP11	-0.123875
IMPA2	-2.2995
PRKDC	-1.34242857142857
MSR1	4.43375
PDCD6IP	0.0166666666666667
FAM122A	0.27475
ZNF740	-0.42975
ATXN2	-0.0335
SLC17A4	0.3562
RAXL1	-0.498666666666667
RS1	0.7515
NET1	1.10016666666667
NPY1R	-1.61
MVD	-1.37725
C11orf61	-0.329
CHDH	-1.124
GCNT2	-0.9575
LGALS12	0.26875
IK	-0.0205
C7orf41	0.2955
SURF4	0.036
C1orf91	0.265
BCS1L	-0.336333333333333
C20orf141	0.644333333333333
BCAS2	-0.721
ACE2	-1.21
ICT1	0.2555
CD79B	0.40225
MRPS9	0.295
AADACL1	-0.30175
IRS2	-1.15425
LUZP2	-3.036
TMEM148	0.22025
ZNF514	-0.731166666666667
ADCK2	0.296
ZKSCAN1	-0.200071428571429
FASTKD2	-0.09025
KCNMB3	0.632333333333333
POFUT2	-0.4044
GNG2	-0.6591
OR6Y1	-0.0005
FAM26A	-1.77625
CAND2	0.2555
FLYWCH2	1.131125
BCL6	1.01175
MDH2	0.146214285714286
DRP2	0.689
TPD52L1	1.271125
TXNL4A	-0.321875
OR3A1	-0.2825
C22orf9	0.306357142857143
RAB25	2.47766666666667
PCTK3	-0.49425
POR	0.181166666666667
ARPP-19	-0.646
SREBF2	-1.007125
ZWINT	-0.868166666666667
TRUB1	1.112875
ENPP2	0.770166666666667
UXT	-0.369
ALG11	-0.047
SMCR7	0.88875
SLC31A2	2.88525
USMG5	0.52325
ZNF780B	0.555
APEX1	-0.193375
THSD3	-3.59825
CEP68	0.5264
NY-SAR-48	-1.29125
ZIC3	-4.74183333333333
LPAL2	0.316222222222222
MRPL11	-0.732666666666667
