Hybridization REF	TCGA-BH-A0BF-01A-21R-A12P-07
C14orf161	2.00866666666667
LRRC44	0.41875
TIFA	0.345875
UTP11L	-0.430375
C6orf65	0.1935
FDPS	0.40575
DUSP9	-1.8312
SLC17A8	1.57216666666667
OR51G1	0.251
NANS	-0.01825
OLFML1	1.821
ATP10B	-1.532375
NPAS3	-0.6925
PRKCA	-2.3575
GGA2	-0.5321875
LCE4A	0.501
SPANXN3	0.55725
CCDC115	1.749875
SDCCAG3	-0.87675
GLIPR1L1	0.365333333333333
TTC1	-0.2455
C17orf76	0.14275
MAD2L2	-0.8195
HIPK1	-0.6173
LRRC3B	-1.1025
CLN3	0.426227272727273
C17orf47	0.1655
FMN2	-1.886625
TUBB1	-0.789
WAPAL	-0.0113333333333333
C3orf21	0.644125
SCN5A	-0.1257
SMYD1	-0.2715
BEX5	0.129
ZNF192	0.7995
SEC22A	0.358333333333333
GRIA2	-0.0998333333333333
KIAA0825	-1.67875
NUSAP1	-1.53481818181818
LANCL1	-0.639625
C15orf40	-0.9522
ZNF645	-0.717142857142857
GPR61	-0.0995
NLRP14	0.3565
SNX21	0.2571
C1QTNF8	0.6545
C17orf46	0.2525
IFNA8	-0.1355
SPRR1B	-4.39183333333333
FLRT1	-0.34025
SNX17	1.27116666666667
ASB2	1.05816666666667
HBG1	-5.3425
RPRML	-3.00325
JOSD2	0.271
PLSCR3	0.3725
SPOCD1	-0.2735
RAB39	0.5545
GHRH	0.416166666666667
ITIH5L	-0.47925
C17orf37	-0.0095
SMCR8	-0.6605
DPY19L2P3	-1.80133333333333
IL11RA	0.924166666666667
GDF3	-4.2325
RPS6KB1	-1.19316666666667
DNAJC19	0.1027
TOP1	0.173
CRCT1	-0.371142857142857
MPST	0.0385
DPM2	0.22525
FAM38B	-1.8695
SLC18A1	-1.04116666666667
FARP1	1.32266666666667
PAX7	1.00125
TUBD1	-1.011
GNL3	-0.690625
BTG2	1.0448
NDUFS6	-0.30525
C1orf79	-0.413
ERAL1	-0.03675
ECHS1	0.682
VPS4A	-0.617333333333333
CYP11A1	0.497125
ABCC6	-0.647571428571429
PBX4	-0.889
MOSC1	-0.025625
NCF4	2.912
HYMAI	-1.146
NAGPA	0.435125
OTOP2	0.49875
ACOT12	-0.1735
MTHFD2L	-0.6485
LOC441376	-0.1415
C19orf34	0.1625
RAB1B	0.03125
ALDOAP2	0.256
NTRK1	0.185833333333333
ARTS-1	-0.2359
SLC6A11	-0.3165
NAP1L2	-0.68725
CNGB1	0.107833333333333
EPB41L4B	-1.25145454545455
FAM134B	0.588625
HS3ST3A1	-0.583166666666667
CPXM2	5.38575
SIRPB2	0.4345
CHORDC1	-0.697166666666667
TRIB3	-0.287333333333333
SLC2A5	1.135
C2orf49	-1.21416666666667
DDX5	0.16675
OR5L1	0.777
ANAPC4	-0.669333333333333
ZSWIM1	0.67625
LOC93622	0.050375
KCNK3	-0.5593
RP11-35N6.1	-1.730625
ZFP161	0.419833333333333
AQP9	3.7095
SLC15A2	0.350166666666667
MREG	1.32616666666667
OR9I1	-0.0155
PDLIM2	1.259125
ADAM7	0.155
GSTCD	-0.9585
WDR21A	-0.44025
SLC12A8	2.50016666666667
TMEM174	0.572
IGSF3	0.87325
LRRN1	0.77875
LOC402117	-1.75425
SRPK1	-0.454833333333333
LY6K	1.344125
NFIA	1.7585
PTCD3	0.221
LEP	2.73183333333333
PCDH21	0.0128333333333333
MAPKAPK2	1.22964285714286
NMNAT1	-1.38933333333333
LHFPL2	1.2775
C9orf43	0.5525
DIP2A	0.229833333333333
ACTR8	-0.2805
CCDC34	-1.3375
PTPN22	0.33725
ITGA3	-0.6215
FAM129C	1.09725
RABGGTA	0.616833333333333
UNC45B	0.70475
KIAA1033	-0.02725
ZNF510	0.301666666666667
CYP2D6	-0.1595
SLC26A10	-0.4905
STX8	0.812
LUZP1	0.580625
WDR89	-0.5015
EIF4G3	-0.519
C5AR1	1.41975
ZNF623	1.128
A2M	1.23325
TGM7	-0.6755
GRPEL1	-0.506333333333333
LMNB2	0.4566
ROCK2	-0.139666666666667
SNX16	-0.47575
CCDC66	-0.2435
ANXA3	-0.5175
KIAA1609	-0.26875
EED	-0.4595
RNF32	0.298333333333333
HES1	-0.0101
CLC	1.452
ISL1	-2.499
KIAA0528	-0.2265
MANEA	0.224875
C1orf61	-2.2745
hCG_2001000	0.335
RAPGEF6	-0.5508
KIAA0020	-0.687166666666667
NEIL1	0.77225
C16orf45	0.4775
RBM10	-0.13
C10orf125	0.048375
MRS2L	-0.70775
DNAH17	-0.968
C19orf10	-0.267
C1orf160	0.32
SLFN12	1.26425
EXOC3	-0.266333333333333
HIST3H3	0.55925
NCOR2	-0.208166666666667
TNFRSF9	3.2165
MFSD8	-0.031
ALX1	-4.537
NOL1	-0.52125
PODN	3.41675
TIAL1	-0.617
HIST1H1E	-0.22925
NPY6R	0.16475
TM4SF4	-0.62225
CORO2A	-0.1195
ETNK2	2.3815
APOE	2.1583
ANGPT4	0.3
HDGF2	0.945
G30	-3.358
ST8SIA4	0.786375
F2RL1	-0.05575
FAM19A4	-1.6
CCAR1	-0.508
B3GNT7	-0.689
OPHN1	-0.2521
DSCR6	0.634
C21orf13	-0.622
GAS2L1	0.181833333333333
RFX3	-0.475166666666667
COPS4	-0.4025
BCHE	-4.64766666666667
BCL2	0.928625
HBZ	-3.6425
ARL13B	-0.243875
MAPBPIP	0.9775
MYO15B	1.07275
SPZ1	-0.140666666666667
KIAA1324	1.58355555555556
PLCL2	0.761625
C4orf29	-0.84575
WDFY2	0.257
ZNF284	-0.2125
NAALADL1	1.7545
DUSP5	1.84716666666667
PXDN	0.827875
SLMO1	-0.7715
TNXB	0.4572
BIRC7	-0.192
A4GALT	1.61633333333333
TIMM22	0.7455
FAM110C	-0.6535
TOMM34	-0.44675
ABHD9	0.0695
ADAM32	0.9145
CRHBP	0.998
AQP2	0.6355
LOC130355	0.3265
ZNF187	0.286
ZNF816A	0.43
F7	0.927375
CNOT1	-0.9587
SLC13A4	-1.5105
ZBTB11	-0.3355
B3GALT5	0.423333333333333
EXOC2	0.6715
IRS1	0.8826
TMEM1	0.317666666666667
MRPL34	-0.785166666666667
SAMM50	-0.5085
CDC42EP3	0.55225
HSF2	-0.5342
MFN2	-0.3855
TSPAN7	-1.048
NUCB1	0.873166666666667
RHOH	-0.29225
ARL16	0.4975
TACR1	1.064
SFRS5	-0.576
SNX25	-0.567
RHBDF1	0.817
PCDH18	2.01966666666667
HMG1L1	-0.18325
MYO5C	0.170375
MAPK10	0.2475
LDHAL6A	-0.281
NUDT12	-0.525166666666667
NCAM1	-0.755125
GLIS2	0.616
GGTL4	0.51075
DAPP1	1.07625
ATF7	-0.0111428571428571
KIAA0748	0.75475
NFIL3	0.242
TM6SF1	0.0909
SEZ6	0.24275
NANOS3	0.096
DNAJA3	-0.387833333333333
CLDN6	-2.3985
CIITA	3.404
EPHA4	1.6215
FANCC	-0.807
CMTM3	1.711625
PSG3	-0.939428571428571
MRPL15	-0.51275
C21orf59	-0.1905
PLCXD2	0.1235
C2orf34	0.323125
UBE2L6	2.716
MED14	-1.27916666666667
HP1BP3	-1.1887
C6orf208	0.328
TPBG	-0.24275
OSR2	-0.03525
XPC	0.609833333333333
KLHL7	-0.783333333333333
CCR3	-0.6356
AGTPBP1	-0.668166666666667
PCSK6	-0.9444
STAT5A	0.213
FAM18B	0.2855
LONRF2	-0.528333333333333
PTPN2	-0.1785
SF3A3	-1.29533333333333
EFCBP2	-0.104666666666667
HCFC1	-0.309833333333333
AHNAK	0.2374
ACTR5	0.75925
KIF14	-2.11957142857143
TENC1	1.75975
HEATR5B	0.7505
YIPF2	0.8155
MYEOV2	0.6918
DUSP18	0.736
KIAA1012	-0.3645
AHR	-0.325333333333333
C17orf53	-1.13516666666667
PTPRH	-3.298
ATP6V1C1	0.3788
TAS2R3	-0.596
LOC440356	-0.296
COQ10B	0.85275
PSMF1	1.14816666666667
SORBS2	1.05433333333333
NFE2L2	-0.13075
TMCO7	-0.287
SH3PXD2A	-0.9389
SH2D2A	0.35575
SPINK5	-5.23925
MRPS24	-1.4305
OPA3	0.075875
TRAF7	0.709833333333333
C4orf35	0.334
MT1G	0.409875
MGC39545	0.445
HS1BP3	1.0412
OR2B2	0.324
CHRM4	0.466
SFRP2	4.23408333333333
RIC3	-0.3155
ART1	1.4155
C6orf1	0.641
DUS4L	-1.28075
C10orf104	0.4965
TNFAIP6	3.07625
RTEL1	-0.5565
CCT4	-1.0835
ZNF709	-0.355
CHMP6	0.3265
UPP2	-1.0225
CYP19A1	-2.44757142857143
CD151	0.100333333333333
NDUFA13	-0.183166666666667
ARFRP1	0.275166666666667
FAM26B	2.03925
CRYBA1	-3.1685
MRPL41	-0.688833333333333
NPFFR2	-1.11375
HRH2	-0.011
SCAMP3	1.03383333333333
MTMR6	0.0129
MTG1	-0.0596666666666667
UBTD1	1.755
CRABP1	-0.8885
FLJ33790	0.8995
KIAA1908	-0.1495
GPR158	-0.8045
PACSIN3	0.622666666666667
OMD	4.39716666666667
CATSPER1	0.0468333333333333
HOXB8	-1.17425
FBXO46	0.75
OAS1	3.53766666666667
SVIL	0.56975
PHB2	-0.84825
ADCY3	-0.1465
NDRG2	0.316
ERMAP	1.357
APBA2	-0.582166666666667
IGSF9	1.33775
WNT6	0.283142857142857
MYCBPAP	0.734
ATP2B2	-0.596875
CPVL	-0.3582
TRAM2	-0.594416666666667
NOP5/NOP58	-0.50225
ZNRF4	0.36225
TLK1	0.46625
MTMR12	0.517571428571429
ZNF384	0.363166666666667
FAM9B	-3.2765
RPN1	0.8009
PMVK	1.49725
EIF3D	-0.3576
SIX2	-1.13575
HPS1	0.853642857142857
RNF7	0.60275
PSKH2	1.163
KCTD13	0.260666666666667
CSMD3	-0.560111111111111
FBF1	-0.2345
IL8	-5.42275
SERPINB13	1.018
FBXL20	0.2145
BLR1	0.8165
SH2B1	0.480333333333333
RFNG	1.411125
RAB20	1.84916666666667
RBM7	-0.24575
POLR1A	0.2365
TMPRSS4	-3.66375
TAF9	-1.120875
TERF2	0.0718333333333333
TNFRSF1A	0.847416666666666
ACADVL	0.0565
GTF2H5	-0.5245
EDG8	0.3895
C9orf140	-1.209375
UST6	-0.729
ZBTB8OS	-0.8285
ZNF710	1.7635
GPR174	0.579
ATP6V0A2	-0.649
KIAA0319L	-0.438833333333333
XKRX	-0.2555
DOPEY2	1.1124
SDHD	-0.345416666666667
SUMF1	1.3105
OSM	3.47825
OPN3	0.36175
DAGLB	0.735833333333333
PPFIBP1	-0.3352
TRIM63	-2.819
C10orf53	2.139
LYPD3	-0.188166666666667
BCL7A	-0.1105
AGER	-0.485833333333333
TCF19	-0.3315
SAT2	-0.27725
PFTK1	0.5915
GABRE	1.369875
C15orf38	1.0374
FIS1	0.5125
KCNV2	0.05775
CLPS	0.9705
PPCDC	-0.362625
FOXN2	-0.760833333333333
NT5E	-2.4389
CD83	1.59625
IL18	2.736875
VPS16	0.906
IGFBP2	-0.055
NOTCH2	-0.07475
SIGLEC1	3.63125
CD93	4.9165
SULF2	0.96375
CEP164	0.081625
P53AIP1	1.28733333333333
TOR2A	-0.351333333333333
ZNF136	0.712
MGP	2.4685
CCDC144A	0.0766
TRPC1	-0.300833333333333
SMS	0.135
MAPK7	-0.470166666666667
RRAGC	0.8865
PARD6A	-0.079
NUB1	1.43183333333333
SYNGR4	-0.526
OR11H12	0.169
WIF1	1.66775
GCH1	0.93625
OR11H4	-0.534
SLC44A5	-0.5085
GPRIN2	0.347666666666667
LOC401431	-0.14875
CPA4	-1.3001
MELK	-2.33266666666667
IL15RA	1.33675
CUL3	0.49475
HMBOX1	0.70225
PODXL	-1.725
CCT6B	0.0471666666666667
COMTD1	0.1875
MUC20	-0.2725
GPX2	-4.327
ITK	0.980875
FBXL5	1.01875
C13orf27	-0.83975
DEFA5	0.923
TRHDE	0.785
MTP18	-0.944166666666667
UQCRQ	-1.5884
ITGB2	3.18766666666667
CSRP2BP	0.16375
TAS2R44	1.0005
PHPT1	-0.459875
FAM44C	-0.07975
ERH	-1.5075
MPHOSPH1	-1.33683333333333
MORC1	-0.355
PARVB	-0.10325
LAMA1	-1.65883333333333
PGBD3	-0.498
GIMAP6	4.38175
AREG	-1.90933333333333
LIPT1	0.032
MGC99813	0.49275
C1orf201	0.266
GRIN2A	-0.689222222222222
MAN2C1	0.028875
NSUN5	-0.34325
SF3B5	0.3795
MYC	-0.7925625
NRXN1	-2.07955555555556
ZNF18	-0.21
SPDYA	0.053375
SLC37A1	1.0265
DECR2	-0.408
ANKRD38	0.988625
SPTLC3	-0.248
SUPT16H	-1.17025
DTWD2	-0.57975
ULBP1	1.007
ZADH1	-0.511833333333333
OIP5	-2.7425
IL10RB	1.1895
OTUB2	-0.491875
VWA3A	0.434666666666667
SPIC	2.68183333333333
OR6C4	0.2575
PSCD4	2.2445
DPY19L2P2	-0.155
TRAPPC6A	0.966833333333334
C21orf2	0.724833333333333
CEMP1	0.332
LIN7B	0.3325
E2F7	-1.68033333333333
VCP	-0.00743750000000001
LAMA3	0.0145
BGN	2.5345
GPR160	0.953833333333333
COCH	-3.82633333333333
GPR81	1.86016666666667
APOBEC3F	0.695
tcag7.1017	-0.48175
C1orf32	1.406
SCGB1D2	5.16025
FLJ43987	-1.759
C6orf170	0.38075
KLK9	0.07
GPD1L	0.42
VPS37B	-0.651
ATG3	0.184333333333333
ADAMTS17	0.0095
KLHDC2	-0.446166666666667
NDUFV2	-0.04275
BLK	-1.581
MATN4	-1.693
GPM6A	-0.405333333333333
GBP4	4.62983333333333
TMEM162	0.799166666666667
PKP2	-0.1805
HRASLS	0.719333333333333
MMP1	-0.9535
SFXN3	-0.2033
FSD1	-1.53733333333333
ST6GALNAC3	-1.76666666666667
CA12	2.5358
NCOA6	0.82775
C19orf58	0.601
PPP4R1	0.6235
MAN1A2	-0.221166666666667
IKBKAP	-1.60875
UPF1	0.426833333333333
KIAA1219	1.0265
WNT16	0.730333333333333
SNW1	-0.284375
IL18RAP	4.75675
RPP30	0.231125
CDC40	-0.0485
SETD3	0.217
SLAMF6	2.35625
ELK4	-1.052
TRIM47	1.24833333333333
ACOX3	1.701875
TRIM6	-0.078
KIAA0372	-0.929333333333333
TP53AP1	0.190375
SMURF2	0.42825
ADAD1	0.5735
EBP	-1.1353
KRTAP13-2	-0.824
FLJ36874	-0.152666666666667
TOR1A	0.355
P2RY4	0.428
GPBP1	0.4145
TRPV1	1.107875
ADAMTS12	1.68133333333333
PES1	0.2305
ATG4A	0.615666666666667
MAGEA10	-4.932
WFS1	0.4875
CC2D1B	-0.0831666666666667
PABPN1	-1.453625
SLC25A30	0.16475
SLCO1C1	-0.0266
SLC22A5	0.51925
KIF23	-1.89316666666667
SYN2	-0.208833333333333
ASPN	7.7945
CENTG2	0.64375
QSOX2	-1.7222
FLJ10815	0.484833333333333
STK24	0.89075
SPEG	0.5935
STK10	0.977
DACT2	-1.948
AAAS	-1.0545
SSX3	-2.26157142857143
ABCD3	-0.4451
C4orf12	-0.4915
PARVG	2.53983333333333
FIG4	1.60075
C9orf46	0.55425
TMCO6	-1.0015
IGHMBP2	0.62575
DUS2L	-0.0521666666666667
FAM3C	0.2959375
TMEM16D	-2.52075
DCTN4	0.0045
KCNH3	-0.0902499999999999
EIF2AK2	1.16175
AP1S3	0.35775
CST4	1.1165
PAM	0.87375
NUTF2	0.106
CITED2	-0.4111
SLC39A4	-1.254
C2orf52	-2.266
GRM3	-1.296
C12orf49	0.4055
CCDC49	-0.2582
GRAMD1B	-0.876
FNDC4	1.47725
SIAH2	0.161625
GDPD4	0.4
C21orf87	-0.21875
ATP5A1	-0.0795
C16orf63	-0.283
LOC388135	-0.495
ATP5J2	-0.932125
MMP3	0.826
EMID2	-0.37
CRHR1	0.216
WDR70	-0.72125
C13orf31	2.054
ZFAND1	0.1985
CCL18	4.224
C3orf49	-0.5345
RINT1	-1.379
KIAA0408	-1.19516666666667
F13A1	5.4964
SLC10A1	0.4888
OGN	3.26625
GIPC2	-1.7
XPO6	0.364166666666667
LCE1A	1.3745
FMR1	-0.097
LOC374920	0.0035
DUSP3	-0.23075
ANKMY1	1.679
C7orf50	-0.043
BBS9	-0.1289
UNC119B	-1.62225
C9orf72	0.050375
MGC35440	0.775
ENTPD6	0.409375
PPP1R2P9	0.184333333333333
ERCC4	-0.1505
FAHD2B	-0.4325
HMHA1	0.844
HACL1	-0.97325
RAD23A	-0.6675
FAM83B	-2.829
PPP5C	0.126
RNASEH2C	-0.797375
C9orf153	-1.37625
SCAMP4	1.05275
GHITM	0.0183
NDUFB7	-0.142875
ADCYAP1	3.70583333333333
SP110	2.88566666666667
MAP3K7IP2	1.0005
DHH	-0.119
AGRN	0.975357142857143
WDR33	-0.0696666666666667
CEP290	-1.05816666666667
PRPS1L1	-1.16866666666667
KLRA1	-0.8895
GPR97	0.247
CHD7	-0.868666666666667
TLR10	2.69375
SLC30A8	-1.5725
HIC1	2.136
IAPP	-0.7515
RXFP4	-0.26825
GP1BB	1.0275
SHQ1	-0.063
NKX2-3	0.264
API5	-0.46525
FTHP1	1.024
MOV10L1	0.3798
TRIM6-TRIM34	1.59683333333333
ADHFE1	1.17475
FAM117A	-0.41075
DDI1	0.6392
CDON	-0.673833333333333
TRIM73	-1.2635
IGKC	5.04
MMP14	1.34183333333333
DYNC1LI1	-0.8125
C11orf66	0.483
TRBV3-1	-0.5145
FASTKD5	0.06
BIVM	-1.21125
LHX4	0.1565
CXCL2	-1.3769
RAB2B	-0.758833333333333
IZUMO1	-2.1215
MAP3K15	-2.51475
FAM19A2	0.300166666666667
ZC3H8	0.691
ZMAT1	1.111
SPINK5L3	-3.46766666666667
SLC10A6	-0.144
APPL2	-0.394625
CARD10	-0.696333333333333
LOC402176	-0.732375
EEF1D	1.1687
RAB6A	0.7386
C12orf5	-0.035
PAPOLG	0.3835
MSRB2	0.749
BCR	1.08076470588235
PUS3	-0.29175
TIAM2	0.79125
ZNF317	0.0728333333333333
CHD2	0.0017142857142857
FZD5	-1.77204545454545
NUDT8	-2.59825
ZNF763	-1.09
PRC1	-1.443
ABCB9	0.2035
SPATA3	-0.462
TRAK2	0.265125
STAB1	2.75175
LRRTM2	0.0595000000000001
psiTPTE22	1.397
DBI	1.181
SERPINA11	-3.1095
NAT5	1.45525
C20orf58	-1.7995
RPS6KA4	0.267333333333333
FLJ90650	-0.773
TGFBRAP1	0.5925
CHRDL2	0.53925
FAHD2A	-0.818
CNTN1	1.45225
BBS4	-0.2313
TMEM181	-0.60725
MINPP1	-0.549
MPHOSPH6	0.12175
HOXC10	0.7587
ITPKB	0.107125
CLPTM1L	0.28775
MEOX2	-0.053
ATP6V0C	0.5085
PRPF8	-0.0753333333333333
TMC5	2.455
FKBP3	-0.74425
PLEKHB2	-0.0125
OR4D6	-0.058
ZNF544	-0.0855
D2HGDH	0.216125
RPL18A	-0.4874
HEL308	-0.515375
MPP6	-3.07975
TCERG1	-1.68975
KRT16	1.56233333333333
KLF17	-1.34225
KLF5	-2.077375
CDR1	2.328125
VCX3A	-5.412
FBLN2	3.34375
C14orf104	-0.697
HBE1	-5.1628
OR4S2	0.7065
C1orf108	-0.994166666666667
ROBO4	3.14966666666667
CPEB4	0.429375
C11orf80	0.488333333333333
BCKDHA	0.118833333333333
MYOC	0.859
GIF	0.56
CKMT1A	1.8715
RPL3	0.3406
THBS1	2.2905
APOO	-1.50425
ARMCX1	1.16075
HSZFP36	0.00025
SNAPC5	0.36875
EIF4ENIF1	0.1795
ZNF433	-0.8825
TNFRSF21	-0.014625
TMPRSS7	-2.5755
SPATA18	0.3224
HPDL	-3.1245
MKL2	0.653
TBX3	1.65092307692308
C21orf93	0.255333333333333
DAXX	0.67725
ELMO1	1.026625
RGS13	3.82366666666667
TAF11	0.3085
UNC13A	-2.634625
LOC653314	-0.2981
ORC3L	-0.83925
IMAA	-2.392
TARBP2	-0.0185
CABIN1	-0.8521
TRIOBP	0.285375
HIST1H2AC	0.938125
RGS22	-1.66766666666667
NCOA1	0.5265
IL25	1.9025
SNCG	1.5985
GPR6	0.2695
AMDHD1	-1.03333333333333
CHEK2	-0.72375
C6orf142	-1.26775
DRD4	1.20675
C14orf68	-1.505
GDF11	-2.3775
SEMG2	-1.299
CD247	1.1785
CDAN1	-1.387
RBMX2	0.1145
TGS1	-0.2945
OIT3	0.03425
SYF2	0.56925
MCM4	-1.5665
PKHD1L1	1.6635
CEP192	-0.818
IFT88	-0.5165
RPL9	-0.470642857142857
RAB32	0.879
DDX43	-4.6355
P2RX2	0.226333333333333
OR5D18	1.154
UBE1	0.1915
SLC24A1	0.74325
ARHGAP5	-1.02275
CETP	-0.11375
KIAA1731	-0.6015
SLC9A4	0.3895
PTPN6	2.3235
BAHD1	-0.019
GRIK3	1.657
CACNB2	-0.7247
PDE10A	-0.42425
DGCR14	-0.042
PCDHB9	-0.103833333333333
RHOQ	0.268166666666667
MAP3K4	-0.03875
KTI12	-0.126666666666667
RPL23AP13	-2.1275
GNG11	-0.1785
CLCN3	0.1525
GPAM	-1.1695
VSTM2A	2.528
SLAMF7	4.24466666666667
INTS2	-0.46
PPP2CA	-0.172
LRP12	-0.175
SEC14L2	1.72066666666667
DKFZP586H2123	2.745
MC3R	-1.067
CIRH1A	-1.1995
HIST1H2AB	0.735166666666667
POLH	-0.908625
MGC16703	-1.36483333333333
SNAPC2	0.0855
FILIP1L	2.238
RASGRP4	0.5345
LRRC1	1.756
GAS1	1.879
PRAC	-0.84825
DGKA	0.741333333333333
NT5C3	-0.186
PEG3	-3.28675
NADK	0.4815
PRR17	0.601
LOC374569	-0.512
SGSH	0.382166666666667
NLRP8	1.216
GALT	-0.5498
MCF2	-1.8195
ZNF263	1.5725
TACSTD1	0.861833333333333
TYR	-7.486
ATP6AP2	0.3685
RNUXA	-0.9805
ABHD10	0.1658
GDPD2	-1.3595
SLC35C1	-0.02575
UBE2A	0.055875
HERC5	1.10783333333333
FAM112B	-4.178
FBXL16	1.11075
DKFZP434A0131	-0.7535
ELA3A	-2.908
RBM41	-1.082
HAO2	-1.37725
RNH1	0.47175
SHANK2	0.698166666666666
OSBP2	-1.768
DAK	0.587833333333333
C3orf58	0.193333333333333
TCL1B	-1.687
KBTBD2	-0.2355
SUGT1L1	0.73525
UBE2E2	1.41633333333333
MYL9	2.956
CDC23	-1.30633333333333
PBXIP1	1.6615
CXorf40B	0.298
NBL1	2.069
RTBDN	1.8145
RAB11FIP5	0.532625
TTTY13	-0.2465
SCOTIN	1.11283333333333
SOHLH1	2.6415
CDKN1A	-0.0465
NCK1	0.32725
ZNF550	0.47875
SAPS3	0.358833333333333
SPIN3	0.9445
MAGEE2	1.35575
MIS12	-1.01966666666667
OR8H2	0.5155
KIAA0774	-2.40966666666667
UNC5D	-2.6545
CUL7	-0.00366666666666665
LIPC	-3.00833333333333
DIO1	1.9085
C20orf11	0.2741
CTRL	-0.41975
HS3ST2	2.856
PAK4	0.663666666666667
CCRL1	4.775
RNF10	0.094625
ZNF567	-0.02
ZNF660	-1.558
TCEAL3	1.43475
MAGOH	-0.446
CENPB	0.324666666666667
C19orf7	0.122875
LOC388965	0.3085
ZCCHC13	1.1165
JMJD1A	-0.6626
HIST1H4H	0.651
TBRG1	0.2485
GPC3	-4.567375
TAF1C	-0.304125
EBNA1BP2	-0.803333333333333
CIAPIN1	-0.26825
PDGFRA	0.382
CSTB	-0.681875
CENPI	-1.586
GTF2E2	0.2185
RPP21	-0.29275
CCNF	-0.579666666666667
KCNQ3	0.071
FAM79A	0.92275
SLC22A12	-0.015
NOVA1	-1.35583333333333
FZD3	0.3565
AKAP8	-0.24675
SOCS5	0.25725
CFDP1	-0.18625
DLG5	0.64175
PGM5	0.513916666666667
C1orf144	0.23675
HDAC10	-0.428
RND2	-0.83375
C20orf199	-0.44525
RNMT	-0.513875
SLURP1	-0.30625
ASTN1	-0.077875
SH3BGR	0.086
MYCL1	-0.779875
ZHX1	0.2835
CENPK	-2.82375
FOSB	2.04
LOC643406	0.594375
C2orf59	-0.23175
TMEM135	0.076125
SLC27A2	-2.935
KRT33A	1.788
OVOL1	0.418142857142857
PAMCI	-2.21283333333333
S100A7	5.446
ZNF789	-0.943
HARS2	0.1875
RPL23A	-0.0503333333333333
TCF23	0.1725
UPF3B	-1.251625
C17orf78	0.8655
HLA-DOB	1.65616666666667
C14orf142	0.246666666666667
TEKT5	0.173833333333333
DMWD	-0.036
POLD1	-2.13216666666667
GSCL	-1.172
CALD1	0.716
SCRT1	0.496
AIG1	0.52325
UNC84B	2.067
ZNF404	-0.16425
TMED6	-3.6175
KIAA1462	0.9155
LRRC27	1.7896
PYGO1	0.423
PIGU	0.6055
ALAS2	-4.1255
WRNIP1	0.184625
CNNM3	0.2185
ZNF2	0.70325
ST3GAL5	0.906833333333333
MRPL23	-0.879
TSSK6	-0.408666666666667
PSMA6	-0.5025
C16orf70	-0.888
KIAA1602	0.2425
ALMS1	-0.201333333333333
DCN	4.21375
TMEM132D	-0.39625
SUCLG2	0.424
ABHD14A	-0.34175
DEXI	0.15
AMPD2	0.348666666666667
IFNAR2	0.7745
CYB5A	2.4116
TLOC1	0.4503
NXF5	-0.959333333333333
NRBF2	0.504875
KCTD3	1.42875
ITGAE	-0.194333333333333
SLC30A3	-1.77133333333333
ZRF1	-0.9145
IFRD2	-0.759625
XAB1	-0.467
PYCR2	0.197166666666667
SERPINB3	-4.733
TMLHE	-0.4833
GEFT	-1.212875
ABCA5	-0.972625
EMR4	0.0356
TSFM	-0.232
HIST3H2BB	0.2065
ARHGEF19	1.90075
TSPAN17	0.9935
ABCC8	2.0025
MAP1S	0.654
C22orf36	0.1385
BNC2	0.780357142857143
HIST1H4A	-2.4265
NDUFS3	0.287166666666667
WDR3	-0.837333333333333
XKR4	-1.2995
TTC33	-0.0450714285714286
STMN2	4.137
CPN2	-0.841
HSPC105	1.005
PCOLCE2	-3.088
C3orf55	2.564
KLHDC9	1.81166666666667
TBC1D23	0.42075
ATXN2L	-0.593166666666667
MAP2K3	0.356916666666667
SCAP	-0.02575
ZNF486	0.0538333333333334
C20orf96	0.1205
NARS	-0.45825
ADAMTSL1	-0.560571428571429
PRCC	0.6765
CCDC126	0.58175
ZNF675	-0.699
CALCOCO1	0.7405
ANKRD43	3.685
CWF19L2	0.174333333333333
ZBTB32	3.42916666666667
BRAF	-1.003
ODF4	0.094
MGC14376	0.216833333333333
HORMAD1	-3.74133333333333
AAK1	-0.767090909090909
PEBP1	0.147916666666667
TNFSF5IP1	0.621666666666667
DKFZp564N2472	1.36325
RMND1	-0.0975
IGKV1-5	4.91325
COL1A2	3.76875
SERPINA5	-2.90625
AANAT	0.3325
C19orf21	0.188333333333333
GEMIN5	-0.72475
UBR4	-0.017
LTBP3	1.22783333333333
AMHR2	-1.03883333333333
PROCR	-0.30325
MYBBP1A	-0.4795
C20orf39	2.61116666666667
ZNF697	-0.97275
PASK	0.194
ZNF776	0.382833333333333
RFXDC2	-0.577625
KIAA0467	-0.723
C10orf96	-2.59966666666667
ZNF503	-0.71775
GULP1	-0.371083333333333
KCNE4	-1.226
DKFZp434K191	-1.105375
LOC196913	0.7265
BHLHB4	1.043
CH25H	1.427
LOC81691	-0.283333333333333
ALPL	0.804857142857143
COL12A1	3.826
FOLR3	-2.53033333333333
GPR123	-0.445625
TRIM62	0.674571428571429
ABLIM1	0.762166666666667
MAST3	0.66175
RHBDD1	0.908
LOC338809	-0.4305
RYBP	-1.0995
TTC26	-0.772
ZNF22	0.409333333333333
ISCA2	-0.63375
RDM1	-1.0955
PIGM	0.4895
GNB3	-0.601
ACTR2	0.2141
HMGB1	0.3629
EDG1	2.8495
SOAT2	-1.66125
OR10AD1	-0.178
