Hybridization REF	TCGA-AR-A1AX-01A-11R-A12P-07
WRNIP1	-0.0625
CNNM3	-0.58
ZNF2	-0.2265
ST3GAL5	-0.245083333333333
MRPL23	-0.43575
TSSK6	-1.232
PSMA6	-0.44425
C16orf70	-1.25925
KIAA1602	-0.22825
ALMS1	-0.039
DCN	3.2195
TMEM132D	-0.76975
SUCLG2	1.11675
ABHD14A	-0.6175
DEXI	0.465166666666667
AMPD2	-0.9385
IFNAR2	0.0951666666666667
CYB5A	3.2959
TLOC1	0.4478
NXF5	-0.406666666666667
NRBF2	0.3435
KCTD3	0.8625
ITGAE	-0.836333333333333
SLC30A3	-1.83216666666667
ZRF1	-0.793
IFRD2	-0.4645
XAB1	-0.01375
PYCR2	-0.508666666666667
SERPINB3	-4.2255
TMLHE	0.1114
GEFT	-1.3305
ABCA5	-0.513125
EMR4	0.47025
TSFM	-0.31175
HIST3H2BB	0.97475
ARHGEF19	0.48925
TSPAN17	0.614666666666667
ABCC8	1.872
MAP1S	0.514666666666667
C22orf36	0.53025
BNC2	-0.560357142857143
HIST1H4A	-1.002
NDUFS3	-0.147
WDR3	-0.6465
XKR4	-0.355
TTC33	-0.122
STMN2	3.864
CPN2	-0.690666666666667
HSPC105	1.0615
PCOLCE2	-5.894
C3orf55	0.804
KLHDC9	2.63733333333333
TBC1D23	-0.032
ATXN2L	-1.27033333333333
MAP2K3	-0.3375
SCAP	-0.09575
ZNF486	0.179666666666667
C20orf96	-0.75425
NARS	-0.72325
ADAMTSL1	-0.117928571428571
PRCC	-0.5295
CCDC126	1.70366666666667
ZNF675	-0.21675
CALCOCO1	0.0175
ANKRD43	5.01275
CWF19L2	-0.00266666666666667
ZBTB32	3.20066666666667
BRAF	-0.912
ODF4	-0.4275
MGC14376	-0.102833333333333
HORMAD1	-1.8292
AAK1	-0.1224
PEBP1	0.87575
TNFSF5IP1	0.504666666666667
DKFZp564N2472	0.39075
RMND1	0.2425
IGKV1-5	5.839
COL1A2	2.8755
SERPINA5	-1.443125
AANAT	0.491
C19orf21	-0.430666666666667
GEMIN5	-0.7125
UBR4	-0.114833333333333
LTBP3	0.996333333333333
AMHR2	-0.929166666666667
PROCR	-0.675
MYBBP1A	-1.59
C20orf39	0.914833333333333
ZNF697	-0.842375
PASK	-0.0957999999999999
ZNF776	0.241833333333333
RFXDC2	-0.165
KIAA0467	-0.5065
C10orf96	-0.5935
ZNF503	-1.04875
GULP1	-0.97725
KCNE4	-0.0511666666666667
DKFZp434K191	-1.259625
LOC196913	0.552
BHLHB4	1.093
CH25H	2.74625
LOC81691	-0.832833333333333
ALPL	-0.184857142857143
COL12A1	1.2385
FOLR3	-2.12016666666667
GPR123	0.1735
TRIM62	0.0392857142857143
ABLIM1	1.641
MAST3	0.01475
RHBDD1	0.193
LOC338809	-0.7855
RYBP	0.25625
TTC26	0.01825
ZNF22	0.701666666666667
ISCA2	-0.40575
RDM1	-1.22675
PIGM	0.92425
GNB3	-1.2245
ACTR2	0.5321
HMGB1	0.2458
EDG1	3.43166666666667
SOAT2	-2.883
OR10AD1	1.214
RAP1GDS1	1.29375
LCE1F	0.673
ESM1	-1.5695
RCN3	1.5245
CREBL1	-0.73825
DBNL	-0.256833333333333
PTGER3	1.264
USP30	-0.915833333333333
BCL2L12	-0.577666666666667
KIF26B	2.195
ZNF416	0.1545
ZNF225	0.328
C17orf70	0.5275
ZNF554	-0.2395
RAE1	-0.893666666666667
TNIK	2.401
ACTN3	0.039
MGC45922	0.252
CCNA1	-0.4
RYK	0.145
IL26	0.4335
LRP3	0.67
QARS	-0.2885
SOX7	0.175285714285714
BID	-0.480375
OR2S2	1.499
CXCL14	6.05675
C11orf47	-0.9175
MGC29891	-0.167
HSPB8	2.2333
PRDM14	-1.771
NUFIP2	0.67425
MNAT1	-0.51175
ZDHHC2	-0.181666666666667
MBNL2	0.280625
ADD3	0.621125
CSNK2A1P	-0.719
KLK6	-0.876833333333333
TMEM111	0.049
KIAA1279	-0.192
NUBP2	0.456166666666667
RAB42	-1.16675
ID3	0.2042
TM9SF1	-1.5895
MDP-1	-0.7025
POU4F2	0.126
IQCK	0.52525
C16orf14	-0.3895
CAPN3	-1.676
FAM43B	0.17
RECQL	-0.772
AP1G1	-0.290428571428571
CTNNBL1	-0.377833333333333
ECHDC1	-0.0395
SMARCC1	-0.4331
FOXQ1	-1.952
GNAI3	0.0785
POLG2	-1.63375
CD4	1.916
ITLN1	-0.51475
EBI2	5.885
IRF1	1.83475
PTPRE	1.7306
PTK2B	0.01475
NXNL2	-0.6385
SOX4	0.660555555555556
TSPAN3	0.233
SH2D1A	1.092
C8orf58	-0.771833333333333
USP20	-0.55525
DUSP22	-0.0469166666666667
CALB1	-2.02733333333333
L3MBTL2	0.18525
MCRS1	-0.69025
TMEM118	-0.692666666666667
C18orf8	0.766333333333333
FLJ10241	-0.045125
GJA12	1.17525
PKD1	0.1575
ZFP3	0.38
JAM3	-0.871375
LAPTM4A	1.4457
DIRC2	-0.11225
KIAA2022	0.339333333333333
MYOM1	0.5612
TRPM8	-1.82066666666667
MOP-1	-0.0725
PHKG2	-0.18425
ZNF650	0.093875
KIAA1522	0.736375
PSG8	-1.48733333333333
DDX19B	-0.3945
MOBKL1B	0.837
DIAPH2	-0.3215
PTPN12	0.01625
CLN8	-0.6232
CRYZL1	0.456333333333333
CRY2	0.325916666666667
FCGR2B	4.20183333333333
PNPLA4	2.191625
ZNF454	0.229
DKFZp434B1231	0.17425
CLDN11	1.0017
RFWD2	-0.039
CIB2	-0.477666666666667
MXRA8	2.12125
HRK	-0.88125
MAML2	-0.6385
C4orf31	-0.41575
C6orf192	0.95425
COG6	0.310625
FAM5B	-0.63675
NFATC1	0.4504
SEPT10	-0.7105
SCYL1	-0.1928
RPP40	0.03425
SCOC	1.6848
KIAA1450	-0.1755
CTDSPL2	0.1285
TBX5	2.06283333333333
NAPG	-0.245
RHD	-4.20733333333333
C14orf45	1.32133333333333
ZBTB22	1.0285
PLCG1	-0.8455
ANKRD10	-0.84975
AQP7P2	-0.521
TAGLN2	0.0978333333333333
HTR2C	-1.0876
SLC16A7	-0.355833333333333
C17orf83	-0.235
TSGA14	-0.563
MDH1	-0.3465
PPP3R2	0.3902
DCBLD2	-2.99371428571429
RBM33	-0.5765
DPH3	-1.19525
SYT10	-0.997833333333333
FMO4	1.65175
THYN1	-0.24725
DRD5	-1.8905
OTOR	3.1835
PGRMC2	1.2673
KATNAL1	-0.60925
PAQR6	-1.22225
UBE2I	-0.0575
C14orf28	-0.10675
C8orf70	1.009
FLYWCH1	-0.44775
ANGPTL3	-1.1415
GLRX2	0.451
ATP11A	-0.980642857142857
ARL5B	-0.4005
MUC16	-2.398
SLC25A5	0.0777142857142857
ACRC	0.1375
MYO1C	-0.54725
FAM89B	0.828
FAS	2.203625
KIFAP3	0.70275
GLRA2	5.061
BTN3A2	1.2955
CNKSR3	0.822625
CSTF3	-0.1565
ARPM1	0.72725
KIAA1530	-0.1585
C9orf150	2.16766666666667
PRKCI	-0.8795
tcag7.1015	-1.4715
SOD3	0.23125
ZNF574	0.1795
CYP21A2	3.379
RPL12	-0.024
COMMD2	-0.169
WIZ	0.1865
LOC344405	-1.59225
ALDH4A1	1.15052941176471
CRYAB	2.3365
COPA	0.570733333333333
PCDHGA7	0.0881666666666667
KIF11	-1.46227272727273
RASD2	0.801375
SLC26A3	-1.455
ZNF175	-0.604
JAKMIP2	-1.212125
C8orf4	1.94383333333333
PTHLH	2.216
SLC40A1	3.46341666666667
OR7D4	0.0948333333333333
PCDHB17	-0.2535
CD36	5.63207142857143
C6orf203	1.3804
PRKG2	0.292
LOC400566	-0.56975
ANAPC13	0.515
SLCO3A1	-0.682
ZNF692	-2.212
FANCL	-0.733
SH3GLB1	0.684
C12orf61	0.692
KBTBD6	-0.74675
SUPT5H	-0.07225
XRCC6	0.7505
HUS1B	-0.3901
FAM133B	-0.181285714285714
LOC728276	-0.0315
KCTD18	0.585
SOS2	0.4085
CCDC99	-2.19875
C1QTNF5	2.9445
NNAT	0.177166666666667
USP16	0.78075
LARS	-0.9255
ZBTB2	0.489625
ABO	-0.153666666666667
TRAF3	-0.21375
GALNT5	-2.0375
NAP5	-0.372125
ALG14	0.875833333333333
KIAA0515	-0.0865769230769231
WDR75	-0.456666666666667
TEX261	-0.243166666666667
LY86	1.43875
LOC389072	-1.402
FLJ13611	0.1445
MRGPRX2	0.0445
SNRPA	-1.219375
OR2G2	-1.122
GPRASP2	0.65
C7orf42	0.1476
C9orf163	-0.502
CYP11B2	-0.336
FCRL3	1.81966666666667
PRDX1	0.2575
FGB	-5.5055
COX17	0.257666666666667
C16orf33	0.721
PIWIL1	0.453
FOLR1	-2.33966666666667
KIAA0082	0.09675
FREQ	-1.63683333333333
TMCC2	-1.3305
TCF12	-0.353083333333333
ZNF721	0.59325
FAM130A2	1.21666666666667
POU4F1	-1.854
SNRPF	-0.503875
SGIP1	1.44633333333333
ZNF641	0.9635
EMG1	-0.7505
PRRG4	0.342
HIRA	-1.1285
MYNN	0.311666666666667
AEBP2	-0.3445
TBXA2R	0.277666666666667
ISL2	-0.846833333333333
PCDHB11	-0.8645
RNF144A	-1.22825
MARCH5	0.258125
DULLARD	-0.597166666666667
DCLRE1B	-0.885166666666667
ITGA8	0.07075
TP73	-0.776125
PRKCD	2.1405
NDUFB4	0.089
ATP13A4	0.179857142857143
ANTXR2	-0.683333333333333
COL4A3	-0.1936
MYO10	-1.2807
SLC6A18	0.3985
PEX1	0.37425
TMEM74	-0.9264
RBM19	0.052
TAPBP	1.01731578947368
RUNX1	1.165125
MID1	1.84116666666667
GPR64	-1.2325
RASEF	3.87225
GABRG1	0.072375
MYO16	-1.5485
DBF4	-1.83466666666667
TSHZ2	3.3595
RIPK2	1.300875
PPTC7	-0.161833333333333
KIF4B	-1.4335
LRRC31	2.110125
ZNF540	1.2615
EFNB3	-0.366333333333333
LOH12CR1	0.065875
STON2	-1.3595
GLP1R	0.34275
CSTF2T	0.350625
IREB2	-1.551875
GRSF1	0.03975
PDCD7	-0.516166666666667
LRRC43	0.0455
CNR1	1.473
IL1F7	-1.2405
C12orf64	-0.0436666666666667
FAM69B	-2.0385
NR2E1	-1.9718
MS4A6A	3.9521
FTL	-0.5914
C7orf36	0.3345
PCLO	0.4711
DYRK2	0.719166666666667
ARIH2	0.00362500000000001
SAMD7	0.274
SCNN1D	-0.9225
SLC32A1	-0.135375
C22orf25	-1.367
MRPS18A	-0.1594
GPR112	null
EARS2	-0.61075
ERN2	-0.5865
ATPBD3	0.326
PRH2	-1.3755
CDKN2D	0.8935
PGLYRP2	0.776
TRIM40	0.713666666666667
SEC14L3	0.343666666666667
SLC22A1	-0.636
BTN2A3	-0.4245
RASA4	0.768
CCNL2	-1.029
MYBPC3	-0.013
GJA4	3.84575
CDC42SE1	0.7145
TRPV2	-0.48725
MYPN	-4.23071428571429
SIM1	0.718
CDADC1	0.481916666666667
ZFHX4	0.7435
NIBP	1.23216666666667
ADAMTS19	-0.86
ABTB2	-1.00625
TSPYL2	-0.216375
EIF2S3	0.4491
SOX30	0.106
AP2A1	-0.592333333333333
DKFZP564O0523	0.378666666666667
LOC285398	0.1365
CDH18	-5.32366666666667
CHL1	2.1625
GATS	-1.0007
TBC1D2B	0.102
OR1J1	-0.403
GSN	1.07466666666667
DPCR1	0.33375
GARNL4	-1.0905
SMARCA5	-0.623
PLEKHG3	-0.261833333333333
ZBTB45	0.458
FRMD6	-0.802166666666667
PLS1	-1.07266666666667
DGKZ	0.6075
EFNA1	0.1209
WDR85	-0.960875
ANK2	0.643666666666667
PAGE4	-1.3798
SENP6	0.801833333333333
AKR7A2	-0.766166666666667
FKBP10	-2.773
VEGFC	-1.52933333333333
LARP1	-0.28425
SRBD1	0.55275
ITGB6	2.998
SLC1A2	-0.223333333333333
INVS	-0.779333333333333
MPO	0.805
MOBKL3	0.5153
CUTL2	0.8545
KLK2	-0.502666666666667
VIM	-1.227
REG1B	-0.21
PCDHGC4	0.533333333333333
C3orf34	-0.187166666666667
SUMO3	-0.276333333333333
CST9L	0.399
MLL4	-0.266
SPR	1.30016666666667
SAMD9L	3.192
ABCE1	-0.09625
SUPT3H	-0.973166666666667
ACTBL1	-0.302
ADAMTS4	0.484
SLIT3	3.44475
RHEBL1	-0.62525
NPM2	-1.918
MAN1C1	1.022
KIAA1856	0.307666666666667
HSPA6	0.45375
LOC388152	-1.2795
C10orf140	1.6645
ZDHHC12	-0.039
LIN7A	-1.4216
PHC2	-0.520583333333333
SPHK1	-1.01325
TRIM26	-0.2188125
FAM83E	0.537
C18orf24	-0.9555
ZNF578	0.6415
ORAI1	-0.14275
RUVBL1	-0.750916666666667
C7orf20	-0.832833333333333
APAF1	-0.442
SLC36A4	-1.3465
MYH11	5.39883333333333
NEK1	0.4474
MPP2	0.487625
C12orf24	-2.6245
TNK2	0.3279375
ZNF289	-0.099
MATN3	-0.436142857142857
IFNGR2	1.05633333333333
ITPR1	1.354875
EBF3	3.3375
TBC1D20	0.1424
OR10P1	-0.12125
DDAH2	0.72175
SHPRH	-0.702625
STX7	0.9555
LOC554248	-1.81875
BCAR1	-1.26125
ATXN3	-0.426333333333333
TRIM27	-1.1465
CDC42EP2	0.4015
CHP	0.807285714285714
SOX17	2.293
ZNF259	-0.998333333333333
CHCHD1	0.9195
ZDHHC19	0.8025
GBP2	3.704
GARNL3	1.428
MRC2	0.00175
C1orf52	-0.194
AOF2	-1.0505
LRPPRC	-0.4017
ACVR1C	0.2715
TM4SF18	4.4355
TMEM169	-0.8422
PPP1R16A	0.428875
EBF1	0.749333333333333
RRS1	0.887833333333333
SNX2	-0.01425
OR2T2	-0.814
RBX1	0.932
ANKRD54	0.220666666666667
TSNAX	0.783166666666667
TMEM83	-1.9085
ZBTB7A	0.156
ATM	-1.30808333333333
LOC338328	1.97
TIE1	1.65483333333333
HIST1H3G	0.291666666666667
PASD1	-5.12016666666667
TINAG	0.348
PCDHAC2	-0.784
LRRC15	0.472666666666667
WBSCR17	-1.5175
TFF2	-0.236
PARP2	-1.02725
NDFIP2	-0.0535
PCDHGB2	-1.246
WDR60	-0.268
MAP7D2	-2.0936
USP45	-1.66775
GSDML	1.265
TNS1	0.1032
PLCD4	1.72575
IQCD	0.705
SMPX	-1.59825
CD9	1.82533333333333
SRGN	2.960875
CASP7	2.201
INOC1	0.3255
DKFZp451M2119	-0.768714285714286
VMAC	0.354
USP53	0.2513
CAMK1G	-0.710125
TMEM106A	0.334666666666667
CDC20	-1.9607
ACSL5	1.6405
CBWD5	-0.0115
C1orf87	-0.363166666666667
KIAA1274	0.79775
PRUNE2	-1.73384615384615
LYPLA2	0.39
DOK6	-1.3545
GPR149	-0.68375
FAM30A	4.701
TMEM129	0.059
SLC35B3	1.523
ACPP	-0.674111111111111
LOC200261	-0.729
SLC4A7	-0.5256
CCDC40	1.6855
GART	-1.03225
THOP1	-2.29425
SCARB1	-0.65275
CACNA1F	0.669
TRIAP1	-0.0926666666666667
SYT14L	-0.177
SFRS8	-0.5785
PBOV1	0.468
GOLSYN	2.03475
GJB7	-2.178
CAMK2N1	0.831416666666667
GREM1	2.79163636363636
FLJ20433	0.2895
QPCT	-2.161125
PRKAG2	1.439
H2AFX	-1.300875
C6orf154	-0.0675
PLOD3	-1.91075
ZBTB39	-1.29333333333333
WASF3	-0.744666666666667
DRG1	0.148
PRR4	-0.615
SPCS1	-0.04575
KDELR3	-0.489333333333333
SRP19	0.224833333333333
GABRA6	1.0695
MFSD1	0.749
MMEL1	2.9835
PDXDC2	-0.2932
BUB1	-3.01333333333333
RNF138	-0.49875
MYLPF	-1.15616666666667
AIF1	1.7545
DYNLRB1	0.4823
HCN3	-1.4825
HIST1H2AI	-0.14575
MAP4K5	-0.326416666666667
LASP1	0.304875
LOC130951	-1.3835
PLAA	0.740875
KRT6A	-1.1745
C6orf117	-2.179875
ARHGAP23	-1.5395
PTF1A	0.752
GPHA2	-0.42175
LCE3B	-0.101
MCL1	0.473285714285714
EHBP1	-0.946666666666666
PRNP	-0.1646875
ZSCAN1	0.07975
C1orf113	-0.215333333333333
FOXA3	-2.543625
NEB	0.20975
ASGR1	-4.89433333333333
CTGF	3.02083333333333
RAB17	1.14833333333333
MST101	-0.9425
JARID1B	0.0123
USP37	-0.3067
PTBP1	-0.950333333333333
PTPN7	0.927166666666667
CDC7	-2.18466666666667
SNX7	0.23275
ZNF335	-0.309
CPT2	-0.2175
HEATR1	-1.096375
HSPC152	-0.123125
C5orf40	-0.42325
PSME1	0.511
STAG3	-0.397
TMEM154	1.54833333333333
KLHL32	-0.3175
TSGA10IP	-0.5625
SUV420H2	-1.07783333333333
SF1	-0.8167
2'-PDE	-0.0435625
PNLIPRP2	-0.0715
TRSPAP1	0.428666666666667
NUP210	-0.366666666666667
ANP32C	-0.804833333333333
RAB11B	0.309666666666667
ASB15	0.514
ITGB3BP	-1.189
UBASH3A	0.75725
YWHAB	0.2345
TPRX1	-0.30525
LY6G5C	-0.328
SLC7A2	-0.138375
CLK1	0.9973
HSD3B7	-0.4075
VDR	2.76275
C16orf74	-0.692
ACE	0.071
PSMA2	0.510333333333333
CCDC131	-0.9175
ZNF213	0.983833333333333
EML2	0.7985
ALS2CR13	0.0246666666666667
GLYATL1	2.60075
DSPP	-0.188
DHFRL1	0.2935
C10orf30	-0.985
SH3RF2	-0.313833333333333
LOC197322	-1.05916666666667
DLL3	-2.19525
TIGD7	-0.24425
GFRA3	-0.3185
CPA1	0.361
RTN4	-0.378
PPT2	-2.46416666666667
FASLG	4.066
FOXP4	0.00725000000000001
RPL26	0.1446
GNL3L	-2.56933333333333
FMR1NB	-0.455333333333333
CD163	7.44025
SGPP2	4.048
GIMAP2	3.47075
CD37	2.99466666666667
DPT	4.78316666666667
NBLA00301	0.8515
RGS5	2.66458333333333
C9orf4	0.08
ACTL8	-4.056
PRKAR2B	0.1
OPLAH	0.818333333333333
C20orf134	2.49725
SPACA5	0.18625
TBL1X	-0.6735
TSPYL3	-0.7585
CHCHD3	-0.7565
CRKRS	0.884666666666667
GPR65	6.09175
DFFA	-0.832
FUT1	0.4835
C6orf204	-0.641333333333333
TMEM51	0.43825
ZNF580	-0.25075
CMTM2	0.168
C20orf200	0.3115
EZH1	-0.330166666666667
FDX1L	-0.103625
MRPL32	0.13775
PCAF	-0.5884
ALOX15B	1.329
CD59	1.23979166666667
CDK9	0.00824999999999999
ERP29	0.167
TTR	-6.1195
BCMO1	-0.0915
DDIT4	0.3319
PTGDS	4.4965
C3orf63	-0.035
BST2	2.377125
CYP1A2	-0.131
C5orf25	-1.77325
STX1A	-1.63582352941176
OR2A12	-0.457
SH3BP5L	0.0515
SERINC5	-0.5515
USP6	-1.1165
MRPL3	0.120166666666667
POMP	0.6825
INPP4B	0.358125
GMPPB	0.6115
EAPP	0.33525
AHSA1	-0.9575
ABCA11	0.1945
SLC5A6	0.132166666666667
HIVEP2	1.80925
SUMO2	0.227125
KIAA1822L	-0.830833333333333
C11orf67	1.58675
TXK	0.847
PHCA	-0.2735625
ICAM4	-2.08383333333333
FPGS	-0.293
SNRPA1	-0.83175
KCNJ4	-0.257
KIF6	0.434222222222222
HIST1H2BG	0.331666666666667
SLC5A5	-0.471333333333333
ZNF354B	-0.118666666666667
IL12RB2	0.735
C11orf76	0.69
GAL3ST2	-0.649
AIFM2	-1.21325
SYNC1	-0.526375
UBL3	0.7055
PIK3CG	0.192333333333333
NLN	-1.1727
BCORL1	-0.64275
CD5L	-0.744
ZNF238	0.748833333333333
KIAA1394	0.00966666666666667
C16orf55	-0.9656
CYP3A7	-2.56825
KRTAP3-1	-2.685
TFDP1	-1.60183333333333
MND1	-2.1035
NODAL	-1.1408
GTPBP4	-0.68175
TUBGCP2	0.8475
SLITRK5	-1.864
CIC	0.004
CD79A	2.99983333333333
SAMD14	-0.143833333333333
TNPO3	-1.3165
OR10G3	0.428
OR10G8	-0.6145
CCDC111	0.1275
HOXC9	0.91325
DCUN1D1	0.39825
CYB5R1	0.9865
TSR2	-0.06125
DAB2IP	0.5044
SLC6A5	0.4575
RAB3D	1.35725
DCUN1D4	-1.34666666666667
ERBB3	0.122333333333333
SDC1	1.12425
ATP6V1H	1.09133333333333
SYK	1.9075
ST20	-0.453
C13orf30	0.5275
WDR40A	0.363333333333333
ADMR	0.5265
LOC388335	1.954
ACSM1	2.016
TDG	-0.351916666666667
FLJ11235	0.33375
MRPS5	-0.7955
AGPAT2	-0.840833333333333
SLC12A1	1.9625
CYP27A1	-0.26275
THAP7	-1.0385
XPO1	-0.292833333333333
ALMS1L	-0.2355
C1orf2	-0.606625
ZNF777	-0.328333333333333
CAMK2A	-0.0474
SMC1B	0.010125
IHPK2	-0.2768
LEMD1	-2.37075
NKD2	-0.1814
CLU	2.267
ARMETL1	-0.1245
PABPC4	-1.3795
CXCL12	2.83216666666667
TFAP2C	1.2337
TTTY8	-0.0295
ABCB10	-0.9832
ENDOD1	1.001
IDI1	0.3295
KCTD6	2.03
CCDC105	-0.2255
ULBP2	-1.94583333333333
ZDHHC5	-0.234
WNT8A	0.198
COMMD10	0.85625
KLHL12	-0.2435
GPR50	-0.0695
NR5A2	0.403875
OXGR1	3.531
EHD3	-0.20625
CAPRIN2	-0.765125
KLRC3	-1.124
SF3B1	0.161142857142857
IPO7	-0.57025
ALDH1A1	0.654166666666667
ANKRD5	-0.02625
TSNARE1	-0.06
DDEFL1	0.832
RNASEL	1.0495
DNAH9	-1.0925
HELLS	-1.14225
TNS4	2.0845
NAV1	0.1854
KIAA1409	-1.05233333333333
C20orf26	2.546
TUBG1	-1.84725
IRX2	1.87825
CNGA4	-1.0015
MGC50559	1.30966666666667
OR4K17	-0.2442
TM2D2	0.717416666666667
FAM32A	0.61925
TXNDC14	-0.6785
CCBL1	-1.405
ANK1	-2.5391
PRSS23	-0.036875
PPM1L	2.084
SPATA20	-1.68
APCS	0.0113333333333333
C14orf122	-0.937666666666667
PSMB5	-0.746875
C6orf10	-0.2252
SETDB2	0.407
SPNS3	-0.172
SGMS2	0.306666666666667
MXD3	-1.23666666666667
MON2	-0.3565
CARTPT	-0.77725
HNF4A	-0.4705
RABEP1	0.6171
TNFRSF10B	-1.911125
USH1G	-1.398
PPAP2B	-1.093
TMEM16K	0.11925
CTDSP1	0.496833333333333
CDK5R1	0.208666666666667
GABRR1	0.656
OPN1LW	-0.1365
FAM98C	0.9145
DBN1	-0.664375
ACAD10	-0.869818181818182
QTRTD1	-0.56125
WNK3	-1.50383333333333
RPS19	0.40125
C1QB	4.57275
OTUD5	-0.38575
SLC41A2	0.8575
TMEM22	-1.39383333333333
KHSRP	-1.24275
TNFRSF11A	0.0691666666666667
FBL	-0.588333333333333
IBTK	0.377666666666667
OXER1	-0.083
CBLN4	1.599625
GPR172B	1.3985
CFTR	-1.37375
VSX1	0.789
CAMK1D	-0.3875
LOXL3	-2.88075
RTP4	3.39125
SLFNL1	0.061
KIAA0828	-0.7835
PAR5	-0.047
LOC723972	-0.25725
GDI2	1.038625
CEBPA	0.6745
MLF2	-0.387
AFMID	-0.42
ALOX12B	-0.162
BPHL	0.167125
COX5B	-0.5885
S100A10	-0.5403
THOC6	0.10925
NHN1	-1.0395
RRP12	-0.3685
ARID3B	-1.5275
CD3G	1.111
KIAA0133	-0.56
NAT11	-1.41783333333333
PPAT	-1.23866666666667
SIRT3	0.2451
TCERG1L	-1.64325
NIPA1	-0.1251
DPP8	0.2671
IL7R	2.85533333333333
ZFP64	-0.2775
DMAP1	-0.5848
TRMT12	1.2135
TLR4	1.8215
WFIKKN2	0.4065
RAB12	-1.616
DDX51	-0.874666666666667
KIAA1086	-2.21675
ZNF295	0.159
ACVR2B	-2.336
LOC494150	-0.0185
ZNF517	0.2145
DNASE1L2	-1.39616666666667
SUFU	0.310166666666667
LOC283677	0.7015
LMO3	3.2295
PPP2R5D	-0.8105
ZNF587	-0.5787
HIST4H4	-0.46175
CYP2C8	0.41
C1orf80	0.399166666666667
DOCK5	-2.11933333333333
C9orf24	0.046
OR5AR1	2.772
C11orf24	-0.495
UNQ1940	-0.42475
CAP2	0.6375
TIMM44	-0.529
DSEL	-1.4079
ROM1	1.135
FBXO4	0.4385
MYLC2PL	-2.1915
MLH3	0.1256
NOX1	2.25666666666667
DPEP2	2.27475
DNAJB5	0.03625
RLTPR	-0.5965
MBIP	-0.453833333333333
COPB1	-0.0126666666666667
SFTPA1B	-0.293
C10orf4	-0.0425
PRELID1	0.012
NOLA1	-0.49325
C19orf24	-0.39075
TLR9	0.0035
HLA-DMA	4.08933333333333
HCRP1	0.5705
GPR137	-0.540666666666667
ITGA11	0.00966666666666668
PHF13	0.532666666666667
MARK4	0.64
METTL4	-0.5855
MBD3	-1.0278
LOC134145	0.93375
FGF3	0.1855
SLC35A3	0.6555
CLEC16A	-0.15875
AMOTL1	-0.65275
FLJ31438	-0.35475
PAICS	-1.0755
TOMM40L	-0.209833333333333
MMD	-2.265
KLK10	-0.1337
NIT2	0.0858333333333333
SERPINB10	0.004
KLF15	-0.511888888888889
CCDC5	-0.38125
WSB2	-0.055
ME3	1.092
CACYBP	-0.0726666666666667
TCTN2	0.1395
JAK1	0.4335
C2orf25	0.16
GPD2	0.3655
FBXL11	0.358333333333333
CDV3	-0.469
GALNT11	-0.046125
NDUFA12L	-0.9597
FLOT1	-0.310857142857143
TOR1AIP2	0.04175
MMP25	0.79025
C1orf164	-0.3576
CHST5	-0.7575
LYRM4	-0.68025
GPER	-2.20225
HIPK2	0.866666666666667
DAP	-0.4661
ZMIZ1	1.26183333333333
DDX58	3.088125
DCC1	-0.446
AKT1	-0.580375
ENPP6	0.855833333333333
ERVWE1	0.3635
CDC34	-1.239
RNF125	-0.754
CASC1	3.5755
SHROOM2	1.169
RRM2B	0.732333333333333
COL6A3	1.42225
TMEFF1	-2.32225
PLEKHA4	0.9589
LYSMD1	1.09583333333333
SEPT1	0.848333333333333
AOF1	-0.58825
GNPAT	0.04875
WDR18	-1.11875
HSD17B12	-0.594
HIST1H2BM	0.939833333333333
INDOL1	1.39116666666667
SUDS3	0.026
C1orf192	-1.97
CYP2B6	-0.69875
TBC1D2	0.923
SLC25A12	-0.12575
ERCC6L	-2.26483333333333
MGC10814	-1.5765
POLR2C	-1.70566666666667
ZNF77	-0.727666666666667
EIF3K	0.1795
HPX	1.561
ANKRD27	-0.360125
MALAT1	0.6349375
PLB1	0.66
HRNBP3	-1.259375
CPSF4	-1.26225
OR52N2	-0.8795
PIP5KL1	0.34975
GH1	-0.00449999999999999
HPS5	-0.12275
SLFN5	1.821375
POP5	0.166
OVOS2	-3.1174
C20orf108	-0.46975
MARS	-0.9385
CLRN3	0.6686
ARSE	-1.604
PPIE	0.207166666666667
PHACS	-0.5655
GP5	0.584
IL8RB	2.26466666666667
FCRLA	1.422625
ARRDC1	0.3865
KRTAP9-4	0.12825
ZNF613	0.8695
OR11A1	-0.416
TMEM132B	-3.325
PGLS	0.111
BSND	-3.72883333333333
KCNK18	1.0345
FOXD4	1.38675
SV2C	0.81225
LCN2	0.721
ZNF490	1.0244
C3orf15	1.8306
CACNA2D4	-0.9535
CBX5	-0.91325
MAGEB4	-0.26175
BOLA1	-0.223
PPP2R5E	-0.81675
COL5A1	0.426083333333333
ASB7	0.15
SFT2D1	0.68675
DERL1	1.2514
RABL2A	0.634666666666667
MOAP1	-0.379
KIAA1545	0.64
F3	-0.16775
PLEKHM2	-0.58375
CCDC89	1.57116666666667
EFCAB1	2.07642857142857
TMEM48	-0.924
SEPHS2	0.106
PYGM	-1.781
PRICKLE1	2.1275
WNT5B	-1.1415
TAS2R38	3.0655
IMP5	-0.39525
KHDRBS1	-0.0499
LARS2	-0.604333333333333
C3orf28	-0.74075
FTCD	-3.64
