Hybridization REF	TCGA-BH-A1ET-01A-11R-A137-07
KCNK15	0.531
TNIP2	0.561
GPR146	0.09475
NOL6	-0.0695
SPC25	-4.43433333333333
STEAP2	4.10085714285714
VAMP3	0.537333333333333
TCIRG1	0.2585
ZP4	-0.556
PARL	0.248875
TRIM39	0.420166666666667
KIAA1305	0.8345
CRNN	0.129833333333333
GRN	0.28225
HSH2D	0.845
SCAMP1	0.8869375
KIAA1913	0.67275
PTS	-0.30475
BANP	-0.0546428571428572
PRKACG	0.5045
ADCY6	0.596333333333333
C16orf46	-0.204
CYP51A1	-0.3435
DDC	-6.044
ANPEP	3.11016666666667
PROM1	-1.07166666666667
SIGLEC10	2.71225
COPG	0.735
FAM26E	1.62425
TRIP4	0.31125
SNX3	0.113833333333333
C1orf175	0.422166666666667
PPY2	1.06025
C14orf152	0.2395
FTSJ1	-0.7205
DST	0.61585
LOC554235	0.141
GLRX5	-0.36725
C20orf12	1.1796
CAB39	0.0161666666666667
MSH2	-1.205
PIP4K2C	0.66375
CYLD	2.042
WTAP	0.43325
MGAT4A	1.72622222222222
TSC22D4	-0.3762
CHRM2	-1.392
PPYR1	0.0665
CCNH	0.2765
RRM1	-0.8225
ECAT8	-2.63925
LOC400120	-0.3685
GABRA4	-0.207714285714286
C14orf4	1.54783333333333
C1orf59	-2.05075
CTDSPL	1.36583333333333
NHEDC2	-1.691
PDE11A	-0.3298125
KLHL29	-1.1065
CD5	-0.5912
TSPAN9	1.889
WDR67	-0.75525
THUMPD1	0.9949
C18orf17	1.00525
CLYBL	-0.274166666666667
FLJ13231	-0.513625
CMBL	0.996375
LECT2	-0.38175
NKAPL	2.58966666666667
LOC654780	1.2215
OR4C6	0.446
RAB30	2.67383333333333
TSSK4	-0.383
TMEM163	0.901
OSBPL11	0.251833333333333
GNB5	-1.894
CCL21	2.34575
C1orf121	-0.262333333333333
FMO2	2.574
RPTN	-0.7815
MSTN	1.008
VCL	-0.258142857142857
FYTTD1	0.25975
C11orf1	1.451
CCDC88C	0.6403125
HFE	-0.0268333333333333
MOGAT1	-0.7375
FAM125B	0.4075
IRGQ	0.68
RAVER2	0.03625
AKAP5	-0.315
SSSCA1	-0.55625
C11orf63	1.389625
ACTG2	-0.6459
PORCN	-0.542
DTL	-3.11409090909091
TMEM151	0.25925
FAM122C	-1.03875
RSAD2	2.2588
BAT4	-0.543
KRTDAP	-1.975
MYH8	0.485625
CRTC3	0.41425
LRRFIP2	0.209
INTS4	-0.453666666666667
TTN	-1.2375
SLC26A5	1.0825
PLLP	-1.07475
RGS6	-0.836125
SRGAP3	1.169875
ZNF525	0.081
NBR2	-0.0796666666666667
C13orf1	0.182
ZNF137	0.2
CEP27	-1.357
BEST2	-0.022
RNF121	-0.06725
DMRTC2	0.734
C8orf76	-0.09575
BCCIP	0.636
MEST	-1.21275
HTRA2	0.107
ANGPTL2	0.4415
ILKAP	0.0325
ERAS	-0.2195
HBS1L	-0.420625
CPA5	0.3845
TMEM30A	1.02433333333333
CD300LF	2.47583333333333
WISP3	0.8825
CRK	0.504642857142857
PDS5A	-0.213
BRPF3	0.512333333333333
NEDD9	0.207625
SMPDL3B	2.306
PSG6	-0.0780000000000001
PSMD13	0.5235
ETV5	-1.6358125
OR51A4	-0.936
BTBD7	0.583666666666667
GSTO1	-0.909125
hCG_16001	0.4715
MAD2L1BP	-0.246333333333333
COX6A2	0.756
SCNN1A	3.1305
LSM1	0.2955
UGT2B11	5.0495
IDUA	1.26025
PPP2R3C	-0.7425
COX11	-0.899166666666667
PDZK1	2.2485
ZNF443	0.791166666666667
MGC21874	1.89616666666667
ZNF323	1.8899
KRTAP10-10	0.349
CXCL6	-0.084
SLC34A2	1.6105
LOC284402	0.5475
NPTN	1.41716666666667
UPP1	-2.50533333333333
SLC6A9	1.282
OR7G3	0.33375
CISD1	-0.772
ZNF545	0.1805
SYT14	-0.731
NT5C3L	0.278666666666667
ZNHIT3	-0.0256666666666667
SNRPD3	-0.52875
KIAA0701	0.833625
UNC93B1	-0.0548333333333333
GMNN	-2.25125
SPCS2	0.6035
LOC388524	-0.6575
NAPRT1	0.507625
PNLIPRP1	0.396333333333333
OR6V1	0.5305
PRKAB1	-0.27725
EYA4	-1.38266666666667
KIF20A	-3.45025
ALG10	0.95425
ITPKC	1.0875
LMX1B	1.3615
RPUSD4	-0.3705
C7orf34	0.0158333333333333
DLGAP2	0.7015
PFN1	-0.648
MICALL2	-0.0585
ZNF654	0.5425
SS18L1	-1.228125
SLC16A8	0.42175
MKI67IP	0.0151666666666667
ITGB3	-1.145
TCEA3	3.07258333333333
CEP152	-2.743875
CLIP1	0.378
ZNF75	0.8278125
ATP5C1	-0.118666666666667
NUDT5	-0.710833333333333
PSCDBP	0.69975
UBP1	0.16975
RBM27	-0.01325
C13orf15	2.666
ZNF282	0.00600000000000001
ZNF222	-0.1843
COL10A1	5.29425
PRDM15	-0.779875
TTTY5	0.173
FAM9C	-0.114416666666667
C20orf67	-0.0615
GNG13	0.5055
F12	0.2115
C1orf41	-0.28775
CPXCR1	-0.2765
GSK3A	0.441625
SUPT6H	-0.1205
PI16	1.71583333333333
ELL2	0.0231666666666667
C9orf167	-2.1645
PVRL3	-2.0532
FLJ38596	1.39725
ADAM20	0.30625
GPR89A	0.1105
GPR87	-0.3715
ZNF30	1.0075
SMR3B	0.289
ZNF770	0.358125
TRPC4AP	-0.281
DKFZP686E2158	0.731666666666667
C2orf28	0.489666666666667
FREM1	-0.852333333333333
LAMA4	0.197833333333333
ADPRHL2	-0.05025
EIF4G2	0.645333333333333
GUCA1A	-0.0395
CTNNA2	-2.02525
NUDT15	-1.03533333333333
CEPT1	0.135666666666667
ZNFX1	0.5691
CCDC92	1.03925
TDRD1	-0.938
KCNK5	-0.463
ETNK1	0.60625
LTA	0.3655
TTPA	-1.30283333333333
B3GALNT2	-0.274
SC65	0.458333333333333
PEX5L	-2.32275
EPS15L1	0.05325
MGEA5	-0.63575
HIST1H3A	0.64825
ING1	0.22175
BCAT1	-3.600125
ORC6L	-4.20009090909091
KLK11	-5.41433333333333
C19orf28	-1.258375
DNER	-4.81125
MED22	-0.596785714285714
ETV6	1.094
CHAC2	-0.3255
CD300E	0.476
CEBPB	-0.416416666666667
ZNF398	0.094
LRCH3	-0.0175
HMGA1	-1.9125
CAPN7	0.323333333333333
MGC5566	-3.464
CCL3	2.79425
NANOS1	0.725875
ZFYVE19	0.42175
APITD1	-0.0186666666666667
PARD3	0.249375
IRAK4	0.1815
SERPINI2	-0.3615
CEP170L	-1.16
TTC9	2.4775
MYOM3	-0.95675
MLPH	2.11775
LOC222699	1.006
NRG1	-1.86233333333333
TBC1D9	3.61781818181818
TTK	-3.89333333333333
ZNF557	0.6305
DDX41	-0.603
FANK1	2.957
UBE2D2	-0.0735
PSMB10	0.194125
MYH7B	0.5295
GABARAPL2	-0.031625
MARVELD2	2.094
DGCR2	0.148
UNC45A	-0.172333333333333
C6orf72	0.5625
ZNF683	5.16075
GIT2	-0.205625
CASK	-0.2795
C14orf161	3.91733333333333
LRRC44	1.85925
TIFA	1.1365
UTP11L	-0.744875
C6orf65	-1.332
FDPS	-0.61
DUSP9	-2.0589
SLC17A8	1.2165
OR51G1	0.673666666666667
NANS	0.93475
OLFML1	1.74975
ATP10B	-1.92575
NPAS3	0.92025
PRKCA	-2.622
GGA2	0.2315
LCE4A	0.681
SPANXN3	-1.07075
CCDC115	1.62775
SDCCAG3	-1.38975
GLIPR1L1	-1.44625
TTC1	-0.13425
C17orf76	1.35475
MAD2L2	-1.47675
HIPK1	-0.25
LRRC3B	0.421166666666667
CLN3	0.132181818181818
C17orf47	0.3495
FMN2	-1.4175
TUBB1	-1.41025
WAPAL	0.107833333333333
C3orf21	-0.732
SCN5A	-0.4068
SMYD1	-0.136
BEX5	0.5605
ZNF192	0.596
SEC22A	-0.0348333333333333
GRIA2	6.00614285714286
KIAA0825	-1.16675
NUSAP1	-3.61509090909091
LANCL1	0.10275
C15orf40	-0.5838
ZNF645	0.56025
GPR61	0.13575
NLRP14	-0.538
SNX21	0.348
C1QTNF8	0.0825
C17orf46	-0.21625
IFNA8	0.225
SPRR1B	-2.8185
FLRT1	-0.70475
SNX17	0.216166666666667
ASB2	0.0936666666666667
HBG1	-5.1305
RPRML	-1.46875
JOSD2	-0.269166666666667
PLSCR3	-0.04925
SPOCD1	1.635
RAB39	-1.649
GHRH	2.14583333333333
ITIH5L	1.01925
C17orf37	1.0325
SMCR8	1.11375
DPY19L2P3	-1.54783333333333
IL11RA	0.456666666666667
GDF3	-3.91833333333333
RPS6KB1	-1.07791666666667
DNAJC19	1.3363
TOP1	-0.509
CRCT1	-0.42475
MPST	-0.272375
DPM2	0.49475
FAM38B	-2.0575
SLC18A1	-1.86366666666667
FARP1	0.436333333333333
PAX7	0.0825
TUBD1	-1.14025
GNL3	-0.533125
BTG2	2.07346666666667
NDUFS6	-0.3575
C1orf79	-1.42175
ERAL1	-0.264
ECHS1	0.68425
VPS4A	-0.797333333333333
CYP11A1	-0.97725
ABCC6	0.264928571428571
PBX4	-2.6425
MOSC1	-1.36625
NCF4	0.086
HYMAI	0.1335
NAGPA	-0.255375
OTOP2	0.419
ACOT12	-0.515
MTHFD2L	-0.03125
LOC441376	0.43775
C19orf34	0.6595
RAB1B	-0.0305
ALDOAP2	0.011
NTRK1	-1.85016666666667
ARTS-1	0.1441
SLC6A11	-1.003
NAP1L2	-0.68025
CNGB1	0.0891666666666667
EPB41L4B	1.02091666666667
FAM134B	3.538875
HS3ST3A1	-1.962
CPXM2	4.48475
SIRPB2	1.4385
CHORDC1	-0.915333333333333
TRIB3	-1.5015
SLC2A5	0.5155
C2orf49	-0.545333333333333
DDX5	0.1835
OR5L1	1.427
ANAPC4	-0.144833333333333
ZSWIM1	0.555375
LOC93622	0.535375
KCNK3	-0.5593
RP11-35N6.1	-1.968
ZFP161	0.550833333333333
AQP9	1.23775
SLC15A2	-0.846666666666667
MREG	1.06483333333333
OR9I1	0.555
PDLIM2	0.28975
ADAM7	0.2175
GSTCD	0.385166666666667
WDR21A	-0.523
SLC12A8	1.66383333333333
TMEM174	0.273
IGSF3	0.661083333333333
LRRN1	2.38475
LOC402117	0.352
SRPK1	-1.41466666666667
LY6K	-2.1456875
NFIA	2.946
PTCD3	-0.08925
LEP	2.82233333333333
PCDH21	-0.615166666666667
MAPKAPK2	0.567714285714286
NMNAT1	0.1685
LHFPL2	0.207375
C9orf43	1.28125
DIP2A	-0.560666666666667
ACTR8	0.1365
CCDC34	-0.53825
PTPN22	-1.00475
ITGA3	-1.013625
FAM129C	0.955
RABGGTA	0.278666666666667
UNC45B	0.7675
KIAA1033	-0.036
ZNF510	0.7575
CYP2D6	-0.6535
SLC26A10	-1.3925
STX8	0.236
LUZP1	0.093875
WDR89	0.470666666666667
EIF4G3	-0.6565
C5AR1	0.61575
ZNF623	0.5165
A2M	0.678
TGM7	-0.459
GRPEL1	-0.0825
LMNB2	-1.8088
ROCK2	-0.0443333333333333
SNX16	1.121625
CCDC66	0.42075
ANXA3	-0.5435
KIAA1609	-0.4365
EED	-0.722
RNF32	-1.3925
HES1	1.8852
CLC	0.5865
ISL1	-1.77616666666667
KIAA0528	0.53125
MANEA	0.25175
C1orf61	-2.6645
hCG_2001000	0.4
RAPGEF6	-0.1429
KIAA0020	-0.642833333333333
NEIL1	1.72125
C16orf45	-0.303375
RBM10	-0.5685
C10orf125	-2.13625
MRS2L	-0.0805
DNAH17	-1.333125
C19orf10	-0.24825
C1orf160	0.722
SLFN12	2.15625
EXOC3	-0.344
HIST3H3	0.51175
NCOR2	0.196333333333333
TNFRSF9	-1.57875
MFSD8	1.0865
ALX1	-4.19933333333333
NOL1	-1.3185
PODN	3.24125
TIAL1	-0.54275
HIST1H1E	-0.4505
NPY6R	0.4735
TM4SF4	-0.61075
CORO2A	0.12075
ETNK2	1.52183333333333
APOE	0.0195
ANGPT4	-0.3605
HDGF2	-0.35325
G30	0.4355
ST8SIA4	-0.119
F2RL1	-0.018
FAM19A4	-2.55225
CCAR1	0.3445
B3GNT7	0.164
OPHN1	0.0309
DSCR6	-0.926
C21orf13	2.40866666666667
GAS2L1	0.164833333333333
RFX3	-0.285333333333333
COPS4	0.602625
BCHE	-4.69233333333333
BCL2	2.415625
HBZ	-3.27183333333333
ARL13B	0.355375
MAPBPIP	0.858125
MYO15B	0.104
SPZ1	-0.612
KIAA1324	3.51833333333333
PLCL2	-0.36075
C4orf29	-0.26225
WDFY2	-0.627375
ZNF284	-0.532
NAALADL1	0.426
DUSP5	1.03033333333333
PXDN	0.96775
SLMO1	-2.31
TNXB	0.2072
BIRC7	-1.628
A4GALT	0.5115
TIMM22	0.7995
FAM110C	1.98075
TOMM34	-0.50075
ABHD9	-0.2535
ADAM32	0.1095
CRHBP	0.7685
AQP2	0.44325
LOC130355	1.26975
ZNF187	0.410333333333333
ZNF816A	0.385
F7	1.399875
CNOT1	-1.0195
SLC13A4	-1.142
ZBTB11	0.24
B3GALT5	-0.316
EXOC2	0.951666666666667
IRS1	1.3398
TMEM1	-0.193666666666667
MRPL34	0.0896666666666667
SAMM50	-0.902
CDC42EP3	-1.112
HSF2	-0.4297
MFN2	0.1675
TSPAN7	-1.2175
NUCB1	0.66925
RHOH	1.295
ARL16	-0.8895
TACR1	-0.00299999999999997
SFRS5	-0.0658333333333333
SNX25	0.595625
RHBDF1	1.12283333333333
PCDH18	2.4555
HMG1L1	-0.31775
MYO5C	1.852
MAPK10	0.9745
LDHAL6A	-0.160833333333333
NUDT12	2.28933333333333
NCAM1	-0.325
GLIS2	0.169
GGTL4	-1.46
DAPP1	1.21675
ATF7	1.947875
KIAA0748	-0.8395
NFIL3	-2.0435
TM6SF1	0.6465
SEZ6	0.12625
NANOS3	0.5625
DNAJA3	0.232666666666667
CLDN6	-2.9425
CIITA	2.7774
EPHA4	-1.01516666666667
FANCC	-1.079
CMTM3	0.45375
PSG3	-0.64225
MRPL15	-0.506
C21orf59	0.40175
PLCXD2	-0.4
C2orf34	0.184875
UBE2L6	1.323
MED14	1.36083333333333
HP1BP3	-1.0383
C6orf208	0.315
TPBG	1.31425
OSR2	0.035625
XPC	0.0641666666666667
KLHL7	-0.824
CCR3	-0.634
AGTPBP1	-0.814
PCSK6	-2.16773333333333
STAT5A	-1.1661
FAM18B	1.2415
LONRF2	1.08483333333333
PTPN2	-0.3465
SF3A3	-0.767
EFCBP2	-0.4115
HCFC1	-0.595333333333333
AHNAK	1.0933
ACTR5	-0.57575
KIF14	-4.48057142857143
TENC1	1.94
HEATR5B	1.507
YIPF2	0.811833333333333
MYEOV2	0.722166666666667
DUSP18	0.751
KIAA1012	0.386
AHR	0.866
C17orf53	-1.94716666666667
PTPRH	-3.9285
ATP6V1C1	-0.2211
TAS2R3	0.509
LOC440356	-1.11375
COQ10B	0.943
PSMF1	0.281833333333333
SORBS2	3.10141666666667
NFE2L2	0.17825
TMCO7	-0.91525
SH3PXD2A	-0.038
SH2D2A	-1.90775
SPINK5	-2.1095
MRPS24	-0.62475
OPA3	0.247625
TRAF7	0.289333333333333
C4orf35	0.404
MT1G	-0.366
MGC39545	-0.07825
HS1BP3	0.3718
OR2B2	-0.127
CHRM4	0.0325
SFRP2	4.06766666666667
RIC3	-0.8295
ART1	0.299
C6orf1	0.580375
DUS4L	-0.96975
C10orf104	0.52675
TNFAIP6	3.11875
RTEL1	-1.54375
CCT4	-0.924
ZNF709	0.02275
CHMP6	0.172666666666667
UPP2	0.073
CYP19A1	-2.118625
CD151	0.796666666666667
NDUFA13	0.507166666666667
ARFRP1	-1.1115
FAM26B	1.2995
CRYBA1	-2.2
MRPL41	0.362833333333333
NPFFR2	0.81025
HRH2	0.1005
SCAMP3	0.247666666666667
MTMR6	0.618
MTG1	-1.02
UBTD1	1.2025
CRABP1	-3.366
FLJ33790	0.6322
KIAA1908	-0.388
GPR158	-2.914
PACSIN3	0.531666666666667
OMD	4.15216666666667
CATSPER1	-0.727
HOXB8	-2.27225
FBXO46	1.0315
OAS1	1.30433333333333
SVIL	-0.309
PHB2	-0.73
ADCY3	-1.047
NDRG2	1.9305
ERMAP	0.9232
APBA2	-1.8395
IGSF9	1.16325
WNT6	-0.5965
MYCBPAP	0.51175
ATP2B2	-0.3574
CPVL	-0.5157
TRAM2	-0.563166666666667
NOP5/NOP58	-0.4795
ZNRF4	0.22175
TLK1	0.236125
MTMR12	0.543785714285714
ZNF384	-0.2475
FAM9B	-3.221
RPN1	0.3674
PMVK	1.053
EIF3D	-0.8694
SIX2	0.2455
HPS1	0.412785714285714
RNF7	0.55375
PSKH2	-0.3735
KCTD13	0.161833333333333
CSMD3	-0.6554
FBF1	-0.447
IL8	-5.992125
SERPINB13	0.427583333333333
FBXL20	0.248
BLR1	0.6775
SH2B1	-0.00899999999999999
RFNG	0.15475
RAB20	1.34366666666667
RBM7	-0.2475
POLR1A	-0.35
TMPRSS4	-1.7955
TAF9	-0.27675
TERF2	-0.421333333333333
TNFRSF1A	0.516
ACADVL	-0.3185
GTF2H5	1.22925
EDG8	-0.0626666666666667
C9orf140	-1.23975
UST6	0.0673333333333334
ZBTB8OS	-0.28875
ZNF710	0.977
GPR174	-1.9225
ATP6V0A2	-0.82325
KIAA0319L	0.64775
XKRX	0.042
DOPEY2	1.9752
SDHD	0.1205
SUMF1	1.47425
OSM	2.999
OPN3	-1.84075
DAGLB	0.176333333333333
PPFIBP1	-0.2583
TRIM63	-1.8335
C10orf53	-1.204
LYPD3	1.859
BCL7A	-0.092125
AGER	-1.243
TCF19	-1.319375
SAT2	0.3885
PFTK1	-0.445833333333333
GABRE	-3.241
C15orf38	1.7837
FIS1	0.6305
KCNV2	0.04625
CLPS	0.302
PPCDC	-0.57675
FOXN2	-0.758833333333333
NT5E	-3.6874
CD83	0.18025
IL18	0.72225
VPS16	-0.271
IGFBP2	0.205833333333333
NOTCH2	1.12
SIGLEC1	1.714625
CD93	5.801
SULF2	0.61675
CEP164	-0.387375
P53AIP1	0.703166666666667
TOR2A	0.135833333333333
ZNF136	0.496
MGP	3.8699
CCDC144A	0.527666666666667
TRPC1	-0.972333333333333
SMS	-1.361
MAPK7	-0.263
RRAGC	0.64625
PARD6A	0.0828333333333333
NUB1	0.778666666666667
SYNGR4	-0.13125
OR11H12	0.1895
WIF1	1.001625
GCH1	-0.08975
OR11H4	0.0275
SLC44A5	-0.0675
GPRIN2	0.0425
LOC401431	0.2465
CPA4	-2.9641
MELK	-3.626
IL15RA	0.653
CUL3	0.84
HMBOX1	0.763
PODXL	-1.60975
CCT6B	2.16133333333333
COMTD1	-0.4075
MUC20	2.51933333333333
GPX2	-3.7005
ITK	-1.130875
FBXL5	1.99425
C13orf27	-1.997
DEFA5	-0.3365
TRHDE	-0.3305
MTP18	-0.334833333333333
UQCRQ	1.5575
ITGB2	1.20275
CSRP2BP	0.29275
TAS2R44	0.1435
PHPT1	0.14775
FAM44C	0.3005
ERH	-0.18125
MPHOSPH1	-2.19633333333333
MORC1	-1.411
PARVB	-1.509
LAMA1	-2.1305
PGBD3	0.925
GIMAP6	4.381
AREG	-2.9595
LIPT1	0.3525
MGC99813	-0.82975
C1orf201	0.286
GRIN2A	-1.10744444444444
MAN2C1	-0.673375
NSUN5	-0.99275
SF3B5	0.20275
MYC	-2.7720625
NRXN1	-1.04972727272727
ZNF18	0.82575
SPDYA	-1.11975
SLC37A1	1.497
DECR2	-0.1485
ANKRD38	1.14525
SPTLC3	-0.5525
SUPT16H	-0.938875
DTWD2	2.03875
ULBP1	-1.05
ZADH1	0.476833333333333
OIP5	-3.465
IL10RB	0.4145
OTUB2	-0.220625
VWA3A	0.678333333333333
SPIC	-0.314833333333333
OR6C4	0.1885
PSCD4	0.936833333333333
DPY19L2P2	-0.3255
TRAPPC6A	0.517833333333333
C21orf2	0.2305
CEMP1	-0.38875
LIN7B	0.2015
E2F7	-3.36183333333333
VCP	-0.000625000000000011
LAMA3	0.120416666666667
BGN	2.0045
GPR160	2.57583333333333
COCH	-5.21983333333333
GPR81	2.14183333333333
APOBEC3F	-1.42025
tcag7.1017	-0.8845
C1orf32	0.3435
SCGB1D2	6.057
FLJ43987	-0.822
C6orf170	0.612
KLK9	0.1335
GPD1L	0.77475
VPS37B	0.4825
ATG3	-0.0638333333333333
ADAMTS17	0.1165
KLHDC2	0.787166666666667
NDUFV2	0.91925
BLK	-3.01025
MATN4	-2.1515
GPM6A	1.41475
GBP4	3.47316666666667
TMEM162	0.0685
PKP2	-1.77
HRASLS	-0.378222222222222
MMP1	-5.57425
SFXN3	0.1793
FSD1	-2.1435
ST6GALNAC3	-1.03816666666667
CA12	3.4189
NCOA6	0.33175
C19orf58	0.0277
PPP4R1	0.246
MAN1A2	0.9685
IKBKAP	-0.6485
UPF1	0.2435
KIAA1219	0.49925
WNT16	-0.126
SNW1	-0.05175
IL18RAP	3.28575
RPP30	-0.177875
CDC40	0.1395
SETD3	0.086
SLAMF6	0.18525
ELK4	-0.602
TRIM47	0.4145
ACOX3	1.186125
TRIM6	-0.471125
KIAA0372	0.1465
TP53AP1	1.392
SMURF2	-0.347
ADAD1	0.5805
EBP	-1.3232
KRTAP13-2	0.388
FLJ36874	-0.8665
TOR1A	-0.124666666666667
P2RY4	0.7455
GPBP1	0.14925
TRPV1	0.356625
ADAMTS12	0.2945
PES1	-0.8731
ATG4A	0.927
MAGEA10	-4.7865
WFS1	1.7995
CC2D1B	-0.544166666666667
PABPN1	-0.67725
SLC25A30	0.56025
SLCO1C1	0.0831666666666667
SLC22A5	1.94425
KIF23	-3.46383333333333
SYN2	-0.224833333333333
ASPN	7.54383333333333
CENTG2	0.36725
QSOX2	-2.4173
FLJ10815	-0.436166666666667
STK24	0.1096875
SPEG	-0.3173
STK10	-0.0735
DACT2	-1.0135
AAAS	-0.6845
SSX3	-1.48275
ABCD3	0.568
C4orf12	0.243375
PARVG	1.41066666666667
FIG4	0.9715
C9orf46	2.08675
TMCO6	-0.7455
IGHMBP2	-0.65025
DUS2L	-0.999333333333333
FAM3C	-0.273125
TMEM16D	-3.14775
DCTN4	0.617
KCNH3	-0.33975
EIF2AK2	0.468
AP1S3	-0.121125
CST4	3.3475
PAM	0.6604375
NUTF2	-1.08925
CITED2	1.7231
SLC39A4	-1.14175
C2orf52	-1.405
GRM3	-0.05
C12orf49	0.520375
CCDC49	-0.1389
GRAMD1B	-2.08
FNDC4	-0.12925
SIAH2	1.26875
GDPD4	0.04775
C21orf87	0.817375
ATP5A1	0.355333333333333
C16orf63	-0.14
LOC388135	0.757333333333333
ATP5J2	-0.119375
MMP3	0.42825
EMID2	-0.22475
CRHR1	0.056
WDR70	-0.41475
C13orf31	1.021
ZFAND1	-0.24875
CCL18	2.435
C3orf49	0.3055
RINT1	0.08
KIAA0408	-2.0385
F13A1	5.1061
SLC10A1	0.167833333333333
OGN	3.20025
GIPC2	-0.977166666666667
XPO6	-0.396666666666667
LCE1A	0.3365
FMR1	-0.4957
LOC374920	-0.11375
DUSP3	0.272875
ANKMY1	1.00725
C7orf50	-0.09025
BBS9	-0.1839
UNC119B	-0.522125
C9orf72	-0.24325
MGC35440	0.006
ENTPD6	0.715875
PPP1R2P9	0.81625
ERCC4	0.44275
FAHD2B	0.6345
HMHA1	0.1835
HACL1	-0.61025
RAD23A	-0.843
FAM83B	-1.5605
PPP5C	-0.8075
RNASEH2C	-0.521875
C9orf153	-0.27975
SCAMP4	1.307875
GHITM	1.0153
NDUFB7	0.001875
ADCYAP1	1.4805
SP110	1.57883333333333
MAP3K7IP2	0.723
DHH	0.3365
AGRN	-0.420785714285714
WDR33	-0.146166666666667
CEP290	0.105
PRPS1L1	-0.853166666666667
KLRA1	-0.6785
GPR97	0.0585
CHD7	-0.930333333333333
TLR10	2.762
SLC30A8	0.5635
HIC1	1.49716666666667
IAPP	-0.568
RXFP4	0.29825
GP1BB	0.5535
SHQ1	0.9775
NKX2-3	0.336333333333333
API5	-0.0515
FTHP1	0.0995
MOV10L1	0.343
TRIM6-TRIM34	2.1905
ADHFE1	0.68325
FAM117A	-0.50475
DDI1	-0.1496
CDON	0.333
TRIM73	-1.3775
IGKC	4.613
MMP14	-0.445666666666667
DYNC1LI1	0.043375
C11orf66	0.4335
TRBV3-1	-1.42425
FASTKD5	0.00975
BIVM	-1.6925
LHX4	-0.38675
CXCL2	-1.3366
RAB2B	-0.492
IZUMO1	-1.8565
MAP3K15	-2.0765
FAM19A2	0.359166666666667
ZC3H8	-0.0648333333333333
ZMAT1	1.931125
SPINK5L3	-3.435
SLC10A6	0.2145
APPL2	-0.138
CARD10	-0.346
LOC402176	-0.50775
EEF1D	0.4706
RAB6A	0.4472
C12orf5	-0.265125
PAPOLG	0.788
MSRB2	1.53575
BCR	0.252222222222222
PUS3	0.0185
TIAM2	-0.0965
ZNF317	-0.0721666666666667
CHD2	0.176857142857143
FZD5	-3.02509090909091
NUDT8	0.2755
ZNF763	0.5075
PRC1	-3.23711111111111
ABCB9	1.55733333333333
SPATA3	-0.013
TRAK2	1.329375
STAB1	2.758125
LRRTM2	-0.457833333333333
psiTPTE22	0.65875
DBI	1.7755
SERPINA11	2.17325
NAT5	0.34425
C20orf58	-1.85175
RPS6KA4	-0.0553333333333333
FLJ90650	-0.33975
TGFBRAP1	0.14375
CHRDL2	-0.244625
FAHD2A	-0.00983333333333334
CNTN1	0.128
BBS4	0.8187
TMEM181	0.92275
MINPP1	-0.12625
MPHOSPH6	-0.817583333333333
HOXC10	1.5311
ITPKB	0.05225
CLPTM1L	-0.023625
MEOX2	0.602
ATP6V0C	0.89675
PRPF8	-0.0183333333333333
TMC5	3.933
FKBP3	0.34475
PLEKHB2	-0.653375
OR4D6	0.1385
ZNF544	-0.1008
D2HGDH	0.49325
RPL18A	-0.8115
HEL308	0.15575
MPP6	-3.95825
TCERG1	-1.80025
KRT16	-1.46866666666667
KLF17	0.36775
KLF5	-1.7805
CDR1	2.6765
VCX3A	-3.815
FBLN2	2.16225
C14orf104	0.36425
HBE1	-4.9496
OR4S2	-0.771
C1orf108	-0.195
ROBO4	3.687
CPEB4	0.7975
C11orf80	-0.206166666666667
BCKDHA	0.72
MYOC	0.4095
GIF	-0.616
CKMT1A	2.1995
RPL3	0.1887
THBS1	2.8965
APOO	-0.90825
ARMCX1	2.17025
HSZFP36	1.47075
SNAPC5	-0.11275
EIF4ENIF1	-0.09625
ZNF433	0.9655
TNFRSF21	-1.924875
TMPRSS7	0.242
SPATA18	2.2177
HPDL	-3.6
MKL2	1.774
TBX3	-1.98492307692308
C21orf93	-0.00616666666666662
DAXX	0.60325
ELMO1	0.214
RGS13	2.87533333333333
TAF11	-1.388
UNC13A	-2.62575
LOC653314	-0.2169
ORC3L	-0.02225
IMAA	-3.822
TARBP2	-0.05525
CABIN1	-0.5929
TRIOBP	-0.12575
HIST1H2AC	1.090625
RGS22	1.04133333333333
NCOA1	1.526
IL25	0.1905
SNCG	0.17
GPR6	-0.2435
AMDHD1	-2.1835
CHEK2	-2.06375
C6orf142	0.47875
DRD4	0.52575
C14orf68	-1.66225
GDF11	-2.6385
SEMG2	-0.039
CD247	-1.81
CDAN1	-0.06575
RBMX2	-0.3805
TGS1	-0.628
OIT3	0.352
SYF2	0.26775
MCM4	-2.96075
PKHD1L1	0.789375
CEP192	-0.8665
IFT88	1.48425
RPL9	0.0545
RAB32	-0.28875
DDX43	-0.8495
P2RX2	0.338666666666667
OR5D18	0.1975
UBE1	1.77325
SLC24A1	1.48775
ARHGAP5	0.22525
CETP	-0.8625
KIAA1731	-0.898
SLC9A4	0.5455
PTPN6	1.17575
BAHD1	0.48625
GRIK3	0.5605
CACNB2	-0.6118
PDE10A	-0.22125
DGCR14	-0.74925
PCDHB9	-0.535333333333333
