Hybridization REF	TCGA-BH-A0AZ-01A-21R-A12P-07
SUPT3H	-0.3
ACTBL1	-1.227
ADAMTS4	1.1655
SLIT3	2.56275
RHEBL1	-1.0445
NPM2	-1.54725
MAN1C1	1.387875
KIAA1856	1.65058333333333
HSPA6	2.342
LOC388152	-1.6685
C10orf140	1.76275
ZDHHC12	0.767
LIN7A	-1.2542
PHC2	0.403666666666667
SPHK1	0.89725
TRIM26	0.6161875
FAM83E	-0.2255
C18orf24	-2.154
ZNF578	-0.487
ORAI1	-0.073
RUVBL1	-0.970083333333333
C7orf20	-0.287333333333333
APAF1	-1.805
SLC36A4	-1.94083333333333
MYH11	3.92766666666667
NEK1	0.3734
MPP2	0.319
C12orf24	-3.10925
TNK2	0.551375
ZNF289	0.0125
MATN3	0.812142857142857
IFNGR2	1.31233333333333
ITPR1	0.041125
EBF3	3.5788
TBC1D20	0.4478
OR10P1	-0.00125
DDAH2	1.07525
SHPRH	-0.762375
STX7	-0.3585
LOC554248	-2.554
BCAR1	0.4545
ATXN3	-0.244416666666667
TRIM27	-0.06175
CDC42EP2	0.3665
CHP	0.579928571428571
SOX17	3.040125
ZNF259	-1.09333333333333
CHCHD1	0.07375
ZDHHC19	0.2955
GBP2	2.764
GARNL3	0.680125
MRC2	2.517
C1orf52	-0.53775
AOF2	-0.563166666666667
LRPPRC	-0.8839
ACVR1C	1.264
TM4SF18	2.30633333333333
TMEM169	0.139333333333333
PPP1R16A	-0.378375
EBF1	1.512
RRS1	-0.369333333333333
SNX2	-0.05375
OR2T2	-0.1965
RBX1	-0.08425
ANKRD54	0.838833333333333
TSNAX	0.174833333333333
TMEM83	-1.69525
ZBTB7A	1.862
ATM	-1.934
LOC338328	2.25466666666667
TIE1	2.49883333333333
HIST1H3G	-0.434166666666667
PASD1	-5.1705
TINAG	0.90725
PCDHAC2	1.1645
LRRC15	2.769375
WBSCR17	-0.33275
TFF2	-0.345
PARP2	-1.264
NDFIP2	-1.106875
PCDHGB2	-0.0985
WDR60	-0.67775
MAP7D2	-1.6068
USP45	-1.16475
GSDML	-0.55725
TNS1	0.6975
PLCD4	-0.30875
IQCD	1.06933333333333
SMPX	-2.5555
CD9	0.220166666666667
SRGN	0.3795
CASP7	1.027875
INOC1	0.0893333333333333
DKFZp451M2119	-0.722875
VMAC	1.398
USP53	0.4066
CAMK1G	-1.317125
TMEM106A	0.00433333333333334
CDC20	-2.5898
ACSL5	-0.626166666666667
CBWD5	-1.687625
C1orf87	-2.241
KIAA1274	0.999
PRUNE2	-2.48769230769231
LYPLA2	1.12883333333333
DOK6	-0.964333333333333
GPR149	-0.073
FAM30A	2.2665
TMEM129	-0.235
SLC35B3	1.31875
ACPP	-0.8109
LOC200261	-2.806
SLC4A7	0.7531
CCDC40	2.559
GART	-1.778625
THOP1	-1.3705
SCARB1	-0.1495
CACNA1F	0.7625
TRIAP1	-0.454333333333333
SYT14L	4.176
SFRS8	-0.4715
PBOV1	0.32925
GOLSYN	1.84
GJB7	-1.391
CAMK2N1	1.019
GREM1	4.00033333333333
FLJ20433	1.14675
QPCT	-1.258125
PRKAG2	0.639
H2AFX	-1.67775
C6orf154	1.40525
PLOD3	-0.961
ZBTB39	-0.922833333333333
WASF3	0.00291666666666668
DRG1	-0.23025
PRR4	-0.0915
SPCS1	-0.77375
KDELR3	1.95683333333333
SRP19	0.146
GABRA6	0.38375
MFSD1	0.51175
MMEL1	2.4515
PDXDC2	-0.0441
BUB1	-5.03277777777778
RNF138	-1.92875
MYLPF	-0.522166666666667
AIF1	0.657666666666667
DYNLRB1	1.0649
HCN3	-1.103
HIST1H2AI	0.187
MAP4K5	0.230666666666667
LASP1	1.913875
LOC130951	2.409
PLAA	0.18725
KRT6A	0.68
C6orf117	-1.050625
ARHGAP23	0.5085
PTF1A	0.1415
GPHA2	-0.502
LCE3B	0.30625
MCL1	0.312285714285714
EHBP1	-0.502833333333333
PRNP	-0.2191875
ZSCAN1	0.61775
C1orf113	0.0855000000000001
FOXA3	-1.67825
NEB	0.50775
ASGR1	-4.75183333333333
CTGF	2.75083333333333
RAB17	0.662
MST101	-0.103
JARID1B	1.059
USP37	-0.371
PTBP1	-0.155166666666667
PTPN7	-0.136833333333333
CDC7	-2.712
SNX7	0.003
ZNF335	0.23325
CPT2	0.02725
HEATR1	-1.029375
HSPC152	0.020375
C5orf40	0.3255
PSME1	0.452333333333333
STAG3	-2.5795
TMEM154	1.2945
KLHL32	-0.252333333333333
TSGA10IP	-0.8945
SUV420H2	-0.430666666666667
SF1	-0.9428
2'-PDE	-0.1490625
PNLIPRP2	0.375
TRSPAP1	-0.35525
NUP210	-0.3255
ANP32C	-1.05933333333333
RAB11B	0.4075
ASB15	-0.262
ITGB3BP	-1.23975
UBASH3A	-0.7175
YWHAB	0.3165
TPRX1	-0.49175
LY6G5C	-0.11775
SLC7A2	1.785
CLK1	0.0817
HSD3B7	1.05733333333333
VDR	2.6805
C16orf74	-1.43475
ACE	0.501
PSMA2	-0.283833333333333
CCDC131	-0.51875
ZNF213	0.855833333333333
EML2	0.6185
ALS2CR13	-0.167666666666667
GLYATL1	0.5335
DSPP	-2.8365
DHFRL1	-0.3365
C10orf30	0.275833333333333
SH3RF2	-1.04516666666667
LOC197322	0.2695
DLL3	-1.913375
TIGD7	-0.04
GFRA3	-0.108
CPA1	0.0194
RTN4	-0.354666666666667
PPT2	-1.82583333333333
FASLG	2.80183333333333
FOXP4	0.568625
RPL26	-0.4175
GNL3L	-1.5545
FMR1NB	-0.582
CD163	7.00675
SGPP2	2.71975
GIMAP2	0.62475
CD37	1.59066666666667
DPT	4.17991666666667
NBLA00301	2.40875
RGS5	3.94833333333333
C9orf4	1.0725
ACTL8	-3.472
PRKAR2B	-0.78225
OPLAH	0.052
C20orf134	1.2875
SPACA5	-0.29625
TBL1X	-0.9695
TSPYL3	-0.306
CHCHD3	-1.535
CRKRS	0.1345
GPR65	4.63975
DFFA	-0.56375
FUT1	0.60125
C6orf204	-0.304166666666667
TMEM51	-0.00175
ZNF580	-0.4105
CMTM2	0.90875
C20orf200	-0.0445
EZH1	0.540166666666667
FDX1L	-0.238875
MRPL32	0.18475
PCAF	-0.6215
ALOX15B	1.9265
CD59	1.046375
CDK9	0.243125
ERP29	-0.347
TTR	-5.79875
BCMO1	-0.403
DDIT4	-0.8955
PTGDS	2.60475
C3orf63	-0.5405
BST2	0.186125
CYP1A2	-0.196333333333333
C5orf25	-0.373
STX1A	-1.42976470588235
OR2A12	-0.335
SH3BP5L	0.49575
SERINC5	0.94125
USP6	-0.3213
MRPL3	-0.591
POMP	-0.248
INPP4B	-0.1155
GMPPB	0.6255
EAPP	0.475
AHSA1	-0.80175
ABCA11	-0.968
SLC5A6	-0.0636666666666667
HIVEP2	1.2075
SUMO2	0.157875
KIAA1822L	-0.855333333333333
C11orf67	1.436
TXK	-0.81725
PHCA	-0.1378125
ICAM4	-2.09183333333333
FPGS	0.435166666666667
SNRPA1	-1.163
KCNJ4	-0.65675
KIF6	0.8205
HIST1H2BG	-0.214333333333333
SLC5A5	0.47175
ZNF354B	-0.276166666666667
IL12RB2	0.503
C11orf76	0.302666666666667
GAL3ST2	1.9835
AIFM2	-0.648125
SYNC1	-0.2555
UBL3	0.46325
PIK3CG	-1.34083333333333
NLN	-1.3235
BCORL1	0.0845
CD5L	-1.335
ZNF238	2.94866666666667
KIAA1394	-0.57475
C16orf55	-0.5269
CYP3A7	-2.024
KRTAP3-1	-2.832
TFDP1	-1.05366666666667
MND1	-3.2995
NODAL	-0.3094
GTPBP4	-1.059
TUBGCP2	1.4105
SLITRK5	-2.35175
CIC	0.82825
CD79A	1.07866666666667
SAMD14	0.688
TNPO3	-0.374
OR10G3	1.076
OR10G8	-0.487
CCDC111	-0.388
HOXC9	0.44675
DCUN1D1	0.298083333333333
CYB5R1	2.242
TSR2	1.31
DAB2IP	0.6437
SLC6A5	0.161
RAB3D	1.30475
DCUN1D4	-0.7888
ERBB3	0.83675
SDC1	3.17058333333333
ATP6V1H	0.162333333333333
SYK	1.8705
ST20	-0.53025
C13orf30	0.4655
WDR40A	0.259333333333333
ADMR	-0.909
LOC388335	2.01675
ACSM1	0.4065
TDG	-0.8075
FLJ11235	0.493
MRPS5	-0.637166666666667
AGPAT2	1.566
SLC12A1	0.256875
CYP27A1	0.841
THAP7	0.129
XPO1	-0.9035
ALMS1L	0.069
C1orf2	-0.310875
ZNF777	-0.310666666666667
CAMK2A	0.333166666666667
SMC1B	-1.19228571428571
IHPK2	-0.6342
LEMD1	-2.28
NKD2	1.205
CLU	1.40692857142857
ARMETL1	-0.594
PABPC4	-0.74775
CXCL12	3.70216666666667
TFAP2C	0.3865
TTTY8	-1.099
ABCB10	-0.891
ENDOD1	1.02183333333333
IDI1	-1.4215
KCTD6	0.512
CCDC105	0.184
ULBP2	-0.382166666666667
ZDHHC5	1.1355
WNT8A	-0.296
COMMD10	-0.01925
KLHL12	0.187625
GPR50	-0.494
NR5A2	0.466875
OXGR1	-0.168333333333333
EHD3	1.34325
CAPRIN2	-0.81325
KLRC3	-3.832
SF3B1	0.0378571428571429
IPO7	-0.117
ALDH1A1	0.211666666666667
ANKRD5	0.77
TSNARE1	0.4845
DDEFL1	1.8125
RNASEL	1.83616666666667
DNAH9	1.62375
HELLS	-2.825
TNS4	3.0225
NAV1	0.3512
KIAA1409	0.134
C20orf26	3.30716666666667
TUBG1	-0.03225
IRX2	1.865
CNGA4	0.257
MGC50559	1.606
OR4K17	0.531
TM2D2	1.03225
FAM32A	0.22075
TXNDC14	-0.66725
CCBL1	-0.971
ANK1	-2.7494
PRSS23	1.507
PPM1L	0.3975
SPATA20	0.8865
APCS	0.062
C14orf122	-0.402666666666667
PSMB5	-0.511375
C6orf10	0.1672
SETDB2	-0.322666666666667
SPNS3	-1.09225
SGMS2	0.9095
MXD3	-0.859666666666667
MON2	-0.1755
CARTPT	5.99425
HNF4A	-0.974666666666667
RABEP1	1.2174
TNFRSF10B	-1.58525
USH1G	-0.3895
PPAP2B	0.267666666666667
TMEM16K	0.38375
CTDSP1	1.143
CDK5R1	-0.7105
GABRR1	0.216
OPN1LW	-0.443
FAM98C	1.02425
DBN1	-0.027125
ACAD10	0.160333333333333
QTRTD1	-0.68175
WNK3	-0.314
RPS19	-0.200125
C1QB	3.599875
OTUD5	0.078125
SLC41A2	1.00433333333333
TMEM22	-1.36266666666667
KHSRP	-0.45675
TNFRSF11A	-0.612833333333333
FBL	-1.06983333333333
IBTK	0.1695
OXER1	-0.1805
CBLN4	2.829375
GPR172B	1.0755
CFTR	-1.554
VSX1	0.8095
CAMK1D	0.22075
LOXL3	-2.57475
RTP4	1.85325
SLFNL1	0.3415
KIAA0828	-0.84575
PAR5	-0.628
LOC723972	-1.06275
GDI2	0.140375
CEBPA	2.1795
MLF2	0.0851666666666667
AFMID	-0.38225
ALOX12B	-0.207
BPHL	-0.237375
COX5B	-0.1365
S100A10	-0.2239
THOC6	0.28375
NHN1	-0.0425
RRP12	-0.0465
ARID3B	-2.12275
CD3G	-1.68883333333333
KIAA0133	-0.917
NAT11	-1.1675
PPAT	-1.3505
SIRT3	0.3654
TCERG1L	-1.5055
NIPA1	0.297
DPP8	0.18
IL7R	0.973333333333333
ZFP64	-0.07525
DMAP1	0.4539
TRMT12	-0.03225
TLR4	1.8693
WFIKKN2	0.212
RAB12	0.164
DDX51	-0.245166666666667
KIAA1086	-3.02375
ZNF295	-0.232
ACVR2B	-1.29585714285714
LOC494150	-0.40475
ZNF517	0.1165
DNASE1L2	-2.16316666666667
SUFU	0.953416666666667
LOC283677	-0.416
LMO3	2.13383333333333
PPP2R5D	0.0561666666666667
ZNF587	0.0463999999999999
HIST4H4	0.19975
CYP2C8	0.7695
C1orf80	0.530333333333333
DOCK5	-1.01183333333333
C9orf24	-0.1095
OR5AR1	-0.302
C11orf24	0.49575
UNQ1940	-0.66
CAP2	-0.639666666666667
TIMM44	0.122
DSEL	-0.1645
ROM1	0.09825
FBXO4	-0.096375
MYLC2PL	-2.294
MLH3	0.2157
NOX1	0.319833333333333
DPEP2	1.94375
DNAJB5	0.33225
RLTPR	0.3245
MBIP	-0.416666666666667
COPB1	0.110666666666667
SFTPA1B	-0.0525
C10orf4	0.0864
PRELID1	0.35
NOLA1	-0.97075
C19orf24	0.85025
TLR9	-1.7345
HLA-DMA	3.39266666666667
HCRP1	-1.161
GPR137	1.251
ITGA11	2.38816666666667
PHF13	0.783333333333333
MARK4	0.740833333333333
METTL4	-0.9055
MBD3	0.1077
LOC134145	0.00487499999999999
FGF3	0.6995
SLC35A3	-0.077875
CLEC16A	-0.5025
AMOTL1	-0.434416666666667
FLJ31438	-0.96625
PAICS	-1.91975
TOMM40L	0.152833333333333
MMD	0.06
KLK10	0.7832
NIT2	0.0475
SERPINB10	0.31775
KLF15	-0.1773
CCDC5	-1.625
WSB2	0.017125
ME3	1.085375
CACYBP	-0.539083333333333
TCTN2	1.6685
JAK1	1.0455
C2orf25	-0.4545
GPD2	1.4735
FBXL11	0.677833333333333
CDV3	-0.359666666666667
GALNT11	0.8065
NDUFA12L	-0.6771
FLOT1	0.793642857142857
TOR1AIP2	0.67925
MMP25	-1.48225
C1orf164	-0.1731
CHST5	-0.62375
LYRM4	-0.48805
GPER	-1.5605
HIPK2	0.57275
DAP	0.6864
ZMIZ1	0.471833333333333
DDX58	0.778
DCC1	-3.014
AKT1	1.292875
ENPP6	1.65533333333333
ERVWE1	-0.0223333333333334
CDC34	0.45775
RNF125	-2.62775
CASC1	2.5795
SHROOM2	1.10225
RRM2B	-0.0731666666666667
COL6A3	2.928375
TMEFF1	-1.3675
PLEKHA4	1.422
LYSMD1	0.457833333333333
SEPT1	-0.091
AOF1	-0.4625
GNPAT	0.21425
WDR18	0.1245
HSD17B12	-0.576
HIST1H2BM	-0.0216666666666667
INDOL1	-1.20333333333333
SUDS3	0.84125
C1orf192	1.269
CYP2B6	-1.7885
TBC1D2	2.2855
SLC25A12	-0.16425
ERCC6L	-2.862
MGC10814	-1.72566666666667
POLR2C	-0.631333333333333
ZNF77	-0.284333333333333
EIF3K	-0.2279
HPX	2.34125
ANKRD27	-0.684625
MALAT1	0.161625
PLB1	1.72733333333333
HRNBP3	-1.322
CPSF4	-1.3945
OR52N2	0.441
PIP5KL1	0.633
GH1	0.18125
HPS5	-0.39825
SLFN5	0.38325
POP5	-0.400333333333333
OVOS2	-3.72333333333333
C20orf108	0.00575000000000003
MARS	-0.24175
CLRN3	3.01083333333333
ARSE	0.471666666666667
PPIE	0.0633333333333334
PHACS	0.646166666666667
GP5	0.4855
IL8RB	1.4415
FCRLA	-1.95985714285714
ARRDC1	0.6107
KRTAP9-4	0.561
ZNF613	-0.1455
OR11A1	0.2865
TMEM132B	-3.530125
PGLS	0.757
BSND	-2.51533333333333
KCNK18	-1.465
FOXD4	-0.18125
SV2C	0.07425
LCN2	2.55583333333333
ZNF490	0.7647
C3orf15	2.3117
CACNA2D4	-1.8415
CBX5	-0.17725
MAGEB4	0.66225
BOLA1	0.66825
PPP2R5E	-0.25775
COL5A1	2.86791666666667
ASB7	-0.7165
SFT2D1	-0.35575
DERL1	0.351
RABL2A	0.671666666666667
MOAP1	-0.2275
KIAA1545	1.63566666666667
F3	0.3265
PLEKHM2	0.74575
CCDC89	1.69316666666667
EFCAB1	2.204875
TMEM48	-1.8115
SEPHS2	-0.176
PYGM	-0.17775
PRICKLE1	2.91975
WNT5B	0.66925
TAS2R38	0.6745
IMP5	0.05225
KHDRBS1	-0.3788
LARS2	-1.01083333333333
C3orf28	-0.9275
FTCD	-2.678
C10orf68	1.31066666666667
DGAT2L3	0.76525
PSEN1	0.902583333333333
MGC33657	1.627
PLA2G4B	0.0213333333333333
CDKN2A	-0.591916666666667
DLX1	-2.8125
TSHB	-0.1515
C18orf37	0.12275
MEX3C	-0.86725
MAMDC2	0.913
PDIA4	-0.818916666666667
ATP5E	0.1105
CASP2	-0.381428571428572
SERBP1	-0.533307692307692
ZNF341	0.185
TESC	-2.569
TMEM31	-0.6705
OR51I2	0.406
YTHDC1	0.481214285714286
JUN	0.583833333333333
AGMAT	-3.485
PCNXL2	0.6165
ATAD5	-3.112
STK38	0.724
AZI1	0.5255
RBP1	2.4345
C4orf26	-1.118
KIAA1026	1.244375
TMEM101	1.41075
HSFX1	0.0025
TREX1	0.74425
C18orf10	-1.1031
TRIM15	-3.289125
CA6	-0.0155000000000001
CEP57	-1.658375
AR	3.17233333333333
SESN2	-0.280166666666667
KIF3C	0.303
EPB41L5	-0.532625
ARHGEF10	-1.46663636363636
POLR3D	-0.381625
INDO	-0.721166666666667
GABRA3	-0.6465
SCG5	0.0403
E2F3	-1.1563
TIGD5	0.114
FGD6	1.59066666666667
KLHL3	0.339375
SCGB3A2	-2.446
URP2	0.397
ATP6V1B1	1.6329
CALML6	-0.0315
LOC100049076	1.1925
TMF1	0.136
LOC388503	0.04775
CDH5	2.869875
RPS6KC1	1.39933333333333
DAAM1	0.5532
TNFRSF10D	-0.330666666666667
GSTT1	1.2009
INPP5A	0.9155
TRAF3IP1	1.4893
SMARCE1	-0.112142857142857
VRK1	-2.53925
TTC16	0.688
AARS	-0.6645
ARHGAP27	0.592666666666667
ZAK	0.211357142857143
ACSM2B	-4.48675
TRAP1	-0.719833333333333
MRPL53	0.372625
RNF44	-0.7285
NPTXR	-0.00974999999999999
DPYSL3	1.89683333333333
APP	-0.0362
GLS2	-0.0656666666666667
MNX1	-3.2065
CMTM7	-0.33575
OR10A7	-0.5255
NYD-SP21	2.6555
ORC5L	-0.853
SLC16A10	-2.07425
TMEM178	0.395
LOC441601	-4.35933333333333
PTGIS	0.72725
KBTBD7	0.22275
C19orf41	-0.578
CEACAM3	2.15675
KRT23	-0.18075
SERHL	1.68
PNKD	0.026
UBC	0.90825
ATRN	-0.135625
HAPLN1	-0.63875
RANGAP1	-0.08325
C10orf26	2.43133333333333
KCNA7	-1.72825
SRY	-0.432
LOC376693	-0.705
HIST1H2BF	0.1385
CDCA8	-2.70316666666667
MLC1	-0.2885
TNIP3	0.81025
OR4D1	0.1615
IFT52	0.2575
GOLT1A	1.54066666666667
UTP20	-0.528625
RP3-402G11.5	0.0755
PRSS33	-0.42375
PMPCA	-0.46825
APOB48R	2.1015
GLTP	0.44575
MPL	0.28275
C9orf78	0.08825
ADAM12	2.757125
CSPG4	-0.7335
LOC144305	-1.229
KRTAP4-10	0.163444444444444
PAK1	0.16775
ADCY7	0.1343
TAS2R43	0.113
FRAS1	-1.61171428571429
PPP1R14A	0.919666666666667
OR2B6	-1.03675
ATP13A1	0.483833333333333
SIDT1	0.2915
C1RL	1.14566666666667
PRKRA	-0.6295
TLN1	1.234
RP11-50D16.3	-0.0395
MITF	-0.571
GYS1	0.10275
LYG1	-1.52133333333333
NSMCE4A	-0.3614
DNAI1	-0.1685
HOXD11	-0.575
FNBP1L	0.9689
DHX35	-0.80775
LCE3E	0.492875
SLC33A1	0.21975
DCLK3	0.4275
TRIM33	-0.796333333333333
TMCC3	1.483
FBXO42	-0.115833333333333
C1orf27	0.4889
C17orf50	0.0955
RNF14	0.827666666666667
SLC4A8	2.45625
RAB3IP	0.4138
COX6C	1.79228571428571
PCSK1	-4.1328
SLC13A1	0.317166666666667
ARF6	0.866666666666667
KIAA1009	0.3695
HOXA13	-2.152
HMGN1	-0.8795
CXADR	-1.1795
MGC14436	0.4895
UTF1	0.874
TSC22D1	0.3695
BZRAP1	0.825166666666667
PUF60	0.17275
SHC1	0.820375
HOOK3	0.8085
LIMS2	1.89633333333333
BAHCC1	-0.686666666666667
CLCC1	-0.127166666666667
ENTPD3	2.889
SMO	-0.138
PIK3R5	0.763
CDC14A	-1.07491666666667
KRT1	-0.99675
ENOX2	-0.0235
FLJ22655	1.52075
FPRL1	0.0315
INTS6	-0.4969
ZCCHC5	0.167
SMC3	-0.60925
C6orf123	1.269
FLJ20160	1.0465
LOC653391	0.612
GSS	-0.4275
NT5M	0.3795
SIX5	0.70125
TAF5	-0.649
KCNA1	1.29133333333333
ANLN	-2.611
MGC45491	-0.6465
SSTR2	2.82175
LYPD4	-0.252
TH1L	-0.67275
CHRNA5	-2.293
PNMA6A	0.682
FLJ16369	-0.2725
DLX2	-3.03844444444444
C6orf108	0.304916666666667
ALDH3A2	0.11
CLEC1B	0.908166666666667
LEPREL2	1.228
FOXJ1	-0.0198
OR1D4	0.581
PPIL4	-0.12075
MTRR	-0.5885
SLC27A3	1.22866666666667
HTR7	-0.814666666666667
MIB2	0.38425
BHMT	-2.06266666666667
A2ML1	-0.295
MSMB	4.307375
KIAA1383	0.374
TRUB2	-0.57825
PF4	0.0853333333333333
IL1F5	0.0858333333333334
LRRC37B2	-0.59
IPO4	-0.2015
FIGF	1.88075
QDPR	0.885
ZNF598	-0.561
BOP1	-0.472875
MAPK12	-0.244333333333333
POLR1E	-0.84525
CEECAM1	1.76666666666667
INSRR	-0.470666666666667
SIPA1	1.22
ULK4	0.762333333333333
BTN3A1	0.3346
FABP5	0.5147
KBTBD3	0.936833333333333
SORT1	-0.187416666666667
YWHAQ	-0.59625
LRIT1	-0.2285
KIAA1704	-0.8205
MEIS2	-0.964
ENOSF1	-1.72666666666667
PCDH7	1.12142857142857
FZD9	-2.03966666666667
RPLP1	1.19883333333333
ZNF75A	0.247
P4HA3	4.01475
NKX6-1	0.765
CTA-216E10.6	0.740333333333333
IFT140	1.327
DENND1A	0.335666666666667
ALCAM	0.5537
ABHD2	1.65436363636364
QPRT	-2.648
TRAM1	0.856857142857143
ATP1B4	0.557833333333333
NUP37	-1.63525
SAA3P	-0.413
SLC22A6	-0.194
KIAA0265	-0.22475
ZNF41	-0.0285
ADAM19	0.9691
ERAF	-0.274
DEFB119	0.184583333333333
DNMT3B	-4.80416666666667
SNF1LK2	0.6165
MGC24039	-1.50041666666667
TAS2R48	-1.3115
PNLDC1	-0.025
ADAMTS16	1.877125
TMEM92	-0.9925
CCT8	-1.20408333333333
POGZ	0.664583333333333
N-PAC	0.781
GUCA1B	-0.897333333333333
ZZEF1	-0.465
OR2C3	-0.08725
ZNF334	-1.59266666666667
RANBP6	0.07325
LDHB	-2.1955
BAMBI	-3.25275
RAB5B	1.52275
FOXB1	1.92325
MRPS12	-0.61625
MRGPRF	1.018375
CRIPT	-0.252
CYP2D7P1	-0.7485
RYR1	1.66975
NDUFA2	1.225625
TRIP12	0.39325
KCNE3	2.813
MOBKL2B	0.1902
MIOX	0.04
ACOT7	-0.14575
FGF6	1.5395
RASSF5	-0.0588
ATAD3B	-1.01516666666667
IKZF3	0.3415
H3F3B	0.297285714285714
C6orf91	-0.044
SEC11C	-0.548
TMEM14C	-0.36475
KIAA1632	-0.854125
SLC38A4	1.27
FGFR3	-0.483166666666667
HES7	2.618
HINT3	-0.6895
ARIH1	0.0245
FLJ35880	-1.433
C1orf129	-0.322
POU6F1	0.332625
RPL32	-0.299125
BBS1	1.175
RGPD5	-0.526
SULT1C2	-1.89433333333333
KDELC1	-0.26025
PIP5K3	-0.761
CHI3L1	2.1083
CSDA	-1.15741666666667
VTCN1	2.393
WDR62	-0.963
TMEM170	-1.04525
KIF2A	-2.25775
C6orf182	-1.46533333333333
ARL6IP6	-1.7005
ZCCHC9	-0.42875
RARB	0.976333333333333
ZNF320	-0.34
DHX15	-0.88125
PICALM	-0.2045
CNOT6	0.0823333333333334
HIST1H1A	-0.7615
ZNF702	-0.8925
OR1E2	0.6715
HLF	0.0471
LOC442582	-2.6635
KIAA0494	1.191125
TCF4	2.2349
APOBEC3B	-2.59925
FAM54B	-0.1475
MYH2	-3.23425
FXN	-0.895833333333333
C12orf59	0.8915
PAEP	-1.258
SPG11	0.2225
VN1R4	0.3245
KCNJ13	-1.19825
NOC3L	-0.75625
C5orf36	0.4615
CPAMD8	0.81
MLN	-0.5961
FLJ11184	-0.48925
TIAM1	-0.003
OR10J3	-0.566
OR52E2	-0.495
PBX1	2.255
UBL7	-0.0536666666666666
PXMP2	-0.51875
SYTL1	-0.0966666666666666
FAM126B	0.12075
ZNF711	-2.11775
GGA1	-0.976333333333333
VAMP4	0.322666666666667
BCAP29	-0.0348
C20orf19	-1.3765
ZNF275	-0.091375
NEK6	1.1665
SETD8	-0.92825
HEXIM1	1.45041666666667
SULT1A2	-0.849125
KLHL9	0.50175
SLC39A12	0.164333333333333
ARHGEF16	1.13616666666667
SCN1A	-0.437333333333333
HNRPH1	-0.723666666666667
C9orf103	1.28825
ECE1	0.7975
MED18	-3.15975
TEX13B	0.107
SNN	-0.679
C6orf62	-0.244722222222222
WNT3A	0.4558
IL22RA2	0.1455
MGC21881	0.62425
GABBR1	0.377
YIPF6	0.117
PROX1	-1.687
PPP1R1B	2.0245
LANCL2	0.3356
SCN3A	-1.13683333333333
SSRP1	-0.779166666666667
ASXL2	-0.824
RPE65	-0.4515
SNAI1	0.05075
EFNA2	-0.20475
CLDN9	0.024875
TP53I13	1.62725
LOC375748	0.12675
C9orf7	1.6655
C14orf178	-0.843
GC	-0.654
IER3	1.24383333333333
KCTD10	0.925875
FLJ45717	1.22
ADC	2.23916666666667
LOC285908	-1.78158333333333
MLL3	-0.641625
KIAA1787	-0.49025
MGC31957	-0.963
MUC5B	1.45708333333333
ZNF193	0.31175
CSRP1	1.618625
MOSPD1	-0.539
C21orf49	0.324
RAD1	-1.117
ANKRD34	-1.32575
NFRKB	-0.509
FANCA	-3.60825
VTI1A	-0.102714285714286
PCBP3	0.635
BFSP2	-1.4625
ZNF354C	0.24575
FRMPD4	-0.111
IKBKG	0.572333333333333
LOC441046	-0.849
UNQ9438	-0.318666666666667
TM4SF20	0.52
MAGEC1	-7.048
AMMECR1	-1.066875
GLDN	2.3005
TTC30B	0.8795
SEC13	0.2117
EGF	2.906625
HAGH	0.848875
VSIG1	0.428333333333333
NHLH2	0.10825
NCAPD3	-2.411875
MGC16121	-3.46775
HIATL2	-0.47225
BRCC3	-0.526
LCE2D	1.777
TMEM79	0.8705
GTF3C5	-0.02325
AKR1C4	-0.1236
C3orf59	-0.244875
RBM26	-0.91025
DUSP14	0.4975
AP4M1	0.120833333333333
RIMBP2	-0.968166666666667
ABCC2	-5.49316666666667
DNAJC16	0.9255
TTC12	0.355166666666667
SNX13	-0.591666666666667
C6orf168	0.76575
C1orf100	-2.8515
CSPP1	-0.872416666666667
LRRC56	0.4535
OR1J2	0.487
THY1	2.6888
KIT	1.83183333333333
TBC1D8	0.49025
EPHA7	-0.69425
SOLH	0.1085
SVIP	-0.138
ZNF294	-0.71525
HAND2	3.0015
CENTB2	1.01633333333333
MARVELD3	2.310125
CREB3	1.98833333333333
KRTAP1-5	-5.0605
OR8K1	0.712
MED25	1.016
FDX1	-0.817666666666667
FAM19A1	0.132
IL13RA1	1.2698
ZNF627	0.425
NHP2L1	-0.06275
EIF2B2	-1.184875
ZNF593	0.17875
WIPI2	0.462333333333333
RANBP1	-1.7255
TAS2R7	0.2485
LOC283514	1.4505
CSNK2B	-0.6569
CFHR1	0.396
DKFZP434O047	-0.219666666666667
WBP11	-1.00775
TEX2	0.908
GALNT2	0.084
FLJ33360	0.0825
WNT9A	0.06275
IL29	-0.214
STK3	0.655777777777778
REPS2	-0.07175
FAM78A	-0.58
MGC3207	-1.06
FCGR3A	6.71875
H2AFY2	0.80425
RNF150	-0.31125
CCNK	-0.84125
VEZT	0.594666666666667
FSHR	0.744
C1orf66	0.833166666666667
LCE2B	0.1449
CD200	0.481
ORMDL1	-0.095875
OR51S1	0.015
KRT83	0.20075
COL19A1	-0.86375
POL3S	-0.03925
ZNF468	0.00466666666666666
BAG3	1.069375
C1GALT1	-1.6765
CA5A	-4.539
DKK4	-0.7295
SGK2	-0.318875
PIK3C2G	1.75625
USP11	0.340125
IMPA2	-2.15225
