Hybridization REF	TCGA-BH-A0DO-01B-11R-A12D-07
FAM117A	0.24425
DDI1	0.500833333333333
CDON	1.0025
TRIM73	-1.0755
IGKC	4.4665
MMP14	-0.733833333333333
DYNC1LI1	0.27225
C11orf66	1.07825
TRBV3-1	-1.3595
FASTKD5	-0.07
BIVM	-2.686
LHX4	-0.062
CXCL2	0.2327
RAB2B	-0.357333333333333
IZUMO1	-1.47275
MAP3K15	-1.8025
FAM19A2	0.475833333333333
ZC3H8	-0.498833333333333
ZMAT1	2.12025
SPINK5L3	-3.62925
SLC10A6	0.034
APPL2	0.397875
CARD10	0.712833333333333
LOC402176	-0.4495
EEF1D	0.8379
RAB6A	0.0783
C12orf5	-0.96025
PAPOLG	0.05875
MSRB2	0.56325
BCR	0.818111111111111
PUS3	-0.16375
TIAM2	0.36125
ZNF317	0.432166666666667
CHD2	0.240928571428571
FZD5	-2.21736363636364
NUDT8	0.065
ZNF763	0.116
PRC1	-3.39511111111111
ABCB9	-0.188333333333333
SPATA3	0.46
TRAK2	0.006
STAB1	2.6065
LRRTM2	0.257166666666667
psiTPTE22	1.29925
DBI	0.94525
SERPINA11	-0.002
NAT5	0.1885
C20orf58	-2.32975
RPS6KA4	0.230833333333333
FLJ90650	0.125
TGFBRAP1	-0.411
CHRDL2	0.358375
FAHD2A	-0.412
CNTN1	0.544
BBS4	-0.2218
TMEM181	0.75475
MINPP1	-0.60925
MPHOSPH6	-0.106
HOXC10	-1.1128
ITPKB	0.06225
CLPTM1L	-0.449875
MEOX2	0.600333333333333
ATP6V0C	0.577875
PRPF8	0.0531666666666667
TMC5	4.7155
FKBP3	-0.23
PLEKHB2	-0.804375
OR4D6	0.371
ZNF544	-0.3939
D2HGDH	0.023375
RPL18A	0.2605
HEL308	-0.2605
MPP6	-3.65025
TCERG1	-1.537
KRT16	0.371333333333333
KLF17	-1.13075
KLF5	1.04325
CDR1	1.99425
VCX3A	-2.211
FBLN2	1.8205
C14orf104	-0.5655
HBE1	-4.6696
OR4S2	0.614
C1orf108	-1.0115
ROBO4	3.39783333333333
CPEB4	0.3865
C11orf80	0.00166666666666667
BCKDHA	1.17916666666667
MYOC	1.7295
GIF	-0.346
CKMT1A	1.0745
RPL3	1.0885
THBS1	2.028125
APOO	-1.06875
ARMCX1	2.9425
HSZFP36	1.2265
SNAPC5	-0.6795
EIF4ENIF1	1.112
ZNF433	0.17925
TNFRSF21	-1.051875
TMPRSS7	-0.5685
SPATA18	1.1624
HPDL	-3.193
MKL2	1.6665
TBX3	1.60469230769231
C21orf93	-0.0774
DAXX	-0.067
ELMO1	-0.071125
RGS13	2.52383333333333
TAF11	-0.948
UNC13A	-2.850875
LOC653314	-0.3216
ORC3L	-0.4045
IMAA	-2.7135
TARBP2	-0.39825
CABIN1	-0.4292
TRIOBP	0.1220625
HIST1H2AC	0.74325
RGS22	-2.71083333333333
NCOA1	1.4015
IL25	3.0855
SNCG	0.729
GPR6	0.3225
AMDHD1	-1.7145
CHEK2	-0.83275
C6orf142	0.07675
DRD4	0.7875
C14orf68	-0.84375
GDF11	-2.54925
SEMG2	0.159
CD247	-1.427
CDAN1	-1.44825
RBMX2	-0.163
TGS1	-0.6905
OIT3	0.34175
SYF2	0.7475
MCM4	-3.241625
PKHD1L1	0.288625
CEP192	-0.615833333333333
IFT88	0.96825
RPL9	0.401357142857143
RAB32	-0.633875
DDX43	-2.16225
P2RX2	0.044
OR5D18	0.1545
UBE1	-0.0949166666666666
SLC24A1	1.22175
ARHGAP5	-0.52625
CETP	-1.2685
KIAA1731	-0.562833333333333
SLC9A4	0.463
PTPN6	0.9745
BAHD1	0.55525
GRIK3	0.1875
CACNB2	0.0295
PDE10A	-1.60175
DGCR14	0.1895
PCDHB9	-0.295833333333333
RHOQ	-0.41
MAP3K4	0.35175
KTI12	-0.596333333333333
RPL23AP13	0.61225
GNG11	-0.09625
CLCN3	0.7395
GPAM	-0.105875
VSTM2A	0.7005
SLAMF7	1.7085
INTS2	-1.05275
PPP2CA	-0.0196
LRP12	1.69106666666667
SEC14L2	3.23933333333333
DKFZP586H2123	3.31225
MC3R	0.018
CIRH1A	-1.57316666666667
HIST1H2AB	-0.395166666666667
POLH	-1.692625
MGC16703	-0.798333333333333
SNAPC2	0.468
FILIP1L	1.0675
RASGRP4	0.8655
LRRC1	1.18225
GAS1	0.496
PRAC	-1.03075
DGKA	-1.018
NT5C3	-0.2145
PEG3	-3.16266666666667
NADK	-0.85975
PRR17	-0.138
LOC374569	0.14825
SGSH	0.957833333333333
NLRP8	1.54
GALT	-0.5622
MCF2	-1.391
ZNF263	1.117
TACSTD1	0.827333333333333
TYR	-6.5515
ATP6AP2	-0.36225
RNUXA	-0.34625
ABHD10	0.1468
GDPD2	-1.50675
SLC35C1	1.56975
UBE2A	-0.34775
HERC5	-1.5215
FAM112B	-4.91233333333333
FBXL16	2.3455
DKFZP434A0131	-0.7455
ELA3A	-1.863
RBM41	-1.21725
HAO2	-0.7525
RNH1	0.644125
SHANK2	2.2985
OSBP2	-1.8795
DAK	0.2815
C3orf58	-0.0513333333333333
TCL1B	-0.969
KBTBD2	0.040125
SUGT1L1	1.1475
UBE2E2	0.0331666666666667
MYL9	2.445
CDC23	-0.851166666666667
PBXIP1	1.4307
CXorf40B	0.4435
NBL1	0.019
RTBDN	0.319
RAB11FIP5	0.311125
TTTY13	-1.162
SCOTIN	-0.0489166666666667
SOHLH1	-0.527833333333333
CDKN1A	-0.571642857142857
NCK1	0.15875
ZNF550	0.0185
SAPS3	0.729333333333333
SPIN3	0.515333333333333
MAGEE2	0.6005
MIS12	-0.496
OR8H2	0.626
KIAA0774	-1.11966666666667
UNC5D	-1.9625
CUL7	-0.0443333333333333
LIPC	-3.39816666666667
DIO1	-1.837
C20orf11	-0.0364
CTRL	-0.5695
HS3ST2	1.2375
PAK4	0.803
CCRL1	1.3875
RNF10	0.05175
ZNF567	0.79775
ZNF660	-1.9565
TCEAL3	1.4755
MAGOH	0.777166666666667
CENPB	-0.1775
C19orf7	0.699875
LOC388965	0.09825
ZCCHC13	-0.555
JMJD1A	-0.441
HIST1H4H	-0.978
TBRG1	0.5013
GPC3	-3.526375
TAF1C	-0.56325
EBNA1BP2	-0.713
CIAPIN1	-0.8135
PDGFRA	0.0762777777777777
CSTB	-0.514875
CENPI	-3.31866666666667
GTF2E2	-0.871666666666667
RPP21	-0.75475
CCNF	-1.92333333333333
KCNQ3	0.811
FAM79A	1.19175
SLC22A12	0.3805
NOVA1	1.18566666666667
FZD3	-0.5359
AKAP8	0.07775
SOCS5	0.3655
CFDP1	-1.003
DLG5	1.1185
PGM5	0.749333333333333
C1orf144	-0.457083333333333
HDAC10	-1.523
RND2	-0.3335
C20orf199	-0.92475
RNMT	-0.535375
SLURP1	0.126
ASTN1	0.036125
SH3BGR	0.88575
MYCL1	0.532375
ZHX1	0.306666666666667
CENPK	-4.0375
FOSB	3.1822
LOC643406	0.469125
C2orf59	-1.146625
TMEM135	0.373875
SLC27A2	-1.51225
KRT33A	1.421
OVOL1	2.418
PAMCI	-1.5375
S100A7	3.0425
ZNF789	-1.268
HARS2	0.17075
RPL23A	-0.449166666666667
TCF23	-0.00649999999999995
UPF3B	-1.707375
C17orf78	-0.735
HLA-DOB	0.942
C14orf142	0.305166666666667
TEKT5	1.346
DMWD	0.302
POLD1	-1.855
GSCL	0.3145
CALD1	0.2253
SCRT1	0.748333333333333
AIG1	1.70775
UNC84B	0.58275
ZNF404	0.63225
TMED6	-2.714
KIAA1462	0.017
LRRC27	2.306
PYGO1	-0.983
PIGU	-0.308666666666667
ALAS2	-3.96116666666667
WRNIP1	0.2765
CNNM3	-0.0875
ZNF2	0.7485
ST3GAL5	-1.76483333333333
MRPL23	-0.00625
TSSK6	0.305
PSMA6	-0.684
C16orf70	-0.7365
KIAA1602	0.19625
ALMS1	0.0126666666666667
DCN	2.228875
TMEM132D	-1.4985
SUCLG2	0.54075
ABHD14A	0.48175
DEXI	0.384333333333333
AMPD2	-0.923333333333333
IFNAR2	-1.18183333333333
CYB5A	2.9613
TLOC1	0.8928
NXF5	-0.2435
NRBF2	0.14125
KCTD3	1.522
ITGAE	-1.15733333333333
SLC30A3	-1.76733333333333
ZRF1	-0.433
IFRD2	-0.569125
XAB1	-0.33525
PYCR2	-0.284166666666667
SERPINB3	-5.706
TMLHE	-0.1008
GEFT	-1.150125
ABCA5	-0.67325
EMR4	-0.0811666666666667
TSFM	-0.15825
HIST3H2BB	-0.8315
ARHGEF19	1.41525
TSPAN17	0.179166666666667
ABCC8	3.888
MAP1S	0.646
C22orf36	0.96025
BNC2	-0.926928571428571
HIST1H4A	-1.3975
NDUFS3	0.0948333333333333
WDR3	-1.00183333333333
XKR4	-0.83275
TTC33	-0.200785714285714
STMN2	4.35075
CPN2	-0.7585
HSPC105	1.25375
PCOLCE2	-1.46525
C3orf55	1.677
KLHDC9	2.5305
TBC1D23	-0.101625
ATXN2L	-1.366
MAP2K3	-0.0151666666666667
SCAP	-0.04375
ZNF486	0.0165
C20orf96	-0.6925
NARS	-0.624
ADAMTSL1	-0.960071428571428
PRCC	0.873166666666667
CCDC126	1.23525
ZNF675	-0.1485
CALCOCO1	1.0525
ANKRD43	5.1035
CWF19L2	0.572833333333333
ZBTB32	1.439
BRAF	-0.3995
ODF4	0.22475
MGC14376	0.813666666666667
HORMAD1	-2.899
AAK1	-0.133166666666667
PEBP1	0.645416666666667
TNFSF5IP1	-0.103666666666667
DKFZp564N2472	0.47825
RMND1	0.789125
IGKV1-5	4.363
COL1A2	1.98341666666667
SERPINA5	-0.68225
AANAT	0.1935
C19orf21	-0.127666666666667
GEMIN5	-1.27825
UBR4	-0.358666666666667
LTBP3	1.3415
AMHR2	-2.2415
PROCR	-1.23575
MYBBP1A	-0.69125
C20orf39	0.636
ZNF697	-0.343
PASK	-0.6596
ZNF776	0.222166666666667
RFXDC2	-0.54775
KIAA0467	0.37325
C10orf96	-3.08125
ZNF503	1.849
GULP1	-0.554583333333333
KCNE4	1.32966666666667
DKFZp434K191	-0.799625
LOC196913	0.2905
BHLHB4	1.004
CH25H	1.76575
LOC81691	-1.86783333333333
ALPL	0.5175
COL12A1	1.0055
FOLR3	-1.40016666666667
GPR123	0.451875
TRIM62	0.694
ABLIM1	1.06066666666667
MAST3	0.39825
RHBDD1	0.6565
LOC338809	0.607
RYBP	-0.663
TTC26	0.055875
ZNF22	-0.304333333333333
ISCA2	0.14025
RDM1	-2.98375
PIGM	0.472
GNB3	-1.4065
ACTR2	-0.6451
HMGB1	-0.07295
EDG1	3.1445
SOAT2	-3.2745
OR10AD1	0.696
RAP1GDS1	0.0790833333333333
LCE1F	0.404
ESM1	-2.16075
RCN3	1.45325
CREBL1	-0.32125
DBNL	0.0596666666666667
PTGER3	3.094875
USP30	0.1345
BCL2L12	-0.777333333333333
KIF26B	1.647
ZNF416	0.601
ZNF225	0.3375
C17orf70	0.022
ZNF554	1.0645
RAE1	-1.20833333333333
TNIK	0.6795
ACTN3	0.3345
MGC45922	1.106
CCNA1	-0.411666666666667
RYK	0.636166666666667
IL26	0.609
LRP3	0.908166666666667
QARS	0.24925
SOX7	1.1885
BID	-0.602125
OR2S2	0.014
CXCL14	4.25025
C11orf47	-0.131
MGC29891	0.343833333333333
HSPB8	-0.4448
PRDM14	-2.784
NUFIP2	0.46875
MNAT1	-0.51125
ZDHHC2	-0.0539166666666667
MBNL2	0.191125
ADD3	0.873875
CSNK2A1P	-1.17075
KLK6	0.926333333333333
TMEM111	0.1072
KIAA1279	0.59275
NUBP2	0.480833333333333
RAB42	-2.19525
ID3	-0.9001
TM9SF1	0.2515
MDP-1	-0.35225
POU4F2	0.5245
IQCK	1.9855
C16orf14	-0.33225
CAPN3	-1.51625
FAM43B	0.014625
RECQL	-0.8885
AP1G1	-0.740428571428572
CTNNBL1	-0.427333333333333
ECHDC1	-0.453
SMARCC1	-1.0165
FOXQ1	-1.942375
GNAI3	0.0143333333333334
POLG2	-1.83675
CD4	0.9945
ITLN1	-0.94875
EBI2	3.5775
IRF1	0.41625
PTPRE	1.0464
PTK2B	0.5025
NXNL2	1.698
SOX4	0.979444444444445
TSPAN3	0.715
SH2D1A	-3.2435
C8orf58	-0.171833333333333
USP20	-0.26125
DUSP22	-0.805583333333333
CALB1	-2.7062
L3MBTL2	1.13041666666667
MCRS1	-0.20575
TMEM118	-1.19383333333333
C18orf8	0.692
FLJ10241	0.373125
GJA12	0.78825
PKD1	0.0496666666666667
ZFP3	0.6665
JAM3	-0.773375
LAPTM4A	1.0425
DIRC2	0.08425
KIAA2022	1.04
MYOM1	1.42266666666667
TRPM8	-3.06716666666667
MOP-1	1.45675
PHKG2	0.193
ZNF650	0.293
KIAA1522	1.793625
PSG8	-1.56766666666667
DDX19B	-0.344
MOBKL1B	-0.33825
DIAPH2	-0.197666666666667
PTPN12	0.44425
CLN8	-0.575
CRYZL1	-0.138666666666667
CRY2	1.55775
FCGR2B	3.26433333333333
PNPLA4	1.6805
ZNF454	0.552
DKFZp434B1231	1.1045
CLDN11	1.2354
RFWD2	0.397333333333333
CIB2	-1.3535
MXRA8	2.745625
HRK	-1.04475
MAML2	-0.1635
C4orf31	0.01175
C6orf192	-0.09225
COG6	0.24575
FAM5B	3.9395
NFATC1	0.7206
SEPT10	-0.18175
SCYL1	0.4514
RPP40	-1.18075
SCOC	0.7944
KIAA1450	0.85325
CTDSPL2	-0.2835
TBX5	2.7678
NAPG	-0.802125
RHD	-5.7935
C14orf45	3.2225
ZBTB22	1.449
PLCG1	-1.776
ANKRD10	-0.16025
AQP7P2	1.765
TAGLN2	-0.183666666666667
HTR2C	-1.22783333333333
SLC16A7	-1.25583333333333
C17orf83	0.22825
TSGA14	-0.08925
MDH1	-0.71775
PPP3R2	0.4475
DCBLD2	-2.10771428571429
RBM33	-0.8355
DPH3	-2.106
SYT10	-1.83133333333333
FMO4	2.208125
THYN1	0.15975
DRD5	-2.0915
OTOR	0.6965
PGRMC2	0.887
KATNAL1	-0.53275
PAQR6	-1.15525
UBE2I	-0.21225
C14orf28	0.64825
C8orf70	1.317
FLYWCH1	-0.2965
ANGPTL3	-0.967
GLRX2	-0.3185
ATP11A	-1.37821428571429
ARL5B	-0.3685
MUC16	-2.63125
SLC25A5	-0.6245
ACRC	-0.7295
MYO1C	-0.067625
FAM89B	1.299
FAS	0.273
KIFAP3	1.19325
GLRA2	-2.1905
BTN3A2	-0.3616
CNKSR3	-1.338625
CSTF3	-0.583333333333333
ARPM1	2.9085
KIAA1530	-0.4925
C9orf150	1.59833333333333
PRKCI	-0.792
tcag7.1015	-1.48275
SOD3	0.73825
ZNF574	0.7435
CYP21A2	2.522
RPL12	0.3835
COMMD2	-1.004
WIZ	0.72125
LOC344405	-0.74675
ALDH4A1	-0.788176470588235
CRYAB	3.308
COPA	1.07256666666667
PCDHGA7	0.5095
KIF11	-2.65733333333333
RASD2	1.35525
SLC26A3	2.0085
ZNF175	0.582
JAKMIP2	-2.514625
C8orf4	1.4095
PTHLH	2.23875
SLC40A1	5.50358333333333
OR7D4	0.598333333333333
PCDHB17	-0.3265
CD36	4.70064285714286
C6orf203	0.5836
PRKG2	-1.242
LOC400566	2.514
ANAPC13	0.32575
SLCO3A1	-0.802
ZNF692	-0.9215
FANCL	-0.617
SH3GLB1	0.64225
C12orf61	-0.0135
KBTBD6	-0.707
SUPT5H	0.578375
XRCC6	-0.2441
HUS1B	0.0439
FAM133B	0.0181428571428571
LOC728276	0.1685
KCTD18	1.20275
SOS2	0.9515
CCDC99	-2.21725
C1QTNF5	3.3145
NNAT	2.002
USP16	0.20525
LARS	-1.050625
ZBTB2	1.077625
ABO	0.478833333333333
TRAF3	-0.5605
GALNT5	1.6255
NAP5	-1.0885
ALG14	0.7975
KIAA0515	-0.192653846153846
WDR75	0.173833333333333
TEX261	0.13075
LY86	0.86225
LOC389072	-0.573
FLJ13611	0.18625
MRGPRX2	0.3745
SNRPA	-0.63875
OR2G2	0.3485
GPRASP2	1.71125
C7orf42	1.0508
C9orf163	-0.2825
CYP11B2	0.795
FCRL3	0.9575
PRDX1	-0.701
FGB	-1.13766666666667
COX17	0.382333333333333
C16orf33	-0.24825
PIWIL1	-0.0833333333333333
FOLR1	-1.36533333333333
KIAA0082	-1.29475
FREQ	-1.29133333333333
TMCC2	-1.32716666666667
TCF12	-0.2795
ZNF721	0.74625
FAM130A2	1.97275
POU4F1	-2.4945
SNRPF	-1.577875
SGIP1	1.128
ZNF641	0.729
EMG1	-0.668375
PRRG4	1.1125
HIRA	-3.27125
MYNN	2.20833333333333
AEBP2	-0.587666666666667
TBXA2R	0.405
ISL2	-1.7445
PCDHB11	0.1345
RNF144A	-0.715625
MARCH5	0.67875
DULLARD	-0.028
DCLRE1B	-0.977333333333333
ITGA8	-1.95825
TP73	-0.12475
PRKCD	1.25325
NDUFB4	-0.26975
ATP13A4	2.824875
ANTXR2	-1.06183333333333
COL4A3	-1.1115
MYO10	-0.8389
SLC6A18	0.36925
PEX1	0.547
TMEM74	-2.49166666666667
RBM19	0.06025
TAPBP	0.38705
RUNX1	2.56225
MID1	-1.18383333333333
GPR64	-1.14883333333333
RASEF	3.68475
GABRG1	-0.143625
MYO16	-1.69725
DBF4	-2.065
TSHZ2	3.7925
RIPK2	-0.798375
PPTC7	-0.57
KIF4B	-1.889
LRRC31	4.219125
ZNF540	2.05225
EFNB3	0.168833333333333
LOH12CR1	0.312625
STON2	0.2245
GLP1R	0.31025
CSTF2T	0.024375
IREB2	-1.287625
GRSF1	-0.0005
PDCD7	-1.1035
LRRC43	0.905
CNR1	0.8595
IL1F7	-0.6925
C12orf64	-2.161
FAM69B	-0.25175
NR2E1	-2.51983333333333
MS4A6A	2.2268
FTL	-1.044
C7orf36	-0.07825
PCLO	0.9663
DYRK2	-0.186333333333333
ARIH2	-0.45975
SAMD7	0.219
SCNN1D	-0.6545
SLC32A1	-1.37275
C22orf25	-0.115333333333333
MRPS18A	-0.0977
GPR112	1.362
EARS2	-0.2125
ERN2	0.923
ATPBD3	0.256166666666667
PRH2	0.363
CDKN2D	-0.960333333333333
PGLYRP2	2.483
TRIM40	-0.4215
SEC14L3	-0.162166666666667
SLC22A1	-0.22275
BTN2A3	-0.7
RASA4	0.4795
CCNL2	-0.225
MYBPC3	0.183
GJA4	3.519
CDC42SE1	1.07225
TRPV2	-1.616
MYPN	-4.242
SIM1	1.9135
CDADC1	0.0773333333333334
ZFHX4	0.837
NIBP	0.633666666666667
ADAMTS19	-2.05625
ABTB2	-1.8725
TSPYL2	0.1465
EIF2S3	-0.3501
SOX30	-0.0915
AP2A1	-0.374
DKFZP564O0523	0.7225
LOC285398	0.2285
CDH18	-5.13775
CHL1	3.419875
GATS	-0.7839
TBC1D2B	0.209333333333333
OR1J1	-0.182
GSN	1.89916666666667
DPCR1	-0.256
GARNL4	-0.2265
SMARCA5	-0.6255
PLEKHG3	0.542666666666667
ZBTB45	1.432
FRMD6	0.761166666666667
PLS1	-0.226833333333333
DGKZ	0.411166666666667
EFNA1	2.8191
WDR85	-0.527875
ANK2	0.11225
PAGE4	-1.8265
SENP6	1.0185
AKR7A2	-0.416666666666667
FKBP10	-2.31675
VEGFC	-1.67233333333333
LARP1	-0.7699375
SRBD1	0.5435
ITGB6	3.05975
SLC1A2	0.280428571428572
INVS	-1.25033333333333
MPO	0.78625
MOBKL3	0.0859
CUTL2	-1.005875
KLK2	0.0286666666666667
VIM	-1.7505
REG1B	0.054
PCDHGC4	0.216
C3orf34	-0.468
SUMO3	-0.122333333333333
CST9L	0.5785
MLL4	0.492
SPR	0.588833333333333
SAMD9L	1.79375
ABCE1	-0.60825
SUPT3H	-0.962
ACTBL1	-2.24325
ADAMTS4	1.0765
SLIT3	2.80375
RHEBL1	-1.34075
NPM2	-0.3705
MAN1C1	1.94725
KIAA1856	1.275
HSPA6	2.305
LOC388152	-2.341
C10orf140	-0.531
ZDHHC12	-0.2255
LIN7A	0.0556
PHC2	0.204916666666667
SPHK1	-1.2135
TRIM26	0.4055
FAM83E	2.229
C18orf24	-2.94933333333333
ZNF578	0.483833333333333
ORAI1	-0.95025
RUVBL1	-1.32333333333333
C7orf20	0.1415
APAF1	-1.487
SLC36A4	-1.536
MYH11	4.51816666666667
NEK1	-0.2558
MPP2	-0.854125
C12orf24	-3.4345
TNK2	0.7724375
ZNF289	0.22775
MATN3	1.48442857142857
IFNGR2	1.18216666666667
ITPR1	1.58975
EBF3	3.5406
TBC1D20	-0.1271
OR10P1	0.18575
DDAH2	0.85475
SHPRH	-0.346875
STX7	-0.179
LOC554248	-2.385
BCAR1	-0.22175
ATXN3	-0.0326666666666666
TRIM27	-0.3275
CDC42EP2	0.768
CHP	0.159857142857143
SOX17	2.609
ZNF259	-0.5105
CHCHD1	0.07
ZDHHC19	-0.003
GBP2	2.24
GARNL3	2.27575
MRC2	0.00225
C1orf52	-0.699
AOF2	-0.2735
LRPPRC	-0.2155
ACVR1C	1.02183333333333
TM4SF18	4.157
TMEM169	-1.5335
PPP1R16A	0.51075
EBF1	1.731
RRS1	-0.815666666666667
SNX2	-0.184
OR2T2	0.571
RBX1	-0.03925
ANKRD54	0.0223333333333333
TSNAX	0.965333333333333
TMEM83	-2.5285
ZBTB7A	0.86575
ATM	-1.46383333333333
LOC338328	2.651
TIE1	1.27216666666667
HIST1H3G	-0.599666666666667
PASD1	-4.46816666666667
TINAG	0.7875
PCDHAC2	-0.695
LRRC15	-0.325
WBSCR17	-1.229
TFF2	-0.0905
PARP2	-0.79575
NDFIP2	-0.3675
PCDHGB2	-0.235
WDR60	0.423
MAP7D2	-2.9373
USP45	-0.262
GSDML	-0.8505
TNS1	0.2774
PLCD4	-0.3645
IQCD	0.478166666666667
SMPX	-3.00775
CD9	0.9805
SRGN	0.606375
CASP7	0.2165
INOC1	0.3675
DKFZp451M2119	-1.544375
VMAC	1.829
USP53	0.6491
CAMK1G	-0.5345
TMEM106A	-0.719666666666667
CDC20	-3.0414
ACSL5	0.0425
CBWD5	-0.63
C1orf87	-1.2545
KIAA1274	0.699
PRUNE2	1.26578571428571
LYPLA2	0.1255
DOK6	-1.0785
GPR149	-0.199
FAM30A	3.0855
TMEM129	0.31
SLC35B3	1.38325
ACPP	0.7542
LOC200261	-1.8165
SLC4A7	0.2101
CCDC40	2.9915
GART	-1.7935
THOP1	-0.9735
SCARB1	-0.9695
CACNA1F	0.9805
TRIAP1	-0.434
SYT14L	0.747
SFRS8	-0.629833333333333
PBOV1	0.531
GOLSYN	1.42625
GJB7	-1.6215
CAMK2N1	0.0201666666666667
GREM1	2.93090909090909
FLJ20433	1.34925
QPCT	-1.19675
PRKAG2	1.2115
H2AFX	-1.810375
C6orf154	-0.21075
PLOD3	-1.127
ZBTB39	-0.6195
WASF3	-0.07475
DRG1	-0.04225
PRR4	0.253
SPCS1	-0.3535
KDELR3	0.7115
SRP19	-0.192333333333333
GABRA6	0.2845
MFSD1	0.52025
MMEL1	2.08925
PDXDC2	-0.0437
BUB1	-4.87755555555556
RNF138	-0.96625
MYLPF	-0.894833333333333
AIF1	0.262666666666667
DYNLRB1	0.1886
HCN3	-1.39166666666667
HIST1H2AI	-1.344
MAP4K5	-0.19725
LASP1	0.871
LOC130951	0.0135
PLAA	0.257875
KRT6A	0.6945
C6orf117	-0.170125
ARHGAP23	-1.1125
PTF1A	-0.1895
GPHA2	-0.5265
LCE3B	0.22
MCL1	0.629142857142857
EHBP1	-1.59616666666667
PRNP	-0.533
ZSCAN1	0.504
C1orf113	0.935833333333333
FOXA3	-2.767125
NEB	-0.22525
ASGR1	-4.48933333333333
CTGF	2.0185
RAB17	1.02566666666667
MST101	-1.00675
JARID1B	0.9034
USP37	-0.1994
PTBP1	-0.333333333333333
PTPN7	-0.952666666666667
CDC7	-4.04433333333333
SNX7	0.256
ZNF335	0.25475
CPT2	-0.1615
HEATR1	-0.33925
HSPC152	-0.044625
C5orf40	0.29975
PSME1	0.0118333333333333
STAG3	-2.15875
TMEM154	1.3875
KLHL32	-0.589
TSGA10IP	-1.333
SUV420H2	-0.332833333333333
SF1	-0.6641
2'-PDE	-0.1260625
PNLIPRP2	-2.5755
TRSPAP1	-0.517083333333333
NUP210	-0.805833333333333
ANP32C	-1.34016666666667
RAB11B	0.561333333333333
ASB15	0.6655
ITGB3BP	-1.12925
UBASH3A	-1.33775
YWHAB	0.00874999999999997
TPRX1	-0.213
LY6G5C	0.109
SLC7A2	1.07975
CLK1	0.9413
HSD3B7	0.2235
VDR	2.082
C16orf74	0.38875
ACE	0.4225
PSMA2	-0.00216666666666671
CCDC131	-1.482125
ZNF213	1.0085
EML2	-1.2005
ALS2CR13	0.785
GLYATL1	1.54975
DSPP	-0.5
DHFRL1	-0.582
C10orf30	-0.126
SH3RF2	0.752
LOC197322	-0.479
DLL3	-1.450625
TIGD7	-0.427
GFRA3	-0.18875
CPA1	1.14916666666667
RTN4	0.134
PPT2	-1.80733333333333
FASLG	2.2955
FOXP4	0.385625
RPL26	0.7147
GNL3L	-2.263
FMR1NB	0.1305
CD163	6.233
SGPP2	0.6315
GIMAP2	1.1175
CD37	1.0735
DPT	3.74066666666667
NBLA00301	1.45575
RGS5	2.30833333333333
C9orf4	0.402
ACTL8	-3.68083333333333
PRKAR2B	-0.87975
OPLAH	0.570833333333333
C20orf134	1.49525
SPACA5	-0.05275
TBL1X	-1.5675
TSPYL3	-0.2335
CHCHD3	-1.03825
CRKRS	-0.353833333333333
GPR65	4.5205
DFFA	-1.049
FUT1	0.54375
C6orf204	-1.6835
TMEM51	1.44875
ZNF580	0.33375
CMTM2	0.101
C20orf200	-0.233
EZH1	0.0151666666666667
FDX1L	-0.175
MRPL32	-0.26225
PCAF	-1.4251
ALOX15B	2.72083333333333
CD59	0.941375
CDK9	0.300875
ERP29	0.0566666666666667
TTR	-5.569
BCMO1	0.518
DDIT4	-1.0472
PTGDS	2.813
C3orf63	0.3215
BST2	-0.82925
CYP1A2	-0.5974
C5orf25	-0.98
STX1A	-0.810705882352941
OR2A12	0.36
SH3BP5L	-0.62925
SERINC5	-0.314125
USP6	-0.9163
MRPL3	-0.252
POMP	-0.534375
INPP4B	1.290875
GMPPB	1.0005
EAPP	0.791
AHSA1	-0.9415
ABCA11	-0.395
SLC5A6	-0.654833333333333
HIVEP2	0.08225
SUMO2	-0.298
KIAA1822L	0.568
C11orf67	1.08925
TXK	-0.96525
PHCA	-0.480875
ICAM4	-2.24633333333333
FPGS	0.431666666666667
SNRPA1	-1.74
KCNJ4	-0.6545
KIF6	0.8377
HIST1H2BG	-1.348
SLC5A5	0.3735
ZNF354B	-0.383166666666667
IL12RB2	-0.43475
C11orf76	0.635833333333333
GAL3ST2	0.011
AIFM2	-0.26375
SYNC1	-0.671375
UBL3	0.26875
PIK3CG	-2.11083333333333
NLN	-1.4947
BCORL1	-0.16175
CD5L	0.25925
ZNF238	3.73616666666667
KIAA1394	-0.19425
C16orf55	-0.7489
CYP3A7	-2.42875
KRTAP3-1	-3.0935
TFDP1	-0.850333333333333
MND1	-4.525
NODAL	-0.096
GTPBP4	-1.12575
TUBGCP2	1.053
SLITRK5	-2.13975
CIC	0.9745
CD79A	1.77716666666667
SAMD14	0.333833333333333
TNPO3	-0.311
OR10G3	0.464
OR10G8	0.431
CCDC111	0.315
HOXC9	0.3275
DCUN1D1	0.361666666666667
CYB5R1	1.6875
TSR2	0.16225
DAB2IP	0.6635
SLC6A5	0.314
RAB3D	1.7715
DCUN1D4	-1.21366666666667
ERBB3	1.51316666666667
SDC1	0.789666666666667
ATP6V1H	0.132666666666667
SYK	-0.1485
ST20	-0.837
C13orf30	0.586
WDR40A	0.375166666666667
ADMR	0.285
LOC388335	2.99
ACSM1	0.966
TDG	-0.902833333333333
