Hybridization REF	TCGA-A7-A13D-01A-13R-A12P-07
CCDC88C	-0.1523125
HFE	-1.19722222222222
MOGAT1	-0.0245
FAM125B	0.330333333333333
IRGQ	1.482
RAVER2	-0.00525
AKAP5	-2.364
SSSCA1	-0.51325
C11orf63	0.12775
ACTG2	2.2573
PORCN	-0.518
DTL	-2.09881818181818
TMEM151	0.85975
FAM122C	-1.91375
RSAD2	4.304
BAT4	-0.8995
KRTDAP	0.923
MYH8	0.752875
CRTC3	0.000750000000000001
LRRFIP2	0.1832
INTS4	-1.32933333333333
TTN	-1.4405
SLC26A5	-0.494
PLLP	-1.75775
RGS6	0.46325
SRGAP3	0.351875
ZNF525	0.0075
NBR2	-1.24066666666667
C13orf1	0.2075
ZNF137	-0.279
CEP27	-1.9835
BEST2	0.5015
RNF121	-0.04875
DMRTC2	1.86066666666667
C8orf76	0.6695
BCCIP	0.6005
MEST	0.139
HTRA2	-0.0405
ANGPTL2	1.2525
ILKAP	0.224666666666667
ERAS	0.287
HBS1L	-0.733375
CPA5	0.0415
TMEM30A	0.8125
CD300LF	0.817833333333333
WISP3	-0.1595
CRK	0.169214285714286
PDS5A	-0.5874
BRPF3	-0.289333333333333
NEDD9	0.231375
SMPDL3B	2.7105
PSG6	-1.004
PSMD13	0.135
ETV5	-0.729125
OR51A4	-0.896
BTBD7	-0.263166666666667
GSTO1	-1.486625
hCG_16001	1.887
MAD2L1BP	-1.015
COX6A2	2.677
SCNN1A	-1.1985
LSM1	0.110666666666667
UGT2B11	-4.227
IDUA	-0.37675
PPP2R3C	-0.636166666666667
COX11	-1.98716666666667
PDZK1	-5.36975
ZNF443	-1.11183333333333
MGC21874	0.0111666666666667
ZNF323	0.4711
KRTAP10-10	0.9865
CXCL6	-0.12
SLC34A2	3.475
LOC284402	-0.006
NPTN	0.400666666666667
UPP1	-0.37175
SLC6A9	0.7235
OR7G3	-0.53475
CISD1	-0.246
ZNF545	-0.109166666666667
SYT14	0.0325
NT5C3L	1.15016666666667
ZNHIT3	-0.789666666666667
SNRPD3	0.7385
KIAA0701	-0.530125
UNC93B1	0.177333333333333
GMNN	-1.7255
SPCS2	-0.305
LOC388524	-0.11
NAPRT1	0.832625
PNLIPRP1	-0.1135
OR6V1	0.6105
PRKAB1	-1.90725
EYA4	-2.1905
KIF20A	-1.4585
ALG10	-2.0695
ITPKC	1.639
LMX1B	0.388166666666667
RPUSD4	-0.2
C7orf34	-0.718833333333333
DLGAP2	0.276142857142857
PFN1	-0.1008
MICALL2	0.162666666666667
ZNF654	0.18
SS18L1	0.439625
SLC16A8	1.26275
MKI67IP	-0.0858333333333333
ITGB3	-1.02275
TCEA3	2.36083333333333
CEP152	-2.43925
CLIP1	0.529125
ZNF75	-0.7179375
ATP5C1	0.21
NUDT5	0.527166666666667
PSCDBP	-0.65925
UBP1	-0.61625
RBM27	0.0705
C13orf15	3.409
ZNF282	0.734
ZNF222	0.208
COL10A1	6.2255
PRDM15	-0.65125
TTTY5	0.307
FAM9C	-0.3147
C20orf67	0.0595
GNG13	0.139
F12	-0.37725
C1orf41	-0.53025
CPXCR1	1.0375
GSK3A	0.576375
SUPT6H	1.12533333333333
PI16	-1.46766666666667
ELL2	-1.15233333333333
C9orf167	-1.84216666666667
PVRL3	-0.6249
FLJ38596	1.511
ADAM20	-0.36825
GPR89A	1.0775
GPR87	0.539
ZNF30	0.64975
SMR3B	0.611
ZNF770	0.030875
TRPC4AP	-0.4665
DKFZP686E2158	-0.6755
C2orf28	-0.610333333333333
FREM1	-2.17483333333333
LAMA4	0.4035
ADPRHL2	0.6975
EIF4G2	0.0853333333333333
GUCA1A	-0.687
CTNNA2	-1.9315
NUDT15	-0.319666666666667
CEPT1	-0.8755
ZNFX1	0.3095
CCDC92	1.009
TDRD1	-0.7465
KCNK5	0.590666666666667
ETNK1	-0.2715
LTA	0.819
TTPA	1.58566666666667
B3GALNT2	1.09675
SC65	0.4905
PEX5L	-1.771125
EPS15L1	-0.7245
MGEA5	-0.375
HIST1H3A	0.62575
ING1	0.217
BCAT1	-1.23075
ORC6L	-1.88327272727273
KLK11	-4.91916666666667
C19orf28	-0.227875
DNER	-3.11085714285714
MED22	-0.520928571428571
ETV6	1.68741666666667
CHAC2	-1.1335
CD300E	0.147
CEBPB	1.54583333333333
ZNF398	0.58725
LRCH3	-0.168
HMGA1	-1.361
CAPN7	-0.665833333333333
MGC5566	-3.524
CCL3	2.617
NANOS1	0.256142857142857
ZFYVE19	-0.37225
APITD1	-1.721
PARD3	1.7035
IRAK4	-0.786333333333333
SERPINI2	-1.204
CEP170L	-0.44475
TTC9	1.683125
MYOM3	-1.15166666666667
MLPH	-2.08575
LOC222699	-0.1815
NRG1	-0.890416666666667
TBC1D9	0.123454545454545
TTK	-0.675833333333333
ZNF557	-0.08
DDX41	-0.335333333333333
FANK1	2.3525
UBE2D2	0.474
PSMB10	-0.27725
MYH7B	-0.5585
GABARAPL2	-0.92025
MARVELD2	-0.250833333333333
DGCR2	0.639333333333333
UNC45A	0.202333333333333
C6orf72	-0.942
ZNF683	1.21775
GIT2	-0.958125
CASK	1.22516666666667
C14orf161	0.693666666666667
LRRC44	-0.537
TIFA	-0.418125
UTP11L	0.38
C6orf65	-1.83575
FDPS	0.47475
DUSP9	-0.8789
SLC17A8	1.125
OR51G1	-0.677833333333333
NANS	-0.248
OLFML1	0.44275
ATP10B	-1.242
NPAS3	0.83925
PRKCA	-0.1575
GGA2	-0.0590625
LCE4A	0.0435
SPANXN3	0.81375
CCDC115	1.346375
SDCCAG3	-0.89925
GLIPR1L1	0.261
TTC1	-0.67325
C17orf76	0.38375
MAD2L2	-0.86075
HIPK1	-0.3989
LRRC3B	-1.20683333333333
CLN3	-0.687954545454546
C17orf47	0.2805
FMN2	-3.44625
TUBB1	-0.24925
WAPAL	-0.383
C3orf21	-0.268125
SCN5A	0.237375
SMYD1	0.41
BEX5	-2.529
ZNF192	-1.212
SEC22A	0.791666666666667
GRIA2	-0.415846153846154
KIAA0825	-2.63975
NUSAP1	-1.61536363636364
LANCL1	-1.074
C15orf40	-1.1262
ZNF645	0.0671249999999999
GPR61	-0.2915
NLRP14	-0.793
SNX21	0.0813
C1QTNF8	0.7975
C17orf46	0.41175
IFNA8	1.502
SPRR1B	-1.57666666666667
FLRT1	-0.063
SNX17	-0.445833333333333
ASB2	-1.32333333333333
HBG1	-5.8605
RPRML	-2.0915
JOSD2	0.920333333333333
PLSCR3	1.24275
SPOCD1	1.14033333333333
RAB39	0.9775
GHRH	-0.48
ITIH5L	-0.532
C17orf37	1.3435
SMCR8	1.20825
DPY19L2P3	-0.463166666666667
IL11RA	0.406
GDF3	-4.24666666666667
RPS6KB1	-2.28190909090909
DNAJC19	-0.1689
TOP1	-0.45725
CRCT1	-0.534125
MPST	1.1025
DPM2	0.257
FAM38B	-2.063
SLC18A1	-2.87133333333333
FARP1	0.397333333333333
PAX7	-0.3395
TUBD1	-1.28025
GNL3	-0.19675
BTG2	-1.31493333333333
NDUFS6	0.22875
C1orf79	-1.62425
ERAL1	-1.01575
ECHS1	0.6425
VPS4A	-0.239833333333333
CYP11A1	-0.71025
ABCC6	-1.60621428571429
PBX4	-0.9785
MOSC1	-0.572875
NCF4	-1.307
HYMAI	0.5235
NAGPA	-0.82425
OTOP2	-0.7025
ACOT12	-0.8775
MTHFD2L	-1.30285714285714
LOC441376	4.74125
C19orf34	0.746
RAB1B	0.33225
ALDOAP2	-0.11
NTRK1	-1.10433333333333
ARTS-1	-1.2398
SLC6A11	-0.3715
NAP1L2	0.211
CNGB1	0.167333333333333
EPB41L4B	0.683833333333333
FAM134B	0.313
HS3ST3A1	-0.0266666666666667
CPXM2	4.26025
SIRPB2	null
CHORDC1	-0.572333333333333
TRIB3	-0.535833333333333
SLC2A5	0.843
C2orf49	0.0366666666666667
DDX5	-0.12525
OR5L1	3.617
ANAPC4	-0.899333333333333
ZSWIM1	0.197
LOC93622	-0.520875
KCNK3	-0.450111111111111
RP11-35N6.1	-2.578
ZFP161	-0.528333333333333
AQP9	4.33075
SLC15A2	1.77983333333333
MREG	-0.362
OR9I1	1.4775
PDLIM2	1.32214285714286
ADAM7	0.776
GSTCD	-0.6952
WDR21A	0.245
SLC12A8	1.955
TMEM174	-0.171
IGSF3	1.41033333333333
LRRN1	1.11625
LOC402117	-0.755666666666667
SRPK1	-0.3485
LY6K	1.657375
NFIA	2.0955
PTCD3	0.525375
LEP	1.35383333333333
PCDH21	-1.0514
MAPKAPK2	0.521571428571429
NMNAT1	0.093
LHFPL2	0.123125
C9orf43	-1.38075
DIP2A	0.251166666666667
ACTR8	-0.324625
CCDC34	-1.56025
PTPN22	-2.0145
ITGA3	-1.746625
FAM129C	0.663666666666667
RABGGTA	0.0423333333333333
UNC45B	0.506333333333333
KIAA1033	-0.49725
ZNF510	-0.796666666666667
CYP2D6	-0.446333333333333
SLC26A10	-1.3765
STX8	-0.274
LUZP1	0.26775
WDR89	-0.3935
EIF4G3	-0.6398
C5AR1	0.860375
ZNF623	-0.619
A2M	0.5625
TGM7	-0.179
GRPEL1	-0.352833333333333
LMNB2	-0.7098
ROCK2	0.584666666666667
SNX16	0.82075
CCDC66	-0.704
ANXA3	2.06725
KIAA1609	0.868
EED	-0.85075
RNF32	0.8368
HES1	-0.3092
CLC	0.5544
ISL1	0.440166666666667
KIAA0528	-0.850125
MANEA	-0.419875
C1orf61	0.2505
hCG_2001000	1.47975
RAPGEF6	-1.2858
KIAA0020	0.269333333333333
NEIL1	-1.41675
C16orf45	-1.598625
RBM10	-0.00183333333333334
C10orf125	0.217
MRS2L	-0.73475
DNAH17	-0.09225
C19orf10	-0.42825
C1orf160	1.14625
SLFN12	1.52125
EXOC3	0.240666666666667
HIST3H3	0.6995
NCOR2	0.202
TNFRSF9	-0.333
MFSD8	-0.485
ALX1	-3.6815
NOL1	-0.91775
PODN	2.28625
TIAL1	-0.696
HIST1H1E	-1.07525
NPY6R	-0.46575
TM4SF4	0.108666666666667
CORO2A	-0.195
ETNK2	-1.29033333333333
APOE	1.0312
ANGPT4	-1.3365
HDGF2	-0.38225
G30	1.1105
ST8SIA4	-0.936875
F2RL1	-1.398375
FAM19A4	0.13075
CCAR1	-0.2065
B3GNT7	0.2795
OPHN1	0.2382
DSCR6	-0.901
C21orf13	-0.411833333333333
GAS2L1	0.759
RFX3	-0.224
COPS4	-1.03975
BCHE	-2.02383333333333
BCL2	-1.0865
HBZ	-3.57233333333333
ARL13B	0.488375
MAPBPIP	1.68325
MYO15B	-1.064625
SPZ1	0.72225
KIAA1324	0.733444444444445
PLCL2	-0.86575
C4orf29	-2.13625
WDFY2	-0.337375
ZNF284	0.225
NAALADL1	-0.3675
DUSP5	-0.785166666666667
PXDN	1.78
SLMO1	0.366
TNXB	0.321
BIRC7	-0.29625
A4GALT	1.08916666666667
TIMM22	0.15075
FAM110C	1.1955
TOMM34	0.26025
ABHD9	1.2395
ADAM32	2.349
CRHBP	-1.0025
AQP2	0.31425
LOC130355	1.751
ZNF187	-1.1955
ZNF816A	0.5975
F7	-1.29975
CNOT1	-1.0468
SLC13A4	-1.442
ZBTB11	-0.55575
B3GALT5	-0.832
EXOC2	-0.0185
IRS1	-0.841
TMEM1	0.5626
MRPL34	-1.36966666666667
SAMM50	-0.65425
CDC42EP3	1.521
HSF2	-1.4076
MFN2	-0.62025
TSPAN7	-2.012
NUCB1	1.912
RHOH	-4.072
ARL16	0.3425
TACR1	0.724
SFRS5	-1.34283333333333
SNX25	-0.422625
RHBDF1	0.0771666666666667
PCDH18	1.3345
HMG1L1	0.25175
MYO5C	-0.342875
MAPK10	-0.4995
LDHAL6A	0.0293333333333333
NUDT12	-1.7995
NCAM1	-0.68575
GLIS2	1.2545
GGTL4	2.3245
DAPP1	0.99225
ATF7	0.9195
KIAA0748	-1.78125
NFIL3	0.82975
TM6SF1	-0.6997
SEZ6	-0.55475
NANOS3	0.561333333333333
DNAJA3	-0.147333333333333
CLDN6	3.1255
CIITA	0.6683
EPHA4	1.42833333333333
FANCC	-1.1755
CMTM3	-0.09375
PSG3	-0.221833333333333
MRPL15	0.19
C21orf59	-0.21275
PLCXD2	-0.244333333333333
C2orf34	0.00824999999999997
UBE2L6	0.261375
MED14	0.562666666666667
HP1BP3	-0.5745
C6orf208	-2.1825
TPBG	-0.2155
OSR2	-2.042625
XPC	-1.32216666666667
KLHL7	0.317833333333333
CCR3	-0.0782
AGTPBP1	-1.19183333333333
PCSK6	-0.988266666666667
STAT5A	0.6842
FAM18B	-0.0215
LONRF2	-4.63933333333333
PTPN2	-0.482625
SF3A3	-0.039
EFCBP2	-0.3085
HCFC1	-0.602166666666667
AHNAK	-0.0978
ACTR5	-0.074
KIF14	-1.37528571428571
TENC1	0.056
HEATR5B	0.732
YIPF2	1.33133333333333
MYEOV2	0.543333333333333
DUSP18	0.37125
KIAA1012	-0.87225
AHR	-0.0608333333333333
C17orf53	-0.599666666666667
PTPRH	-1.57
ATP6V1C1	0.3475
TAS2R3	-0.8905
LOC440356	-0.196
COQ10B	0.4065
PSMF1	0.0909166666666667
SORBS2	2.83275
NFE2L2	-0.1885
TMCO7	-0.769
SH3PXD2A	0.3283
SH2D2A	0.24475
SPINK5	-2.62
MRPS24	-0.49625
OPA3	1.762625
TRAF7	-0.172666666666667
C4orf35	-0.3298
MT1G	0.346875
MGC39545	-0.065
HS1BP3	0.7417
OR2B2	0.363
CHRM4	0.6115
SFRP2	1.48716666666667
RIC3	-1.51675
ART1	-0.0205
C6orf1	-0.3365
DUS4L	-1.39925
C10orf104	-0.0875
TNFAIP6	2.69675
RTEL1	0.166
CCT4	-0.3641
ZNF709	-0.6315
CHMP6	0.513
UPP2	0.289666666666667
CYP19A1	-2.03542857142857
CD151	-0.575666666666667
NDUFA13	-0.657666666666667
ARFRP1	0.408333333333333
FAM26B	0.636
CRYBA1	-0.2565
MRPL41	-0.802666666666667
NPFFR2	-1.37842857142857
HRH2	0.6755
SCAMP3	0.4455
MTMR6	0.3998
MTG1	-0.463666666666667
UBTD1	2.26025
CRABP1	-0.826
FLJ33790	0.2098
KIAA1908	0.0901666666666667
GPR158	2.42775
PACSIN3	0.509333333333333
OMD	-0.473166666666667
CATSPER1	-1.3404
HOXB8	-0.197875
FBXO46	2.049
OAS1	1.86416666666667
SVIL	2.322
PHB2	-1.77175
ADCY3	-0.8905
NDRG2	1.712
ERMAP	0.237
APBA2	0.7832
IGSF9	3.15325
WNT6	1.276
MYCBPAP	-1.5755
ATP2B2	-0.171625
CPVL	-1.0617
TRAM2	-0.113090909090909
NOP5/NOP58	-0.134
ZNRF4	-0.0645
TLK1	0.71225
MTMR12	1.12535714285714
ZNF384	-0.4254
FAM9B	-0.999
RPN1	0.9699
PMVK	1.00625
EIF3D	-0.00229999999999999
SIX2	1.99675
HPS1	0.204928571428571
RNF7	0.5135
PSKH2	0.9335
KCTD13	-0.256666666666667
CSMD3	-0.8454
FBF1	0.447
IL8	-0.7515
SERPINB13	0.628909090909091
FBXL20	-0.813
BLR1	1.0495
SH2B1	-0.733
RFNG	1.200125
RAB20	1.52533333333333
RBM7	-0.18925
POLR1A	0.4785
TMPRSS4	-2.3685
TAF9	-1.507875
TERF2	-0.5225
TNFRSF1A	0.11675
ACADVL	-0.2665
GTF2H5	-0.447
EDG8	0.182666666666667
C9orf140	-0.39175
UST6	-0.466
ZBTB8OS	0.246
ZNF710	0.8595
GPR174	-1.6855
ATP6V0A2	-0.77975
KIAA0319L	-0.807083333333333
XKRX	-0.953
DOPEY2	1.0346
SDHD	-1.00941666666667
SUMF1	0.62425
OSM	2.5475
OPN3	0.344
DAGLB	0.513166666666667
PPFIBP1	1.4133
TRIM63	-4.00525
C10orf53	-3.191
LYPD3	1.9865
BCL7A	-0.78575
AGER	-1.66166666666667
TCF19	-0.89225
SAT2	0.544
PFTK1	0.458333333333333
GABRE	-0.047
C15orf38	0.3116
FIS1	0.29
KCNV2	0.54725
CLPS	0.85375
PPCDC	-0.432375
FOXN2	1.15566666666667
NT5E	-1.6169
CD83	0.412
IL18	0.69425
VPS16	0.33825
IGFBP2	-0.765666666666667
NOTCH2	0.877
SIGLEC1	2.19683333333333
CD93	5.663
SULF2	0.57525
CEP164	0.00625
P53AIP1	0.1205
TOR2A	-0.377
ZNF136	-0.6995
MGP	5.1324
CCDC144A	-0.422
TRPC1	-1.0515
SMS	0.421
MAPK7	-0.310666666666667
RRAGC	1.113
PARD6A	-1.23083333333333
NUB1	0.2705
SYNGR4	0.12525
OR11H12	1.5065
WIF1	0.484666666666667
GCH1	-0.6425
OR11H4	0.343
SLC44A5	-1.8535
GPRIN2	4.03766666666667
LOC401431	-0.52325
CPA4	-0.7992
MELK	0.139222222222222
IL15RA	-0.4165
CUL3	-1.43242857142857
HMBOX1	-2.328
PODXL	-0.96775
CCT6B	0.364833333333333
COMTD1	-0.857
MUC20	2.82566666666667
GPX2	-4.162875
ITK	-3.0335
FBXL5	-0.35425
C13orf27	-0.686
DEFA5	1.2395
TRHDE	0.6505
MTP18	0.269666666666667
UQCRQ	-0.7159
ITGB2	1.1795
CSRP2BP	0.3375
TAS2R44	0.666
PHPT1	0.063
FAM44C	-0.562
ERH	-0.5235
MPHOSPH1	-2.16633333333333
MORC1	-0.4385
PARVB	-0.2115
LAMA1	-1.93433333333333
PGBD3	0.4505
GIMAP6	3.28125
AREG	-4.536
LIPT1	-0.768
MGC99813	-0.02925
C1orf201	0.568333333333333
GRIN2A	-1.36455555555556
MAN2C1	-1.495
NSUN5	-0.23225
SF3B5	0.61325
MYC	-0.5024375
NRXN1	0.720636363636364
ZNF18	-0.49175
SPDYA	-0.4415
SLC37A1	1.82
DECR2	-0.63675
ANKRD38	1.3695
SPTLC3	-0.9925
SUPT16H	-0.730625
DTWD2	-0.238
ULBP1	0.567
ZADH1	-0.6945
OIP5	-2.0215
IL10RB	0.246666666666667
OTUB2	-0.37275
VWA3A	-0.239333333333333
SPIC	0.205666666666667
OR6C4	-0.321
PSCD4	0.1062
DPY19L2P2	0.294
TRAPPC6A	1.29916666666667
C21orf2	0.0726666666666667
CEMP1	0.2905
LIN7B	0.54
E2F7	-1.5915
VCP	0.503533333333333
LAMA3	-0.527083333333333
BGN	2.1615
GPR160	-0.358666666666667
COCH	-5.49683333333333
GPR81	1.05283333333333
APOBEC3F	-0.59
tcag7.1017	-0.135
C1orf32	0.756
SCGB1D2	2.48725
FLJ43987	-1.239
C6orf170	-2.42133333333333
KLK9	0.547
GPD1L	-0.392
VPS37B	1.171
ATG3	-0.5335
ADAMTS17	-1.003
KLHDC2	-0.864666666666667
NDUFV2	-0.78975
BLK	-4.656
MATN4	2.2035
GPM6A	0.138
GBP4	2.75483333333333
TMEM162	0.5166
PKP2	0.7535
HRASLS	3.62155555555556
MMP1	-3.2425
SFXN3	-0.1749
FSD1	-1.81616666666667
ST6GALNAC3	-0.880333333333333
CA12	0.159
NCOA6	0.708
C19orf58	0.2802
PPP4R1	-0.328833333333333
MAN1A2	1.10833333333333
IKBKAP	-1.746
UPF1	-0.238333333333333
KIAA1219	0.01875
WNT16	1.4154
SNW1	-0.721375
IL18RAP	0.718
RPP30	-1.42414285714286
CDC40	-0.397142857142857
SETD3	-0.353666666666667
SLAMF6	0.135
ELK4	-0.883
TRIM47	2.764
ACOX3	1.3195
TRIM6	0.13975
KIAA0372	-0.9155
TP53AP1	0.71575
SMURF2	0.3115
ADAD1	0.65
EBP	-0.1885
KRTAP13-2	-0.8945
FLJ36874	-1.68016666666667
TOR1A	-0.741333333333333
P2RY4	1.9485
GPBP1	-0.97625
TRPV1	-0.178625
ADAMTS12	1.52183333333333
PES1	-0.0527
ATG4A	0.3245
MAGEA10	-5.20425
WFS1	0.329
CC2D1B	0.1794
PABPN1	-0.3805
SLC25A30	0.4455
SLCO1C1	-0.0215
SLC22A5	-0.39425
KIF23	-1.2375
SYN2	0.995
ASPN	7.62266666666667
CENTG2	0.55775
QSOX2	-1.3387
FLJ10815	-0.0841666666666667
STK24	0.0500625
SPEG	0.4366
STK10	0.226833333333333
DACT2	-1.694
AAAS	-1.1145
SSX3	-1.63385714285714
ABCD3	-0.1329
C4orf12	-1.06125
PARVG	-0.881333333333333
FIG4	-0.468
C9orf46	-0.40775
TMCO6	-1.23
IGHMBP2	-1.00625
DUS2L	-0.375
FAM3C	1.0561875
TMEM16D	-4.359625
DCTN4	-0.324
KCNH3	-0.3145
EIF2AK2	1.46325
AP1S3	1.3435
CST4	0.091
PAM	2.015
NUTF2	0.2065
CITED2	-0.1851
SLC39A4	0.81425
C2orf52	-1.6885
GRM3	-0.21075
C12orf49	1.337
CCDC49	-0.786
GRAMD1B	-1.105375
FNDC4	1.73225
SIAH2	-0.577375
GDPD4	0.188
C21orf87	0.997875
ATP5A1	-1.2825
C16orf63	-0.986375
LOC388135	-1.44816666666667
ATP5J2	-0.165125
MMP3	-3.3025
EMID2	0.54525
CRHR1	0.10175
WDR70	0.6
C13orf31	1.2915
ZFAND1	0.07825
CCL18	4.24483333333333
C3orf49	-1.174
RINT1	0.37
KIAA0408	-2.353
F13A1	4.1017
SLC10A1	0.1285
OGN	-1.76475
GIPC2	-2.506
XPO6	-0.202
LCE1A	1.3935
FMR1	-0.2444
LOC374920	0.1815
DUSP3	-0.10375
ANKMY1	-0.524
C7orf50	0.6375
BBS9	-0.585
UNC119B	-0.75525
C9orf72	-0.405625
MGC35440	-0.279
ENTPD6	0.01975
PPP1R2P9	0.70625
ERCC4	-1.28375
FAHD2B	0.176
HMHA1	-1.944
HACL1	-0.819
RAD23A	-0.787666666666667
FAM83B	1.1755
PPP5C	0.0113333333333333
RNASEH2C	-0.291375
C9orf153	-1.9655
SCAMP4	1.099875
GHITM	-0.4057
NDUFB7	-0.280875
ADCYAP1	0.103
SP110	-0.068
MAP3K7IP2	0.446
DHH	0.208
AGRN	1.85921428571429
WDR33	0.156666666666667
CEP290	-0.908166666666667
PRPS1L1	-1.33783333333333
KLRA1	-0.086
GPR97	-0.0695
CHD7	0.382666666666667
TLR10	0.9575
SLC30A8	-1.64
HIC1	1.12375
IAPP	-0.271
RXFP4	0.60275
GP1BB	2.2955
SHQ1	-0.6605
NKX2-3	0.713
API5	-1.035
FTHP1	0.774
MOV10L1	-0.952333333333333
TRIM6-TRIM34	2.19083333333333
ADHFE1	-0.22825
FAM117A	-0.9225
DDI1	2.25666666666667
CDON	0.3115
TRIM73	-0.9665
IGKC	-0.7585
MMP14	0.653583333333334
DYNC1LI1	-1.198875
C11orf66	-0.551666666666667
TRBV3-1	-1.874
FASTKD5	0.5595
BIVM	-1.8245
LHX4	0.339666666666667
CXCL2	-1.4933
RAB2B	-0.763666666666667
IZUMO1	-0.85
MAP3K15	-2.168375
FAM19A2	-0.762
ZC3H8	0.199166666666667
ZMAT1	0.16
SPINK5L3	-3.057
SLC10A6	1.869
APPL2	-1.691125
CARD10	-0.254666666666667
LOC402176	-0.89425
EEF1D	0.000200000000000001
RAB6A	0.1238
C12orf5	0.125625
PAPOLG	0.868
MSRB2	1.67075
BCR	1.12394444444444
PUS3	0.3955
TIAM2	1.015
ZNF317	-1.54766666666667
CHD2	-0.178
FZD5	-0.875227272727273
NUDT8	-0.64175
ZNF763	-0.8555
PRC1	-1.266
ABCB9	0.708833333333333
SPATA3	0.838666666666667
TRAK2	0.273375
STAB1	2.20575
LRRTM2	-1.482
psiTPTE22	2.44875
DBI	0.776
SERPINA11	-3.36225
NAT5	0.1995
C20orf58	-3.15625
RPS6KA4	0.331666666666667
FLJ90650	-2.35175
TGFBRAP1	0.70525
CHRDL2	-1.069
FAHD2A	0.186666666666667
CNTN1	1.05225
BBS4	-1.6646
TMEM181	-0.5085
MINPP1	-2.149
MPHOSPH6	-0.256166666666667
HOXC10	0.9538
ITPKB	-0.93425
CLPTM1L	0.806
MEOX2	-1.72983333333333
ATP6V0C	-0.272
PRPF8	-0.732
TMC5	1.5865
FKBP3	-1.03775
PLEKHB2	0.487625
OR4D6	0.205
ZNF544	0.0936
D2HGDH	-0.2395
RPL18A	-0.7925
HEL308	-1.302
MPP6	-0.81
TCERG1	-1.54625
KRT16	5.5115
KLF17	-0.91025
KLF5	2.1885
CDR1	4.31
VCX3A	-3.902
FBLN2	2.100125
C14orf104	-0.7055
HBE1	-5.268
OR4S2	1.6305
C1orf108	0.0185
ROBO4	3.96683333333333
CPEB4	0.057875
C11orf80	-0.294166666666667
BCKDHA	1.85316666666667
MYOC	0.94725
GIF	-0.1395
CKMT1A	1.438
RPL3	-0.5549
THBS1	3.410125
APOO	3.90625
ARMCX1	0.83175
HSZFP36	-1.07175
SNAPC5	0.1385
EIF4ENIF1	0.20625
ZNF433	-1.2645
TNFRSF21	0.93475
TMPRSS7	0.919
SPATA18	0.2975
HPDL	-0.064
MKL2	0.4913
TBX3	-0.269923076923077
C21orf93	0.8376
DAXX	-0.4615
ELMO1	0.325375
RGS13	-0.0517999999999999
TAF11	-0.87325
UNC13A	-2.656
LOC653314	-0.6205
ORC3L	-1.428
IMAA	-2.087
TARBP2	-0.5075
CABIN1	-0.0729
TRIOBP	0.256125
HIST1H2AC	0.634875
RGS22	-2.898
NCOA1	0.276833333333333
IL25	6.2995
SNCG	0.0175
GPR6	-0.1145
AMDHD1	-2.05183333333333
CHEK2	0.83525
C6orf142	-0.11825
DRD4	0.74625
C14orf68	-1.081
GDF11	-1.59975
SEMG2	-0.3555
CD247	-3.889
CDAN1	-1.7785
RBMX2	-0.180333333333333
TGS1	-0.625
OIT3	0.32075
SYF2	0.02225
MCM4	-0.863375
PKHD1L1	-0.0536666666666667
CEP192	-0.325666666666667
IFT88	-0.00925
RPL9	-0.552214285714286
RAB32	0.586625
DDX43	2.79175
P2RX2	0.4745
OR5D18	-0.1235
UBE1	-0.0269166666666667
SLC24A1	-0.498
ARHGAP5	0.262
CETP	-0.5675
KIAA1731	-1.3585
SLC9A4	0.666
PTPN6	0.09425
BAHD1	-0.153
GRIK3	-0.2225
CACNB2	-0.9356
PDE10A	0.43
DGCR14	-0.15575
PCDHB9	0.6715
RHOQ	0.5805
MAP3K4	-0.7995
KTI12	0.117333333333333
RPL23AP13	-1.838
GNG11	-0.8825
CLCN3	0.880666666666667
GPAM	-0.644
VSTM2A	1.5795
SLAMF7	0.0633333333333333
INTS2	-0.71875
PPP2CA	-0.8988
LRP12	0.0982666666666667
SEC14L2	1.07944444444444
DKFZP586H2123	1.23425
MC3R	-0.469
CIRH1A	-1.592
HIST1H2AB	1.228
POLH	-0.852
MGC16703	-2.08333333333333
SNAPC2	-0.8155
FILIP1L	0.3415
RASGRP4	0.6
LRRC1	1.26275
GAS1	0.861
PRAC	-0.658
DGKA	-1.21333333333333
NT5C3	-0.5675
PEG3	0.2395
NADK	-0.583
PRR17	0.75475
LOC374569	-0.63175
SGSH	0.223666666666667
NLRP8	1.439
GALT	0.2574
MCF2	-1.7345
ZNF263	-0.396
TACSTD1	1.972
TYR	-6.7102
ATP6AP2	0.4955
RNUXA	0.18875
ABHD10	0.5444
GDPD2	-1.871
SLC35C1	-0.39375
UBE2A	0.023
HERC5	-0.223666666666667
FAM112B	-5.48066666666667
FBXL16	-2.20475
DKFZP434A0131	-0.2665
ELA3A	-1.648
RBM41	0.108875
HAO2	1.85466666666667
RNH1	0.1755
SHANK2	1.63116666666667
OSBP2	-0.686
DAK	-1.25466666666667
C3orf58	1.91566666666667
TCL1B	-1.7415
KBTBD2	-0.217
SUGT1L1	-1.0355
UBE2E2	1.058
MYL9	3.663125
CDC23	-1.37633333333333
PBXIP1	1.9563
CXorf40B	0.555
NBL1	0.55825
RTBDN	0.322
RAB11FIP5	0.86975
TTTY13	-0.0905
SCOTIN	-0.00216666666666667
SOHLH1	-0.903166666666667
