Hybridization REF	TCGA-C8-A1HM-01A-12R-A137-07
PCDH8	-3.41025
HSP90B1	-0.253333333333333
KCNK15	0.519
TNIP2	-0.0943333333333333
GPR146	-0.66825
NOL6	-0.951375
SPC25	0.672888888888889
STEAP2	2.3735
VAMP3	-0.035
TCIRG1	0.3615
ZP4	-0.225166666666667
PARL	0.729875
TRIM39	0.1985
KIAA1305	0.023
CRNN	0.00866666666666667
GRN	0.382
HSH2D	1.22125
SCAMP1	-0.0725625
KIAA1913	-0.47525
PTS	0.15025
BANP	-0.208785714285714
PRKACG	-0.41425
ADCY6	-0.027
C16orf46	0.3135
CYP51A1	-0.362125
DDC	-5.3275
ANPEP	1.2835
PROM1	-3.402
SIGLEC10	3.05025
COPG	0.624
FAM26E	0.36525
TRIP4	0.8265
SNX3	0.501
C1orf175	0.4885
PPY2	0.378
C14orf152	0.25775
FTSJ1	-0.136166666666667
DST	-1.53225
LOC554235	0.11125
GLRX5	-0.644
C20orf12	0.6451
CAB39	-0.1555
MSH2	-0.832666666666667
PIP4K2C	2.998625
CYLD	1.426375
WTAP	1.1556875
MGAT4A	2.38033333333333
TSC22D4	-0.4058
CHRM2	-0.8915
PPYR1	0.161333333333333
CCNH	-0.720166666666667
RRM1	0.10375
ECAT8	-3.63775
LOC400120	-1.30975
GABRA4	-0.072375
C14orf4	0.906
C1orf59	-0.1085
CTDSPL	-1.00866666666667
NHEDC2	-1.88
PDE11A	-1.3013125
KLHL29	-2.63575
CD5	0.8337
TSPAN9	1.8545625
WDR67	0.9405
THUMPD1	0.8168
C18orf17	-0.1845
CLYBL	0.462
FLJ13231	-0.901375
CMBL	0.740625
LECT2	-0.2165
NKAPL	2.06566666666667
LOC654780	0.744
OR4C6	-0.142
RAB30	1.37866666666667
TSSK4	0.2655
TMEM163	0.5295
OSBPL11	0.159416666666667
GNB5	-0.665333333333333
CCL21	0.6475
C1orf121	0.492833333333333
FMO2	2.20533333333333
RPTN	1.022
MSTN	-0.434
VCL	0.231357142857143
FYTTD1	0.8165
C11orf1	0.37575
CCDC88C	0.0740625
HFE	-0.0977222222222222
MOGAT1	-0.5675
FAM125B	0.189833333333333
IRGQ	0.606
RAVER2	0.1225
AKAP5	0.212
SSSCA1	-0.581
C11orf63	-0.7515
ACTG2	-1.5306
PORCN	-0.2315
DTL	-0.486636363636364
TMEM151	0.5175
FAM122C	0.66375
RSAD2	5.727
BAT4	-0.929
KRTDAP	-1.52866666666667
MYH8	0.117875
CRTC3	0.3805
LRRFIP2	0.1961
INTS4	-0.289833333333333
TTN	-0.853166666666667
SLC26A5	-0.132
PLLP	-1.35325
RGS6	-0.804875
SRGAP3	0.462125
ZNF525	1.26933333333333
NBR2	-0.368
C13orf1	0.7114
ZNF137	1.223
CEP27	-1.263
BEST2	0.2365
RNF121	-0.17975
DMRTC2	0.334
C8orf76	0.6065
BCCIP	0.61375
MEST	-0.4835
HTRA2	-0.8685
ANGPTL2	-0.668
ILKAP	-0.559666666666667
ERAS	0.3965
HBS1L	-0.68875
CPA5	0.2445
TMEM30A	1.82133333333333
CD300LF	2.946
WISP3	4.1475
CRK	-0.0335
PDS5A	0.5303
BRPF3	0.422666666666667
NEDD9	0.12475
SMPDL3B	0.744
PSG6	-1.126
PSMD13	0.56625
ETV5	-2.384875
OR51A4	0.096
BTBD7	-0.1755
GSTO1	-1.24975
hCG_16001	1.737
MAD2L1BP	0.3745
COX6A2	1.19
SCNN1A	1.96666666666667
LSM1	0.978333333333333
UGT2B11	-3.1285
IDUA	-0.21075
PPP2R3C	-0.945166666666667
COX11	0.215833333333333
PDZK1	-1.10175
ZNF443	-0.00366666666666666
MGC21874	0.433666666666667
ZNF323	-0.0055
KRTAP10-10	0.481
CXCL6	-0.26275
SLC34A2	1.1477
LOC284402	0.1715
NPTN	1.52658333333333
UPP1	-1.15058333333333
SLC6A9	-0.825
OR7G3	0.1115
CISD1	0.266
ZNF545	-0.795333333333333
SYT14	-1.012
NT5C3L	0.195
ZNHIT3	0.0493333333333333
SNRPD3	0.19125
KIAA0701	0.941625
UNC93B1	1.112
GMNN	-0.377
SPCS2	0.740833333333333
LOC388524	-0.2745
NAPRT1	0.64225
PNLIPRP1	0.47125
OR6V1	0.6725
PRKAB1	-0.55875
EYA4	-4.265
KIF20A	-0.83625
ALG10	2.09725
ITPKC	1.373
LMX1B	0.6065
RPUSD4	-0.482166666666667
C7orf34	0.031
DLGAP2	0.459875
PFN1	-0.2777
MICALL2	0.394
ZNF654	-0.173
SS18L1	-0.247625
SLC16A8	0.01125
MKI67IP	0.195166666666667
ITGB3	-2.14425
TCEA3	2.1675
CEP152	-1.809375
CLIP1	0.124
ZNF75	1.547625
ATP5C1	0.2855
NUDT5	0.267833333333333
PSCDBP	2.21925
UBP1	-0.4615
RBM27	0.387
C13orf15	2.436375
ZNF282	-0.341833333333333
ZNF222	0.5935
COL10A1	4.5535
PRDM15	-0.285
TTTY5	0.421
FAM9C	-0.722916666666667
C20orf67	0.37325
GNG13	0.2545
F12	-0.84475
C1orf41	-0.22025
CPXCR1	0.754
GSK3A	0.061625
SUPT6H	0.9965
PI16	-0.0886666666666667
ELL2	-1.06308333333333
C9orf167	-1.38516666666667
PVRL3	-2.4982
FLJ38596	0.183
ADAM20	0.40225
GPR89A	0.4765
GPR87	-3.489
ZNF30	0.25825
SMR3B	-0.70825
ZNF770	-0.19625
TRPC4AP	-0.788833333333333
DKFZP686E2158	0.271
C2orf28	-0.1165
FREM1	-2.77033333333333
LAMA4	-0.5605
ADPRHL2	0.03925
EIF4G2	1.01366666666667
GUCA1A	0.219
CTNNA2	-2.08725
NUDT15	-0.0568333333333333
CEPT1	0.517833333333333
ZNFX1	2.4602
CCDC92	0.56725
TDRD1	-1.9385
KCNK5	-0.743666666666667
ETNK1	1.48616666666667
LTA	0.567
TTPA	1.212
B3GALNT2	0.939625
SC65	0.0235
PEX5L	-1.364
EPS15L1	-0.00675000000000001
MGEA5	-0.124
HIST1H3A	1.164
ING1	0.202375
BCAT1	-2.5555
ORC6L	-0.420818181818182
KLK11	-5.02
C19orf28	-1.392375
DNER	-4.31875
MED22	-1.07814285714286
ETV6	1.80725
CHAC2	-1.0055
CD300E	0.25
CEBPB	1.64383333333333
ZNF398	-0.9895
LRCH3	0.014
HMGA1	-1.11916666666667
CAPN7	0.633666666666667
MGC5566	-1.70475
CCL3	3.831
NANOS1	0.05175
ZFYVE19	-0.168
APITD1	-0.285833333333333
PARD3	-0.160125
IRAK4	0.5685
SERPINI2	0.077
CEP170L	-0.91075
TTC9	1.8145
MYOM3	-2.28875
MLPH	-0.412625
LOC222699	0.481
NRG1	-2.42891666666667
TBC1D9	2.623
TTK	-0.0635
ZNF557	0.2019
DDX41	-0.745666666666667
FANK1	1.04
UBE2D2	-0.474875
PSMB10	2.30525
MYH7B	-0.1115
GABARAPL2	-0.33875
MARVELD2	0.984666666666667
DGCR2	-0.055
UNC45A	0.181833333333333
C6orf72	0.7605
ZNF683	4.99775
GIT2	0.105375
CASK	1.35016666666667
C14orf161	2.796
LRRC44	0.09275
TIFA	0.166
UTP11L	-0.678375
C6orf65	-1.68325
FDPS	-0.39025
DUSP9	-1.5488
SLC17A8	0.0401666666666667
OR51G1	0.303333333333333
NANS	0.173
OLFML1	0.7775
ATP10B	-1.824625
NPAS3	-0.3555
PRKCA	-2.7751
GGA2	-0.3186875
LCE4A	0.5985
SPANXN3	0.59625
CCDC115	0.7535
SDCCAG3	-1.04825
GLIPR1L1	0.12075
TTC1	-0.38325
C17orf76	1.0465
MAD2L2	-1.0805
HIPK1	0.3584
LRRC3B	-0.744
CLN3	-0.358954545454545
C17orf47	-0.001
FMN2	-3.36775
TUBB1	-1.5975
WAPAL	0.552
C3orf21	-0.206125
SCN5A	-0.1231
SMYD1	-0.6435
BEX5	2.53075
ZNF192	0.495
SEC22A	0.676833333333333
GRIA2	-0.0610714285714286
KIAA0825	-1.68175
NUSAP1	-0.831818181818182
LANCL1	0.174375
C15orf40	-0.2476
ZNF645	-0.100375
GPR61	0.05
NLRP14	-0.023
SNX21	-0.3457
C1QTNF8	-0.033
C17orf46	0.518
IFNA8	0.158
SPRR1B	-2.2045
FLRT1	-0.744
SNX17	-1.0085
ASB2	1.2655
HBG1	-4.966
RPRML	-2.01125
JOSD2	1.77983333333333
PLSCR3	-0.46275
SPOCD1	-1.07916666666667
RAB39	0.001
GHRH	0.6365
ITIH5L	0.29425
C17orf37	0.41525
SMCR8	0.37675
DPY19L2P3	-0.553666666666667
IL11RA	-0.4255
GDF3	-3.7475
RPS6KB1	-0.20025
DNAJC19	0.774
TOP1	0.3135
CRCT1	-0.5295
MPST	-0.1485
DPM2	0.0875
FAM38B	-2.06716666666667
SLC18A1	-2.19433333333333
FARP1	-0.657166666666667
PAX7	0.4385
TUBD1	0.46125
GNL3	-0.59975
BTG2	1.60006666666667
NDUFS6	0.43775
C1orf79	-0.66075
ERAL1	1.08725
ECHS1	-0.738
VPS4A	-0.4485
CYP11A1	-0.762625
ABCC6	-0.644571428571428
PBX4	-1.1325
MOSC1	1.005875
NCF4	1.1415
HYMAI	-0.6395
NAGPA	-0.277375
OTOP2	0.5235
ACOT12	0.14725
MTHFD2L	-1.159375
LOC441376	4.479
C19orf34	-0.201
RAB1B	-0.46975
ALDOAP2	0.2945
NTRK1	-0.852333333333333
ARTS-1	-0.7595
SLC6A11	-0.3685
NAP1L2	2.2255
CNGB1	0.261833333333333
EPB41L4B	0.301
FAM134B	2.232
HS3ST3A1	-2.05783333333333
CPXM2	3.35725
SIRPB2	0.475
CHORDC1	0.466833333333333
TRIB3	-1.098
SLC2A5	1.54375
C2orf49	0.0115
DDX5	0.8235
OR5L1	0.588
ANAPC4	-0.526333333333333
ZSWIM1	1.067125
LOC93622	-0.51225
KCNK3	-0.7233
RP11-35N6.1	-2.420375
ZFP161	-0.113166666666667
AQP9	4.70075
SLC15A2	2.11116666666667
MREG	1.2845
OR9I1	0.3665
PDLIM2	-0.36825
ADAM7	0.3685
GSTCD	-0.455333333333333
WDR21A	-0.456875
SLC12A8	0.973166666666667
TMEM174	0.33625
IGSF3	0.887083333333333
LRRN1	0.43425
LOC402117	0.158
SRPK1	-1.0625
LY6K	-2.505125
NFIA	2.0895
PTCD3	0.38325
LEP	1.118
PCDH21	-0.861
MAPKAPK2	0.194
NMNAT1	-0.560166666666667
LHFPL2	0.70275
C9orf43	1.01075
DIP2A	-0.315166666666667
ACTR8	-0.468625
CCDC34	-0.26225
PTPN22	1.33275
ITGA3	0.2375
FAM129C	1.439
RABGGTA	0.564666666666667
UNC45B	1.745
KIAA1033	-0.045125
ZNF510	-0.0556666666666667
CYP2D6	0.0716666666666667
SLC26A10	0.5915
STX8	-0.2885
LUZP1	-0.7365
WDR89	0.207
EIF4G3	-0.523
C5AR1	0.657375
ZNF623	0.9715
A2M	-0.8195
TGM7	0.486
GRPEL1	-0.426
LMNB2	-1.1567
ROCK2	0.0651666666666667
SNX16	1.583125
CCDC66	-0.35375
ANXA3	-2.26475
KIAA1609	-2.2605
EED	0.08625
RNF32	-0.1325
HES1	0.1181
CLC	2.38983333333333
ISL1	-1.76333333333333
KIAA0528	0.706375
MANEA	1.006625
C1orf61	-1.8805
hCG_2001000	1.81825
RAPGEF6	-0.3354
KIAA0020	-0.511166666666667
NEIL1	1.474
C16orf45	-1.0545
RBM10	0.304333333333333
C10orf125	-0.80575
MRS2L	0.47175
DNAH17	-1.09975
C19orf10	-0.47525
C1orf160	0.3985
SLFN12	0.63475
EXOC3	-0.358833333333333
HIST3H3	0.9405
NCOR2	-0.215166666666667
TNFRSF9	1.7325
MFSD8	1.2315
ALX1	-3.96416666666667
NOL1	-0.40275
PODN	1.011
TIAL1	-0.40825
HIST1H1E	-0.4535
NPY6R	0.293
TM4SF4	-0.38125
CORO2A	0.4495
ETNK2	1.0245
APOE	2.0939
ANGPT4	-0.05
HDGF2	-0.64875
G30	0.033
ST8SIA4	0.686375
F2RL1	0.307875
FAM19A4	-2.078
CCAR1	0.35575
B3GNT7	0.522
OPHN1	0.2555
DSCR6	2.7965
C21orf13	1.87166666666667
GAS2L1	-0.0905
RFX3	0.298666666666667
COPS4	-0.2555
BCHE	-4.2425
BCL2	0.9255
HBZ	-3.07066666666667
ARL13B	-0.3885
MAPBPIP	0.846
MYO15B	0.306375
SPZ1	-0.21625
KIAA1324	1.77866666666667
PLCL2	-0.271875
C4orf29	-0.49
WDFY2	-0.304375
ZNF284	-0.0145
NAALADL1	0.505
DUSP5	-0.2195
PXDN	-0.5595
SLMO1	-0.99525
TNXB	0.2316
BIRC7	-0.536
A4GALT	1.24233333333333
TIMM22	-0.377
FAM110C	1.69725
TOMM34	-0.5095
ABHD9	-0.297
ADAM32	2.9855
CRHBP	-0.08325
AQP2	0.501
LOC130355	0.246
ZNF187	0.301666666666667
ZNF816A	1.5635
F7	0.31225
CNOT1	-0.1985
SLC13A4	-0.0935
ZBTB11	-0.5475
B3GALT5	0.9965
EXOC2	0.306833333333333
IRS1	1.2392
TMEM1	0.251
MRPL34	-0.459833333333333
SAMM50	-0.56575
CDC42EP3	-0.409375
HSF2	0.0539
MFN2	-0.32375
TSPAN7	-3.52416666666667
NUCB1	1.51675
RHOH	0.729
ARL16	-0.871
TACR1	0.3535
SFRS5	-1.0265
SNX25	-1.236125
RHBDF1	0.7695
PCDH18	0.539833333333333
HMG1L1	-0.15275
MYO5C	1.1105
MAPK10	1.6295
LDHAL6A	0.108166666666667
NUDT12	-0.6415
NCAM1	-0.254
GLIS2	0.334
GGTL4	0.13025
DAPP1	1.5185
ATF7	0.367875
KIAA0748	0.05475
NFIL3	0.41325
TM6SF1	0.1949
SEZ6	0.272625
NANOS3	-0.166166666666667
DNAJA3	0.1595
CLDN6	-2.3375
CIITA	3.7446
EPHA4	-2.46916666666667
FANCC	0.20925
CMTM3	-0.375
PSG3	-0.607625
MRPL15	0.2895
C21orf59	0.481
PLCXD2	0.18575
C2orf34	-0.3695
UBE2L6	3.072
MED14	0.145
HP1BP3	-0.2978
C6orf208	-0.1995
TPBG	1.1945
OSR2	0.65725
XPC	-0.403833333333333
KLHL7	-0.173583333333333
CCR3	0.118166666666667
AGTPBP1	-1.0145
PCSK6	-1.98353333333333
STAT5A	-0.8505
FAM18B	0.72975
LONRF2	-0.0755
PTPN2	-0.282875
SF3A3	-1.08216666666667
EFCBP2	-0.1945
HCFC1	-0.487166666666667
AHNAK	-0.75875
ACTR5	1.09825
KIF14	-0.484571428571429
TENC1	0.19525
HEATR5B	0.394
YIPF2	-0.142
MYEOV2	0.299333333333333
DUSP18	0.9235
KIAA1012	-0.5725
AHR	0.375666666666667
C17orf53	0.091
PTPRH	-3.2235
ATP6V1C1	0.5636
TAS2R3	-0.1645
LOC440356	0.785
COQ10B	0.612
PSMF1	0.287416666666667
SORBS2	-1.04641666666667
NFE2L2	0.42175
TMCO7	0.0045
SH3PXD2A	-1.8818
SH2D2A	1.0415
SPINK5	-3.866
MRPS24	-0.405
OPA3	0.465625
TRAF7	-0.4855
C4orf35	-0.783833333333333
MT1G	0.87225
MGC39545	-0.37525
HS1BP3	0.312
OR2B2	0.325
CHRM4	0.314
SFRP2	0.248916666666667
RIC3	-0.57675
ART1	-0.0775
C6orf1	1.55025
DUS4L	-0.95975
C10orf104	1.807
TNFAIP6	1.651
RTEL1	-0.9945
CCT4	-0.1839
ZNF709	-0.2525
CHMP6	0.378166666666667
UPP2	-0.188
CYP19A1	-3.372
CD151	-1.51766666666667
NDUFA13	-0.126166666666667
ARFRP1	-0.775166666666667
FAM26B	1.40475
CRYBA1	-1.3545
MRPL41	0.100333333333333
NPFFR2	0.8675
HRH2	0.2645
SCAMP3	0.464833333333333
MTMR6	0.5012
MTG1	-1.4375
UBTD1	0.578
CRABP1	-1.8025
FLJ33790	-0.5099
KIAA1908	-0.182
GPR158	0.566
PACSIN3	-0.214666666666667
OMD	1.5475
CATSPER1	-0.1795
HOXB8	-1.366375
FBXO46	0.317
OAS1	3.52266666666667
SVIL	-0.4835
PHB2	-0.77225
ADCY3	-0.039
NDRG2	0.225666666666667
ERMAP	-0.3383
APBA2	-1.74483333333333
IGSF9	1.77775
WNT6	0.737142857142857
MYCBPAP	2.209
ATP2B2	-0.4443
CPVL	0.3232
TRAM2	-0.447166666666667
NOP5/NOP58	0.00924999999999999
ZNRF4	0.171
TLK1	-0.119625
MTMR12	0.349071428571429
ZNF384	0.101666666666667
FAM9B	-3.494
RPN1	0.5605
PMVK	0.332
EIF3D	-0.00599999999999998
SIX2	1.42525
HPS1	0.307142857142857
RNF7	0.7145
PSKH2	1.1835
KCTD13	0.0885
CSMD3	-0.5648
FBF1	0.0895
IL8	-4.771625
SERPINB13	0.221636363636364
FBXL20	0.41475
BLR1	0.53575
SH2B1	-1.114
RFNG	-0.63075
RAB20	0.905666666666667
RBM7	-0.11325
POLR1A	-0.323333333333333
TMPRSS4	-3.0395
TAF9	-0.657875
TERF2	0.0246666666666667
TNFRSF1A	0.601
ACADVL	-0.317166666666667
GTF2H5	1.27225
EDG8	0.972
C9orf140	-0.4135
UST6	0.37525
ZBTB8OS	-0.12
ZNF710	1.2225
GPR174	0.9935
ATP6V0A2	0.47825
KIAA0319L	-0.81225
XKRX	1.3735
DOPEY2	2.207
SDHD	0.174166666666667
SUMF1	0.534
OSM	3.471
OPN3	-1.07925
DAGLB	-0.105
PPFIBP1	-0.156
TRIM63	-4.43675
C10orf53	0.6445
LYPD3	-0.451333333333333
BCL7A	-0.636125
AGER	-0.538833333333333
TCF19	-0.41475
SAT2	-0.2615
PFTK1	0.436166666666667
GABRE	-1.833375
C15orf38	1.5595
FIS1	-0.5585
KCNV2	0.016
CLPS	1.56
PPCDC	-0.371125
FOXN2	0.412833333333333
NT5E	-3.0462
CD83	0.96725
IL18	1.867875
VPS16	0.0895
IGFBP2	0.436
NOTCH2	0.08275
SIGLEC1	3.745375
CD93	4.129
SULF2	-1.44925
CEP164	-0.04325
P53AIP1	-0.1065
TOR2A	0.204333333333333
ZNF136	-0.1285
MGP	4.1827
CCDC144A	-1.7975
TRPC1	-2.61833333333333
SMS	-0.157666666666667
MAPK7	-0.514
RRAGC	0.45525
PARD6A	0.0271666666666667
NUB1	0.897333333333333
SYNGR4	1.31325
OR11H12	0.5105
WIF1	0.30825
GCH1	1.47175
OR11H4	0.35
SLC44A5	-0.653
GPRIN2	1.0415
LOC401431	-0.60225
CPA4	-2.456
MELK	-0.0146666666666667
IL15RA	1.54825
CUL3	0.391375
HMBOX1	-0.50375
PODXL	-2.59025
CCT6B	1.00016666666667
COMTD1	0.233
MUC20	2.1705
GPX2	-3.246125
ITK	1.04125
FBXL5	0.66825
C13orf27	-0.5895
DEFA5	0.304
TRHDE	-0.9755
MTP18	-0.479333333333333
UQCRQ	0.7745
ITGB2	2.53766666666667
CSRP2BP	0.2275
TAS2R44	0.5335
PHPT1	-0.689875
FAM44C	-0.26
ERH	0.3465
MPHOSPH1	-1.07916666666667
MORC1	-0.4505
PARVB	-0.908
LAMA1	-2.64866666666667
PGBD3	0.518
GIMAP6	4.63775
AREG	-2.38216666666667
LIPT1	-0.16725
MGC99813	-0.202
C1orf201	-0.52
GRIN2A	-1.1133
MAN2C1	-0.75075
NSUN5	-0.05725
SF3B5	0.69
MYC	-1.68475
NRXN1	-1.15316666666667
ZNF18	-0.1285
SPDYA	-0.8825
SLC37A1	1.8335
DECR2	-0.18225
ANKRD38	-1.425
SPTLC3	0.0361666666666667
SUPT16H	-0.572625
DTWD2	0.3325
ULBP1	-1.7915
ZADH1	-0.926833333333333
OIP5	-0.14975
IL10RB	0.545
OTUB2	0.043625
VWA3A	0.130333333333333
SPIC	0.533166666666667
OR6C4	0.2845
PSCD4	2.03683333333333
DPY19L2P2	-1.492
TRAPPC6A	0.774
C21orf2	-0.429833333333333
CEMP1	-0.50525
LIN7B	1.8635
E2F7	-0.8715
VCP	0.1666875
LAMA3	-0.296333333333333
BGN	0.2115
GPR160	1.3925
COCH	-1.03283333333333
GPR81	1.42766666666667
APOBEC3F	-0.0165
tcag7.1017	-0.66875
C1orf32	0.579
SCGB1D2	1.78425
FLJ43987	0.219
C6orf170	0.98625
KLK9	0.1245
GPD1L	0.4705
VPS37B	-0.215
ATG3	-0.261833333333333
ADAMTS17	-0.042
KLHDC2	-0.3345
NDUFV2	-0.69625
BLK	-1.69425
MATN4	-0.9855
GPM6A	-0.628875
GBP4	5.12933333333333
TMEM162	0.5246
PKP2	0.185
HRASLS	-3.441
MMP1	0.8005
SFXN3	-0.2991
FSD1	-1.10083333333333
ST6GALNAC3	-1.8355
CA12	3.2934
NCOA6	0.347
C19orf58	-0.0755
PPP4R1	-1.20266666666667
MAN1A2	0.705666666666667
IKBKAP	-0.77225
UPF1	-0.00716666666666667
KIAA1219	0.84225
WNT16	0.729333333333333
SNW1	-0.2705
IL18RAP	4.74175
RPP30	-0.288625
CDC40	0.879214285714286
SETD3	-0.0221666666666667
SLAMF6	1.54175
ELK4	0.6175
TRIM47	0.581
ACOX3	0.7295
TRIM6	-0.07525
KIAA0372	-0.889166666666667
TP53AP1	0.140125
SMURF2	0.9045
ADAD1	0.634
EBP	0.2809
KRTAP13-2	-0.057
FLJ36874	-0.431
TOR1A	0.262
P2RY4	0.8195
GPBP1	1.003
TRPV1	0.992125
ADAMTS12	-0.7365
PES1	-0.8956
ATG4A	1.118
MAGEA10	-4.682
WFS1	1.08375
CC2D1B	-0.0276666666666667
PABPN1	-0.240125
SLC25A30	0.09
SLCO1C1	-0.133166666666667
SLC22A5	1.054
KIF23	-0.389833333333333
SYN2	-1.08833333333333
ASPN	4.70383333333333
CENTG2	-0.7545
QSOX2	-1.5667
FLJ10815	0.035
STK24	-0.035375
SPEG	0.3514
STK10	0.516
DACT2	-2.254
AAAS	-0.04975
SSX3	-1.294375
ABCD3	0.2443
C4orf12	-0.02625
PARVG	1.93016666666667
FIG4	1.181
C9orf46	1.01025
TMCO6	-0.756
IGHMBP2	-1.15425
DUS2L	-0.385
FAM3C	-0.5150625
TMEM16D	-2.97871428571429
DCTN4	0.15725
KCNH3	0.51875
EIF2AK2	1.5255
AP1S3	0.9595
CST4	0.9585
PAM	-0.1734375
NUTF2	-0.41075
CITED2	1.3228
SLC39A4	-0.034
C2orf52	-1.5815
GRM3	-0.2825
C12orf49	0.96425
CCDC49	0.0606
GRAMD1B	-1.107875
FNDC4	-0.3905
SIAH2	1.111625
GDPD4	0.80425
C21orf87	0.448375
ATP5A1	-1.13533333333333
C16orf63	0.426375
LOC388135	-1.0735
ATP5J2	-0.52575
MMP3	-1.04125
EMID2	-0.39175
CRHR1	0.32275
WDR70	-0.17875
C13orf31	2.166
ZFAND1	0.2035
CCL18	4.55316666666667
C3orf49	-0.975
RINT1	-0.3405
KIAA0408	-1.828
F13A1	4.6823
SLC10A1	-0.162
OGN	-2.1795
GIPC2	-2.85016666666667
XPO6	-0.0416666666666667
LCE1A	0.4345
FMR1	1.891
LOC374920	0.95925
DUSP3	0.1235
ANKMY1	-0.6225
C7orf50	0.09825
BBS9	0.3083
UNC119B	-0.69375
C9orf72	0.20525
MGC35440	0.00125000000000001
ENTPD6	0.020375
PPP1R2P9	1.48475
ERCC4	-0.291
FAHD2B	-0.4805
HMHA1	0.559
HACL1	-0.5265
RAD23A	-0.565
FAM83B	-2.835
PPP5C	-0.208166666666667
RNASEH2C	-0.257
C9orf153	-0.9195
SCAMP4	0.3185
GHITM	1.038
NDUFB7	0.034125
ADCYAP1	0.0806666666666667
SP110	3.15816666666667
MAP3K7IP2	0.579
DHH	0.1035
AGRN	-0.491142857142857
WDR33	0.0525
CEP290	-0.820666666666667
PRPS1L1	0.0426666666666667
KLRA1	-0.32
GPR97	0.324
CHD7	0.47125
TLR10	2.0285
SLC30A8	-1.0795
HIC1	0.312666666666667
IAPP	-0.0655
RXFP4	0.337
GP1BB	1.02825
SHQ1	0.2215
NKX2-3	-0.0625
API5	0.08875
FTHP1	0.1755
MOV10L1	0.850333333333333
TRIM6-TRIM34	1.8705
ADHFE1	-1.137
FAM117A	0.28075
DDI1	-0.184833333333333
CDON	-0.832833333333333
TRIM73	-1.191
IGKC	5.1375
MMP14	-0.85375
DYNC1LI1	-0.108
C11orf66	0.079
TRBV3-1	0.1785
FASTKD5	0.7175
BIVM	-1.6725
LHX4	-0.326
CXCL2	-2.1093
RAB2B	-0.216833333333333
IZUMO1	-0.371
MAP3K15	-1.914125
FAM19A2	-0.1575
ZC3H8	0.571166666666667
ZMAT1	2.8405
SPINK5L3	-1.40875
SLC10A6	0.943
APPL2	-0.385875
CARD10	-0.552833333333333
LOC402176	-0.943
EEF1D	0.5796
RAB6A	0.1704
C12orf5	-0.565
PAPOLG	0.766
MSRB2	0.87675
BCR	-0.165388888888889
PUS3	0.2945
TIAM2	0.45275
ZNF317	-0.372666666666667
CHD2	0.159285714285714
FZD5	-0.372
NUDT8	-1.1055
ZNF763	-0.6075
PRC1	-0.168
ABCB9	0.464166666666667
SPATA3	0.67
TRAK2	-0.368625
STAB1	2.8135
LRRTM2	0.0666666666666667
psiTPTE22	0.69475
DBI	1.82325
SERPINA11	-0.367
NAT5	0.90725
C20orf58	-2.04625
RPS6KA4	0.197
FLJ90650	-0.96275
TGFBRAP1	-0.61325
CHRDL2	0.426375
FAHD2A	-0.679833333333333
CNTN1	-1.02775
BBS4	0.1918
TMEM181	0.2865
MINPP1	-2.61975
MPHOSPH6	0.22125
HOXC10	2.4614
ITPKB	0.294625
CLPTM1L	0.45425
MEOX2	-1.734
ATP6V0C	0.765125
PRPF8	-0.326166666666667
TMC5	2.50675
FKBP3	-0.60875
PLEKHB2	0.278875
OR4D6	0.0265
ZNF544	-0.2929
D2HGDH	-0.8205
RPL18A	-0.513
HEL308	0.068875
MPP6	-3.41975
TCERG1	-1.49725
KRT16	-1.85833333333333
KLF17	-1.18025
KLF5	-0.5765
CDR1	0.0685
VCX3A	-2.5985
FBLN2	0.730875
C14orf104	-1.0275
HBE1	-4.7794
OR4S2	0.512
C1orf108	-1.13166666666667
ROBO4	2.73966666666667
CPEB4	-0.5465
C11orf80	-0.542666666666667
BCKDHA	0.366
MYOC	-0.209
GIF	-0.386
CKMT1A	1.2625
RPL3	-0.6021
THBS1	2.21975
APOO	0.24325
ARMCX1	1.66425
HSZFP36	0.058
SNAPC5	-0.00925
EIF4ENIF1	0.38775
ZNF433	-0.2095
TNFRSF21	0.758
TMPRSS7	-0.1305
SPATA18	-0.6623
HPDL	-2.8745
MKL2	1.1057
TBX3	-1.08169230769231
C21orf93	-0.0445
DAXX	0.35425
ELMO1	0.289875
RGS13	3.604
TAF11	-0.255
UNC13A	-2.222
LOC653314	0.0348
ORC3L	1.13125
IMAA	-1.952
TARBP2	0.00925
CABIN1	-0.7599
TRIOBP	-0.2824375
HIST1H2AC	0.50125
RGS22	-0.5335
NCOA1	1.06916666666667
IL25	-0.275
SNCG	3.4525
GPR6	1.022
AMDHD1	0.5335
CHEK2	0.316875
C6orf142	-1.39175
DRD4	0.6515
C14orf68	-0.971
GDF11	-1.26025
SEMG2	-0.3715
CD247	1.41375
CDAN1	-0.696
RBMX2	0.753833333333333
TGS1	-0.0815
OIT3	0.86325
SYF2	0.2305
MCM4	-0.352375
PKHD1L1	0.406875
CEP192	-0.926166666666667
IFT88	0.1435
RPL9	0.0215
RAB32	0.737875
DDX43	-2.417
P2RX2	0.1325
OR5D18	0.2815
UBE1	0.611583333333333
SLC24A1	0.716125
ARHGAP5	-0.80675
CETP	-1.094
KIAA1731	-0.296
SLC9A4	0.3385
PTPN6	2.0125
BAHD1	0.067
GRIK3	0.542
CACNB2	-0.9599
PDE10A	-1.94425
DGCR14	-0.272
PCDHB9	-1.458
