Hybridization REF	TCGA-AR-A1AJ-01A-21R-A12P-07
TSNAX	0.4985
TMEM83	-1.3495
ZBTB7A	0.703
ATM	-1.22716666666667
LOC338328	1.89766666666667
TIE1	0.734833333333333
HIST1H3G	0.1245
PASD1	-4.31
TINAG	0.6025
PCDHAC2	0.0935
LRRC15	0.283875
WBSCR17	0.123
TFF2	0.242
PARP2	-0.8335
NDFIP2	-0.832
PCDHGB2	0.076
WDR60	-0.5655
MAP7D2	-1.3027
USP45	-0.5765
GSDML	0.2745
TNS1	0.6698
PLCD4	-1.082
IQCD	-0.5515
SMPX	-0.0835
CD9	-0.0346666666666667
SRGN	3.2125
CASP7	1.299125
INOC1	0.426833333333333
DKFZp451M2119	-0.6335
VMAC	1.0345
USP53	0.6699
CAMK1G	-0.22775
TMEM106A	0.814333333333333
CDC20	-0.6602
ACSL5	1.04933333333333
CBWD5	-0.84925
C1orf87	-0.974833333333333
KIAA1274	1.07675
PRUNE2	-1.93771428571429
LYPLA2	0.473
DOK6	-2.31216666666667
GPR149	-0.13875
FAM30A	3.34375
TMEM129	-0.00425
SLC35B3	1.46075
ACPP	0.03
LOC200261	-1.4935
SLC4A7	-0.4226
CCDC40	0.03975
GART	-0.22075
THOP1	-1.455
SCARB1	-0.577
CACNA1F	-0.04275
TRIAP1	-0.165666666666667
SYT14L	-0.1555
SFRS8	-0.203666666666667
PBOV1	0.2395
GOLSYN	-0.679
GJB7	-0.315
CAMK2N1	-0.9375
GREM1	2.39158333333333
FLJ20433	0.43425
QPCT	-1.86425
PRKAG2	1.59416666666667
H2AFX	-0.81875
C6orf154	-0.756
PLOD3	-0.28475
ZBTB39	-0.867666666666667
WASF3	0.433083333333333
DRG1	-0.695
PRR4	-0.5995
SPCS1	-0.8695
KDELR3	-0.149166666666667
SRP19	0.144333333333333
GABRA6	0.131
MFSD1	1.52825
MMEL1	0.56775
PDXDC2	0.1009
BUB1	-1.15777777777778
RNF138	-0.04475
MYLPF	-0.599
AIF1	2.396
DYNLRB1	0.4091
HCN3	-1.00083333333333
HIST1H2AI	-0.715
MAP4K5	-0.3935
LASP1	0.0785
LOC130951	2.187
PLAA	1.348
KRT6A	0.7705
C6orf117	-1.433
ARHGAP23	-0.1215
PTF1A	0.2215
GPHA2	-0.446
LCE3B	0.053
MCL1	1.49485714285714
EHBP1	-0.734166666666667
PRNP	-0.037
ZSCAN1	0.51625
C1orf113	-0.833833333333333
FOXA3	-2.81175
NEB	0.44
ASGR1	-3.40583333333333
CTGF	0.994833333333333
RAB17	-0.220333333333333
MST101	-0.46675
JARID1B	1.1085
USP37	0.5756
PTBP1	-0.381833333333333
PTPN7	1.15316666666667
CDC7	-1.7975
SNX7	0.09675
ZNF335	0.0575
CPT2	0.12125
HEATR1	0.010125
HSPC152	-0.478625
C5orf40	0.08175
PSME1	0.623833333333333
STAG3	-0.761
TMEM154	2.03866666666667
KLHL32	-0.214
TSGA10IP	-0.1535
SUV420H2	-1.01683333333333
SF1	-0.5092
2'-PDE	0.1876875
PNLIPRP2	-1.054
TRSPAP1	0.470083333333333
NUP210	-0.1005
ANP32C	-1.24183333333333
RAB11B	-0.314666666666667
ASB15	0.497
ITGB3BP	-1.07025
UBASH3A	1.2405
YWHAB	0.192875
TPRX1	0.0655
LY6G5C	-0.14775
SLC7A2	-2.487
CLK1	0.2113
HSD3B7	0.475666666666667
VDR	2.53875
C16orf74	-2.071
ACE	0.125
PSMA2	0.351166666666667
CCDC131	-0.593625
ZNF213	0.639666666666667
EML2	-0.501
ALS2CR13	0.4135
GLYATL1	-0.74725
DSPP	-0.1215
DHFRL1	0.086625
C10orf30	-0.839833333333333
SH3RF2	-1.37066666666667
LOC197322	-0.322833333333333
DLL3	-1.318875
TIGD7	0.413
GFRA3	0.0985
CPA1	0.255666666666667
RTN4	-0.333
PPT2	-2.3625
FASLG	3.60608333333333
FOXP4	0.211
RPL26	-0.0917
GNL3L	-1.6565
FMR1NB	0.244333333333333
CD163	6.7665
SGPP2	1.973
GIMAP2	2.97125
CD37	2.003
DPT	4.27575
NBLA00301	0.9465
RGS5	0.725
C9orf4	0.0245
ACTL8	-0.284
PRKAR2B	1.17925
OPLAH	0.843
C20orf134	1.178
SPACA5	-0.09575
TBL1X	-0.3765
TSPYL3	-0.0465
CHCHD3	-0.487
CRKRS	0.397166666666667
GPR65	5.715
DFFA	0.112375
FUT1	0.064
C6orf204	-0.199
TMEM51	0.69625
ZNF580	-1.3925
CMTM2	0.344
C20orf200	-0.463
EZH1	-0.00566666666666666
FDX1L	-1.035125
MRPL32	0.045
PCAF	-0.1712
ALOX15B	0.764666666666667
CD59	1.26241666666667
CDK9	0.53875
ERP29	-0.667833333333333
TTR	-5.227
BCMO1	-0.016
DDIT4	0.0309
PTGDS	3.10725
C3orf63	0.408166666666667
BST2	1.366875
CYP1A2	-0.312
C5orf25	-0.18
STX1A	-0.892470588235294
OR2A12	-0.2345
SH3BP5L	0.679
SERINC5	-0.20175
USP6	-1.0878
MRPL3	0.408333333333333
POMP	0.55025
INPP4B	-1.686875
GMPPB	1.3285
EAPP	-0.053
AHSA1	-0.11675
ABCA11	-1.116
SLC5A6	1.4915
HIVEP2	1.391
SUMO2	-0.23425
KIAA1822L	0.3625
C11orf67	0.33275
TXK	0.81275
PHCA	-0.41575
ICAM4	-1.54866666666667
FPGS	1.03716666666667
SNRPA1	-0.13675
KCNJ4	-0.3625
KIF6	0.0151
HIST1H2BG	-0.516166666666667
SLC5A5	0.13125
ZNF354B	0.191
IL12RB2	2.56525
C11orf76	-0.0126666666666667
GAL3ST2	-0.0105
AIFM2	1.1555
SYNC1	-1.0045
UBL3	-0.393375
PIK3CG	0.327166666666667
NLN	-0.8526
BCORL1	-0.19175
CD5L	-0.092
ZNF238	1.08266666666667
KIAA1394	-0.16475
C16orf55	-0.5246
CYP3A7	-1.42225
KRTAP3-1	-1.9495
TFDP1	-0.703333333333333
MND1	0.17125
NODAL	0.119333333333333
GTPBP4	0.276
TUBGCP2	0.97225
SLITRK5	-2.091
CIC	-0.3805
CD79A	2.16766666666667
SAMD14	-0.288333333333333
TNPO3	-0.159
OR10G3	0.396
OR10G8	0.5535
CCDC111	0.012
HOXC9	0.16425
DCUN1D1	0.810166666666667
CYB5R1	0.8915
TSR2	0.94025
DAB2IP	0.8622
SLC6A5	0.0335
RAB3D	0.6895
DCUN1D4	-0.538833333333333
ERBB3	-0.301083333333333
SDC1	2.00258333333333
ATP6V1H	0.0376666666666667
SYK	2.209
ST20	-0.589
C13orf30	0.96
WDR40A	-0.0938333333333333
ADMR	0.2155
LOC388335	3.323
ACSM1	-0.896
TDG	-0.168333333333333
FLJ11235	0.123
MRPS5	-0.224833333333333
AGPAT2	0.469166666666667
SLC12A1	0.43425
CYP27A1	0.668
THAP7	-1.258
XPO1	0.00491666666666664
ALMS1L	0.0766666666666667
C1orf2	0.40875
ZNF777	0.0295
CAMK2A	-0.265833333333333
SMC1B	2.552875
IHPK2	-0.152066666666667
LEMD1	1.797
NKD2	-0.3616
CLU	1.97928571428571
ARMETL1	0.027
PABPC4	-1.29325
CXCL12	2.855
TFAP2C	1.2096
TTTY8	0.533
ABCB10	-0.3549
ENDOD1	0.00633333333333333
IDI1	-0.4945
KCTD6	-0.227833333333333
CCDC105	-1.161
ULBP2	-0.391333333333333
ZDHHC5	-0.20325
WNT8A	-0.60575
COMMD10	-0.3875
KLHL12	0.148
GPR50	-0.017
NR5A2	-0.0195
OXGR1	2.2955
EHD3	-0.13975
CAPRIN2	-1.082625
KLRC3	-2.05875
SF3B1	0.3085
IPO7	-1.0265
ALDH1A1	-0.1
ANKRD5	0.62075
TSNARE1	0.002
DDEFL1	1.341
RNASEL	1.46766666666667
DNAH9	-0.358
HELLS	-1.59025
TNS4	-1.962
NAV1	0.2559
KIAA1409	-0.21025
C20orf26	1.327
TUBG1	-0.96275
IRX2	1.04625
CNGA4	-0.5415
MGC50559	0.408166666666667
OR4K17	0.002
TM2D2	1.22683333333333
FAM32A	0.41625
TXNDC14	-1.21475
CCBL1	-1.291
ANK1	-1.9781
PRSS23	-1.62
PPM1L	0.1655
SPATA20	-1.7725
APCS	-0.02175
C14orf122	-1.368
PSMB5	-0.123375
C6orf10	-0.1982
SETDB2	0.032
SPNS3	-0.566
SGMS2	0.554
MXD3	-0.502333333333333
MON2	-0.4574
CARTPT	0.95975
HNF4A	-0.8895
RABEP1	-0.58595
TNFRSF10B	-0.996625
USH1G	0.203
PPAP2B	-0.361833333333333
TMEM16K	-0.56
CTDSP1	0.505666666666667
CDK5R1	-0.258
GABRR1	-0.439
OPN1LW	-0.0885
FAM98C	-0.18225
DBN1	0.5735
ACAD10	-0.255083333333333
QTRTD1	0.29075
WNK3	0.7335
RPS19	-0.54425
C1QB	3.96125
OTUD5	0.328625
SLC41A2	0.929166666666667
TMEM22	-1.32883333333333
KHSRP	-0.301916666666667
TNFRSF11A	1.02866666666667
FBL	-1.3075
IBTK	-0.153
OXER1	-0.0065
CBLN4	0.015625
GPR172B	0.920166666666667
CFTR	-0.07625
VSX1	0.166
CAMK1D	1.31175
LOXL3	-2.03525
RTP4	4.577
SLFNL1	-0.5095
KIAA0828	-0.506875
PAR5	-0.269
LOC723972	-1.22875
GDI2	0.817
CEBPA	1.4517
MLF2	-0.4465
AFMID	-1.08425
ALOX12B	-0.3685
BPHL	0.592875
COX5B	-0.28475
S100A10	0.2639
THOC6	0.16525
NHN1	0.2525
RRP12	-0.467
ARID3B	-2.02525
CD3G	1.26266666666667
KIAA0133	0.22925
NAT11	-1.03116666666667
PPAT	-0.0156666666666667
SIRT3	0.0843
TCERG1L	-1.3735
NIPA1	-0.5082
DPP8	-0.6728
IL7R	3.24033333333333
ZFP64	0.0300833333333334
DMAP1	-0.1347
TRMT12	0.30075
TLR4	2.3616
WFIKKN2	0.0585
RAB12	-0.3505
DDX51	0.160666666666667
KIAA1086	-1.95025
ZNF295	0.3095
ACVR2B	-1.51207142857143
LOC494150	-0.38925
ZNF517	-0.1565
DNASE1L2	-1.66516666666667
SUFU	0.5865
LOC283677	-0.3065
LMO3	0.393166666666667
PPP2R5D	-0.205166666666667
ZNF587	-0.3015
HIST4H4	0.1085
CYP2C8	0.10775
C1orf80	0.938833333333333
DOCK5	-0.5855
C9orf24	-0.56525
OR5AR1	0.518
C11orf24	-0.20725
UNQ1940	-0.54025
CAP2	-0.366333333333333
TIMM44	-0.754
DSEL	-1.225
ROM1	0.04575
FBXO4	-0.344375
MYLC2PL	-1.658
MLH3	0.2096
NOX1	0.346833333333333
DPEP2	2.04
DNAJB5	0.48675
RLTPR	-0.0445
MBIP	-0.192833333333333
COPB1	-0.0875
SFTPA1B	0.078
C10orf4	-0.4117
PRELID1	0.1115
NOLA1	0.64
C19orf24	0.03875
TLR9	-0.693
HLA-DMA	3.79633333333333
HCRP1	-0.5235
GPR137	-0.173
ITGA11	-1.50883333333333
PHF13	0.320166666666667
MARK4	0.0488333333333333
METTL4	0.21
MBD3	-0.613
LOC134145	0.30575
FGF3	0.03975
SLC35A3	-0.2785
CLEC16A	-0.00899999999999998
AMOTL1	-0.782083333333333
FLJ31438	-0.7935
PAICS	-1.071125
TOMM40L	0.398666666666667
MMD	-0.82475
KLK10	1.3958
NIT2	0.699166666666667
SERPINB10	0.505
KLF15	-0.2919
CCDC5	0.1125
WSB2	-0.240375
ME3	0.853875
CACYBP	0.3145
TCTN2	-0.1385
JAK1	0.779625
C2orf25	0.112
GPD2	1.0865
FBXL11	1.06833333333333
CDV3	0.0993333333333333
GALNT11	1.42225
NDUFA12L	-0.9057
FLOT1	-0.465571428571429
TOR1AIP2	0.3435
MMP25	2.466
C1orf164	0.3656
CHST5	-0.05525
LYRM4	-0.821
GPER	-2.13325
HIPK2	0.874083333333333
DAP	0.1994
ZMIZ1	1.72116666666667
DDX58	3.132125
DCC1	-0.87625
AKT1	-0.1905
ENPP6	2.4395
ERVWE1	-0.2855
CDC34	-0.209
RNF125	-0.734
CASC1	-0.12725
SHROOM2	-0.62275
RRM2B	-0.014
COL6A3	1.14175
TMEFF1	-1.426
PLEKHA4	1.9064
LYSMD1	1.176
SEPT1	0.488166666666667
AOF1	0.17775
GNPAT	0.16575
WDR18	-0.649
HSD17B12	-0.595666666666667
HIST1H2BM	-0.551833333333333
INDOL1	1.48833333333333
SUDS3	-0.3275
C1orf192	0.715
CYP2B6	-0.61175
TBC1D2	1.21033333333333
SLC25A12	-0.090375
ERCC6L	-0.709833333333333
MGC10814	-0.7885
POLR2C	-1.14216666666667
ZNF77	0.142
EIF3K	-0.5365
HPX	-0.44725
ANKRD27	2.9725
MALAT1	-0.0973125
PLB1	1.9105
HRNBP3	-0.547625
CPSF4	0.12875
OR52N2	0.615
PIP5KL1	0.71675
GH1	0.34475
HPS5	0.0595
SLFN5	1.639625
POP5	-0.502833333333333
OVOS2	-2.48083333333333
C20orf108	0.243375
MARS	-0.2995
CLRN3	0.737166666666667
ARSE	-2.09533333333333
PPIE	-0.025
PHACS	-0.142833333333333
GP5	-0.461
IL8RB	1.55316666666667
FCRLA	1.55975
ARRDC1	0.5547
KRTAP9-4	0.3205
ZNF613	0.456
OR11A1	0.1765
TMEM132B	-2.4465
PGLS	0.052
BSND	-1.74666666666667
KCNK18	-0.946
FOXD4	0.1575
SV2C	0.391
LCN2	2.26233333333333
ZNF490	0.0171
C3orf15	-0.1189
CACNA2D4	-0.327333333333333
CBX5	-0.668
MAGEB4	2.3815
BOLA1	0.6975
PPP2R5E	-0.19025
COL5A1	0.706583333333333
ASB7	-0.1275
SFT2D1	0.7165
DERL1	0.2763
RABL2A	0.228
MOAP1	-0.24275
KIAA1545	1.02916666666667
F3	-0.17775
PLEKHM2	0.362
CCDC89	1.03866666666667
EFCAB1	-0.018125
TMEM48	-0.41425
SEPHS2	-0.1695
PYGM	-0.2105
PRICKLE1	0.936
WNT5B	-0.8435
TAS2R38	0.5275
IMP5	-0.01
KHDRBS1	-0.0227
LARS2	-0.777833333333333
C3orf28	-1.1555
FTCD	-1.66375
C10orf68	0.689666666666667
DGAT2L3	0.02175
PSEN1	0.131916666666667
MGC33657	0.25025
PLA2G4B	0.200833333333333
CDKN2A	2.04833333333333
DLX1	-2.70575
TSHB	-0.0545
C18orf37	0.86925
MEX3C	0.89125
MAMDC2	0.975
PDIA4	0.472916666666667
ATP5E	-0.3175
CASP2	0.0970714285714286
SERBP1	0.0702692307692308
ZNF341	0.199
TESC	-2.03025
TMEM31	0.137
OR51I2	0.8545
YTHDC1	0.190428571428571
JUN	1.44
AGMAT	-1.86916666666667
PCNXL2	0.1765
ATAD5	-1.28225
STK38	0.52125
AZI1	-0.166375
RBP1	3.22
C4orf26	0.06125
KIAA1026	0.825375
TMEM101	-0.97
HSFX1	0.1835
TREX1	1.10925
C18orf10	0.4076
TRIM15	-1.275125
CA6	0.76025
CEP57	-0.87275
AR	0.0195
SESN2	-0.655166666666667
KIF3C	0.09375
EPB41L5	-0.4095
ARHGEF10	-1.43109090909091
POLR3D	-0.607375
INDO	3.5905
GABRA3	0.095
SCG5	-1.7191
E2F3	0.544
TIGD5	0.539
FGD6	0.761333333333333
KLHL3	-0.1195
SCGB3A2	-1.477
URP2	2.1045
ATP6V1B1	0.8792
CALML6	-0.3025
LOC100049076	-1.9965
TMF1	-0.012
LOC388503	-0.539
CDH5	2.120125
RPS6KC1	0.662166666666667
DAAM1	0.04
TNFRSF10D	-0.23
GSTT1	-0.0649
INPP5A	-0.6225
TRAF3IP1	1.2197
SMARCE1	-0.263928571428571
VRK1	-0.21775
TTC16	0.766
AARS	-0.372833333333333
ARHGAP27	0.7985
ZAK	0.3375
ACSM2B	-1.98875
TRAP1	-0.269666666666667
MRPL53	0.35275
RNF44	-0.29525
NPTXR	-0.22375
DPYSL3	0.5175
APP	0.605
GLS2	-2.17
MNX1	-0.497833333333333
CMTM7	0.972
OR10A7	-0.122
NYD-SP21	3.10766666666667
ORC5L	-0.29175
SLC16A10	-0.797125
TMEM178	-0.4525
LOC441601	-2.64725
PTGIS	3.474
KBTBD7	0.143
C19orf41	-0.54175
CEACAM3	-0.21125
KRT23	0.32
SERHL	0.0605
PNKD	0.616375
UBC	0.772
ATRN	-1.2885
HAPLN1	-2.3985
RANGAP1	-0.5615
C10orf26	1.30616666666667
KCNA7	-0.2375
SRY	0.583
LOC376693	-0.43725
HIST1H2BF	-0.5285
CDCA8	-0.614666666666667
MLC1	-1.58675
TNIP3	3.127
OR4D1	0.2715
IFT52	-0.185166666666667
GOLT1A	-0.501666666666667
UTP20	-0.2915
RP3-402G11.5	-0.49475
PRSS33	-0.602
PMPCA	-0.2525
APOB48R	2.55933333333333
GLTP	0.654
MPL	0.3595
C9orf78	0.32125
ADAM12	0.75075
CSPG4	-2.059
LOC144305	-1.2785
KRTAP4-10	0.365
PAK1	0.602
ADCY7	1.0136
TAS2R43	-0.091
FRAS1	-1.4625
PPP1R14A	-0.067
OR2B6	-0.94225
ATP13A1	-0.178
SIDT1	-0.19825
C1RL	1.27
PRKRA	0.4495
TLN1	0.209
RP11-50D16.3	0.1655
MITF	-1.70225
GYS1	-0.382
LYG1	-0.411166666666667
NSMCE4A	-0.1768
DNAI1	-0.307
HOXD11	-1.1035
FNBP1L	1.0209
DHX35	-0.246
LCE3E	0.3355
SLC33A1	0.49425
DCLK3	-0.263333333333333
TRIM33	-0.474
TMCC3	0.87
FBXO42	0.243833333333333
C1orf27	0.3849
C17orf50	0.0865
RNF14	0.346333333333333
SLC4A8	-0.931875
RAB3IP	-0.5764
COX6C	-0.5265
PCSK1	-2.3355
SLC13A1	0.34225
ARF6	0.716
KIAA1009	0.31375
HOXA13	-4.11875
HMGN1	0.58675
CXADR	1.30758333333333
MGC14436	0.104
UTF1	0.556
TSC22D1	0.1216
BZRAP1	0.8615
PUF60	0.30725
SHC1	-0.043125
HOOK3	1.9294
LIMS2	0.481
BAHCC1	0.963166666666667
CLCC1	0.399833333333333
ENTPD3	1.00116666666667
SMO	0.0515
PIK3R5	1.29
CDC14A	-0.415083333333333
KRT1	1.1805
ENOX2	0.910833333333333
FLJ22655	-0.0535
FPRL1	2.24
INTS6	0.5268
ZCCHC5	0.485
SMC3	-0.42725
C6orf123	1.52366666666667
FLJ20160	2.204
LOC653391	-1.61033333333333
GSS	-0.5565
NT5M	-1.02475
SIX5	-0.072
TAF5	-0.626
KCNA1	-0.314333333333333
ANLN	-1.33283333333333
MGC45491	-0.6232
SSTR2	1.7045
LYPD4	-0.048
TH1L	-0.754
CHRNA5	-2.716
PNMA6A	0.41775
FLJ16369	-0.157
DLX2	-3.1648
C6orf108	0.613333333333333
ALDH3A2	-1.36666666666667
CLEC1B	0.151
LEPREL2	-1.5405
FOXJ1	-0.5352
OR1D4	0.391
PPIL4	0.22775
MTRR	0.20825
SLC27A3	1.21633333333333
HTR7	-0.857833333333333
MIB2	-0.6365
BHMT	-1.164
A2ML1	1.177
MSMB	-2.440625
KIAA1383	1.73975
TRUB2	-0.237
PF4	0.4615
IL1F5	0.8385
LRRC37B2	-0.697
IPO4	-0.6455
FIGF	3.30175
QDPR	-0.80925
ZNF598	0.174
BOP1	0.005375
MAPK12	-1.27166666666667
POLR1E	-1.207875
CEECAM1	-0.118166666666667
INSRR	0.0581666666666667
SIPA1	1.0115
ULK4	-0.457666666666667
BTN3A1	1.1395
FABP5	1.0778
KBTBD3	0.444333333333333
SORT1	-0.759416666666667
YWHAQ	0.3778125
LRIT1	0.071
KIAA1704	-0.3248
MEIS2	-2.1109
ENOSF1	-0.556666666666667
PCDH7	-0.781642857142857
FZD9	1.0675
RPLP1	-0.638333333333333
ZNF75A	0.1465
P4HA3	1.63825
NKX6-1	-0.06975
CTA-216E10.6	-0.173666666666667
IFT140	0.01525
DENND1A	0.186416666666667
ALCAM	-0.0775
ABHD2	-0.105409090909091
QPRT	-0.474166666666667
TRAM1	0.492571428571428
ATP1B4	0.534625
NUP37	-1.17075
SAA3P	0.297
SLC22A6	0.2275
KIAA0265	0.19525
ZNF41	0.12
ADAM19	1.2428
ERAF	-0.4795
DEFB119	-0.21925
DNMT3B	-2.55183333333333
SNF1LK2	-0.03975
MGC24039	-1.54058333333333
TAS2R48	-0.822166666666667
PNLDC1	-0.069
ADAMTS16	0.326
TMEM92	-1.18616666666667
CCT8	-0.14075
POGZ	0.572083333333333
N-PAC	0.58325
GUCA1B	-1.08583333333333
ZZEF1	0.347833333333333
OR2C3	0.2725
ZNF334	-0.825666666666667
RANBP6	0.40825
LDHB	-0.86525
BAMBI	-0.49225
RAB5B	-0.084
FOXB1	0.7945
MRPS12	-0.909
MRGPRF	0.967
CRIPT	0.1155
CYP2D7P1	-0.5485
RYR1	0.313875
NDUFA2	-0.2305
TRIP12	0.998
KCNE3	2.29183333333333
MOBKL2B	1.3473
MIOX	-0.04975
ACOT7	-0.733375
FGF6	0.0825
RASSF5	0.6731
ATAD3B	0.0306666666666667
IKZF3	1.3545
H3F3B	0.0500714285714286
C6orf91	0.8425
SEC11C	0.071
TMEM14C	-0.499
KIAA1632	-0.284
SLC38A4	-0.76275
FGFR3	-1.41083333333333
HES7	1.55225
HINT3	1.09575
ARIH1	0.233
FLJ35880	2.76875
C1orf129	0.257
POU6F1	-0.278375
RPL32	-0.58125
BBS1	-0.3165
RGPD5	-0.4835
SULT1C2	-0.82875
KDELC1	-1.96725
PIP5K3	-0.087
CHI3L1	3.4176
CSDA	-0.92
VTCN1	3.53225
WDR62	-1.2495
TMEM170	0.31425
KIF2A	-0.6125
C6orf182	-0.453833333333333
ARL6IP6	-0.556
ZCCHC9	-0.497
RARB	0.903333333333333
ZNF320	0.357375
DHX15	-0.07625
PICALM	0.241666666666667
CNOT6	0.21675
HIST1H1A	0.9235
ZNF702	1.26716666666667
OR1E2	0.589
HLF	-1.2688
LOC442582	-0.081
KIAA0494	1.14625
TCF4	0.951
APOBEC3B	0.94125
FAM54B	-0.219
MYH2	-2.03975
FXN	-0.579666666666667
C12orf59	0.4615
PAEP	-0.0905
SPG11	0.1545
VN1R4	-0.155
KCNJ13	-0.27575
NOC3L	-0.621
C5orf36	0.2315
CPAMD8	2.8185
MLN	-0.3068
FLJ11184	0.54675
TIAM1	0.598166666666667
OR10J3	0.3865
OR52E2	-0.1445
PBX1	1.7103
UBL7	-1.13233333333333
PXMP2	-0.33975
SYTL1	-0.578333333333333
FAM126B	0.97925
ZNF711	-1.55425
GGA1	-0.696166666666667
VAMP4	0.3235
BCAP29	-0.7827
C20orf19	-1.705125
ZNF275	-0.22125
NEK6	1.09425
SETD8	-0.220916666666667
HEXIM1	-0.0594166666666667
SULT1A2	0.018625
KLHL9	0.652
SLC39A12	0.879
ARHGEF16	0.265666666666667
SCN1A	-0.559166666666667
HNRPH1	-0.714083333333333
C9orf103	0.44
ECE1	0.107666666666667
MED18	-1.48125
TEX13B	-0.006
SNN	1.14275
C6orf62	1.18
WNT3A	0.4475
IL22RA2	3.62
MGC21881	-0.52625
GABBR1	0.29025
YIPF6	0.402
PROX1	-1.48583333333333
PPP1R1B	2.418
LANCL2	0.5292
SCN3A	-1.03666666666667
SSRP1	-0.767166666666667
ASXL2	-0.3475
RPE65	0.333
SNAI1	1.08675
EFNA2	0.295
CLDN9	0.12725
TP53I13	0.384375
LOC375748	0.30425
C9orf7	0.386
C14orf178	-0.974
GC	-0.97075
IER3	-1.12066666666667
KCTD10	0.700125
FLJ45717	0.6505
ADC	0.8665
LOC285908	-0.5375
MLL3	-0.125
KIAA1787	-0.37075
MGC31957	-0.9805
MUC5B	0.200166666666667
ZNF193	-0.60575
CSRP1	0.833875
MOSPD1	-0.581833333333333
C21orf49	0.0645
RAD1	-0.74
ANKRD34	-1.193
NFRKB	-0.541
FANCA	-0.16325
VTI1A	0.160714285714286
PCBP3	0.6315
BFSP2	-0.06325
ZNF354C	0.10075
FRMPD4	-0.04425
IKBKG	0.1725
LOC441046	-0.294
UNQ9438	0.2755
TM4SF20	-0.8035
MAGEC1	-5.39275
AMMECR1	-0.640875
GLDN	0.76225
TTC30B	0.5375
SEC13	0.3446
EGF	-0.557
HAGH	0.198375
VSIG1	0.121
NHLH2	0.2645
NCAPD3	-1.30625
MGC16121	-2.119
HIATL2	0.3135
BRCC3	0.811833333333333
LCE2D	0.9065
TMEM79	1.04
GTF3C5	-0.47275
AKR1C4	0.166833333333333
C3orf59	-0.317
RBM26	-0.194375
DUSP14	-0.367
AP4M1	0.464166666666667
RIMBP2	-0.1875
ABCC2	-4.24816666666667
DNAJC16	0.213333333333333
TTC12	0.599666666666667
SNX13	0.093
C6orf168	1.5745
C1orf100	-1.033
CSPP1	-0.684916666666667
LRRC56	-0.21375
OR1J2	0.6115
THY1	0.8849
KIT	3.60933333333333
TBC1D8	0.416
EPHA7	-0.348
SOLH	0.293875
SVIP	-0.04375
ZNF294	-0.0915
HAND2	1.208
CENTB2	1.1635
MARVELD3	2.732375
CREB3	0.128
KRTAP1-5	-2.148
OR8K1	0.287
MED25	-0.0188333333333333
FDX1	-0.00349999999999998
FAM19A1	0.431666666666667
IL13RA1	0.9959
ZNF627	-0.318833333333333
NHP2L1	-0.862125
EIF2B2	-1.0485
ZNF593	0.1355
WIPI2	0.384416666666667
RANBP1	-0.76475
TAS2R7	0.0255
LOC283514	0.55
CSNK2B	-0.7759
CFHR1	0.1305
DKFZP434O047	0.246166666666667
WBP11	-1.35175
TEX2	0.0345
GALNT2	0.2305
FLJ33360	0.313
WNT9A	-0.1855
IL29	0.1575
STK3	0.519888888888889
REPS2	0.21075
FAM78A	0.75425
MGC3207	-1.114
FCGR3A	6.4855
H2AFY2	1.6295
RNF150	1.20725
CCNK	-0.442125
VEZT	0.299166666666667
FSHR	0.308
C1orf66	0.485333333333333
LCE2B	0.3701
CD200	0.4515
ORMDL1	0.3425
OR51S1	0.177
KRT83	-0.92525
COL19A1	0.127
POL3S	-0.24625
ZNF468	0.135666666666667
BAG3	0.013375
C1GALT1	-0.02125
CA5A	-3.96975
DKK4	-1.5755
SGK2	-0.396
PIK3C2G	0.4035
USP11	-0.194125
IMPA2	0.98225
PRKDC	-0.787928571428571
MSR1	4.328
PDCD6IP	0.115666666666667
FAM122A	0.22875
ZNF740	-0.26425
ATXN2	-0.6715
SLC17A4	0.0963333333333333
RAXL1	-0.628666666666667
RS1	0.115
NET1	0.8485
NPY1R	-2.92483333333333
MVD	-0.96875
C11orf61	-1.20675
CHDH	-0.026
GCNT2	1.91657142857143
LGALS12	-0.02775
IK	0.0378333333333333
C7orf41	0.174833333333333
SURF4	0.1195
C1orf91	0.3015
BCS1L	-0.437666666666667
C20orf141	0.126333333333333
BCAS2	-0.10125
ACE2	3.2995
ICT1	0.0505
CD79B	3.4605
MRPS9	-0.14275
AADACL1	-0.2815
IRS2	-0.933375
LUZP2	-2.751
TMEM148	0.249
ZNF514	-0.293666666666667
ADCK2	0.6503
ZKSCAN1	-0.365857142857143
FASTKD2	0.357125
KCNMB3	-0.148666666666667
POFUT2	-0.2157
GNG2	0.0909
OR6Y1	0.512
FAM26A	-1.14925
CAND2	-0.762
FLYWCH2	-0.843125
BCL6	2.1515
MDH2	0.340785714285714
DRP2	0.192
TPD52L1	1.0445
TXNL4A	0.2745
OR3A1	0.0563333333333333
C22orf9	1.11742857142857
RAB25	1.22566666666667
PCTK3	0.6035
POR	0.985666666666666
ARPP-19	-0.869333333333333
SREBF2	-0.87625
ZWINT	0.0366666666666667
TRUB1	0.41575
ENPP2	2.62133333333333
UXT	-0.180833333333333
ALG11	-0.2125
SMCR7	-0.04225
SLC31A2	2.86875
USMG5	0.14275
ZNF780B	0.1905
APEX1	-0.376375
THSD3	-2.063
CEP68	1.0868
NY-SAR-48	-0.45125
ZIC3	-3.33533333333333
LPAL2	-0.1805
