Hybridization REF	TCGA-E2-A15L-01A-11R-A12D-07
ZDHHC12	-0.1705
LIN7A	-1.5173
PHC2	0.857583333333333
SPHK1	0.68775
TRIM26	0.117
FAM83E	1.7725
C18orf24	-1.36266666666667
ZNF578	0.0271666666666667
ORAI1	-0.45
RUVBL1	-0.3215
C7orf20	-0.906833333333333
APAF1	-1.1375
SLC36A4	-2.71633333333333
MYH11	5.43583333333333
NEK1	0.6747
MPP2	-1.5315
C12orf24	-3.66575
TNK2	0.6019375
ZNF289	-0.281
MATN3	0.0904285714285714
IFNGR2	1.3495
ITPR1	0.26625
EBF3	1.46
TBC1D20	0.2243
OR10P1	0.1215
DDAH2	1.28075
SHPRH	-0.52275
STX7	-0.5295
LOC554248	-2.88925
BCAR1	-0.23575
ATXN3	-0.268666666666667
TRIM27	-0.31875
CDC42EP2	0.0785
CHP	0.342142857142857
SOX17	1.674625
ZNF259	-0.824666666666667
CHCHD1	0.39775
ZDHHC19	-0.2165
GBP2	2.4275
GARNL3	2.17825
MRC2	1.085
C1orf52	-0.763
AOF2	-0.0273333333333333
LRPPRC	0.031
ACVR1C	0.578666666666667
TM4SF18	2.58216666666667
TMEM169	-0.218833333333333
PPP1R16A	-0.200125
EBF1	0.6075
RRS1	-0.900333333333333
SNX2	0.32175
OR2T2	-0.0595
RBX1	-0.12525
ANKRD54	0.5305
TSNAX	0.500166666666667
TMEM83	-2.18575
ZBTB7A	0.624
ATM	-1.20158333333333
LOC338328	1.49683333333333
TIE1	1.359
HIST1H3G	-0.62
PASD1	-5.12466666666667
TINAG	0.901
PCDHAC2	-0.501
LRRC15	1.23075
WBSCR17	-1.03675
TFF2	0.3125
PARP2	-0.6445
NDFIP2	-0.062375
PCDHGB2	-0.646
WDR60	-0.14775
MAP7D2	-1.6785
USP45	-0.9045
GSDML	-1.6265
TNS1	0.4286
PLCD4	2.77775
IQCD	1.0395
SMPX	-1.9775
CD9	1.59266666666667
SRGN	0.499375
CASP7	0.427625
INOC1	-0.194333333333333
DKFZp451M2119	-0.640125
VMAC	1.835
USP53	0.5119
CAMK1G	-0.6065
TMEM106A	0.0761666666666667
CDC20	-1.6765
ACSL5	-2.1475
CBWD5	-1.1155
C1orf87	-1.17
KIAA1274	0.496
PRUNE2	-1.96246153846154
LYPLA2	0.0598333333333333
DOK6	-0.575333333333333
GPR149	-1.09925
FAM30A	0.36775
TMEM129	0.01475
SLC35B3	1.45975
ACPP	-0.2415
LOC200261	-0.198
SLC4A7	1.2017
CCDC40	2.59925
GART	-1.385
THOP1	-1.29925
SCARB1	-1.339125
CACNA1F	-0.000250000000000028
TRIAP1	-0.284666666666667
SYT14L	-2.431
SFRS8	-0.4385
PBOV1	-0.0945
GOLSYN	3.04425
GJB7	-1.916
CAMK2N1	1.80366666666667
GREM1	4.1985
FLJ20433	0.8275
QPCT	-3.428125
PRKAG2	0.9345
H2AFX	-0.70225
C6orf154	1.6765
PLOD3	-1.43125
ZBTB39	-0.665833333333333
WASF3	-0.883666666666667
DRG1	-0.107
PRR4	-0.5485
SPCS1	-0.26975
KDELR3	0.624
SRP19	0.316
GABRA6	0.28425
MFSD1	0.262
MMEL1	2.521
PDXDC2	-0.0725
BUB1	-2.27344444444444
RNF138	-0.869125
MYLPF	-0.6796
AIF1	-0.0566666666666666
DYNLRB1	0.0279
HCN3	-1.42383333333333
HIST1H2AI	-0.187
MAP4K5	0.382333333333333
LASP1	0.981375
LOC130951	1.524
PLAA	0.2965
KRT6A	-0.9265
C6orf117	-3.055
ARHGAP23	-0.602
PTF1A	0.0875
GPHA2	-0.80675
LCE3B	0.19975
MCL1	1.39785714285714
EHBP1	-1.12433333333333
PRNP	-0.9
ZSCAN1	0.5885
C1orf113	0.0346666666666667
FOXA3	-3.263875
NEB	-0.07425
ASGR1	-5.64583333333333
CTGF	3.48966666666667
RAB17	0.319
MST101	0.18975
JARID1B	0.9153
USP37	-0.041
PTBP1	-0.133833333333333
PTPN7	-1.71283333333333
CDC7	-1.51233333333333
SNX7	-0.6635
ZNF335	-0.06925
CPT2	0.5035
HEATR1	-0.89925
HSPC152	0.07
C5orf40	0.2245
PSME1	-0.00666666666666667
STAG3	-1.83775
TMEM154	1.82566666666667
KLHL32	-0.668166666666667
TSGA10IP	-0.7785
SUV420H2	-0.400166666666667
SF1	-0.7368
2'-PDE	0.2484375
PNLIPRP2	2.394
TRSPAP1	-0.161333333333333
NUP210	0.384166666666667
ANP32C	-1.29816666666667
RAB11B	0.837666666666667
ASB15	0.1285
ITGB3BP	-1.06175
UBASH3A	-2.429
YWHAB	0.1705
TPRX1	0.22575
LY6G5C	0.1375
SLC7A2	-2.301125
CLK1	-0.2113
HSD3B7	0.575833333333333
VDR	2.37325
C16orf74	0.9325
ACE	0.95825
PSMA2	-0.463333333333333
CCDC131	-0.729875
ZNF213	0.376333333333333
EML2	0.4635
ALS2CR13	0.476166666666667
GLYATL1	5.205
DSPP	-0.7355
DHFRL1	-0.20525
C10orf30	-1.864
SH3RF2	-0.0723333333333333
LOC197322	-0.6965
DLL3	-2.10525
TIGD7	0.22225
GFRA3	-0.0145
CPA1	-0.0491666666666667
RTN4	-0.0675
PPT2	-1.69633333333333
FASLG	0.0577500000000001
FOXP4	0.68325
RPL26	0.4265
GNL3L	-1.966
FMR1NB	-0.0345
CD163	7.45075
SGPP2	-0.43725
GIMAP2	1.10675
CD37	0.437666666666667
DPT	3.38841666666667
NBLA00301	2.02325
RGS5	1.115
C9orf4	0.154
ACTL8	-3.6
PRKAR2B	1.084
OPLAH	0.811
C20orf134	1.382
SPACA5	-0.34075
TBL1X	-0.6635
TSPYL3	1.3135
CHCHD3	-0.81375
CRKRS	-0.2145
GPR65	3.523
DFFA	-0.563
FUT1	0.19625
C6orf204	-1.36233333333333
TMEM51	0.203
ZNF580	0.53075
CMTM2	0.1785
C20orf200	-0.631
EZH1	0.1775
FDX1L	-0.19625
MRPL32	-0.3785
PCAF	-0.7072
ALOX15B	2.07933333333333
CD59	-0.142333333333333
CDK9	0.049125
ERP29	-0.564333333333333
TTR	-6.0745
BCMO1	-0.605
DDIT4	-1.3678
PTGDS	1.9115
C3orf63	0.1035
BST2	-0.4855
CYP1A2	-0.472666666666667
C5orf25	-1.16825
STX1A	-1.23758823529412
OR2A12	-0.0405
SH3BP5L	0.26075
SERINC5	0.601125
USP6	-0.75
MRPL3	-0.177666666666667
POMP	0.112875
INPP4B	1.314
GMPPB	0.95725
EAPP	0.75875
AHSA1	-0.75075
ABCA11	-0.4235
SLC5A6	-0.82725
HIVEP2	0.71975
SUMO2	-0.294875
KIAA1822L	1.666
C11orf67	0.893
TXK	-1.32042857142857
PHCA	0.2898125
ICAM4	-2.84816666666667
FPGS	0.222333333333333
SNRPA1	-1.02625
KCNJ4	-0.81075
KIF6	-0.1592
HIST1H2BG	-0.848
SLC5A5	0.4755
ZNF354B	0.0401666666666667
IL12RB2	-0.448
C11orf76	0.1025
GAL3ST2	-0.537
AIFM2	-0.64925
SYNC1	-0.196
UBL3	0.68025
PIK3CG	-1.9185
NLN	-0.246
BCORL1	-0.271
CD5L	-0.399
ZNF238	-0.700166666666667
KIAA1394	-0.71
C16orf55	-0.7193
CYP3A7	-2.5475
KRTAP3-1	-2.2355
TFDP1	-0.468333333333333
MND1	-1.674
NODAL	0.171
GTPBP4	-1.158
TUBGCP2	0.4995
SLITRK5	-3.93325
CIC	0.412
CD79A	0.663333333333333
SAMD14	0.613
TNPO3	-0.6535
OR10G3	0.2785
OR10G8	0.393
CCDC111	0.0975
HOXC9	0.64
DCUN1D1	0.00299999999999999
CYB5R1	1.96975
TSR2	0.092
DAB2IP	0.6554
SLC6A5	-0.104
RAB3D	2.01875
DCUN1D4	-0.922833333333333
ERBB3	1.33725
SDC1	2.36508333333333
ATP6V1H	0.330833333333333
SYK	1.057
ST20	-0.26875
C13orf30	-0.3175
WDR40A	0.5
ADMR	0.856
LOC388335	0.95825
ACSM1	3.126
TDG	-0.417333333333333
FLJ11235	0.4365
MRPS5	-0.921166666666667
AGPAT2	-0.522333333333333
SLC12A1	-0.017625
CYP27A1	-0.0305
THAP7	-0.9115
XPO1	-0.0668333333333333
ALMS1L	0.123166666666667
C1orf2	0.185875
ZNF777	-0.260666666666667
CAMK2A	-0.589
SMC1B	-0.334875
IHPK2	0.0532
LEMD1	-3.61025
NKD2	0.0274000000000001
CLU	-0.279714285714286
ARMETL1	0.017
PABPC4	-1.25075
CXCL12	1.70033333333333
TFAP2C	-0.2413
TTTY8	1.189
ABCB10	-0.8126
ENDOD1	0.930166666666667
IDI1	-1.898
KCTD6	2.67033333333333
CCDC105	0.2695
ULBP2	-0.935666666666667
ZDHHC5	0.3905
WNT8A	-0.46075
COMMD10	0.96
KLHL12	0.325125
GPR50	-0.6575
NR5A2	-0.475875
OXGR1	0.8755
EHD3	0.22275
CAPRIN2	-1.145625
KLRC3	-5.21375
SF3B1	0.449428571428571
IPO7	0.5025
ALDH1A1	-1.2975
ANKRD5	0.964875
TSNARE1	-0.2495
DDEFL1	1.35025
RNASEL	1.324
DNAH9	-0.631
HELLS	-1.3375
TNS4	1.786
NAV1	0.5816
KIAA1409	-0.4785
C20orf26	3.28183333333333
TUBG1	-1.028
IRX2	5.2455
CNGA4	-0.3165
MGC50559	1.42383333333333
OR4K17	0.218833333333333
TM2D2	0.371916666666667
FAM32A	-0.0415
TXNDC14	-0.399
CCBL1	-1.123
ANK1	-3.1412
PRSS23	-0.838125
PPM1L	0.476
SPATA20	0.3645
APCS	-0.221
C14orf122	-0.547833333333333
PSMB5	0.14125
C6orf10	-0.0695
SETDB2	0.275666666666667
SPNS3	-1.5925
SGMS2	-0.152666666666667
MXD3	-0.83
MON2	-0.074
CARTPT	1.36975
HNF4A	-1.22916666666667
RABEP1	1.2229
TNFRSF10B	-0.678875
USH1G	-1.133
PPAP2B	-1.125
TMEM16K	0.055
CTDSP1	0.576833333333333
CDK5R1	-0.743
GABRR1	0.068
OPN1LW	0.069
FAM98C	1.126125
DBN1	0.192125
ACAD10	-0.0145
QTRTD1	-0.5275
WNK3	-1.34216666666667
RPS19	-0.55
C1QB	3.5275
OTUD5	-0.286625
SLC41A2	0.5405
TMEM22	-2.72183333333333
KHSRP	-0.853416666666667
TNFRSF11A	-1.49266666666667
FBL	-0.798166666666667
IBTK	0.581
OXER1	0.001
CBLN4	0.127125
GPR172B	0.862333333333333
CFTR	-1.329
VSX1	1.248
CAMK1D	-0.67425
LOXL3	-2.19775
RTP4	-0.51025
SLFNL1	-0.1945
KIAA0828	0.08125
PAR5	2.505
LOC723972	-1.4295
GDI2	0.538
CEBPA	0.7255
MLF2	-0.405166666666667
AFMID	-0.745
ALOX12B	-1.2205
BPHL	-0.50375
COX5B	-0.38575
S100A10	-0.3266
THOC6	-0.62325
NHN1	-0.46525
RRP12	-0.643833333333333
ARID3B	-2.922
CD3G	-3.248
KIAA0133	-0.9065
NAT11	-0.866333333333333
PPAT	-1.28333333333333
SIRT3	0.9974
TCERG1L	-1.72875
NIPA1	-0.2556
DPP8	-0.1341
IL7R	-1.436
ZFP64	-0.0529166666666667
DMAP1	-0.0425
TRMT12	-0.11
TLR4	1.0389
WFIKKN2	0.222
RAB12	0.0125
DDX51	-0.394666666666667
KIAA1086	-2.26625
ZNF295	-0.1805
ACVR2B	-1.39678571428571
LOC494150	-1.062125
ZNF517	-0.1325
DNASE1L2	-1.88983333333333
SUFU	0.755333333333333
LOC283677	0.732
LMO3	-0.673833333333333
PPP2R5D	-0.287666666666667
ZNF587	0.4424
HIST4H4	0.13275
CYP2C8	-0.08525
C1orf80	-0.061
DOCK5	-0.663
C9orf24	-0.07025
OR5AR1	0.731
C11orf24	-0.000249999999999993
UNQ1940	-0.39775
CAP2	1.59783333333333
TIMM44	-0.9485
DSEL	-0.8536
ROM1	0.07775
FBXO4	1.833625
MYLC2PL	-1.70125
MLH3	1.4467
NOX1	0.479
DPEP2	1.73975
DNAJB5	0.49375
RLTPR	0.2515
MBIP	-0.332333333333333
COPB1	0.53
SFTPA1B	0.228
C10orf4	0.1465
PRELID1	-0.7795
NOLA1	-0.52
C19orf24	-0.015
TLR9	-2.1175
HLA-DMA	2.55708333333333
HCRP1	0.067
GPR137	0.315666666666667
ITGA11	2.3125
PHF13	0.288833333333333
MARK4	0.431833333333333
METTL4	-0.74425
MBD3	-0.6688
LOC134145	0.927625
FGF3	0.68875
SLC35A3	1.315375
CLEC16A	-0.4795
AMOTL1	-0.956166666666666
FLJ31438	-0.16775
PAICS	-1.31775
TOMM40L	0.0601666666666667
MMD	-1.4765
KLK10	1.5739
NIT2	0.431666666666667
SERPINB10	-0.1555
KLF15	-0.6572
CCDC5	-0.58225
WSB2	0.0355
ME3	1.176
CACYBP	-0.557666666666667
TCTN2	0.4265
JAK1	0.74875
C2orf25	-0.11675
GPD2	2.80975
FBXL11	0.232833333333333
CDV3	-0.415583333333333
GALNT11	0.76675
NDUFA12L	-0.5641
FLOT1	0.253571428571429
TOR1AIP2	1.0605
MMP25	1.99825
C1orf164	-0.3258
CHST5	-0.2295
LYRM4	-0.8469
GPER	-3.15925
HIPK2	-1.47725
DAP	1.1731
ZMIZ1	0.767166666666667
DDX58	1.19175
DCC1	-2.253
AKT1	0.108125
ENPP6	1.989
ERVWE1	-1.382
CDC34	-0.8315
RNF125	-2.31725
CASC1	4.341
SHROOM2	0.433
RRM2B	0.240833333333333
COL6A3	2.389875
TMEFF1	-2.3725
PLEKHA4	-0.9723
LYSMD1	1.73183333333333
SEPT1	-1.34983333333333
AOF1	0.27825
GNPAT	0.088
WDR18	0.12975
HSD17B12	-1.1005
HIST1H2BM	-0.330666666666667
INDOL1	-0.464333333333333
SUDS3	0.329
C1orf192	-1.68
CYP2B6	-0.44575
TBC1D2	2.11183333333333
SLC25A12	0.12875
ERCC6L	-1.3445
MGC10814	-1.76683333333333
POLR2C	-1.622
ZNF77	0.136
EIF3K	-0.1982
HPX	4.655
ANKRD27	-0.32425
MALAT1	-0.322875
PLB1	0.173666666666667
HRNBP3	-0.648125
CPSF4	-0.926
OR52N2	-0.103
PIP5KL1	-0.61975
GH1	0.50725
HPS5	-0.53325
SLFN5	1.30975
POP5	-0.0925
OVOS2	-4.297
C20orf108	-0.3195
MARS	-0.62925
CLRN3	2.23683333333333
ARSE	-0.99
PPIE	-0.187
PHACS	-0.640333333333333
GP5	-0.313
IL8RB	-0.0839999999999999
FCRLA	-2.63975
ARRDC1	0.38
KRTAP9-4	0.5865
ZNF613	1.0205
OR11A1	0.3225
TMEM132B	-2.68257142857143
PGLS	0.29875
BSND	-2.81166666666667
KCNK18	2.208
FOXD4	0.22525
SV2C	-0.01425
LCN2	1.94233333333333
ZNF490	0.5682
C3orf15	0.6276
CACNA2D4	-1.27333333333333
CBX5	-1.22525
MAGEB4	0.319
BOLA1	0.61825
PPP2R5E	-0.06575
COL5A1	2.21358333333333
ASB7	-0.0773333333333334
SFT2D1	0.153625
DERL1	-0.258
RABL2A	1.02316666666667
MOAP1	1.089
KIAA1545	0.673
F3	2.97375
PLEKHM2	-0.40425
CCDC89	0.348666666666667
EFCAB1	1.65225
TMEM48	-0.822
SEPHS2	-0.2145
PYGM	-0.89925
PRICKLE1	1.777
WNT5B	0.82675
TAS2R38	1.0515
IMP5	0.2465
KHDRBS1	0.1524
LARS2	-0.367833333333333
C3orf28	-0.37325
FTCD	-3.842
C10orf68	1.478
DGAT2L3	1.02625
PSEN1	0.739333333333334
MGC33657	0.996
PLA2G4B	0.873333333333333
CDKN2A	-1.86533333333333
DLX1	-0.33625
TSHB	-0.0295
C18orf37	-0.249
MEX3C	0.137875
MAMDC2	0.058
PDIA4	-0.00658333333333335
ATP5E	-0.43775
CASP2	-0.487357142857143
SERBP1	-0.166153846153846
ZNF341	0.386166666666667
TESC	-3.13175
TMEM31	-0.7665
OR51I2	0.293
YTHDC1	0.465571428571429
JUN	-0.1935
AGMAT	-3.65966666666667
PCNXL2	-0.5195
ATAD5	-2.18675
STK38	-0.4575
AZI1	-0.433375
RBP1	2.965
C4orf26	0.21775
KIAA1026	0.902125
TMEM101	1.84525
HSFX1	0.2085
TREX1	0.269
C18orf10	-0.5957
TRIM15	-3.306
CA6	-0.1475
CEP57	-0.7805
AR	4.00233333333333
SESN2	-1.06583333333333
KIF3C	-0.414125
EPB41L5	0.84125
ARHGEF10	-0.839727272727273
POLR3D	-0.608625
INDO	-1.867
GABRA3	-1.0895
SCG5	-0.4985
E2F3	-0.6569
TIGD5	0.23125
FGD6	1.43725
KLHL3	0.632
SCGB3A2	-0.9135
URP2	-0.346833333333333
ATP6V1B1	0.2312
CALML6	0.6765
LOC100049076	-0.1165
TMF1	0.54425
LOC388503	-0.04725
CDH5	3.294875
RPS6KC1	0.488833333333333
DAAM1	0.6191
TNFRSF10D	-0.5695
GSTT1	-2.7682
INPP5A	0.69
TRAF3IP1	1.4041
SMARCE1	0.155285714285714
VRK1	-1.5175
TTC16	1.7095
AARS	-1.44016666666667
ARHGAP27	-0.570333333333333
ZAK	1.37157142857143
ACSM2B	-2.39225
TRAP1	-0.913666666666667
MRPL53	-0.0585
RNF44	-0.7615
NPTXR	0.02725
DPYSL3	2.019
APP	1.3952
GLS2	0.460166666666667
MNX1	-0.295166666666667
CMTM7	0.18825
OR10A7	-0.0295
NYD-SP21	3.52833333333333
ORC5L	-0.53225
SLC16A10	-0.486625
TMEM178	0.3255
LOC441601	-4.44725
PTGIS	1.817
KBTBD7	1.14725
C19orf41	-0.21375
CEACAM3	1.11275
KRT23	0.12825
SERHL	3.991
PNKD	-0.492375
UBC	0.07725
ATRN	-0.29475
HAPLN1	-0.897
RANGAP1	-0.71875
C10orf26	2.43766666666667
KCNA7	-0.074
SRY	-0.238
LOC376693	-0.3865
HIST1H2BF	-0.26725
CDCA8	-2.229
MLC1	-2.6915
TNIP3	0.01275
OR4D1	0.2685
IFT52	-0.114
GOLT1A	0.994666666666667
UTP20	-0.511125
RP3-402G11.5	-0.341375
PRSS33	-1.01675
PMPCA	-0.604
APOB48R	1.83116666666667
GLTP	0.3675
MPL	0.03475
C9orf78	-0.362
ADAM12	1.658
CSPG4	-1.2715
LOC144305	-0.5865
KRTAP4-10	0.0239
PAK1	1.172
ADCY7	-0.3245
TAS2R43	-1.516
FRAS1	0.316214285714286
PPP1R14A	0.340333333333333
OR2B6	-1.37825
ATP13A1	-0.2615
SIDT1	2.68975
C1RL	1.25783333333333
PRKRA	0.1005
TLN1	0.6137
RP11-50D16.3	0.257333333333333
MITF	-0.413833333333333
GYS1	-0.5375
LYG1	-1.22516666666667
NSMCE4A	-0.0825
DNAI1	0.225
HOXD11	-0.2915
FNBP1L	1.8029
DHX35	-0.13125
LCE3E	0.0881428571428571
SLC33A1	-0.265
DCLK3	0.510666666666667
TRIM33	-0.977166666666667
TMCC3	2.51466666666667
FBXO42	0.222333333333333
C1orf27	0.5464
C17orf50	0.213
RNF14	0.601916666666667
SLC4A8	1.401
RAB3IP	0.2861
COX6C	1.24128571428571
PCSK1	-4.282
SLC13A1	0.073875
ARF6	0.698833333333333
KIAA1009	0.3035
HOXA13	-2.73575
HMGN1	0.145875
CXADR	-0.5745
MGC14436	0.0175
UTF1	0.795
TSC22D1	2.1552
BZRAP1	1.343
PUF60	-0.156833333333333
SHC1	-0.00824999999999999
HOOK3	0.7362
LIMS2	1.31383333333333
BAHCC1	-0.478
CLCC1	0.584333333333333
ENTPD3	5.73116666666667
SMO	-1.14575
PIK3R5	0.63525
CDC14A	-1.08508333333333
KRT1	1.82725
ENOX2	0.306
FLJ22655	-2.22575
FPRL1	0.095
INTS6	0.4279
ZCCHC5	1.172
SMC3	-0.54175
C6orf123	0.944166666666667
FLJ20160	1.55775
LOC653391	-0.0328333333333333
GSS	-0.393
NT5M	0.09375
SIX5	0.88025
TAF5	-1.198
KCNA1	-0.0596666666666667
ANLN	-2.041
MGC45491	-1.1581
SSTR2	3.16975
LYPD4	0.494
TH1L	-0.53
CHRNA5	-2.208
PNMA6A	-1.473
FLJ16369	-0.1075
DLX2	-0.3846
C6orf108	-1.02116666666667
ALDH3A2	1.5535
CLEC1B	1.59533333333333
LEPREL2	-0.36775
FOXJ1	0.777
OR1D4	0.6035
PPIL4	0.068
MTRR	0.50625
SLC27A3	1.7625
HTR7	-0.7965
MIB2	-0.111
BHMT	-1.199
A2ML1	0.607
MSMB	0.61
KIAA1383	-0.540125
TRUB2	-0.14575
PF4	0.245833333333333
IL1F5	0.4052
LRRC37B2	0.0425
IPO4	-0.50475
FIGF	0.07025
QDPR	1.41925
ZNF598	-0.87575
BOP1	-1.207875
MAPK12	-1.95883333333333
POLR1E	-0.934625
CEECAM1	1.0465
INSRR	0.00216666666666663
SIPA1	1.034
ULK4	0.814666666666667
BTN3A1	-0.3643
FABP5	-0.4391
KBTBD3	1.74766666666667
SORT1	0.372666666666667
YWHAQ	-0.31725
LRIT1	0.0065
KIAA1704	-0.008
MEIS2	-1.9661
ENOSF1	0.967
PCDH7	0.481
FZD9	-2.227
RPLP1	0.765
ZNF75A	0.13825
P4HA3	4.580625
NKX6-1	0.80175
CTA-216E10.6	0.226833333333333
IFT140	0.71875
DENND1A	0.0258333333333333
ALCAM	1.2298
ABHD2	0.901818181818182
QPRT	-2.44416666666667
TRAM1	0.0925714285714286
ATP1B4	0.00974999999999998
NUP37	-1.10575
SAA3P	-0.3535
SLC22A6	-0.129
KIAA0265	0.0225
ZNF41	-0.55725
ADAM19	1.0618
ERAF	-0.84475
DEFB119	0.3844
DNMT3B	-3.93333333333333
SNF1LK2	0.59175
MGC24039	-2.09675
TAS2R48	0.027
PNLDC1	1.11133333333333
ADAMTS16	1.68325
TMEM92	-1.1135
CCT8	-0.549083333333333
POGZ	0.577666666666667
N-PAC	0.42875
GUCA1B	-1.21533333333333
ZZEF1	-0.0194
OR2C3	0.10925
ZNF334	-1.53966666666667
RANBP6	-0.12675
LDHB	-3.32891666666667
BAMBI	-2.339375
RAB5B	0.92825
FOXB1	0.77375
MRPS12	-0.69575
MRGPRF	0.094
CRIPT	-0.052
CYP2D7P1	-0.5605
RYR1	-0.765125
NDUFA2	0.411375
TRIP12	0.86425
KCNE3	3.14466666666667
MOBKL2B	-1.1399
MIOX	-0.055
ACOT7	-1.38525
FGF6	-0.314
RASSF5	-1.2083
ATAD3B	-2.46966666666667
IKZF3	0.914
H3F3B	0.29
C6orf91	0.602
SEC11C	-0.218
TMEM14C	-0.31125
KIAA1632	-0.00175
SLC38A4	-0.40775
FGFR3	-0.685666666666667
HES7	1.2395
HINT3	0.661
ARIH1	-0.2715
FLJ35880	-1.517
C1orf129	0.917
POU6F1	0.196
RPL32	0.152
BBS1	1.3755
RGPD5	0.955
SULT1C2	-1.5125
KDELC1	-0.88425
PIP5K3	-0.371166666666667
CHI3L1	-0.3476
CSDA	-1.2515
VTCN1	1.41125
WDR62	-1.487
TMEM170	-1.70225
KIF2A	-0.2175
C6orf182	-1.08466666666667
ARL6IP6	-1.336
ZCCHC9	-0.3435
RARB	0.466833333333333
ZNF320	0.554428571428571
DHX15	0.243875
PICALM	-0.0176666666666667
CNOT6	0.204833333333333
HIST1H1A	-0.45625
ZNF702	0.695166666666667
OR1E2	-0.596
HLF	-2.0854
LOC442582	-1.9205
KIAA0494	1.41925
TCF4	1.263
APOBEC3B	-0.66625
FAM54B	0.454
MYH2	-2.60075
FXN	-0.806666666666667
C12orf59	1.3495
PAEP	-1.41
SPG11	0.73075
VN1R4	0.33225
KCNJ13	-0.773
NOC3L	-0.7655
C5orf36	0.3515
CPAMD8	-0.73025
MLN	-0.3574
FLJ11184	-0.439
TIAM1	1.13516666666667
OR10J3	0.0215
OR52E2	-0.017
PBX1	3.1123
UBL7	-0.746833333333333
PXMP2	0.24075
SYTL1	0.702
FAM126B	0.30975
ZNF711	-0.73125
GGA1	-0.497333333333333
VAMP4	0.5135
BCAP29	1.0068
C20orf19	-1.289
ZNF275	-0.08725
NEK6	0.74675
SETD8	-0.36175
HEXIM1	1.11291666666667
SULT1A2	-0.0885
KLHL9	1.14975
SLC39A12	0.34675
ARHGEF16	1.37416666666667
SCN1A	-0.4448
HNRPH1	-0.655833333333333
C9orf103	0.83525
ECE1	1.415
MED18	-3.2305
TEX13B	0.4395
SNN	-0.297
C6orf62	0.0919444444444444
WNT3A	-0.0995
IL22RA2	0.196
MGC21881	-0.0665
GABBR1	-0.02675
YIPF6	0.51325
PROX1	-2.285
PPP1R1B	0.76175
LANCL2	-0.0487
SCN3A	-1.111
SSRP1	-0.7825
ASXL2	-0.591
RPE65	0.152
SNAI1	-0.82925
EFNA2	-0.56625
CLDN9	0.093875
TP53I13	0.574125
LOC375748	-0.03875
C9orf7	0.92
C14orf178	-0.4735
GC	-0.62025
IER3	-0.348666666666667
KCTD10	0.59175
FLJ45717	1.02225
ADC	1.64883333333333
LOC285908	-0.6785
MLL3	-0.183
KIAA1787	-0.3365
MGC31957	-2.48125
MUC5B	2.28191666666667
ZNF193	-0.039
CSRP1	1.166375
MOSPD1	-0.789833333333333
C21orf49	-0.689
RAD1	0.1475
ANKRD34	-2.04975
NFRKB	0.159
FANCA	-3.69275
VTI1A	-0.0865714285714285
PCBP3	-0.705
BFSP2	-0.9825
ZNF354C	0.07125
FRMPD4	-0.39875
IKBKG	-0.6395
LOC441046	-1.565
UNQ9438	0.331666666666667
TM4SF20	0.7245
MAGEC1	-5.27
AMMECR1	-0.442875
GLDN	-0.107
TTC30B	1.595
SEC13	0.2739
EGF	0.535125
HAGH	0.249875
VSIG1	0.137
NHLH2	0.369
NCAPD3	-0.8975
MGC16121	-3.3385
HIATL2	-0.597
BRCC3	-0.1855
LCE2D	0.063
TMEM79	0.32025
GTF3C5	-0.666
AKR1C4	-0.337166666666667
C3orf59	0.017375
RBM26	-0.4035
DUSP14	-0.7835
AP4M1	0.4005
RIMBP2	-1.022
ABCC2	-5.0735
DNAJC16	0.828
TTC12	2.95666666666667
SNX13	0.019
C6orf168	0.78225
C1orf100	-1.3585
CSPP1	-0.536666666666667
LRRC56	1.76625
OR1J2	-0.215
THY1	1.2319
KIT	0.0925
TBC1D8	2.28575
EPHA7	0.328333333333333
SOLH	-0.478625
SVIP	0.56075
ZNF294	-0.561
HAND2	2.84683333333333
CENTB2	0.765833333333333
MARVELD3	2.27
CREB3	1.33
KRTAP1-5	-2.91025
OR8K1	-2.011
MED25	0.414333333333333
FDX1	-0.632333333333333
FAM19A1	0.312333333333333
IL13RA1	1.0941
ZNF627	0.9045
NHP2L1	-0.35775
EIF2B2	-0.356125
ZNF593	-0.00775
WIPI2	-0.275416666666667
RANBP1	-1.13675
TAS2R7	0.2345
LOC283514	-1.115
CSNK2B	-0.4907
CFHR1	0.733
DKFZP434O047	-0.7356
WBP11	-0.638
TEX2	0.3895
GALNT2	-0.7385
FLJ33360	0.56425
WNT9A	-0.29625
IL29	-0.055
STK3	0.801555555555555
REPS2	2.976375
FAM78A	-1.30325
MGC3207	-0.2285
FCGR3A	7.21225
H2AFY2	1.7845
RNF150	-1.7965
CCNK	-0.397375
VEZT	1.08083333333333
FSHR	0.2265
C1orf66	0.599
LCE2B	0.0945
CD200	-0.58225
ORMDL1	0.243125
OR51S1	0.1335
KRT83	-1.696
COL19A1	0.667
POL3S	-0.61625
ZNF468	0.378166666666667
BAG3	1.271
C1GALT1	-1.3535
CA5A	-4.59525
DKK4	0.23
SGK2	-1.699125
PIK3C2G	1.897
USP11	-0.378125
IMPA2	-1.44125
PRKDC	-0.5255
MSR1	3.7665
PDCD6IP	0.22425
FAM122A	-0.238
ZNF740	0.2125
ATXN2	-0.08
SLC17A4	0.3545
RAXL1	-1.19516666666667
RS1	0.42075
NET1	1.879
NPY1R	2.456
MVD	-1.88625
C11orf61	-0.864625
