Hybridization REF	TCGA-C8-A1HL-01A-11R-A137-07
SNX25	0.8735
RHBDF1	1.09483333333333
PCDH18	3.152
HMG1L1	-0.0555
MYO5C	1.9085
MAPK10	-2.273
LDHAL6A	0.763833333333333
NUDT12	-0.0701666666666667
NCAM1	-0.050875
GLIS2	1.0895
GGTL4	2.678
DAPP1	0.16225
ATF7	0.80025
KIAA0748	-1.81525
NFIL3	-2.19475
TM6SF1	0.987
SEZ6	0.31775
NANOS3	-0.427333333333333
DNAJA3	-0.491833333333333
CLDN6	-3.028
CIITA	2.8865
EPHA4	-1.56091666666667
FANCC	0.87575
CMTM3	0.765625
PSG3	-0.273125
MRPL15	-0.842
C21orf59	0.82075
PLCXD2	-0.134
C2orf34	0.087
UBE2L6	0.198875
MED14	-0.245666666666667
HP1BP3	-0.9775
C6orf208	-0.6185
TPBG	1.0665
OSR2	-1.17475
XPC	-0.293166666666667
KLHL7	-1.55233333333333
CCR3	-0.4162
AGTPBP1	-1.3725
PCSK6	0.965733333333333
STAT5A	-1.7923
FAM18B	-0.667
LONRF2	0.220666666666667
PTPN2	0.11175
SF3A3	-1.21433333333333
EFCBP2	0.167
HCFC1	-0.817166666666667
AHNAK	-0.57965
ACTR5	0.54325
KIF14	-1.59414285714286
TENC1	1.859
HEATR5B	0.9495
YIPF2	0.437833333333333
MYEOV2	1.10483333333333
DUSP18	0.88975
KIAA1012	-0.158
AHR	-0.607333333333333
C17orf53	-0.228333333333333
PTPRH	-1.71625
ATP6V1C1	-0.6937
TAS2R3	-0.793
LOC440356	-1.6285
COQ10B	1.14525
PSMF1	1.00516666666667
SORBS2	2.45683333333333
NFE2L2	0.03075
TMCO7	-0.71025
SH3PXD2A	-0.0406
SH2D2A	-1.4105
SPINK5	-4.34175
MRPS24	-0.689
OPA3	-0.0185
TRAF7	0.6575
C4orf35	-0.401166666666667
MT1G	-0.48775
MGC39545	0.38525
HS1BP3	1.2661
OR2B2	0.085
CHRM4	0.629
SFRP2	3.43858333333333
RIC3	1.95625
ART1	0.199
C6orf1	0.810625
DUS4L	-1.28425
C10orf104	0.53975
TNFAIP6	3.073
RTEL1	-0.39225
CCT4	-0.9761
ZNF709	-1.03225
CHMP6	-0.1345
UPP2	0.794
CYP19A1	-2.075875
CD151	0.868166666666667
NDUFA13	0.001
ARFRP1	-0.56
FAM26B	1.8345
CRYBA1	-2.58
MRPL41	1.16533333333333
NPFFR2	-2.624375
HRH2	0.4745
SCAMP3	0.1045
MTMR6	-0.4974
MTG1	0.086
UBTD1	1.6925
CRABP1	-3.4225
FLJ33790	-0.0182
KIAA1908	-1.32983333333333
GPR158	-2.73
PACSIN3	1.95133333333333
OMD	3.16483333333333
CATSPER1	-0.0596666666666667
HOXB8	-1.656875
FBXO46	0.88
OAS1	2.67383333333333
SVIL	0.399
PHB2	-0.75425
ADCY3	-0.532
NDRG2	0.357666666666667
ERMAP	0.432
APBA2	-1.34783333333333
IGSF9	2.14775
WNT6	-1.01692857142857
MYCBPAP	0.84
ATP2B2	-0.3721
CPVL	-1.2756
TRAM2	-0.604416666666667
NOP5/NOP58	-0.25375
ZNRF4	0.00275000000000001
TLK1	0.088375
MTMR12	0.317642857142857
ZNF384	-0.0576666666666667
FAM9B	-3.38725
RPN1	1.3062
PMVK	1.7055
EIF3D	-0.3535
SIX2	1.79425
HPS1	1.76171428571429
RNF7	0.924
PSKH2	-0.4585
KCTD13	0.805166666666667
CSMD3	0.0949
FBF1	-0.113
IL8	-4.899875
SERPINB13	0.148916666666667
FBXL20	1.987
BLR1	0.3565
SH2B1	0.274833333333333
RFNG	0.271375
RAB20	0.734666666666667
RBM7	-1.88975
POLR1A	-0.528
TMPRSS4	-0.7895
TAF9	-0.4145
TERF2	0.498
TNFRSF1A	0.613083333333333
ACADVL	-0.654666666666667
GTF2H5	0.66375
EDG8	1.332
C9orf140	0.2725
UST6	0.187
ZBTB8OS	0.3515
ZNF710	1.8105
GPR174	-2.0695
ATP6V0A2	-0.76375
KIAA0319L	-0.0295833333333334
XKRX	0.0215
DOPEY2	2.2478
SDHD	-1.19933333333333
SUMF1	0.645
OSM	3.25175
OPN3	-2.19225
DAGLB	0.6585
PPFIBP1	0.0672
TRIM63	-3.89075
C10orf53	-0.309
LYPD3	2.528
BCL7A	0.032
AGER	-0.7235
TCF19	-0.01825
SAT2	-1.03125
PFTK1	-0.9485
GABRE	-3.2375
C15orf38	2.5184
FIS1	0.353
KCNV2	-0.14975
CLPS	0.54825
PPCDC	0.688875
FOXN2	-2.14516666666667
NT5E	-2.5279
CD83	0.45925
IL18	1.578125
VPS16	1.17925
IGFBP2	2.27983333333333
NOTCH2	-0.57
SIGLEC1	3.693
CD93	6.139
SULF2	-0.74475
CEP164	-0.01775
P53AIP1	-0.123166666666667
TOR2A	0.609833333333333
ZNF136	-0.12925
MGP	3.5506
CCDC144A	-0.7266
TRPC1	-1.04633333333333
SMS	-0.334833333333333
MAPK7	-0.226166666666667
RRAGC	0.2195
PARD6A	0.767166666666667
NUB1	0.521166666666667
SYNGR4	0.4305
OR11H12	-0.0555
WIF1	-0.03675
GCH1	0.8685
OR11H4	-0.9625
SLC44A5	-3.412
GPRIN2	-0.969
LOC401431	-0.66275
CPA4	-3.1754
MELK	-1.09622222222222
IL15RA	-0.061
CUL3	0.502125
HMBOX1	-0.55375
PODXL	-0.69975
CCT6B	1.38216666666667
COMTD1	-0.09075
MUC20	-2.1075
GPX2	-2.698875
ITK	-1.713
FBXL5	0.672
C13orf27	-1.26675
DEFA5	1.289
TRHDE	0.0665
MTP18	-0.594
UQCRQ	0.7346
ITGB2	1.78275
CSRP2BP	-0.01425
TAS2R44	-0.2765
PHPT1	0.811625
FAM44C	-0.5225
ERH	-0.16275
MPHOSPH1	-0.452
MORC1	-0.862
PARVB	-0.8505
LAMA1	-2.13
PGBD3	-0.01
GIMAP6	4.54875
AREG	2.50516666666667
LIPT1	-0.0685
MGC99813	-1.1365
C1orf201	0.293666666666667
GRIN2A	-1.3261
MAN2C1	-0.049375
NSUN5	-0.2635
SF3B5	0.632
MYC	-2.45625
NRXN1	-3.10808333333333
ZNF18	-0.32925
SPDYA	-0.743
SLC37A1	2.25
DECR2	0.5395
ANKRD38	-0.243
SPTLC3	-3.2095
SUPT16H	-0.528625
DTWD2	-0.157
ULBP1	-1.1465
ZADH1	-1.08816666666667
OIP5	-0.6435
IL10RB	0.568666666666667
OTUB2	0.245
VWA3A	-0.433
SPIC	0.791333333333333
OR6C4	0.7595
PSCD4	1.1895
DPY19L2P2	-1.8425
TRAPPC6A	0.862166666666667
C21orf2	0.4535
CEMP1	0.359
LIN7B	0.5325
E2F7	-1.67116666666667
VCP	-0.1185
LAMA3	-0.41025
BGN	2.42025
GPR160	1.02016666666667
COCH	-5.1865
GPR81	1.59933333333333
APOBEC3F	-1.45975
tcag7.1017	-0.32775
C1orf32	0.801
SCGB1D2	6.1875
FLJ43987	-1.205
C6orf170	-0.80925
KLK9	0.8015
GPD1L	1.0795
VPS37B	0.727
ATG3	-0.3605
ADAMTS17	-1.0185
KLHDC2	-0.858666666666667
NDUFV2	0.27725
BLK	-3.47
MATN4	-0.7835
GPM6A	-0.9955
GBP4	1.8935
TMEM162	0.852166666666667
PKP2	-1.208
HRASLS	-2.85811111111111
MMP1	-1.10625
SFXN3	0.7625
FSD1	-2.1495
ST6GALNAC3	-1.2825
CA12	2.0714
NCOA6	0.6665
C19orf58	0.3119
PPP4R1	0.435666666666667
MAN1A2	-0.254666666666667
IKBKAP	-1.62775
UPF1	-0.154666666666667
KIAA1219	0.5185
WNT16	0.4206
SNW1	0.337625
IL18RAP	2.2595
RPP30	0.48375
CDC40	-0.228785714285714
SETD3	0.966666666666667
SLAMF6	0.137
ELK4	-0.8455
TRIM47	0.6215
ACOX3	1.147125
TRIM6	-1.254375
KIAA0372	-1.1185
TP53AP1	0.931625
SMURF2	-0.5035
ADAD1	0.61125
EBP	0.9604
KRTAP13-2	-0.2505
FLJ36874	-1.0965
TOR1A	0.626666666666667
P2RY4	0.7585
GPBP1	0.20225
TRPV1	0.048375
ADAMTS12	0.425666666666667
PES1	-0.6841
ATG4A	0.263666666666667
MAGEA10	-4.38475
WFS1	1.05025
CC2D1B	0.466666666666667
PABPN1	0.128625
SLC25A30	-0.054
SLCO1C1	0.906333333333333
SLC22A5	2.0485
KIF23	-0.311833333333333
SYN2	-1.35633333333333
ASPN	6.59516666666667
CENTG2	-0.47925
QSOX2	-0.9993
FLJ10815	0.575666666666667
STK24	0.8015
SPEG	0.8468
STK10	0.413166666666667
DACT2	-1.974
AAAS	-0.061
SSX3	-1.585125
ABCD3	-0.3801
C4orf12	-0.446625
PARVG	1.61366666666667
FIG4	0.621
C9orf46	0.46975
TMCO6	-0.1675
IGHMBP2	1.13875
DUS2L	0.222333333333333
FAM3C	-1.065
TMEM16D	-2.90725
DCTN4	0.54525
KCNH3	0.29725
EIF2AK2	0.23025
AP1S3	0.088625
CST4	2.133
PAM	0.7411875
NUTF2	0.75925
CITED2	-0.7009
SLC39A4	0.3125
C2orf52	-1.8825
GRM3	-0.205
C12orf49	0.828875
CCDC49	0.0021
GRAMD1B	-1.54785714285714
FNDC4	0.974
SIAH2	0.3065
GDPD4	0.4235
C21orf87	0.7575
ATP5A1	-0.344166666666667
C16orf63	-0.61425
LOC388135	-0.441833333333333
ATP5J2	0.600625
MMP3	-0.39125
EMID2	0.44775
CRHR1	0.7715
WDR70	-0.75
C13orf31	1.438
ZFAND1	-1.45225
CCL18	4.76833333333333
C3orf49	0.0945
RINT1	-1.0155
KIAA0408	-2.11283333333333
F13A1	4.9659
SLC10A1	-0.575333333333333
OGN	2.48275
GIPC2	-0.229333333333333
XPO6	-0.397166666666667
LCE1A	1.6795
FMR1	-0.358
LOC374920	-0.15175
DUSP3	-0.053625
ANKMY1	1.717
C7orf50	0.644
BBS9	-0.6865
UNC119B	-0.543875
C9orf72	-0.65625
MGC35440	-0.92925
ENTPD6	0.756875
PPP1R2P9	0.8215
ERCC4	-0.00299999999999999
FAHD2B	0.2885
HMHA1	-0.913
HACL1	-0.98525
RAD23A	-1.13083333333333
FAM83B	-2.57525
PPP5C	0.411
RNASEH2C	0.35525
C9orf153	-0.4575
SCAMP4	0.942375
GHITM	0.1746
NDUFB7	-0.13775
ADCYAP1	-0.681166666666667
SP110	1.72483333333333
MAP3K7IP2	0.10725
DHH	0.23
AGRN	1.13721428571429
WDR33	0.6915
CEP290	-1.72366666666667
PRPS1L1	-1.53916666666667
KLRA1	-0.835
GPR97	0.4035
CHD7	-0.613416666666667
TLR10	0.68225
SLC30A8	-0.8545
HIC1	1.76
IAPP	-0.346
RXFP4	1.09125
GP1BB	0.58075
SHQ1	0.3745
NKX2-3	0.368166666666667
API5	-0.57725
FTHP1	-0.5495
MOV10L1	1.189
TRIM6-TRIM34	1.27033333333333
ADHFE1	1.43525
FAM117A	-1.27325
DDI1	0.573333333333333
CDON	-0.3455
TRIM73	-1.041
IGKC	3.4175
MMP14	-0.0836666666666667
DYNC1LI1	0.285125
C11orf66	0.51925
TRBV3-1	-1.18325
FASTKD5	-0.126
BIVM	-1.5665
LHX4	-0.2365
CXCL2	-2.1859
RAB2B	-0.641833333333333
IZUMO1	-0.86875
MAP3K15	-2.781375
FAM19A2	-0.395
ZC3H8	-0.325833333333333
ZMAT1	-0.91
SPINK5L3	-2.7445
SLC10A6	0.13
APPL2	-0.70575
CARD10	0.533833333333333
LOC402176	-1.738125
EEF1D	0.475
RAB6A	0.173
C12orf5	-0.240625
PAPOLG	0.59925
MSRB2	0.8365
BCR	0.725388888888889
PUS3	-0.78775
TIAM2	-0.34175
ZNF317	-0.445833333333333
CHD2	-0.0394285714285714
FZD5	-1.30813636363636
NUDT8	-1.51125
ZNF763	-0.812
PRC1	0.0845555555555556
ABCB9	1.00483333333333
SPATA3	0.84025
TRAK2	1.75125
STAB1	3.33125
LRRTM2	-0.393833333333333
psiTPTE22	0.25125
DBI	1.76725
SERPINA11	-2.60525
NAT5	-0.1495
C20orf58	-2.07475
RPS6KA4	0.502833333333333
FLJ90650	-1.699
TGFBRAP1	0.402
CHRDL2	-1.2265
FAHD2A	-0.148
CNTN1	-0.07825
BBS4	-0.09
TMEM181	0.81325
MINPP1	-1.62625
MPHOSPH6	-0.215916666666667
HOXC10	-1.5125
ITPKB	0.507375
CLPTM1L	0.245625
MEOX2	0.562666666666667
ATP6V0C	1.064375
PRPF8	-0.778
TMC5	2.5205
FKBP3	0.2785
PLEKHB2	0.493625
OR4D6	0.4875
ZNF544	-0.033
D2HGDH	0.238
RPL18A	-0.7491
HEL308	-0.2735
MPP6	-4.23475
TCERG1	-0.881
KRT16	-1.67066666666667
KLF17	-1.77575
KLF5	0.628375
CDR1	0.352625
VCX3A	-2.709
FBLN2	1.9175
C14orf104	-0.40425
HBE1	-4.7474
OR4S2	-1.3055
C1orf108	-0.878666666666667
ROBO4	4.13733333333333
CPEB4	0.6095
C11orf80	0.782333333333333
BCKDHA	0.288166666666667
MYOC	1.819
GIF	0.241
CKMT1A	2.6005
RPL3	0.2789
THBS1	3.04625
APOO	-1.00075
ARMCX1	-0.152
HSZFP36	0.07875
SNAPC5	0.691
EIF4ENIF1	0.4225
ZNF433	-0.08425
TNFRSF21	-1.122
TMPRSS7	0.4745
SPATA18	0.6796
HPDL	-2.655
MKL2	1.3387
TBX3	-0.601692307692308
C21orf93	0.0751666666666667
DAXX	0.94
ELMO1	0.4075
RGS13	0.325666666666667
TAF11	-0.16825
UNC13A	-2.12575
LOC653314	1.0757
ORC3L	-0.86
IMAA	-1.8745
TARBP2	0.7985
CABIN1	-0.3875
TRIOBP	0.3666875
HIST1H2AC	0.669
RGS22	0.168666666666667
NCOA1	1.26766666666667
IL25	0.25
SNCG	0.5815
GPR6	-0.131
AMDHD1	-2.48883333333333
CHEK2	-0.8375
C6orf142	-1.52575
DRD4	0.023
C14orf68	-1.23425
GDF11	-1.31925
SEMG2	0.5885
CD247	-2.1955
CDAN1	0.315
RBMX2	0.00716666666666666
TGS1	-0.89225
OIT3	3.8595
SYF2	-0.0215
MCM4	-1.146375
PKHD1L1	1.321375
CEP192	-0.607
IFT88	0.75525
RPL9	-0.731928571428571
RAB32	-0.289625
DDX43	-1.91425
P2RX2	0.448
OR5D18	0.267
UBE1	0.611916666666667
SLC24A1	1.06575
ARHGAP5	-1.43525
CETP	1.04175
KIAA1731	-1.072
SLC9A4	0.718
PTPN6	2.08625
BAHD1	0.756
GRIK3	0.7345
CACNB2	-0.4085
PDE10A	-0.419
DGCR14	0.05
PCDHB9	0.182
RHOQ	0.0218333333333334
MAP3K4	0.463
KTI12	0.260333333333333
RPL23AP13	0.62525
GNG11	0.63525
CLCN3	0.1125
GPAM	-1.00725
VSTM2A	-0.132
SLAMF7	1.51266666666667
INTS2	0.2135
PPP2CA	-0.1849
LRP12	-0.813933333333333
SEC14L2	1.23088888888889
DKFZP586H2123	2.5225
MC3R	-0.1
CIRH1A	-0.996333333333333
HIST1H2AB	1.66716666666667
POLH	-0.805
MGC16703	-1.255
SNAPC2	0.54
FILIP1L	1.69625
RASGRP4	0.8215
LRRC1	1.03
GAS1	0.72975
PRAC	-1.18025
DGKA	1.01866666666667
NT5C3	-1.399
PEG3	-4.56125
NADK	-0.138
PRR17	-0.14825
LOC374569	-0.1435
SGSH	0.6295
NLRP8	0.281
GALT	-0.3395
MCF2	-1.045
ZNF263	0.48925
TACSTD1	2.295
TYR	-6.4661
ATP6AP2	-0.57
RNUXA	-0.11225
ABHD10	-0.117777777777778
GDPD2	-1.575
SLC35C1	0.1495
UBE2A	0.631
HERC5	-1.61983333333333
FAM112B	-4.63033333333333
FBXL16	0.85425
DKFZP434A0131	-0.474
ELA3A	-2.23
RBM41	-0.9135
HAO2	0.42375
RNH1	0.200625
SHANK2	0.638666666666667
OSBP2	-1.365875
DAK	0.2655
C3orf58	-0.40425
TCL1B	-0.313
KBTBD2	-0.264875
SUGT1L1	-0.25325
UBE2E2	0.0861666666666667
MYL9	2.730125
CDC23	-0.643333333333333
PBXIP1	2.1012
CXorf40B	0.8225
NBL1	1.79625
RTBDN	0.438
RAB11FIP5	-0.25075
TTTY13	1.394
SCOTIN	0.800916666666667
SOHLH1	-0.0846666666666667
CDKN1A	0.103
NCK1	-0.311
ZNF550	-1.08625
SAPS3	-0.179916666666667
SPIN3	1.18816666666667
MAGEE2	-0.00900000000000001
MIS12	-0.778666666666667
OR8H2	1.1895
KIAA0774	-2.66566666666667
UNC5D	-1.7025
CUL7	-0.0826666666666667
LIPC	-3.55516666666667
DIO1	-0.04275
C20orf11	-0.4847
CTRL	-0.255
HS3ST2	4.221
PAK4	1.08616666666667
CCRL1	4.16025
RNF10	0.874875
ZNF567	-0.222
ZNF660	-1.602
TCEAL3	1.2025
MAGOH	0.0348333333333333
CENPB	-0.099
C19orf7	1.124375
LOC388965	0.107
ZCCHC13	0.659
JMJD1A	-0.8983
HIST1H4H	1.7975
TBRG1	-0.5686
GPC3	-5.152875
TAF1C	-0.22875
EBNA1BP2	-0.929
CIAPIN1	0.38325
PDGFRA	-0.547777777777778
CSTB	0.163875
CENPI	-0.908833333333333
GTF2E2	-1.08616666666667
RPP21	0.15075
CCNF	-0.2655
KCNQ3	1.4145
FAM79A	0.51875
SLC22A12	0.3535
NOVA1	-1.551
FZD3	-1.0223
AKAP8	-0.74725
SOCS5	-0.725375
CFDP1	-0.07925
DLG5	0.786
PGM5	0.297333333333333
C1orf144	0.2485
HDAC10	-0.92
RND2	0.13975
C20orf199	-1.381
RNMT	-0.880375
SLURP1	-0.46525
ASTN1	-0.08525
SH3BGR	1.0475
MYCL1	0.160375
ZHX1	-0.600166666666667
CENPK	-1.63375
FOSB	0.7164
LOC643406	0.905875
C2orf59	-0.961375
TMEM135	-1.38925
SLC27A2	-0.61875
KRT33A	1.466
OVOL1	2.15425
PAMCI	-1.9155
S100A7	-2.2835
ZNF789	-0.4245
HARS2	0.742
RPL23A	-0.776166666666667
TCF23	1.75625
UPF3B	-0.658375
C17orf78	-0.52
HLA-DOB	-0.7205
C14orf142	0.272833333333333
TEKT5	2.4902
DMWD	0.531
POLD1	-1.479
GSCL	-0.484
CALD1	-0.104
SCRT1	-0.0823333333333334
AIG1	0.77275
UNC84B	-0.00475
ZNF404	0.3305
TMED6	-3.92225
KIAA1462	1.4805
LRRC27	1.92
PYGO1	-0.7895
PIGU	-0.019
ALAS2	-3.79933333333333
WRNIP1	0.547125
CNNM3	0.589
ZNF2	0.5295
ST3GAL5	1.50025
MRPL23	0.65775
TSSK6	-0.67575
PSMA6	-0.4295
C16orf70	0.75675
KIAA1602	-0.24425
ALMS1	0.233166666666667
DCN	2.619875
TMEM132D	-1.463
SUCLG2	-1.035
ABHD14A	1.8445
DEXI	0.0838333333333334
AMPD2	-1.42766666666667
IFNAR2	-0.4205
CYB5A	1.7752
TLOC1	0.4928
NXF5	-0.576666666666667
NRBF2	0.12
KCTD3	0.778
ITGAE	-1.18933333333333
SLC30A3	-2.04366666666667
ZRF1	-0.7055
IFRD2	0.213
XAB1	-0.26125
PYCR2	1.07333333333333
SERPINB3	-6.7475
TMLHE	0.2899
GEFT	-1.759125
ABCA5	-2.3195
EMR4	0.0756666666666667
TSFM	-0.457
HIST3H2BB	1.3725
ARHGEF19	1.58175
TSPAN17	0.807166666666667
ABCC8	3.8115
MAP1S	0.646166666666667
C22orf36	1.785
BNC2	-0.463785714285714
HIST1H4A	-0.71175
NDUFS3	0.147
WDR3	-1.51233333333333
XKR4	-2.08825
TTC33	-0.797
STMN2	3.93775
CPN2	-1.43933333333333
HSPC105	1.05225
PCOLCE2	-5.0275
C3orf55	0.688
KLHDC9	1.39583333333333
TBC1D23	-0.370125
ATXN2L	-0.531916666666667
MAP2K3	-0.147666666666667
SCAP	0.109
ZNF486	-1.00566666666667
C20orf96	0.7615
NARS	-0.03375
ADAMTSL1	0.218857142857143
PRCC	0.9805
CCDC126	0.894
ZNF675	-0.8495
CALCOCO1	0.62225
ANKRD43	-0.347
CWF19L2	-0.863333333333333
ZBTB32	0.976
BRAF	0.09175
ODF4	0.51375
MGC14376	0.314833333333333
HORMAD1	-3.27166666666667
AAK1	-0.394416666666667
PEBP1	0.907166666666667
TNFSF5IP1	0.376333333333333
DKFZp564N2472	0.026
RMND1	0.3335
IGKV1-5	3.93275
COL1A2	2.03733333333333
SERPINA5	1.192125
AANAT	1.0245
C19orf21	2.49166666666667
GEMIN5	-0.159
UBR4	-0.516333333333333
LTBP3	-0.311333333333333
AMHR2	-1.942
PROCR	-0.59075
MYBBP1A	-0.95575
C20orf39	0.503833333333333
ZNF697	0.2775
PASK	0.9094
ZNF776	0.0686666666666667
RFXDC2	-0.642875
KIAA0467	0.10275
C10orf96	-2.245
ZNF503	-1.80975
GULP1	-1.16075
KCNE4	-0.557666666666667
DKFZp434K191	-1.430125
LOC196913	0.413
BHLHB4	0.4465
CH25H	0.177
LOC81691	0.0228333333333334
ALPL	0.134857142857143
COL12A1	2.2915
FOLR3	-1.89166666666667
GPR123	-0.00337499999999995
TRIM62	0.943571428571429
ABLIM1	0.800833333333333
MAST3	-0.13
RHBDD1	0.5
LOC338809	-0.531
RYBP	-0.68475
TTC26	-0.133875
ZNF22	-0.3305
ISCA2	-0.3935
RDM1	-0.54375
PIGM	1.069
GNB3	-1.115
ACTR2	-0.295
HMGB1	0.34565
EDG1	3.713
SOAT2	-3.33525
OR10AD1	0.742
RAP1GDS1	0.288166666666667
LCE1F	0.857
ESM1	-0.6025
RCN3	2.36725
CREBL1	0.10125
DBNL	0.0113333333333333
PTGER3	1.556125
USP30	0.141
BCL2L12	-0.473833333333333
KIF26B	2.1925
ZNF416	0.25275
ZNF225	0.1135
C17orf70	-0.01975
ZNF554	0.4755
RAE1	-0.899166666666667
TNIK	0.271666666666667
ACTN3	0.9455
MGC45922	0.6735
CCNA1	-0.539666666666667
RYK	-0.152166666666667
IL26	0.2585
LRP3	1.19616666666667
QARS	0.61025
SOX7	2.23064285714286
BID	-0.519875
OR2S2	-0.3205
CXCL14	4.682
C11orf47	-0.445
MGC29891	0.845833333333333
HSPB8	-0.3871
PRDM14	-2.0745
NUFIP2	0.79925
MNAT1	-0.28075
ZDHHC2	-1.23458333333333
MBNL2	-0.279375
ADD3	-0.259625
CSNK2A1P	-0.74075
KLK6	-1.8055
TMEM111	0.846
KIAA1279	0.54625
NUBP2	0.804
RAB42	-0.45125
ID3	-0.4685
TM9SF1	0.86
MDP-1	-0.29775
POU4F2	0.35825
IQCK	1.60225
C16orf14	0.51975
CAPN3	-1.507
FAM43B	0.46375
RECQL	-1.34375
AP1G1	0.397
CTNNBL1	-0.144666666666667
ECHDC1	-0.152
SMARCC1	-0.4066
FOXQ1	-1.712
GNAI3	0.0958333333333334
POLG2	-1.68325
CD4	1.4235
ITLN1	0.64075
EBI2	2.53875
IRF1	0.8585
PTPRE	0.2287
PTK2B	-0.36275
NXNL2	0.9675
SOX4	0.753333333333333
TSPAN3	-1.6215
SH2D1A	-3.4525
C8orf58	-0.514666666666667
USP20	-0.24575
DUSP22	-0.440166666666667
CALB1	-2.5032
L3MBTL2	0.82725
MCRS1	0.4745
TMEM118	-0.5855
C18orf8	0.945
FLJ10241	-0.00700000000000001
GJA12	1.075
PKD1	-0.226166666666667
ZFP3	0.345
JAM3	-0.83275
LAPTM4A	0.9989
DIRC2	0.355
KIAA2022	-1.453
MYOM1	0.625333333333333
TRPM8	-2.65833333333333
MOP-1	1.035
PHKG2	1.4425
ZNF650	-0.26325
KIAA1522	1.26575
PSG8	-2.2975
DDX19B	0.659
MOBKL1B	0.14125
DIAPH2	-1.02675
PTPN12	0.20175
CLN8	-0.9723
CRYZL1	-0.657166666666667
CRY2	0.290666666666667
FCGR2B	3.62366666666667
PNPLA4	0.544
ZNF454	-0.1005
DKFZp434B1231	-0.445
CLDN11	0.6618
RFWD2	0.899166666666667
CIB2	0.527666666666667
MXRA8	2.707625
HRK	-0.4035
MAML2	-0.409
C4orf31	-0.3815
C6orf192	-1.2125
COG6	0.323
FAM5B	1.062
NFATC1	0.2427
SEPT10	-1.785
SCYL1	-0.0583
RPP40	-0.979
SCOC	-0.6381
KIAA1450	0.6815
CTDSPL2	-0.5605
TBX5	1.71216666666667
NAPG	0.140625
RHD	-4.86075
C14orf45	1.48883333333333
ZBTB22	1.3165
PLCG1	-0.4055
ANKRD10	-0.022875
AQP7P2	0.367
TAGLN2	1.32833333333333
HTR2C	-1.57666666666667
SLC16A7	-1.9885
C17orf83	0.1225
TSGA14	-0.7795
MDH1	-0.402
PPP3R2	1.119
DCBLD2	-1.96292857142857
RBM33	-0.373375
DPH3	-0.8795
SYT10	-2.035
FMO4	1.864375
THYN1	-0.78075
DRD5	-3.368
OTOR	0.638125
PGRMC2	-0.3234
KATNAL1	-0.944625
PAQR6	-0.95275
UBE2I	0.03975
C14orf28	0.24375
C8orf70	-0.00125
FLYWCH1	-0.151125
ANGPTL3	-1.62925
GLRX2	-0.307
ATP11A	0.0152857142857143
ARL5B	0.2345
MUC16	2.53275
SLC25A5	-0.793428571428571
ACRC	-0.29925
MYO1C	0.1545
FAM89B	0.524833333333333
FAS	-0.4325
KIFAP3	0.158
GLRA2	-1.401
BTN3A2	0.2857
CNKSR3	-1.794375
CSTF3	-0.701833333333333
ARPM1	0.2
KIAA1530	-0.684
C9orf150	1.57366666666667
PRKCI	-1.08
tcag7.1015	-0.89325
SOD3	-0.57425
ZNF574	1.092
CYP21A2	0.5495
RPL12	0.14775
COMMD2	-1.03975
WIZ	-0.56125
LOC344405	0.0895
ALDH4A1	0.521647058823529
CRYAB	1.385
COPA	0.666066666666667
PCDHGA7	0.738333333333333
KIF11	-0.0989166666666667
RASD2	0.260714285714286
SLC26A3	-0.6335
ZNF175	-1.761
JAKMIP2	-3.243
C8orf4	1.15133333333333
PTHLH	0.61075
SLC40A1	2.07416666666667
OR7D4	0.812833333333333
PCDHB17	-1.769
CD36	2.89378571428571
C6orf203	0.6926
PRKG2	1.167
LOC400566	0.63875
ANAPC13	0.118
SLCO3A1	-0.92375
ZNF692	-1.344
FANCL	-0.875
SH3GLB1	0.5685
C12orf61	0.0295
KBTBD6	-0.077
SUPT5H	0.700875
XRCC6	-0.9294
HUS1B	3.582
FAM133B	-0.268571428571429
LOC728276	-0.3245
KCTD18	0.5985
SOS2	0.5385
CCDC99	-1.2015
C1QTNF5	4.127
NNAT	0.748666666666667
USP16	-0.3205
LARS	-1.750125
ZBTB2	0.758375
ABO	-0.172166666666667
TRAF3	0.47825
GALNT5	0.4485
NAP5	-0.184875
ALG14	0.922166666666667
KIAA0515	-0.324384615384615
WDR75	-0.588833333333333
TEX261	0.0458333333333333
LY86	1.308
LOC389072	-0.053
FLJ13611	0.37025
MRGPRX2	0.444
SNRPA	-0.261625
OR2G2	0.756
GPRASP2	-0.20625
C7orf42	0.3488
C9orf163	0.494
CYP11B2	-0.758
FCRL3	0.1805
PRDX1	-0.1395
FGB	-7.6515
COX17	1.0105
C16orf33	0.8765
PIWIL1	-0.768666666666667
FOLR1	-2.326
KIAA0082	0.016
FREQ	-0.166166666666667
TMCC2	-1.3975
TCF12	-0.72025
ZNF721	0.2925
FAM130A2	0.321
POU4F1	-2.561
SNRPF	0.146875
SGIP1	2.747
ZNF641	0.967
EMG1	-0.49275
PRRG4	2.4415
HIRA	-2.3505
MYNN	-0.136
AEBP2	-1.04933333333333
TBXA2R	1.06
ISL2	-1.62633333333333
PCDHB11	0.4405
RNF144A	-0.1595
MARCH5	0.192625
DULLARD	-0.307333333333333
DCLRE1B	-1.20366666666667
ITGA8	-1.02325
TP73	0.95925
PRKCD	2.84025
NDUFB4	0.36975
ATP13A4	1.295375
