Hybridization REF	TCGA-AR-A1AN-01A-11R-A12P-07
TIMM22	0.50475
FAM110C	0.49075
TOMM34	-0.882
ABHD9	0.1395
ADAM32	2.7165
CRHBP	0.398
AQP2	-0.26575
LOC130355	1.4935
ZNF187	0.3425
ZNF816A	0.0415
F7	0.839625
CNOT1	-1.1156
SLC13A4	-0.753
ZBTB11	-0.422
B3GALT5	-1.0625
EXOC2	0.928
IRS1	0.5053
TMEM1	0.002
MRPL34	-0.448666666666667
SAMM50	-0.02125
CDC42EP3	1.102
HSF2	-0.1821
MFN2	-0.299
TSPAN7	1.035
NUCB1	1.20891666666667
RHOH	-1.31975
ARL16	-0.1565
TACR1	-0.55725
SFRS5	-0.120166666666667
SNX25	-0.481375
RHBDF1	1.34133333333333
PCDH18	2.93583333333333
HMG1L1	-0.701
MYO5C	1.65725
MAPK10	-0.7375
LDHAL6A	-0.39125
NUDT12	1.25716666666667
NCAM1	-0.9195
GLIS2	0.5295
GGTL4	1.0075
DAPP1	-0.183
ATF7	1.32528571428571
KIAA0748	-0.4945
NFIL3	-0.16875
TM6SF1	0.946333333333333
SEZ6	0.71875
NANOS3	-0.271833333333333
DNAJA3	-0.279333333333333
CLDN6	-2.0695
CIITA	2.7694
EPHA4	-1.04258333333333
FANCC	-0.76325
CMTM3	0.861875
PSG3	-0.309625
MRPL15	-0.59275
C21orf59	-0.34625
PLCXD2	0.5875
C2orf34	-0.131125
UBE2L6	2.023
MED14	-0.4305
HP1BP3	0.5294
C6orf208	-0.189
TPBG	0.5365
OSR2	0.022125
XPC	0.3975
KLHL7	-1.03383333333333
CCR3	-0.8936
AGTPBP1	-1.02933333333333
PCSK6	-1.01186666666667
STAT5A	-0.6391
FAM18B	0.86975
LONRF2	2.39683333333333
PTPN2	-0.712625
SF3A3	-0.9055
EFCBP2	0.46875
HCFC1	-0.328666666666667
AHNAK	0.2942
ACTR5	-0.02975
KIF14	-3.10028571428571
TENC1	2.276
HEATR5B	0.766
YIPF2	0.533166666666667
MYEOV2	0.847
DUSP18	0.7015
KIAA1012	-0.2015
AHR	0.386
C17orf53	-1.19233333333333
PTPRH	-3.52875
ATP6V1C1	0.1295
TAS2R3	-0.291
LOC440356	-0.8235
COQ10B	0.97775
PSMF1	0.144416666666667
SORBS2	2.80166666666667
NFE2L2	-0.00325
TMCO7	-0.758
SH3PXD2A	-0.0758
SH2D2A	-2.01325
SPINK5	-2.91025
MRPS24	-1.19025
OPA3	0.31675
TRAF7	0.7065
C4orf35	0.7708
MT1G	-0.387875
MGC39545	-0.214
HS1BP3	0.4336
OR2B2	-0.494
CHRM4	0.1845
SFRP2	3.8915
RIC3	1.5875
ART1	0.245
C6orf1	0.173125
DUS4L	-1.05925
C10orf104	0.68725
TNFAIP6	3.82
RTEL1	-0.92325
CCT4	-0.3587
ZNF709	-0.462
CHMP6	0.256333333333333
UPP2	0.2195
CYP19A1	-1.42871428571429
CD151	0.687833333333333
NDUFA13	0.2885
ARFRP1	-0.277333333333333
FAM26B	1.70425
CRYBA1	-2.002
MRPL41	-0.655833333333333
NPFFR2	-1.42925
HRH2	0.0965
SCAMP3	0.836
MTMR6	0.0738
MTG1	-0.6795
UBTD1	1.509
CRABP1	-1.2785
FLJ33790	0.6095
KIAA1908	0.305333333333333
GPR158	-3.20175
PACSIN3	0.571166666666667
OMD	3.81233333333333
CATSPER1	-1.3975
HOXB8	-1.21225
FBXO46	0.918
OAS1	1.24466666666667
SVIL	0.718
PHB2	-0.9165
ADCY3	-0.0175
NDRG2	2.9715
ERMAP	0.7807
APBA2	-1.40083333333333
IGSF9	2.14175
WNT6	0.457714285714286
MYCBPAP	1.21725
ATP2B2	0.2796
CPVL	0.6672
TRAM2	-0.737083333333333
NOP5/NOP58	-1.08125
ZNRF4	0.04475
TLK1	0.021625
MTMR12	0.347571428571429
ZNF384	0.520833333333333
FAM9B	-2.97
RPN1	-0.2182
PMVK	1.353
EIF3D	0.7004
SIX2	0.6175
HPS1	0.560357142857143
RNF7	0.53425
PSKH2	-1.2475
KCTD13	-0.4705
CSMD3	-0.245777777777778
FBF1	-0.028
IL8	-3.781625
SERPINB13	0.839454545454545
FBXL20	-0.89475
BLR1	0.402
SH2B1	0.302333333333333
RFNG	0.614625
RAB20	1.695
RBM7	0.11025
POLR1A	-0.2035
TMPRSS4	-4.0145
TAF9	-0.3535
TERF2	-0.245166666666667
TNFRSF1A	0.810583333333333
ACADVL	0.347666666666667
GTF2H5	0.458
EDG8	0.5315
C9orf140	-1.904625
UST6	-0.311
ZBTB8OS	-0.9115
ZNF710	1.463
GPR174	-1.5795
ATP6V0A2	-1.02175
KIAA0319L	-0.279416666666667
XKRX	-0.1925
DOPEY2	1.2156
SDHD	0.622916666666667
SUMF1	1.097
OSM	2.9185
OPN3	-1.6655
DAGLB	0.243833333333333
PPFIBP1	-0.1669
TRIM63	-0.9
C10orf53	-1.3575
LYPD3	0.689166666666667
BCL7A	-0.542875
AGER	-0.957333333333333
TCF19	-1.050625
SAT2	0.231
PFTK1	0.400333333333333
GABRE	-2.4995
C15orf38	0.5125
FIS1	1.0915
KCNV2	-0.4215
CLPS	0.319
PPCDC	-0.643
FOXN2	-0.818166666666667
NT5E	-2.5247
CD83	0.54325
IL18	0.433875
VPS16	0.27475
IGFBP2	0.126333333333333
NOTCH2	0.37675
SIGLEC1	2.343
CD93	6.366
SULF2	-0.223
CEP164	-0.1075
P53AIP1	-0.317166666666667
TOR2A	-0.351666666666667
ZNF136	0.27925
MGP	4.6743
CCDC144A	-0.577333333333333
TRPC1	-0.314833333333333
SMS	-1.07433333333333
MAPK7	-0.132166666666667
RRAGC	0.5865
PARD6A	-0.145833333333333
NUB1	0.672333333333333
SYNGR4	-0.73725
OR11H12	-0.182
WIF1	3.4635
GCH1	-0.56725
OR11H4	0.214
SLC44A5	0.4535
GPRIN2	1.1375
LOC401431	0.50125
CPA4	-2.61633333333333
MELK	-3.42255555555556
IL15RA	0.6195
CUL3	0.8505
HMBOX1	1.17275
PODXL	-0.99475
CCT6B	1.05366666666667
COMTD1	-1.4075
MUC20	0.0216666666666667
GPX2	-1.88425
ITK	-0.918375
FBXL5	1.498
C13orf27	-1.26325
DEFA5	0.014
TRHDE	-0.8805
MTP18	-0.247166666666667
UQCRQ	0.5101
ITGB2	1.69908333333333
CSRP2BP	0.06525
TAS2R44	0.3755
PHPT1	0.17025
FAM44C	0.11275
ERH	-1.642
MPHOSPH1	-2.356
MORC1	-0.792
PARVB	-1.06725
LAMA1	-2.10258333333333
PGBD3	0.268
GIMAP6	4.58175
AREG	1.359
LIPT1	0.28175
MGC99813	-1.3675
C1orf201	0.179166666666667
GRIN2A	-0.5851
MAN2C1	-0.0235
NSUN5	-0.938
SF3B5	0.48325
MYC	-0.642875
NRXN1	-0.00291666666666667
ZNF18	0.011
SPDYA	-0.27
SLC37A1	1.0745
DECR2	0.0585
ANKRD38	1.1745
SPTLC3	-1.58141666666667
SUPT16H	-1.142
DTWD2	0.17425
ULBP1	1.181
ZADH1	-0.649333333333333
OIP5	-3.3495
IL10RB	0.409166666666667
OTUB2	-0.926
VWA3A	0.563666666666667
SPIC	0.693166666666667
OR6C4	-0.6635
PSCD4	1.22866666666667
DPY19L2P2	-0.652
TRAPPC6A	1.12366666666667
C21orf2	0.336333333333333
CEMP1	0.1835
LIN7B	0.4115
E2F7	-3.42833333333333
VCP	0.406625
LAMA3	1.43508333333333
BGN	1.961
GPR160	1.57266666666667
COCH	-4.78683333333333
GPR81	1.71633333333333
APOBEC3F	-0.52875
tcag7.1017	-0.47
C1orf32	0.387
SCGB1D2	6.82375
FLJ43987	-2.0895
C6orf170	0.207
KLK9	0.4675
GPD1L	0.8445
VPS37B	0.678
ATG3	-0.0115
ADAMTS17	-0.616
KLHDC2	0.533
NDUFV2	0.07375
BLK	-2.0755
MATN4	-1.4135
GPM6A	1.96733333333333
GBP4	2.39566666666667
TMEM162	0.29
PKP2	-0.3055
HRASLS	-1.57311111111111
MMP1	-4.66225
SFXN3	-0.2117
FSD1	-1.951
ST6GALNAC3	-0.821666666666667
CA12	2.5781
NCOA6	0.10325
C19orf58	0.2204
PPP4R1	0.533666666666667
MAN1A2	-0.367666666666667
IKBKAP	-0.96275
UPF1	0.0131666666666667
KIAA1219	0.48175
WNT16	0.0974
SNW1	-0.67725
IL18RAP	3.708
RPP30	0.1945
CDC40	-0.4785
SETD3	-0.372666666666667
SLAMF6	0.18175
ELK4	-0.8065
TRIM47	1.097
ACOX3	1.308875
TRIM6	0.04675
KIAA0372	-0.6065
TP53AP1	1.1315
SMURF2	-0.817
ADAD1	0.562333333333333
EBP	-1.5345
KRTAP13-2	-0.873
FLJ36874	-0.717833333333333
TOR1A	0.00533333333333334
P2RY4	0.071
GPBP1	0.17875
TRPV1	0.22725
ADAMTS12	0.5296
PES1	0.6201
ATG4A	0.764666666666667
MAGEA10	-5.75633333333333
WFS1	0.80675
CC2D1B	-0.0228
PABPN1	-0.79575
SLC25A30	0.62725
SLCO1C1	1.26466666666667
SLC22A5	0.276
KIF23	-2.81133333333333
SYN2	-0.4725
ASPN	7.89783333333333
CENTG2	0.1195
QSOX2	-2.1611
FLJ10815	-0.407666666666667
STK24	0.0885
SPEG	0.18
STK10	0.484333333333333
DACT2	-1.6235
AAAS	-0.75825
SSX3	-1.10457142857143
ABCD3	0.4022
C4orf12	0.381375
PARVG	1.2075
FIG4	0.916
C9orf46	1.9815
TMCO6	-1.2635
IGHMBP2	-0.243
DUS2L	-0.482166666666667
FAM3C	0.0184375
TMEM16D	-2.308
DCTN4	0.23125
KCNH3	0.09675
EIF2AK2	-0.8795
AP1S3	0.552875
CST4	2.879
PAM	0.9103125
NUTF2	-0.38275
CITED2	1.2752
SLC39A4	-0.889
C2orf52	-2.374
GRM3	-0.742
C12orf49	0.560625
CCDC49	-0.3372
GRAMD1B	-1.1245
FNDC4	1.5455
SIAH2	1.406125
GDPD4	-0.46
C21orf87	0.086625
ATP5A1	0.1825
C16orf63	0.162625
LOC388135	0.8085
ATP5J2	-0.728125
MMP3	1.032
EMID2	0.45775
CRHR1	0.29975
WDR70	-0.604
C13orf31	0.60175
ZFAND1	-0.15875
CCL18	3.428
C3orf49	1.579
RINT1	-0.6285
KIAA0408	-1.13533333333333
F13A1	5.4459
SLC10A1	-0.0923333333333333
OGN	4.439
GIPC2	0.285
XPO6	0.247833333333333
LCE1A	0.365
FMR1	-0.3694
LOC374920	-0.70875
DUSP3	0.29375
ANKMY1	1.00925
C7orf50	0.23275
BBS9	-0.1877
UNC119B	-0.0278333333333333
C9orf72	0.238875
MGC35440	0.04675
ENTPD6	-0.04625
PPP1R2P9	-2.147
ERCC4	-0.21625
FAHD2B	0.1255
HMHA1	0.064
HACL1	-0.3315
RAD23A	-0.810833333333333
FAM83B	-1.4375
PPP5C	0.160333333333333
RNASEH2C	-0.357
C9orf153	-0.7405
SCAMP4	0.50775
GHITM	0.545
NDUFB7	0.03925
ADCYAP1	0.761166666666667
SP110	1.41016666666667
MAP3K7IP2	0.34125
DHH	0.377
AGRN	0.918428571428571
WDR33	-0.303
CEP290	-0.706166666666667
PRPS1L1	-1.795
KLRA1	0.297
GPR97	-0.066
CHD7	-2.08241666666667
TLR10	1.6865
SLC30A8	0.4755
HIC1	1.85666666666667
IAPP	-1.577
RXFP4	-0.268
GP1BB	1.25825
SHQ1	0.3205
NKX2-3	0.210833333333333
API5	-0.717
FTHP1	0.308
MOV10L1	1.55783333333333
TRIM6-TRIM34	1.45766666666667
ADHFE1	1.34975
FAM117A	0.0375
DDI1	0.0996666666666666
CDON	0.5905
TRIM73	-1.9645
IGKC	4.1245
MMP14	-0.0389166666666667
DYNC1LI1	0.035875
C11orf66	0.3505
TRBV3-1	-1.01475
FASTKD5	-0.19
BIVM	-1.9375
LHX4	0.720666666666667
CXCL2	1.2676
RAB2B	-0.345
IZUMO1	-0.34325
MAP3K15	-1.682625
FAM19A2	0.0606666666666667
ZC3H8	-0.334166666666667
ZMAT1	1.71575
SPINK5L3	-1.536
SLC10A6	1.213
APPL2	0.197375
CARD10	0.212833333333333
LOC402176	0.192875
EEF1D	0.6967
RAB6A	0.5505
C12orf5	-0.773125
PAPOLG	0.272
MSRB2	0.94375
BCR	1.44588888888889
PUS3	-0.257
TIAM2	-0.24775
ZNF317	-0.082
CHD2	-0.0620833333333333
FZD5	-0.574590909090909
NUDT8	-2.3955
ZNF763	-1.183
PRC1	-1.95766666666667
ABCB9	-0.0938333333333334
SPATA3	-0.27825
TRAK2	0.98775
STAB1	3.21275
LRRTM2	-0.820166666666667
psiTPTE22	1.41925
DBI	0.81475
SERPINA11	-2.744
NAT5	0.965
C20orf58	-2.35975
RPS6KA4	0.1965
FLJ90650	-0.25325
TGFBRAP1	-0.38625
CHRDL2	3.13
FAHD2A	-0.265
CNTN1	1.15475
BBS4	0.1615
TMEM181	-0.58175
MINPP1	-0.4985
MPHOSPH6	0.383083333333333
HOXC10	1.2506
ITPKB	1.03075
CLPTM1L	0.637625
MEOX2	1.607
ATP6V0C	0.591625
PRPF8	0.3435
TMC5	4.324
FKBP3	-0.2655
PLEKHB2	0.044375
OR4D6	0.288
ZNF544	-0.3539
D2HGDH	-0.2895
RPL18A	-0.4043
HEL308	-0.04925
MPP6	-3.19
TCERG1	-1.4955
KRT16	1.36883333333333
KLF17	-0.877
KLF5	-0.37375
CDR1	2.309
VCX3A	-4.5565
FBLN2	2.67625
C14orf104	-0.48725
HBE1	-5.5548
OR4S2	-0.494
C1orf108	-0.0601666666666667
ROBO4	4.00733333333333
CPEB4	0.929625
C11orf80	-0.0353333333333333
BCKDHA	0.849833333333333
MYOC	3.2655
GIF	1.2745
CKMT1A	1.869
RPL3	1.6003
THBS1	2.976
APOO	-1.392
ARMCX1	1.974
HSZFP36	0.05975
SNAPC5	0.05975
EIF4ENIF1	0.56475
ZNF433	-0.1795
TNFRSF21	-0.673375
TMPRSS7	-0.1395
SPATA18	-0.0752
HPDL	-3.3605
MKL2	2.5869
TBX3	0.737846153846154
C21orf93	0.8055
DAXX	1.006
ELMO1	0.183875
RGS13	2.59933333333333
TAF11	-0.32
UNC13A	-3.15114285714286
LOC653314	0.2731
ORC3L	-0.663
IMAA	-3.378
TARBP2	-0.78325
CABIN1	-0.5602
TRIOBP	0.5865
HIST1H2AC	0.036375
RGS22	-1.34566666666667
NCOA1	1.262
IL25	0.2865
SNCG	1.2065
GPR6	0.248
AMDHD1	-2.40666666666667
CHEK2	-0.481875
C6orf142	-0.68925
DRD4	0.43925
C14orf68	-1.32425
GDF11	-2.4135
SEMG2	0.4445
CD247	-0.916
CDAN1	-1.29875
RBMX2	-0.252333333333333
TGS1	-0.5915
OIT3	0.8025
SYF2	0.81
MCM4	-3.184125
PKHD1L1	1.66028571428571
CEP192	-0.952166666666667
IFT88	1.33225
RPL9	0.805214285714286
RAB32	0.588125
DDX43	0.65175
P2RX2	0.0955
OR5D18	0.197
UBE1	0.490333333333333
SLC24A1	0.565375
ARHGAP5	-0.4395
CETP	0.64125
KIAA1731	-1.04966666666667
SLC9A4	0.6025
PTPN6	1.716
BAHD1	0.20775
GRIK3	-0.1415
CACNB2	-0.1801
PDE10A	-1.19025
DGCR14	0.22025
PCDHB9	-0.964166666666667
RHOQ	0.1625
MAP3K4	0.4245
KTI12	-0.754833333333333
RPL23AP13	-0.80775
GNG11	0.721
CLCN3	-0.273833333333333
GPAM	-0.7555
VSTM2A	2.2845
SLAMF7	1.49683333333333
INTS2	-1.28925
PPP2CA	0.5074
LRP12	-0.343733333333333
SEC14L2	2.53211111111111
DKFZP586H2123	3.0815
MC3R	-0.641
CIRH1A	-1.38766666666667
HIST1H2AB	-1.0385
POLH	-0.713625
MGC16703	-1.0866
SNAPC2	0.1245
FILIP1L	2.36225
RASGRP4	0.3795
LRRC1	1.111
GAS1	1.77325
PRAC	-0.995666666666667
DGKA	0.302166666666667
NT5C3	-0.11725
PEG3	-3.271
NADK	-0.07325
PRR17	-0.81175
LOC374569	-0.59825
SGSH	0.505833333333333
NLRP8	0.244
GALT	-0.4852
MCF2	-1.998
ZNF263	1.626
TACSTD1	0.667333333333333
TYR	-6.6918
ATP6AP2	0.15025
RNUXA	-0.58675
ABHD10	0.401777777777778
GDPD2	-2.27433333333333
SLC35C1	-0.45825
UBE2A	0.122125
HERC5	-1.534
FAM112B	-5.95066666666667
FBXL16	1.22725
DKFZP434A0131	-1.081
ELA3A	-3.0085
RBM41	-1.1895
HAO2	0.248
RNH1	0.698125
SHANK2	2.0076
OSBP2	-1.83075
DAK	0.416166666666667
C3orf58	1.14866666666667
TCL1B	-1.864
KBTBD2	0.19975
SUGT1L1	0.8945
UBE2E2	0.404
MYL9	3.415625
CDC23	-0.813666666666667
PBXIP1	1.8072
CXorf40B	-0.1425
NBL1	1.3545
RTBDN	-0.2175
RAB11FIP5	0.843875
TTTY13	-1.193
SCOTIN	0.470166666666667
SOHLH1	-0.102166666666667
CDKN1A	0.275214285714286
NCK1	-0.06475
ZNF550	0.421
SAPS3	-0.21425
SPIN3	0.092
MAGEE2	0.68
MIS12	-0.771666666666667
OR8H2	0.964
KIAA0774	-1.5855
UNC5D	null
CUL7	0.179
LIPC	-3.78483333333333
DIO1	-2.12425
C20orf11	-0.2416
CTRL	-0.744
HS3ST2	0.987
PAK4	0.337666666666667
CCRL1	4.38275
RNF10	-0.204125
ZNF567	0.50575
ZNF660	-1.2615
TCEAL3	1.17525
MAGOH	-0.266
CENPB	-0.166666666666667
C19orf7	0.339125
LOC388965	0.793
ZCCHC13	-1.298
JMJD1A	-0.3339
HIST1H4H	-0.315
TBRG1	-0.3349
GPC3	-2.021
TAF1C	-0.732875
EBNA1BP2	-0.492
CIAPIN1	-0.521
PDGFRA	0.3985
CSTB	-0.93575
CENPI	-2.60166666666667
GTF2E2	-0.692833333333333
RPP21	-0.1245
CCNF	-0.940333333333333
KCNQ3	-0.2105
FAM79A	1.2
SLC22A12	0.3125
NOVA1	0.752666666666667
FZD3	-0.3931
AKAP8	-0.848
SOCS5	0.9615
CFDP1	-0.75725
DLG5	0.3735
PGM5	0.63475
C1orf144	0.26725
HDAC10	-1.2885
RND2	0.18375
C20orf199	-1.081
RNMT	-0.677875
SLURP1	0.27975
ASTN1	1.42
SH3BGR	1.8695
MYCL1	-0.622
ZHX1	0.415833333333333
CENPK	-2.90125
FOSB	3.3214
LOC643406	0.783125
C2orf59	-0.330125
TMEM135	-0.069625
SLC27A2	-1.70375
KRT33A	2.326
OVOL1	0.810142857142857
PAMCI	-1.60983333333333
S100A7	-0.2575
ZNF789	-0.7375
HARS2	0.144
RPL23A	-0.271166666666667
TCF23	-0.31825
UPF3B	-1.79775
C17orf78	1.393
HLA-DOB	0.9625
C14orf142	-0.0441666666666667
TEKT5	1.6122
DMWD	-0.251
POLD1	-2.55916666666667
GSCL	-0.1725
CALD1	0.6331
SCRT1	0.418166666666667
AIG1	0.678
UNC84B	1.42675
ZNF404	0.08925
TMED6	-1.06175
KIAA1462	-0.2735
LRRC27	2.035
PYGO1	-1.28
PIGU	0.277666666666667
ALAS2	-4.46066666666667
WRNIP1	0.1855
CNNM3	0.1665
ZNF2	0.5115
ST3GAL5	-0.808833333333333
MRPL23	0.133
TSSK6	-0.63875
PSMA6	-0.66775
C16orf70	-1.42625
KIAA1602	-0.488
ALMS1	-0.0365
DCN	3.783625
TMEM132D	0.463
SUCLG2	0.304
ABHD14A	0.291
DEXI	0.497166666666667
AMPD2	-0.123333333333333
IFNAR2	0.0125
CYB5A	2.1774
TLOC1	1.0183
NXF5	-0.873166666666667
NRBF2	0.197375
KCTD3	1.46225
ITGAE	0.0918333333333334
SLC30A3	-2.1305
ZRF1	-0.9355
IFRD2	-0.396625
XAB1	-0.38375
PYCR2	0.0675
SERPINB3	-3.99
TMLHE	-0.2377
GEFT	-1.557625
ABCA5	-1.011875
EMR4	-0.205
TSFM	-0.3
HIST3H2BB	-1.033
ARHGEF19	1.7415
TSPAN17	0.660166666666667
ABCC8	2.19725
MAP1S	0.694333333333333
C22orf36	1.8575
BNC2	0.0595
HIST1H4A	-1.631
NDUFS3	0.0415
WDR3	-1.13133333333333
XKR4	-0.341
TTC33	0.126428571428571
STMN2	4.07125
CPN2	-0.729333333333333
HSPC105	1.08628571428571
PCOLCE2	-3.1365
C3orf55	2.644
KLHDC9	3.05633333333333
TBC1D23	0.033375
ATXN2L	-1.0275
MAP2K3	0.677583333333333
SCAP	0.244
ZNF486	-0.302833333333333
C20orf96	-1.27575
NARS	-0.8075
ADAMTSL1	-0.504071428571429
PRCC	0.002
CCDC126	1.7185
ZNF675	-0.4115
CALCOCO1	0.945
ANKRD43	5.59975
CWF19L2	-0.0328333333333333
ZBTB32	0.932333333333333
BRAF	-0.883
ODF4	0.522
MGC14376	1.2905
HORMAD1	-2.31383333333333
AAK1	-0.287545454545455
PEBP1	0.62775
TNFSF5IP1	0.4345
DKFZp564N2472	-0.1745
RMND1	-0.195875
IGKV1-5	4.6285
COL1A2	3.1385
SERPINA5	-1.284875
AANAT	0.184
C19orf21	0.4335
GEMIN5	-0.81025
UBR4	-0.571666666666667
LTBP3	1.4235
AMHR2	-1.12316666666667
PROCR	-0.661
MYBBP1A	-0.9515
C20orf39	1.2605
ZNF697	-0.70775
PASK	-0.5563
ZNF776	-0.911833333333333
RFXDC2	-0.114625
KIAA0467	-0.03425
C10orf96	-1.33475
ZNF503	0.221
GULP1	-0.6615
KCNE4	-1.61116666666667
DKFZp434K191	-1.778125
LOC196913	-0.228
BHLHB4	1.241
CH25H	3.2625
LOC81691	-0.28
ALPL	0.683285714285714
COL12A1	1.9655
FOLR3	-1.7835
GPR123	0.114571428571429
TRIM62	0.335857142857143
ABLIM1	0.769666666666667
MAST3	0.00425
RHBDD1	0.370333333333333
LOC338809	0.4165
RYBP	0.12825
TTC26	-0.41925
ZNF22	-0.143166666666667
ISCA2	-0.919
RDM1	-2.1295
PIGM	0.70475
GNB3	-1.287
ACTR2	-0.1392
HMGB1	0.18385
EDG1	4.4285
SOAT2	-3.0955
OR10AD1	-0.001
RAP1GDS1	0.377333333333333
LCE1F	0.2705
ESM1	-1.071625
RCN3	2.494
CREBL1	-0.10375
DBNL	0.687666666666667
PTGER3	2.188
USP30	-0.1985
BCL2L12	-1.83366666666667
KIF26B	1.91425
ZNF416	0.25025
ZNF225	0.0385
C17orf70	0.459
ZNF554	0.455
RAE1	-1.15883333333333
TNIK	0.301666666666667
ACTN3	1.033
MGC45922	0.42
CCNA1	0.509333333333333
RYK	0.7385
IL26	0.151
LRP3	0.553166666666667
QARS	0.406
SOX7	1.49242857142857
BID	-0.799875
OR2S2	-0.374
CXCL14	4.753
C11orf47	-0.999
MGC29891	0.1175
HSPB8	1.8293
PRDM14	-1.3465
NUFIP2	0.198
MNAT1	-0.380375
ZDHHC2	-0.5545
MBNL2	1.05325
ADD3	-0.044
CSNK2A1P	-0.72175
KLK6	1.41816666666667
TMEM111	0.1853
KIAA1279	-0.1205
NUBP2	0.827833333333333
RAB42	-2.18975
ID3	-0.0992
TM9SF1	-0.50075
MDP-1	-0.57475
POU4F2	0.20825
IQCK	2.03125
C16orf14	-0.402
CAPN3	-1.572375
FAM43B	-0.34075
RECQL	-1.01025
AP1G1	-0.852857142857143
CTNNBL1	0.0896666666666667
ECHDC1	0.0436666666666667
SMARCC1	-1.1243
FOXQ1	-2.191375
GNAI3	0.1245
POLG2	-1.94075
CD4	1.463625
ITLN1	-1.15475
EBI2	4.65025
IRF1	1.39875
PTPRE	1.3829
PTK2B	0.26825
NXNL2	1.656
SOX4	1.00222222222222
TSPAN3	-0.758
SH2D1A	-2.168
C8orf58	-0.303833333333333
USP20	-0.2695
DUSP22	-0.396416666666667
CALB1	-2.836
L3MBTL2	1.04358333333333
MCRS1	-0.0695
TMEM118	-1.28983333333333
C18orf8	0.6505
FLJ10241	0.080125
GJA12	1.50875
PKD1	0.953666666666667
ZFP3	0.0605
JAM3	-0.15475
LAPTM4A	1.6682
DIRC2	-0.0135
KIAA2022	1.19533333333333
MYOM1	0.8622
TRPM8	-2.29233333333333
MOP-1	0.6655
PHKG2	0.283
ZNF650	-0.222375
KIAA1522	1.2415
PSG8	-0.256
DDX19B	0.03
MOBKL1B	-0.0035
DIAPH2	-0.867083333333333
PTPN12	0.262
CLN8	-0.0404
CRYZL1	0.0885
CRY2	1.49916666666667
FCGR2B	3.86566666666667
PNPLA4	1.246875
ZNF454	-0.4215
DKFZp434B1231	0.469
CLDN11	0.7673
RFWD2	0.281166666666667
CIB2	-1.209
MXRA8	2.69475
HRK	-0.902375
MAML2	-0.714
C4orf31	-0.11025
C6orf192	0.4075
COG6	0.805375
FAM5B	0.27675
NFATC1	1.0707
SEPT10	0.19725
SCYL1	0.543
RPP40	-0.84675
SCOC	1.523
KIAA1450	0.8015
CTDSPL2	-0.14375
TBX5	2.25275
NAPG	-1.187125
RHD	-4.42375
C14orf45	2.12583333333333
ZBTB22	0.9695
PLCG1	-1.091
ANKRD10	-0.277875
AQP7P2	1.46825
TAGLN2	0.773666666666667
HTR2C	-0.905666666666667
SLC16A7	-0.660666666666667
C17orf83	-0.43
TSGA14	-0.396833333333333
MDH1	-0.60425
PPP3R2	-0.7406
DCBLD2	-2.05342857142857
RBM33	-1.39525
DPH3	-1.42775
SYT10	-1.5422
FMO4	2.844375
THYN1	0.09975
DRD5	-2.2095
OTOR	0.773142857142857
PGRMC2	0.9822
KATNAL1	-0.862625
PAQR6	-0.18225
UBE2I	-0.17675
C14orf28	0.368
C8orf70	0.10825
FLYWCH1	0.21125
ANGPTL3	-0.521
GLRX2	-0.518666666666666
ATP11A	-1.06857142857143
ARL5B	-0.14675
MUC16	-1.24075
SLC25A5	-0.574571428571429
ACRC	-1.1965
MYO1C	-0.157375
FAM89B	1.261
FAS	0.7645
KIFAP3	1.092
GLRA2	1.833
BTN3A2	-0.2158
CNKSR3	0.49525
CSTF3	-0.583
ARPM1	0.9015
KIAA1530	-0.9415
C9orf150	2.08283333333333
PRKCI	-0.97325
tcag7.1015	-1.361
SOD3	1.09925
ZNF574	0.3715
CYP21A2	2.8905
RPL12	0.0935
COMMD2	-0.14425
WIZ	0.1425
LOC344405	-0.7735
ALDH4A1	-0.284176470588235
CRYAB	3.38975
COPA	0.683933333333334
PCDHGA7	0.435
KIF11	-1.83391666666667
RASD2	0.52175
SLC26A3	1.2195
ZNF175	-0.007
JAKMIP2	-2.87175
C8orf4	2.02683333333333
PTHLH	4.30975
SLC40A1	4.6715
OR7D4	0.245666666666667
PCDHB17	1.012
CD36	4.29078571428571
C6orf203	0.8667
PRKG2	0.121
LOC400566	1.07
ANAPC13	0.3955
SLCO3A1	-0.21025
ZNF692	-1.0125
FANCL	-1.224
SH3GLB1	0.40775
C12orf61	null
KBTBD6	-1.04
SUPT5H	0.145375
XRCC6	0.4954
HUS1B	-0.0644
FAM133B	-0.353928571428571
LOC728276	0.64
KCTD18	0.6555
SOS2	1.0885
CCDC99	-2.54925
C1QTNF5	4.4395
NNAT	0.845333333333333
USP16	0.37875
LARS	-1.42725
ZBTB2	-0.054375
ABO	0.6785
TRAF3	-1.14175
GALNT5	-0.5395
NAP5	-0.50075
ALG14	1.04766666666667
KIAA0515	0.0801538461538461
WDR75	-0.724333333333333
TEX261	-0.159
LY86	1.23175
LOC389072	-0.9305
FLJ13611	0.10375
MRGPRX2	1.079
SNRPA	-1.382875
OR2G2	-0.067
GPRASP2	1.611
C7orf42	0.0817
C9orf163	-0.6725
CYP11B2	null
FCRL3	1.371
PRDX1	-0.431
FGB	-6.86783333333333
COX17	0.348833333333333
C16orf33	0.60075
PIWIL1	-0.8646
FOLR1	-1.8865
KIAA0082	-0.51925
FREQ	-0.993166666666667
