Hybridization REF	TCGA-E2-A14P-01A-31R-A12D-07
KIFAP3	-0.1085
GLRA2	-0.851
BTN3A2	-0.9397
CNKSR3	0.2045
CSTF3	-0.248833333333333
ARPM1	-0.312
KIAA1530	-1.2955
C9orf150	2.24266666666667
PRKCI	1.37
tcag7.1015	-0.56325
SOD3	1.54375
ZNF574	0.452
CYP21A2	-0.1355
RPL12	0.03975
COMMD2	-0.2955
WIZ	-0.231
LOC344405	-1.43075
ALDH4A1	1.28411764705882
CRYAB	2.45375
COPA	0.0335
PCDHGA7	0.995
KIF11	-0.559833333333333
RASD2	0.27925
SLC26A3	-0.3275
ZNF175	-0.4665
JAKMIP2	-2.62975
C8orf4	-0.5695
PTHLH	-0.60225
SLC40A1	1.40116666666667
OR7D4	0.438166666666667
PCDHB17	-0.2875
CD36	3.80057142857143
C6orf203	2.128
PRKG2	0.652
LOC400566	1.0595
ANAPC13	1.204
SLCO3A1	-0.69
ZNF692	-1.7685
FANCL	-0.938
SH3GLB1	-0.2855
C12orf61	-0.168
KBTBD6	-1.0655
SUPT5H	0.060625
XRCC6	0.0502
HUS1B	-1.0147
FAM133B	-0.109928571428571
LOC728276	0.0295
KCTD18	-0.48225
SOS2	0.797333333333333
CCDC99	-1.772
C1QTNF5	2.839
NNAT	-0.00533333333333335
USP16	0.18
LARS	-0.91525
ZBTB2	0.1045
ABO	-0.132
TRAF3	0.2215
GALNT5	-3.8325
NAP5	1.281125
ALG14	0.0225
KIAA0515	-0.107884615384615
WDR75	-0.619
TEX261	0.13225
LY86	-0.698
LOC389072	-0.7475
FLJ13611	-0.7045
MRGPRX2	0.7135
SNRPA	-0.951
OR2G2	0.286
GPRASP2	-0.548
C7orf42	0.7125
C9orf163	-0.2425
CYP11B2	0.1735
FCRL3	1.319
PRDX1	1.70875
FGB	-6.3435
COX17	0.6224
C16orf33	0.5295
PIWIL1	-0.208
FOLR1	-2.33716666666667
KIAA0082	-0.043
FREQ	-0.0118333333333333
TMCC2	-1.09166666666667
TCF12	-0.359
ZNF721	-1.25175
FAM130A2	0.49525
POU4F1	-2.36075
SNRPF	-0.4705
SGIP1	-0.334166666666667
ZNF641	0.352333333333333
EMG1	-0.665625
PRRG4	0.717
HIRA	-2.55075
MYNN	-0.127333333333333
AEBP2	-0.515083333333333
TBXA2R	-0.618166666666667
ISL2	0.569166666666667
PCDHB11	1.217
RNF144A	-1.039125
MARCH5	-0.364125
DULLARD	0.0355
DCLRE1B	-0.933
ITGA8	0.1265
TP73	0.16875
PRKCD	2.70225
NDUFB4	0.22875
ATP13A4	3.562125
ANTXR2	-1.104
COL4A3	-0.0315
MYO10	1.0014
SLC6A18	0.65525
PEX1	-0.483
TMEM74	-2.12016666666667
RBM19	1.3735
TAPBP	0.78715
RUNX1	0.22575
MID1	-2.61866666666667
GPR64	-2.05933333333333
RASEF	3.944
GABRG1	-0.26025
MYO16	0.096
DBF4	-1.48
TSHZ2	2.49525
RIPK2	-0.047875
PPTC7	-0.0446666666666667
KIF4B	0.0715
LRRC31	3.05225
ZNF540	-0.84325
EFNB3	-0.1945
LOH12CR1	0.624375
STON2	0.812166666666667
GLP1R	0.32025
CSTF2T	-1.82925
IREB2	-0.94625
GRSF1	-0.0485
PDCD7	-1.01433333333333
LRRC43	1.447
CNR1	-0.0443333333333333
IL1F7	-0.569
C12orf64	-0.41575
FAM69B	-0.77
NR2E1	-1.45983333333333
MS4A6A	2.2888
FTL	-0.0737
C7orf36	-0.28975
PCLO	2.1079
DYRK2	0.501
ARIH2	-0.456375
SAMD7	0.934
SCNN1D	-0.87475
SLC32A1	-0.569875
C22orf25	0.620333333333333
MRPS18A	0.2475
GPR112	-0.3345
EARS2	-1.787
ERN2	0.584
ATPBD3	0.3635
PRH2	-0.06
CDKN2D	-0.3255
PGLYRP2	-0.25425
TRIM40	0.488
SEC14L3	-0.1895
SLC22A1	0.382
BTN2A3	-0.47825
RASA4	-0.62625
CCNL2	-1.113
MYBPC3	0.2065
GJA4	2.60075
CDC42SE1	1.17525
TRPV2	-1.717
MYPN	-3.2597
SIM1	0.584
CDADC1	-0.05725
ZFHX4	0.16625
NIBP	-0.920333333333333
ADAMTS19	-3.2255
ABTB2	-0.682
TSPYL2	0.443
EIF2S3	-0.1925
SOX30	0.0135
AP2A1	-0.2685
DKFZP564O0523	-0.3275
LOC285398	0.17575
CDH18	-5.05775
CHL1	1.2135
GATS	-0.2843
TBC1D2B	0.023
OR1J1	-0.424
GSN	2.1855
DPCR1	0.099
GARNL4	-0.416
SMARCA5	0.2015
PLEKHG3	1.149
ZBTB45	-0.3155
FRMD6	-1.387
PLS1	-2.65883333333333
DGKZ	1.0995
EFNA1	1.4976
WDR85	-0.596125
ANK2	-0.5995
PAGE4	-1.77866666666667
SENP6	-0.5375
AKR7A2	-0.158666666666667
FKBP10	-3.0255
VEGFC	-1.952
LARP1	0.00487500000000001
SRBD1	0.298
ITGB6	5.278
SLC1A2	-1.40253846153846
INVS	-0.689666666666667
MPO	-0.38825
MOBKL3	0.1464
CUTL2	-2.0595
KLK2	0.06325
VIM	-1.78775
REG1B	0.437833333333333
PCDHGC4	0.98475
C3orf34	0.0913333333333333
SUMO3	-0.751
CST9L	-1.201
MLL4	0.0755
SPR	1.32583333333333
SAMD9L	-0.31775
ABCE1	-0.80175
SUPT3H	-0.444166666666667
ACTBL1	3.16275
ADAMTS4	0.0456666666666667
SLIT3	2.34175
RHEBL1	-1.096
NPM2	-2.207
MAN1C1	0.950625
KIAA1856	1.46083333333333
HSPA6	0.441
LOC388152	0.859
C10orf140	-0.883
ZDHHC12	2.059
LIN7A	1.0665
PHC2	0.65125
SPHK1	-0.5035
TRIM26	1.1456875
FAM83E	-0.123
C18orf24	-0.448166666666667
ZNF578	-0.297333333333333
ORAI1	-0.1185
RUVBL1	0.546416666666667
C7orf20	-0.361833333333333
APAF1	-1.4115
SLC36A4	-0.756666666666667
MYH11	4.7645
NEK1	-0.0215
MPP2	-0.9055
C12orf24	-4.0235
TNK2	0.683125
ZNF289	1.00375
MATN3	-3.37071428571429
IFNGR2	0.829333333333333
ITPR1	-1.469875
EBF3	2.4041
TBC1D20	1.1821
OR10P1	0.37325
DDAH2	0.01575
SHPRH	-0.14
STX7	-0.0205
LOC554248	-2.0315
BCAR1	0.60625
ATXN3	0.62825
TRIM27	0.763
CDC42EP2	0.4145
CHP	0.624071428571429
SOX17	2.46325
ZNF259	-0.166
CHCHD1	0.368
ZDHHC19	0.4645
GBP2	3.0635
GARNL3	1.747875
MRC2	0.61075
C1orf52	-0.75975
AOF2	0.0665
LRPPRC	-1.0719
ACVR1C	1.79683333333333
TM4SF18	2.11183333333333
TMEM169	-0.609166666666667
PPP1R16A	-0.740875
EBF1	0.355
RRS1	-1.36
SNX2	-0.65725
OR2T2	0.4135
RBX1	-0.00475
ANKRD54	0.534833333333333
TSNAX	-0.241833333333333
TMEM83	-1.8385
ZBTB7A	1.34725
ATM	-1.69583333333333
LOC338328	2.54716666666667
TIE1	1.0945
HIST1H3G	1.00683333333333
PASD1	-4.61183333333333
TINAG	0.727
PCDHAC2	-0.585
LRRC15	-0.9485
WBSCR17	-0.5025
TFF2	-0.2615
PARP2	0.457
NDFIP2	-0.44825
PCDHGB2	-0.4115
WDR60	-1.31875
MAP7D2	-1.5579
USP45	-0.03525
GSDML	1.691
TNS1	0.3549
PLCD4	-1.5975
IQCD	1.6085
SMPX	-3.107
CD9	1.58533333333333
SRGN	1.38075
CASP7	0.17775
INOC1	0.267833333333333
DKFZp451M2119	-2.33228571428571
VMAC	1.985
USP53	0.9114
CAMK1G	-0.786375
TMEM106A	0.388833333333333
CDC20	0.2739
ACSL5	-0.601333333333333
CBWD5	-1.137875
C1orf87	-1.35383333333333
KIAA1274	-0.832
PRUNE2	-2.55485714285714
LYPLA2	1.77183333333333
DOK6	-3.406
GPR149	-0.08625
FAM30A	3.41475
TMEM129	-1.451
SLC35B3	-0.149
ACPP	0.6011
LOC200261	-0.867
SLC4A7	0.266
CCDC40	2.85325
GART	-1.2455
THOP1	-1.03725
SCARB1	-1.151875
CACNA1F	0.2945
TRIAP1	-0.540166666666667
SYT14L	-0.6785
SFRS8	-0.346
PBOV1	0.11325
GOLSYN	-1.76725
GJB7	-1.687
CAMK2N1	1.24841666666667
GREM1	1.98541666666667
FLJ20433	0.599
QPCT	-4.791125
PRKAG2	0.3445
H2AFX	-1.022
C6orf154	0.95825
PLOD3	-1.2665
ZBTB39	-1.11116666666667
WASF3	-1.1495
DRG1	-0.8825
PRR4	-0.5195
SPCS1	-0.76475
KDELR3	1.12333333333333
SRP19	0.1795
GABRA6	1.49475
MFSD1	-1.2785
MMEL1	2.4985
PDXDC2	0.5006
BUB1	-1.544
RNF138	-1.2435
MYLPF	-0.737166666666667
AIF1	-0.333
DYNLRB1	0.6007
HCN3	-2.15433333333333
HIST1H2AI	1.3335
MAP4K5	-0.229
LASP1	2.226875
LOC130951	-0.09
PLAA	0.359
KRT6A	-0.313
C6orf117	-2.643875
ARHGAP23	-0.3465
PTF1A	-0.372
GPHA2	-0.085
LCE3B	0.12125
MCL1	0.379785714285714
EHBP1	-0.336083333333333
PRNP	-0.8878125
ZSCAN1	0.62575
C1orf113	-0.508833333333333
FOXA3	-3.086375
NEB	1.9365
ASGR1	-4.72133333333333
CTGF	1.228
RAB17	-0.414333333333333
MST101	-0.94375
JARID1B	0.6027
USP37	0.5355
PTBP1	0.819166666666666
PTPN7	0.194
CDC7	-1.9975
SNX7	-3.10575
ZNF335	1.015
CPT2	1.027
HEATR1	-0.378625
HSPC152	0.193375
C5orf40	0.20075
PSME1	1.45983333333333
STAG3	-2.10375
TMEM154	0.980166666666667
KLHL32	-0.9515
TSGA10IP	-0.856
SUV420H2	-0.0141666666666667
SF1	-0.7514
2'-PDE	-0.012
PNLIPRP2	-2.4725
TRSPAP1	0.75075
NUP210	-0.244833333333333
ANP32C	-0.942833333333333
RAB11B	0.749166666666667
ASB15	0.0695
ITGB3BP	-1.41775
UBASH3A	-0.6255
YWHAB	0.812
TPRX1	-0.12975
LY6G5C	-0.406125
SLC7A2	-2.52875
CLK1	-0.2218
HSD3B7	-0.0783333333333334
VDR	1.3145
C16orf74	0.097
ACE	1.27166666666667
PSMA2	-0.658166666666667
CCDC131	-1.341875
ZNF213	0.768666666666667
EML2	-0.4165
ALS2CR13	1.55983333333333
GLYATL1	-0.3685
DSPP	-0.5575
DHFRL1	-0.484625
C10orf30	-0.700333333333333
SH3RF2	-1.61666666666667
LOC197322	0.313166666666667
DLL3	-0.987625
TIGD7	0.2045
GFRA3	0.21925
CPA1	0.315
RTN4	-1.25583333333333
PPT2	-3.42716666666667
FASLG	2.32541666666667
FOXP4	1.0175
RPL26	-0.1566
GNL3L	-1.29033333333333
FMR1NB	-0.282333333333333
CD163	6.788
SGPP2	1.59775
GIMAP2	-0.498
CD37	1.1115
DPT	3.49608333333333
NBLA00301	1.0005
RGS5	-0.560083333333333
C9orf4	0.8
ACTL8	-3.86866666666667
PRKAR2B	0.06375
OPLAH	-0.905833333333333
C20orf134	1.637
SPACA5	0.04725
TBL1X	0.0136666666666666
TSPYL3	0.7615
CHCHD3	-0.322
CRKRS	2.01366666666667
GPR65	2.933
DFFA	-0.389625
FUT1	-0.096
C6orf204	-0.579666666666667
TMEM51	1.20075
ZNF580	-1.47
CMTM2	1.0775
C20orf200	-0.0705
EZH1	-0.647166666666667
FDX1L	-0.179875
MRPL32	-0.51975
PCAF	-0.8423
ALOX15B	3.331
CD59	-0.366958333333333
CDK9	0.9225
ERP29	-0.0541666666666667
TTR	-5.702
BCMO1	0.0465
DDIT4	-0.6208
PTGDS	3.6975
C3orf63	-0.0246666666666667
BST2	-0.42375
CYP1A2	-0.471833333333333
C5orf25	-1.36925
STX1A	0.930941176470588
OR2A12	0.052
SH3BP5L	0.257
SERINC5	1.658125
USP6	0.7984
MRPL3	0.232166666666667
POMP	0.891125
INPP4B	-1.16575
GMPPB	1.2915
EAPP	0.67275
AHSA1	0.34025
ABCA11	-1.2135
SLC5A6	1.75508333333333
HIVEP2	1.3065
SUMO2	0.63
KIAA1822L	2.66866666666667
C11orf67	0.19125
TXK	0.152625
PHCA	-0.2134375
ICAM4	-1.735
FPGS	1.49016666666667
SNRPA1	-0.50725
KCNJ4	0.44575
KIF6	-0.3023
HIST1H2BG	0.428666666666667
SLC5A5	0.1355
ZNF354B	-1.1555
IL12RB2	0.6335
C11orf76	0.503
GAL3ST2	1.195
AIFM2	-0.562375
SYNC1	-0.109375
UBL3	0.168375
PIK3CG	-1.60433333333333
NLN	0.0668
BCORL1	0.0725
CD5L	-0.4415
ZNF238	-1.09516666666667
KIAA1394	0.07075
C16orf55	1.5254
CYP3A7	-2.5855
KRTAP3-1	-2.8165
TFDP1	-0.180666666666667
MND1	-1.38075
NODAL	0.305166666666667
GTPBP4	-0.8475
TUBGCP2	1.8825
SLITRK5	-3.10425
CIC	-0.031
CD79A	2.13966666666667
SAMD14	0.5215
TNPO3	0.555
OR10G3	-1.513
OR10G8	0.8275
CCDC111	-1.1995
HOXC9	1.603
DCUN1D1	0.503666666666667
CYB5R1	-0.664
TSR2	2.62875
DAB2IP	1.7041
SLC6A5	-0.307
RAB3D	1.86025
DCUN1D4	-1.20766666666667
ERBB3	0.23025
SDC1	3.5615
ATP6V1H	-1.16616666666667
SYK	1.0705
ST20	0.65125
C13orf30	0.937
WDR40A	0.485833333333333
ADMR	0.123
LOC388335	-0.25825
ACSM1	-1.247
TDG	0.31
FLJ11235	0.75175
MRPS5	0.384833333333333
AGPAT2	2.08716666666667
SLC12A1	0.78175
CYP27A1	-0.32825
THAP7	-0.5755
XPO1	0.319333333333333
ALMS1L	0.855
C1orf2	-0.9995
ZNF777	0.583166666666667
CAMK2A	-0.138833333333333
SMC1B	1.844125
IHPK2	-0.304466666666667
LEMD1	-4.0785
NKD2	1.03
CLU	1.184
ARMETL1	-0.2975
PABPC4	-0.582
CXCL12	0.922333333333333
TFAP2C	2.4311
TTTY8	0.7025
ABCB10	-1.2808
ENDOD1	-0.159666666666667
IDI1	-0.6745
KCTD6	-0.552833333333333
CCDC105	0.177
ULBP2	-0.295333333333333
ZDHHC5	1.007
WNT8A	-0.0055
COMMD10	0.06925
KLHL12	-0.667625
GPR50	0.2885
NR5A2	0.04525
OXGR1	-0.2435
EHD3	-0.303
CAPRIN2	-0.891375
KLRC3	-3.3245
SF3B1	0.702714285714286
IPO7	0.25875
ALDH1A1	-1.50516666666667
ANKRD5	1.251625
TSNARE1	0.1455
DDEFL1	0.93575
RNASEL	0.0455
DNAH9	-0.91675
HELLS	-1.145
TNS4	-0.3785
NAV1	-1.1029
KIAA1409	-0.4615
C20orf26	1.213
TUBG1	0.05075
IRX2	3.37625
CNGA4	-0.554
MGC50559	0.371833333333333
OR4K17	-0.198333333333333
TM2D2	0.0721666666666667
FAM32A	0.0965
TXNDC14	0.065
CCBL1	-0.776
ANK1	-2.6249
PRSS23	-3.493625
PPM1L	1.276
SPATA20	-0.20675
APCS	0.28675
C14orf122	1.47783333333333
PSMB5	1.03325
C6orf10	-0.0534
SETDB2	-0.3645
SPNS3	-1.058
SGMS2	1.72783333333333
MXD3	-1.49266666666667
MON2	-0.7364
CARTPT	-0.24325
HNF4A	-0.820833333333333
RABEP1	0.5057
TNFRSF10B	-1.941875
USH1G	0.6595
PPAP2B	-1.10583333333333
TMEM16K	0.91275
CTDSP1	0.411666666666667
CDK5R1	1.97033333333333
GABRR1	0.433
OPN1LW	-0.0675
FAM98C	0.530125
DBN1	0.71325
ACAD10	0.516583333333333
QTRTD1	-0.501
WNK3	-2.243
RPS19	-0.438625
C1QB	3.35525
OTUD5	-0.6375
SLC41A2	0.332166666666667
TMEM22	-2.89383333333333
KHSRP	-0.0635
TNFRSF11A	-0.526833333333333
FBL	-0.865166666666667
IBTK	-0.583833333333333
OXER1	0.039
CBLN4	-0.90475
GPR172B	1.02833333333333
CFTR	0.205
VSX1	-0.035
CAMK1D	-0.0145
LOXL3	-3.91475
RTP4	-0.333
SLFNL1	0.136
KIAA0828	-0.86975
PAR5	1.267
LOC723972	-1.0015
GDI2	-0.095
CEBPA	2.0043
MLF2	0.753166666666667
AFMID	-0.6875
ALOX12B	0.24325
BPHL	0.37975
COX5B	0.3055
S100A10	0.0735
THOC6	0.07825
NHN1	1.4425
RRP12	0.631833333333333
ARID3B	-2.17325
CD3G	-1.74616666666667
KIAA0133	-0.12475
NAT11	-0.572833333333333
PPAT	-0.431333333333333
SIRT3	0.504
TCERG1L	-1.6585
NIPA1	-0.00250000000000001
DPP8	-1.0586
IL7R	1.429
ZFP64	0.943166666666667
DMAP1	0.8791
TRMT12	-0.77925
TLR4	0.8249
WFIKKN2	0.19875
RAB12	-0.609833333333333
DDX51	1.12516666666667
KIAA1086	-1.76925
ZNF295	-0.159833333333333
ACVR2B	-1.05957142857143
LOC494150	0.537375
ZNF517	0.079
DNASE1L2	-2.78433333333333
SUFU	0.7395
LOC283677	-0.5335
LMO3	1.139
PPP2R5D	0.627833333333333
ZNF587	0.2472
HIST4H4	0.2215
CYP2C8	1.251
C1orf80	0.300166666666667
DOCK5	0.408
C9orf24	-1.29
OR5AR1	1.377
C11orf24	-0.04125
UNQ1940	-0.1705
CAP2	-0.956166666666667
TIMM44	0.327
DSEL	-2.5943
ROM1	-1.574
FBXO4	-1.388
MYLC2PL	-2.35875
MLH3	0.8679
NOX1	0.255833333333333
DPEP2	0.987
DNAJB5	0.75125
RLTPR	0.2015
MBIP	-0.181833333333333
COPB1	-0.750166666666667
SFTPA1B	0.1845
C10orf4	-0.7802
PRELID1	0.2115
NOLA1	-0.10375
C19orf24	0.44725
TLR9	-1.0595
HLA-DMA	2.68516666666667
HCRP1	-0.3705
GPR137	1.08866666666667
ITGA11	-2
PHF13	0.5375
MARK4	0.809166666666667
METTL4	-0.74125
MBD3	-0.2749
LOC134145	0.048125
FGF3	0.50925
SLC35A3	0.778
CLEC16A	-1.3375
AMOTL1	-1.23958333333333
FLJ31438	-1.91625
PAICS	-1.191
TOMM40L	-2.72766666666667
MMD	0.70575
KLK10	-1.2533
NIT2	-1.196
SERPINB10	0.58975
KLF15	-0.3725
CCDC5	-1.28325
WSB2	-0.2865
ME3	-0.76
CACYBP	-0.9745
TCTN2	1.168
JAK1	0.643875
C2orf25	-0.18875
GPD2	2.44
FBXL11	1.79216666666667
CDV3	0.377083333333333
GALNT11	-0.076
NDUFA12L	-1.224
FLOT1	0.488714285714286
TOR1AIP2	1.08975
MMP25	1.537
C1orf164	0.6125
CHST5	-0.27475
LYRM4	-0.51325
GPER	-3.22225
HIPK2	1.27191666666667
DAP	1.923
ZMIZ1	0.433333333333333
DDX58	1.86125
DCC1	-1.7795
AKT1	2.99275
ENPP6	0.549
ERVWE1	-0.112333333333333
CDC34	0.907
RNF125	-3.18875
CASC1	2.58475
SHROOM2	0.35425
RRM2B	-1.06
COL6A3	0.92
TMEFF1	-1.9955
PLEKHA4	-0.1379
LYSMD1	-1.34666666666667
SEPT1	0.161166666666667
AOF1	0.041
GNPAT	0.25275
WDR18	0.7175
HSD17B12	1.0825
HIST1H2BM	0.522333333333333
INDOL1	0.1415
SUDS3	0.00975
C1orf192	0.0775
CYP2B6	-0.77025
TBC1D2	0.8375
SLC25A12	-0.81975
ERCC6L	0.054
MGC10814	-1.267
POLR2C	0.8105
ZNF77	0.0571666666666666
EIF3K	-0.2238
HPX	1.1415
ANKRD27	0.062375
MALAT1	-0.48225
PLB1	0.5898
HRNBP3	-1.01275
CPSF4	0.1485
OR52N2	0.146
PIP5KL1	0.15
GH1	1.1645
HPS5	-0.612
SLFN5	0.810125
POP5	0.166666666666667
OVOS2	-3.65266666666667
C20orf108	1.9755
MARS	0.50925
CLRN3	-0.167666666666667
ARSE	-2.259
PPIE	1.18216666666667
PHACS	-0.6525
GP5	-0.349
IL8RB	0.246
FCRLA	-0.31175
ARRDC1	1.4847
KRTAP9-4	0.27
ZNF613	1.17
OR11A1	0.0385
TMEM132B	-3.57514285714286
PGLS	1.66125
BSND	-2.63783333333333
KCNK18	0.8795
FOXD4	0.076
SV2C	0.70325
LCN2	0.257333333333333
ZNF490	0.2347
C3orf15	-0.3355
CACNA2D4	-1.81416666666667
CBX5	-0.75375
MAGEB4	0.38675
BOLA1	0.089
PPP2R5E	0.51775
COL5A1	0.2735
ASB7	-0.811
SFT2D1	0.7085
DERL1	0.6767
RABL2A	0.922833333333333
MOAP1	0.22425
KIAA1545	1.88883333333333
F3	0.31625
PLEKHM2	1.249
CCDC89	0.1355
EFCAB1	1.35
TMEM48	0.321
SEPHS2	0.058
PYGM	-0.378
PRICKLE1	0.9515
WNT5B	-1.5245
TAS2R38	-0.475
IMP5	0.06925
KHDRBS1	-0.0933
LARS2	-0.909666666666667
C3orf28	-1.37675
FTCD	-2.77025
C10orf68	0.628833333333333
DGAT2L3	-0.228666666666667
PSEN1	1.28275
MGC33657	1.2605
PLA2G4B	0.577833333333333
CDKN2A	-3.15025
DLX1	-1.91775
TSHB	0.014
C18orf37	0.19075
MEX3C	0.180625
MAMDC2	-0.716
PDIA4	0.867416666666667
ATP5E	1.3615
CASP2	0.422357142857143
SERBP1	-0.811576923076923
ZNF341	0.746333333333333
TESC	-3.1985
TMEM31	0.429
OR51I2	0.287
YTHDC1	-0.118714285714286
JUN	1.904
AGMAT	-2.86716666666667
PCNXL2	-0.32325
ATAD5	-2.273125
STK38	0.82825
AZI1	0.017625
RBP1	2.9535
C4orf26	-0.65
KIAA1026	2.3755
TMEM101	-0.714
HSFX1	0.191
TREX1	-0.10825
C18orf10	-0.5801
TRIM15	-3.340375
CA6	0.32275
CEP57	-1.487625
AR	3.9135
SESN2	0.00416666666666665
KIF3C	1.254
EPB41L5	1.04625
ARHGEF10	-1.56568181818182
POLR3D	-0.505
INDO	0.149833333333333
GABRA3	0.884
SCG5	-2.0823
E2F3	-1.0188
TIGD5	0.98525
FGD6	0.86275
KLHL3	-1.19742857142857
SCGB3A2	-1.9505
URP2	0.579166666666667
ATP6V1B1	0.0423
CALML6	-0.781
LOC100049076	-0.0885
TMF1	0.0262499999999999
LOC388503	0.11825
CDH5	2.43625
RPS6KC1	-0.436333333333333
DAAM1	1.5171
TNFRSF10D	-0.69825
GSTT1	1.6169
INPP5A	1.438
TRAF3IP1	1.8562
SMARCE1	-1.08178571428571
VRK1	-0.61925
TTC16	2.22975
AARS	0.2905
ARHGAP27	0.424666666666667
ZAK	1.02985714285714
ACSM2B	-3.03375
TRAP1	-0.513833333333333
MRPL53	1.03
RNF44	-0.74375
NPTXR	1.529
DPYSL3	-0.4465
APP	0.3785
GLS2	-1.2655
MNX1	1.05866666666667
CMTM7	-1.568
OR10A7	-0.026
NYD-SP21	1.69966666666667
ORC5L	0.32875
SLC16A10	-1.79625
TMEM178	-0.6805
LOC441601	-4.3
PTGIS	0.917
KBTBD7	-0.02975
C19orf41	-0.343
CEACAM3	1.22641666666667
KRT23	-3.30875
SERHL	3.7915
PNKD	1.2940625
UBC	0.238
ATRN	-0.607625
HAPLN1	-3.33075
RANGAP1	1.62475
C10orf26	1.32483333333333
KCNA7	-0.409
SRY	-0.172
LOC376693	-0.7095
HIST1H2BF	1.211
CDCA8	-0.304333333333333
MLC1	-2.078
TNIP3	0.6465
OR4D1	0.493
IFT52	0.741
GOLT1A	-2.45983333333333
UTP20	0.858875
RP3-402G11.5	-0.073
PRSS33	-1.31875
PMPCA	-0.0625
APOB48R	1.705
GLTP	0.92375
MPL	0.348
C9orf78	1.15125
ADAM12	0.218875
CSPG4	-2.3305
LOC144305	-1.086
KRTAP4-10	0.6423
PAK1	0.1505
ADCY7	-1.1853
TAS2R43	-0.8725
FRAS1	-0.7575
PPP1R14A	0.364833333333333
OR2B6	-0.9695
ATP13A1	0.265333333333333
SIDT1	1.4425
C1RL	0.324833333333333
PRKRA	-0.6525
TLN1	0.627
RP11-50D16.3	-0.61225
MITF	-2.46825
GYS1	-0.00199999999999999
LYG1	-0.136666666666667
NSMCE4A	-0.1373
DNAI1	0.0425
HOXD11	0.041
FNBP1L	2.4158
DHX35	-0.9415
LCE3E	0.625125
SLC33A1	-1.0125
DCLK3	-0.564833333333333
TRIM33	-1.43666666666667
TMCC3	0.999333333333333
FBXO42	0.384166666666667
C1orf27	-1.6987
C17orf50	0.121
RNF14	-0.24325
SLC4A8	-0.81775
RAB3IP	0.8361
COX6C	-1.1605
PCSK1	-2.9092
SLC13A1	0.29775
ARF6	1.29433333333333
KIAA1009	-0.85825
HOXA13	-3.4125
HMGN1	-0.08925
CXADR	1.7985
MGC14436	0.1935
UTF1	1.4355
TSC22D1	1.7531
BZRAP1	-0.845
PUF60	-0.213416666666667
SHC1	-0.146625
HOOK3	1.2334
LIMS2	0.562166666666667
BAHCC1	-0.0946666666666666
CLCC1	-0.4765
ENTPD3	1.98466666666667
SMO	-0.5065
PIK3R5	1.39
CDC14A	-0.4595
KRT1	0.6435
ENOX2	0.0573333333333333
FLJ22655	0.72325
FPRL1	0.0185
INTS6	-0.4734
ZCCHC5	-0.4925
SMC3	-0.78325
C6orf123	2.78333333333333
FLJ20160	2.7615
LOC653391	-0.0713333333333333
GSS	0.30425
NT5M	0.88725
SIX5	1.44225
TAF5	-0.843
KCNA1	0.320833333333333
ANLN	-1.638
MGC45491	-0.9922
SSTR2	0.713666666666667
LYPD4	0.7005
TH1L	2.071875
CHRNA5	-0.664
PNMA6A	0.22675
FLJ16369	0.0295
DLX2	-3.5319
C6orf108	-1.65458333333333
ALDH3A2	0.5765
CLEC1B	0.3685
LEPREL2	-0.6095
FOXJ1	0.9335
OR1D4	0.44
PPIL4	0.5395
MTRR	-0.182
SLC27A3	1.76166666666667
HTR7	-1.83083333333333
MIB2	-0.46875
BHMT	-1.9665
A2ML1	0.7005
MSMB	0.733625
KIAA1383	1.61714285714286
TRUB2	0.97975
PF4	0.7785
IL1F5	0.1815
LRRC37B2	-0.28725
IPO4	1.58975
FIGF	1.7065
QDPR	-1.6045
ZNF598	0.28175
BOP1	-0.287625
MAPK12	-0.0991666666666667
POLR1E	-0.059625
CEECAM1	0.273666666666667
INSRR	0.0865
SIPA1	1.706
ULK4	0.504333333333333
BTN3A1	-0.3697
FABP5	-1.5243
KBTBD3	0.1695
SORT1	0.34075
YWHAQ	1.260875
LRIT1	-0.216
KIAA1704	-1.6341
MEIS2	-1.295
ENOSF1	-1.2955
PCDH7	-1.76578571428571
FZD9	-1.901
RPLP1	-0.209666666666667
ZNF75A	0.48425
P4HA3	1.52775
NKX6-1	0.758
CTA-216E10.6	0.455166666666667
IFT140	1.0915
DENND1A	0.638583333333334
ALCAM	1.1767
ABHD2	0.321090909090909
QPRT	-1.022
TRAM1	-0.425071428571428
ATP1B4	0.631125
NUP37	-1.00225
SAA3P	0.0725
SLC22A6	0.3495
KIAA0265	1.10075
ZNF41	-0.71425
ADAM19	0.3072
ERAF	-0.37725
DEFB119	0.362333333333333
DNMT3B	-1.46883333333333
SNF1LK2	-0.20875
MGC24039	-0.991416666666667
TAS2R48	-0.559
PNLDC1	0.46975
ADAMTS16	0.217
TMEM92	-2.40216666666667
CCT8	-0.5245
POGZ	-0.225
N-PAC	0.895
GUCA1B	-1.502
ZZEF1	-0.404833333333333
OR2C3	0.22825
ZNF334	0.843166666666667
RANBP6	0.3235
LDHB	-2.8585
BAMBI	1.63525
RAB5B	0.431
FOXB1	2.242
MRPS12	-0.8085
MRGPRF	0.148
CRIPT	-0.043
CYP2D7P1	-0.6725
RYR1	0.484625
NDUFA2	0.183125
TRIP12	1.138
KCNE3	1.1355
MOBKL2B	-1.5574
MIOX	-0.1625
ACOT7	0.715
FGF6	0.6025
RASSF5	-0.8775
ATAD3B	0.32
