Hybridization REF	TCGA-E2-A14W-01A-11R-A12D-07
CLPS	0.53225
PPCDC	0.145125
FOXN2	0.5205
NT5E	-3.3542
CD83	0.39175
IL18	-2.2585
VPS16	0.331
IGFBP2	1.75716666666667
NOTCH2	0.8275
SIGLEC1	1.913375
CD93	3.494
SULF2	-0.895
CEP164	0.75525
P53AIP1	-0.132
TOR2A	-0.156333333333333
ZNF136	0.16125
MGP	4.5097
CCDC144A	-0.4782
TRPC1	-0.4565
SMS	0.0285
MAPK7	-0.770666666666667
RRAGC	0.6975
PARD6A	1.16116666666667
NUB1	0.0235
SYNGR4	0.419
OR11H12	0.7785
WIF1	0.717
GCH1	0.571
OR11H4	0.299
SLC44A5	-0.642
GPRIN2	2.29883333333333
LOC401431	1.1075
CPA4	-2.2936
MELK	-2.24722222222222
IL15RA	0.17325
CUL3	0.830125
HMBOX1	-0.52475
PODXL	-3.15875
CCT6B	1.24233333333333
COMTD1	-0.15025
MUC20	1.7045
GPX2	-3.626625
ITK	-3.257375
FBXL5	0.774
C13orf27	-1.34125
DEFA5	0.49
TRHDE	0.2385
MTP18	-0.389666666666667
UQCRQ	0.9871
ITGB2	0.33425
CSRP2BP	0.78325
TAS2R44	1.0315
PHPT1	-0.11025
FAM44C	0.05075
ERH	-0.14925
MPHOSPH1	-1.72616666666667
MORC1	-0.734
PARVB	-0.74
LAMA1	-2.53658333333333
PGBD3	0.63975
GIMAP6	2.8295
AREG	-3.88416666666667
LIPT1	-0.64175
MGC99813	0.632
C1orf201	0.472166666666667
GRIN2A	-0.8479
MAN2C1	-1.209875
NSUN5	-0.67825
SF3B5	0.9895
MYC	-1.0133125
NRXN1	-0.6237
ZNF18	0.34875
SPDYA	-0.206142857142857
SLC37A1	0.988
DECR2	-0.051
ANKRD38	0.09575
SPTLC3	-0.432916666666667
SUPT16H	-0.45325
DTWD2	-0.0565
ULBP1	1.458
ZADH1	-0.355333333333333
OIP5	-2.62725
IL10RB	-1.15733333333333
OTUB2	-0.2625
VWA3A	0.499333333333333
SPIC	0.4475
OR6C4	0.011
PSCD4	0.893666666666667
DPY19L2P2	-1.001
TRAPPC6A	0.852333333333333
C21orf2	-0.447833333333333
CEMP1	-0.2925
LIN7B	0.7155
E2F7	-1.00616666666667
VCP	-0.4036875
LAMA3	0.840916666666667
BGN	1.11025
GPR160	-0.0848333333333333
COCH	0.284
GPR81	1.58533333333333
APOBEC3F	-2.98575
tcag7.1017	-0.51925
C1orf32	0.7495
SCGB1D2	4.97875
FLJ43987	-0.304
C6orf170	-0.776
KLK9	0.716
GPD1L	1.009625
VPS37B	1.0885
ATG3	-1.803
ADAMTS17	-0.465
KLHDC2	-1.11783333333333
NDUFV2	-0.063
BLK	-3.77125
MATN4	-1.2055
GPM6A	-0.0437142857142857
GBP4	2.2815
TMEM162	0.3294
PKP2	0.161
HRASLS	1.97844444444444
MMP1	-4.2495
SFXN3	-0.5591
FSD1	-1.734
ST6GALNAC3	-3.0974
CA12	3.4369
NCOA6	0.662
C19orf58	0.4974
PPP4R1	-0.308333333333333
MAN1A2	1.93583333333333
IKBKAP	-1.80125
UPF1	0.397166666666667
KIAA1219	0.919
WNT16	-0.07375
SNW1	-0.478625
IL18RAP	0.9365
RPP30	-0.467625
CDC40	-0.669071428571429
SETD3	0.284666666666667
SLAMF6	-0.420666666666667
ELK4	0.2655
TRIM47	1.46366666666667
ACOX3	2.359625
TRIM6	-1.344125
KIAA0372	-0.614166666666667
TP53AP1	2.010125
SMURF2	-0.65625
ADAD1	1.803
EBP	-0.7891
KRTAP13-2	0.102
FLJ36874	-0.977333333333333
TOR1A	-0.460166666666667
P2RY4	-0.082
GPBP1	0.3185
TRPV1	-0.746625
ADAMTS12	-0.413
PES1	-1.0768
ATG4A	1.28283333333333
MAGEA10	-4.19
WFS1	2.7475
CC2D1B	-0.133
PABPN1	0.808
SLC25A30	-0.67025
SLCO1C1	0.159
SLC22A5	2.73525
KIF23	-1.325
SYN2	-0.584333333333333
ASPN	8.21083333333333
CENTG2	0.7365
QSOX2	-1.7641
FLJ10815	-0.0438333333333334
STK24	0.0410625
SPEG	0.4279
STK10	-0.0811666666666667
DACT2	-2.8535
AAAS	0.1735
SSX3	-1.41825
ABCD3	1.0976
C4orf12	0.158875
PARVG	-0.451833333333333
FIG4	-0.06275
C9orf46	0.09725
TMCO6	-0.234
IGHMBP2	-0.395
DUS2L	-1.18616666666667
FAM3C	-0.5311875
TMEM16D	-2.736
DCTN4	1.301
KCNH3	-0.37775
EIF2AK2	0.815
AP1S3	0.00362499999999999
CST4	1.567
PAM	0.3735
NUTF2	-0.862
CITED2	0.7435
SLC39A4	1.0765
C2orf52	-0.81
GRM3	0.56275
C12orf49	-0.123
CCDC49	-0.5863
GRAMD1B	-2.31
FNDC4	0.43225
SIAH2	1.13925
GDPD4	0.32475
C21orf87	0.368
ATP5A1	-0.803
C16orf63	-0.770875
LOC388135	0.494
ATP5J2	-0.3475
MMP3	-3.704
EMID2	0.83
CRHR1	0.26875
WDR70	-0.1325
C13orf31	1.242
ZFAND1	-0.45925
CCL18	0.964833333333333
C3orf49	-1.078
RINT1	-1.01
KIAA0408	-2.72933333333333
F13A1	5.3273
SLC10A1	-0.661833333333333
OGN	0.71275
GIPC2	-3.62833333333333
XPO6	0.130166666666667
LCE1A	0.4145
FMR1	0.3958
LOC374920	0.72425
DUSP3	1.465375
ANKMY1	-0.33775
C7orf50	0.24925
BBS9	0.000200000000000022
UNC119B	-0.2395
C9orf72	-0.421875
MGC35440	-0.01925
ENTPD6	0.67825
PPP1R2P9	-0.14925
ERCC4	0.042
FAHD2B	-0.979
HMHA1	0.793
HACL1	-1.24425
RAD23A	0.113666666666667
FAM83B	-1.85425
PPP5C	-0.687166666666667
RNASEH2C	0.816375
C9orf153	-0.99525
SCAMP4	1.023625
GHITM	0.766
NDUFB7	1.077375
ADCYAP1	-0.5405
SP110	1.3645
MAP3K7IP2	0.7715
DHH	0.378
AGRN	-0.189357142857143
WDR33	0.174833333333333
CEP290	0.4375
PRPS1L1	-1.1505
KLRA1	-0.98
GPR97	0.358
CHD7	-0.133583333333333
TLR10	0.290333333333333
SLC30A8	2.105
HIC1	0.724333333333333
IAPP	0.222
RXFP4	0.10525
GP1BB	-0.50475
SHQ1	-0.0565
NKX2-3	0.388666666666667
API5	0.19575
FTHP1	0.7625
MOV10L1	-0.489
TRIM6-TRIM34	1.798
ADHFE1	-1.038
FAM117A	-0.7595
DDI1	0.4494
CDON	0.108333333333333
TRIM73	-2.0185
IGKC	-1.017
MMP14	-0.143333333333333
DYNC1LI1	-0.409
C11orf66	0.299
TRBV3-1	-1.6605
FASTKD5	-0.171
BIVM	-2.3695
LHX4	-0.593
CXCL2	-3.1597
RAB2B	0.0273333333333333
IZUMO1	-0.50275
MAP3K15	-0.559
FAM19A2	2.94816666666667
ZC3H8	0.0701666666666667
ZMAT1	2.09575
SPINK5L3	-2.1015
SLC10A6	-0.005
APPL2	-0.0985
CARD10	-0.994666666666667
LOC402176	-2.135
EEF1D	1.3688
RAB6A	0.8525
C12orf5	-1.200875
PAPOLG	0.38925
MSRB2	0.98425
BCR	0.0220555555555555
PUS3	0.65175
TIAM2	0.112
ZNF317	0.102666666666667
CHD2	0.501714285714286
FZD5	-0.817863636363636
NUDT8	-1.0755
ZNF763	-0.3895
PRC1	-0.590777777777778
ABCB9	0.561333333333333
SPATA3	0.32075
TRAK2	0.262125
STAB1	2.186
LRRTM2	-1.08483333333333
psiTPTE22	-0.361
DBI	1.90925
SERPINA11	-0.4585
NAT5	0.63
C20orf58	-2.0795
RPS6KA4	0.178166666666667
FLJ90650	-1.225
TGFBRAP1	-0.0095
CHRDL2	-0.0875
FAHD2A	-1.11883333333333
CNTN1	-0.121333333333333
BBS4	0.5161
TMEM181	1.60975
MINPP1	-0.8255
MPHOSPH6	-1.08716666666667
HOXC10	2.7146
ITPKB	-0.6925
CLPTM1L	0.722875
MEOX2	-2.0328
ATP6V0C	0.737375
PRPF8	-0.8465
TMC5	3.056
FKBP3	0.03425
PLEKHB2	-0.829375
OR4D6	0.423
ZNF544	0.6573
D2HGDH	0.485875
RPL18A	0.0673000000000001
HEL308	-0.110875
MPP6	-2.8575
TCERG1	-1.30575
KRT16	-2.16333333333333
KLF17	-1.47075
KLF5	-2.925375
CDR1	2.14
VCX3A	-3.6485
FBLN2	1.054375
C14orf104	-0.4615
HBE1	-4.9203
OR4S2	-0.985
C1orf108	-0.6025
ROBO4	2.3105
CPEB4	0.339375
C11orf80	-1.10333333333333
BCKDHA	-0.0201666666666666
MYOC	-0.915666666666667
GIF	-0.179
CKMT1A	1.4825
RPL3	-0.3837
THBS1	2.877875
APOO	-0.42975
ARMCX1	1.325
HSZFP36	0.084
SNAPC5	-0.71475
EIF4ENIF1	0.5045
ZNF433	0.4765
TNFRSF21	-0.251875
TMPRSS7	1.665
SPATA18	1.8151
HPDL	-1.7185
MKL2	1.2447
TBX3	1.60584615384615
C21orf93	0.0966666666666666
DAXX	0.04075
ELMO1	0.691625
RGS13	0.2716
TAF11	-1.47875
UNC13A	-2.65014285714286
LOC653314	0.3137
ORC3L	-0.82
IMAA	-3.055
TARBP2	0.102
CABIN1	-0.1441
TRIOBP	-0.2338125
HIST1H2AC	0.10825
RGS22	-0.801833333333334
NCOA1	1.34683333333333
IL25	1.667
SNCG	1.069
GPR6	0.4995
AMDHD1	-2.95366666666667
CHEK2	-0.851375
C6orf142	0.36975
DRD4	-0.68425
C14orf68	-0.73275
GDF11	-0.90275
SEMG2	0.98
CD247	-3.665
CDAN1	-0.5785
RBMX2	0.469
TGS1	-1.1395
OIT3	0.698
SYF2	-0.1705
MCM4	-2.50675
PKHD1L1	-0.060875
CEP192	-0.842333333333333
IFT88	0.54975
RPL9	0.0664285714285714
RAB32	-0.0385
DDX43	2.3655
P2RX2	0.856833333333333
OR5D18	0.0705
UBE1	-0.0641666666666666
SLC24A1	1.136625
ARHGAP5	-0.52875
CETP	-1.92925
KIAA1731	-0.819833333333333
SLC9A4	0.591
PTPN6	0.95325
BAHD1	-0.394
GRIK3	-0.0115
CACNB2	-0.783
PDE10A	-1.824
DGCR14	0.43775
PCDHB9	-1.02883333333333
RHOQ	0.7035
MAP3K4	0.862
KTI12	0.14
RPL23AP13	-1.09975
GNG11	-1.67325
CLCN3	1.71083333333333
GPAM	-1.648
VSTM2A	0.16
SLAMF7	0.625166666666667
INTS2	0.51
PPP2CA	0.3348
LRP12	1.03446666666667
SEC14L2	2.09444444444444
DKFZP586H2123	1.35425
MC3R	0.0175
CIRH1A	-2.02
HIST1H2AB	0.232166666666667
POLH	-0.944625
MGC16703	-1.55
SNAPC2	1.0365
FILIP1L	-0.00875
RASGRP4	0.827
LRRC1	2.14125
GAS1	0.9025
PRAC	-2.17125
DGKA	-0.486333333333333
NT5C3	-0.78725
PEG3	-2.98333333333333
NADK	-0.791
PRR17	0.156
LOC374569	-0.2905
SGSH	1.66933333333333
NLRP8	-0.0515
GALT	-0.9595
MCF2	-3.7325
ZNF263	-0.26575
TACSTD1	1.25116666666667
TYR	-6.2243
ATP6AP2	-0.20475
RNUXA	0.008
ABHD10	-0.860666666666667
GDPD2	-1.189
SLC35C1	0.17275
UBE2A	0.699875
HERC5	-2.25583333333333
FAM112B	-5.07
FBXL16	1.37175
DKFZP434A0131	-0.3215
ELA3A	-1.747
RBM41	-1.134125
HAO2	-0.07925
RNH1	-0.028
SHANK2	1.4815
OSBP2	-1.693125
DAK	-0.5045
C3orf58	0.1255
TCL1B	-1.53
KBTBD2	-0.3415
SUGT1L1	-0.16925
UBE2E2	1.11166666666667
MYL9	2.301625
CDC23	-0.0968333333333333
PBXIP1	0.7471
CXorf40B	0.8485
NBL1	1.0855
RTBDN	0.519
RAB11FIP5	0.677
TTTY13	0.328
SCOTIN	-0.745916666666667
SOHLH1	0.494333333333333
CDKN1A	1.21021428571429
NCK1	-0.3615
ZNF550	0.1425
SAPS3	1.20758333333333
SPIN3	0.999333333333333
MAGEE2	0.01125
MIS12	-1.31133333333333
OR8H2	1.034
KIAA0774	-0.716333333333333
UNC5D	-5.903
CUL7	-0.199666666666667
LIPC	-3.96
DIO1	3.754
C20orf11	0.2154
CTRL	-0.38275
HS3ST2	0.82275
PAK4	0.701666666666667
CCRL1	2.73875
RNF10	1.09175
ZNF567	0.2215
ZNF660	-1.004
TCEAL3	1.33825
MAGOH	1.33433333333333
CENPB	-0.1975
C19orf7	0.83825
LOC388965	0.2095
ZCCHC13	0.684
JMJD1A	-0.4517
HIST1H4H	0.6135
TBRG1	0.0727
GPC3	-5.29875
TAF1C	-1.310625
EBNA1BP2	-0.206166666666667
CIAPIN1	-0.81125
PDGFRA	-1.03822222222222
CSTB	-0.45075
CENPI	-1.824
GTF2E2	-0.5985
RPP21	0.87175
CCNF	-1.01666666666667
KCNQ3	1.2895
FAM79A	0.78275
SLC22A12	0.4225
NOVA1	-2.1315
FZD3	0.5288
AKAP8	-0.03375
SOCS5	-0.85225
CFDP1	-0.80125
DLG5	1.6035
PGM5	-0.343166666666667
C1orf144	1.01041666666667
HDAC10	-1.7555
RND2	0.54425
C20orf199	-0.95525
RNMT	-0.948
SLURP1	3.84975
ASTN1	-0.727375
SH3BGR	1.707
MYCL1	0.131625
ZHX1	1.1805
CENPK	-3.368
FOSB	0.3041
LOC643406	1.41825
C2orf59	-0.657375
TMEM135	0.330125
SLC27A2	-0.445
KRT33A	2.7975
OVOL1	2.30157142857143
PAMCI	-3.94016666666667
S100A7	-1.3185
ZNF789	-2.7065
HARS2	0.09075
RPL23A	-0.3345
TCF23	0.9205
UPF3B	-0.514125
C17orf78	-2.6045
HLA-DOB	-0.9062
C14orf142	-1.2205
TEKT5	0.3795
DMWD	0.8165
POLD1	-1.62816666666667
GSCL	-0.572
CALD1	-0.5976
SCRT1	0.135
AIG1	2.03375
UNC84B	-1.897
ZNF404	-2.228
TMED6	-3.073
KIAA1462	-1.387
LRRC27	1.6518
PYGO1	0.3485
PIGU	-0.637333333333333
ALAS2	-4.1545
WRNIP1	-0.012625
CNNM3	-0.0415
ZNF2	0.7095
ST3GAL5	-0.343083333333333
MRPL23	0.401
TSSK6	-0.68875
PSMA6	-0.0895
C16orf70	-0.9175
KIAA1602	0.239
ALMS1	-0.108333333333333
DCN	1.40225
TMEM132D	-1.09875
SUCLG2	-0.7675
ABHD14A	-0.14125
DEXI	0.631166666666667
AMPD2	-1.2255
IFNAR2	-0.131
CYB5A	2.8456
TLOC1	0.5321
NXF5	-1.1882
NRBF2	-0.023
KCTD3	1.288
ITGAE	-0.795833333333333
SLC30A3	-1.845
ZRF1	-0.6725
IFRD2	-0.8465
XAB1	-0.42775
PYCR2	-0.818833333333333
SERPINB3	-5.084
TMLHE	0.3428
GEFT	-0.419625
ABCA5	1.311375
EMR4	0.0912
TSFM	1.31225
HIST3H2BB	-0.406
ARHGEF19	0.16275
TSPAN17	-0.00766666666666668
ABCC8	2.9315
MAP1S	0.751333333333333
C22orf36	1.50325
BNC2	-1.07535714285714
HIST1H4A	-0.298
NDUFS3	-0.0156666666666667
WDR3	-0.02
XKR4	-0.98925
TTC33	-0.397615384615385
STMN2	3.614
CPN2	-0.0868333333333333
HSPC105	-2.41875
PCOLCE2	-6.1395
C3orf55	1.8995
KLHDC9	2.16966666666667
TBC1D23	-0.071375
ATXN2L	-0.792166666666667
MAP2K3	-0.616916666666667
SCAP	-0.152
ZNF486	0.716833333333333
C20orf96	1.18375
NARS	-0.0475
ADAMTSL1	-1.13135714285714
PRCC	0.828833333333333
CCDC126	1.49491666666667
ZNF675	-0.81925
CALCOCO1	-0.2215
ANKRD43	0.07775
CWF19L2	-0.243833333333333
ZBTB32	0.511166666666667
BRAF	-0.48725
ODF4	0.3785
MGC14376	0.159166666666667
HORMAD1	-3.13275
AAK1	-0.0613333333333333
PEBP1	1.46225
TNFSF5IP1	-0.7415
DKFZp564N2472	0.48975
RMND1	2.375875
IGKV1-5	-0.12625
COL1A2	3.61225
SERPINA5	-3.836375
AANAT	0.666
C19orf21	-0.0165
GEMIN5	-0.17375
UBR4	-0.341166666666667
LTBP3	1.0095
AMHR2	-2.098
PROCR	0.44775
MYBBP1A	-1.247
C20orf39	1.59366666666667
ZNF697	0.544875
PASK	-0.7461
ZNF776	1.08916666666667
RFXDC2	0.515625
KIAA0467	-0.08825
C10orf96	-1.213
ZNF503	-1.2585
GULP1	-2.17025
KCNE4	3.2715
DKFZp434K191	-1.31925
LOC196913	0.417
BHLHB4	-0.6245
CH25H	-2.0055
LOC81691	-1.26816666666667
ALPL	-0.619357142857143
COL12A1	2.526375
FOLR3	-2.95933333333333
GPR123	0.516571428571429
TRIM62	0.097
ABLIM1	0.572833333333333
MAST3	-0.9975
RHBDD1	0.402166666666667
LOC338809	0.631
RYBP	0.16125
TTC26	0.195625
ZNF22	1.02116666666667
ISCA2	-0.67075
RDM1	-1.38275
PIGM	0.80675
GNB3	-1.5465
ACTR2	0.1227
HMGB1	0.73925
EDG1	0.283
SOAT2	-3.75975
OR10AD1	-0.2715
RAP1GDS1	0.813916666666667
LCE1F	0.771
ESM1	-0.8885
RCN3	1.6915
CREBL1	-0.4585
DBNL	-1.1745
PTGER3	3.289125
USP30	0.554333333333333
BCL2L12	0.813
KIF26B	1.1835
ZNF416	1.09525
ZNF225	-0.5245
C17orf70	1.332
ZNF554	1.39825
RAE1	-0.559333333333333
TNIK	-0.63
ACTN3	-0.6785
MGC45922	0.2285
CCNA1	-0.2435
RYK	0.955666666666667
IL26	0.84
LRP3	0.438666666666667
QARS	-1.692
SOX7	-0.563285714285714
BID	-0.536125
OR2S2	0.698
CXCL14	5.54825
C11orf47	-0.603
MGC29891	-0.301666666666667
HSPB8	3.5562
PRDM14	-2.315
NUFIP2	0.33625
MNAT1	-0.338142857142857
ZDHHC2	-3.00108333333333
MBNL2	-0.092375
ADD3	-1.13075
CSNK2A1P	-1.30475
KLK6	-3.0115
TMEM111	0.5358
KIAA1279	0.104
NUBP2	0.181666666666667
RAB42	-0.779
ID3	-1.6352
TM9SF1	0.43325
MDP-1	0.99825
POU4F2	-0.20625
IQCK	0.647
C16orf14	0.443
CAPN3	-2.20275
FAM43B	-0.738625
RECQL	-1.3875
AP1G1	-0.234
CTNNBL1	-0.652
ECHDC1	-1.41633333333333
SMARCC1	-0.5714
FOXQ1	-2.11
GNAI3	0.249
POLG2	-1.23025
CD4	0.464125
ITLN1	-1.6705
EBI2	1.121
IRF1	-0.77325
PTPRE	0.7795
PTK2B	-0.912
NXNL2	-0.8105
SOX4	0.164055555555556
TSPAN3	1.76416666666667
SH2D1A	-4.10383333333333
C8orf58	-0.805666666666667
USP20	-1.372
DUSP22	-1.75733333333333
CALB1	-3.5965
L3MBTL2	0.718666666666667
MCRS1	-0.10075
TMEM118	0.398333333333333
C18orf8	0.8705
FLJ10241	0.18925
GJA12	0.5265
PKD1	-0.6565
ZFP3	0.545
JAM3	-1.68325
LAPTM4A	1.0661
DIRC2	0.63925
KIAA2022	1.92366666666667
MYOM1	0.994
TRPM8	-1.3285
MOP-1	0.737
PHKG2	-0.000625000000000025
ZNF650	0.959625
KIAA1522	1.205375
PSG8	-0.7766
DDX19B	-1.12
MOBKL1B	-0.62
DIAPH2	-0.44025
PTPN12	-0.75525
CLN8	-0.0631
CRYZL1	-0.903333333333333
CRY2	0.00274999999999998
FCGR2B	3.21066666666667
PNPLA4	1.6895
ZNF454	-0.82
DKFZp434B1231	0.01725
CLDN11	0.4816
RFWD2	1.07733333333333
CIB2	-0.638333333333333
MXRA8	2.807
HRK	-1.177375
MAML2	-1.73875
C4orf31	0.40075
C6orf192	0.504
COG6	0.720375
FAM5B	0.1385
NFATC1	0.4911
SEPT10	-0.791
SCYL1	-0.2117
RPP40	-1.18025
SCOC	0.4854
KIAA1450	-1.69675
CTDSPL2	-0.42925
TBX5	2.79883333333333
NAPG	1.04975
RHD	-4.441
C14orf45	-0.232833333333333
ZBTB22	0.9065
PLCG1	-1.7555
ANKRD10	-0.815375
AQP7P2	-0.26775
TAGLN2	0.114666666666667
HTR2C	-1.8424
SLC16A7	-1.20533333333333
C17orf83	-0.4
TSGA14	-1.18416666666667
MDH1	-0.43525
PPP3R2	0.0194
DCBLD2	-3.85685714285714
RBM33	-0.317625
DPH3	-1.026
SYT10	-1.16283333333333
FMO4	2.90375
THYN1	-1.65525
DRD5	-3.373
OTOR	0.460625
PGRMC2	1.4132
KATNAL1	0.645
PAQR6	-2.46525
UBE2I	-0.39075
C14orf28	0.0865
C8orf70	0.68675
FLYWCH1	-0.21
ANGPTL3	-1.445
GLRX2	0.660833333333333
ATP11A	-1.24146153846154
ARL5B	-0.2585
MUC16	-2.86925
SLC25A5	-1.49807142857143
ACRC	-0.5645
MYO1C	-0.86875
FAM89B	1.5305
FAS	0.57125
KIFAP3	1.23675
GLRA2	4.975
BTN3A2	-0.1933
CNKSR3	-1.12375
CSTF3	-0.703666666666667
ARPM1	1.0435
KIAA1530	0.257
C9orf150	3.32816666666667
PRKCI	0.3355
tcag7.1015	-0.883
SOD3	-1.552
ZNF574	1.08375
CYP21A2	3.0885
RPL12	-0.813
COMMD2	-1.20675
WIZ	0.183
LOC344405	-1.548
ALDH4A1	-0.485411764705882
CRYAB	2.0745
COPA	0.2017
PCDHGA7	0.425
KIF11	-0.818272727272727
RASD2	-0.018375
SLC26A3	-0.4025
ZNF175	-0.9
JAKMIP2	-1.670125
C8orf4	-1.03633333333333
PTHLH	0.2785
SLC40A1	4.59491666666667
OR7D4	0.7725
PCDHB17	-0.237
CD36	-0.308692307692308
C6orf203	0.6784
PRKG2	-1.4285
LOC400566	-0.248
ANAPC13	-0.1175
SLCO3A1	-1.7735
ZNF692	-1.5805
FANCL	-0.5705
SH3GLB1	0.39125
C12orf61	-0.587
KBTBD6	-0.04575
SUPT5H	0.45375
XRCC6	-1.0552
HUS1B	-1.0177
FAM133B	0.339857142857143
LOC728276	-0.4175
KCTD18	1.133
SOS2	1.0635
CCDC99	-1.882
C1QTNF5	3.6745
NNAT	0.252833333333333
USP16	0.0775
LARS	-0.23125
ZBTB2	0.831
ABO	-0.438333333333333
TRAF3	-0.117
GALNT5	-2.2035
NAP5	2.246625
ALG14	1.44133333333333
KIAA0515	-0.402615384615385
WDR75	0.273666666666667
TEX261	-0.152833333333333
LY86	0.23025
LOC389072	-1.1705
FLJ13611	-0.0637500000000001
MRGPRX2	0.9835
SNRPA	-0.78975
OR2G2	0.089
GPRASP2	1.109
C7orf42	1.0755
C9orf163	-0.112
CYP11B2	-0.169
FCRL3	1.4746
PRDX1	0.2645
FGB	-4.06883333333333
COX17	1.55666666666667
C16orf33	-0.05925
PIWIL1	-0.035
FOLR1	-2.851
KIAA0082	-0.23325
FREQ	-0.711833333333333
TMCC2	-0.133666666666667
TCF12	-0.0964166666666667
ZNF721	1.1875
FAM130A2	0.621666666666667
POU4F1	-2.12475
SNRPF	-0.453125
SGIP1	1.57383333333333
ZNF641	0.3455
EMG1	0.03075
PRRG4	1.8835
HIRA	-1.903
MYNN	0.2565
AEBP2	-0.722416666666667
TBXA2R	0.1195
ISL2	-1.644
PCDHB11	0.412
RNF144A	-1.019125
MARCH5	0.731375
DULLARD	-0.872166666666667
DCLRE1B	-0.484833333333333
ITGA8	0.6
TP73	-0.031125
PRKCD	0.85925
NDUFB4	0.903
ATP13A4	2.33885714285714
ANTXR2	-0.600333333333333
COL4A3	0.55125
MYO10	-2.538
SLC6A18	0.67175
PEX1	-0.041
TMEM74	-0.213
RBM19	0.458
TAPBP	-0.1596
RUNX1	1.9735
MID1	-2.81933333333333
GPR64	-2.529
RASEF	4.17925
GABRG1	-0.445
MYO16	-1.15325
DBF4	-1.43633333333333
TSHZ2	0.72575
RIPK2	0.480125
PPTC7	-0.3025
KIF4B	-0.854
LRRC31	1.38175
ZNF540	0.6735
EFNB3	0.366
LOH12CR1	0.7275
STON2	-1.01433333333333
GLP1R	0.616
CSTF2T	0.182875
IREB2	-0.232125
GRSF1	0.2355
PDCD7	-0.416166666666667
LRRC43	2.107
CNR1	-1.22366666666667
IL1F7	-0.301
C12orf64	-0.2775
FAM69B	-0.0845
NR2E1	-2.01016666666667
MS4A6A	1.2132
FTL	-1.5017
C7orf36	0.32575
PCLO	0.7703
DYRK2	1.4365
ARIH2	-0.443125
SAMD7	-0.1645
SCNN1D	-0.435
SLC32A1	-0.483142857142857
C22orf25	-1.64133333333333
MRPS18A	0.221
GPR112	0.975
EARS2	-0.575
ERN2	0.6305
ATPBD3	1.12633333333333
PRH2	0.439
CDKN2D	1.177
PGLYRP2	1.72925
TRIM40	0.1685
SEC14L3	0.734833333333333
SLC22A1	-0.685
BTN2A3	-0.23125
RASA4	1.56675
CCNL2	-0.372916666666667
MYBPC3	0.00700000000000001
GJA4	2.04925
CDC42SE1	0.1745
TRPV2	-1.862
MYPN	-5.03011111111111
SIM1	0.8485
CDADC1	0.46075
ZFHX4	0.2715
NIBP	1.525
ADAMTS19	-1.8545
ABTB2	-0.386
TSPYL2	-0.46725
EIF2S3	-0.825
SOX30	0.19925
AP2A1	0.076
DKFZP564O0523	-0.527
LOC285398	0.24325
CDH18	-4.12975
CHL1	0.0507142857142857
GATS	-0.697444444444444
TBC1D2B	-0.4415
OR1J1	null
GSN	-0.548666666666667
DPCR1	-0.154875
GARNL4	-1.21883333333333
SMARCA5	-0.59
PLEKHG3	0.265166666666667
ZBTB45	1.075
FRMD6	-0.89
PLS1	-0.178666666666667
DGKZ	0.225333333333333
EFNA1	1.5192
WDR85	-1.35675
ANK2	0.50525
PAGE4	0.669833333333333
SENP6	0.888
AKR7A2	-0.160333333333333
FKBP10	-1.539
VEGFC	-2.89783333333333
LARP1	0.1793125
SRBD1	0.924
ITGB6	1.508
SLC1A2	1.012
INVS	-0.932666666666667
MPO	-0.7385
MOBKL3	-0.2397
CUTL2	2.16075
KLK2	0.26375
VIM	-2.16825
REG1B	0.057
PCDHGC4	0.797
C3orf34	-0.771333333333333
SUMO3	-0.951333333333333
CST9L	2.638
MLL4	-0.75775
SPR	1.64183333333333
SAMD9L	-0.46625
ABCE1	-0.0705
SUPT3H	0.0635
ACTBL1	0.92675
ADAMTS4	-0.357666666666667
SLIT3	3.327
RHEBL1	-1.78475
NPM2	-1.9575
MAN1C1	-0.636875
KIAA1856	0.587666666666667
HSPA6	2.18925
LOC388152	0.721
C10orf140	1.97075
ZDHHC12	-0.615
LIN7A	-2.0664
PHC2	-0.465916666666667
SPHK1	-0.51825
TRIM26	0.303625
FAM83E	-0.954
C18orf24	-1.08566666666667
ZNF578	0.147666666666667
ORAI1	-0.014
RUVBL1	-0.816833333333333
C7orf20	0.0921666666666667
APAF1	-0.722
SLC36A4	-0.848166666666667
MYH11	3.86683333333333
NEK1	0.5497
MPP2	1.00475
C12orf24	-0.4305
TNK2	0.2846875
ZNF289	-0.8395
MATN3	-1.61
IFNGR2	1.01
ITPR1	0.37175
EBF3	0.678
TBC1D20	0.5307
OR10P1	0.67925
DDAH2	1.79225
SHPRH	-0.761875
STX7	-0.9035
LOC554248	-1.7135
BCAR1	1.101
ATXN3	-0.902833333333333
TRIM27	-0.14475
CDC42EP2	0.879
CHP	0.134785714285714
SOX17	0.804875
ZNF259	-0.3445
CHCHD1	1.283125
ZDHHC19	-0.62
GBP2	1.318
GARNL3	0.488625
MRC2	-0.98175
C1orf52	-0.24
AOF2	-0.657333333333333
LRPPRC	0.0568
ACVR1C	-1.29133333333333
TM4SF18	0.355833333333333
TMEM169	0
PPP1R16A	-0.10025
EBF1	-2.04566666666667
RRS1	1.3495
SNX2	-0.45075
OR2T2	-0.2175
RBX1	-0.166
ANKRD54	0.2435
TSNAX	0.773833333333333
TMEM83	-2.3505
