Hybridization REF	TCGA-C8-A1HG-01A-11R-A137-07
ACADSB	0.904222222222222
HERPUD1	0.84675
BCL2L11	-0.758333333333333
CEP78	-0.761375
CDCA3	0.42575
WBSCR19	-0.0422
MYO1A	-1.2235
PPEF1	2.864
LOC440348	-0.3535
CPEB2	-0.065625
BPTF	-0.523666666666667
RPL21	-0.3905625
GSX2	-0.0695
ADPRH	1.02983333333333
C17orf68	0.2085
KCNS1	-0.7845
MLLT6	-0.0499
PIWIL4	0.00724999999999999
RNF26	-0.83275
RAP1B	0.548375
ADAMTS1	-2.2244
ZNF571	1.07
P2RY6	1.204
TRIM21	1.08166666666667
CADM3	-0.0195
NLRC5	0.9615
ADRA2B	-0.0403333333333333
LOC90835	1.968375
PCF11	-0.406
LOC400451	1.6
GLTSCR1	0.0523
C17orf88	-0.809666666666667
CDH16	-1.73175
FGF7	1.545
PCSK4	-0.757833333333333
NPC1L1	-1.33633333333333
TAT	0.09325
TBCA	0.66975
MGC33407	0.52175
GPR115	-1.487375
CYGB	-0.415
FNBP4	-1.501
C12orf43	-0.4865
CBL	-0.9848
CLECL1	1.71525
PPAPDC1A	1.4705
WDR25	-0.512166666666667
SGCA	0.113
C22orf29	-0.0573333333333333
YIPF1	1.11725
GALK2	-0.12225
RAB3B	-2.75933333333333
LOC440087	-0.59925
UCP1	-0.856
REEP5	1.952
FADD	0.7394
FOXA1	2.309375
CACNA1A	0.3365
ABI1	-0.444666666666667
GRIN2D	-0.68575
SLC1A4	1.151
LOC401127	-0.1265
HINT2	1.102
PLD4	-0.2095
ZNF286A	-0.586
ENY2	1.7405
IL1F6	0.3665
PXDNL	1.375
C20orf79	0.11425
TNFSF13B	4.133
DENND3	0.176875
JARID1D	-2.687
HIST1H2AK	1.000625
LOC93349	0.2345
SSH1	-0.2514
ENSA	-0.5785
LOC219854	-0.231166666666667
CKAP2	0.8702
DKFZP564J102	-1.12216666666667
MGC87315	-0.604333333333333
HNRPAB	-0.4475
AMH	-2.0325
ZNF526	0.438
BRUNOL5	0.7974
CACNG3	0.353666666666667
TRPM1	-1.67
PPP2R1A	0.00850000000000001
COL2A1	-1.4355
DDN	0.219333333333333
FLJ25770	0.2605
HK2	-2.09335714285714
ELOVL6	-0.66475
MDK	0.82775
EPHX1	0.47725
RASSF2	0.606625
DKFZP434B0335	-0.418
DLX3	-0.64075
PRTN3	-0.0205
AVPR1A	0.56225
C21orf125	-2.01
TNFAIP8	-0.360333333333333
GNB2L1	-0.4065
CALCRL	2.79775
SCGB2A2	7.008
UBXD7	0.633
ZNF674	-0.4405
TMEM35	0.1245
BRSK2	0.89625
HECTD3	-0.139666666666667
TMEM188	-0.122666666666667
LGALS9	1.626875
SCARB2	0.733333333333333
USP34	-0.481083333333333
C17orf28	1.2915
ZDHHC23	-0.96075
AQP12B	-0.5795
SLC16A3	-1.13575
APLP2	-0.702375
ITIH2	-4.99625
MICAL3	-0.110375
TNNI3K	2.423
HDAC2	-0.3255
PRR7	-0.2468
THBS2	0.258875
LOC751071	-0.186333333333333
CA2	4.69216666666667
RANBP17	1.21475
RLN3	0.48675
CRYZ	0.845166666666667
GBAS	-0.138166666666667
TAS1R1	0.27125
MPZL3	0.516
PCDH8	4.30025
HSP90B1	-0.293083333333333
KCNK15	1.562
TNIP2	0.124666666666667
GPR146	-0.5955
NOL6	-0.057375
SPC25	-1.79
STEAP2	1.59971428571429
VAMP3	-0.286166666666667
TCIRG1	0.88175
ZP4	0.0648333333333333
PARL	-0.370875
TRIM39	0.0725
KIAA1305	-0.183
CRNN	0.689666666666667
GRN	0.065
HSH2D	-0.39225
SCAMP1	0.702
KIAA1913	0.7035
PTS	0.22575
BANP	-0.596714285714286
PRKACG	0.18
ADCY6	-0.264
C16orf46	0.4875
CYP51A1	-0.590875
DDC	-3.5795
ANPEP	-0.629666666666667
PROM1	-2.0315
SIGLEC10	1.7455
COPG	0.6285
FAM26E	0.933875
TRIP4	0.12225
SNX3	0.611333333333333
C1orf175	0.419666666666667
PPY2	0.29775
C14orf152	0.27825
FTSJ1	-0.704
DST	-0.4615
LOC554235	0.20725
GLRX5	-1.222
C20orf12	0.845
CAB39	0.293
MSH2	-0.543833333333333
PIP4K2C	0.911375
CYLD	1.607125
WTAP	0.1139375
MGAT4A	1.10577777777778
TSC22D4	-0.518
CHRM2	-1.7015
PPYR1	0.340333333333333
CCNH	0.226
RRM1	-0.70725
ECAT8	-1.386
LOC400120	-0.4465
GABRA4	-0.136625
C14orf4	0.639666666666667
C1orf59	1.2875
CTDSPL	0.60725
NHEDC2	0.3385
PDE11A	-1.91746666666667
KLHL29	-1.66425
CD5	0.7102
TSPAN9	1.811625
WDR67	1.352
THUMPD1	0.581
C18orf17	0.70475
CLYBL	-0.198833333333333
FLJ13231	-1.180875
CMBL	1.033125
LECT2	-0.1555
NKAPL	2.1155
LOC654780	0.724
OR4C6	0.029
RAB30	-0.13
TSSK4	3.5085
TMEM163	0.648
OSBPL11	-0.172416666666667
GNB5	-0.302833333333333
CCL21	0.788
C1orf121	0.0688333333333333
FMO2	1.95816666666667
RPTN	0.3215
MSTN	0.6245
VCL	-0.586642857142857
FYTTD1	0.85875
C11orf1	0.22575
CCDC88C	-0.2029375
HFE	-0.7485
MOGAT1	-1.5215
FAM125B	0.981166666666667
IRGQ	0.0325
RAVER2	0.854
AKAP5	-1.1435
SSSCA1	-0.9205
C11orf63	-0.597125
ACTG2	0.5798
PORCN	-0.3595
DTL	-1.30818181818182
TMEM151	1.57225
FAM122C	-1.0855
RSAD2	3.9416
BAT4	0.4235
KRTDAP	-1.97983333333333
MYH8	-0.30375
CRTC3	0.7105
LRRFIP2	1.7458
INTS4	-0.815666666666667
TTN	-1.29166666666667
SLC26A5	0.253
PLLP	-1.15125
RGS6	-0.513125
SRGAP3	0.822125
ZNF525	0.00533333333333334
NBR2	0.819666666666667
C13orf1	1.6085
ZNF137	-0.311
CEP27	-1.41025
BEST2	0.5505
RNF121	-0.93825
DMRTC2	2.25975
C8orf76	1.52225
BCCIP	0.250625
MEST	-1.00425
HTRA2	-0.556
ANGPTL2	0.203
ILKAP	0.00766666666666666
ERAS	0.1155
HBS1L	-1.179
CPA5	0.064
TMEM30A	-0.2705
CD300LF	2.53616666666667
WISP3	-0.4235
CRK	-0.273357142857143
PDS5A	-0.0596
BRPF3	0.6525
NEDD9	-0.49975
SMPDL3B	-0.438
PSG6	-1.60325
PSMD13	-0.0885
ETV5	-2.132125
OR51A4	-0.0585
BTBD7	-0.4425
GSTO1	-0.554375
hCG_16001	1.233
MAD2L1BP	-0.299666666666667
COX6A2	0.0885
SCNN1A	2.33816666666667
LSM1	1.17966666666667
UGT2B11	-2.5175
IDUA	0.71425
PPP2R3C	-0.150333333333333
COX11	-0.634833333333333
PDZK1	0.4225
ZNF443	0.130666666666667
MGC21874	1.5375
ZNF323	2.097
KRTAP10-10	0.343
CXCL6	-0.48575
SLC34A2	0.6837
LOC284402	0.3265
NPTN	1.888
UPP1	-1.45
SLC6A9	-0.2655
OR7G3	0.5255
CISD1	0.105333333333333
ZNF545	0.3145
SYT14	-0.3495
NT5C3L	0.446166666666667
ZNHIT3	0.5105
SNRPD3	0.92
KIAA0701	-0.2475
UNC93B1	1.39183333333333
GMNN	-1.618625
SPCS2	0.987666666666667
LOC388524	-0.087
NAPRT1	0.15475
PNLIPRP1	-0.03525
OR6V1	1.273
PRKAB1	-0.939
EYA4	-3.7595
KIF20A	-1.0705
ALG10	-1.1555
ITPKC	0.516166666666667
LMX1B	1.1825
RPUSD4	-0.968666666666667
C7orf34	-0.0476666666666667
DLGAP2	0.238625
PFN1	-0.6892
MICALL2	-0.601416666666667
ZNF654	-1.521
SS18L1	-0.258875
SLC16A8	0.68675
MKI67IP	-0.1105
ITGB3	-1.79675
TCEA3	1.18266666666667
CEP152	-2.48825
CLIP1	-0.5975
ZNF75	0.9251875
ATP5C1	-0.526833333333333
NUDT5	0.524333333333333
PSCDBP	2.2585
UBP1	-0.44075
RBM27	0.6005
C13orf15	2.219
ZNF282	-0.159833333333333
ZNF222	0.2116
COL10A1	5.21125
PRDM15	-0.59175
TTTY5	-0.2755
FAM9C	-1.02841666666667
C20orf67	-0.031
GNG13	0.411
F12	0.65425
C1orf41	0.0485
CPXCR1	-0.822
GSK3A	0.363
SUPT6H	-0.2435
PI16	-0.850166666666667
ELL2	0.0155
C9orf167	-1.965
PVRL3	-3.033
FLJ38596	0.087
ADAM20	-0.144
GPR89A	-0.052
GPR87	-1.418
ZNF30	1.02975
SMR3B	0.449
ZNF770	-0.0935
TRPC4AP	-0.658
DKFZP686E2158	0.5825
C2orf28	-0.245666666666667
FREM1	-1.07483333333333
LAMA4	-0.0681666666666667
ADPRHL2	-0.0545
EIF4G2	-0.385
GUCA1A	-0.2395
CTNNA2	0.94175
NUDT15	-0.860166666666667
CEPT1	0.274
ZNFX1	0.5928
CCDC92	0.679
TDRD1	-0.435
KCNK5	-1.81833333333333
ETNK1	0.415416666666667
LTA	0.825
TTPA	4.44716666666667
B3GALNT2	-0.365875
SC65	-0.739666666666667
PEX5L	0.08775
EPS15L1	-0.225
MGEA5	-0.611125
HIST1H3A	0.701
ING1	0.078125
BCAT1	-3.031375
ORC6L	-1.50081818181818
KLK11	-4.28216666666667
C19orf28	-0.542
DNER	-2.2365
MED22	-0.318571428571429
ETV6	-0.149166666666667
CHAC2	-0.49175
CD300E	0.498
CEBPB	1.402
ZNF398	0.09875
LRCH3	-0.0845
HMGA1	-1.5405
CAPN7	0.560333333333333
MGC5566	-1.8615
CCL3	3.2
NANOS1	-0.098375
ZFYVE19	-0.241
APITD1	0.792166666666667
PARD3	-0.3275
IRAK4	0.319166666666667
SERPINI2	0.023
CEP170L	-0.38175
TTC9	0.78075
MYOM3	-1.39
MLPH	0.51575
LOC222699	-0.67
NRG1	-1.20775
TBC1D9	4.49745454545455
TTK	-1.75083333333333
ZNF557	1.0648
DDX41	-0.278666666666667
FANK1	1.997
UBE2D2	0.382125
PSMB10	1.14575
MYH7B	-0.000499999999999999
GABARAPL2	0.217375
MARVELD2	1.9795
DGCR2	1.13083333333333
UNC45A	0.314
C6orf72	-0.201
ZNF683	4.72475
GIT2	0.27525
CASK	1.06733333333333
C14orf161	1.01716666666667
LRRC44	1.31925
TIFA	0.216
UTP11L	-0.348625
C6orf65	-0.432
FDPS	-0.6765
DUSP9	-1.5727
SLC17A8	0.481666666666667
OR51G1	0.374166666666667
NANS	0.12375
OLFML1	1.15875
ATP10B	-1.176875
NPAS3	-0.6855
PRKCA	-2.3652
GGA2	0.0240625
LCE4A	0.439
SPANXN3	0.693666666666667
CCDC115	1.02325
SDCCAG3	-0.29725
GLIPR1L1	0.51475
TTC1	0.13425
C17orf76	1.28425
MAD2L2	-0.2295
HIPK1	0.0122
LRRC3B	-0.316666666666667
CLN3	-0.399136363636364
C17orf47	0.296
FMN2	-3.093375
TUBB1	-0.886
WAPAL	-0.222
C3orf21	-0.16075
SCN5A	-0.4145
SMYD1	0.02775
BEX5	1.9835
ZNF192	0.3105
SEC22A	-0.319833333333333
GRIA2	5.45442857142857
KIAA0825	-1.06975
NUSAP1	-0.890818181818182
LANCL1	-0.2025
C15orf40	-0.4193
ZNF645	0.1435
GPR61	0.385
NLRP14	-0.059
SNX21	0.5835
C1QTNF8	0.3405
C17orf46	0.20775
IFNA8	1.2275
SPRR1B	-1.62633333333333
FLRT1	0.271
SNX17	-1.41516666666667
ASB2	0.973333333333333
HBG1	-4.8575
RPRML	-1.19725
JOSD2	0.7615
PLSCR3	-0.136
SPOCD1	0.402166666666667
RAB39	2.2075
GHRH	0.0823333333333333
ITIH5L	0.00250000000000001
C17orf37	1.8095
SMCR8	0.42775
DPY19L2P3	-0.222833333333333
IL11RA	-0.466333333333333
GDF3	-2.98916666666667
RPS6KB1	-0.854666666666667
DNAJC19	1.1378
TOP1	0.2585
CRCT1	-0.338
MPST	0.607875
DPM2	0.647125
FAM38B	-2.87866666666667
SLC18A1	-2.0845
FARP1	-0.382833333333333
PAX7	0.40375
TUBD1	-1.3765
GNL3	-0.38325
BTG2	1.0926
NDUFS6	-0.1785
C1orf79	-0.639
ERAL1	-0.01775
ECHS1	0.55125
VPS4A	-0.234166666666667
CYP11A1	-0.8845
ABCC6	-2.014
PBX4	-0.588
MOSC1	-0.734375
NCF4	1.00325
HYMAI	0.474
NAGPA	-0.355875
OTOP2	0.477
ACOT12	0.18225
MTHFD2L	0.288
LOC441376	5.0995
C19orf34	-0.864
RAB1B	-1.08925
ALDOAP2	-0.5365
NTRK1	-0.944833333333333
ARTS-1	0.5361
SLC6A11	-1.033
NAP1L2	-1.5615
CNGB1	0.217333333333333
EPB41L4B	0.286416666666667
FAM134B	1.83725
HS3ST3A1	-1.19616666666667
CPXM2	4.526
SIRPB2	-0.158
CHORDC1	-0.1735
TRIB3	-0.362333333333333
SLC2A5	1.28175
C2orf49	-0.693166666666667
DDX5	0.01475
OR5L1	0.774
ANAPC4	-0.652666666666667
ZSWIM1	0.769125
LOC93622	1.006125
KCNK3	1.595
RP11-35N6.1	-0.933375
ZFP161	0.571166666666667
AQP9	3.45675
SLC15A2	-0.735666666666667
MREG	0.699666666666667
OR9I1	0.4595
PDLIM2	-0.166
ADAM7	0.5525
GSTCD	-0.382166666666667
WDR21A	-0.154375
SLC12A8	0.293166666666667
TMEM174	0.17175
IGSF3	-0.66925
LRRN1	-1.827
LOC402117	1.3485
SRPK1	-0.193
LY6K	0.5614375
NFIA	0.9115
PTCD3	-0.17775
LEP	1.27
PCDH21	-0.431833333333333
MAPKAPK2	1.0985
NMNAT1	0.492
LHFPL2	0.120125
C9orf43	1.161
DIP2A	-0.731
ACTR8	-0.399
CCDC34	-0.8285
PTPN22	0.254875
ITGA3	-1.214625
FAM129C	0.452
RABGGTA	1.09166666666667
UNC45B	0.58125
KIAA1033	0.109125
ZNF510	0.424833333333333
CYP2D6	-0.152333333333333
SLC26A10	-1.325
STX8	0.11625
LUZP1	-0.31175
WDR89	-0.461333333333333
EIF4G3	0.0425
C5AR1	0.89275
ZNF623	1.5055
A2M	-0.0025
TGM7	0.2375
GRPEL1	-0.0125
LMNB2	-0.7014
ROCK2	-0.3455
SNX16	1.982625
CCDC66	-0.144
ANXA3	-2.67875
KIAA1609	-0.319125
EED	-1.19725
RNF32	0.861333333333333
HES1	-1.0199
CLC	0.847
ISL1	0.152
KIAA0528	0.368625
MANEA	0.18325
C1orf61	-1.5095
hCG_2001000	1.3695
RAPGEF6	0.131
KIAA0020	-0.866833333333333
NEIL1	0.6165
C16orf45	0.6725
RBM10	-0.144333333333333
C10orf125	-0.394125
MRS2L	-0.59425
DNAH17	-1.343125
C19orf10	0.001
C1orf160	0.8945
SLFN12	0.1585
EXOC3	-1.09
HIST3H3	0.457
NCOR2	-0.222166666666667
TNFRSF9	1.2975
MFSD8	0.469
ALX1	-3.467
NOL1	0.51425
PODN	2.58325
TIAL1	-0.78075
HIST1H1E	0.0702499999999999
NPY6R	0.52475
TM4SF4	-0.54275
CORO2A	-1.41275
ETNK2	0.682166666666667
APOE	1.5358
ANGPT4	0.1035
HDGF2	-0.451
G30	-0.989
ST8SIA4	0.167625
F2RL1	-0.869
FAM19A4	-1.3185
CCAR1	-0.09025
B3GNT7	0.6035
OPHN1	-0.4276
DSCR6	2.0825
C21orf13	1.31033333333333
GAS2L1	0.345833333333333
RFX3	-0.766666666666667
COPS4	0.444
BCHE	-4.98366666666667
BCL2	4.325
HBZ	-3.02966666666667
ARL13B	-0.872125
MAPBPIP	1.018375
MYO15B	-0.52875
SPZ1	-0.349
KIAA1324	3.15166666666667
PLCL2	-0.368875
C4orf29	-1.3355
WDFY2	-0.934625
ZNF284	-1.6855
NAALADL1	-0.0695
DUSP5	1.21383333333333
PXDN	-1.19775
SLMO1	1.10125
TNXB	0.3195
BIRC7	-0.5375
A4GALT	1.8225
TIMM22	0.0245
FAM110C	-1.00725
TOMM34	0.054375
ABHD9	0.024
ADAM32	2.5815
CRHBP	0.00825
AQP2	0.5305
LOC130355	1.53675
ZNF187	-0.0361666666666667
ZNF816A	-0.085
F7	-0.59525
CNOT1	-0.6225
SLC13A4	-1.0075
ZBTB11	-0.66025
B3GALT5	0.42375
EXOC2	-0.268333333333333
IRS1	0.8975
TMEM1	0.067
MRPL34	-0.0253333333333333
SAMM50	-0.12625
CDC42EP3	-0.076
HSF2	-0.6465
MFN2	0.46
TSPAN7	-2.24366666666667
NUCB1	0.484583333333333
RHOH	1.942
ARL16	-0.333
TACR1	0.406
SFRS5	-1.04716666666667
SNX25	0.222375
RHBDF1	-0.939833333333333
PCDH18	1.11366666666667
HMG1L1	-0.24225
MYO5C	0.380625
MAPK10	0.9435
LDHAL6A	0.741
NUDT12	1.37966666666667
NCAM1	-0.048625
GLIS2	-0.048
GGTL4	0.265
DAPP1	-0.1125
ATF7	0.30425
KIAA0748	-0.543
NFIL3	-0.06475
TM6SF1	0.4597
SEZ6	1.876375
NANOS3	0.244166666666667
DNAJA3	-0.116
CLDN6	-1.814
CIITA	3.2746
EPHA4	-0.690666666666667
FANCC	0.63575
CMTM3	-0.551875
PSG3	-0.26125
MRPL15	1.2745
C21orf59	0.44925
PLCXD2	-0.0849999999999999
C2orf34	0.424375
UBE2L6	2.191625
MED14	-0.184
HP1BP3	0.1676
C6orf208	-0.2445
TPBG	1.36
OSR2	1.7565
XPC	-0.795666666666667
KLHL7	-0.60975
CCR3	-0.2902
AGTPBP1	0.468
PCSK6	-1.17646666666667
STAT5A	-1.4629
FAM18B	0.405
LONRF2	0.313833333333333
PTPN2	0.392625
SF3A3	-0.933333333333333
EFCBP2	-0.15375
HCFC1	-0.844
AHNAK	-0.8653
ACTR5	0.23425
KIF14	-1.51457142857143
TENC1	-0.33625
HEATR5B	0.7735
YIPF2	0.397
MYEOV2	1.203
DUSP18	1.71075
KIAA1012	0.926
AHR	0.976666666666667
C17orf53	-0.631833333333333
PTPRH	-1.66725
ATP6V1C1	2.1389
TAS2R3	-0.2705
LOC440356	2.83825
COQ10B	0.031
PSMF1	0.562666666666667
SORBS2	-0.927166666666667
NFE2L2	-0.447
TMCO7	0.2505
SH3PXD2A	-0.8449
SH2D2A	0.334
SPINK5	-3.0065
MRPS24	-0.21675
OPA3	0.24875
TRAF7	0.214333333333333
C4orf35	0.247166666666667
MT1G	0.4925
MGC39545	-0.0916666666666667
HS1BP3	0.4084
OR2B2	0.4605
CHRM4	0.6735
SFRP2	2.98566666666667
RIC3	1.67425
ART1	-0.208
C6orf1	1.336375
DUS4L	-0.53475
C10orf104	0.34975
TNFAIP6	2.901
RTEL1	-0.3335
CCT4	-0.4416
ZNF709	-0.39875
CHMP6	0.2375
UPP2	0.02
CYP19A1	-2.705
CD151	-1.33083333333333
NDUFA13	0.602
ARFRP1	-0.758333333333333
FAM26B	1.751
CRYBA1	-1.937
MRPL41	0.861
NPFFR2	-1.775375
HRH2	0.1575
SCAMP3	-0.1145
MTMR6	0.0343
MTG1	-1.4555
UBTD1	1.24
CRABP1	-2.5845
FLJ33790	-0.4247
KIAA1908	-0.487166666666667
GPR158	2.752
PACSIN3	-1.13533333333333
OMD	3.41683333333333
CATSPER1	-0.248166666666667
HOXB8	-1.94475
FBXO46	0.901
OAS1	2.0505
SVIL	0.55175
PHB2	0.104
ADCY3	0.2945
NDRG2	-0.2455
ERMAP	-0.2019
APBA2	-0.950333333333333
IGSF9	1.95775
WNT6	0.0667142857142857
MYCBPAP	1.5005
ATP2B2	-0.2034
CPVL	-0.4564
TRAM2	-0.534333333333333
NOP5/NOP58	-0.5125
ZNRF4	0.06625
TLK1	-0.3725
MTMR12	-0.373714285714286
ZNF384	0.224166666666667
FAM9B	-2.60675
RPN1	0.6776
PMVK	0.84325
EIF3D	0.1355
SIX2	0.95575
HPS1	0.697428571428571
RNF7	-0.62325
PSKH2	0.1185
KCTD13	-0.0861666666666667
CSMD3	-0.5013
FBF1	-0.763
IL8	-5.87175
SERPINB13	0.2315
FBXL20	-0.17275
BLR1	0.58325
SH2B1	-0.3715
RFNG	-0.463
RAB20	-0.2895
RBM7	-1.30225
POLR1A	-0.670833333333333
TMPRSS4	-1.931
TAF9	0.16025
TERF2	-0.118666666666667
TNFRSF1A	1.69608333333333
ACADVL	-0.636666666666667
GTF2H5	1.6725
EDG8	1.74733333333333
C9orf140	0.058625
UST6	0.373
ZBTB8OS	0.571
ZNF710	-0.1905
GPR174	-0.322
ATP6V0A2	-0.8185
KIAA0319L	-1.45033333333333
XKRX	0.022
DOPEY2	1.1353
SDHD	-0.42575
SUMF1	1.13425
OSM	2.543
OPN3	-1.95225
DAGLB	-0.468333333333333
PPFIBP1	-0.7742
TRIM63	-3.61275
C10orf53	0.3235
LYPD3	-0.788333333333333
BCL7A	-0.362875
AGER	-1.20433333333333
TCF19	-0.0585
SAT2	0.52075
PFTK1	1.958
GABRE	-3.08575
C15orf38	0.6812
FIS1	0.472
KCNV2	-0.091
CLPS	1.27425
PPCDC	0.342875
FOXN2	0.002
NT5E	-2.6316
CD83	1.28425
IL18	1.2865
VPS16	0.10675
IGFBP2	-0.138166666666667
NOTCH2	0.23975
SIGLEC1	3.106375
CD93	4.601
SULF2	1.86225
CEP164	-0.003
P53AIP1	0.176166666666667
TOR2A	0.386
ZNF136	0.19275
MGP	2.3357
CCDC144A	-0.445333333333333
TRPC1	-0.620333333333333
SMS	1.35483333333333
MAPK7	-0.5515
RRAGC	0.515
PARD6A	1.79916666666667
NUB1	1.22283333333333
SYNGR4	-0.01625
OR11H12	0.2885
WIF1	0.173
GCH1	1.01
OR11H4	0.5065
SLC44A5	-0.271
GPRIN2	-0.576833333333333
LOC401431	0.783
CPA4	-2.0379
MELK	-0.940666666666667
IL15RA	1.5055
CUL3	1.167625
HMBOX1	-0.9905
PODXL	-1.97675
CCT6B	0.463333333333333
COMTD1	0.01975
MUC20	-0.811833333333333
GPX2	-2.002875
ITK	0.426125
FBXL5	1.78
C13orf27	-0.625
DEFA5	0.06
TRHDE	-1.6445
MTP18	0.5935
UQCRQ	1.2604
ITGB2	1.73525
CSRP2BP	0.4435
TAS2R44	0.576
PHPT1	1.02025
FAM44C	0.2895
ERH	0.11975
MPHOSPH1	-1.08133333333333
MORC1	0.157
PARVB	0.23175
LAMA1	-2.10425
PGBD3	-0.046
GIMAP6	4.3175
AREG	0.879833333333333
LIPT1	-0.204
MGC99813	2.01425
C1orf201	0.744666666666667
GRIN2A	-1.199
MAN2C1	-0.9385
NSUN5	-0.91325
SF3B5	0.51525
MYC	-0.8626875
NRXN1	-0.890666666666667
ZNF18	-0.273
SPDYA	0.17325
SLC37A1	1.104
DECR2	-0.19675
ANKRD38	0.15275
SPTLC3	-2.36841666666667
SUPT16H	-0.839125
DTWD2	-0.29375
ULBP1	-0.104
ZADH1	-0.541
OIP5	-0.9305
IL10RB	-0.0978333333333333
OTUB2	-0.24375
VWA3A	-0.439
SPIC	0.9215
OR6C4	0.249
PSCD4	1.62216666666667
DPY19L2P2	0.097
TRAPPC6A	1.06216666666667
C21orf2	-0.860333333333333
CEMP1	0.7475
LIN7B	1.6935
E2F7	-1.41483333333333
VCP	0.164125
LAMA3	0.79925
BGN	1.2865
GPR160	-0.397333333333333
COCH	-3.25566666666667
GPR81	1.725
APOBEC3F	-0.8405
tcag7.1017	-0.60275
C1orf32	1.1705
SCGB1D2	5.311
FLJ43987	-0.631
C6orf170	0.35625
KLK9	0.652
GPD1L	-1.108125
VPS37B	-0.1825
ATG3	-0.570666666666667
ADAMTS17	-0.2725
KLHDC2	-1.00183333333333
NDUFV2	0.75625
BLK	-2.01625
MATN4	-0.933
GPM6A	4.94375
GBP4	3.83683333333333
TMEM162	0.394333333333333
PKP2	-2.452
HRASLS	2.60544444444444
MMP1	-1.40275
SFXN3	0.0121
FSD1	0.322166666666667
ST6GALNAC3	-2.34116666666667
CA12	2.5162
NCOA6	0.71475
C19orf58	0.3792
PPP4R1	0.307833333333333
MAN1A2	0.311833333333333
IKBKAP	-0.79225
UPF1	-0.0516666666666667
KIAA1219	1.30075
WNT16	-0.539666666666667
SNW1	-0.937125
IL18RAP	3.8765
RPP30	-0.2785
CDC40	-0.259785714285714
SETD3	-0.2825
SLAMF6	1.34625
ELK4	-0.4865
TRIM47	0.473833333333333
ACOX3	0.338875
TRIM6	-1.915125
KIAA0372	-0.0321666666666667
TP53AP1	1.31625
SMURF2	-0.88625
ADAD1	0.56825
EBP	0.2824
KRTAP13-2	-0.524
FLJ36874	-1.25833333333333
TOR1A	0.444166666666667
P2RY4	0.171
GPBP1	0.065
TRPV1	0.322
ADAMTS12	0.700666666666667
PES1	-0.6717
ATG4A	1.185
MAGEA10	-3.5605
WFS1	1.8115
CC2D1B	-0.0746666666666667
PABPN1	0.20325
SLC25A30	0.17525
SLCO1C1	0.185333333333333
SLC22A5	3.3705
KIF23	-0.849666666666667
SYN2	0.130333333333333
ASPN	7.19466666666667
CENTG2	-0.38525
QSOX2	-1.0233
FLJ10815	0.0613333333333333
STK24	-0.23025
SPEG	-0.196
STK10	0.0395
DACT2	-2.863
AAAS	-0.8055
SSX3	0.221375
ABCD3	0.334
C4orf12	0.42425
PARVG	1.2815
FIG4	0.45575
C9orf46	0.40175
TMCO6	-0.5155
IGHMBP2	-0.637
DUS2L	-0.578833333333333
FAM3C	-0.0520625
TMEM16D	-2.423625
DCTN4	1.01025
KCNH3	0.24325
EIF2AK2	0.6585
AP1S3	-0.608
CST4	3.1195
PAM	0.2001875
NUTF2	-0.5665
CITED2	-0.905
SLC39A4	1.5835
C2orf52	-1.605
GRM3	0.09325
C12orf49	0.15975
CCDC49	-0.1949
GRAMD1B	-1.133875
FNDC4	-0.3515
SIAH2	0.64625
GDPD4	-0.60025
C21orf87	0.58325
ATP5A1	0.6095
C16orf63	-0.2975
LOC388135	1.95233333333333
ATP5J2	-0.092375
MMP3	-0.2745
EMID2	0.04925
CRHR1	0.4035
WDR70	-0.33825
C13orf31	1.40675
ZFAND1	1.0225
CCL18	4.25916666666667
C3orf49	-0.00650000000000001
RINT1	-0.155
KIAA0408	-1.07483333333333
F13A1	4.4295
SLC10A1	-0.163333333333333
OGN	-0.87325
GIPC2	-1.5815
XPO6	-0.261333333333333
LCE1A	0.3995
FMR1	0.6987
LOC374920	0.11325
DUSP3	0.299125
ANKMY1	-0.1675
C7orf50	0.276
BBS9	-0.358
UNC119B	-0.5425
C9orf72	0.466625
MGC35440	0.9175
ENTPD6	0.37275
PPP1R2P9	0.887
ERCC4	0.06875
FAHD2B	-0.3695
HMHA1	1.509
HACL1	-0.4555
RAD23A	-0.504833333333333
FAM83B	-3.05075
PPP5C	-0.580833333333333
RNASEH2C	-0.077125
C9orf153	-0.1605
SCAMP4	0.76325
GHITM	0.6525
NDUFB7	0.61875
ADCYAP1	-0.140666666666667
SP110	1.6715
MAP3K7IP2	0.10725
DHH	0.1565
AGRN	-0.549357142857143
WDR33	0.102166666666667
CEP290	-1.403
PRPS1L1	-0.994166666666667
KLRA1	-0.733
GPR97	0.241
CHD7	0.99475
TLR10	1.64375
SLC30A8	5.2235
HIC1	0.990333333333333
IAPP	0.3005
RXFP4	0.5285
GP1BB	0.03925
SHQ1	0.484
NKX2-3	0.0781666666666666
API5	-0.3725
FTHP1	-0.443
MOV10L1	2.325
TRIM6-TRIM34	0.433666666666667
ADHFE1	0.03675
FAM117A	-0.3685
DDI1	0.228833333333333
CDON	-0.724166666666667
TRIM73	-1.8535
IGKC	4.886
MMP14	-1.19641666666667
DYNC1LI1	-0.361
C11orf66	0.35925
TRBV3-1	-0.5075
FASTKD5	-0.271
BIVM	-0.54875
LHX4	-0.3195
CXCL2	-2.1983
RAB2B	0.062
IZUMO1	-0.84475
MAP3K15	-2.13325
