Hybridization REF	TCGA-E2-A15J-01A-11R-A12P-07
TNFAIP6	2.0605
RTEL1	-0.39525
CCT4	-0.5688
ZNF709	-0.727
CHMP6	0.0531666666666667
UPP2	-0.153
CYP19A1	-4.4455
CD151	0.4545
NDUFA13	-0.2955
ARFRP1	-0.7705
FAM26B	1.3295
CRYBA1	-2.0875
MRPL41	-0.155666666666667
NPFFR2	3.7595
HRH2	0.544
SCAMP3	1.06433333333333
MTMR6	0.6965
MTG1	-0.571333333333333
UBTD1	1.192
CRABP1	-3.1715
FLJ33790	1.7198
KIAA1908	0.2105
GPR158	-3.501
PACSIN3	-0.106166666666667
OMD	2.43883333333333
CATSPER1	-0.681
HOXB8	-0.726875
FBXO46	1.292
OAS1	1.36216666666667
SVIL	0.819
PHB2	-0.47075
ADCY3	-0.2885
NDRG2	0.219333333333333
ERMAP	1.0085
APBA2	-1.60833333333333
IGSF9	2.0015
WNT6	-0.849142857142857
MYCBPAP	2.1415
ATP2B2	-0.567444444444444
CPVL	-2.1141
TRAM2	-1.05933333333333
NOP5/NOP58	-0.8575
ZNRF4	0.326
TLK1	0.168875
MTMR12	-0.0398571428571429
ZNF384	-0.160166666666667
FAM9B	-4.0415
RPN1	0.1979
PMVK	1.50325
EIF3D	0.7804
SIX2	1.537
HPS1	0.716714285714286
RNF7	-0.3195
PSKH2	0.748
KCTD13	0.460333333333333
CSMD3	-0.4657
FBF1	0.233
IL8	-2.17575
SERPINB13	0.765166666666667
FBXL20	0.16025
BLR1	0.671
SH2B1	0.308333333333333
RFNG	0.285375
RAB20	0.472
RBM7	-0.399
POLR1A	0.169
TMPRSS4	-1.7225
TAF9	-0.660625
TERF2	0.3855
TNFRSF1A	0.552083333333333
ACADVL	0.227166666666667
GTF2H5	0.179
EDG8	-1.344
C9orf140	-0.898
UST6	0.80225
ZBTB8OS	-0.847
ZNF710	1.0385
GPR174	-2.675
ATP6V0A2	-0.575
KIAA0319L	-0.433916666666667
XKRX	2.152
DOPEY2	1.1517
SDHD	-0.153333333333333
SUMF1	1.83625
OSM	3.3795
OPN3	0.60125
DAGLB	0.00216666666666667
PPFIBP1	-0.9459
TRIM63	-4.59975
C10orf53	-0.263
LYPD3	0.474333333333333
BCL7A	-0.126375
AGER	-1.4335
TCF19	-2.157875
SAT2	0.76025
PFTK1	0.761333333333333
GABRE	-3.353375
C15orf38	0.4369
FIS1	0.7245
KCNV2	0.248
CLPS	-0.266
PPCDC	-0.37625
FOXN2	-1.9275
NT5E	-3.4284
CD83	0.6245
IL18	1.306375
VPS16	0.17825
IGFBP2	-0.5965
NOTCH2	0.26875
SIGLEC1	2.60525
CD93	4.959
SULF2	0.25825
CEP164	0.264375
P53AIP1	0.538833333333333
TOR2A	-0.00583333333333332
ZNF136	-0.052
MGP	2.7089
CCDC144A	0.216333333333333
TRPC1	-2.0125
SMS	-0.841
MAPK7	-0.392166666666667
RRAGC	0.43825
PARD6A	0.741
NUB1	0.914166666666667
SYNGR4	0.8165
OR11H12	0.2325
WIF1	0.44475
GCH1	0.67325
OR11H4	-1.2615
SLC44A5	-0.8455
GPRIN2	1.03283333333333
LOC401431	-0.273
CPA4	-3.0017
MELK	-2.50955555555556
IL15RA	0.3525
CUL3	0.408875
HMBOX1	0.059
PODXL	-1.9655
CCT6B	-0.0511666666666667
COMTD1	-0.14925
MUC20	1.29616666666667
GPX2	-3.811625
ITK	-3.390875
FBXL5	1.0455
C13orf27	-1.853
DEFA5	0.2505
TRHDE	-0.0495
MTP18	0.00716666666666667
UQCRQ	-0.0919000000000001
ITGB2	1.20591666666667
CSRP2BP	0.17625
TAS2R44	0.123
PHPT1	0.07575
FAM44C	0.04375
ERH	-0.22325
MPHOSPH1	-1.52066666666667
MORC1	-1.413
PARVB	0.3965
LAMA1	-2.41108333333333
PGBD3	0.00825
GIMAP6	3.048
AREG	1.257
LIPT1	-0.148
MGC99813	-0.1865
C1orf201	0.245
GRIN2A	-1.02688888888889
MAN2C1	-0.351125
NSUN5	-0.46725
SF3B5	-0.00675
MYC	-0.3903125
NRXN1	-1.50254545454545
ZNF18	0.52425
SPDYA	-0.25575
SLC37A1	1.2665
DECR2	0.5615
ANKRD38	0.54675
SPTLC3	-0.60075
SUPT16H	-0.594
DTWD2	0.27675
ULBP1	-0.656
ZADH1	0.683333333333333
OIP5	-3.0625
IL10RB	-0.317166666666667
OTUB2	0.154
VWA3A	0.413666666666667
SPIC	0.5945
OR6C4	0.4525
PSCD4	0.812666666666667
DPY19L2P2	-0.731
TRAPPC6A	0.712166666666667
C21orf2	0.134
CEMP1	0.535
LIN7B	-0.0525
E2F7	-2.92
VCP	0.0035625
LAMA3	-0.792181818181818
BGN	1.653
GPR160	1.44466666666667
COCH	-5.36116666666667
GPR81	2.22983333333333
APOBEC3F	-2.32275
tcag7.1017	-0.718
C1orf32	0.293
SCGB1D2	0.46875
FLJ43987	-0.67
C6orf170	0.607
KLK9	0.33
GPD1L	0.322625
VPS37B	0.18425
ATG3	-0.687666666666667
ADAMTS17	-0.7855
KLHDC2	0.187333333333333
NDUFV2	0.10725
BLK	-2.911
MATN4	-1.728
GPM6A	2.14375
GBP4	1.628
TMEM162	0.201666666666667
PKP2	-0.1615
HRASLS	-4.13022222222222
MMP1	-3.66425
SFXN3	-0.0551
FSD1	-1.80416666666667
ST6GALNAC3	-2.75166666666667
CA12	2.8763
NCOA6	0.08275
C19orf58	0.286
PPP4R1	0.4405
MAN1A2	0.702
IKBKAP	-1.024
UPF1	-0.1315
KIAA1219	0.89475
WNT16	0.322833333333333
SNW1	-0.146125
IL18RAP	0.1835
RPP30	-0.3265
CDC40	-0.0709285714285714
SETD3	0.1405
SLAMF6	0.02575
ELK4	-0.328
TRIM47	0.779833333333333
ACOX3	2.488375
TRIM6	0.21425
KIAA0372	-0.243
TP53AP1	1.071125
SMURF2	-0.7685
ADAD1	0.641
EBP	-1.8094
KRTAP13-2	0.091
FLJ36874	-0.518166666666667
TOR1A	-0.455833333333333
P2RY4	1.612
GPBP1	-0.2945
TRPV1	0.453125
ADAMTS12	-0.277333333333333
PES1	0.5266
ATG4A	0.605166666666667
MAGEA10	-4.37925
WFS1	1.32775
CC2D1B	0.083
PABPN1	-0.268375
SLC25A30	0.32575
SLCO1C1	-0.470666666666667
SLC22A5	1.5935
KIF23	-2.39383333333333
SYN2	-1.00883333333333
ASPN	7.96733333333333
CENTG2	0.19675
QSOX2	-2.9194
FLJ10815	-0.237
STK24	0.3896875
SPEG	-0.3515
STK10	-0.232666666666667
DACT2	-3.024
AAAS	-0.19575
SSX3	-2.052625
ABCD3	0.0393000000000001
C4orf12	-0.292625
PARVG	0.417333333333333
FIG4	1.68325
C9orf46	1.23975
TMCO6	0.0345
IGHMBP2	-0.58675
DUS2L	-0.625833333333333
FAM3C	-0.4516875
TMEM16D	-2.094375
DCTN4	0.549
KCNH3	-0.2595
EIF2AK2	-0.618
AP1S3	0.967125
CST4	-0.5335
PAM	-1.372625
NUTF2	-0.9625
CITED2	1.5695
SLC39A4	0.558
C2orf52	-0.6295
GRM3	-0.10425
C12orf49	0.8425
CCDC49	-0.5641
GRAMD1B	-1.075375
FNDC4	-0.74575
SIAH2	2.594
GDPD4	-0.2435
C21orf87	0.7285
ATP5A1	-0.1175
C16orf63	-0.2855
LOC388135	-0.3796
ATP5J2	-0.647625
MMP3	-1.649
EMID2	-0.0115
CRHR1	0.2465
WDR70	-0.138
C13orf31	1.54375
ZFAND1	0.40275
CCL18	2.16083333333333
C3orf49	-0.36
RINT1	-0.5995
KIAA0408	-2.73333333333333
F13A1	4.1971
SLC10A1	0.055
OGN	1.4775
GIPC2	-3.25183333333333
XPO6	0.00483333333333334
LCE1A	0.9355
FMR1	-0.2011
LOC374920	-0.51075
DUSP3	0.515
ANKMY1	2.2165
C7orf50	-0.472
BBS9	-0.2629
UNC119B	0.603125
C9orf72	-0.224375
MGC35440	-0.7305
ENTPD6	-0.05
PPP1R2P9	0.0995
ERCC4	0.13625
FAHD2B	-0.048
HMHA1	-0.5515
HACL1	-0.7115
RAD23A	-0.7035
FAM83B	-2.8105
PPP5C	0.0671666666666667
RNASEH2C	-0.765125
C9orf153	-1.21925
SCAMP4	1.028
GHITM	0.2873
NDUFB7	-0.203125
ADCYAP1	-0.526333333333333
SP110	1.6755
MAP3K7IP2	-0.461
DHH	0.468
AGRN	0.783857142857143
WDR33	-0.497166666666667
CEP290	-1.21633333333333
PRPS1L1	-1.97816666666667
KLRA1	-0.329
GPR97	-0.139
CHD7	-1.55566666666667
TLR10	0.54425
SLC30A8	-0.242
HIC1	0.886666666666667
IAPP	-0.3995
RXFP4	0.24075
GP1BB	1.706
SHQ1	0.751
NKX2-3	0.471333333333333
API5	0.13675
FTHP1	1.2965
MOV10L1	0.4636
TRIM6-TRIM34	0.941333333333333
ADHFE1	0.2355
FAM117A	-2.33525
DDI1	0.135
CDON	-0.3425
TRIM73	-1.3265
IGKC	0.1365
MMP14	-0.500083333333333
DYNC1LI1	-0.950625
C11orf66	0.764
TRBV3-1	-1.12775
FASTKD5	-0.35175
BIVM	-1.26825
LHX4	-0.12775
CXCL2	0.2488
RAB2B	-0.435666666666667
IZUMO1	-1.05675
MAP3K15	-2.3275
FAM19A2	0.00983333333333333
ZC3H8	0.476333333333333
ZMAT1	1.976625
SPINK5L3	-3.099
SLC10A6	2.587
APPL2	0.178375
CARD10	0.568166666666667
LOC402176	0.045
EEF1D	1.1229
RAB6A	0.3305
C12orf5	-0.387
PAPOLG	0.8165
MSRB2	1.09825
BCR	0.739555555555556
PUS3	0.15375
TIAM2	-0.67725
ZNF317	0.354166666666667
CHD2	-0.106928571428571
FZD5	-2.23886363636364
NUDT8	-1.58425
ZNF763	-0.634
PRC1	-2.18633333333333
ABCB9	0.464666666666667
SPATA3	0.578
TRAK2	0.001
STAB1	2.768375
LRRTM2	-0.333333333333333
psiTPTE22	1.6055
DBI	0.02175
SERPINA11	-0.07725
NAT5	0.4315
C20orf58	-2.5295
RPS6KA4	-0.046
FLJ90650	-1.605
TGFBRAP1	-0.20675
CHRDL2	0.95275
FAHD2A	-0.476
CNTN1	0.32475
BBS4	0.0292
TMEM181	0.4235
MINPP1	-0.1135
MPHOSPH6	-1.34391666666667
HOXC10	1.3235
ITPKB	0.5375
CLPTM1L	-0.2865
MEOX2	-1.07316666666667
ATP6V0C	0.494875
PRPF8	0.0136666666666667
TMC5	4.53075
FKBP3	-0.38125
PLEKHB2	-0.400125
OR4D6	0.525
ZNF544	-0.224
D2HGDH	0.3135
RPL18A	0.896
HEL308	-0.50225
MPP6	-2.327
TCERG1	-1.43875
KRT16	-2.263
KLF17	-2.192
KLF5	-3.918125
CDR1	0.8885
VCX3A	-4.102
FBLN2	0.221125
C14orf104	0.2325
HBE1	-4.9453
OR4S2	2.356
C1orf108	-0.585
ROBO4	2.99166666666667
CPEB4	0.80325
C11orf80	-1.12366666666667
BCKDHA	0.986
MYOC	-0.48275
GIF	-0.118
CKMT1A	-0.2455
RPL3	1.5637
THBS1	2.74175
APOO	-0.849
ARMCX1	1.547
HSZFP36	0.32925
SNAPC5	-0.3375
EIF4ENIF1	0.921
ZNF433	0.0305
TNFRSF21	-0.531375
TMPRSS7	0.765
SPATA18	2.1006
HPDL	-2.8125
MKL2	1.7103
TBX3	1.22646153846154
C21orf93	0.5685
DAXX	0.3485
ELMO1	0.304125
RGS13	0.107333333333333
TAF11	-1.29825
UNC13A	-2.282375
LOC653314	0.2244
ORC3L	-0.65425
IMAA	-1.9055
TARBP2	-0.09675
CABIN1	-0.0814
TRIOBP	-0.0565625
HIST1H2AC	1.194
RGS22	3.14183333333333
NCOA1	0.636
IL25	1.075
SNCG	0.7795
GPR6	0.8525
AMDHD1	-0.8285
CHEK2	-0.62275
C6orf142	-0.96475
DRD4	0.633
C14orf68	-1.20375
GDF11	-2.49375
SEMG2	0.381
CD247	-3.63925
CDAN1	-0.3565
RBMX2	0.0301666666666667
TGS1	0.0705
OIT3	-0.67125
SYF2	0.71175
MCM4	-2.176125
PKHD1L1	-0.487428571428571
CEP192	-1.04783333333333
IFT88	1.633
RPL9	0.951
RAB32	0.401875
DDX43	-3.1355
P2RX2	0.4935
OR5D18	0.303
UBE1	0.224166666666667
SLC24A1	1.075875
ARHGAP5	-0.79125
CETP	-1.30975
KIAA1731	-0.943333333333333
SLC9A4	0.629
PTPN6	1.436
BAHD1	-0.424
GRIK3	1.4335
CACNB2	-0.5636
PDE10A	-1.299
DGCR14	0.3125
PCDHB9	-1.26466666666667
RHOQ	-0.675
MAP3K4	-0.05425
KTI12	-0.326
RPL23AP13	-2.78375
GNG11	-1.7725
CLCN3	0.371
GPAM	-1.053625
VSTM2A	0.683
SLAMF7	1.44683333333333
INTS2	-0.83275
PPP2CA	0.3928
LRP12	-1.3
SEC14L2	1.61633333333333
DKFZP586H2123	1.00825
MC3R	0.412
CIRH1A	-1.91783333333333
HIST1H2AB	-0.2885
POLH	-1.398
MGC16703	-2.32066666666667
SNAPC2	0.762
FILIP1L	1.29375
RASGRP4	0.568
LRRC1	2.2855
GAS1	0.5135
PRAC	-0.994333333333333
DGKA	-0.615166666666667
NT5C3	-0.27125
PEG3	-5.35308333333333
NADK	-0.21475
PRR17	1.54575
LOC374569	-0.68925
SGSH	0.236833333333333
NLRP8	0.863
GALT	-2.2379
MCF2	-1.0105
ZNF263	0.95625
TACSTD1	0.930666666666667
TYR	-6.339
ATP6AP2	0.09775
RNUXA	-0.63275
ABHD10	0.5306
GDPD2	-1.983
SLC35C1	0.55075
UBE2A	0.083875
HERC5	-2.22733333333333
FAM112B	-4.845
FBXL16	0.58425
DKFZP434A0131	-1.195
ELA3A	-2.2485
RBM41	-1.056375
HAO2	0.229
RNH1	0.04575
SHANK2	0.776333333333333
OSBP2	-1.33275
DAK	0.487666666666667
C3orf58	-1.58475
TCL1B	-0.982
KBTBD2	-0.276
SUGT1L1	0.505
UBE2E2	-0.252166666666667
MYL9	2.09975
CDC23	-0.954666666666667
PBXIP1	1.4906
CXorf40B	0.6425
NBL1	-0.06025
RTBDN	0.679
RAB11FIP5	0.614625
TTTY13	-0.353
SCOTIN	0.471416666666667
SOHLH1	-0.856333333333333
CDKN1A	-1.16878571428571
NCK1	-0.0835
ZNF550	-0.2405
SAPS3	0.822416666666667
SPIN3	0.517666666666667
MAGEE2	-1.171
MIS12	-0.809833333333333
OR8H2	0.527
KIAA0774	-2.0545
UNC5D	-3.1125
CUL7	0.294166666666667
LIPC	-3.71516666666667
DIO1	0.5125
C20orf11	-0.1587
CTRL	-0.98925
HS3ST2	-0.34525
PAK4	0.8645
CCRL1	1.62125
RNF10	0.160875
ZNF567	-0.042
ZNF660	-2.8925
TCEAL3	0.28575
MAGOH	0.0138333333333333
CENPB	0.0616666666666667
C19orf7	0.741375
LOC388965	-0.05925
ZCCHC13	-0.201
JMJD1A	-1.0245
HIST1H4H	0.2325
TBRG1	-0.4755
GPC3	-2.8415
TAF1C	-0.586875
EBNA1BP2	-0.5805
CIAPIN1	-0.67575
PDGFRA	-1.71433333333333
CSTB	-0.492375
CENPI	-2.63316666666667
GTF2E2	-1.57416666666667
RPP21	-0.169
CCNF	-1.54583333333333
KCNQ3	1.1965
FAM79A	0.926
SLC22A12	0.7565
NOVA1	-1.87
FZD3	0.5126
AKAP8	-0.73975
SOCS5	-0.47725
CFDP1	-1.36275
DLG5	2.26175
PGM5	0.607333333333333
C1orf144	0.0744166666666666
HDAC10	-0.4185
RND2	-0.03475
C20orf199	-0.10225
RNMT	-0.70075
SLURP1	0.211
ASTN1	-0.617625
SH3BGR	1.77475
MYCL1	-0.095
ZHX1	0.101666666666667
CENPK	-3.07625
FOSB	1.6545
LOC643406	0.562375
C2orf59	-0.1065
TMEM135	-0.743875
SLC27A2	-0.371
KRT33A	1.8345
OVOL1	0.95625
PAMCI	-3.6715
S100A7	-2.384
ZNF789	-1.424
HARS2	0.29325
RPL23A	0.805833333333333
TCF23	0.677
UPF3B	-1.56775
C17orf78	-1.48
HLA-DOB	-0.319333333333333
C14orf142	0.254666666666667
TEKT5	1.3865
DMWD	0.7475
POLD1	-1.81566666666667
GSCL	-0.3535
CALD1	-0.7836
SCRT1	0.977166666666667
AIG1	0.677
UNC84B	0.4545
ZNF404	-0.97825
TMED6	-4.29525
KIAA1462	0.0315
LRRC27	1.68266666666667
PYGO1	-0.3045
PIGU	-0.299666666666667
ALAS2	-3.97016666666667
WRNIP1	0.574
CNNM3	0.2505
ZNF2	-0.31975
ST3GAL5	-1.70108333333333
MRPL23	0.20875
TSSK6	-0.15175
PSMA6	-0.78075
C16orf70	-0.69725
KIAA1602	-0.20625
ALMS1	0.220166666666667
DCN	1.574375
TMEM132D	-1.07233333333333
SUCLG2	1.52075
ABHD14A	0.454
DEXI	0.790166666666667
AMPD2	-0.7085
IFNAR2	-0.876666666666667
CYB5A	2.847
TLOC1	0.4144
NXF5	-0.418666666666667
NRBF2	0.098
KCTD3	2.44725
ITGAE	-0.676333333333333
SLC30A3	-2.44583333333333
ZRF1	-0.963
IFRD2	-0.345625
XAB1	-0.43
PYCR2	0.0311666666666667
SERPINB3	-3.9835
TMLHE	0.4259
GEFT	-1.034
ABCA5	-0.072125
EMR4	-0.173166666666667
TSFM	0.13675
HIST3H2BB	0.013
ARHGEF19	1.19275
TSPAN17	0.572333333333333
ABCC8	2.49475
MAP1S	0.5145
C22orf36	0.88425
BNC2	-1.37992857142857
HIST1H4A	-0.772
NDUFS3	-0.455166666666667
WDR3	-0.380666666666667
XKR4	-1.04633333333333
TTC33	-0.425076923076923
STMN2	2.3425
CPN2	-0.969333333333333
HSPC105	0.520875
PCOLCE2	-6.048
C3orf55	0.494
KLHDC9	3.77733333333333
TBC1D23	0.0735
ATXN2L	-0.579333333333333
MAP2K3	-0.00983333333333333
SCAP	-0.01275
ZNF486	-0.171833333333333
C20orf96	-0.67225
NARS	-0.2205
ADAMTSL1	-0.909285714285714
PRCC	0.891
CCDC126	1.7015
ZNF675	-0.82875
CALCOCO1	1.30675
ANKRD43	-1.916
CWF19L2	0.1465
ZBTB32	0.538333333333333
BRAF	0.30925
ODF4	0.32775
MGC14376	0.0681666666666667
HORMAD1	-2.8566
AAK1	-0.463090909090909
PEBP1	0.343333333333333
TNFSF5IP1	0.168333333333333
DKFZp564N2472	0.1355
RMND1	1.29575
IGKV1-5	0.23275
COL1A2	2.06975
SERPINA5	-0.1745
AANAT	0.6435
C19orf21	1.43366666666667
GEMIN5	-0.3505
UBR4	-0.360833333333333
LTBP3	1.27833333333333
AMHR2	-2.69783333333333
PROCR	-2.3745
MYBBP1A	-0.45625
C20orf39	0.8745
ZNF697	-0.552375
PASK	-0.5112
ZNF776	0.112166666666667
RFXDC2	-0.635875
KIAA0467	0.13325
C10orf96	-2.028
ZNF503	-2.5725
GULP1	0.616083333333333
KCNE4	2.55683333333333
DKFZp434K191	-0.102625
LOC196913	null
BHLHB4	1.443
CH25H	-1.2255
LOC81691	-0.965333333333333
ALPL	-0.787142857142857
COL12A1	2.331625
FOLR3	-2.66216666666667
GPR123	-0.2885
TRIM62	0.651928571428572
ABLIM1	0.685
MAST3	0.06325
RHBDD1	0.7405
LOC338809	0.004
RYBP	-0.67425
TTC26	0.226
ZNF22	0.161
ISCA2	-0.447
RDM1	-1.98
PIGM	0.741
GNB3	-1.325
ACTR2	-0.3224
HMGB1	-0.55885
EDG1	1.989
SOAT2	-3.617
OR10AD1	-0.427
RAP1GDS1	1.26875
LCE1F	0.606
ESM1	0.005125
RCN3	1.843
CREBL1	-0.21225
DBNL	-0.1
PTGER3	1.96075
USP30	0.6275
BCL2L12	-0.698166666666667
KIF26B	1.83075
ZNF416	0.1915
ZNF225	-0.181
C17orf70	0.223
ZNF554	0.62675
RAE1	-0.925166666666667
TNIK	0.831666666666667
ACTN3	0.314
MGC45922	1.746
CCNA1	-1.26866666666667
RYK	0.492
IL26	0.488
LRP3	1.237
QARS	0.667
SOX7	0.0682857142857143
BID	-0.484625
OR2S2	-0.189
CXCL14	4.231
C11orf47	-0.996
MGC29891	1.19666666666667
HSPB8	0.8258
PRDM14	-2.576
NUFIP2	0.267
MNAT1	-0.339875
ZDHHC2	-1.7935
MBNL2	0.10825
ADD3	-2.7295
CSNK2A1P	-0.61675
KLK6	-2.6245
TMEM111	0.1354
KIAA1279	0.38775
NUBP2	0.64
RAB42	-0.55875
ID3	-0.5824
TM9SF1	0.32325
MDP-1	-0.878
POU4F2	0.546
IQCK	2.21475
C16orf14	0.112
CAPN3	-2.106875
FAM43B	-0.136
RECQL	-1.433
AP1G1	-0.682928571428571
CTNNBL1	-0.690666666666667
ECHDC1	-1.65533333333333
SMARCC1	-0.385
FOXQ1	-1.9565
GNAI3	0.229
POLG2	-1.61175
CD4	1.4125
ITLN1	-1.02066666666667
EBI2	3.105
IRF1	1.17975
PTPRE	1.8963
PTK2B	-0.47875
NXNL2	0.3685
SOX4	1.04316666666667
TSPAN3	-0.00533333333333333
SH2D1A	-4.55216666666667
C8orf58	-1.13816666666667
USP20	-0.375
DUSP22	-0.756083333333333
CALB1	-2.713
L3MBTL2	1.42925
MCRS1	0.073
TMEM118	-0.774833333333333
C18orf8	0.465166666666667
FLJ10241	0.16075
GJA12	-0.34475
PKD1	0.356833333333333
ZFP3	0.425
JAM3	-2.300625
LAPTM4A	1.0437
DIRC2	0.26825
KIAA2022	-0.332
MYOM1	0.062
TRPM8	-3.639
MOP-1	2.0115
PHKG2	0.21725
ZNF650	0.879125
KIAA1522	1.468125
PSG8	-0.959
DDX19B	-0.9775
MOBKL1B	-0.0165
DIAPH2	-0.484
PTPN12	-0.11975
CLN8	-0.3067
CRYZL1	-0.326333333333333
CRY2	0.0589166666666667
FCGR2B	3.563
PNPLA4	1.890375
ZNF454	-1.588
DKFZp434B1231	-0.245
CLDN11	0.2643
RFWD2	0.899833333333333
CIB2	-1.9145
MXRA8	2.533
HRK	0.613875
MAML2	-1.38325
C4orf31	-0.464
C6orf192	0.37375
COG6	0.74225
FAM5B	-0.65225
NFATC1	0.7706
SEPT10	-1.03225
SCYL1	0.158
RPP40	-0.267
SCOC	0.5136
KIAA1450	0.7045
CTDSPL2	-0.6505
TBX5	0.8766
NAPG	-0.396125
RHD	-4.27575
C14orf45	2.76333333333333
ZBTB22	1.071
PLCG1	-1.6175
ANKRD10	-0.112625
AQP7P2	-0.09175
TAGLN2	0.663666666666667
HTR2C	-1.64783333333333
SLC16A7	-2.5335
C17orf83	0.953
TSGA14	0.00641666666666668
MDH1	-0.87675
PPP3R2	-0.117
DCBLD2	-2.29407142857143
RBM33	-0.702125
DPH3	-1.762
SYT10	-1.95316666666667
FMO4	2.38275
THYN1	-0.7045
DRD5	-1.6015
OTOR	0.477833333333333
PGRMC2	0.9363
KATNAL1	-1.05325
PAQR6	-1.48325
UBE2I	-0.34
C14orf28	0.18775
C8orf70	-1.30375
FLYWCH1	0.00300000000000001
ANGPTL3	-1.52475
GLRX2	0.474
ATP11A	-0.966428571428572
ARL5B	0.117875
MUC16	-2.64325
SLC25A5	-0.877428571428571
ACRC	-0.95825
MYO1C	-0.0667500000000001
FAM89B	0.936333333333333
FAS	-0.4965
KIFAP3	1.4695
GLRA2	-0.953
BTN3A2	-0.1396
CNKSR3	0.9105
CSTF3	-0.287333333333333
ARPM1	0.884
KIAA1530	-0.014
C9orf150	1.45433333333333
PRKCI	-1.22725
tcag7.1015	-1.0655
SOD3	-1.756
ZNF574	0.7245
CYP21A2	2.8395
RPL12	1.14475
COMMD2	-1.201
WIZ	0.05575
LOC344405	-2.42
ALDH4A1	-0.0708823529411765
CRYAB	0.42625
COPA	0.698466666666667
PCDHGA7	0.785833333333333
KIF11	-1.812
RASD2	0.428375
SLC26A3	2.8305
ZNF175	-0.9085
JAKMIP2	-2.776375
C8orf4	3.70183333333333
PTHLH	3.79875
SLC40A1	4.90766666666667
OR7D4	0.271333333333333
PCDHB17	-0.309
CD36	0.388357142857143
C6orf203	0.4637
PRKG2	-0.4915
LOC400566	2.19175
ANAPC13	0.563
SLCO3A1	-1.09625
ZNF692	-0.15
FANCL	-1.233
SH3GLB1	0.56975
C12orf61	-0.3395
KBTBD6	-0.29225
SUPT5H	0.052
XRCC6	-0.0141
HUS1B	-1.2622
FAM133B	-0.630571428571429
LOC728276	0.794
KCTD18	1.07725
SOS2	0.924833333333333
CCDC99	-2.1075
C1QTNF5	3.33
NNAT	1.89116666666667
USP16	0.02825
LARS	-0.57375
ZBTB2	-0.154875
ABO	0.268166666666667
TRAF3	-0.14225
GALNT5	-2.0755
NAP5	-0.166
ALG14	1.15266666666667
KIAA0515	0.0895769230769231
WDR75	-0.352833333333333
TEX261	-0.079
LY86	0.7795
LOC389072	-1.6445
FLJ13611	0.1155
MRGPRX2	0.472
SNRPA	-1.02425
OR2G2	0.254
GPRASP2	-0.1475
C7orf42	0.3535
C9orf163	-0.182
CYP11B2	0.093
FCRL3	1.0426
PRDX1	-0.788
FGB	-6.32016666666667
COX17	0.6495
C16orf33	-0.12
PIWIL1	-0.1465
FOLR1	-3.13366666666667
KIAA0082	-0.28375
FREQ	-0.516333333333333
TMCC2	-1.60466666666667
TCF12	-0.237416666666667
ZNF721	0.22675
FAM130A2	0.5085
POU4F1	-2.788
SNRPF	-0.50525
SGIP1	0.626666666666667
ZNF641	0.432833333333333
EMG1	-0.45625
PRRG4	0.4935
HIRA	-1.27375
MYNN	0.5815
AEBP2	-0.205833333333333
TBXA2R	0.5855
ISL2	-2.029
PCDHB11	-0.952
RNF144A	-1.1025
MARCH5	0.5415
DULLARD	0.216666666666667
DCLRE1B	-1.24716666666667
ITGA8	-0.41725
TP73	-0.0751250000000001
PRKCD	0.99275
NDUFB4	0.08125
ATP13A4	0.502625
ANTXR2	-1.07433333333333
COL4A3	-1.4762
MYO10	-2.6718
SLC6A18	0.6785
PEX1	0.40925
TMEM74	-1.45666666666667
RBM19	0.8025
TAPBP	0.6098
RUNX1	1.430375
MID1	-2.83958333333333
GPR64	-2.55733333333333
RASEF	4.52225
GABRG1	-0.710142857142857
MYO16	-1.122
DBF4	-2.32133333333333
TSHZ2	1.1745
RIPK2	0.686625
PPTC7	-0.461833333333333
KIF4B	-1.3585
LRRC31	4.15225
ZNF540	1.443
EFNB3	-0.0261666666666667
LOH12CR1	0.72825
STON2	0.915166666666667
GLP1R	0.3675
CSTF2T	-0.044625
IREB2	-1.114875
GRSF1	0.0005
PDCD7	-0.758833333333333
LRRC43	1.927
CNR1	-0.409666666666667
IL1F7	-0.4605
C12orf64	-1.88066666666667
FAM69B	-1.03075
NR2E1	-2.60666666666667
MS4A6A	1.3458
FTL	-1.2553
C7orf36	-0.21725
PCLO	0.8148
DYRK2	-0.779416666666667
ARIH2	-0.720125
SAMD7	-0.103
SCNN1D	0.22325
SLC32A1	-0.94675
C22orf25	-0.140333333333333
MRPS18A	0.2694
GPR112	0.9225
EARS2	0.6325
ERN2	1.084
ATPBD3	0.458
PRH2	0.0005
CDKN2D	-0.715333333333333
PGLYRP2	3.8345
TRIM40	-0.77625
SEC14L3	0.2054
SLC22A1	-0.71425
BTN2A3	-0.49
RASA4	-0.273
CCNL2	-0.338
MYBPC3	0.5455
GJA4	3.3895
CDC42SE1	1.15475
TRPV2	-1.79075
MYPN	-4.08875
SIM1	0.262
CDADC1	0.355583333333333
ZFHX4	-0.51775
NIBP	1.30033333333333
ADAMTS19	-3.645
ABTB2	-0.53525
TSPYL2	-0.757125
EIF2S3	0.7736
SOX30	-0.21725
AP2A1	0.2765
DKFZP564O0523	-0.16
LOC285398	0.405
CDH18	-6.1565
CHL1	0.523375
GATS	-0.9921
TBC1D2B	-0.625666666666667
OR1J1	0.159
GSN	-0.0496666666666667
DPCR1	-0.090875
