Hybridization REF	TCGA-AR-A1AQ-01A-11R-A12P-07
SVIL	2.36175
PHB2	0.12075
ADCY3	0.233
NDRG2	0.870833333333333
ERMAP	0.7952
APBA2	1.08066666666667
IGSF9	2.0575
WNT6	1.06992857142857
MYCBPAP	0.027
ATP2B2	0.0734
CPVL	-0.2836
TRAM2	0.0825833333333333
NOP5/NOP58	0.477
ZNRF4	0.23
TLK1	0.293875
MTMR12	-0.228714285714286
ZNF384	0.4225
FAM9B	-3.50625
RPN1	0.4106
PMVK	1.276
EIF3D	-0.39
SIX2	-0.2035
HPS1	0.953928571428571
RNF7	0.62725
PSKH2	0.154
KCTD13	0.466333333333333
CSMD3	-0.7885
FBF1	0.121
IL8	-3.545
SERPINB13	-0.2895
FBXL20	-0.615
BLR1	0.66025
SH2B1	-0.066
RFNG	0.49325
RAB20	1.346
RBM7	0.852
POLR1A	0.252166666666667
TMPRSS4	-0.082
TAF9	-0.886625
TERF2	0.133333333333333
TNFRSF1A	0.723166666666667
ACADVL	-0.979166666666667
GTF2H5	0.035
EDG8	-0.2105
C9orf140	-0.49775
UST6	-0.28375
ZBTB8OS	0.1535
ZNF710	0.0905
GPR174	0.123
ATP6V0A2	0.000500000000000004
KIAA0319L	-0.901833333333333
XKRX	1.4565
DOPEY2	1.0662
SDHD	-0.0775833333333333
SUMF1	-0.04075
OSM	4.02025
OPN3	0.4855
DAGLB	-0.373166666666667
PPFIBP1	0.1329
TRIM63	-2.81775
C10orf53	-0.764
LYPD3	1.27333333333333
BCL7A	0.15275
AGER	-0.868333333333333
TCF19	-0.458125
SAT2	0.05925
PFTK1	-0.119333333333333
GABRE	-0.695125
C15orf38	0.6562
FIS1	0.8195
KCNV2	0.2095
CLPS	0.50325
PPCDC	-0.282125
FOXN2	0.0953333333333333
NT5E	-3.141
CD83	1.46875
IL18	3.012
VPS16	0.0865
IGFBP2	-3.04266666666667
NOTCH2	0.32425
SIGLEC1	3.29875
CD93	4.6435
SULF2	-1.9255
CEP164	0.30375
P53AIP1	0.0253333333333333
TOR2A	-0.153166666666667
ZNF136	-0.054
MGP	3.6768
CCDC144A	0.341
TRPC1	-1.98516666666667
SMS	-0.228833333333333
MAPK7	-0.1645
RRAGC	0.76925
PARD6A	0.197166666666667
NUB1	0.6775
SYNGR4	-0.387
OR11H12	0.364
WIF1	-0.211714285714286
GCH1	1.276
OR11H4	0.4655
SLC44A5	-1.0835
GPRIN2	1.3025
LOC401431	1.02625
CPA4	0.2237
MELK	0.83
IL15RA	1.71275
CUL3	-0.048
HMBOX1	-1.32825
PODXL	-0.549
CCT6B	0.8125
COMTD1	-1.07725
MUC20	1.212
GPX2	-4.035125
ITK	0.550875
FBXL5	0.55275
C13orf27	-0.3995
DEFA5	1.003
TRHDE	-1.087
MTP18	-0.656666666666667
UQCRQ	-0.879
ITGB2	2.464
CSRP2BP	-0.0655
TAS2R44	1.0105
PHPT1	-0.493
FAM44C	0.32725
ERH	-0.985
MPHOSPH1	0.412333333333333
MORC1	0.507
PARVB	0.13575
LAMA1	-1.72341666666667
PGBD3	-0.22075
GIMAP6	4.06275
AREG	-4.32933333333333
LIPT1	0.19
MGC99813	1.39925
C1orf201	0.521833333333333
GRIN2A	-0.5669
MAN2C1	-1.294125
NSUN5	0.17
SF3B5	0.841
MYC	-0.7130625
NRXN1	-1.56227272727273
ZNF18	-0.5025
SPDYA	-0.712625
SLC37A1	1.4305
DECR2	-1.24125
ANKRD38	2.769125
SPTLC3	-0.407916666666667
SUPT16H	-0.701
DTWD2	-1.03875
ULBP1	-0.7075
ZADH1	-1.11783333333333
OIP5	-2.09125
IL10RB	0.789
OTUB2	0.084
VWA3A	0.290166666666667
SPIC	1.42966666666667
OR6C4	0.571
PSCD4	2.20333333333333
DPY19L2P2	-1.8355
TRAPPC6A	1.1125
C21orf2	-0.5595
CEMP1	-0.67425
LIN7B	0.9455
E2F7	-1.48
VCP	0.3246
LAMA3	-1.12733333333333
BGN	1.9975
GPR160	-1.22666666666667
COCH	-3.929
GPR81	0.474166666666667
APOBEC3F	0.83325
tcag7.1017	-1.05025
C1orf32	2.0355
SCGB1D2	1.935
FLJ43987	0.063
C6orf170	0.0795
KLK9	0.626
GPD1L	-0.9755
VPS37B	0.2115
ATG3	-0.064
ADAMTS17	0.419
KLHDC2	-0.996
NDUFV2	0.364
BLK	-1.20725
MATN4	0.9355
GPM6A	0.060625
GBP4	4.22333333333333
TMEM162	0.6194
PKP2	1.747
HRASLS	2.12544444444444
MMP1	1.2045
SFXN3	-0.6776
FSD1	0.138333333333333
ST6GALNAC3	-0.7685
CA12	-1.5073
NCOA6	0.601
C19orf58	1.0397
PPP4R1	0.981833333333333
MAN1A2	0.157333333333333
IKBKAP	-2.06225
UPF1	0.154
KIAA1219	0.48425
WNT16	-0.3154
SNW1	-0.358625
IL18RAP	4.1845
RPP30	0.629625
CDC40	-0.199928571428571
SETD3	0.171666666666667
SLAMF6	2.0285
ELK4	-0.458
TRIM47	1.18933333333333
ACOX3	1.1675
TRIM6	1.398875
KIAA0372	-0.675666666666667
TP53AP1	-0.496625
SMURF2	-0.65
ADAD1	0.83
EBP	-0.8765
KRTAP13-2	-0.0305
FLJ36874	0.320333333333333
TOR1A	-0.0613333333333333
P2RY4	0.185
GPBP1	-0.45625
TRPV1	0.48675
ADAMTS12	0.9875
PES1	0.0393
ATG4A	0.249
MAGEA10	-4.67875
WFS1	0.099
CC2D1B	-0.0225
PABPN1	-0.277125
SLC25A30	0.65575
SLCO1C1	0.272666666666667
SLC22A5	-0.79225
KIF23	-1.47683333333333
SYN2	0.5135
ASPN	6.83333333333333
CENTG2	0.08775
QSOX2	-1.0429
FLJ10815	0.183666666666667
STK24	0.712625
SPEG	1.9729
STK10	-0.0226666666666667
DACT2	-2.598
AAAS	-0.25125
SSX3	-1.283625
ABCD3	0.9123
C4orf12	-0.916875
PARVG	2.19833333333333
FIG4	0.3945
C9orf46	1.209
TMCO6	0.016
IGHMBP2	-0.78275
DUS2L	-0.475
FAM3C	0.53125
TMEM16D	-2.8615
DCTN4	-0.013
KCNH3	-0.08225
EIF2AK2	1.50175
AP1S3	0.57425
CST4	2.989
PAM	0.461875
NUTF2	-0.5515
CITED2	0.1302
SLC39A4	0.2905
C2orf52	-0.208
GRM3	-0.6475
C12orf49	0.279125
CCDC49	-0.2664
GRAMD1B	-0.716
FNDC4	1.197
SIAH2	-0.082125
GDPD4	0.344
C21orf87	-0.0765
ATP5A1	0.61
C16orf63	-1.094125
LOC388135	-1.38583333333333
ATP5J2	0.233375
MMP3	-0.567
EMID2	-0.437
CRHR1	0.2765
WDR70	-0.40425
C13orf31	2.13775
ZFAND1	0.70575
CCL18	3.671
C3orf49	1.194
RINT1	-0.7255
KIAA0408	-1.56333333333333
F13A1	4.7847
SLC10A1	-0.011
OGN	-0.25325
GIPC2	-1.91583333333333
XPO6	-0.607166666666667
LCE1A	0.6835
FMR1	0.6066
LOC374920	-0.6465
DUSP3	-0.3605
ANKMY1	0.0995
C7orf50	-0.47475
BBS9	-0.7471
UNC119B	-1.0525
C9orf72	1.653
MGC35440	1.00925
ENTPD6	0.6205
PPP1R2P9	0.0235
ERCC4	-0.284
FAHD2B	-0.649
HMHA1	-0.3635
HACL1	-1.0755
RAD23A	0.049
FAM83B	1.64525
PPP5C	1.14683333333333
RNASEH2C	-0.223375
C9orf153	-1.2275
SCAMP4	0.10625
GHITM	-0.1487
NDUFB7	0.338
ADCYAP1	3.46683333333333
SP110	1.92216666666667
MAP3K7IP2	0.58725
DHH	0.429
AGRN	1.08785714285714
WDR33	-0.148833333333333
CEP290	-1.3245
PRPS1L1	-1.17683333333333
KLRA1	-0.7715
GPR97	0.584
CHD7	-0.614333333333333
TLR10	2.79325
SLC30A8	-1.079
HIC1	1.22766666666667
IAPP	0.156
RXFP4	0.528
GP1BB	-0.07525
SHQ1	-0.167
NKX2-3	0.283166666666667
API5	0.39025
FTHP1	0.9675
MOV10L1	0.5265
TRIM6-TRIM34	2.63166666666667
ADHFE1	0.00499999999999999
FAM117A	-0.65775
DDI1	0.7204
CDON	-0.206
TRIM73	-1.386
IGKC	4.814
MMP14	0.310583333333333
DYNC1LI1	-0.364625
C11orf66	0.29425
TRBV3-1	-0.558
FASTKD5	-0.04
BIVM	-0.12675
LHX4	0.194666666666667
CXCL2	0.4349
RAB2B	-0.283833333333333
IZUMO1	-0.31175
MAP3K15	-2.4035
FAM19A2	0.359333333333333
ZC3H8	0.828
ZMAT1	0.23175
SPINK5L3	-3.5195
SLC10A6	0.879
APPL2	-0.888625
CARD10	-1.78216666666667
LOC402176	0.04125
EEF1D	0.8459
RAB6A	1.3162
C12orf5	0.0315
PAPOLG	0.543
MSRB2	3.03
BCR	0.502111111111111
PUS3	0.00800000000000001
TIAM2	1.59625
ZNF317	0.292833333333333
CHD2	-0.0827692307692308
FZD5	-2.03086363636364
NUDT8	-0.6025
ZNF763	0.481
PRC1	-1.36744444444444
ABCB9	0.597333333333333
SPATA3	0.3425
TRAK2	-0.1525
STAB1	2.7205
LRRTM2	-0.2825
psiTPTE22	-0.213
DBI	-0.02725
SERPINA11	-3.298
NAT5	0.653
C20orf58	-1.99925
RPS6KA4	0.634833333333333
FLJ90650	-1.12225
TGFBRAP1	0.1875
CHRDL2	0.75375
FAHD2A	-0.737333333333333
CNTN1	0.047
BBS4	-1.5222
TMEM181	0.314
MINPP1	-0.0055
MPHOSPH6	-0.395083333333333
HOXC10	0.7685
ITPKB	-0.182
CLPTM1L	-0.333125
MEOX2	-1.33533333333333
ATP6V0C	0.30775
PRPF8	-0.461
TMC5	0.10575
FKBP3	-0.844
PLEKHB2	0.116875
OR4D6	0.7355
ZNF544	-0.4429
D2HGDH	-0.013375
RPL18A	0.533
HEL308	-0.37075
MPP6	-1.7055
TCERG1	-1.1375
KRT16	2.57466666666667
KLF17	-1.00525
KLF5	1.10925
CDR1	2.612
VCX3A	-3.7785
FBLN2	2.274625
C14orf104	-0.2925
HBE1	-4.9854
OR4S2	0.874
C1orf108	-0.237333333333333
ROBO4	2.98333333333333
CPEB4	0.104625
C11orf80	0.905666666666667
BCKDHA	0.477
MYOC	0.251666666666667
GIF	0.6225
CKMT1A	2.043
RPL3	0.0557
THBS1	0.624875
APOO	-0.455
ARMCX1	1.2315
HSZFP36	0.14675
SNAPC5	-0.451
EIF4ENIF1	-0.024
ZNF433	0.04
TNFRSF21	1.230125
TMPRSS7	0.751
SPATA18	1.4827
HPDL	-0.3575
MKL2	-0.3602
TBX3	-3.26507692307692
C21orf93	0.350666666666667
DAXX	0.45125
ELMO1	0.539125
RGS13	2.9805
TAF11	-0.67225
UNC13A	-2.124375
LOC653314	-1.0637
ORC3L	-0.42125
IMAA	-3.3275
TARBP2	-0.60225
CABIN1	-0.4122
TRIOBP	-0.22475
HIST1H2AC	-0.6645
RGS22	-2.65316666666667
NCOA1	0.802
IL25	0.505
SNCG	1.35
GPR6	0.25
AMDHD1	-2.66016666666667
CHEK2	-0.185125
C6orf142	-0.79275
DRD4	0.023
C14orf68	-1.06825
GDF11	-2.1555
SEMG2	0.455
CD247	0.4185
CDAN1	-1.14875
RBMX2	0.191166666666667
TGS1	0.98325
OIT3	1.078
SYF2	0.6745
MCM4	-0.7535
PKHD1L1	1.656125
CEP192	0.654
IFT88	0.60875
RPL9	-0.705071428571428
RAB32	1.040875
DDX43	1.232
P2RX2	0.256
OR5D18	1.1765
UBE1	0.855
SLC24A1	-0.254
ARHGAP5	-0.4835
CETP	-0.45
KIAA1731	-0.499666666666667
SLC9A4	0.582
PTPN6	1.989
BAHD1	-0.12625
GRIK3	0.114
CACNB2	-0.395
PDE10A	0.46775
DGCR14	0.113
PCDHB9	-0.0448333333333334
RHOQ	0.612333333333333
MAP3K4	0.05325
KTI12	0.319833333333333
RPL23AP13	-3.72775
GNG11	-1.647
CLCN3	0.620166666666667
GPAM	-1.49025
VSTM2A	0.6035
SLAMF7	4.5295
INTS2	-1.24375
PPP2CA	-0.4399
LRP12	1.416
SEC14L2	0.984111111111111
DKFZP586H2123	1.44225
MC3R	-1.182
CIRH1A	-1.026
HIST1H2AB	-0.183333333333333
POLH	-0.175625
MGC16703	-1.75483333333333
SNAPC2	0.374
FILIP1L	0.6485
RASGRP4	0.865
LRRC1	2.199
GAS1	0.057
PRAC	-0.793
DGKA	0.0706666666666667
NT5C3	-0.64675
PEG3	-4.74925
NADK	-0.15625
PRR17	-1.25375
LOC374569	-0.329
SGSH	-0.169166666666667
NLRP8	0.201
GALT	-0.0681
MCF2	-1.004
ZNF263	-0.62575
TACSTD1	2.606
TYR	-6.6469
ATP6AP2	0.421
RNUXA	-0.18175
ABHD10	-0.175888888888889
GDPD2	-0.786
SLC35C1	1.655
UBE2A	0.117
HERC5	0.694333333333333
FAM112B	-4.14816666666667
FBXL16	-2.2365
DKFZP434A0131	-0.84975
ELA3A	-2.486
RBM41	-0.929875
HAO2	-0.2895
RNH1	0.13375
SHANK2	0.878833333333333
OSBP2	-1.66275
DAK	-0.8805
C3orf58	1.78158333333333
TCL1B	-1.314
KBTBD2	-0.840875
SUGT1L1	0.4725
UBE2E2	1.39333333333333
MYL9	2.4605
CDC23	-0.761833333333333
PBXIP1	1.3862
CXorf40B	0.6495
NBL1	0.095
RTBDN	0.175
RAB11FIP5	0.2895
TTTY13	-0.634
SCOTIN	0.455416666666667
SOHLH1	-0.982166666666667
CDKN1A	-0.0240714285714286
NCK1	1.08325
ZNF550	0.0445
SAPS3	-0.250833333333333
SPIN3	0.877166666666667
MAGEE2	-0.402
MIS12	-0.853
OR8H2	0.5165
KIAA0774	-0.460833333333333
UNC5D	-1.7685
CUL7	0.9895
LIPC	-3.399
DIO1	-2.366
C20orf11	0.5832
CTRL	-0.18125
HS3ST2	2.2885
PAK4	0.971333333333333
CCRL1	2.64825
RNF10	-0.22325
ZNF567	0.312
ZNF660	-1.949
TCEAL3	-0.34775
MAGOH	1.199
CENPB	-0.0591666666666667
C19orf7	0.330625
LOC388965	0.273
ZCCHC13	0.085
JMJD1A	-0.5281
HIST1H4H	-1.3675
TBRG1	-0.3857
GPC3	-5.50475
TAF1C	-0.92575
EBNA1BP2	-0.204666666666667
CIAPIN1	-0.39
PDGFRA	-0.807222222222222
CSTB	0.655
CENPI	-0.272
GTF2E2	1.17966666666667
RPP21	-0.42925
CCNF	-1.18366666666667
KCNQ3	0.722
FAM79A	0.47975
SLC22A12	0.353
NOVA1	-1.509
FZD3	1.425
AKAP8	0.45275
SOCS5	0.0675
CFDP1	-0.5325
DLG5	0.71325
PGM5	0.31275
C1orf144	0.2865
HDAC10	-0.8265
RND2	-0.0695
C20orf199	-0.90975
RNMT	0.258
SLURP1	1.821125
ASTN1	0.1255
SH3BGR	0.7525
MYCL1	-0.994125
ZHX1	-0.207166666666667
CENPK	-1.94025
FOSB	-0.0743
LOC643406	0.58975
C2orf59	-1.09
TMEM135	-0.6575
SLC27A2	-3.3575
KRT33A	0.641
OVOL1	-0.585142857142857
PAMCI	-0.227666666666667
S100A7	4.257
ZNF789	0.0555
HARS2	0.17875
RPL23A	-0.475666666666667
TCF23	0.282
UPF3B	-0.155625
C17orf78	-0.349
HLA-DOB	2.663
C14orf142	0.185333333333333
TEKT5	0.510333333333333
DMWD	0.66
POLD1	-1.277
GSCL	-0.0675
CALD1	0.6539
SCRT1	0.068
AIG1	0.23625
UNC84B	0.48
ZNF404	-1.55125
TMED6	-3.7605
KIAA1462	0.1855
LRRC27	0.784166666666667
PYGO1	-0.634
PIGU	0.3375
ALAS2	-4.05916666666667
WRNIP1	-0.25
CNNM3	-0.5355
ZNF2	0.313
ST3GAL5	-0.541
MRPL23	0.4165
TSSK6	0.16325
PSMA6	-0.60875
C16orf70	-0.5815
KIAA1602	-0.09725
ALMS1	0.490666666666667
DCN	1.81475
TMEM132D	-0.3645
SUCLG2	-0.004
ABHD14A	0.021
DEXI	-0.104166666666667
AMPD2	-0.225166666666667
IFNAR2	1.025
CYB5A	1.5647
TLOC1	0.12605
NXF5	-0.857
NRBF2	0.312625
KCTD3	0.245
ITGAE	-1.2535
SLC30A3	-1.51066666666667
ZRF1	-0.201
IFRD2	-0.19875
XAB1	0.204
PYCR2	-0.556833333333333
SERPINB3	-0.9935
TMLHE	0.6947
GEFT	-1.386625
ABCA5	-0.0665
EMR4	0.0146666666666667
TSFM	-0.5885
HIST3H2BB	-0.58425
ARHGEF19	1.9215
TSPAN17	1.00833333333333
ABCC8	-1.49625
MAP1S	0.868
C22orf36	0.50825
BNC2	-1.32271428571429
HIST1H4A	-0.66625
NDUFS3	0.3875
WDR3	-0.240666666666667
XKR4	-1.1035
TTC33	-0.465857142857143
STMN2	3.6675
CPN2	-1.13233333333333
HSPC105	-1.293
PCOLCE2	-3.3415
C3orf55	2.883
KLHDC9	-0.229666666666667
TBC1D23	0.777875
ATXN2L	-1.06491666666667
MAP2K3	0.197583333333333
SCAP	-0.13225
ZNF486	0.0816666666666667
C20orf96	0.24375
NARS	0.50275
ADAMTSL1	-0.966
PRCC	0.6955
CCDC126	0.48475
ZNF675	-0.4015
CALCOCO1	0.37225
ANKRD43	-1.9325
CWF19L2	-0.0905
ZBTB32	3.52716666666667
BRAF	0.345
ODF4	0.50225
MGC14376	-0.111
HORMAD1	5.385
AAK1	-0.43575
PEBP1	0.00641666666666669
TNFSF5IP1	1.28333333333333
DKFZp564N2472	0.133
RMND1	0.178
IGKV1-5	4.8715
COL1A2	1.68941666666667
SERPINA5	-4.389125
AANAT	0.989
C19orf21	-2.347
GEMIN5	-0.7495
UBR4	0.103
LTBP3	1.176
AMHR2	-2.17883333333333
PROCR	-0.401
MYBBP1A	-1.095
C20orf39	-0.156833333333333
ZNF697	-0.933375
PASK	-0.0765
ZNF776	-0.213666666666667
RFXDC2	-0.966375
KIAA0467	0.34175
C10orf96	-2.81066666666667
ZNF503	-1.10825
GULP1	-1.41158333333333
KCNE4	-1.815
DKFZp434K191	-0.46
LOC196913	-0.311
BHLHB4	-0.433
CH25H	0.04675
LOC81691	-1.60766666666667
ALPL	0.958571428571429
COL12A1	1.591625
FOLR3	-1.76633333333333
GPR123	0.4355
TRIM62	0.226285714285714
ABLIM1	0.581
MAST3	0.31725
RHBDD1	0.951
LOC338809	0.104
RYBP	-0.17925
TTC26	-0.38125
ZNF22	-0.00116666666666664
ISCA2	-0.44375
RDM1	-0.297
PIGM	-0.2455
GNB3	-0.643
ACTR2	0.4881
HMGB1	0.502
EDG1	2.1425
SOAT2	-3.13875
OR10AD1	0.013
RAP1GDS1	0.103916666666667
LCE1F	0.712
ESM1	-0.008
RCN3	2.40825
CREBL1	-0.5785
DBNL	-0.252833333333333
PTGER3	0.929
USP30	-0.049
BCL2L12	-0.646166666666667
KIF26B	1.92066666666667
ZNF416	0.127
ZNF225	-0.495
C17orf70	0.469
ZNF554	-0.34075
RAE1	-0.7415
TNIK	-0.540833333333333
ACTN3	0.6765
MGC45922	-0.319
CCNA1	1.05966666666667
RYK	0.212333333333333
IL26	1.416
LRP3	0.744
QARS	0.40575
SOX7	2.50564285714286
BID	-0.083125
OR2S2	0.716
CXCL14	2.0355
C11orf47	0.1155
MGC29891	-0.6175
HSPB8	-0.3839
PRDM14	-2.172
NUFIP2	-0.3125
MNAT1	-0.908875
ZDHHC2	-1.12175
MBNL2	0.545
ADD3	-0.246625
CSNK2A1P	-0.0975
KLK6	4.1055
TMEM111	-0.3805
KIAA1279	-0.4085
NUBP2	-0.677166666666667
RAB42	0.789
ID3	-0.8791
TM9SF1	-0.363
MDP-1	-1.25175
POU4F2	0.3465
IQCK	0.355
C16orf14	-0.3975
CAPN3	-1.69425
FAM43B	-0.580125
RECQL	-0.232
AP1G1	-0.374857142857143
CTNNBL1	-0.00833333333333334
ECHDC1	1.09116666666667
SMARCC1	0.244
FOXQ1	-0.748375
GNAI3	0.1865
POLG2	-2.49025
CD4	2.028625
ITLN1	1.401
EBI2	5.237
IRF1	2.02525
PTPRE	1.2172
PTK2B	1.1445
NXNL2	-1.542
SOX4	0.125722222222222
TSPAN3	-0.2875
SH2D1A	-0.185833333333333
C8orf58	0.092
USP20	-0.8365
DUSP22	-0.452916666666667
CALB1	-2.9802
L3MBTL2	-0.12
MCRS1	-0.26625
TMEM118	-0.589833333333333
C18orf8	1.76283333333333
FLJ10241	0.21125
GJA12	0.8335
PKD1	-0.831333333333333
ZFP3	0.376
JAM3	-2.100625
LAPTM4A	0.7783
DIRC2	-0.6465
KIAA2022	0.899
MYOM1	0.0975
TRPM8	-1.927
MOP-1	1.154
PHKG2	-0.222875
ZNF650	0.124125
KIAA1522	0.7135
PSG8	-0.697
DDX19B	-0.1235
MOBKL1B	0.56225
DIAPH2	0.221416666666667
PTPN12	0.125
CLN8	-1.4951
CRYZL1	-0.245333333333333
CRY2	0.400583333333333
FCGR2B	4.84633333333333
PNPLA4	0.225375
ZNF454	1.4525
DKFZp434B1231	0.28
CLDN11	0.081
RFWD2	0.843166666666667
CIB2	0.421666666666667
MXRA8	1.8795
HRK	0.21725
MAML2	0.38525
C4orf31	-2.7255
C6orf192	1.078
COG6	0.857625
FAM5B	2.8995
NFATC1	0.7386
SEPT10	0.413
SCYL1	0.3786
RPP40	-0.20475
SCOC	0.1319
KIAA1450	-0.28625
CTDSPL2	-0.761
TBX5	1.464
NAPG	0.467
RHD	-5.00025
C14orf45	0.377333333333333
ZBTB22	1.3335
PLCG1	-0.0795
ANKRD10	-0.533625
AQP7P2	-0.47075
TAGLN2	0.809333333333333
HTR2C	-1.0185
SLC16A7	-1.165
C17orf83	0.23925
TSGA14	0.3025
MDH1	0.14925
PPP3R2	0.295166666666667
DCBLD2	-1.78535714285714
RBM33	-0.00337500000000002
DPH3	-1.3555
SYT10	-1.78283333333333
FMO4	2.462625
THYN1	0.59625
DRD5	-2.6525
OTOR	-0.029875
PGRMC2	-0.3243
KATNAL1	0.022625
PAQR6	-1.72775
UBE2I	-0.388
C14orf28	-0.628
C8orf70	1.10625
FLYWCH1	-0.660125
ANGPTL3	-0.65825
GLRX2	0.414166666666667
ATP11A	0.508428571428571
ARL5B	1.7905
MUC16	-0.7335
SLC25A5	0.0356428571428571
ACRC	-2.00475
MYO1C	-0.647875
FAM89B	1.2315
FAS	1.9155
KIFAP3	0.72975
GLRA2	0.4785
BTN3A2	1.0086
CNKSR3	1.972375
CSTF3	0.0111666666666667
ARPM1	1.24475
KIAA1530	-1.5265
C9orf150	1.407
PRKCI	0.05825
tcag7.1015	0.017
SOD3	-0.15025
ZNF574	0.66575
CYP21A2	2.0275
RPL12	0.20875
COMMD2	0.52625
WIZ	-0.11625
LOC344405	-2.24625
ALDH4A1	-0.95564705882353
CRYAB	4.043
COPA	0.649033333333333
PCDHGA7	0.1875
KIF11	-0.352333333333333
RASD2	0.318375
SLC26A3	-0.3075
ZNF175	-1.497
JAKMIP2	-2.0105
C8orf4	0.935666666666667
PTHLH	0.26675
SLC40A1	1.13666666666667
OR7D4	0.327666666666667
PCDHB17	-2.173
CD36	1.54985714285714
C6orf203	0.314
PRKG2	-0.85
LOC400566	-0.186
ANAPC13	-1.226
SLCO3A1	-0.7955
ZNF692	-1.651
FANCL	0.3885
SH3GLB1	1.38325
C12orf61	-0.3025
KBTBD6	0.388
SUPT5H	0.83475
XRCC6	-0.4689
HUS1B	-0.5199
FAM133B	-0.281357142857143
LOC728276	-0.0745
KCTD18	0.7865
SOS2	0.0583333333333333
CCDC99	-1.17375
C1QTNF5	3.042
NNAT	0.0625
USP16	0.84725
LARS	-0.83725
ZBTB2	0.302
ABO	0.128666666666667
TRAF3	0.02675
GALNT5	-2.96
NAP5	0.0835
ALG14	0.8205
KIAA0515	-0.841769230769231
WDR75	-0.023
TEX261	0.700583333333333
LY86	0.7145
LOC389072	-0.437
FLJ13611	-0.39525
MRGPRX2	0.535
SNRPA	0.037875
OR2G2	0.2595
GPRASP2	-0.2945
C7orf42	0.7015
C9orf163	-0.0295
CYP11B2	0.6685
FCRL3	3.18883333333333
PRDX1	0.364
FGB	-7.00033333333333
COX17	-0.5492
C16orf33	-0.0135
PIWIL1	0.250833333333333
FOLR1	-2.06833333333333
KIAA0082	0.4275
FREQ	-0.182166666666667
TMCC2	0.0105
TCF12	-0.173166666666667
ZNF721	-0.70625
FAM130A2	0.49675
POU4F1	-2.0545
SNRPF	-1.079
SGIP1	1.72133333333333
ZNF641	0.239
EMG1	-0.082375
PRRG4	0.88
HIRA	-0.88325
MYNN	0.3985
AEBP2	0.60175
TBXA2R	0.413333333333333
ISL2	-1.04866666666667
PCDHB11	0.6485
RNF144A	0.113875
MARCH5	0.64375
DULLARD	0.209666666666667
DCLRE1B	0.813
ITGA8	0.911
TP73	-0.525875
PRKCD	1.53625
NDUFB4	-0.84325
ATP13A4	0.9295
ANTXR2	-0.947
COL4A3	-0.523333333333333
MYO10	-0.9068
SLC6A18	0.65425
PEX1	0.12775
TMEM74	0.124166666666667
RBM19	0.12725
TAPBP	0.81185
RUNX1	0.17825
MID1	0.17075
GPR64	-1.4465
RASEF	0.759
GABRG1	-0.0585714285714286
MYO16	-0.62325
DBF4	-0.570166666666667
TSHZ2	2.44875
RIPK2	1.577
PPTC7	-0.4255
KIF4B	0.1885
LRRC31	-0.0187142857142857
ZNF540	-0.02125
EFNB3	0.775833333333333
LOH12CR1	1.064375
STON2	-0.507166666666667
GLP1R	0.052
CSTF2T	-0.308125
IREB2	-0.8845
GRSF1	-0.37325
PDCD7	-0.617666666666667
LRRC43	-0.02
CNR1	0.292833333333333
IL1F7	-0.7275
C12orf64	-0.285
FAM69B	-0.69475
NR2E1	-1.42133333333333
MS4A6A	3.5695
FTL	0.2674
C7orf36	-0.43175
PCLO	0.1331
DYRK2	0.448833333333333
ARIH2	0.131625
SAMD7	0.1245
SCNN1D	-1.05225
SLC32A1	0.237375
C22orf25	-0.749666666666667
MRPS18A	1.0098
GPR112	-0.2375
EARS2	-1.175
ERN2	0.715
ATPBD3	0.0035
PRH2	0.568
CDKN2D	1.059
PGLYRP2	-0.39
TRIM40	0.66775
SEC14L3	0.424333333333333
SLC22A1	0.6035
BTN2A3	-0.09625
RASA4	0.28075
CCNL2	-0.951083333333333
MYBPC3	0.403
GJA4	2.96125
CDC42SE1	1.01525
TRPV2	-0.31525
MYPN	-4.0922
SIM1	0.6385
CDADC1	-0.244416666666667
ZFHX4	-0.87025
NIBP	0.910833333333333
ADAMTS19	-2.34175
ABTB2	-1.46325
TSPYL2	-0.220375
EIF2S3	-0.4866
SOX30	0.426
AP2A1	0.289
DKFZP564O0523	0.0383333333333333
LOC285398	0.025
CDH18	-5.06375
CHL1	0.907125
GATS	-0.2634
TBC1D2B	0.0118333333333333
OR1J1	-0.1935
GSN	0.819333333333333
DPCR1	0.305375
GARNL4	-0.555833333333333
SMARCA5	-0.36625
PLEKHG3	-0.505
ZBTB45	0.168
FRMD6	-0.612833333333333
PLS1	-0.608166666666667
DGKZ	1.436
EFNA1	1.7652
WDR85	-0.924
ANK2	-0.49775
PAGE4	-1.11016666666667
SENP6	0.0346666666666667
AKR7A2	-0.357333333333333
FKBP10	-2.09325
VEGFC	-2.27166666666667
LARP1	0.0776875
SRBD1	0.0635
ITGB6	4.01525
SLC1A2	-1.324
INVS	-1.16116666666667
MPO	0.938
MOBKL3	0.4255
CUTL2	-1.1715
KLK2	0.158833333333333
VIM	-0.69
REG1B	0.0813333333333334
PCDHGC4	0.14475
C3orf34	-0.378666666666667
SUMO3	0.617833333333333
CST9L	-0.804
MLL4	0.4305
SPR	0.776166666666667
SAMD9L	2.0285
ABCE1	-0.68425
SUPT3H	-0.825333333333333
ACTBL1	-1.74575
ADAMTS4	1.242
SLIT3	2.57725
RHEBL1	-0.36525
NPM2	1.048
MAN1C1	-0.177125
