Hybridization REF	TCGA-AR-A1AL-01A-21R-A12P-07
OIP5	-2.84825
IL10RB	0.0941666666666667
OTUB2	0.142625
VWA3A	0.1788
SPIC	0.506
OR6C4	0.091
PSCD4	1.09666666666667
DPY19L2P2	-1.8565
TRAPPC6A	-0.153666666666667
C21orf2	-0.00183333333333334
CEMP1	-0.349
LIN7B	-0.2375
E2F7	-2.639
VCP	0.000812500000000001
LAMA3	2.21516666666667
BGN	2.678
GPR160	3.19783333333333
COCH	-4.18183333333333
GPR81	2.53
APOBEC3F	-0.79125
tcag7.1017	-0.768
C1orf32	0.4535
SCGB1D2	5.468
FLJ43987	-0.6345
C6orf170	-0.15825
KLK9	0.2805
GPD1L	-0.2725
VPS37B	1.39225
ATG3	-0.263
ADAMTS17	0.368
KLHDC2	0.141166666666667
NDUFV2	0.05425
BLK	-2.20925
MATN4	-1.7725
GPM6A	1.09825
GBP4	1.87283333333333
TMEM162	-0.173666666666667
PKP2	0.621
HRASLS	-0.571444444444444
MMP1	1.016
SFXN3	-0.2822
FSD1	-1.92483333333333
ST6GALNAC3	-1.47483333333333
CA12	2.7234
NCOA6	0.0585
C19orf58	0.4334
PPP4R1	0.599333333333333
MAN1A2	0.322333333333333
IKBKAP	-0.92575
UPF1	0.322666666666667
KIAA1219	1.2775
WNT16	0.665
SNW1	-0.301375
IL18RAP	2.4015
RPP30	-0.131125
CDC40	0.0223571428571429
SETD3	0.3495
SLAMF6	-0.19475
ELK4	-0.208
TRIM47	0.5325
ACOX3	-0.0715
TRIM6	-0.1255
KIAA0372	-0.329333333333333
TP53AP1	-0.590125
SMURF2	-0.17725
ADAD1	0.29075
EBP	-1.2616
KRTAP13-2	0.1635
FLJ36874	-0.3865
TOR1A	0.311833333333333
P2RY4	0.6925
GPBP1	-0.1435
TRPV1	-0.27
ADAMTS12	2.2885
PES1	-0.6051
ATG4A	0.602166666666667
MAGEA10	-4.5
WFS1	0.94375
CC2D1B	-0.563166666666667
PABPN1	-0.435375
SLC25A30	0.437
SLCO1C1	1.28633333333333
SLC22A5	-0.29925
KIF23	-2.283
SYN2	-0.622666666666667
ASPN	7.34533333333333
CENTG2	-0.1295
QSOX2	-1.2125
FLJ10815	0.3415
STK24	1.5294375
SPEG	-0.9406
STK10	0.204833333333333
DACT2	-2.8015
AAAS	-0.03175
SSX3	-1.600875
ABCD3	1.3895
C4orf12	0.935625
PARVG	1.1315
FIG4	1.14325
C9orf46	1.31
TMCO6	-0.9925
IGHMBP2	-0.0365
DUS2L	-0.848166666666667
FAM3C	0.2080625
TMEM16D	-1.018375
DCTN4	0.1205
KCNH3	0.02325
EIF2AK2	-1.052
AP1S3	-0.49775
CST4	0.8955
PAM	0.6758125
NUTF2	-0.7365
CITED2	0.3766
SLC39A4	0.34
C2orf52	-2.824
GRM3	-0.439
C12orf49	1.10175
CCDC49	-0.7134
GRAMD1B	-1.57075
FNDC4	1.44825
SIAH2	1.66075
GDPD4	0.17075
C21orf87	0.059375
ATP5A1	0.3255
C16orf63	-0.852375
LOC388135	0.412
ATP5J2	0.042
MMP3	2.1475
EMID2	-0.0705
CRHR1	0.37525
WDR70	-0.309
C13orf31	1.8425
ZFAND1	0.044
CCL18	4.33366666666667
C3orf49	-0.7185
RINT1	-0.4015
KIAA0408	-1.138
F13A1	5.0787
SLC10A1	0.467333333333333
OGN	4.12275
GIPC2	-0.7245
XPO6	-0.420333333333333
LCE1A	0.9165
FMR1	-0.1835
LOC374920	-0.636
DUSP3	0.57975
ANKMY1	0.0875
C7orf50	0.08625
BBS9	-0.1382
UNC119B	0.307875
C9orf72	0.249625
MGC35440	-0.7835
ENTPD6	-0.097375
PPP1R2P9	0.961333333333333
ERCC4	0.06025
FAHD2B	-0.6245
HMHA1	0.384
HACL1	-0.39875
RAD23A	-0.355166666666667
FAM83B	-1.3465
PPP5C	-0.0465
RNASEH2C	-0.62775
C9orf153	-0.848
SCAMP4	1.049125
GHITM	0.7855
NDUFB7	0.404625
ADCYAP1	-0.532333333333333
SP110	0.8595
MAP3K7IP2	0.402
DHH	0.5565
AGRN	1.3215
WDR33	0.945333333333333
CEP290	-1.18183333333333
PRPS1L1	-1.4585
KLRA1	0.0765
GPR97	0.2915
CHD7	-0.198083333333333
TLR10	2.12375
SLC30A8	1.8015
HIC1	2.43516666666667
IAPP	-0.063
RXFP4	0.266
GP1BB	0.4615
SHQ1	0.7645
NKX2-3	0.451
API5	0.55475
FTHP1	0.9495
MOV10L1	0.3885
TRIM6-TRIM34	0.6635
ADHFE1	1.24325
FAM117A	-1.126
DDI1	0.3785
CDON	0.059
TRIM73	-2.1845
IGKC	2.4995
MMP14	0.708666666666667
DYNC1LI1	-0.105
C11orf66	0.99925
TRBV3-1	-1.038
FASTKD5	0.2315
BIVM	-0.81875
LHX4	-1.19325
CXCL2	1.7004
RAB2B	-0.242666666666667
IZUMO1	-0.49375
MAP3K15	-2.166625
FAM19A2	0.136833333333333
ZC3H8	-0.720333333333333
ZMAT1	-0.374625
SPINK5L3	-3.3595
SLC10A6	0.6905
APPL2	0.535875
CARD10	-0.0798333333333333
LOC402176	0.162125
EEF1D	0.0698
RAB6A	1.2786
C12orf5	-0.77725
PAPOLG	-0.1815
MSRB2	-0.03375
BCR	0.0931666666666667
PUS3	-0.07625
TIAM2	-0.031
ZNF317	0.897333333333333
CHD2	-0.0585
FZD5	-1.67554545454545
NUDT8	-0.7025
ZNF763	0.4105
PRC1	-2.26833333333333
ABCB9	1.29216666666667
SPATA3	0.4715
TRAK2	1.338125
STAB1	3.05025
LRRTM2	0.00433333333333334
psiTPTE22	0.43425
DBI	0.71875
SERPINA11	0.979
NAT5	-0.60925
C20orf58	-1.371
RPS6KA4	0.546666666666667
FLJ90650	1.17325
TGFBRAP1	0.13225
CHRDL2	1.354875
FAHD2A	-0.873833333333333
CNTN1	1.52875
BBS4	-0.0676
TMEM181	0.837
MINPP1	1.11725
MPHOSPH6	-1.2505
HOXC10	2.0412
ITPKB	0.63125
CLPTM1L	-0.038
MEOX2	2.39716666666667
ATP6V0C	1.05775
PRPF8	-0.212
TMC5	3.5515
FKBP3	-0.82375
PLEKHB2	-0.1565
OR4D6	0.55
ZNF544	-0.2304
D2HGDH	-0.827375
RPL18A	0.5923
HEL308	-0.36075
MPP6	-2.7625
TCERG1	-1.511
KRT16	-2.04316666666667
KLF17	-1.376
KLF5	-1.146125
CDR1	3.636875
VCX3A	-4.088
FBLN2	2.3405
C14orf104	-0.04275
HBE1	-4.9558
OR4S2	0.2775
C1orf108	-0.364666666666667
ROBO4	3.6025
CPEB4	-0.279875
C11orf80	-0.946666666666667
BCKDHA	0.6365
MYOC	2.7825
GIF	-0.103
CKMT1A	1.834
RPL3	0.3986
THBS1	3.14575
APOO	-1.04525
ARMCX1	0.95
HSZFP36	1.11125
SNAPC5	-0.83
EIF4ENIF1	0.2545
ZNF433	0.87
TNFRSF21	0.079375
TMPRSS7	0.6545
SPATA18	2.6366
HPDL	-2.487
MKL2	1.1856
TBX3	0.683692307692308
C21orf93	0.606166666666667
DAXX	1.09225
ELMO1	0.832875
RGS13	1.67
TAF11	0.122
UNC13A	-1.4275
LOC653314	-0.5565
ORC3L	-0.54075
IMAA	-3.8655
TARBP2	-0.24625
CABIN1	-0.9075
TRIOBP	-0.072875
HIST1H2AC	1.696
RGS22	2.175
NCOA1	0.909
IL25	2.352
SNCG	-0.0875
GPR6	0.5145
AMDHD1	-1.85466666666667
CHEK2	-1.554875
C6orf142	0.21125
DRD4	0.412
C14orf68	-1.20125
GDF11	-1.13375
SEMG2	0.494
CD247	-1.225
CDAN1	-0.0115
RBMX2	-0.3945
TGS1	-0.03275
OIT3	2.3185
SYF2	0.45625
MCM4	-2.506
PKHD1L1	-0.024
CEP192	-0.788333333333333
IFT88	1.02325
RPL9	-0.161928571428571
RAB32	0.801875
DDX43	-2.68875
P2RX2	0.0966666666666667
OR5D18	0.7575
UBE1	0.888416666666667
SLC24A1	0.47925
ARHGAP5	0.0305
CETP	0.6305
KIAA1731	-1.16233333333333
SLC9A4	0.2695
PTPN6	1.07475
BAHD1	0.31725
GRIK3	1.1235
CACNB2	-1.5303
PDE10A	-0.01525
DGCR14	-0.269
PCDHB9	0.34
RHOQ	0.413
MAP3K4	0.34475
KTI12	0.0941666666666667
RPL23AP13	-2.175
GNG11	0.31975
CLCN3	0.959333333333333
GPAM	1.314
VSTM2A	1.254
SLAMF7	1.692
INTS2	-1.92225
PPP2CA	-0.303
LRP12	-0.3312
SEC14L2	1.85466666666667
DKFZP586H2123	4.038
MC3R	-0.0945
CIRH1A	-1.3025
HIST1H2AB	-0.00133333333333334
POLH	-1.155375
MGC16703	-0.381
SNAPC2	1.404
FILIP1L	2.22025
RASGRP4	0.9315
LRRC1	1.6495
GAS1	2.25075
PRAC	-1.44475
DGKA	0.738333333333333
NT5C3	-1.2215
PEG3	-3.66841666666667
NADK	-0.32075
PRR17	-0.392
LOC374569	0.3745
SGSH	0.0493333333333333
NLRP8	2.33
GALT	-1.1925
MCF2	-1.886
ZNF263	0.6915
TACSTD1	1.20166666666667
TYR	-6.4401
ATP6AP2	0.568
RNUXA	-1.01
ABHD10	0.00989999999999996
GDPD2	-1.72375
SLC35C1	1.2435
UBE2A	0.0285
HERC5	-1.0725
FAM112B	-4.20033333333333
FBXL16	1.92225
DKFZP434A0131	-1.48125
ELA3A	-2.366
RBM41	-1.687625
HAO2	0.5585
RNH1	0.120875
SHANK2	2.125
OSBP2	-1.878875
DAK	-0.753833333333333
C3orf58	0.145083333333333
TCL1B	-2.272
KBTBD2	-0.09625
SUGT1L1	0.669
UBE2E2	0.594166666666667
MYL9	2.65925
CDC23	-1.4
PBXIP1	1.5294
CXorf40B	-0.106
NBL1	1.4585
RTBDN	0.4675
RAB11FIP5	-0.0355
TTTY13	-0.678
SCOTIN	0.264916666666667
SOHLH1	-0.883166666666667
CDKN1A	-0.733
NCK1	0.15075
ZNF550	-0.11325
SAPS3	0.205583333333333
SPIN3	-0.147
MAGEE2	0.7445
MIS12	-1.358
OR8H2	0.4695
KIAA0774	-1.54483333333333
UNC5D	-3.599
CUL7	0.2655
LIPC	-3.164
DIO1	2.457
C20orf11	-0.7588
CTRL	-0.94525
HS3ST2	1.71425
PAK4	0.862833333333333
CCRL1	4.9685
RNF10	0.757
ZNF567	0.38975
ZNF660	-1.063
TCEAL3	0.7205
MAGOH	0.227666666666667
CENPB	0.125333333333333
C19orf7	0.470125
LOC388965	0.28025
ZCCHC13	1.4645
JMJD1A	-1.124
HIST1H4H	0.3235
TBRG1	-0.0575
GPC3	-1.933875
TAF1C	-1.10225
EBNA1BP2	-0.567166666666667
CIAPIN1	-0.56275
PDGFRA	1.02944444444444
CSTB	0.250875
CENPI	-2.52066666666667
GTF2E2	-0.266333333333333
RPP21	0.13525
CCNF	-0.7975
KCNQ3	1.061
FAM79A	1.636
SLC22A12	0.491
NOVA1	1.69883333333333
FZD3	1.6954
AKAP8	-0.70925
SOCS5	0.365
CFDP1	-0.766
DLG5	1.53925
PGM5	0.635166666666667
C1orf144	0.370666666666667
HDAC10	-1.127
RND2	-0.941
C20orf199	1.1235
RNMT	-0.434
SLURP1	0.531375
ASTN1	0.20825
SH3BGR	0.2265
MYCL1	-0.19975
ZHX1	-0.00516666666666667
CENPK	-3.48975
FOSB	1.0882
LOC643406	0.747375
C2orf59	-0.674875
TMEM135	0.962375
SLC27A2	-1.79875
KRT33A	0.2815
OVOL1	0.47025
PAMCI	-2.0975
S100A7	-2.149
ZNF789	-1.922
HARS2	-0.83725
RPL23A	-0.619
TCF23	0.4665
UPF3B	-1.688125
C17orf78	0.2765
HLA-DOB	0.354833333333333
C14orf142	0.155833333333333
TEKT5	1.31
DMWD	0.518
POLD1	-1.91483333333333
GSCL	-0.608
CALD1	0.619
SCRT1	0.5195
AIG1	0.524
UNC84B	-0.20975
ZNF404	0.635
TMED6	-3.07475
KIAA1462	1.115
LRRC27	1.5635
PYGO1	0.0195
PIGU	-0.8765
ALAS2	-3.919
WRNIP1	0.30175
CNNM3	0.374
ZNF2	0.884
ST3GAL5	-0.616166666666667
MRPL23	0.378
TSSK6	-0.03975
PSMA6	-0.4275
C16orf70	0.2335
KIAA1602	0.01875
ALMS1	-0.639333333333333
DCN	3.689625
TMEM132D	-1.484
SUCLG2	0.55325
ABHD14A	1.05225
DEXI	0.502166666666667
AMPD2	-0.7815
IFNAR2	-0.8035
CYB5A	2.7359
TLOC1	2.26245
NXF5	-0.295666666666667
NRBF2	0.402
KCTD3	2.0105
ITGAE	-0.4705
SLC30A3	-1.66883333333333
ZRF1	-0.879
IFRD2	-0.479875
XAB1	-0.761
PYCR2	-0.301166666666667
SERPINB3	-5.658
TMLHE	0.0777
GEFT	-1.491625
ABCA5	-1.00525
EMR4	0.2215
TSFM	-0.0655
HIST3H2BB	0.23725
ARHGEF19	-0.44
TSPAN17	0.0113333333333333
ABCC8	3.5445
MAP1S	0.621166666666667
C22orf36	0.363
BNC2	0.959357142857143
HIST1H4A	-0.93675
NDUFS3	-0.41
WDR3	-0.4245
XKR4	-1.054
TTC33	-0.122214285714286
STMN2	4.228
CPN2	-1.00316666666667
HSPC105	0.503375
PCOLCE2	-0.636
C3orf55	2.065
KLHDC9	2.03066666666667
TBC1D23	0.471875
ATXN2L	-1.59475
MAP2K3	0.286583333333333
SCAP	-0.0885
ZNF486	0.597833333333333
C20orf96	-0.14475
NARS	-0.22425
ADAMTSL1	-0.576285714285714
PRCC	0.903166666666667
CCDC126	2.46616666666667
ZNF675	0.57825
CALCOCO1	1.62975
ANKRD43	0.787
CWF19L2	0.126833333333333
ZBTB32	1.28916666666667
BRAF	-0.1505
ODF4	0.55325
MGC14376	0.608
HORMAD1	-4.93083333333333
AAK1	-0.602833333333333
PEBP1	0.26725
TNFSF5IP1	0.148333333333333
DKFZp564N2472	0.6625
RMND1	-0.030125
IGKV1-5	2.9495
COL1A2	3.58191666666667
SERPINA5	0.036875
AANAT	0.58
C19orf21	-1.033
GEMIN5	-0.8665
UBR4	-0.194833333333333
LTBP3	1.05516666666667
AMHR2	-2.431
PROCR	-0.827
MYBBP1A	-0.62875
C20orf39	1.813
ZNF697	0.0235
PASK	-1.1421
ZNF776	0.903666666666667
RFXDC2	-0.850875
KIAA0467	0.47925
C10orf96	-3.91
ZNF503	-0.8655
GULP1	-0.771333333333333
KCNE4	1.2925
DKFZp434K191	-1.587125
LOC196913	0.0205
BHLHB4	0.51
CH25H	1.84125
LOC81691	-1.86316666666667
ALPL	1.74771428571429
COL12A1	4.02375
FOLR3	-2.30066666666667
GPR123	0.287875
TRIM62	0.441142857142857
ABLIM1	1.18266666666667
MAST3	0.2375
RHBDD1	0.476
LOC338809	-0.8385
RYBP	-0.47775
TTC26	-0.42675
ZNF22	0.691166666666667
ISCA2	-0.51
RDM1	-3.589
PIGM	0.83375
GNB3	-0.7535
ACTR2	-0.3955
HMGB1	-0.17515
EDG1	3.538
SOAT2	-3.361
OR10AD1	-0.8805
RAP1GDS1	0.292916666666667
LCE1F	0.8115
ESM1	-1.948625
RCN3	2.81825
CREBL1	-0.6625
DBNL	-0.192666666666667
PTGER3	3.372375
USP30	0.3805
BCL2L12	-0.169166666666667
KIF26B	2.35525
ZNF416	0.953
ZNF225	0.57
C17orf70	0.006
ZNF554	0.89125
RAE1	0.526
TNIK	1.6525
ACTN3	1.014
MGC45922	0.5705
CCNA1	-0.6925
RYK	0.869333333333333
IL26	-0.3185
LRP3	1.04166666666667
QARS	0.401
SOX7	1.26392857142857
BID	-0.45625
OR2S2	0.5155
CXCL14	3.3645
C11orf47	-0.3725
MGC29891	0.200666666666667
HSPB8	-0.3334
PRDM14	-2.4065
NUFIP2	-0.414
MNAT1	-0.8195
ZDHHC2	0.264833333333333
MBNL2	1.637625
ADD3	-0.146
CSNK2A1P	-0.68325
KLK6	-2.6665
TMEM111	0.3618
KIAA1279	0.59175
NUBP2	0.223333333333333
RAB42	-1.03
ID3	-0.4963
TM9SF1	0.7635
MDP-1	-0.5995
POU4F2	0.635
IQCK	0.437
C16orf14	0.183
CAPN3	-2.003625
FAM43B	0.342
RECQL	-0.6145
AP1G1	-0.539142857142857
CTNNBL1	-0.809833333333333
ECHDC1	0.692166666666667
SMARCC1	-0.5337
FOXQ1	-1.212125
GNAI3	0.300833333333333
POLG2	-1.4435
CD4	1.784125
ITLN1	-0.756
EBI2	4.198
IRF1	-0.14475
PTPRE	1.6003
PTK2B	0.53925
NXNL2	2.9655
SOX4	0.799944444444444
TSPAN3	-0.283
SH2D1A	-3.5505
C8orf58	-0.257
USP20	-0.63375
DUSP22	-0.37375
CALB1	-2.89933333333333
L3MBTL2	0.901583333333333
MCRS1	0.37775
TMEM118	-1.9865
C18orf8	0.353333333333333
FLJ10241	0.035625
GJA12	1.22725
PKD1	0.304
ZFP3	0.963
JAM3	-0.437875
LAPTM4A	1.3096
DIRC2	0.21075
KIAA2022	-0.794666666666667
MYOM1	1.55683333333333
TRPM8	-3.04033333333333
MOP-1	0.68725
PHKG2	0.07175
ZNF650	0.4965
KIAA1522	1.354
PSG8	0.157166666666667
DDX19B	-0.487
MOBKL1B	-0.184
DIAPH2	-0.376333333333333
PTPN12	0.4405
CLN8	-0.2062
CRYZL1	-0.250833333333333
CRY2	0.7595
FCGR2B	4.04833333333333
PNPLA4	1.482375
ZNF454	1.6145
DKFZp434B1231	0.09525
CLDN11	0.7087
RFWD2	0.7255
CIB2	-0.802
MXRA8	3.8925
HRK	-0.982625
MAML2	0.6165
C4orf31	0.21875
C6orf192	-0.89975
COG6	0.920375
FAM5B	-0.7815
NFATC1	1.5601
SEPT10	0.164
SCYL1	0.1469
RPP40	-0.77
SCOC	-0.1116
KIAA1450	0.21675
CTDSPL2	-0.2305
TBX5	3.357
NAPG	-0.756625
RHD	-5.17175
C14orf45	1.77683333333333
ZBTB22	1.0525
PLCG1	-1.3875
ANKRD10	0.55075
AQP7P2	3.57325
TAGLN2	0.431
HTR2C	-1.9185
SLC16A7	0.702833333333333
C17orf83	0.1725
TSGA14	-1.20491666666667
MDH1	-1.00975
PPP3R2	0.630666666666667
DCBLD2	-1.7695
RBM33	-1.159
DPH3	-1.33875
SYT10	-1.91833333333333
FMO4	3.303875
THYN1	-0.3115
DRD5	-1.799
OTOR	2.17175
PGRMC2	-0.2059
KATNAL1	-0.607375
PAQR6	-3.02
UBE2I	-0.335
C14orf28	0.35225
C8orf70	-0.93375
FLYWCH1	-0.189125
ANGPTL3	-1.7125
GLRX2	0.025
ATP11A	0.506285714285714
ARL5B	-0.4735
MUC16	-1.9265
SLC25A5	-0.783642857142857
ACRC	-0.88875
MYO1C	-0.75
FAM89B	1.24966666666667
FAS	0.618375
KIFAP3	0.594
GLRA2	-0.00650000000000001
BTN3A2	0.4773
CNKSR3	-1.544
CSTF3	-0.837
ARPM1	2.127
KIAA1530	-1.3225
C9orf150	1.731
PRKCI	-0.38125
tcag7.1015	-0.7215
SOD3	-0.16375
ZNF574	0.98725
CYP21A2	2.869
RPL12	0.3305
COMMD2	-1.1775
WIZ	0.12375
LOC344405	-2.0805
ALDH4A1	-0.677823529411765
CRYAB	2.3405
COPA	1.04956666666667
PCDHGA7	0.6325
KIF11	-1.67733333333333
RASD2	0.0055
SLC26A3	2.196
ZNF175	-0.1185
JAKMIP2	-2.552375
C8orf4	2.13133333333333
PTHLH	2.5065
SLC40A1	4.26741666666667
OR7D4	0.759
PCDHB17	-0.797
CD36	5.00378571428571
C6orf203	0.2796
PRKG2	-0.0455000000000001
LOC400566	0.626
ANAPC13	0.514
SLCO3A1	-0.6295
ZNF692	-1.29
FANCL	-2.3015
SH3GLB1	0.6655
C12orf61	0.687
KBTBD6	0.13125
SUPT5H	0.47
XRCC6	-0.7233
HUS1B	-0.564
FAM133B	-0.721928571428571
LOC728276	-0.8635
KCTD18	0.39825
SOS2	0.971
CCDC99	-1.89675
C1QTNF5	4.3545
NNAT	2.66983333333333
USP16	0.08075
LARS	-1.390125
ZBTB2	0.765625
ABO	0.521833333333333
TRAF3	0.2055
GALNT5	-1.46
NAP5	0.10025
ALG14	1.02916666666667
KIAA0515	0.0456923076923077
WDR75	-1.07733333333333
TEX261	0.667333333333333
LY86	0.85475
LOC389072	-1.2875
FLJ13611	-0.12775
MRGPRX2	0.6075
SNRPA	-0.745625
OR2G2	0.2025
GPRASP2	1.0575
C7orf42	0.959
C9orf163	-0.197
CYP11B2	1.088
FCRL3	0.917666666666667
PRDX1	-0.232
FGB	-7.502
COX17	-0.0758333333333333
C16orf33	-0.03675
PIWIL1	-0.184166666666667
FOLR1	-2.577
KIAA0082	-0.437
FREQ	-0.439666666666667
TMCC2	-0.999
TCF12	0.230833333333333
ZNF721	-0.44725
FAM130A2	0.59825
POU4F1	-1.774
SNRPF	-1.10425
SGIP1	2.92716666666667
ZNF641	0.999666666666667
EMG1	-0.674875
PRRG4	-1.0785
HIRA	-1.3635
MYNN	1.1705
AEBP2	-0.18325
TBXA2R	0.515833333333333
ISL2	-1.684
PCDHB11	0.932
RNF144A	0.47975
MARCH5	1.010875
DULLARD	0.258666666666667
DCLRE1B	0.0975
ITGA8	-0.253
TP73	-0.36075
PRKCD	1.26125
NDUFB4	0.30575
ATP13A4	4.803375
ANTXR2	0.445166666666667
COL4A3	-1.095
MYO10	-1.3169
SLC6A18	0.63525
PEX1	0.2585
TMEM74	-2.27383333333333
RBM19	0.45275
TAPBP	0.56715
RUNX1	2.497
MID1	-1.75308333333333
GPR64	-0.6885
RASEF	2.9885
GABRG1	-0.256
MYO16	0.0225
DBF4	-1.18466666666667
TSHZ2	3.61575
RIPK2	0.222
PPTC7	0.138
KIF4B	-1.4695
LRRC31	6.71175
ZNF540	0.79575
EFNB3	0.4505
LOH12CR1	-0.316625
STON2	0.425166666666667
GLP1R	0.84925
CSTF2T	-0.791
IREB2	-0.93225
GRSF1	1.17725
PDCD7	-0.772166666666667
LRRC43	1.594
CNR1	1.1445
IL1F7	-0.941
C12orf64	-0.5855
FAM69B	-0.373
NR2E1	-2.802
MS4A6A	2.7464
FTL	0.0591
C7orf36	-0.3705
PCLO	1.6571
DYRK2	0.880916666666666
ARIH2	-0.449625
SAMD7	0.701
SCNN1D	-1.20225
SLC32A1	-1.484375
C22orf25	-0.000333333333333335
MRPS18A	-0.014
GPR112	0.0605
EARS2	-0.206
ERN2	0.431
ATPBD3	0.448166666666667
PRH2	-0.581
CDKN2D	-0.902166666666667
PGLYRP2	1.1985
TRIM40	-0.01375
SEC14L3	-0.615166666666667
SLC22A1	1.47575
BTN2A3	-0.53275
RASA4	0.3725
CCNL2	-1.07741666666667
MYBPC3	0.9245
GJA4	3.94675
CDC42SE1	0.27625
TRPV2	-0.235
MYPN	-4.6791
SIM1	0.74
CDADC1	0.519833333333333
ZFHX4	2.02775
NIBP	1.03933333333333
ADAMTS19	-1.91725
ABTB2	-1.771
TSPYL2	-0.252875
EIF2S3	-0.078
SOX30	0.38075
AP2A1	0.842333333333333
DKFZP564O0523	-0.055
LOC285398	-0.087
CDH18	-4.61775
CHL1	3.514875
GATS	-0.3745
TBC1D2B	1.08833333333333
OR1J1	-0.65
GSN	2.072
DPCR1	0.593125
GARNL4	0.237166666666667
SMARCA5	-0.802
PLEKHG3	0.826333333333333
ZBTB45	0.8435
FRMD6	0.854666666666667
PLS1	1.4705
DGKZ	0.845166666666667
EFNA1	2.1577
WDR85	-0.721625
ANK2	1.4285
PAGE4	-1.244
SENP6	1.71633333333333
AKR7A2	0.370166666666667
FKBP10	-1.749
VEGFC	-1.0755
LARP1	-0.52425
SRBD1	-0.4695
ITGB6	2.87625
SLC1A2	-1.478
INVS	-1.23616666666667
MPO	0.53425
MOBKL3	-0.1958
CUTL2	-1.485125
KLK2	0.0804166666666667
VIM	-0.103
REG1B	0.145
PCDHGC4	0.57825
C3orf34	-1.357
SUMO3	0.682666666666667
CST9L	-0.78375
MLL4	0.0715
SPR	0.705666666666667
SAMD9L	-0.01775
ABCE1	-0.478
SUPT3H	-0.546833333333333
ACTBL1	-0.0565
ADAMTS4	1.38366666666667
SLIT3	3.18425
RHEBL1	-1.26975
NPM2	-1.6525
MAN1C1	1.21075
KIAA1856	0.5795
HSPA6	1.71275
LOC388152	-1.9445
C10orf140	-1.354
ZDHHC12	0.1495
LIN7A	-1.1184
PHC2	0.491416666666667
SPHK1	0.6525
TRIM26	0.1583125
FAM83E	1.48
C18orf24	-2.28866666666667
ZNF578	0.801333333333333
ORAI1	0.373
RUVBL1	-0.96075
C7orf20	-0.188166666666667
APAF1	-0.919
SLC36A4	-1.77183333333333
MYH11	4.046
NEK1	0.8016
MPP2	-1.045625
C12orf24	-2.20775
TNK2	0.2105
ZNF289	0.23475
MATN3	-0.373142857142857
IFNGR2	1.6765
ITPR1	2.30425
EBF3	4.1682
TBC1D20	0.1242
OR10P1	0.46975
DDAH2	1.03025
SHPRH	-0.4175
STX7	-0.171
LOC554248	-0.937
BCAR1	0.49075
ATXN3	-0.451
TRIM27	-0.062
CDC42EP2	0.762
CHP	0.466571428571429
SOX17	2.172625
ZNF259	-0.344166666666667
CHCHD1	0.491625
ZDHHC19	0.284
GBP2	1.7205
GARNL3	0.587375
MRC2	0.95575
C1orf52	-0.34475
AOF2	-0.036
LRPPRC	-0.4941
ACVR1C	3.3855
TM4SF18	2.71033333333333
TMEM169	0.01
PPP1R16A	0.12125
EBF1	2.12883333333333
RRS1	-0.793833333333333
SNX2	-0.397
OR2T2	0.809
RBX1	-0.8925
ANKRD54	-0.307166666666667
TSNAX	0.658166666666667
TMEM83	0.143
ZBTB7A	0.63925
ATM	-1.96283333333333
LOC338328	2.53516666666667
TIE1	2.57466666666667
HIST1H3G	-0.621166666666667
PASD1	-4.56316666666667
TINAG	0.4175
PCDHAC2	-0.0015
LRRC15	1.31275
WBSCR17	0.333
TFF2	1.352
PARP2	-1.2615
NDFIP2	1.655625
PCDHGB2	0.3895
WDR60	-0.343
MAP7D2	-2.1756
USP45	-1.171
GSDML	-1.96725
TNS1	0.4745
PLCD4	-0.5215
IQCD	-0.927166666666667
SMPX	-3.454
CD9	1.187
SRGN	0.7
CASP7	1.20225
INOC1	-0.00116666666666667
DKFZp451M2119	-1.29375
VMAC	1.6105
USP53	0.7949
CAMK1G	-0.465625
TMEM106A	-0.287333333333333
CDC20	-2.2375
ACSL5	0.189333333333333
CBWD5	-0.931625
C1orf87	-1.87766666666667
KIAA1274	1.68725
PRUNE2	-2.48571428571429
LYPLA2	0.506
DOK6	-1.21716666666667
GPR149	-0.166
FAM30A	1.65475
TMEM129	-0.10625
SLC35B3	1.3735
ACPP	1.4978
LOC200261	-2.401
SLC4A7	1.2677
CCDC40	0.947
GART	-1.112625
THOP1	-1.02225
SCARB1	0.15375
CACNA1F	0.18675
TRIAP1	-0.0185
SYT14L	-0.7045
SFRS8	-0.565666666666667
PBOV1	0.649
GOLSYN	2.656
GJB7	-2.068
CAMK2N1	-0.539083333333333
GREM1	4.30658333333333
FLJ20433	0.81875
QPCT	-2.896375
PRKAG2	1.67916666666667
H2AFX	-1.268875
C6orf154	0.99575
PLOD3	-0.75
ZBTB39	-0.2495
WASF3	0.140916666666667
DRG1	-0.64525
PRR4	-0.766
SPCS1	-0.16225
KDELR3	0.654166666666667
SRP19	-0.483166666666667
GABRA6	0.23175
MFSD1	0.717
MMEL1	2.46775
PDXDC2	-0.6134
BUB1	-3.36088888888889
RNF138	0.00325000000000001
MYLPF	-0.8215
AIF1	0.924333333333333
DYNLRB1	0.616
HCN3	-1.69566666666667
HIST1H2AI	-0.921
MAP4K5	0.283
LASP1	0.535625
LOC130951	0.278
PLAA	0.6735
KRT6A	-3.388
C6orf117	-1.996
ARHGAP23	-0.7055
PTF1A	-0.0425
