Hybridization REF	TCGA-C8-A133-01A-32R-A12D-07
MYOM1	-0.366666666666667
TRPM8	-2.8966
MOP-1	1.79
PHKG2	-0.29075
ZNF650	1.166125
KIAA1522	1.873125
PSG8	-1.6146
DDX19B	-0.3645
MOBKL1B	-1.132
DIAPH2	-1.01675
PTPN12	-0.9385
CLN8	0.2657
CRYZL1	0.348333333333333
CRY2	0.932
FCGR2B	0.236833333333333
PNPLA4	4.060375
ZNF454	-0.114
DKFZp434B1231	-0.0265
CLDN11	0.1428
RFWD2	-0.006
CIB2	-1.1925
MXRA8	-0.037875
HRK	0.71225
MAML2	-1.821
C4orf31	2.70925
C6orf192	-0.33575
COG6	1.411125
FAM5B	4.03825
NFATC1	0.3509
SEPT10	0.3635
SCYL1	0.436
RPP40	-0.46825
SCOC	1.0539
KIAA1450	-1.04775
CTDSPL2	-0.78675
TBX5	0.41975
NAPG	0.784
RHD	-4.97825
C14orf45	1.5895
ZBTB22	1.8125
PLCG1	-1.977
ANKRD10	-1.816125
AQP7P2	-0.99025
TAGLN2	-1.57166666666667
HTR2C	-1.2474
SLC16A7	-1.71
C17orf83	0.01325
TSGA14	-0.585083333333333
MDH1	-0.105
PPP3R2	-0.308666666666667
DCBLD2	-2.09707142857143
RBM33	-0.36925
DPH3	-2.2925
SYT10	-1.97975
FMO4	1.0815
THYN1	-1.24175
DRD5	-1.5275
OTOR	0.11825
PGRMC2	0.7467
KATNAL1	-0.229875
PAQR6	-4.01725
UBE2I	-1.47775
C14orf28	0.1685
C8orf70	-0.856
FLYWCH1	-0.443875
ANGPTL3	-0.984
GLRX2	0.418
ATP11A	-1.09535714285714
ARL5B	-1.06275
MUC16	-2.51575
SLC25A5	-1.06942857142857
ACRC	-1.47525
MYO1C	0.8015
FAM89B	1.7545
FAS	-0.31025
KIFAP3	0.59675
GLRA2	0.4715
BTN3A2	1.2677
CNKSR3	4.219375
CSTF3	-0.348166666666667
ARPM1	1.362
KIAA1530	-0.874
C9orf150	-1.12516666666667
PRKCI	0.27425
tcag7.1015	-0.802
SOD3	-1.977
ZNF574	0.47425
CYP21A2	3.422
RPL12	0.4955
COMMD2	-0.971
WIZ	-0.044
LOC344405	-0.83425
ALDH4A1	-0.269411764705882
CRYAB	-0.049
COPA	0.6349
PCDHGA7	0.6355
KIF11	-2.03308333333333
RASD2	0.00899999999999998
SLC26A3	0.528
ZNF175	-1.192
JAKMIP2	-4.237
C8orf4	3.65166666666667
PTHLH	-1.1265
SLC40A1	0.308666666666667
OR7D4	0.397833333333333
PCDHB17	0.651
CD36	1.64964285714286
C6orf203	0.9738
PRKG2	-0.135
LOC400566	2.04075
ANAPC13	0.66975
SLCO3A1	1.00975
ZNF692	-2.3525
FANCL	-0.7045
SH3GLB1	0.805
C12orf61	-0.0395
KBTBD6	1.26725
SUPT5H	-0.28775
XRCC6	0.2503
HUS1B	-1.06166666666667
FAM133B	-0.159357142857143
LOC728276	-0.1725
KCTD18	0.96675
SOS2	0.935
CCDC99	-2.681
C1QTNF5	2.2305
NNAT	-0.116333333333333
USP16	0.30875
LARS	-0.1215
ZBTB2	-0.343375
ABO	-0.672
TRAF3	0.25525
GALNT5	-0.225
NAP5	0.324125
ALG14	1.485
KIAA0515	0.457384615384615
WDR75	-0.956833333333333
TEX261	-0.22725
LY86	0.55775
LOC389072	-4.622
FLJ13611	0.3655
MRGPRX2	0.643
SNRPA	-1.47825
OR2G2	0.0095
GPRASP2	0.9415
C7orf42	0.0638
C9orf163	-0.4545
CYP11B2	0.7725
FCRL3	-0.553
PRDX1	-0.5305
FGB	-6.98316666666667
COX17	1.09233333333333
C16orf33	0.76575
PIWIL1	-0.147166666666667
FOLR1	-2.87233333333333
KIAA0082	-0.15975
FREQ	-1.3555
TMCC2	-1.62966666666667
TCF12	0.00658333333333329
ZNF721	0.33875
FAM130A2	1.19875
POU4F1	-3.21125
SNRPF	-1.227625
SGIP1	-0.922
ZNF641	0.275666666666667
EMG1	-0.83925
PRRG4	1.3785
HIRA	-1.31325
MYNN	0.340333333333333
AEBP2	-0.37
TBXA2R	0.236
ISL2	-0.836
PCDHB11	-1.6785
RNF144A	-1.102625
MARCH5	0.46725
DULLARD	-0.141
DCLRE1B	-0.328333333333333
ITGA8	-0.36525
TP73	0.379625
PRKCD	0.9275
NDUFB4	0.3895
ATP13A4	1.2975
ANTXR2	-0.125333333333333
COL4A3	-1.11016666666667
MYO10	-1.8336
SLC6A18	0.106
PEX1	0.45425
TMEM74	-0.629333333333333
RBM19	0.18825
TAPBP	1.6616
RUNX1	-0.073375
MID1	-1.76983333333333
GPR64	-2.36983333333333
RASEF	5.70525
GABRG1	-0.0178
MYO16	-0.00874999999999992
DBF4	-2.46683333333333
TSHZ2	-0.51275
RIPK2	0.2565
PPTC7	0.534
KIF4B	-1.2835
LRRC31	4.196125
ZNF540	1.72375
EFNB3	-0.427166666666667
LOH12CR1	0.0065
STON2	1.92416666666667
GLP1R	0.54525
CSTF2T	-1.0775
IREB2	-1.799625
GRSF1	0.63575
PDCD7	-0.4455
LRRC43	0.2005
CNR1	-0.156
IL1F7	0.164
C12orf64	0.17875
FAM69B	-0.4805
NR2E1	-1.96266666666667
MS4A6A	2.5775
FTL	-1.3562
C7orf36	0.0525
PCLO	1.4956
DYRK2	-0.75975
ARIH2	-0.25275
SAMD7	0.213
SCNN1D	-0.88275
SLC32A1	-1.52833333333333
C22orf25	-0.00433333333333332
MRPS18A	0.0453
GPR112	-0.4245
EARS2	-0.4185
ERN2	0.6
ATPBD3	0.936666666666667
PRH2	-0.651
CDKN2D	-0.236666666666667
PGLYRP2	2.41025
TRIM40	-0.397666666666667
SEC14L3	0.2012
SLC22A1	-0.9335
BTN2A3	0.0615
RASA4	1.445
CCNL2	-0.79975
MYBPC3	0.5945
GJA4	2.986
CDC42SE1	0.37925
TRPV2	-2.2375
MYPN	-3.871
SIM1	0.379
CDADC1	1.04941666666667
ZFHX4	-0.2595
NIBP	1.23283333333333
ADAMTS19	-2.4165
ABTB2	-2.2455
TSPYL2	-0.33775
EIF2S3	-0.0862
SOX30	0.09675
AP2A1	-0.311333333333333
DKFZP564O0523	0.453333333333333
LOC285398	-0.478
CDH18	-6.35175
CHL1	-0.146875
GATS	-0.10825
TBC1D2B	-0.7935
OR1J1	0.2455
GSN	-1.29166666666667
DPCR1	0.1355
GARNL4	-0.0678333333333333
SMARCA5	-0.76125
PLEKHG3	1.354
ZBTB45	0.6655
FRMD6	-0.429833333333333
PLS1	-0.0611666666666667
DGKZ	0.589
EFNA1	0.6075
WDR85	-1.00175
ANK2	-0.79775
PAGE4	-0.875833333333333
SENP6	1.0965
AKR7A2	1.72266666666667
FKBP10	-1.136
VEGFC	-2.70383333333333
LARP1	0.1115625
SRBD1	0.3475
ITGB6	0.47
SLC1A2	3.77807142857143
INVS	0.0188333333333334
MPO	-0.4535
MOBKL3	0.0478
CUTL2	-3.25171428571429
KLK2	0.123545454545455
VIM	-3.12475
REG1B	-0.088
PCDHGC4	1.75875
C3orf34	-0.0546666666666667
SUMO3	-0.684666666666667
CST9L	3.615
MLL4	-1.18325
SPR	2.46666666666667
SAMD9L	1.41225
ABCE1	-0.46725
SUPT3H	-0.547666666666667
ACTBL1	-0.08775
ADAMTS4	-0.164333333333333
SLIT3	1.81425
RHEBL1	-1.6475
NPM2	-1.97425
MAN1C1	-1.31175
KIAA1856	0.938
HSPA6	0.2815
LOC388152	0.58
C10orf140	-2.958
ZDHHC12	0.7185
LIN7A	-1.8827
PHC2	0.0835833333333333
SPHK1	-2.808
TRIM26	-0.275875
FAM83E	3.695
C18orf24	-1.50925
ZNF578	-0.2575
ORAI1	0.48675
RUVBL1	-0.851416666666667
C7orf20	-0.725333333333333
APAF1	-1.751
SLC36A4	-0.951833333333333
MYH11	2.0215
NEK1	0.9514
MPP2	1.942625
C12orf24	-1.318
TNK2	0.7438125
ZNF289	0.3375
MATN3	-1.27385714285714
IFNGR2	0.5035
ITPR1	1.562375
EBF3	0.355
TBC1D20	0.4444
OR10P1	0.5595
DDAH2	1.73225
SHPRH	-0.80675
STX7	-0.7675
LOC554248	-2.3065
BCAR1	0.88025
ATXN3	-0.345416666666667
TRIM27	-0.28775
CDC42EP2	-0.5215
CHP	0.8095
SOX17	2.246875
ZNF259	-1.41116666666667
CHCHD1	0.284875
ZDHHC19	-0.252
GBP2	0.846
GARNL3	0.310875
MRC2	-1.1655
C1orf52	-0.097
AOF2	-1.1155
LRPPRC	0.0944
ACVR1C	0.271166666666667
TM4SF18	2.21766666666667
TMEM169	-0.0275
PPP1R16A	0.503625
EBF1	-2.49566666666667
RRS1	0.325
SNX2	0.2085
OR2T2	0.6485
RBX1	-0.35725
ANKRD54	0.806166666666667
TSNAX	0.311
TMEM83	-2.76275
ZBTB7A	1.75275
ATM	-1.47916666666667
LOC338328	2.2065
TIE1	0.8735
HIST1H3G	-0.552166666666667
PASD1	-3.96866666666667
TINAG	1.079
PCDHAC2	-0.9135
LRRC15	-1.32271428571429
WBSCR17	-0.9275
TFF2	-0.0595
PARP2	-1.404
NDFIP2	0.473
PCDHGB2	0.138
WDR60	0.45275
MAP7D2	-1.44088888888889
USP45	-0.35075
GSDML	-1.93425
TNS1	-0.2716
PLCD4	3.10425
IQCD	0.813666666666667
SMPX	-2.5305
CD9	0.502333333333333
SRGN	-0.209125
CASP7	-1.237375
INOC1	-0.2225
DKFZp451M2119	0.233875
VMAC	1.499
USP53	0.4605
CAMK1G	-0.814875
TMEM106A	-0.3965
CDC20	-2.7775
ACSL5	-1.91066666666667
CBWD5	-1.3785
C1orf87	-1.98425
KIAA1274	-0.58675
PRUNE2	-2.1406
LYPLA2	0.680166666666667
DOK6	-3.0145
GPR149	-0.45625
FAM30A	-0.0145
TMEM129	1.05875
SLC35B3	1.08725
ACPP	-0.832777777777778
LOC200261	-0.4635
SLC4A7	-0.0273
CCDC40	2.711
GART	-1.657
THOP1	-0.615
SCARB1	0.207875
CACNA1F	0.48275
TRIAP1	-0.318833333333333
SYT14L	0.916
SFRS8	-0.853
PBOV1	-0.02325
GOLSYN	3.91025
GJB7	-0.6095
CAMK2N1	1.42733333333333
GREM1	0.332666666666667
FLJ20433	1.43225
QPCT	-0.716
PRKAG2	1.43383333333333
H2AFX	-1.239375
C6orf154	3.302
PLOD3	-1.06675
ZBTB39	-0.869333333333333
WASF3	0.811666666666667
DRG1	-0.6695
PRR4	-0.137
SPCS1	-0.28425
KDELR3	0.294333333333333
SRP19	0.576833333333333
GABRA6	0.49875
MFSD1	1.164
MMEL1	2.56675
PDXDC2	-0.3436
BUB1	-4.46666666666667
RNF138	-1.646625
MYLPF	-0.379833333333333
AIF1	0.149333333333333
DYNLRB1	1.2008
HCN3	-1.21733333333333
HIST1H2AI	1.03975
MAP4K5	-0.755833333333333
LASP1	1.464125
LOC130951	0.066
PLAA	1.57025
KRT6A	-1.9055
C6orf117	-2.56675
ARHGAP23	-2.2985
PTF1A	-0.6815
GPHA2	-0.8645
LCE3B	0.34125
MCL1	-0.198428571428571
EHBP1	-0.820666666666667
PRNP	-0.593875
ZSCAN1	0.22675
C1orf113	0.525
FOXA3	-1.44725
NEB	-0.29775
ASGR1	-4.76966666666667
CTGF	-0.991833333333333
RAB17	2.00833333333333
MST101	-1.2465
JARID1B	0.2211
USP37	0.6372
PTBP1	-0.751833333333333
PTPN7	-0.938833333333333
CDC7	-2.78683333333333
SNX7	-0.38425
ZNF335	-0.34675
CPT2	1.84775
HEATR1	-1.627125
HSPC152	-0.35725
C5orf40	0.70175
PSME1	0.748
STAG3	-2.38725
TMEM154	-0.720833333333333
KLHL32	0.652333333333333
TSGA10IP	-0.9685
SUV420H2	-0.104833333333333
SF1	-1.2461
2'-PDE	0.2436875
PNLIPRP2	4.2795
TRSPAP1	-0.5715
NUP210	-0.0115
ANP32C	-2.35116666666667
RAB11B	-0.243
ASB15	0.0969999999999999
ITGB3BP	-0.72975
UBASH3A	-3.1675
YWHAB	0.042
TPRX1	0.107
LY6G5C	0.384375
SLC7A2	2.430625
CLK1	-0.1719
HSD3B7	1.14933333333333
VDR	1.364
C16orf74	0.36925
ACE	0.6535
PSMA2	-0.33
CCDC131	-0.547
ZNF213	0.949166666666667
EML2	0.54275
ALS2CR13	0.372
GLYATL1	4.26825
DSPP	0.2265
DHFRL1	-0.662571428571429
C10orf30	1.245
SH3RF2	-2.09016666666667
LOC197322	0.934666666666667
DLL3	-1.997125
TIGD7	-0.01775
GFRA3	0.36675
CPA1	0.3685
RTN4	-0.476666666666667
PPT2	-1.41566666666667
FASLG	0.792583333333333
FOXP4	0.79125
RPL26	0.544
GNL3L	-1.612
FMR1NB	0.0401666666666667
CD163	7.3075
SGPP2	0.28725
GIMAP2	-0.06825
CD37	-0.374666666666667
DPT	0.3461
NBLA00301	0.32175
RGS5	0.39125
C9orf4	0.767
ACTL8	2.55333333333333
PRKAR2B	-0.45425
OPLAH	1.306
C20orf134	2.8925
SPACA5	0.24425
TBL1X	-0.326
TSPYL3	-1.395
CHCHD3	-1.172
CRKRS	-0.178833333333333
GPR65	4.467
DFFA	-0.015
FUT1	1.01225
C6orf204	-0.214166666666667
TMEM51	-1.3645
ZNF580	0.61075
CMTM2	0.384
C20orf200	-0.3505
EZH1	0.479333333333333
FDX1L	-0.10075
MRPL32	0.04775
PCAF	-0.0192
ALOX15B	0.4
CD59	3.465375
CDK9	0.531625
ERP29	0.478
TTR	-5.1805
BCMO1	-0.6415
DDIT4	-1.4021
PTGDS	-0.288
C3orf63	-0.0375
BST2	1.923875
CYP1A2	-0.447333333333333
C5orf25	-0.2525
STX1A	-1.19629411764706
OR2A12	0.277
SH3BP5L	-0.41175
SERINC5	-0.100125
USP6	-0.9609
MRPL3	-0.452833333333333
POMP	0.286125
INPP4B	-1.00514285714286
GMPPB	0.66875
EAPP	0.8715
AHSA1	-0.83675
ABCA11	0.3895
SLC5A6	-1.07583333333333
HIVEP2	0.6035
SUMO2	-0.876875
KIAA1822L	0.179833333333333
C11orf67	0.77525
TXK	-0.894285714285714
PHCA	0.6725
ICAM4	-2.05433333333333
FPGS	0.422
SNRPA1	-1.138
KCNJ4	0.12125
KIF6	2.5361
HIST1H2BG	0.6655
SLC5A5	0.2595
ZNF354B	-0.358333333333333
IL12RB2	-0.171
C11orf76	1.3545
GAL3ST2	0.479
AIFM2	-0.783375
SYNC1	0.269375
UBL3	0.96025
PIK3CG	-1.736
NLN	-0.5702
BCORL1	1.066
CD5L	-0.606333333333333
ZNF238	-0.267833333333333
KIAA1394	-0.9995
C16orf55	-0.2027
CYP3A7	-2.033
KRTAP3-1	-2.2755
TFDP1	-1.22866666666667
MND1	-3.095
NODAL	-0.6204
GTPBP4	-0.6875
TUBGCP2	1.39575
SLITRK5	-2.53225
CIC	0.1945
CD79A	-0.1575
SAMD14	0.334833333333333
TNPO3	-0.953
OR10G3	0.1755
OR10G8	-0.2635
CCDC111	-0.6
HOXC9	0.9255
DCUN1D1	-0.27125
CYB5R1	1.40575
TSR2	1.0925
DAB2IP	0.6247
SLC6A5	0.3555
RAB3D	1.27475
DCUN1D4	-0.9756
ERBB3	1.37983333333333
SDC1	-1.21775
ATP6V1H	1.03866666666667
SYK	1.6835
ST20	-0.27875
C13orf30	0.853
WDR40A	0.244666666666667
ADMR	0.2035
LOC388335	-0.50525
ACSM1	3.2005
TDG	-0.6
FLJ11235	1.48725
MRPS5	-1.11733333333333
AGPAT2	-0.3865
SLC12A1	-0.00171428571428571
CYP27A1	-0.91925
THAP7	-0.412
XPO1	-0.900833333333333
ALMS1L	-0.0248333333333333
C1orf2	-0.2205
ZNF777	0.243666666666667
CAMK2A	0.578833333333333
SMC1B	-0.27
IHPK2	-0.116466666666667
LEMD1	-3.466
NKD2	-0.5959
CLU	2.43128571428571
ARMETL1	1.3005
PABPC4	-1.4435
CXCL12	-0.903833333333333
TFAP2C	-2.2395
TTTY8	1.445
ABCB10	-1.3721
ENDOD1	1.94916666666667
IDI1	-0.6205
KCTD6	1.2085
CCDC105	-0.064
ULBP2	-0.5415
ZDHHC5	0.46075
WNT8A	0.8355
COMMD10	-0.04225
KLHL12	-0.21775
GPR50	-0.6265
NR5A2	0.0175714285714286
OXGR1	-0.158
EHD3	0.3975
CAPRIN2	-0.689875
KLRC3	-1.2895
SF3B1	-0.0908571428571429
IPO7	0.0605
ALDH1A1	-2.27066666666667
ANKRD5	1.594625
TSNARE1	0.213
DDEFL1	1.84375
RNASEL	1.0815
DNAH9	0.73875
HELLS	-2.64
TNS4	-0.2305
NAV1	2.0775
KIAA1409	0.170666666666667
C20orf26	3.32966666666667
TUBG1	-1.14975
IRX2	2.479
CNGA4	-1.271
MGC50559	1.48616666666667
OR4K17	0.1575
TM2D2	0.476083333333333
FAM32A	-0.0455
TXNDC14	0.0335
CCBL1	-0.3475
ANK1	-1.95688888888889
PRSS23	2.36575
PPM1L	-0.471
SPATA20	-0.17375
APCS	0.66925
C14orf122	-0.299333333333333
PSMB5	0.479
C6orf10	-0.286111111111111
SETDB2	0.263
SPNS3	-1.04425
SGMS2	0.626833333333333
MXD3	-1.65
MON2	-0.2878
CARTPT	6.603
HNF4A	-1.12366666666667
RABEP1	1.14305
TNFRSF10B	-0.60225
USH1G	-0.132
PPAP2B	-2.38633333333333
TMEM16K	-0.10425
CTDSP1	1.00633333333333
CDK5R1	0.185
GABRR1	-0.7105
OPN1LW	0.235
FAM98C	1.928125
DBN1	-2.6235
ACAD10	0.00725000000000002
QTRTD1	-0.601
WNK3	-2.00183333333333
RPS19	-0.44875
C1QB	4.203
OTUD5	-0.062625
SLC41A2	0.105833333333333
TMEM22	-3.14583333333333
KHSRP	-0.409666666666667
TNFRSF11A	0.1355
FBL	-1.86366666666667
IBTK	1.08433333333333
OXER1	0.3065
CBLN4	-0.0164285714285714
GPR172B	0.188833333333333
CFTR	-1.80975
VSX1	1.6515
CAMK1D	-2.32
LOXL3	-3.4505
RTP4	2.61725
SLFNL1	-0.37825
KIAA0828	0.737125
PAR5	1.4605
LOC723972	-2.42875
GDI2	1.14325
CEBPA	1.6622
MLF2	0.445333333333333
AFMID	0.55925
ALOX12B	-0.06875
BPHL	0.603375
COX5B	0.101
S100A10	-3.0746
THOC6	-0.51775
NHN1	0.04075
RRP12	-0.00533333333333333
ARID3B	-2.4535
CD3G	-3.5835
KIAA0133	-1.17325
NAT11	-0.887666666666667
PPAT	-0.629833333333333
SIRT3	1.1349
TCERG1L	-1.37075
NIPA1	0.4514
DPP8	-0.6062
IL7R	-4.1585
ZFP64	0.1155
DMAP1	-0.4226
TRMT12	0.8965
TLR4	0.9872
WFIKKN2	-0.097
RAB12	-1.912
DDX51	-0.202
KIAA1086	-3.008
ZNF295	-0.303333333333333
ACVR2B	-0.772071428571429
LOC494150	-1.087
ZNF517	0.242
DNASE1L2	-1.927
SUFU	0.276818181818182
LOC283677	1.0425
LMO3	2.28533333333333
PPP2R5D	0.0131666666666667
ZNF587	1.1937
HIST4H4	-0.11875
CYP2C8	0.150666666666667
C1orf80	0.0183333333333333
DOCK5	-2.02266666666667
C9orf24	-0.1695
OR5AR1	0.538
C11orf24	-0.414
UNQ1940	-0.282
CAP2	-2.27533333333333
TIMM44	-0.64725
DSEL	-2.9839
ROM1	1.5845
FBXO4	-0.65275
MYLC2PL	-1.8055
MLH3	0.6517
NOX1	0.333833333333333
DPEP2	0.63975
DNAJB5	-1.1675
RLTPR	0.2525
MBIP	-1.07566666666667
COPB1	0.474333333333333
SFTPA1B	-1.144
C10orf4	0.3978
PRELID1	-0.28375
NOLA1	-0.601
C19orf24	1.32575
TLR9	-1.825
HLA-DMA	1.83675
HCRP1	-3.176
GPR137	0.902166666666667
ITGA11	-2.90166666666667
PHF13	0.347666666666667
MARK4	1.148
METTL4	-1.0105
MBD3	0.2906
LOC134145	0.405375
FGF3	0.09175
SLC35A3	0.74175
CLEC16A	-0.26375
AMOTL1	-2.51266666666667
FLJ31438	-0.699
PAICS	-1.1555
TOMM40L	0.153166666666667
MMD	-3.4955
KLK10	-1.9851
NIT2	0.1925
SERPINB10	0.769
KLF15	0.0933333333333333
CCDC5	-0.21375
WSB2	0.166125
ME3	3.28075
CACYBP	-1.07766666666667
TCTN2	0.5395
JAK1	0.273
C2orf25	0.04225
GPD2	0.6545
FBXL11	-0.127166666666667
CDV3	-0.595166666666667
GALNT11	0.97075
NDUFA12L	-0.1935
FLOT1	0.716
TOR1AIP2	-0.0725
MMP25	2.738
C1orf164	-0.1246
CHST5	-0.1795
LYRM4	-0.47615
GPER	-1.6145
HIPK2	1.74483333333333
DAP	0.5287
ZMIZ1	0.945166666666667
DDX58	2.335125
DCC1	-2.95825
AKT1	0.706
ENPP6	0.0248333333333333
ERVWE1	-0.455
CDC34	-0.000499999999999998
RNF125	-0.722
CASC1	5.14325
SHROOM2	1.371
RRM2B	0.847333333333333
COL6A3	-1.365625
TMEFF1	-3.35125
PLEKHA4	0.4508
LYSMD1	0.404666666666667
SEPT1	-1.083
AOF1	-0.32775
GNPAT	-0.261
WDR18	0.18525
HSD17B12	-0.710166666666667
HIST1H2BM	0.824666666666667
INDOL1	-0.997333333333333
SUDS3	0.4615
C1orf192	0.4645
CYP2B6	-0.14675
TBC1D2	0.839
SLC25A12	-0.474375
ERCC6L	-2.61766666666667
MGC10814	-1.3875
POLR2C	-0.722666666666667
ZNF77	-0.504666666666667
EIF3K	-0.6937
HPX	3.176
ANKRD27	-1.44575
MALAT1	-1.0621875
PLB1	1.11916666666667
HRNBP3	-0.75
CPSF4	-0.8165
OR52N2	-0.1975
PIP5KL1	0.02575
GH1	0.902
HPS5	-0.21125
SLFN5	0.26
POP5	-0.7145
OVOS2	-4.94183333333333
C20orf108	0.097875
MARS	-0.89025
CLRN3	2.3955
ARSE	-1.98366666666667
PPIE	-0.433333333333333
PHACS	0.00166666666666666
GP5	1.6885
IL8RB	1.4686
FCRLA	-2.261
ARRDC1	0.4053
KRTAP9-4	0.00474999999999998
ZNF613	0.7155
OR11A1	0.831
TMEM132B	-2.12185714285714
PGLS	1.1255
BSND	-1.813
KCNK18	0.222
FOXD4	1.0825
SV2C	-0.2555
LCN2	-0.9955
ZNF490	0.9325
C3orf15	1.943
CACNA2D4	-1.8525
CBX5	-0.401
MAGEB4	0.2115
BOLA1	0.83375
PPP2R5E	-0.31575
COL5A1	-1.57116666666667
ASB7	-0.49
SFT2D1	-0.375875
DERL1	-0.1291
RABL2A	0.211333333333333
MOAP1	1.504
KIAA1545	1.62683333333333
F3	2.48125
PLEKHM2	-0.3
CCDC89	-0.729
EFCAB1	0.971625
TMEM48	-2.0145
SEPHS2	0.4895
PYGM	-0.547
PRICKLE1	-0.9255
WNT5B	-2.80275
TAS2R38	0.497
IMP5	0.559
KHDRBS1	-0.351
LARS2	-0.564333333333333
C3orf28	-0.83075
FTCD	-2.164
C10orf68	0.831
DGAT2L3	-0.36275
PSEN1	0.224916666666667
MGC33657	0.947
PLA2G4B	0.552666666666667
CDKN2A	-0.07525
DLX1	-2.26875
TSHB	-0.0715
C18orf37	0.2775
MEX3C	-0.0405
MAMDC2	-1.1545
PDIA4	-1.08475
ATP5E	0.59475
CASP2	-0.891142857142857
SERBP1	-0.380423076923077
ZNF341	-0.1265
TESC	-2.6825
TMEM31	-1.5925
OR51I2	0.6365
YTHDC1	0.248785714285714
JUN	0.567
AGMAT	-2.31066666666667
PCNXL2	0.01875
ATAD5	-2.850125
STK38	-0.992
AZI1	-0.2085
RBP1	2.942
C4orf26	-1.431
KIAA1026	1.556875
TMEM101	0.8165
HSFX1	-0.632
TREX1	1.54775
C18orf10	-0.3951
TRIM15	-3.083
CA6	0.129
CEP57	-0.816375
AR	3.58533333333333
SESN2	-0.169833333333333
KIF3C	1.05175
EPB41L5	0.38725
ARHGEF10	-1.8812380952381
POLR3D	-0.19775
INDO	-1.94316666666667
GABRA3	-1.2555
SCG5	-3.8933
E2F3	-1.5888
TIGD5	0.60125
FGD6	0.96925
KLHL3	1.002
SCGB3A2	-2.203
URP2	-0.572333333333333
ATP6V1B1	2.9767
CALML6	-0.972
LOC100049076	-0.8335
TMF1	0.83275
LOC388503	-0.07625
CDH5	1.964125
RPS6KC1	0.166
DAAM1	0.0327
TNFRSF10D	-0.791
GSTT1	-2.392
INPP5A	0.1575
TRAF3IP1	1.2724
SMARCE1	-0.604846153846154
VRK1	-2.0715
TTC16	2.82325
AARS	-0.281166666666667
ARHGAP27	-0.3605
ZAK	-0.514571428571429
ACSM2B	-2.911
TRAP1	-0.640333333333333
MRPL53	0.853
RNF44	-1.1745
NPTXR	1.2115
DPYSL3	-2.69583333333333
APP	-2.0754
GLS2	1.07983333333333
MNX1	-2.172
CMTM7	-2.33175
OR10A7	0.958
NYD-SP21	1.76033333333333
ORC5L	0.12175
SLC16A10	-2.10383333333333
TMEM178	2.083
LOC441601	-6.06625
PTGIS	-1.85125
KBTBD7	1.35425
C19orf41	-0.265333333333333
CEACAM3	1.28583333333333
KRT23	0.929
SERHL	3.609
PNKD	0.397125
UBC	0.58925
ATRN	-0.844875
HAPLN1	0.81675
RANGAP1	-0.16675
C10orf26	1.509
KCNA7	-0.478333333333333
SRY	0.2995
LOC376693	0.132
HIST1H2BF	1.29075
CDCA8	-2.9465
MLC1	1.63375
TNIP3	-0.59125
OR4D1	0.7525
IFT52	-0.441333333333333
GOLT1A	0.763833333333333
UTP20	-1.12375
RP3-402G11.5	0.581125
PRSS33	-1.0435
PMPCA	0.1155
APOB48R	0.6575
GLTP	0.79125
MPL	0.61325
C9orf78	0.186
ADAM12	-1.760875
CSPG4	-2.695
LOC144305	-0.6
KRTAP4-10	0.8292
PAK1	0.562
ADCY7	-1.45866666666667
TAS2R43	-1.4725
FRAS1	-3.14864285714286
PPP1R14A	-0.011
OR2B6	-1.32175
ATP13A1	0.244333333333333
SIDT1	1.538
C1RL	1.41233333333333
PRKRA	0.3515
TLN1	0.0186
RP11-50D16.3	-0.205416666666667
MITF	-2.9625
GYS1	0.0835
LYG1	-2.20816666666667
NSMCE4A	0.0807
DNAI1	0.098
HOXD11	0.0485
FNBP1L	1.4952
DHX35	-1.8845
LCE3E	0.8675
SLC33A1	0.259
DCLK3	-0.476
TRIM33	-0.941666666666667
TMCC3	0.634166666666667
FBXO42	0.216833333333333
C1orf27	0.1871
C17orf50	0.3715
RNF14	1.17391666666667
SLC4A8	0.446375
RAB3IP	-0.2527
COX6C	4.31842857142857
PCSK1	0.3662
SLC13A1	0.00399999999999997
ARF6	0.526833333333333
KIAA1009	-0.367875
HOXA13	-0.790333333333333
HMGN1	-0.967
CXADR	-1.27258333333333
MGC14436	0.649
UTF1	1.384
TSC22D1	1.1155
BZRAP1	1.24166666666667
PUF60	-0.40375
SHC1	-0.03125
HOOK3	0.1438
LIMS2	-0.845166666666667
BAHCC1	-1.2025
CLCC1	0.707166666666667
ENTPD3	0.3032
SMO	-2.128
PIK3R5	1.086
CDC14A	0.67375
KRT1	-1.15466666666667
ENOX2	0.837
FLJ22655	-2.158
FPRL1	-0.812
INTS6	0.4844
ZCCHC5	0.079
SMC3	-0.77425
C6orf123	0.0975
FLJ20160	5.251
LOC653391	-0.00783333333333334
GSS	0.54875
NT5M	1.363
SIX5	0.864
TAF5	-0.2935
KCNA1	-0.1102
ANLN	-4.54216666666667
MGC45491	-0.692
SSTR2	0.74175
LYPD4	0.0555
TH1L	-0.739
CHRNA5	-3.116
PNMA6A	-0.575
FLJ16369	0.1095
DLX2	-3.44066666666667
C6orf108	1.12716666666667
ALDH3A2	1.78133333333333
CLEC1B	0.7316
LEPREL2	1.103
FOXJ1	2.9444
OR1D4	0.621
PPIL4	-0.331
MTRR	-0.6525
SLC27A3	0.715666666666667
HTR7	-0.9645
MIB2	0.600625
