Hybridization REF	TCGA-BH-A0AU-11A-11R-A12P-07
HK2	-1.50985714285714
ELOVL6	-2.023625
MDK	-0.81525
EPHX1	0.3555
RASSF2	0.128625
DKFZP434B0335	-0.7055
DLX3	0.617875
PRTN3	-0.489
AVPR1A	0.88975
C21orf125	-1.20975
TNFAIP8	-0.248833333333333
GNB2L1	0.71075
CALCRL	0.467
SCGB2A2	7.787
UBXD7	-0.2215
ZNF674	-0.8555
TMEM35	0.5995
BRSK2	-0.79925
HECTD3	-0.134333333333333
TMEM188	0.0604166666666667
LGALS9	0.991875
SCARB2	0.310666666666667
USP34	-0.562666666666667
C17orf28	0.843333333333333
ZDHHC23	-0.77125
AQP12B	0.024
SLC16A3	-3.723
APLP2	0.519875
ITIH2	-1.947
MICAL3	0.534875
TNNI3K	1.7424
HDAC2	-0.26625
PRR7	-0.3825
THBS2	-1.795125
LOC751071	-0.752166666666667
CA2	2.72733333333333
RANBP17	-0.54625
RLN3	0.3765
CRYZ	0.444666666666667
GBAS	0.279666666666667
TAS1R1	0.124
MPZL3	0.2745
PCDH8	-1.7935
HSP90B1	-0.67525
KCNK15	-0.573
TNIP2	0.0025
GPR146	1.688
NOL6	-0.4415
SPC25	-5.40577777777778
STEAP2	1.957
VAMP3	-0.103333333333333
TCIRG1	-1.01275
ZP4	-0.308666666666667
PARL	0.518875
TRIM39	0.0518333333333333
KIAA1305	1.249
CRNN	-0.0473333333333333
GRN	-0.396
HSH2D	-1.333
SCAMP1	0.4955625
KIAA1913	0.06575
PTS	-0.432
BANP	0.303642857142857
PRKACG	0.08375
ADCY6	0.832833333333333
C16orf46	0.1345
CYP51A1	0.06925
DDC	-4.953
ANPEP	1.03866666666667
PROM1	3.46516666666667
SIGLEC10	1.32375
COPG	0.014
FAM26E	0.025625
TRIP4	0.2745
SNX3	0.202333333333333
C1orf175	0.923833333333333
PPY2	0.3145
C14orf152	0.66375
FTSJ1	-0.909166666666667
DST	1.3707
LOC554235	0.37425
GLRX5	-0.75125
C20orf12	1.4098
CAB39	-0.0158333333333333
MSH2	-0.806666666666667
PIP4K2C	0.041125
CYLD	0.136625
WTAP	1.077375
MGAT4A	0.0532222222222222
TSC22D4	0.1477
CHRM2	-0.588
PPYR1	0.317833333333333
CCNH	-0.524666666666667
RRM1	-0.93375
ECAT8	-3.279
LOC400120	-0.8515
GABRA4	-0.27325
C14orf4	1.26216666666667
C1orf59	-0.30325
CTDSPL	1.31366666666667
NHEDC2	-1.027
PDE11A	-0.2325625
KLHL29	2.291
CD5	-0.501
TSPAN9	0.899375
WDR67	-1.4315
THUMPD1	0.6874
C18orf17	-0.71775
CLYBL	1.24766666666667
FLJ13231	-0.3155
CMBL	-1.147375
LECT2	-0.43275
NKAPL	3.65883333333333
LOC654780	0.3345
OR4C6	0.604
RAB30	-0.152666666666667
TSSK4	-0.2455
TMEM163	0.924
OSBPL11	0.204583333333333
GNB5	-1.46783333333333
CCL21	1.16175
C1orf121	-0.6795
FMO2	4.08483333333333
RPTN	-1.135
MSTN	0.7355
VCL	-0.6
FYTTD1	-0.217
C11orf1	0.65
CCDC88C	-0.2206875
HFE	-0.415055555555556
MOGAT1	-0.547
FAM125B	0.846
IRGQ	-0.167
RAVER2	1.1275
AKAP5	-0.7345
SSSCA1	-1.01125
C11orf63	0.620625
ACTG2	2.8227
PORCN	-1.094
DTL	-4.15036363636364
TMEM151	0.6125
FAM122C	-0.80175
RSAD2	0.2768
BAT4	-0.489
KRTDAP	0.0963333333333333
MYH8	0.35825
CRTC3	0.453
LRRFIP2	-0.0993
INTS4	-0.621833333333333
TTN	-1.642
SLC26A5	0.5165
PLLP	-0.03125
RGS6	0.578875
SRGAP3	1.709375
ZNF525	0.268166666666667
NBR2	-0.236166666666667
C13orf1	-0.2382
ZNF137	0.1395
CEP27	-1.93125
BEST2	0.0385
RNF121	-0.5235
DMRTC2	-0.2405
C8orf76	-0.78525
BCCIP	-0.41525
MEST	-0.24425
HTRA2	0.071
ANGPTL2	0.999
ILKAP	-0.692166666666667
ERAS	0.1505
HBS1L	-0.1365
CPA5	1.138
TMEM30A	-0.0821666666666667
CD300LF	0.869166666666667
WISP3	3.5315
CRK	0.178714285714286
PDS5A	-0.6841
BRPF3	0.0571666666666667
NEDD9	-0.028125
SMPDL3B	1.05425
PSG6	-0.60025
PSMD13	-0.363
ETV5	-0.1825
OR51A4	0.00899999999999999
BTBD7	0.429666666666667
GSTO1	-1.531875
hCG_16001	1.1485
MAD2L1BP	-0.608666666666667
COX6A2	2.5295
SCNN1A	2.1195
LSM1	-0.171333333333333
UGT2B11	-0.2335
IDUA	0.981
PPP2R3C	-0.509333333333333
COX11	-0.586
PDZK1	2.58075
ZNF443	0.339166666666667
MGC21874	0.680833333333333
ZNF323	0.8368
KRTAP10-10	0.4465
CXCL6	-0.26
SLC34A2	2.0347
LOC284402	0.089
NPTN	0.886583333333333
UPP1	-2.49883333333333
SLC6A9	-0.0765
OR7G3	-0.02575
CISD1	-0.92
ZNF545	-0.0225
SYT14	-0.2515
NT5C3L	0.0768333333333333
ZNHIT3	0.153833333333333
SNRPD3	-0.314
KIAA0701	-0.30025
UNC93B1	-0.407666666666667
GMNN	-1.339375
SPCS2	0.450833333333333
LOC388524	1.1455
NAPRT1	-0.352125
PNLIPRP1	-0.46175
OR6V1	0.692
PRKAB1	-0.421
EYA4	-2.67416666666667
KIF20A	-4.6795
ALG10	-1.12425
ITPKC	0.778
LMX1B	0.449333333333333
RPUSD4	0.175166666666667
C7orf34	0.230666666666667
DLGAP2	0.150125
PFN1	-1.1054
MICALL2	-0.715333333333333
ZNF654	-0.5335
SS18L1	-0.88775
SLC16A8	0.59775
MKI67IP	0.269166666666667
ITGB3	-1.190875
TCEA3	1.84633333333333
CEP152	-2.34425
CLIP1	-0.427125
ZNF75	0.5193125
ATP5C1	-0.875166666666667
NUDT5	-1.41633333333333
PSCDBP	0.0215
UBP1	-0.03725
RBM27	-0.744
C13orf15	3.41025
ZNF282	0.0575
ZNF222	0.5171
COL10A1	0.0615
PRDM15	-0.2805
TTTY5	0.2145
FAM9C	-0.34425
C20orf67	0.2255
GNG13	3.172
F12	-1.11725
C1orf41	-0.907
CPXCR1	0.642
GSK3A	-0.297625
SUPT6H	-0.192833333333333
PI16	1.49533333333333
ELL2	-0.287916666666667
C9orf167	-1.89466666666667
PVRL3	-1.8812
FLJ38596	-0.08525
ADAM20	0.23325
GPR89A	-0.656
GPR87	0.5385
ZNF30	0.668
SMR3B	4.0675
ZNF770	-0.441875
TRPC4AP	-0.76
DKFZP686E2158	0.380166666666667
C2orf28	-0.351166666666667
FREM1	0.682333333333333
LAMA4	-0.0575
ADPRHL2	0.048
EIF4G2	-0.0055
GUCA1A	0.7595
CTNNA2	-1.37275
NUDT15	-0.849833333333333
CEPT1	0.140666666666667
ZNFX1	-0.1529
CCDC92	0.95575
TDRD1	-0.4895
KCNK5	-0.733166666666667
ETNK1	-0.207416666666667
LTA	0.3065
TTPA	0.566333333333333
B3GALNT2	-1.616375
SC65	-1.12283333333333
PEX5L	-0.939625
EPS15L1	-0.78825
MGEA5	1.004125
HIST1H3A	-0.02
ING1	-0.195
BCAT1	-4.41325
ORC6L	-3.73172727272727
KLK11	-1.21
C19orf28	-1.964375
DNER	-2.42575
MED22	-0.583571428571429
ETV6	1.40325
CHAC2	-2.58475
CD300E	-0.372
CEBPB	0.829416666666667
ZNF398	0.255
LRCH3	-0.114
HMGA1	-1.43266666666667
CAPN7	0.160666666666667
MGC5566	-2.12675
CCL3	1.757375
NANOS1	-0.558
ZFYVE19	-0.01825
APITD1	-1.17216666666667
PARD3	0.85575
IRAK4	-0.875166666666667
SERPINI2	0.329
CEP170L	-2.165
TTC9	1.48925
MYOM3	-1.27825
MLPH	1.2165
LOC222699	-0.0055
NRG1	0.214833333333333
TBC1D9	3.27872727272727
TTK	-4.10333333333333
ZNF557	0.0548
DDX41	-0.448333333333333
FANK1	1.9275
UBE2D2	-0.276625
PSMB10	0.027
MYH7B	1.827
GABARAPL2	0.487375
MARVELD2	0.937166666666667
DGCR2	0.731833333333333
UNC45A	0.334666666666667
C6orf72	0.368
ZNF683	4.04025
GIT2	-0.067375
CASK	0.0655
C14orf161	2.21083333333333
LRRC44	0.6945
TIFA	1.23225
UTP11L	-0.67725
C6orf65	-1.46175
FDPS	-0.51275
DUSP9	-1.2764
SLC17A8	0.244333333333333
OR51G1	-0.0453333333333333
NANS	-0.509
OLFML1	0.931
ATP10B	-0.67875
NPAS3	0.7075
PRKCA	-1.7333
GGA2	0.3918125
LCE4A	0.663
SPANXN3	0.735666666666667
CCDC115	1.669875
SDCCAG3	-1.0325
GLIPR1L1	0.216
TTC1	-0.177
C17orf76	-0.22825
MAD2L2	-1.86375
HIPK1	-0.3961
LRRC3B	2.79066666666667
CLN3	-0.0680454545454546
C17orf47	0.02
FMN2	-1.5055
TUBB1	-1.434
WAPAL	-0.387833333333333
C3orf21	-1.124375
SCN5A	0.0823
SMYD1	2.654
BEX5	2.105
ZNF192	0.1875
SEC22A	0.01
GRIA2	1.52442857142857
KIAA0825	-0.8345
NUSAP1	-3.96
LANCL1	-0.444
C15orf40	-0.1318
ZNF645	0.073875
GPR61	-0.022
NLRP14	0.6885
SNX21	0.1031
C1QTNF8	-0.102
C17orf46	0.2365
IFNA8	0.775
SPRR1B	-1.00116666666667
FLRT1	-0.6585
SNX17	-0.3015
ASB2	0.01
HBG1	-4.816
RPRML	-0.01475
JOSD2	-0.467166666666667
PLSCR3	0.26475
SPOCD1	-1.84833333333333
RAB39	-1.9445
GHRH	-0.3485
ITIH5L	0.578
C17orf37	0.26375
SMCR8	0.04575
DPY19L2P3	-0.247166666666667
IL11RA	1.9
GDF3	-3.69016666666667
RPS6KB1	-1.25433333333333
DNAJC19	0.5823
TOP1	-0.69125
CRCT1	0.708875
MPST	0.294
DPM2	-0.181125
FAM38B	0.462333333333333
SLC18A1	-1.35716666666667
FARP1	0.514833333333333
PAX7	0.024
TUBD1	-0.7935
GNL3	-0.042125
BTG2	1.48746666666667
NDUFS6	-0.953
C1orf79	-0.373
ERAL1	-0.77825
ECHS1	0.34575
VPS4A	-0.3065
CYP11A1	0.435625
ABCC6	-0.638571428571429
PBX4	-1.02
MOSC1	0.32725
NCF4	-0.7765
HYMAI	0.6485
NAGPA	-0.410625
OTOP2	0.28775
ACOT12	0.15425
MTHFD2L	0.563
LOC441376	2.3285
C19orf34	-0.046
RAB1B	-1.04325
ALDOAP2	-1.4995
NTRK1	-0.9495
ARTS-1	0.9165
SLC6A11	-1.432
NAP1L2	1.84475
CNGB1	-0.0938333333333334
EPB41L4B	0.847833333333333
FAM134B	1.3865
HS3ST3A1	-2.49066666666667
CPXM2	4.5225
SIRPB2	0.0105
CHORDC1	-1.08783333333333
TRIB3	-1.41283333333333
SLC2A5	-0.09775
C2orf49	-1.03216666666667
DDX5	-0.06575
OR5L1	-0.059
ANAPC4	0.405
ZSWIM1	-0.074875
LOC93622	0.1185
KCNK3	0.1033
RP11-35N6.1	0.777
ZFP161	0.2795
AQP9	-0.10525
SLC15A2	0.154666666666667
MREG	-0.165833333333333
OR9I1	0.1105
PDLIM2	0.711625
ADAM7	0.087
GSTCD	-0.693666666666667
WDR21A	0.210125
SLC12A8	0.4225
TMEM174	0.11375
IGSF3	0.111333333333333
LRRN1	0.98875
LOC402117	0.12625
SRPK1	-1.332
LY6K	-0.2585625
NFIA	2.604
PTCD3	-0.252375
LEP	3.50033333333333
PCDH21	-0.602166666666667
MAPKAPK2	-0.42
NMNAT1	-0.8035
LHFPL2	0.56025
C9orf43	-0.0235
DIP2A	-0.5985
ACTR8	-0.26775
CCDC34	-0.41275
PTPN22	-1.062625
ITGA3	-0.342875
FAM129C	0.01425
RABGGTA	0.439666666666667
UNC45B	0.3035
KIAA1033	-0.66
ZNF510	-0.0243333333333333
CYP2D6	-0.202333333333333
SLC26A10	0.539
STX8	0.273
LUZP1	-0.19325
WDR89	-0.242166666666667
EIF4G3	-1.3897
C5AR1	-0.0476250000000001
ZNF623	-0.014
A2M	1.55775
TGM7	1.126
GRPEL1	-1.00316666666667
LMNB2	-2.3899
ROCK2	-0.485666666666667
SNX16	-0.0175
CCDC66	1.458
ANXA3	1.99275
KIAA1609	-0.371875
EED	-0.44075
RNF32	0.366
HES1	1.0991
CLC	0.000166666666666685
ISL1	-0.912666666666667
KIAA0528	0.077625
MANEA	-0.262125
C1orf61	-1.0205
hCG_2001000	1.1845
RAPGEF6	-0.1284
KIAA0020	0.169333333333333
NEIL1	2.15525
C16orf45	-1.166875
RBM10	-0.1185
C10orf125	-1.419125
MRS2L	-1.16425
DNAH17	-0.504875
C19orf10	-1.05725
C1orf160	0.5945
SLFN12	0.42375
EXOC3	-0.1765
HIST3H3	0.1085
NCOR2	0.499
TNFRSF9	-1.0665
MFSD8	-0.0895
ALX1	-3.5725
NOL1	-1.468
PODN	1.76925
TIAL1	-1.1175
HIST1H1E	-1.602
NPY6R	0.00799999999999999
TM4SF4	0.69875
CORO2A	-0.42325
ETNK2	-0.713833333333333
APOE	0.2176
ANGPT4	0.418
HDGF2	-0.36475
G30	-0.1125
ST8SIA4	-1.668625
F2RL1	0.344625
FAM19A4	2.5335
CCAR1	-0.51475
B3GNT7	0.044
OPHN1	0.1975
DSCR6	-1.253
C21orf13	1.00883333333333
GAS2L1	0.487
RFX3	0.511333333333333
COPS4	-0.1315
BCHE	-4.84
BCL2	2.934
HBZ	-3.1505
ARL13B	-0.173875
MAPBPIP	-0.352375
MYO15B	1.144625
SPZ1	1.992
KIAA1324	3.60344444444444
PLCL2	-0.823125
C4orf29	-1.3115
WDFY2	-0.80225
ZNF284	-0.731
NAALADL1	0.874
DUSP5	0.363666666666667
PXDN	-0.6005
SLMO1	-0.766
TNXB	1.0747
BIRC7	-0.87325
A4GALT	1.00533333333333
TIMM22	0.137
FAM110C	-0.05375
TOMM34	-1.47425
ABHD9	0.3445
ADAM32	1.743
CRHBP	0.93075
AQP2	0.81725
LOC130355	0.81425
ZNF187	0.846666666666667
ZNF816A	0.595
F7	1.026125
CNOT1	-0.8223
SLC13A4	-0.65625
ZBTB11	-0.088
B3GALT5	0.461
EXOC2	0.024
IRS1	1.108
TMEM1	0.0688333333333333
MRPL34	-0.4325
SAMM50	-0.15025
CDC42EP3	0.790875
HSF2	-0.3852
MFN2	0.07375
TSPAN7	0.1125
NUCB1	0.444833333333333
RHOH	-0.202
ARL16	-0.2255
TACR1	-0.142
SFRS5	0.385
SNX25	-0.575625
RHBDF1	0.684
PCDH18	2.74116666666667
HMG1L1	-1.01325
MYO5C	1.206375
MAPK10	1.6305
LDHAL6A	0.7992
NUDT12	0.976166666666667
NCAM1	0.148375
GLIS2	1.2535
GGTL4	0.412
DAPP1	-0.49
ATF7	0.29775
KIAA0748	-0.89525
NFIL3	-0.4415
TM6SF1	0.2021
SEZ6	0.11825
NANOS3	0.273
DNAJA3	-0.928666666666667
CLDN6	-1.456
CIITA	1.4895
EPHA4	-0.0654166666666667
FANCC	-0.30175
CMTM3	-0.420875
PSG3	-0.117
MRPL15	-1.00625
C21orf59	-0.37425
PLCXD2	-0.09125
C2orf34	-0.5075
UBE2L6	0.642625
MED14	-0.8415
HP1BP3	-0.199
C6orf208	-0.0715
TPBG	0.4325
OSR2	-0.396375
XPC	0.135333333333333
KLHL7	-0.977583333333333
CCR3	-0.175833333333333
AGTPBP1	-0.564166666666667
PCSK6	-1.13453333333333
STAT5A	-0.1129
FAM18B	0.6625
LONRF2	-0.3895
PTPN2	-0.36125
SF3A3	-0.7195
EFCBP2	-0.12625
HCFC1	-1.19133333333333
AHNAK	0.9928
ACTR5	-0.2625
KIF14	-5.00457142857143
TENC1	1.895
HEATR5B	0.9735
YIPF2	0.177333333333333
MYEOV2	0.671666666666667
DUSP18	0.345
KIAA1012	-0.01925
AHR	0.548166666666667
C17orf53	-1.96916666666667
PTPRH	-2.6
ATP6V1C1	-0.3768
TAS2R3	0.2515
LOC440356	-1.55125
COQ10B	-0.1225
PSMF1	0.249833333333333
SORBS2	3.50016666666667
NFE2L2	0.03975
TMCO7	-0.48125
SH3PXD2A	-0.4169
SH2D2A	-1.15125
SPINK5	1.35025
MRPS24	-0.75875
OPA3	0.54
TRAF7	-0.869333333333333
C4orf35	0.119833333333333
MT1G	-0.30425
MGC39545	0.82025
HS1BP3	-0.1379
OR2B2	-0.0535
CHRM4	-0.063
SFRP2	1.04616666666667
RIC3	2.66925
ART1	-0.3275
C6orf1	0.031625
DUS4L	-1.47825
C10orf104	0.71075
TNFAIP6	-0.66725
RTEL1	-1.15275
CCT4	-0.4206
ZNF709	0.168
CHMP6	-0.0713333333333333
UPP2	-0.0805
CYP19A1	-2.502125
CD151	-0.0345
NDUFA13	-0.7235
ARFRP1	-0.999166666666667
FAM26B	1.0385
CRYBA1	-1.461
MRPL41	-0.637
NPFFR2	-1.693625
HRH2	0.379
SCAMP3	-0.414666666666667
MTMR6	0.0271
MTG1	-0.636666666666667
UBTD1	0.45
CRABP1	0.477
FLJ33790	0.0918
KIAA1908	0.361666666666667
GPR158	-2.59225
PACSIN3	0.319
OMD	2.38866666666667
CATSPER1	-1.611
HOXB8	-1.733
FBXO46	0.8345
OAS1	0.269666666666667
SVIL	0.7555
PHB2	-0.64875
ADCY3	-0.449
NDRG2	3.83266666666667
ERMAP	0.7476
APBA2	-0.603
IGSF9	1.2975
WNT6	1.32071428571429
MYCBPAP	0.555
ATP2B2	0.0427
CPVL	-0.8648
TRAM2	-0.742916666666667
NOP5/NOP58	-0.75375
ZNRF4	0.45025
TLK1	-0.02025
MTMR12	0.282
ZNF384	-0.0653333333333334
FAM9B	-2.2645
RPN1	-0.3701
PMVK	0.73375
EIF3D	0.6723
SIX2	-0.60575
HPS1	0.358428571428571
RNF7	-0.028
PSKH2	0.2605
KCTD13	-0.521666666666667
CSMD3	-0.0282
FBF1	-0.1545
IL8	-5.134125
SERPINB13	0.474363636363636
FBXL20	-0.91225
BLR1	0.09875
SH2B1	-0.0485
RFNG	0.470625
RAB20	0.188
RBM7	0.38275
POLR1A	-0.477666666666667
TMPRSS4	-3.17925
TAF9	-0.506125
TERF2	-0.236666666666667
TNFRSF1A	0.0424166666666667
ACADVL	0.3025
GTF2H5	0.3315
EDG8	-0.410333333333333
C9orf140	-1.698
UST6	-0.221666666666667
ZBTB8OS	-0.99325
ZNF710	0.688
GPR174	-1.007
ATP6V0A2	-0.97
KIAA0319L	-0.416666666666667
XKRX	-0.092
DOPEY2	-0.1989
SDHD	-0.06225
SUMF1	0.891
OSM	0.114
OPN3	-1.5565
DAGLB	-0.1145
PPFIBP1	-0.1565
TRIM63	-2.95525
C10orf53	0.981
LYPD3	-0.0363333333333333
BCL7A	0.04525
AGER	-0.221333333333333
TCF19	-1.97475
SAT2	0.976
PFTK1	0.155833333333333
GABRE	-0.6495
C15orf38	0.1821
FIS1	0.164
KCNV2	1.4455
CLPS	0.1335
PPCDC	-0.59875
FOXN2	-0.461666666666667
NT5E	-3.2694
CD83	0.2655
IL18	-0.195375
VPS16	-0.2115
IGFBP2	-1.1135
NOTCH2	0.722
SIGLEC1	0.7705
CD93	4.525
SULF2	-1.05525
CEP164	-0.039625
P53AIP1	1.44033333333333
TOR2A	-0.111
ZNF136	0.3395
MGP	4.0685
CCDC144A	1.01133333333333
TRPC1	0.042
SMS	-1.25233333333333
MAPK7	-0.194666666666667
RRAGC	0.66275
PARD6A	-0.180666666666667
NUB1	0.596333333333333
SYNGR4	-0.12275
OR11H12	0.26
WIF1	3.566
GCH1	-0.8265
OR11H4	0.1105
SLC44A5	0.238
GPRIN2	1.9625
LOC401431	0.4395
CPA4	-1.864
MELK	-4.67066666666667
IL15RA	0.273
CUL3	1.00525
HMBOX1	0.9525
PODXL	-0.435
CCT6B	1.30483333333333
COMTD1	-1.184
MUC20	1.4805
GPX2	-2.13225
ITK	-0.989
FBXL5	1.4235
C13orf27	-1.3705
DEFA5	-0.031
TRHDE	-0.6505
MTP18	-0.8455
UQCRQ	-0.7797
ITGB2	0.6905
CSRP2BP	0.60525
TAS2R44	0.2145
PHPT1	-0.62275
FAM44C	0.00475
ERH	-0.48275
MPHOSPH1	-2.585
MORC1	-0.111
PARVB	-1.6365
LAMA1	-0.906083333333333
PGBD3	0.141
GIMAP6	4.33775
AREG	0.129166666666667
LIPT1	1.13325
MGC99813	-0.87275
C1orf201	-0.211
GRIN2A	-0.9921
MAN2C1	-0.041375
NSUN5	-0.952
SF3B5	0.254
MYC	-0.739625
NRXN1	0.572916666666667
ZNF18	-0.393
SPDYA	-0.787875
SLC37A1	0.4685
DECR2	-0.21925
ANKRD38	1.124
SPTLC3	-0.96775
SUPT16H	-1.044375
DTWD2	-0.39
ULBP1	-0.411
ZADH1	0.501166666666667
OIP5	-4.41875
IL10RB	-0.181166666666667
OTUB2	-0.680625
VWA3A	-0.363666666666667
SPIC	-0.171166666666667
OR6C4	-0.066
PSCD4	0.663333333333333
DPY19L2P2	-1
TRAPPC6A	0.817333333333333
C21orf2	0.538833333333333
CEMP1	0.37175
LIN7B	0.479
E2F7	-3.50783333333333
VCP	-0.6446875
LAMA3	2.49233333333333
BGN	-0.1655
GPR160	0.575666666666667
COCH	-4.60116666666667
GPR81	2.12133333333333
APOBEC3F	-1.3305
tcag7.1017	-0.35025
C1orf32	0.21
SCGB1D2	6.07075
FLJ43987	-0.5095
C6orf170	0.2065
KLK9	0.536
GPD1L	0.656875
VPS37B	0.48825
ATG3	-0.323833333333333
ADAMTS17	0.265
KLHDC2	0.6365
NDUFV2	-0.6935
BLK	-2.002
MATN4	-0.4225
GPM6A	1.29183333333333
GBP4	2.0125
TMEM162	0.569833333333333
PKP2	-0.153
HRASLS	0.198555555555556
MMP1	-5.5935
SFXN3	-0.1761
FSD1	-1.045
ST6GALNAC3	-1.5195
CA12	1.5451
NCOA6	0.302
C19orf58	-0.4897
PPP4R1	-0.856333333333333
MAN1A2	-0.198166666666667
IKBKAP	-1.139
UPF1	0.0153333333333333
KIAA1219	0.26125
WNT16	-0.00250000000000003
SNW1	-0.08225
IL18RAP	2.82875
RPP30	-0.059125
CDC40	-0.0803571428571429
SETD3	-0.241166666666667
SLAMF6	-1.2405
ELK4	-1.009
TRIM47	0.276
ACOX3	0.766375
TRIM6	0.959125
KIAA0372	-0.135333333333333
TP53AP1	0.747875
SMURF2	-0.39825
ADAD1	0.311
EBP	-1.6337
KRTAP13-2	-0.214
FLJ36874	-1.1315
TOR1A	-0.943333333333333
P2RY4	0.5265
GPBP1	0.5145
TRPV1	0.725625
ADAMTS12	-0.390666666666667
PES1	-0.5526
ATG4A	0.0318333333333334
MAGEA10	-4.0815
WFS1	0.701
CC2D1B	-0.5515
PABPN1	-0.676125
SLC25A30	0.09225
SLCO1C1	0.186
SLC22A5	0.80025
KIF23	-4.1655
SYN2	0.558666666666667
ASPN	4.03983333333333
CENTG2	-0.48
QSOX2	-1.4754
FLJ10815	-0.2125
STK24	-0.0044375
SPEG	0.5754
STK10	-0.3845
DACT2	2.6455
AAAS	-0.721
SSX3	-1.033625
ABCD3	-0.3885
C4orf12	0.951125
PARVG	0.0765
FIG4	0.13525
C9orf46	0.291
TMCO6	-0.123
IGHMBP2	-0.522
DUS2L	-0.935666666666667
FAM3C	0.0325625
TMEM16D	-1.679625
DCTN4	0.6065
KCNH3	0.47825
EIF2AK2	-0.64825
AP1S3	-0.7415
CST4	0.604
PAM	-0.241
NUTF2	-0.991
CITED2	0.8897
SLC39A4	-0.94575
C2orf52	-0.7875
GRM3	-0.0315
C12orf49	-0.231125
CCDC49	-0.0176
GRAMD1B	-1.32675
FNDC4	0.62275
SIAH2	0.039
GDPD4	0.40425
C21orf87	0.459125
ATP5A1	-0.157666666666667
C16orf63	-0.517875
LOC388135	-1.3305
ATP5J2	-1.29325
MMP3	-4.0195
EMID2	-0.06825
CRHR1	0.09425
WDR70	-0.14475
C13orf31	0.42775
ZFAND1	1.28475
CCL18	1.21933333333333
C3orf49	0.5935
RINT1	-0.7035
KIAA0408	-1.00083333333333
F13A1	3.4557
SLC10A1	1.22166666666667
OGN	3.31
GIPC2	-0.0816666666666667
XPO6	-0.898166666666667
LCE1A	0.195
FMR1	0.022
LOC374920	0.917
DUSP3	-0.358125
ANKMY1	-0.03375
C7orf50	-0.3025
BBS9	-0.2353
UNC119B	0.3355
C9orf72	-0.13825
MGC35440	-0.62
ENTPD6	0.152
PPP1R2P9	0.38
ERCC4	-0.686
FAHD2B	0.425
HMHA1	-0.4695
HACL1	-0.14475
RAD23A	-1.1355
FAM83B	-1.27
PPP5C	-1.383
RNASEH2C	-0.859875
C9orf153	-0.689
SCAMP4	0.213125
GHITM	0.2118
NDUFB7	-0.154
ADCYAP1	-0.0706666666666667
SP110	0.991666666666667
MAP3K7IP2	1.245
DHH	0.3035
AGRN	0.195642857142857
WDR33	1.04083333333333
CEP290	-1
PRPS1L1	-2.32533333333333
KLRA1	-0.2865
GPR97	0.083
CHD7	-0.938666666666667
TLR10	0.7675
SLC30A8	-1.0545
HIC1	1.305
IAPP	-0.335
RXFP4	-0.091
GP1BB	2.156
SHQ1	-0.577
NKX2-3	0.121
API5	-0.75175
FTHP1	-0.2565
MOV10L1	0.267666666666667
TRIM6-TRIM34	1.71166666666667
ADHFE1	1.3835
FAM117A	0.232
DDI1	0.576
CDON	-0.174833333333333
TRIM73	-1.212
IGKC	4.3355
MMP14	-1.18275
DYNC1LI1	-0.72625
C11orf66	0.38825
TRBV3-1	-1.92566666666667
FASTKD5	-0.30025
BIVM	-0.915
LHX4	-0.126
CXCL2	2.4666
RAB2B	-0.591166666666667
IZUMO1	-0.05625
MAP3K15	-1.459125
FAM19A2	0.523
ZC3H8	0.239666666666667
ZMAT1	2.489875
SPINK5L3	-2.5895
SLC10A6	0.2585
APPL2	0.174125
CARD10	0.0708333333333333
LOC402176	0.87
EEF1D	0.9461
RAB6A	-0.0312
C12orf5	-1.84225
PAPOLG	0.74825
MSRB2	0.42225
BCR	0.792888888888889
PUS3	0.253
TIAM2	0.9585
ZNF317	0.0575
CHD2	0.0651428571428571
FZD5	-1.26986363636364
NUDT8	-0.8445
ZNF763	-0.281
PRC1	-3.56011111111111
ABCB9	-0.0691666666666666
SPATA3	0.51775
TRAK2	0.39875
STAB1	1.967875
LRRTM2	1.10016666666667
psiTPTE22	2.13425
DBI	1.31375
SERPINA11	-0.794
NAT5	-0.26275
C20orf58	-1.66
RPS6KA4	-0.680833333333333
FLJ90650	0.68525
TGFBRAP1	-0.33525
CHRDL2	-0.09475
FAHD2A	0.223166666666667
CNTN1	-0.05875
BBS4	-0.3251
TMEM181	0.4005
MINPP1	-1.21125
MPHOSPH6	0.494583333333333
HOXC10	-0.000600000000000012
ITPKB	0.2155
CLPTM1L	-0.42025
MEOX2	1.44266666666667
ATP6V0C	-0.27125
PRPF8	0.144666666666667
TMC5	2.60775
FKBP3	-0.487
PLEKHB2	-0.711
OR4D6	0.151
ZNF544	-0.3447
D2HGDH	0.166875
RPL18A	0.8122
HEL308	0.186125
MPP6	-2.2155
TCERG1	-1.54375
KRT16	0.385666666666667
KLF17	-0.82325
KLF5	1.845125
CDR1	3.043125
VCX3A	-2.389
FBLN2	1.2135
C14orf104	-0.04375
HBE1	-4.4888
OR4S2	0.419
C1orf108	-1.96433333333333
ROBO4	3.15983333333333
CPEB4	0.096625
C11orf80	-0.511333333333333
BCKDHA	0.605333333333333
MYOC	1.32775
GIF	0.0595
CKMT1A	0.47
RPL3	1.5972
THBS1	0.77775
APOO	-1.719
ARMCX1	2.51
HSZFP36	0.838
SNAPC5	-0.47375
EIF4ENIF1	0.9845
ZNF433	0.1035
TNFRSF21	0.01575
TMPRSS7	0.2675
