Hybridization REF	TCGA-AR-A1AR-01A-31R-A137-07
MKL2	0.2983
TBX3	-2.748
C21orf93	0.456666666666667
DAXX	-0.04725
ELMO1	0.68725
RGS13	2.16783333333333
TAF11	-0.12525
UNC13A	-2.219375
LOC653314	-0.4734
ORC3L	0.0895
IMAA	-2.634
TARBP2	-0.8505
CABIN1	-1.0032
TRIOBP	-0.4474375
HIST1H2AC	0.646875
RGS22	-2.4085
NCOA1	0.795166666666667
IL25	1.3105
SNCG	2.2875
GPR6	1.319
AMDHD1	-1.80166666666667
CHEK2	-0.08825
C6orf142	2.52275
DRD4	0.5615
C14orf68	-1.41975
GDF11	-2.25825
SEMG2	-1.9535
CD247	0.92875
CDAN1	-0.85675
RBMX2	0.009
TGS1	0.0015
OIT3	2.181
SYF2	0.45375
MCM4	-1.19175
PKHD1L1	-0.37775
CEP192	-0.0241666666666667
IFT88	-0.33975
RPL9	-0.0439285714285714
RAB32	1.26975
DDX43	-4.45775
P2RX2	0.274833333333333
OR5D18	1.2825
UBE1	0.523
SLC24A1	0.212
ARHGAP5	-0.84175
CETP	0.8005
KIAA1731	-0.366333333333333
SLC9A4	-0.07
PTPN6	1.52975
BAHD1	-0.55475
GRIK3	-0.0935
CACNB2	-1.2182
PDE10A	-0.416
DGCR14	-0.17625
PCDHB9	0.578166666666667
RHOQ	0.780333333333333
MAP3K4	0.10875
KTI12	0.253833333333333
RPL23AP13	-2.08125
GNG11	-0.059
CLCN3	-0.574
GPAM	-0.65225
VSTM2A	-0.369
SLAMF7	3.038
INTS2	-1.11825
PPP2CA	-0.2652
LRP12	0.3752
SEC14L2	-0.230888888888889
DKFZP586H2123	1.1455
MC3R	-0.034
CIRH1A	-1.1295
HIST1H2AB	0.276
POLH	-0.8965
MGC16703	-2.10216666666667
SNAPC2	0.745
FILIP1L	1.14625
RASGRP4	0.5115
LRRC1	1.778
GAS1	1.83575
PRAC	-1.86525
DGKA	-0.315833333333333
NT5C3	-0.408
PEG3	-1.95758333333333
NADK	0.2065
PRR17	-0.266
LOC374569	3.0675
SGSH	-0.0135
NLRP8	0.0155
GALT	0.1789
MCF2	-1.494
ZNF263	-0.02875
TACSTD1	2.02766666666667
TYR	-5.8804
ATP6AP2	0.19975
RNUXA	-0.34
ABHD10	0.3424
GDPD2	-1.64325
SLC35C1	1.212
UBE2A	0.57175
HERC5	1.23183333333333
FAM112B	-3.56
FBXL16	-2.8015
DKFZP434A0131	-0.65775
ELA3A	-2.409
RBM41	-0.81375
HAO2	0.18375
RNH1	0.46475
SHANK2	-0.314166666666667
OSBP2	-2.570875
DAK	-0.84
C3orf58	3.97308333333333
TCL1B	-1.494
KBTBD2	0.418625
SUGT1L1	-0.2245
UBE2E2	1.517
MYL9	2.264875
CDC23	-0.769833333333333
PBXIP1	1.035
CXorf40B	-0.621
NBL1	0.86725
RTBDN	-0.1905
RAB11FIP5	0.252875
TTTY13	-0.722
SCOTIN	0.46625
SOHLH1	-0.801833333333333
CDKN1A	-0.360642857142857
NCK1	1.24475
ZNF550	0.75975
SAPS3	0.680166666666667
SPIN3	0.376333333333333
MAGEE2	3.53325
MIS12	-1.11883333333333
OR8H2	0.376
KIAA0774	-2.82716666666667
UNC5D	-2.4435
CUL7	0.127833333333333
LIPC	-2.26583333333333
DIO1	-2.5585
C20orf11	-0.7075
CTRL	-0.4285
HS3ST2	2.98075
PAK4	0.265666666666667
CCRL1	4.4355
RNF10	-0.42725
ZNF567	0.86075
ZNF660	-1.974
TCEAL3	-0.00275
MAGOH	1.27616666666667
CENPB	-0.420833333333333
C19orf7	0.543
LOC388965	0.694
ZCCHC13	-0.365
JMJD1A	-0.979
HIST1H4H	-0.176
TBRG1	-0.1075
GPC3	-3.151375
TAF1C	-0.8345
EBNA1BP2	0.0315
CIAPIN1	-0.553
PDGFRA	1.21905555555556
CSTB	0.3155
CENPI	-0.00499999999999999
GTF2E2	-0.256333333333333
RPP21	0.001
CCNF	-1.23266666666667
KCNQ3	0.697
FAM79A	1.21
SLC22A12	0.3415
NOVA1	-1.26183333333333
FZD3	-0.9759
AKAP8	0.6155
SOCS5	0.4675
CFDP1	-0.91675
DLG5	-0.29675
PGM5	-0.3565
C1orf144	0.363583333333333
HDAC10	-1.4245
RND2	-1.188
C20orf199	-1.0345
RNMT	0.099875
SLURP1	1.581875
ASTN1	-0.690714285714286
SH3BGR	0.731
MYCL1	0.147875
ZHX1	0.368333333333333
CENPK	-1.99875
FOSB	1.5598
LOC643406	0.26525
C2orf59	-0.189
TMEM135	-0.408375
SLC27A2	-3.47175
KRT33A	-0.035
OVOL1	0.695625
PAMCI	0.908833333333333
S100A7	0.424
ZNF789	0.053
HARS2	-0.48975
RPL23A	-0.665666666666667
TCF23	-0.05075
UPF3B	-0.463
C17orf78	0.0115
HLA-DOB	1.52283333333333
C14orf142	0.560166666666667
TEKT5	0.533
DMWD	0.2425
POLD1	-0.785
GSCL	0.3995
CALD1	0.068
SCRT1	0.726666666666667
AIG1	0.35075
UNC84B	-0.095
ZNF404	1.4265
TMED6	-2.75125
KIAA1462	0.3785
LRRC27	0.739
PYGO1	-0.735
PIGU	-0.921333333333333
ALAS2	-4.04166666666667
WRNIP1	0.260125
CNNM3	-0.727
ZNF2	0.27
ST3GAL5	-0.580083333333333
MRPL23	0.15125
TSSK6	-0.727
PSMA6	-0.38025
C16orf70	-0.6055
KIAA1602	-0.0355
ALMS1	-0.475166666666667
DCN	3.1665
TMEM132D	-0.823
SUCLG2	-0.29275
ABHD14A	-0.166
DEXI	-0.264
AMPD2	-0.0755
IFNAR2	0.929
CYB5A	0.9638
TLOC1	-0.1893
NXF5	-1.19283333333333
NRBF2	1.014625
KCTD3	0.374
ITGAE	-0.616833333333333
SLC30A3	-1.45133333333333
ZRF1	0.3565
IFRD2	0.327875
XAB1	0.07775
PYCR2	-0.257666666666667
SERPINB3	-0.071
TMLHE	0.5657
GEFT	-1.927375
ABCA5	-1.079375
EMR4	-0.0425
TSFM	-0.2735
HIST3H2BB	-0.12975
ARHGEF19	0.944
TSPAN17	0.532333333333333
ABCC8	-1.73875
MAP1S	0.5475
C22orf36	-0.90375
BNC2	-0.806428571428571
HIST1H4A	-0.786
NDUFS3	-0.127166666666667
WDR3	0.136166666666667
XKR4	-1.5665
TTC33	-0.572357142857143
STMN2	4.30825
CPN2	-1.147
HSPC105	1.8835
PCOLCE2	-0.28375
C3orf55	1.8445
KLHDC9	0.0403333333333333
TBC1D23	0.543125
ATXN2L	-0.893666666666667
MAP2K3	0.428583333333333
SCAP	0.09
ZNF486	0.31
C20orf96	-1.9005
NARS	-0.1765
ADAMTSL1	-0.121071428571429
PRCC	0.586333333333333
CCDC126	1.78641666666667
ZNF675	-0.47625
CALCOCO1	0.24575
ANKRD43	-1.1675
CWF19L2	0.336166666666667
ZBTB32	3.18933333333333
BRAF	0.5625
ODF4	0.461
MGC14376	0.3635
HORMAD1	2.3275
AAK1	-0.199833333333333
PEBP1	-0.0336666666666667
TNFSF5IP1	0.427666666666667
DKFZp564N2472	0.77825
RMND1	-0.052625
IGKV1-5	4.3585
COL1A2	2.67825
SERPINA5	-4.44325
AANAT	0.704
C19orf21	-1.65316666666667
GEMIN5	-0.95925
UBR4	-0.0183333333333333
LTBP3	0.723166666666667
AMHR2	-2.80983333333333
PROCR	-0.2765
MYBBP1A	-1.012
C20orf39	0.395833333333333
ZNF697	-0.209375
PASK	-0.1209
ZNF776	0.652166666666667
RFXDC2	-0.935
KIAA0467	0.23575
C10orf96	-2.45875
ZNF503	-1.244
GULP1	-0.730666666666667
KCNE4	-1.8815
DKFZp434K191	-0.6855
LOC196913	-0.774
BHLHB4	1.4415
CH25H	1.671
LOC81691	-1.563
ALPL	1.72464285714286
COL12A1	2.850875
FOLR3	-0.658666666666667
GPR123	-0.034
TRIM62	0.262928571428571
ABLIM1	0.086
MAST3	-0.09875
RHBDD1	0.8545
LOC338809	0.216
RYBP	-0.876
TTC26	0.407
ZNF22	0.1855
ISCA2	-0.1505
RDM1	-1.76275
PIGM	0.5265
GNB3	-1.469
ACTR2	0.6439
HMGB1	-0.45845
EDG1	3.84733333333333
SOAT2	-3.29675
OR10AD1	0.4005
RAP1GDS1	1.14683333333333
LCE1F	0.682
ESM1	-1.288375
RCN3	2.824
CREBL1	-0.3485
DBNL	0.146333333333333
PTGER3	2.36125
USP30	-0.0885
BCL2L12	0.770833333333333
KIF26B	1.84725
ZNF416	0.92375
ZNF225	0.243
C17orf70	-0.163
ZNF554	0.86425
RAE1	-1.28533333333333
TNIK	0.882166666666667
ACTN3	0.935
MGC45922	1.003
CCNA1	1.4375
RYK	0.662166666666667
IL26	0.4885
LRP3	0.814833333333333
QARS	0.2565
SOX7	1.673
BID	0.80275
OR2S2	0.9605
CXCL14	2.773
C11orf47	-0.952
MGC29891	1.04883333333333
HSPB8	-0.1103
PRDM14	-2.298
NUFIP2	0.38975
MNAT1	-0.654
ZDHHC2	0.22025
MBNL2	-0.294125
ADD3	-0.570125
CSNK2A1P	-0.54825
KLK6	1.5015
TMEM111	0.0388
KIAA1279	0.494
NUBP2	-0.557166666666667
RAB42	0.0435
ID3	-1.0921
TM9SF1	-1.06975
MDP-1	-1.46375
POU4F2	-0.248
IQCK	-0.42375
C16orf14	-0.426
CAPN3	-1.730125
FAM43B	-0.313625
RECQL	1.17475
AP1G1	-0.341142857142857
CTNNBL1	-0.853833333333333
ECHDC1	0.673833333333333
SMARCC1	-0.2853
FOXQ1	-2.220625
GNAI3	0.630166666666667
POLG2	-1.768
CD4	2.407375
ITLN1	1.03375
EBI2	5.831
IRF1	1.13425
PTPRE	1.6369
PTK2B	-0.0085
NXNL2	-2.4445
SOX4	0.7435
TSPAN3	-0.4245
SH2D1A	-1.04183333333333
C8orf58	-0.669833333333333
USP20	-0.66175
DUSP22	0.187666666666667
CALB1	-2.95533333333333
L3MBTL2	0.028
MCRS1	-0.52825
TMEM118	-0.0666666666666667
C18orf8	0.746333333333333
FLJ10241	-0.41775
GJA12	0.321
PKD1	-0.376333333333333
ZFP3	1.108
JAM3	-1.3795
LAPTM4A	1.9718
DIRC2	0.9505
KIAA2022	2.207
MYOM1	0.228166666666667
TRPM8	-1.26883333333333
MOP-1	1.3125
PHKG2	0.5925
ZNF650	0.5695
KIAA1522	0.25475
PSG8	-2.50533333333333
DDX19B	-0.556
MOBKL1B	1.28175
DIAPH2	0.643083333333333
PTPN12	1.2015
CLN8	-0.3342
CRYZL1	-0.4445
CRY2	-0.073
FCGR2B	5.3745
PNPLA4	-0.306125
ZNF454	1.2875
DKFZp434B1231	-0.21275
CLDN11	-0.1157
RFWD2	0.468333333333333
CIB2	-0.255166666666667
MXRA8	2.082
HRK	0.3765
MAML2	0.74525
C4orf31	-2.0865
C6orf192	1.4305
COG6	0.47225
FAM5B	1.8795
NFATC1	1.6122
SEPT10	0.299
SCYL1	0.1743
RPP40	0.27925
SCOC	0.6262
KIAA1450	0.564
CTDSPL2	-0.1245
TBX5	2.37266666666667
NAPG	0.534375
RHD	-4.667
C14orf45	0.826333333333333
ZBTB22	0.4695
PLCG1	-1.443
ANKRD10	-1.190625
AQP7P2	3.19425
TAGLN2	1.03183333333333
HTR2C	-1.52183333333333
SLC16A7	-0.3105
C17orf83	-0.391
TSGA14	0.41725
MDH1	-0.0265
PPP3R2	0.706333333333333
DCBLD2	-1.51614285714286
RBM33	-0.291
DPH3	-0.363
SYT10	-2.42683333333333
FMO4	2.445125
THYN1	-0.403
DRD5	-2.4955
OTOR	0.205375
PGRMC2	0.1442
KATNAL1	-0.675375
PAQR6	-1.65225
UBE2I	-0.87225
C14orf28	-0.181
C8orf70	-0.418
FLYWCH1	-0.862875
ANGPTL3	-1.447
GLRX2	0.6305
ATP11A	0.275
ARL5B	1.946875
MUC16	-1.04825
SLC25A5	0.0705714285714285
ACRC	-0.5335
MYO1C	-0.88075
FAM89B	1.04566666666667
FAS	1.299
KIFAP3	1.14275
GLRA2	0.4875
BTN3A2	0.839
CNKSR3	0.712625
CSTF3	0.373333333333333
ARPM1	2.2455
KIAA1530	-0.4515
C9orf150	0.740166666666667
PRKCI	-0.94125
tcag7.1015	-1.093
SOD3	0.6805
ZNF574	0.71925
CYP21A2	2.68625
RPL12	0.95275
COMMD2	0.166
WIZ	0.17825
LOC344405	-1.061
ALDH4A1	0.0902352941176471
CRYAB	3.602
COPA	0.969233333333334
PCDHGA7	0.469333333333333
KIF11	-0.768083333333333
RASD2	-0.374625
SLC26A3	-0.6335
ZNF175	-0.4645
JAKMIP2	-1.796375
C8orf4	0.449666666666667
PTHLH	-0.12975
SLC40A1	1.76933333333333
OR7D4	0.452333333333333
PCDHB17	2.979
CD36	5.20507142857143
C6orf203	1.2234
PRKG2	-2.1275
LOC400566	-1.1175
ANAPC13	0.32425
SLCO3A1	-0.107
ZNF692	-1.6525
FANCL	-0.4005
SH3GLB1	1.4625
C12orf61	-1.2355
KBTBD6	-0.817
SUPT5H	0.365875
XRCC6	-0.2218
HUS1B	0.1449
FAM133B	-0.119857142857143
LOC728276	-0.895
KCTD18	0.675
SOS2	1.289
CCDC99	-1.0345
C1QTNF5	4.171
NNAT	2.35183333333333
USP16	0.791
LARS	-0.71
ZBTB2	0.147125
ABO	0.0276666666666667
TRAF3	1.337
GALNT5	-2.282
NAP5	-1.54925
ALG14	0.837333333333333
KIAA0515	0.565153846153846
WDR75	0.150666666666667
TEX261	0.316333333333333
LY86	2.15125
LOC389072	-0.1575
FLJ13611	0.026
MRGPRX2	0.373
SNRPA	-0.63075
OR2G2	-0.201
GPRASP2	0.614
C7orf42	0.81
C9orf163	0.2265
CYP11B2	1.141
FCRL3	3.066
PRDX1	0.095
FGB	-7.9345
COX17	0.598833333333333
C16orf33	-1.00075
PIWIL1	-0.9025
FOLR1	-1.20066666666667
KIAA0082	-0.5875
FREQ	0.409833333333333
TMCC2	-1.2785
TCF12	-0.68675
ZNF721	0.37525
FAM130A2	0.14775
POU4F1	-2.82775
SNRPF	-0.66325
SGIP1	1.11616666666667
ZNF641	0.803666666666667
EMG1	-0.944125
PRRG4	0.491
HIRA	-1.8375
MYNN	0.786166666666667
AEBP2	-0.424916666666667
TBXA2R	0.617166666666667
ISL2	-1.74416666666667
PCDHB11	0.962
RNF144A	-0.433125
MARCH5	0.10525
DULLARD	-0.148666666666667
DCLRE1B	-0.431
ITGA8	-2.3245
TP73	-0.9345
PRKCD	0.9725
NDUFB4	0.109
ATP13A4	1.489125
ANTXR2	0.0893333333333333
COL4A3	-0.837333333333333
MYO10	-2.0337
SLC6A18	0.3525
PEX1	0.388
TMEM74	-1.37516666666667
RBM19	0.2715
TAPBP	0.8054
RUNX1	-0.10675
MID1	-0.47275
GPR64	0.368333333333333
RASEF	-0.09675
GABRG1	-0.618714285714286
MYO16	-1.626
DBF4	-0.0261666666666667
TSHZ2	2.94875
RIPK2	1.125125
PPTC7	-0.199666666666667
KIF4B	-0.1515
LRRC31	0.05475
ZNF540	0.33225
EFNB3	-0.397666666666667
LOH12CR1	0.1285
STON2	-1.003
GLP1R	0.7185
CSTF2T	-0.82525
IREB2	-0.937875
GRSF1	0.6565
PDCD7	-1.04
LRRC43	0.541
CNR1	0.791666666666667
IL1F7	-0.7405
C12orf64	0.278666666666667
FAM69B	-0.42975
NR2E1	-1.14966666666667
MS4A6A	4.4559
FTL	0.3485
C7orf36	0.62475
PCLO	-1.01
DYRK2	0.676583333333333
ARIH2	-0.1825
SAMD7	-0.148
SCNN1D	-0.6115
SLC32A1	0.052875
C22orf25	-0.249
MRPS18A	0.1269
GPR112	1.0675
EARS2	-1.31025
ERN2	0.4185
ATPBD3	0.732333333333333
PRH2	-0.5265
CDKN2D	0.424166666666667
PGLYRP2	-0.35725
TRIM40	0.515
SEC14L3	0.0491666666666667
SLC22A1	0.37775
BTN2A3	0.02275
RASA4	0.70025
CCNL2	-1.19108333333333
MYBPC3	1.059
GJA4	4.1805
CDC42SE1	1.065875
TRPV2	0.1785
MYPN	-3.4831
SIM1	0.851
CDADC1	0.0721666666666667
ZFHX4	-0.273
NIBP	0.381666666666667
ADAMTS19	-3.16875
ABTB2	-1.8355
TSPYL2	-0.730625
EIF2S3	-0.0464
SOX30	-0.8915
AP2A1	0.719833333333333
DKFZP564O0523	0.467333333333333
LOC285398	-0.0546666666666667
CDH18	-5.57325
CHL1	2.706125
GATS	-0.4663
TBC1D2B	0.381666666666667
OR1J1	-0.504
GSN	1.32766666666667
DPCR1	0.27275
GARNL4	-0.0336666666666667
SMARCA5	0.42325
PLEKHG3	0.272
ZBTB45	0.583
FRMD6	0.163
PLS1	-1.71233333333333
DGKZ	0.818666666666667
EFNA1	1.5005
WDR85	-0.2565
ANK2	0.46425
PAGE4	-1.58666666666667
SENP6	1.24733333333333
AKR7A2	-0.3275
FKBP10	-2.60125
VEGFC	-1.40533333333333
LARP1	-0.88575
SRBD1	0.028
ITGB6	5.73525
SLC1A2	-2.05307692307692
INVS	0.0391666666666667
MPO	1.69225
MOBKL3	0.4679
CUTL2	-0.053625
KLK2	-0.508666666666667
VIM	-0.926
REG1B	0.215833333333333
PCDHGC4	0.3415
C3orf34	-0.53
SUMO3	1.094
CST9L	-1.68166666666667
MLL4	0.23
SPR	0.495333333333333
SAMD9L	2.15075
ABCE1	0.55025
SUPT3H	-0.7625
ACTBL1	-4.12875
ADAMTS4	2.14483333333333
SLIT3	3.32025
RHEBL1	-0.655
NPM2	-0.0835
MAN1C1	0.738375
KIAA1856	0.899333333333333
HSPA6	2.71775
LOC388152	-2.689
C10orf140	0.19425
ZDHHC12	0.6545
LIN7A	-1.5034
PHC2	0.245916666666667
SPHK1	0.23625
TRIM26	0.21925
FAM83E	-0.5355
C18orf24	0.5375
ZNF578	0.9795
ORAI1	-0.1415
RUVBL1	-0.0375
C7orf20	-0.1795
APAF1	-0.71
SLC36A4	-0.269833333333333
MYH11	3.62333333333333
NEK1	-0.5875
MPP2	-2.063875
C12orf24	-2.2295
TNK2	0.1675
ZNF289	-0.156
MATN3	0.243
IFNGR2	2.20066666666667
ITPR1	-0.005
EBF3	3.6404
TBC1D20	-0.1617
OR10P1	0.341
DDAH2	0.95275
SHPRH	-0.341375
STX7	1.043
LOC554248	-0.44325
BCAR1	-0.675
ATXN3	0.663583333333333
TRIM27	-0.27025
CDC42EP2	0.3735
CHP	0.0958571428571429
SOX17	2.4045
ZNF259	-0.0275
CHCHD1	-0.13575
ZDHHC19	0.432
GBP2	2.8615
GARNL3	-0.08775
MRC2	0.1515
C1orf52	-0.1705
AOF2	-0.111166666666667
LRPPRC	0.2644
ACVR1C	1.47783333333333
TM4SF18	5.075
TMEM169	-0.978666666666667
PPP1R16A	-0.4635
EBF1	1.127
RRS1	0.1555
SNX2	-0.00575
OR2T2	0.5695
RBX1	-0.2315
ANKRD54	-0.038
TSNAX	0.0723333333333333
TMEM83	-2.49625
ZBTB7A	0.0915
ATM	-1.385
LOC338328	2.19883333333333
TIE1	1.86283333333333
HIST1H3G	-0.181166666666667
PASD1	-4.5965
TINAG	0.924
PCDHAC2	-0.6825
LRRC15	0.8945
WBSCR17	-1.51925
TFF2	-0.2285
PARP2	-1.0095
NDFIP2	-0.235375
PCDHGB2	-0.04
WDR60	0.5445
MAP7D2	-2.4464
USP45	-0.04825
GSDML	-1.2695
TNS1	0.7348
PLCD4	-1.9605
IQCD	-0.3565
SMPX	-2.64275
CD9	0.374
SRGN	2.82525
CASP7	0.6365
INOC1	-0.0293333333333333
DKFZp451M2119	-0.580625
VMAC	1.0535
USP53	0.057
CAMK1G	-0.346
TMEM106A	0.3025
CDC20	-0.3842
ACSL5	0.850833333333333
CBWD5	-0.561
C1orf87	-2.1665
KIAA1274	2.04525
PRUNE2	-2.296
LYPLA2	0.588833333333333
DOK6	-1.84783333333333
GPR149	-0.36475
FAM30A	2.6775
TMEM129	-0.31225
SLC35B3	1.5995
ACPP	0.0313999999999999
LOC200261	-1.968
SLC4A7	-0.0816
CCDC40	0.1635
GART	-0.136125
THOP1	-0.55925
SCARB1	-1.09775
CACNA1F	-0.1775
TRIAP1	-0.192666666666667
SYT14L	null
SFRS8	-0.969166666666667
PBOV1	-0.27475
GOLSYN	-1.241
GJB7	-1.8155
CAMK2N1	-1.86683333333333
GREM1	3.1025
FLJ20433	1.56675
QPCT	-2.78175
PRKAG2	2.199
H2AFX	-0.443125
C6orf154	-0.87625
PLOD3	-1.0715
ZBTB39	-0.444166666666667
WASF3	0.341
DRG1	-0.4825
PRR4	-1.2095
SPCS1	-0.29025
KDELR3	0.809333333333333
SRP19	0.0131666666666667
GABRA6	1.30425
MFSD1	1.72075
MMEL1	1.7605
PDXDC2	-0.5401
BUB1	-0.359111111111111
RNF138	0.252875
MYLPF	-0.946333333333333
AIF1	2.26133333333333
DYNLRB1	-0.0862
HCN3	-1.7015
HIST1H2AI	-0.431
MAP4K5	-0.0678333333333333
LASP1	-0.2475
LOC130951	0.902
PLAA	0.64575
KRT6A	-1.5845
C6orf117	-2.79825
ARHGAP23	-0.6055
PTF1A	0.6125
GPHA2	0.26025
LCE3B	0.4605
MCL1	1.60085714285714
EHBP1	-1.38091666666667
PRNP	0.1849375
ZSCAN1	0.67575
C1orf113	-0.473666666666667
FOXA3	-2.932375
NEB	0.6065
ASGR1	-3.752
CTGF	1.73966666666667
RAB17	-0.44
MST101	-0.609
JARID1B	0.8567
USP37	-0.2019
PTBP1	0.0701666666666667
PTPN7	0.398
CDC7	-0.762
SNX7	0.44975
ZNF335	-0.177
CPT2	0.04975
HEATR1	0.204625
HSPC152	0.147125
C5orf40	0.64225
PSME1	-0.101166666666667
STAG3	1.03675
TMEM154	0.563833333333333
KLHL32	-0.765
TSGA10IP	-1.1035
SUV420H2	-0.811666666666667
SF1	-0.8405
2'-PDE	0.5719375
PNLIPRP2	-3.6605
TRSPAP1	0.31025
NUP210	0.0351666666666667
ANP32C	-1.15983333333333
RAB11B	1.56533333333333
ASB15	-0.783
ITGB3BP	-1.34775
UBASH3A	0.6805
YWHAB	-0.64225
TPRX1	-0.0325
LY6G5C	-0.25775
SLC7A2	-2.828125
CLK1	0.356
HSD3B7	0.575833333333333
VDR	2.28875
C16orf74	-2.6365
ACE	0.532
PSMA2	0.566166666666667
CCDC131	-1.280875
ZNF213	0.143166666666667
EML2	-1.02825
ALS2CR13	0.439833333333333
GLYATL1	-1.65575
DSPP	-0.496
DHFRL1	-0.04125
C10orf30	-0.552333333333333
SH3RF2	-1.86966666666667
LOC197322	-0.526166666666667
DLL3	-0.494375
TIGD7	-0.05575
GFRA3	0.151
CPA1	1.37583333333333
RTN4	-0.546166666666667
PPT2	-1.48033333333333
FASLG	4.69466666666667
FOXP4	0.736875
RPL26	0.2439
GNL3L	-1.68616666666667
FMR1NB	-0.2956
CD163	7.09575
SGPP2	4.078
GIMAP2	2.15
CD37	2.31683333333333
DPT	4.749
NBLA00301	1.822
RGS5	0.26075
C9orf4	-0.29
ACTL8	-2.69333333333333
PRKAR2B	-1.515375
OPLAH	0.069
C20orf134	0.97025
SPACA5	-0.022
TBL1X	-0.5295
TSPYL3	-1.681
CHCHD3	-0.45425
CRKRS	-0.1
GPR65	7.0735
DFFA	-0.54925
FUT1	0.233
C6orf204	-0.999166666666667
TMEM51	1.497
ZNF580	-0.54075
CMTM2	1.39125
C20orf200	-0.2145
EZH1	-0.7555
FDX1L	0.006125
MRPL32	0.54
PCAF	-0.4272
ALOX15B	1.43216666666667
CD59	2.103
CDK9	0.57475
ERP29	-0.580833333333333
TTR	-5.235
BCMO1	-0.539
DDIT4	-1.2467
PTGDS	3.28675
C3orf63	0.2395
BST2	0.63625
CYP1A2	-0.466333333333333
C5orf25	-0.289
STX1A	-0.588176470588235
OR2A12	-0.073
SH3BP5L	-0.0875
SERINC5	-0.4915
USP6	-0.9397
MRPL3	0.2985
POMP	0.193
INPP4B	-2.094625
GMPPB	1.03225
EAPP	-0.28725
AHSA1	-0.10825
ABCA11	-1.606
SLC5A6	2.02183333333333
HIVEP2	0.89575
SUMO2	-0.687375
KIAA1822L	-2.8895
C11orf67	0.441
TXK	0.610625
PHCA	-0.507875
ICAM4	-2.68583333333333
FPGS	1.23133333333333
SNRPA1	-0.339
KCNJ4	-0.8165
KIF6	-1.7613
HIST1H2BG	-0.7205
SLC5A5	1.41325
ZNF354B	0.276666666666667
IL12RB2	2.09175
C11orf76	0.379333333333333
GAL3ST2	0.7935
AIFM2	0.6705
SYNC1	-1.357625
UBL3	-0.884625
PIK3CG	-0.069
NLN	-0.3515
BCORL1	0.04575
CD5L	0.9335
ZNF238	0.000500000000000002
KIAA1394	-0.88825
C16orf55	-0.886
CYP3A7	-3.15675
KRTAP3-1	-2.9045
TFDP1	-0.883833333333333
MND1	-1.09175
NODAL	-0.2825
GTPBP4	0.14
TUBGCP2	0.56525
SLITRK5	1.7485
CIC	0.4735
CD79A	1.511
SAMD14	1.08233333333333
TNPO3	-0.764
OR10G3	0.4015
OR10G8	1.0125
CCDC111	-0.3085
HOXC9	0.311
DCUN1D1	0.88975
CYB5R1	1.13225
TSR2	0.33125
DAB2IP	1.6694
SLC6A5	0.317
RAB3D	1.5165
DCUN1D4	0.134166666666667
ERBB3	-0.886916666666667
SDC1	2.65766666666667
ATP6V1H	0.2965
SYK	2.2015
ST20	-0.848
C13orf30	-0.521
WDR40A	0.809
ADMR	0.8555
LOC388335	3.1715
ACSM1	-1.551
TDG	-0.405833333333333
FLJ11235	0.12125
MRPS5	-0.750333333333333
AGPAT2	0.366166666666667
SLC12A1	1.928375
CYP27A1	0.2345
THAP7	-1.08425
XPO1	0.109333333333333
ALMS1L	-0.379
C1orf2	0.5265
ZNF777	0.403
CAMK2A	0.242833333333333
SMC1B	3.939625
IHPK2	-0.0633333333333333
LEMD1	-3.81575
NKD2	-0.8056
CLU	0.579142857142857
ARMETL1	-0.4275
PABPC4	-0.379
CXCL12	3.03633333333333
TFAP2C	0.2987
TTTY8	-0.277
ABCB10	0.2205
ENDOD1	0.353
IDI1	-1.13
KCTD6	-0.000166666666666671
CCDC105	0.208
ULBP2	-0.134166666666667
ZDHHC5	0.3155
WNT8A	-0.29
COMMD10	-0.3405
KLHL12	-0.0525
GPR50	0.2935
NR5A2	0.07225
OXGR1	0.220666666666667
EHD3	0.222
CAPRIN2	-1.496375
KLRC3	-2.2665
SF3B1	0.251142857142857
IPO7	0.12825
ALDH1A1	-1.14866666666667
ANKRD5	-0.138375
TSNARE1	0.1885
DDEFL1	1.9885
RNASEL	1.0025
DNAH9	-0.9215
HELLS	-1.20225
TNS4	-2.714
NAV1	-0.488
KIAA1409	-0.49025
C20orf26	1.93033333333333
TUBG1	-1.07525
IRX2	2.381
CNGA4	-0.521
MGC50559	0.534166666666667
OR4K17	0.670666666666667
TM2D2	1.84283333333333
FAM32A	0.3595
TXNDC14	-0.35625
CCBL1	-0.9805
ANK1	-1.6829
PRSS23	-1.871
PPM1L	-0.152
SPATA20	-1.08575
APCS	0.76775
C14orf122	-0.890833333333333
PSMB5	-0.284
C6orf10	0.014
SETDB2	0.0903333333333333
SPNS3	-0.641
SGMS2	2.06116666666667
MXD3	-0.697
MON2	-0.6579
CARTPT	0.0855
HNF4A	-1.39333333333333
RABEP1	-0.3992
TNFRSF10B	-0.297625
USH1G	-1.0025
PPAP2B	-1.2235
TMEM16K	-0.25475
CTDSP1	0.602666666666667
CDK5R1	-0.447833333333333
GABRR1	-0.4455
OPN1LW	0.0545
FAM98C	0.472875
DBN1	-0.114375
ACAD10	-0.975416666666666
QTRTD1	-0.0855
WNK3	0.0831666666666667
RPS19	1.07075
C1QB	4.394125
OTUD5	-0.205375
SLC41A2	2.0355
TMEM22	-1.33933333333333
KHSRP	0.144666666666667
TNFRSF11A	1.3205
FBL	-0.017
